[00:00:00.009 --> 00:00:02.198]  You're listening to The Alex Jones Show!
[02:21:08.711 --> 02:21:11.895]  Winter has just begun and are you already tired of being cold?
[02:21:12.316 --> 02:21:14.118]  How would you like to never be cold again?
[02:21:14.138 --> 02:21:20.807]  This is Dale with Fortress Clothing and I'm here to tell you, you will never be cold again with Fortress.
[02:21:21.556 --> 02:21:30.860]  If you're tired of freezing your butt off, elk hunting, sitting in a tree stand deer hunting, winter camping, fishing, ice fishing, no longer fear the cold.
[02:21:31.440 --> 02:21:34.821]  If you snowmobile, ski, snowboard, get Fortress.
[02:21:35.462 --> 02:21:41.584]  Sledding with the kids, shoveling the walks, shopping, or if you or your spouse get cold feet at home, get Fortress.
[02:21:42.084 --> 02:21:50.448]  If you're stuck outside working in the cold or find yourself in an emergency situation, get our winter bug out bag and you will never be cold again.
[02:21:50.948 --> 02:21:54.854]  Fortress is the answer, so quit complaining and go to FortressClothing.com.
[02:21:55.134 --> 02:21:57.858]  It's a mid-layer garment that goes with anything you want to wear.
[02:21:58.318 --> 02:22:01.964]  Enter coupon code RADIO and get 20% off any item.
[02:22:02.404 --> 02:22:04.307]  Go now while we still have inventory.
[02:22:04.687 --> 02:22:05.629]  FortressClothing.com
[02:22:08.666 --> 02:22:14.910]  Chronic inflammation is now known to block your ability to repair and compromises your immune system, making you more vulnerable to all diseases.
[02:22:15.370 --> 02:22:20.333]  Since poor diet, injuries or stress are all contributing factors, many people suffer from inflammation.
[02:22:20.553 --> 02:22:25.416]  Your body's number one means of neutralizing inflammation and the pain that it may be causing is glutathione.
[02:22:25.676 --> 02:22:30.019]  Glutathione is the body's number one peptide to neutralize free radicals and thus stop inflammation.
[02:22:30.219 --> 02:22:31.380]  Hi, my name is Jason.
[02:22:31.480 --> 02:22:32.421]  I'm 44 years old.
[02:22:32.581 --> 02:22:38.808]  For 10 years, I had been suffering from chronic pain in my abdomen and groin that radiated down into my feet.
[02:22:38.968 --> 02:22:46.176]  After three weeks on One World Way, the pain in my feet reduced by 50% and the overall pain in my body reduced significantly as well.
[02:22:46.296 --> 02:22:47.337]  I ran out of One World Way.
[02:22:47.597 --> 02:22:48.618]  And the pain returned.
[02:22:48.838 --> 02:22:54.482]  I got another container, and again, after three weeks, the pain reduced significantly throughout my body.
[02:22:54.642 --> 02:22:59.225]  I'd highly recommend One World Way to anyone dealing with chronic pain due to inflammation.
[02:22:59.305 --> 02:23:01.867]  Call 888-988-3325 or visit OneWorldWay.com.
[02:23:01.887 --> 02:23:04.028]  That's One World, W-H-E-Y.com.
[02:23:08.371 --> 02:23:10.352]  Are you sneezing, coughing, and aching?
[02:23:10.372 --> 02:23:13.814]  Do you have a sore throat, a fever, or the sniffles?
[02:23:14.294 --> 02:23:19.636]  There's no reason to be sick this cold and flu season with immune system support from Supernatural Silver.
[02:23:20.116 --> 02:23:24.558]  Supernatural Silver can give your body the help it needs to fight off harmful pathogens.
[02:23:24.918 --> 02:23:29.362]  Without hurting beneficial gut flora and without leaving behind resistant bacteria.
[02:23:29.962 --> 02:23:35.868]  Antibiotics can damage good microflora and often leave behind bacteria which can cause problems later on.
[02:23:36.288 --> 02:23:39.511]  If you're sick of being sick, try Supernatural Silver.
[02:23:39.691 --> 02:23:40.872]  Supernatural Silver.
[02:23:41.072 --> 02:23:48.055]  The number one choice of thousands for a safe and effective way to protect against the many diseases and illnesses that we are facing today.
[02:23:48.415 --> 02:23:55.238]  Go to SupernaturalSilver.com, read our customer reviews, and see the life-changing results that people are having.
[02:23:55.578 --> 02:23:57.579]  That's SupernaturalSilver.com.
[02:23:57.899 --> 02:23:59.600]  SupernaturalSilver.com.
[02:24:00.060 --> 02:24:03.341]  Use the promo code PROTECTED for 20% off your entire order.
[02:24:03.842 --> 02:24:04.982]  And like us on Facebook.
[02:24:05.402 --> 02:24:06.603]  SupernaturalSilver.
[02:24:26.585 --> 02:24:30.927]  Richard Reeves is in Creston, Iowa, where Ben Carson is going to be speaking tonight.
[02:24:32.307 --> 02:24:35.228]  And you can see people being searched by the Secret Service there in the background.
[02:24:35.268 --> 02:24:35.928]  We can punch it up.
[02:24:36.749 --> 02:24:38.909]  There, Richard is right up there in the action.
[02:24:38.949 --> 02:24:41.470]  What a job the Secret Service was having to protect all those candidates.
[02:24:42.290 --> 02:24:45.211]  And boy, let me tell you, they are really worried about Trump.
[02:24:45.231 --> 02:24:46.252]  Somebody going after Trump.
[02:24:46.991 --> 02:24:49.592]  Because I heard some of the inside baseball from his campaign.
[02:24:49.792 --> 02:24:50.493]  It is wild.
[02:24:51.033 --> 02:24:52.114]  But there's Richard Reeves.
[02:24:52.234 --> 02:24:56.436]  We're going to go to the clip here in the next segment, but we'll show some of it as B-roll.
[02:24:56.456 --> 02:25:05.620]  But Hillary looked at you when you said InfoWars like she was Medusa, got very upset, rubbed on her lip, and then said, hey, I don't know anything about emails being hacked.
[02:25:05.940 --> 02:25:10.363]  Even though it's a national scandal, it's been confirmed, it's coming out in the Pentagon.
[02:25:10.823 --> 02:25:13.084]  Richard Reeves, great job there on the campaign trail.
[02:25:14.065 --> 02:25:14.725]  Alex, thank you.
[02:25:14.765 --> 02:25:16.487]  Richard Reeves with InfoWars.com.
[02:25:16.647 --> 02:25:23.511]  And yes, it did capture Hillary's attention last night when I mentioned InfoWars.com especially.
[02:25:23.971 --> 02:25:31.736]  And if you were watching the little demon behind her, his little devil wings started flapping real fast and he came around Hillary real quick to zoom in on me.
[02:25:31.816 --> 02:25:38.660]  So I knew it wasn't going to be much time to try to follow up, but definitely they know who InfoWars.com is for sure.
[02:25:38.720 --> 02:25:41.922]  They don't have, there's no question on that, but I'll tell you folks,
[02:25:42.338 --> 02:25:48.381]  The way to ask Hillary a question is right now, between now and the caucuses, she's going to be here for a lot of events.
[02:25:48.681 --> 02:26:10.611]  You need to team up with a friend and put a question together and get in the front, get to the event about an hour and a half beforehand so you can get a good front row seat and that way you've got a chance to ask Hillary a question because it's even tougher now because what happened, I've been to two Hillary events before this and the procedure was to have members of the audience
[02:26:11.132 --> 02:26:19.675]  handed a microphone and they could ask a question and then Hillary Clinton would go for five or ten minutes and really that way she cut down on the number of questions she would answer.
[02:26:19.715 --> 02:26:38.520]  She would only maybe answer four or five questions the whole time and I expected that procedure last night but they for whatever reason maybe they sensed that they had some real questions coming and they changed that procedure and just did a rope line photo op and quick question op for Hillary Clinton so that's the way to do it.
[02:26:38.540 --> 02:26:40.841]  We need it for warriors in Iowa and New Hampshire
[02:26:41.417 --> 02:26:43.579]  And wherever else that Hillary may appear.
[02:26:44.160 --> 02:27:00.895]  And let's get some real questions asked of Hillary right now because once Iowa and New Hampshire go by, I don't think anybody, no real normal human being, no real normal voter is probably ever going to have an opportunity to ask Hillary any more questions here after these first few states come up.
[02:27:01.394 --> 02:27:11.828]  I was showing it earlier, Drudge had over 1,200,000 votes on his site and Trump got the lion's share and then Sanders and then Cruz.
[02:27:15.183 --> 02:27:16.644]  Literally didn't even get one point.
[02:27:16.704 --> 02:27:17.024]  She got .88.
[02:27:17.124 --> 02:27:22.127]  So, I mean, and that's Democrats, you know, they're voting for Sanders.
[02:27:22.707 --> 02:27:23.868]  I mean, this lady is hated.
[02:27:24.308 --> 02:27:25.629]  Her own party's trying to dump her.
[02:27:25.649 --> 02:27:26.970]  They've got Biden in the wings.
[02:27:27.330 --> 02:27:29.791]  She is so close to being pushed over the edge right now.
[02:27:30.071 --> 02:27:33.113]  But the word is she's got all this blackmail material on everybody.
[02:27:33.133 --> 02:27:38.156]  I mean, I can't believe that the establishment's putting more money into her than all other candidates combined.
[02:27:38.176 --> 02:27:42.038]  I mean, what's wrong with the Clinton voters out there?
[02:27:42.318 --> 02:27:43.139]  Or do they even exist?
[02:27:45.083 --> 02:27:46.224]  Well, they do exist.
[02:27:46.264 --> 02:28:00.051]  There's two or three hundred hardcore people lined up for the event yesterday and the broken coalition that Larry Nichols talks about, part of that coalition is the public educational system around the country.
[02:28:00.111 --> 02:28:13.359]  The New World Order controlled and manipulated public education system in our country is part of what is a national enemy, a national enemy to our country because they're the ones that are really lining up
[02:28:13.755 --> 02:28:18.300]  They think Hillary's going to hand them pay raises and retirements and all kinds of stuff.
[02:28:18.341 --> 02:28:18.601]  That's right.
[02:28:18.621 --> 02:28:19.762]  She's the Bilderberg member.
[02:28:19.842 --> 02:28:21.344]  She's the globalist, so they love her.
[02:28:21.584 --> 02:28:23.447]  But she's got to act like she's anti-establishment.
[02:28:23.647 --> 02:28:27.371]  But her supporters want her to be establishment and deliver her the goods.
[02:28:27.612 --> 02:28:29.133]  But the country's already going bankrupt.
[02:28:29.153 --> 02:28:33.458]  Don't they get we're coming to the end of the line, you know, like they have in the Traveling Wilbury song?
[02:28:35.253 --> 02:28:57.360]  Well, it is the end of the line, Alex, and I tell you, you know, I heard the Larry Nichols interview yesterday, and I recommend all of your audience make sure to go to Alex Jones' channel or find the archive and listen and or watch the Larry Nichols interview with Alex from yesterday because he made a lot of great points talking about the broken coalition, etc., and also talking about how the Republican establishment, the Democratic establishment are both
[02:28:57.788 --> 02:28:58.169]  Helping
[02:29:13.306 --> 02:29:14.947]  I know, they're so dumb.
[02:29:15.067 --> 02:29:16.827]  I mean, they just go along with the system.
[02:29:16.847 --> 02:29:23.910]  And I'm not bashing Rand Paul, he's a great guy, but he listened to his advisors to be all nice and calm and all that stuff and not be more like Trump.
[02:29:24.490 --> 02:29:26.531]  And they just then can't believe one that doesn't work.
[02:29:26.771 --> 02:29:29.472]  The system sabotages you when it's being friendly to you.
[02:29:31.413 --> 02:29:32.253]  Well, and that's right.
[02:29:32.273 --> 02:29:38.776]  And like I say, these guys that are in office right now, a lot of them are politically the dead men walking, the dead women walking.
[02:29:39.958 --> 02:29:42.979]  Because they're most likely, many of them are going to be sent home in this election cycle.
[02:29:43.259 --> 02:29:50.180]  And then, you know, if Lord willing, we get to 2018, 2020, even despite black box voting, the people are coming.
[02:29:50.200 --> 02:29:52.220]  The Info Warriors are taking action.
[02:29:52.441 --> 02:29:53.101]  The Info Warriors are showing up.
[02:29:53.121 --> 02:29:53.481]  That's right.
[02:29:53.501 --> 02:29:53.781]  Stay there.
[02:29:53.801 --> 02:29:54.341]  Stay there, Richard.
[02:29:54.361 --> 02:29:57.642]  I've got a few more questions about the campaign trail and the key caucuses that are coming up.
[02:29:58.022 --> 02:29:58.902]  We're on the march.
[02:29:59.402 --> 02:30:01.002]  The Empire's on the run.
[02:30:01.922 --> 02:30:04.603]  Alex Jones and the GCN Radio Network.
[02:30:08.769 --> 02:30:14.696]  In early January, the hermit nation of North Korea announced that it had successfully detonated a hydrogen bomb.
[02:30:14.916 --> 02:30:18.780]  This would make the fourth successful test that the isolated nation has claimed.
[02:30:19.121 --> 02:30:29.112]  Analysts at the time said this was Kim Jong-un and a display of saber-rattling to mark his birthday and to highlight a rare ruling party congress scheduled for May, the first gathering of its kind in 35 years.
[02:30:30.333 --> 02:30:32.695]  But just yesterday, Fox News reported that U.S.
[02:30:32.735 --> 02:30:38.399]  diplomats have stepped up pressure on China to play a leading role in punishing North Korea for its most recent test.
[02:30:38.719 --> 02:30:39.119]  The U.S.
[02:30:39.159 --> 02:30:41.601]  is also stepping up its military presence in that region.
[02:30:41.801 --> 02:30:48.987]  There are now two aircraft carriers stationed near Tokyo, the latest containing 26 fighter jets, including the F-22 stealth aircraft.
[02:30:49.187 --> 02:30:49.547]  The U.S.
[02:30:49.587 --> 02:30:52.309]  military has stated that this is for training purposes only.
[02:30:52.489 --> 02:30:59.592]  But as the economy goes into free fall, could these training exercises provoke the nation of North Korea into carrying out real attacks?
[02:31:00.232 --> 02:31:02.914]  Stay tuned to InfoWars.com as more news breaks.
[02:31:03.374 --> 02:31:05.695]  Rob Due reporting for the InfoWars Nightly News.
[02:31:08.644 --> 02:31:15.568]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[02:31:15.849 --> 02:31:25.254]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[02:31:25.535 --> 02:31:32.399]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[02:31:32.879 --> 02:31:40.345]  Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[02:31:40.705 --> 02:31:44.048]  We set out to bring you the very best at the lowest price.
[02:31:44.408 --> 02:31:49.152]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[02:31:49.372 --> 02:31:53.436]  In these times, it's essential to have high-quality oil silver on hand.
[02:31:53.796 --> 02:31:56.658]  No survival chest is complete without Silver Bullet.
[02:31:56.798 --> 02:31:59.841]  Exclusively available at Infowarslife.com.
[02:31:59.941 --> 02:32:01.422]  Secure your Silver Bullet today.
[02:32:01.482 --> 02:32:04.271]  Call today at Infowarslife.com or by calling toll-free 888-253-3139.
[02:32:08.160 --> 02:32:11.361]  When cells become toxic, they die early and aging sets in.
[02:32:11.661 --> 02:32:19.664]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[02:32:19.904 --> 02:32:24.925]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[02:32:25.325 --> 02:32:27.606]  You want the best that's out there at the lowest price anywhere?
[02:32:27.846 --> 02:32:29.667]  We now have the synergistic solution.
[02:32:29.967 --> 02:32:34.148]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[02:32:38.118 --> 02:32:38.878]  Shower Filters.
[02:32:39.038 --> 02:32:40.639]  We're introducing the best yet.
[02:32:40.759 --> 02:32:44.681]  The brand new ProPure ProMax High Performance Shower Filter.
[02:32:44.821 --> 02:32:49.443]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[02:32:49.643 --> 02:32:56.565]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[02:32:56.726 --> 02:33:03.688]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax Shower Filter from ProPure today.
[02:33:11.007 --> 02:33:13.308]  This is Uncle Sam with music and the truth until dawn.
[02:33:13.908 --> 02:33:17.550]  Right now, I've got a few words for some of our brothers and sisters in the occupied zone.
[02:33:17.990 --> 02:33:19.631]  The chair is against the wall.
[02:33:20.191 --> 02:33:21.832]  John has a long mustache.
[02:33:21.892 --> 02:33:24.893]  This is the heart of 1776!
[02:33:25.274 --> 02:33:26.534]  It's 12 o'clock, Americans.
[02:33:26.594 --> 02:33:27.955]  Another day closer to victory.
[02:33:28.295 --> 02:33:32.257]  And for all of you out there on or behind the lines, this is your song.
[02:33:44.733 --> 02:33:46.454]  And welcome back, ladies and gentlemen.
[02:33:47.635 --> 02:33:58.661]  We are broadcasting worldwide about to air this piece that's up on Infowars.com, titled, Everyone But Hillary Thinks Her Email Was Hacked.
[02:34:00.535 --> 02:34:02.396]  Richard Reeves reporting from Iowa.
[02:34:03.076 --> 02:34:05.818]  He's going to be covering the caucuses in the next two weeks there for us.
[02:34:06.778 --> 02:34:09.820]  Fellow Austinite, part of the Infowar for more than a decade.
[02:34:09.840 --> 02:34:16.463]  For folks that don't know who Richard is, he's working with us more now, as he did back then in the past, covering political events.
[02:34:17.424 --> 02:34:29.089]  Richard, looking at this, she's blackmailing everybody so they don't want to get rid of her, but at a certain point she commits so many crimes it discredits the system, so they're in a no-win situation.
[02:34:29.149 --> 02:34:30.010]  What's your view on that?
[02:34:30.848 --> 02:34:55.609]  They are in a no-win situation because the way I see it is Barack Obama is looking at having a legacy after he's gone out of the presidency and he's staring Donald Trump in the face knowing that if Donald Trump is elected president, I think he's going to come full force and investigate Barack Obama from stem to stern, everything from birth certificate to, you know, illegal immigration to fast and furious.
[02:34:55.849 --> 02:34:57.130]  Everything's going to be investigated.
[02:34:57.170 --> 02:34:59.232]  So Barack Obama has to be in a panic.
[02:34:59.983 --> 02:35:10.167]  Beforehand, it looked like Barack Obama could count on either Hillary coming in and being the new president, and or Jeb Bush, which, you know, Jeb Bush would tow the line for Barack Obama, surely.
[02:35:10.488 --> 02:35:12.468]  So, I think he was planning on that happening.
[02:35:12.508 --> 02:35:20.912]  Now, I think what you've got is you've got Hillary Clinton in a panic, you've got Bill Clinton in a panic, you've got Barack Obama in a panic, and then you've got, you know,
[02:35:21.531 --> 02:35:26.842]  All of the executive staff that have ever worked for Barack Obama potentially have their stuff in a vice.
[02:35:31.388 --> 02:35:35.689]  The National Review coming out, like a Declaration of Independence against Trump.
[02:35:36.329 --> 02:35:41.010]  Meanwhile, Phyllis Schlafly of the Eagle Forum, which goes back to Barry Goldwater.
[02:35:41.790 --> 02:35:45.291]  The true roots of modern libertarian conservatism coming out endorsing Trump.
[02:35:45.671 --> 02:35:46.891]  I know you support Trump.
[02:35:46.911 --> 02:35:50.672]  You've been a long-time libertarian activist trying to take over the Republican Party.
[02:35:50.692 --> 02:35:51.852]  You've been a delegate and things.
[02:35:52.652 --> 02:35:57.313]  Richard, you see Jeb Bush bragging, I don't care if I get 3%, I'm still going to get the nomination.
[02:35:57.733 --> 02:36:00.794]  You know, at a certain point, that's not going to fly with these arrogant people.
[02:36:01.794 --> 02:36:08.238]  And so why do you support Donald Trump and is he making you more proud of the fact you support him or less with what he's doing?
[02:36:09.099 --> 02:36:10.900]  Well, I really do like Donald Trump.
[02:36:10.960 --> 02:36:14.382]  Right now, the tactic being utilized on Ted Cruz, I'm not a fan of.
[02:36:14.462 --> 02:36:18.164]  You and I have been in the Patriot movement for decades.
[02:36:18.945 --> 02:36:23.187]  You and I first met in the fall of 2001 after 9-11, September.
[02:36:23.748 --> 02:36:31.032]  And as a matter of fact, it was, you know, kind of an ironic coincidence that Planet X was the first thing I ever asked you about and you were talking about it today.
[02:36:31.434 --> 02:36:33.415]  But, uh, I do like Donald Trump.
[02:36:33.495 --> 02:36:36.017]  I think he'll be the one that comes in there, really shakes things up.
[02:36:36.397 --> 02:36:41.620]  And I really do think, you know, if we want to have a good economy in the United States, that he's the man to bring it.
[02:36:42.020 --> 02:36:46.983]  That being said, the infighting amongst the Patriot and Infant Warrior community is deadly.
[02:36:47.343 --> 02:36:53.547]  So he needs to realize, I hope, he needs to realize that Ted Cruz is not the enemy.
[02:36:53.787 --> 02:36:54.708]  He's a friend.
[02:36:55.008 --> 02:36:58.430]  And, uh, you know, the fact that Ted Cruz goes up there and nobody in the Senate likes him,
[02:36:58.735 --> 02:37:00.036]  That's a badge of honor!
[02:37:00.056 --> 02:37:05.479]  That's the type of thing that I would expect Alex Jones to do, is to go up into the Senate and shake their tree!
[02:37:07.060 --> 02:37:12.224]  Well, that's right, and look, Rand Paul attacked Trump and his numbers plummeted.
[02:37:12.624 --> 02:37:15.446]  Now Cruz is doing it, and it's really stupid.
[02:37:15.866 --> 02:37:23.731]  I mean, Cruz is really smart, and I guess he just thinks to get the number one slot, he's got to gamble and try to take down Trump, so he knows it's dangerous.
[02:37:23.971 --> 02:37:24.632]  It's not working.
[02:37:24.812 --> 02:37:27.934]  His numbers have started going down since he started attacking two weeks ago.
[02:37:29.397 --> 02:37:34.400]  Well, in my book, you know, there's that old Rockefeller saying that competition is a sin.
[02:37:34.700 --> 02:37:37.242]  Well, we can have competition in the patriot community.
[02:37:37.462 --> 02:37:47.068]  Let's just make it, let's have respectful disagreements and not go, you know, nuclear, salted earth weapons against each other because, like I said, that's been destructive.
[02:37:47.406 --> 02:37:52.691]  We've had polls showing that about 70% of the electorate is ready to fire the establishment.
[02:37:53.011 --> 02:37:54.573]  That is fantastic news.
[02:37:54.593 --> 02:37:55.794]  Well, I mentioned the Drudge poll.
[02:37:55.834 --> 02:37:57.055]  Hillary didn't even get 1%.
[02:37:57.115 --> 02:37:58.937]  But Bernie, people say, oh, that's a Republican poll.
[02:37:58.997 --> 02:38:00.438]  No, it's a populist poll.
[02:38:01.199 --> 02:38:03.401]  Drudge is populist by any way you look at it.
[02:38:03.441 --> 02:38:05.163]  That's why he's so popular across the board.
[02:38:05.563 --> 02:38:06.144]  It's a poll.
[02:38:06.264 --> 02:38:08.966]  And Bernie Sanders came in second place behind Trump.
[02:38:09.367 --> 02:38:12.750]  So that ought to tell folks that's real Democrats and they're voting and they don't want Hillary.
[02:38:13.749 --> 02:38:15.830]  And Bernie does in a misguided fashion.
[02:38:16.010 --> 02:38:21.954]  You know, he's kind of exposing the New World Order powers of B, especially the financial powers of B. So he's kind of showing that.
[02:38:22.334 --> 02:38:35.402]  So that's another thing about Donald Trump is when Bernie Sanders is going to be out of the picture at some point, I think, you know, we're going to see Joe Biden trotted in or we're going to see Hillary, indeed, somehow, despite all this gravity against her, become the nominee.
[02:38:36.556 --> 02:38:40.902]  But, you know, a lot of these folks that like Bernie, I think they could be leveraged to Donald Trump.
[02:38:40.942 --> 02:38:46.990]  That's another thing I like about Donald Trump, is that I think we will see a lot of Democrats come across the aisle and vote for him.
[02:38:47.010 --> 02:38:48.873]  Well, national polls already show it.
[02:38:48.893 --> 02:38:51.176]  20% in Gallup polls say they'll vote for him right now and it's only going to grow.
[02:38:51.476 --> 02:38:52.517]  Great job Richard Reeves.
[02:38:52.537 --> 02:39:02.143]  We're going to go to this report tied in with your confrontation with Hillary yesterday and we'll continue to be checking in with you on the nightly news tonight and also right throughout Sunday.
[02:39:02.163 --> 02:39:06.747]  I want to get you back on and right through next week and into the caucuses and into these primaries.
[02:39:06.827 --> 02:39:07.067]  Okay?
[02:39:07.907 --> 02:39:08.248]  Very good.
[02:39:08.268 --> 02:39:08.768]  Thank you Alex.
[02:39:08.888 --> 02:39:09.168]  Thank you.
[02:39:09.208 --> 02:39:17.294]  There goes Richard Reeves from Iowa there at the Ben Carson event where people are already lining up hours before to go in and be searched by the Secret Service.
[02:39:20.126 --> 02:39:29.972]  Expanding on this, and we're going to get Leanne McAdoo on, on what she's learned there in Flint, Michigan, with the collapsing water system in a moment, and then the fourth hour with David Knight.
[02:39:32.713 --> 02:39:42.719]  But when you really, really look at this, it is mind-boggling that people would actually support Hillary Clinton or Jeb Bush.
[02:39:42.859 --> 02:39:44.140]  I mean, just give me a break.
[02:39:45.208 --> 02:39:49.129]  It shows you how just desperately stupid some people that are politically involved.
[02:39:49.429 --> 02:39:54.471]  That's folks that are politically involved that actually know how to tie their shoelaces and they still support these people.
[02:39:54.491 --> 02:39:58.653]  They get off on thinking they're invested in the system by going along with the candidate.
[02:39:59.193 --> 02:40:00.833]  So here is the report.
[02:40:00.973 --> 02:40:04.314]  Everybody but Hillary thinks her email was hacked.
[02:40:04.675 --> 02:40:05.695]  And we need to get this report out.
[02:40:05.715 --> 02:40:07.616]  We just tweeted it at RealAlexJones.
[02:40:07.716 --> 02:40:10.457]  Please retweet it because you're the real power of this broadcast.
[02:40:10.477 --> 02:40:11.137]  We salute you.
[02:40:11.377 --> 02:40:12.557]  We are brothers and sisters in arms.
[02:40:12.577 --> 02:40:14.598]  And then Leanne McAdoo will join us via Skype.
[02:40:16.431 --> 02:40:19.493]  We have breaking news from InfoWars.com.
[02:40:20.094 --> 02:40:29.180]  It seems that Richard Reeve, InfoWars.com political correspondent and reporter, was at an event where Hillary decided to take questions on the rope line.
[02:40:30.047 --> 02:40:31.488]  And this is what it's like, people.
[02:40:31.809 --> 02:40:34.911]  You get out, you get in the game, and you never know what can happen.
[02:40:35.132 --> 02:40:41.037]  Richard was following up on an interview that Dan Bongino did with Alex Jones back on January 14th.
[02:40:41.377 --> 02:40:44.220]  Secret Service, Hillary's email was hacked.
[02:40:44.420 --> 02:40:55.009]  Last chapter in the book talks about the Clinton scandal, the Clinton email scandal, and a source fed to me and said, please, please, and by the way, Alex, an unimpeachable source by any measure,
[02:40:55.129 --> 02:40:58.753]  This is not some, you know, lunatic and fringe guy out there.
[02:40:58.773 --> 02:41:05.620]  This is a unimpeachable source said not only was the email server hacked, which is breaking news.
[02:41:05.660 --> 02:41:07.142]  I'm actually surprised not more.
[02:41:07.262 --> 02:41:09.464]  A couple of people have emailed me about the book who read that.
[02:41:09.504 --> 02:41:11.086]  I didn't make a big deal out of it at the time.
[02:41:11.406 --> 02:41:12.848]  But not only was it hacked, Alex.
[02:41:13.388 --> 02:41:15.989]  But the Clintons knew it was hacked.
[02:41:16.049 --> 02:41:17.149]  And they kept using it.
[02:41:17.209 --> 02:41:17.970]  Think about this.
[02:41:18.030 --> 02:41:19.910]  Think of how deranged this is, Alex.
[02:41:20.211 --> 02:41:31.995]  You have a woman running for President of the United States who traded our deepest national security secrets over a private server she knew wasn't secured and that nefarious actors were looking at the emails.
[02:41:32.615 --> 02:41:33.696]  And she did it anyway.
[02:41:34.116 --> 02:41:40.601]  And not only is she not currently indicted or in prison, she's running to be President of the United States.
[02:41:40.721 --> 02:41:47.026]  If this is not a red flag to every Paul Revere out there that something's wrong, then you know what?
[02:41:47.086 --> 02:41:48.627]  The country is lost at that point.
[02:41:48.707 --> 02:41:50.989]  Because when I heard the story, I couldn't believe it.
[02:41:51.229 --> 02:42:00.352]  So there's former Secret Service Dan Bongino saying from an impeachable source that the email server was hacked and that was breaking news last week.
[02:42:00.852 --> 02:42:06.474]  Now we have Richard Reeves in line at a Hillary Clinton event and he asks her the following question.
[02:42:06.494 --> 02:42:14.317]  Secretary Clinton, last week it was reported on Infowars.com that your email server was hacked and you knowingly continued to use your email server.
[02:42:14.617 --> 02:42:15.477]  Can you comment on that?
[02:42:15.637 --> 02:42:16.698]  Yeah, it's totally untrue.
[02:42:16.878 --> 02:42:17.818]  Totally untrue.
[02:42:17.918 --> 02:42:18.678]  Okay, here we go.
[02:42:21.266 --> 02:42:30.113]  And this is 43 seconds of pure, pure gold from the way she scratches the side of her mouth to the looks on her staffers.
[02:42:30.133 --> 02:42:32.174]  You can see the one here in this picture.
[02:42:32.555 --> 02:42:36.318]  She is just totally disgusted that someone would dare ask a real question.
[02:42:36.738 --> 02:42:38.980]  The Secret Service guy, interestingly enough,
[02:42:39.620 --> 02:42:40.701]  He doesn't seem to care.
[02:42:40.721 --> 02:42:46.725]  I think he kind of likes the fact that this question was asked of Hillary Clinton.
[02:42:47.285 --> 02:42:48.946]  She says it's totally untrue.
[02:42:49.266 --> 02:42:50.327]  Totally untrue.
[02:42:50.547 --> 02:42:51.968]  So she repeats this line.
[02:42:52.268 --> 02:42:53.289]  Let's look at the evidence.
[02:42:53.809 --> 02:42:55.030]  Politico, October 8, 2015.
[02:42:56.511 --> 02:43:00.033]  Clinton server faced hacking from China, South Korea, and Germany.
[02:43:01.596 --> 02:43:14.184]  The contractor SECNAP Network Security identified the hacks, but according to internal emails cited and briefly quoted in the Johnson letter, Clinton's email server may have lacked the threat detection program for three months.
[02:43:14.965 --> 02:43:16.766]  And here's Breitbart from November 1st.
[02:43:17.126 --> 02:43:20.008]  Hillary Clinton got hacked email from her friend.
[02:43:20.028 --> 02:43:21.049]  That's totally untrue.
[02:43:21.369 --> 02:43:30.956]  Former Secretary of State Hillary Clinton opened an email message on her private account, saw that she had received a virus infected link, and replied to her friend that she had been hacked.
[02:43:31.776 --> 02:43:32.857]  Another article from Breitbart.
[02:43:32.937 --> 02:43:33.897]  All right, let's stop there.
[02:43:34.157 --> 02:43:34.677]  Hillary Clinton.
[02:43:34.958 --> 02:43:36.278]  That's only half the video.
[02:43:36.458 --> 02:43:38.899]  This video needs to go viral.
[02:43:40.940 --> 02:43:45.022]  On major websites, news sites, because it just goes on where Hillary admits she got hacked.
[02:43:45.322 --> 02:43:46.523]  People say she got hacked.
[02:43:46.763 --> 02:43:48.164]  The Pentagon says she got hacked.
[02:43:48.364 --> 02:43:50.225]  The former Secretary of Defense says she got hacked.
[02:43:50.585 --> 02:43:53.726]  And then it shows her assistants freak out.
[02:43:55.607 --> 02:43:59.129]  Freak out that someone could dare get through and ask a real question.
