[00:00:00.009 --> 00:00:01.532]  The Alex Jones Show.
[02:09:46.314 --> 02:09:47.635]  This is full-spectrum dominance.
[02:09:49.292 --> 02:10:03.773]  Ship the narcotics in, on record, have the big banks launder the money, and then bust the low-level people when they use the drugs, put them in the private prison itself, owned in part or in old, by the big mega-bank that actually owns and leases the aircraft that fly the drugs in.
[02:10:04.855 --> 02:10:09.999]  The aircraft that get busted are the cartels and smaller groups that don't play ball.
[02:10:10.460 --> 02:10:12.121]  And I told you that 20-something years ago.
[02:10:12.161 --> 02:10:13.622]  Everybody else has been declassified.
[02:10:14.043 --> 02:10:16.785]  Now they make movies like Saqqara, is that how you pronounce it in Spanish?
[02:10:17.025 --> 02:10:17.766]  And he's Hitman.
[02:10:17.906 --> 02:10:18.526]  Excellent film.
[02:10:18.907 --> 02:10:19.567]  So accurate.
[02:10:20.668 --> 02:10:24.391]  And at the end, the CIA is knocking out the last cartel they don't control.
[02:10:24.932 --> 02:10:26.133]  And they go, no, we run the drugs.
[02:10:26.233 --> 02:10:27.614]  We control the cartels.
[02:10:28.435 --> 02:10:30.837]  And the FBI agent lady is like, what?
[02:10:32.331 --> 02:10:33.712]  But it's like, no, now you're smart.
[02:10:33.732 --> 02:10:34.632]  She goes, oh, I get it.
[02:10:35.313 --> 02:10:36.814]  And it's like so evil.
[02:10:37.734 --> 02:10:43.397]  I expect him to come out and admit they kidnapped kids next and actually torture them to death and just go, well, we do it to make sure the wrong people don't.
[02:10:43.697 --> 02:10:45.958]  And that's what Brzezinski wrote in the Technotronic era.
[02:10:46.398 --> 02:10:48.780]  He actually wrote in the Technotronic era.
[02:10:50.275 --> 02:11:04.868]  Back in the 70s, one of the first books I read on geopolitics when I was like 12 years old, my dad had talked about it, I'd seen it on the bookshelf, and he said, no, the elites run the drugs and run the organized crime and run all forms of evil, and that's how we control it to keep order.
[02:11:05.569 --> 02:11:06.489]  See their sick thinking?
[02:11:07.330 --> 02:11:09.691]  See, they write books on this, okay?
[02:11:10.111 --> 02:11:10.772]  This is a fact.
[02:11:11.092 --> 02:11:13.593]  But 99% of people in government corporations don't know it.
[02:11:13.853 --> 02:11:17.055]  We're all these goody two-shoes controlled by this fake leftist cosmology.
[02:11:17.335 --> 02:11:24.579]  How do you describe full-spectrum dominance and how do we get this paradigm into the general population's understanding, David?
[02:11:24.599 --> 02:11:32.402]  You've got about three minutes here and then we're going to go to this report where the Rothschilds are in trouble but no one knows about it because they've shut it down.
[02:11:32.422 --> 02:11:33.543]  David Knight.
[02:11:33.743 --> 02:11:37.347]  Alex, you know, full spectrum dominance is unfolding before our very eyes here in this election.
[02:11:37.367 --> 02:11:38.689]  We had these stories that came out yesterday.
[02:11:38.729 --> 02:11:39.309]  Secret meeting.
[02:11:39.670 --> 02:11:43.614]  Tech CEOs and top Republicans plot to stop Trump.
[02:11:44.055 --> 02:11:48.560]  And we see Bloomberg saying Paul Ryan's House agenda being upended by Trump.
[02:11:48.580 --> 02:11:49.260]  They're worried about that.
[02:11:49.941 --> 02:11:51.083]  What is his agenda?
[02:11:51.103 --> 02:11:53.426]  Of course, his agenda is full-spectrum dominance.
[02:11:53.466 --> 02:11:56.090]  We saw this in the last election with Romney and Obama.
[02:11:56.210 --> 02:11:59.275]  Both of them were going to push through Obamacare.
[02:11:59.715 --> 02:12:00.897]  They had both signed on that.
[02:12:01.238 --> 02:12:03.982]  Two different parties, fake choice, but Errol Krigley won't.
[02:12:04.282 --> 02:12:06.185]  The illusion of choice, but no real choice.
[02:12:06.365 --> 02:12:11.406]  And so now we've got these trade treaties, we've got the open borders, we've got the climate treaty.
[02:12:11.606 --> 02:12:12.646]  What did Paul Ryan do?
[02:12:13.167 --> 02:12:18.608]  Three days after they passed the climate treaty in Paris, and you had some Republicans saying, well, we're going to have a say about that.
[02:12:18.668 --> 02:12:22.909]  Well, yeah, their say was to fully fund it within three days with the omnibus bill.
[02:12:23.069 --> 02:12:24.289]  OK, that's their agenda.
[02:12:24.589 --> 02:12:27.470]  And so now you see, as all these people are coming together,
[02:12:27.950 --> 02:12:38.236]  The Silicon Valley billionaires as well as the GOP establishment and you got Fox News cozying up to Hillary Clinton, making friends with her on Fox News.
[02:12:38.276 --> 02:12:40.397]  Maybe they'll add her to Fox and Friends or whatever.
[02:12:40.617 --> 02:12:42.238]  They've been going anti-gun on Fox now.
[02:12:44.079 --> 02:12:44.599]  Yeah, yeah.
[02:12:44.659 --> 02:12:51.263]  At the same time they're doing this, you know, we've got Rupert Murdoch giving her the maximum donation, personal donation, at a party.
[02:12:51.563 --> 02:12:53.224]  You've got Rupert Murdoch and Roger Ailes.
[02:12:53.264 --> 02:13:00.748]  Even the New York Times is talking about how they met together and plotted with Chuck Schumer and Marco Rubio with a gang of eight to push amnesty through.
[02:13:00.968 --> 02:13:02.089]  And let's expand on that.
[02:13:02.149 --> 02:13:03.990]  Let's expand on that because that's so key.
[02:13:04.890 --> 02:13:08.413]  How they control the libertarian conservative movement is everybody wants to be on Fox.
[02:13:08.734 --> 02:13:08.954]  Yeah.
[02:13:09.034 --> 02:13:18.182]  So they have hundreds and hundreds and hundreds of people that aren't employees but are on the payroll as basically correspondents or to provide coverage.
[02:13:18.262 --> 02:13:29.772]  Almost every name you know is paid by them and when they pay you even 50 grand a year but you still want to be on air to sell your books and you know be a celebrity to your wife or whatever or your husband you know so grandma thinks you're cool.
[02:13:30.413 --> 02:13:33.178]  They call you up and say, don't go on Alex Jones' show.
[02:13:33.658 --> 02:13:34.480]  Don't push this.
[02:13:35.361 --> 02:13:38.687]  We're not going to let you on the next few weeks to promote this.
[02:13:38.727 --> 02:13:44.416]  I know the inside baseball, they don't have those people all paid to actually have a bunch of people to cover stuff.
[02:13:45.097 --> 02:13:46.278]  They've got way more than they need.
[02:13:46.318 --> 02:13:53.882]  They've got hundreds and hundreds and hundreds on payroll who might go on once a month, but just show they've got them under contract to control them.
[02:13:53.922 --> 02:13:54.582]  This is sick.
[02:13:54.662 --> 02:13:56.403]  It's full spectrum dominance.
[02:13:56.463 --> 02:13:58.344]  It's manufactured consent.
[02:13:58.724 --> 02:13:59.304]  Oh, absolutely.
[02:13:59.625 --> 02:14:02.226]  And when we look at this meeting, we've got all these House leaders.
[02:14:02.246 --> 02:14:08.649]  Of course, you've got Mitch McConnell, you've got Paul Ryan, you've got the new up-and-coming stars like Tim Scott, South Carolina, the new black senator there.
[02:14:08.890 --> 02:14:12.271]  And of course, he toured South Carolina with the governor, Nikki Haley.
[02:14:12.471 --> 02:14:13.252]  And what happened there?
[02:14:13.692 --> 02:14:16.933]  Donald Trump got every single delegate in South Carolina.
[02:14:16.973 --> 02:14:18.313]  Nobody else got a single delegate.
[02:14:18.693 --> 02:14:20.194]  Nobody is buying the establishment.
[02:14:20.214 --> 02:14:21.254]  They're absolutely desperate.
[02:14:21.274 --> 02:14:26.536]  They're teaming up with Apple and Facebook and Google and Tesla's Elon Musk.
[02:14:26.576 --> 02:14:27.956]  All these different people are coming together.
[02:14:28.236 --> 02:14:28.776]  What can we do?
[02:14:28.876 --> 02:14:29.437]  Give us some money.
[02:14:29.457 --> 02:14:30.417]  We've got to stop this guy.
[02:14:31.510 --> 02:14:33.451]  That's right, they are in total abject panic.
[02:14:33.471 --> 02:14:40.596]  We've got to go to break here in about 30 seconds or so to be able to air this powerful Rothschild report.
[02:14:40.616 --> 02:14:42.477]  And I'm going to hand the baton to you, David.
[02:14:42.597 --> 02:14:44.899]  Please, folks, these are the times that dry our souls.
[02:14:45.399 --> 02:14:46.640]  Spread the word about InfoWars.
[02:14:46.660 --> 02:14:47.781]  We're fighting as hard as we can.
[02:14:48.121 --> 02:14:54.025]  And buy the great products, whether it's a Hillary for Prison shirt or a Super Metal Vitality that's back in stock at InfoWarsStore.com.
[02:14:54.085 --> 02:14:54.706]  And pray for us.
[02:14:55.126 --> 02:14:56.647]  And send those video and audio feeds out.
[02:14:56.687 --> 02:14:58.048]  And send this Donald Trump video out.
[02:14:58.368 --> 02:14:59.008]  Everybody you know.
[02:14:59.248 --> 02:15:04.751]  Let's go ahead and go to this special report that was broken down by Mr. Baum.
[02:15:05.231 --> 02:15:17.315]  In 2015, the French government indicted Baron David de Rothschild for embezzling large sums of money from British pensioners from 2005 to 2008 and for the violation of inheritance tax laws.
[02:15:17.556 --> 02:15:21.177]  In June of 2015, Paris-based Judge Javier Bermudez
[02:15:21.417 --> 02:15:28.220]  ruled that Baron Rothschild of the Rothschild Financial Services Group must face a trial for his crimes.
[02:15:28.460 --> 02:15:32.821]  That is, if they can find him in one of his many mansions scattered around France.
[02:15:33.261 --> 02:15:38.583]  Now the French government has opened another investigation into the Swiss Rothschild's unit.
[02:15:38.824 --> 02:15:47.827]  Bloomberg reports, the Swiss unit of Edmond de Rothschild said it's the subject of a French probe regarding a former business relationship
[02:15:47.967 --> 02:15:58.894]  Managed by a former employee, Edmond de Rothschild is actively participating in the criminal investigation underway, the Geneva-based bank said in an emailed statement on Friday.
[02:15:59.334 --> 02:16:08.720]  Edmond de Rothschild, a private banking and asset management firm established in Paris in 1953, oversees about 150 billion euros, or $164 billion, and is led today by Baron Benjamin de Rothschild and his wife Ariane.
[02:16:15.865 --> 02:16:29.256]  From a Haaretz interview six years ago, Baron Benjamin de Rothschild was quoted as saying, The Rothschild family is so wealthy, they don't regularly appear on any Forbes list of the world's wealthiest, and when they do, their true wealth is minimized.
[02:16:38.683 --> 02:16:43.584]  Their fortune would embarrassingly dwarf the multi-billions of Bill Gates or Warren Buffett.
[02:16:43.764 --> 02:16:47.805]  The Rothschild story is precariously embedded in the footnotes of world history.
[02:16:48.085 --> 02:16:53.686]  Nathan Rothschild became the largest debtor to the Bank of England until the bank was privatized in 1946.
[02:16:54.446 --> 02:17:06.349]  However, although the Bank of England is state-owned, 97% of the UK's money supply is still privately controlled in the form of interest-bearing loans created by the Rothschild-dominated commercial banks.
[02:17:06.869 --> 02:17:16.612]  The Rothschild's modern manipulation of the British economy is clearly evident in this clip, demonstrating Queen Elizabeth's inquiry into the downturn of the British economy.
[02:17:17.232 --> 02:17:23.594]  And he and his group here are going to answer your question from four years ago, why nobody saw the crisis coming.
[02:17:24.474 --> 02:17:28.755]  And after a brief explanation, another question, this time from the Duke.
[02:17:29.755 --> 02:17:30.836]  There comes another one coming.
[02:17:31.721 --> 02:17:39.847]  The Queen's question was finally answered by Rothschild lackeys four years later, after the Queen personally had to visit the Bank of England to get an answer.
[02:17:39.968 --> 02:17:44.691]  The indictment of Rothschild is not simply another dirty banker being brought to justice.
[02:17:44.971 --> 02:17:58.822]  The imprisonment of part of the controlling interest of civilization could gradually snowball, meaning a stop to endless wars, illegal mass surveillance, debt slavery, and a Luciferian cultural agenda.
[02:17:59.002 --> 02:18:00.484]  Basically, peace on Earth.
[02:18:00.964 --> 02:18:02.105]  A bit much, you say.
[02:18:02.245 --> 02:18:17.692]  The Rothschilds financed both sides of the Napoleonic Wars, the American Revolution, the Communist Party Revolution in Russia, the little-known Balfour Declaration, the Nazi Party, the creation of the Federal Reserve, 9-11, and the wars that followed.
[02:18:18.032 --> 02:18:25.116]  The Rothschilds own Reuters and the Associated Press and are the hidden hand controlling all media.
[02:18:25.356 --> 02:18:27.417]  Have you heard about this in the mainstream news?
[02:18:27.617 --> 02:18:40.881]  They either own or have compromised every US and European political puppet with an elitist passion for worshipping Lucifer and an unyielding obsession to decrease the world population by 90% by legal means.
[02:18:41.221 --> 02:18:46.163]  Means the Rothschilds are on the verge of completely acquiring via the United Nations.
[02:18:46.383 --> 02:19:04.225]  The ultimate advantage, listen to this, that the creditor has over a king or a president is that if the ruler gets out of line, the banker can finance his enemy or his rival.
[02:19:05.293 --> 02:19:24.791]  Therefore, if you want to stay in the lucrative financing business of kings and governments, it is wise to have an enemy or a rival waiting in the wings to unseat every king or every president to whom you lend money.
[02:19:25.372 --> 02:19:30.897]  If the king doesn't have an enemy, you gotta be able to create one.
[02:19:31.877 --> 02:19:33.618]  Yes, for centuries now.
[02:19:34.099 --> 02:19:51.933]  There truly has been a global New World Order shadow government family syndicate legitimizing its control over civilization, responsible for their involvement in a seemingly endless list of horrors and violations of human rights since long before any of us were even born.
[02:19:52.413 --> 02:20:02.664]  And yes, currently without as much as a peep from the mainstream media, that very family is being pursued by a French court to stand trial.
[02:20:02.904 --> 02:20:04.746]  John Bowne for InfoWars.com
[02:20:09.147 --> 02:20:16.692]  If you want to raise the next generation of patriot leaders, take a look at Freedom Project Academy, a Judeo-Christian online school for kindergarten through high school.
[02:20:17.012 --> 02:20:19.514]  No common core teaching methods or high-stakes testing.
[02:20:19.734 --> 02:20:25.718]  Freedom Project Academy is government-free, doesn't accept any government funding, and is a fully accredited private school.
[02:20:26.078 --> 02:20:29.200]  All classes are taught live online with real teachers across the country.
[02:20:29.400 --> 02:20:32.642]  Open enrollment runs March through July, but classes fill up quickly.
[02:20:32.882 --> 02:20:35.584]  Check them out at fpeusa.org.
[02:20:35.784 --> 02:20:37.745]  That's fpeusa.org.
[02:20:39.048 --> 02:20:41.789]  My dad was 59 when he collapsed from a heart attack late last year.
[02:20:42.089 --> 02:20:44.710]  Just this past August was when we spread his ashes on the St.
[02:20:44.730 --> 02:20:45.150]  Croix River.
[02:20:45.470 --> 02:20:47.471]  I loved my dad, but boy was he stubborn.
[02:20:47.711 --> 02:20:50.431]  He hadn't been to the doctor in over 25 years.
[02:20:50.672 --> 02:20:51.192]  His excuse?
[02:20:51.532 --> 02:20:52.612]  He simply couldn't afford it.
[02:20:52.872 --> 02:20:54.153]  He wasn't a rich man by any means.
[02:20:54.473 --> 02:20:59.974]  At less than $107 per month, LibertyOnCall.org would have been the perfect alternative for my father.
[02:21:00.234 --> 02:21:00.975]  Don't wait.
[02:21:01.275 --> 02:21:03.635]  Go to LibertyOnCall.org right now.
[02:21:03.936 --> 02:21:06.176]  For not just your sake, but for the sake of your loved ones.
[02:21:06.436 --> 02:21:08.177]  Again, that's LibertyOnCall.org.
[02:21:09.017 --> 02:21:11.978]  A clean, toxic-free body is the foundation of true health.
[02:21:12.218 --> 02:21:14.379]  Deep Cleanze by InfoWarsLife.com.
[02:21:14.559 --> 02:21:21.281]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[02:21:21.581 --> 02:21:26.743]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[02:21:26.903 --> 02:21:35.906]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze doesn't hold back.
[02:21:36.306 --> 02:21:44.930]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[02:21:45.190 --> 02:21:52.093]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spike G-Rex herbal processing technique.
[02:21:52.273 --> 02:21:58.256]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price out there.
[02:21:58.636 --> 02:22:03.382]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit Infowarslife.com.
[02:22:03.562 --> 02:22:05.505]  That's Infowarslife.com or call 888-253-3139.
[02:22:09.267 --> 02:22:16.133]  It's no secret that pathogens such as bacteria, viruses, moles, and fungus can inflict severe damage in the human body.
[02:22:16.293 --> 02:22:20.757]  Fortunately, a new and vastly improved silver solution has been developed.
[02:22:20.917 --> 02:22:31.427]  Supernatural Silver is a revolutionary, broad-spectrum, antibacterial, antiviral, antifungal solution that can be used inside the body as well as on the skin.
[02:22:31.707 --> 02:22:36.951]  Supernatural silver is unique and superior to colloidal and ionic silvers.
[02:22:37.191 --> 02:22:43.555]  Using a patented technology that is highly effective against colds, flus, infections, food poisoning and yeast.
[02:22:43.756 --> 02:22:45.297]  In addition to many other pathogens.
[02:22:45.637 --> 02:22:48.879]  Supernatural silver is scientifically supported.
[02:22:49.059 --> 02:22:50.020]  Extremely safe.
[02:22:50.100 --> 02:22:50.360]  We're good.
[02:23:08.675 --> 02:23:12.497]  Serious investors and traders want to make 81% return in 60 seconds?
[02:23:13.017 --> 02:23:18.640]  Use the same secret algorithm professional hedge fund managers use to make billions of dollars of profits.
[02:23:18.660 --> 02:23:22.082]  Turn $250 into $4,903 in just 7 clicks of a mouse.
[02:23:22.463 --> 02:23:26.985]  Our tool is so simple that my 82-year-old grandmother can use it to make insane stock market profits.
[02:23:27.265 --> 02:23:29.486]  Go to BigBuckRiches.com.
[02:23:29.847 --> 02:23:32.868]  Watch the free video before the hedge funds make us take it down.
[02:23:33.088 --> 02:23:35.149]  Go to BigBuckRiches.com.
[02:23:35.410 --> 02:23:37.771]  From the Robert Allen System, current returns not indicative of future results.
[02:23:38.345 --> 02:23:43.206]  Turn on the news and you'll hear stories of natural disasters, political unrest, and financial crisis.
[02:23:43.546 --> 02:23:47.227]  In times of uncertainty, how will you take care of your family's most basic needs?
[02:23:47.527 --> 02:23:53.969]  Food Insurance, America's most trusted provider of freeze-dried emergency food, has solutions that fit your family's needs and budget.
[02:23:54.249 --> 02:23:58.210]  Our meals are delicious, nutritious, and come with a guaranteed 25-year shelf life.
[02:23:58.470 --> 02:24:02.591]  For a limited time, we are sending a free freeze-dried meal to all listeners of this program.
[02:24:02.691 --> 02:24:05.972]  Go to foodinsurance.com and request your free meal today.
[02:24:06.152 --> 02:24:07.252]  That's foodinsurance.com.
[02:24:16.235 --> 02:24:17.537]  Welcome back to the Alex Jones Show.
[02:24:17.617 --> 02:24:18.919]  I'm David Knight, your host.
[02:24:18.959 --> 02:24:20.561]  We're going to play a couple of videos here.
[02:24:20.581 --> 02:24:25.949]  Before I do, I want to let you know that we do have Supermail Vitality back in stock.
[02:24:25.989 --> 02:24:27.811]  This is how we support InfoWars.
[02:24:27.831 --> 02:24:31.256]  We offer you the best quality products for your health.
[02:24:31.977 --> 02:24:33.778]  And it is a win-win situation.
[02:24:33.798 --> 02:24:35.339]  Supermail Vitality is back in stock.
[02:24:35.399 --> 02:24:36.180]  It's a limited run.
[02:24:36.240 --> 02:24:38.181]  It's available at InfoWarsLife.com.
[02:24:38.742 --> 02:24:41.824]  Right now is the time to secure your bottle before we sell out once again.
[02:24:41.864 --> 02:24:47.468]  Let me read you one of the hundreds of five-star reviews that you can find at InfoWarsLife.com.
[02:24:47.588 --> 02:24:49.709]  People talking about their experiences with the product.
[02:24:49.749 --> 02:24:52.091]  Here's one from Dan, Spring Hill, Florida.
[02:24:52.771 --> 02:24:53.752]  Uh, he lists his pros.
[02:24:53.772 --> 02:24:57.614]  He says, it acts quickly, good taste, produces results, simple to take.
[02:24:57.654 --> 02:25:00.456]  He said, super male vitality really shows results.
[02:25:00.516 --> 02:25:02.858]  I have more stamina throughout the workday, even beyond.
[02:25:03.238 --> 02:25:05.239]  The product has made a huge difference in my life.
[02:25:05.339 --> 02:25:06.960]  I would recommend anyone to try it.
[02:25:07.961 --> 02:25:15.751]  Again, it's now back in stock, and if you want to sign up for AutoShip, then you can make sure that it is never out of stock for you.
[02:25:15.791 --> 02:25:19.415]  And of course, we have a lot of products right now that are sold out.
[02:25:19.596 --> 02:25:22.840]  Super Female Vitality, Secret 12, DNA Force, Living Defense.
[02:25:23.280 --> 02:25:27.702]  The products come and go, and again, we're trying to do this as a win-win situation.
[02:25:27.762 --> 02:25:35.465]  So, we offer you an incentive to sign up for AutoShip so we kind of get an idea of what we need to manufacture, what our stock needs to be.
[02:25:35.785 --> 02:25:39.627]  As an incentive to do that, we give you a 10% discount.
[02:25:40.027 --> 02:25:42.088]  That helps us to manage our inventory.
[02:25:42.428 --> 02:25:44.829]  It helps you to make sure that you never run out of stock.
[02:25:44.869 --> 02:25:46.990]  So it is, again, a win-win situation.
[02:25:47.010 --> 02:25:48.011]  That's what we're trying to do here.
[02:25:48.271 --> 02:25:50.632]  We're trying to fund our operation independent.
[02:25:51.312 --> 02:25:55.198]  Of the big bucks sponsors and the big advertisers.
[02:25:55.218 --> 02:25:57.641]  That's what we're trying to do is maintain our independence.
[02:25:58.081 --> 02:26:01.746]  Give you honest information as honest as we can make it.
[02:26:01.887 --> 02:26:05.111]  We do our best to find the truth here.
[02:26:05.391 --> 02:26:06.232]  We can make mistakes.
[02:26:06.272 --> 02:26:07.414]  We correct it when we find it here.
[02:26:07.434 --> 02:26:08.716]  But that's what we're about.
[02:26:08.976 --> 02:26:13.837]  We're trying to give this information to you without any external influence or pressure.
[02:26:13.877 --> 02:26:19.318]  We don't have big pharmaceuticals that are funding our operation and telling us what to do.
[02:26:19.358 --> 02:26:21.759]  We're not applying for government grants to do this.
[02:26:21.779 --> 02:26:23.019]  It's a win-win situation.
[02:26:23.039 --> 02:26:24.680]  So again, sign up for AutoShip.
[02:26:24.840 --> 02:26:26.320]  Get 10% discount.
[02:26:26.380 --> 02:26:28.700]  Help us to manage our inventory.
[02:26:29.120 --> 02:26:32.361]  Or get Supermail Vitality right now and try it out if you've never done before.
[02:26:32.521 --> 02:26:34.862]  It sells out again at Infowarslife.com.
[02:26:35.922 --> 02:26:39.864]  Here's one of the stories that came up and I loved this title on Politico.
[02:26:40.645 --> 02:26:43.667]  GOP establishment creeps toward Cruz.
[02:26:44.907 --> 02:26:50.451]  Yeah, we see now the GOP establishment creeps are now moving toward Cruz.
[02:26:51.485 --> 02:26:53.266]  The usual suspects, folks.
[02:26:53.546 --> 02:26:58.089]  They say Ted is the only possibility to stop Trump, says a Bush loyalist.
[02:26:58.109 --> 02:26:59.170]  Let me tell you something.
[02:26:59.810 --> 02:27:02.912]  Ted Cruz is a Bush loyalist.
[02:27:03.833 --> 02:27:06.935]  He and Heidi met inside the Bush administration.
[02:27:07.035 --> 02:27:09.076]  They are phony outsiders.
[02:27:10.017 --> 02:27:12.299]  They're insiders, folks.
[02:27:12.339 --> 02:27:14.621]  They're posing as outsiders, okay?
[02:27:15.161 --> 02:27:16.423]  They're involved with Goldman Sachs.
[02:27:16.443 --> 02:27:18.204]  The banks are running through this agenda.
[02:27:18.544 --> 02:27:20.606]  He has no problem with these trade treaties.
[02:27:21.907 --> 02:27:25.350]  I would seriously doubt that he's got any problems with the open borders.
[02:27:25.390 --> 02:27:26.811]  They've gone back and forth with this.
[02:27:26.872 --> 02:27:30.415]  But notice who Jeff Sessions, Senator Sessions, endorsed.
[02:27:30.475 --> 02:27:32.596]  It was Donald Trump, not Ted Cruz.
[02:27:33.357 --> 02:27:34.559]  And that is the issue.
[02:27:34.599 --> 02:27:37.462]  That and these trade treaties and the loss of sovereignty.
[02:27:38.243 --> 02:27:40.727]  I trust Senator Sessions' judgment.
[02:27:41.107 --> 02:27:44.191]  He is the only one who looked at these treaties.
[02:27:44.251 --> 02:27:44.932]  Ted Cruz didn't.
[02:27:45.533 --> 02:27:48.096]  Ted Cruz voted for the TPA.
[02:27:48.993 --> 02:27:50.714]  The Trade Promotion Authority.
[02:27:50.814 --> 02:27:51.394]  What was that?
[02:27:51.855 --> 02:27:55.036]  That was a way to make sure that these trade treaties would get passed.
[02:27:55.336 --> 02:27:58.338]  So when you voted for that, you were essentially voting for these trade treaties.
[02:27:58.818 --> 02:28:03.961]  You were also voting to subvert the constitutional process to ratify treaties.
[02:28:04.662 --> 02:28:08.824]  And that applies not only to the trade treaties, but to the climate treaties as well.
[02:28:09.915 --> 02:28:13.639]  Why would they subvert the process for passing a treaty?
[02:28:14.400 --> 02:28:18.144]  Because they want to make sure that it passes by all means.
[02:28:18.284 --> 02:28:31.619]  It's just like when we look at these metrics, this article that's on Drudge Report today, the undemocratic Democratic Party, talking about how the system is rigged with these superdelegates, these distinguished members, and they point out in non-political speak,
[02:28:32.139 --> 02:28:39.362]  Distinguished members, who are some of the superdelegates, are really Democrat political insiders, DC power brokers, not everyday voters.
[02:28:39.382 --> 02:28:45.825]  And as I pointed out with Alex Jones, when you look at some of the states, when we look at New Hampshire, Bernie Sanders won New Hampshire.
[02:28:47.406 --> 02:28:50.427]  He got about the same number of votes as Hillary Clinton did.
[02:28:51.127 --> 02:28:56.770]  And when you look at the number of delegates that it took him, it took him 10,000 voters to get a single delegate.
[02:28:57.665 --> 02:29:12.637]  And so you really can say that 10,000 voters equals one of these distinguished members, and they point out in this article, when you remove elected officials from the superdelegate pool, at least one in seven of the remainders are former or current lobbyists.
[02:29:12.877 --> 02:29:20.403]  And so when they look at this, when FiveThirtyEight, which is associated with New York Times, Democrats, when the Republicans look at this,
[02:29:21.524 --> 02:29:22.905]  What are they saying about this?
[02:29:22.925 --> 02:29:28.127]  They're saying, wow, you know, gee, the voters, Republicans and Democrats, are really upset with us.
[02:29:28.207 --> 02:29:30.628]  Maybe we're not giving them what they want.
[02:29:31.128 --> 02:29:35.030]  You know, hey, they're not serving you, okay?
[02:29:35.410 --> 02:29:37.251]  They don't see you as customers.
[02:29:37.571 --> 02:29:39.172]  They don't care what you want.
[02:29:40.052 --> 02:29:42.714]  These are pigs at a trough, okay?
[02:29:42.995 --> 02:29:48.119]  And they want to just make sure that nobody else muscles in that you don't get a piece of the pie.
[02:29:48.199 --> 02:29:54.925]  So they want to change the rules, they want to do anything they can to shut you down, to keep you under their foot.
[02:29:55.486 --> 02:29:56.166]  They're not going to do it.
[02:29:56.186 --> 02:29:57.267]  Stay with us, we'll be right back.
[02:29:58.188 --> 02:29:59.089]  We're on the march.
[02:29:59.589 --> 02:30:01.191]  The Empire's on the run.
[02:30:02.131 --> 02:30:04.814]  Alex Jones and the GCN Radio Network.
[02:30:09.093 --> 02:30:09.794]  Four hundred U.S.
[02:30:09.834 --> 02:30:22.543]  Army soldiers at Fort Gordon, Georgia, were subjected to a so-called white privilege briefing, including a PowerPoint presentation instructing the attendees, or society attaches privilege to being white and male and heterosexual.
[02:30:22.743 --> 02:30:30.709]  The slideshow, obtained by Judicial Watch, also informed the soldiers, quote, race privilege gives whites little reason to pay a lot of attention to African Americans.
[02:30:31.049 --> 02:30:38.756]  The White Privilege Training also claimed there are unspecified powerful forces everywhere, keeping different kinds of people from being valued, accepted, and appreciated.
[02:30:39.016 --> 02:30:40.918]  But we act as if it doesn't exist.
[02:30:41.218 --> 02:30:46.203]  This alleged privilege creates a yawning divide in income, wealth, and dignity, the slideshow suggested.
[02:30:46.543 --> 02:30:52.068]  But obviously, this White Privilege Training course helps perpetrate this racial divide in America by fueling racial tensions.
[02:30:52.289 --> 02:30:56.973]  This very notion that you can group people into racial groups who have certain privileges is racist in itself,
[02:30:57.113 --> 02:31:02.336]  Because then you're not looking at people by their individual qualities, but rather by their skin color, which is inherently racist.
[02:31:02.677 --> 02:31:06.639]  This is Kit Daniels, and check back at InfoWars.com for more news and reports.
[02:31:08.961 --> 02:31:12.183]  InfoWarsLife.com, oil of oregano formulation.
[02:31:12.463 --> 02:31:17.747]  We have now procured the most high quality and potent forms of oregano oil on the market.
[02:31:18.067 --> 02:31:25.952]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[02:31:26.412 --> 02:31:32.096]  Sourced from top-leading manufacturers to ensure a concentrated level of bioactive ingredients.
[02:31:32.556 --> 02:31:41.321]  Extracted directly from the wild herb and sealed in easy-to-use capsules, you will no longer need to endure the burning of liquid oregano on the tongue.
[02:31:41.641 --> 02:31:47.485]  Used since before the days of the Roman Empire to support the body's natural systems and enhance overall health.
[02:31:47.865 --> 02:31:54.129]  Wild-crafted from the Mediterranean oregano species that experts agree is one of the most powerful and most challenging to acquire.
[02:31:54.589 --> 02:31:59.733]  This winter season, it's more important than ever to secure this true form of oil of oregano.
[02:31:59.973 --> 02:32:02.095]  Now available at Infowarslife.com.
[02:32:02.455 --> 02:32:04.457]  That's Infowarslife.com or call 888-253-3139.
[02:32:08.564 --> 02:32:09.004]  Hey, everyone!
