[00:00:08.004 --> 00:00:08.665]  Well here we are.
[01:50:22.468 --> 01:50:24.510]  So, I mean, if the bone broth...
[01:50:28.332 --> 01:50:33.474]  If the bone broth is really that gross, I mean, I would never have known because it tastes really good.
[01:50:33.494 --> 01:50:37.235]  And my favorite is the Super Female Vitality.
[01:50:37.276 --> 01:50:45.038]  So ladies, get yourself some Super Female Vitality if you haven't already because it seriously, it just gets me going.
[01:50:45.098 --> 01:50:50.280]  I mean, I'll take a whole bunch of that stuff before I go out and do my... Maybe get it for your wife then, too, or girlfriend.
[01:50:51.001 --> 01:50:56.990]  I go and take a bunch of it before I go do Man on the Street and I just start running, zipping around, running right into the action.
[01:50:57.010 --> 01:50:58.292]  No fear, nothing.
[01:50:59.258 --> 01:51:06.600]  Well, that's a big primary part about, you know, fighting the globalists is making sure that we stay healthy and stay clear-eyed and stay honest and stay humble.
[01:51:07.140 --> 01:51:08.981]  I hope that we do that here at InfoWars.
[01:51:09.681 --> 01:51:20.224]  We got a lot going on and we're in the middle of the fight, so we really appreciate it when anybody supports us either by purchasing our products or you can even go on to our store and donate.
[01:51:20.284 --> 01:51:21.524]  We're doing this by the skin of our teeth.
[01:51:21.584 --> 01:51:27.686]  I know it looks like we're in a billion-dollar studio, but Alex has never taken one cent of
[01:51:28.946 --> 01:51:31.187]  A borrowed money at all whatsoever.
[01:51:31.227 --> 01:51:33.408]  This is all money that's come from you listeners.
[01:51:33.448 --> 01:51:41.532]  So you've literally built this place, you know, built this place with your compassion and built this place with the support that you've sent us.
[01:51:41.552 --> 01:51:44.893]  So from the bottom of my heart, I appreciate it because I know we wouldn't be able to do this.
[01:51:44.933 --> 01:51:47.774]  We wouldn't have a voice if it wasn't for you.
[01:51:47.874 --> 01:51:53.257]  So once again, we got to thank the listeners for their steadfastness in supporting us and
[01:51:53.957 --> 01:52:00.836]  Even when we make mistakes and even when we're not right and even when we might go a little bit crazy, you guys stick with us and I appreciate that.
[01:52:18.783 --> 01:52:23.229]  Rallying patriots worldwide in defense of human liberty.
[01:52:23.849 --> 01:52:25.271]  It's Alex Jones.
[01:52:35.939 --> 01:52:37.220]  And it helps fund our operation.
[01:52:37.260 --> 01:52:39.421]  At least if a lot of people take advantage of the sale, then it does.
[01:52:40.842 --> 01:52:47.205]  If we have a big sale and cut prices down to almost no profit, and then people don't take advantage of it, then we actually lose money.
[01:52:47.465 --> 01:52:50.247]  We need to fund ourselves, fund this operation.
[01:52:50.267 --> 01:52:52.328]  30% off BrainForce, the great nootropic.
[01:52:52.388 --> 01:52:53.028]  Try it, folks.
[01:52:53.308 --> 01:52:54.209]  It supports the broadcast.
[01:52:54.229 --> 01:52:54.849]  You can't lose.
[01:52:54.869 --> 01:52:56.730]  25% off SuperMill Vitality.
[01:52:56.750 --> 01:52:58.371]  25% off Vitamin Mineral Fusion.
[01:52:58.511 --> 01:52:59.432]  25% off Secret.
[01:52:59.452 --> 01:53:01.032]  12% off Vitamin B12.
[01:53:02.353 --> 01:53:09.275]  25% off Super Female Vitality, 25% off Survival Shield X2, and many others at Infowarestore.com.
[01:53:09.915 --> 01:53:20.458]  We've also got it in the special on 40% off on the amazing Nomad Pro Pure Gravity Fed Stainless Steel System at 120-something bucks.
[01:53:20.558 --> 01:53:23.259]  Leading competitors 250 for the same basic unit.
[01:53:23.399 --> 01:53:24.659]  You cannot beat that deal.
[01:53:24.939 --> 01:53:27.880]  Survival Shield X2 is going to sell out the next few days.
[01:53:28.180 --> 01:53:30.042]  We should get more in the next few weeks.
[01:53:30.142 --> 01:53:30.983]  It's 25% off.
[01:53:31.663 --> 01:53:41.653]  Despite that, go read the reviews for Super Metal Vitality and more at InfoWarsStore.com or simply call toll-free 888-253-3139.
[01:53:41.933 --> 01:53:45.016]  Just like our information is game-changing and tip of the spear.
[01:53:45.516 --> 01:53:54.801]  Our products are absolutely game-changing because we want you to come back and buy them because they work good, and we know we're targets of the globalists, so we have the highest standards.
[01:53:55.322 --> 01:53:56.863]  It's a win-win-win-win-win.
[01:53:57.163 --> 01:53:58.304]  Thank you all for your support.
[01:53:58.404 --> 01:54:00.045]  Infowarsstore.com or 888.
[01:54:00.885 --> 01:54:06.670]  Alright ladies and gentlemen, let's now hand the baton to David Knight right here in the Central Texas Command Center.
[01:54:23.109 --> 01:54:28.033]  And as Alex was just pointing out, that special that we had for Easter is ending tonight.
[01:54:28.073 --> 01:54:32.936]  And that's 25 to 30% off a wide selection of products that he just pointed out there.
[01:54:32.956 --> 01:54:38.481]  30% off Brain Force, 25% off many of the other products that you'll find at InfoWarsStore.com.
[01:54:39.021 --> 01:54:40.862]  We've been talking to Lee Stranahan.
[01:54:40.882 --> 01:54:42.684]  We have him for one more segment here.
[01:54:43.324 --> 01:54:48.908]  Lee, we were talking just before the break about how this is not just court intrigue.
[01:54:48.949 --> 01:54:50.510]  This is not just political gossip.
[01:54:51.230 --> 01:54:52.291]  This is not a Game of Thrones.
[01:54:52.371 --> 01:54:54.672]  It has real consequences when these people are brought in.
[01:54:54.932 --> 01:54:58.013]  We see that Flynn was immediately removed from the National Security Council.
[01:54:58.333 --> 01:55:03.135]  As soon as Bannon was removed, as you pointed out, as many of us have pointed out, we had these attacks the next day.
[01:55:03.755 --> 01:55:04.756]  Who were they replaced by?
[01:55:04.816 --> 01:55:08.677]  McMasters and by Dina Habib Powell, a Goldman Sachs person.
[01:55:08.697 --> 01:55:12.479]  So we're seeing a change in the agenda that Donald Trump
[01:55:12.959 --> 01:55:16.881]  And that's going to happen when you've got advisors that are not with you.
[01:55:17.102 --> 01:55:25.106]  Advisors who did not campaign on the same agenda, but who were actually hardcore Democrats all their lives, always supporting Hillary Clinton.
[01:55:25.767 --> 01:55:28.568]  And I want people to understand, this is not 4-D chess.
[01:55:29.229 --> 01:55:33.191]  This is not keep your enemies, you know, friends close, keep your enemies closer.
[01:55:33.211 --> 01:55:33.611]  That's right.
[01:55:34.072 --> 01:55:35.573]  Let me explain what's happening here.
[01:55:35.633 --> 01:55:37.754]  This is from people inside the White House.
[01:55:38.434 --> 01:55:39.595]  It's not from Steve Bannon.
[01:55:39.635 --> 01:55:40.936]  I did not hear this from Steve Bannon.
[01:55:41.596 --> 01:55:52.766]  What will happen, and this has been going on for a couple of months now, is that they'll have policy meetings in the White House, and Jared and Ivanka would sit there quietly and observe the policy meetings, okay?
[01:55:53.406 --> 01:55:59.632]  Then, when the policy people leave, they stay, and then they talk to Trump.
[01:56:00.873 --> 01:56:01.333]  Follow me?
[01:56:01.554 --> 01:56:01.774]  Yeah.
[01:56:01.894 --> 01:56:06.698]  This is what's been happening, and this is directly from sources I have inside the White House, okay?
[01:56:08.126 --> 01:56:12.971]  And of course, Kushner brought in the architect of Obamacare.
[01:56:13.291 --> 01:56:14.552]  He brought him in multiple times.
[01:56:14.893 --> 01:56:17.655]  Rahm Emanuel's brother, Zeke Emanuel, the architect of Obamacare.
[01:56:18.056 --> 01:56:22.780]  Gary Cohn has brought in the guy who is the architect of TPP, and they're trying to push back against NAFTA.
[01:56:23.101 --> 01:56:30.668]  So they're coming at it from a traditional Democrat perspective, saying we're not going to repeal Obamacare, and we're not really going to do anything with NAFTA.
[01:56:30.748 --> 01:56:32.350]  Trump got TPP repealed.
[01:56:32.870 --> 01:56:37.351]  One of the first things he did, but what's going to happen at this point, after these people come in, that's the key thing.
[01:56:37.532 --> 01:56:41.413]  And we see the Washington Post saying, now they're moving to a centrist position.
[01:56:41.653 --> 01:56:42.433]  Oh, that's all good.
[01:56:42.713 --> 01:56:44.174]  They don't have an ideology.
[01:56:44.714 --> 01:56:45.294]  And moderate.
[01:56:45.414 --> 01:56:46.394]  Yeah, that's right, that's right.
[01:56:46.675 --> 01:57:00.019]  And the same thing we were talking about before, that you have these other, like CNN, they pretend they don't have a perspective, they don't have a narrative that they're selling, and now they're saying, these advisors, they're moderate, they're centrist, they don't have an agenda.
[01:57:00.499 --> 01:57:03.321]  It's only the people that were with Trump when he got elected.
[01:57:03.381 --> 01:57:04.582]  They're the ones with the agenda.
[01:57:05.043 --> 01:57:11.288]  Well, and let's leave policy aside for a second, David, because you and I would agree, I think, that these are bad policies.
[01:57:11.788 --> 01:57:13.970]  But to some extent, that's an opinion.
[01:57:14.030 --> 01:57:16.772]  In other words, you can have different views on policy, right?
[01:57:16.792 --> 01:57:19.755]  But let's talk about the politics of this for a second.
[01:57:20.395 --> 01:57:22.457]  This is an absolute disaster.
[01:57:22.517 --> 01:57:25.219]  These people are trying to kneecap the Trump administration.
[01:57:25.559 --> 01:57:29.423]  Because the fact is, if Donald Trump, nobody who voted for Trump,
[01:57:30.450 --> 01:57:31.991]  Supported him because he was moderate.
[01:57:32.311 --> 01:57:32.911]  You follow me?
[01:57:32.951 --> 01:57:33.251]  That's right.
[01:57:33.291 --> 01:57:33.631]  Nobody.
[01:57:33.791 --> 01:57:34.091]  That's right.
[01:57:34.111 --> 01:57:40.353]  And what's gonna happen is they're gonna gut his support and then they have so damaged Trump.
[01:57:40.393 --> 01:57:43.714]  Do you think there's any liberals who are gonna go, well, I don't know.
[01:57:44.635 --> 01:57:46.415]  He did hire a guy from TPP.
[01:57:46.775 --> 01:57:47.916]  I think he's coming around.
[01:57:47.976 --> 01:57:48.516]  I'm not, no, no.
[01:57:48.936 --> 01:57:51.317]  No, he's not gonna pick up anybody from the other side.
[01:57:51.577 --> 01:57:55.478]  So, so what they know is they know Trump's at about a 40% approval rating.
[01:57:56.358 --> 01:57:58.019]  If you lose half of that,
[01:57:59.181 --> 01:58:01.503]  You're down to about a 10% approval rating.
[01:58:01.803 --> 01:58:05.527]  If you lose half of the 40% who support him, you follow me?
[01:58:06.647 --> 01:58:06.988]  Yeah.
[01:58:07.008 --> 01:58:09.390]  50% of the 40% is 20% of that.
[01:58:09.430 --> 01:58:13.653]  You're down to about a 10-20% approval rating, which is exactly where they want him.
[01:58:14.014 --> 01:58:20.920]  The establishment wants to take Donald Trump down and salt the earth under him, which is why they're going after Steve Bannon.
[01:58:21.680 --> 01:58:24.702]  Again, it's not about Steve personally, it's about the agenda.
[01:58:25.162 --> 01:58:37.907]  This was the first candidate who actually took on issues, took on the media, took on the establishment in a way that showed some chutzpah and cojones, if I can mix my different languages.
[01:58:38.287 --> 01:58:40.969]  But he was able to do that.
[01:58:41.049 --> 01:58:44.850]  Now, they have to destroy him, and they got to him through his family.
[01:58:45.210 --> 01:58:48.232]  So it's not Game of Thrones, but
[01:58:48.832 --> 01:58:50.734]  It's Shakespearean kind of, right?
[01:58:51.474 --> 01:58:53.696]  They're using his family to get to him.
[01:58:54.397 --> 01:58:56.859]  Look, Trump's got an ego, in the same way Obama.
[01:58:57.179 --> 01:59:00.802]  You don't wake up one morning and decide, you know what the country really needs?
[01:59:02.023 --> 01:59:02.343]  Me.
[01:59:02.824 --> 01:59:03.104]  Me.
[01:59:03.124 --> 01:59:05.005]  And not have some ego, right?
[01:59:05.086 --> 01:59:07.748]  Anybody who runs for president, every one of them's got some ego.
[01:59:07.768 --> 01:59:08.108]  That's right.
[01:59:09.649 --> 01:59:17.613]  And what we see now, they're saying, now the discussion is no longer nationalism versus globalism, but it's combat versus collaboration.
[01:59:17.873 --> 01:59:19.134]  We want you to be a nice guy.
[01:59:19.154 --> 01:59:23.295]  As you're pointing out, Trump didn't win because he was a collaborator, okay?
[01:59:23.516 --> 01:59:25.056]  And we don't want to see him be a collaborator.
[01:59:25.116 --> 01:59:29.478]  And we don't want to see them use this game that the Democrats will always use.
[01:59:29.498 --> 01:59:32.580]  They'll always say, well, you know, they'll fight like mad when they're in power.
[01:59:32.620 --> 01:59:35.341]  But when the Republicans get, well, you need to work with us.
[01:59:35.481 --> 01:59:38.142]  We all need to agree on a consensus here.
[01:59:38.342 --> 01:59:40.783]  And that's the same thing they're doing now because they're a bunch of Democrats.
[01:59:40.823 --> 01:59:42.143]  The same thing they're doing now in the White House.
[01:59:42.163 --> 01:59:44.184]  They're saying, we need to collaborate on this.
[01:59:44.264 --> 01:59:45.704]  No more of this combat.
[01:59:46.004 --> 01:59:48.385]  You're either with us or you're against us.
[01:59:48.465 --> 01:59:53.447]  And we're going to shut this thing down as we move to the center, as we moderate the message.
[01:59:53.907 --> 01:59:55.868]  Well, and here's the other thing they've managed to do.
[01:59:55.888 --> 01:59:59.589]  And David, I know we're almost done here, but this is really important.
[02:00:01.058 --> 02:00:05.480]  The big person is not Bannon, who they've managed to separate Trump from.
[02:00:05.741 --> 02:00:07.622]  Do you know who they've managed to separate Trump from?
[02:00:08.762 --> 02:00:09.062]  You.
[02:00:09.543 --> 02:00:09.843]  Yes.
[02:00:10.443 --> 02:00:11.004]  The people.
[02:00:11.344 --> 02:00:11.504]  Yes.
[02:00:11.524 --> 02:00:12.104]  The people.
[02:00:12.624 --> 02:00:17.707]  They've managed to separate Trump from the crowds that were giving him feedback every day.
[02:00:18.047 --> 02:00:24.311]  Do you think if Trump came out and said, hey everybody, what do you think of the idea we're going to be more moderate?
[02:00:25.629 --> 02:00:28.592]  Crickets, right?
[02:00:28.852 --> 02:00:29.313]  That's right.
[02:00:29.793 --> 02:00:32.957]  The Trump crowds, that's what they managed to do, and so we can't let that happen.
[02:00:33.297 --> 02:00:36.200]  If you're a Trump supporter, be a Trump supporter and hold them accountable.
[02:00:36.661 --> 02:00:38.603]  Trump support, we didn't elect a king.
[02:00:39.063 --> 02:00:41.626]  That would be Don King, and that's a totally different hairstyle.
[02:00:41.806 --> 02:00:46.769]  Well, you know, that's very important because when you're talking about this, we have people pushing on this ship of state.
[02:00:47.369 --> 02:00:52.912]  And if we sit there and say, he's just playing 40 chess, we need to set back and we need to not put any pressure on him.
[02:00:53.152 --> 02:00:53.592]  Well, guess what?
[02:00:53.632 --> 02:00:56.054]  He's getting plenty of pressure from the Democrats.
[02:00:56.314 --> 02:01:01.136]  He's getting plenty of pressure from Jared Kushner, who's pushing him in one direction.
[02:01:01.256 --> 02:01:03.778]  And if you don't push back, if you don't say, wait a minute.
[02:01:04.338 --> 02:01:09.540]  You promised us on these issues, we want you to deliver on these issues that we elected you on.
[02:01:09.920 --> 02:01:16.902]  If you, the Trump voter, don't push back, he's going to say, well there's no resistance over here and I'm getting a lot of resistance over here.
[02:01:16.922 --> 02:01:19.603]  It's going to be very easy for them to move him in that direction.
[02:01:20.322 --> 02:01:25.829]  When you voted for Trump, if you voted for Trump, you did not abdicate your responsibilities as a citizen.
[02:01:25.849 --> 02:01:26.791]  That's right.
[02:01:27.051 --> 02:01:33.079]  To be informed and to hold him accountable, particularly when he's going against what he ran on.
[02:01:33.539 --> 02:01:38.045]  And this idea that some people have, and it's a small percentage, David, but
[02:01:38.877 --> 02:01:41.898]  It's a large enough where it bothers me.
[02:01:42.678 --> 02:01:52.062]  We should be better than Obama supporters who blindly went along with Obamacare even after he switched in the primaries from being against the individual mandate.
[02:01:52.082 --> 02:01:53.522]  Suddenly he's for it, right?
[02:01:53.702 --> 02:01:54.522]  Yes, yes.
[02:01:54.642 --> 02:01:55.923]  And I've seen this too often.
[02:01:56.323 --> 02:02:02.368]  When I was at the DNC convention in Philadelphia and we were talking to them about, look at this corruption in your party.
[02:02:02.688 --> 02:02:06.712]  Look at the exposed emails where they're shutting this down unfairly against Bernie Sanders.
[02:02:06.732 --> 02:02:07.432]  Don't you have anything to say?
[02:02:07.713 --> 02:02:09.674]  Oh, it's not about that, it's about those bad Russians.
[02:02:09.734 --> 02:02:11.396]  I don't want to see anything, I don't want to hear anything.
[02:02:12.076 --> 02:02:14.999]  And that's what I'm seeing from a lot of Trump supporters.
[02:02:15.099 --> 02:02:18.061]  And I've pointed this out and said, look, we're about ideology.
[02:02:18.121 --> 02:02:19.702]  We're not about idolatry.
[02:02:19.963 --> 02:02:22.665]  We're not following the man blindly because of who he is.
[02:02:22.905 --> 02:02:24.647]  We're trying to help him be Trump.
[02:02:25.347 --> 02:02:27.968]  We're not trying to, and that's the whole thing about Bannon.
[02:02:27.988 --> 02:02:29.348]  We're trying to help him be Trump.
[02:02:29.388 --> 02:02:35.890]  We're not trying to change him into something that he never was, which is what these people like Gary Cohen are trying to do in the administration now.
[02:02:36.610 --> 02:02:38.910]  Donald Trump is, this is the deal.
[02:02:39.010 --> 02:02:40.151]  It's real straightforward.
[02:02:40.671 --> 02:02:49.393]  If you're Ivanka Trump and you're Jared Kushner and you move in New York social circles, Donald Trump being related to you is embarrassing every single day.
[02:02:49.713 --> 02:02:50.394]  Yes.
[02:02:50.554 --> 02:02:51.535]  Does that make sense?
[02:02:51.635 --> 02:02:54.478]  That's one of the reasons why they pushed back against the Paris Climate Treaty.
[02:02:54.818 --> 02:03:05.650]  They had great movements from Trump's pick at EPA, Pruitt, and Trump signed this executive order, but they would not put in a pushback against the Endangerment Clause or the Paris Climate Treaty.
[02:03:05.730 --> 02:03:06.110]  Why?
[02:03:06.471 --> 02:03:12.116]  Because that would embarrass them with their social circle, with Justin Trudeau and others that they value so highly.
[02:03:12.837 --> 02:03:15.561]  Ivanka Trump is literally Leonardo DiCaprio.
[02:03:15.621 --> 02:03:16.122]  Google it.
[02:03:16.402 --> 02:03:22.271]  Ivanka Trump, Leonardo DiCaprio went to Trump Tower, gave her a DVD to give to Trump.
[02:03:23.132 --> 02:03:24.874]  Look, Ivanka Trump
[02:03:25.791 --> 02:03:26.131]  Fine.
[02:03:26.432 --> 02:03:27.493]  Go do your business.
[02:03:27.833 --> 02:03:32.377]  Everyone liked Ivanka Trump when she was helping run the hotels and she had her fashion business.
[02:03:32.937 --> 02:03:38.382]  Nobody thought Ivanka Trump and Jared Kushner would be in the Oval Office every day.
[02:03:38.723 --> 02:03:42.486]  And because they are, they are fair game for criticism.
[02:03:42.766 --> 02:03:44.267]  This is not Barron Trump.
[02:03:44.548 --> 02:03:46.429]  This is not the Obama kids even.
[02:03:47.550 --> 02:03:48.110]  They're adults.
[02:03:48.431 --> 02:03:53.713]  And it's going to destroy them as well because the Democrats are not going to embrace them if they lose their base.
[02:03:53.773 --> 02:03:56.154]  It's really going to destroy Jared and Ivanka as well.
[02:03:56.434 --> 02:03:57.835]  Thank you so much, Lee Stranahan.
[02:03:57.875 --> 02:04:13.181]  You can find him at citizenjournalismschool.com and the... On the line we have Bill Mitchell of yourvoiceradio.com and he's also filming the show for his podcast.
[02:04:13.221 --> 02:04:14.262]  Bill, welcome to the show.
[02:04:15.422 --> 02:04:16.122]  Hey, how are you?
[02:04:16.182 --> 02:04:16.723]  Good to see you.
[02:04:17.683 --> 02:04:17.983]  Good.
[02:04:18.504 --> 02:04:22.406]  Now, I'm going to read you two Trump tweets, which he tweeted during the campaign.
[02:04:22.826 --> 02:04:23.626]  This is from Trump.
[02:04:23.826 --> 02:04:28.389]  Don't attack Syria, an attack that will bring nothing but trouble for the US.
[02:04:28.969 --> 02:04:31.590]  Focus on making our country strong and great again.
[02:04:31.931 --> 02:04:38.134]  He also tweeted, crooked Hillary Clinton and foreign interventions unleashed ISIS in Syria, Iraq and Libya.
[02:04:38.534 --> 02:04:40.235]  She is ruthless and dangerous.
[02:04:40.595 --> 02:04:54.443]  I think a real danger that we get into when we judge someone's current actions by their former tweets is that they have new information that they've attained on their current actions that they didn't have when they made that tweet.
[02:04:54.843 --> 02:04:56.384]  And this is one of the things I like about Donald Trump.
[02:04:56.424 --> 02:04:59.345]  He's not a classic conservative ideologue.
[02:04:59.365 --> 02:05:00.146]  He's a resultist.
[02:05:00.666 --> 02:05:02.327]  He's a CEO type mentality.
[02:05:02.767 --> 02:05:06.928]  And you don't want a CEO that goes in making decisions based on pure ideology.
[02:05:06.948 --> 02:05:12.590]  You want a CEO that goes in and makes decisions on the latest, most up-to-date, best information.
[02:05:12.790 --> 02:05:20.613]  Donald Trump came in and when these gas attacks were reported, and apparently our intelligence supported that this happened, okay?
[02:05:20.973 --> 02:05:27.879]  When these gas attacks happened, and Assad was responsible according to our intelligence, Donald Trump could either respond or not respond.
[02:05:27.939 --> 02:05:30.661]  If he didn't respond at all, that would be unacceptable as President of the United States.
[02:05:30.942 --> 02:05:33.824]  So if he responded and condemned them, then he had to act.
[02:05:33.964 --> 02:05:36.186]  If he did not act, then he became Obama 2.0.
[02:05:37.367 --> 02:05:41.009]  Okay, so we had to act in a surgical, limited way.
[02:05:41.189 --> 02:05:43.430]  And they followed the intelligence and they did it.
[02:05:43.730 --> 02:05:44.471]  They acted.
[02:05:44.811 --> 02:05:46.752]  The upside of this is tremendous.
[02:05:46.832 --> 02:05:51.414]  You know, the entire, here's the thing, the entire Russiagate thing just died.
[02:05:52.175 --> 02:05:52.615]  It's over.
[02:05:53.055 --> 02:05:53.335]  It's over.
[02:05:53.495 --> 02:05:58.098]  Because what person in the world would say that Donald Trump is acting as the puppet of Putin?
[02:05:58.738 --> 02:06:02.141]  Now that Donald Trump has basically stuck his finger in Putin's eye in Syria.
[02:06:02.581 --> 02:06:03.121]  That's over.
[02:06:03.261 --> 02:06:07.425]  Based upon what I'm seeing on Twitter, you know, you said that we're split on this.
[02:06:07.525 --> 02:06:08.525]  I disagree with that statement.
[02:06:08.765 --> 02:06:12.488]  I think this is maybe 20% against, 80% for.
[02:06:12.989 --> 02:06:13.189]  Okay?
[02:06:13.269 --> 02:06:15.911]  I see very positive support for Trump on this.
[02:06:16.191 --> 02:06:21.255]  I see the people that were initially very against this saying, I'm going to abandon Trump on this.
[02:06:21.395 --> 02:06:22.616]  I'm off the Trump train on this.
[02:06:22.896 --> 02:06:23.957]  I see that fading away.
[02:06:24.137 --> 02:06:25.438]  You know, here's the thing people got to understand.
[02:06:25.618 --> 02:06:27.079]  The Trump train has got many cars on it.
[02:06:27.419 --> 02:06:29.601]  If you don't like the drapes on one car, move to another car.
[02:06:29.841 --> 02:06:30.061]  Okay?
[02:06:30.301 --> 02:06:34.604]  Because if you say that you're going to abandon Trump on this, then what are you going to do for the next four years?
[02:06:34.944 --> 02:06:36.225]  I mean, what about tax reform?
[02:06:36.465 --> 02:06:37.626]  What about healthcare reform?
[02:06:37.846 --> 02:06:38.667]  What about the wall?
[02:06:38.747 --> 02:06:39.928]  What about immigration reform?
[02:06:39.948 --> 02:06:40.768]  What about jobs?
[02:06:41.128 --> 02:06:41.929]  These are other cars.
[02:06:42.189 --> 02:06:44.250]  If you believe in those, but stay on the Trump train.
[02:06:44.290 --> 02:06:45.131]  Don't abandon Trump.
[02:06:45.351 --> 02:06:47.232]  There's nothing wrong with disagreeing with Trump on this.
[02:06:47.272 --> 02:06:48.393]  He likes that feedback.
[02:06:48.433 --> 02:06:49.154]  That's important to him.
[02:06:49.174 --> 02:06:50.154]  That's part of his strategy.
[02:06:50.495 --> 02:06:52.516]  But in my case, I think this is a great move.
[02:06:52.596 --> 02:06:56.999]  I think history will look back at this as a turning point in the Middle East and a brilliant move.
[02:07:05.365 --> 02:07:06.886]  There is a crisis in America today.
[02:07:07.346 --> 02:07:09.748]  Tens of millions of us are addicted to cell phones.
[02:07:10.048 --> 02:07:17.453]  These little devices, according to many university studies and more, cause health risks such as depression, cancer, and social anxiety.
[02:07:17.853 --> 02:07:21.456]  How can we prevent these harmful devices from harming us and our families?
[02:07:21.816 --> 02:07:22.957]  I have the answer for you today.
[02:07:23.357 --> 02:07:24.518]  It's called the Blocking Pocket.
[02:07:25.253 --> 02:07:30.558]  The Block It Pocket works by securing your phone in its safe, no-radiation compartment.
[02:07:30.999 --> 02:07:36.764]  I use the Block It Pocket every day to protect me from harmful radiation and prevent others from stealing my stuff.
[02:07:37.585 --> 02:07:40.047]  Online, your entire persona is visible.
[02:07:40.268 --> 02:07:46.233]  Your credit card numbers, your email, everything about you that a criminal can use to hack and buy things under your name.
[02:07:46.974 --> 02:07:48.636]  With the Block-It Pocket, this is impossible.
[02:07:49.116 --> 02:07:51.818]  It blocks those harmful signals so that you can be safe.
[02:07:52.119 --> 02:07:56.663]  Go to InfoWarsStore.com today and make sure to secure your very own Block-It Pocket.
[02:08:20.279 --> 02:08:21.702]  Welcome back to the Alex Jones Show.
[02:08:21.742 --> 02:08:22.443]  I'm David Knight.
[02:08:22.683 --> 02:08:24.106]  We just talked to Lee Stranahan.
[02:08:24.146 --> 02:08:31.118]  I'm going to give you a couple more headlines here about what's going on with Facebook as well as with Google.
[02:08:32.233 --> 02:08:33.813]  And other journalism issues.
[02:08:33.833 --> 02:08:35.254]  Very interesting interview with Lee.
[02:08:35.694 --> 02:08:42.616]  Because we have to understand that what is going on in the White House has real consequences.
[02:08:42.736 --> 02:08:45.977]  Not only for Jared and Ivanka.
[02:08:45.997 --> 02:08:47.597]  It's not going to work out well for them.
[02:08:47.657 --> 02:08:51.198]  They're not going to find that the Democrats are going to ever embrace them.
[02:08:52.178 --> 02:08:55.259]  But they can very easily alienate the Trump voters as well.
[02:08:55.359 --> 02:08:59.060]  So as they push Trump away from the agenda on which he won,
[02:09:00.152 --> 02:09:02.977]  Uh, it's not a good thing even for the Trump family.
[02:09:02.997 --> 02:09:14.695]  I understand that Donald Trump needs people around him that he believes that he can trust, but they're bringing in people who are going to be presenting him information, briefs, dossiers that are going to push him in a particular
[02:09:15.756 --> 02:09:19.297]  And that's what we were talking about with the mainstream media.
[02:09:19.317 --> 02:09:24.638]  When they come in and say, look, you can trust CNN, but you can't trust InfoWars.
[02:09:24.958 --> 02:09:25.658]  Why would that be?
[02:09:25.798 --> 02:09:29.039]  Well, because CNN is an establishment.
[02:09:29.079 --> 02:09:30.039]  They're moderate.
[02:09:30.419 --> 02:09:31.320]  They're centrist.
[02:09:31.580 --> 02:09:32.520]  InfoWars is not.
[02:09:32.560 --> 02:09:37.301]  And that's the same type of skewing that is going on in the White House with the advisors who are around him.
[02:09:37.921 --> 02:09:38.441]  That's the key.
[02:09:38.801 --> 02:09:49.143]  When you pick people to advise you, when you pick your news sources, you can pretty much skew people by the information that you feed them and the stuff that you keep away from them.
[02:09:49.163 --> 02:09:56.585]  And again, today we had Google coming back and saying, you know, that singling out of InfoWars was just a rogue vendor who was doing it.
[02:09:56.705 --> 02:10:03.846]  Well, the fact remains that Google is not only going to tell you who is fake and who is true,
[02:10:04.778 --> 02:10:11.405]  They're going to put those labels on individual stories, that would be bad enough as I said, but they're going to do it to entire news sites.
[02:10:11.725 --> 02:10:14.588]  And that is indefensible, quite frankly.
[02:10:14.628 --> 02:10:19.473]  They're being used by the government in a private-public partnership to outsource censorship.
[02:10:20.906 --> 02:10:33.518]  I want to go to the election news that's coming up as well, but before we do, I just want to remind you that the sale that we've had at infowarestore.com, the Easter Mega Specials that we had, that will be ending tonight.
[02:10:33.738 --> 02:10:38.602]  And these are discounts of a wide variety of products, anywhere from 25 to 30 percent.
[02:10:39.023 --> 02:10:42.706]  Some of the products that we have at 25 percent are Super Male, Super Female Vitality.
[02:10:43.046 --> 02:10:46.289]  Also, Survival Shield, X2 Nascent Iodine, that is 25 percent off.
[02:10:47.370 --> 02:10:52.515]  Secret 12, our vitamin B12 formulation is 25% off as is vitamin mineral fusion.
[02:10:52.555 --> 02:10:56.198]  That's our drink mix that has a lot of essential vitamins and minerals.
[02:10:56.218 --> 02:11:04.786]  You can take that and it's very easy to take a large variety and diversity of vitamins and minerals so you don't have to take a lot of pills.
[02:11:04.826 --> 02:11:11.352]  That's what I like about drinking my supplements or putting it under my tongue so I don't have to get a B12 shot.
[02:11:11.372 --> 02:11:13.134]  I can just put Secret 12 under my tongue.
[02:11:13.294 --> 02:11:14.836]  You can get all that for 25% off.
[02:11:15.076 --> 02:11:16.058]  That's going to be ending today.
[02:11:16.318 --> 02:11:19.042]  And also, Brain Force is now 30% off.
[02:11:19.082 --> 02:11:23.167]  That will also be ending today as part of our Easter Mega Specials.
[02:11:24.309 --> 02:11:26.692]  We've got an election that is going to be happening today.
