[00:00:05.799 --> 00:00:06.539]  What's his name?
[01:49:46.752 --> 01:49:50.773]  It's the big things that matter, and we are devastating these people.
[01:49:52.154 --> 01:49:57.616]  We are devastating them, but I should glorify whistleblowers more.
[01:49:57.636 --> 01:50:01.677]  I'm glad Assange isn't getting deported with the election they just saw in Paraguay.
[01:50:01.997 --> 01:50:03.157]  He's good for a while again.
[01:50:05.430 --> 01:50:08.313]  Embassy in London, who's been held up for four or five years.
[01:50:09.214 --> 01:50:11.536]  But this is an epic battle and I'm just pleased to be part of it.
[01:50:11.556 --> 01:50:15.820]  I want to thank the great crew that makes it all possible, you the listeners, our affiliates, the sponsors we have.
[01:50:16.861 --> 01:50:20.384]  But as listeners, you've got to realize this is the big battle.
[01:50:22.286 --> 01:50:23.246]  This is the big fight.
[01:50:24.888 --> 01:50:26.850]  And we've never burned a whistleblower.
[01:50:28.735 --> 01:50:29.636]  I'm very proud of that fact.
[01:50:30.397 --> 01:50:34.661]  In fact, I always delete their emails and information just in case we ever got hacked.
[01:50:34.701 --> 01:50:35.281]  It's not there.
[01:50:36.202 --> 01:50:38.204]  And so I'm glad folks gave Cernovich this info.
[01:50:38.484 --> 01:50:40.466]  Notice the media's not giving him any credit where it came from.
[01:50:40.486 --> 01:50:42.608]  Because they're, oh, the fake news has it.
[01:50:43.709 --> 01:50:44.590]  They're the fake news.
[01:50:45.111 --> 01:50:49.595]  But just spread the link, spread the articles, and all of us in the new media, the true media,
[01:50:51.107 --> 01:50:57.871]  We have to celebrate other people, whether it's Drudge or James O'Keefe or Mike Cernovich, anybody, because we're all in this together.
[01:50:57.911 --> 01:51:00.092]  This is all part of our wealth together.
[01:51:00.332 --> 01:51:01.253]  We're not in competition.
[01:51:03.004 --> 01:51:04.585]  Sick and tired of being sick and tired?
[01:51:04.865 --> 01:51:09.546]  Family Health and Education Resources wants to help you achieve and maintain good health naturally.
[01:51:09.907 --> 01:51:13.168]  Overcome lifestyle diseases with nutrition and natural remedies.
[01:51:13.448 --> 01:51:17.069]  Addiction recovery designed to build habits that heal rather than hurt.
[01:51:17.209 --> 01:51:20.451]  Communication and relationship building to strengthen family units.
[01:51:20.811 --> 01:51:23.632]  Character building and devotional resources for the whole family.
[01:51:24.072 --> 01:51:27.133]  We are on a mission to save America, one family at a time.
[01:51:27.393 --> 01:51:29.874]  Visit NewEnglandFHER.com today.
[01:51:30.174 --> 01:51:31.235]  NewEnglandFHER.com
[01:51:32.884 --> 01:51:36.365]  Is your child's school not lining up with your family values?
[01:51:36.585 --> 01:51:44.047]  Consider Freedom Project Academy, a fully accredited Judeo-Christian live online school for kindergarten through high school.
[01:51:44.327 --> 01:51:52.389]  Freedom Project Academy provides live online classes, 24-7 access to recordings, assignments, grades, and even tutoring.
[01:51:52.609 --> 01:51:58.091]  Take a look at Freedom Project Academy online and request your free information packet today.
[01:51:58.451 --> 01:52:01.912]  Freedom Project Academy, a Judeo-Christian online school.
[01:52:02.412 --> 01:52:07.296]  The answer to being in control of your own health care is freedom from insurance.
[01:52:07.536 --> 01:52:12.940]  Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[01:52:13.260 --> 01:52:18.164]  Individual share amounts begin at $107 a month and $347 for families.
[01:52:18.444 --> 01:52:20.145]  Choose from three health sharing programs.
[01:52:20.405 --> 01:52:22.487]  Holistic treatments may be eligible for sharing.
[01:52:22.787 --> 01:52:23.468]  See guidelines.
[01:52:23.728 --> 01:52:26.830]  Discount programs available for dental, vision, and pharmacy.
[01:52:27.010 --> 01:52:28.732]  Go to LibertyOnCall.org.
[01:52:28.972 --> 01:52:30.793]  That's LibertyOnCall.org.
[01:52:32.105 --> 01:52:33.346]  It's called the Deep State.
[01:52:33.426 --> 01:52:38.051]  Barack Obama's most loyal aides still hold office and they want to stop President Trump.
[01:52:38.191 --> 01:52:42.155]  Deep State was first revealed in the runaway New York Times bestseller Big Agenda.
[01:52:42.276 --> 01:52:47.701]  David Horowitz's Big Agenda exposes Obama's government in exile and his shocking plan.
[01:52:47.901 --> 01:52:53.387]  Newsmax, Lou Dobbs, Ann Coulter all say you must read Big Agenda at bookstores everywhere.
[01:52:53.387 --> 01:52:53.667]  We're good.
[01:53:08.933 --> 01:53:13.676]  Block It Pocket's wide range of products are unmatched in providing the protection you deserve.
[01:53:13.876 --> 01:53:15.977]  No scare tactics, just common sense.
[01:53:16.117 --> 01:53:22.541]  BlockItPocket.com offers quality, American-made options to alleviate and eliminate these invisible dangers.
[01:53:22.722 --> 01:53:26.544]  Learn more at BlockItPocket.com or call 888-315-9618.
[01:53:27.745 --> 01:53:30.927]  BlockItPocket.com, enhancing health and privacy.
[01:53:31.627 --> 01:53:32.748]  Are you prepared to bug out?
[01:53:32.808 --> 01:53:40.793]  Infidel Body Armor and an Army Ranger have produced a high-speed DVD and book to show you how to drive in combat, patrol, and how to survive in combat.
[01:53:40.873 --> 01:53:42.835]  Skills you'll need when it hits the fan.
[01:53:42.915 --> 01:53:44.536]  Go to DrivenDVD.com.
[01:53:44.636 --> 01:53:46.317]  DrivenDVD.com.
[01:53:46.637 --> 01:53:51.861]  Advertising your business with GCN is simple, effective, and more affordable than you might think.
[01:53:52.021 --> 01:53:55.543]  Visit Advertise.GCNLive.com for more info.
[01:53:55.683 --> 01:53:57.405]  Take your business to the next level.
[01:53:57.625 --> 01:54:00.086]  That's Advertise.GCNLive.com.
[01:54:10.097 --> 01:54:11.098]  Again, X2.
[01:54:11.118 --> 01:54:11.959]  We've had it four years.
[01:54:12.039 --> 01:54:13.862]  It's our top-selling product overall.
[01:54:13.922 --> 01:54:14.562]  It's amazing.
[01:54:14.883 --> 01:54:17.085]  Deep iodine, earth crystals, amazing.
[01:54:17.666 --> 01:54:20.269]  The good halogen in the body, the globulus hits with all the bad halogens.
[01:54:20.329 --> 01:54:20.970]  It blocks them.
[01:54:21.070 --> 01:54:21.731]  It moves them out.
[01:54:22.231 --> 01:54:24.154]  It's changed my life, changed so many others' lives.
[01:54:25.894 --> 01:54:27.375]  I can't believe we may have run out of it.
[01:54:27.855 --> 01:54:31.436]  It was losing one source of iodine that brought us to this iodine that nobody else had.
[01:54:32.256 --> 01:54:35.417]  We'll probably find another source from deep earth drilling.
[01:54:36.377 --> 01:54:39.678]  But it's 20% off normally.
[01:54:40.139 --> 01:54:41.399]  We discounted it even more.
[01:54:41.699 --> 01:54:42.559]  It's about to sell out.
[01:54:42.619 --> 01:54:44.980]  So now we've done 50% off normal retail.
[01:54:45.320 --> 01:54:48.901]  When you sign up for the free newsletter, we'll send you the code today at 4 o'clock central.
[01:54:49.241 --> 01:54:50.102]  Infowarsstore.com.
[01:54:51.022 --> 01:54:51.703]  We're good to go.
[01:55:06.952 --> 01:55:11.975]  That law enforcement is ready to talk to with all the pedophilia arrests and things that MSM won't cover.
[01:55:12.395 --> 01:55:14.336]  But the police want to make sure it's all done properly.
[01:55:14.797 --> 01:55:18.138]  And they've, I'm very honored, they've chosen InfoWars to be part of this.
[01:55:18.199 --> 01:55:20.500]  But it has to be outside of government, it has to be funded by us.
[01:55:21.100 --> 01:55:26.803]  It can't be obviously connected to the White House because the White House isn't involved.
[01:55:27.064 --> 01:55:29.705]  And people want us to take the globalist on, we're doing it.
[01:55:29.925 --> 01:55:30.926]  I mean we're doing stuff where
[01:55:33.953 --> 01:55:38.216]  Well, we've got top Navy SEAL federal officer currently coming on.
[01:55:38.997 --> 01:55:39.617]  He got called.
[01:55:39.657 --> 01:55:41.238]  They said, yeah, you're hit in the chatter.
[01:55:41.298 --> 01:55:45.761]  The Democrats are actually self-identifying in the DNC as pedophiles.
[01:55:46.021 --> 01:55:49.504]  And we've got them live chatter how they're going to try to come after you and Jones.
[01:55:49.564 --> 01:55:54.207]  And he says, man, I've taken out terrorist leaders, you name it, and not had seen this type of stuff.
[01:55:54.668 --> 01:55:56.189]  I mean, they are flipping out.
[01:55:56.889 --> 01:55:58.752]  By the way, I've got a lot of other sources as well.
[01:55:59.333 --> 01:56:02.998]  I'm going to just leave it at that, but there is a war going on in this country right now and it's amazing.
[01:56:03.458 --> 01:56:06.062]  So the Saw Man, Craig Sawyer is going to be on.
[01:56:06.082 --> 01:56:08.886]  I'm going to do 30 minutes into the fourth hour today and then David Knight.
[01:56:10.407 --> 01:56:18.691]  It just feels so good to know he's there, and to know people like Mike Cernovich are there, and Paul Watson, and Matt Drudge, and just all these other great people that are fighting for freedom.
[01:56:19.191 --> 01:56:28.676]  Because it's just, it's scary when you're one of the only prominent people, and I'm seeing more and more prominent people, and folks coming out of the shadows that keep saying, where are all these supermen?
[01:56:28.956 --> 01:56:30.557]  All these super great soldiers and patriots?
[01:56:30.857 --> 01:56:32.318]  I can't do all this, man, I'm not...
[01:56:33.092 --> 01:56:33.973]  I'm not that strong.
[01:56:34.213 --> 01:56:36.896]  We're going to lose this thing if you don't activate and take action.
[01:56:36.916 --> 01:56:37.677]  And they're like doing it.
[01:56:37.697 --> 01:56:39.299]  I'm like, wow, this is amazing.
[01:56:40.100 --> 01:56:44.145]  The globalists, if they had any idea what's going on behind the scenes, I think they do.
[01:56:44.465 --> 01:56:45.126]  I think they do.
[01:56:46.487 --> 01:56:49.951]  But I have no fear because I know we're doing the right thing.
[01:56:52.475 --> 01:56:59.800]  I have a conscience, and when I even think about doing bad things, just to warmth in my mind, I feel the presence of God being removed, and that's horrible.
[01:57:00.260 --> 01:57:04.703]  That's God-fearing, means to me, God leaving your presence.
[01:57:06.265 --> 01:57:14.670]  And when I do the right thing, and I'm fearless in this, God gets stronger and stronger, and it's like, I'm just high all the time, and have discernment, and like, it's like, wow!
[01:57:15.111 --> 01:57:19.594]  People don't know this is what it's like to be a righteous person, and that doesn't mean I'm perfect, but I have good will.
[01:57:21.121 --> 01:57:22.041]  And I want to stand against evil.
[01:57:22.061 --> 01:57:27.742]  We're going to come back and play Susan Reitz's babbling BS on PBS last night.
[01:57:27.762 --> 01:57:32.143]  Looks like she's drugged up or something on a bunch of Valium.
[01:57:32.483 --> 01:57:35.064]  And then we've got the admissions that know she was spying.
[01:57:35.104 --> 01:57:36.064]  Even Bloomberg admits it.
[01:57:36.364 --> 01:57:37.164]  Of course they were!
[01:57:37.464 --> 01:57:39.865]  They admitted two months ago they were in the newspapers!
[01:57:41.005 --> 01:57:46.906]  Again, that's why I said this is their Waterloo, because they just keep lying.
[01:57:48.146 --> 01:57:49.407]  On things that are verifiable.
[01:57:49.747 --> 01:57:59.892]  And they think if enough Cuomos, or enough Coopers, or enough Maddows, if enough of these men get up on TV and sit there and lie, that we're going to believe it.
[01:58:00.172 --> 01:58:04.534]  You may have zombies where Cuomo says, you're not allowed to read WikiLeaks, only we are.
[01:58:05.034 --> 01:58:08.436]  Ignore all this new news, this fake controversy about Susan Rice.
[01:58:09.417 --> 01:58:10.377]  He instructs them!
[01:58:10.657 --> 01:58:14.478]  Imagine if I was telling you, like, ignore this, and you can't look at this.
[01:58:14.979 --> 01:58:16.019]  I look at this, okay?
[01:58:16.399 --> 01:58:17.179]  You go through me.
[01:58:17.199 --> 01:58:18.140]  Is that clear?
[01:58:20.660 --> 01:58:22.661]  I just feel humanity beginning to come back.
[01:58:23.881 --> 01:58:28.863]  And I call on everyone, peacefully in the info war, to spread the word, and to do whatever you can.
[01:58:28.923 --> 01:58:34.684]  If you work inside MSM, tape them, record them, get it out, expose what they're doing.
[01:58:35.685 --> 01:58:36.465]  They want a war?
[01:58:37.657 --> 01:58:38.739]  They've got one, don't they?
[01:58:39.140 --> 01:58:41.224]  And we're in the middle of it, and we're winning!
[01:58:41.564 --> 01:58:42.827]  They're trying to demoralize us?
[01:58:42.927 --> 01:58:43.829]  Good luck, scum!
[01:58:44.109 --> 01:58:45.191]  We'll never quit!
[01:58:45.392 --> 01:58:46.934]  And we're winning, by the way, jackass!
[01:58:53.172 --> 01:58:58.456]  After being sold out for months, our best-selling super blue fluoride toothpaste is now back in stock at InfoWareStore.com.
[01:58:58.616 --> 01:59:00.517]  Research across the board is clear.
[01:59:00.718 --> 01:59:05.761]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[01:59:06.021 --> 01:59:09.764]  That's why the last Surgeon General's report on oral health warns that
[01:59:09.864 --> 01:59:13.047]  Your oral health can have a serious impact on your entire body.
[01:59:13.307 --> 01:59:16.390]  Super Blue Fluoride Free Toothpaste is a groundbreaking new formula.
[01:59:16.490 --> 01:59:20.154]  It's loaded with good halogen iodine instead of the bad halogen fluoride.
[01:59:20.374 --> 01:59:27.441]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[01:59:27.541 --> 01:59:32.926]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil,
[01:59:33.086 --> 01:59:34.406]  You're listening to the Alex Jones Show!
[02:00:07.919 --> 02:00:08.659]  Life isn't safe.
[02:00:10.840 --> 02:00:11.980]  None of us get out of it alive.
[02:00:12.841 --> 02:00:13.621]  The greatest danger.
[02:00:14.861 --> 02:00:19.863]  Before America can be great again, she must be free again.
[02:00:20.383 --> 02:00:23.184]  You're listening to the Alex Jones Show.
[02:00:25.024 --> 02:00:29.686]  I was thinking this morning about tweeting that out, but I didn't do it.
[02:00:31.932 --> 02:00:32.732]  Life isn't safe.
[02:00:33.572 --> 02:00:41.355]  Anybody that says they've got systems to keep you safe and makes it only about being safe and not taking risks or not standing up for what you believe in is an enemy.
[02:00:42.675 --> 02:00:44.075]  Is unconscious at the bare minimum.
[02:00:44.875 --> 02:00:46.036]  No, here's the quote for Twitter.
[02:00:46.636 --> 02:00:47.716]  Life isn't safe.
[02:00:48.636 --> 02:00:53.958]  But the most dangerous thing in the universe is doing nothing.
[02:00:54.558 --> 02:01:01.540]  The most dangerous thing in the world is trying to stay safe.
[02:01:02.799 --> 02:01:03.559]  Life isn't safe.
[02:01:04.300 --> 02:01:10.402]  The most dangerous thing in the universe is believing there is no risk.
[02:01:12.103 --> 02:01:14.143]  And people then just live paralyzed.
[02:01:16.244 --> 02:01:19.966]  Susan Rice, if you just tuned in, obviously yesterday, Mike Cernovich, joining us in the next segment.
[02:01:21.046 --> 02:01:21.686]  Whistleblowers.
[02:01:22.967 --> 02:01:25.448]  Clearly it's Bloomberg, 45 minutes to an hour after he posted.
[02:01:25.508 --> 02:01:28.049]  It's the exact story he put out, it's what they put out there.
[02:01:28.089 --> 02:01:29.349]  Oh, okay, it's true, Susan Rice.
[02:01:30.109 --> 02:01:31.190]  Oh, you know, it's true, here it is.
[02:01:32.898 --> 02:01:35.801]  Top Obama advisors sought names of Trump associates in Intel.
[02:01:36.022 --> 02:01:38.424]  They already admit they unmasked the names.
[02:01:38.785 --> 02:01:41.868]  They just keep playing games like they're not going to release the info.
[02:01:42.649 --> 02:01:43.250]  And here it is.
[02:01:43.390 --> 02:01:44.011]  Mike Cernovich.
[02:01:44.471 --> 02:01:46.994]  Can we queue up that 60 minutes in the next segment to introduce him?
[02:01:47.695 --> 02:01:49.537]  Where they have that reporter, whatever his name is.
[02:01:49.577 --> 02:01:50.598]  Notice we don't even know their names now.
[02:01:52.130 --> 02:01:52.850]  Oh, we can play it now.
[02:01:52.910 --> 02:01:54.971]  The guy's such a stuffed... What's his name?
[02:01:55.392 --> 02:01:55.992]  Scott Kelly.
[02:01:56.712 --> 02:01:57.353]  Scott Pele.
[02:01:57.433 --> 02:01:57.653]  Okay.
[02:01:57.993 --> 02:02:01.374]  He sits there and he acts like he is such a stuffed shirt.
[02:02:01.434 --> 02:02:02.555]  He's so arrogant.
[02:02:02.935 --> 02:02:03.756]  He's God.
[02:02:03.856 --> 02:02:04.916]  He's unstoppable.
[02:02:05.676 --> 02:02:09.838]  And just how dare you sit here and put all this garbage out?
[02:02:10.579 --> 02:02:14.501]  And if somebody watches that who's in a trance, they believe Scott Pele.
[02:02:16.202 --> 02:02:18.583]  But if you're already awake, you know what a joke it is.
[02:02:19.659 --> 02:02:22.361]  And that Cernovich is obviously being edited, which they did.
[02:02:25.904 --> 02:02:27.646]  So, they asked him about it.
[02:02:27.686 --> 02:02:29.907]  They only show the clip up to where she's about to fall over.
[02:02:30.728 --> 02:02:32.389]  Then he says, oh, see, that's fake news.
[02:02:34.491 --> 02:02:35.812]  And then they cut to something completely different.
[02:02:35.832 --> 02:02:38.074]  He said about something completely separate.
[02:02:38.334 --> 02:02:43.999]  But it doesn't matter because in the interview, he kept his answers so short, they didn't have anything to really edit together.
[02:02:44.019 --> 02:02:46.301]  I mean, that's how pathetic these people are.
[02:02:48.148 --> 02:02:53.097]  A Trump supporter labeled fake news by 60 Minutes beats everyone to Susan Rice soup.
[02:02:56.766 --> 02:03:00.048]  I remember about a year ago, Paul Watts was like, I like this Cernovich guy, you gotta start paying attention to him.
[02:03:00.068 --> 02:03:04.051]  So I started paying attention to him, and it was only a few months ago we got him on, but that is so exciting.
[02:03:04.791 --> 02:03:09.975]  And notice, I can just tell, Cernovich is just in there, he's kicking their ass with the truth, so they're attacking him.
[02:03:10.035 --> 02:03:11.636]  That's what happens when you're doing the right thing.
[02:03:11.936 --> 02:03:19.401]  Here's Scott Paley, the lord of arrogance and acting like he's in charge, because he doesn't have the facts, he just has...
[02:03:27.486 --> 02:03:27.927]  Here it is.
[02:03:28.607 --> 02:03:32.450]  She had a seizure and froze up walking into her motorcade.
[02:03:34.511 --> 02:03:35.852]  Well, she had pneumonia.
[02:03:35.872 --> 02:03:36.893]  How do you know?
[02:03:37.113 --> 02:03:37.693]  Who told you that?
[02:03:37.933 --> 02:03:39.394]  Well, the campaign told us that.
[02:03:39.594 --> 02:03:41.195]  Why would you trust a campaign?
[02:03:41.315 --> 02:03:45.538]  The point is, you didn't talk to anybody who'd ever examined Hillary Clinton.
[02:03:45.838 --> 02:03:48.220]  I don't take anything Hillary Clinton's gonna say.
[02:03:48.240 --> 02:03:48.640]  Back it up.
[02:03:48.800 --> 02:03:49.421]  Back it up to start.
[02:03:50.487 --> 02:03:52.548]  Doctors don't talk to people they've examined.
[02:03:52.808 --> 02:03:55.050]  You know there's health laws as an investigative journalist.
[02:03:55.990 --> 02:04:00.593]  He got it from the campaign of a known discredited organization in the WikiLeaks of total liars.
[02:04:01.113 --> 02:04:13.521]  And the Supreme Court, as Sernovich told you in the interview, sources, shouldn't have said that up the slip, and the Secret Service gave us the info about her and the black ambulance falling down and having seizures every 45 minutes.
[02:04:13.801 --> 02:04:15.742]  But you know that, don't you, Scott Paley?
[02:04:15.982 --> 02:04:16.743]  Let's go out to break with him.
[02:04:16.763 --> 02:04:17.043]  Here he is.
[02:04:17.910 --> 02:04:21.734]  She had a seizure and froze up walking into her motorcade.
[02:04:23.817 --> 02:04:25.138]  Well, she had pneumonia.
[02:04:25.158 --> 02:04:26.179]  How do you know?
[02:04:26.399 --> 02:04:27.000]  Who told you that?
[02:04:27.220 --> 02:04:28.702]  Well, the campaign told us that.
[02:04:28.882 --> 02:04:30.204]  Why would you trust the campaign?
[02:04:30.624 --> 02:04:34.849]  The point is, you didn't talk to anybody who'd ever examined Hillary Clinton.
[02:04:35.149 --> 02:04:37.512]  I don't take anything Hillary Clinton is going to say.
[02:04:39.082 --> 02:04:39.402]  At all.
[02:04:39.703 --> 02:04:40.083]  It's true.
[02:04:40.103 --> 02:04:41.484]  I'm not going to take her on her word.
[02:04:41.965 --> 02:04:44.247]  The media says we're not going to take Donald Trump on his word.
[02:04:44.668 --> 02:04:47.611]  And that's why we are in these different universes.
[02:05:02.927 --> 02:05:05.108]  This is Joe Biggs with InfoWars.com.
[02:05:05.288 --> 02:05:05.888]  Former U.S.
[02:05:05.948 --> 02:05:11.751]  Attorney Susan Rice ordered by spy agencies to produce detailed spreadsheets involving Trump.
[02:05:11.971 --> 02:05:13.712]  Article up by the Daily Caller.
[02:05:13.912 --> 02:05:18.053]  Former President Barack Obama's National Security Advisor Susan Rice ordered U.S.
[02:05:18.073 --> 02:05:26.217]  spy agencies to produce detailed spreadsheets of legal phone calls involving Donald Trump and his aides when he was running for president according to
[02:05:26.377 --> 02:05:27.597]  We're good to go.
[02:05:53.243 --> 02:05:56.384]  Because of what we did on this day, change has come to America.
[02:06:18.573 --> 02:06:23.795]  The nation has been hijacked by international forces, bent on global governance.
[02:06:24.295 --> 02:06:30.157]  When I was a boy, it was okay to be proud of the flag, heritage, mom and apple pie.
[02:06:30.537 --> 02:06:35.959]  God was in school, morality had a future, and beef was for supper.
[02:06:36.839 --> 02:06:39.280]  Revelation, dawn of global government.
[02:06:39.560 --> 02:06:40.460]  We're the solution!
[02:06:40.740 --> 02:06:41.321]  Americans!
[02:06:41.721 --> 02:06:43.161]  Ain't nothing more to it than that.
[02:06:43.261 --> 02:06:48.484]  Starring Alex Jones, Charlie Daniels, and Special Ops General Jerry Boykin.
[02:06:48.644 --> 02:06:50.324]  Theatrical screenings on demand.
[02:06:50.344 --> 02:06:51.805]  DVDs now available.
[02:06:52.265 --> 02:06:55.326]  Wanna shed some tears over the red, white, and blue?
[02:06:55.646 --> 02:06:57.827]  Americans need to see this film.
[02:07:02.577 --> 02:07:04.398]  It's not just our water we need to filter.
[02:07:04.458 --> 02:07:06.319]  It's not just our food that needs to be cleaned.
[02:07:06.479 --> 02:07:09.301]  It's the air we're breathing, especially for our children.
[02:07:09.381 --> 02:07:15.245]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[02:07:15.445 --> 02:07:24.350]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breathe.
[02:07:24.650 --> 02:07:29.493]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children.
[02:07:29.713 --> 02:07:31.857]  Do the best job you can to purify your air.
[02:07:32.177 --> 02:07:39.890]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[02:07:40.211 --> 02:07:41.172]  The general public doesn't.
[02:07:42.385 --> 02:07:44.707]  The Alexa Pure Breeze would be a steal at $300, $400, $500.
[02:07:46.329 --> 02:07:49.752]  One of these systems can keep 800 square feet incredibly clean.
[02:07:49.892 --> 02:07:56.377]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[02:07:56.597 --> 02:08:00.721]  Find out why this system is so revolutionary today at InfoWarsTore.com.
[02:08:05.444 --> 02:08:08.465]  Crashing through the lies and disinformation.
[02:08:09.025 --> 02:08:13.225]  It's Alex Jones on the GCN Radio Network.
[02:08:13.885 --> 02:08:17.706]  Well, the man of the hour in the real medium.
[02:08:34.560 --> 02:08:40.946]  In the truth-based nationalistic media is Mike Cernovich, but he's not anywhere in the mainstream news.
[02:08:41.306 --> 02:08:47.572]  When he broke yesterday morning the Susan Rice information from the State Department that she's the one that ordered the unmasking.
[02:08:47.932 --> 02:08:53.097]  She's now given an interview to, I guess, Alan Greenspan's wife.
[02:08:55.699 --> 02:08:58.462]  And Fox News and others are reporting that's going to be aired soon.
[02:08:59.611 --> 02:09:02.552]  Where she says, I do not deny I did it, but I did nothing wrong.
[02:09:02.652 --> 02:09:03.653]  So let's get it straight.
[02:09:04.033 --> 02:09:07.095]  You spied on Trump for political purposes.
[02:09:07.755 --> 02:09:08.935]  You said you never did it.
[02:09:09.055 --> 02:09:09.776]  All of you lied.
[02:09:09.856 --> 02:09:10.696]  Now you've been caught.
[02:09:10.756 --> 02:09:12.197]  So now you're saying you did nothing wrong.
[02:09:15.078 --> 02:09:16.679]  We're getting started with this line up on Skype right now.
[02:09:16.699 --> 02:09:17.459]  If not, we'll go to phone.
[02:09:20.040 --> 02:09:22.842]  But understand folks, they're all over the news with these headlines.
[02:09:23.942 --> 02:09:31.890]  Blackwater founder held secret Seychelles meeting to establish Trump-Putin backchannel on January 9th.
[02:09:32.931 --> 02:09:40.398]  The United Arab Emirates, who he represents and has built an army for, wants to meet to then have Trump cut off Iran once he becomes president.
[02:09:41.119 --> 02:09:43.841]  So now, oh my god, you're not allowed to talk to the
[02:09:44.781 --> 02:09:50.908]  United Arab Emirates and of course the Russians were there trying to get the Russians to join the United States in not being allies with Iran.
[02:09:51.108 --> 02:09:53.010]  That'd be a great victory for the United States.
[02:09:53.370 --> 02:09:55.352]  How dare Eric Prince!
[02:09:57.094 --> 02:10:01.218]  This meeting is the leader of the United Arab Emirates, totally legal.
[02:10:01.759 --> 02:10:03.401]  Eric Prince is now an international citizen.
[02:10:04.582 --> 02:10:05.243]  Totally normal.
[02:10:07.133 --> 02:10:14.000]  And the media then spins it like Russians, dun-dun-dun, at the headlines this morning where Russian web continues to expand.
[02:10:14.440 --> 02:10:21.347]  Imagine, out of tens of thousands of people in the executive branch of the Trump circle, they're talking to Russians!
[02:10:22.108 --> 02:10:26.051]  And that's where they've succeeded, even though they failed overall, trying to bring Trump down with this.
[02:10:26.832 --> 02:10:29.655]  Trump was supposedly already going to have meetings with Putin, hadn't had it yet.
[02:10:29.895 --> 02:10:31.437]  He's having with all these other world leaders.
[02:10:32.691 --> 02:10:36.234]  But hadn't had it with Putin yet because the optics of him meeting with Putin.
[02:10:36.514 --> 02:10:37.515]  That's giving in!
[02:10:37.875 --> 02:10:39.857]  Have him up there for an hour-long press conference!
[02:10:40.117 --> 02:10:41.458]  Make jokes about this!
[02:10:42.379 --> 02:10:46.522]  Putin, I like Russia, but let me tell you, I'm sorry I brought coal back.
[02:10:46.542 --> 02:10:48.003]  I know that devastates your gas exports.
[02:10:48.303 --> 02:10:51.446]  What'd you lose, about 300, 400 billion a year?
[02:10:51.686 --> 02:10:52.567]  Sorry, America first.
[02:10:55.350 --> 02:10:59.394]  Oh my gosh, Trump to meet with Putin's favorite congressman as Russia story swirls.
[02:10:59.574 --> 02:11:01.676]  Oh my god, Dana Rohrbacher.
[02:11:02.017 --> 02:11:03.158]  Been on the show many times.
[02:11:03.218 --> 02:11:03.978]  Pro-gun guy.
[02:11:05.140 --> 02:11:09.304]  Since Russia's not communist anymore, says we ought to have businesses in Russia.
[02:11:09.544 --> 02:11:10.545]  We ought to have trade.
[02:11:10.645 --> 02:11:11.426]  Oh my god!
[02:11:12.186 --> 02:11:15.129]  Oh my god, Dana Rohrbacher, another Russki agent.
[02:11:16.290 --> 02:11:18.352]  The Russians aren't communist anymore.
[02:11:19.312 --> 02:11:19.752]  They're not.
[02:11:20.353 --> 02:11:22.375]  All that old anti-Russia propaganda they're not here.
[02:11:22.395 --> 02:11:25.037]  Oh my God, they're getting ready to put the Red Stars back on the tanks.
[02:11:25.477 --> 02:11:26.198]  It's all over.
[02:11:26.238 --> 02:11:27.739]  The globalists got kicked out of Russia.
[02:11:28.040 --> 02:11:29.141]  Does Russia have problems?
[02:11:29.561 --> 02:11:30.942]  Does it have absolutely?
[02:11:31.022 --> 02:11:31.823]  Is Putin perfect?
[02:11:31.843 --> 02:11:32.323]  No!
[02:11:33.144 --> 02:11:33.845]  Compared to China?
[02:11:33.865 --> 02:11:35.246]  Compared to Saudi Arabia?
[02:11:35.266 --> 02:11:37.148]  Compared to the EU threatening to attack us?
[02:11:38.028 --> 02:11:38.569]  It's incredible.
[02:11:42.304 --> 02:11:45.005]  Now, again, we're working to get Mike Cernovich on Skype.
[02:11:45.126 --> 02:11:46.326]  Let's pull the plug, go right to phone.
[02:11:46.586 --> 02:11:51.669]  I want to get this great American on with us, as we got other guests coming up as well, so we need to get to him.
[02:11:53.090 --> 02:11:57.812]  Breaking down the amazing work he did with his sources, also the film producer of Silenced.
[02:12:04.816 --> 02:12:07.498]  Now we're going to go to Mike Cernovich, who we finally got to Skype up.
[02:12:07.558 --> 02:12:09.018]  Great technology, but has its problems.
[02:12:09.078 --> 02:12:09.819]  Again, imagine.
[02:12:13.015 --> 02:12:14.935]  They're now not denying that Rice did the unmasking.
[02:12:16.256 --> 02:12:17.076]  He gets the intel.
