[00:00:12.250 --> 00:00:13.451]  Wow, Friday.
[02:18:22.771 --> 02:18:31.294]  So these people are, you know, we're blessed in this country because I think a lot of people, I was born in the Soviet Union, a lot of people don't realize how bad governments can be.
[02:18:31.754 --> 02:18:35.415]  They think it's income taxes or they think it's, you know, something like Bloomberg stuff.
[02:18:35.835 --> 02:18:36.315]  It's not.
[02:18:36.536 --> 02:18:41.678]  It can get so bad, and we're so used to it being so good here that we get oblivious.
[02:18:41.879 --> 02:18:46.381]  You know, being born in the Soviet Union, we had the KGB, and now we have the NSA.
[02:18:46.441 --> 02:18:47.101]  What's the difference?
[02:18:47.282 --> 02:18:48.402]  It's the same exact thing.
[02:18:48.442 --> 02:18:53.485]  When you were in Russia, people would listen to your phone calls and read your mail, and now we brought it in, and it's the Republicans who did it.
[02:18:53.585 --> 02:18:57.127]  So it's just really, really sad to see what's happening in this country in many ways.
[02:18:57.347 --> 02:19:01.209]  And to be clear, he's a dear leader, but your book is Dear Reader.
[02:19:01.249 --> 02:19:01.690]  Sorry, go ahead.
[02:19:02.290 --> 02:19:02.571]  Yeah, yeah.
[02:19:02.891 --> 02:19:03.533]  Well, right.
[02:19:03.553 --> 02:19:10.066]  So, I mean, North Korea is really, if people want to understand just how bad government can be, this is the South.
[02:19:10.126 --> 02:19:12.230]  It's been 70 years with this country, and it's poor people.
[02:19:14.625 --> 02:19:16.546]  Is North Korea the most evil country on Earth?
[02:19:17.267 --> 02:19:18.568]  Without a question of a doubt.
[02:19:18.648 --> 02:19:20.009]  They have concentration camps.
[02:19:20.069 --> 02:19:23.191]  You can see the concentration camps on Google Earth.
[02:19:23.211 --> 02:19:24.852]  There's 100, 200,000 people in them right now.
[02:19:25.353 --> 02:19:31.317]  And another, I know after the break we can talk at length, but there's levels of hell that we can't even imagine.
[02:19:31.337 --> 02:19:38.262]  So whenever you see the media reporting and how funny they are, this is a country of hostages where everyone has a gun to the back of their head at all times.
[02:19:38.622 --> 02:19:40.964]  And if someone put a gun to the back of your head, Alex, or mine,
[02:19:41.264 --> 02:19:44.988]  You would do some wacky stuff, too, just to keep yourself and your family alive.
[02:19:45.189 --> 02:19:47.992]  That's right, like crying for three days when the dear leader dies.
[02:19:48.032 --> 02:19:48.272]  Yes!
[02:19:48.813 --> 02:19:54.940]  Michael Malice, expert on the Democratic Republic of North Korea, which is as democratic as our Democratic Party.
[02:19:55.400 --> 02:20:01.708]  It wants war, it wants death, it wants slaves, it wants total control as the priest of power stomping on a human face forever.
[02:20:04.226 --> 02:20:05.627]  You developed Living Defense for us.
[02:20:05.667 --> 02:20:06.748]  It took you over a year to do it.
[02:20:07.008 --> 02:20:07.929]  Why is this so good?
[02:20:08.209 --> 02:20:13.453]  Because people are actually waking up to the problem that pretty much scares me the most.
[02:20:13.533 --> 02:20:27.103]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[02:20:27.143 --> 02:20:28.524]  Right now with all the refugees,
[02:20:29.444 --> 02:20:30.865]  Spreading disease around.
[02:20:30.945 --> 02:20:33.448]  We have biological warfare going on everywhere.
[02:20:33.528 --> 02:20:34.789]  These are all parasites.
[02:20:34.849 --> 02:20:35.950]  Tell us about all the stuff that's in it.
[02:20:35.970 --> 02:20:37.010]  There's so many things that are in it.
[02:20:37.311 --> 02:20:41.634]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[02:20:41.834 --> 02:20:45.017]  I recommend doing a parasite cleanse at least twice a year.
[02:20:45.117 --> 02:20:48.160]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[02:20:48.200 --> 02:20:49.201]  It just came back in yesterday.
[02:20:49.261 --> 02:20:51.143]  Living Defense, Infowarslife.com.
[02:20:51.203 --> 02:20:52.224]  And folks, you can't lose.
[02:20:52.244 --> 02:20:54.306]  It's full of stuff that's great for your body, period.
[02:20:54.927 --> 02:20:57.969]  And you support the broadcast, Infowarslife.com.
[02:20:58.230 --> 02:21:00.112]  Thank you, Dr. Group from the Global Healing Center.
[02:21:00.492 --> 02:21:02.454]  Thank you so much for all your work, sir, on this great product.
[02:21:05.239 --> 02:21:09.162]  This is one of the most amazing stories I've seen in years.
[02:21:09.783 --> 02:21:12.625]  To take us behind the curtain of fake corporate news.
[02:21:13.105 --> 02:21:18.370]  CNN's famous in 1991 for saying they were hit with a Scud missile in Tel Aviv with nerve gas.
[02:21:18.410 --> 02:21:21.032]  They were in CNN Center in Atlanta.
[02:21:21.152 --> 02:21:26.356]  Everybody knows about that, because they don't want other citizens being there, you know, jumping on camera saying things, basically.
[02:21:26.396 --> 02:21:30.279]  So they do it from their studios, and then they claim they're out there on the ground.
[02:21:30.299 --> 02:21:31.160]  Well, this is different.
[02:21:31.320 --> 02:21:38.406]  This is getting a fake demonstration together with a bunch of signs they hand out to have, quote, Muslims say, let's come together, we're sorry for the terror attack.
[02:21:38.666 --> 02:21:41.468]  That's not really happening or going on, so they have to produce it.
[02:21:41.508 --> 02:21:42.429]  It's a PR event.
[02:21:42.509 --> 02:21:47.232]  So Mark Antro, he's on Twitter at Twitter at MarkAntro.com.
[02:21:47.332 --> 02:21:48.092]  You're there in London.
[02:21:48.112 --> 02:21:55.517]  Give us your overall view of what's happening in the world, what you're witnessing unfold, and the fact that your story now is in hundreds of news sites.
[02:21:55.998 --> 02:22:00.180]  CNN's responded saying, OK, we did stage it, but it was a real demonstration.
[02:22:00.481 --> 02:22:01.621]  Cernovich predicted this.
[02:22:01.661 --> 02:22:06.144]  They'd say, oh, we did stage it, but we went and found real people to come be part of it.
[02:22:06.405 --> 02:22:08.006]  Well, I mean, who knows if they'd stage this?
[02:22:08.906 --> 02:22:10.868]  What won't they stage, Mark?
[02:22:11.988 --> 02:22:13.950]  I mean, I'm just lost for words.
[02:22:14.090 --> 02:22:26.799]  I mean, if we have some context, Weekend Before Last, ISIS puts out the threat over Ramadan that it's going to be a holy month of war, following the Westminster attacks and the Manchester attacks.
[02:22:27.079 --> 02:22:32.823]  People are saying people in London aren't scared and that we're carrying on as normal.
[02:22:32.844 --> 02:22:33.144]  We're not.
[02:22:33.604 --> 02:22:38.206]  The media's portraying one thing, and people are feeling very, very different.
[02:22:38.526 --> 02:22:40.326]  So I suppose that's my initial take.
[02:22:40.386 --> 02:22:52.631]  To your point around CNN faking the narrative, I mean, it's just morally bankrupt as far as I'm concerned.
[02:22:52.791 --> 02:22:59.573]  But at the very beginning of the clip, you'll notice we've got, I think her name's Becky, setting up the scene with CNN.
[02:22:59.773 --> 02:23:00.954]  I mean, you clearly see
[02:23:02.215 --> 02:23:03.676]  Becky lining the shot up.
[02:23:03.716 --> 02:23:10.441]  You'll see BBC, who are next, start waving and setting up a scene with them, telling them to get into shot.
[02:23:10.681 --> 02:23:12.022]  This is what gets me.
[02:23:12.062 --> 02:23:13.724]  So the scene's about to go live.
[02:23:13.764 --> 02:23:15.585]  I'm not sure if you've got the audio there.
[02:23:16.046 --> 02:23:17.407]  But Becky starts the scene.
[02:23:18.608 --> 02:23:21.910]  After setting it up, a whole false pretense.
[02:23:21.930 --> 02:23:23.552]  And she opens up and her opening line is...
[02:23:24.252 --> 02:23:25.773]  This is a wonderful scene here.
[02:23:26.133 --> 02:23:30.695]  So you hear me laugh, and I go, that's because you put the scene together.
[02:23:31.215 --> 02:23:33.236]  And the BBC director laughed with me.
[02:23:33.777 --> 02:23:35.978]  I mean, they know.
[02:23:35.998 --> 02:23:37.098]  They know it's fake.
[02:23:37.218 --> 02:23:44.182]  So while CNN is saying, yes, these are sincere Muslims, they're against ISIS, I'm not disputing that for a second.
[02:23:44.662 --> 02:23:49.984]  But what I'm saying is how false the pretence it is, how staged it was.
[02:23:50.244 --> 02:23:53.385]  And for Becky to stand there and go, this is a poignant scene.
[02:23:53.685 --> 02:23:56.326]  It's a poignant scene because your script is a poignant scene.
[02:23:56.586 --> 02:23:58.987]  It's not a poignant scene because that's the truth and reality.
[02:23:59.387 --> 02:24:02.349]  And that, I think to me, that's a real issue here.
[02:24:06.890 --> 02:24:08.271]  Michael Malice is our guest.
[02:24:08.311 --> 02:24:09.331]  I don't know where to begin.
[02:24:09.371 --> 02:24:11.032]  He's the expert on
[02:24:12.222 --> 02:24:16.464]  North Korea written the unauthorized biography that's been hailed a dear reader about the dear leader.
[02:24:16.924 --> 02:24:27.869]  This is a short segment, long segment coming up to flesh this out, but what about the left celebrating Mao, celebrating North Korea, celebrating China, celebrating the most oppressive forms of this?
[02:24:28.889 --> 02:24:40.699]  Rallies just last weekend in Austin with communists with their AK-47s out, semi-autos, saying they want to kill everybody, and then saying they want to be like North Korea, they want to be like China.
[02:24:41.139 --> 02:24:43.161]  It's just the most ridiculous joke ever.
[02:24:44.002 --> 02:24:46.724]  It's like saying they want to go to hell instead of Valhalla.
[02:24:47.424 --> 02:24:51.408]  What is it like for you to be an expert on this and then see the left in love with this?
[02:24:52.284 --> 02:24:56.986]  Well, I'm a kind-hearted guy despite my name, and I like to give people the benefit of the doubt.
[02:24:57.026 --> 02:25:04.708]  And I genuinely think, for the most part, once people understand what North Korea is really like, they will realize this is complete hell on earth, like you said.
[02:25:04.968 --> 02:25:06.869]  This is not aspirational for anyone.
[02:25:07.189 --> 02:25:11.130]  And that's the reason I wrote the book, because the media gets it wrong so often.
[02:25:11.451 --> 02:25:17.753]  They like to portray North Korea as this carnival, as a sideshow, as this wacky kind of country where everyone gets along and everything's nice.
[02:25:18.113 --> 02:25:20.954]  Yeah, they only show the parades and things and say, look at these funny people.
[02:25:21.794 --> 02:25:22.755]  It's like Disney World, right?
[02:25:22.795 --> 02:25:24.297]  Like, hey, who doesn't like a parade, right?
[02:25:24.317 --> 02:25:26.099]  Alex is like, hey, parades all day.
[02:25:26.379 --> 02:25:27.420]  It's not parades all day.
[02:25:27.660 --> 02:25:30.323]  These are, you know, like the Bataan Death March.
[02:25:30.763 --> 02:25:34.347]  So I said, the books out there were either too depressing or too scholarly.
[02:25:34.387 --> 02:25:36.509]  I said, there's got to be a book where you can read
[02:25:37.049 --> 02:25:45.654]  And in an entertaining way, understand what is going on there and understand behind this facade of, you know, having a good time and it's this, you know, military superpower.
[02:25:45.934 --> 02:25:49.096]  They're really the worst place on earth and it didn't happen overnight.
[02:25:49.416 --> 02:25:54.479]  It took 70 years for this family, the Kim family, to build the walls that are oppressing these people.
[02:25:54.539 --> 02:25:57.481]  And I love how the leadership's all fat and everybody else is starving to death.
[02:25:57.521 --> 02:25:58.342]  It's so archetypal.
[02:25:59.173 --> 02:26:00.134]  Oh, absolutely.
[02:26:00.634 --> 02:26:06.457]  And it's like, again, they choose who gets food based on their loyalty to the regime.
[02:26:06.477 --> 02:26:08.218]  We can get into that system after the break.
[02:26:08.258 --> 02:26:09.099]  I don't have much time.
[02:26:09.359 --> 02:26:12.781]  But yeah, there's so many levels to how they control the people.
[02:26:12.861 --> 02:26:14.162]  It's not just the telephones.
[02:26:14.242 --> 02:26:15.302]  It's not just the television.
[02:26:15.342 --> 02:26:16.803]  It's not just the education system.
[02:26:17.183 --> 02:26:22.947]  It's just so stacked and so covered that it seems your heart just has to break for the North Korean people.
[02:26:23.667 --> 02:26:24.468]  My heart does break.
[02:26:24.488 --> 02:26:26.270]  You know, my sister's Korean, adopted.
[02:26:26.610 --> 02:26:28.992]  She was, you know, the South is a lot better.
[02:26:29.012 --> 02:26:30.133]  The North has its own problems.
[02:26:30.213 --> 02:26:35.598]  If somebody is born out of wedlock, it's seen as a ghost child, basically thrown on the side of the road and starved to death.
[02:26:36.839 --> 02:26:41.264]  And so, I mean, I have a connection to Korea and I've talked to families from the military over there.
[02:26:41.684 --> 02:26:48.969]  But they talk about the North, where the entertainment is torturing and raping people and killing people's children in front of them, and the forced labor camps.
[02:26:49.309 --> 02:26:54.313]  And you look at the demonic look in the soldiers' eyes, I see the same look in the Democrats' eyes.
[02:26:54.353 --> 02:26:54.893]  I'm not kidding.
[02:26:55.153 --> 02:26:57.475]  For them, it's about dominating other people.
[02:26:58.579 --> 02:27:05.069]  I can't go as far as that, because if I had to choose between Hillary Clinton and Kim Jong-un, this would not be a hard choice.
[02:27:05.350 --> 02:27:11.439]  But I think a lot of times when people have the wrong convictions, it becomes a slippery slope, and that's the real concern.
[02:27:13.618 --> 02:27:20.541]  I don't know, if you look at the evil eyes of Hillary and stealing 97% of the Haitian money and all the bad things she's been involved in, I think she's a Kim Jong-un.
[02:27:20.581 --> 02:27:23.122]  I just think she can't get that much evil done here.
[02:27:23.142 --> 02:27:26.423]  Well, she's not that charismatic, so there's already one big difference, huh?
[02:27:26.823 --> 02:27:28.324]  And she couldn't win an election like he did.
[02:27:29.144 --> 02:27:29.584]  That's right.
[02:27:29.644 --> 02:27:32.465]  Oh yes, he has elections.
[02:27:32.605 --> 02:27:35.086]  You've got the greatest hits of this, what folks need to know.
[02:27:35.647 --> 02:27:38.548]  Let's start running through North Korea, what it really is and where it's going.
[02:27:39.284 --> 02:27:43.186]  Yeah, so I mean, let's talk about the levels of control that they have.
[02:27:43.446 --> 02:27:48.648]  So everyone in North Korea, everyone is slotted into some group, your school, your neighborhood, your office.
[02:27:49.028 --> 02:27:51.770]  And once a week, people ask, why don't they have a rebellion?
[02:27:51.810 --> 02:27:52.530]  Why don't they revolt?
[02:27:52.790 --> 02:27:59.973]  Well, once a week, you have to get together with your school or your office, your neighborhood, and you have to get up and say, this is what I did wrong this week.
[02:28:00.414 --> 02:28:03.135]  And then your peers have to get up and denounce you.
[02:28:03.735 --> 02:28:05.095]  So, and you better have something to say.
[02:28:05.475 --> 02:28:10.516]  So, everyone in the country is constantly spying on everyone else, and it's been this way since the 70s.
[02:28:10.596 --> 02:28:16.738]  Now, if you're looking for something to say about somebody else, and they start plotting against the government, well, that's the first thing you're going to report them on.
[02:28:17.098 --> 02:28:21.078]  So, right away, they have a mechanism to make sure people can't get together and collude against the government.
[02:28:21.739 --> 02:28:23.059]  So, that's something we can't allow.
[02:28:23.079 --> 02:28:29.020]  And that's just like modern political correctness, where everyone's guilty, and you must announce you're guilty, and you must say you're guilty to be accepted.
[02:28:29.747 --> 02:28:31.188]  Yes, that's exactly right.
[02:28:31.528 --> 02:28:42.432]  So another thing that they have is in the 50s, and there are several iterations over the decades, and I get into this in my book, they had something called the Understanding People Project.
[02:28:42.472 --> 02:28:48.675]  Now, Alex, you know perfectly well that these dictatorships always have nice, sunshiny names to these horrible things that they do.
[02:28:48.735 --> 02:28:51.596]  It's never like Concentration Camp, it's like Camp Fun, right?
[02:28:52.016 --> 02:28:53.857]  So what is the Understanding People Project?
[02:28:54.157 --> 02:28:56.418]  They interviewed everyone in the country, everyone.
[02:28:57.020 --> 02:28:58.882]  And they asked them about the family background.
[02:28:59.522 --> 02:29:03.406]  There were good people, people who fought with the great leader Kim Il-sung, people who were communists.
[02:29:03.426 --> 02:29:04.207]  There were bad people.
[02:29:04.447 --> 02:29:05.788]  Did you have a priest in your family?
[02:29:05.969 --> 02:29:06.829]  Were you a landlord?
[02:29:07.270 --> 02:29:15.998]  Based on this, your family was assigned a sungbun score, which is like a credit score, and you're divided into the loyal caste, the wavering, or the hostile.
[02:29:16.538 --> 02:29:21.103]  And this determines everything about your life, where you live, whether you can go to college.
[02:29:21.503 --> 02:29:22.204]  Who you marry.
[02:29:22.464 --> 02:29:32.370]  So simply due to the circumstances of your birth, which is a complete repudiation of communist ideology, every aspect of your life is determined by your family members and what they did over the last 50 years.
[02:29:32.410 --> 02:29:40.455]  So it's a total caste system, and then what your family background is if you're sent to a reeducation camp, then that decides how much food you get, what jobs you have.
[02:29:41.016 --> 02:29:41.256]  Right.
[02:29:42.998 --> 02:29:43.559]  Unbelievable.
[02:29:43.619 --> 02:29:46.781]  And this is what the left hails and thinks is cute and funny.
[02:29:47.622 --> 02:29:49.763]  And they also promote China and think it's cute and funny.
[02:29:49.904 --> 02:29:51.305]  An expert on North Korea is our guest.
[02:29:51.325 --> 02:29:51.745]  Stay with us.
[02:29:52.486 --> 02:29:53.386]  We're on the march.
[02:29:53.887 --> 02:29:55.488]  The empire's on the run.
[02:29:56.409 --> 02:29:59.091]  Alex Jones and the GCN Radio Network.
[02:30:03.832 --> 02:30:07.375]  It's Paul Joseph Watson and the t-shirt has finally arrived.
[02:30:07.836 --> 02:30:13.881]  Nothing triggers safe space snowflakes more than this slogan and my face.
[02:30:14.281 --> 02:30:17.064]  It is the new t-shirt from infowarsstore.com.
[02:30:17.464 --> 02:30:20.467]  Conservatism is the new counterculture.
[02:30:20.667 --> 02:30:24.110]  You've seen how much this triggers the safe space snowflakes.
[02:30:24.451 --> 02:30:24.891]  The left.
[02:30:26.052 --> 02:30:35.881]  They have the complete monopoly on culture, which is why conservatism is the new counterculture.
[02:30:35.941 --> 02:30:38.343]  We are striking back in the culture war.
[02:30:38.824 --> 02:30:42.688]  This triggers snowflakes like nothing you've ever seen in your life.
[02:30:42.748 --> 02:30:44.809]  You've seen how much they absolutely hate.
[02:30:45.430 --> 02:30:50.797]  The image of my face and that particular slogan, conservatism, is the new counterculture.
[02:30:51.057 --> 02:30:57.304]  This t-shirt is not only a conversation starter, it will trigger the holy hell out of leftists.
[02:30:57.384 --> 02:30:59.086]  It will make me incredibly happy.
[02:30:59.227 --> 02:31:00.408]  It's available right now.
[02:31:00.748 --> 02:31:02.911]  Get yours at infowarsstore.com.
[02:31:03.932 --> 02:31:11.037]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[02:31:11.397 --> 02:31:24.626]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[02:31:25.547 --> 02:31:36.802]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[02:31:37.443 --> 02:31:43.430]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[02:31:44.171 --> 02:31:52.559]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[02:31:53.179 --> 02:32:01.387]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[02:32:04.759 --> 02:32:08.342]  Wow, you're going to love the latest idea out of the EU.
[02:32:08.582 --> 02:32:18.971]  Scott Keller, a German member of the European Parliament and of the Green Party, said we should transplant entire villages from Syria to Germany, and that would encourage more migrants to enter Germany.
[02:32:19.151 --> 02:32:20.172]  Listen to these quotes.
[02:32:20.432 --> 02:32:28.259]  The idea of Syrian villages is only one possibility we can use, for example, if refugees don't want to go to a country alone that has no other refugees.
[02:32:28.499 --> 02:32:33.823]  People would rather go where compatriots already live, which makes integration and acceptance easier.
[02:32:33.983 --> 02:32:35.705]  Let's look at these three compatriots.
[02:32:35.985 --> 02:32:37.006]  From Paul Joseph Watson.
[02:32:37.246 --> 02:32:37.606]  Sweden.
[02:32:37.646 --> 02:32:40.308]  Migrants viciously beat disabled man while calling him racist.
[02:32:40.588 --> 02:32:46.713]  Three compatriot refugees attempted to steal a homeless man's wallet in a train station during an incident which took place last month.
[02:32:46.793 --> 02:32:53.819]  The handicapped man was kicked and punched and received a vicious uppercut as one of the migrants lectured him about war on Muslims and how all Swedes were racist.
[02:32:54.119 --> 02:32:55.843]  Now how's that for acceptance?
[02:32:56.044 --> 02:32:59.051]  You can read both articles now on InfoWars.com.
[02:32:59.312 --> 02:33:02.480]  Roger reporting for InfoWars.com and InfoWars Nightly News.
[02:33:21.309 --> 02:33:24.792]  Resistance to tyrants is obedience to God.
[02:33:25.373 --> 02:33:27.214]  It's Alex Jones.
[02:33:28.976 --> 02:33:31.839]  The book is Dear Reader about the dear leader.
[02:33:31.859 --> 02:33:43.449]  I want to get him back for a full hour sometime to just go over the psychology of Kim Jong-un because he went to school in Switzerland and then he comes back and then his older brother runs off to go to Disney World and then they end up poisoning him.
[02:33:44.650 --> 02:33:45.851]  How do you live in Switzerland?
[02:33:45.891 --> 02:33:46.272]  Beautiful.
[02:33:47.386 --> 02:33:51.667]  Tons of food, people being nice to you, and then go back and oppress your own people.
[02:33:53.627 --> 02:33:54.907]  So is he really in control?
[02:33:55.027 --> 02:33:56.228]  Is it China that's in control?
[02:33:56.248 --> 02:33:57.088]  Is it the military?
[02:33:57.108 --> 02:33:58.348]  You know, we hear a lot of stuff.
[02:33:58.368 --> 02:33:59.708]  The word is it's the military there.
[02:34:00.508 --> 02:34:01.869]  China's been trying to exert control.
[02:34:01.889 --> 02:34:02.829]  I'm not defending China.
[02:34:03.509 --> 02:34:04.629]  But we're going to get the expert.
[02:34:04.689 --> 02:34:12.190]  I mean, he's hailed as one of the top experts, best-selling author, ghostwrites a lot of the big, you know, top political books you see out there with Fox News hosts that have put out.
[02:34:12.230 --> 02:34:12.810]  Very prolific.
[02:34:13.090 --> 02:34:13.731]  Michael Malice.
[02:34:14.131 --> 02:34:15.791]  Follow him on Twitter, at Michael Malice.
[02:34:17.646 --> 02:34:18.668]  Going back to this just briefly.
[02:34:19.569 --> 02:34:20.470]  Testosterone Wars.
[02:34:20.490 --> 02:34:23.394]  I had a chance now to read this article fully because they gave it to me earlier.
[02:34:23.414 --> 02:34:24.355]  I only read part of it.
[02:34:25.016 --> 02:34:27.880]  They actually say we're bad selling vitamin B12, folks.
[02:34:28.340 --> 02:34:31.785]  Liquid methylcobalamin, the same type people inject.
[02:34:33.095 --> 02:34:37.216]  Under the tongue, you get better absorption rate than just swallowing it or taking a pill.
[02:34:37.856 --> 02:34:39.317]  I mean, give me a break.
[02:34:39.797 --> 02:34:40.917]  Whole Foods can sell it.
[02:34:41.177 --> 02:34:42.117]  Amazon can sell it.
[02:34:42.257 --> 02:34:42.938]  It works.
[02:34:43.338 --> 02:34:50.560]  My medical doctor, when I was 40, I went and got a checkup, and they said, you're pre-pre-diabetic, and you better lose some weight, and blah, blah, blah.
[02:34:50.580 --> 02:34:52.400]  And he goes, by the way, vitamin B12 injections.
[02:34:52.420 --> 02:34:53.080]  Here, take this.
[02:34:53.140 --> 02:34:53.760]  And it really helped me.
[02:34:54.561 --> 02:34:58.242]  And then I went out to one of the top companies, and we put out Secret 12.
[02:34:58.582 --> 02:34:58.922]  That is,
[02:34:59.980 --> 02:35:01.341]  Basically, pharmaceutical grade.
[02:35:01.361 --> 02:35:02.381]  I mean, don't inject it.
[02:35:02.461 --> 02:35:03.402]  Don't do that from a doctor.
[02:35:03.702 --> 02:35:04.462]  It is vitamin B12, 80%.
[02:35:04.502 --> 02:35:08.424]  The other 20% is this other vitamin B12 that helps it upload better.
[02:35:08.764 --> 02:35:12.086]  The point is, I mean, I get better energy off of it than a cup of coffee.
[02:35:12.866 --> 02:35:15.467]  And they're like, no one's really sure if vitamin B12's needed.
[02:35:15.647 --> 02:35:16.708]  You just die without it.
[02:35:17.528 --> 02:35:27.533]  And again, you have to understand, Supermail is a private label of the cold-pressed into an oil form
[02:35:28.994 --> 02:35:33.141]  Male stamina, energy, you name it, product.
[02:35:35.445 --> 02:35:36.046]  You understand that?
[02:35:38.029 --> 02:35:39.892]  Our colloidal silver is the one they sell in Whole Foods.
[02:35:39.912 --> 02:35:40.533]  We just sell it $5 lower.
[02:35:42.199 --> 02:35:43.000]  Again, our toothpaste.
[02:35:43.380 --> 02:35:45.102]  But they're even demonizing that I sell toothpaste.
[02:35:45.122 --> 02:35:46.403]  What next?
[02:35:46.683 --> 02:35:47.864]  Is toothpaste not needed?
[02:35:48.124 --> 02:35:49.125]  Is that okay with you?
[02:35:49.866 --> 02:35:50.967]  You're such hypocrites.
[02:35:51.007 --> 02:36:01.115]  The mainstream media has Prozac ads, and these ads where it says it can kill you, and irritable this, and restless leg that, and it'll cause heart attacks, and brain damage, and blah, blah, blah, blah, blah.
[02:36:01.496 --> 02:36:03.878]  Then they lie and say, oh, vaccines never hurt you.
[02:36:04.158 --> 02:36:05.219]  They've never had a side effect.
[02:36:05.239 --> 02:36:08.542]  Yeah, they just have a secret vaccine damage fund they pay out billions a year on.
[02:36:10.157 --> 02:36:12.198]  The vaccine insert says it can kill you deader than a hammer.
[02:36:14.259 --> 02:36:15.540]  But they're okay pushing that.
[02:36:15.580 --> 02:36:16.620]  No, no, I'm bad.
[02:36:16.840 --> 02:36:17.360]  Well, guess what?
[02:36:17.701 --> 02:36:20.982]  Super Male Vitality is 30% off, 4th of July special.
[02:36:21.222 --> 02:36:22.723]  Try it and just see what it does for you.
[02:36:23.143 --> 02:36:24.444]  There's a reason it's a bestseller.
[02:36:26.204 --> 02:36:28.966]  Rainforest Plus is just a bunch of known nootropics.
[02:36:30.446 --> 02:36:31.847]  There's a reason it's a bestseller.
[02:36:32.027 --> 02:36:33.688]  It is overall THE bestseller.
[02:36:34.619 --> 02:36:42.602]  We've got Survival Shield X2, Deep Earth, Iodine, just search engine, iodine deficiency, IQ.
[02:36:42.682 --> 02:36:44.362]  That's all you need to know.
[02:36:44.502 --> 02:36:48.183]  And most of the iodine in the environment is bound to not be absorbed.
[02:36:48.944 --> 02:36:49.704]  Emerix Essentials.
[02:36:49.724 --> 02:36:51.464]  Again, we got non-nano zinc.
[02:36:51.804 --> 02:36:56.006]  We copy the top brand in the country from the top brand that is kind enough to do that with us.
[02:36:56.526 --> 02:36:58.226]  So horrible, I'm selling sunscreens pretty soon.
[02:36:58.587 --> 02:37:02.788]  There's no proof sunscreens need another conspiracy theory.
[02:37:04.229 --> 02:37:05.289]  Living Defense, check it out.
[02:37:05.609 --> 02:37:08.330]  Infowarslife.com or 888-253-3139.
[02:37:08.370 --> 02:37:10.311]  They're coming after us.
[02:37:11.391 --> 02:37:12.031]  We need your support.
[02:37:12.372 --> 02:37:13.272]  Alright, back to our guest.
[02:37:13.292 --> 02:37:14.992]  I'm going to try to shut up, give him the floor.
[02:37:15.412 --> 02:37:22.935]  Give us the most important info about North Korea, where it's going, Kim Jong-un, what you think he's going to do, who's really in control.
[02:37:23.789 --> 02:37:25.830]  Kim Jong-un is unquestionably in control.
[02:37:25.930 --> 02:37:32.633]  So the leadership of the regime are people who are there not because of their intelligence or their skill, but because of their loyalty.
[02:37:32.873 --> 02:37:38.775]  As we talked before the break, since everyone is always spying everyone else, this weeds out disloyal people.
[02:37:39.236 --> 02:37:44.458]  And at the very top, you just get these absolute bootlickers, which is good because you don't want smart people at the top.
[02:37:44.818 --> 02:37:46.459]  You want people who don't know what they're doing?
[02:37:46.479 --> 02:37:49.602]  Because that'll give you a great chance to neutralize the regime.
[02:37:49.902 --> 02:37:51.303]  And they are starting to freak out.
[02:37:51.564 --> 02:37:55.267]  So North Korea, in many ways, is a religious culture.
[02:37:55.307 --> 02:37:57.448]  They've made a religion of Juche, of their leaders.
[02:37:58.029 --> 02:38:00.011]  They idolize them and regard them as supernatural.
[02:38:00.091 --> 02:38:02.633]  And they have their own version of the Ten Commandments.
[02:38:03.153 --> 02:38:05.135]  And the Tenth Commandment says something like,
[02:38:05.555 --> 02:38:10.116]  The leadership of the revolution shall be fulfilled through the generation until the end.
[02:38:10.456 --> 02:38:18.078]  What that means is, only a descendant of the founder of North Korea, the great leader Kim Il-sung, Kim Jong-un's grandfather, can be a leader.
[02:38:18.438 --> 02:38:24.799]  So that's why Kim Jong-un killed his older brother, Kim Jong-nam, because if you take out his older brother, he's safe.
[02:38:25.019 --> 02:38:32.521]  You don't have a plan B. So this was very much an insurance policy and a demonstration that he's starting to get scared of his hold on power.
[02:38:34.980 --> 02:38:35.680]  Keep going, brother.
[02:38:36.341 --> 02:38:41.504]  Well, I mean, and thankfully, I know neither of us are fans of China, to put it mildly.
[02:38:42.005 --> 02:38:52.632]  The fact that the Chinese met with President Trump at Mar-a-Lago, the fact that the Chinese are publicly turning their back on North Korea and condemning them, this is very good news.
