[00:00:09.617 --> 00:00:10.558]  Another time.
[01:47:02.043 --> 01:47:07.546]  Dude, our website's like 5,000 times bigger than yours, we're all over the country, we advise, you name it.
[01:47:07.746 --> 01:47:10.867]  They're asking, the media was asking me today, well, where does Trump get your info?
[01:47:12.208 --> 01:47:14.070]  The CIA gives it to him!
[01:47:14.370 --> 01:47:16.451]  It isn't like all these agencies are against Trump.
[01:47:17.412 --> 01:47:22.336]  Trump goes and meets with the Patriots, he's got the Pentagon, top generals, all these people.
[01:47:22.356 --> 01:47:26.459]  Look, and a lot of this, again, people, it's all going to come out in the wash when we beat these people.
[01:47:26.799 --> 01:47:32.983]  It's just, understand folks, it's not just the squeaking, squawking people on TV saying we're going to kill Trump from the CIA and they're doing this.
[01:47:33.284 --> 01:47:34.605]  They're doing that because they're so weak.
[01:47:35.185 --> 01:47:41.731]  And they better hope and pray their operation isn't successful, because if they launch it, it's going to be a giant bear trap on their heads.
[01:47:42.071 --> 01:47:46.175]  Don't think Trump's just sitting there, waiting for them to try to kill him, and something isn't going to happen.
[01:47:46.455 --> 01:47:50.579]  I'm telling you, we are in a time where things are so incredible, Leanne.
[01:47:51.536 --> 01:47:51.796]  Right.
[01:47:51.976 --> 01:48:04.023]  And it's basically controlled opposition because you have all of these young Bernie Sanders supporters thinking that they're going to be rallying to this alternative media outlet, the Young Turks, when really they're just controlled opposition.
[01:48:04.043 --> 01:48:07.985]  They're being paid by the very people that they say they're going to be fighting against.
[01:48:08.525 --> 01:48:10.706]  And they're asking all their supporters for money in this.
[01:48:10.726 --> 01:48:14.686]  I mean, they're bragging about the fact that we would love George Soros' money.
[01:48:14.787 --> 01:48:15.727]  He's not funding us.
[01:48:15.807 --> 01:48:17.647]  We welcome it if he wants to fund us.
[01:48:18.127 --> 01:48:25.469]  You know, so they, at a certain point, yes, back in the day, I think they did some great work, but now we've really seen them spiral down.
[01:48:25.489 --> 01:48:33.071]  And it's, it's a shame to just, where are people going to get their, their news and information from if Google and these other,
[01:48:34.331 --> 01:48:37.273]  Sites are successful in shutting down InfoWars.
[01:48:37.433 --> 01:48:39.053]  Let's expand on that.
[01:48:39.093 --> 01:48:45.456]  They're force-feeding, when I asked Jack Posobiec about this at the Newland, they are force-feeding Young Turks through Google.
[01:48:45.476 --> 01:48:46.277]  They're partnering with them.
[01:48:46.317 --> 01:48:46.817]  It's true.
[01:48:47.497 --> 01:48:49.718]  We do videos in live time showing them attacking us.
[01:48:49.878 --> 01:48:50.779]  It was down in minutes.
[01:48:51.119 --> 01:48:55.281]  They were controlling our site and flipping us off with the Google guys going, yeah, we're in control, F you.
[01:48:55.301 --> 01:48:58.342]  And I went outside and did a video about it, and then they had to put it back up.
[01:48:58.382 --> 01:48:59.683]  I mean, that's how arrogant
[01:49:00.023 --> 01:49:00.464]  They are.
[01:49:00.484 --> 01:49:08.972]  It must be a power trip with Google to be able to get in and shut us down whenever you want so they can say that I attacked them when it was really the opposite, them spitting at me, trying to hit me.
[01:49:08.992 --> 01:49:11.034]  They invited me up and then set me up.
[01:49:11.695 --> 01:49:13.097]  One of the comedian guys invited me up.
[01:49:13.137 --> 01:49:13.897]  I guess he didn't know.
[01:49:13.917 --> 01:49:16.140]  Remember, Liam, we walked by first.
[01:49:16.160 --> 01:49:17.281]  I go, I'll be back later.
[01:49:17.301 --> 01:49:17.962]  They were waving me over.
[01:49:18.142 --> 01:49:19.904]  So later I just jump up as a surprise.
[01:49:20.204 --> 01:49:20.804]  It's all these little
[01:49:21.425 --> 01:49:26.369]  You know, shows throughout this parking garage that they'd air-conditioned, but that's the big thing.
[01:49:26.850 --> 01:49:40.402]  They're trying to silence us while they create all these straw man shows, launch a five-day-a-week daily show program about me, where a guy plays a part of me but says things I never said about, I'm Alex Jones and I'm racist, you know, and they put out these lies so I get physically attacked.
[01:49:40.922 --> 01:49:42.883]  Passovic, let me ask you that, and then Leanne if we got a break.
[01:49:43.343 --> 01:49:45.024]  How far will this go next?
[01:49:45.444 --> 01:49:51.267]  Because they're silencing us, or trying to, while they attack us everywhere, and then don't even let us respond.
[01:49:51.788 --> 01:49:53.989]  No journalistic integrity, no nothing.
[01:49:54.909 --> 01:49:59.451]  Because, Alex, what they're doing is they're taking comedy and they're weaponizing it, right?
[01:49:59.691 --> 01:50:05.234]  The Daily Show, these other organizations out there, they know that InfoWars is getting bigger.
[01:50:05.554 --> 01:50:08.996]  They know that it's penetrating through the memes, the songs.
[01:50:09.116 --> 01:50:10.917]  Things are getting out into the mainstream.
[01:50:11.157 --> 01:50:14.238]  The name of InfoWars is getting out to the mainstream.
[01:50:14.258 --> 01:50:16.079]  Jack Pasovic, Leanne McAdoo, Alex Jones.
[01:50:16.099 --> 01:50:17.960]  We're becoming household names, believe it or not.
[01:50:18.240 --> 01:50:22.382]  So they've got to fight the framework battle by saying, don't listen to those guys.
[01:50:22.422 --> 01:50:23.362]  Those guys are crazy.
[01:50:23.582 --> 01:50:24.402]  Don't listen to those guys.
[01:50:24.442 --> 01:50:25.263]  Those guys are liars.
[01:50:25.283 --> 01:50:26.463]  You know, I watched that clip, Alex.
[01:50:26.503 --> 01:50:30.385]  They said you put up lies behind you on the screen there in the studio.
[01:50:30.725 --> 01:50:32.686]  I see you with the American flag behind you.
[01:50:32.726 --> 01:50:34.746]  Is the American flag a lie, according to these people?
[01:50:35.046 --> 01:50:46.831]  They will do anything they can to discredit us, to call us names, to put us in a framework so people don't believe anything that we say, even when everything we say is echoed weeks later
[01:50:47.771 --> 01:51:04.878]  Exactly, it's because we're so accurate we're hated because we're studying the globalists are arrogant their downfall is they write white papers they've got to communicate to their hundreds of thousands of operatives so that you can always get their actual blueprints you like you get an owner's manual to a car and they're telling me the car has this engine and the car does this I'm going this isn't
[01:51:05.498 --> 01:51:08.322]  You know, the blue F-150, 450 horsepower, you say.
[01:51:08.342 --> 01:51:09.784]  This is a Pinto with this engine.
[01:51:10.045 --> 01:51:11.387]  I've got the owner's manual.
[01:51:11.887 --> 01:51:12.949]  And they're like, no, no, no.
[01:51:12.989 --> 01:51:13.430]  Don't look.
[01:51:13.510 --> 01:51:14.371]  Don't look at him.
[01:51:14.411 --> 01:51:15.693]  And all I'm doing is I'm not smart.
[01:51:15.893 --> 01:51:16.714]  Here's the owner's manual.
[01:51:16.875 --> 01:51:17.756]  They're going to do this next.
[01:51:18.076 --> 01:51:21.341]  And then it happens next because we have the owner's manual.
[01:51:22.222 --> 01:51:33.332]  And you're right, Jack, but that's partly correct, because the part you're saying is true, but more so, it's about intimidating people who don't understand being demonized by these criminals is good.
[01:51:33.592 --> 01:51:44.061]  It's telling everybody else, you stick your head up, we'll do what we've done to Ron Paul, and Rand Paul, and Matt Drudge, and Alex Jones, and Jack Posobiec, and Leanne McAdoo, and everybody else that stands up.
[01:51:44.261 --> 01:51:45.562]  We're going to come after you.
[01:51:45.602 --> 01:51:46.823]  We're going to lie about you.
[01:51:47.043 --> 01:51:48.465]  We're going to attack your family.
[01:51:50.066 --> 01:51:52.507]  They're going to attack our families if we don't stand up.
[01:51:52.767 --> 01:51:54.068]  Aren't we tired of laying down?
[01:51:54.348 --> 01:51:59.910]  Let's politically stand up and say, I don't know how this is going to end, but you want to get in a fight?
[01:52:00.170 --> 01:52:02.091]  You want to swing some fists politically?
[01:52:02.492 --> 01:52:06.273]  Get ready, because in the words of Ben Graham, it's clobbering time.
[01:52:06.753 --> 01:52:07.014]  Jack?
[01:52:07.534 --> 01:52:07.834]  Leanne?
[01:52:09.463 --> 01:52:10.484]  I love Ben Grimm on that.
[01:52:10.504 --> 01:52:11.124]  That's it, Alex.
[01:52:11.184 --> 01:52:12.806]  We're going to come at them with truth.
[01:52:12.866 --> 01:52:15.728]  I just did a huge expose on Ana Navarro last night.
[01:52:15.988 --> 01:52:22.353]  I put out how this CNN hack that they put on saying she's a Republican, when she supported Democrat candidates for years.
[01:52:22.613 --> 01:52:26.636]  She's raised money for the corrupt, indicted Senator Bob Menendez.
[01:52:26.876 --> 01:52:32.320]  And her father, believe it or not, was a member of the Nicaraguan Contras that were funded by the CIA.
[01:52:32.360 --> 01:52:34.442]  And she's completely open about all this stuff.
[01:52:34.742 --> 01:52:36.123]  Completely open about it.
[01:52:36.343 --> 01:52:38.664]  So we're going to come at them, not with fake news.
[01:52:38.924 --> 01:52:41.685]  We're not going to come at them with spurious accusations.
[01:52:41.845 --> 01:52:42.906]  We're going to do our research.
[01:52:42.946 --> 01:52:44.747]  We're going to dig into FEC records.
[01:52:44.907 --> 01:52:48.989]  And we're actually going to use their own tools and tactics to expose them.
[01:52:49.689 --> 01:52:54.552]  And of course, Menendez, what's he been caught sticking his little cookie jar in?
[01:52:54.572 --> 01:52:56.913]  There were some... It's all pay for play.
[01:52:57.133 --> 01:52:59.594]  Getting people visas that should never have had visas.
[01:52:59.774 --> 01:53:01.075]  But it's not just that.
[01:53:01.115 --> 01:53:02.015]  He's got that elite taste.
[01:53:05.084 --> 01:53:07.285]  Yeah, and he's going down because they've got him cold.
[01:53:07.505 --> 01:53:08.585]  They've got him pretty cold.
[01:53:08.625 --> 01:53:11.687]  And actually, it came down to a tiff between him and Obama.
[01:53:12.147 --> 01:53:15.028]  And Obama actually threw him under the bus and said, you know what, Bob?
[01:53:16.128 --> 01:53:18.529]  You've gone so far that I can't even protect you.
[01:53:18.609 --> 01:53:18.970]  You're done.
[01:53:19.030 --> 01:53:19.950]  And he threw him to the wolves.
[01:53:20.967 --> 01:53:27.853]  Well, that's the thing is, what is it about psychopaths and wimps that think they're going to start fights and push, push, push and not get pushback?
[01:53:27.873 --> 01:53:32.497]  And then when they finally get a big hard fist of truth upside their head, they're like, why did you do that?
[01:53:32.517 --> 01:53:37.382]  I'm like, you're attacking and hacking at us with hatchets and then we just kick you upside the head.
[01:53:37.402 --> 01:53:38.403]  What do you think is going to happen?
[01:53:39.721 --> 01:53:40.422]  And then they complain.
[01:53:40.522 --> 01:53:41.763]  They say, oh, they say we're coming.
[01:53:41.783 --> 01:53:43.084]  They say we're harassing them.
[01:53:43.404 --> 01:53:46.407]  They say that we're taking down them.
[01:53:46.447 --> 01:53:48.529]  I say, excuse me, look what you've done to my family.
[01:53:48.789 --> 01:53:49.870]  Look what you've said about me.
[01:53:49.930 --> 01:53:52.493]  Jake Tapper called me a freak yesterday on CNN.
[01:53:52.793 --> 01:53:56.016]  A freak, just freak, that the president retweeted.
[01:53:56.036 --> 01:53:57.097]  I said, Jake, come on.
[01:53:57.377 --> 01:53:58.058]  I'm a veteran.
[01:53:58.298 --> 01:53:59.259]  I've served our country.
[01:53:59.659 --> 01:54:00.940]  How many times have you served, Jake?
[01:54:01.141 --> 01:54:02.682]  So I said, I challenged him to a tap dance.
[01:54:02.702 --> 01:54:04.524]  Let's do a tap-off, me and Jake Tapper.
[01:54:04.744 --> 01:54:05.665]  I'll see you on the field.
[01:54:06.721 --> 01:54:12.506]  Leanne, my gut says we're going to have victory, but they're trying to ignite a real civil war, a race-based civil war.
[01:54:13.067 --> 01:54:13.807]  It's so sad.
[01:54:13.847 --> 01:54:18.752]  That's why we are trying to have unity and reach out to everybody and just say, let's come together and see through this scam.
[01:54:19.032 --> 01:54:23.696]  And then Trump's delivered on the economy the most base thing, something Obama promised he'd do.
[01:54:23.776 --> 01:54:25.838]  Trump did it already in seven months.
[01:54:27.728 --> 01:54:43.921]  Well, you know, Alex, what I think is really interesting is we have Nancy Pelosi coming out mixing the metaphors where she was wanting to say, you know, you can't shout fire in a crowded theater, but she said you can't yell wolf in a crowded theater because she was mixing the metaphor of crying wolf.
[01:54:44.261 --> 01:54:46.843]  And that's exactly what the left and the Democrats are doing.
[01:54:46.863 --> 01:54:52.447]  They're crying wolf, calling everyone a Nazi, everyone a white supremacist, and it's getting diluted.
[01:54:52.748 --> 01:54:55.510]  They're really trying to ramp this up, thinking it's going to work for them.
[01:54:55.930 --> 01:54:58.811]  That's right, but don't worry, she'll run the commission looking into Trump's brain.
[01:54:58.831 --> 01:55:01.192]  I mean, this is a total separation of powers violation.
[01:55:01.212 --> 01:55:04.253]  Let's play that big bad wolf clip here, because you never cry wolf in a theater.
[01:55:25.340 --> 01:55:30.524]  How could the Park Service justify denying that organization their free speech rights?
[01:55:31.125 --> 01:55:37.710]  Because the Constitution does not say that a person can shout, yell, waltz in a crowded theater.
[01:55:38.130 --> 01:55:42.953]  If you are endangering people, then you don't have a constitutional right to do that.
[01:55:44.415 --> 01:55:44.935]  There you go.
[01:55:45.435 --> 01:55:50.099]  So they want to put pre-controls on the First Amendment, which is no First Amendment at all, Leigh Ann Jack.
[01:55:51.297 --> 01:55:51.497]  Right.
[01:55:51.897 --> 01:55:57.679]  Well, and the thing is, is that she's coming out saying that this is going to be a white supremacist rally coming up in San Francisco and Berkeley.
[01:55:58.339 --> 01:56:00.020]  It's this patriot prayer rally.
[01:56:00.120 --> 01:56:02.661]  It's being put on by someone who himself is a president of color.
[01:56:02.701 --> 01:56:05.542]  That's right, even like multi-racial Christians now are white supremacists.
[01:56:06.499 --> 01:56:06.699]  Right.
[01:56:07.320 --> 01:56:07.720]  Exactly.
[01:56:07.780 --> 01:56:10.523]  And it's getting, people are getting sick and tired of it.
[01:56:10.823 --> 01:56:15.567]  But the thing I think is interesting is people in San Francisco don't even bother to look into it.
[01:56:15.928 --> 01:56:18.830]  They're just going to go and put their pets' poop.
[01:56:19.230 --> 01:56:20.151]  Oh yeah, I saw that!
[01:56:20.271 --> 01:56:28.279]  Under the Golden Gate Bridge, a thousand people, it's Associated Press, are going to show up and have their dogs poop so that everyone can like walk around and poop.
[01:56:28.639 --> 01:56:30.160]  And Antifa throws poop at people.
[01:56:30.220 --> 01:56:31.742]  Why are they so sick, Pacific?
[01:56:33.410 --> 01:56:37.753]  Because Alex, these people have been sold a bill of programming.
[01:56:38.113 --> 01:56:48.781]  They've been programmed in institutions, they've been programmed by mainstream media, by television, by video games in some cases, that they need to hate.
[01:56:49.021 --> 01:56:49.942]  That they have violence.
[01:56:49.982 --> 01:56:54.365]  It's like they live, all the subtext behind popular culture that we see today, the violence
[01:56:54.645 --> 01:56:55.766]  The guns that are out there.
[01:56:56.406 --> 01:57:00.189]  They're, you know, sort of making this stuff feel like this is what you should do, what you want to do.
[01:57:00.389 --> 01:57:04.932]  But then they're also saying, you can't do this, you can't do this, you can't be masculine, you have to control that, you have to put it down.
[01:57:05.233 --> 01:57:08.375]  And now they turn you loose and say, these are the enemies.
[01:57:08.755 --> 01:57:11.117]  These are the people that we need to target, these Christians.
[01:57:12.338 --> 01:57:18.802]  And then when I walk down the street and they throw coffee on me and scream Nazi and I try to, you know, hug a black guy and he thinks I'm a Nazi and runs off.
[01:57:19.602 --> 01:57:20.583]  Look right here, The Guardian.
[01:57:20.903 --> 01:57:21.644]  Turd Reich.
[01:57:21.944 --> 01:57:25.506]  San Francisco dog owners lay minefield of poo for a right-wing rally.
[01:57:25.526 --> 01:57:30.169]  Because I want to be sure if new listeners are tuning in on radio, this sounds insane.
[01:57:30.629 --> 01:57:32.691]  It sounds like we're making all this up.
[01:57:32.991 --> 01:57:36.974]  Like Antifa, in a new article, in a new video, has pledged to kill police.
[01:57:37.915 --> 01:57:42.898]  Like, actual leaders are saying, we now are going to shoot cops, and then nothing's done?
[01:57:42.979 --> 01:57:50.564]  I mean, that's a conspiracy to murder, murder one, they're organizing it, they're saying kill me, and nothing's being done, Jack?
[01:57:51.744 --> 01:57:56.788]  Actually, what Nancy Pelosi said is correct, but she should have said it regarding Antifa.
[01:57:56.828 --> 01:57:58.090]  She should have said that's true.
[01:57:58.110 --> 01:58:07.758]  The First Amendment doesn't protect groups that are calling for organized destruction, chaos, and mayhem, but the only group in America that I've heard that's calling for nationwide
[01:58:08.058 --> 01:58:12.339]  Destruction, chaos, assassination of police officers, assassination of the president.
[01:58:12.359 --> 01:58:13.439]  And they've been doing it!
[01:58:13.719 --> 01:58:14.760]  And they've been doing it!
[01:58:15.040 --> 01:58:16.080]  And they've been doing it!
[01:58:16.420 --> 01:58:23.802]  They think the police, when they nationwide kill a couple hundred a day, are gonna roll over and go, we'll do what you say, we'll be liberal, we'll let you run our review boards down.
[01:58:24.042 --> 01:58:24.542]  And you know what?
[01:58:24.682 --> 01:58:25.883]  I mean, the cops seem to follow orders.
[01:58:26.063 --> 01:58:26.523]  Maybe they will!
[01:58:27.483 --> 01:58:28.903]  And then the cops will become the enemy.
[01:58:29.343 --> 01:58:30.864]  He worked for a bunch of anti-cop killers.
[01:58:31.424 --> 01:58:32.864]  I just can't believe how far we've come.
[01:58:32.884 --> 01:58:35.865]  Let's do five more minutes, and then we've got major breaking news.
[01:58:36.185 --> 01:58:37.705]  He's never done this in ten years coming on.
[01:58:38.145 --> 01:58:40.306]  We have Doug Hagman coming on.
[01:58:40.326 --> 01:58:43.887]  He says exclusive intel on major plans for civil war.
[01:58:44.567 --> 01:58:46.487]  He's got his sources on the East Coast.
[01:58:46.567 --> 01:58:49.088]  In the NYPD that exposed the pedophilia.
[01:58:49.108 --> 01:58:49.888]  We're going to all come back.
[01:58:49.928 --> 01:58:50.308]  Stay with us.
[01:58:51.849 --> 01:58:55.371]  It's Paul Joseph Watson and the t-shirt has finally arrived.
[01:58:55.831 --> 01:59:01.874]  Nothing triggers safe space snowflakes more than this slogan and my face.
[01:59:02.114 --> 01:59:05.076]  It is the new t-shirt from InfoWarsStore.com.
[01:59:05.456 --> 01:59:08.458]  Conservatism is the new counterculture.
[01:59:08.658 --> 01:59:12.099]  You've seen how much this triggers the safe space snowflakes.
[01:59:12.440 --> 01:59:12.900]  The left
[01:59:13.240 --> 01:59:14.181]  ...controls culture.
[01:59:14.221 --> 01:59:15.181]  They control arts.
[01:59:15.261 --> 01:59:16.482]  They control entertainment.
[01:59:16.782 --> 01:59:23.867]  They have the complete monopoly on culture, which is why conservatism is the new counterculture.
[01:59:23.927 --> 01:59:26.328]  We are striking back in the culture war.
[01:59:26.809 --> 01:59:30.671]  This triggers snowflakes like nothing you've ever seen in your life.
[01:59:30.731 --> 01:59:32.793]  You've seen how much they absolutely hate
[01:59:33.413 --> 01:59:38.794]  The image of my face and that particular slogan, conservatism, is the new counterculture.
[01:59:39.054 --> 01:59:45.296]  This t-shirt is not only a conversation starter, it will trigger the holy hell out of leftists.
[01:59:45.376 --> 01:59:47.056]  It will make me incredibly happy.
[01:59:47.216 --> 01:59:48.396]  It's available right now.
[01:59:48.716 --> 01:59:51.277]  Get yours at infowarsstore.com.
[01:59:53.958 --> 01:59:59.859]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:00:09.396 --> 02:00:17.422]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[02:00:18.042 --> 02:00:24.306]  It's Alex Jones.
[02:00:26.848 --> 02:00:29.590]  Jack Posobiec, Lee Ann McAdoo are our guests for another five minutes.
[02:00:30.210 --> 02:00:30.931]  Then we have Ben
[02:00:32.375 --> 02:00:34.016]  A lot of other guests joining us coming up.
[02:00:34.056 --> 02:00:35.256]  Doug Hagman, Breaking News.
[02:00:35.276 --> 02:00:38.477]  Pasovic, I know you've got to jump to the next interview.
[02:00:38.517 --> 02:00:39.437]  Thank you so much for your great work.
[02:00:39.917 --> 02:00:41.118]  What else is on your radar?
[02:00:41.178 --> 02:00:42.078]  What else is coming up?
[02:00:42.418 --> 02:00:43.778]  What else did you impart to the audience?
[02:00:45.759 --> 02:00:49.160]  Going forward, Alex, I want to see more and more
[02:00:49.878 --> 02:00:50.258]  I don't know.
[02:01:07.774 --> 02:01:08.594]  To the president.
[02:01:08.815 --> 02:01:14.017]  How do we make sure that we're using social media, that we're using other avenues of approach?
[02:01:14.177 --> 02:01:16.298]  Now, when I worked in intelligence, that's what you would do.
[02:01:16.358 --> 02:01:24.963]  If you had a source, if you had a target, you would try to say, what are the avenues of approach you could use to potentially get to that person, get to that object?
[02:01:25.223 --> 02:01:26.503]  That's what we're now looking at.
[02:01:26.763 --> 02:01:33.007]  Different channels to get our news, to get your news, Alex, our stories to the president so that he can make these decisions.
[02:01:33.067 --> 02:01:34.267]  We know that he's right.
[02:01:34.287 --> 02:01:34.948]  And that's number one.
[02:01:34.968 --> 02:01:35.648]  Number two is,
[02:01:36.189 --> 02:01:39.896]  Who is rising up to run against the president in 2020?
[02:01:40.316 --> 02:01:41.438]  John Kasich?
[02:01:41.458 --> 02:01:44.223]  This is something I broke a few weeks ago that he was considering it.
[02:01:44.484 --> 02:01:47.269]  Now it's Anaxios, now it's Politico that Kasich is trying to run.
[02:01:47.765 --> 02:01:49.306]  Potentially as an independent.
[02:01:49.586 --> 02:01:54.589]  And we noticed that nobody on the Democrat side seems to really be jumping up to say, I'm doing it.
[02:01:54.729 --> 02:01:59.332]  I'm filing nomination petitions against the president to run as a Democrat.
[02:01:59.592 --> 02:02:04.815]  So I'm very interested to see because Alex, there's no way they can run on anything they're doing right now.
[02:02:04.895 --> 02:02:09.978]  They are in total scorched earth mode as a party because that's how badly they were beaten.
[02:02:10.198 --> 02:02:12.259]  And now they've been exposed as having no ideas.
[02:02:12.299 --> 02:02:12.900]  So I want to see
[02:02:13.340 --> 02:02:14.821]  Possibly Kamala Harris.
[02:02:14.901 --> 02:02:17.824]  I see that as being one of the rumors that goes around a lot.
[02:02:17.844 --> 02:02:19.985]  A lot of people talking about her in D.C.
[02:02:20.666 --> 02:02:26.991]  But I don't know if I see her building out the nationwide infrastructure, having the donor meetings that she'd be required to have.
[02:02:27.051 --> 02:02:37.019]  So I'm keeping a very close eye on the DNC and the RNC, as always, Alex, to see what they're up to next to stop our president and to stop our movement.
[02:02:37.359 --> 02:02:38.260]  Jack Bussovic.
[02:02:38.300 --> 02:02:39.981]  Everybody should follow you on Twitter and everywhere else.
[02:02:40.021 --> 02:02:40.682]  Thank you so much.
[02:02:41.943 --> 02:02:42.203]  Thank you.
[02:02:43.160 --> 02:02:44.502]  Leanne, that's a good point he makes.
[02:02:47.306 --> 02:02:50.730]  The polls show people aren't into this Russia stuff, this race stuff.
[02:02:51.231 --> 02:02:53.013]  It's not working, but they just keep pushing it.
[02:02:53.033 --> 02:02:53.915]  Where do you think this is going?
[02:02:55.046 --> 02:02:59.751]  Well Alex, everyone just needs to understand that this is Saul Alinsky rule for radicals.
[02:03:00.091 --> 02:03:05.917]  I mean, we have Gary Cohn coming out saying that Trump must do better to condemn neo-Nazis and white supremacists.
[02:03:06.477 --> 02:03:07.518]  What more can he do?
[02:03:07.538 --> 02:03:16.187]  This is the Saul Alinsky tactic of picking your target, freezing it, continuing to hit, never letting down, continually keeping your opposition.
[02:03:16.767 --> 02:03:21.811]  I'm having to defend themselves against these attacks that have zero basis in reality.
[02:03:22.191 --> 02:03:30.797]  But as long as Trump is being forced to continue condemning neo-Nazis, I mean, he's been, they've been forcing him to do this since, since before the election.
[02:03:31.297 --> 02:03:39.302]  And so as long as they can keep him, because that's all they have, then he can be distracted and, you know, tweet out things that the media can spin out of control.
[02:03:39.603 --> 02:03:45.767]  He's going to be distracted from completing his agenda or he's going to allow these other neocons that are, have
[02:03:45.947 --> 02:03:46.167]  Yes.
[02:04:06.568 --> 02:04:12.073]  This is Saul Alinsky, and this is what the left is using to target the president, to target his supporters.
[02:04:12.433 --> 02:04:15.936]  It doesn't matter how much he disavows or condemns, it's never going to be enough.
[02:04:15.956 --> 02:04:16.596]  They're never going to stop.
[02:04:16.616 --> 02:04:17.337]  It's a political tactic.
[02:04:17.357 --> 02:04:18.197]  They're never going to stop.
[02:04:18.538 --> 02:04:21.820]  Doesn't the left get they're being manipulated, that they're being controlled?
[02:04:22.020 --> 02:04:22.601]  It's pathetic.
[02:04:23.976 --> 02:04:25.177]  Right, they don't get it.
[02:04:25.498 --> 02:04:29.923]  They don't see that there's agent provocateurs, there's controlled opposition.
[02:04:30.283 --> 02:04:35.669]  They don't see that the person who's putting on the Patriot Prayer Rally is a person of color.
[02:04:36.250 --> 02:04:43.518]  On his Facebook page it says, no Nazis, no white supremacists allowed, but they're still calling it a white supremacist rally.
[02:04:43.879 --> 02:04:44.640]  It'll never be enough.
[02:04:45.117 --> 02:04:45.558]  That's right.
[02:04:45.598 --> 02:04:46.880]  Leanne McAdoo on Twitter.
[02:04:46.920 --> 02:04:48.081]  Leanne, thank you so much.
[02:04:48.141 --> 02:04:49.263]  InfoWars correspondent.
[02:04:49.563 --> 02:04:50.585]  There goes Leanne McAdoo.
[02:04:50.605 --> 02:04:51.185]  Straight ahead.
[02:04:51.766 --> 02:04:55.792]  We've got breaking information that is critical.
[02:04:55.852 --> 02:04:57.214]  This is exclusive information.
[02:04:57.254 --> 02:04:57.715]  Straight ahead.
[02:04:57.755 --> 02:04:58.175]  We'll be back.
[02:04:58.235 --> 02:04:59.197]  InfoWars.com.
[02:05:01.403 --> 02:05:02.825]  Vitamin Mineral Fusion.
[02:05:02.985 --> 02:05:05.407]  Visit InfoWarsLife.com to secure your chemister.
[02:05:05.587 --> 02:05:12.894]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[02:05:13.074 --> 02:05:23.404]  Vitamin Mineral Fusion Drink Mix at InfoWarsLife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[02:05:23.724 --> 02:05:31.267]  In the history of InfoWars Live, we've brought out a lot of amazing products like Survival Shield X2, Super Metal Vitality, and so many others.
[02:05:31.547 --> 02:05:41.511]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[02:05:41.771 --> 02:05:43.712]  And this part is most important.
[02:05:43.812 --> 02:05:50.255]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[02:05:50.635 --> 02:05:51.696]  That means it's clean.
[02:05:52.056 --> 02:05:52.977]  That means it's pure.
[02:05:53.177 --> 02:05:55.959]  And rest secured, you're fighting the tip of the spear in the Infowar.
[02:05:56.080 --> 02:05:58.662]  That's Infowarslife.com and Vitamin Mineral Fusion.
[02:05:58.882 --> 02:06:00.543]  Take action now before we sell out.
[02:06:01.364 --> 02:06:02.745]  Clean, pure drinking water.
[02:06:03.005 --> 02:06:04.306]  You can't survive without it.
[02:06:04.506 --> 02:06:05.407]  But where do you get it?
[02:06:05.707 --> 02:06:11.472]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[02:06:11.692 --> 02:06:17.417]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[02:06:17.597 --> 02:06:34.461]  Pairing the unprecedented superfiltration power of an all-new gravity block core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[02:06:34.861 --> 02:06:36.984]  Filter capacity up to 5,000 gallons.
[02:06:37.344 --> 02:06:38.546]  Stainless steel construction.
[02:06:38.806 --> 02:06:39.547]  Easy assembly.
[02:06:39.847 --> 02:06:40.468]  Low maintenance.
[02:06:40.769 --> 02:06:42.571]  Replacement filters are simple to install.
[02:06:42.871 --> 02:06:49.940]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[02:06:50.120 --> 02:06:55.124]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[02:06:55.324 --> 02:06:59.628]  Go to InfoWarsStore.com or call 888-253-3139.
[02:07:01.009 --> 02:07:10.016]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[02:07:10.096 --> 02:07:18.142]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:07:18.482 --> 02:07:23.184]  We have now managed to secure the sought-after beans in a highly customized blend.
