[00:00:08.900 --> 00:00:10.584]  Thursday, 27th.
[01:49:24.515 --> 01:49:34.981]  We've had people do over 500,000 liver cleanses, probably more than that, through InfoWars Life and through Global Healing Center, and we've modified those over a long period of time.
[01:49:36.517 --> 01:49:47.929]  Even if you're not going to do the full liver cleanse, which I think everybody should do at least three times a year, because what we found is one liver cleanse really only cleanses the liver about 15%.
[01:49:48.930 --> 01:49:56.757]  So let's say that you're having symptoms, you're sluggish, you're out of energy, you want to clean your liver, and also you mentioned a good point there.
[01:49:57.648 --> 01:50:03.371]  When your body starts storing fat, it's your liver that's congested with weight gain.
[01:50:03.431 --> 01:50:09.873]  Most people never address the liver when you talk about losing weight, but the liver is what breaks down and processes your fat stores.
[01:50:10.294 --> 01:50:15.336]  So, by doing liver cleansing, you actually accelerate weight loss in the body.
[01:50:15.856 --> 01:50:22.001]  So good question, but that's why I personally take the liver shield just by itself.
[01:50:22.121 --> 01:50:23.763]  I do three to four liver cleanses.
[01:50:23.863 --> 01:50:25.644]  I'm in the middle of a four-day water fast.
[01:50:25.664 --> 01:50:27.866]  As a matter of fact, today is day four for me.
[01:50:27.906 --> 01:50:30.288]  I've had nothing but water for four days.
[01:50:31.369 --> 01:50:38.331]  And I'm charting my progress and seeing what happens because obviously I don't want to tell people to do stuff if I haven't done it myself.
[01:50:38.831 --> 01:50:42.472]  But I take the liver shield on a regular basis just as maintenance.
[01:50:42.512 --> 01:50:47.793]  I mean just a couple dropper fulls a couple times a week and I make a tea with it actually.
[01:50:47.813 --> 01:50:54.315]  I use a lot of the supplements and make tea with them and they're great to just mix in and put in a teacup and then put hot water in.
[01:50:55.555 --> 01:50:56.498]  We've got to take a quick break.
[01:50:56.518 --> 01:50:57.520]  We're going to be right back.
[01:50:57.581 --> 01:51:01.231]  And also, I remind you, we have 30% off Livershield at www.infowarslife.com.
[01:51:01.271 --> 01:51:01.612]  Stay with us.
[01:51:01.632 --> 01:51:02.695]  We'll be right back with more of your...
[01:51:06.098 --> 01:51:07.439]  This is where you get breaking news.
[01:51:07.840 --> 01:51:10.763]  McMaster has a plan to send in ground troops to Syria.
[01:51:11.123 --> 01:51:15.187]  That story actually broke here on InfoWars four or five days ago.
[01:51:15.207 --> 01:51:16.188]  Bloomberg is covering it.
[01:51:16.248 --> 01:51:24.697]  So essentially whatever you're reading in the news today or tomorrow, this is all going to be on InfoWars five, ten, fifteen days before it ever reaches the mainstream.
[01:51:24.737 --> 01:51:27.139]  That is how good the sourcing is here.
[01:51:27.179 --> 01:51:28.100]  This is for real news.
[01:51:28.300 --> 01:51:36.909]  That is why not only are they trying to divide the base against Trump, they are now slandering Alex and me and other patriots, calling us Russian agents.
[01:51:37.049 --> 01:51:44.337]  They realize that this is the only place for real news and now they're trying to attack and lie about us and claiming that we're Russian agents and all that.
[01:51:44.517 --> 01:51:46.859]  We don't want to sit here and brag and say, we're right, we're right, we're right.
[01:51:46.919 --> 01:51:48.420]  They keep saying, we're lying, we're lying, we're lying.
[01:51:48.780 --> 01:51:53.443]  Because weeks ago, and then last week, we said, no, McMaster wants the troops.
[01:51:53.483 --> 01:51:55.225]  That's my source from the White House.
[01:51:55.265 --> 01:51:56.105]  Then you have your source.
[01:51:56.485 --> 01:51:57.846]  He wants 150,000 on the ground.
[01:51:58.107 --> 01:52:02.290]  Now Bloomberg comes out today and says, Trump has told Bloomberg, I don't want a war.
[01:52:02.310 --> 01:52:10.876]  But it turns out the aides were doing exactly what we said, trying to jockey and get them in place and move artillery in that wasn't for ISIS, but was for Assad.
[01:52:11.696 --> 01:52:12.176]  Exactly.
[01:52:12.216 --> 01:52:15.218]  So Bloomberg is now reporting what we covered a week ago.
[01:52:15.718 --> 01:52:21.722]  And one thing that frustrates me a little bit is the idea that we need Bloomberg to validate our reporting.
[01:52:21.802 --> 01:52:22.863]  Because this is real news.
[01:52:22.903 --> 01:52:25.704]  We don't make stuff up like ABC does, like Bloomberg does.
[01:52:26.044 --> 01:52:26.905]  They fabricate things.
[01:52:26.945 --> 01:52:29.306]  I put a transcript out of what the president said on Monday.
[01:52:29.386 --> 01:52:32.068]  It's what the president said, and I'm not going to say where it came from.
[01:52:32.248 --> 01:52:34.149]  Everybody knows we have contact with the President.
[01:52:34.330 --> 01:52:36.871]  The media is attacking that, saying, oh look, Alex is making this up.
[01:52:37.132 --> 01:52:37.332]  What?
[01:52:37.472 --> 01:52:37.972]  I said it?
[01:52:38.232 --> 01:52:40.954]  It came out three days later, out of his mouth, the exact same words.
[01:52:41.235 --> 01:52:49.080]  And they are so desperate for war now that they're trying to claim that us, by trying to oppose a ground war in Syria, trying to save American lives.
[01:52:49.361 --> 01:52:57.367]  I mean, Alex, when I did that live stream, 11 hours, so many mothers called in and said, my son has PTSD, this is so sad.
[01:52:57.807 --> 01:52:58.828]  You know, it was heartbreaking.
[01:52:58.868 --> 01:53:01.169]  I could hardly even stay on the line.
[01:53:01.189 --> 01:53:01.810]  It was so sad.
[01:53:02.330 --> 01:53:04.213]  Moms do not want to do another war.
[01:53:04.253 --> 01:53:06.175]  They do not want the McMaster plan to go through.
[01:53:06.535 --> 01:53:06.976]  Exactly.
[01:53:07.036 --> 01:53:08.157]  And again, we love our military.
[01:53:08.177 --> 01:53:09.159]  We criticize the wars.
[01:53:09.259 --> 01:53:12.543]  It's because it's not for our national sovereignty.
[01:53:12.563 --> 01:53:13.404]  It's not for our interests.
[01:53:13.484 --> 01:53:16.728]  This is one of the most elite publications published by the Rothschilds.
[01:53:16.788 --> 01:53:17.749]  I mean, you can't make that up.
[01:53:18.866 --> 01:53:23.213]  And they literally say, we're dupe idiots, and Assad tells us what to say.
[01:53:23.473 --> 01:53:26.758]  So now it's not just we're dupes of Putin, now it's Assad.
[01:53:26.798 --> 01:53:27.038]  No, no, no.
[01:53:27.299 --> 01:53:29.342]  We said first on Wednesday, false flag.
[01:53:29.662 --> 01:53:31.405]  We have the articles, the history, all of it.
[01:53:31.445 --> 01:53:32.086]  You did as well.
[01:53:32.587 --> 01:53:34.289]  Then, over the next week and a half,
[01:53:34.970 --> 01:53:38.733]  Everybody else from Putin to Ron Paul, everybody else came out and said it was a false flag.
[01:53:38.753 --> 01:53:40.454]  Again, we're the progenitors.
[01:53:40.774 --> 01:53:48.119]  We're not here grabbing it, you know, from Assad how a pair of self-publicists wound up as apologists for Assad.
[01:53:48.379 --> 01:53:50.060]  We're not apologizing for Assad.
[01:53:50.241 --> 01:53:52.282]  He didn't start the Civil War six years ago.
[01:53:52.522 --> 01:53:53.683]  He's never done anything to us.
[01:53:53.903 --> 01:53:54.824]  I mean, this was so crazy.
[01:53:54.924 --> 01:54:00.888]  Everything we say has just docked because we're going off what's already there and the sources we have.
[01:54:13.737 --> 01:54:15.098]  Welcome back to the Alex Jones Show.
[01:54:15.118 --> 01:54:20.182]  I'm David Knight and we're talking to Dr. Group and he's actually taking your calls and questions.
[01:54:20.222 --> 01:54:26.587]  I want to get to these right away because we've got one more section with you, then at the top of the hour we'll have another section, another segment.
[01:54:26.727 --> 01:54:28.388]  Let's go to Don in Seattle.
[01:54:28.468 --> 01:54:29.049]  Don, go ahead.
[01:54:31.249 --> 01:54:32.491]  Yeah, I got a question.
[01:54:32.551 --> 01:54:37.897]  I've been having problems and actually the tongue getting coated with yellow.
[01:54:38.057 --> 01:54:41.842]  I've got the super blue itself.
[01:54:41.962 --> 01:54:46.828]  I can actually go almost the whole day now without getting a tongue coating.
[01:54:47.048 --> 01:54:48.350]  And I'm just wondering what
[01:54:49.352 --> 01:54:54.558]  You know, uh, might cause that or, uh, I've got a little bit of liver shield.
[01:54:54.638 --> 01:54:55.919]  I've been doing it in the morning.
[01:54:56.540 --> 01:54:57.281]  And it has helped.
[01:54:57.421 --> 01:54:58.402]  It has actually helped.
[01:54:58.963 --> 01:55:00.885]  And the super blue has definitely helped.
[01:55:00.985 --> 01:55:02.467]  It's helped keep my mouth fresh.
[01:55:03.128 --> 01:55:05.050]  But, uh, it's got me a little concerned.
[01:55:08.009 --> 01:55:09.891]  I don't know what could be causing that.
[01:55:09.911 --> 01:55:11.533]  It could be a lot of different things.
[01:55:11.593 --> 01:55:12.915]  I'm not actually sure.
[01:55:13.756 --> 01:55:20.283]  Usually when you get a coating on the tongue, it's white and then other different compounds can stain that.
[01:55:20.944 --> 01:55:24.928]  And that could be because of a candida or a yeast.
[01:55:25.629 --> 01:55:26.690]  Overgrowth in the body.
[01:55:26.730 --> 01:55:31.675]  I would have to really get more in depth about your diet and what you're doing with that.
[01:55:31.755 --> 01:55:34.938]  Although the super blue does have iodine in there as well.
[01:55:35.058 --> 01:55:37.760]  So that also might be a cause.
[01:55:37.880 --> 01:55:44.046]  So you might want to just stop doing that maybe for a few days and just see if it turns white.
[01:55:44.166 --> 01:55:45.787]  And if it turns white, then you might want to
[01:55:46.488 --> 01:55:49.109]  You know, look at what you're doing in your diet.
[01:55:49.209 --> 01:56:06.576]  I don't know if you're consuming a lot of excess sugar, alcohol, stuff like that, but you might need to go ahead and do a harmful organism cleanse and maybe purge yourself of, you know, yeast and fungus and mold or something like that, which is, you know, a huge problem these days that people are also dealing with.
[01:56:06.596 --> 01:56:12.179]  And that's why we just recently launched the Myco ZX on InfoWars.
[01:56:12.259 --> 01:56:14.940]  It's sold out right now, but, you know, it's, it's,
[01:56:15.640 --> 01:56:31.876]  Cleaning your body and detoxifying your body from everything and you might also want to look at doing, you know, your gut health as well and getting your gut, you know, fixed up, cleansing it with the oxy powder, using the good probiotic, the biome defense, and also maybe doing a liver cleanse as well.
[01:56:31.896 --> 01:56:34.819]  Alright, let's go to Kyle in Michigan.
[01:56:34.859 --> 01:56:36.361]  Kyle, go ahead with your question for Dr. Group.
[01:56:37.868 --> 01:56:40.469]  First off, I'd like to thank you guys for putting out Brain Force.
[01:56:40.589 --> 01:56:43.331]  It's helped me a lot with my PTSD and anxiety.
[01:56:43.391 --> 01:56:45.752]  It's just given a lot of clarity in my mind.
[01:56:46.132 --> 01:56:47.313]  But I've got two questions for you.
[01:56:47.913 --> 01:56:54.576]  The first one is, how do heirloom seeds help in creating a homegrown diet compared to normal store-bought seeds?
[01:56:55.176 --> 01:56:57.617]  And how do energy drinks affect our gut?
[01:56:57.938 --> 01:57:02.760]  And is InfoWars ever thinking of creating an energy drink that we could use to fuel our body and mind?
[01:57:04.562 --> 01:57:20.568]  So energy drinks are, there's so many different kinds out there and there's so many different ingredients and you really have to, they're all, there's even organic energy drinks, but you have to go back to the basics and say, what does the body want on a daily basis?
[01:57:20.768 --> 01:57:23.409]  What does the body need on a daily basis?
[01:57:24.269 --> 01:57:25.990]  The body needs water, okay?
[01:57:26.010 --> 01:57:27.010]  That's just the way it is.
[01:57:27.070 --> 01:57:28.691]  We're 80 to 90% water.
[01:57:28.811 --> 01:57:33.712]  Every living substance, the earth itself, everything that's alive, plants, is 80% water.
[01:57:33.773 --> 01:57:35.893]  Without water, we shut down.
[01:57:35.953 --> 01:57:42.936]  And part of the whole situation we're dealing with now worldwide is the poisoning of the water.
[01:57:43.336 --> 01:57:50.779]  If you look at all the chemicals and all of the toxins that are being sprayed on us and all the population control and everything that's going on,
[01:57:51.619 --> 01:58:00.341]  It's all contaminating the water because they know if they contaminate the water, then everything will die or everything will be sick.
[01:58:00.921 --> 01:58:07.602]  So even the stuff, the chemtrails, everything they're spraying in the air, the air itself actually is composed of water if you think about it.
[01:58:08.302 --> 01:58:12.363]  So energy drinks, I would say there is no such thing as a good energy drink.
[01:58:12.463 --> 01:58:14.664]  Of course, anything in moderation, okay?
[01:58:14.684 --> 01:58:15.464]  I've always said
[01:58:16.044 --> 01:58:27.426]  You know, the 90-10 rule or the 95-5 rule, you eat healthy 95% of the time and then you're always going to be in a situation where you're going to go eat at a restaurant or you're going to have an energy drink or you're going to have some wine or whatever.
[01:58:28.006 --> 01:58:30.367]  The body is real adaptive.
[01:58:30.587 --> 01:58:33.487]  That won't hurt you if you use the 90-10 or the 95-5 rule.
[01:58:33.647 --> 01:58:36.128]  All right, we've got to take a break here.
[01:58:36.148 --> 01:58:36.828]  Thank you, Kyle.
[01:58:36.868 --> 01:58:41.209]  We're going to be right back after the top of the hour with Dr. Groot taking more of your calls and questions.
[01:58:41.229 --> 01:58:41.609]  Stay with us.
[01:58:44.310 --> 01:58:47.671]  Thank you for listening to GCN.
[01:58:47.731 --> 01:58:49.972]  Visit GCNlive.com today.
[01:58:49.992 --> 01:58:57.235]  Let's go to David in Florida.
[01:58:57.315 --> 01:58:58.596]  David in Florida, you're on the air.
[01:58:59.577 --> 01:58:59.917]  Great!
[01:59:00.017 --> 01:59:00.998]  Hey, thank you so much.
[01:59:01.138 --> 01:59:05.502]  Listen, I have bought your products, and I gotta say, they're amazing.
[01:59:05.662 --> 01:59:15.771]  Anyone who's on the fence, buy it, because I've got Caveman, Superman Vitality, Secret Swell, 5mm Interfusion, I've got the Body Armor... Wow, thank you.
[01:59:15.831 --> 01:59:18.093]  You're the type of listener that makes it all possible.
[01:59:18.153 --> 01:59:19.735]  Which Nutra-Certical does you like best?
[01:59:19.975 --> 01:59:23.318]  I really like the Vitamin Mineral Fusion, to be honest.
[01:59:23.458 --> 01:59:24.519]  That's really incredible.
[01:59:24.720 --> 01:59:27.762]  I drank it in the morning and I swear to you, I felt incredible.
[01:59:27.783 --> 01:59:29.104]  Like, I haven't fell asleep.
[01:59:29.144 --> 01:59:30.725]  My morning was fantastic.
[01:59:30.805 --> 01:59:31.966]  And I love you guys.
[01:59:32.047 --> 01:59:33.468]  I love the Info Wars crew.
[01:59:34.209 --> 01:59:40.915]  And I just want to, yeah, I want to take this opportunity to tell anybody out there who's on the fence, just buy it.
[01:59:41.075 --> 01:59:41.876]  You will love it.
[01:59:42.116 --> 01:59:43.938]  I'm telling you, I've never bought a bad product.
[01:59:44.218 --> 01:59:48.604]  What you find in our news is the same thing you find in our products at Infowarslife.com.
[01:59:48.664 --> 01:59:50.607]  It's a win-win, Infowarslife.com.
[01:59:54.232 --> 02:00:00.160]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:00:24.858 --> 02:00:27.000]  Waging war on corruption.
[02:00:27.500 --> 02:00:32.664]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[02:00:38.286 --> 02:00:39.567]  Welcome back to the Alex Jones Show.
[02:00:39.587 --> 02:00:41.569]  I'm David Knight and we're talking to Dr. Group.
[02:00:41.689 --> 02:00:45.131]  Of course, you can find him at GlobalHealingCenter.com.
[02:00:45.631 --> 02:00:48.934]  We're taking your calls and questions, comments for Dr. Group.
[02:00:49.314 --> 02:00:51.236]  And let's go to, we've got several people.
[02:00:51.256 --> 02:00:53.057]  We'll try to get through as many as we can in this segment.
[02:00:53.617 --> 02:00:57.120]  We have Craig Richardson with E&E Legal coming up in the next segment.
[02:00:57.700 --> 02:01:00.002]  We've got Don, Jeff, Dean, James, and Jeff.
[02:01:00.022 --> 02:01:01.443]  We'll try to get through as many as we can now.
[02:01:01.483 --> 02:01:03.224]  Let's go to Don in Ohio.
[02:01:03.264 --> 02:01:03.825]  Don, go ahead.
[02:01:06.704 --> 02:01:06.844]  Yeah.
[02:01:06.884 --> 02:01:07.885]  Hi, Dr. Group.
[02:01:07.965 --> 02:01:14.009]  First, I wanted to thank you for all the great products, and I know it's a lot of work and your service and everything.
[02:01:15.130 --> 02:01:16.831]  I got two quick questions for you.
[02:01:17.472 --> 02:01:22.035]  One is I was diagnosed with fatty liver a couple years ago.
[02:01:23.015 --> 02:01:32.042]  I did a liver cleanse, and I've been taking the liver shield, and I understood from my doctor and what you just said that the liver does regenerate.
[02:01:32.582 --> 02:01:33.603]  I was wondering if you could
[02:01:34.508 --> 02:01:36.028]  Kind of give me an idea.
[02:01:36.048 --> 02:01:41.310]  Will it regenerate and what would be the best course of action for that?
[02:01:43.811 --> 02:01:47.272]  Yeah, so, okay, that was your first question.
[02:01:47.912 --> 02:02:01.376]  The good news is that you're actually doing something about it and I wish that more and more people would understand that health and healing health conditions does not have to be that hard.
[02:02:02.676 --> 02:02:15.282]  I tell people that came to see me that were completely distraught with symptoms, what if I told you it was going to take another 40 years to heal what it took 40 years for you to get?
[02:02:15.803 --> 02:02:19.384]  And the good news is it doesn't really because the body wants to heal itself.
[02:02:19.925 --> 02:02:21.465]  Everybody's different though, Don.
[02:02:21.765 --> 02:02:26.488]  I can't really say how long it's going to take you to regenerate your liver.
[02:02:27.568 --> 02:02:39.576]  I would say that anybody who's been diagnosed with non-alcoholic fatty liver disease, cirrhosis of the liver, any type of liver condition, that means their liver is only working at around 20%.
[02:02:40.797 --> 02:02:47.782]  So if each liver cleanse boosts the liver 15%, one liver cleanse is only going to take you to 35%.
[02:02:48.042 --> 02:02:50.103]  If you do another liver cleanse, that's going to take you to 50%.
[02:02:50.324 --> 02:02:53.586]  Then another liver cleanse is going to take you to 65%.
[02:02:53.926 --> 02:02:56.828]  So you would have to do multiple, multiple liver cleanses.
[02:02:57.388 --> 02:03:04.054]  We've had people with serious, serious conditions that have done just multiple, just kept doing liver cleanses.
[02:03:04.094 --> 02:03:12.540]  They do one which takes five days, take a few days off, do another one, and all of their symptoms have gone away just by healing the gut and just by healing the liver.
[02:03:12.560 --> 02:03:13.941]  All right.
[02:03:13.981 --> 02:03:14.822]  Thank you, Don.
[02:03:14.842 --> 02:03:16.503]  Let's go to Jeff in California.
[02:03:16.523 --> 02:03:17.704]  Jeff, your question for Dr. Group.
[02:03:18.925 --> 02:03:20.006]  Hey, good morning, gentlemen.
[02:03:20.727 --> 02:03:21.327]  I have a question.
[02:03:21.347 --> 02:03:23.609]  My 15-year-old son was never breastfed.
[02:03:23.649 --> 02:03:24.570]  He's got a bit of a gut.
[02:03:25.229 --> 02:03:31.431]  And we eat healthy, we use the products, amazing products, by the way, we purify our water, water filter.
[02:03:32.212 --> 02:03:41.715]  And is there a connection between kids that haven't been breastfed and, you know, problems with the gut, the liver, and so on?
[02:03:41.935 --> 02:03:43.696]  And what can I do about that?
[02:03:45.031 --> 02:03:50.453]  Well, the first thing that I would recommend is there is a connection, actually.
[02:03:50.513 --> 02:03:53.234]  It depends on if he wasn't breastfed.
[02:03:53.374 --> 02:03:56.255]  It depends on what type of food he was fed.
[02:03:56.775 --> 02:04:11.241]  It also actually goes back to even before the conception, on how healthy you and your wife were before you conceived, because your sperm is going to hold the genetic code and her egg and everything, depending on how toxic those were.
[02:04:11.801 --> 02:04:14.442]  But, you know, there's nothing you can do about that.
[02:04:14.642 --> 02:04:18.284]  You know, what you want to focus on now is what you can do to repair the situation.
[02:04:18.785 --> 02:04:24.068]  So, what I would recommend since he is 15 is going through an intestinal cleanse.
[02:04:24.088 --> 02:04:25.449]  I don't know if you've done that already.
[02:04:25.469 --> 02:04:26.790]  Maybe another liver cleanse.
[02:04:27.370 --> 02:04:29.911]  Cleansing the body of the harmful organisms.
[02:04:29.952 --> 02:04:36.856]  You know, doing a harmful organism cleanse because a lot of times with childhood obesity or just that weight that's hard to come off.
[02:04:37.336 --> 02:04:43.161]  Can be due to an underlying fungus or a mold or some sort of an organism which is in the body.
[02:04:43.241 --> 02:04:46.543]  So we, I've seen that happen and you need to flush those out of the system.
[02:04:46.563 --> 02:04:48.285]  Alright, that's all the time we've got.
[02:04:48.345 --> 02:04:50.206]  Sorry to Dean, James and Jeff.
[02:04:50.226 --> 02:04:52.448]  Sorry we couldn't get to you, but that's all the time we have with Dr. Group.
[02:04:52.508 --> 02:04:57.031]  We have Craig Richardson, President of Energy and Environment coming up in the next segment.
[02:04:57.832 --> 02:04:58.392]  Dr. Group.
[02:04:58.552 --> 02:05:00.094]  GlobalHealingCenter.com.
[02:05:00.234 --> 02:05:00.514]  Thank you.
[02:05:04.096 --> 02:05:13.099]  Trump just signed an executive order to pull the federal government out of K-12 education, following through on a campaign promise to return school control to state and local officials.
[02:05:13.499 --> 02:05:23.003]  Titled Education Federalism Executive Order, it directs Education Secretary Betsy DeVos to launch a 300-day review of Obama-era regulations and guidance for school districts.
[02:05:23.323 --> 02:05:28.086]  And gives her the power to modify or repeal measures she deems an overreach by the federal government.
[02:05:28.286 --> 02:05:32.528]  It was amazing to hear liberals scream and cry as Betsy DeVos was being confirmed.
[02:05:32.788 --> 02:05:37.150]  And all I was saying the entire time was, good, we need to get rid of the Department of Education.
[02:05:37.430 --> 02:05:40.732]  You wonder why your local schools don't have money to pay teachers or for upkeep?
[02:05:40.892 --> 02:05:43.674]  It's because that money is being held by the federal government.
[02:05:43.954 --> 02:05:44.714]  Don't believe me?
[02:05:45.014 --> 02:05:48.156]  Just read the book, The Deliberate Dumbing Down of America by Charlotte Isserby.
[02:05:48.436 --> 02:05:57.124]  She was a whistleblower from the Department of Education in the 1980s, and her tome describes how the federal education system was designed to create automatons.
[02:05:57.444 --> 02:06:00.687]  Rob Dew reporting for InfoWars.com and InfoWars Nightly News.
[02:06:03.513 --> 02:06:07.355]  I want to tell you about some of the products at infowarsstore.com.
[02:06:07.395 --> 02:06:09.257]  We are under constant attack.
[02:06:09.737 --> 02:06:11.938]  You know it by now from the mainstream media.
[02:06:12.138 --> 02:06:15.040]  They're trying to attack us on every level.
[02:06:15.080 --> 02:06:29.409]  Now with the YouTube scandal, they're demonetizing our channels, which again takes a huge chunk out of our income, which is why we always appreciate and rely on you getting the products because that's how we stay afloat.
[02:06:30.089 --> 02:06:31.710]  They can't get to us that way.
[02:06:32.090 --> 02:06:34.911]  They can't pressure you to not buy the products.
[02:06:34.951 --> 02:06:35.931]  They don't have that power.
[02:06:36.391 --> 02:06:38.912]  And that's why you're the key to this entire operation.
[02:06:39.272 --> 02:06:41.673]  We have Super Blue Fluoride Free Toothpaste.
[02:06:42.113 --> 02:06:44.954]  Bubblegum flavor just arrived at Infowarsstore.com.
[02:06:44.974 --> 02:06:46.615]  This is by listener request.
[02:06:46.855 --> 02:06:52.117]  Bubblegum flavored Super Blue Toothpaste now available at Infowarsstore.com in limited supply.
[02:06:52.137 --> 02:06:52.697]  Again,
[02:06:53.457 --> 02:06:59.199]  If you're not using fluoride-free toothpaste by now, you're absolutely insane.
[02:06:59.599 --> 02:07:03.901]  Harvard studies, it reduces IQ, it causes bone cancer.
[02:07:04.501 --> 02:07:08.342]  It's not great, let's just put it that way, and I've been using it for about, what, 15 years now?
[02:07:10.383 --> 02:07:13.106]  So, you're gonna buy it anyway, why not buy it from us?
[02:07:13.126 --> 02:07:31.526]  It's in limited supply, but it is available at InfoWarsStore.com with the new bubblegum flavor, super blue, fluoride-free toothpaste, and it supports this network which is under constant demonization and attack because we don't take big fat checks from George Soros.
[02:07:31.866 --> 02:07:34.687]  We don't get put on extremist lists even though they want us to.
[02:07:34.727 --> 02:07:36.749]  That's how they're taking away the YouTube money.
[02:07:37.109 --> 02:07:39.110]  That's why we need your support more than ever.
[02:07:39.550 --> 02:07:51.176]  Because we're not funded by giant corporations who are now pulling the plug on YouTube as they move it into a TV thing, a Netflix model, to drown out independent voices.
[02:07:51.196 --> 02:07:54.297]  So support us by getting the products at infowarsstore.com.
[02:08:08.138 --> 02:08:14.729]  Live from the InfoWars.com studios, you're listening to The Alex Jones Show.
[02:08:15.209 --> 02:08:17.753]  And now, your host, David Knight.
[02:08:20.731 --> 02:08:22.112]  Welcome back to the Alex Jones Show!
[02:08:22.192 --> 02:08:24.854]  I'm David Knight, and we're going to talk to Craig Richardson.
[02:08:24.894 --> 02:08:31.038]  He's the president of E&E Legal, and the two E's there stand for energy and environment.
[02:08:31.098 --> 02:08:41.806]  They look at ways that we can deregulate energy because, you know, that is something that not only affects our quality of life, but it also affects our life expectancy.
[02:08:42.486 --> 02:08:48.510]  Energy and cheap access to that is something that is fundamental to our freedom, to our economy.
[02:08:48.990 --> 02:08:52.092]  Craig has had more than 25 years of experience as a professional.
[02:08:52.492 --> 02:08:58.856]  He's been involved in numerous campaigns and other issues that are anti-tax and deregulation initiatives.
[02:08:59.337 --> 02:09:00.297]  We've talked before.
[02:09:00.357 --> 02:09:03.319]  We're both very happy with the person that
[02:09:04.520 --> 02:09:12.264]  President Trump has put in at the EPA, Scott Pruitt, he's somebody who had a long history of fighting regulatory overreach from the EPA.
[02:09:12.784 --> 02:09:19.128]  But I want to talk to you today, Craig, about the Paris Climate Treaty.
[02:09:20.433 --> 02:09:21.994]  And our involvement with that.
[02:09:22.054 --> 02:09:24.534]  We've seen that both Trump has said he wants to get out of that.
[02:09:24.994 --> 02:09:28.075]  We've seen Scott Pruitt, his EPA chief, say he wants to get out of it.
[02:09:28.135 --> 02:09:36.818]  But there is a push with Ivanka, Jared Kushner, and Secretary of State Rex Tillerson to ride the fence on this.
[02:09:36.858 --> 02:09:43.200]  To say, alright, we're going to do some changes at EPA, but we're going to not say anything at all about the Paris Treaty.
[02:09:44.640 --> 02:09:50.728]  As I'm looking at this, it's kind of like watching an old movie being replayed, you know, Casablanca with Humphrey Bogart.
[02:09:50.748 --> 02:09:55.053]  You know, we've got a couple of people there in the White House who are saying, we'll always have Paris.
[02:09:55.113 --> 02:10:00.679]  Maybe we always will have the Paris Treaty and we never can get rid of it, but, because they're certainly trying to Bogart it there.
[02:10:03.102 --> 02:10:05.344]  Tell us why this is important.
[02:10:05.364 --> 02:10:08.548]  What does it mean for the US that we're involved in this?
[02:10:08.648 --> 02:10:11.531]  Because we did not have the Senate ratify this treaty.
[02:10:11.932 --> 02:10:13.053]  We had Obama sign it.
[02:10:13.113 --> 02:10:16.797]  We had Secretary of State at the time, John Kerry, sign it.
[02:10:16.897 --> 02:10:18.919]  What does it mean for us moving forward?
[02:10:20.020 --> 02:10:22.623]  Well, first of all, I appreciate you having me here on the show.
[02:10:24.116 --> 02:10:28.239]  You know, I actually am a huge Humphrey Bogart fan, and that's one of my favorite movies of all time.
[02:10:28.299 --> 02:10:31.941]  And, you know, you also remember in that line, you know, round up all the usual suspects.
[02:10:32.082 --> 02:10:32.262]  Yeah.
[02:10:33.082 --> 02:10:41.988]  And I think sadly, you know, I was at a meeting the other day with some right of center energy and environment groups called Cooler Heads Coalition.
[02:10:42.208 --> 02:10:46.451]  And, you know, we were sort of shaking our heads saying, I thought our side had won the election.
[02:10:47.808 --> 02:10:50.309]  So, you know, this is a major frustration.
[02:10:51.409 --> 02:10:55.690]  We have factions that have formed within the White House itself.
[02:10:55.710 --> 02:10:58.631]  You identified a few of them as his daughter and his son-in-law to start with.
[02:10:59.571 --> 02:11:06.894]  But you have Rex Tillerson, who was an ExxonMobil CEO, who also ExxonMobil had some support for carbon tax back in the day.
[02:11:06.914 --> 02:11:14.876]  I think the bottom line, what you have to realize is what we're dealing with, which, you know, we all know, particularly you who covered the issues you do,
[02:11:15.716 --> 02:11:25.981]  Is that this is a major international effort and push by those global elitists and the governments that they prop up and support and corporations behind them.
[02:11:26.781 --> 02:11:33.104]  The statistic that stands out in my mind most is that the climate change industry and it is an industry.
[02:11:33.684 --> 02:11:33.945]  Yeah.
[02:11:50.488 --> 02:11:54.894]  Plastered all over Paris when we arrived by the environmentalists, which we felt welcomed.
[02:11:55.855 --> 02:12:05.546]  But when I was there and I was inside the pavilion where they had the corporate things of all the great technology that's coming forward, that word corporate was really what struck out, stuck out at me.
[02:12:05.707 --> 02:12:08.270]  I mean, this is a majorly polished
[02:12:08.960 --> 02:12:10.081]  We're good to go.
[02:12:39.340 --> 02:12:47.286]  That carbon taxes are something that's not only going to be featherbedding and crony capitalism, but it's also something that could fund a world government.
[02:12:47.326 --> 02:12:53.731]  They have to have some way to fund it, so they need a worldwide problem that they can have a worldwide tax to.
[02:12:54.051 --> 02:13:07.381]  So they understand the danger of that, but they don't understand, many of them, when I was talking about my concerns when Rex Tillerson was even announced that they were thinking about making him Secretary of State, I was concerned about his previous stance on
