[00:00:00.009 --> 00:00:00.790]  Total fact.
[02:42:30.825 --> 02:42:31.706]  It's concentrated.
[02:42:31.766 --> 02:42:32.547]  My dad is a
[02:42:32.867 --> 02:42:34.589]  Cause I retired dentist oral surgeon.
[02:42:34.829 --> 02:42:38.012]  He helped develop this with one of the biggest manufacturers in the country.
[02:42:38.132 --> 02:42:38.832]  It's amazing.
[02:42:39.213 --> 02:42:42.856]  And again, when you sign up for auto ship, you get an additional 10% off.
[02:42:42.956 --> 02:42:43.577]  It's a win win.
[02:42:44.037 --> 02:42:51.064]  You remember to support us each month or every two months or every three months, however you sign up, you can cancel anytime and you can get 10% off and then.
[02:42:52.765 --> 02:42:59.248]  Don't have to remember to keep supporting us and also get the products that obviously run out that you've got to replenish.
[02:42:59.489 --> 02:43:01.029]  These are great renewable resources.
[02:43:01.350 --> 02:43:02.470]  Please continue to support us.
[02:43:02.550 --> 02:43:05.032]  Again, I want to defeat the globalists.
[02:43:05.112 --> 02:43:05.752]  I'm determined.
[02:43:05.852 --> 02:43:06.372]  I'm focused.
[02:43:06.913 --> 02:43:14.817]  But without you spreading the word, without you financially supporting us, and without you praying for us, we don't have a chance in hell.
[02:43:15.217 --> 02:43:16.998]  But if you get behind us like you've already done,
[02:43:18.660 --> 02:43:19.560]  Turn it up a notch?
[02:43:20.240 --> 02:43:23.781]  We are unstoppable, ladies and gentlemen, because humans want freedom.
[02:43:24.121 --> 02:43:26.401]  We want to have a shared destiny together.
[02:43:26.642 --> 02:43:27.822]  We want to go to the stars.
[02:43:28.222 --> 02:43:29.462]  Look how far we've already come.
[02:43:29.722 --> 02:43:31.462]  So let's tell the globalists we're not trash.
[02:43:31.763 --> 02:43:34.763]  Let's tell Bill Guy, the science guy, that we're going to have more than one child.
[02:43:35.023 --> 02:43:38.044]  Let's tell David Rockefeller that, you know, we're not subhumans.
[02:43:38.344 --> 02:43:42.545]  Let's tell Ted Turner he could have five kids, but tells us we're subhuman, he can go to hell.
[02:43:42.845 --> 02:43:44.085]  And let's take action.
[02:43:44.605 --> 02:43:52.742]  There's nowhere you can spend your hard-earned money to get better products and then make sure that money goes to a good cause than InfoWarsTour.com.
[02:43:52.962 --> 02:43:54.305]  But regardless of what you do...
[02:43:55.305 --> 02:44:05.812]  Spread the links, spread the articles, and let people know about this 30-hour special broadcast so new people tune in and learn about the nightly news, the daily show I do, and the news sites and everything we're engaged in.
[02:44:05.832 --> 02:44:11.216]  Because we're not perfect, but our hearts are in the right place and we are pulling as hard as we can for victory.
[02:44:11.676 --> 02:44:20.042]  Now back to the live transmission with the amazing host and guest and special reports during the 30-hour broadcast that we're now partway into.
[02:44:20.402 --> 02:44:22.883]  InfoWars.com forward slash show.
[02:44:23.184 --> 02:44:24.425]  Please spread that link.
[02:44:29.809 --> 02:44:33.793]  This is the Defense of Free Speech 30-hour broadcast.
[02:44:33.833 --> 02:44:35.814]  We are in the tail end of it right now.
[02:44:36.315 --> 02:44:40.238]  In just a bit, we're going to be joined by Matt Bracken and then Alex Jones will join us.
[02:44:40.298 --> 02:44:47.024]  I think he's really fired up with a new story in the Washington Compost that came out today, so I'm looking forward to discussing that with him.
[02:44:47.364 --> 02:44:48.305]  But guys, you know, this is
[02:44:49.466 --> 02:44:50.887]  The Defense of Free Speech special.
[02:44:51.588 --> 02:44:53.069]  We all support free speech.
[02:44:53.989 --> 02:44:58.452]  And we have talked about free speech and specifically in the political realm.
[02:44:58.513 --> 02:45:00.374]  It's starting to cause rifts in family.
[02:45:00.954 --> 02:45:03.896]  And then there was this story yesterday in CBS.
[02:45:04.257 --> 02:45:07.339]  Political talk is causing problems at work now too.
[02:45:07.739 --> 02:45:12.422]  So you can't talk politics at dinner because your family's going to fight like cats and dogs.
[02:45:12.802 --> 02:45:17.704]  You can't go out in the city of Austin and talk politics because someone's going to get offended and scream at you.
[02:45:18.005 --> 02:45:20.666]  I've shown that in videos we put on Infowars YouTube channel.
[02:45:21.006 --> 02:45:25.208]  And now you can't talk political at work because you're going to offend somebody.
[02:45:25.569 --> 02:45:29.050]  Guys, free speech, you can't even talk politics in this country.
[02:45:29.070 --> 02:45:33.753]  Yeah, this is a chilling effect on free speech because when you think about it, if you can't talk openly
[02:45:34.233 --> 02:45:45.407]  Then you're isolated and that's exactly what the elite want because people when they they can't like the Trump movement for example if all the Trump voters never talked amongst themselves it would never have happened
[02:45:46.403 --> 02:45:50.969]  And that's probably why Trump made the hats, made the shirts, so that we knew we could wear that out.
[02:45:51.009 --> 02:45:55.674]  To force people to, you know, run into each other at a rally and start communicating.
[02:45:55.774 --> 02:45:59.098]  Because if people are too scared to talk, then they're never going to share ideas.
[02:45:59.479 --> 02:46:02.562]  They're going to feel like they're a minority against the elite.
[02:46:02.823 --> 02:46:03.964]  They're never going to join forces.
[02:46:04.084 --> 02:46:04.385]  That's true.
[02:46:04.425 --> 02:46:05.346]  But let's get real, guys.
[02:46:05.726 --> 02:46:12.651]  We all know that the ones that, at the end of the day, are the ones getting offended are typically the liberals.
[02:46:13.091 --> 02:46:25.961]  I mean, I've seen this happen in prior workplaces, which, other than at InfoWars, I mean, everyone else tended to have liberal points of views, and if you were a conservative and you voiced your opinion,
[02:46:26.681 --> 02:46:32.247]  You offended or triggered your co-workers and then you got in trouble for it.
[02:46:32.347 --> 02:46:42.058]  It's like, where do you ever see, okay, could you imagine a bunch of conservatives all sitting there at work and all of a sudden a liberal comes in and says, oh, you know, well, I think, nah, nah, nah.
[02:46:42.358 --> 02:46:44.321]  They would just go, okay, cool, and just walk away.
[02:46:44.341 --> 02:46:47.584]  Well, that's a good point, too, and I think that the proof is in the pudding because
[02:46:48.570 --> 02:46:51.011]  It all changed when Trump became president.
[02:46:51.391 --> 02:46:53.432]  When Obama was president, it was okay.
[02:46:53.472 --> 02:46:55.292]  They wouldn't be offended because they were winning.
[02:46:55.792 --> 02:46:56.593]  They had the high ground.
[02:46:56.613 --> 02:46:57.513]  We have Obama.
[02:46:57.533 --> 02:46:59.393]  Obama's the hero, so it doesn't really matter what you think.
[02:46:59.433 --> 02:47:00.494]  You're just a racist anyway.
[02:47:00.514 --> 02:47:01.314]  We got Obama in.
[02:47:01.614 --> 02:47:16.839]  But now that they're losing, now that they actually see that they're losers, now that they see Obama lied, then now that this is where you start to get to a psychological aspect where their character feels hurt and they don't want anybody to point that out.
[02:47:17.793 --> 02:47:22.995]  Yeah, it's like they're getting to the point where they're going from just talk to violence.
[02:47:23.255 --> 02:47:24.255]  They're hitting that point.
[02:47:24.295 --> 02:47:24.555]  Yeah.
[02:47:24.895 --> 02:47:26.896]  This is arrested development.
[02:47:27.076 --> 02:47:30.597]  The SJWs tend to be very emotionally erratic.
[02:47:31.158 --> 02:47:35.719]  I mean, we've seen the video evidence out there.
[02:47:35.739 --> 02:47:38.980]  It shows that there's something psychological behind it.
[02:47:39.120 --> 02:47:41.141]  I mean, there's got to be some mental illness.
[02:47:41.161 --> 02:47:46.143]  When you have children that basically grow up at a daycare center,
[02:47:47.003 --> 02:47:49.486]  The daycare center is practically the third parent.
[02:47:49.826 --> 02:47:51.247]  You get an award just for showing up?
[02:47:51.328 --> 02:47:51.528]  Yeah.
[02:47:52.108 --> 02:47:52.909]  I mean, yeah.
[02:47:53.329 --> 02:47:55.011]  You used to have to show up every day to get an award.
[02:47:55.131 --> 02:47:55.352]  Yeah.
[02:47:55.872 --> 02:48:05.702]  You know, kids that lack of one or two parents or they don't spend time with either parent, they tend to have more psychological issues growing up than ones that have a stable family.
[02:48:06.262 --> 02:48:07.343]  Yeah, this is true and this is...
[02:48:07.944 --> 02:48:10.065]  That's been proven by psychological studies.
[02:48:10.085 --> 02:48:12.587]  That's not just rhetoric the kid's talking about there.
[02:48:12.627 --> 02:48:13.507]  This is actually a fact.
[02:48:13.747 --> 02:48:19.971]  And of course we know, part of the agenda with Agenda 21 and globalism, you have to eliminate the family.
[02:48:19.991 --> 02:48:21.331]  You can't have strong families.
[02:48:21.371 --> 02:48:22.072]  They won't want that.
[02:48:22.112 --> 02:48:23.513]  They'll want to stay independent.
[02:48:23.633 --> 02:48:25.273]  Also, notice the wording.
[02:48:25.474 --> 02:48:26.574]  Notice triggering.
[02:48:26.894 --> 02:48:28.875]  That has seemed to be on a rise.
[02:48:28.955 --> 02:48:30.496]  Everybody's using triggering.
[02:48:30.736 --> 02:48:31.817]  Oh, that triggers me.
[02:48:32.037 --> 02:48:33.278]  You're kind of triggering me right now.
[02:48:33.638 --> 02:48:38.101]  They're using a psychological term that kind of has been associated with mind control.
[02:48:38.121 --> 02:48:39.542]  So I do think that's a little bit weird.
[02:48:39.562 --> 02:48:40.083]  That's true.
[02:48:40.243 --> 02:48:42.044]  Or like PTSD as well.
[02:48:42.084 --> 02:48:42.484]  Yeah.
[02:48:42.544 --> 02:48:43.225]  It's the same thing.
[02:48:43.265 --> 02:48:43.885]  PTSD.
[02:48:44.005 --> 02:48:45.146]  Let's move forward with this one.
[02:48:45.186 --> 02:48:48.889]  Here's another, this is kind of a chilling effect on free speech too, Kit.
[02:48:49.409 --> 02:48:56.174]  Netflix, everyone's talked about this now, but Netflix edits a Bill Nye episode to remove segments saying chromosomes determine gender.
[02:48:56.474 --> 02:48:58.976]  So everybody's made the joke, seen the meme.
[02:48:59.356 --> 02:49:07.541]  In the 1990s, if you talked about Bill Nye the Science Guy or his views on sex or gender and chromosomes, it was simple.
[02:49:07.641 --> 02:49:10.402]  He broke it down with science and biology.
[02:49:10.522 --> 02:49:12.343]  What makes a man and what makes a woman?
[02:49:12.664 --> 02:49:14.525]  Well, he's come quite a far way.
[02:49:15.245 --> 02:49:26.531]  But, with everybody calling him out, showing the old episodes of Bill Nye the Science Guy, showing them on the internet, showing all the times where he talked about science and X and Y and men and women, now they're trying to delete all that.
[02:49:26.551 --> 02:49:34.335]  They're trying to erase that history, get that off the record, because it shows how much of a sellout, I guess, more than anything, Bill Nye really is.
[02:49:34.655 --> 02:49:44.200]  Well, see, science has long been co-opted by the government, because science has this aura of credibility with the scientific method and whatnot.
[02:49:44.560 --> 02:49:55.922]  That's why they tried to push global warming because the public was, it was one of the narratives that they thought the public could buy more because it was under the guise of scientists, you know, the appeal to authority policy.
[02:49:56.602 --> 02:50:10.125]  So yeah, that's, it doesn't really surprise me that much with the whole Bill Nye thing because you have this whole scientism thing that's been going on for the past 15-20 years with global warming where the scientists are the new priest class that we must worship, we must obey.
[02:50:10.145 --> 02:50:11.985]  Even though you couldn't name one of them.
[02:50:12.445 --> 02:50:23.614]  You know what's interesting here, is if you actually did some research on Bill Nye the Science Guy, you would find out that his mom has a lot of history in the intelligence.
[02:50:24.174 --> 02:50:30.980]  I mean, she worked for the intelligence agencies, so it's kind of interesting to see some of his early childhood information that's out here.
[02:50:31.020 --> 02:50:34.703]  So wait a second, if his mother was in intelligence, how come Bill Nye didn't get any?
[02:50:35.410 --> 02:50:43.218]  I think he might have tried, but it says out there that he tried to apply for NASA to be an astronaut, but he was denied several times.
[02:50:43.238 --> 02:50:51.125]  So apparently Bill Nye the science guy was not smart enough to be an astronaut, but he's smart enough to be out there and be a TV show host.
[02:50:51.165 --> 02:50:51.446]  He's great.
[02:50:51.466 --> 02:50:52.867]  He's good with the kids.
[02:50:56.010 --> 02:51:00.334]  And look, honestly, I don't think anybody ever had a problem with him when he did his old science stuff.
[02:51:00.394 --> 02:51:01.935]  I think it was kind of goofy, kind of quirky.
[02:51:01.976 --> 02:51:02.636]  Kids liked it.
[02:51:02.676 --> 02:51:03.577]  Teachers liked showing it.
[02:51:03.617 --> 02:51:04.558]  It got the kids' attention.
[02:51:04.598 --> 02:51:07.220]  I don't think there was any propaganda in it, at least as far as I know.
[02:51:07.821 --> 02:51:11.985]  But now, of course, we see him a totally different Bill Nye here 20 to 10 years later.
[02:51:12.245 --> 02:51:13.346]  Hey, how about this one, guys?
[02:51:14.287 --> 02:51:15.408]  When are we going to start seeing this?
[02:51:15.428 --> 02:51:16.028]  I tell ya.
[02:51:17.350 --> 02:51:25.996]  Model Chrissy Teigen says Trump should pay for her Botox and medical bills because of the crippling anxiety that he has brought to her.
[02:51:26.336 --> 02:51:26.556]  What?
[02:51:26.956 --> 02:51:27.437]  Listen to this.
[02:51:27.497 --> 02:51:29.438]  Now, see, we're hearing this, guys.
[02:51:29.918 --> 02:51:33.040]  Pay for my Botox, pay for my gender reassignment surgery.
[02:51:33.060 --> 02:51:34.441]  Okay, so, but we're hearing this.
[02:51:34.561 --> 02:51:35.282]  We're hearing that.
[02:51:36.483 --> 02:51:46.411]  They've been pushing this narrative for a long time, and this just shows you that all of these people in Hollywood that we've fawned over are nothing more than just general fops, like most of the general population.
[02:51:46.971 --> 02:51:55.379]  Chrissy Teigen, I'm sorry, Chrissy, to have to insult you like this, but you're a complete intellectual dolt.
[02:51:56.955 --> 02:51:58.617]  This shows you the brainwashing.
[02:51:59.057 --> 02:52:00.719]  It's the mainstream media, folks.
[02:52:01.219 --> 02:52:04.683]  It's the mainstream media that has been pushing the divide.
[02:52:05.004 --> 02:52:07.647]  It is the mainstream media that's been lying about Donald Trump.
[02:52:07.927 --> 02:52:10.270]  It's the mainstream media that's been lying about everything.
[02:52:10.450 --> 02:52:11.591]  Fomenting this divide.
[02:52:11.911 --> 02:52:13.113]  Fomenting this civil war.
[02:52:13.393 --> 02:52:14.955]  Fomenting violence in the streets.
[02:52:15.576 --> 02:52:16.637]  Charging Antifa.
[02:52:16.917 --> 02:52:18.078]  Bringing these people on the air.
[02:52:18.258 --> 02:52:21.420]  Somebody charges Trump's stage, CNN brings him on for an interview.
[02:52:21.940 --> 02:52:25.102]  The father of the Orlando shooting killed 49 people.
[02:52:25.302 --> 02:52:28.204]  He gets to do an interview with CNN because he supports Hillary Clinton.
[02:52:28.624 --> 02:52:32.966]  The mainstream news, Chrissy Teigen, is why you have crippling anxiety.
[02:52:33.387 --> 02:52:36.048]  Because you take mainstream news literally, okay?
[02:52:36.368 --> 02:52:39.890]  So you want to know why you have this anxiety, Chrissy?
[02:52:40.190 --> 02:52:41.651]  Look in the mirror, okay?
[02:52:42.132 --> 02:52:44.033]  And maybe quit obsessing with yourself.
[02:52:44.753 --> 02:52:48.355]  Get over the fake news and you'll figure out you're just fine.
[02:52:48.776 --> 02:52:50.176]  Why do you want Botox?
[02:52:50.256 --> 02:52:51.417]  You're a good-looking woman.
[02:52:52.258 --> 02:52:53.719]  So you've got two problems, Chrissy.
[02:52:54.139 --> 02:53:02.124]  One, you're so self-absorbed because you're a model that you cannot just accept the beauty you have and you have to strive for more.
[02:53:02.384 --> 02:53:04.725]  So you already got that that's causing you crippling anxiety.
[02:53:04.765 --> 02:53:06.006]  That's our culture here in America.
[02:53:06.026 --> 02:53:06.987]  I'm sorry that that happened.
[02:53:07.307 --> 02:53:22.492]  Two, you follow the mainstream news which has been lying to you about Donald Trump, lying to you about his agenda, lying to you about his policy, and now this has given you crippling anxiety because you don't know what the heck is going on and you think it's Donald Trump's fault.
[02:53:22.732 --> 02:53:26.133]  So Chrissy, look in the mirror, try to set yourself straight.
[02:53:26.453 --> 02:53:31.675]  Maybe John Legend, who I think that apparently they're dating, maybe John can set you straight.
[02:53:31.995 --> 02:53:32.415]  Hey John.
[02:53:33.410 --> 02:53:34.831]  They're married, okay.
[02:53:34.891 --> 02:53:38.553]  Hey, John, I know you love your wife.
[02:53:38.853 --> 02:53:42.716]  Just tell her to quit talking and thinking about politics, okay?
[02:53:43.316 --> 02:53:44.057]  She'll be better off.
[02:53:44.117 --> 02:53:48.920]  If she really has crippling anxiety, which is probably a stretch of the imagination to begin with,
[02:53:49.640 --> 02:53:53.542]  Maybe she should turn off the television and quit obsessing over her body.
[02:54:05.769 --> 02:54:14.671]  Emotional issues, obviously liberals have just decided to blame every single problem they have on Donald Trump.
[02:54:14.711 --> 02:54:15.972]  He's become their scapegoat.
[02:54:16.012 --> 02:54:18.993]  I'm so tired of hearing these stories, I don't even want to say anything about this.
[02:54:19.133 --> 02:54:22.674]  She does actually have postpartum depression, so that could be a little bit of it.
[02:54:22.694 --> 02:54:23.394]  She has what?
[02:54:23.594 --> 02:54:24.954]  She has postpartum depression.
[02:54:25.394 --> 02:54:26.475]  Postpartum depression?
[02:54:27.095 --> 02:54:27.615]  Okay, well...
[02:54:28.115 --> 02:54:28.956]  Yeah, it's a real thing.
[02:54:29.196 --> 02:54:32.238]  Okay, well, that doesn't mean that Trump should pay for your Botox.
[02:54:32.278 --> 02:54:34.740]  It's not post-Trump election depression.
[02:54:34.760 --> 02:54:36.781]  Yes, exactly, which is how they want to spin it.
[02:54:37.161 --> 02:54:45.547]  Postpartum depression can actually be linked to certain vitamin omega-3 deficiencies as well, so it could just be she's not taking care of herself.
[02:54:45.567 --> 02:54:47.909]  No, let's not talk about why people are getting depressed.
[02:54:47.969 --> 02:54:52.652]  Let's just blame it on the politician in office, and I don't even like saying Trump's a politician.
[02:54:52.672 --> 02:54:53.073]  But look, though.
[02:54:54.241 --> 02:54:56.122]  Alright kid, I'm sorry to have to do this to you.
[02:54:56.143 --> 02:54:56.803]  I know you hate this.
[02:54:57.564 --> 02:55:02.647]  She says, I'm so effing tired of this maniacally insane incompetent president.
[02:55:04.188 --> 02:55:05.970]  Who's really maniacally insane here?
[02:55:10.393 --> 02:55:15.037]  What in her life can she directly attribute to Trump?
[02:55:16.010 --> 02:55:16.310]  Nothing.
[02:55:16.910 --> 02:55:17.871]  Her lack of Botox?
[02:55:18.171 --> 02:55:18.871]  Well, maybe.
[02:55:19.351 --> 02:55:20.292]  She wants Trump to pay for it.
[02:55:20.312 --> 02:55:21.092]  She hasn't gotten it yet.
[02:55:21.692 --> 02:55:22.513]  I really don't get it.
[02:55:22.713 --> 02:55:23.233]  Here's the thing.
[02:55:23.833 --> 02:55:27.795]  If you have a problem with Donald Trump and you don't like his presidency, that's fine.
[02:55:28.235 --> 02:55:29.196]  That's perfectly fine.
[02:55:29.516 --> 02:55:39.040]  But to sit here and throw out this ridiculous notion that he's maniacally insane and he's causing you crippling anxiety, that's where you prove yourself to be maniacally insane.
[02:55:39.420 --> 02:55:39.800]  Yourself.
[02:55:40.220 --> 02:55:42.321]  And of course we're seeing this in Hollywood.
[02:55:42.341 --> 02:55:43.101]  Alright, we'll get over this.
[02:55:43.121 --> 02:55:43.742]  This is getting absurd.
[02:55:45.723 --> 02:55:49.167]  After I stand up for Donald Trump, I have to sit here and scratch my head over this one.
[02:55:49.748 --> 02:55:55.936]  Did you guys know that Donald Trump offered to officiate Joe and Mika's wedding?
[02:55:56.717 --> 02:55:58.099]  Now this is an interesting story.
[02:55:58.139 --> 02:56:00.301]  I don't think too many people have talked about it, but apparently...
[02:56:01.308 --> 02:56:06.890]  When Donald Trump found out that Joe Scarborough and Mika Brzezinski were getting married, he wanted to be involved.
[02:56:06.930 --> 02:56:08.831]  He talked about how they could do it at Mar-a-Lago.
[02:56:08.871 --> 02:56:10.092]  It was going to be a big thing.
[02:56:11.693 --> 02:56:15.254]  And then Kushner said, hey, I can actually do the ceremony.
[02:56:15.334 --> 02:56:16.775]  I can actually marry you.
[02:56:17.115 --> 02:56:18.676]  So you had Kushner and Trump.
[02:56:20.076 --> 02:56:23.138]  First of all, here's the thing that rubs me the wrong way about this, guys.
[02:56:23.178 --> 02:56:23.858]  I'd like to hear what you think.
[02:56:25.509 --> 02:56:35.439]  The very notion of this story implies the fact that you've got Kushner, Donald Trump, Mika Brzezinski and Joe Scarborough hanging out together rubbing elbows.
[02:56:36.079 --> 02:56:36.360]  Okay?
[02:56:37.781 --> 02:56:43.747]  Mika Brzezinski told you that it's her job to determine what you think.
[02:56:43.807 --> 02:56:44.848]  She said that live on air.
[02:56:46.318 --> 02:56:53.862]  Joe Scarborough and Mika Brzezinski have been defaming Donald Trump ever since he decided to run for the office of United States President.
[02:56:54.343 --> 02:56:55.864]  Why are these people rubbing elbows?
[02:56:56.966 --> 02:56:59.047]  And why is Jared Kushner talking about marrying them?
[02:56:59.727 --> 02:57:00.768]  It's just very strange.
[02:57:00.868 --> 02:57:05.050]  And I don't think this plays on the same level as Hillary Clinton being at Donald Trump's wedding.
[02:57:05.130 --> 02:57:06.411]  I know that that's where people will go with this.
[02:57:06.831 --> 02:57:08.072]  I don't play this at the same level.
[02:57:08.352 --> 02:57:09.452]  But I'd like to hear what you guys think.
[02:57:09.753 --> 02:57:12.274]  Well, it's like, keep your enemies closer.
[02:57:12.454 --> 02:57:18.657]  I mean, Trump, what Trump's going to do is the psychological... So you think it's what I was saying earlier, he wants everybody to come together, kumbaya.
[02:57:18.717 --> 02:57:20.158]  Yeah, that's one aspect of it.
[02:57:20.258 --> 02:57:25.381]  The other aspect of it is that if someone's going to officiate your wedding, psychologically,
[02:57:26.021 --> 02:57:35.324]  You're never going to be as vicious towards that person as you would have been otherwise because there's always going to be, well, you know, I'm somewhat friendly with them, you know, despite, you know, they were at my wedding.
[02:57:35.664 --> 02:57:38.424]  Did they even take him off up on the air?
[02:57:38.664 --> 02:57:38.904]  No.
[02:57:38.924 --> 02:57:41.385]  So it was it was probably out of humor.
[02:57:41.445 --> 02:57:43.406]  It's like, oh, here, let me let me.
[02:57:43.526 --> 02:57:44.966]  I kind of like Chris Angle.
[02:57:45.026 --> 02:57:46.226]  I kind of like Chris Angle.
[02:57:48.467 --> 02:57:52.251]  He officiated the wedding, but he banned MSNBC from showing up.
[02:57:52.491 --> 02:57:54.333]  We do the best weddings.
[02:57:54.393 --> 02:57:55.474]  Do we not do the best weddings?
[02:57:55.494 --> 02:57:59.398]  It's probably a joke because he can't really officiate it.
[02:57:59.858 --> 02:58:00.859]  Don't you have to be a priest?
[02:58:01.480 --> 02:58:02.701]  No, you can be a wedding officiate.
[02:58:02.721 --> 02:58:03.562]  You don't have to be a priest.
[02:58:04.042 --> 02:58:07.366]  So you don't have to, you can just sign them off like anyone can do it?
[02:58:07.386 --> 02:58:09.067]  You have to get a, you have to get a document.
[02:58:09.087 --> 02:58:10.249]  There's a little process you go through.
[02:58:10.269 --> 02:58:10.869]  What were you guys saying?
[02:58:10.909 --> 02:58:11.310]  I didn't hear you.
[02:58:12.401 --> 02:58:13.202]  Yeah, anyone can do it.
[02:58:13.262 --> 02:58:20.714]  You do have to get a government, some government documents, but anybody can legally marry people once you go through that process.
[02:58:21.075 --> 02:58:22.557]  Hey, alright guys, what time?
[02:58:22.978 --> 02:58:24.300]  We got Matt Bracken on the other side.
[02:58:24.340 --> 02:58:25.903]  You guys want to just take a break right now?
[02:58:29.628 --> 02:58:30.929]  Okay, so here's the deal, folks.
[02:58:31.450 --> 02:58:36.995]  We are about to enter the final hour of the 30-hour Infowars Defense of Free Speech.
[02:58:37.876 --> 02:58:39.037]  It's been quite a ride.
[02:58:39.537 --> 02:58:44.962]  I know that everybody here has been working really hard, especially the staff and the crew behind the scenes that don't get near enough credit.
[02:58:45.563 --> 02:58:45.803]  But...
[02:58:46.784 --> 02:58:56.368]  They make it possible and you make it possible by going to InfoWarsStore.com and hey, you buy a great product, you get a great product and you support what we do here.
[02:58:56.388 --> 02:58:57.008]  It's a win-win.
[02:58:57.028 --> 02:59:11.633]  That's what Alex Jones loves to do and that's why he does these broadcasts so that we can get a bigger audience, reach more people, tell you about our great products and expand in the face of the real fake news like CNN and MSNBC.
[02:59:11.653 --> 02:59:13.134]  30% off Brain Force.
[02:59:13.154 --> 02:59:15.495]  You can see all the specials right there on the screen.
[02:59:16.095 --> 02:59:19.178]  We haven't even talked about the T-shirts, Trump Pants, T-shirts, hats.
[02:59:19.498 --> 02:59:20.319]  How about the toothpaste?
[02:59:20.339 --> 02:59:21.681]  I haven't even mentioned the toothpaste.
[02:59:22.161 --> 02:59:23.262]  Super Blue Toothpaste.
[02:59:23.282 --> 02:59:25.344]  You know, that's actually on sale too right now, isn't it?
[02:59:27.146 --> 02:59:25.344]  $10.
[02:59:27.847 --> 02:59:30.069]  Super Blue Fluoride Free Toothpaste.
[02:59:30.609 --> 02:59:37.396]  This product right here is going to compete, I think, with nascent iodine as our most popular.
[02:59:37.436 --> 02:59:38.537]  Well, you've got Brain Force too.
[02:59:39.398 --> 02:59:51.244]  This, Brain Force, and I think Nace and Iodine are going to be the three products that are going to be flirting with 4.8, 4.9 ratings their entire span, which is tough to do because these products are no joke.
[02:59:51.624 --> 02:59:52.385]  We take a break.
[02:59:52.505 --> 02:59:54.626]  Visit our store at infowarsstore.com.
[02:59:54.646 --> 02:59:59.508]  We will be back on the other side with Matt Bracken, and don't forget, Alex Jones joins us in about a half an hour.
[03:00:10.684 --> 03:00:14.055]  You love to fight?
[03:00:14.898 --> 03:00:15.621]  You're getting it!
[03:00:22.173 --> 03:00:29.256]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[03:00:29.636 --> 03:00:42.841]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[03:00:43.789 --> 03:00:55.013]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[03:00:55.674 --> 03:01:01.636]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[03:01:02.396 --> 03:01:10.784]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[03:01:11.404 --> 03:01:19.612]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[03:01:22.290 --> 03:01:28.119]  In ancient times, man roamed the earth in a constant state of hunting or being hunted.
[03:01:28.279 --> 03:01:33.466]  Introducing Caveman, where cutting-edge science meets ancient super nutrients.
[03:01:33.707 --> 03:01:36.711]  Secure your bottle right now at InfowarsStore.com.
[03:01:37.332 --> 03:01:41.718]  We have the new product at Infowarsandlife.com, BioTrue Selenium.
[03:01:41.818 --> 03:01:52.752]  We've had so many requests over the years for selenium, and just recently, we were able to source a certified organic, bioavailable selenium from mustard seed extract.
[03:01:52.912 --> 03:01:57.834]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[03:01:57.954 --> 03:02:00.475]  It helps balance the thyroid gland.
[03:02:00.535 --> 03:02:02.035]  It helps detoxify.
[03:02:02.255 --> 03:02:05.096]  Selenium is another one of those absolute must-haves.
[03:02:05.136 --> 03:02:09.878]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[03:02:09.898 --> 03:02:16.140]  As a matter of fact, there's 25 genes in the body that are directly dependent upon selenium.
[03:02:16.160 --> 03:02:21.462]  So it really is an all-around nutrient that everybody really needs.
[03:02:21.482 --> 03:02:22.262]  I'm taking it now.
[03:02:22.602 --> 03:02:22.842]  We're good.
[03:02:37.691 --> 03:02:43.194]  InfoWars is proud to announce the official InfoWars Live app, available now for iPhone and Android.
[03:02:43.354 --> 03:02:51.539]  InfoWars Live allows you to watch a live, high-definition feed of the Alex Jones Show 24-7 and get the latest breaking InfoWars reports straight to your phone.
[03:02:51.799 --> 03:02:54.721]  Want to read the latest exclusives on InfoWars.com?
[03:02:54.821 --> 03:02:56.502]  Or do you want to catch up on world news?
[03:02:56.642 --> 03:02:59.644]  Now you can do so with InfoWars Live anywhere you go.
[03:02:59.764 --> 03:03:01.965]  You can browse the news, share content and more.
[03:03:02.085 --> 03:03:05.087]  And best of all, it's free to download at InfoWars.com.
[03:03:05.267 --> 03:03:10.052]  The app is brand new, this is the first release, and it was completely built from the ground up.
[03:03:10.252 --> 03:03:13.856]  We've seen example after example of cable news networks attempting to deceive you.
[03:03:14.116 --> 03:03:22.725]  In short, the mainstream media is being covertly manipulated by well-financed political forces who are trying to sway public opinion and in a natural direction that only serves establishment agendas.
[03:03:22.965 --> 03:03:27.730]  But InfoWars Live is the solution to the controlled press that is rapidly losing influence.
