[00:00:01.162 --> 00:00:03.264]  1884 is 1776.
[02:04:49.586 --> 02:04:50.607]  Mike, we're out of time.
[02:04:50.607 --> 02:04:51.228]  Amazing.
[02:04:51.228 --> 02:04:52.188]  Please join us again soon.
[02:04:52.188 --> 02:04:54.290]  I'm going to come up and see your factory very soon.
[02:04:54.290 --> 02:04:55.531]  Thank you so much, sir, and God bless you.
[02:04:57.462 --> 02:05:07.765]  Alex Jones here on the morning of Friday, October 22nd, 2021, with a very important update for supporters of InfoWars.
[02:05:07.765 --> 02:05:15.147]  Several of our best-selling products are back in stock, limited supplies, and are 40 to 50% off.
[02:05:15.147 --> 02:05:21.969]  Like DNA Force Plus, that is 40% off right now, and that sale is going to have to end on Monday.
[02:05:21.969 --> 02:05:23.269]  It helps your telomeres, it helps your
[02:05:23.829 --> 02:05:24.170]  I don't know.
[02:05:42.532 --> 02:05:43.774]  Even if it's a smaller run, do it.
[02:05:43.774 --> 02:05:48.681]  We've got a very small run in of the products that have been sold out, and that is Brain Force Ultra.
[02:05:48.681 --> 02:05:51.085]  It's 25% off at MFullWarStore.com.
[02:05:51.085 --> 02:05:54.349]  That's going to end up selling out by Monday as well at current sales rates.
[02:05:54.349 --> 02:05:57.294]  So get great products and support the MFullWar at MFullWarStore.com.
[02:06:09.631 --> 02:06:16.416]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:06:16.416 --> 02:06:23.161]  All right, ladies and gentlemen, we are back live.
[02:06:23.161 --> 02:06:26.724]  Thank you so much for joining us here.
[02:06:26.724 --> 02:06:30.447]  And I've got a clip I want to play of this lady before we get her on.
[02:06:30.447 --> 02:06:35.891]  And I was saying, I would love to have somebody like this lady be the president.
[02:06:36.946 --> 02:06:39.687]  Leah Mathis is our guest right now.
[02:06:39.687 --> 02:06:41.427]  We just had Mike Lindell on.
[02:06:41.427 --> 02:06:43.588]  We got Roger Stone and others coming up as well.
[02:06:43.588 --> 02:06:48.829]  But Leah Mathis is well known on social media for being an outspoken of the truth.
[02:06:48.829 --> 02:06:56.431]  In fact, after posting a viral video we played earlier this month, her TikTok was taken down and that was her fourth account.
[02:06:56.431 --> 02:07:01.453]  She's been banned on Facebook 27 times, as well as being banned on Twitter and Instagram
[02:07:02.558 --> 02:07:11.423]  Or the time being, you can also follow her latest for now on TikTok at Lili Again with three N's.
[02:07:11.423 --> 02:07:15.585]  TikTok Lili Again with three N's.
[02:07:15.585 --> 02:07:18.307]  But she's here with us live right now on InfoWars.
[02:07:18.307 --> 02:07:23.010]  But here's the latest video on the COVID situation that got her banned again.
[02:07:23.010 --> 02:07:32.155]  I had a gentleman argue with me today, saying that the unvaxxed are dying at a rapid rate compared
[02:07:35.766 --> 02:07:40.589]  He wanted me to show him proof and not to tell him to look up his own research.
[02:07:40.589 --> 02:07:53.697]  So I provided him with CDC stats and the FDA where they recalled the PCR test because they were 200% wrong on their positive cases.
[02:07:53.697 --> 02:07:55.499]  That was overlooked, completely ignored.
[02:07:55.499 --> 02:08:02.403]  I sent him article after article about how West Virginia governors said that 97% of people in the hospitals are
[02:08:02.867 --> 02:08:04.808]  Are double-vaxxed?
[02:08:04.808 --> 02:08:06.769]  That doesn't count.
[02:08:06.769 --> 02:08:14.694]  So, imagine still, two years later, thinking that this is about a virus.
[02:08:14.694 --> 02:08:20.057]  Imagine, still, thinking that this is not a power grab by the government.
[02:08:20.057 --> 02:08:26.981]  Imagine still, okay, thinking that masks save lives.
[02:08:26.981 --> 02:08:30.883]  Imagine still thinking that if you're unvaccinated, you're gonna die.
[02:08:31.983 --> 02:08:35.886]  Even though there's a 99.7%... I have had COVID.
[02:08:35.886 --> 02:08:36.647]  Do you know what I did?
[02:08:36.647 --> 02:08:40.970]  I took Advil.
[02:08:40.970 --> 02:08:41.531]  And that was fine.
[02:08:41.531 --> 02:08:43.493]  I've had worse colds.
[02:08:43.493 --> 02:08:48.337]  Why do these people think that getting COVID is an automatic death sentence?
[02:08:48.337 --> 02:08:51.059]  Also, why are people only dying in the hospitals?
[02:08:51.059 --> 02:08:51.759]  Why?
[02:08:51.759 --> 02:08:52.540]  Why?
[02:08:52.540 --> 02:08:53.040]  Why?
[02:08:53.040 --> 02:08:54.902]  Why aren't more people asking?
[02:08:54.902 --> 02:08:57.064]  Why?
[02:08:57.064 --> 02:08:58.865]  Is discernment dead?
[02:08:58.865 --> 02:09:00.627]  Is common sense dead?
[02:09:01.886 --> 02:09:10.348]  Do these people literally just watch their TV screens and go, okay, alright, yeah, it doesn't make sense but I'm gonna live it.
[02:09:10.348 --> 02:09:13.369]  Fuck, I want off.
[02:09:13.369 --> 02:09:22.871]  I want off this fucking ride and I want this movie to end because I have lost respect for half of society.
[02:09:29.073 --> 02:09:32.217]  Well, my friends, we've only got her till the bottom of the hour.
[02:09:32.217 --> 02:09:34.420]  You're back for a full hour soon.
[02:09:34.420 --> 02:09:35.902]  And she joins us, Leah Mathis.
[02:09:35.902 --> 02:09:37.283]  Thank you so much for coming on.
[02:09:37.283 --> 02:09:37.604]  Wow.
[02:09:37.604 --> 02:09:42.049]  I know you're a talk show host in your own right, also do sports talk, but this is just crazy.
[02:09:42.049 --> 02:09:43.672]  And it's such common sense you're putting out.
[02:09:43.672 --> 02:09:46.876]  And I mean, I guess you got censored for that thought crime we just saw.
[02:09:48.180 --> 02:09:49.722]  Oh, I get censored all the time, Alex.
[02:09:49.722 --> 02:09:51.243]  I'm used to it by now, you know.
[02:09:51.243 --> 02:09:53.845]  It's just, it's part of the game, I guess.
[02:09:53.845 --> 02:09:59.771]  If you're a truth teller, you have to get used to being censored because they don't want anything but the mainstream media narrative out there.
[02:10:00.455 --> 02:10:04.656]  Well, they're trying to suppress you, and you're an amazingly articulate lady, so let them have it.
[02:10:04.656 --> 02:10:08.236]  But what about all the latest developments, wanting to inject five-year-olds and up?
[02:10:08.236 --> 02:10:14.197]  The hospital's full of people with ADE from the vaccines, admitting record levels of myocarditis and heart attacks.
[02:10:14.197 --> 02:10:18.878]  I mean, we're living in, like, end-of-day stuff if this keeps getting worse.
[02:10:18.878 --> 02:10:20.279]  It's absolutely dystopian.
[02:10:20.279 --> 02:10:21.679]  I mean, it's Orwellian, even.
[02:10:21.679 --> 02:10:27.060]  If you've read 1984, which I'm sure you have, we're living in those times right now.
[02:10:27.060 --> 02:10:27.800]  As far as
[02:10:28.490 --> 02:10:29.770]  How do we fight back against this?
[02:10:29.770 --> 02:10:35.011]  You know, I think that that's everybody's question right now and we feel helpless and that's the biggest downfall in this current
[02:10:58.604 --> 02:11:00.626]  Time in America, as we all feel helpless.
[02:11:00.626 --> 02:11:01.847]  We don't know how to fight back.
[02:11:01.847 --> 02:11:08.694]  But the one thing that I can do is keep being vocal, keep spreading awareness, keep spreading information.
[02:11:08.694 --> 02:11:12.978]  Regardless of how many times they ban me or silence me, I'm going to keep coming back.
[02:11:12.978 --> 02:11:13.539]  They're not going to.
[02:11:13.539 --> 02:11:14.780]  They're not going to be able to succeed.
[02:11:16.741 --> 02:11:29.472]  Now, tell folks about where they can find you because so much of this fight is getting outside of social media networks and promoting radio stations, TV stations, people's private websites, folks setting up their own infrastructures like Bandot Video.
[02:11:29.472 --> 02:11:31.373]  Because you're a super smart lady.
[02:11:31.373 --> 02:11:33.515]  Once I learned about you, I watched a bunch of your videos.
[02:11:33.515 --> 02:11:35.496]  I'm like, this lady does better videos than I do.
[02:11:35.496 --> 02:11:40.841]  And there's so many really amazing people like you out there that are being suppressed so folks don't hear about them.
[02:11:42.381 --> 02:11:44.106]  Yeah, I mean that's a part of the game.
[02:11:44.106 --> 02:11:47.456]  You know better than anybody else, Alex, how they
[02:11:49.133 --> 02:11:56.414]  They only want their narrative out there, and they only want their soldiers out there, the people that are going to parrot the mainstream media, the virtue signaling, and everything else.
[02:11:56.414 --> 02:12:03.236]  They only want those people to have a platform, because I have been harassed and bullied by those people, and they don't get censored.
[02:12:03.236 --> 02:12:15.918]  But all I have to do is post an article about Agenda 21, or just most recently I just posted something about the new patent that was approved for digital surveillance with a credit score, and it was banned for what was it?
[02:12:15.918 --> 02:12:17.079]  Community Guidelines.
[02:12:17.079 --> 02:12:17.579]  How?
[02:12:17.579 --> 02:12:18.819]  It was an actual article.
[02:12:19.795 --> 02:12:23.337]  And it was an actual patent number, but that violates community guidelines.
[02:12:23.337 --> 02:12:29.301]  So, as far as finding me, my only outlet right now is TikTok because everything else has been banned.
[02:12:29.301 --> 02:12:32.263]  I am a bad girl, I guess.
[02:12:32.263 --> 02:12:39.128]  Well, what I like is that you're not backing down and you're persevering over and over again.
[02:12:39.128 --> 02:12:43.111]  So many well-spoken, articulate people get slapped down and they just go away.
[02:12:43.111 --> 02:12:47.894]  The answer is keep coming back with perseverance because people are looking for the truth desperately right now.
[02:12:49.173 --> 02:12:50.554]  Absolutely, I totally agree with you.
[02:12:50.554 --> 02:12:57.779]  And if we roll over and do what they want, then we're submitting to the establishment and the system and what they want us to do.
[02:12:57.779 --> 02:13:03.964]  That's what they're trying to do with these illegal mandates and this criminal gaslighting and this berating and virtue signaling.
[02:13:03.964 --> 02:13:09.568]  They want to beat us down to the point where we feel defeated and we roll over and we give up and we just submit.
[02:13:09.568 --> 02:13:12.991]  And that is not what Americans stand for and that's not who we are.
[02:13:14.420 --> 02:13:19.203]  In fact, that's something I was planning to do today, but I always get behind and don't get to most of what I say I'm going to cover.
[02:13:19.203 --> 02:13:24.506]  But I saw this footage on Instagram of four lions bringing down a giant giraffe.
[02:13:24.506 --> 02:13:30.990]  And it takes them about six minutes to do it, holding each leg, putting weight on until it finally collapses and they kill it.
[02:13:30.990 --> 02:13:32.250]  But that's what they're doing to America.
[02:13:32.250 --> 02:13:38.454]  There's all these lions attached to us, trying to pull us down, trying to destroy us, trying to make us collapse, trying to make us give up.
[02:13:38.454 --> 02:13:40.195]  But we've got to be aware of it and not give up.
[02:13:41.857 --> 02:13:45.220]  Well, I like to think that we're the lions and they're more of the hyenas.
[02:13:45.220 --> 02:13:48.922]  But yes, I like that analogy for sure.
[02:13:48.922 --> 02:13:51.004]  Where do you see things going with Biden?
[02:13:51.004 --> 02:13:56.328]  Like, what else has A and then B, what else have they particularly censored?
[02:13:56.328 --> 02:13:58.810]  What hot buttons make him really afraid of you?
[02:14:00.632 --> 02:14:01.392]  The border.
[02:14:01.392 --> 02:14:02.853]  Let's talk about the border.
[02:14:02.853 --> 02:14:11.578]  Let's talk about how the Obama administration deemed an immigration crisis at 1,000 immigrants crossing the border per day.
[02:14:11.578 --> 02:14:14.519]  And now during this administration, we're at over 6,000.
[02:14:16.261 --> 02:14:18.482]  And it's no big deal.
[02:14:18.482 --> 02:14:23.567]  And then when Psaki is asked about when is Biden going to go visit the border, and she said, well, he's been to the border.
[02:14:23.567 --> 02:14:27.330]  And then she's, you know, rebuked with that statement saying, well, no, no, he hasn't.
[02:14:27.330 --> 02:14:29.492]  Not even as vice president was he at the border?
[02:14:29.492 --> 02:14:31.414]  She goes, well, he drove by it.
[02:14:31.414 --> 02:14:35.157]  And they claim to be the most transparent administration in history.
[02:14:35.157 --> 02:14:37.079]  Well, that's not transparent.
[02:14:37.079 --> 02:14:38.520]  My seven year old lies better than Psaki.
[02:14:39.312 --> 02:14:45.614]  This border issue, this is willingly, this is on purpose, and it's criminal.
[02:14:45.614 --> 02:14:47.174]  It's treason.
[02:14:47.174 --> 02:14:51.535]  So I don't know how we're gonna... Going forward, we need people in Texas to step up.
[02:14:51.535 --> 02:14:56.136]  We need more government officials to sue this administration.
[02:14:56.136 --> 02:15:06.819]  We need more people to step up and take accountability for what's going on, but we can't with the media working for this administration and censoring everything they do that is wrong.
[02:15:07.595 --> 02:15:08.616]  It's really hard.
[02:15:08.616 --> 02:15:09.136]  It's really hard.
[02:15:09.136 --> 02:15:10.197]  We have to have people like me.
[02:15:10.197 --> 02:15:11.958]  We have to have digital warriors.
[02:15:11.958 --> 02:15:19.522]  We have to have people on ground zero with their video cameras and their phones out there to get the information, because it's not going to get out there any other way.
[02:15:19.522 --> 02:15:25.765]  Well, it's a premeditated, preordained program of Agenda 21 that you just mentioned to do this.
[02:15:25.765 --> 02:15:27.026]  It's called Replacement Migration.
[02:15:27.026 --> 02:15:28.707]  These people will never get jobs.
[02:15:28.707 --> 02:15:32.269]  They're here to be permanent clients of the system, just like Europe.
[02:15:32.269 --> 02:15:35.231]  And again, the Democrats know the world's awake to them, so they're just
[02:15:35.791 --> 02:15:36.091]  Hey, everybody.
[02:15:58.730 --> 02:16:02.734]  I want to explain something that is absolutely key to understanding our world.
[02:16:02.734 --> 02:16:05.657]  It's very, very simple, but that most people don't know.
[02:16:05.657 --> 02:16:17.648]  The privately owned central banks of the world are artificially creating thousands of trillions of dollars in other major currencies and using them to buy up infrastructure,
[02:16:18.528 --> 02:16:35.962]  Intellectual property, energy, they're using it to buy people, to buy influence, and in the past they created thousands of trillions so that they could leverage that, manipulate markets, but they never allowed that money to get into the general circulation or it would cause massive inflation.
[02:16:35.962 --> 02:16:41.767]  Now they've gone ahead and weaponized it and are flooding every sector of the world economy, buying up everything.
[02:16:42.387 --> 02:16:51.619]  Not to have the companies operate, but to actually shut them down and force a collapse of civilization, making the companies they do fund be the only things left standing.
[02:16:51.619 --> 02:16:52.921]  This is a great reset.
[02:16:52.921 --> 02:16:54.223]  This is what's happening now.
[02:16:54.223 --> 02:16:55.204]  Warn everyone.
[02:16:55.204 --> 02:16:57.067]  It's the only way to stop it.
[02:16:57.067 --> 02:16:57.868]  All right, ladies and gentlemen.
[02:16:59.332 --> 02:17:00.733]  Keep us on air.
[02:17:00.733 --> 02:17:03.294]  We'll continue to bring you the banned guests.
[02:17:03.294 --> 02:17:07.135]  We'll continue to bring the information that no one else will touch.
[02:17:07.135 --> 02:17:07.915]  Keep us on air.
[02:17:07.915 --> 02:17:09.196]  Go to InfoWarsStore.com.
[02:17:09.196 --> 02:17:22.741]  The new supplements that we have, the latest in the InfoWars Life Supplement line, the Vitamin D3 with Calcium Gummies, the Vitamin C with Zinc, and the Whole Food Multivitamins, or if you buy the Combo Pack with all three at InfoWarsStore.com.
[02:17:22.741 --> 02:17:25.202]  And you know, I'm telling you, the Vitamin D Gummies,
[02:17:26.260 --> 02:17:28.001]  This is a great thing for your kids.
[02:17:28.001 --> 02:17:28.662]  They're going to love it.
[02:17:28.662 --> 02:17:30.403]  They're going to love the taste of the gummies.
[02:17:30.403 --> 02:17:31.804]  It's healthy.
[02:17:31.804 --> 02:17:33.325]  So that's just a great thing for kids.
[02:17:33.325 --> 02:17:34.886]  I mean, we could just do marketing campaigns.
[02:17:34.886 --> 02:17:36.947]  I think for kids, that'd be great.
[02:17:36.947 --> 02:17:37.988]  The calcium, good for them.
[02:17:37.988 --> 02:17:38.448]  The vitamin D.
[02:17:39.764 --> 02:17:42.785]  So that's at InfoWarsStore.com.
[02:17:42.785 --> 02:17:45.406]  And again, it's your support there that keeps us on the air.
[02:17:45.406 --> 02:17:53.628]  So the supplements, the shirts, the air filters, the water filters, the emergency food supplies, the emergency supplies at InfoWarsStore.com.
[02:17:53.628 --> 02:17:55.269]  Your support there keeps us on the air.
[02:17:55.269 --> 02:17:56.849]  We cannot thank you enough.
[02:17:56.929 --> 02:18:01.332]  By now you've heard me talk about the BioPros and how they're creating amazing products.
[02:18:01.332 --> 02:18:10.258]  They've done it again and have just released an entire suite of bioremediation products, bringing industrial-level technology to the everyday consumer.
[02:18:10.258 --> 02:18:14.441]  They're literally changing the industry with a revolutionary patented delivery system.
[02:18:14.441 --> 02:18:23.267]  The BioPros are excited to release BioDrain Pro, a product specifically designed to establish healthy drains, pipes, and overall plumbing systems.
[02:18:23.267 --> 02:18:26.729]  BioDrain Pro digests grease, fats, oil, sludge,
[02:18:27.069 --> 02:18:29.791]  Paper and organic matter with ease.
[02:18:29.791 --> 02:18:36.897]  It contains no chemicals, no GMOs, and is safe for black, gray holding tanks, sewer hoses, and plumbing.
[02:18:36.897 --> 02:18:39.018]  It is also human and animal safe.
[02:18:39.018 --> 02:18:43.281]  Get up to 20 treatments with the scoop for easy applications.
[02:18:43.281 --> 02:18:47.264]  Say goodbye to drain problems, gas buildup, and odor.
[02:18:47.264 --> 02:18:48.605]  Guaranteed.
[02:18:48.605 --> 02:18:50.006]  Just pour and add water.
[02:18:50.006 --> 02:18:50.867]  It's that simple.
[02:18:50.867 --> 02:18:53.369]  Visit thebiopros.com and see for yourself.
[02:18:56.169 --> 02:19:10.649]  We've all heard about the pastor and his famous statement from inside a concentration camp in World War II that when they came for one group he wasn't part of that group so he didn't stand up and then when they came for another group he wasn't part of that group so he didn't stand up.
[02:19:10.649 --> 02:19:11.210]  And finally,
[02:19:12.071 --> 02:19:14.173]  And they can't apprehend those, nobody else can stand up.
[02:19:14.173 --> 02:19:19.016]  Well, the global social credit score that China's putting in, it's banning people to three hours of video games a week.
[02:19:19.016 --> 02:19:23.019]  And if you criticize the government, you can never buy or sell again.
[02:19:23.019 --> 02:19:27.142]  Well, that's being brought here and all over the world under the guise of COVID.
[02:19:27.142 --> 02:19:28.964]  Vaccine passports, they even admit it.
[02:19:28.964 --> 02:19:31.726]  Now they're saying it's going to be a carbon tax attached to it.
[02:19:31.726 --> 02:19:36.169]  They're going to track where you go and what you do and decide where you can go and what you can do.
[02:19:36.169 --> 02:19:37.951]  That's what the lockdowns are about.
[02:19:37.951 --> 02:19:39.512]  You'll accept that, you'll accept anything.
[02:19:40.580 --> 02:19:46.525]  So again, the left is having fun right now with all the censorship and tyranny, pretending like they're part of the power structure.
[02:19:46.525 --> 02:19:49.068]  But they're all going to be targeted by this nightmare as well.
[02:19:49.068 --> 02:20:00.438]  We need to get back to basic human rights and promote them, or all of us will be enslaved by this horrible technocracy run by the globalists.
[02:20:00.438 --> 02:20:03.101]  You're listening to the Alex Jones Show.
[02:20:16.685 --> 02:20:20.987]  Well, we've got fellow thought criminal Leah Mathis on with us.
[02:20:20.987 --> 02:20:31.231]  And I was asking her how we stop the tyranny and during the break she was laying it out, the real knowledge about who's in charge and the main captain of this is Barack Obama.
[02:20:31.231 --> 02:20:37.213]  So, you were laying out some of the inside intel for folks that aren't as informed as you are.
[02:20:37.213 --> 02:20:39.714]  Explain why things are so bad and how this is premeditated.
[02:20:41.525 --> 02:20:58.275]  Well, if you know about the Smith-Muntz Act, it was actually originated in 1948 and it was to make sure that the media told the truth and they couldn't use propaganda to influence the people internationally and nationally within our own house.
[02:20:58.275 --> 02:21:04.319]  In 2012, Barack Obama actually revised that bill and took away
[02:21:05.242 --> 02:21:06.463]  The fact that you can't lie.
[02:21:06.463 --> 02:21:12.588]  He actually made it legal for the media to use propaganda to influence the American people.
[02:21:12.588 --> 02:21:14.389]  And he calls it the Modernization Act.
[02:21:14.389 --> 02:21:22.615]  So apparently being modernized means that you can manipulate the people with mistruths and misinformation.
[02:21:22.615 --> 02:21:24.497]  And that needs to sink in.
[02:21:24.497 --> 02:21:25.658]  I mean, speak more to that.
[02:21:25.658 --> 02:21:28.660]  And why that's so important.
[02:21:31.174 --> 02:21:35.338]  Okay, so parents now are being labeled as domestic terrorists.
[02:21:35.338 --> 02:21:41.244]  Patriots are being labeled domestic terrorists because they go against the mainstream media narrative.
[02:21:41.244 --> 02:21:42.685]  This is all propaganda.
[02:21:42.685 --> 02:21:47.549]  This is to influence the masses to make the good guy seem like the bad guy.
[02:21:47.549 --> 02:21:50.372]  And this was the catalyst to make that happen.
[02:21:50.372 --> 02:21:51.994]  This is manipulation.
[02:21:51.994 --> 02:21:53.335]  This is brainwashing.
[02:21:54.113 --> 02:21:57.314]  At its best.
[02:21:57.314 --> 02:22:09.179]  For those who have intellectually malleable minds, you watch your TV screen and they tell you the sky is green, you're going to repeat the sky is green because if you repeat a lie enough, it becomes the truth.
[02:22:09.179 --> 02:22:16.622]  And that's exactly what they're doing to a majority of the population that still believes that the media is honest.
[02:22:16.622 --> 02:22:17.202]  Well, that's right.
[02:22:18.260 --> 02:22:37.015]  Techniques developed by the Pentagon of Deception, developed to fight Al Qaeda, which was never used against Al Qaeda, is now being used against the American people, and they're externalizing the method that gun owners, veterans, people that challenge elections, people that challenge lockdowns, or forced vaccine mandates are terrorists.
[02:22:37.015 --> 02:22:38.476]  Biden made that the official U.S.
[02:22:38.476 --> 02:22:42.499]  government policy in June, and now we're seeing the externalization of that hierarchy.
[02:22:44.108 --> 02:22:44.669]  Absolutely.
[02:22:44.669 --> 02:22:51.357]  They're villainizing the people that actually are our descendants of those that fought for this country.
[02:22:51.357 --> 02:22:54.261]  And they're the reasons why we don't speak with a British accent right now.
[02:22:54.261 --> 02:22:56.724]  We are the descendants of those people.
[02:22:56.724 --> 02:22:58.526]  And let's think about that for just a moment.
[02:23:00.120 --> 02:23:01.961]  Literally, the federal government's hijacked.
[02:23:01.961 --> 02:23:02.862]  It's dissolved the borders.
[02:23:02.862 --> 02:23:04.703]  It's devaluing the dollar.
[02:23:04.703 --> 02:23:06.644]  It is selling us out to Communist China.
[02:23:06.644 --> 02:23:08.806]  It is coming after us with poison shots.
[02:23:08.806 --> 02:23:11.367]  It is suppressing known treatments for COVID-19.
[02:23:11.367 --> 02:23:13.889]  The hospitals are full of people with ADE from the shots.
[02:23:16.127 --> 02:23:22.591]  Now they're coming and saying Americans can't have gas pipelines or oil under the UN, but Saudi Arabia needs to up its output.
[02:23:22.591 --> 02:23:26.673]  I mean, simply put, we're not just saying they're a foreign outside power.
[02:23:26.673 --> 02:23:30.655]  The Democratic Party works for the globalists that are ending the country as we know it.
[02:23:30.655 --> 02:23:32.496]  And what does an occupied force do?
[02:23:32.496 --> 02:23:35.438]  It declares the domestic real citizens terrorists.
[02:23:35.438 --> 02:23:37.199]  So it's just like the Vichy French in World War II.
[02:23:38.677 --> 02:23:40.359]  They'd already quietly sold out to Hitler.
[02:23:40.359 --> 02:23:44.283]  That's why the French military folded like a, you know, house of cards.
[02:23:44.283 --> 02:23:46.606]  And then they were given control of the country by Hitler.
[02:23:46.606 --> 02:23:47.807]  And so that's what globalists are.
[02:23:47.807 --> 02:23:51.612]  They are collaborators that have sold out the country to multinational corporations.
[02:23:53.163 --> 02:23:53.984]  Absolutely.
[02:23:53.984 --> 02:23:58.166]  And they're going to continue to do so until something happens where the people unite and we stand together.
[02:23:58.166 --> 02:24:00.268]  And they're seeing that slowly right now.
[02:24:00.268 --> 02:24:01.328]  It won't be televised.
[02:24:01.328 --> 02:24:02.829]  The revolution never will be.
[02:24:02.829 --> 02:24:10.594]  But you are seeing Black Lives Matter, you know, arm and arm with patriots in New York City the other day protesting these mandates.
[02:24:10.594 --> 02:24:12.175]  And it's only going to get bigger.
[02:24:12.175 --> 02:24:13.136]  And in Atlanta.
[02:24:13.136 --> 02:24:14.117]  And in Atlanta and all.
[02:24:14.117 --> 02:24:14.517]  Exactly.
[02:24:14.517 --> 02:24:15.678]  That's really scaring the system.
[02:24:17.096 --> 02:24:17.416]  Yes.
[02:24:17.416 --> 02:24:18.737]  Oh, that's their biggest fear.
[02:24:18.737 --> 02:24:26.280]  Their biggest fear is unification of Americans because they have worked so hard and they've spent so much money trying to divide us.
[02:24:26.280 --> 02:24:27.260]  And they still continue to do so.
[02:24:27.260 --> 02:24:32.843]  Why do you think even the good Republicans like Rand Paul and others won't get into the Great Reset, the New World Order?
[02:24:32.843 --> 02:24:34.943]  When Klaus Schwab's like, this is our great government.
[02:24:34.943 --> 02:24:35.984]  We have seized America.
[02:24:35.984 --> 02:24:39.165]  I mean, he's on his website saying we control them now.
[02:24:39.165 --> 02:24:42.807]  We are going to shut that energy off and teach them that we are in command.
[02:24:42.807 --> 02:24:45.228]  And it's like some crazy German dude that looks like a
[02:24:45.928 --> 02:24:52.433]  James Bond villain and then our own leaders aren't pointing out to Americans this is a foreign attack?
[02:24:52.433 --> 02:25:04.161]  In my own personal opinion, as much as I've researched the deep state and this shadow government that we know is really running things because Biden can't even form a coherent sentence, we know that he is not the one in charge making these decisions.
[02:25:04.161 --> 02:25:13.227]  I think that there's a lot of darkness that even we don't know about and I think that if it was exposed, I think that half of society would not know how to absorb that information.
[02:25:13.895 --> 02:25:20.660]  Um, I think that the people in power, there's a lot of rhinos, and that's actually why I left the Republican Party and consider myself constitutionalist.
[02:25:20.660 --> 02:25:21.901]  But I think they're scared.
[02:25:21.901 --> 02:25:32.410]  I think there's a lot of things that go on behind closed doors, a lot of threats, a lot of blackmail, a lot of things like that, which, uh, you know, inhibit honest men from being honest.
[02:25:32.410 --> 02:25:32.870]  Well, that's right.
[02:25:32.870 --> 02:25:36.853]  They already shot at Rand Paul and broke his ribs and punctured his lung.
[02:25:36.853 --> 02:25:39.235]  They already hit Scalise.
[02:25:39.235 --> 02:25:41.477]  They've already attacked him when he goes outside.
[02:25:41.477 --> 02:25:42.378]  And so, yeah, they're hunted.
[02:25:43.683 --> 02:25:48.015]  And the Southern Poverty Law Center and ADL run the major Nazi groups in the country.
[02:25:48.015 --> 02:25:50.080]  And they'll just come shoot your ass.
[02:25:50.080 --> 02:25:51.263]  So yeah, it's serious.
[02:25:52.540 --> 02:25:53.521]  No, it's very serious.
[02:25:53.521 --> 02:25:57.763]  There's things, you know, as a part of George Carlin said it best, it's a big club and you ain't in it.
[02:25:57.763 --> 02:26:01.564]  And there are things that they do behind closed doors and even out in the open if you pay attention.
[02:26:01.564 --> 02:26:09.628]  Little hand symbols they'll make to each other and then their facial expressions change and they turn around quickly and, you know, they're all flustered afterwards.
[02:26:09.628 --> 02:26:12.190]  You have to pay attention to the little things, the details.
[02:26:12.190 --> 02:26:13.670]  And they always tell on themselves.
[02:26:13.670 --> 02:26:17.272]  You know, they always, they reveal the truth without trying to reveal the truth.
[02:26:17.272 --> 02:26:18.693]  You just have to read between the lines.
[02:26:19.653 --> 02:26:20.533]  Well, you're absolutely right.
[02:26:20.533 --> 02:26:27.975]  Well, I want to get you up again and hell, you ought to come co-host for us sometime or do the fourth hour because you're being nice and pausing for me to talk.
[02:26:27.975 --> 02:26:30.616]  But we got two and a half minutes to break.
[02:26:30.616 --> 02:26:34.796]  Hit us with another rant that they're trying to censor.
[02:26:34.796 --> 02:26:37.157]  Another rant that they're trying to censor.
[02:26:37.157 --> 02:26:38.297]  Oh, well, let's see.
[02:26:38.297 --> 02:26:45.819]  Well, let's talk about how the the FDA panel was caught live on television when they were trying to approve the vaccine for five to 11 year olds.
[02:26:46.366 --> 02:26:58.356]  And it was unanimous that they approved it, but then when they had that little videotape, one of the advisors was saying, how will we know if, you know, the vaccine's safe unless we distribute it to the people?
[02:26:58.356 --> 02:27:04.281]  These people are trying to give our children mRNA when all the animals in the trials died.
[02:27:04.281 --> 02:27:05.002]  So what did they do?
[02:27:05.002 --> 02:27:07.103]  They just stopped those trials.
[02:27:07.103 --> 02:27:09.585]  And now let's just give it to the American children.
[02:27:09.585 --> 02:27:12.448]  Okay, the CEO of Pfizer has not been vaccinated.
[02:27:12.888 --> 02:27:14.509]  And let that sink in, what you just said.
[02:27:29.973 --> 02:27:37.435]  The board members that just voted to inject five-year-olds and up with experimental shot said, we won't know if it works till we give it to them.
[02:27:37.435 --> 02:27:40.797]  But they know in all the previous studies, it kills the majority of the animals.
[02:27:40.797 --> 02:27:42.117]  In some studies, all of them.
[02:27:42.117 --> 02:27:46.278]  I mean, wow, this is premeditated murder out in the open.
[02:27:46.278 --> 02:27:47.099]  Absolutely.
[02:27:47.099 --> 02:27:48.879]  It's a war crime.
[02:27:48.879 --> 02:27:51.240]  We are at war right now.
[02:27:51.240 --> 02:27:54.441]  Gut level, Leah, though, it seems like you're optimistic that we're going to win.
[02:27:56.309 --> 02:28:05.112]  I, you know, it's better to have faith, and I'm a faithful woman, and I believe that good resides over evil, and good will always win and triumph over evil.
