[00:00:16.105 --> 00:00:17.628]  Tomorrow's news, today.
[01:51:54.715 --> 01:51:59.881]  They're teaching that because of the color of your skin you're inherently a racist through critical race theory.
[01:51:59.881 --> 01:52:02.644]  Clearly, whoever pushes that is a communist enemy liar.
[01:52:03.285 --> 01:52:09.831]  We need to make sure we raise up our children to understand the power of our founding fathers.
[01:52:09.831 --> 01:52:11.613]  Now, they were not without sin, Alex.
[01:52:11.613 --> 01:52:13.795]  Of course, they were slave owners.
[01:52:13.795 --> 01:52:18.579]  They enslaved humans on their own properties, and then they wrote this beautiful document.
[01:52:18.579 --> 01:52:21.502]  We have to remember the words that they put on paper through that document.
[01:52:21.502 --> 01:52:25.305]  Although, I mean, they tried to get rid of it even then, but the point is they were born into it, exactly.
[01:52:25.305 --> 01:52:27.968]  And then their idea helped it transcend out of it worldwide.
[01:52:28.703 --> 01:52:29.063]  That's right.
[01:52:59.484 --> 01:53:03.007]  Teddy Roosevelt was like the biggest Republican ever for civil rights.
[01:53:03.007 --> 01:53:06.471]  They got a bunch of stuff passed and they took him down because he's a white guy.
[01:53:06.471 --> 01:53:12.036]  And again, this is the globalists want you to hate the Bill of Rights and Constitution because it's a shield.
[01:53:12.036 --> 01:53:13.878]  Those old white dudes are all dead.
[01:53:13.878 --> 01:53:17.201]  Thank God they thought up these ideas that the whole world mimicked.
[01:53:17.201 --> 01:53:22.787]  But see, America has to fall into tyranny and then nobody's going to oppose the UN World Government takeover worldwide.
[01:53:23.015 --> 01:53:27.737]  Alex, when I saw that Thomas Jefferson statue coming down in New York City, I wept.
[01:53:27.737 --> 01:53:28.737]  I did a report on that.
[01:53:28.737 --> 01:53:34.200]  I remember when the news first broke about it, and then when it came out, I wept when I saw that happening.
[01:53:34.200 --> 01:53:41.543]  Remember, Trump just said three years ago, he said, if they can take down Robert E. Lee, they can take down Thomas Jefferson and George Washington, and by God, they're doing it, folks.
[01:53:41.886 --> 01:53:42.306]  They're doing it.
[01:53:42.306 --> 01:53:49.769]  They're trying to rewrite history, erase the mark of freedom the founders left, and that's why we must stand firm every single day.
[01:53:49.769 --> 01:53:57.752]  And remember Colin Kaepernick came out against the Betsy Ross flag, called it white supremacist, and Nike pulled the shoes when Betsy Rocks was one of the first abolitionists.
[01:53:59.178 --> 01:54:00.820]  I mean, because they don't care, folks.
[01:54:00.820 --> 01:54:12.131]  It's about the power of the megacorporations that run slave camps in China to sell you shoes made by slaves and tell you your flag's bad because that flag's got a Constitutional Bill of Rights they want to get rid of.
[01:54:12.131 --> 01:54:13.373]  I mean, how dumb?
[01:54:13.373 --> 01:54:18.638]  It'd be like saying, your lifeboat in the middle of the ocean is racist, so you just stab it with a knife.
[01:54:18.638 --> 01:54:19.859]  And then the corporate media
[01:54:20.703 --> 01:54:26.530]  Just goes right along with it, pushing and amplifying the narrative into the masses.
[01:54:26.530 --> 01:54:29.434]  When the masses are sitting down and they're flipping through the channel.
[01:54:29.434 --> 01:54:32.498]  You know, you and I were watching CNN last night in my hotel room.
[01:54:32.498 --> 01:54:35.561]  Just like watching these people present these false narratives.
[01:54:35.561 --> 01:54:35.962]  Yeah, you were.
[01:54:35.962 --> 01:54:37.223]  You invited me up there and it was nice.
[01:54:37.223 --> 01:54:37.644]  We hung out.
[01:54:37.644 --> 01:54:38.926]  But my God, why did you have CNN on?
[01:54:39.326 --> 01:54:41.508]  Because I'm monitoring the enemy transmission.
[01:54:41.508 --> 01:54:42.989]  No, I get it, exactly.
[01:54:42.989 --> 01:54:46.231]  I'm like, I'm going to put this on and I want to see what they're saying.
[01:54:46.231 --> 01:54:51.576]  And the words that were coming out of their mouth, I think it was a 7 o'clock hour too, wasn't that nice?
[01:54:51.576 --> 01:54:51.996]  Yeah.
[01:54:51.996 --> 01:54:53.537]  Cuomo's time slot?
[01:54:53.537 --> 01:54:53.977]  Yeah.
[01:54:53.977 --> 01:54:55.559]  It was Cuomo's time slot.
[01:54:55.559 --> 01:54:57.720]  So they had some news anchor there.
[01:54:58.661 --> 01:55:09.389]  The point is, is that the mainstream media continues to amplify these narratives, brainwashing the American people into believing these lies, and that's why we have to continue to go on InfoWars.
[01:55:09.389 --> 01:55:22.499]  We have to continue to spread the links of all your channels, my channels, to the four corners of the earth, because everything is at stake, and it's all happening right now.
[01:55:22.499 --> 01:55:27.803]  Well, that's something I want to get in with you for a little bit in the next hour, ahead of this special guest we've got joining us.
[01:55:28.717 --> 01:55:35.025]  And that is, what they're covering up right now with the Cuomo, possible sexual harassment.
[01:55:35.025 --> 01:55:38.829]  Not, oh a woman says he did, maybe a woman said he did.
[01:55:38.829 --> 01:55:44.557]  And so now, we're all diverted off the giant Mossad CIA child kidnapping rings.
[01:55:45.714 --> 01:55:47.235]  That blackmailed and took control of the government.
[01:55:47.235 --> 01:55:48.716]  We're not talking about that now.
[01:55:48.716 --> 01:55:52.959]  No, no, we're talking about Cuomo might have harassed a woman.
[01:55:52.959 --> 01:55:55.820]  That's the big, giant crime, and that's how they distract.
[01:55:55.820 --> 01:55:59.302]  Oh, but meanwhile, they won't talk about Ghislaine Maxwell's trial.
[01:55:59.302 --> 01:56:04.926]  They're going to talk about Cuomo getting fired, and then there's a memo that's circulating about maybe he did something.
[01:56:04.926 --> 01:56:06.447]  Okay, he probably did.
[01:56:06.447 --> 01:56:08.508]  You know, let the dust settle, we'll figure it out.
[01:56:08.508 --> 01:56:11.170]  Well, no, he hit on a woman years ago at another network.
[01:56:11.730 --> 01:56:12.150]  Oh.
[01:56:12.150 --> 01:56:13.050]  Oh my God!
[01:56:13.050 --> 01:56:13.670]  He hit on a woman?
[01:56:13.670 --> 01:56:14.571]  He hit on her.
[01:56:14.571 --> 01:56:15.951]  Are you allowed to do that anymore?
[01:56:15.951 --> 01:56:17.651]  But notice, that's the big crime.
[01:56:17.651 --> 01:56:21.812]  Not helping your brother cover up over 20,000 old people they murdered.
[01:56:21.812 --> 01:56:22.712]  That's okay.
[01:56:22.712 --> 01:56:24.372]  Murdering old people's a good thing.
[01:56:24.372 --> 01:56:26.913]  Just don't ask a woman out, because that makes new children.
[01:56:26.913 --> 01:56:34.254]  And that's how they divert the story, redirect, brainwash the masses, so that you are looking in the other direction.
[01:56:34.254 --> 01:56:36.454]  Well, I also learned how much the media lies.
[01:56:36.454 --> 01:56:39.995]  I mean, I always knew they lied, but I mean, they had Daily Mail article a few years ago.
[01:56:41.232 --> 01:56:48.377]  Literally saying that I wear swastika shoes and that I was asking a woman out.
[01:56:48.377 --> 01:56:51.419]  One hundred percent lies.
[01:56:51.419 --> 01:56:53.320]  Let me check, hang on.
[01:56:53.320 --> 01:56:54.420]  No, no swastika shoes.
[01:56:54.420 --> 01:56:56.041]  No swastika shoes.
[01:56:56.041 --> 01:57:01.805]  One hundred, I mean just, see they tell a lie so big, Gary, that people go, well it's got to be true.
[01:57:01.805 --> 01:57:04.147]  I mean, they're not going to say he's got swastika shoes.
[01:57:05.154 --> 01:57:12.461]  Well, wasn't it Hitler that said if you tell a lie often enough, big enough, that people are going to believe it?
[01:57:12.461 --> 01:57:13.422]  How could it not be true?
[01:57:14.278 --> 01:57:15.079]  Gary, let's go to break.
[01:57:15.079 --> 01:57:15.899]  Let's come back.
[01:57:15.899 --> 01:57:17.000]  Gary Franchit, Next News Network.
[01:57:17.000 --> 01:57:26.687]  Please don't forget, today's the last day to get free shipping, double Patreon points, and 40 to 50% off all our best-selling items, like DNA Force, plus Prostagard back in stock, 50% off.
[01:57:26.687 --> 01:57:35.975]  And, of course, Vitamin Mineral Fusion, all the vitamins, all the minerals, amino acids, so good for your immune system, great for adults and children, really good for old folks, people with brown skin that don't absorb enough sunlight.
[01:57:35.975 --> 01:57:37.155]  Everybody needs it.
[01:57:37.155 --> 01:57:39.918]  Infowarstore.com, and it funds the Infowar.
[01:57:39.918 --> 01:57:42.239]  Hour number three with Gary Franchit.
[01:57:42.239 --> 01:57:42.640]  Stay with us.
[01:57:46.707 --> 01:57:48.248]  For a fraction.
[01:57:48.248 --> 01:57:53.490]  Our 2021 Cyber Week specials end on Monday, December 6.
[01:57:53.490 --> 01:58:02.253]  That means if you want store-wide free shipping, double pay for your points, and up to 50% off on our best-selling products like Prostagard, you have to take advantage of it right now.
[01:58:02.253 --> 01:58:05.734]  We also have Vitamin Mineral Fusion, sold out for months, back in stock.
[01:58:05.734 --> 01:58:10.256]  All vitamins, all the minerals, the amino acids, so good for your immune system, your entire body.
[01:58:10.256 --> 01:58:11.736]  It's 40% off.
[01:58:11.736 --> 01:58:12.657]  DNA Force Plus, 40% off.
[01:58:13.857 --> 01:58:14.197]  Let's go
[01:58:45.595 --> 01:58:50.976]  The purpose of fear is to call us into action and there is plenty to be afraid of today.
[01:58:50.976 --> 01:59:00.379]  Half the population has lined up for an untested, deadly, and debilitating experimental injection because they were told to be afraid of an invisible asymptomatic disease.
[01:59:01.019 --> 01:59:10.992]  The perpetrators of all this have clearly stated their goal of having 80% of the population hooked up to an artificial intelligence hive mind in less than nine years.
[01:59:10.992 --> 01:59:17.760]  For those of us who have awoken from the spell, we know this is all really happening and it's unbelievably unsettling to see.
[01:59:17.760 --> 01:59:19.182]  But there is only two things to do.
[01:59:20.279 --> 01:59:23.441]  We continue sounding the alarm because it's a numbers game.
[01:59:23.441 --> 01:59:26.743]  If enough people awaken from the cold spell, then we win.
[01:59:26.743 --> 01:59:32.146]  But even when we win, and we eventually will, the days of convenience are soon coming to an end.
[01:59:32.146 --> 01:59:33.987]  And so, we must prepare.
[01:59:33.987 --> 01:59:44.033]  Get up to a year's worth of storable foods, water filtration, survival gear, seeds, shortwave radios, and life-saving knowledge at InfoWareStore.com.
[01:59:49.423 --> 01:59:55.328]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones!
[02:00:10.837 --> 02:00:21.839]  We're going to get into the bottom of the rat hole or the spider hole or the New World Order system with Gary in a final segment with him in a longer segment coming up.
[02:00:21.839 --> 02:00:24.080]  But what else is on your radar?
[02:00:24.080 --> 02:00:25.620]  Because I'm just kind of throwing this at you.
[02:00:25.620 --> 02:00:27.380]  I do this sometimes as a guest.
[02:00:27.380 --> 02:00:28.441]  What else is on your radar?
[02:00:28.441 --> 02:00:30.881]  What else do you want to impart to the audience?
[02:00:30.881 --> 02:00:34.102]  What I think is probably the most important things.
[02:00:34.102 --> 02:00:35.722]  You know, I'm a father now, Alex.
[02:00:35.722 --> 02:00:40.123]  I have three sons and we have to impart to our families
[02:00:41.431 --> 02:00:44.912]  How to, we have to raise up our children the right way.
[02:00:44.912 --> 02:00:48.073]  And I asked this about yesterday.
[02:00:48.073 --> 02:00:57.655]  I asked you yesterday, Alex, how do you handle the family life with children and this intensity of information that we are subject to?
[02:00:57.655 --> 02:00:59.095]  Now people walk around in a haze.
[02:00:59.095 --> 02:01:01.876]  They walk around, they're completely clueless to what's going on.
[02:01:01.876 --> 02:01:06.237]  People like yourself, myself, people who are watching right now have a unique
[02:01:06.897 --> 02:01:10.342]  Perspective on the world and how do we grow our children?
[02:01:10.342 --> 02:01:22.798]  And I think that we have to measure the steps that we take with our children, grow them up and instill the founders vision as flawed as the human that they were.
[02:01:23.559 --> 02:01:27.422]  We have to raise up the children and instill them in the next generation.
[02:01:27.422 --> 02:01:28.243]  That's the most important thing.
[02:01:28.243 --> 02:01:31.126]  Well, the evil fears the Bill of Rights and Constitution.
[02:01:31.126 --> 02:01:35.009]  So I would just end the debate with the left and say, okay, all them were evil white people.
[02:01:35.009 --> 02:01:36.110]  We need the right to defense.
[02:01:36.110 --> 02:01:36.991]  We need the right to property.
[02:01:36.991 --> 02:01:38.392]  We need the right to a jury.
[02:01:38.392 --> 02:01:40.874]  All these things, we have a right to our own bodies.
[02:01:40.874 --> 02:01:42.275]  All these things are under attack.
[02:01:42.275 --> 02:01:43.957]  We, this is ours now.
[02:01:43.957 --> 02:01:45.858]  It'd be like if a racist built a castle.
[02:01:46.599 --> 02:01:48.460]  And then, you inherited it.
[02:01:48.460 --> 02:01:51.482]  Would you blow the castle up because your grandfather did something wrong?
[02:01:51.482 --> 02:01:52.042]  No.
[02:01:52.042 --> 02:01:53.182]  It's your castle now.
[02:01:53.182 --> 02:01:55.524]  This is our ship, our country.
[02:01:55.524 --> 02:02:01.427]  And that's why we have to harness, we have to be within the walls of our castle.
[02:02:01.427 --> 02:02:06.229]  And we have to recognize that these castle walls are there for our protection.
[02:02:06.229 --> 02:02:08.610]  The Constitution is there for our protection.
[02:02:08.610 --> 02:02:11.231]  Right or wrong, whoever put their pen down to create this.
[02:02:11.231 --> 02:02:13.092]  Yeah, those people, well, they were incredible people.
[02:02:13.092 --> 02:02:15.934]  I mean, every historian that's looked at it said they were the smartest people probably ever.
[02:02:16.314 --> 02:02:16.414]  Yes.
[02:02:32.808 --> 02:02:49.396]  Point blank, the founders were major innovators, major reformers, that actually changed the entire world for the good, and that's why neo-authoritarians want to shut them down and demonize them, because if people take on the birthright of American freedom, 1776 worldwide, it's over with the New World Order.
[02:02:49.396 --> 02:02:56.060]  So I say, I am absolutely in line with our founders and admire them, and they were the greatest men to ever walk the face of this planet.
[02:02:56.817 --> 02:03:04.743]  And that's why we must continue to uphold the values that are in that document and pass those on to the next generation.
[02:03:04.743 --> 02:03:13.230]  Because if we don't, you know, wasn't it Ronald Reagan that said that our nation is just a generation away from being lost?
[02:03:13.230 --> 02:03:19.595]  And what we are seeing now through the, listen, kids are going into schools and they're being forced to wear masks.
[02:03:19.595 --> 02:03:20.896]  There are kids who are fighting back.
[02:03:21.716 --> 02:03:24.739]  We're getting suspended repeatedly because they're not going to do it.
[02:03:24.739 --> 02:03:29.705]  Imagine the psychological trauma that's happening in these children's lives just because they have a mask on.
[02:03:29.705 --> 02:03:31.326]  And imagine how much they're not going to trust the system.
[02:03:31.326 --> 02:03:37.613]  I mean, the founders really tried to empower humanity because they were in front of God and wanted to do it, and it actually worked.
[02:03:37.613 --> 02:03:39.635]  More freedom, more, you know, everything came out of it.
[02:03:39.635 --> 02:03:41.557]  The globalists really do want to take our freedom.
[02:03:41.557 --> 02:03:43.039]  They really, they're consciously bad.
[02:03:43.955 --> 02:03:54.781]  They want to take our freedom and that's why, as you just mentioned, they are continually demonizing those individuals who wrote the document that we hold dear to keep our freedoms.
[02:03:55.532 --> 02:03:56.313]  So no, you're right.
[02:04:25.452 --> 02:04:27.113]  We're behind the red, white, and blue.
[02:04:27.113 --> 02:04:32.237]  They only gain power when you submit it to them.
[02:04:32.237 --> 02:04:34.378]  When you hand it to them.
[02:04:34.378 --> 02:04:35.139]  Okay?
[02:04:35.139 --> 02:04:36.240]  And that's the truth.
[02:04:36.240 --> 02:04:39.202]  That's the only way they gain power, is when you surrender it.
[02:04:39.202 --> 02:04:46.067]  And that's why you cannot, you must always stand firm in your convictions for freedom, so that we can preserve this nation.
[02:04:46.067 --> 02:04:46.447]  That's right.
[02:04:46.447 --> 02:04:50.090]  Because, I mean, again, everybody's like, oh, America's in free.
[02:04:50.090 --> 02:04:51.351]  Yeah.
[02:04:51.351 --> 02:04:52.471]  It's a lot freer than everywhere else.
[02:04:52.471 --> 02:04:53.452]  That's the problem.
[02:04:53.452 --> 02:04:54.353]  We'll be right back.
[02:04:59.744 --> 02:05:02.906]  I have a question to ask you.
[02:05:02.906 --> 02:05:21.461]  Why would you spend your money this Christmas season to buy gifts for friends and family and loved ones with the establishment, with the big corporations that are dedicated to waging war on all of our freedoms and suppressing us and forcing medical tyranny on us?
[02:05:21.461 --> 02:05:22.702]  I've never backed down to tyranny.
[02:05:23.422 --> 02:05:25.784]  We've had incredible successes fighting them.
[02:05:25.784 --> 02:05:27.265]  Thanks for your support.
[02:05:27.265 --> 02:05:35.693]  But now as 2021 comes to a close, I want to encourage you now more than ever to support the truth.
[02:05:35.693 --> 02:05:37.914]  And you do that at InfoWarsTore.com.
[02:05:39.312 --> 02:05:48.356]  Storewide free shipping, double Patriot points running right now, huge deals on Vitamineral Fusion, DNA Force Plus, Lung Cleanse, and Turbo Force.
[02:05:48.356 --> 02:05:52.777]  And these are really amazing high quality products that also fund the InfoWars.
[02:05:52.777 --> 02:06:01.481]  The only way you fail is not taking action.
[02:06:01.481 --> 02:06:06.483]  Live from the InfoWars.com studios, it's Alex Jones.
[02:06:14.131 --> 02:06:15.973]  Gary Franchi riding shotgun.
[02:06:15.973 --> 02:06:25.447]  He's about to get in the car and drive up to Dallas-Fort Worth area to go on the Blaze Network.
[02:06:25.447 --> 02:06:26.949]  Look forward to seeing that.
[02:06:28.151 --> 02:06:32.453]  Well I tell ya, the Blaze Network and Glenn Beck are just doing a fabulous job.
[02:06:32.453 --> 02:06:40.016]  And we're so glad to see Glenn Beck is fighting the New World Order and fighting the poison shots and fighting the lockdowns and now knows it's a New World Order and the FEMA camps are real.
[02:06:40.016 --> 02:06:41.617]  And that's all I wanted.
[02:06:41.617 --> 02:06:44.658]  I was never in competition with him, just wanted him to know I wasn't a liar.
[02:06:44.658 --> 02:06:46.579]  And now he knows I wasn't a liar.
[02:06:46.579 --> 02:06:47.460]  And so we're friends now.
[02:06:48.300 --> 02:06:53.582]  And I hope Glenn Beck gets ten times bigger than me, because they're trying to put my ass in prison with the January 6th thing.
[02:06:53.582 --> 02:07:00.826]  And I had talked earlier about getting your associate to pop in with us, and we'll do that here in about five minutes, or we can just get him up here.
[02:07:00.826 --> 02:07:03.327]  We don't have a mobile mic to give him.
[02:07:03.327 --> 02:07:05.388]  But, or maybe we'll hold him over and do that next segment.
[02:07:05.388 --> 02:07:06.909]  I'd want to do that earlier.
[02:07:06.909 --> 02:07:08.950]  But he was at the January 6th event.
[02:07:09.930 --> 02:07:16.694]  And actually said, I guess I'd met him many years ago in Chicago with you, one of your good friends, that I actually helped him not go in the building.
[02:07:16.694 --> 02:07:20.656]  And I'm not trying to toot my horn like I helped thousands not go in the building.
[02:07:20.656 --> 02:07:23.497]  I have an NPR report here today and several others.
[02:07:23.497 --> 02:07:25.018]  The new talking point is
[02:07:25.638 --> 02:07:41.187]  That I was trying to lead people away from that side of the Capitol to go attack the other side, and that I led the attack on the other side, even though I'm there with the police trying to stop the other side as well, I was trying to go to Lot 8, where I was told we had a stage and a permit, which they did have set up.
[02:07:41.187 --> 02:07:45.270]  So, the level of deception has just reached incredible heights.
[02:07:45.270 --> 02:07:52.194]  Yeah, he was there, he was a witness, I remember speaking to him after the fact, and he told me, he saw you, you know, telling people not to go in.
[02:07:52.194 --> 02:07:54.075]  Don't go into the building.
[02:07:54.904 --> 02:08:03.175]  And now what we're seeing is these people are being swept up and arrested, you know, for entering into the federal property.
[02:08:03.175 --> 02:08:08.202]  Tell us about your friend and who he is, because I wanted to give him a mic, but I guess that's not going to happen.
[02:08:08.202 --> 02:08:11.347]  Hopefully he can get up here and he can give you his first hand account of the day.
[02:08:12.107 --> 02:08:19.710]  But his name's Chad LaVro, and I've known Chad since back in the Lone Lantern Society days, passing out DVDs in the streets of Chicago.
[02:08:19.710 --> 02:08:26.973]  So Chad has been a lifelong activist, working with me on so many different levels.
[02:08:26.973 --> 02:08:29.594]  Well, you know, maybe we'll be ready next segment.
[02:08:29.594 --> 02:08:32.535]  We'll just hold you over an extra segment, because this is important.
[02:08:32.535 --> 02:08:33.395]  I think it is, Alex.
[02:08:33.395 --> 02:08:36.096]  I like Chad, and I want to be able to talk to him, and maybe we can do a next segment.
[02:08:39.033 --> 02:08:43.155]  Speaking about Ghislaine Maxwell, because the listeners are really calling the show.
[02:08:43.155 --> 02:08:44.396]  They're emailing us.
[02:08:44.396 --> 02:08:49.258]  The people on the street are saying, hey, Ghislaine Maxwell, they're covering up that trial.
[02:08:49.258 --> 02:08:53.500]  We want to hear more of this from you.
[02:08:53.500 --> 02:08:55.021]  Well, I mean, we're trying.
[02:08:55.021 --> 02:08:56.461]  Almost nothing's coming out of it.
[02:08:56.461 --> 02:08:56.982]  And I agree.
[02:08:56.982 --> 02:08:58.902]  We need more reporters.
[02:08:58.902 --> 02:09:02.484]  And I would like to have an East Coast reporter and have the funds to do that.
[02:09:02.484 --> 02:09:03.565]  Currently, we don't.
[02:09:03.565 --> 02:09:08.067]  I'm not complaining, because we are having to pay for millions and millions of dollars of bandwidth.
[02:09:08.868 --> 02:09:11.930]  We have millions of viewers a day on Bandai Video.
[02:09:11.930 --> 02:09:13.271]  Millions.
[02:09:13.271 --> 02:09:17.013]  And so we're talking thousands and thousands of dollars a day.
[02:09:17.013 --> 02:09:18.554]  Tens of thousands of dollars a day.
[02:09:18.554 --> 02:09:21.796]  So our very success is our problem.
[02:09:21.796 --> 02:09:24.438]  And so we now have all these new contributors.
[02:09:24.438 --> 02:09:27.120]  In fact, I'd love to have you mirror your stuff with us, Gary.
[02:09:28.405 --> 02:09:30.266]  On Bandot Video.
[02:09:30.266 --> 02:09:35.889]  That's why I'm telling everybody, as so many folks get kicked off the regular platforms, they come to Bandot Video.
[02:09:35.889 --> 02:09:39.130]  We're not doing ads, shares, we don't have advertisers on there.
[02:09:39.130 --> 02:09:43.072]  We're just paying to get it on and I'm using the money that comes in off of this show.
[02:09:43.072 --> 02:09:49.375]  So when you buy products from us, you are literally financing all these other people being able to now have a platform.
[02:09:49.995 --> 02:09:50.496]  Okay.
[02:09:50.496 --> 02:09:54.061]  And maybe down the road, you know, we can talk to folks and create some ad share thing.
[02:09:54.061 --> 02:09:55.182]  We haven't gotten to that point.
[02:09:55.182 --> 02:09:56.324]  We're not a billion dollar company.
[02:09:56.324 --> 02:09:58.026]  We're not a hundred million dollar company.
[02:09:58.026 --> 02:10:02.192]  We're spending millions and millions of dollars a quarter on bandwidth and infrastructure alone.
[02:10:02.192 --> 02:10:04.775]  So thank you all for going to InfoWareStore.com because
[02:10:05.922 --> 02:10:07.843]  Robert F. Kennedy's getting censored everywhere.
[02:10:07.843 --> 02:10:11.146]  He did an interview with us last week with one of our reporters.
[02:10:11.146 --> 02:10:13.447]  It got over a million views on our platform.
[02:10:13.447 --> 02:10:15.609]  Then clips went out, tens of millions of views.
[02:10:15.609 --> 02:10:18.811]  So this is such an important operation, and so is Next News Network.
[02:10:18.811 --> 02:10:20.092]  How do folks find Next News Network?
[02:10:20.640 --> 02:10:22.821]  Well, you can go to nextnewsnetwork.com.
[02:10:22.821 --> 02:10:24.461]  You can watch us there.
[02:10:24.461 --> 02:10:31.503]  We do have a platform, not as robust as InfoWars does, but we do have a way people can subscribe for ad-free content.
[02:10:31.503 --> 02:10:32.723]  Primarily, we're on YouTube.
[02:10:32.723 --> 02:10:33.703]  You can watch us there.
[02:10:33.703 --> 02:10:35.284]  Hey, I hope it is as robust.
[02:10:35.284 --> 02:10:38.525]  In many ways, you're like, I mean, you're reaching millions of people on YouTube.
[02:10:38.525 --> 02:10:39.185]  I'm reaching nobody.
[02:10:39.185 --> 02:10:41.226]  I just want to make the point, you are robust.
[02:10:41.226 --> 02:10:42.846]  You are kicking ass, and I love it.
[02:10:43.186 --> 02:10:44.187]  Thank you for that, Alex.
[02:10:44.187 --> 02:10:45.908]  You can watch us on YouTube.
[02:10:45.908 --> 02:10:47.829]  YouTube.com slash Next News Network.
[02:10:47.829 --> 02:10:49.369]  You can find us on Rumble.
[02:10:49.369 --> 02:10:50.610]  You can find us on BitChute.
[02:10:50.610 --> 02:10:52.311]  You can find us on Odyssey.
[02:10:52.311 --> 02:10:53.552]  You can find us on Getter.
[02:10:53.552 --> 02:10:59.195]  You can find us on all the... Okay, before you leave today, we're giving you a login and a free membership at BandofVideo.
[02:10:59.195 --> 02:10:59.935]  Sounds great.
[02:10:59.935 --> 02:11:04.518]  So, okay, because you're awesome, but I just, I really want your content on our platform.
[02:11:05.262 --> 02:11:06.903]  I'm happy to figure out a way to get it there.
[02:11:06.903 --> 02:11:09.724]  All you've got to do is just upload it to the site.
[02:11:09.724 --> 02:11:25.049]  And very soon, I've worked on this, it's independent, it's our own software, our own deals, costs us quite a bit of money, but we have our own mobile going live app that's crystal clear, works all over the place, that we're going to be able to basically deploy to everybody soon.
[02:11:25.049 --> 02:11:33.272]  So I'm very excited about that because so many people have lost their live streaming, who have been censored, and so it's important to get that out.
[02:11:34.059 --> 02:11:35.584]  Ryan, did you hear that?
[02:11:35.584 --> 02:11:36.528]  You got some more work to do.
[02:11:38.277 --> 02:11:39.318]  Oh, so what's going on with Brian?
[02:11:39.318 --> 02:11:41.299]  Oh, Brian, he's my technical producer.
[02:11:41.299 --> 02:11:47.504]  So he handles all the uploading, the post-production work to get everything up online.
[02:11:47.504 --> 02:11:50.206]  Well, he's going to come on next segment, but let's get him on the phone.
[02:11:50.206 --> 02:11:52.127]  Brian is my producer in Alabama.
[02:11:52.127 --> 02:11:55.510]  Brian, I could not do Next News Network if it wasn't for Brian.
[02:11:55.510 --> 02:11:56.711]  I've got to say that right now.
[02:11:56.711 --> 02:12:00.774]  Well, we're going to get Brian on the phone with Rob Duda today, and we're going to get it done.
[02:12:00.774 --> 02:12:01.354]  All right.
[02:12:01.354 --> 02:12:01.995]  You hear that, Brian?
[02:12:01.995 --> 02:12:03.716]  You've got a phone call with Rob today.
[02:12:03.716 --> 02:12:07.499]  All right, but getting back to Ghislaine Maxwell here.
[02:12:10.723 --> 02:12:12.044]  How do we get this out?
[02:12:12.044 --> 02:12:19.269]  I mean, I guess, I guess I need to get on an airplane and go up to New York and I guess try to get in the courtroom and see what's happening because they're suppressing it all.
[02:12:19.269 --> 02:12:22.351]  I think that they're even preventing certain people from going into the courtroom.
[02:12:22.351 --> 02:12:27.534]  And if Alex Jones shows up at the Ghislaine Maxwell courtroom, that's going to be a circus in its own right.
[02:12:27.534 --> 02:12:28.455]  I can see it happening.
[02:12:30.996 --> 02:12:39.078]  I've been following on Twitter, there's an account called, I forget the name, it's the Ghislaine Maxwell Trial Tracker.
[02:12:39.078 --> 02:12:45.980]  So I go there and I check it out and people are posting links to transcripts and you can read the transcripts and some of the stuff that is coming out.
[02:12:45.980 --> 02:12:53.562]  Because the transcripts have to be, I believe, I don't know how you request a transcript specifically, but what I've read coming out of that trial and how
[02:12:54.574 --> 02:13:02.382]  She was grooming kids with Epstein at the special camp that they were attending.
[02:13:02.382 --> 02:13:04.704]  And they were being recruited to recruit other children.
[02:13:04.704 --> 02:13:05.005]  Yeah.
[02:13:05.005 --> 02:13:14.114]  And they would fly to Eastern Europe and buy seven-year-old girls who they then had trained for over a decade, who were stewardesses on the aircraft at 18, who were then recruiting underage girls.
[02:13:15.135 --> 02:13:23.642]  It's amazing when you read through the transcript and the first-hand account of this victim and how long this grooming process was.
[02:13:23.642 --> 02:13:30.468]  These people are meticulous, they are patient, and they are twisted in order to get their end game.
[02:13:30.468 --> 02:13:36.133]  It parallels what we're seeing across the spectrum with the New World Order and its implementation here.
[02:13:36.773 --> 02:13:38.614]  In America and across the world.
[02:13:38.614 --> 02:13:47.219]  Because they are meticulous, they are patient, and they are using every method that they can to lock down and control people's freedom.
[02:13:47.219 --> 02:13:56.545]  And let's be clear, the federal prosecutors kept this to only four women who were underage at the time, who were older girls, not the super young ones that they know about.
[02:13:56.545 --> 02:14:01.108]  And so that's why Comey's daughter, famously corrupt the father, is running this.
[02:14:01.108 --> 02:14:04.410]  And so the trial itself is very limited in scope by what they went after.
[02:14:04.410 --> 02:14:05.891]  And then they're limiting that even more.
[02:14:06.371 --> 02:14:09.032]  So it's limit upon limit upon limit.
[02:14:09.032 --> 02:14:11.073]  Well, they don't want the truth to get out.
[02:14:11.073 --> 02:14:18.956]  They don't want, because they know that when names are going to be presented in these courtrooms, these names are high profile people of influence.
[02:14:18.956 --> 02:14:21.097]  I mean, just some of the pictures that you've seen.
[02:14:21.097 --> 02:14:32.061]  Of course, you've seen the picture with Ghislaine Maxwell at the Clinton wedding, at the daughter, Chelsea's wedding.
[02:14:33.490 --> 02:14:34.251]  Super creepy.
