[00:00:01.190 --> 00:00:14.919]  InfoWars has been banned.
[02:12:27.916 --> 02:12:29.997]  But it was always treatable early.
[02:12:29.997 --> 02:12:38.140]  I told on national TV, Tucker Carlson, I told Tucker I thought there was intentional suppression of early treatment in order to
[02:12:38.820 --> 02:12:44.904]  Promote suffering, fear, loneliness, isolation, hospitalization, and death.
[02:12:44.904 --> 02:12:51.509]  And in that condition became the preparation for accepting a mass vaccination program.
[02:12:51.509 --> 02:12:54.552]  And then a world medical ID tied to the carbon tax ID.
[02:12:54.552 --> 02:12:56.213]  That's an officially announced for the Davos Group.
[02:12:57.005 --> 02:13:01.928]  You know, I can't confirm that, but I can tell you right now, there is lockstep in the world.
[02:13:01.928 --> 02:13:10.374]  Every single government is in lockstep with one another on mass vaccination as really the only solution to the pandemic.
[02:13:10.374 --> 02:13:16.679]  We've never seen anything like this before, and we have breaking data now that the vaccines are not stopping COVID-19.
[02:13:16.679 --> 02:13:23.784]  Well, right here in this building working now, he just retired out of the military, is somebody that ran operations at the Pentagon.
[02:13:25.445 --> 02:13:27.807]  High-level operations, run major operations.
[02:13:27.807 --> 02:13:30.770]  And he couldn't get into classified stuff, but he said, no, this is all a big operation.
[02:13:30.770 --> 02:13:33.832]  And they're using military technology to roll out the theory.
[02:13:33.832 --> 02:13:38.196]  He told me this, you know, back on January 6th, we were there.
[02:13:38.196 --> 02:13:38.716]  Look at this.
[02:13:38.716 --> 02:13:42.899]  Cloak and dagger military intelligence outfit at center of U.S.
[02:13:42.899 --> 02:13:45.101]  digital vaccine passport push.
[02:13:45.101 --> 02:13:45.662]  Same thing.
[02:13:45.662 --> 02:13:52.788]  They're using Army intelligence, not just the general ones, the highest level, PSYOP officers, psychologists, psychiatrists, behavioral psychologists.
[02:13:53.488 --> 02:13:53.888]  I don't
[02:14:08.439 --> 02:14:10.241]  Their psyops are running it.
[02:14:10.241 --> 02:14:12.562]  In Europe, NATO's psyops are running it.
[02:14:12.562 --> 02:14:25.673]  This is the high-level psyops, not our military, but the psyops of that, literally using war programs of deception and lies and fear to, quote, terrorize us and brainwash us, was the quotes out of Canada and the UK.
[02:14:25.673 --> 02:14:27.855]  Terrorize and brainwash the public.
[02:14:27.855 --> 02:14:32.059]  And then you see the results here, total unification of the newspapers with the same message.
[02:14:32.739 --> 02:14:35.142]  The media has been propagandized.
[02:14:35.142 --> 02:14:36.043]  This is very important.
[02:14:36.043 --> 02:14:40.669]  Propaganda is false information put forward by those in position of authority.
[02:14:40.669 --> 02:14:42.672]  We've seen it time and time again.
[02:14:42.672 --> 02:14:47.678]  I remember in June, I was called on national TV, there was a government-issued talking point of
[02:14:48.439 --> 02:15:01.284]  Hospitalizations for COVID and the talking point was that is a crisis of the unvaccinated and it was a montage, Alex, of everyone parroting crisis of the unvaccinated and we knew it wasn't farther from the truth.
[02:15:01.284 --> 02:15:09.307]  We had data through June from Havers and colleagues published by the CDC COVID Net Network and then Fillmore from the VA that at that time
[02:15:10.648 --> 02:15:13.769]  23% of Americans in the hospital COVID-19 were vaccinated.
[02:15:13.769 --> 02:15:23.354]  Fast forward now to August, first week in August, we have CMS data showing 60% of those over age 65 in the hospital with COVID-19 are fully vaccinated.
[02:15:23.354 --> 02:15:27.296]  And we have now the CDC on their website is telling America, CDC has 41,000 plus
[02:15:30.678 --> 02:15:32.319]  Full-blown vaccine failures.
[02:15:32.319 --> 02:15:33.780]  I'm talking about fully vaccinated.
[02:15:33.780 --> 02:15:34.381]  Doc, stay there.
[02:15:34.381 --> 02:15:35.902]  You wanted this last segment to get into.
[02:15:35.902 --> 02:15:37.043]  The vaccine isn't working.
[02:15:37.043 --> 02:15:37.883]  We're going to come back.
[02:15:37.883 --> 02:15:39.264]  You'll have the floor.
[02:15:39.264 --> 02:15:40.585]  And this is just amazing.
[02:15:40.585 --> 02:15:41.005]  All right.
[02:15:41.005 --> 02:15:43.007]  Stay with us, ladies and gentlemen.
[02:15:43.007 --> 02:15:45.669]  The book, COVID-19 and the Global Predators.
[02:15:47.301 --> 02:15:55.266]  We are the prey with introductions and leading COVID-19 physicians like Peter A. Bacala, MD, and others.
[02:15:55.266 --> 02:15:55.727]  We'll be right back.
[02:15:55.727 --> 02:16:03.332]  I'm cutting this announcement on the... After being unavailable for more than two years, Ultimate Bone Broth is back and in full worse life.
[02:16:03.332 --> 02:16:09.476]  Ultimate Bone Broth is now Ultimate Bone Broth Plus because we've made it even stronger and reformulated it.
[02:16:09.476 --> 02:16:09.856]  And listen...
[02:16:10.376 --> 02:16:15.858]  It's not just concentrated chicken broth in there that's so good for your joints, your bones, and your whole body.
[02:16:15.858 --> 02:16:32.084]  It's got really strong, high-end turmeric root, chaga mushroom, bee pollen, goji berry, alfalfa herb powder, and a bunch of other stuff in it, like real organic cocoa, bean powder with natural chocolate flavor, and a touch of sea salt, and just on and on and on.
[02:16:32.084 --> 02:16:34.025]  Magnesium, potassium's added.
[02:16:34.565 --> 02:16:39.088]  This is so good for inflammation, for your immune system, for your whole body.
[02:16:39.088 --> 02:16:41.969]  Grandma always gave you chicken soup when you were sick, remember?
[02:16:41.969 --> 02:16:48.373]  That's a tiny amount of the same stuff that's in there that is now in here in a very large amount.
[02:16:48.373 --> 02:16:56.458]  So again, get the power of Grandma's chicken soup with the power of turmeric and everything else with the new and improved bone broth at InfoWarsTore.com.
[02:16:57.734 --> 02:17:07.176]  RainForce Plus is back in stock, and it's 50% off with free shipping and double Patriot points right now at InfoWarsTore.com.
[02:17:07.176 --> 02:17:17.218]  RainForce Plus, after eight months, is finally back in stock, and we're giving you 50% off plus free shipping and double Patriot points on the best-selling new trophy at InfoWarsTore.com.
[02:17:17.218 --> 02:17:24.040]  RainForce Plus is one of our highest-rated and best-selling InfoWars live formulas ever, and the InfoWars crew uses it every day, and so do I.
[02:17:24.480 --> 02:17:34.073]  The formula is loaded with natural compounds like Yeramate, L-Theanine, Alpha-GPC, and many others that are known to support cognitive health and give you that extra boost.
[02:17:34.073 --> 02:17:40.662]  Whether you're stocking up or trying it for the first time, now is the time to head to InfoWarsTore.com and take advantage of these great savings.
[02:17:40.962 --> 02:17:43.265]  Your purchase of BrainForce Plus is a 360 win.
[02:17:43.265 --> 02:17:48.451]  You'll get a super high quality new trophy and you'll help launch InfoWars to the next level.
[02:17:48.451 --> 02:17:56.241]  Visit InfoWarsStore.com and get our best-selling BrainForce Plus at 50% off before we run out of stock to avoid missing out on these massive savings.
[02:17:56.241 --> 02:17:56.782]  BrainForce!
[02:17:57.222 --> 02:18:02.285]  I am cutting this announcement on the afternoon of Thursday, November 4th, 2021.
[02:18:02.285 --> 02:18:07.108]  That means you've only got 10 days as of taping this to get storewide free shipping, double Patreon points.
[02:18:07.108 --> 02:18:09.429]  That was 60% off on our best-selling items.
[02:18:09.429 --> 02:18:11.150]  We have Winter Sun at 50% off.
[02:18:11.150 --> 02:18:13.292]  So good for your body, so good for your immune system.
[02:18:13.292 --> 02:18:13.772]  50% off.
[02:18:13.772 --> 02:18:16.294]  We have Ultra 12 at 60% off.
[02:18:16.294 --> 02:18:17.995]  That is the lowest we've ever gone.
[02:18:17.995 --> 02:18:22.677]  It is so good for your libido, your stamina, your immune system, your whole body, taking out of the tongue.
[02:18:22.677 --> 02:18:23.198]  60% off.
[02:18:23.198 --> 02:18:25.099]  We've got a bunch of products sold out for a long time.
[02:18:25.399 --> 02:18:28.561]  Thank you all for your support with Supply Chain Breakdowns.
[02:18:28.561 --> 02:18:31.263]  I recommend you get your Christmas shopping done now.
[02:18:54.119 --> 02:18:57.102]  Have it done and support the InfoWar at InfoWarStore.com.
[02:18:57.102 --> 02:19:02.168]  I am cutting this announcement on the afternoon of Thursday, November 4th, 2021.
[02:19:02.168 --> 02:19:09.135]  That means you've only got 10 days as of taping this to get storewide free shipping, double Patriot points, and up to 60% off on our best-selling items.
[02:19:09.295 --> 02:19:11.017]  We have Winter Sun at 50% off.
[02:19:11.017 --> 02:19:11.838]  So good for your body.
[02:19:11.838 --> 02:19:12.739]  So good for your immune system.
[02:19:12.739 --> 02:19:13.640]  50% off.
[02:19:13.640 --> 02:19:16.163]  We have Ultra 12 at 60% off.
[02:19:16.163 --> 02:19:17.785]  That is the lowest we've ever gone.
[02:19:17.785 --> 02:19:22.551]  It is so good for your libido, your stamina, your immune system, your whole body taken out of the tongue.
[02:19:22.551 --> 02:19:23.091]  60% off.
[02:19:23.091 --> 02:19:26.876]  We've got a bunch of products sold out for a long time like Brain Force Plus back in stock.
[02:19:27.616 --> 02:19:32.259]  50% off and we have Ultimate Bone Broth back in stock at InfoWareStore.com.
[02:19:32.259 --> 02:19:34.080]  It's now Bone Broth Plus.
[02:19:34.080 --> 02:19:39.962]  So it's Ultimate Bone Broth Plus, 20% off and it's even stronger than the last formula we had.
[02:19:39.962 --> 02:19:48.867]  It is amazing for your whole body, amazing for your joints, amazing for inflammation and it funds the InfoWare, which is so important in the fight against the New World Order.
[02:19:48.867 --> 02:19:51.828]  So thank you all for your support with Supply Chain Breakdowns.
[02:19:51.828 --> 02:19:56.751]  I recommend you get your Christmas shopping done now and have it done and support the InfoWare at InfoWareStore.com.
[02:19:59.753 --> 02:20:16.824]  You're listening to the Alex Jones Show.
[02:20:16.824 --> 02:20:22.507]  Dr. Peter McCullough is in studio with us for two more segments than he's going to get in his car and get to the airport.
[02:20:22.507 --> 02:20:23.548]  Wow!
[02:20:23.548 --> 02:20:24.188]  Amazing!
[02:20:24.188 --> 02:20:26.109]  Powerful information here.
[02:20:26.109 --> 02:20:26.930]  Two segments left.
[02:20:26.930 --> 02:20:27.950]  You've got a lot you want to cover.
[02:20:27.950 --> 02:20:28.611]  You've got the floor, sir.
[02:20:29.326 --> 02:20:39.409]  It's very important that we've learned in the last few months that with the Delta pandemic, the Delta outbreak now, the virus has completely mutated now.
[02:20:39.409 --> 02:20:42.831]  100% of the infections that we've seen are the Delta variant.
[02:20:42.831 --> 02:20:47.572]  The Delta has learned to thrive in the nose and mouth of those who are fully vaccinated.
[02:20:47.572 --> 02:20:54.655]  Our CDC director came out in midsummer after there was an outbreak in a wedding in Houston, an airplane flight from
[02:20:56.769 --> 02:21:01.191]  Texas to Washington and to a naval cruise boat from the UK.
[02:21:01.191 --> 02:21:06.433]  It was clear that the Delta virus can thrive in the nose and mouth of the vaccinated.
[02:21:06.433 --> 02:21:18.357]  Now, two important papers, one from the Wisconsin Department of Public Health, first author is Ryan Marisma, clearly showed among those vaccinated and unvaccinated, the viral loads, Alex, were heavy.
[02:21:18.357 --> 02:21:21.358]  Heavy meaning low cycle thresholds, high viral concentrations,
[02:21:21.718 --> 02:21:23.979]  In the nose and mouth of those vaccinated and unvaccinated.
[02:21:23.979 --> 02:21:25.779]  It was actually equal between those two groups.
[02:21:25.779 --> 02:21:38.182]  They were the ones who came forward for testing with incipient COVID-19 and they actually extracted the secretions from those who were vaccinated and actually tested the infectivity and they clearly were infectious.
[02:21:38.182 --> 02:21:40.222]  So I want everyone to understand this.
[02:21:40.222 --> 02:21:46.224]  Whether or not someone's taking the vaccine, they are not less infectious than someone who has not taken the vaccine.
[02:21:47.563 --> 02:21:56.054]  What about the statements we hear from Fauci that you're going to get less sick if you've had the supposed vaccine, but then it wanes in six months.
[02:21:56.054 --> 02:21:57.476]  Is that even true?
[02:21:57.476 --> 02:22:02.823]  Because I see all these different numbers out there, some numbers out of the UK, that you're more likely to be hospitalized if you've had the shot.
[02:22:02.823 --> 02:22:05.166]  Other numbers say... I mean, what's real from your research?
[02:22:05.546 --> 02:22:13.193]  Well, here we are, you know, in the United States, we've had 60% of the population overall take the vaccine, or one of the three vaccines.
[02:22:13.193 --> 02:22:14.615]  They're not the same, obviously.
[02:22:14.615 --> 02:22:17.558]  We've had 80% of seniors, and we wish them well.
[02:22:17.558 --> 02:22:22.382]  We've had our family members, our patients, and others have volunteered for the vaccine programs.
[02:22:22.382 --> 02:22:23.563]  They're all investigational.
[02:22:23.563 --> 02:22:24.604]  We wish them well.
[02:22:24.604 --> 02:22:27.948]  We had data published in the MMWR, first author is Self,
[02:22:28.348 --> 02:22:30.250]  And this is published by the CDC.
[02:22:30.250 --> 02:22:32.133]  That's the best data they ever have.
[02:22:32.133 --> 02:22:44.768]  Alex, they showed with the legacy variants earlier in the pandemic, we're talking about the wild type, alpha, beta, a little bit of gamma, that in fact there was protection from a community estimates from hospitalization with the vaccine program.
[02:22:44.768 --> 02:22:46.290]  And Moderna was, as I recall,
[02:22:46.630 --> 02:22:47.611]  About 90 percent.
[02:22:47.611 --> 02:22:49.052]  Pfizer was at 70 percent.
[02:22:49.052 --> 02:22:50.913]  J&J about 68 percent.
[02:22:50.913 --> 02:22:53.655]  You can look up that paper and get the exact percentages.
[02:22:53.655 --> 02:22:54.916]  Those aren't bad.
[02:22:54.916 --> 02:22:58.458]  Everything changed when the Delta outbreak occurred.
[02:22:58.458 --> 02:23:08.986]  What happened was once we got to enough people vaccinated, the dominant mutant moved forward that could thrive among the vaccinated and that's when the floor started to fall out of the vaccine program.
[02:23:08.986 --> 02:23:10.687]  Israel and the UK are ahead of us.
[02:23:11.187 --> 02:23:15.669]  Now we're up to over 90% of those in Israel with COVID-19 are fully vaccinated.
[02:23:15.669 --> 02:23:18.031]  In fact, they're fully engaged in a booster program.
[02:23:18.031 --> 02:23:19.351]  It's obviously not working.
[02:23:19.351 --> 02:23:28.816]  In the UK, the 43rd UK surveillance report, you can look it up, they have between 80 and 92% of people over age 50 fully vaccinated.
[02:23:28.816 --> 02:23:35.099]  And in fact, the point estimate of those dying in the UK right now, Alex, with COVID-19, 81.8% of individuals are fully vaccinated.
[02:23:38.857 --> 02:23:50.272]  Wow, so when the head of the CDC two weeks ago said vaccine doesn't protect you basically at all, then she said yesterday 96% protection of children, that's a lie.
[02:23:50.272 --> 02:23:55.839]  It's 96% of the syndrome of developing a drippy nose, which kids may or may not
[02:23:58.141 --> 02:24:02.103]  These are, in a sense, gross overestimates of benefit.
[02:24:02.103 --> 02:24:13.609]  What people care about is hospitalizations and death, and what the CDC is telling us on their website, October 18th, over 41,000 Americans fully vaccinated have either died or been hospitalized.
[02:24:13.609 --> 02:24:23.775]  Sadly, about a quarter of that fraction is in fact deaths, and over 80% of the deaths are in the seniors, and about 65% of the hospitalizations are in the seniors.
[02:24:23.775 --> 02:24:23.935]  Alex,
[02:24:24.455 --> 02:24:26.559]  COVID-19 has always been about the seniors.
[02:24:26.559 --> 02:24:29.785]  It's not about the children and the vaccines aren't protecting them.
[02:24:29.785 --> 02:24:34.092]  Why are they going after the children when they know that it's increased heart problems?
[02:24:35.259 --> 02:24:47.191]  I mean, if you wanted to be a villain, you would do something like this to give them something that doesn't protect them, but statistically is going to hurt them, and then you just gaslight everybody and say it's going to protect them when it's not.
[02:24:47.191 --> 02:24:49.533]  You know, we have unprecedented times now.
[02:24:49.533 --> 02:24:55.199]  There are some states that have laid the groundwork to say a child down to 12 years old can make their own decision.
[02:24:57.561 --> 02:25:11.572]  We've had the World Health Organization come out with a statement saying that in a sense being enrolled in school is equivalent to actually giving informed consent for one of the vaccines.
[02:25:11.572 --> 02:25:15.355]  We have a situation where bioethics is off the rails.
[02:25:15.355 --> 02:25:21.800]  Parental rights are now taken away and children are going to be faced with a potentially fatal decision.
[02:25:21.800 --> 02:25:24.302]  We've never seen this ever in human history.
[02:25:25.174 --> 02:25:29.139]  And then they're telling children, you'll get superpowers when you take this.
[02:25:29.139 --> 02:25:33.865]  And then the sad little children are probably, if they're not lucky, just get a heart attack instead.
[02:25:33.865 --> 02:25:36.949]  Everything we know about the spike protein at this point in time is bad.
[02:25:36.949 --> 02:25:37.750]  I told you.
[02:25:37.750 --> 02:25:41.235]  Since the, this is an ongoing story month by month.
[02:25:41.235 --> 02:25:43.258]  I told you about the spike protein in myocarditis.
[02:25:43.618 --> 02:25:46.000]  Neurologic injury, immunologic injury.
[02:25:46.000 --> 02:25:50.624]  There is a spike protein induced disease, Alex, that occurs about two weeks after the vaccine.
[02:25:50.624 --> 02:25:54.447]  It's called vaccine-induced thrombocytopenic purpurea, VITT.
[02:25:54.447 --> 02:25:57.249]  It has its own acronym now in medicine.
[02:25:57.249 --> 02:25:59.071]  There's bleeding from the gums and mouth.
[02:25:59.071 --> 02:26:02.173]  There's a hemolytic anemia, blood in the urine.
[02:26:02.173 --> 02:26:03.694]  Patients go into renal failure.
[02:26:03.694 --> 02:26:05.736]  They develop thrombosis at the same time.
[02:26:05.736 --> 02:26:06.437]  It can be fatal.
[02:26:06.437 --> 02:26:07.357]  It's very serious.
[02:26:07.357 --> 02:26:10.660]  There was a young mother written up in her obituary in Oregon.
[02:26:10.660 --> 02:26:11.361]  You'll find her.
[02:26:11.821 --> 02:26:18.207]  She said in her obituary she died two weeks after the vaccine due to vaccine-induced thrombocytopenia.
[02:26:18.207 --> 02:26:20.769]  And then Facebook censored it.
[02:26:20.769 --> 02:26:26.554]  You know, that's the sick part is Big Pharma is heavily invested in big tech and vice versa.
[02:26:26.554 --> 02:26:28.095]  Total conflict of interest.
[02:26:28.095 --> 02:26:37.524]  I'm sure you've seen the graphs or the illustrations that show how the board of the FDA, the boards of the CDC, it's a revolving door with Pfizer and Big Pharma.
[02:26:37.524 --> 02:26:38.685]  I mean, this is incredible.
[02:26:39.145 --> 02:26:41.087]  It's in the open right now.
[02:26:41.087 --> 02:26:54.897]  You know, the two chairmen of the FDA, Scott Gottlieb, who's my contemporary, a little bit younger, he's actually on the board of Pfizer and he's advising America on MSNBC about vaccines.
[02:26:54.897 --> 02:26:56.938]  He's on the board of Pfizer.
[02:26:56.938 --> 02:27:02.843]  Stephen Hahn, the one who followed him, he actually joined the investment capital firm that is behind Moderna.
[02:27:03.183 --> 02:27:09.847]  You have Rick Bright, the person who blocked hydroxychloroquine stores in the White House as Peter Navarro was trying to free them.
[02:27:09.847 --> 02:27:12.149]  Rick Bright joins the Rockefeller Foundation.
[02:27:12.149 --> 02:27:14.330]  The conflict of interest is in the open.
[02:27:14.330 --> 02:27:17.552]  The NIH co-owns the patent for the Moderna.
[02:27:17.552 --> 02:27:19.394]  The conflict of interest is in the open.
[02:27:19.394 --> 02:27:20.594]  The censorship is in the open.
[02:27:20.594 --> 02:27:32.282]  The Trusted News Initiative announced December 10th said it will only promote the vaccine and it'll do everything to squash vaccine hesitancy, including early treatment and anything on vaccine safety.
[02:27:33.095 --> 02:27:38.577]  All right, we've got two minutes to break, or a minute and a half, then we're going to come back and hit a whole bunch of other topics.
[02:27:38.577 --> 02:27:40.738]  But how do we reverse this?
[02:27:40.738 --> 02:27:42.059]  How do we stop this?
[02:27:42.059 --> 02:27:42.919]  Our leaders wake up?
[02:27:42.919 --> 02:27:43.359]  We wake up?
[02:27:43.359 --> 02:27:44.540]  What do we do?
[02:27:44.540 --> 02:27:52.243]  I personally think, I'm looking at this very carefully, I think one or two shots and there's no side effects, no harm, no foul.
[02:27:52.243 --> 02:27:54.684]  The human body is amazingly resilient.
[02:27:54.684 --> 02:27:58.026]  You're ultimately going to get rid of this messenger RNA or adenoviral DNA.
[02:27:58.026 --> 02:27:59.706]  You're going to clear the spike protein.
[02:27:59.706 --> 02:28:00.527]  It'll take a year or so.
[02:28:01.167 --> 02:28:02.128]  And get out of this.
[02:28:02.128 --> 02:28:04.190]  One or two shots, no harm, no foul.
[02:28:04.190 --> 02:28:06.132]  I think the real line is the boosters.
[02:28:06.132 --> 02:28:08.694]  We cannot get entrained in every six month boosters.
[02:28:08.694 --> 02:28:10.736]  We'll never get the spike protein out of the body.
[02:28:10.736 --> 02:28:13.299]  I was on Australian TV, interviewed recently.
[02:28:13.299 --> 02:28:18.224]  The Australians told me they have pre-purchased 14 doses per person.
[02:28:18.584 --> 02:28:21.426]  We're talking every six months for seven years, Alex.
[02:28:21.426 --> 02:28:28.171]  It will be, I'm telling you as a doctor, this will lead to chronic disease in large numbers of individuals.
[02:28:28.171 --> 02:28:28.951]  No boosters.
[02:28:28.951 --> 02:28:35.136]  And I've told America on TV, no individuals under age 30 at any time should have take the vaccine.
[02:28:35.136 --> 02:28:36.637]  That means all the kids should be off the table.
[02:28:37.119 --> 02:28:41.082]  And again, Gates was saying 20 months ago that we're going to need these boosters.
[02:28:41.082 --> 02:28:42.783]  Some articles said up to 10 a year.
[02:28:42.783 --> 02:28:45.786]  The Australians are saying, I guess, several a year.
[02:28:45.786 --> 02:28:48.468]  I mean, ladies and gentlemen, death sentence.
[02:28:48.468 --> 02:28:49.989]  And they knew all this.
[02:28:49.989 --> 02:28:50.749]  Wow.
[02:28:50.749 --> 02:28:51.690]  And they're coming.
[02:28:51.690 --> 02:28:52.751]  Oh, get your vaccine passport.
[02:28:52.751 --> 02:28:54.512]  Oh, now it's time for your booster.
[02:28:54.512 --> 02:28:55.053]  We'll be right back.
[02:28:57.529 --> 02:29:07.637]  October 2021 is coming to a close, and that means it's our yearly Black Friday Comes Early Sale that runs for the first two weeks of November.
[02:29:07.637 --> 02:29:17.204]  And right now you can save up to 60% off on our top selling products, plus get free shipping and double Patriot points at Infowarstore.com.
[02:29:17.204 --> 02:29:20.747]  Brain Force Plus, the great nootropic, is back in stock, 50% off.
[02:29:20.747 --> 02:29:25.450]  Ultimate Bone Broth, we haven't had this for several years, it's back, new and improved, 20%.
[02:29:26.331 --> 02:29:26.711]  I think so.
[02:29:56.631 --> 02:30:01.695]  I am cutting this announcement on the afternoon of Thursday, November 4th, 2021.
[02:30:01.695 --> 02:30:06.519]  That means you've only got 10 days as of taping this to get storewide free shipping, double Patriot points.
[02:30:06.519 --> 02:30:08.841]  That was 60% off on our best-selling items.
[02:30:08.841 --> 02:30:10.562]  We have Winter Sun at 50% off.
[02:30:10.562 --> 02:30:11.383]  So good for your body.
[02:30:11.383 --> 02:30:12.704]  So good for your immune system.
[02:30:12.704 --> 02:30:13.184]  50% off.
[02:30:13.184 --> 02:30:15.706]  We have Ultra 12 at 60% off.
[02:30:15.706 --> 02:30:17.407]  That is the lowest we've ever gone.
[02:30:17.407 --> 02:30:22.091]  It is so good for your libido, your stamina, your immune system, your whole body taken out of the tongue.
[02:30:22.091 --> 02:30:22.611]  60% off.
[02:30:22.611 --> 02:30:24.533]  We've got a bunch of products sold out for a long time.
[02:30:24.773 --> 02:30:24.933]  I think?
[02:30:43.918 --> 02:30:46.860]  I never compromise the quality of ingredients we put in InfoWars live products.
[02:30:46.860 --> 02:30:49.482]  And that's why for more than two years we've been sold out of Ultimate Bone Broth.
[02:31:04.312 --> 02:31:07.854]  And we could never get the ingredients again until now.
[02:31:07.854 --> 02:31:13.938]  And we have reformulated and not just used the same ingredients, we've boosted it and made them even stronger.
[02:31:13.938 --> 02:31:17.721]  So out of all the bone broths out there, I'm telling you, this is next level.
[02:31:17.721 --> 02:31:18.962]  Listen to what it's got in it.
[02:31:18.962 --> 02:31:23.745]  Cutting edge chicken bone broth protein isolate powder for better flavor and dissolvability.
[02:31:24.145 --> 02:31:24.225]  It's
[02:31:40.814 --> 02:31:41.054]  I think so.
[02:31:56.474 --> 02:32:05.841]  If a hurricane is smashing into the Gulf Coast and I make the prediction that it's going to cause flooding, that's not a prediction.
[02:32:05.841 --> 02:32:09.423]  You know it's a hurricane, you know it's got a lot of water it's going to dump, it's going to cause flooding.
[02:32:09.423 --> 02:32:21.231]  So it wasn't a prediction 20 months ago when I said the UN order to lock down the world economy is going to cause a chain reaction that's going to cause supply chain problems for years, that's going to starve tens of millions to death.
[02:32:21.231 --> 02:32:22.072]  And now it all happened.
[02:32:22.672 --> 02:32:28.974]  25 million extra dead, hundreds of millions on the verge of starvation, and the UN that ordered it is running around being the savior.
[02:32:28.974 --> 02:32:31.715]  Listen, when the first world collapses, the third world dies.
[02:32:31.715 --> 02:32:33.595]  And now the first world is becoming the third world.
[02:32:33.595 --> 02:32:35.296]  So, listen to me now.
[02:32:35.296 --> 02:32:41.758]  We've got the highest quality storable foods, the lowest price you're going to find, ready to ship to you right now at 10% off until November 15th.
[02:32:41.758 --> 02:32:44.038]  But after that, the prices are going up.
[02:32:44.038 --> 02:32:46.539]  We cannot suppress prices anymore.
[02:32:46.539 --> 02:32:51.481]  So protect yourself, get high quality storable food, so you're self-sufficient, and fund the InfoWar today at 360WIN.
[02:32:52.461 --> 02:32:59.283]  At InfoWarsTore.com, it's time to get your food.
[02:32:59.283 --> 02:33:13.207]  You're listening to the Alex Jones Show.
[02:33:13.207 --> 02:33:16.108]  You are either with the Republic or against it.
[02:33:17.389 --> 02:33:21.504]  Resistance to tyrants is obedience to God.
[02:33:21.504 --> 02:33:23.231]  It's Alex Jones.
[02:33:28.626 --> 02:33:47.013]  Doc, I'm going to go back tonight after this interview is not live, after it's archived at Van Dye Video, and I'm going to watch it again, because all I do is study this stuff now, and everything you're saying I've already seen in the medical literature, I've seen in the newest studies, but you're a real clinical scientist, not just a heart surgeon, heart doctor, so when you're saying it, you're very respected.
[02:33:47.013 --> 02:33:48.934]  I mean, you've run some of these operations.
[02:33:50.720 --> 02:34:03.395]  So I don't want to put words in your mouth, but when you first got on, you were basically describing how the virus is basically the same thing as the vaccine, but worse, the vaccine's having a bigger effect than the virus magnified.
[02:34:03.395 --> 02:34:05.698]  Now that was my layperson's interpretation.
[02:34:05.698 --> 02:34:08.722]  So I want you to clarify in case I'm wrong.
[02:34:09.022 --> 02:34:10.463]  I think you're on the right track.
[02:34:10.463 --> 02:34:12.005]  I am a clinical scientist.
[02:34:12.005 --> 02:34:19.871]  I have over 650 peer-reviewed publications in the National Library of Medicine, probably in the top echelon of academic physicians in the world.
[02:34:19.871 --> 02:34:28.478]  I have 51 publications, part of an author block or in a research group on COVID-19, including the two seminal papers on how to treat COVID-19.
[02:34:28.478 --> 02:34:31.821]  I can tell you I've reviewed thousands of other reports like you have.
[02:34:32.361 --> 02:34:36.904]  And everybody has become, in a sense, a virologist or an epidemiologist.
[02:34:36.904 --> 02:34:38.045]  Everyone has an opinion.
[02:34:38.045 --> 02:34:39.866]  We're holding live events now.
[02:34:39.866 --> 02:34:48.352]  We have between 500 and 5,000 people coming to actually go over PowerPoint slides with speakers explaining the science of COVID-19.
[02:34:48.352 --> 02:34:49.533]  Where are the medical schools?
[02:34:49.873 --> 02:34:51.834]  Where are the public health agencies?
[02:34:51.834 --> 02:34:55.495]  Where are the other individuals to explain to the world what's going on?
[02:34:55.495 --> 02:34:57.095]  We're not supposed to ask questions!
[02:34:57.095 --> 02:34:57.955]  That's not scientific!
[02:34:57.955 --> 02:35:09.299]  Well, I can tell you, because the spike protein is the damaging part of the respiratory infection, and because the vaccines, we now understand, give a very strong dose of the spike protein to the human body...
[02:35:09.719 --> 02:35:11.702]  They are the one and the same.
[02:35:11.702 --> 02:35:19.211]  The viral illness and the vaccine, the effect of the vaccine, effectively is the same in terms of these organ injury syndromes.
[02:35:19.211 --> 02:35:24.758]  That's the reason why long COVID syndrome looks so similar to the post-vaccine syndromes.
[02:35:24.758 --> 02:35:27.221]  Now, the majority of people who get the respiratory illness
[02:35:27.481 --> 02:35:30.062]  And the majority of people who get the vaccine do fine.
[02:35:30.062 --> 02:35:31.223]  They literally do fine.
[02:35:31.223 --> 02:35:35.925]  So we don't want to say, listen, it's doom and gloom for everybody who gets the infection or takes the vaccine.
[02:35:35.925 --> 02:35:42.049]  But for the small number of people who probably get an excessive or prolonged dose, they are injured.
[02:35:42.049 --> 02:35:44.390]  And I want everyone to understand they are similar.
[02:35:44.890 --> 02:35:45.730]  They are similar.
[02:35:45.730 --> 02:35:51.833]  Whether you've taken the respiratory infection or whether you've taken the vaccine, it's possible you can be injured by the spike protein.
