[00:00:10.320 --> 00:00:11.840]  Attention!
[01:55:30.360 --> 01:55:32.001]  Now, why do I say that?
[01:55:32.001 --> 01:55:38.623]  Number one, the Black Robe Regiment was really founded in the Revolutionary War.
[01:55:38.623 --> 01:55:43.065]  And I have to remind you in America that we did not come out of peace.
[01:55:43.065 --> 01:55:45.246]  It was called a revolution.
[01:55:45.246 --> 01:55:48.907]  That means initially we were terrorists against the British.
[01:55:49.565 --> 01:56:06.361]  In that process, the Black Robe Regiment were incredible Christian pastors who supported their churches with the notion that you had to fight for liberty, justice, and Jesus.
[01:56:06.361 --> 01:56:09.164]  That's exactly what's happening now.
[01:56:09.164 --> 01:56:14.869]  And there are those loyal American Christians who belong to this Black Robe Regiment.
[01:56:15.433 --> 01:56:18.194]  And I appreciate what they do.
[01:56:18.194 --> 01:56:20.374]  I appreciate what you did, Alex.
[01:56:20.374 --> 01:56:30.056]  But for the first time, you're beginning to understand you were the vehicle through which I could implement or the system could implement what they needed to do.
[01:56:30.056 --> 01:56:31.977]  It was not through YouTube.
[01:56:31.977 --> 01:56:33.657]  It was not through email.
[01:56:33.657 --> 01:56:41.799]  You were being used for 20 years as the major way of communicating to the military and the intelligence.
[01:56:42.279 --> 01:56:52.202]  What you forgot, Alex, was the first time I ever came on, you said there were thousands and thousands of operatives listening to us on 9-11.
[01:56:52.202 --> 01:56:57.564]  And when we came on on 9-11, less than two people in this whole world believed that.
[01:56:57.564 --> 01:56:58.324]  I was correct about 9-11.
[01:57:00.799 --> 01:57:18.102]  Five years later, thanks to your show and our ability to discuss and have our differences, 70% of America understood that Bush Jr., Cheney, Condoleezza Rice, Colin Powell, all cowards, all corrupt.
[01:57:18.102 --> 01:57:24.484]  Well, that's why you have the courage to expose 9-11 as an inside job and give out key intel and leave the Council on Foreign Relations.
[01:57:24.484 --> 01:57:25.684]  I know that was a bold thing you did.
[01:57:26.601 --> 01:57:27.882]  Yeah, but that's not about me.
[01:57:27.882 --> 01:57:30.164]  It was I'm talking about you, Alex.
[01:57:30.164 --> 01:57:34.447]  You were the vehicle that was initially anointed, say, by me.
[01:57:34.447 --> 01:57:35.208]  All right.
[01:57:35.208 --> 01:57:45.235]  But you were anointed because I took that risk to say this is going to be the major vehicle for where we're going to go in the next 20 or 30 years.
[01:57:46.832 --> 01:57:50.635]  So in this process, you have to remember, what is this coup about?
[01:57:50.635 --> 01:58:06.049]  This is a coup to pay back the Cheneys for the corruption and cowardness, for the wars that they sent us in Iraq and Afghanistan, to Obama, who sent up the war, including Biden, who specifically sent soldiers there, and we lost 5,000 people there.
[01:58:07.549 --> 01:58:11.491]  To Obama again, who sent us into war into Afghanistan.
[01:58:11.491 --> 01:58:21.557]  To Bush Sr., to Colin Powell, who lied continuously, pathological liar, who was a coward in Vietnam and said, we didn't have any lie.
[01:58:21.557 --> 01:58:23.558]  Then he lied when he said we had anthrax.
[01:58:23.558 --> 01:58:24.198]  No, I understand.
[01:58:24.198 --> 01:58:25.739]  No, I'm exposing their backgrounds.
[01:58:25.739 --> 01:58:27.860]  We have Ken Paxton speaking of arrest.
[01:58:27.860 --> 01:58:30.122]  Arrested that lady in the Veritas video, buying votes.
[01:58:31.142 --> 01:58:34.225]  We've got all this stuff coming out, but this is crazy.
[01:58:34.225 --> 01:58:35.146]  Trump is cut off.
[01:58:35.146 --> 01:58:36.267]  Trump is off YouTube.
[01:58:36.267 --> 01:58:37.868]  They're not letting the president speak.
[01:58:37.868 --> 01:58:39.509]  He should use the EAS alert system.
[01:58:39.509 --> 01:58:42.592]  Let's do a few more minutes with Dr. Steve Macinnic back in 60 seconds.
[01:58:46.824 --> 01:58:49.486]  Now is the time to get prepared.
[01:58:49.486 --> 01:58:51.948]  You gotta pray to God and get your soul ready.
[01:58:51.948 --> 01:58:54.910]  You gotta be prepared to physically defend yourself and your family.
[01:58:54.910 --> 01:59:00.714]  And you've also got to get things that allow you and your family to not be dependent on the system.
[01:59:00.714 --> 01:59:02.735]  That's why they want to bankrupt the economy.
[01:59:02.735 --> 01:59:06.138]  It's why they want to destroy the infrastructure of this nation.
[01:59:06.138 --> 01:59:10.721]  Because they want all of us on our knees so they can dictate our surrender to them.
[01:59:11.261 --> 01:59:15.303]  InfoWars is a critical organization in the fight against the globalists.
[01:59:15.303 --> 01:59:19.526]  And if you gave us straight up donations, that would be great because our work is important.
[01:59:19.526 --> 01:59:20.606]  We appreciate it.
[01:59:20.606 --> 01:59:26.990]  But we bring you great products so that you get high quality products at the same time as supporting the InfoWars 360 win.
[01:59:28.210 --> 01:59:42.261]  Well, we've only got a few days left to get 20-20 prices before the prices go up on high-quality, storable food with huge discounts as big as $850 discount on a year's supply of food at InfoWarsTore.com.
[01:59:42.261 --> 01:59:51.147]  So take advantage of these sales right now at InfoWarsTore.com while you still can.
[01:59:51.147 --> 01:59:53.249]  The Alex Jones Show.
[01:59:53.249 --> 01:59:56.111]  Because there is a war on, for your mind.
[01:59:58.038 --> 02:00:04.082]  All right, Pompeo just announced that he'll be resigning the day of the inauguration of Lord Biden.
[02:00:04.082 --> 02:00:05.903]  So I guess Biden won't have the pleasure of getting rid of him.
[02:00:05.903 --> 02:00:10.466]  But Dr. Stephen Cheney has been more accurate than he's been wrong.
[02:00:10.466 --> 02:00:13.888]  I mean, I'd give him 95% accuracy rate.
[02:00:13.888 --> 02:00:15.148]  And he's doubling down.
[02:00:15.148 --> 02:00:16.229]  I'll give it to him.
[02:00:16.229 --> 02:00:19.031]  Some of this sounds Q-ish to me, but he's a real guy.
[02:00:19.031 --> 02:00:19.851]  He's a best-selling author.
[02:00:19.851 --> 02:00:20.912]  He's a psychiatrist.
[02:00:20.912 --> 02:00:22.073]  He did the Camp David Accords.
[02:00:22.073 --> 02:00:23.694]  He's been around forever.
[02:00:23.694 --> 02:00:26.315]  He did write Tom Clancy's books.
[02:00:26.315 --> 02:00:27.416]  He did make these big films.
[02:00:28.737 --> 02:00:29.978]  He did overthrow governments.
[02:00:29.978 --> 02:00:35.140]  I mean, he's been on the show before, and there's like federal investigations over it, and articles of the Leningradian.
[02:00:35.140 --> 02:00:39.161]  Yeah, he's the one that tricked the communists to kill the Italian Prime Minister.
[02:00:39.161 --> 02:00:41.142]  I mean, he's definitely done the stuff, okay?
[02:00:41.142 --> 02:00:43.623]  It's not much talk.
[02:00:43.623 --> 02:00:49.906]  And so he's sitting here saying all of this, and then I see the weird martial law and all this stuff.
[02:00:49.906 --> 02:00:51.006]  I don't know what's going on behind the scenes.
[02:00:51.006 --> 02:00:53.968]  I'm just a guy that researches politics here in Texas and loves freedom.
[02:00:55.165 --> 02:01:03.795]  But I know this, I don't see how the power structure puts a Joe Biden in control.
[02:01:05.506 --> 02:01:06.767]  I mean, the guy can hardly talk.
[02:01:06.767 --> 02:01:11.889]  The guy's a Chinese agent, totally penetrated, on record, under criminal investigation for it.
[02:01:11.889 --> 02:01:15.971]  And I just don't see where this goes, and Kamala Harris, and all of this.
[02:01:15.971 --> 02:01:19.413]  So, are you saying this is some larger, giant dialectic?
[02:01:19.413 --> 02:01:24.976]  Then tell me, how does it unfold the next seven days that suddenly they're all arrested, and then what happens with Trump?
[02:01:24.976 --> 02:01:32.160]  I mean, what the hell, according to what you're saying, humor me, what's going to happen next?
[02:01:32.160 --> 02:01:33.861]  Alex, I don't need to humor you.
[02:01:35.219 --> 02:01:36.660]  That's what I said.
[02:01:36.660 --> 02:01:39.662]  You are funny in many cases.
[02:01:39.662 --> 02:01:43.005]  What is going to happen is Biden will be arrested.
[02:01:43.005 --> 02:01:44.986]  Pelosi was going to be arrested.
[02:01:44.986 --> 02:01:47.488]  Remember what I said about Pelosi.
[02:01:47.488 --> 02:01:51.190]  Her family was Alexandria out of Baltimore, Maryland.
[02:01:51.190 --> 02:01:52.351]  They were corrupt.
[02:01:52.351 --> 02:01:53.672]  She is corrupt.
[02:01:53.672 --> 02:01:55.734]  There's nothing here that's new.
[02:01:55.734 --> 02:01:58.856]  In other words, let's get to very simple psychology.
[02:01:59.508 --> 02:02:01.409]  This is repetition compulsion.
[02:02:01.409 --> 02:02:06.093]  In other words, if you're a crook and a coward, this will continue your whole life.
[02:02:06.093 --> 02:02:07.414]  That's Cheney.
[02:02:07.414 --> 02:02:08.835]  That's Pelosi.
[02:02:08.835 --> 02:02:09.675]  That's Biden.
[02:02:09.675 --> 02:02:12.357]  There's nothing new about Biden we didn't know.
[02:02:12.357 --> 02:02:16.220]  In effect, I think Biden understood his days were limited.
[02:02:16.220 --> 02:02:17.661]  He will be picked up.
[02:02:17.661 --> 02:02:19.682]  His son will be picked up.
[02:02:19.682 --> 02:02:25.847]  The man who will be the next president of the United States, I said it to you months ago, will be Trump.
[02:02:25.847 --> 02:02:27.108]  So is that what Biden was saying?
[02:02:27.108 --> 02:02:28.929]  It's like, I'll feign an illness and go away?
[02:02:30.196 --> 02:02:31.597]  He doesn't feign anything.
[02:02:31.597 --> 02:02:33.758]  He's too stupid to feign anything.
[02:02:33.758 --> 02:02:35.199]  He's not relevant.
[02:02:35.199 --> 02:02:49.527]  The point of Biden is that they picked some individual who was mentally impaired, went through a kabuki of nonsense, and what you have is a dialectic of stupidity and competency.
[02:02:49.527 --> 02:02:51.168]  Hegel would have said, you know what?
[02:02:52.222 --> 02:02:55.265]  That competency wins over stupidity.
[02:02:55.265 --> 02:03:12.183]  Hager would have said, oh, I'm going to appoint a man named was a businessman who basically effectively took down 42nd Street in New York, built hotels all over the country in the world, never asked one for one penny.
[02:03:12.702 --> 02:03:15.383]  In this interaction.
[02:03:15.383 --> 02:03:21.785]  And the man I said to you for 30 years, do not listen to what he says.
[02:03:21.785 --> 02:03:23.485]  Watch what he does.
[02:03:23.485 --> 02:03:24.706]  He's brilliant.
[02:03:24.706 --> 02:03:28.507]  He came out of a past where his mother was from Scotland.
[02:03:28.507 --> 02:03:34.829]  What he refuses to talk about, and I repeated it numerous times on this show, his uncle
[02:03:35.979 --> 02:03:43.263]  Trump was a major, major professor at MIT in electronics and radar.
[02:03:43.263 --> 02:03:46.585]  He doesn't say a word, but I will tell you the following.
[02:03:46.585 --> 02:03:50.648]  I know Trump's super high IQ family, but let's expand on that.
[02:03:50.648 --> 02:03:53.450]  Let's expand on that.
[02:03:53.450 --> 02:03:54.890]  This is not about you.
[02:03:54.890 --> 02:03:57.992]  We're going to talk about the president of MIT.
[02:03:57.992 --> 02:04:00.914]  He's going to resign because he's compromised.
[02:04:00.914 --> 02:04:03.876]  The president of Harvard compromised.
[02:04:04.301 --> 02:04:07.083]  The president of Cornell compromised.
[02:04:07.083 --> 02:04:12.246]  You're talking about people who had brought in Chinese operatives.
[02:04:12.246 --> 02:04:15.267]  Why did I not say this was a war against China?
[02:04:15.267 --> 02:04:19.830]  Because the Chinese had been infiltrating us for 35 years.
[02:04:19.830 --> 02:04:24.413]  Mike Flynn said it very correctly to you, and I've said it repeatedly.
[02:04:24.413 --> 02:04:29.656]  We have all of the companies that are under Chinese control.
[02:04:29.656 --> 02:04:30.176]  Tesla.
[02:04:30.979 --> 02:04:38.564]  We have the Waldorf Astoria Hotel, the Hilton chain, the Renaissance chain.
[02:04:38.564 --> 02:04:44.508]  I can go on and on for 30 companies that have been under Chinese control because we have- Well, let's just end on that.
[02:04:44.508 --> 02:04:49.211]  Did you see where Eric Swallowswell is going to be the house manager for the impeachment?
[02:04:49.211 --> 02:04:50.652]  The Chinese agent, on record.
[02:04:50.652 --> 02:04:51.533]  Here it is right here.
[02:04:51.533 --> 02:04:52.974]  Overhead shot, please.
[02:04:52.974 --> 02:04:53.935]  I mean, look at this.
[02:04:53.935 --> 02:04:58.558]  An admitted compromised sex op with a CCP agent.
[02:04:59.386 --> 02:05:00.167]  No, it's not illegal.
[02:05:00.167 --> 02:05:01.007]  What it is, is a farce.
[02:05:01.007 --> 02:05:08.174]  Alex, you understand how absurd this has become, but the reality is, under the absurdity, the liberal, the left, couldn't tolerate any more
[02:05:28.075 --> 02:05:31.877]  Forces against them, which basically said you're wrong.
[02:05:31.877 --> 02:05:32.918]  You're ignorant.
[02:05:32.918 --> 02:05:33.839]  You're stupid.
[02:05:33.839 --> 02:05:34.799]  I have a case.
[02:05:34.799 --> 02:05:35.820]  I'll give you an example.
[02:05:35.820 --> 02:05:42.804]  Just recently, state of emergency was picked up by one of the major presidents of CW Network.
[02:05:43.579 --> 02:05:48.662]  And that person, whom I've known for years in Hollywood, said, I want to help you out.
[02:05:48.662 --> 02:05:51.945]  What happened when he found out I was involved in a coup?
[02:05:51.945 --> 02:05:53.786]  He was disgusted.
[02:05:53.786 --> 02:05:57.868]  What happened to all of Hollywood, among American Jews?
[02:05:57.868 --> 02:05:59.289]  They're incompetent.
[02:05:59.289 --> 02:06:00.430]  They're ignorant.
[02:06:00.430 --> 02:06:07.755]  What they basically feel, and I've said it repeatedly to you, the American Jewish intellectual is pathetic.
[02:06:08.416 --> 02:06:11.079]  They have no idea of American history.
[02:06:11.079 --> 02:06:16.425]  They think that Abraham Lincoln is the greatest president when in fact he's a disaster.
[02:06:16.425 --> 02:06:20.030]  They don't know the history of World War II and the Holocaust.
[02:06:20.030 --> 02:06:26.217]  They make up all kinds of nonsense where we have museums of the Holocaust, when in fact we had 146 Jews in Hitler's army.
[02:06:29.324 --> 02:06:31.365]  Two of the field marshals were Jews.
[02:06:31.365 --> 02:06:34.127]  Do you think any American knows this?
[02:06:34.127 --> 02:06:34.828]  No, I don't know.
[02:06:34.828 --> 02:06:45.935]  The Jewish professors have written books proving that there was a Jewish ruling class, kind of like Sacha Baron Cohen today and the ADL, that fed on Jews and sold them out for Hitler, which I know you lost some of your family.
[02:06:45.935 --> 02:06:54.361]  So it was a real Holocaust, but it was Jews with Hitler robbing the Jews, and that's why they looked toward Soros, because he was a young man part of the Jewish robbery of the Jews.
[02:06:55.393 --> 02:06:56.696]  You got it now.
[02:06:56.696 --> 02:06:58.019]  So what did I say?
[02:06:58.019 --> 02:07:03.752]  It's identification with the aggressor and repetition compulsion.
[02:07:03.752 --> 02:07:06.057]  Soros worked with the Nazis, survived.
[02:07:06.457 --> 02:07:10.919]  Soros works for himself and others to overthrow a government.
[02:07:10.919 --> 02:07:12.900]  Soros is pathetic.
[02:07:12.900 --> 02:07:18.563]  He made his billions on nothing more than a guess on the euro and the pound.
[02:07:18.563 --> 02:07:19.344]  I've known him.
[02:07:19.344 --> 02:07:20.424]  I've met him.
[02:07:20.424 --> 02:07:26.387]  He's a pathetic individual who got to power and the CIA helped him.
[02:07:26.387 --> 02:07:29.049]  What was the element that I went after here?
[02:07:29.049 --> 02:07:31.030]  It was the CIA.
[02:07:31.030 --> 02:07:34.311]  Why did I ask Gene Haspel to be taken out?
[02:07:34.311 --> 02:07:35.072]  John Brennan.
[02:07:36.273 --> 02:07:41.938]  And look at how the IDL gives awards to Schwarzenegger, whose dad was in the SS.
[02:07:41.938 --> 02:07:45.962]  Schwarzenegger said he loves Hitler, so they give him a Jewish award.
[02:07:45.962 --> 02:07:48.764]  It's all a sick joke, and it really is the big secret of World War II.
[02:07:48.764 --> 02:07:50.065]  It's in the real histories.
[02:07:50.065 --> 02:07:51.727]  It's even in mainline history books.
[02:07:51.727 --> 02:07:54.049]  It's just buried.
[02:07:54.049 --> 02:07:57.492]  Rich Jews worked with Hitler to target Jews and rob them.
[02:07:57.492 --> 02:07:58.053]  It's so evil.
[02:07:59.212 --> 02:08:01.393]  Well, it's not only that, it's Schwarzenegger.
[02:08:01.393 --> 02:08:07.635]  Here's an example of a self-righteous, lying individual, never served our country.
[02:08:07.635 --> 02:08:10.695]  His visa, by the way, he's not here legally.
[02:08:10.695 --> 02:08:13.336]  He had a lot of problems with his visa.
[02:08:13.336 --> 02:08:17.197]  He took all kinds of drugs to pump up his body.
[02:08:17.197 --> 02:08:20.739]  He's a liar because his father wasn't in the SS.
[02:08:20.739 --> 02:08:23.359]  It was a worse unit, SA.
[02:08:23.359 --> 02:08:24.940]  That was the unit that Hitler
[02:08:26.129 --> 02:08:30.614]  Killed overnight because they were more ruthless than the SS.
[02:08:30.614 --> 02:08:36.020]  He then hires the Simon Wiesenthal Center to see if his father's cleared.
[02:08:36.020 --> 02:08:43.648]  His father was nothing more than an apparatchik in the Nazi party, not in the Wehrmacht, in the SA.
[02:08:43.648 --> 02:08:46.211]  And he just rounded people up.
[02:08:47.338 --> 02:08:48.079]  He went to war.
[02:08:48.079 --> 02:08:49.502]  No, his father went to war.
[02:08:49.502 --> 02:08:51.425]  He was wounded on the Stalingrad.
[02:08:51.425 --> 02:08:53.208]  He was wounded in Russia, thank God.
[02:08:53.208 --> 02:08:55.171]  I thought most of it he was rounding people up.
[02:08:57.819 --> 02:08:59.180]  It's not relevant.
[02:08:59.180 --> 02:09:02.784]  What's relevant is Schwarzenegger himself is a phony again.
[02:09:17.742 --> 02:09:18.102]  You're right.
[02:09:18.102 --> 02:09:20.083]  He's had so many heart transplants and everything else.
[02:09:20.083 --> 02:09:20.844]  I can't wait.
[02:09:20.844 --> 02:09:23.746]  I'm gonna smoke a big cigar when Schwarzenegger dies.
[02:09:23.746 --> 02:09:25.327]  I'm not gonna kill him myself.
[02:09:25.327 --> 02:09:33.051]  I just can't wait till that dirtbag Nazi leftist ADL puppet is six feet under with maggots crawling out of his eyes, man.
[02:09:33.051 --> 02:09:34.332]  I am so sick of him.
[02:09:34.332 --> 02:09:35.053]  We'll be right back.
[02:09:35.053 --> 02:09:35.373]  Hold on.
[02:09:35.373 --> 02:09:37.174]  Let's talk about it more when we come back.
[02:09:37.174 --> 02:09:38.595]  Seriously, I watched that video of him yesterday.
[02:09:38.595 --> 02:09:40.156]  I almost threw up five times.
[02:09:40.156 --> 02:09:41.677]  That is a sack of fake garbage.
[02:09:44.383 --> 02:09:48.228]  Cognitive dissonance is a major issue amongst the left.
[02:09:48.228 --> 02:09:52.554]  It can be very stressful dealing with facts you refuse to accept.
[02:09:52.554 --> 02:10:01.065]  If you have a family member suffering from this degenerative mental condition, buy them a bottle of Ultimate Fish Oil from Infowarsstore.com.
[02:10:01.405 --> 02:10:18.019]  Studies have suggested that fish oils and fish oil supplementation can slightly lower blood pressure, decrease triglyceride levels, decrease the growth rate of plaque, and provide a soothing reduction in inflammatory responses in joints and the digestive system.
[02:10:18.019 --> 02:10:29.068]  Recent studies have suggested that high EPA and DHA fish oil can stimulate immune function by increasing the concentration and activity of immune cells.
[02:10:29.548 --> 02:10:38.040]  It worked for my family, and now I can have a logical and calm discussion about actual facts that pertain to reality.
[02:10:38.040 --> 02:10:43.608]  Get your ultimate fish oil for a friend, family member, or yourself at InfoWarsStore.com.
[02:10:45.646 --> 02:10:52.488]  Due to the COVID lockdown destroying the supply chain, many of the best-selling products at InfoWars are no longer available.
[02:10:52.488 --> 02:11:00.351]  And I thought that Pollen Block might be gone forever, but after eight months, we got about 25% of the order we put in delivered to us.
[02:11:00.351 --> 02:11:02.412]  The rest, they hope, in a few months comes in.
[02:11:02.412 --> 02:11:08.193]  It's a proprietary system using specially fed quail and their eggs.
[02:11:08.193 --> 02:11:12.635]  It's very powerful when it comes to blocking seasonal irritants and a lot more.
[02:11:12.995 --> 02:11:18.139]  So, get your Pollen Block™ back in stock at InfoWareStore.com today.
[02:11:18.139 --> 02:11:21.040]  And, by the way, Activated Charcoal Toothpaste sold out for months.
[02:11:21.040 --> 02:11:22.481]  It's now back in stock as well.
[02:11:22.481 --> 02:11:24.503]  They're great products and it funds the InfoWare.
[02:11:24.503 --> 02:11:29.206]  So get your Pollen Block™ and get your Activated Charcoal Toothpaste at InfoWareStore.com today.
[02:11:29.206 --> 02:11:32.888]  Again, our Activated Charcoal Toothpaste doesn't have additives.
[02:11:32.888 --> 02:11:33.809]  It's concentrated.
[02:11:33.809 --> 02:11:34.910]  People love it.
[02:11:34.910 --> 02:11:35.570]  It's amazing.
[02:11:35.570 --> 02:11:37.151]  There's no toothpaste out there like it.
[02:11:37.151 --> 02:11:38.932]  And Pollen Block™ is proprietary as well.
[02:11:38.932 --> 02:11:40.854]  They're back in stock at InfoWareStore.com.
[02:11:47.564 --> 02:11:50.168]  You're listening to the Alex Jones Show!
[02:12:05.743 --> 02:12:16.229]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones on the GCN Radio Network.
[02:12:16.229 --> 02:12:21.512]  Okay, so I took Dr. Steve Patrick's bet that it prompted his president.
[02:12:22.668 --> 02:12:27.650]  On January 21st, 2021, we're gonna hire Pachinic for the Daily Show if he wants it.
[02:12:27.650 --> 02:12:29.970]  I'll pay him $200,000 a year.
[02:12:29.970 --> 02:12:31.391]  He's got that bet.
[02:12:31.391 --> 02:12:35.272]  But he's not allowed, if he loses the bet, to just go away.
[02:12:35.272 --> 02:12:36.513]  He has to come back on the show.
[02:12:36.513 --> 02:12:37.853]  Not to humiliate him.
[02:12:37.853 --> 02:12:38.913]  I'm wrong about stuff.
[02:12:38.913 --> 02:12:41.754]  I felt like I was set up.
[02:12:41.754 --> 02:12:44.875]  No one would pay for the events on the 5th or 6th.
[02:12:44.875 --> 02:12:46.496]  I got the money together.
[02:12:46.496 --> 02:12:49.157]  Then, luckily, a donor came in and paid for like 80% of it.
[02:12:51.030 --> 02:12:53.392]  It's like $500,000 that ended up the donor.
[02:12:53.392 --> 02:12:55.894]  It was like $400,000, like $100,000 and something.
[02:12:55.894 --> 02:12:59.237]  And then we're like, okay, I'm supposed to lead this march of hundreds of thousands of people.
[02:12:59.237 --> 02:13:00.838]  They couldn't even hear me on a bullhorn.
[02:13:00.838 --> 02:13:05.802]  I get there, some idiots provocateur, they break in and all the stupidness.
[02:13:05.802 --> 02:13:08.764]  And then you've got all these virtue signalers out there attacking the president.
[02:13:08.764 --> 02:13:09.805]  He didn't want violence.
[02:13:09.805 --> 02:13:10.525]  I didn't want violence.
[02:13:11.690 --> 02:13:14.172]  So I don't see how that was a success.
[02:13:14.172 --> 02:13:16.694]  When I get played in people's hands, I will admit it.
[02:13:16.694 --> 02:13:19.155]  And Antifa was there in their black outfits.
[02:13:19.155 --> 02:13:20.656]  They helped break in.
[02:13:20.656 --> 02:13:23.418]  Known Antifa, by name, was there.
[02:13:23.418 --> 02:13:26.501]  They helped trick the cops to attack the crowd, to get some of the crowd to go in.
[02:13:26.501 --> 02:13:32.185]  Dr. Pachinik, you're a nice guy and a smart guy, but I just... I don't think you mean bad.
[02:13:32.185 --> 02:13:33.926]  I just think you're being overly optimistic here.
[02:13:33.926 --> 02:13:35.787]  So, we're going to find out in seven days.
[02:13:35.787 --> 02:13:37.749]  And seven days, you're coming back on, aren't you?
[02:13:39.329 --> 02:13:42.330]  Absolutely, but remember one thing about me.
[02:13:42.330 --> 02:13:57.793]  How is a very nice guy able to take out the Khmer Rouge without any weapons, able to take out the Soviet Union without any weapons, able to take out Noriega without any weapons?
[02:13:57.793 --> 02:13:58.513]  What?
[02:13:58.513 --> 02:14:02.114]  Do you understand what this nice guy does?
[02:14:02.114 --> 02:14:04.835]  Do you understand that this nice guy... I don't know all of that stuff, so tell us.
[02:14:04.835 --> 02:14:05.315]  Give us your view.
[02:14:06.653 --> 02:14:08.454]  No, I just said it to you.
[02:14:08.454 --> 02:14:12.837]  I'm a very nice guy, but again, understand what I'm really about.
[02:14:12.837 --> 02:14:21.162]  When I said to you the state of emergency was written 27 years ago about a military coup in the United States.
[02:14:21.162 --> 02:14:25.004]  It pinpointed Mitt Romney as one of the villains.
[02:14:25.004 --> 02:14:33.870]  It pinpointed the Irish Catholics, the Brennans, the Pelosi's, the Fauci's, the Cuomo's, all of that.
[02:14:33.870 --> 02:14:35.691]  Now, how is it that I knew that?
[02:14:36.286 --> 02:14:40.570]  The question at hand here is, you haven't been played at all, Alex.
[02:14:40.570 --> 02:14:46.355]  The reason I enjoy you is, first of all, you have an incredible mind and you have an incredible wit.
[02:14:46.355 --> 02:14:49.078]  But both of us have very strong will.
[02:14:49.078 --> 02:14:51.019]  You have never been played.
[02:14:51.019 --> 02:14:56.825]  And the reason you were chosen was the fact that I really enjoyed being on your show.
[02:14:56.825 --> 02:15:00.328]  I've been asked to be on a lot of shows and I say, no, I'm not interested.
[02:15:01.087 --> 02:15:01.928]  I just said it to you.
[02:15:01.928 --> 02:15:03.028]  You're perseverating Alex.
[02:15:03.028 --> 02:15:04.129]  I said to you there will be arrests.
[02:15:22.495 --> 02:15:25.356]  Of the Bidens, the Pelosi's.
[02:15:25.356 --> 02:15:26.837]  It's going on now.
[02:15:26.837 --> 02:15:29.437]  He will not come to the presidency.
[02:15:29.437 --> 02:15:30.338]  I agree with you.
[02:15:30.338 --> 02:15:30.958]  I hope you're right.
[02:15:30.958 --> 02:15:33.319]  Can we meet your cat, please?
[02:15:33.319 --> 02:15:36.780]  I only have two.
[02:15:36.780 --> 02:15:38.741]  I have two cats and three dogs.
[02:15:38.741 --> 02:15:40.181]  Why don't you... You know what?
[02:15:40.181 --> 02:15:42.882]  Let me bring a very simple issue here.
[02:15:42.882 --> 02:15:46.444]  You have a wonderful person there named Daria.
[02:15:46.444 --> 02:15:47.584]  I won't say anything more.
[02:15:48.352 --> 02:15:53.495]  Ask her what it was like under the Soviet Union to live under repression.
[02:15:53.857 --> 02:15:58.918]  And how is it that the following could occur in every fascist system?
[02:15:58.918 --> 02:16:00.558]  First, you create fear.
[02:16:00.558 --> 02:16:01.599]  We did that.
[02:16:01.599 --> 02:16:03.799]  Coronavirus, you're going to die.
[02:16:03.799 --> 02:16:14.301]  Not only are you going to die, we got an extra coronavirus, which means that you have to wear a mask, just like the Jews did in Hitler time when they wore the yellow star.
[02:16:14.301 --> 02:16:18.922]  So every idiot who's wearing a mask is already getting into trouble.
[02:16:18.922 --> 02:16:19.902]  But we did it.
[02:16:19.902 --> 02:16:21.843]  Everybody's walking around.
[02:16:21.843 --> 02:16:23.323]  Then, on top of that,
[02:16:23.803 --> 02:16:30.006]  We have a president or potential president who's even more of a moron, says, you know what?
[02:16:30.006 --> 02:16:33.728]  We're going to keep those masks on for the next 100 days.
[02:16:33.728 --> 02:16:34.988]  And guess what?
[02:16:34.988 --> 02:16:38.029]  I have some vaccines, but I can't give it to you.
[02:16:38.029 --> 02:16:40.831]  And those vaccines will make you better.
[02:16:40.831 --> 02:16:43.492]  In truth, the vaccines are worthless.
[02:16:43.492 --> 02:16:45.673]  mRNA is a very fast
[02:16:50.277 --> 02:16:58.344]  There isn't one person at Pfizer, AstraZeneca or Moderna who understands that this was an effective vaccine.
[02:16:58.344 --> 02:17:00.646]  The CDC was worthless.
[02:17:00.646 --> 02:17:02.367]  HHS was worthless.
[02:17:02.367 --> 02:17:03.208]  And what happened?
[02:17:03.208 --> 02:17:07.792]  The people I told you who were the heads of HHS and CDC left.
[02:17:08.630 --> 02:17:10.331]  Isn't that amazing?
[02:17:10.331 --> 02:17:15.255]  Either I'm a genius or I just see ordinary problems and say, you know what?
[02:17:15.255 --> 02:17:16.416]  You're wrong.
[02:17:16.416 --> 02:17:18.818]  That's what allowed me to be a doctor.
[02:17:18.818 --> 02:17:21.040]  And what does a doctor really do?
[02:17:21.040 --> 02:17:25.323]  He saves lives and he can kill lives.
[02:17:25.323 --> 02:17:28.446]  You better think very carefully that this nice guy
[02:17:29.614 --> 02:17:31.337]  It's what he may or may not be.
[02:17:39.431 --> 02:17:40.812]  You're not going to see fireworks.
[02:17:40.812 --> 02:17:43.934]  You're going to see a lot of arrests, and it's going to be quiet.
[02:17:43.934 --> 02:17:45.875]  You're going to see martial law.
[02:17:45.875 --> 02:17:47.536]  We've clamped down the cities.
[02:17:47.536 --> 02:17:50.358]  You already see in Washington it's clamped down.
[02:17:50.358 --> 02:17:51.819]  We clamped down in Berlin.
[02:17:51.819 --> 02:17:53.600]  We clamped down in Pakistan.
[02:17:53.600 --> 02:17:55.442]  We clamped down in Italy.
