[00:00:00.289 --> 00:00:01.812]  I don't think so.
[02:01:14.728 --> 02:01:17.350]  I started this, and I'm an unabashed Christian.
[02:01:17.350 --> 02:01:18.531]  I don't care what people believe.
[02:01:18.531 --> 02:01:21.393]  They can believe how they want, and I don't care what you believe.
[02:01:21.393 --> 02:01:22.694]  This is good versus evil.
[02:01:23.530 --> 02:01:27.212]  Yeah, and I, you know, honestly, I pray a lot.
[02:01:27.212 --> 02:01:28.893]  I'm not a perfect man.
[02:01:28.893 --> 02:01:35.797]  I got my share of things, you know, but I've tried my hardest to fight this for the right reasons.
[02:01:35.797 --> 02:01:43.182]  Look, when I pray, I ask God to control me and not let me get mad, and it usually works, but I just, man, this is, it's little stuff, and that's not little.
[02:01:43.462 --> 02:01:50.367]  They're taking down their mass murder, and it just shows how their own military follows those damn orders.
[02:01:50.367 --> 02:01:53.910]  Those military people that were told to take that down should have done a press conference right then!
[02:01:53.910 --> 02:01:59.474]  Then they would have been thrown in prison like that Lieutenant Colonel from the Marine Corps.
[02:01:59.474 --> 02:02:01.616]  Yeah, well, I mean, listen.
[02:02:01.616 --> 02:02:05.419]  I would be more frustrated on that if I hadn't seen it every time I speak.
[02:02:05.419 --> 02:02:09.762]  I mean, I've had instances where I've had emails to other attorneys that get blocked.
[02:02:09.762 --> 02:02:10.843]  I mean... Oh yeah, me too.
[02:02:11.983 --> 02:02:16.107]  The level of censorship that I'm dealing with is just incredible.
[02:02:16.107 --> 02:02:23.794]  By the way, even when Ryan Stelter is called for getting into our text messages and emails and mainstream news, Google now admits they're blocking emails.
[02:02:23.794 --> 02:02:27.637]  So what you just said, they've been doing for two years, we know of.
[02:02:27.637 --> 02:02:29.699]  Yeah, yeah, I mean, I know it.
[02:02:29.699 --> 02:02:34.303]  And, you know, think about that as an attorney, and I'm going to tell Google, you know, I already told them I'm suing you.
[02:02:34.303 --> 02:02:35.324]  I can't wait to sue you.
[02:02:35.324 --> 02:02:36.085]  I'm very excited.
[02:02:37.190 --> 02:02:40.657]  That'll be one of the things that I'm most excited in the universe for.
[02:02:40.657 --> 02:02:48.392]  But I mean, if I was to miss an email related to a client and it caused them injury,
[02:02:49.093 --> 02:02:52.034]  Do you have any idea how much liability there'd be there?
[02:02:52.034 --> 02:02:54.795]  I can't, I mean, just go ahead.
[02:02:54.795 --> 02:02:55.756]  Give me that evidence.
[02:02:55.756 --> 02:02:56.536]  Give me that ammo.
[02:02:56.536 --> 02:02:59.017]  I'll add that to the lawsuit against you scumbags.
[02:02:59.017 --> 02:03:00.898]  I can't wait to sue everybody.
[02:03:00.898 --> 02:03:06.380]  But, you know, listen, I flip out frequently on these people in my own way.
[02:03:06.380 --> 02:03:08.861]  I mean, I'm, you know, it's outrageous.
[02:03:08.861 --> 02:03:09.822]  They're murdering people.
[02:03:10.422 --> 02:03:12.385]  I am a dad with two little boys.
[02:03:12.385 --> 02:03:14.008]  I love my family.
[02:03:14.008 --> 02:03:17.774]  And you're going to tell me that I should just stand aside?
[02:03:17.774 --> 02:03:20.198]  Five and up!
[02:03:20.198 --> 02:03:22.061]  They're going to try to prove this for five and up?
[02:03:22.061 --> 02:03:24.705]  Well, my kids are in the five and up category.
[02:03:24.705 --> 02:03:25.286]  Guess what?
[02:03:25.973 --> 02:03:30.875]  Hell will freeze over before that jab is in my kid's arms.
[02:03:30.875 --> 02:03:32.516]  Hell will freeze over.
[02:03:32.516 --> 02:03:37.939]  I'm telling you there is nothing on this planet that I would fight harder for than to protect my kids.
[02:03:37.939 --> 02:03:41.640]  You screw with my kids, I'm coming after you like you can't believe.
[02:03:41.640 --> 02:03:45.042]  This is warm-up compared to what happens when you come after my kids.
[02:03:45.322 --> 02:03:46.062]  I totally agree.
[02:03:46.062 --> 02:03:47.703]  I'm dead serious.
[02:03:47.703 --> 02:03:49.023]  Thomas Renz.
[02:03:49.023 --> 02:03:49.783]  Let's put it on screen.
[02:03:49.783 --> 02:03:51.864]  We found it on Infowars.com.
[02:03:51.864 --> 02:03:52.684]  Our site's slow.
[02:03:52.684 --> 02:03:54.304]  Your site's slow.
[02:03:54.304 --> 02:03:59.405]  Breaking AI-powered DoD data analysis program shatters official vaccine narrative.
[02:03:59.405 --> 02:04:02.606]  Shows ADE accelerating and fully vaccinated each week.
[02:04:02.606 --> 02:04:04.647]  A Mike Adams, NaturalNews.com article.
[02:04:04.647 --> 02:04:10.788]  And in the article, we have a saved copy of the DoD document they've now taken down off the site.
[02:04:10.788 --> 02:04:12.488]  So a good thing about that.
[02:04:12.488 --> 02:04:14.649]  Click on the alarming findings link.
[02:04:15.149 --> 02:04:17.550]  In the start of the second paragraph.
[02:04:17.550 --> 02:04:22.071]  And again, your website is Renz, R-E-N-Z-Law.com.
[02:04:22.071 --> 02:04:22.792]  God bless you, sir.
[02:04:22.792 --> 02:04:24.632]  We'll talk to you again soon.
[02:04:24.632 --> 02:04:25.833]  Thanks for everything, Alex.
[02:04:25.833 --> 02:04:26.453]  Thank you, sir.
[02:04:26.453 --> 02:04:27.713]  Okay, I'm going to settle down.
[02:04:27.713 --> 02:04:34.335]  We got Dr. Mercola coming on, and I know it's funny when I get mad at some folks, but I'm really trying not to do it because it makes me exhausted later.
[02:04:34.335 --> 02:04:35.316]  I apologize to the crew.
[02:04:35.316 --> 02:04:36.076]  Flip that a little bit.
[02:04:36.929 --> 02:04:38.490]  Man, put them on the spot.
[02:04:38.490 --> 02:04:40.250]  But we got it up there.
[02:04:40.250 --> 02:04:46.233]  And I'm telling you, suppressing the truth of their mass murder is aiding and abetting mass murder.
[02:04:46.233 --> 02:04:49.535]  And when the Pentagon starts doing that, I got a problem with it!
[02:04:49.535 --> 02:04:51.876]  You guys better stop pushing now!
[02:04:51.876 --> 02:04:52.476]  We'll be right back.
[02:05:00.186 --> 02:05:04.208]  I want to explain something that is absolutely key to understanding our world.
[02:05:04.208 --> 02:05:07.150]  It's very, very simple, but that most people don't know.
[02:05:07.150 --> 02:05:09.671]  The privately owned central banks of the world...
[02:05:10.845 --> 02:05:23.350]  They're artificially creating thousands of trillions of dollars in other major currencies and using them to buy up infrastructure, intellectual property, energy.
[02:05:23.350 --> 02:05:26.332]  They're using it to buy people, to buy influence.
[02:05:26.332 --> 02:05:33.055]  And in the past, they created thousands of trillions so that they could leverage that, manipulate markets, but they never allowed that money
[02:05:33.735 --> 02:05:37.436]  ...to get into the general circulation or it would cause massive inflation.
[02:05:37.436 --> 02:05:53.120]  Now they've gone ahead and weaponized it and are flooding every sector of the world economy, buying up everything, not to have the companies operate, but to actually shut them down and force a collapse of civilization, making the companies they do fund be the only things left standing.
[02:05:53.120 --> 02:05:54.600]  This is the Great Reset.
[02:05:54.600 --> 02:05:55.981]  This is what's happening now.
[02:05:55.981 --> 02:05:56.701]  Warn everyone.
[02:05:56.701 --> 02:05:57.681]  It's the only way to stop it.
[02:06:09.904 --> 02:06:14.389]  Live from the Infowars.com studios, it's Alex Jones!
[02:06:32.870 --> 02:06:53.014]  Ladies and gentlemen, Dr. Joseph Mercola has been demonized and attacked for his medical doctor background and well-researched documentation because he has been so credible over the last 20-plus years and because tens of millions of people follow what he says and does.
[02:06:53.014 --> 02:06:58.395]  And they've gone and harassed him at his office, at his home.
[02:06:58.395 --> 02:07:01.376]  They've tried to act like he's some type of criminal.
[02:07:02.156 --> 02:07:07.198]  Because he said natural immunity is way better than the so-called vaccines.
[02:07:07.198 --> 02:07:10.139]  Because he says that the shot has waning effectiveness.
[02:07:10.139 --> 02:07:15.020]  Because everything he said before they even injected people in the last year has come true.
[02:07:15.020 --> 02:07:16.621]  So I'm going to try to give him the floor.
[02:07:17.321 --> 02:07:24.088]  And he sent us a whole bunch of articles and documents he's going to be going over, tying it into Bill Gates, tying it into the UN.
[02:07:24.088 --> 02:07:35.439]  Dr. Joseph Mercola of Mercola.com M-E-R-C-O-L-A.com StopCovidCold.com and he's been demonized for
[02:07:35.979 --> 02:07:41.480]  Informing people about vitamin D, about zinc, about things like that.
[02:07:41.480 --> 02:07:44.721]  So he's with us to cover the waterfront in this amazing time.
[02:07:44.721 --> 02:07:50.143]  He got censored and taken off YouTube, blocked a bunch of other places, and he said, look, we're winning.
[02:07:50.143 --> 02:07:58.245]  I saw him declare last week that he knows that even though bad things like this are happening, that a lot of good things are happening as well.
[02:07:58.245 --> 02:08:00.785]  So Dr. Mercola, thanks for coming on with us.
[02:08:00.785 --> 02:08:02.126]  Well, thank you for having me, Alex.
[02:08:02.126 --> 02:08:03.486]  It's a pleasure to be with you.
[02:08:05.296 --> 02:08:06.359]  What a time to be alive!
[02:08:06.359 --> 02:08:07.623]  Please start wherever you think best.
[02:08:08.783 --> 02:08:22.906]  Okay, well, I think, you know, you reached out after we chose to remove our articles a while back and I just chose to kind of hold off for a while because we were getting a lot of threats at the time.
[02:08:22.906 --> 02:08:29.567]  And so we decided to remove 15,000 articles that have been up for almost a quarter of a century.
[02:08:29.567 --> 02:08:34.408]  So we have a different strategy now for relaying our content.
[02:08:34.408 --> 02:08:35.548]  We still have an active newsletter.
[02:08:36.334 --> 02:08:42.159]  But this is in response to all the threats, personal and to our business and everything.
[02:08:42.159 --> 02:08:43.620]  But it seems to have worked.
[02:08:44.438 --> 02:09:01.792]  And interestingly, I consider their discrediting campaign one of the biggest honors and badges I've ever achieved in my life because they perceive me such a serious threat that they're throwing all this ammunition and effort to seek to discredit me and get me off of social media.
[02:09:01.792 --> 02:09:05.375]  I mean, to the point where they're identifying me as the number one spreader of misinformation.
[02:09:07.185 --> 02:09:08.045]  Out there.
[02:09:08.045 --> 02:09:20.709]  And I mean, we've got I think two weeks ago, Senator Elizabeth Warren just, you know, wrote a letter to the CEO of Amazon saying that my book should be banned and should burn the book and it shouldn't be out there.
[02:09:20.709 --> 02:09:27.431]  And and then there's a few other congressmen that participate in that process.
[02:09:27.431 --> 02:09:31.772]  But, you know, all they do, all these efforts are to discredit us.
[02:09:31.772 --> 02:09:36.393]  But no one looks at the source of the information.
[02:09:37.409 --> 02:09:39.770]  That they're using to discredit us.
[02:09:39.770 --> 02:09:51.456]  There is this CCDH, the Center for Countering Digital Hate, which is a perfect oxymoron, because they do the exact opposite.
[02:09:51.456 --> 02:09:53.617]  It's a classic Orwellian doublespeak.
[02:09:53.617 --> 02:09:58.319]  But they are a front group for dark money.
[02:09:58.319 --> 02:10:03.682]  They've only got spun up a year and a half ago and no one, none of the mainstream media,
[02:10:04.478 --> 02:10:05.498]  Ever.
[02:10:05.498 --> 02:10:24.764]  Ever took the time, effort, and energy to evaluate the basis for the assertions that were being used to claim that I was the number one spreader of misinformation, along with 11 other people, and that we were responsible for literally two-thirds of the misinformation about COVID on the internet.
[02:10:24.764 --> 02:10:31.085]  But when Facebook did its internal analysis, they said, those 12 people are responsible for less than a half of 1%.
[02:10:31.085 --> 02:10:31.385]  A half of 1%.
[02:10:34.221 --> 02:10:39.227]  So they just trusted this front group that was funded by dark money.
[02:10:39.227 --> 02:10:45.534]  Arabella Advisors is the primary one, which Bill Gates last year alone donated $70 billion to.
[02:10:48.783 --> 02:10:54.208]  So they are well funded and they do this dirty work for him.
[02:10:54.208 --> 02:10:55.869]  And there's many other people behind it, too.
[02:10:55.869 --> 02:10:58.832]  It's not just Eric Kessler.
[02:10:58.832 --> 02:10:59.092]  Sure.
[02:10:59.092 --> 02:11:04.296]  They also have this shield group that Microsoft owns.
[02:11:05.177 --> 02:11:09.080]  This Internet Shield group that comes out and lies and puts out disinfo.
[02:11:09.080 --> 02:11:16.164]  I mean, even Reuters as a fact checker, you know, came out and said natural immunity is no good, defending the Surgeon General.
[02:11:16.164 --> 02:11:24.310]  And now they've said that Biden isn't using a fake set for the Oval Office, even though hundreds of reporters go in and it's a fake set across the street.
[02:11:24.310 --> 02:11:26.591]  I mean, this is next-level gaslighting, Dr. Mercola.
[02:11:26.591 --> 02:11:27.172]  What's going on here?
[02:11:29.582 --> 02:11:36.046]  Well, it's their sincere effort to remove any credible threats to their propaganda campaign.
[02:11:36.046 --> 02:11:37.467]  I mean, you're very familiar with it.
[02:11:37.467 --> 02:11:46.454]  You've been spreading the word for quite some time now and really telling the truth about the intentions, which is to really brainwash the population.
[02:11:46.454 --> 02:11:53.498]  And Alex, there is not a doubt in my mind that this is the most effective brainwashing campaign in the history of civilization.
[02:11:53.498 --> 02:11:58.182]  There's been no other campaign ever in history that's been as effective as this.
[02:11:59.102 --> 02:12:03.570]  So this is the biggest hoax in human history by a long shot?
[02:12:03.570 --> 02:12:09.780]  Well, a hoax is one thing, but actually convincing the majority of the population that it's true is quite another.
[02:12:10.846 --> 02:12:12.707]  And they've done it through some very sophisticated means.
[02:12:12.707 --> 02:12:19.709]  Google is one of the primary nefarious culprits in this because of the way they... 93% of the searches done in the world are done on Google.
[02:12:19.709 --> 02:12:25.290]  So they control your really gateway to the Internet for information.
[02:12:25.290 --> 02:12:28.551]  And the Internet is an amazing, marvelous tool.
[02:12:28.551 --> 02:12:35.714]  YouTube is another good one, which is of course a child company of Google that they purchased in 2004 or 2005, I believe.
[02:12:35.714 --> 02:12:36.054]  You're right.
[02:12:36.054 --> 02:12:39.115]  And also, isn't big tech heavily invested in big pharma?
[02:12:39.115 --> 02:12:40.175]  Total conflict of interest.
[02:12:42.279 --> 02:12:42.980]  Oh, absolutely.
[02:12:42.980 --> 02:12:43.921]  They're all aligned.
[02:12:43.921 --> 02:12:47.904]  And, you know, interestingly, it all goes back to, you know, who controls this?
[02:12:47.904 --> 02:12:49.986]  Who is the global elite?
[02:12:49.986 --> 02:12:59.355]  And I don't know if you've gone over this before, but we've researched it and concluded that there's there's two corporations in the world that almost own all the companies in the world.
[02:12:59.355 --> 02:13:01.256]  Have you discussed that before, Alex?
[02:13:01.256 --> 02:13:02.678]  But you do a really great job.
[02:13:02.678 --> 02:13:04.259]  I've read your writings that are dead on.
[02:13:04.259 --> 02:13:06.021]  Please elaborate, doctor.
[02:13:06.021 --> 02:13:08.523]  OK, so the two would be BlackRock.
[02:13:09.734 --> 02:13:15.157]  Because if you look at the corporate shareholders of almost any company, you'll see that BlackRock was one.
[02:13:15.157 --> 02:13:18.058]  And that's a public company, so that you can see who owns BlackRock.
[02:13:18.058 --> 02:13:20.299]  But you know who owns most of BlackRock?
[02:13:20.299 --> 02:13:22.000]  The other big one, which is Vanguard.
[02:13:22.000 --> 02:13:23.681]  And that's private, so you can't figure it out.
[02:13:23.681 --> 02:13:27.562]  But the people who are holding the largest shares in Vanguard, those are the global elite.
[02:13:27.562 --> 02:13:28.743]  That's who's controlling the world.
[02:13:28.743 --> 02:13:30.364]  That's who's running the show.
[02:13:30.364 --> 02:13:36.526]  That is who's directing this whole nefarious campaign of depopulation and brainwashing.
[02:13:36.526 --> 02:13:37.607]  So it's these
[02:13:38.257 --> 02:13:40.438]  The global elite that are owning Vanguard.
[02:13:40.438 --> 02:13:43.138]  I mean, those are the people behind the scenes.
[02:13:43.138 --> 02:13:44.078]  And we don't know who they are.
[02:13:44.078 --> 02:13:45.879]  We can suspect who some of them are.
[02:13:45.879 --> 02:13:49.360]  I mean, Gates isn't an obvious choice, but there are many others.
[02:13:49.360 --> 02:13:53.441]  And they like to stay hidden in stealth.
[02:13:53.441 --> 02:13:58.962]  And boy, it sure helps to just get rid of all the old people, so you don't have to pay out their pension funds and the rest of it.
[02:13:58.962 --> 02:14:03.323]  But then make the young people sick, so now they're permanent patients for the rest of their lives.
[02:14:04.454 --> 02:14:18.440]  Yeah, there's not much time left in this summit, but I really want to go into just how many people are being affected by this campaign, because the numbers are astounding, and I suspect, I don't know if you've gone over any Steve Kirsch's analysis, but it's just staggering.
[02:14:18.440 --> 02:14:24.702]  We're looking at a quarter million people in the United States alone, 250,000 in the U.S.
[02:14:24.702 --> 02:14:26.883]  who have been killed by the vaccine.
[02:14:26.883 --> 02:14:27.263]  Yes, sir.
[02:14:27.263 --> 02:14:30.264]  I'm going to try to give you the floor when we come back, Dr. McCullers.
[02:14:30.264 --> 02:14:33.546]  You can just, for the rest of the hour, lay this out, but we've got about a minute and a half to break.
[02:14:33.546 --> 02:14:34.126]  Please continue.
[02:14:36.383 --> 02:14:47.127]  Well, you know, I want to go over what those numbers are and the analysis behind it because I think it's really important for your viewers to know that they haven't seen it already because it's really astounding.
[02:14:47.127 --> 02:14:49.068]  All this information is being suppressed.
[02:14:49.068 --> 02:14:59.992]  Not a word of it is ever linked out and anything that tends to is beyond heavily censored or, you know, the social media is the platform.
[02:15:00.772 --> 02:15:11.296]  You know, but fortunately there are resources like yourself that, and others, many others are doing such a good job of getting the information out there and helping the people who are brainwashed.
[02:15:11.969 --> 02:15:12.349]  You know, it's
[02:15:34.448 --> 02:15:42.057]  Doc, seeing them do this, I mean, we knew they were building up to it, Operation Lockstep, you know, we knew they were planning this, but wow, they really did it.
[02:15:42.057 --> 02:15:46.762]  And the good news is, I agree with what you said in an article I saw last week, this has not gone well for them.
[02:15:46.762 --> 02:15:49.625]  Yes, it's been successful so far, but now the wheels are coming off.
[02:15:49.625 --> 02:15:53.790]  We'll talk about it with Dr. Joseph Mercola of mercola.com, stopcovidcold.com.
[02:16:00.080 --> 02:16:02.162]  Your voice counts.
[02:16:02.162 --> 02:16:07.227]  When you share information, be it over the internet or in person, it changes the world.
[02:16:07.227 --> 02:16:09.830]  The globalists know their agenda is unpopular.
[02:16:09.830 --> 02:16:11.311]  They know you're angry.
[02:16:11.311 --> 02:16:16.116]  And now to get around big tech, it's more important than ever that we use every tool we've got.
[02:16:16.696 --> 02:16:27.447]  Well, ladies and gentlemen, if you sign up for our free news and show alerts, you can then take those alerts, those articles and those live feeds, both the regular shows and special reports, and share them with everyone you know.
[02:16:27.447 --> 02:16:31.792]  Take action now by texting the word NEWS, N-E-W-S, to 833-470-0438.
[02:16:31.792 --> 02:16:34.034]  That's 833-470-0438 for InfoWars Emergency News Alerts.
[02:16:39.940 --> 02:16:46.783]  Text the word SHOW to 833-470-0438 and receive live show notifications.
[02:16:46.783 --> 02:16:51.265]  Take action now, rate the chain reaction, and tell others to share those texts.
[02:16:51.265 --> 02:16:52.186]  Get news alerts at 833-470-0438.
[02:16:57.611 --> 02:17:06.038]  If you're concerned about the power grid and want to generate your own supply of off-grid electricity, this will be the most important message you'll hear this year.
[02:17:06.038 --> 02:17:07.058]  Here's why.
[02:17:07.058 --> 02:17:10.961]  We now have a small number of solar generators back in stock.
[02:17:10.961 --> 02:17:16.105]  These emergency backup systems provide life-saving backup power when you need it most.
[02:17:16.105 --> 02:17:24.512]  And unlike gas generators, solar generators run quietly, emit no dangerous fumes, and produce an endless supply of free electricity from the sun.
[02:17:25.072 --> 02:17:33.071]  Whether it's wildfires, dangerous weather, power grid issues, or just getting off the grid, you'll never have to suffer through painful power outages again.
[02:17:33.783 --> 02:17:39.865]  Even better, all this week, radio listeners get over $700 in free off-the-grid bonuses too!
[02:17:39.865 --> 02:17:43.686]  Go to MySolarBackup.com to learn more and check availability.
[02:17:43.686 --> 02:17:45.706]  That's MySolarBackup.com.
[02:17:45.706 --> 02:17:54.108]  Look for the free report, Crisis Cooling, how to make absolutely sure your meat, milk, and medicines stay safe and cool in any power outage.
[02:17:54.108 --> 02:17:56.469]  Yours free at MySolarBackup.com.
[02:17:58.464 --> 02:18:10.348]  A little more than 20 years ago, Japanese scientists discovered and were able to isolate a compound that is naturally in nature and in foods we eat, but in very, very low amounts.
[02:18:10.348 --> 02:18:13.689]  It's called PQQ or Bio-PQQ.
[02:18:13.689 --> 02:18:16.750]  When you have the organic form of it, it does amazing things.
[02:18:16.750 --> 02:18:18.171]  It actually makes your telomeres
[02:18:19.011 --> 02:18:19.571]  Last longer.
[02:18:43.857 --> 02:18:47.602]  The average person on the face of this incredible planet is still unaware.
[02:19:02.541 --> 02:19:12.304]  There's a war between free individuals and nation-states on one side, and the globalists on the other, who are literally trying to create a post-human world.
[02:19:12.304 --> 02:19:20.086]  From the United States to Brazil, and of course triggered by the Brexit in the UK, nations were pulling out of the private, corporate, fascist world government.
[02:19:20.086 --> 02:19:26.188]  That's why they launched their Great Reset, and their program after collapsing us, of Build Back Better.
[02:19:27.308 --> 02:19:32.455]  This is nothing more than a top-down, vertical consolidation of the world economy.
[02:19:32.455 --> 02:19:43.430]  And because they couldn't take our guns, and because we wouldn't bow, because the left, which is the ideology of this world government system, couldn't win, they released a biological weapon on us.
[02:19:44.151 --> 02:19:46.173]  Now we know, two years ago.
[02:19:46.173 --> 02:19:48.495]  We learned about it about 20 months ago.
[02:19:48.495 --> 02:19:49.075]  It's that simple.
[02:19:49.075 --> 02:19:52.178]  They can't beat us because of our free speech and our guns.
[02:19:52.178 --> 02:19:56.362]  So the Global Corporate Combine released COVID-19 and you know the rest is history.
[02:19:56.362 --> 02:20:01.866]  Expose this paradigm and we win.
[02:20:01.866 --> 02:20:04.469]  You're listening to the Alex Jones Show.
[02:20:18.832 --> 02:20:23.214]  All right, we've got the tip of the spear when it comes to exposing this medical tyranny.
[02:20:23.214 --> 02:20:24.534]  Corporate World Government takeover.
[02:20:24.534 --> 02:20:26.075]  Dr. Joseph Mercola.
[02:20:26.075 --> 02:20:26.975]  Mercola.com.
[02:20:26.975 --> 02:20:28.316]  StopCovidCold.com.
[02:20:28.316 --> 02:20:30.036]  And he also has a new bestselling book.
[02:20:30.036 --> 02:20:31.997]  They're trying to censor exposing all this.
[02:20:31.997 --> 02:20:33.298]  So go ahead and take over, sir.
[02:20:33.298 --> 02:20:35.218]  Please give us the presentation.
[02:20:35.218 --> 02:20:39.300]  Tell us what's behind this, what's going to happen and how we stop it.
[02:20:39.300 --> 02:20:39.720]  OK, good.
[02:20:39.720 --> 02:20:46.183]  I can go back to my book again, which is really interesting because you ran the reel of the CNN
[02:20:48.434 --> 02:20:57.662]  I guess, not hat-tricking, but stalking me at my home, you know, and tracking me down to the beach and following me and trying to interrogate me on the beach.
[02:20:57.662 --> 02:21:10.672]  So, her intention at the end, it's a seven minute interview, not interview, but piece, hit piece they did on me, and at the end of it he says, we don't even want to say the name of his book, but his book right now is number one on Amazon.
[02:21:12.593 --> 02:21:13.954]  And it continued to be number one.
[02:21:13.954 --> 02:21:15.134]  It was my best-selling book ever.
[02:21:15.134 --> 02:21:16.675]  I've written 17 books.
[02:21:16.675 --> 02:21:18.296]  This was the best-selling book ever.
[02:21:18.296 --> 02:21:21.317]  I know you sell it in your store, too, so thank you for that support.
[02:21:21.317 --> 02:21:25.739]  But we didn't know when I wrote the book that we were taking all our content down.
[02:21:25.739 --> 02:21:26.740]  This was not part of the plan.
[02:21:26.740 --> 02:21:28.020]  We had no idea what was going to happen.
[02:21:28.020 --> 02:21:35.284]  So it turned out to be pretty fortuitous because now all the information is available in one place, and it really gets the information out to more people.
[02:21:35.284 --> 02:21:37.385]  And for radio listeners that don't know, tell them the name of the book.
[02:21:38.784 --> 02:21:46.368]  The book is The Truth About COVID-19 and I wrote it with Ronnie Cummins and Bobby Kennedy wrote the foreword to it.
[02:21:46.368 --> 02:21:47.568]  He's got a really good book.
[02:21:47.568 --> 02:21:50.570]  It's called The Truth About Tony Fauci that's coming out next month.
[02:21:50.570 --> 02:21:51.530]  Phenomenal book.
[02:21:51.530 --> 02:21:52.090]  Phenomenal.
[02:21:52.090 --> 02:21:53.691]  Really goes deep.
[02:21:53.691 --> 02:21:54.752]  I think you should interview him.
[02:21:54.752 --> 02:21:57.353]  If you want I can connect you with him.
[02:21:57.353 --> 02:21:58.694]  Please!
[02:21:58.694 --> 02:22:00.134]  This is so eye-opening.
[02:22:00.134 --> 02:22:03.396]  He puts together the links between Rockefeller and
[02:22:05.402 --> 02:22:11.046]  And Gates, and Fauci, who's an unbelievable sociopath.
[02:22:11.046 --> 02:22:17.970]  But anyway, they tried to discredit me and make sure that people weren't selling my book, and it just did the exact opposite.
[02:22:17.970 --> 02:22:21.853]  It went to bestseller status, and it's been crazy.
[02:22:21.853 --> 02:22:24.075]  And it's also increased the amount of people who are trafficked.
[02:22:24.075 --> 02:22:29.098]  So every effort and attempt that they seek to squash me seems to make us better.
[02:22:29.098 --> 02:22:30.319]  Probably what they did for you, too.
[02:22:31.078 --> 02:22:35.306]  You know, it's just like you get more attention and the people who you resonate with follow you.
[02:22:35.306 --> 02:22:38.452]  But I want to get back to the COVID now because
[02:22:40.103 --> 02:22:41.284]  Some really interesting development.
[02:22:41.284 --> 02:22:46.808]  There's a Silicon Valley entrepreneur.
[02:22:46.808 --> 02:22:48.649]  His name is Steve Kirsch.
[02:22:48.649 --> 02:22:52.351]  Very successful and developed a significant amount of wealth.
[02:22:52.351 --> 02:22:59.696]  And because he's financially secure, he had the opportunity to just isolate himself and just go take a massive deep dive.
[02:22:59.696 --> 02:23:06.341]  And this is about the only thing he's studying now is COVID-19 and the massive misinformation around it.
[02:23:06.821 --> 02:23:23.726]  So he's compiled, he did a deep dive in the VAERS database, and for those of listeners who don't know, that is really the only legitimate authorized database collection, official government collection of the deaths and the injuries from any vaccine.
[02:23:23.726 --> 02:23:24.806]  But what we've noticed,
[02:23:26.317 --> 02:23:38.146]  I mean, there's been studies done at Harvard that showed that it's massively underreported, anywhere between 1% and 10%, so that means that whatever is reported in there, you could add one zero or two zeros for the actual true number.
[02:23:38.146 --> 02:23:45.312]  And the reason this is, is because it's a very complex, I think intentionally designed system to put in a data entry.
[02:23:45.872 --> 02:23:54.897]  And Steve relates a really good example of a neurologist who had 2,000 vaccine injuries in her practice.
[02:23:54.897 --> 02:23:56.177]  2,000!
[02:23:56.177 --> 02:23:57.138]  All related to COVID.
[02:23:57.757 --> 02:24:01.101]  And she only entered two because it was so cumbersome.
[02:24:01.101 --> 02:24:04.805]  It takes anywhere from a half hour to an hour to enter one.
[02:24:04.805 --> 02:24:10.250]  All health care practitioners are legally required to do this, but there's no enforcement action if they don't.
[02:24:10.250 --> 02:24:13.474]  And they're not compensated to spend an hour to enter this information.
[02:24:13.474 --> 02:24:15.556]  And many times they get called away or they...
[02:24:17.358 --> 02:24:22.803]  The time's out and all the information they entered, it might have been a half hour, just gets deleted and they have to start all over again.
[02:24:22.803 --> 02:24:28.809]  So I think it's intentionally cumbersome and designed to minimize the number of actual reports in there.
[02:24:28.809 --> 02:24:37.316]  But be that as it may, as we're sitting now, it gets updated every Friday and we're just short of 16,000 deaths reported in the United States.
[02:24:37.316 --> 02:24:38.457]  That number is 22,000 in the European Union.
[02:24:41.630 --> 02:24:45.334]  And 750,000 injuries, most of them serious, many permanent disabilities.
[02:24:45.334 --> 02:24:45.354]  750,000.
[02:24:45.354 --> 02:24:45.835]  This is accepted.
[02:24:51.841 --> 02:24:53.142]  In the VAERS database.
[02:24:53.142 --> 02:24:56.125]  That's the bare-butt minimum.
[02:24:56.125 --> 02:24:59.007]  As I said, it's anywhere from 1 to 2 zeros to that.
[02:24:59.007 --> 02:25:02.029]  But Steve Kirsch did an analysis and he challenged anyone.
[02:25:02.029 --> 02:25:09.776]  In fact, he didn't just challenge them, he offered them a million dollars to go and dialogue with anyone.
[02:25:09.776 --> 02:25:13.779]  And no one has taken him up on this offer because I think he's on really solid ground.
[02:25:13.779 --> 02:25:16.381]  But he analyzed the data in a number of different ways.
[02:25:16.701 --> 02:25:21.223]  And we're actually having this article, I think it's on Saturday, on our site at Mercola.com.
[02:25:21.223 --> 02:25:27.226]  So I don't have the links with me now, but we'll have the interview embedded.
[02:25:27.226 --> 02:25:29.546]  It's not my interview with him, it's a podcast he did.
[02:25:29.546 --> 02:25:30.647]  It's a two-hour podcast.
[02:25:30.647 --> 02:25:31.867]  It was just brilliant.
[02:25:31.867 --> 02:25:35.089]  And it really exposes the underbelly of this reporting system.
[02:25:36.431 --> 02:25:50.534]  And essentially what he did, he did a number of different analytical approaches, like two or three different strategies, and they all came to the same conclusion that the number was being reported by, under-reported by a number of 41 times.
