[00:00:00.000 --> 00:00:16.719]  [Thunder]
[00:49:50.343 --> 00:49:58.150]  Or you might be someone that's sitting there and you're getting a hundred views on your podcast, but you wish you could be big, huge, making a huge difference like Alex, like Owen.
[00:49:58.731 --> 00:50:00.592]  This shows you how to take that step.
[00:50:00.632 --> 00:50:03.615]  You build the new podcasting systems.
[00:50:03.635 --> 00:50:05.016]  You build the new education.
[00:50:05.357 --> 00:50:08.039]  We find out the keys that are within ourselves.
[00:50:08.459 --> 00:50:14.625]  How you build, we go, the education system's teaching CTR and it's all screwed and teaching all this commie stuff.
[00:50:14.905 --> 00:50:15.846]  Let's build a new one!
[00:50:16.326 --> 00:50:20.409]  You know, we all have, every area of our society has been so corrupted.
[00:50:20.429 --> 00:50:21.430]  Well, that's a great example.
[00:50:21.450 --> 00:50:28.635]  My wife's family is up in Omaha, Nebraska, really nice Christian people, and they had been going for several generations to this private school.
[00:50:29.255 --> 00:50:34.279]  The private school this year said, we're going to force-inoculate everybody that goes here, and you're going to take the shot.
[00:50:34.359 --> 00:50:38.902]  And so, more than a third of the parents, nicely friendly, said, we're gone with our children.
[00:50:39.042 --> 00:50:41.804]  They had to find a building that was nice, just down the street.
[00:50:42.364 --> 00:50:52.336]   And now, Within just half a year going by, it was a third, now 60 plus percent have left, and now that school's going, wait, we're not doing forced inoculations anymore.
[00:50:52.796 --> 00:50:55.978]  So it wasn't mean to go and start their own school.
[00:50:56.038 --> 00:51:02.700]  They were being oppressed, they were being pushed around, and instead of just bitching and complaining about it, they went and created their own new country, their own new system.
[00:51:02.960 --> 00:51:05.881]  And that's just a temporal, third-dimensional example.
[00:51:06.182 --> 00:51:09.883]  And now they're having fun, their kids are great, and they're not being injected with the new world order.
[00:51:10.063 --> 00:51:14.148]  And that's why this course gives me so much hope and optimism, whereas it wasn't that long ago.
[00:51:14.168 --> 00:51:17.733]  I was honestly just, I didn't, I wasn't sure what to make of what was happening.
[00:51:18.554 --> 00:51:24.181]  And the reason that this is so important and so powerful is because, look, you're listening to this right now.
[00:51:24.381 --> 00:51:27.825]  I know that you right here, you've had a big dream.
[00:51:28.126 --> 00:51:28.767]  You've had that.
[00:51:29.047 --> 00:51:32.807]   hit of inspiration, whatever it is, whether it's your business,
[00:51:32.807 --> 00:51:37.306]   whether it's you want to reinvent the education system, whether you're going to build this,
[00:51:37.306 --> 00:51:41.327]   whether you have a company that's doing 50,000 a year in revenue and you don't believe
[00:51:41.327 --> 00:51:44.166]   that it could get to 10 million and you could use all that money
[00:51:44.166 --> 00:51:51.807]   to fund this new movement to change the world, whatever it is, I think what happens is we all aspire
[00:51:51.807 --> 00:51:58.266]   to make a huge dent in this universe, like Alex, like other people that we see,
[00:51:58.266 --> 00:52:00.867]  But then we go. Can I do it?
[00:52:00.988 --> 00:52:02.129]  I'm not sure how to do it.
[00:52:02.409 --> 00:52:13.538]  And Alex breaks down exactly how to get the governor off of your system, off of your engine, erase those viruses, rebuild your mind, literally rebuild your identity.
[00:52:13.578 --> 00:52:18.281]  It's like stepping into the 2.0 version of yourself when you move through this whole course.
[00:52:18.582 --> 00:52:21.284]  It's like Neo learning the code of the Matrix.
[00:52:21.944 --> 00:52:22.204]  Yeah.
[00:52:22.224 --> 00:52:25.687]  That's when he finally wins, when he goes, now he doesn't even see them anymore, it's his code.
[00:52:26.192 --> 00:52:34.658]  And I believe that's the net for us to literally, not just hang on by a thread to what's going on, but defeat this.
[00:52:35.158 --> 00:52:36.539]  That's the next step.
[00:52:36.959 --> 00:52:40.701]  It's, it's the information war, but then it's the war for ourselves.
[00:52:41.102 --> 00:52:45.805]  You and I are on that war and you have no idea how powerful you are.
[00:52:45.845 --> 00:52:46.885]  You're going to be like me.
[00:52:46.905 --> 00:52:50.588]  You're going to watch this course six times through and you're just going to go, oh my gosh.
[00:52:50.928 --> 00:52:55.251]  Like I was talking to Harrison, I said, what's the best part about, what have you learned most about being around Alex?
[00:52:55.271 --> 00:52:58.953]  And you're like, I just basically have gotten the motivation to run through brick walls.
[00:52:58.973 --> 00:53:04.957]  And I'm thinking, imagine if 10,000 of us tap into that level of our own strength.
[00:53:04.977 --> 00:53:09.561]  Then people, you won't just have success in your life, but you'll be a leader to help others.
[00:53:10.481 --> 00:53:13.603]  Because the priesthood knows this information, but they use it to control people.
[00:53:14.184 --> 00:53:17.426]  We're trying to distribute this out so that we can empower everybody.
[00:53:18.006 --> 00:53:20.388]  That's the revolution, is that we're showing people the tricks.
[00:53:21.454 --> 00:53:38.023]  And it's like, whether it's like the hidden libraries in the Vatican, whether it's all these declassified, thousands, millions of declassified CIA documents on how to control your mind, Alex codified and put this whole system together to find out how that virus has been embedded in your system personally.
[00:53:38.123 --> 00:53:44.626]  Everyone has a different way they've been coded, how to erase that and literally step into the 2.0 version of yourself.
[00:53:44.686 --> 00:53:52.888]   Yeah, stop looking at Your racism, or your sexism, or you being depressed about yourself, or whatever they pre-programmed in you as your identity.
[00:53:53.289 --> 00:53:59.750]  It doesn't mean some group doesn't like you, and they're dumb, and they're still in slavery, and yeah, they're dangerous.
[00:54:00.050 --> 00:54:02.310]  Being a black guy going to some KKK area is dangerous.
[00:54:02.330 --> 00:54:05.291]  Being a white guy going to some racist black gang area is dangerous.
[00:54:05.791 --> 00:54:10.152]  It doesn't mean that stuff isn't out there, but you've transcended it, and see the manipulation.
[00:54:10.512 --> 00:54:19.593]   And just that turning loose of all that stuff completely, Is very freeing and now you can clearly see what's going on a lot better and it becomes a process.
[00:54:20.999 --> 00:54:22.760]  And we're going to be back here in just a moment.
[00:54:22.820 --> 00:54:34.524]  I actually just remembered when I was sitting here, one of my other favorite parts of the course is you have this really powerful piece where you break down the psychology of how Joe Rogan became like this incredibly powerful individual.
[00:54:34.544 --> 00:54:37.905]  So we're going to be touching on that here in just a moment.
[00:54:38.665 --> 00:54:49.889]  And before we cut in to show you just another little clip of what you're going to get with the Reset Wars course, we'll toss it over to Alex to let you know where you can sign up and why it's important.
[00:54:50.089 --> 00:54:51.550]  Well, I mean, it's just this simple.
[00:54:52.610 --> 00:54:55.791]  I don't tell people things that I think are false.
[00:54:55.811 --> 00:54:56.892]  Do I make mistakes sometimes?
[00:54:56.912 --> 00:54:57.232]  Yes.
[00:54:57.672 --> 00:54:58.572]  Do I get things wrong?
[00:54:58.652 --> 00:54:58.852]  Yes.
[00:54:59.473 --> 00:55:00.593]  I'm a little bit dyslexic.
[00:55:00.633 --> 00:55:03.934]  I flip dates and numbers around sometimes, and I almost always catch it, or the crew does.
[00:55:04.455 --> 00:55:05.995]  But I'm accurate about 96%, 97% of the time.
[00:55:08.589 --> 00:55:14.189]   If I'm fresh during the day, almost 100 percent, but as the day goes on, we all make mistakes,
[00:55:14.189 --> 00:55:15.189]  we get tired.
[00:55:15.189 --> 00:55:21.589]   But I, at a mojo level, I don't follow some written thing out of some man's book.
[00:55:21.589 --> 00:55:29.069]   It's written on me that I don't want to ever promote anything to people that I don't personally
[00:55:29.069 --> 00:55:32.589]  know is as dead on as a flawed human can get.
[00:55:33.258 --> 00:55:40.924]  And so I can tell you, Reset Wars is extremely powerful, ResetWars.com, and it's the foundational course.
[00:55:41.824 --> 00:55:44.146]  And of course, the foundation is the most important part of the house.
[00:55:44.746 --> 00:55:46.748]  It's not like the most important stuff's coming.
[00:55:47.489 --> 00:55:48.429]  It's all interconnected.
[00:55:48.870 --> 00:55:51.192]  The last course we do will be as important as this course.
[00:55:51.992 --> 00:55:59.491]   But if you didn't have this course, It's like having a rocket base without the rocket or without the gantry or without the crews.
[00:55:59.891 --> 00:56:01.091]  It's just there isn't even a rocket.
[00:56:01.872 --> 00:56:05.472]  This is the rocket that'll take us, all of us, to the next level.
[00:56:05.512 --> 00:56:07.713]  And everything is a continuum.
[00:56:07.833 --> 00:56:12.534]  This will financially help us stay on air and make more courses and reach more people.
[00:56:12.774 --> 00:56:21.316]  And it was always people that were willing to sell everything they had and travel around the world to build something new that trailblazed as pioneers.
[00:56:22.477 --> 00:56:30.347]  Like the pilgrims or the wagon trains that we now live in these cities that they founded hundreds of years ago, thousands of years ago.
[00:56:30.408 --> 00:56:46.992]   And so I can tell you What we cover here is foundational, it's transformative, it's next level, and whether this course ends up going into the zeitgeist and changing the universe, or whether somebody else figures it out and does it, this is the answer to the tyranny.
[00:56:47.352 --> 00:56:48.853]  This is the answer to 1984.
[00:56:48.913 --> 00:56:51.294]  This is the answer to the pedophiles and the devil worshippers.
[00:56:51.675 --> 00:56:53.236]  This is real.
[00:56:53.796 --> 00:57:02.444]   This is, from a scientific perspective, How energy works, and then you see from a spiritual perspective, the ancients got it, and that's in the spirit war.
[00:57:02.504 --> 00:57:06.447]  So, that's why we try to bring it all in together in one unified filled theory.
[00:57:06.788 --> 00:57:13.433]  Not if you go to this church, you follow this doctrine perfectly, and you know, you beat yourself over the head, and you do this perfectly right, and you do that.
[00:57:13.493 --> 00:57:13.873]  No, no, no.
[00:57:13.913 --> 00:57:17.476]  This is, hey, here's what the Holy Spirit wanted me to give you.
[00:57:17.857 --> 00:57:21.179]  Here's the sum of the knowledge, and this is the real download.
[00:57:21.219 --> 00:57:25.183]  And if you take this technology that God gave us, this will make the world a better place.
[00:57:25.723 --> 00:57:27.986]  And so there isn't just evil in the universe, there's good in the universe.
[00:57:28.346 --> 00:57:33.052]  And I'm telling you, ResetWars.com, Mind Wars, Spirit Wars, is the next level.
[00:57:33.213 --> 00:57:39.173]   Go sign up for the course right now, learn the information, and then share it with others.
[00:57:39.173 --> 00:57:49.173]  Why should you go to ResetWars.com and join today?
[00:57:49.685 --> 00:57:56.247]  You'll discover exactly how to defeat the Great Reset and protect your mind and soul from these demonic forces.
[00:57:56.727 --> 00:58:00.488]  They are waging a war, and some very big and dangerous things are coming.
[00:58:01.088 --> 00:58:06.410]  With this course, you'll finally know what's really happening, what you can do about it, and how to best prepare.
[00:58:06.710 --> 00:58:11.691]  The course will give you the tools to be one of the few who thrive and succeed during these hard times.
[00:58:12.211 --> 00:58:15.252]  Head to ResetWars.com right now to prepare.
[00:58:16.670 --> 00:58:18.553]  I want to just explain this to you.
[00:58:18.934 --> 00:58:24.964]  I know you already know this, but to really have this sink in, you're under attack, but you're not a victim.
[00:58:25.645 --> 00:58:30.078]   You're not part of Victimology, you're part of Victriology.
[00:58:30.538 --> 00:58:33.340]  A term I think I coined, I haven't checked to see if somebody else said it.
[00:58:33.360 --> 00:58:35.301]  There's so many other minds out there, somebody probably did say it.
[00:58:35.782 --> 00:58:38.083]  But the culture of victory.
[00:58:38.784 --> 00:58:45.629]  And if you just have that idea in your mind, your brain will try to figure out ways to overcome or innovate past any problem.
[00:58:46.049 --> 00:58:50.592]  And a lot of times I've noticed with Victriology, my mind isn't even worried about my enemies anymore.
[00:58:50.612 --> 00:58:51.653]  They're not getting my power anymore.
[00:58:52.213 --> 00:58:56.937]  Once I start thinking about avenues around them, I think of some whole new system that they're not even part of.
[00:58:57.797 --> 00:58:59.238]  And so that's the Holy Spirit.
[00:59:00.199 --> 00:59:00.980]  That's what this is about.
[00:59:01.060 --> 00:59:07.945]  But I cannot stress enough to you to understand that our enemies are using this technology against you.
[00:59:08.505 --> 00:59:14.510]  So if you're not aware of it, it's like being a blind man walking down the street and the street gangs can beat you up.
[00:59:14.991 --> 00:59:16.872]  Once you have sight, it's a lot bigger problem for them.
[00:59:16.912 --> 00:59:18.954]  So we're really trying to get that light to come on.
[00:59:20.393 --> 00:59:23.536]  So when I explain you're under attack, it's not because, oh, you're a victim, better hide in your house.
[00:59:23.596 --> 00:59:23.776]  No.
[00:59:24.096 --> 00:59:25.117]  Know you're under attack.
[00:59:25.737 --> 00:59:27.059]  Know what the pitfalls are.
[00:59:27.419 --> 00:59:29.701]  It's like you're driving in the mountains when it's snowing and icing.
[00:59:29.921 --> 00:59:30.982]  Put chains on your tires.
[00:59:31.482 --> 00:59:32.883]  You're not a victim.
[00:59:32.943 --> 00:59:41.090]  Oh, I can't drive up the mountain to go, you know, to a great cabin and, you know, have Christmas up there or whatever in the Christmas tree and run around the snow and have fun.
[00:59:41.410 --> 00:59:43.592]  I can't go up there because my car will slide.
[00:59:43.652 --> 00:59:44.993]  No, put chains on your tires.
[00:59:45.614 --> 00:59:47.375]  And this is like chains on your tires.
[00:59:47.816 --> 00:59:49.177]  They're going to go right up that mountain.
[00:59:50.489 --> 00:59:58.372]  And that's why I like the, you know, I told you that one of my favorite parts is when you talk about, are you an unconscious victim of the New World Order?
[00:59:58.572 --> 01:00:00.073]  Do you know, are you awake?
[01:00:00.313 --> 01:00:08.976]  You know exactly what's happening, but you don't realize your personal reality is controlled by a fake identity that's building invisible ceilings.
[01:00:10.657 --> 01:00:11.097]  Exactly.
[01:00:11.297 --> 01:00:14.218]  And people feel like also, well, it's arrogant if I'm a leader.
[01:00:15.018 --> 01:00:15.799]  It's arrogant.
[01:00:16.019 --> 01:00:18.860]  No, hey, you better start running stuff or they're going to run it.
[01:00:19.775 --> 01:00:22.015]  And I don't mean run other people's lives, I mean lead by example.
[01:00:23.776 --> 01:00:31.077]  And I wanted to end our segment before these next parts like this because some people are going to be like, whoa, online course, Alex never done that.
[01:00:31.237 --> 01:00:32.117]  Why did he do that?
[01:00:32.438 --> 01:00:38.039]  What he just said is why this is built and why I'm honestly saying everyone needs to sign up for this.
[01:00:38.359 --> 01:00:40.299]  Supply chains, anything can happen.
[01:00:40.619 --> 01:00:44.620]  This is just another way to also continue to fund the InfoWars operation.
[01:00:45.200 --> 01:00:48.200]  in a way that's basically going to make InfoWars bulletproof.
[01:00:48.200 --> 01:00:52.200]   Because no matter what happens, supply chains, anything, this is going to be here.
[01:00:52.200 --> 01:00:59.119]   And the reason that it's made is because what he said, once this happens and we all pull that invisible ceiling
[01:00:59.119 --> 01:01:00.840]   off, it's game over.
[01:01:00.840 --> 01:01:04.320]  And we don't realize we're in that fake identity.
[01:01:04.320 --> 01:01:05.559]  That's why he said the victim--
[01:01:05.559 --> 01:01:06.520]  Here's a great example.
[01:01:06.520 --> 01:01:09.719]   And the best example is what they've done to Black people in America.
[01:01:09.719 --> 01:01:11.280]  And I don't mean all Black people.
[01:01:11.280 --> 01:01:12.760]  I'm not trying to stereotype.
[01:01:12.760 --> 01:01:17.279]   But 60 years ago, Black Americans had a lower level of illegitimacy
[01:01:17.279 --> 01:01:19.200]  than any other group.
[01:01:19.385 --> 01:01:20.105]  No dads in the house.
[01:01:20.546 --> 01:01:21.506]  And now they have the highest.
[01:01:22.006 --> 01:01:24.188]  Because the system came in and said, we're going to help you.
[01:01:24.568 --> 01:01:25.388]  You've been a victim.
[01:01:25.408 --> 01:01:25.968]  We're going to do this.
[01:01:26.369 --> 01:01:27.849]  It didn't mean the old system was good.
[01:01:27.930 --> 01:01:28.650]  It was wrong, too.
[01:01:28.970 --> 01:01:31.512]   But they brought in something more Sophisticated.
[01:01:31.913 --> 01:01:45.774]  And so once you think everybody's out to get you, once you think everybody's racist, once you think you've got a chip on your shoulder, you've got an attitude, and now you're not going to do well in business, not because you're black, but because you've put that ceiling on there.
[01:01:46.235 --> 01:01:58.448]  The truth is everybody's looking for everybody that's got a good attitude, willing to work, and everybody actually, all the white people I know, actually want to work with everybody and actually don't want to be a part of this racism and stuff, and we're looking for people to work with us.
[01:01:58.929 --> 01:02:02.453]  So that's another example of just take the ceiling off and watch what happens.
[01:02:03.303 --> 01:02:03.864]  Absolutely.
[01:02:03.924 --> 01:02:14.397]  So why don't you show, you know, I know there's a, we could talk for 15,000 hours about all these, uh, all these mind control CIA declassified documents.
[01:02:14.438 --> 01:02:15.399]  Why don't you show them?
[01:02:17.481 --> 01:02:46.326]   Jake when I said hey let's let's do a section on on mind control and on trauma-based mind control and we shot some of that we shot like 20 hours and cut it down to like six of the best but then he looked at it was like whoa this is actually what we're doing here this is this is this is the reverse engineering MKUltra but giving people exactly so I always like to show you and back it up, because if you go, don't just believe us, just go research declassified MKUltra, MKNaomi.
[01:02:46.786 --> 01:02:50.208]  And that's one small part of mind control, but this is real, admitted stuff that worked.
[01:02:50.968 --> 01:02:56.191]  And then, look in the contemporary world, what's happening, and you're going to see what they're doing.
[01:02:56.571 --> 01:03:01.253]  It's all about turning around, confuse you, hit you with a bunch of emotion, no, no, argh!
[01:03:01.493 --> 01:03:03.274]  Because when you're in that state, they can control you.
[01:03:03.594 --> 01:03:04.195]  This is us.
[01:03:05.792 --> 01:03:06.793]  Okay, we know how that works.
[01:03:06.813 --> 01:03:07.714]  We understand how that happens.
[01:03:07.774 --> 01:03:09.596]  And we can get fired up, but when we want to.
[01:03:09.616 --> 01:03:10.897]  Okay, here we go.
[01:03:11.918 --> 01:03:12.779]  Here's just some of the headlines.
[01:03:13.820 --> 01:03:16.943]  The secret history of Fort Dedrick, the CIA's base for mind control.
[01:03:16.984 --> 01:03:17.464]  Politico.
[01:03:17.484 --> 01:03:18.625]  Okay, this is going on.
[01:03:18.665 --> 01:03:19.126]  This is real.
[01:03:21.462 --> 01:03:26.386]  The Montreal Experiments, Brainwashing and the Ethics of Psychiatric Experimentation.
[01:03:26.426 --> 01:03:30.309]  That was MKUltra, psychiatrists all over Canada and the U.S.
[01:03:31.770 --> 01:03:38.056]  engaged in mind control experiments, putting people on drugs, electroshock therapy, putting headphones on them.
[01:03:38.476 --> 01:03:42.800]  Now they've got VR goggles, the metaverse, to totally program and control what you were talking about earlier.
[01:03:43.320 --> 01:03:43.560]  U.S.
[01:03:43.600 --> 01:03:50.345]   Government Mind Control Experiments, Psychology Today, run by the psychologist And psychiatrists.
[01:03:50.365 --> 01:03:51.105]  This is a real thing.
[01:03:51.465 --> 01:03:57.407]  The CIA's appalling human experimentation with mind control out of History.com.
[01:04:00.167 --> 01:04:01.728]  A whole MKUltra project.
[01:04:03.148 --> 01:04:12.410]  And then you've got our own government freaking out and paranoid in Moscow and Havana and Beijing, thinking they're being hit with microwaves, thinking they're being attacked.
[01:04:13.310 --> 01:04:13.970]  Is it happening?
[01:04:14.070 --> 01:04:14.510]  Well, yeah.
[01:04:15.391 --> 01:04:19.673]   If you look at the patents on these weapons, Worldwide, not just here.
[01:04:19.813 --> 01:04:20.293]  It's 5G.
[01:04:20.334 --> 01:04:22.214]  5G is just a carrier.
[01:04:22.294 --> 01:04:23.234]  It can send data.
[01:04:23.774 --> 01:04:28.396]  It can also fluctuate and manipulate the actual synapses in your brain.
[01:04:29.076 --> 01:04:32.577]  Havana Syndrome and the mystery of microwaves.
[01:04:32.617 --> 01:04:33.997]  Well, what do you think a cell phone is?
[01:04:34.317 --> 01:04:35.578]  What do you think a 5G is?
[01:04:35.758 --> 01:04:38.898]  Very powerful microwave oven system.
[01:04:38.919 --> 01:04:40.299]  And they're just putting them up.
[01:04:40.999 --> 01:04:43.880]  I mean, even Scientific American right here.
[01:04:44.380 --> 01:04:46.221]  Oh, mind control by cell phone.
[01:04:46.621 --> 01:04:48.342]  And then Jake's got all those documents.
[01:04:48.362 --> 01:04:52.343]  And one of the crazy ones on that, before you get going to the next, just real quick, ten seconds.
[01:04:52.383 --> 01:04:53.164]  Don't take your time.
[01:04:53.204 --> 01:04:54.204]  Let's keep going.
[01:04:54.204 --> 01:05:04.563]   Is when the Richard Cizero, he was the deputy director for DARPA's, for the Pentagon's
[01:05:04.563 --> 01:05:06.844]  advanced military technologies.
[01:05:06.844 --> 01:05:11.684]   And I was reading you that quote, which will pop up on the screen here in editing.
[01:05:11.684 --> 01:05:22.964]   He has a quote where he says that essentially they learned through microwave technology
[01:05:22.964 --> 01:05:27.684]  that they can actually go into a human brain.
[01:05:27.732 --> 01:05:29.493]  You don't have to be strapped down to a table.
[01:05:29.573 --> 01:05:32.495]  They can just unleash these frequency patterns on a city.
[01:05:32.515 --> 01:05:33.696]  We have a normal energy field.
[01:05:33.736 --> 01:05:37.018]  They can not just control us at that time, but change the field.
[01:05:37.303 --> 01:05:44.182]   and he says that they tested it, they actually could influence a random human's emotions.
[01:05:44.182 --> 01:05:47.463]   You just randomly get overcome by feeling like you're alone, you're helpless,
[01:05:47.463 --> 01:05:51.222]   we can't beat the new world order. That's what it is, and that's why this course is so important,
[01:05:51.222 --> 01:05:55.463]   because this is showing how to deconstruct it. You know, there's the other document
[01:05:55.463 --> 01:06:01.223]   where they talk about, it's the army, and they talk about how the mind has no firewall.
[01:06:01.349 --> 01:06:05.612]  There's no innate firewall to stop it from electromagnetic control systems.
[01:06:06.132 --> 01:06:08.334]  And China has the firewall on the internet.
[01:06:08.374 --> 01:06:09.734]  We don't have one on our internet.
[01:06:10.075 --> 01:06:17.560]  The worst thing is, yes, the outside forces are there, but consciously being aware of it gives us power over it.
[01:06:18.388 --> 01:06:19.008]  Absolutely.
[01:06:19.168 --> 01:06:21.769]  So, please continue with some more of those.
[01:06:21.809 --> 01:06:23.610]  Here it is, mind control by cell phone.
[01:06:23.650 --> 01:06:31.012]  That's out of Scientific American, and it just admits the CIA and the government developing how to use these to, quote, calm the public during emergencies.
[01:06:31.532 --> 01:06:33.833]  Mind control for the masses, no implant needed.
[01:06:34.253 --> 01:06:37.194]  Another big article, wired.com, right there.
[01:06:37.595 --> 01:06:42.116]  So, everything you're saying in those documents, just backing it up for folks so they can go pull these up.
[01:06:42.516 --> 01:06:44.657]  Electromagnetic frequency, mind control weapons.
[01:06:46.718 --> 01:06:50.239]  That's a big government report out of the Baltimore Chronicle.
[01:06:50.660 --> 01:06:51.000]  Excellent.
[01:06:52.120 --> 01:06:57.042]  Remote-controlled behavior with rewarding electrical stimulation in the brain.
[01:06:57.062 --> 01:07:01.644]  1965 remote-controlled dogs just with electromagnetic systems.
[01:07:03.745 --> 01:07:05.345]  The power of mind control.
[01:07:06.826 --> 01:07:07.926]  It's all there.
[01:07:08.086 --> 01:07:09.667]  All these declassified documents.
[01:07:09.707 --> 01:07:10.727]  How they can control us.
[01:07:11.608 --> 01:07:13.908]  How they can use electronic mind control.
[01:07:13.968 --> 01:07:15.229]  Electromagnetic frequencies.
[01:07:16.758 --> 01:07:19.501]  Magnetic control works in live animals, makes mice happy.
[01:07:19.901 --> 01:07:27.688]  How they could put graphene oxide into our bodies and then use that as a capacitor to basically manipulate our minds.
[01:07:27.728 --> 01:07:28.569]  That's what's going on.
[01:07:28.609 --> 01:07:31.131]  They're getting the interfaces ready.
[01:07:31.530 --> 01:07:37.130]   How powerful is TV and the FEDA flicker rate for mind control?
[01:07:37.130 --> 01:07:40.610]   And then it goes into government reports and documents on the flicker rate putting you
[01:07:40.610 --> 01:07:43.090]  into a trance state.
[01:07:43.090 --> 01:07:49.409]   U.S. repeals propaganda bans, spreads government-made news to Americans, foreign policy.
[01:07:49.409 --> 01:07:54.730]   That was more than 10 years ago, and that's going to lead in to more of this in just a
[01:07:54.730 --> 01:07:55.730]  moment.
[01:07:55.730 --> 01:07:56.730]  We're showing you these documents.
[01:07:56.730 --> 01:08:02.770]   Here's the one you mentioned earlier, Dr. Ewan Cameron, whose chief scientist was Jolly
[01:08:02.770 --> 01:08:03.969]  and West, who recently died.
[01:08:03.972 --> 01:08:05.896]  He was Tim McVeigh's doctor.
[01:08:06.216 --> 01:08:11.386]  These same guys were doctors to Theodore Kaczynski, who was the Unabomber, who was in MKUltra.
[01:08:11.406 --> 01:08:12.428]  That's declassified.
[01:08:13.168 --> 01:08:22.817]  And it talks about how they could erase this woman's memory, someone they kidnapped, and how using these programs they were able to turn her into a mind-control slave.
[01:08:23.878 --> 01:08:28.443]  How they erased who she really was with the de-patterning, created a new pattern.
[01:08:29.023 --> 01:08:31.426]  That is from MKUltra.
[01:08:32.126 --> 01:08:34.808]  Use of fear to control behavior in COVID crisis.
[01:08:35.269 --> 01:08:36.990]  What's a totalitarian amid scientists?
[01:08:37.551 --> 01:08:40.733]  British military use mind control techniques.
[01:08:40.813 --> 01:08:41.394]  Read the article.
[01:08:41.614 --> 01:08:46.859]  Mind control techniques to control the public.
[01:08:48.320 --> 01:08:49.060]  And it goes on.
[01:08:49.601 --> 01:08:52.023]  Medical psychological emergency units.
[01:08:52.723 --> 01:08:52.984]  Chump.
[01:08:53.993 --> 01:08:57.415]  Lockdown is the world's biggest psychological experiment, and we will pay the price.
[01:08:58.075 --> 01:09:09.743]  This is all mainline scientists saying that this is the government doing this for corporations to scare you into staying home, into taking these shots, not to help you, but to put in this global control grid.
[01:09:09.803 --> 01:09:12.504]  Biggest psychological experiment in history is running now.
[01:09:12.624 --> 01:09:13.705]  Scientific American.
[01:09:14.165 --> 01:09:18.508]  The whole thing is a fear-based mind control system to see who they can get under their control.
[01:09:19.681 --> 01:09:22.681]  And it goes on and on and on.
[01:09:22.681 --> 01:09:27.681]  This is what's so why this course is so powerful.
[01:09:27.681 --> 01:09:31.681]   There's going to be a lot of other awesome stuff coming up here in the rest of this broadcast.
[01:09:31.681 --> 01:09:34.681]  It's not just like, oh, look, they're doing mind control.
[01:09:34.681 --> 01:09:35.681]  How bad?
[01:09:35.681 --> 01:09:43.681]   The question that Alex poses is, if all of this is taking place, can't we theoretically reprogram our entire
[01:09:43.681 --> 01:09:44.681]  operating system?
[01:09:44.607 --> 01:09:54.035]  Could we use this instead of making a woman an assassin, or turning a woman into a sex slave, couldn't we help people with depression or things be aware of this and use it themselves?
[01:09:54.295 --> 01:09:56.257]  Could you reprogram yourself to be happy?
[01:09:56.437 --> 01:09:56.657]  Yes.
[01:09:56.817 --> 01:10:00.741]  Could we all become literally more powerful than we possibly imagine?
[01:10:01.001 --> 01:10:04.705]  So Elon Musk and Zuckerberg and whomever else aren't the ones with all the resources.
[01:10:04.985 --> 01:10:05.305]  We are.
[01:10:05.385 --> 01:10:06.306]  And technically we can.
[01:10:06.346 --> 01:10:07.487]  We already know all this stuff.
[01:10:07.507 --> 01:10:11.271]  He breaks down the entire secrets of quantum physics, reality.
[01:10:11.291 --> 01:10:11.972]  That's a great point.
[01:10:13.399 --> 01:10:18.682]  I just wanted to hit this so people understood what they're doing to you so that you understand the answer.
[01:10:19.402 --> 01:10:20.082]  Exactly.
[01:10:20.202 --> 01:10:22.584]  And that's why this course is different.
[01:10:22.864 --> 01:10:24.405]  That's why this course is powerful.
[01:10:24.665 --> 01:10:27.306]  So I want to thank you for having me on today, Alex.
[01:10:27.506 --> 01:10:32.048]  The Japanese have a saying that if you're going to get raped, you might as well just go along with it and enjoy it.
[01:10:32.789 --> 01:10:34.670]  The Japanese are great people, but I don't have that philosophy.
[01:10:36.551 --> 01:10:38.391]  You try to rape me, I'm going to gouge your eyeballs out.
[01:10:38.532 --> 01:10:41.333]  Or you try to hurt my daughter or anybody else, I'm going to kill you.
[01:10:42.617 --> 01:10:47.746]   And so when I tell you all these bad things are going on, I don't do it because I think you're going to get scared and
[01:10:47.746 --> 01:10:48.117]  roll over.
[01:10:48.117 --> 01:10:53.117]   I've met with the globalists quite a few times, not a long time, but I mean off record I met with them.
[01:10:53.117 --> 01:10:57.117]   One time they messed up on record in front of my producer and I talked to the head of the Kissinger Group.
[01:10:57.117 --> 01:11:00.117]   They tried to hire me to get me to go to New York so I could talk about that case.
[01:11:00.117 --> 01:11:08.617]   But they want to terrorize people and make them scared to submit to them.
[01:11:08.587 --> 01:11:10.629]  And they told me, they said, we like your show.
[01:11:10.709 --> 01:11:11.149]  Now they don't.
[01:11:11.169 --> 01:11:12.710]  Of course, they figured out that I was right.
[01:11:13.051 --> 01:11:15.032]  People hear they're under threat, they're going to wake up and do something.
[01:11:15.713 --> 01:11:17.274]  Especially if they know there's an answer and a way to defeat it.
[01:11:17.294 --> 01:11:21.057]  But they told me every time, you know, Alex, you sit there and do our job.
[01:11:21.077 --> 01:11:22.698]  You scare the public, tell them about us.
[01:11:23.138 --> 01:11:24.479]  And that just makes them submit more.
[01:11:24.519 --> 01:11:25.900]  And I said, I believe in humanity.
