[00:00:12.645 --> 00:00:15.666]  Jesse Peters is right.
[00:52:16.232 --> 00:52:21.156]  In fact, I was intending today, that was on my heart, to bring up how they're trying to divide Christian from Jew.
[00:52:21.796 --> 00:52:22.817]  Listen, I've been pretty savvy and I know
[00:52:46.504 --> 00:52:50.286]  Listen, I love you Alex, you should know, I consider you a brother.
[00:52:50.286 --> 00:52:54.967]  Some of the people that listen to you have an interesting view on Jews.
[00:52:54.967 --> 00:53:06.312]  But I'm going to say something about my own religion and about my own religious institutions, and to the anti-Semites that are going to use these words, F you!
[00:53:06.312 --> 00:53:11.734]  Okay, why don't you look into your own organizations and religious structures and refine them.
[00:53:11.734 --> 00:53:14.575]  But I would say, in my own religion, it's the
[00:53:15.985 --> 00:53:18.305]  Organizations that are the problem.
[00:53:18.305 --> 00:53:28.607]  They have been corrupted by the serpent and have preached anything but God-fashioned consciousness and are coercing people.
[00:53:28.607 --> 00:53:32.748]  I know synagogues, you can't go into a synagogue unless you show proof of vaccination.
[00:53:32.748 --> 00:53:38.189]  I mean, this is the perversion of a relationship with the divine.
[00:53:38.189 --> 00:53:44.410]  And so, and I see that in other religions as well, but I don't want to talk about other religions.
[00:53:44.410 --> 00:53:45.250]  I want to talk about my own.
[00:53:46.131 --> 00:53:48.794]  And I'm calling out my own people.
[00:53:48.794 --> 00:54:02.971]  Start living by the law and stop getting on your knees and sucking up to the corrupt government and selling out the congregants and the people that have put their trust in you to help them connect to God.
[00:54:04.495 --> 00:54:06.457]  Anyway, that's my commentary on religion.
[00:54:06.457 --> 00:54:09.559]  And I was going to go, I love you too, because I know you have God consciousness.
[00:54:09.559 --> 00:54:11.321]  My spirit feels really great when I talk to you.
[00:54:11.321 --> 00:54:12.682]  I love you too.
[00:54:12.682 --> 00:54:13.242]  Exactly.
[00:54:13.242 --> 00:54:16.705]  They have groups that have been divided and manipulated.
[00:54:16.705 --> 00:54:19.867]  And if you look at the anti-Jewish groups, they're being manipulated.
[00:54:19.867 --> 00:54:22.029]  If you look at the Jewish supremacist groups, they're being manipulated.
[00:54:22.029 --> 00:54:24.471]  The black supremacist groups, all of it's stupid.
[00:54:24.471 --> 00:54:29.515]  There's an evil manipulating us against each other, and we have to transcend it or it's going to win.
[00:54:29.515 --> 00:54:31.637]  It's very simple, and God's watching.
[00:54:33.291 --> 00:54:43.055]  Because only when we're divided and have strife amongst us, that the enemy could then pick us off in segments.
[00:54:43.055 --> 00:54:54.119]  But if we are truly united by an overwhelming principle that transcends religion, which is actually a relationship with God, with the Divine, we're made in His image, our lives have sanctity.
[00:54:54.119 --> 00:54:56.680]  That's enough for me to call you a brother or a sister.
[00:54:56.680 --> 00:54:57.540]  That's it.
[00:54:57.540 --> 00:55:01.161]  And if we unite, and I want to tell you something, no one owns God.
[00:55:03.450 --> 00:55:08.496]  The Messiah reveals himself, and I don't care if it's the first, second, or third coming.
[00:55:08.496 --> 00:55:18.928]  Whenever the Messiah reveals himself and the truth of the divine is revealed, I can promise you, my perception of the divine will be wrong, and so will everyone else's.
[00:55:18.928 --> 00:55:21.031]  Because the essence of God is truly hidden.
[00:55:21.031 --> 00:55:22.012]  And hopefully we will
[00:55:22.748 --> 00:55:27.173]  See the truth and understand the truth of what he is.
[00:55:27.173 --> 00:55:32.438]  But right now we're living in the dark and we're trying to approximate, guesstimate what he really is.
[00:55:32.438 --> 00:55:33.740]  No, I totally agree.
[00:55:33.740 --> 00:55:37.824]  And the New World Order and Klaus Schwab are afraid of the coming of the Messiah.
[00:55:37.824 --> 00:55:39.626]  Everything they're doing is to stop the next level.
[00:55:41.437 --> 00:55:42.538]  Because it's the death of them.
[00:55:42.538 --> 00:55:44.039]  You know, darkness goes away.
[00:55:44.039 --> 00:55:46.021]  You just turn on a little light and it goes away.
[00:55:46.021 --> 00:55:47.322]  And so they know that.
[00:55:47.322 --> 00:55:49.964]  They've dug in because they're cornered animals.
[00:55:49.964 --> 00:55:51.025]  That's when they become dangerous.
[00:55:51.025 --> 00:55:54.128]  So you're asking about what else they can do next?
[00:55:54.128 --> 00:56:01.013]  Listen, I have some intelligence assets, as you do, and some of the options are pretty unpleasant.
[00:56:01.013 --> 00:56:08.620]  Whether it's another bioterrorism attack, like the smallpox or Marburg virus, or other weapons of mass destruction.
[00:56:09.264 --> 00:56:12.806]  That can cause further destabilization.
[00:56:12.806 --> 00:56:19.629]  And these people have no problem wasting away billions of people.
[00:56:19.629 --> 00:56:23.091]  But the reality is, I don't worry about that.
[00:56:23.091 --> 00:56:33.176]  And I have no promises or guarantees to myself or to anyone else that if you rise up and storm the beaches of Normandy of this generation, that you'll survive, especially in the first wave.
[00:56:33.176 --> 00:56:35.497]  There's a very good chance that you may fall.
[00:56:35.497 --> 00:56:36.578]  But, so what?
[00:56:37.572 --> 00:56:44.457]  You know, this is a finite life, but you have an opportunity now to connect with the infinite and the eternal, and you have to fall in battle.
[00:56:44.457 --> 00:56:46.619]  This is a hill worth dying on.
[00:56:46.619 --> 00:56:48.821]  And so it takes courage.
[00:56:48.821 --> 00:56:54.945]  We grew up with some degree of freedom, not because of us, but because our parents and grandparents fought for it.
[00:56:54.945 --> 00:56:56.987]  The question is, will our kids be free?
[00:56:56.987 --> 00:56:58.748]  Well, the answer is, are we ready to fight for it?
[00:56:58.748 --> 00:56:59.509]  Are we ready to sacrifice?
[00:56:59.509 --> 00:56:59.889]  No, that's right.
[00:56:59.889 --> 00:57:03.111]  We're living off gas they put in the tank.
[00:57:03.111 --> 00:57:05.033]  So how about the next generation, our kids?
[00:57:06.372 --> 00:57:10.486]  I hope they grow up with the ability to thrive in a society of God consciousness.
[00:57:11.127 --> 00:57:15.650]  But it depends, are we ready to create the environment for that to happen?
[00:57:15.650 --> 00:57:18.552]  Stay there one more segment, Dr. Zelenko, you're absolutely right.
[00:57:18.552 --> 00:57:21.013]  The catalyst is here to go to the next level.
[00:57:21.013 --> 00:57:22.774]  We have to decide whether we're going to do it or not.
[00:57:22.774 --> 00:57:24.275]  Dr. Zelenko is our guest.
[00:57:24.275 --> 00:57:26.116]  We're going to come back in the final segment with him.
[00:57:26.116 --> 00:57:27.857]  Most powerful interview yet.
[00:57:27.857 --> 00:57:28.578]  Wow.
[00:57:28.578 --> 00:57:29.158]  And I'm not kidding.
[00:57:29.158 --> 00:57:31.160]  I woke up this morning, I had a dream about him, couldn't remember what it was.
[00:57:31.160 --> 00:57:32.380]  I'm like, get Zelenko on.
[00:57:32.380 --> 00:57:33.821]  Usually he can't come on short notice.
[00:57:33.821 --> 00:57:34.462]  He could today.
[00:57:34.462 --> 00:57:35.582]  So this is meant to happen.
[00:57:35.582 --> 00:57:36.183]  We'll be right back.
[00:57:36.183 --> 00:57:36.523]  Stay with us.
[00:57:49.815 --> 00:57:51.135]  Let's go ahead and take another call.
[00:57:51.135 --> 00:57:53.156]  Let's talk to Malcolm in Tennessee.
[00:57:53.156 --> 00:57:53.576]  Welcome.
[00:57:53.576 --> 00:57:54.297]  Hello, Alex?
[00:57:54.297 --> 00:57:54.917]  Yes, Malcolm.
[00:57:54.917 --> 00:57:59.158]  Alright, I will make this quick and real short where the other Patriots can get on the line.
[00:57:59.158 --> 00:58:03.760]  Uh, Alex, I have to promote one thing from one of your co-hosts, Owen Schroyer.
[00:58:03.760 --> 00:58:06.761]  Super male vitality and brain force plus.
[00:58:06.761 --> 00:58:09.382]  Mix those two together, you're an unstoppable tank.
[00:58:09.642 --> 00:58:11.443]  Supramel Vitality really, really works.
[00:58:11.443 --> 00:58:16.347]  It's cold-pressed herbs and natural compounds that have never been heated up.
[00:58:16.347 --> 00:58:23.132]  And so, it has a dramatic effect compared to powdered versions that also work quite well, but just aren't as strong.
[00:58:23.132 --> 00:58:24.974]  This is like a very fine wine.
[00:58:24.974 --> 00:58:27.115]  In fact, each batch is different.
[00:58:27.115 --> 00:58:29.557]  Sometimes it's super strong, sometimes it's just okay.
[00:58:29.557 --> 00:58:32.820]  People are like, why are you selling something and admitting sometimes the batch isn't as strong?
[00:58:32.820 --> 00:58:33.760]  That's just how it is.
[00:58:33.760 --> 00:58:34.421]  It's how it works.
[00:58:35.122 --> 00:58:39.150]  Uh, so, it's always good, it's just sometimes it's like super strong.
[00:58:39.150 --> 00:58:42.978]  But yeah, if you want the Rolls Royce at a decent price, then this is it.
[00:58:49.508 --> 00:58:54.352]  I've been fighting as hard as I can for almost 28 years against the globalists.
[00:58:54.352 --> 00:58:56.414]  I wanted to stop their agenda.
[00:58:56.414 --> 00:59:01.898]  I wanted to wake up the world and stop them dead in their tracks before they went operational.
[00:59:01.898 --> 00:59:02.999]  But we failed.
[00:59:02.999 --> 00:59:04.661]  Yes, a lot of people are awake.
[00:59:04.661 --> 00:59:06.162]  Yes, we're not getting caught flat-footed.
[00:59:06.502 --> 00:59:12.529]  But they are going ahead with their full operational deindustrialization Great Reset.
[00:59:12.529 --> 00:59:21.460]  And that's why it's more important than ever that all viewers and all listeners tell everybody they know about the show, because people are ready to wake up and ready to hear the truth.
[00:59:21.460 --> 00:59:22.261]  So we've got to inform
[00:59:22.321 --> 00:59:22.661]  I think so.
[00:59:52.774 --> 00:59:57.578]  If you are receiving this transmission, you are the resistance.
[00:59:57.578 --> 01:00:11.950]  After decades of intense research, our quest to discover the key to breaking the globalist bonds is now live.
[01:00:11.950 --> 01:00:14.892]  The Reset Wars have begun.
[01:00:14.892 --> 01:00:18.355]  Start your journey at ResetWars.com today.
[01:00:23.864 --> 01:00:26.366]  Ladies and gentlemen, Reset Wars is now live.
[01:00:26.366 --> 01:00:29.448]  You can see the course.
[01:00:29.448 --> 01:00:31.449]  Mind Wars, Spirit Wars now.
[01:00:31.449 --> 01:00:38.034]  Game-changing, most powerful info I've ever released at ResetWars.com.
[01:00:38.034 --> 01:00:51.043]  All right, ladies and gentlemen, we have a very, very special guest that's going to be joining us coming up in the next segment to deal with COVID-19 and everything that has been unfolding since then.
[01:00:52.154 --> 01:01:02.257]  But I wanted to spend a few minutes here in this segment speaking to you about what I'm going to cover in the third hour today.
[01:01:02.257 --> 01:01:16.221]  And that deals with the January 6th committee and what's happening there and how they're trying to act like Republican Congress people sending text messages to Trump saying, ask the people to stop attacking the building.
[01:01:16.221 --> 01:01:20.522]  CNN, ABC News, NBC News, they're all saying this is proof that Trump
[01:01:21.229 --> 01:01:23.110]  Ordered an attack on the Capitol.
[01:01:23.110 --> 01:01:23.890]  No.
[01:01:23.890 --> 01:01:25.911]  Most people were following him on Twitter.
[01:01:25.911 --> 01:01:28.993]  He had 80 million plus Twitter followers.
[01:01:28.993 --> 01:01:33.815]  And so people were telling him, once it started, he was speaking when it started.
[01:01:33.815 --> 01:01:36.216]  It was going on for an hour while he spoke.
[01:01:36.216 --> 01:01:42.879]  They started it right while he was speaking so they could claim, they had provocateurs there we now know, that he didn't try to help.
[01:01:42.879 --> 01:01:48.642]  As soon as he gets off, drives to the White House, a few minutes away, he's getting the phone calls,
[01:01:49.532 --> 01:01:53.435]  And he then put out tweets saying, be peaceful, leave the building, don't be there.
[01:01:53.435 --> 01:01:57.537]  But they're acting like because his son Don Jr.
[01:01:57.537 --> 01:02:04.842]  and a bunch of Republican congressmen and others were telling his chief of staff, hey, tell the president, tell people, get out of the building.
[01:02:04.842 --> 01:02:07.023]  This is really going to hurt everything we've done.
[01:02:07.023 --> 01:02:09.245]  We want a 10-day investigation by the Senate.
[01:02:09.245 --> 01:02:10.025]  We had the votes.
[01:02:10.025 --> 01:02:13.427]  This is horrible.
[01:02:13.427 --> 01:02:15.789]  Which again, ladies and gentlemen, is the motive.
[01:02:16.576 --> 01:02:22.160]  You don't have a motive when you're about to have a 10-day investigation by the Senate to go attack the Capitol and make yourself look bad.
[01:02:22.160 --> 01:02:27.964]  So they're trying to spin this right now.
[01:02:27.964 --> 01:02:32.487]  They're trying to spin all of this right now as if it's proof.
[01:02:32.487 --> 01:02:34.669]  So that's what they do with every piece of information they get.
[01:02:34.669 --> 01:02:43.395]  Oh my gosh, there's text messages on Mark Meadows, the Chief of Staff's phone that they got, that he gave them.
[01:02:44.304 --> 01:02:50.468]  Where the Republicans are trying to stop everything.
[01:02:50.468 --> 01:02:58.153]  And then they turn that around and act like, oh, see, it's proof that Trump was in command, because why would you ask him to stop it if he wasn't in command?
[01:02:58.153 --> 01:02:59.454]  That's ridiculous.
[01:02:59.454 --> 01:03:01.596]  It's like calling the fire department to come put a fire out.
[01:03:01.596 --> 01:03:03.817]  They didn't start the fire, but you call the fire department.
[01:03:03.817 --> 01:03:12.423]  Who had a better chance to electronically tell the 600 people out of a million that were foolish enough to go inside to turn back?
[01:03:12.423 --> 01:03:14.064]  Only Donald Trump had that megaphone.
[01:03:15.453 --> 01:03:20.595]  And it took him 30 minutes from the time he was asked to do it.
[01:03:20.595 --> 01:03:23.116]  And he definitely wanted to watch it, wanted to know what was happening.
[01:03:23.116 --> 01:03:24.977]  A little bit of a slow response.
[01:03:24.977 --> 01:03:27.338]  I'll give you that.
[01:03:27.338 --> 01:03:28.038]  But that's it.
[01:03:28.038 --> 01:03:29.539]  Obviously, he wouldn't blow his feet off.
[01:03:29.539 --> 01:03:31.019]  Obviously, he wouldn't want this.
[01:03:31.019 --> 01:03:32.680]  This destroyed Trump at that level.
[01:03:32.680 --> 01:03:33.920]  It totally hurt him.
[01:03:33.920 --> 01:03:37.762]  So I'll be talking about that some more because I've gotten these subpoenas.
[01:03:37.762 --> 01:03:39.263]  Not subpoena.
[01:03:39.263 --> 01:03:39.883]  Subpoenas.
[01:03:39.883 --> 01:03:42.304]  It's three subpoenas now from the
[01:03:44.873 --> 01:03:47.715]  House Committee on Un-American Activities, Part 2.
[01:03:47.715 --> 01:03:54.559]  And I know that whatever I turn over, I turn stuff over to them, will be twisted and misrepresented.
[01:03:54.559 --> 01:04:09.488]  Now, I got there and within five minutes of me being there and seeing flashbangs and attacks and smoke and people climbing on the Capitol and going in, I was on top of a big pallet of chairs that hadn't been unfolded yet.
[01:04:09.488 --> 01:04:13.190]  I was up on a big pallet, the highest place I could find, saying, get down, stop, come down.
[01:04:14.048 --> 01:04:20.998]  And that was the five minutes it took me to get through the crowd of hundreds of thousands, up closer to the Capitol, and then our guys are trying to get cell service going.
[01:04:20.998 --> 01:04:21.559]  What's going on?
[01:04:21.559 --> 01:04:22.941]  Well, they say they breached the Capitol.
[01:04:22.941 --> 01:04:23.743]  I'm like, get off!
[01:04:23.743 --> 01:04:24.924]  Get out of there!
[01:04:24.924 --> 01:04:25.826]  Don't, don't do it!
[01:04:25.826 --> 01:04:27.648]  Don't, don't be part of this!
[01:04:27.648 --> 01:04:29.050]  NPR is running pieces.
[01:04:30.541 --> 01:04:35.563]  So is the New York Times saying that I was cowardly there, commanding people to break in.
[01:04:35.563 --> 01:04:45.026]  They're still doing that, despite the video, because they don't care, because they're criminal organizations working with the Great Reset and Klaus Schwab to bring down this country.
[01:04:45.026 --> 01:04:48.687]  All right, ladies and gentlemen, we have a very special surprise guest coming up next segment.
[01:04:48.687 --> 01:04:50.107]  You'll definitely want to stay with us.
[01:04:50.107 --> 01:04:51.548]  We'll be right back in fullworks.com.
[01:04:59.642 --> 01:05:03.404]  Cognitive dissonance is a major issue amongst the left.
[01:05:03.404 --> 01:05:07.746]  It can be very stressful dealing with facts you refuse to accept.
[01:05:07.746 --> 01:05:15.870]  If you have a family member suffering from this degenerative mental condition, buy them a bottle of Ultimate Fish Oil from Infowarsstore.com.
[01:05:16.590 --> 01:05:33.226]  Studies have suggested that fish oils and fish oil supplementation can slightly lower blood pressure, decrease triglyceride levels, decrease the growth rate of plaque, and provide a soothing reduction in inflammatory responses in joints and the digestive system.
[01:05:33.226 --> 01:05:39.052]  Recent studies have suggested that high EPA and DHA fish oil can stimulate
[01:05:39.212 --> 01:05:39.693]  Thanks for watching!
[01:06:04.807 --> 01:06:11.995]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:06:11.995 --> 01:06:16.680]  I'm just an average man with an average life.
[01:06:16.680 --> 01:06:17.541]  I work from 9 to 5.
[01:06:17.541 --> 01:06:20.104]  Hell, I pay the price.
[01:06:20.104 --> 01:06:24.349]  All I want is to be left alone in my average home.
[01:06:24.349 --> 01:06:25.831]  But why do I always feel
[01:06:29.402 --> 01:06:40.936]  Well, I really appreciate our next guest, because out of the hundreds of amazing doctors and scientists that we've interviewed, she is right up there in the top three or so, probably number one, and she's so...
[01:06:42.210 --> 01:06:42.770]  We're good to go.
[01:07:06.132 --> 01:07:08.353]  Big developments, obviously.
[01:07:08.353 --> 01:07:12.035]  Biden officials warn COVID explosion imminent.
[01:07:12.035 --> 01:07:16.358]  That's the same PR by the Bilderberg Group, Debo's group around the world.
[01:07:16.358 --> 01:07:20.920]  New lockdowns coming in January, I'm told, by my FEMA and military connections.
[01:07:20.920 --> 01:07:23.422]  COVID is a deadly pandemic.
[01:07:23.422 --> 01:07:28.665]  It killed science, logic, evidence, space medicine, and common sense, says Dr. Eli David.
[01:07:29.899 --> 01:07:34.045]  WHO warns of COVID tsunami before Christmas.
[01:07:34.045 --> 01:07:40.034]  California brings back statewide mask mandate in all indoor spaces after COVID cases skyrocket.
[01:07:40.034 --> 01:07:42.978]  Or is it really cases of people that have had the shot that are sick?
[01:07:42.978 --> 01:07:43.619]  We now know that.
[01:07:45.444 --> 01:07:48.045]  Foster, you're safe if you have the shot.
[01:07:48.045 --> 01:07:51.327]  We'll need to get COVID-19 vaccine boosters forever.
[01:07:51.327 --> 01:07:57.991]  That's in the Globe and Mail, and that's in CNN, and that's in Today.com, NBC, it's just everywhere.
[01:07:57.991 --> 01:07:59.512]  Now it's forever.
[01:07:59.512 --> 01:08:05.615]  The worst part of the first 15 days to flatten the curve is the first two years.
[01:08:05.615 --> 01:08:09.237]  Aussie Prime Minister compares the vaccinated to sheep, calls them good sheep.
[01:08:10.478 --> 01:08:13.960]  Elon Musk says, I am against forcing people to be vaccinated.
[01:08:13.960 --> 01:08:16.022]  Not something we should do in America.
[01:08:16.022 --> 01:08:17.523]  Infowars has the article.
[01:08:17.523 --> 01:08:21.825]  Elon Musk, person of the year, radicalized by lockdowns.
[01:08:21.825 --> 01:08:23.226]  Maybe somebody else.
[01:08:23.226 --> 01:08:30.151]  Reports, FDA accused of colluding with USPS to stop and destroy packages of ivermectin mailed to patients.
[01:08:30.151 --> 01:08:31.432]  That's now confirmed.
[01:08:31.432 --> 01:08:35.454]  Criminal beyond Nuremberg crimes.
[01:08:35.454 --> 01:08:39.277]  Unvaccinated people shouldn't reproduce, declares Winterfest announcer.
[01:08:40.259 --> 01:08:44.380]  Build Back Better, a game changer for early childhood education.
[01:08:44.380 --> 01:08:45.860]  Got some news on that.
[01:08:45.860 --> 01:08:49.961]  UK government refuses to reveal details about first Omicron death.
[01:08:49.961 --> 01:08:51.362]  Oh!
[01:08:51.362 --> 01:08:53.322]  It goes on and on and on.
[01:08:53.322 --> 01:08:57.543]  But Dr. Leigh Merritt joins us to cover a host of issues.
[01:08:57.543 --> 01:09:00.904]  She's going to give us a preview of those and then dive right into them.
[01:09:00.904 --> 01:09:03.645]  Doctor, thank you so much for coming back with us.
[01:09:03.645 --> 01:09:04.305]  Thanks for having me.
[01:09:05.401 --> 01:09:09.064]  It's probably been six months since you were on, seems like a million years.
[01:09:09.064 --> 01:09:11.986]  So much has happened, but also five seconds ago at the same time.
[01:09:11.986 --> 01:09:15.609]  Where do you want to start first?
[01:09:15.609 --> 01:09:15.989]  I don't know.
[01:09:15.989 --> 01:09:18.431]  We're living in such a theater of the absurd.
[01:09:18.431 --> 01:09:20.853]  It's a target-rich environment, you know?
[01:09:20.853 --> 01:09:24.456]  I mean, you know, your point about ivermectin.
[01:09:24.456 --> 01:09:30.601]  Keep in mind, the FDA has told the Postal Service to interdict ivermectin at the border, destroy the packages.
[01:09:30.601 --> 01:09:34.664]  This is a drug that the WHO has on its list of most essential drugs.
[01:09:35.396 --> 01:09:36.836]  Are you kidding me?
[01:09:36.836 --> 01:09:55.981]  And it's clearly one of the largest studies or the largest study I think was just published from Brazil, 220,000 adults and it decreased, ivermectin decreased the risk of going down with this by I think death and going to hospital by 50%.
[01:09:55.981 --> 01:09:57.641]  So it just goes on and on.
[01:09:57.641 --> 01:10:03.663]  I mean there's lots of people that don't think there's peer-reviewed studies, there's peer-reviewed studies, there's unpeer-reviewed studies.
[01:10:04.292 --> 01:10:05.254]  It's everywhere.
[01:10:05.254 --> 01:10:11.725]  I mean, I wish the USPS would try to stop the fentanyl killing millions of people, but I guess they're not going to do that.
[01:10:11.725 --> 01:10:17.755]  A totally safe drug, they're not going to let evil Americans order that from outside countries, even if a doctor prescribes it.
[01:10:18.928 --> 01:10:19.609]  Right.
[01:10:19.609 --> 01:10:24.712]  And I told somebody jokingly, but it's actually kind of true, because they can't get it anywhere else.
[01:10:24.712 --> 01:10:26.994]  It's hard to order it from overseas pharmacies.
[01:10:26.994 --> 01:10:31.117]  I've been contacted by one of them, and they said all of their packages have been stopped.
[01:10:31.117 --> 01:10:32.017]  They can't bring them in.
[01:10:32.017 --> 01:10:33.919]  So this is confirmed multiple ways.
[01:10:33.919 --> 01:10:37.281]  But, you know, we think of mules bringing cocaine across the border.
[01:10:37.281 --> 01:10:40.223]  Now you can bring ivermectin and probably make a fortune.
[01:10:40.223 --> 01:10:41.624]  Isn't that sad?
[01:10:41.624 --> 01:10:42.284]  Absolutely.
[01:10:42.284 --> 01:10:44.286]  I mean, that's a great example, Doc.
[01:10:44.286 --> 01:10:45.807]  And please continue.
[01:10:46.795 --> 01:10:48.656]  Well, I was going to say, it doesn't stop here.
[01:10:48.656 --> 01:10:50.537]  I was just speaking in Ohio.
[01:10:50.537 --> 01:10:59.300]  In the great state of Ohio, doctors cannot prescribe azithromycin and doxycycline without worrying about somebody looking at their license.
[01:10:59.300 --> 01:11:02.441]  So they don't give more than one or two days for people.
[01:11:02.441 --> 01:11:08.404]  I said to a doctor there, I said, are you telling me we can't treat acne anymore with doxycycline?
[01:11:08.864 --> 01:11:09.685]  Thank you.
[01:11:28.939 --> 01:11:29.639]  Well, that's right.
[01:11:29.639 --> 01:11:32.840]  I mean, Klaus Schwab and Bill Gates said they want to depopulate us.
[01:11:32.840 --> 01:11:34.661]  And it doesn't matter what all the science shows.
[01:11:34.661 --> 01:11:36.801]  It doesn't matter what the facts show.
[01:11:36.801 --> 01:11:42.663]  This is about these corporations, through big tech and through the media and through agencies of government, having total control.
[01:11:42.663 --> 01:11:44.464]  So, docs, slow down and repeat that.
[01:11:44.464 --> 01:11:45.684]  That's big news.
[01:11:45.684 --> 01:11:55.107]  And I know I've seen that in the news, confirming what you're saying, that some areas of the United States are now trying to block basic antibiotics for people that have lung infections.
[01:11:55.107 --> 01:11:56.327]  I mean, this is beyond criminal.
[01:11:58.044 --> 01:12:03.486]  Right, and in Ohio it was azithromycin and doxycycline.
[01:12:03.486 --> 01:12:11.288]  Now, we've used doxycycline for a lot of things, so it's a very safe drug and it's been used for, like dermatology used it.
[01:12:11.288 --> 01:12:15.610]  I took it multiple times for acne rosacea in my life.
[01:12:15.610 --> 01:12:16.730]  Come on, this isn't controversial, but
[01:12:21.004 --> 01:12:21.904]  There's a hold on it.
[01:12:21.904 --> 01:12:24.985]  Now, I will say this for people out there going to pharmacies.
[01:12:24.985 --> 01:12:27.585]  This is the reason to use independent pharmacies.
[01:12:27.585 --> 01:12:50.270]  The good news about independent pharmacies where the government's not getting too involved, they still will give out ivermectin and hydroxychloroquine and these things, but you go to one of the chains and they've been told from on high not to prescribe it, even in states like mine where I practice, where there's no prohibition on using ivermectin.
[01:12:51.286 --> 01:12:53.908]  So, time to support your local pharmacies.
[01:12:53.908 --> 01:12:55.468]  That's a big deal right now.
[01:12:55.468 --> 01:12:59.331]  And again, it's Klaus Schwab and Bill Gates and the U.N.
[01:12:59.331 --> 01:13:00.992]  Whenever medical doctors or U.S.
[01:13:00.992 --> 01:13:12.038]  Senators, who are medical doctors like Rand Paul, try to give a speech about natural immunity being 27 times better than this Pfizer shot, they censor him on Google and YouTube and the Senate just puts up with that.
[01:13:12.038 --> 01:13:18.762]  I mean, imagine the level of this control of telling doctors what they can prescribe and telling Senators what they can say.
[01:13:20.393 --> 01:13:37.434]  Yeah, I mean the censorship isn't science and so we need to realize that it isn't that you know I started reading more about the tab of stock than about medicine these days because what we're dealing with is a huge mass mind control propaganda outbreak.
[01:13:37.847 --> 01:13:40.390]  We're not really dealing with a viral outbreak.
[01:13:40.390 --> 01:13:42.832]  It's taking us down.
[01:13:42.832 --> 01:13:51.220]  We've been under the impression that we could speak freely about medicine for a long time, but it turns out it hasn't been true for a long time.
[01:13:51.220 --> 01:13:55.945]  The notion, I'll just point out, that one of the couple things got us here.
[01:13:55.945 --> 01:14:00.409]  One was Obamacare, which made it so difficult for private physicians to act
[01:14:01.308 --> 01:14:02.229]  Thank you for having me.
[01:14:14.841 --> 01:14:27.229]  But the other thing that we've been victim of is this idea that the only thing to listen to, we've taught all the new medical students and everybody, the only thing we can listen to is a 30-year double-blind peer-reviewed study.
[01:14:27.229 --> 01:14:32.093]  You know, peer review is the Politburo attached to medicine and science.
[01:14:32.093 --> 01:14:43.120]  You have three or five people on the top of some journal, I have my own experience with this in my profession, and they decide whether or not something gets published or not.
[01:14:43.638 --> 01:14:50.444]  Now, admittedly, there should be some kind of screening for some quality of, you know, language or whatever.
[01:14:50.444 --> 01:15:00.273]  But when you have a few people that decides on the basis of, for example, I had at one time, I had a publication that was submitted and the response I got from one of the reviewers was, everyone knows you can't do this.
[01:15:00.273 --> 01:15:01.634]  It was about a surgical procedure.
[01:15:01.634 --> 01:15:08.480]  But I thought that was a funny review after I spent a lot of time and money and energy putting together a very quality paper.
[01:15:08.480 --> 01:15:09.842]  Everyone knows you can't do this.
[01:15:11.042 --> 01:15:15.211]  If you don't follow the narrative, then the peer reviewers don't publish.
[01:15:15.211 --> 01:15:19.681]  And the narrative can be controlled by funding the peer reviewers.
[01:15:19.681 --> 01:15:20.443]  That's pretty easy.
[01:15:20.967 --> 01:15:29.353]  You know, look at what Pfizer, you've probably seen that video, that all these news reports funded by Pfizer, you know, brought to you by Pfizer.
[01:15:29.353 --> 01:15:30.574]  It's just on and on.
[01:15:30.574 --> 01:15:34.057]  That's a total conflict of interest on its face, but they just ignore that.
[01:15:34.057 --> 01:15:36.739]  Now, Dr. Merritt, stay there, we're going to come back in the next segment.
[01:15:36.739 --> 01:15:40.462]  And speaking of them manipulating reviews and studies,
[01:15:41.002 --> 01:15:47.048]  We now know that Pfizer did indeed do that, and they tried to block, and now they want 75 years until it gets released.
[01:15:47.048 --> 01:15:54.334]  But the first group of that, or tranche, came out, and it was confirming everything you and others warned about over a year ago.
[01:15:54.334 --> 01:15:55.875]  We'll be right back with Dr. Lee Merritt.
[01:15:55.875 --> 01:15:56.276]  Stay with us.
[01:15:59.739 --> 01:16:07.204]  It's only been in the last 60 years that we've had satellites that can decently measure what's happening in the atmosphere.
[01:16:07.204 --> 01:16:14.309]  But if you look at all the different studies and reports about NASA and other governments and other agencies, they all disagree on what's really happening with climate.
[01:16:15.083 --> 01:16:20.625]  The only constant, the only great truth is change is the only constant.
[01:16:20.625 --> 01:16:23.406]  So yes, climate change is totally real.
[01:16:23.406 --> 01:16:30.269]  But notice first they called it global freezing back in the 70s and 80s and then it's gonna be global warming and that didn't really happen the way they wanted it to.
[01:16:30.269 --> 01:16:31.650]  Okay, now it's just climate change.
[01:16:32.310 --> 01:16:41.699]  But did you know that man-made climate change is a real thing when it comes to the United Nations and the Department of Energy and Bill Gates and the UN?
[01:16:41.699 --> 01:16:44.782]  They have weather control treaties from 1979.
[01:16:44.782 --> 01:16:48.425]  Bill Gates has been manipulating the weather for a very long time.
