[00:00:00.000 --> 00:00:13.220]   *fart* *outro*
[02:07:39.590 --> 02:07:41.791]  It's 40% off.
[02:07:42.131 --> 02:07:49.056]  Super male, super female vitality, concentrated cold press, known herbs, give you more vitality and libido and so much more.
[02:07:49.076 --> 02:07:51.097]  50% off, that's a big deal.
[02:07:51.397 --> 02:07:52.198]  Lung cleanse, 50% off.
[02:07:52.218 --> 02:08:05.432]   All And now we have our super coral whitening toothpaste that doesn't have any fillers or garbage designed by my dad, a retired dentist and oral surgeon.
[02:08:05.512 --> 02:08:06.052]  It's amazing.
[02:08:06.352 --> 02:08:09.213]  And it goes great with our activated charcoal toothpaste and mouthwash as well.
[02:08:09.793 --> 02:08:13.694]  They're both discounted at Infowarsstore.com, but you can get them for free.
[02:08:14.214 --> 02:08:18.997]  50% off as a combo at drjonesnaturals.com.
[02:08:19.077 --> 02:08:21.778]  Drjonesnaturals.com has that whole line.
[02:08:22.059 --> 02:08:22.959]  That's the line they produce.
[02:08:22.979 --> 02:08:23.659]  We just carry it.
[02:08:23.719 --> 02:08:26.741]  Even better discounts at drjonesnaturals.com.
[02:08:26.761 --> 02:08:29.283]  But all of it found at InfoWarstore.
[02:08:30.383 --> 02:08:33.005]  Hey, just shop with the good guys that keep us on air.
[02:08:33.705 --> 02:08:36.727]  We're under attack from the most sinister forces out there, as you know.
[02:08:36.747 --> 02:08:44.171]  We're willing to get set up, to go to prison, to be killed if we have to, but it's money that keeps us on air, and these are great products you already need.
[02:08:44.211 --> 02:08:55.078]  So please, make the decision to stand up against the globalists now more than ever, and one great way to do it is to get great products, shop with good guys, and fund the InfoWar at InfoWarStore.
[02:08:56.671 --> 02:09:03.336]  All right, we are joined by Nick Fuentes of NicholasJFuentes.com and AmericaFirst.live.
[02:09:03.957 --> 02:09:14.764]  And like us, he is relegated to the Phantom Zone, but he has millions of viewers and listeners over on his own platform, his own streaming site, his own software, his own servers, his own everything.
[02:09:15.425 --> 02:09:28.977]   And I wanted to get him on about Antifa a week or so ago, attacking him in New York, along with a Black Lives Matter and groups out there together and Trump supporters saying we don't like lockdowns, we don't want vaccine passports.
[02:09:29.338 --> 02:09:41.030]  Well that pissed off the anti-establishment Antifa who all over the world when governments declare martial law from Australia to Germany to the UK to Canada to New York City come out and try to attack people.
[02:09:42.411 --> 02:09:44.211]  They don't want to be under martial law.
[02:09:44.211 --> 02:09:46.690]  They are the foot soldiers of George Soros.
[02:09:46.690 --> 02:09:48.289]  They are the scum of the earth.
[02:09:48.289 --> 02:09:51.670]   And now, of course, we'll cover this first, the Rittenhouse verdict and how that ties
[02:09:51.670 --> 02:10:02.011]   into the obvious response by this game-banging, black supremacist, super dirtball BLM radical.
[02:10:02.011 --> 02:10:04.770]  I'd rather wake BLM up, and I do agree, all lives matter.
[02:10:04.770 --> 02:10:08.850]   But he was definitely brainwashed by MSNBC and all of it saying, "Go out and get the
[02:10:08.850 --> 02:10:13.449]  whites, Columbus Day or Thanksgiving is of the devil."
[02:10:14.457 --> 02:10:18.182]  Nick Fuentes to lay it out for us, a fellow thought criminal.
[02:10:18.222 --> 02:10:19.043]  Thanks for joining us, Nick.
[02:10:20.555 --> 02:10:21.958]  Well, thank you so much for having me.
[02:10:23.321 --> 02:10:26.828]  Yes, I was very disturbed by what we saw the other day in Wisconsin.
[02:10:27.409 --> 02:10:30.255]  Pure and simple, retaliation for the Kyle Rittenhouse verdict.
[02:10:30.911 --> 02:10:33.233]  And, uh, you know, I know it won't be covered that way.
[02:10:33.273 --> 02:10:39.479]  They covered very few details about that as it happened, but I think that's following, uh, what is it, Ann Coulter's law?
[02:10:39.499 --> 02:10:49.108]  That the longer that it takes for details about a perpetrator of an attack to surface, probably the more likely that they're not white, not Christian, right?
[02:10:49.128 --> 02:10:50.510]  That they're part of one of these groups.
[02:10:51.070 --> 02:11:08.397]   And so, Yeah, I think that anybody looking at this would be foolish to say, given the timing and given the location, I believe this is only about an hour from Kenosha, that this was not retaliatory for the verdict on Kyle Rittenhouse by some kind of black racial militant or something like that.
[02:11:08.417 --> 02:11:10.217]  And it's very disturbing.
[02:11:10.998 --> 02:11:14.619]  I think you're going to see a lot more of that perhaps in the coming weeks and months.
[02:11:14.659 --> 02:11:20.841]  It's all part of this racial radicalization that's been going on and accelerating for the past five years.
[02:11:21.271 --> 02:11:29.235]  Specifically, kind of virile, anti-white racial radicalization that's been going on and being perpetrated by the media.
[02:11:30.716 --> 02:11:31.876]  Well, you're definitely right about that.
[02:11:32.136 --> 02:11:35.858]  A few weeks ago, we saw a big car bomb at a church blowing up and hurting a bunch of people.
[02:11:36.519 --> 02:11:41.381]  And the guy was an Islamist who said he was going to do it for Islam, so they called him a Christian convert.
[02:11:42.261 --> 02:11:45.163]  They'll do anything to hide what's really going on.
[02:11:47.003 --> 02:11:47.784]  Absolutely, yeah.
[02:11:47.824 --> 02:12:02.593]  They just outright lie about the motivations, they lie about the perpetrator, and you mark my words, watch, this story is going to get a little bit more coverage, maybe today, maybe tomorrow, but by next week, by the end of this week, it's going to be gone.
[02:12:02.633 --> 02:12:07.516]  And that's always how it goes, you know, when it's a white guy or when it's a false flag or something like that.
[02:12:07.997 --> 02:12:10.358]  Like January 6th, we're still hearing about that.
[02:12:10.698 --> 02:12:11.599]  It goes on and on.
[02:12:11.679 --> 02:12:13.160]  It's the worst thing since 9-11.
[02:12:13.460 --> 02:12:20.645]   You see a horrible Disturbing a tragedy like this where a guy drives through a crowd of elderly people and children in a marching band.
[02:12:21.066 --> 02:12:27.330]  They'll probably cover this for 48 hours and then it's down the memory hole like everything else because it doesn't fit with the narrative.
[02:12:27.370 --> 02:12:34.354]  So, unfortunately, while that goes on, you're going to see all this crime, anti-white hatred, that persists.
[02:12:34.694 --> 02:12:35.835]  It just doesn't get covered.
[02:12:36.476 --> 02:12:43.487]   You know, and so I really I'm a little bit nervous and a little scared going into the holiday season.
[02:12:43.547 --> 02:12:46.789]  You wonder, because Thanksgiving's right around the corner, Christmas after that.
[02:12:47.349 --> 02:12:49.930]  You wonder how safe it is to go on these major cities.
[02:12:50.250 --> 02:12:59.553]  Prime is already bad enough, but now that you're seeing this politicized terror-type stuff again under Joe Biden, which we didn't really see under Trump, it's a little bit nerve-wracking.
[02:13:01.459 --> 02:13:03.343]  Well, the video's very clear.
[02:13:03.403 --> 02:13:04.304]  It's premeditated.
[02:13:05.126 --> 02:13:11.117]  He points the car, drives past the smaller crowds, finds the largest crowd, and targets the men, women, and children.
[02:13:12.193 --> 02:13:14.814]  Successfully killing five, injuring over 40.
[02:13:15.854 --> 02:13:19.176]  And just imagine if a white person would have done this.
[02:13:20.016 --> 02:13:28.639]  They would immediately go to their web history, and if they ever visited Infowars.com, which is in the top 500 sites in the world, it would have been my fault, or if they visited your site, it'd be your fault.
[02:13:29.179 --> 02:13:41.364]  But no, now you go to his social media, it's all let's kill the white people, and links to MSNBC, and all of their rhetoric about Kyle Rittenhouse being a murderous little white supremacist.
[02:13:43.709 --> 02:13:46.552]  Absolutely, and this was an hour from Kenosha.
[02:13:46.632 --> 02:13:52.117]  You know, it's amazing because I don't think there's one person in the mainstream media who's made that connection yet.
[02:13:52.478 --> 02:14:05.128]   It should be glaringly obvious because of the proximity to Kenosha and of course the timing, which is a few days that Kyle Rittenhouse got acquitted, and now you see what appears to be clearly a racially Motivated attack.
[02:14:05.168 --> 02:14:10.312]  Like you said, the perpetrator is clearly some kind of liberal or BLM radical, something like that.
[02:14:10.633 --> 02:14:15.237]  And the media won't even insinuate, make the obvious connection, which is going on here.
[02:14:15.917 --> 02:14:17.879]  And they're going to memory hole it in a couple of days.
[02:14:17.979 --> 02:14:30.030]  And you're right, if this was any kind of reversed situation, you know they'd be saying, this is just Donald Trump, this is Alex Jones, this is abusive, white nationalist, white supremacy, whatever.
[02:14:30.856 --> 02:14:32.117]  Never got to go out and do it.
[02:14:32.317 --> 02:14:32.678]  Nothing.
[02:14:32.798 --> 02:14:33.999]  You know, they don't talk about it.
[02:14:34.239 --> 02:14:38.642]  And CNN Today's running headlines, there's nothing more frightening in America than an angry white man.
[02:14:39.203 --> 02:14:41.465]  Meanwhile, it was only three citizens that died at the Capitol.
[02:14:41.505 --> 02:14:48.170]  This guy's running over men, women, and children, over children, and you'll never, I mean, like, it'll be gone in a day.
[02:14:50.132 --> 02:14:50.352]  Right.
[02:14:50.432 --> 02:14:58.385]   Well, you know what's amazing about the Capitol is, You know, that officer, Brian Sicknick, who they claimed was a police officer who died on the other side.
[02:14:58.425 --> 02:14:59.566]  That turned out not to be true.
[02:14:59.746 --> 02:15:08.355]  So, out of the whole thing that happened at the Capitol, which they say, worse than 9-11, they're still beating that drum, they still got the select committee going on.
[02:15:09.079 --> 02:15:14.966]  There were zero casualties perpetrated by the actual protesters against the police or civilians.
[02:15:15.326 --> 02:15:17.168]  Zero people killed.
[02:15:17.268 --> 02:15:23.856]  If the Capitol was an attack, quote-unquote, by white people or Trump supporters, zero people died.
[02:15:23.896 --> 02:15:26.559]  Zero people killed by the group of people that were there.
[02:15:26.859 --> 02:15:29.763]  So you can look at, like, any day in Chicago, literally.
[02:15:30.541 --> 02:15:50.532]   Any weekday weekend in Chicago, and it's more deadly than the so-called worst attack on our capitals since 1812, or 9-11, or Pearl Harbor, or whatever, and the same goes for something like this, you know, any successive terror attack, murder, Homicide just playing, you know, day in a major city is going to be more violent than that.
[02:15:50.793 --> 02:15:55.735]  And it really gets to the heart of the issue, which is what's the real threat in this country?
[02:15:55.895 --> 02:15:56.636]  I totally agree.
[02:15:56.656 --> 02:15:59.777]  Let's come back and talk about what's the real threat with Nick Fuentes straight ahead.
[02:16:00.558 --> 02:16:05.340]  Today, anyone who is awake can clearly see why Alex Jones was deplatformed.
[02:16:06.081 --> 02:16:11.684]  InfoWars was right above the target and the globalists were a year out from launching their attack.
[02:16:12.324 --> 02:16:17.487]  Three years later, and InfoWars is still thriving, thanks to the support of our audience.
[02:16:18.007 --> 02:16:23.590]  But we are now facing the fiercest battle yet, and we need you to help save InfoWars.
[02:16:24.290 --> 02:16:31.094]  The enemies entrenched within our government are breaking the justice system more than ever in their attack against Alex Jones.
[02:16:31.694 --> 02:16:35.516]  No crime, no evidence, no jury, no trial?
[02:16:35.997 --> 02:16:36.677]  We don't think so.
[02:16:37.197 --> 02:16:41.219]  They want to kill the messenger in a kangaroo trial with their new U.S.S.A.
[02:16:41.779 --> 02:16:42.699]  But we won't let them.
[02:16:43.320 --> 02:16:45.401]  Alex Jones will have his day in court.
[02:16:46.001 --> 02:16:53.204]  With your support, go to SaveInfoWars.com now and give your donation to save the First Amendment.
[02:16:54.244 --> 02:16:57.986]  SaveInfoWars.com and God bless America.
[02:17:00.206 --> 02:17:30.045]  Come and take it! (x8)
[02:17:30.045 --> 02:17:32.366]  Go ahead and try, go ahead and die!
[02:17:32.366 --> 02:17:34.366]  Come and take it!
[02:17:34.366 --> 02:17:36.925]  Welcome back to the Contour Bridge!
[02:17:09.560 --> 02:17:11.560]  Come and take it!
[02:17:11.560 --> 02:17:16.060]  Come and take it!
[02:17:16.060 --> 02:17:20.560]  Come and take it!
[02:17:20.560 --> 02:17:25.060]  Come and take it!
[02:17:25.060 --> 02:17:29.560]  Come and take it!
[02:17:29.560 --> 02:17:32.060]  Go ahead and try, go ahead and lie!
[02:17:32.060 --> 02:17:34.060]  Come and take it!
[02:17:34.060 --> 02:17:36.560]  Welcome back to the Concord Bridge!
[02:17:36.560 --> 02:17:38.560]  Don't you even try it!
[02:17:38.560 --> 02:17:40.560]  Don't you tell me!
[02:17:40.560 --> 02:17:45.560]  You can do a diet in the land of the free!
[02:17:45.560 --> 02:17:47.560]  Come and take it!
[02:17:47.560 --> 02:17:52.560]  Come and take it!
[02:17:52.560 --> 02:17:56.560]  No more kings, no tyrants!
[02:17:56.560 --> 02:17:58.560]  No more jackbootsons!
[02:17:58.560 --> 02:18:03.560]  We will unleash violence for the freedom that we love!
[02:18:03.560 --> 02:18:05.560]  Come and take it!
[02:18:06.560 --> 02:18:08.560]  I dare you!
[02:18:08.560 --> 02:18:10.560]  Come and take it!
[02:18:10.560 --> 02:18:14.560]  Come and take it!
[02:18:14.560 --> 02:18:17.560]  Good luck!
[02:18:17.560 --> 02:18:19.560]  Come and take it!
[02:18:19.560 --> 02:18:21.560]  Come and take it!
[02:18:21.560 --> 02:18:49.560]  [Guitar solo]
[02:18:49.560 --> 02:18:51.560]  Come and take it!
[02:18:51.560 --> 02:18:54.560]  Go ahead and try, go ahead and lie!
[02:18:54.560 --> 02:18:56.560]  Come and take it!
[02:18:56.560 --> 02:18:58.560]  Welcome to the Concord Bridge!
[02:18:58.560 --> 02:19:00.560]  Come and take it!
[02:19:00.560 --> 02:19:03.560]  Go ahead and try, go ahead and lie!
[02:19:03.560 --> 02:19:05.560]  Come and take it!
[02:19:05.560 --> 02:19:07.560]  [Guitar solo]
[02:19:07.560 --> 02:19:09.560]  Come and take it!
[02:19:09.560 --> 02:19:12.560]  I hate no one!
[02:19:12.560 --> 02:19:14.560]  Come and take it!
[02:19:14.560 --> 02:19:17.560]  Oh, I dare you! I dare you!
[02:19:17.560 --> 02:19:19.560]  Come and take it!
[02:19:19.560 --> 02:19:21.560]  Good luck! Good luck!
[02:19:21.560 --> 02:19:23.560]  Come and take it!
[02:19:23.594 --> 02:19:27.275]  You fuck off.
[02:19:27.616 --> 02:19:31.737]  Oh, no, no, no.
[02:19:32.097 --> 02:19:34.418]  I don't even know what this is.
[02:19:34.698 --> 02:19:36.639]  How did you get here?
[02:19:38.044 --> 02:19:40.106]  I just caught you, American!
[02:19:40.427 --> 02:19:42.509]  You visited Bandar Video!
[02:19:43.410 --> 02:19:46.674]  Oh, Mark Zuckerberg and others angry at you!
[02:19:46.974 --> 02:19:53.974]   Do what CNN says and do not visit Man.Video or I have to hurt you.
[02:19:53.974 --> 02:20:00.974]  I'm Alex Jones.
[02:20:01.974 --> 02:20:08.974]   Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:20:09.974 --> 02:20:16.974]  You can feel it. I'm Alex Jones.
[02:20:16.904 --> 02:20:20.065]  America First with Nick Fuentes.
[02:20:21.186 --> 02:20:26.607]  You can find the verboten information at AmericaFirst.live.
[02:20:28.108 --> 02:20:29.088]  I'm Alex Jones.
[02:20:30.529 --> 02:20:37.332]  And you're mainlining truth right now as we broadcast worldwide in defiance of tyranny.
[02:20:38.372 --> 02:20:40.353]  All right, Nick, I really appreciate you popping in today.
[02:20:41.113 --> 02:20:43.054]  The original reason for folks who just joined us.
[02:20:43.894 --> 02:20:52.097]  Antifa all over the U.S., all over the world attacking people that try to go out and have anti-vaccine passport demonstrations like you had in New York.
[02:20:52.717 --> 02:20:54.838]  They are such villains.
[02:20:55.238 --> 02:20:56.679]  They are such fascists.
[02:20:57.159 --> 02:20:59.100]  They are the definition of what they claim they're fighting.
[02:21:00.885 --> 02:21:03.411]  Yeah, I think the irony is pretty rich, don't you think?
[02:21:03.492 --> 02:21:09.206]  I mean, we went out there a week and a half ago or so to New York City, and we did a few protests.
[02:21:09.226 --> 02:21:10.208]  We did one outside.
[02:21:10.889 --> 02:21:15.209]   the mayor's mansion, which is in I think the Upper East Side or something.
[02:21:15.209 --> 02:21:18.889]   And we did a protest outside Pfizer headquarters, which is, of course,
[02:21:18.889 --> 02:21:22.969]   Big Pharma. I mean, these are the guys that are making the vaccine.
[02:21:22.969 --> 02:21:25.289]  These are the guys making a lot of other bad stuff, too.
[02:21:25.289 --> 02:21:29.889]   And so we go out there to New York City, which is the epicenter of tyranny,
[02:21:29.889 --> 02:21:34.969]   of the lockdown and specifically of the vaccine passport system.
[02:21:34.930 --> 02:21:43.692]  This is one of the only major cities in America that actually has a passport system where you have to get a vaccine card to enter a restaurant or a store or whatever.
[02:21:44.132 --> 02:21:46.253]  And so we're out there protesting tyranny.
[02:21:46.293 --> 02:21:50.974]  We're out there protesting what you could call fascism, what you could call, you know, whatever.
[02:21:51.274 --> 02:21:57.956]  But it is government locking everything down, forcing people to get a medical procedure and wear masks and everything like that.
[02:21:58.542 --> 02:22:01.905]  And we're met with the anti-fascist resistance.
[02:22:01.945 --> 02:22:10.271]  These people show up to the rally and they have their megaphones and a rape whistle and they're throwing eggs at us and garbage at us and all this kind of stuff.
[02:22:10.791 --> 02:22:13.113]  We're the ones protesting Big Pharma.
[02:22:13.153 --> 02:22:19.217]  We're the ones protesting the government and that makes them, I guess, the anti-fascist protesting in favor of that.
[02:22:19.737 --> 02:22:26.368]   And, you know, so there is a moment during the rally Where they're interrupting us, we're trying to get the police to separate the two groups.
[02:22:26.748 --> 02:22:30.750]  And I said, you know, you guys are out here, you're protesting for Big Pharma.
[02:22:30.790 --> 02:22:33.132]  You're out here protesting for the rich.
[02:22:33.212 --> 02:22:47.259]  I mean, even if you're not necessarily a truly anti-fascist, or anti-government, or something like that, you know, at the minimum, wouldn't you say that these people are supposed to be communist, or for the proletariat, or socialist, or anti-rich?
[02:22:47.579 --> 02:22:48.760]  And I'm like, anti-rich?
[02:22:48.980 --> 02:22:50.801]  You're out here protesting for Pfizer!
[02:22:51.510 --> 02:22:53.011]  It's one of the biggest companies in the world.
[02:22:53.031 --> 02:22:56.454]  We're out here protesting for Moderna, for Big Pharma.
[02:22:56.494 --> 02:23:03.821]  These are some of the biggest, richest, most profitable companies in the world, obviously making a killing off of the current pandemic and the vaccine.
[02:23:04.061 --> 02:23:05.762]  It's absolutely outrageous.
[02:23:06.483 --> 02:23:16.511]  And again, you've got the media attacking you guys, and a horde of idiots showing up calling themselves Antifa, and all over the world attacking people that don't want to be locked up in their houses.
[02:23:16.531 --> 02:23:18.153]  I mean, what a group of trash.
[02:23:19.716 --> 02:23:19.957]  It is.
[02:23:20.177 --> 02:23:23.024]  You have to wonder what exactly it is they're fighting for, you know?
[02:23:23.064 --> 02:23:26.814]  Other than that, they obviously clearly hate conservatives.
[02:23:27.614 --> 02:23:33.375]  ...hate white people, they hate western civilization and all of that, it really is just about politics of resentment.
[02:23:33.415 --> 02:23:49.840]  Because try to parse out what the actual ideology is, and, you know, you look at these people, like I said, you know, they claim to have these class economic motivations or an ideological motivation, and it really doesn't seem to fit with who they're out there attacking and protesting against.
[02:23:49.900 --> 02:23:50.740]  If anything, they should be...
[02:23:51.508 --> 02:24:00.494]  You know, nominally they should be on our side, at least it would make sense, but as you said earlier, the true function of Antifuzz is that they are the foot soldiers of the establishment.
[02:24:00.854 --> 02:24:11.522]  They are out there to defend Pfizer, they are out there to defend Big Pharma, and to defend the medical-industrial complex and all of that, because they're out there working for the billionaires.
[02:24:11.562 --> 02:24:22.693]   They're out there working for the establishment, and so their job is to go out, quite literally, beat up and intimidate anybody that opposes the real And notice they always wore masks before.
[02:24:22.713 --> 02:24:28.182]  So the symbol of this is the mass tyranny of the oppressors and the sheeple bowing.
[02:24:28.382 --> 02:24:30.025]  So the mask is the sign of slavery.
[02:24:31.367 --> 02:24:31.707]  It is.
[02:24:31.948 --> 02:24:32.188]  It is.
[02:24:32.268 --> 02:24:33.130]  And they wear the mask.
[02:24:33.703 --> 02:24:41.868]  You know, because they're going out there and this is supposed to, you know, protect their identity while they commit crimes, you know, ultimately to prevent legal liability.
[02:24:42.309 --> 02:24:51.495]  But there's something sort of symbolic about it too, which is to say that they, they put on the mask and they become sort of this faceless, anonymous, they're part of the collective.
[02:24:51.755 --> 02:24:54.637]  Like you said, they're part of this sort of sheep collective.
[02:24:54.697 --> 02:24:59.320]  They're out there protecting this, this formless, nameless sort of system.
[02:24:59.915 --> 02:25:02.616]  And, you know, I guess it's nice to see.
[02:25:02.896 --> 02:25:05.676]  I don't know if you saw, but we were out there and we weren't wearing masks.
[02:25:05.716 --> 02:25:10.958]  We were out there with our faces out, waving our flags with our America First hats, Trump gear, all that.
[02:25:11.358 --> 02:25:14.459]  You know, we go out, we say it loud, we say it proud, America First.
[02:25:14.819 --> 02:25:18.439]  You know, and we'll say that in Texas or in New York City.
[02:25:18.459 --> 02:25:19.300]  It doesn't matter.
[02:25:19.420 --> 02:25:21.940]  We'll do that in a friendly crowd, in a hostile crowd.
[02:25:22.400 --> 02:25:23.181]  That's the difference.
[02:25:23.281 --> 02:25:28.810]   These people, they're identity ego has already been destroyed you know and they're
[02:25:28.810 --> 02:25:32.300]   they're with the system they're with moloch and the devil and all that
[02:25:32.300 --> 02:25:37.550]   and we're out there you know what's that uh expression uh the the evil run when
[02:25:37.550 --> 02:25:43.080]   no man pursueth but the righteous are as bold as a lion yeah i think it was on display in new york
[02:25:43.080 --> 02:25:46.770]   a couple weeks ago i totally agree and i've been meaning to go to new york
[02:25:46.915 --> 02:25:50.517]  Let me know next time you're going and I'll meet you there because you're right, that's the epicenter.
[02:25:50.817 --> 02:25:52.478]  I wonder if I just go back to two years ago.
[02:25:52.619 --> 02:25:54.320]  Imagine a world living like this.
[02:25:54.940 --> 02:25:58.062]  You would think that that was a made-up science fiction dystopia, but we're here.
[02:25:58.862 --> 02:26:00.804]  Now, who were the crazy people saying it was coming?
[02:26:00.904 --> 02:26:03.685]  People like Nick and I and others who were reading globalist documents.
[02:26:04.106 --> 02:26:06.527]  We knew they were planning a UN takeover using a health scare.
[02:26:07.067 --> 02:26:10.417]   And so I wish there was a way to reach out to the left because I don't know.
[02:26:10.437 --> 02:26:12.738]  The thing is, you know, a lot of them are just knuckleheads.
[02:26:12.557 --> 02:26:16.877]   them, they see the corporations defending them, they get bailed out by billionaires
[02:26:16.877 --> 02:26:20.656]   when they attack people, but aren't they smart enough to realize they're actually destroying
[02:26:20.656 --> 02:26:21.656]  their own future?
[02:26:21.656 --> 02:26:22.656]  I don't know.
[02:26:22.656 --> 02:26:26.656]  The thing is, you know, a lot of them are just knuckleheads.
[02:26:26.656 --> 02:26:31.857]   I mean, a lot of the people in Antifa, these are just street urchins, bums.
[02:26:31.857 --> 02:26:34.616]   These are people who, generally speaking, don't really have much better to do.
[02:26:34.659 --> 02:26:36.540]  That's different than your average liberal.
[02:26:36.560 --> 02:26:37.101]  Exactly.
[02:26:37.121 --> 02:26:40.303]  They're just criminals that want an excuse to be left alone while they commit crime.
[02:26:41.363 --> 02:26:41.844]  Exactly.
[02:26:41.864 --> 02:26:44.265]  I mean, these are quite literally anarchists, you know?
[02:26:44.345 --> 02:26:49.629]  And so, excuse to burn a cop car, break windows, steal, this is what they do.
[02:26:49.989 --> 02:26:53.191]  But there are a lot of them, I'm sure, who must see the hypocrisy.
[02:26:53.231 --> 02:27:15.866]   And, you know, it's interesting, if you look at some of these left-wing Journalists or people that voted for Joe Biden, they are careful to distinguish that they, even though they do support the Democrat party line establishment and donors and all of that, they try to create this, well, we don't really support that, we don't really support Joe Biden, or we don't talk about that, we're really leftist, really progressive or something.
[02:27:16.166 --> 02:27:28.162]   And it's almost like you want to take these people and say, hey, like, at least on some level, you feel like you need to distance yourself from The president and from the corporations that back him and his party and all of that.
[02:27:28.582 --> 02:27:41.050]  Why don't you just follow that through to its logical conclusion, which is that the only people in America, maybe in the whole world, that are actually resisting tyranny, global tyranny, and like where the global power is, is right-wing people.
[02:27:41.190 --> 02:27:41.831]  And that's it.
[02:27:42.231 --> 02:27:43.352]  We're the only ones.
[02:27:43.372 --> 02:27:47.995]  I mean, you look at the Trump supporters, you look at the anti-vaxxers, anything like that.
[02:27:48.515 --> 02:27:52.718]  We're the ones that are fighting against what the media is pushing, what the government's pushing.
[02:27:53.413 --> 02:27:54.153]  Everything like that.
[02:27:54.514 --> 02:27:59.996]  And so you take your average liberal or leftist who feels like on some level something's not right.
[02:28:00.036 --> 02:28:02.937]  You know, gee, why am I supporting the party establishment?
[02:28:02.957 --> 02:28:09.460]  Why am I supporting all these interests where it's all just about cronyism and putting money around through these ridiculous spending bills?
[02:28:09.900 --> 02:28:18.244]  You know, on some level, wouldn't you think that some of them would look over to our side and say, hey, like, these are the guys that are actually fighting against the powers that be.
[02:28:18.624 --> 02:28:20.125]  To some extent, it is happening.
[02:28:20.145 --> 02:28:22.566]  You know, you see people like Naomi Walsh.
[02:28:23.812 --> 02:28:27.314]  Yeah, exactly, and Michael Tracy and others, you know, they're coming around.
[02:28:27.354 --> 02:28:29.375]  Paul C. Gabbard, do five more minutes on the other side.
[02:28:29.395 --> 02:28:37.079]  I want to ask you about the Rittenhouse case, where that's going, what you think Trump's up to, and just in general, what's going to happen with Biden.
[02:28:37.379 --> 02:28:41.842]  And then, folks, I got a bunch of big news I haven't gotten to yet, and I got to just say, great job, Glenn Beck.
[02:28:41.882 --> 02:28:46.044]  I got a clip of Glenn Beck that needs to go totally mega super viral.
[02:28:46.924 --> 02:28:50.207]  I mean, he's definitely over the target now.
[02:28:50.547 --> 02:28:51.348]  So that's coming up.
[02:28:51.408 --> 02:28:52.849]  I love to see Glenn Beck reprieved.
[02:28:53.269 --> 02:28:54.570]  We'll be right back with Nick Fuentes.
[02:28:54.389 --> 02:29:03.748]  Stay with us.
[02:29:03.938 --> 02:29:05.079]  God is waiting for you.
[02:29:05.099 --> 02:29:06.860]  Transcendence is waiting for you.
[02:29:06.940 --> 02:29:08.722]  But God is a free will God.
[02:29:08.802 --> 02:29:10.243]  You've got to reach out with your hands.
[02:29:11.616 --> 02:29:14.859]  Like a child of their father or mother and say, save me, help me.
[02:29:15.299 --> 02:29:16.120]  I choose good.
[02:29:16.340 --> 02:29:19.602]  I choose to be part of eternity and completion.
[02:29:20.944 --> 02:29:22.925]  And God will reach down to you.
[02:29:22.985 --> 02:29:24.006]  It isn't about things.
[02:29:24.086 --> 02:29:24.967]  It isn't about these bodies.
[02:29:25.607 --> 02:29:27.129]  It's about the choice we make.
[02:29:27.149 --> 02:29:33.314]  And it's about understanding how the evil one confuses and manipulates us so that we never discover this truth.
[02:29:34.184 --> 02:29:39.488]  But we have discovered this truth, and we have brought it to another level of understanding.
[02:29:40.168 --> 02:29:43.130]  The fight against this tyranny starts at ResetWars.com.
[02:29:43.190 --> 02:29:46.512]  The victory against this evil begins at ResetWars.com.
[02:29:46.552 --> 02:29:47.593]  The rest is up to you.
[02:29:47.633 --> 02:29:48.874]  You've got to choose to take action.
[02:29:48.733 --> 02:29:50.733]  ResetWars.com.
[02:29:50.733 --> 02:29:57.652]   I don't worship nature like the animus or the Wiccans or all the leftists, but I understand that it is a conduit
[02:29:57.652 --> 02:30:00.652]  and a connection to God and that we resonate with it.
[02:30:00.652 --> 02:30:05.752]   But if you look at the left, they're all embracing the Pfizer shots, the Moderna shots.
[02:30:06.726 --> 02:30:15.309]  They're all embracing transhumanism, while at the same time claiming that they're so in line with the Earth, and so in line with creation.
[02:30:16.380 --> 02:30:27.870]  But they worship the creation and thus worship themselves instead of understanding there's the divine transcendence of reaching out into God's wider plan and either getting with that natural program or rebelling against it, which is sin.
[02:30:28.751 --> 02:30:33.315]  I don't say that from some pharisaical, hypocritical, high-on-the-mountain statement.
[02:30:33.335 --> 02:30:36.598]  I mean, I say that from deep research and understanding of how this really works.
[02:30:37.359 --> 02:30:38.580]  There's really only two ways to go.
[02:30:38.660 --> 02:30:43.204]  Choose God, God's plan, or choose those that are working against the plan's operation.
[02:30:43.888 --> 02:30:46.949]  They've got a lot of excuses and a lot of reasons that you ought to join them.
[02:30:46.969 --> 02:30:48.970]  At the end of the day, it's about enslavement.
[02:30:49.410 --> 02:30:50.751]  It's about turning over your will to them.
[02:30:51.111 --> 02:30:52.171]  And you will be betrayed.
[02:30:52.211 --> 02:30:52.952]  You will be destroyed.
[02:30:53.272 --> 02:30:54.292]  You look at the servants of evil.
[02:30:54.352 --> 02:30:56.553]  They are really a pathetic, hateful lot.
[02:30:56.673 --> 02:30:57.994]  So angry they chose wrong.
[02:30:58.334 --> 02:31:01.315]  They're trying to claw as many good souls with them as they can.
