[00:00:15.418 --> 00:00:16.179]  Info Wars.
[00:46:24.056 --> 00:46:25.216]  But, wow!
[00:46:26.077 --> 00:46:30.400]  That is Prince Philip at birth.
[00:46:30.420 --> 00:46:31.280]  That was taken second.
[00:46:31.300 --> 00:46:33.442]  You can see those little hands covering his eyes.
[00:46:33.482 --> 00:46:37.704]  It was so bright, so bright under those lights there in the maternity ward.
[00:46:37.784 --> 00:46:40.126]  I guess he was born in Greece.
[00:46:41.735 --> 00:46:42.295]  King of Greece.
[00:46:42.936 --> 00:46:45.037]  But there it is, ladies and gentlemen.
[00:46:45.817 --> 00:46:47.718]  What a little sweetie pie.
[00:46:47.839 --> 00:46:48.719]  What a cutie cake.
[00:46:49.640 --> 00:46:50.820]  And don't be mean.
[00:46:50.920 --> 00:46:53.502]  I mean, if you notice any anomalies or anything, it's not a big deal.
[00:46:53.542 --> 00:47:08.891]  It's an actual photo of His Royal Highness, the Duke of Edinburgh, Prince Philip, consort to Queen Elizabeth II of Britannia, Saxe-Coburg, Gotham-on-Baton of the House of Dragon!
[00:47:10.629 --> 00:47:13.411]  How dare you say he's a vampiric-looking individual?
[00:47:14.372 --> 00:47:15.012]  Actual?
[00:47:15.032 --> 00:47:16.934]  There you go.
[00:47:17.274 --> 00:47:17.734]  Exactly.
[00:47:18.575 --> 00:47:19.295]  Actual photos.
[00:47:19.335 --> 00:47:20.656]  We're having a little fun here.
[00:47:20.977 --> 00:47:22.618]  Let me actually tell you what this is.
[00:47:22.678 --> 00:47:23.439]  Overhead shot, please.
[00:47:24.039 --> 00:47:27.161]  This is what a baby bat in the womb looks like.
[00:47:28.042 --> 00:47:29.843]  And the left is all cooing over how cute it is.
[00:47:29.863 --> 00:47:31.625]  If it was a human baby, they'd want to kill it.
[00:47:32.423 --> 00:47:33.324]  So there's the whole joke.
[00:47:33.344 --> 00:47:40.108]  There's the direct line of Count Dracula, who wasn't really a vampire, though he did... His descendants actually bathed in blood and drank blood.
[00:47:40.588 --> 00:47:42.169]  I think one of his granddaughters did, famously.
[00:47:42.189 --> 00:47:45.831]  But he would put people on poles.
[00:47:45.911 --> 00:47:46.812]  It was Vlad the Impaler.
[00:47:47.252 --> 00:47:49.414]  So I decided to make the little joke out of that.
[00:47:49.814 --> 00:47:51.035]  So that's called satire.
[00:47:51.115 --> 00:47:58.379]  Snopes will probably edit the video, or the Southern Primary Law Center or something, and say, oh yeah, there's Prince Philip with the Nazis.
[00:48:01.305 --> 00:48:03.127]  But that's okay, because Tim Cook's gay.
[00:48:03.947 --> 00:48:10.713]  And of course his son, Prince Charles, hangs out with Jimmy Savella, the highest level security clearance, who ran sex dungeons with kidnapped children.
[00:48:10.993 --> 00:48:13.375]  They'd lay out plastic, and then slit their throats.
[00:48:13.555 --> 00:48:14.596]  I mean, not Prince Charles.
[00:48:15.017 --> 00:48:18.560]  He never got implicated in that, just his private sex butler.
[00:48:19.540 --> 00:48:20.441]  So, there it is.
[00:48:20.481 --> 00:48:22.263]  But hey, he's royalty, so let's not talk about it.
[00:48:22.603 --> 00:48:27.826]  And again, they had that whole Meghan Merkle thing, and Prince Harry is not from the royal line.
[00:48:29.107 --> 00:48:31.748]  Princess Diana had sex with the head of the guards, that's well known.
[00:48:32.308 --> 00:48:32.929]  And then that's it.
[00:48:33.009 --> 00:48:35.730]  And so they put them in there the whole time, this political correct deal.
[00:48:36.091 --> 00:48:38.072]  Everybody's sick of it to make the girls look good.
[00:48:38.372 --> 00:48:39.092]  That's all that is.
[00:48:39.112 --> 00:48:45.536]  But they're getting down to real racism, real elitism, real globalism, real blood of children being transfused into them.
[00:48:45.556 --> 00:48:46.396]  That's all confirmed.
[00:48:46.716 --> 00:48:48.417]  I'll tell you that 20 years ago, now it's mainstream news.
[00:48:48.878 --> 00:48:50.318]  That's what we're talking about.
[00:48:50.338 --> 00:48:50.378]  So.
[00:48:52.895 --> 00:48:53.455]  Did you know?
[00:48:54.456 --> 00:48:59.978]  Oh my gosh, photos of the newborn Prince Philip released 99 years ago today.
[00:48:59.998 --> 00:49:02.099]  Wow, isn't that sweet?
[00:49:02.399 --> 00:49:02.959]  We'll be right back.
[00:49:02.979 --> 00:49:12.404]  When I grow up, I want to be a rock star!
[00:49:14.344 --> 00:49:18.346]  When I grow up, I want to be free of the New World Order!
[00:49:19.347 --> 00:49:19.847]  Woo!
[00:49:22.645 --> 00:49:29.450]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:49:32.612 --> 00:49:38.636]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:49:39.036 --> 00:49:41.378]  You're listening to Alex Jones.
[00:49:51.755 --> 00:50:02.599]  The New Atlantis is our republic, and it might have gotten taken over by groups and organizations that wanted to scuttle that, but America is the escape pod.
[00:50:03.419 --> 00:50:13.163]  And that's why you see such a fight to bring our beautiful republic and our great idea down, but the New World Order will fail in the end, because their globalism is the false globalism.
[00:50:13.443 --> 00:50:19.345]  There will be a real globalism of humanity united under God, and that is coming on the other side of this fight.
[00:50:21.550 --> 00:50:24.993]  We're coming to your town because we're an American band.
[00:50:25.093 --> 00:50:26.835]  All right, Alex Jones here, your host.
[00:50:28.397 --> 00:50:34.983]  I want to give the number out in this segment to start taking calls next segment on anything I've covered.
[00:50:36.064 --> 00:50:38.426]  All I ask today is it be first time callers.
[00:50:39.326 --> 00:50:45.787]  You want to get into the open borders, the FBI saying, hey, we just let smugglers bring kids in, give them to people with no records.
[00:50:46.207 --> 00:50:48.088]  We exclusively aired yesterday.
[00:50:48.128 --> 00:50:50.048]  In fact, I've got my yesterday clip.
[00:50:50.068 --> 00:50:54.789]  I might play this here on the big show because we're on hundreds of stations right now.
[00:50:54.849 --> 00:50:58.750]  Witnesses told us inside a man was saying, I want that woman, I want that woman, I want this woman.
[00:50:59.530 --> 00:51:04.191]  We had a law enforcement lady undercover in there, local law enforcement.
[00:51:05.592 --> 00:51:06.312]  I'll just leave it at that.
[00:51:07.293 --> 00:51:09.293]  And we've been sent there by the Border Patrol sources.
[00:51:10.754 --> 00:51:13.135]  And we met with the highest levels of law enforcement in the area.
[00:51:13.315 --> 00:51:15.575]  So when the media tries to spin, oh, this is all fake.
[00:51:15.615 --> 00:51:16.056]  Yeah, right.
[00:51:16.416 --> 00:51:17.336]  Yeah, you wish it was fake.
[00:51:19.857 --> 00:51:24.999]  We learned that men were inside that had come down and given money to the quote, Catholic charity.
[00:51:25.899 --> 00:51:27.219]  That's about as Catholic as a $3 bill.
[00:51:27.239 --> 00:51:30.040]  It's as phony as a $3 bill.
[00:51:30.060 --> 00:51:30.120]  And
[00:51:34.349 --> 00:51:37.991]  They were picking these women and children up, and they wanted women that didn't have men with them.
[00:51:39.912 --> 00:51:44.314]  For labor, and to teach them the way of God the way they were going to teach them.
[00:51:45.835 --> 00:51:50.878]  And let me tell you, the creep factor on this is, out of a 1 out of a 10, it's about an 11.
[00:51:51.997 --> 00:51:54.380]  To quote your spinal tap stuff right there.
[00:51:54.940 --> 00:51:57.383]  So this, this is the complete collapse of the border.
[00:51:57.423 --> 00:51:58.123]  Totally insane.
[00:51:58.424 --> 00:52:03.148]  I'm going to actually play a clip of that last segment of this hour, but here's the toll free number to join us.
[00:52:03.168 --> 00:52:03.809]  877-789-2539.
[00:52:03.829 --> 00:52:03.889]  877-789-2539.
[00:52:03.909 --> 00:52:03.929]  877-789.
[00:52:03.969 --> 00:52:04.069]  Alex.
[00:52:12.978 --> 00:52:13.898]  And if you're outside the U.S.
[00:52:13.958 --> 00:52:18.199]  and your toll-free number doesn't work for you, 512-646-1776.
[00:52:18.439 --> 00:52:23.041]  The country code, 512-646-1776.
[00:52:23.801 --> 00:52:25.821]  And we're still here in defiance of the globalists.
[00:52:27.122 --> 00:52:30.003]  Still on air fighting, ladies and gentlemen, thanks to you.
[00:52:31.143 --> 00:52:39.285]  So I want to take your calls on all of these issues, and I really look forward to doing that.
[00:52:42.176 --> 00:52:46.059]  One thing I didn't get to with the, it's not even the ADL now.
[00:52:46.360 --> 00:52:50.923]  I mean, the ADL was not as bad under Abe Foxman.
[00:52:50.964 --> 00:52:57.289]  It's much worse under the new guy, because he's actually an Obama, works for Obama directly, which is basically a jihadi.
[00:52:57.329 --> 00:53:02.193]  So now it's like a jihadi worship, open border worship, actually anti-Israel facility.
[00:53:04.795 --> 00:53:06.336]  Again, I'm not even against Israel.
[00:53:06.356 --> 00:53:07.237]  That's what I'm saying here.
[00:53:07.918 --> 00:53:10.320]  I believe people have a right to a homeland.
[00:53:12.318 --> 00:53:19.547]  But if you go look at what the ADL does today, the ADL actually now wants a two-state solution.
[00:53:20.027 --> 00:53:31.662]  That's older ADL doctrine when they said you can't have replacement migration in Israel because if you bring in a majority of people from outside, especially Muslims, they'll overthrow us and kick us out, which of course is true.
[00:53:34.360 --> 00:53:38.143]  I mean, we could bring in all these people from Latin America and teach them how to be Americans.
[00:53:38.163 --> 00:53:38.944]  They'd make great people.
[00:53:38.964 --> 00:53:39.485]  They're awesome.
[00:53:39.785 --> 00:53:41.086]  Hell, most people I know, they're listeners.
[00:53:41.146 --> 00:53:45.590]  I go to events, half of them are people that came here legally from all over the world, but a lot of them are Latin American.
[00:53:45.610 --> 00:53:50.434]  They're great people, but they came here legally because they wanted to get away from communism, not come here and become it again.
[00:53:52.536 --> 00:54:00.564]  So, that's why I never really attack the ADL or groups because it's different factions and it just, it feeds into what they want.
[00:54:01.420 --> 00:54:03.121]  At the left is infighting.
[00:54:03.141 --> 00:54:06.882]  But at a certain point, it's just too much.
[00:54:08.402 --> 00:54:14.664]  Because Tucker Carlson reads from the official Democratic Party doctrine, he's now a Nazi?
[00:54:15.085 --> 00:54:16.665]  How dare you?
[00:54:18.146 --> 00:54:20.346]  Tucker Carlson's family fought the Nazis.
[00:54:20.386 --> 00:54:21.567]  My family fought the Nazis.
[00:54:21.807 --> 00:54:22.627]  How dare you?
[00:54:22.647 --> 00:54:27.369]  How dare you come here when we saved you and do this to us?
[00:54:27.729 --> 00:54:28.389]  How dare you?
[00:54:31.203 --> 00:54:33.284]  If you have any decency, you'll cease and desist.
[00:54:33.344 --> 00:54:34.064]  It's disgusting!
[00:54:34.084 --> 00:54:42.828]  I actually know about Tucker Carlson's family and what they've done for this country.
[00:54:45.209 --> 00:54:46.430]  People that know that stuff know that stuff.
[00:54:46.650 --> 00:54:48.230]  You don't know anything about it.
[00:54:49.671 --> 00:54:51.252]  How dare you?
[00:54:53.213 --> 00:54:53.793]  Disgusting.
[00:54:55.414 --> 00:54:56.094]  We can talk about that.
[00:54:58.899 --> 00:55:01.722]  But let's hit this right now before we go to break and come back with your calls.
[00:55:03.844 --> 00:55:07.408]  And I'm just going to have time to read you the stack, because it's like 50 articles.
[00:55:07.488 --> 00:55:08.430]  Now get ready for this.
[00:55:08.450 --> 00:55:09.691]  You've got to go check these out for yourself.
[00:55:11.273 --> 00:55:13.295]  Before I hit these, I thought I would just read this.
[00:55:13.455 --> 00:55:16.839]  Billionaire Club in bid to curb overpopulation.
[00:55:20.674 --> 00:55:28.800]  This is over 10 years ago in the Times of London saying that Bill Gates and others met in secret to discuss world government to carry out depopulation.
[00:55:30.421 --> 00:55:34.644]  Right here at the end they talk about the world government they are forming.
[00:55:37.386 --> 00:55:38.326]  Let us continue.
[00:55:40.568 --> 00:55:41.268]  The island of St.
[00:55:41.328 --> 00:55:45.832]  Vincent is holding everyone hostage so they take vaccines saying you can't leave with a volcano going off.
[00:55:46.672 --> 00:55:47.473]  Total tyranny.
[00:55:49.099 --> 00:55:54.061]  Only vaccinated people can be evacuated from Ireland to escape volcano, says Prime Minister, Infowars.com.
[00:55:55.022 --> 00:55:58.824]  One in four Brits will refuse to go to pubs or restaurants if they have to show a vaccine passport.
[00:55:59.004 --> 00:56:00.725]  That's fine, next we'll be able to shop at a grocery store.
[00:56:00.905 --> 00:56:01.605]  This is a takeover.
[00:56:03.326 --> 00:56:06.408]  When police start raiding our churches, you know the revolution has begun.
[00:56:06.668 --> 00:56:11.850]  They are SWAT teaming churches all over Canada, all over Australia, all over England, but everything else can stay open.
[00:56:11.910 --> 00:56:13.051]  This is total communism.
[00:56:15.182 --> 00:56:17.523]  Big report at Band.video that just got posted.
[00:56:17.883 --> 00:56:20.404]  Bill Gates admits to human depopulation program.
[00:56:20.724 --> 00:56:21.884]  See the monster for yourself.
[00:56:24.245 --> 00:56:29.166]  Supreme Court rules against Governor Newsom's limits on in-home religious gatherings.
[00:56:29.486 --> 00:56:31.507]  Yeah, they want Soviet-style even banning those.
[00:56:33.067 --> 00:56:38.729]  Human rights lawyer goes off on California Board of Education for wanting to secretly vaccinate children without telling their parents.
[00:56:39.109 --> 00:56:39.589]  Huge video.
[00:56:39.609 --> 00:56:40.970]  We'll play it at the start of the next segment.
[00:56:42.830 --> 00:56:44.691]  Just call her a Nazi and have her taken away.
[00:56:46.957 --> 00:56:51.641]  COVID vaccine clinic at Dick's Sporting Goods cancelled after many sent to the hospital sick.
[00:56:52.922 --> 00:56:53.443]  Collapsing.
[00:56:54.504 --> 00:56:55.625]  But they say that's just part of it.
[00:56:55.665 --> 00:56:56.386]  It's normal.
[00:56:56.786 --> 00:57:04.953]  It's also normal, like, Maros Marvin Hagler and Hank Aaron and now DMX all dying.
[00:57:06.575 --> 00:57:06.815]  Nearly 40%
[00:57:09.936 --> 00:57:12.757]  Nearly 40% of Marines have declined COVID-19 vaccines.
[00:57:12.837 --> 00:57:14.237]  Actually, read the number.
[00:57:14.898 --> 00:57:16.718]  The vast majority have actually refused.
[00:57:17.158 --> 00:57:18.259]  They're just spinning the numbers.
[00:57:18.279 --> 00:57:19.259]  You gotta go read it for yourself.
[00:57:22.040 --> 00:57:25.701]  Again, report rapper DMX received COVID jab before suffering fatal heart attack.
[00:57:27.341 --> 00:57:27.981]  Brzezinski!
[00:57:28.961 --> 00:57:32.662]  It's infinitely easier to kill a million people, including Americans, than it is to control them.
[00:57:33.583 --> 00:57:34.463]  That's the adopted plan.
[00:57:35.563 --> 00:57:40.565]  Real-world Israeli study shows South African variant can break through Pfizer vaccine.
[00:57:40.765 --> 00:57:42.166]  That's what all the scientists said a year ago.
[00:57:42.386 --> 00:57:46.668]  You can't have one for the common cold because it always mutates, and that's what COVID's based on.
[00:57:47.249 --> 00:57:50.910]  All a fraud, but oh, now you gotta have a shot for every new variant every few weeks.
[00:57:53.011 --> 00:57:56.593]  You shall still be wearing a mask even if you got the COVID-19 vaccine.
[00:57:56.873 --> 00:57:57.553]  Here's why.
[00:57:57.633 --> 00:57:58.874]  See, never take the mask off.
[00:58:00.755 --> 00:58:04.317]  Once they get you in the trap, they never let you out of the trap.
[00:58:05.592 --> 00:58:08.916]  Now they're trying to say children are all these bug monsters.
[00:58:08.956 --> 00:58:09.938]  They've all got to wear masks.
[00:58:10.198 --> 00:58:11.499]  They've all got to take shots forever.
[00:58:11.840 --> 00:58:12.781]  Oh, the cult never ends.
[00:58:12.801 --> 00:58:16.205]  You know, all the studies show if you're not in contact with people, you have no immune system, they get sicker.
[00:58:16.766 --> 00:58:18.969]  They're teaching us we're all dirty, we're all bad for depopulation.
[00:58:21.050 --> 00:58:30.316]  Spahr's plan 2025-2028, page 64 said, oh there's going to be neurological disorders from the vaccine, but we'll just claim it's a new virus doing it.
[00:58:30.816 --> 00:58:32.037]  Well now, here it is.
[00:58:32.177 --> 00:58:37.500]  One in three COVID survivors develop neurological or psychotic problems within six months.
[00:58:37.660 --> 00:58:38.961]  Yeah, because they've taken the vaccine.
[00:58:39.401 --> 00:58:42.563]  That's in the studies it does all of that.
[00:58:42.943 --> 00:58:43.864]  That's just some of the news.
[00:58:43.944 --> 00:58:46.225]  I'm Alex Jones with InfoWars.com.
[00:58:46.265 --> 00:58:47.666]  The globalists have made their move.
[00:58:48.006 --> 00:58:51.188]  The designed, great reset collapse of society is now.
[00:58:51.208 --> 00:58:54.330]  Doesn't matter if you're black, white, Christian, Jewish, old, young, Muslim.
[00:58:54.511 --> 00:58:55.731]  You're all under globalist attack.
[00:58:56.232 --> 00:58:57.592]  That's why they're dividing and conquering us.
[00:58:57.652 --> 00:58:58.193]  Come together.
[00:59:08.497 --> 00:59:12.820]  The answer to 1984 is 1776.
[00:59:13.501 --> 00:59:16.182]  You're listening to the Alex Jones Show.
[00:59:19.004 --> 00:59:19.645]  All right, folks.
[00:59:19.745 --> 00:59:23.968]  Lee Dundas is a constitutional lawyer out in California.
[00:59:24.008 --> 00:59:29.311]  She was at an Orange County event where they're talking about inoculating children without parental consent and more.
[00:59:29.671 --> 00:59:32.854]  She points out it's not a vaccine, it's gene therapy, and it violates law.
[00:59:33.174 --> 00:59:34.255]  This is not an approved vaccine.
[00:59:34.275 --> 00:59:35.996]  That's why they can't order the military to take it.
[00:59:36.650 --> 00:59:38.432]  Yeah, and they can't order you to take any vaccine.
[00:59:38.793 --> 00:59:40.235]  But it's all pure intimidation.
[00:59:40.295 --> 00:59:44.541]  And then, during the break, I go, let me go to InfoWars.com.
[00:59:44.581 --> 00:59:46.343]  I haven't checked my own site in about 15 minutes.
[00:59:47.405 --> 00:59:47.805]  Boom!
[00:59:48.026 --> 00:59:50.128]  You know that big church in Canada?
[00:59:51.178 --> 00:59:56.783]  Alberta, Canada, that they put the fence up around because they refuse to stay closed, but Walmart stays open down the street.
[00:59:57.384 --> 00:59:58.645]  It's all the left, see what they can do?
[00:59:59.105 --> 01:00:03.689]  They attacked it with 200 armed police in riot gear, like out of Tiananmen Square.
[01:00:04.150 --> 01:00:05.891]  And I'm watching, we're getting the clubs right now.
[01:00:06.212 --> 01:00:07.313]  We'll have it next segment for you.
[01:00:07.333 --> 01:00:10.616]  I'm going to take some calls too, but here's the footage out of Orange County.
[01:00:11.394 --> 01:00:12.774]  Lee Dundas, Human Rights Attorney.
[01:00:12.914 --> 01:00:29.180]  Late last week, I am informed a meeting occurred between Orange County Health Officer Dr. Clayton Schell and Orange County Board of Education Superintendent Al Mahars, during which time they apparently tried to find a way to, quote, sidestep and entirely remove informed parental consent for the COVID vaccine and also turn Orange County school campuses into vaccination centers.
[01:00:29.560 --> 01:00:40.323]  The COVID-19 vaccine is an experimental medical protocol authorized under the Emergency Use Authorization Act, and as such, you cannot mandate it for anyone, nor can you sidestep informed consent.
[01:00:40.623 --> 01:00:50.929]  There is a reason that kids cannot smoke, drive, drink, have sex, vote, or die for this country, and it is because the law says they lack the capacity to understand those decisions, and that applies here more than ever.
[01:00:51.349 --> 01:00:52.970]  Hear me loud and hear me well.
[01:00:53.270 --> 01:01:09.360]  We will not be morphing our school campuses into COVID vaccine centers for delivery of an experimental medical protocol that killed every damned ferret in the last animal study they did, until such time they had to abandon that study, and then, and then they didn't even do the study this time around, because we are the study.
[01:01:10.060 --> 01:01:17.607]  The last time humans launched a plan like this to conduct experimental medical protocols on vulnerable populations was in Joseph Mengele's direction.
[01:01:17.647 --> 01:01:20.950]  He was an MD known as the Angel of Death, okay?
[01:01:21.250 --> 01:01:33.281]  And he was part of the SS and in 1943 he was assigned to Auschwitz where he saw an opportunity to conduct gene research, quote, focused primarily on children with no regard for the health or safety of the victims.
[01:01:33.681 --> 01:01:35.243]  This is off the internet, you can Google it.
[01:01:35.723 --> 01:01:37.064]  You know what else is gene research?
[01:01:37.324 --> 01:01:40.386]  Experimental COVID vaccines with the trans gene inside of it.
[01:01:40.626 --> 01:01:43.969]  If you don't believe me, go pull the EUA application for the J&J shot.
[01:01:44.589 --> 01:01:48.052]  I come from a long line of Eastern Europeans, Hungarians, and Romanian groups.
[01:01:48.352 --> 01:01:53.395]  Groups that fled the persecution of the Red Terror communist death squads in the early 1900s.
[01:01:53.716 --> 01:02:00.460]  And those of us who didn't make it to America ended up facing the Nazi death squads in the lesser-known Holocaust that was the Romani Holocaust.
[01:02:00.841 --> 01:02:03.522]  There is a reason my daughter is named Katia.
[01:02:04.583 --> 01:02:11.490]  Her Romani great-grandmother was Katarina Choma, and I, for one, have not forgotten the lessons of our history.
[01:02:11.770 --> 01:02:15.774]  The Third Reich did not end with experiments on children, nor when those children died.
[01:02:16.054 --> 01:02:24.683]  The Third Reich ended in 1946, when we put the doctors who committed these human experiments on trial in Nuremberg, and then we put them to death.
[01:02:25.063 --> 01:02:29.885]  It ended with the adoption of the Nuremberg Code, so we would never repeat the sins of history.
[01:02:30.225 --> 01:02:34.626]  And it states, and I quote, the voluntary consent of this human subject is absolutely essential.
[01:02:35.007 --> 01:02:38.428]  Dr. Chow and Dr. Maharish, you are hereby on notice.
[01:02:38.708 --> 01:02:49.672]  Last week, you appear to have knowingly hatched a plan to sidestep and or violate international, federal, and state law, not just the Nuremberg Informed Consent Language, but also the Black Letter Law of the EUA.
[01:02:50.012 --> 01:02:58.841]  As well as California state law which punishes, and I quote, the willful failure to obtain a subject's informed consent by imprisonment in county jail for one year or the imposition of a $50,000 fine or both.
[01:03:01.397 --> 01:03:22.605]  Through the planned insertion of experimental gene-altering protocols onto the very children, you were elected and charged with protecting, and tonight we are asking the Board of Education for an immediate letter of censure to these individuals, and if they don't resign, for an immediate notice of termination, and that letter also needs to go to the professional boards because they have no business being in these positions.
[01:03:22.985 --> 01:03:29.168]  So help me God, the people of Orange County will hold this policy to account.
[01:03:30.239 --> 01:03:34.163]  Okay, I want to get her on as a guest, probably a talk show host.
[01:03:34.243 --> 01:03:36.526]  I mean, I love my wife, but I may have to marry her.
[01:03:36.886 --> 01:03:38.688]  My spirit animal wife is that lady.
[01:03:39.589 --> 01:03:41.151]  Wow, that's the spirit we need.
[01:03:41.171 --> 01:03:42.272]  I love it.
[01:03:42.593 --> 01:03:43.033]  I love it.
[01:03:43.093 --> 01:03:47.058]  And she had three minutes to talk and she blasted them with pure truth.
[01:03:48.223 --> 01:03:51.265]  Hey, Owen Schroeder does a great job and he works so many hours.
[01:03:51.365 --> 01:03:52.445]  He's going on the border tomorrow.
[01:03:53.306 --> 01:03:55.707]  And he was going to be hosting remotely today.
[01:03:56.187 --> 01:03:57.668]  I'm going to give him the day off.
[01:03:57.708 --> 01:03:58.368]  He deserves it.
[01:03:58.788 --> 01:04:01.410]  You're going to get four hours of Alex Jones tonight on Sunday.
[01:04:01.810 --> 01:04:04.891]  I'm hosting hour number three and hour number four.
[01:04:04.911 --> 01:04:07.213]  And there's only six minutes of ads an hour then.
[01:04:07.573 --> 01:04:08.873]  We just have ads for local stations.
[01:04:09.154 --> 01:04:13.556]  So Sunday Live is going to be hosted by yours truly tonight.
[01:04:14.594 --> 01:04:15.735]  So look for that.
[01:04:15.755 --> 01:04:19.058]  I know Patrick Howley was scheduled to be on with a guest, so they want to come on second hour.
[01:04:19.078 --> 01:04:30.707]  I'm happy to talk to those guys as well, but I see these loaded lines with Lissa and Ken and Andrew and Willard and Lucy and Matt and Elizabeth and Kevin and Kevin and Corey and Troy.
[01:04:31.227 --> 01:04:33.289]  I'm going to your calls on the other side.
[01:04:34.510 --> 01:04:37.932]  And we'll probably get to all these this hour in the next two segments, but if we don't, it's okay.
[01:04:39.874 --> 01:04:43.477]  Because Tim Cook runs death camps, so that's all coming up.
[01:04:45.046 --> 01:04:55.191]  Today, we're going to ask the ADL and Southern Poverty Law Center and Democratic Party, why do you help Apple and others run death camps while you tell us if we love the Second Amendment or America or low taxes?
[01:04:55.211 --> 01:04:55.812]  We're Nazis!
[01:04:56.072 --> 01:04:57.612]  We're sick of being called that, man!
[01:04:57.632 --> 01:05:01.835]  And I've got all the footage of Antifa burning more police stations down.
[01:05:02.175 --> 01:05:02.915]  Did you know now?
[01:05:05.036 --> 01:05:09.879]  Did you know now that it'd be okay if Hitler killed all those people if he was gay?
[01:05:11.027 --> 01:05:12.188]  I don't care if you're gay, actually.
[01:05:12.849 --> 01:05:16.732]  My point is, is that Tim Cook's gay, and they go, well, it's okay, everyone's death camps in China.
[01:05:16.752 --> 01:05:17.392]  I mean, he's gay.
[01:05:17.432 --> 01:05:19.474]  I mean, he rides a bicycle to work.
[01:05:19.534 --> 01:05:21.155]  I mean, it's like Pete Buttigieg.
[01:05:21.535 --> 01:05:26.319]  I mean, it's not to me, it's not some feat that Pete's, you know, he's got boyfriends.
[01:05:26.419 --> 01:05:28.721]  Oh, wow, that's so impressive, Pete.
[01:05:29.382 --> 01:05:30.583]  And what else do you do?
[01:05:30.603 --> 01:05:32.504]  Do you stay on your head?
[01:05:33.685 --> 01:05:36.768]  But then he gets on his bike and stages all of that.
[01:05:38.362 --> 01:05:41.768]  And rides one block to the White House saying he rode in 10 miles.
[01:05:42.069 --> 01:05:43.090]  He's a fraud!
[01:05:44.353 --> 01:05:48.039]  And that's why I don't like Tim Cook or Pete Bootyjudge or any of these people.
[01:05:48.059 --> 01:05:48.760]  We're going to go to break.
[01:05:48.800 --> 01:05:50.103]  Come right back to your phone calls.
[01:05:50.163 --> 01:05:51.205]  Let me just throw this out there.
[01:05:52.602 --> 01:06:00.365]  We had 2,000 in-game, a little bit for Global Enslavement, but I'd even forgotten we had three-hour documentary film made 14 years ago.
[01:06:00.686 --> 01:06:04.187]  Evergreen exposes the whole globalist Great Reset depopulation.
[01:06:04.527 --> 01:06:05.848]  I mentioned we only had 2,000.
[01:06:05.888 --> 01:06:07.008]  They all sold in one day.
[01:06:07.929 --> 01:06:09.910]  So I ordered 20,000 a month ago.
[01:06:09.970 --> 01:06:12.851]  They came in Friday on an 18-wheeler from Chicago.
[01:06:13.111 --> 01:06:18.614]  The levy broke from Chicago, and in came all those DVDs, and I'm selling them for $14.95 for one, $9.95
[01:06:23.035 --> 01:06:24.996]  For two, $8.95 for three.
[01:06:25.036 --> 01:06:27.577]  If you buy five, they're $5.95 a piece.
[01:06:27.597 --> 01:06:30.838]  And when you buy 10, they're $3.95 a piece.
[01:06:30.858 --> 01:06:31.138]  That's 74% off.
[01:06:41.164 --> 01:06:46.507]  In the age of censorship, and this thing was number one on Amazon until they took it down, have the hard copy.
[01:06:46.527 --> 01:06:50.349]  It has a zero country code on it, meaning anybody can make copies anywhere in the world.
[01:06:50.750 --> 01:06:56.113]  So if you're in Australia, it's worth it to jump in the hoops to order 10 of these, get them into your country and make copies and wake them up.
[01:06:56.313 --> 01:06:58.694]  Because people watch this now, they were freaked out.
[01:06:58.714 --> 01:07:00.816]  This was number one on Amazon 14 years ago.
[01:07:01.356 --> 01:07:06.539]  We sold 300,000 copies of this on Amazon alone when it came out 14 years ago.
[01:07:06.579 --> 01:07:07.840]  I helped fund the operation with this.
[01:07:10.137 --> 01:07:11.661]  I'll sell them for 19 bucks then.
[01:07:12.805 --> 01:07:18.280]  I'm selling them basically right at almost cost for you at InfoWareStore.com when you get a 10-pack.
[01:07:19.244 --> 01:07:19.844]  But get one.
[01:07:20.085 --> 01:07:20.705]  Make copies of it.
[01:07:20.725 --> 01:07:21.125]  I don't care.
[01:07:21.506 --> 01:07:21.906]  Endgame.
[01:07:21.946 --> 01:07:22.947]  Blueprint for global enslavement.
[01:07:23.027 --> 01:07:23.888]  Must have it in your library.
[01:07:24.208 --> 01:07:25.289]  Donate it to your local library.
[01:07:25.629 --> 01:07:27.510]  Give it to your police chief, your mayor, your pastor.
[01:07:27.791 --> 01:07:28.411]  It's incredible.
[01:07:28.451 --> 01:07:29.812]  It's like what's happening now.
[01:07:30.373 --> 01:07:31.173]  The Great Reset.
[01:07:31.333 --> 01:07:31.734]  Endgame.
[01:07:31.874 --> 01:07:33.955]  InfoWarsStore.com.
[01:07:34.076 --> 01:07:35.296]  InfoWarsStore.com.
[01:07:35.597 --> 01:07:37.218]  And our sale on Vitamin Mineral Fusion.
[01:07:37.298 --> 01:07:38.299]  All the vitamins, all the minerals.
[01:07:38.599 --> 01:07:39.360]  Liquid multivitamin.
[01:07:39.600 --> 01:07:41.181]  Highest quality for adults, children, old folks.
