[00:00:00.050 --> 00:00:00.660]  Jones Show.
[01:47:06.451 --> 01:47:08.172]  Look what's going on in the Middle East.
[01:47:08.953 --> 01:47:16.658]  These dictatorships that they like to call the kings and the emirs, these countries are in deep trouble.
[01:47:17.378 --> 01:47:23.362]  They shut the people up during the Arab Spring by dumping more dough into their coffins over there.
[01:47:23.942 --> 01:47:25.203]  And now they're pulling it back.
[01:47:25.803 --> 01:47:29.026]  Saudi Arabia, remember, now we're looking at oil at around $29 a barrel.
[01:47:29.066 --> 01:47:32.088]  Saudi Arabia needs $100 a barrel just to break even.
[01:47:36.530 --> 01:47:43.071]  You're going to see destabilization as they keep spreading war in Yemen and as they have in Syria.
[01:47:43.132 --> 01:47:48.513]  Now you're looking at Turkey exploding as that economy is crashing along with the Turkish lira.
[01:47:49.073 --> 01:47:50.513]  Then come back to the states.
[01:47:51.113 --> 01:47:52.313]  Then go back to oil.
[01:47:52.974 --> 01:47:59.735]  Go to all the states and all the cities and all the counties that became enriched with the shale boom.
[01:48:00.578 --> 01:48:06.541]  Go back to transportation, what happened with the railroads and all of these cars that were being put online.
[01:48:06.961 --> 01:48:13.324]  I'm saying this because of all the debt that has been taken on to fuel the boom.
[01:48:13.991 --> 01:48:25.601]  When you put in the mining sector and the energy sector, you're looking at about 20% of the junk bonds in the United States in those sectors.
[01:48:26.021 --> 01:48:33.648]  And now those bonds for those companies that have gone bankrupt are selling for pennies on the dollar with more to come.
[01:48:35.148 --> 01:48:42.476]  And of course, when you look at Saudi Arabia, as you pointed out there in Yemen, kind of a Vietnam War, where they're attacking that country.
[01:48:42.496 --> 01:48:44.898]  Of course, our press is very silent about that.
[01:48:45.278 --> 01:48:55.149]  They're also not talking about the fact that all these people that they executed right after the new year began, I think they waited so they wouldn't set a new Guinness record for beheadings.
[01:48:55.569 --> 01:49:02.555]  But all these people that they execute, especially this one particular guy, that has created a massive sectarian division in the country.
[01:49:02.575 --> 01:49:05.077]  So they've got a lot of political turmoil within their country.
[01:49:05.337 --> 01:49:07.118]  They're fighting a Vietnam type of war.
[01:49:07.438 --> 01:49:12.682]  And of course, there are big buddies with the petrodollar that Nixon and Kissinger put in.
[01:49:12.722 --> 01:49:18.827]  That's really what's a key part of what's been propping up our fiat currency throughout the decades.
[01:49:18.847 --> 01:49:22.930]  Along with the Federal Reserve, they've got the Saudis coming in with the petrodollar.
[01:49:22.950 --> 01:49:24.612]  That's all about to collapse as well, isn't it?
[01:49:25.279 --> 01:49:25.599]  It is.
[01:49:25.919 --> 01:49:35.802]  And you made a good point, too, about the revolution going on in there and the social unrest in Saudi Arabia after they executed, of course, their Shia cleric.
[01:49:36.402 --> 01:49:38.343]  And where do most of the Shias live?
[01:49:38.823 --> 01:49:41.124]  On the eastern end of Saudi Arabia.
[01:49:41.564 --> 01:49:42.904]  Where is most of the oil?
[01:49:43.485 --> 01:49:44.265]  Right over there.
[01:49:44.285 --> 01:49:52.807]  Oh, and by the way, the Yemenis that they're slaughtering, probably up to over 10,000 about now, destroyed the poorest country in
[01:49:55.430 --> 01:50:03.492]  In the Middle East, and they've done nothing to warrant the attack, which by the way, was launched from Washington D.C.
[01:50:03.953 --> 01:50:11.995]  by the Saudi ambassador on March 26, 2015, and the United States is part and parcel to it.
[01:50:12.335 --> 01:50:18.517]  I'm mentioning that also because you have about 4 million Yemenis living in Saudi Arabia,
[01:50:19.403 --> 01:50:21.304]  And a lot of them work in the oil fields.
[01:50:21.885 --> 01:50:30.790]  So you can see a major catastrophe happening with Saudi oil that may temporarily boost up the price.
[01:50:31.191 --> 01:50:33.492]  The Middle East has exploded.
[01:50:33.812 --> 01:50:35.373]  It's not about to explode.
[01:50:35.774 --> 01:50:36.954]  It has exploded.
[01:50:37.475 --> 01:50:45.300]  It just hasn't made the news, just as the financial crisis that we're going through now in the equity markets has not.
[01:50:46.516 --> 01:50:47.297]  Well, we've got to go to break.
[01:50:47.357 --> 01:50:48.238]  Thank you so much, Gerald.
[01:50:48.338 --> 01:50:49.319]  And of course, stay with us.
[01:50:49.339 --> 01:50:51.220]  We're going to be right back with Gerald Cilenti.
[01:50:51.381 --> 01:50:54.603]  TrendsResearch.com is where you can find Trends Journal.
[01:50:55.865 --> 01:50:58.787]  We're going to be right back with more insights from Gerald Cilenti.
[01:50:58.827 --> 01:50:59.308]  Stay with us.
[01:51:10.505 --> 01:51:11.266]  Shower Filters.
[01:51:11.426 --> 01:51:13.027]  We're introducing the best yet.
[01:51:13.147 --> 01:51:17.070]  The brand new ProPure ProMax High Performance Shower Filter.
[01:51:17.210 --> 01:51:21.833]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[01:51:22.033 --> 01:51:28.958]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[01:51:29.118 --> 01:51:36.082]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax Shower Filter from ProPure today.
[01:51:40.885 --> 01:51:43.287]  You've heard Infidel Body Armor ads for years.
[01:51:43.647 --> 01:51:47.248]  You've thought about investing in body armor but just haven't found the time.
[01:51:47.829 --> 01:51:48.169]  Stop!
[01:51:49.009 --> 01:51:50.150]  Now is the time.
[01:51:50.510 --> 01:51:51.771]  You want the industry leader.
[01:51:52.031 --> 01:51:53.691]  You need a proven product.
[01:51:53.892 --> 01:51:56.053]  Go to InfidelBodyArmor.com.
[01:51:56.193 --> 01:51:59.594]  Products made in the USA designed to protect Americans.
[01:51:59.894 --> 01:52:02.736]  We make armor easy to understand and easy to purchase.
[01:52:02.956 --> 01:52:04.677]  InfidelBodyArmor.com.
[01:52:04.977 --> 01:52:07.038]  Get yours before time runs out.
[01:52:10.114 --> 01:52:13.096]  Why be held hostage by your wireless carrier for two years?
[01:52:13.336 --> 01:52:20.101]  What if you had no contract, no activation fees, no hidden costs, tracking, tracing, harvesting customer data, or draconian gimmicks?
[01:52:20.261 --> 01:52:22.583]  All on the nation's best 4G LTE network.
[01:52:22.863 --> 01:52:24.044]  Introducing PIX Wireless.
[01:52:24.224 --> 01:52:29.268]  Bring your phone and other qualifying devices to PIX and choose a plan starting at only $14 a month.
[01:52:29.428 --> 01:52:30.168]  Get connected now.
[01:52:30.368 --> 01:52:35.592]  Call or click 1-866-267-2056 or PIXwireless.com.
[01:52:35.612 --> 01:52:37.614]  Spell P-I-X-wireless.com.
[01:52:37.754 --> 01:52:39.395]  Pick PIX and get connected today.
[01:52:39.855 --> 01:52:42.256]  Hunters, anglers, campers, and survivalists.
[01:52:42.456 --> 01:52:43.396]  Get back to nature.
[01:52:43.556 --> 01:52:50.619]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[01:52:50.739 --> 01:52:53.920]  Slingbow products are compact and models start from just $17.98.
[01:52:54.100 --> 01:52:57.362]  They're perfect for your bug out bag or storing in your vehicle.
[01:52:57.582 --> 01:53:01.483]  Give yourself and your loved ones the excitement and tradition of slingbow.
[01:53:01.723 --> 01:53:06.025]  A new frontier in archery and truly modern twist on this primitive survival tool.
[01:53:06.245 --> 01:53:08.866]  Feel the thrill only at slingbow.com.
[01:53:09.943 --> 01:53:10.723]  This is Dan Pilla.
[01:53:10.743 --> 01:53:12.244]  Do you have the IRS money you can't pay?
[01:53:12.564 --> 01:53:13.845]  Are tax debts crippling you?
[01:53:14.205 --> 01:53:16.526]  I've defended people from the IRS for over 30 years.
[01:53:17.026 --> 01:53:18.887]  I've helped thousands and I can help you too.
[01:53:19.327 --> 01:53:23.369]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[01:53:23.829 --> 01:53:27.531]  Call 800-34-NO-TAX to finally get free of IRS debt.
[01:53:27.771 --> 01:53:31.213]  With the IRS's new programs, there's never been a better time to solve your problem.
[01:53:31.553 --> 01:53:31.853]  Call 800-34-NO-TAX.
[01:53:31.873 --> 01:53:33.294]  That's 800-34-NO-TAX or my website, danpilla.com.
[01:53:39.233 --> 01:53:41.854]  If survivalist housing has been in your plans, get ready.
[01:53:42.074 --> 01:53:45.896]  We're bringing our Timberline Range Camps to you February 6th through 14th.
[01:53:46.136 --> 01:53:48.817]  The Great American Outdoor Show in Harrisburg, Pennsylvania.
[01:53:49.037 --> 01:53:55.660]  Get an up-close look at some of our most popular Timberline models or visit survivalistcamps.com to pre-order a camp.
[01:53:55.881 --> 01:53:58.102]  We'll bring it to the show and save you the cost of shipping.
[01:53:58.482 --> 01:54:00.663]  It's the perfect time to get that camp you've wanted.
[01:54:00.903 --> 01:54:07.806]  Go to survivalistcamps.com, then plan on joining us at the Great American Outdoor Show in February in Harrisburg, Pennsylvania.
[01:54:17.739 --> 01:54:22.981]  Welcome back to the Alex Jones Show.
[01:54:23.061 --> 01:54:26.043]  I'm David Knight and we're talking to Gerald Salenti.
[01:54:26.643 --> 01:54:31.626]  And of course we hear this battle of the British there.
[01:54:31.646 --> 01:54:37.769]  Of course that was President Jackson who stood up to the Federal Reserve, didn't he Gerald?
[01:54:39.312 --> 01:54:40.053]  Yes, he did.
[01:54:40.213 --> 01:54:45.517]  And he also said, one man of courage makes a majority.
[01:54:45.817 --> 01:54:46.337]  There you go.
[01:54:46.377 --> 01:54:47.898]  Yeah, and of course it wasn't the Federal Reserve.
[01:54:47.958 --> 01:54:49.820]  I understand it was the National Bank at the time.
[01:54:50.120 --> 01:54:50.380]  Yeah.
[01:54:50.460 --> 01:54:52.382]  And they said, yeah, we're going to have the National Bank.
[01:54:52.402 --> 01:54:54.183]  He said, well, the Supreme Court made their ruling.
[01:54:54.203 --> 01:54:56.405]  Let's see them enforce it.
[01:54:56.885 --> 01:54:58.106]  We've been talking about the economy.
[01:54:58.346 --> 01:55:00.388]  What do people do right now?
[01:55:01.368 --> 01:55:02.870]  What is your advice to them?
[01:55:03.570 --> 01:55:05.433]  We want to have preservation of capital.
[01:55:05.513 --> 01:55:16.447]  What can somebody do if they've got a 401k and they see the stock market crashing because they have forced people to put their IRAs into Wall Street investments there?
[01:55:16.507 --> 01:55:17.048]  What can they do?
[01:55:17.328 --> 01:55:21.173]  Well, of course I can't give financial advice, so only speaking for myself.
[01:55:21.914 --> 01:55:24.496]  You're seeing a lot of people leaving it in cash.
[01:55:25.416 --> 01:55:32.782]  And I also, you know, again, thinking for myself, you know, GCs, 3Gs, guns, gold and a getaway plan.
[01:55:33.382 --> 01:55:44.269]  So gold is really, to me, when you're looking at everything going down, gold is going up because it's the ultimate safe haven commodity, as all the other ones are going down.
[01:55:44.670 --> 01:55:46.191]  I want to make this really clear.
[01:55:47.212 --> 01:55:50.154]  With the conditions going on now in the equity markets,
[01:55:51.024 --> 01:56:02.454]  And the reality of a major crash happening, coupling on that, if there is, quote, a terrorist strike, false flag or real, you may not be able to get your money.
[01:56:03.375 --> 01:56:06.998]  Because they'll call, quote, a bank holiday.
[01:56:07.018 --> 01:56:08.719]  Isn't that lovely language?
[01:56:08.899 --> 01:56:09.900]  A holiday.
[01:56:10.240 --> 01:56:13.123]  You can't get your money and they'll devalue it.
[01:56:13.803 --> 01:56:16.486]  And they're devaluing currencies around the world.
[01:56:17.318 --> 01:56:20.259]  You're looking at, you just saw what happened in Argentina.
[01:56:20.639 --> 01:56:22.100]  People say, should I own gold?
[01:56:22.360 --> 01:56:25.621]  Hey, how about if you live up there in Canada, not so far away?
[01:56:26.041 --> 01:56:27.202]  What's your loonie at?
[01:56:27.562 --> 01:56:30.683]  Oh, it's only down, what, to 70 cents against a dollar?
[01:56:31.223 --> 01:56:32.584]  Would you rather own gold?
[01:56:33.304 --> 01:56:37.786]  So what I'm saying, David, is prepare for the worst, is my motto.
[01:56:38.246 --> 01:56:40.767]  If the worst doesn't happen, you lose nothing.
[01:56:41.387 --> 01:56:42.628]  If the worst happens,
[01:56:43.868 --> 01:56:46.169]  You can lose everything if you didn't prepare for it.
[01:56:46.449 --> 01:56:57.294]  So I believe there are possibilities of bank closures if the panic goes in a direction where it's heading and continues.
[01:56:57.814 --> 01:57:01.476]  If on top of that, there's quote, a terrorist strike.
[01:57:02.016 --> 01:57:11.026]  False flag or real, and I say that without being a conspiracy theorist, because after all, remember the Maine?
[01:57:11.426 --> 01:57:14.570]  Hey, how about that Gulf of Tonkin incident that never happened?
[01:57:15.030 --> 01:57:21.857]  I'll tell you what, David, that Saddam Hussein has weapons of mass destruction and ties to al-Qaeda.
[01:57:22.520 --> 01:57:23.020]  Yeah, that's right.
[01:57:23.060 --> 01:57:23.941]  That's a real fear.
[01:57:24.341 --> 01:57:26.222]  That's a real fear that they're going to ramp this up.
[01:57:26.262 --> 01:57:30.924]  And, of course, they have laid the groundwork for conflicts all over the country.
[01:57:30.944 --> 01:57:37.447]  And before we go to break, I want to tell you real quickly, in terms of talking about preparing, one of the things that you can do is to make sure that you've got food.
[01:57:37.467 --> 01:57:40.029]  And, of course, we have a special that's going to be ending today.
[01:57:41.189 --> 01:57:45.670]  30 to 40% off InfoWars Select Storable Food for the next 24 hours only.
[01:57:45.990 --> 01:57:51.932]  We're giving you 30 to 40% off the retail price of all InfoWars Select Storable Food at InfoWarsStore.com.
[01:57:52.272 --> 01:57:53.932]  It will last for 25 years.
[01:57:54.272 --> 01:58:00.874]  It has great and effective packaging that lets you open it and then reseal it for use within the same week.
[01:58:01.454 --> 01:58:03.136]  And you know that food prices are going up.
[01:58:03.196 --> 01:58:08.320]  They could cut down on, who knows what's going to happen, as Gerald was just saying.
[01:58:08.340 --> 01:58:13.464]  You never know what's going to happen to your supply line, so certainly you need to have food as part of that.
[01:58:13.504 --> 01:58:21.591]  Again, you can get that 30 to 40 percent off all InfoWare Select Storable Foods at InfoWareStore.com, and that's just for the next 24 hours.
[01:58:22.011 --> 01:58:23.912]  Now, we're going to come back in the next segment.
[01:58:23.952 --> 01:58:27.816]  Gerald's going to stay with us, and I want to get a little bit of his take on
[01:58:28.456 --> 01:58:45.209]  What he thinks is going to happen in the future with the Trans-Pacific Partnership and these other quote-unquote trade deals that are far more than trade deals that are coming up and also his comments about what happened last night with debates where he thinks this is going to lead with politics.
[01:58:45.349 --> 01:58:48.852]  Is it going to help us at all or is it a big sideshow?
[01:58:48.892 --> 01:58:49.572]  We'll be right back.
[01:58:50.893 --> 01:58:52.194]  Thank you for listening to GCN.
[01:58:54.124 --> 01:58:56.328]  Visit GCNlive.com today!
[01:59:00.376 --> 01:59:03.598]  Infowarslife.com, oil of oregano formulation.
[01:59:03.879 --> 01:59:09.162]  We have now procured the most high quality and potent forms of oregano oil on the market.
[01:59:09.483 --> 01:59:17.408]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[01:59:17.849 --> 01:59:23.493]  Sourced from top leading manufacturers to ensure a concentrated level of bioactive ingredients.
[01:59:23.993 --> 01:59:32.737]  Extracted directly from the wild herb and sealed in easy-to-use capsules, you will no longer need to endure the burning of liquid oregano on the tongue.
[01:59:33.057 --> 01:59:38.900]  Used since before the days of the Roman Empire to support the body's natural systems and enhance overall health.
[01:59:39.280 --> 01:59:45.623]  Wild-crafted from the Mediterranean oregano species that experts agree is one of the most powerful and most challenging to acquire.
[01:59:46.023 --> 01:59:51.085]  This winter season, it's more important than ever to secure this true form of oil of oregano.
[01:59:51.405 --> 01:59:53.587]  Now available at Infowarslife.com.
[01:59:53.867 --> 01:59:58.630]  That's Infowarslife.com or call 888-253-3139.
[02:00:02.673 --> 02:00:05.414]  You're listening to the Alex Jones Show.
[02:00:11.598 --> 02:00:17.022]  They took my saddle in Houston, broke my leg in the saddle.
[02:00:19.841 --> 02:00:25.765]  I lost my wife and a girlfriend somewhere along the way.
[02:00:25.785 --> 02:00:29.168]  I'll be looking for aid when they pull that gate.
[02:00:35.583 --> 02:00:37.124]  Welcome back to the Alex Jones Show!
[02:00:37.184 --> 02:00:43.289]  I'm David Knight, and we're talking to Gerald Cilenti in this segment, and we're going to be talking to Peter Schiff in the next segment.
[02:00:43.309 --> 02:00:55.718]  Of course, if you're following the economic news, you can see that there's been a huge decline in all the American indexes here, and of course that's going on across the world as we've been talking to Gerald Cilenti.
[02:00:56.379 --> 02:00:57.499]  We're going into a
[02:00:58.480 --> 02:00:59.922]  Deeper depression in his opinion.
[02:01:00.262 --> 02:01:11.895]  I agree because the situations that we're seeing in this market and the Chinese market and the oil market are all symptoms of a deeper problem and that is an economic slowdown that is global.
[02:01:11.935 --> 02:01:13.597]  That's something we should all be very concerned about.
[02:01:13.917 --> 02:01:21.924]  Gerald, as we were looking at the debate last night, and as you said to Alex Jones yesterday, it really is just a celebrity show.
[02:01:22.305 --> 02:01:23.966]  I call it Celebrity Big Brother.
[02:01:23.986 --> 02:01:29.171]  I couldn't really see that much difference between the guys who were on the stage last night.
[02:01:29.231 --> 02:01:29.931]  I mean, is there...
[02:01:30.697 --> 02:01:37.019]  Do you have any hope in terms of getting any of these people elected that it's going to make any difference whatsoever?
[02:01:37.059 --> 02:01:51.504]  You talked about having a third party option out there, but of course they're going to shut that down in terms of people who were, I've seen many times working with the Libertarian Party, they get on the ballot in 50 states and they're not allowed on the debate stage.
[02:01:51.584 --> 02:01:56.466]  Or we do it at the state level, you can get on the ballot at the state level, they still won't let you on the debate stage.
[02:01:56.506 --> 02:02:00.047]  Do we have any hope of getting a third or fourth or fifth party?
[02:02:00.728 --> 02:02:06.032]  Well, if Spain could do it, if Italy could do it, if they could do it in other countries, why can't we?
[02:02:06.692 --> 02:02:08.394]  And it has to be a unified effort.
[02:02:09.054 --> 02:02:23.665]  And never before in my career, and one of the ways I made my name in my book Trend Tracking back in the late 80s, far better than Megatrends, Time Magazine, I predicted there'd be a new third party in 1992.
[02:02:25.326 --> 02:02:29.787]  And I mentioned, for some strange reason, someone like Ross Perot.
[02:02:30.527 --> 02:02:34.408]  The conditions exist today better than they were back then.
[02:02:34.908 --> 02:02:39.329]  And what Donald Trump has done is to show what really a freak show it is.
[02:02:39.909 --> 02:02:46.271]  As I pointed out, you know, this was the cover of our magazine, The Trends Journal, back in
[02:02:47.031 --> 02:02:49.792]  The spring of 2015.
[02:02:50.353 --> 02:02:55.375]  Cowards, liars, freaks and fools, welcome to the Presidential Reality Show.
[02:02:55.775 --> 02:02:57.936]  And that was before Trump got into it.
[02:02:58.757 --> 02:03:09.302]  So what he's done is he exposed, really, as the term that he uses that I totally agree with, that the people running the government are incompetent and stupid.
[02:03:10.042 --> 02:03:14.785]  So, if you have a new leader of the incompetence and stupids,
[02:03:15.365 --> 02:03:17.329]  It's not going to make a difference.
[02:03:18.071 --> 02:03:19.954]  It has to be a whole new way.
[02:03:21.221 --> 02:03:24.782]  Is this something we do from the ground up?
[02:03:24.882 --> 02:03:28.343]  I mean, I look at things like jury nullification, I look at state nullification.
[02:03:28.623 --> 02:03:38.145]  Everybody gets mesmerized like, you know, a cobra with a snake charmer about the presidential elections, and they completely ignore what's going on locally.
[02:03:38.165 --> 02:03:42.546]  And it's harder to track that because we all talk about what's going on at the national level.
[02:03:42.586 --> 02:03:44.547]  Nobody really talks about what's going on locally.
[02:03:44.567 --> 02:03:46.187]  You have to really dig to get that information.
[02:03:46.747 --> 02:03:50.128]  Well, there's a reason for that because of the consolidation of the media.
[02:03:50.148 --> 02:03:50.289]  Yeah.
[02:03:50.409 --> 02:03:53.730]  You have these private equity groups that have bought up all the newspapers.
[02:03:54.290 --> 02:04:03.814]  Matter of fact, they have centralized locations right where you are over there, where they aggregate the news and the same stuff goes to the newspapers that they own all over the world.
[02:04:03.834 --> 02:04:08.336]  They don't even have copy editors anymore in most of these smaller newspapers.
[02:04:08.356 --> 02:04:10.837]  So you're not getting local reporting anymore.
[02:04:11.097 --> 02:04:12.238]  Those days are gone.
[02:04:13.234 --> 02:04:14.415]  So it's up to the people.
[02:04:14.455 --> 02:04:18.696]  Again, if they could do it in Spain, if they could do it in Italy, we could do it here.
[02:04:19.236 --> 02:04:21.597]  The opportunity exists now more than ever.
[02:04:21.617 --> 02:04:30.601]  I just want to backtrack on one thing in listening to what you were saying about storing up on food and going back to what's going on with the economy.
[02:04:31.021 --> 02:04:38.764]  And again, it's a crisis mode, but the people are detached from it because a lot of people aren't in the markets like they used to be.
[02:04:39.264 --> 02:04:40.885]  It's only now for the very rich.
[02:04:41.505 --> 02:04:41.785]  Yeah.
[02:04:42.145 --> 02:04:48.268]  So to prepare and prevail and prosper, it's having your food supply.
[02:04:48.649 --> 02:04:48.929]  Absolutely.
[02:04:48.949 --> 02:04:50.710]  It's having a getaway plan.
[02:04:51.170 --> 02:04:52.891]  It's having your hand on your money.
[02:04:53.351 --> 02:04:55.272]  And it's understanding where the trends are going.
[02:04:55.352 --> 02:04:58.554]  And if you want to keep up with that, you can go to TrendsResearch.com.
[02:04:58.574 --> 02:05:02.096]  We've been talking to Gerald Salenti, publisher of Trends Journal.
[02:05:02.636 --> 02:05:04.097]  Thank you so much, Gerald, for joining us.
[02:05:04.677 --> 02:05:06.078]  Always great being on with you, David.
[02:05:06.098 --> 02:05:06.858]  Thanks for having me.
[02:05:06.878 --> 02:05:07.238]  Thank you.
[02:05:07.258 --> 02:05:08.679]  And I'll do my best to Peter, please.
[02:05:08.919 --> 02:05:09.199]  Thank you.
[02:05:09.219 --> 02:05:09.540]  We will.
[02:05:09.560 --> 02:05:10.761]  We'll be right back with Peter Schiff.
[02:05:10.781 --> 02:05:15.004]  Hillary Clinton is running for president as an advocate for women's rights.
[02:05:15.184 --> 02:05:20.409]  But there is a shocking side to her story that has been carefully covered up.
[02:05:20.569 --> 02:05:29.497]  Until now... The notion that Hillary has somehow been an advocate for women... No, Bill rapes them physically and then Hillary rapes them psychologically.
[02:05:29.497 --> 02:05:44.201]  That's GOP presidential consultant Roger Stone talking about his book, The Clinton's War on Women, from the Alex Jones Show, where Roger Stone says Hillary Clinton played a huge role in the cover-up of her husband's rape allegations.
[02:05:44.241 --> 02:05:46.282]  Well, Hillary's the one who runs the cover-up.
[02:05:46.342 --> 02:05:55.244]  Now, on the campaign trail, Hillary refuses to answer any questions about the women involved in Bill Clinton's sex scandals.
[02:05:55.444 --> 02:06:06.007]  Donald Trump, appearing on Fox News Sunday over the weekend, said that some of the women involved in Bill Clinton's sexual assault allegations have been totally destroyed.
[02:06:06.107 --> 02:06:09.308]  And you can learn more right now at Infowars.com.
[02:06:10.008 --> 02:06:14.809]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[02:06:15.089 --> 02:06:23.751]  Yongevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[02:06:23.931 --> 02:06:27.672]  Yongevity also offers you an ingenious way to augment your income.
[02:06:27.872 --> 02:06:28.552]  And the best part?
[02:06:28.672 --> 02:06:31.233]  You'll be helping your friends and family along the way.
[02:06:31.533 --> 02:06:33.974]  Visit InfoWarsTeam.com today.
[02:06:34.154 --> 02:06:34.774]  Become a member.
[02:06:34.934 --> 02:06:38.995]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[02:06:39.215 --> 02:06:45.697]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[02:06:45.958 --> 02:06:46.658]  Another win-win.
[02:06:46.898 --> 02:06:50.459]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[02:06:50.639 --> 02:06:51.640]  And you can be too.
[02:06:51.880 --> 02:06:52.340]  It's simple.
[02:06:52.440 --> 02:06:55.241]  Just go to Infowarsteam.com today.
[02:06:55.381 --> 02:06:57.282]  Complete a short sign-up and you're part of the team.
[02:06:57.482 --> 02:07:00.543]  That's Infowarsteam.com or Infowarshealth.com.
[02:07:00.723 --> 02:07:06.885]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[02:07:07.025 --> 02:07:08.326]  Check it out for yourself today.
[02:07:09.930 --> 02:07:12.892]  A clean, toxic-free body is the foundation of true health.
[02:07:13.132 --> 02:07:15.294]  Deep Cleanse by InfoWarsLife.com.
[02:07:15.474 --> 02:07:22.198]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[02:07:22.498 --> 02:07:27.642]  Using our proprietary multi-step extraction technology, Deep Cleanse is our most affordable all-in-one cleanser.
[02:07:27.822 --> 02:07:36.808]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanse doesn't hold back.
[02:07:37.228 --> 02:07:45.831]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[02:07:46.091 --> 02:07:52.974]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spite G-Rex herbal processing technique.
[02:07:53.194 --> 02:07:59.422]  We use only the highest quality organic herbs backed by serious research and we still bring it to you at the best price out there.
[02:07:59.562 --> 02:08:04.309]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[02:08:04.489 --> 02:08:06.431]  That's InfoWarsLife.com or call 888-253-3139.
[02:08:18.567 --> 02:08:26.239]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[02:08:31.932 --> 02:08:33.274]  Welcome back to the Alex Jones Show.
[02:08:33.314 --> 02:08:33.914]  I'm David Knight.
[02:08:33.934 --> 02:08:36.698]  We're going to be talking to Peter Schiff here in just a moment.
[02:08:37.158 --> 02:08:44.467]  Of course, this new year, 2016, is off to a horrible start, as we just talked to Gerald Salenti.
[02:08:45.187 --> 02:08:50.394]  He said he believes that we're headed for a greater depression coming up this year.
[02:08:51.263 --> 02:08:55.746]  With that in mind, you need to do what you can to prepare for yourself, prepare for your family.
[02:08:55.846 --> 02:08:59.268]  We're trying to help you to do that, as well as to support our operation.
[02:08:59.308 --> 02:09:04.391]  We have some sales that we're offering at InfoWarsLife and InfoWarsStore.com.
[02:09:04.831 --> 02:09:08.093]  We have Survival Shield X2, our nascent iodine.
[02:09:08.133 --> 02:09:12.216]  If you buy that, you can get Silver Bullet, our colloidal silver, for 50% off.
[02:09:12.356 --> 02:09:14.857]  Plus, you can get a free calendar thrown in.
[02:09:14.897 --> 02:09:17.359]  That's a special that we've got this week only.
[02:09:17.979 --> 02:09:21.783]  Again, you can look at both of these products, Survival Shield X2 and Silver Bullet.
[02:09:21.803 --> 02:09:28.411]  Both have an average rating of 4.8 stars out of over 1,500 reviews at InfoWarsLife.com.
[02:09:28.951 --> 02:09:34.337]  Again, that's 50% off Silver Bullet when you buy Survival Shield X2, and you get a free calendar.
[02:09:34.357 --> 02:09:39.623]  And the calendar has monthly specials that will be happening throughout the year, also ending today.
[02:09:40.283 --> 02:09:46.325]  Just for the next 24 hours only we have 30 to 40 percent off InfoWars select storable food.
[02:09:46.385 --> 02:09:47.566]  That's a great way to prepare.
[02:09:48.146 --> 02:09:51.787]  This storable food has a shelf life of 25 years.
[02:09:51.907 --> 02:09:53.708]  It's made and packaged in the U.S.
[02:09:54.208 --> 02:09:55.669]  and it is great packaging.
[02:09:55.709 --> 02:09:58.030]  If you take a look at that on our site it's
[02:09:59.230 --> 02:10:03.591]  Something that is very useful, but great food, all natural, no GMOs.
[02:10:03.991 --> 02:10:06.352]  Again, you can get that for 30 to 40% off.
[02:10:06.552 --> 02:10:11.733]  All InfoWars select storable food at InfoWarsStore.com for just the next 24 hours.
[02:10:12.314 --> 02:10:13.634]  I want to go to Peter Schiff.
[02:10:13.654 --> 02:10:15.675]  He's going to be our guest for the next half hour.
[02:10:15.695 --> 02:10:18.675]  He's an American businessman, investment broker, author, financial commentator.
[02:10:19.075 --> 02:10:19.816]  I'm sure you've seen him.
[02:10:19.836 --> 02:10:22.856]  He's a frequent guest on many financial TV shows.
[02:10:23.097 --> 02:10:28.138]  He's a former host of The Peter Schiff Show, now an internet podcast called The Wall Street Unspin.
