[00:00:14.232 --> 00:00:15.373]  You have the power.
[00:45:39.364 --> 00:45:45.514]  Hey Chelsea, has your mother ever told you that you're the daughter of Webb Hubble and not Bill Clinton?
[00:45:54.247 --> 00:45:56.369]  Joe Biggs here with InfoWars.com.
[00:45:56.430 --> 00:45:59.413]  Brexit victory makes Trump presidency more likely.
[00:45:59.533 --> 00:46:07.181]  Article up by Paul Joseph Watson, Brits stunned the world yesterday by choosing to ditch the European Union and reclaim their own sovereignty.
[00:46:07.341 --> 00:46:10.645]  A result that has rocked the entire global order.
[00:46:10.885 --> 00:46:16.051]  It's also an outcome that could help blaze a trail for Trump all the way to the Oval Office.
[00:46:16.291 --> 00:46:18.633]  There's one conclusion draw from the Brexit result.
[00:46:18.653 --> 00:46:29.081]  It's that nationalist sentiments may not necessarily be visible to political elites, but the right person, with the right cause, can easily bring them out, writes Brett Logiardo.
[00:46:29.201 --> 00:46:34.465]  According to Republican pollster Frank Luntz, the result represents a massive populist uprising.
[00:46:34.565 --> 00:46:39.749]  Populism is rising everywhere as people decide that government does not listen and does not care.
[00:46:40.069 --> 00:46:45.433]  But this is even more significant because Britain has never been the source of populist uprisings like this.
[00:46:45.653 --> 00:46:50.137]  If Britain can vote itself out of Europe, America can vote itself in for Trump.
[00:46:50.257 --> 00:46:53.419]  You can find more reports like this at InfoWars.com.
[00:47:13.883 --> 00:47:18.384]  You're listening to the Alex Jones Show.
[00:47:25.585 --> 00:47:30.346]  Fear is the passion of slaves, and this man knows no fear.
[00:47:32.107 --> 00:47:34.127]  He is Alex Jones.
[00:47:35.228 --> 00:47:42.069]  Well, like I said, you can tell I didn't write that line, or the ones I've, I've written 98% of them, that one makes it sound like I'm God Almighty or something, and I do know fear.
[00:47:43.348 --> 00:47:47.470]  I know fear of letting these people win and being a slave.
[00:47:48.630 --> 00:47:52.272]  Folks think I'm fearless because I get in their face and don't care if they come after me.
[00:47:52.472 --> 00:47:55.093]  That's because as a man I've got to defend my family and my country.
[00:47:55.273 --> 00:47:57.774]  So I don't know fear of repercussions.
[00:47:58.235 --> 00:48:00.155]  But I know intense fear of them winning.
[00:48:00.456 --> 00:48:01.316]  Intense fear!
[00:48:01.736 --> 00:48:02.476]  Total fear!
[00:48:02.496 --> 00:48:07.719]  So I desperately resist them because they're a pack of lying scum
[00:48:09.144 --> 00:48:11.346]  You know, Jay-Z loves to con his audience.
[00:48:11.366 --> 00:48:16.629]  He jokes about how dumb they are, like Mark Zuckerberg calls his users dumb-effers for trusting him.
[00:48:17.370 --> 00:48:28.117]  And you know, Samsung puts, when you buy a smart TV, but all of them do this, I'm not sealing them out, that, yeah, we sell your data, we watch you live time in your house with real people and computer AI and audio, we sell it to the government.
[00:48:28.838 --> 00:48:30.959]  This is an NSA interface you just bought.
[00:48:31.840 --> 00:48:32.881]  I mean, that's all public.
[00:48:34.462 --> 00:48:37.664]  Zuckerberg came out, you know, and said, yeah, I cover up my computer, you know, video camera.
[00:48:38.607 --> 00:48:42.029]  Oh my gosh, he's so trendy, 20 years after I told you they were doing it.
[00:48:43.610 --> 00:48:47.232]  They know they've lost, they know you're aware of it, so now they want to act like they're with us.
[00:48:50.134 --> 00:48:52.615]  But I only know the fear of these tyrants winning.
[00:48:53.996 --> 00:48:57.438]  And actually dominating humanity and species death.
[00:48:58.259 --> 00:49:02.141]  Because I have the race consciousness of humanity like everybody else does, but mine is very active.
[00:49:03.835 --> 00:49:05.017]  And I'm very upset.
[00:49:05.037 --> 00:49:06.919]  I'm not worried about my own personal death.
[00:49:06.959 --> 00:49:12.627]  I'm worried about the death of my children, their cultural death, your children's cultural death, our future.
[00:49:12.827 --> 00:49:14.810]  Because everybody was betting on us before.
[00:49:15.231 --> 00:49:16.813]  I'm betting on everybody else going forward.
[00:49:17.334 --> 00:49:19.937]  Sure, eternal life is genetic.
[00:49:20.638 --> 00:49:29.702]  And the globalists know that and are destroying our genetics and merging us with machines and playing God and saying we're ugly and bad and fallen and that they are going to be gods.
[00:49:30.302 --> 00:49:33.464]  We're in a science fiction dystopic movie, okay?
[00:49:33.704 --> 00:49:35.645]  And so of course I'm excited when I talk about it.
[00:49:36.225 --> 00:49:45.749]  I've read probably 30 books they've written, hundreds of white papers, thousands of statements admitting this is their worldview and their cosmology.
[00:49:48.052 --> 00:49:52.815]  And I'm just an average fighting Texan telling you right now, I'm not signing on to this crap.
[00:49:54.195 --> 00:50:06.682]  And I cannot tell you, because I'm a journalist, how many times off record they say, hey, you get it, of course you understand it, you should join us, the general public is profane, they're ugly, they're fallen, they're going to tear you apart, they don't want to be free.
[00:50:08.055 --> 00:50:10.216]  And it's true about 80% of people want to be slaves on average.
[00:50:10.857 --> 00:50:13.178]  But 20, maybe 30% don't want to be slaves.
[00:50:13.599 --> 00:50:16.380]  And I'm not going to just shine on to evil.
[00:50:16.500 --> 00:50:20.183]  Plus, the globalists helped dumb people down to control them.
[00:50:20.463 --> 00:50:23.425]  It'd be one thing if they were this stupid on accident.
[00:50:25.066 --> 00:50:32.851]  You sit there with these formulaic systems of bull and I watch it unfold and I'm not going to sign on to screwing people over.
[00:50:35.114 --> 00:50:37.194]  Because that goes against my basic programming.
[00:50:37.735 --> 00:50:53.178]  I do have free will, but my basic innate humanity... Screwing somebody over, who hasn't done something to me, is like screwing myself.
[00:50:53.878 --> 00:50:55.018]  It's like cheating myself.
[00:50:56.318 --> 00:50:58.699]  Because I have basic civilization programming.
[00:50:59.775 --> 00:51:06.081]  And all these cheaters and scammers that live in civilization and act like they're building it because they've hijacked it as they run it down.
[00:51:06.962 --> 00:51:08.243]  They're the cancer, folks!
[00:51:08.363 --> 00:51:09.384]  They're the problem!
[00:51:10.625 --> 00:51:13.648]  By the way, many people think screwing someone over gets them ahead.
[00:51:13.668 --> 00:51:16.571]  It's like Jay-Z, I have an article here, tricked a bunch of his fans.
[00:51:18.833 --> 00:51:19.974]  That's another one of these people.
[00:51:20.014 --> 00:51:21.156]  I've got so many of these articles.
[00:51:23.641 --> 00:51:28.202]  YouTube, for years, runs these scams on iTunes and other platforms.
[00:51:28.482 --> 00:51:32.063]  When you go try to boot it up, it loads it on and charges you.
[00:51:32.263 --> 00:51:34.283]  And even after they get caught doing it, they don't care.
[00:51:34.504 --> 00:51:37.124]  They've expanded it to other platforms like Spotify now.
[00:51:37.844 --> 00:51:39.145]  You're like, oh, why do you care about that?
[00:51:39.165 --> 00:51:40.885]  The point is, it's just ridiculous.
[00:51:41.665 --> 00:51:43.206]  They're robbing millions of people.
[00:51:43.226 --> 00:51:44.266]  We can't even stop them.
[00:51:44.486 --> 00:51:48.907]  We can't even organize to stop that stupid little bastard with red sunglasses.
[00:51:49.844 --> 00:51:57.146]  Who rips off all the people for billions and doesn't give even hardly 1% to the starving Africans he claims he's helping?
[00:52:01.147 --> 00:52:03.347]  There's a special place in hell for these people.
[00:52:03.748 --> 00:52:10.449]  And I don't care if it's Jay-Z or Kanye West or Bono or any of them.
[00:52:10.529 --> 00:52:11.389]  I'm sick of them.
[00:52:11.930 --> 00:52:17.211]  Look at Kanye West trick fans into subscribing to title lawsuit claims.
[00:52:20.233 --> 00:52:21.174]  Well, of course they do.
[00:52:21.194 --> 00:52:25.217]  I mean, it's all about, send me 25 million, I'm going broke, when he wasn't going broke.
[00:52:25.237 --> 00:52:28.720]  It's all about pimping his fans, getting it over on them.
[00:52:29.220 --> 00:52:30.481]  That's what a man does.
[00:52:30.802 --> 00:52:39.849]  No, a man builds civilization and technology and advances people and produces art and literature and culture and lifts everything up and is strong.
[00:52:40.069 --> 00:52:43.932]  They don't sit there and feed on the weak, you stupid slave master.
[00:52:45.954 --> 00:52:49.197]  He's just like the black Africans that sold their own people into slavery.
[00:52:50.899 --> 00:52:51.760]  He's a slave master.
[00:52:51.780 --> 00:52:53.483]  He's a pimp selling them there at the dock.
[00:52:54.865 --> 00:53:00.813]  And so is all the rest of these people like Madonna and Bono and all the rest of them.
[00:53:02.636 --> 00:53:04.018]  Speaking of funding.
[00:53:07.742 --> 00:53:11.123]  We are funded by you buying the products we sell.
[00:53:11.143 --> 00:53:12.484]  That's 80% of our funding.
[00:53:12.504 --> 00:53:13.844]  I like to be independent from sponsors.
[00:53:14.065 --> 00:53:16.225]  You hear ads on local affiliates and you hear national ads.
[00:53:17.006 --> 00:53:20.267]  Most of that isn't our advertising and I'm sure it's all great, whatever, that's not me.
[00:53:20.847 --> 00:53:27.250]  We sell stuff you need like non-GMO heirloom open pollinated seeds with the widest selection, lowest prices you're going to find anywhere.
[00:53:27.430 --> 00:53:28.330]  We work hard to do that.
[00:53:31.792 --> 00:53:32.512]  We sell life.
[00:53:32.872 --> 00:53:37.274]  We sell what we want, what we need, what you think you need to survive.
[00:53:38.646 --> 00:53:45.652]  What we think we need to survive, in our best estimation, the highest quality water filters, gravity fed, at the lowest prices we possibly can.
[00:53:45.992 --> 00:53:47.213]  Infowarsstore.com.
[00:53:48.475 --> 00:53:49.115]  Deep cleanse.
[00:53:50.216 --> 00:53:56.722]  Whole bunch of compounds from Mother Nation to pull out the toxins, to pull out the garbage, to pull out the trash.
[00:53:57.892 --> 00:53:59.113]  To detoxify the body.
[00:53:59.713 --> 00:54:05.617]  Since I've gotten on herbs, since I've gotten healthy, since I've taken the Survival Shield 999X2, since I've done the deep cleanse.
[00:54:05.977 --> 00:54:07.418]  I mean, I am just so much more energized.
[00:54:07.478 --> 00:54:08.318]  I look so much better.
[00:54:08.398 --> 00:54:09.099]  Everybody can see it.
[00:54:09.119 --> 00:54:11.600]  And I don't claim to be a movie star or anything.
[00:54:12.201 --> 00:54:13.562]  The point is, I look a hell of a lot better.
[00:54:13.602 --> 00:54:14.402]  I'm a hell of a lot healthier.
[00:54:14.422 --> 00:54:16.423]  I've lost a lot of weight, and I'm feeling good.
[00:54:17.064 --> 00:54:22.607]  I'm mission-driven, and I'm healthy, and I'm blocking the estrogen mimickers naturally with Super Mel Vitality.
[00:54:22.927 --> 00:54:25.009]  I'm blocking the bad halogens with Survival Shield X2.
[00:54:25.689 --> 00:54:26.790]  I'm giving my glands what they need.
[00:54:28.868 --> 00:54:31.289]  You can go to InfoWarsLive.com or InfoWarsStore.com.
[00:54:31.349 --> 00:54:35.030]  We've got 20% off Deep Cleanse for a limited time right now, and that's our best seller.
[00:54:35.270 --> 00:54:38.150]  We can never keep it in stock, but in the aggregate, it is our best seller.
[00:54:38.170 --> 00:54:40.951]  It is an amazing, all-in-one Deep Cleanse.
[00:54:41.951 --> 00:54:48.293]  But separately, let me talk about something that funds our operation, but really is about a meme, and is really about victory in the information war.
[00:54:48.493 --> 00:54:56.915]  We're going to start the second hour, get to Nigel Farage clips, the British exit, your phone calls, what's happening in the global economy, what's happening in the 2016 election, and so much more.
[00:54:57.773 --> 00:55:05.300]  But before I go any further, there was an article that Adon Salazar wrote on Friday that I wanted to point your attention to.
[00:55:05.320 --> 00:55:07.722]  I'm going to retweet this at Real Alex Jones during the break.
[00:55:09.283 --> 00:55:14.908]  Top Google trend for a week running is Hillary Clinton going to jail.
[00:55:17.030 --> 00:55:21.654]  Search engine users curious if Clinton crimes merit prison time.
[00:55:23.413 --> 00:55:30.659]  Most Google users searching for information on Democrat presidential candidate Hillary Clinton are asking if Hillary Clinton is going to jail.
[00:55:30.719 --> 00:55:31.840]  That's the most common search.
[00:55:33.701 --> 00:55:34.922]  The company reported Friday.
[00:55:34.982 --> 00:55:35.562]  You can go back.
[00:55:38.064 --> 00:55:39.666]  In the last week it was the number one search.
[00:55:40.626 --> 00:55:43.388]  The second most trending search topic in the last 24 hours asked
[00:55:44.366 --> 00:55:46.187]  Which party Hillary Clinton represented.
[00:55:46.247 --> 00:55:54.432]  That's the 60% that don't vote or so on average that are starting to get Interface involved and trying to do some research.
[00:55:57.033 --> 00:56:01.395]  But we have a graph here of the interest over time since 2004 to present.
[00:56:01.415 --> 00:56:06.198]  You can see it exploding in the last year since we introduced Hillary for President.
[00:56:06.598 --> 00:56:11.301]  And they go on and even mainstream articles to admit, we have some of those screenshots here,
[00:56:12.827 --> 00:56:19.093]  That Donald Trump has been beating the drum that Hillary needs to go to prison while pointing at Hillary for prison shirts in his crowd.
[00:56:19.353 --> 00:56:22.776]  That's what started him almost a year ago saying that.
[00:56:23.457 --> 00:56:23.857]  And now...
[00:56:24.983 --> 00:56:30.145]  The shirts look like a Hillary campaign shirt, so they don't block it off TV at first until they notice.
[00:56:30.465 --> 00:56:31.746]  It says Hillary for prison 2016.
[00:56:32.246 --> 00:56:38.569]  And we have got all the different screenshots of Trump mentioning she needs to go to jail and talking about Infowars.
[00:56:39.149 --> 00:56:40.550]  We've got it on CNN.
[00:56:40.590 --> 00:56:41.850]  We've got Hillary for prison.
[00:56:42.190 --> 00:56:50.974]  Somebody hacked highway signs all over Texas for a second time and said Hillary for prison.
[00:56:52.543 --> 00:56:53.623]  Isn't that just special?
[00:56:53.983 --> 00:57:00.185]  Hillary for prison has become a frequent staple of Trump campaign stops, with many donning the shirt in a show of solidarity.
[00:57:00.925 --> 00:57:14.608]  Well, by the way, we're offering 50% off at Infowarsstore.com on the shirt, even as it's about to sell out, and 75% off when you sign up for Infowars.com forward slash newsletter.
[00:57:15.657 --> 00:57:18.922]  Put in your email, we'll send you the promo code to get it at $4.95.
[00:57:18.982 --> 00:57:19.703]  That's at cost.
[00:57:20.484 --> 00:57:22.407]  And, uh, this is a limited edition.
[00:57:22.447 --> 00:57:23.128]  It's about to sell out.
[00:57:23.148 --> 00:57:25.893]  We're gonna have another one that's almost the same, but another limited edition.
[00:57:25.913 --> 00:57:27.154]  That'll be the final limited edition.
[00:57:27.675 --> 00:57:29.758]  If she ends up getting elected, it'll be in Peach Hillary.
[00:57:30.937 --> 00:57:31.877]  Or bust, I guess.
[00:57:32.777 --> 00:57:39.498]  But this is a great way to show our numbers and to show that we understand she's a criminal and she's not invincible.
[00:57:39.639 --> 00:57:42.199]  And believe me, it's got us on our radar screen big time.
[00:57:42.579 --> 00:57:46.860]  This meme is really catching on and was the number one search term in the last week on Google.
[00:57:47.280 --> 00:57:48.100]  Is she going to prison?
[00:57:48.420 --> 00:57:50.800]  You bet she is if we take action and spread the word.
[00:57:51.160 --> 00:57:52.401]  Infowarsstore.com.
[00:57:52.521 --> 00:57:56.541]  Get your shirt for 50% off or sign up for the free newsletter and get 75% off.
[00:58:11.540 --> 00:58:15.303]  Last name Bush.
[00:58:15.623 --> 00:58:16.204]  Guess what?
[00:58:17.025 --> 00:58:19.286]  He helped run a bank funding Nazis.
[00:58:19.306 --> 00:58:21.768]  Well, you think that Hitler got his tank money, Papi?
[00:58:21.969 --> 00:58:24.571]  Hitler made a killin' and Prescott made a gillin'.
[00:58:24.591 --> 00:58:28.134]  Congratulations, the Bush family got millions.
[00:58:28.854 --> 00:58:30.155]  That's a lot of loot now.
[00:58:30.235 --> 00:58:31.576]  Time to turn it up now.
[00:58:31.676 --> 00:58:32.957]  Ain't no turnin' back now.
[00:58:33.017 --> 00:58:33.938]  Prescott had a son.
[00:58:34.198 --> 00:58:35.479]  His name was Herbert Walker.
[00:58:35.760 --> 00:58:36.921]  Lil' Herbert Walker.
[00:58:36.961 --> 00:58:37.661]  He was slow.
[00:58:38.382 --> 00:58:39.743]  Messin' with the skull and bones.
[00:58:39.803 --> 00:58:41.084]  Illuminati on his own.
[00:59:03.951 --> 00:59:05.972]  It's time to get him down to Dallas.
[00:59:07.533 --> 00:59:20.262]  And then Herbert Walker became the Vice President of Press.
[00:59:20.362 --> 00:59:22.083]  New World Order's what he says.
[00:59:22.303 --> 00:59:24.785]  Military, industrial complex.
[00:59:25.145 --> 00:59:27.647]  Call out group more war, more checks.
[00:59:28.508 --> 00:59:30.409]  There's a lot of money in conflicts.
[00:59:33.936 --> 00:59:35.897]  He became the president like his father.
[00:59:36.017 --> 00:59:38.858]  Next up on the mic, create a new Pearl Harbor.
[00:59:39.119 --> 00:59:39.979]  Incredible!
[00:59:40.059 --> 00:59:46.802]  On September 11th, Bush and the head of the Bin Laden family would be at the same Carlyle Group meeting in Washington.
[00:59:46.882 --> 00:59:51.245]  A few miles before Osama Bin Laden's hijackers would attack the building.
[00:59:51.285 --> 00:59:56.767]  Bush, Cheney, and the Bin Laden Group gained everything they had wanted as a direct result of 9-11.
[00:59:56.847 --> 00:59:57.908]  And of course, U.S.
[00:59:58.108 --> 00:59:59.569]  oil and arms companies.
[01:00:03.402 --> 01:00:06.104]  You're listening to the Alex Jones Show.
[01:00:13.288 --> 01:00:19.311]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:19.931 --> 01:00:22.953]  It's Alex Jones and the GCN Radio Network.
[01:00:23.073 --> 01:00:25.414]  This is one of the articles up on Infowars.com.
[01:00:25.434 --> 01:00:28.016]  The Pope has come out, even just a month ago, he's done it again.
[01:00:29.909 --> 01:00:30.390]  The Pope.
[01:00:30.490 --> 01:00:32.215]  Muslim migrants are like Jesus.
[01:00:32.255 --> 01:00:33.919]  Yeah, except they didn't go around raping women.
[01:00:36.786 --> 01:00:37.748]  Truly insane.
[01:00:39.721 --> 01:00:47.324]  Meanwhile, Trump's been talking about Hillary takes millions from anti-gay, anti-women regimes, but they come out and call Trump a sexist.
[01:00:48.045 --> 01:00:53.307]  And a lot of leftists go along with that because they're not true liberals in the sense of more freedom.
[01:00:53.807 --> 01:01:00.410]  They're just an authoritarian cult of pseudo-intellectual idiots who can care less about anybody's freedoms, including their own.
[01:01:01.010 --> 01:01:04.892]  They just want to delusionally feel like they're on some type of sick winning team.
[01:01:06.220 --> 01:01:11.161]  I'm going to get back into the British exit, what a big deal that is, coming up at the start of the next segment.
[01:01:11.181 --> 01:01:12.702]  Then I'm going to be taking your phone calls.
[01:01:13.722 --> 01:01:17.583]  All I ask is that you have a really good telephone and that you be to the point and moving forward.
[01:01:18.044 --> 01:01:23.205]  I know I tend to make people hold forever so that we either have great calls or we have horrible calls because a lot of people sit there.
[01:01:23.545 --> 01:01:24.566]  I'm not going to do that today.
[01:01:25.086 --> 01:01:31.848]  At the start of the third segment that's only about 18 minutes away, I will go directly to your phone calls.
[01:01:32.468 --> 01:01:35.369]  And the toll-free number to join us on Obama
[01:01:36.454 --> 01:01:37.555]  Ignoring the Supreme Court?
[01:01:38.615 --> 01:01:41.837]  Oh my gosh, when they said same-sex marriage was, you know, A-OK.
[01:01:43.778 --> 01:01:45.539]  He lit up the White House in a rainbow.
[01:01:46.739 --> 01:01:54.723]  And then when they say, yeah, there's a law where you can't just bring in anybody and not even check their ID and legalize them and say they have all the rights of a citizen.
[01:01:55.384 --> 01:01:58.946]  So the right has, the citizen has a right to pay your, pay for you.
[01:01:59.566 --> 01:02:02.087]  And then you're just above the law and tax exempt and are a god.
[01:02:03.648 --> 01:02:05.209]  Like a mini version of George Soros.
[01:02:06.368 --> 01:02:06.528]  No.
[01:02:08.330 --> 01:02:09.450]  I mean, that's so crazy.
[01:02:13.233 --> 01:02:18.898]  In fact, it's so crazy, I'll be honest with you, I can't even believe the globalists have gotten this far.
[01:02:20.069 --> 01:02:34.358]  I mean, it's wild that in Europe, the United States and Canada, they just open the borders up and you'll see Canadian families, when I've flown in several times, being bitched out and screamed at by customs because they didn't dot an I, literally, on a customs form.
[01:02:34.638 --> 01:02:41.503]  And then you'll just see people from China with Chinese passports just, boom, you're in, boom, you're in, boom, you're in.
[01:02:42.520 --> 01:02:49.728]  But they want to break the Canadians because there's some history of Western freedom, some history of Western background, some history of Magna Carta.
[01:02:49.988 --> 01:02:58.137]  Oh, you're from a country where they sell political dissidence organs and children are chained up outside the factories on power poles to defecate in the street and get one meal a day?
[01:02:58.537 --> 01:02:59.878]  Come on in, baby.
[01:02:59.918 --> 01:03:00.759]  That's who we want.
[01:03:02.481 --> 01:03:03.082]  Same thing here.
[01:03:04.949 --> 01:03:06.529]  And they go, oh, you're against Chinese people.
[01:03:06.609 --> 01:03:09.150]  Oh, because the government has mobile execution vans and they have no rights?
[01:03:09.850 --> 01:03:10.611]  I'm against them?
[01:03:11.331 --> 01:03:13.331]  That's how the mental illness of political correctness is.
[01:03:13.371 --> 01:03:14.692]  Like, knowledge is evil.
[01:03:15.252 --> 01:03:16.512]  Words are bad.
[01:03:16.812 --> 01:03:18.793]  Being informed is a little weird.
[01:03:18.893 --> 01:03:19.553]  I'm a trendy.
[01:03:19.613 --> 01:03:20.693]  I just want to say racist.
[01:03:20.953 --> 01:03:23.334]  And you're like, hey, you're being made a slave.
[01:03:23.654 --> 01:03:24.774]  Shut up, I don't care.
[01:03:24.834 --> 01:03:25.355]  Whatever.
[01:03:26.755 --> 01:03:29.536]  They're coming out with boxes in all the cars that tax you by the mile.
[01:03:29.556 --> 01:03:30.276]  This is 10 years ago.
[01:03:30.476 --> 01:03:30.976]  They're going to do it.
[01:03:30.996 --> 01:03:31.516]  Here's their documents.
[01:03:31.556 --> 01:03:32.757]  Oh, shut up, I don't care.
[01:03:32.957 --> 01:03:33.537]  That'll never happen.
[01:03:35.694 --> 01:03:37.575]  And once it's here, it's like, I like it, it's liberal!
[01:03:38.976 --> 01:03:43.359]  It's meant to control you and give you less resources so that they can injure the economy.
[01:03:44.440 --> 01:03:45.240]  Here's our own admissions.
[01:03:46.601 --> 01:03:48.402]  Uh-huh, sure, I'm a thug.
[01:03:48.442 --> 01:03:51.964]  You're like, listen, please, there's cancer viruses in the vaccine.
[01:03:52.184 --> 01:03:55.386]  Here's a hundred different news articles and documents all admitting it.
[01:03:56.027 --> 01:03:57.888]  Shut up, racist!
[01:03:58.649 --> 01:04:00.610]  But I'm warning you, I care about you.
[01:04:02.159 --> 01:04:02.700]  Uh-huh.
[01:04:03.060 --> 01:04:04.882]  You're weak because you try to warn me.
[01:04:04.982 --> 01:04:06.304]  I just walk around act trendy.
[01:04:08.306 --> 01:04:10.649]  And the elite just go, wipe them out.
[01:04:10.949 --> 01:04:11.390]  Join us.
[01:04:12.631 --> 01:04:13.192]  Wipe them out.
[01:04:14.206 --> 01:04:14.786]  Wipe them out.
[01:04:14.846 --> 01:04:15.807]  They want to be wiped out.
[01:04:15.847 --> 01:04:16.607]  They don't want your help.
[01:04:17.107 --> 01:04:17.947]  It doesn't matter.
[01:04:18.368 --> 01:04:23.469]  I can't give over my soul and my dignity and join the dark side that's helped engineer all this.
[01:04:24.090 --> 01:04:24.990]  That's how it works.
[01:04:25.350 --> 01:04:31.392]  You join the cult of laughing at all the scum, laughing at how dumb they are, laughing at how stupid they are.
[01:04:31.672 --> 01:04:34.173]  The problem is the globalists running and are even worse!
[01:04:36.734 --> 01:04:38.715]  But the trendies don't know they're being laughed at.
[01:04:39.724 --> 01:04:40.665]  Toll-free number to join us.
[01:04:40.725 --> 01:04:44.146]  This is the Sunday number, different than the weekday number.
[01:04:44.166 --> 01:04:44.527]  877-789-ALEX.
[01:04:45.027 --> 01:04:51.330]  First-time callers, by the way, today.
[01:04:51.350 --> 01:04:51.571]  877-789-2539.
[01:04:51.591 --> 01:04:51.831]  877-789-2539.
[01:04:52.231 --> 01:04:54.132]  The first five, six callers will make first-timers.
[01:04:54.152 --> 01:04:57.174]  I'll go to them first, and then other folks can call in about five minutes.
[01:04:57.534 --> 01:05:00.295]  We'll, you know, get long-time callers, people that disagree or whatever.
[01:05:00.315 --> 01:05:02.036]  But I want to give first-time callers a shot.
[01:05:02.056 --> 01:05:02.216]  877-789-ALEX.
[01:05:02.236 --> 01:05:02.276]  877-789-2539.
[01:05:07.239 --> 01:05:09.860]  I'm Alex Jones, a conspiracy theorist, because I think 2 plus 2 equals 4.
[01:05:11.781 --> 01:05:14.083]  Joe Bates here with InfoWars.com.
[01:05:14.303 --> 01:05:15.063]  Exclusive!
[01:05:15.223 --> 01:05:18.565]  Paranoid Hillary drove demoralized Secret Service to drink.
[01:05:18.705 --> 01:05:20.006]  Do drugs have hookers?
[01:05:20.186 --> 01:05:21.947]  Says officer who protected Bridezilla.
[01:05:22.047 --> 01:05:29.991]  A blockbuster book set for release on Monday paints Hillary Clinton as a shrewish and paranoid monster during her time as America's First Lady.
[01:05:30.171 --> 01:05:41.217]  Many turn to alcohol and drugs and performance enhancers and all kinds of other crazy stuff, writes Byron in his upcoming memoir called Crisis of Character, a book about his tenure working with Hillary Clinton.
[01:05:41.377 --> 01:05:41.537]  Ms.
[01:05:41.557 --> 01:05:42.338]  Clinton was a joke.
[01:05:42.538 --> 01:05:43.638]  She was a fake leader.
[01:05:43.798 --> 01:05:47.761]  All bark, no bite, but in a very real power position as first lady.
[01:05:47.941 --> 01:05:52.223]  Daily Mail Online has obtained a copy of Byron's book in advance of publication.
[01:05:52.363 --> 01:05:59.627]  It paints a picture of Hillary's paranoia about the agents and officers protecting her and her family, describing how it bled through in shouting matches
[01:05:59.807 --> 01:06:00.847]  These are our people.
[01:06:00.867 --> 01:06:01.648]  This is our land.
[01:06:01.668 --> 01:06:02.188]  These are our people.
[01:06:25.987 --> 01:06:27.569]  These are our people.
[01:06:29.291 --> 01:06:30.032]  The workers.
[01:06:30.052 --> 01:06:31.393]  The strivers.
[01:06:31.473 --> 01:06:32.474]  The builders.
[01:06:32.494 --> 01:06:33.295]  Who are they?
[01:06:33.335 --> 01:06:34.396]  These are our people.
[01:06:39.290 --> 01:06:42.493]  Who are they?
[01:06:42.633 --> 01:06:44.734]  They are the Dark Armies.
[01:06:45.455 --> 01:06:49.438]  The dark, murdering armies whose only honor is atrocity.
[01:06:49.478 --> 01:06:50.239]  The answer to 1984 is 1776.
[01:06:50.279 --> 01:06:52.240]  You're listening to the Alex Jones Show.
[01:07:08.090 --> 01:07:09.251]  I want to take your phone calls.
[01:07:09.271 --> 01:07:12.272]  Just hold for a number to join us.
[01:07:12.352 --> 01:07:13.232]  It's 877-789-ALEX.
[01:07:13.252 --> 01:07:13.472]  877-789-2539.
[01:07:13.752 --> 01:07:18.394]  That is the Sunday number because we produce this whole show here in studio.
[01:07:18.974 --> 01:07:30.118]  I've been 20 years, 21 years on air, about 20 syndicated and back in the old days I would do it out of my home studio and just let them take the calls and run it and I would say their name and go to them having their name on a computer screen.
[01:07:30.138 --> 01:07:30.779]  Still do that today.
[01:07:32.037 --> 01:07:35.941]  And so, normally Genesis takes the phone calls up in Minneapolis, Minnesota.
[01:07:36.362 --> 01:07:39.145]  That's our syndicator, our satellite platform.
[01:07:39.765 --> 01:07:48.355]  But the Sunday show is all contiguous, it's all homogeneous, I guess you could say, to this studio on Sundays.
[01:07:48.915 --> 01:07:50.417]  So that's why the number is different.
[01:07:51.303 --> 01:08:14.111]  Okay, where to begin, where to start here, obviously, recapping the Brexit, the British exit, despite all the propaganda, all the media demonization, all the lies, huge election fraud that was confirmed and reported, still the people of Britain, I guess reaching back to their vestigial roots of being the only folks that the Romans couldn't conquer,
[01:08:16.519 --> 01:08:24.684]  said no to the EU and that's because of Lord Monckton and Nigel Farage and others that several decades ago founded the UKIP party.
[01:08:25.885 --> 01:08:30.468]  And UKIP is pretty much Ron Paul-esque, probably not even as hardcore.
[01:08:31.169 --> 01:08:33.010]  You know, let's say hardcore-wise,
[01:08:34.403 --> 01:08:39.546]  I'm a 10, and of course there's folks more hardcore, but I think I get as hardcore as is reasonable.
[01:08:39.846 --> 01:08:41.728]  You can find folks that are a 20 or a 30 out there.
[01:08:42.088 --> 01:08:47.271]  But let's just say on the scale of saying I'm about as radical as you can get safely.
[01:08:48.452 --> 01:08:52.754]  By safely I mean without feeding into the globalist loop of civil war.
[01:08:53.475 --> 01:08:59.739]  I really go as far as I can to try to wake people up and try to really change society without causing infighting and civil war.
[01:09:00.640 --> 01:09:01.821]  I mean, I'm really trying to fix stuff.
[01:09:01.881 --> 01:09:03.881]  I really believe the pen is mightier than the sword.
[01:09:04.362 --> 01:09:08.304]  I don't get off on, you know, twisted dreams of physical confrontation.
