[00:00:12.829 --> 00:00:15.790]  Wednesday, April 20th, 2016.
[01:48:45.426 --> 01:48:55.211]  If you look on the first row, second image, click on that, you will see I've drawn a little red circle on the right-hand side of the picture of the impact crater of Chicxulub.
[01:48:55.911 --> 01:49:11.612]  And on the left side of India, I have drawn the yellow circle representing the diameter of the Chicxulub impact, but the red one is the impact crater that is just now trying to prove was a meteor, and I can prove it.
[01:49:12.373 --> 01:49:15.836]  It was 300 miles in diameter.
[01:49:15.856 --> 01:49:19.099]  It was 22 times the energy of the impact at Chekselab.
[01:49:19.600 --> 01:49:22.863]  This broke the continents of Pangea apart.
[01:49:22.943 --> 01:49:26.306]  And it was not 100 million years ago, as classical science says.
[01:49:26.726 --> 01:49:28.728]  It was less than 5,000 years ago.
[01:49:30.409 --> 01:49:34.851]  There were catastrophic things that happened and moved continents apart and shoved India up into the Himalayas.
[01:49:35.392 --> 01:49:37.713]  This is catastrophism.
[01:49:38.293 --> 01:49:41.815]  And it's not separated by millions and billions of years.
[01:49:42.435 --> 01:49:48.878]  So people cannot sit comfortably and think that we're not going to see in the next six or seven years some serious tectonic occurrences.
[01:49:49.178 --> 01:49:51.359]  Look at the top right image, top pro right image.
[01:49:51.839 --> 01:49:52.620]  This is from NASA.
[01:49:53.670 --> 01:50:00.192]  And it's an image showing the mass concentrations, you know, the variations in gravity on the surface of the Earth.
[01:50:00.972 --> 01:50:07.534]  And they cannot explain why that purple and blue one right at the base of India is short of mass.
[01:50:07.814 --> 01:50:12.795]  It's like there's a chunk taken out of the sub-Earth area there, you know, the mantle.
[01:50:12.815 --> 01:50:15.236]  I mean, if you look over in the Atlantic, in the upper right,
[01:50:15.976 --> 01:50:22.364]  You'll see there is a raised area in the middle of the Atlantic going up to Iceland.
[01:50:23.845 --> 01:50:26.168]  That area is over 2.3 million miles in area.
[01:50:32.936 --> 01:50:41.422]  And it was caused by the meteor that hit the east coast of India, over in that purple area, when India was stretched down there where it used to be.
[01:50:41.442 --> 01:50:52.970]  It went underneath Saudi Arabia and up into the Atlantic Ocean, pushing a lot of mass ahead of it, and formed the Atlantic Bulge and the Indian Ocean shortage of mass.
[01:50:53.590 --> 01:50:55.652]  That was a catastrophe that sank Atlantis.
[01:50:56.092 --> 01:50:58.534]  That was a catastrophe that caused the Great Flood of Noah.
[01:50:58.694 --> 01:51:04.579]  It is real, and people need to get into the catastrophic mode of history to understand it properly.
[01:51:04.800 --> 01:51:06.561]  Well, I go back to Shoemaker-Levy.
[01:51:06.581 --> 01:51:10.104]  What was the year that happened?
[01:51:10.124 --> 01:51:12.246]  But the comet broke up, hit one of the big gas giants.
[01:51:12.326 --> 01:51:13.747]  I remember even seeing it on MMI TV.
[01:51:13.787 --> 01:51:14.067]  Jupiter.
[01:51:14.688 --> 01:51:15.549]  And I had Shoemaker.
[01:51:18.715 --> 01:51:21.836]  His wife on, and then they died in a car wreck, and I've also had Levi on.
[01:51:22.296 --> 01:51:25.157]  But they had to admit, okay, you're right.
[01:51:26.257 --> 01:51:29.338]  It looks like we're getting hit by asteroids and stuff all the time.
[01:51:29.478 --> 01:51:31.978]  Huge ones, you know, on a more routine basis.
[01:51:33.459 --> 01:51:36.260]  I mean, what hit Russia, you know, back at the turn of the last century?
[01:51:37.940 --> 01:51:45.402]  We know this stuff's going on because we can now watch other planets being pounded on a routine basis by giant asteroids and comets.
[01:51:47.591 --> 01:51:59.833]  Yeah, I can see that, and we do have to admit the fact, even some of these things like the meteor that burst over that Russian town, Chiblins or whatever it is, I forget the name of it exactly, but... Chompotka or whatever?
[01:52:00.573 --> 01:52:00.913]  Say again?
[01:52:01.293 --> 01:52:02.914]  I'm going from memory, it's Chompotka?
[01:52:03.774 --> 01:52:06.334]  What's the famous one that blew trees down for hundreds of square miles?
[01:52:06.354 --> 01:52:06.934]  Oh, Tunguska.
[01:52:07.234 --> 01:52:07.694]  Tunguska.
[01:52:07.835 --> 01:52:08.115]  That's it.
[01:52:08.435 --> 01:52:08.895]  We can show that.
[01:52:08.935 --> 01:52:12.555]  My grandfather actually saw that come over the north of the United States before it exploded over Russia.
[01:52:13.055 --> 01:52:15.996]  He said it made a moaning sound, like a cow moaning or something.
[01:52:16.969 --> 01:52:17.411]  It's huge.
[01:52:18.275 --> 01:52:19.941]  Wow, keep going, sorry to interrupt.
[01:52:20.387 --> 01:52:20.807]  That's all right.
[01:52:20.847 --> 01:52:21.228]  That's all right.
[01:52:21.248 --> 01:52:22.508]  Look, there's so much to discuss.
[01:52:22.528 --> 01:52:24.750]  We're probably not going to get it all in this show.
[01:52:24.790 --> 01:52:39.199]  But I'm trying to be a digital Indiana Jones and to go and locate things with Google Earth and other data to tell the real history of Earth and the civilizations and the things I am finding.
[01:52:40.099 --> 01:52:41.340]  Let me just tell you this right now.
[01:52:41.360 --> 01:52:43.362]  I've said this already, so it's not a big secret.
[01:52:43.922 --> 01:52:48.385]  Saudi Arabia, all of the Arabian Peninsula, is the major landmass of Atlantis.
[01:52:48.985 --> 01:52:51.226]  I found the fertile plain they're talking about.
[01:52:51.266 --> 01:52:53.327]  It's 110 miles wide by 330 miles long.
[01:52:53.747 --> 01:52:57.069]  It left a scar on the surface of the earth, and I found that on NASA data.
[01:52:57.930 --> 01:53:04.373]  And the capital island of Atlantis is on the southwest coast of the Persian Gulf.
[01:53:04.393 --> 01:53:09.816]  There's three or four locations it might be at, but it's underneath water and sand and stuff.
[01:53:09.936 --> 01:53:10.716]  I think we found it.
[01:53:11.577 --> 01:53:15.899]  And I found over 1,700 stone artifacts left by the Atlanteans.
[01:53:16.676 --> 01:53:31.520]  I do believe that Noah lived in the Arabian Peninsula, was an Atlantean per se, and that the flood was caused by the impact and it did recede quicker in other parts of the earth than it did in the Arabian Peninsula.
[01:53:31.540 --> 01:53:38.842]  That's why they have all that sand and stuff, you know, 80 feet of mud and stuff in the Persian Gulf region that settled over a year's time.
[01:53:39.063 --> 01:53:40.003]  Anyway, there's just so much.
[01:53:41.123 --> 01:53:43.765]  I can't begin to tell you what I've been discovering.
[01:53:44.545 --> 01:53:45.706]  I looked at the Exodus.
[01:53:45.726 --> 01:53:46.587]  Where did it really happen?
[01:53:46.627 --> 01:53:47.227]  What happened?
[01:53:47.467 --> 01:53:51.170]  Where was Moses standing when he saw the real Mount Sinai over in Saudi Arabia?
[01:53:52.811 --> 01:53:54.852]  It's mind-blowing stuff.
[01:53:55.272 --> 01:53:57.574]  I'm going to share that as best I can in July.
[01:53:57.654 --> 01:53:58.915]  Maybe I'll write a book if there's time.
[01:53:59.535 --> 01:54:02.337]  Things are happening so quick, I often wonder if I'm going to get it out in time.
[01:54:02.677 --> 01:54:04.398]  Stan Day, you talk about things happening quick.
[01:54:04.638 --> 01:54:05.159]  It's gone from
[01:54:06.135 --> 01:54:10.217]  Our inside source is talking about the elites going into bunkers, moving to New Zealand.
[01:54:10.457 --> 01:54:13.058]  But now it's all over the New York Times, RT, you name it.
[01:54:13.458 --> 01:54:17.219]  Panicked elite, you know, moving in these billion dollar underground structures in Germany and places.
[01:54:17.819 --> 01:54:20.040]  Why are they running around like chickens with their heads cut off?
[01:54:20.760 --> 01:54:22.801]  Usually they say because of economic unrest.
[01:54:22.841 --> 01:54:24.702]  Lloyds of London says it's the worst ever.
[01:54:26.167 --> 01:54:27.548]  I'm not trying to be a fear monger.
[01:54:28.008 --> 01:54:30.209]  It's the establishment that's acting like it's the end of the world.
[01:54:30.550 --> 01:54:33.271]  And some people say, no Alex, political stuff is the cover.
[01:54:33.691 --> 01:54:36.793]  The elites don't care about the people anymore because they know something big's coming.
[01:54:37.734 --> 01:54:37.874]  Yeah.
[01:54:38.654 --> 01:54:39.014]  I agree.
[01:54:39.034 --> 01:54:39.755]  I agree.
[01:54:40.175 --> 01:54:41.776]  So, I'm asking you, what do you think?
[01:54:41.836 --> 01:54:43.157]  Is it economic?
[01:54:43.217 --> 01:54:43.897]  Is it military?
[01:54:43.917 --> 01:54:45.998]  Or is it a mix of earth changes?
[01:54:46.338 --> 01:54:49.020]  I mean, why are they acting like they don't even care what we think?
[01:54:50.285 --> 01:55:03.656]  Well, because, you know, all right, you're going to roll your eyes at this, but back in the late 40s, early 50s, mankind did make contact with off-world beings, with humanoids, several types.
[01:55:03.956 --> 01:55:14.605]  And when I worked for Dr. Teller at this organization down in Australia building anti-gravity craft, I got fed a lot of information about these alien critters.
[01:55:14.645 --> 01:55:18.748]  And they fit with the biblical concept of a war in the heavens coming down to Earth.
[01:55:20.269 --> 01:55:22.331]  It fits with Genesis 6 and Atlantis and all that.
[01:55:23.012 --> 01:55:29.018]  Well I just know you've been accurate about the earthquakes and you're a really smart guy and the science you talk about I know fits with the real research out there.
[01:55:29.379 --> 01:55:39.589]  I know a lot of the elites and the occults are about worshipping fallen angels and things and I know he talks about that in Noah's time so I understand there's a context to that and the media always makes fun of it but the elites
[01:55:40.370 --> 01:55:44.031]  Their creation story, even the New York Times admitted a few years ago, was the movie Prometheus.
[01:55:44.571 --> 01:55:46.932]  And so, I mean, the elites don't believe in evolution, folks.
[01:55:47.152 --> 01:55:49.993]  When you actually talk to them, they believe we were planted here.
[01:55:50.693 --> 01:55:50.893]  Yes.
[01:55:51.853 --> 01:55:52.033]  Yes.
[01:55:52.353 --> 01:55:54.114]  What's that term, trans-panspermia?
[01:55:54.134 --> 01:55:55.794]  I'll give you a yellow prompt for free.
[01:55:56.615 --> 01:55:57.675]  Panspermia, yeah, that's right.
[01:55:58.655 --> 01:56:06.197]  Some of them think that we were planted by little microbes that were on dust and particles flowing through the universe from other places that had life in it.
[01:56:06.217 --> 01:56:07.618]  Yeah, that's just ridiculous.
[01:56:07.658 --> 01:56:08.078]  I mean, folks,
[01:56:09.713 --> 01:56:23.656]  Look, you know, any thinking person, any logical person can see that the incredible, intricate, interlocked systems of humans and animals and vegetation on this planet could not have happened from one spontaneous action.
[01:56:23.676 --> 01:56:32.559]  A super ultra advanced consciousness did it, God, and then I guess the Bible says the stuff we're dealing with is a bunch of fallen scum who's just a bunch of trash.
[01:56:32.579 --> 01:56:33.639]  I don't know how you describe it.
[01:56:34.383 --> 01:56:35.143]  Yeah, I agree.
[01:56:35.343 --> 01:56:41.286]  And, look, people think that, you know, well, if God is perfect and, you know, then why do we have wars and this and that?
[01:56:41.486 --> 01:56:45.307]  But if you're reading the Scripture, God is in the middle of a war in the heavens with a rebellion.
[01:56:45.568 --> 01:56:47.068]  And Satan is the leader of that rebellion.
[01:56:47.088 --> 01:56:49.669]  And, of course, the Masons are on his side, you know, Lucifer.
[01:56:50.330 --> 01:57:00.814]  And when you have two warring factions, if God, who is, you know, the creator of all the factions, says, look, I'm going to kill everything on the earth with a flood,
[01:57:01.314 --> 01:57:05.917]  And yet some survive, some giants and bits and pieces over in the Americas, whatever, survive.
[01:57:06.417 --> 01:57:08.459]  They say, well, that can't be right because God's not perfect.
[01:57:08.499 --> 01:57:15.523]  But God is in the middle of a war with Satan, who is so intelligent that he was the covering guard over the throne of God.
[01:57:16.083 --> 01:57:21.887]  So, we're dealing with a war here of immense proportions off the planet and now on the planet.
[01:57:22.568 --> 01:57:24.449]  And I don't know any other way to say that.
[01:57:25.461 --> 01:57:26.983]  I know it sounds like Stanley.
[01:57:27.003 --> 01:57:29.646]  Well, you know I don't get into all this stuff, but here's the bottom line.
[01:57:29.706 --> 01:57:30.507]  I've studied the elite.
[01:57:30.547 --> 01:57:32.148]  I've snuck into Bohemian Grove, Skull & Bones.
[01:57:33.029 --> 01:57:37.735]  I've gotten material from Skull & Bones members exclusively here through Charlotte Isserby and others.
[01:57:37.775 --> 01:57:38.876]  His father was in it.
[01:57:39.977 --> 01:57:43.861]  They believe they are getting divine knowledge from off-world beings.
[01:57:44.778 --> 01:58:08.237]  I mean you take Galton, Wedgwood, Huxley, Darwin admitted in his full writings that he was channeled is his evolution of the species and and and you know all the rest of it and they were deep occultist and they envisioned biometrics and computers and everything they then built this modern world to control us so if they're not getting it from the devil which which liberal media outlets make fun of me when I say this but
[01:58:08.917 --> 01:58:15.303]  Half the world supposedly believes in God and the devil, so why is it bad when we take it and put a modern context to it, only for the reasons of debate?
[01:58:16.864 --> 01:58:17.665]  It's not bad.
[01:58:17.725 --> 01:58:18.726]  I mean, goodness gracious.
[01:58:18.806 --> 01:58:27.874]  I mean, we can't continue like we have been for generations, where we just blindly accept what some guy, his interpretation of history is.
[01:58:28.074 --> 01:58:34.720]  I mean, you know that whoever survives the battles writes the history, and it's colored by their input, their psyche.
[01:58:35.558 --> 01:58:36.838]  Now, we have to wake up.
[01:58:37.058 --> 01:58:37.839]  We have the internet.
[01:58:37.859 --> 01:58:40.339]  We have an increase in knowledge, like the Bible said, that is immense.
[01:58:40.939 --> 01:58:44.320]  Use that knowledge, study, to see what the truth is.
[01:58:44.540 --> 01:58:45.420]  Alright, stay right there.
[01:58:45.480 --> 01:58:46.261]  Back in 70 seconds.
[01:58:46.521 --> 01:58:51.722]  Because I'm not going to take issue with it, but I want to get into the Mason issue, because there's a lot of different factions in the Masons.
[01:58:52.042 --> 01:58:53.502]  You're a smart guy, I want to get your take on that.
[01:58:53.522 --> 01:58:59.524]  Because I know most Masons, I wouldn't say are working for the devil, but like I say, most Christians are, but there's obviously factions everywhere.
[01:59:00.814 --> 01:59:01.815]  Brain Force is here.
[01:59:02.355 --> 01:59:04.636]  Ladies and gentlemen, I've been on this the last few months.
[01:59:04.896 --> 01:59:12.720]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[01:59:13.499 --> 01:59:17.082]  One of the worst things with most energy products, this is not sustainable, right?
[01:59:17.102 --> 01:59:19.444]  You're gonna crash and gonna feel really bad afterwards.
[01:59:19.804 --> 01:59:23.327]  This has a bunch of different antioxidants and compounds and polyphenols.
[01:59:23.367 --> 01:59:26.509]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[01:59:27.009 --> 01:59:31.793]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[01:59:32.354 --> 01:59:34.175]  For example, the L-theanine inside of it.
[01:59:34.515 --> 01:59:38.959]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[01:59:39.119 --> 01:59:41.120]  This just increases the compounds you already have.
[01:59:41.741 --> 01:59:43.202]  This is what you're actually designed to run on.
[01:59:43.362 --> 01:59:43.602]  Exactly.
[01:59:43.622 --> 01:59:47.425]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[01:59:47.925 --> 01:59:55.190]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[01:59:55.411 --> 01:59:57.112]  You're listening to the Alex Jones Show.
[02:00:13.666 --> 02:00:15.109]  We are on the march.
[02:00:15.489 --> 02:00:17.934]  The Empire is on the run.
[02:00:18.655 --> 02:00:22.281]  Alex Jones and the GCN Radio Network.
[02:00:32.836 --> 02:00:39.159]  We're going to turn back towards earth on what we can totally document coming up in the next segment with Phyllis Schlafly who had them try to take over Eagle Forum.
[02:00:39.839 --> 02:00:45.542]  Breaking internal campaign memo projects Trump will win 1,400 delegates at GOP convention.
[02:00:46.022 --> 02:00:48.023]  White Democrats are becoming the party of the 1%.
[02:00:48.143 --> 02:00:51.285]  We're going to be getting to a lot of key information.
[02:00:51.305 --> 02:00:52.505]  Look, here's the deal.
[02:00:52.945 --> 02:00:53.646]  I've never covered
[02:00:55.189 --> 02:00:56.430]  UFOs and all this other stuff.
[02:00:56.810 --> 02:00:58.271]  The elite are obsessed with it.
[02:00:58.371 --> 02:01:03.155]  The new X-Files character, according to Chris Carter, you know, the TV host, is based on yours truly.
[02:01:05.136 --> 02:01:08.839]  And so at a certain point I've got to start segwaying into looking at what's happening.
[02:01:09.360 --> 02:01:15.885]  The elite believe in their real cosmology that they are the heirs of this advanced future.
[02:01:16.786 --> 02:01:20.629]  And that they are going to be the advanced humans that get to go forward
[02:01:21.840 --> 02:01:26.164]  But first, the earth has to be cleansed of the infestation of 90% of the population.
[02:01:27.065 --> 02:01:32.870]  And the elite believe that they are communicating with these, you know, fallen angels or whatever.
[02:01:33.350 --> 02:01:34.772]  I mean, that's what goes on at Bohemian Grove.
[02:01:35.392 --> 02:01:36.794]  I never really believed in any of this stuff.
[02:01:36.934 --> 02:01:38.996]  I just want to know why the elite are so obsessed with it.
[02:01:39.196 --> 02:01:42.018]  But you look at Christian cosmology and other ancient cultures, it fits.
[02:01:42.439 --> 02:01:44.100]  Standale, standale.com is our guest.
[02:01:44.120 --> 02:01:46.522]  We'll have him back on to get more into the esoteric sometime.
[02:01:46.542 --> 02:01:47.924]  But specifically, let's take Mason's.
[02:01:49.147 --> 02:01:58.893]  Pre-Christianity, you know, there's the builder guilds, and you didn't just go to a university, you know, mathematics and stuff was very valuable, so it also had a lot of religious stuff mixed in with it, the mystery schools of Egypt and others.
[02:02:00.454 --> 02:02:06.017]  George Washington was a Mason, but he warned of the Illuminati taking over the Masons, and you know, in a bunch of letters, and I thought he was a great guy.
[02:02:06.437 --> 02:02:07.398]  Many of our founders were.
[02:02:08.191 --> 02:02:13.573]  So when people just say, you know, Masons are on the side of Lucifer, well, Albert Pike was a Mason.
[02:02:13.593 --> 02:02:14.313]  He certainly said that.
[02:02:14.353 --> 02:02:15.733]  He wrote that, one of the most influential.
[02:02:16.193 --> 02:02:19.134]  To me, that's a takeover, and it's kind of gone back and forth.
[02:02:19.294 --> 02:02:21.055]  Any institution can get taken over.
[02:02:21.655 --> 02:02:25.116]  I'm not a Mason, had a lot of ancestors that were Masons, who were really good people.
[02:02:25.496 --> 02:02:28.917]  So when you say that, I mean, I agree with you that modern Masonry at the top
[02:02:29.557 --> 02:02:31.620]  ...is a mystery school that worships Lucifer.
[02:02:31.960 --> 02:02:33.362]  That's what they learned at the 33rd degree.
[02:02:33.843 --> 02:02:36.987]  But that, to me, is a takeover of the Masonic idea.
[02:02:37.007 --> 02:02:38.609]  It's like they've taken over all these symbols.
[02:02:38.869 --> 02:02:40.752]  So in the last 2-3 minutes, what's your view on that?
[02:02:41.846 --> 02:02:42.246]  I agree.
[02:02:42.426 --> 02:02:44.247]  I've known many Freemasons in my life.
[02:02:44.427 --> 02:02:53.591]  In fact, I've been such good friends with 18th degree and above Freemasons that I have been allowed to read in their library in a number one lodge.
[02:02:54.612 --> 02:02:58.234]  I couldn't write or photograph anything, but I could memorize what I got there.
[02:02:58.694 --> 02:03:02.636]  So they respected the work I had done and what I was speaking about publicly.
[02:03:03.436 --> 02:03:08.919]  But they were not the superstructure that has taken over the Masonic guilds.
[02:03:10.080 --> 02:03:26.070]  Adam Weishaupt started that, realized that you could get into one of these secret societies, move up the ranks to a very high level, and then start tricking people at the higher level into a side organization that was clearly apart from the objectives of the original Masonic order.
[02:03:27.851 --> 02:03:31.293]  I don't, I don't go after, you know, people and condemn them for being Freemasons.
[02:03:31.353 --> 02:03:32.774]  A majority of them are doing good.
[02:03:32.794 --> 02:03:33.615]  I totally agree with you.
[02:03:33.635 --> 02:03:34.115]  I mean, that's it.
[02:03:34.135 --> 02:03:35.556]  I mean, George Washington was very honorable.
[02:03:35.616 --> 02:03:36.196]  He was one of them.
[02:03:36.396 --> 02:03:37.657]  And he warned it was being taken over.
[02:03:38.417 --> 02:03:39.098]  Yeah, he was right.
[02:03:39.298 --> 02:03:40.119]  He was very right.
[02:03:40.359 --> 02:03:41.739]  And, uh, what was that?
[02:03:41.820 --> 02:03:46.022]  That was around the time that Adam Weishaupt, uh, awarded Ingolstadt, you know, in Bavaria.
[02:03:46.062 --> 02:03:46.462]  That's right.
[02:03:46.482 --> 02:03:47.643]  We had our real revolution.
[02:03:47.683 --> 02:03:48.964]  They were creating a counterfeit of it.
[02:03:49.690 --> 02:03:50.050]  That's right.
[02:03:50.271 --> 02:03:50.651]  That's right.
[02:03:50.771 --> 02:03:52.532]  And there's a lot more we need to study.
[02:03:53.193 --> 02:03:56.075]  I just encourage people to do that and not to watch too much TV.
[02:03:56.095 --> 02:03:56.856]  Get into the real world.
[02:03:56.876 --> 02:03:57.016]  I agree.
[02:03:57.036 --> 02:03:57.937]  Standeo.com.
[02:03:57.957 --> 02:04:01.460]  Let's get you back in a couple months and not a year this time.
[02:04:01.480 --> 02:04:02.521]  You've got one minute left.
[02:04:02.641 --> 02:04:03.462]  Thank you so much for your time.
[02:04:04.082 --> 02:04:12.149]  When do you, just looking at all the maps, I know it's dead reckoning, but you've been proven really accurate, when do you think the big one's coming and what's the most dangerous area on the West Coast?
[02:04:13.399 --> 02:04:25.228]  Most dangerous area, I believe, is the Juan de Fuca area, and I expect that any tick of the clock, but primarily when you have a full moon or a new moon, when the gravitational stress is on the surface of the planet of the greatest.
[02:04:25.568 --> 02:04:28.270]  Jim Birkland, you know, his theory about that I do agree with.
[02:04:28.730 --> 02:04:29.891]  And we're approaching that tomorrow.
[02:04:31.032 --> 02:04:36.997]  Not that I'm saying that the great one's coming tomorrow, but the stresses are building, so watch for full moons and new moon periods.
[02:04:37.817 --> 02:04:41.041]  A day or so either side for the triggering of the Great Ones.
[02:04:41.582 --> 02:04:42.603]  And that occurs twice a month.
[02:04:43.824 --> 02:04:44.726]  What about the Midwest?
[02:04:44.746 --> 02:04:45.767]  What about places like Austin?
[02:04:45.787 --> 02:04:46.808]  What about the fault lines here?
[02:04:46.828 --> 02:04:48.050]  A lot of stuff is becoming active again.
[02:04:50.166 --> 02:04:59.709]  Well, yeah, and I think that formation there that runs across Texas was probably partly a result of the Chicxulub meteor impact down in the Gulf at the Yucatan Peninsula.
[02:05:00.150 --> 02:05:09.473]  So when the fault lines of the world start to shake, and I think it's because the core of the planet is heating up, our magnetic poles are beginning to switch, and we're going to see shortly...
[02:05:10.373 --> 02:05:13.694]  The globalist social engineers are not just targeting us with propaganda.
[02:05:13.834 --> 02:05:16.094]  They are manipulating our genetics.
[02:05:16.274 --> 02:05:24.657]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[02:05:24.917 --> 02:05:28.257]  The key is to be aware of this attack and to fight back against it.
[02:05:28.397 --> 02:05:38.700]  After consulting top doctors, nutritionists, pharmacists and others, we have developed what I believe is the ultimate non-GMO, organic, super male vitality formula.
[02:05:39.040 --> 02:05:46.325]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated for maximum potency.
[02:05:46.525 --> 02:05:48.426]  I've always believed in nutrition and herbs.
[02:05:48.766 --> 02:05:56.351]  Super Mill Vitality was developed to activate your body's own natural processes, instead of using synthetic chemicals.
[02:05:56.711 --> 02:06:02.876]  Super Mill Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[02:06:03.177 --> 02:06:10.122]  Visit InfoWarsLife.com today to secure your Super Mill Vitality and other powerful products from InfoWars Life.
[02:06:10.403 --> 02:06:20.591]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet for more than a decade.
[02:06:20.791 --> 02:06:27.717]  My favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:06:27.877 --> 02:06:32.580]  We have now managed to secure the sought-after beans in a highly customized blend.
[02:06:32.761 --> 02:06:39.446]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[02:06:39.546 --> 02:06:46.632]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[02:06:46.732 --> 02:06:48.453]  Hands down, this is my favorite coffee.
[02:06:48.613 --> 02:06:53.598]  And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[02:06:53.738 --> 02:06:58.101]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[02:06:58.222 --> 02:07:01.484]  Available in original or with our immune support infusion blend.
[02:07:01.625 --> 02:07:07.650]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[02:07:07.910 --> 02:07:10.111]  Available at Infowarslife.com.
[02:07:10.292 --> 02:07:11.672]  Clean, pure drinking water.
[02:07:11.933 --> 02:07:13.234]  You can't survive without it.
[02:07:13.414 --> 02:07:14.334]  But where do you get it?
[02:07:14.614 --> 02:07:20.378]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[02:07:20.618 --> 02:07:26.342]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[02:07:26.522 --> 02:07:43.406]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[02:07:43.786 --> 02:07:45.907]  Filter capacity up to 5,000 gallons.
[02:07:46.267 --> 02:07:47.468]  Stainless steel construction.
[02:07:47.728 --> 02:07:48.488]  Easy assembly.
[02:07:48.768 --> 02:07:49.388]  Low maintenance.
[02:07:49.689 --> 02:07:51.509]  Replacement filters are simple to install.
[02:07:51.789 --> 02:07:58.912]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[02:07:59.052 --> 02:08:04.055]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[02:08:04.255 --> 02:08:06.836]  Go to InfowarsStore.com or call 888-253-3139.
[02:08:28.425 --> 02:08:31.926]  Resistance to tyrants is obedience to God.
[02:08:32.506 --> 02:08:34.307]  It's Alex Jones.
[02:08:34.447 --> 02:08:42.130]  She's been one of the hardest working people when it comes to promoting Americana.
[02:08:43.110 --> 02:08:50.393]  Phyllis Schlafly, founder of Eagle Forum, best-selling author of A Choice Not An Echo, created the conservative movement.
[02:08:51.409 --> 02:08:53.730]  And carried the torch on from Barry Goldwater.
[02:08:54.250 --> 02:09:00.712]  And so much of what we have left of basic freedom in this country is due to her hard work and the Eagle Forum.
[02:09:02.213 --> 02:09:03.714]  And she's a constitutional lawyer.
[02:09:04.574 --> 02:09:06.154]  EagleForum.org.
[02:09:06.174 --> 02:09:07.695]  She's joining us at the bottom of the hour.
[02:09:09.756 --> 02:09:11.937]  Her video message is at EagleForum.org.
[02:09:13.834 --> 02:09:14.835]  And she's put this message out.
[02:09:14.875 --> 02:09:17.036]  She's now coming on the radio live to talk about it.
[02:09:17.556 --> 02:09:18.736]  A very, very sad story.
[02:09:18.756 --> 02:09:20.137]  A very, very sad chapter.
[02:09:20.157 --> 02:09:23.819]  I personally liked Ted Cruz when he was a senator.
[02:09:23.839 --> 02:09:30.522]  I had concerns about his connections to some of the more neoconnish and Rockefeller Republicans.
[02:09:30.722 --> 02:09:36.946]  I liked the Bushes and the Goldman Sachs issues and the TPP issues, but I liked what he did in the Senate overall.
[02:09:37.806 --> 02:09:39.167]  Now we've seen all the dirty tricks.
[02:09:40.523 --> 02:09:42.585]  We've seen the lying about Carson quitting.
[02:09:42.625 --> 02:09:50.191]  We've seen the going and getting him to cancel entire elections and just give him the delegates and then he calls it a landslide of the people.
[02:09:50.692 --> 02:09:53.214]  Even Sean Hannity yesterday, we played it last hour, said stop it.
[02:09:53.935 --> 02:09:55.116]  Stop saying it's a landslide.
[02:09:55.156 --> 02:09:55.896]  There was no election.
[02:09:56.477 --> 02:09:57.818]  In Colorado and many other states.
[02:09:59.239 --> 02:10:02.342]  When there was an election, Donald Trump got nearly 60% of the vote in New York.
[02:10:04.904 --> 02:10:08.287]  In the rural areas, Ted Cruz got the New York values inside the city.
[02:10:10.356 --> 02:10:12.736]  So, this is a serious issue.
[02:10:12.756 --> 02:10:23.138]  And then, about a week and a half ago, the big national news, WorldNetDaily covered it, Drudge covered it, Infowars covered it, Phyllis Schlafly, if you just joined us, there was an attempted coup inside her organization.
[02:10:24.179 --> 02:10:25.479]  Here's the headline from Dr. Corsi.
