[00:00:23.038 --> 00:00:29.301]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:54:35.645 --> 00:54:43.828]  They say, it's now time to teach your sixth grade girls, now that boys are going to be in the showers, we're going to integrate the boys' and girls' rooms together, is the next phase.
[00:54:44.628 --> 00:54:47.310]  So girls don't be repulsed by male genitals.
[00:54:47.330 --> 00:54:53.714]  I mean, that sounds like a joke written in some science fiction comedy book, but it's real!
[00:54:53.734 --> 00:54:56.396]  And you're like, but it's so stupid!
[00:54:56.896 --> 00:54:57.877]  How is that our culture?
[00:54:58.737 --> 00:55:07.123]  Because it's just meant to make you fight over that while they're jacking your food and water with all sorts of poisons and writing 1,100-page PhD textbooks
[00:55:12.432 --> 00:55:12.953]  Yeah, there it is.
[00:55:13.293 --> 00:55:16.056]  Girls must get rid of their discomfort at seeing male genitals in a locker room.
[00:55:16.156 --> 00:55:16.796]  Charlotte Observer.
[00:55:20.180 --> 00:55:29.729]  They just want you to be so malfunctioning, so hamstrung, so crippled mentally, that you never figure out you were given a worthless degree at college.
[00:55:30.670 --> 00:55:32.131]  You never figure out you were screwed over.
[00:55:32.151 --> 00:55:35.775]  You never figure out you were hit with chemical weapons that make you a eunuch, basically.
[00:55:38.100 --> 00:55:39.261]  I mean, you go out and look at the public.
[00:55:39.762 --> 00:55:40.783]  The elite take pleasure in this.
[00:55:40.843 --> 00:55:41.143]  I don't.
[00:55:41.163 --> 00:55:42.765]  They are walking dead.
[00:55:42.785 --> 00:55:47.390]  Their souls have been sucked out.
[00:55:47.410 --> 00:55:48.251]  They're dead.
[00:55:52.596 --> 00:55:55.218]  Let's go ahead and play this clip of Tucker Carlson.
[00:55:55.258 --> 00:55:55.479]  Go ahead.
[00:55:56.112 --> 00:55:56.832]  We talked to them.
[00:55:56.852 --> 00:55:58.833]  I talked to them about the people who work there.
[00:55:58.873 --> 00:56:03.854]  And if everyone in your office has the same background and the same cultural assumptions, it's going to affect your news coverage.
[00:56:03.894 --> 00:56:06.435]  And they seem to think that was reasonable.
[00:56:06.515 --> 00:56:08.796]  Some of the conservatives there asked tough questions.
[00:56:08.816 --> 00:56:10.997]  Others sucked up, basically.
[00:56:11.017 --> 00:56:11.277]  Like who?
[00:56:11.937 --> 00:56:18.221]  You know, just a well-known talk show host who you think would be asking tough questions, but has said things like, you're such an innovator, you're such an impressive guy.
[00:56:18.241 --> 00:56:18.941]  No, who said that?
[00:56:19.081 --> 00:56:20.662]  Ah, come on, you know, you can imagine.
[00:56:20.702 --> 00:56:24.084]  But the point is, they are conducting an investigation.
[00:56:24.104 --> 00:56:25.665]  They don't want to be seen as biased.
[00:56:25.845 --> 00:56:28.587]  Of course, their subjective judgment... So are they going to change anything?
[00:56:29.247 --> 00:56:37.736]  Yeah, I mean, I think they're going to try to move as much as they can over to the algorithm and take the human element out to the extent possible, but I think, you know... Did he admit to it?
[00:56:37.776 --> 00:56:43.142]  Because the curators... No, they did not admit that intentional bias occurred.
[00:56:43.182 --> 00:56:48.207]  They did admit that Silicon Valley is very liberal, and the people who work there, by definition, are probably mostly liberal.
[00:56:48.608 --> 00:56:49.889]  And I said, why don't you hire a bunch of Mormons?
[00:56:49.909 --> 00:56:50.570]  You know, like, make it...
[00:56:51.971 --> 00:56:57.995]  Bring people in with a different cultural background, and you will get a greater diversity of views, and you'll make wiser decisions.
[00:56:58.055 --> 00:56:58.996]  And they said, no, that's a pretty good idea.
[00:56:59.016 --> 00:56:59.817]  I don't know if they'll do it.
[00:56:59.837 --> 00:57:00.737]  Right, they never thought of that.
[00:57:00.837 --> 00:57:02.419]  And we should have other people than liberals there.
[00:57:02.759 --> 00:57:08.383]  The other thing, the big story is, these curators were told, they said they were told to rip out some of these stories from Mitt Romney and others.
[00:57:08.443 --> 00:57:10.084]  And he says more in articles he did.
[00:57:10.164 --> 00:57:13.767]  They're up on drugsreport.com and footworks.com, you name it.
[00:57:13.807 --> 00:57:17.170]  But listen, this is how they whitewash.
[00:57:18.208 --> 00:57:20.370]  Total censorship coming into play.
[00:57:21.010 --> 00:57:22.471]  They shut your site down.
[00:57:22.491 --> 00:57:30.477]  They ban it the third time when they say, don't link even to a Washington Post article about how we're censoring or we're going to take you down.
[00:57:30.878 --> 00:57:33.780]  And you just sit there like we're in communist China and go, yes, I'll stop.
[00:57:33.860 --> 00:57:35.281]  Sorry, don't ban me off here.
[00:57:35.902 --> 00:57:37.983]  When you are what makes Facebook what it is.
[00:57:39.564 --> 00:57:40.105]  It's incredible.
[00:57:41.650 --> 00:57:47.058]  And they just sell it like, oh, it's just a new thing, like the NSA spying, or coming after our guns, or whatever it is.
[00:57:47.759 --> 00:57:50.523]  Infowars.com is where the resistance to tyranny begins.
[00:57:50.884 --> 00:57:52.386]  I'm Alex Jones, second hour coming up.
[00:57:53.949 --> 00:57:57.334]  We got 50% off running until the end of the night on Hillary for President shirts, by the way.
[00:57:59.753 --> 00:58:01.755]  My friends, listen up and listen up good.
[00:58:01.915 --> 00:58:11.085]  For the next 48 hours, this Friday through Sunday, we are offering 50% off the best-selling Hillary for Prison shirts and Molon Lambe shirts.
[00:58:11.205 --> 00:58:16.590]  Hillary for Prison shirt that's sending shockwaves to the media, patriots are meeting like-minded people.
[00:58:16.690 --> 00:58:17.211]  It's amazing.
[00:58:17.311 --> 00:58:19.513]  And because I want to see even more of these shirts out there, 50% off, $9.99.
[00:58:21.175 --> 00:58:21.916]  We're good.
[00:58:36.713 --> 00:58:38.274]  Brainforce is here.
[00:58:38.394 --> 00:58:42.697]  Ladies and gentlemen, I've been on this the last few months.
[00:58:42.857 --> 00:58:46.399]  You probably noticed I've been more crazed, more focused.
[00:59:06.512 --> 00:59:11.484]  Less brain fog, more energy, more special reports, and it's because of BrainForce.
[00:59:12.253 --> 00:59:15.395]  One of the worst things with most energy products, this is not sustainable.
[00:59:15.695 --> 00:59:15.835]  Right?
[00:59:15.855 --> 00:59:18.197]  You're gonna crash and gonna feel really bad afterwards.
[00:59:18.577 --> 00:59:22.080]  This has a bunch of different antioxidants and compounds and polyphenols.
[00:59:22.120 --> 00:59:25.262]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[00:59:25.762 --> 00:59:30.505]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[00:59:31.106 --> 00:59:32.927]  For example, the L-theanine inside of it.
[00:59:33.287 --> 00:59:37.710]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[00:59:37.870 --> 00:59:39.872]  This just increases the compounds you already have.
[00:59:40.512 --> 00:59:41.973]  This is what you're actually designed to run on.
[00:59:42.113 --> 00:59:46.654]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[00:59:46.674 --> 00:59:54.855]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:59:54.895 --> 00:59:57.756]  You're listening to the Alex Jones Show.
[01:00:12.978 --> 01:00:19.008]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:19.609 --> 01:00:22.654]  It's Alex Jones and the GCN Radio Network.
[01:00:23.215 --> 01:00:26.200]  Yeah, that's not just, you know, campy talk there.
[01:00:28.499 --> 01:00:30.740]  We are in FEMA Region 6, where I broadcast from.
[01:00:31.140 --> 01:00:39.082]  We are already an occupied country, but the globalists are trying to mop up resistance, break up the families, shut off our industry, shut off our power plants, and make us dependent.
[01:00:39.282 --> 01:00:40.562]  And then they write textbooks admitting that.
[01:00:41.142 --> 01:00:43.723]  And we write articles about those textbooks, we make films.
[01:00:44.563 --> 01:00:46.663]  That's why so much of what we talked about has now come true.
[01:00:47.003 --> 01:00:48.524]  By the way, we're not happy when it comes true.
[01:00:48.544 --> 01:00:55.426]  We're trying to say, here's their plan, they've gotten so much of this already done, you don't want to go here, 80% population reduction.
[01:00:56.626 --> 01:00:57.066]  Bare minimum.
[01:00:58.280 --> 01:00:59.241]  At the public numbers, 80%.
[01:00:59.921 --> 01:01:00.721]  Deeper white papers, 90%.
[01:01:00.761 --> 01:01:07.405]  And then we have intel from higher up that it goes up to like 99%.
[01:01:08.065 --> 01:01:13.948]  And I've had the different genetic engineers threaten us, send us letters, have lawyers call us.
[01:01:14.668 --> 01:01:21.091]  Some of the acolytes of a man who's pledged himself to Lucifer on the UT website.
[01:01:23.532 --> 01:01:24.473]  It's in my phone endgame.
[01:01:27.813 --> 01:01:37.557]  The UT professor that came out and said he wants airborne Ebola to be released to kill 90% of the world's population, Mr. Pianka.
[01:01:39.517 --> 01:01:41.438]  And then I had his students threaten me.
[01:01:42.918 --> 01:01:47.640]  And then I, some of them sent me emails and said, don't show me in that photo with him and things like that.
[01:01:47.660 --> 01:01:51.341]  And I went and looked them up and they were graduated five years ago, five years before that.
[01:01:51.382 --> 01:01:55.323]  And they were involved in BioShield, bioweapons development.
[01:01:56.815 --> 01:02:01.417]  Sending us emails and their lawyers sending us letters.
[01:02:01.437 --> 01:02:03.097]  This is ten years ago, nine years ago.
[01:02:05.638 --> 01:02:10.240]  Saying, Dr. Piyanka is too liberal, only wanting 90%.
[01:02:11.420 --> 01:02:14.801]  The earth will be free once the human parasite is eradicated.
[01:02:16.782 --> 01:02:18.382]  Humanity must be expunged.
[01:02:20.223 --> 01:02:21.203]  We're reading that letter on air.
[01:02:24.164 --> 01:02:25.665]  And I went to the bioweapons site.
[01:02:27.793 --> 01:02:29.475]  Disguised as a biodefense system.
[01:02:31.578 --> 01:02:33.981]  100 billion dollars the last 15 years spent on it publicly.
[01:02:34.001 --> 01:02:39.607]  And she was in that white lab coat with all those big centrifuges and machines behind her.
[01:02:39.988 --> 01:02:42.411]  And she had a crazy look in her eye and I knew that look.
[01:02:46.920 --> 01:02:48.200]  They're selling the baby parts.
[01:02:48.240 --> 01:02:56.223]  Now they've got articles every day about the chimeras, the part-human, part-animal creatures that don't have any rights, that they won't show us yet.
[01:02:56.243 --> 01:02:57.863]  They're soon going to start showing them on the news.
[01:03:01.244 --> 01:03:05.065]  And they'll have trendies on MTV make fun of the horrible mutants.
[01:03:07.166 --> 01:03:14.688]  But then they'll cut to a commercial saying, brought to you by this hair care product that's testing free on bunnies.
[01:03:15.811 --> 01:03:17.152]  It's all part of sick jokes.
[01:03:17.832 --> 01:03:21.093]  There's human chimeras in miserable pain in tanks.
[01:03:22.754 --> 01:03:24.255]  Part human, part fish, you name it.
[01:03:24.415 --> 01:03:25.535]  Gulping, begging.
[01:03:26.295 --> 01:03:28.216]  I've interviewed the genetic engineers that have witnessed it.
[01:03:30.537 --> 01:03:33.018]  But it's okay, we're nice to the bunnies.
[01:03:35.999 --> 01:03:38.921]  And you want me to sign on to that?
[01:03:39.861 --> 01:03:41.462]  No thank you!
[01:03:42.984 --> 01:03:43.885]  There's no choice.
[01:03:44.565 --> 01:03:46.727]  My soul scrabbles.
[01:03:55.792 --> 01:04:06.560]  Like a litter of dogs that didn't come out right, where they put them in a cage and lower them into the cow pond, and they fight and struggle right up there to get that air at the last minute.
[01:04:06.580 --> 01:04:08.641]  That's how people get rid of dogs.
[01:04:08.661 --> 01:04:09.942]  You know, breeders, that's how they do it.
[01:04:12.278 --> 01:04:14.099]  There's some sick enjoyment in it, I guess.
[01:04:17.342 --> 01:04:20.625]  I don't get any sick enjoyment watching humanity struggle on its knees.
[01:04:20.645 --> 01:04:25.609]  And I've prayed before the Maker.
[01:04:25.629 --> 01:04:29.792]  Because I'm weak, I'm twisted, I'm bad, I'm full of sin.
[01:04:30.012 --> 01:04:32.154]  But I love God and I love justice and I love free will.
[01:04:33.775 --> 01:04:37.298]  So just let God's Spirit shine through this country and this world and turn this tide of evil.
[01:04:44.918 --> 01:04:48.159]  All I know is that the flesh can die.
[01:04:48.479 --> 01:04:49.400]  The soul goes on.
[01:04:50.400 --> 01:04:51.320]  And this is a test.
[01:04:52.501 --> 01:04:53.261]  Life on this planet.
[01:04:54.341 --> 01:04:55.842]  And I've seen beyond the New World Order.
[01:04:56.842 --> 01:04:58.003]  I've seen beyond all their lies.
[01:04:59.123 --> 01:05:01.384]  And I know beyond that is the heavens and the creator of it all.
[01:05:02.544 --> 01:05:04.945]  You've got to ask God to come into your heart and transcend that evil.
[01:05:10.160 --> 01:05:13.102]  A clean, toxic-free body is the foundation of true health.
[01:05:13.403 --> 01:05:23.010]  Introducing Deep Cleanze by InfoWarsLife.com, a scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[01:05:23.311 --> 01:05:28.515]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[01:05:28.595 --> 01:05:37.422]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze doesn't hold back.
[01:05:37.702 --> 01:05:46.284]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[01:05:46.524 --> 01:05:53.426]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigyrex herbal processing technique.
[01:05:53.586 --> 01:05:59.647]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price out there.
[01:05:59.947 --> 01:06:04.670]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[01:06:04.830 --> 01:06:07.271]  That's InfoWarsLife.com or call 888-253-3139.
[01:06:07.831 --> 01:06:20.538]  Defending the Republic from enemies foreign and domestic, it's Alex Jones.
[01:06:33.231 --> 01:06:35.012]  You take my life, but I'll take yours, too.
[01:06:35.913 --> 01:06:38.154]  You fire a musket, but I'll run you through.
[01:06:39.275 --> 01:06:43.278]  When you're waiting for the next attack, you better stand.
[01:06:43.378 --> 01:06:47.541]  There's a falling back.
[01:06:47.581 --> 01:06:49.982]  You take my life, but I'll take yours, too.
[01:06:50.623 --> 01:06:53.024]  You fire a musket, but I'll run you through.
[01:06:53.645 --> 01:06:56.867]  So when you're waiting for the next attack, you better stand.
[01:07:02.449 --> 01:07:06.431]  Everyone can feel and see that it's halfway awake, the energy level of the planet rising.
[01:07:12.234 --> 01:07:16.557]  And we're seeing the enemy uncloak itself on every front.
[01:07:18.298 --> 01:07:20.539]  We're finding out who's good and who's bad right now.
[01:07:21.319 --> 01:07:22.680]  It is an epic time to be alive.
[01:07:24.121 --> 01:07:29.664]  Now, our guest, Joel Skousen, has headed up some of the biggest conservative organizations in the country.
[01:07:30.529 --> 01:07:39.016]  He helped lead one of the attempts back in the 80s and 90s to wrest control from the neocons and the rhinos and the cuckold republicans and the rest of it.
[01:07:39.976 --> 01:07:49.904]  His uncle, Cleon Skousen, was mayor of Salt Lake and a big patriot and wrote bestselling, in the New York Times, number one bestsellers about naked communism and the naked capitalists and the rest of it.
[01:07:50.725 --> 01:07:55.729]  How ultra-rich elites funded socialism and communism to have consolidated control.
[01:07:57.614 --> 01:08:01.536]  And of course, Quigley, decades later, wrote a book basically admitting it all.
[01:08:02.376 --> 01:08:19.164]  But Skousen, on his own right, former Marine Corps officer and fighter-bomber pilot in the Vietnam era, himself with the World Affairs Brief, has done such a great job, I think it was with his discernment, time and time again, being right about what was happening in the world and trying to gauge what's going forward in the future.
[01:08:20.724 --> 01:08:23.746]  But everyone must understand, I don't sit here
[01:08:24.838 --> 01:08:29.321]  And get mad at, say, Michael Savage, because he's got 400 affiliates and I've got 180 affiliates.
[01:08:30.082 --> 01:08:31.362]  Say he's coming on next week, by the way.
[01:08:32.423 --> 01:08:35.545]  Because he has good will, once humanity survived, be successful.
[01:08:36.966 --> 01:08:39.168]  I'm not in competition with Rush Limbaugh or Sean Hannity.
[01:08:40.248 --> 01:08:45.412]  When I attack Glenn Beck, it's because he has a very special office of deception.
[01:08:47.685 --> 01:08:50.907]  And of attacking Ron Paul early on, you know, eight years ago.
[01:08:51.147 --> 01:08:53.629]  And of Key Point saying good things but then flipping.
[01:08:54.270 --> 01:09:04.397]  And now going and meeting with Zuckerberg and groveling and coming out and saying, you know, I think these are good liberals at Facebook and we need to censor these other conservatives.
[01:09:06.858 --> 01:09:09.580]  This is the main lining of censorship in America.
[01:09:10.141 --> 01:09:16.125]  What Matt Drudge was warned about by the other conservative justice that isn't dead yet.
[01:09:19.229 --> 01:09:20.390]  So, here's what I'm here to tell you.
[01:09:20.430 --> 01:09:21.491]  The enemy is moving.
[01:09:21.591 --> 01:09:22.391]  Everyone knows that.
[01:09:24.613 --> 01:09:26.894]  But so is the Spirit of the Lord.
[01:09:27.795 --> 01:09:31.257]  Because when the enemy comes in like a flood, the Spirit of the Lord will stand against it.
[01:09:33.058 --> 01:09:40.243]  I don't sit there and give you Bible verses because I want to manipulate you like Glenn Beck does to your Christian roots.
[01:09:41.304 --> 01:09:43.986]  I say it because it comes right out of me because it's the truth.
[01:09:45.555 --> 01:09:47.876]  And I don't claim to be some high priest or have all the answers.
[01:09:48.536 --> 01:09:52.198]  I simply know my soul's pointed towards God, not towards the devil.
[01:09:54.179 --> 01:09:56.340]  But my flesh is pointed at the devil.
[01:09:57.781 --> 01:09:59.302]  And that's why I'm ashamed of myself.
[01:10:00.542 --> 01:10:08.366]  Now there's a big difference between that and these people that claim you're there to basically follow their every whim and they have the answers.
[01:10:08.926 --> 01:10:13.249]  You need to think for yourself and follow your own discernment, but we have a 6%
[01:10:14.867 --> 01:10:16.988]  Trust rate in the media and AP polls.
[01:10:17.028 --> 01:10:18.329]  We have the system collapsing.
[01:10:18.630 --> 01:10:20.471]  A major time of change is upon us.
[01:10:21.652 --> 01:10:26.595]  And Joel Scalzi is with us for the balance of the hours and come on in the next week for a full hour, maybe longer, and take calls.
[01:10:26.635 --> 01:10:29.277]  But I'm not here to attack Glenn Beck.
[01:10:29.297 --> 01:10:30.417]  I'm talking about his office.
[01:10:31.598 --> 01:10:33.880]  I think we can fairly say he is the Judas Goat.
[01:10:34.380 --> 01:10:35.741]  He is a prototype of that.
[01:10:36.977 --> 01:10:55.776]  And his collapse and now his fawning to Zuckerberg, who they admit put Obama in, is a Bilderberg group member, CIA run on record, total dark side, and now the number one contributor to Hillary, and this guy's telling us that we need to bow down
[01:10:57.052 --> 01:11:02.016]  Zuckerberg and internet censorship, it really heralds a key time for everyone.
[01:11:02.617 --> 01:11:11.263]  Joe, here's what I'm asking before we go to break in about five, six minutes, we'll come back into geopolitics and what's happening in Venezuela and other key points that you're covering at worldaffairsbrief.com.
[01:11:11.283 --> 01:11:15.006]  But Joel Skousen, where are we in your view historically?
[01:11:15.947 --> 01:11:19.470]  Because not just at a news level, in my gut, I just feel the energy level.
[01:11:20.339 --> 01:11:22.140]  Alex, it's good to be with you again.
[01:11:41.610 --> 01:11:52.357]  I think my analysis is that we are at a significant turning point that we have never before seen in the history of conservatism in the United States.
[01:11:52.938 --> 01:12:02.504]  In other words, the conspiracy of globalism and to denigrate sovereignty and masquerading as both liberals and conservatives, controlling both political parties.
[01:12:03.445 --> 01:12:05.026]  Has been very, very sophisticated.
[01:12:05.807 --> 01:12:18.515]  And ever since I was chairman of the Conservative National Committee in the 1980s during the Reagan administration, I really got discouraged about my inability to wake up conservatives to the fact that these people were lying to you.
[01:12:18.955 --> 01:12:25.579]  I was very discouraged that a good portion of the conservative congressmen in the United States had mistresses.
[01:12:25.699 --> 01:12:31.423]  I mean, they... But you were planting the seeds with others, but take credit for what's now happening today.
[01:12:32.435 --> 01:12:37.718]  Well, I don't know whether I started it or not, but I'll tell you, I really sounded the no compromise warning.
[01:12:37.818 --> 01:12:42.261]  I talked about rhino Republicans, Republicans in name only, how we were being betrayed.
[01:12:42.782 --> 01:12:51.667]  And I'll tell you, it's taken 30 years and all of a sudden the conservatives have woken up and this anti-establishment fever has just blossomed.
[01:12:52.208 --> 01:12:57.431]  And so that's why we're seeing this major media manipulation to actually dampen
[01:12:57.831 --> 01:13:03.552]  They're actually removing the content from the internet so that you don't see the wave of resistance.
[01:13:03.572 --> 01:13:07.753]  We're now seeing Chinese communist level censorship here, openly in our face.
[01:13:08.453 --> 01:13:09.034]  Absolutely.
[01:13:09.634 --> 01:13:17.795]  And what Glenn Beck did was just unconscionable, you know, to basically pander to Zuckerberg.
[01:13:17.815 --> 01:13:19.796]  And this is typical of somebody, in fact,
[01:13:20.376 --> 01:13:23.178]  Sadly to say, even Donald Trump has a little bit of this weakness.
[01:13:23.638 --> 01:13:29.302]  He can be flattered, and if you flatter him, he turns around and ingratiates himself to you and says nice things.
[01:13:29.802 --> 01:13:33.545]  The other day, he said wonderful things about Dick Cheney, who's, you know, the Darth Vader.
[01:13:33.625 --> 01:13:34.145]  No, I agree.
[01:13:34.365 --> 01:13:35.626]  I think he's meant with Kissinger.
[01:13:35.646 --> 01:13:36.847]  He's starting to do some scary stuff.
[01:13:37.307 --> 01:13:45.150]  Yeah, and so I'm really worried about this, but Glenn Beck comes from an entertainment background, an alcoholic background.
[01:13:45.591 --> 01:13:49.492]  He's basically bending the work backwards to gain favor in the establishment.
[01:13:49.512 --> 01:13:53.034]  He was a hardcore liberal celebrating abortion just 15 years ago.
[01:13:53.865 --> 01:13:54.426]  Well, that's right.
[01:13:54.466 --> 01:14:00.732]  Now, to his credit, I think Glenn Beck and my uncle W. Cleland Skousen was his mentor.
[01:14:01.052 --> 01:14:07.698]  He really did read all his constitutional doctrines and he converted to Mormon Christianity.
[01:14:08.219 --> 01:14:15.065]  But he also absorbed one of the weaknesses of Mormons who are high-profile public officials.
[01:14:15.726 --> 01:14:23.536]  You know, they're embarrassed about their refugee background, their persecution background, so they've been bending over backwards trying to please the establishment.
[01:14:23.576 --> 01:14:24.858]  We see this with Glenn Beck.
[01:14:25.338 --> 01:14:26.299]  We see this with Orrin Hatch.
[01:14:26.319 --> 01:14:29.303]  Sure, but America's background is a refugee background.
[01:14:29.343 --> 01:14:32.848]  This is just a repeat of the truth of what's happened in this country.
[01:14:34.338 --> 01:14:44.023]  It is, but what I'm saying is that Mormons have a particular persecution complex, and they're desperately trying to gain acceptance in the world, and that's a problem politically.
[01:14:44.063 --> 01:14:51.886]  Now, I don't mean Mormons like myself, who are hardcore conservative constitutionalists, who know what's going on, who understand the conspiracy.
[01:14:51.926 --> 01:14:58.189]  I'm talking about mainstream conservative Mormons, who basically think they can have it both ways.
[01:14:58.229 --> 01:14:59.730]  They can play up to the establishment,
[01:15:00.490 --> 01:15:09.294]  And say nice things about them and be rewarded, and they are rewarded with good press and big articles in US News and World Report praising the church.
[01:15:10.154 --> 01:15:11.295]  But it's a trap, Alex.
[01:15:11.855 --> 01:15:20.699]  It's a trap in many... Well sure, I mean, you know the Catholic Church's background, but clearly now they blackmailed it with a pedophile infiltration, took it over, now the media doesn't talk about it.
[01:15:20.879 --> 01:15:21.439]  I don't know.
[01:15:43.348 --> 01:15:47.330]  Saying, you know, we don't want to talk about Europe's Christian roots, and Jesus was like ISIS.
[01:15:47.390 --> 01:15:48.351]  I mean, these are real quotes.
[01:15:48.931 --> 01:15:50.111]  It's just uncloaking.
[01:15:50.211 --> 01:15:51.392]  Why are they doing it?
[01:15:51.772 --> 01:15:53.793]  With Joel Scalzin, WorldAffairsBrief.com.
[01:15:53.813 --> 01:15:56.635]  Straight ahead, I'm Alex Jones of InfoWars.com.
[01:15:56.975 --> 01:16:03.358]  This is an incredible time to be alive, ladies and gentlemen, and your voice, more than ever, needs to be heard against this world government.
[01:16:09.255 --> 01:16:10.256]  BrainForce is here.
[01:16:10.797 --> 01:16:13.080]  Ladies and gentlemen, I've been on this the last few months.
[01:16:13.340 --> 01:16:21.169]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of BrainForce.
[01:16:21.946 --> 01:16:25.529]  One of the worst things with most energy products is it's not sustainable, right?
[01:16:25.549 --> 01:16:27.871]  You're gonna crash, you're gonna feel really bad afterwards.
[01:16:28.251 --> 01:16:31.754]  This has a bunch of different antioxidants and compounds and polyphenols.
[01:16:31.814 --> 01:16:34.936]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[01:16:35.456 --> 01:16:40.220]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[01:16:40.781 --> 01:16:42.622]  For example, the L-theanine inside of it.
[01:16:42.962 --> 01:16:47.386]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[01:16:47.546 --> 01:16:49.567]  This just increases the compounds you already have.
[01:16:50.188 --> 01:16:51.649]  This is what you're actually designed to run on.
[01:16:51.789 --> 01:16:52.029]  Exactly.
[01:16:52.069 --> 01:16:55.832]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[01:16:56.352 --> 01:17:03.617]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com.
[01:17:03.897 --> 01:17:04.357]  Or call 888-253-3139.
[01:17:09.133 --> 01:17:12.094]  A clean, toxic-free body is the foundation of true health.
[01:17:12.374 --> 01:17:21.975]  Introducing Deep Cleanze by InfoWarsLife.com, a scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[01:17:22.275 --> 01:17:27.456]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[01:17:27.556 --> 01:17:36.378]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze doesn't hold back.
[01:17:36.678 --> 01:17:45.242]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[01:17:45.502 --> 01:17:52.366]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigerex herbal processing technique.
[01:17:52.546 --> 01:17:58.749]  We use only the highest quality organic herbs backed by serious research and we still bring it to you at the best price out there.
[01:17:58.910 --> 01:18:03.632]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[01:18:03.812 --> 01:18:05.753]  That's InfoWarsLife.com or call 888-253-3139.
[01:18:08.815 --> 01:18:10.177]  Clean, pure drinking water.
[01:18:10.457 --> 01:18:11.739]  You can't survive without it.
[01:18:11.939 --> 01:18:12.841]  But where do you get it?
[01:18:13.141 --> 01:18:18.929]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[01:18:19.149 --> 01:18:24.857]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[01:18:25.037 --> 01:18:41.919]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[01:18:42.299 --> 01:18:44.420]  Filter capacity up to 5,000 gallons.
[01:18:44.780 --> 01:18:45.981]  Stainless steel construction.
[01:18:46.261 --> 01:18:47.041]  Easy assembly.
[01:18:47.301 --> 01:18:47.921]  Low maintenance.
[01:18:48.222 --> 01:18:50.022]  Replacement filters are simple to install.
[01:18:50.302 --> 01:18:57.425]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[01:18:57.585 --> 01:19:02.628]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[01:19:02.768 --> 01:19:05.349]  Go to InfowarsStore.com or call 888-253-3139.
[01:19:08.430 --> 01:19:14.354]  Prepping for disaster and societal unrest has now gone so mainstream that even Realtor.com is writing about it.
[01:19:14.514 --> 01:19:23.621]  But the Realtors are still embarrassed to cover the subject and eager to set themselves apart from what they call Uncle Travis' guns and canned foods militia vision of preparedness.
[01:19:23.761 --> 01:19:26.103]  Well, the ants may have the last laugh
[01:19:26.323 --> 01:19:27.343]  On the grasshoppers.
[01:19:27.363 --> 01:19:30.544]  But the grasshoppers will still sing the tune if they can make money.
[01:19:30.725 --> 01:19:37.287]  But maybe you don't have a Hollywood mansion where you can drop another million dollars to turn your home theater into a radiation-proof bunker.
