[00:00:11.499 --> 00:00:16.542]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[02:01:27.478 --> 02:01:47.613]  Antennas and I guess you know cellular functions and stuff like that this is a very high point in the area you can see Josh let's get a shot of this you can see you have a view of the entire surrounding area so if you were to have invaders coming or anything you could see what was going on and there over there is the town of Newmarket
[02:01:48.809 --> 02:01:50.710]  There's about 40,000 people living there.
[02:01:51.410 --> 02:02:00.753]  And when we talked to the refugee, his name was Mohammed, he said there's about a thousand migrants in this city and they don't feel welcome in the city.
[02:02:00.793 --> 02:02:05.055]  He said for various reasons people look at them and he didn't seem to understand why.
[02:02:05.115 --> 02:02:08.856]  I tried to talk to him about that and asked him a lot of different questions.
[02:02:08.876 --> 02:02:10.156]  So it's going to be an interesting interview.
[02:02:10.176 --> 02:02:10.776]  We're going to have that.
[02:02:11.057 --> 02:02:13.717]  We're actually on our way to Dresden, Germany today.
[02:02:14.118 --> 02:02:15.158]  We started off in Munich.
[02:02:15.658 --> 02:02:16.759]  We're on our way to Dresden, Germany.
[02:02:16.779 --> 02:02:19.462]  Tonight at about 6.30 in the evening there's going to be a large protest, an anti-immigration
[02:02:38.780 --> 02:02:39.321]  We're good to go.
[02:02:55.101 --> 02:02:56.482]  And we'll also be shooting video.
[02:02:56.802 --> 02:03:12.570]  Most of the speeches will be in German, so I don't know if we'll be having those, but we will be there to see what's going on in Dresden, Germany, and then we'll be there for the remainder of the week to cover Bilderberg, but also traveling to Berlin and Leipzig to see what's going on with the migrant crisis going on in Germany there.
[02:03:12.970 --> 02:03:23.739]  I'll tell you one thing is for certain the Germans definitely are more organized than say the French or even the UK where in their way that they're housing the migrants.
[02:03:23.759 --> 02:03:33.968]  They're doing a very orderly job and it's not apparent really unless you're taking a real close look that you can actually tell there's a center or a migrant center anywhere around here or a camp.
[02:03:34.448 --> 02:03:37.311]  So they're definitely keep it more organized but
[02:03:37.711 --> 02:03:38.712]  You can tell they're stressed.
[02:03:38.752 --> 02:03:41.154]  The people here that we've talked to are very stressed.
[02:03:41.615 --> 02:03:44.578]  And they feel that most of these migrants should go back.
[02:03:44.618 --> 02:03:47.541]  They took a million in last year, 250,000 this year already.
[02:03:48.261 --> 02:03:50.383]  And you can feel that they're at the breaking point.
[02:03:50.764 --> 02:03:54.167]  And there are several countries in from the Eastern European countries.
[02:03:54.207 --> 02:03:56.489]  You've got the Czech Republic down below us.
[02:03:56.649 --> 02:03:59.112]  Austria is getting flooded, especially in Vienna.
[02:04:00.117 --> 02:04:01.078]  And then you have Hungary.
[02:04:03.579 --> 02:04:03.879]  What is it?
[02:04:03.919 --> 02:04:05.160]  Macedonia is down there.
[02:04:05.180 --> 02:04:07.041]  The former Yugoslav.
[02:04:07.061 --> 02:04:08.902]  You have Croatia, Bosnia and Serbia.
[02:04:09.222 --> 02:04:12.924]  So all these areas are getting overrun and they're making their way into Europe.
[02:04:13.365 --> 02:04:15.606]  So we'll be filing more reports on the road.
[02:04:15.666 --> 02:04:22.330]  But here's a pretty interesting look at Castle Wolfenstein here in just outside of Newmarket, Germany.
[02:04:22.630 --> 02:04:23.991]  And we're in Bavaria right now.
[02:04:24.031 --> 02:04:25.051]  Very beautiful area.
[02:04:25.952 --> 02:04:27.013]  And you can see all these
[02:04:27.973 --> 02:04:57.516]  Interesting mounds out in the distance that you know they have these plateaued mounds on top so who knows what is beneath those there's a lot of history here and you know actually the Romans came through here and invaded around the time of Julius Caesar and when this was called Gaul and but a very beautiful land very nice people everybody we've met so far has been really nice and even the migrant Muhammad we talked to today was very nice and very open so it's interesting to actually sit down and talk to these people and get their perspective because
[02:04:57.776 --> 02:05:01.679]  Yeah, um, that's what this world's all about, getting different perspectives from people.
[02:05:01.939 --> 02:05:04.000]  This has been Rob Dew reporting for InfoWars.com.
[02:05:04.040 --> 02:05:06.422]  We'll be following more reports from Germany.
[02:05:06.622 --> 02:05:08.963]  That is cutting-edge 21st century media, folks.
[02:05:10.564 --> 02:05:11.965]  Clean, pure drinking water.
[02:05:12.225 --> 02:05:13.506]  You can't survive without it.
[02:05:13.706 --> 02:05:14.607]  But where do you get it?
[02:05:14.907 --> 02:05:20.671]  Alexa Pure Pro is a brand-new, groundbreaking, gravity-fed water filtration system that is like no other.
[02:05:20.891 --> 02:05:26.615]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[02:05:26.795 --> 02:05:43.662]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[02:05:44.042 --> 02:05:46.184]  Filter capacity up to 5,000 gallons.
[02:05:46.544 --> 02:05:47.745]  Stainless steel construction.
[02:05:48.005 --> 02:05:48.785]  Easy assembly.
[02:05:49.046 --> 02:05:49.666]  Low maintenance.
[02:05:49.966 --> 02:05:51.787]  Replacement filters are simple to install.
[02:05:52.068 --> 02:05:59.192]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off a retail price and get free shipping.
[02:05:59.333 --> 02:06:03.655]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[02:06:03.675 --> 02:06:04.736]  Go to InfowarsStore.com or call 888-253-3139.
[02:06:04.756 --> 02:06:07.018]  A clean, toxic-free body is the foundation of true health.
[02:06:13.482 --> 02:06:23.064]  Introducing Deep Cleanze by Infowarslife.com, a scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[02:06:23.364 --> 02:06:28.566]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[02:06:28.666 --> 02:06:37.488]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites and others, Deep Cleanze doesn't hold back.
[02:06:37.768 --> 02:06:46.352]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[02:06:46.612 --> 02:06:53.475]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigyrex herbal processing technique.
[02:06:53.655 --> 02:06:59.843]  We use only the highest quality organic herbs backed by serious research and we still bring it to you at the best price out there.
[02:07:00.023 --> 02:07:04.729]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[02:07:04.929 --> 02:07:06.871]  That's InfoWarsLife.com or call 888-253-3139.
[02:07:09.895 --> 02:07:18.903]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[02:07:18.983 --> 02:07:27.090]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:07:27.390 --> 02:07:32.092]  We have now managed to secure the sought-after beans in a highly customized blend.
[02:07:32.253 --> 02:07:38.976]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[02:07:39.056 --> 02:07:46.119]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[02:07:46.220 --> 02:07:53.083]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[02:07:53.243 --> 02:07:57.606]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[02:07:57.726 --> 02:08:00.989]  Available in original or with our immune support infusion blend.
[02:08:01.129 --> 02:08:07.253]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[02:08:07.433 --> 02:08:09.215]  Available at InfoWarsLife.com
[02:08:20.680 --> 02:08:24.843]  Defending the Republic from enemies, foreign and domestic.
[02:08:24.863 --> 02:08:27.045]  It's Alex Jones.
[02:08:28.766 --> 02:08:32.288]  They're asked tough questions, others sucked up, basically.
[02:08:32.328 --> 02:08:32.769]  Like who?
[02:08:33.309 --> 02:08:39.593]  You know, well-known talk show host who you think would be asking tough questions, but has said things like, you're such an innovator, you're such an impressive guy.
[02:08:39.613 --> 02:08:40.314]  No, who said that?
[02:08:40.454 --> 02:08:42.035]  Ah, come on, you know, you can imagine.
[02:08:42.075 --> 02:08:45.438]  But the point is, they are conducting an investigation.
[02:08:45.478 --> 02:08:47.019]  They don't want to be seen as biased.
[02:08:47.219 --> 02:08:49.981]  Of course, their subjective judgments... So are they going to change anything?
[02:08:50.601 --> 02:08:59.089]  Yeah, I mean, I think they're going to try to move as much as they can over to the algorithm and take the human element out to the extent possible, but I think, you know... Did he admit to it?
[02:08:59.109 --> 02:09:04.495]  Because the curators... No, they did not admit that intentional bias occurred.
[02:09:04.535 --> 02:09:09.540]  They did admit that Silicon Valley is very liberal and the people who work there by definition are probably mostly liberal.
[02:09:10.416 --> 02:09:10.756]  Okay.
[02:09:11.456 --> 02:09:16.518]  Now, this is an important meeting, obviously, that happened a few weeks ago, and folks were asking me, some of them, like, why are you having Tucker Carlson on?
[02:09:16.558 --> 02:09:17.398]  He went to that meeting.
[02:09:17.818 --> 02:09:19.839]  I would go to Bilderberg Group meeting if they invited me.
[02:09:19.899 --> 02:09:21.459]  I would go to Davos if they invited me.
[02:09:22.180 --> 02:09:27.401]  I would have gone to this, probably, but I would have come out and said what happened and been critical of it, just like Tucker Carlson did.
[02:09:27.421 --> 02:09:32.543]  People also say, it's a minority of folks that go, listen, you know, Tucker Carlson's on Fox News.
[02:09:33.003 --> 02:09:36.084]  We also created the Daily Caller that's constantly defeating
[02:09:36.764 --> 02:09:36.924]  Yeah.
[02:09:52.634 --> 02:10:08.608]  Shows he's a good guy and also shows the liberty movement is growing and it's survivable now to be able to openly talk about global government and all the corruption in a time when journalists are getting audited and arrested and censored off of Facebook.
[02:10:08.648 --> 02:10:11.030]  So Tucker's here with us at the bottom of the hour.
[02:10:11.110 --> 02:10:14.133]  Then my exclusive interview with Roger Stone.
[02:10:14.873 --> 02:10:15.773]  We taped this Saturday.
[02:10:15.793 --> 02:10:17.094]  He had to leave because his mother died.
[02:10:17.174 --> 02:10:18.834]  He said, I just talked to my mom for the last time.
[02:10:18.874 --> 02:10:19.414]  I gotta go.
[02:10:19.674 --> 02:10:20.214]  She's gone.
[02:10:20.334 --> 02:10:21.654]  And she died last night.
[02:10:21.995 --> 02:10:22.715]  So tough guy.
[02:10:22.735 --> 02:10:32.617]  He sucked it up and came in here 10 minutes after he learned she was going any minute and did the interview to give us the inside scoop on the VP choice.
[02:10:32.697 --> 02:10:38.278]  Now, the headline here is, and we're going to premiere it, Trump VP pick leaked?
[02:10:39.964 --> 02:10:41.586]  Now, I'm not throwing stone under the bush.
[02:10:41.846 --> 02:10:43.187]  You're going to discover what really happened.
[02:10:43.547 --> 02:10:47.170]  But, you know, when I figure something out for myself, I figure it out.
[02:10:47.290 --> 02:10:52.054]  And it's not 100% set in stone, but little birdies, not just stone, little birdies said 95%.
[02:10:52.374 --> 02:10:55.917]  So you're going to hear it here first, ladies and gentlemen.
[02:10:56.158 --> 02:10:56.998]  We'll get Tucker's take.
[02:10:57.038 --> 02:10:59.000]  He may know as well or have a good idea.
[02:10:59.020 --> 02:11:01.422]  You know, it's kind of like when you guess it, you guess it, you can't help it.
[02:11:01.942 --> 02:11:03.604]  Tucker Carlson, great to have you here with us.
[02:11:04.284 --> 02:11:05.345]  Hey, Alex, thanks for having me.
[02:11:06.326 --> 02:11:06.566]  Wow.
[02:11:06.586 --> 02:11:08.708]  Where do you want to start with the whole Facebook situation?
[02:11:09.659 --> 02:11:16.683]  Well, I mean, I don't have much to add to it other than Glenn Beck behaved in a pretty self-discrediting way, I thought.
[02:11:17.323 --> 02:11:19.804]  I mean, it's interesting to see people around billionaires.
[02:11:20.304 --> 02:11:21.305]  I've got nothing against billionaires.
[02:11:21.345 --> 02:11:23.646]  I'm impressed by people who make their own fortunes, of course.
[02:11:24.186 --> 02:11:28.208]  But I also don't feel the need to slavishly suck up to them, to lick their boots.
[02:11:28.508 --> 02:11:29.049]  And he does.
[02:11:29.549 --> 02:11:31.190]  So that was kind of interesting.
[02:11:32.475 --> 02:11:33.516]  Yeah.
[02:11:33.797 --> 02:11:36.540]  I actually talked to somebody else that was there and they said the same thing that you said.
[02:11:37.021 --> 02:11:37.982]  How many people total?
[02:11:38.563 --> 02:11:39.304]  Refresh folks memory.
[02:11:39.484 --> 02:11:40.065]  Where did you meet?
[02:11:40.365 --> 02:11:40.886]  What was it like?
[02:11:41.347 --> 02:11:43.990]  We met at Facebook HQ outside San Francisco.
[02:11:44.871 --> 02:11:46.153]  Probably 15 people.
[02:11:46.173 --> 02:11:49.618]  Some of them you would recognize, some you wouldn't.
[02:11:50.527 --> 02:12:03.952]  Um, and basically we listened as, uh, as Mark Zuckerberg and Sheryl Sandberg and Peter Thiel, um, and a couple of the top engineers over at Facebook explained that they're really worried that they're going to be perceived as liberal.
[02:12:04.252 --> 02:12:10.174]  They understand that, you know, they're mostly liberals who work there, of course, that that's the pool from which they fish.
[02:12:10.514 --> 02:12:14.175]  And, um, and so they, they think it hurts their business if they're perceived that way.
[02:12:14.215 --> 02:12:19.877]  And so they're going to try to be, uh, perceived to do everything they can to make conservatives believe they're not discriminated against them.
[02:12:20.199 --> 02:12:21.440]  You know, it was kind of what you'd expect.
[02:12:21.640 --> 02:12:34.527]  What I didn't expect was to see Glenn Beck stand up and say, you know, you're just a remarkable innovator, you're an amazing person, and anyone who criticizes you is obviously a fascist, and it was, you know, it was ridiculous.
[02:12:34.587 --> 02:12:36.688]  He humiliated himself, I thought.
[02:12:37.711 --> 02:12:40.333]  He also said that Zuckerberg looks you in the eye all the time.
[02:12:40.393 --> 02:12:41.894]  That's what a psychopath will do.
[02:12:41.914 --> 02:12:44.335]  I get German culture, they all look you in the eye.
[02:12:44.675 --> 02:12:49.879]  I look folks in the eye a lot, but it makes people uncomfortable sometimes, so I start looking away.
[02:12:50.199 --> 02:12:59.024]  It's not that I'm trying to hide something, it's that for whatever reason, I found when I look people in the eye too long, they start basically bumbling around.
[02:12:59.044 --> 02:13:01.085]  They do!
[02:13:01.646 --> 02:13:05.668]  You know, in some cultures it's considered really an invitation to physical violence.
[02:13:05.728 --> 02:13:06.589]  It's considered way too
[02:13:07.136 --> 02:13:08.317]  Assertive, too aggressive.
[02:13:09.598 --> 02:13:12.259]  I didn't notice him looking at me in the eye.
[02:13:12.419 --> 02:13:15.221]  I was sort of looking at Sheryl Sandberg and Peter Thiel.
[02:13:15.241 --> 02:13:17.022]  Zuckerberg was fine.
[02:13:17.042 --> 02:13:19.443]  I didn't have a strong reaction to one or the other.
[02:13:19.984 --> 02:13:21.785]  But there were more interesting people in the room, in my view.
[02:13:22.045 --> 02:13:25.547]  Now, I don't normally go off people's looks, but when we pull up a photo of Zuckerberg... Oh, I do!
[02:13:26.067 --> 02:13:27.388]  I'm being sarcastic.
[02:13:27.448 --> 02:13:28.609]  I'm being sarcastic, sure.
[02:13:28.909 --> 02:13:33.852]  He does look like he could actually play Nosferatu without any prosthetic fake teeth.
[02:13:33.912 --> 02:13:35.113]  I mean, he does have vampiric teeth.
[02:13:38.514 --> 02:13:39.515]  That is hilarious!
[02:13:41.656 --> 02:13:44.538]  You know, he didn't go for my neck, I'm proud to say.
[02:13:45.578 --> 02:13:48.180]  You know, we're not prepared for this, but guys, just type in his name.
[02:13:48.260 --> 02:13:50.721]  It's like the official photo they put out with his face leering.
[02:13:50.741 --> 02:13:51.602]  He looks completely scary.
[02:13:51.622 --> 02:13:58.806]  And of course, I'm being a little bit sarcastic here, but getting serious, tell us what you really think about Glenn Beck, because I'm not here just to bash other talk show hosts.
[02:13:58.866 --> 02:13:59.626]  I don't really do that.
[02:14:00.266 --> 02:14:04.829]  I read a lot of what Glenn Beck covers as a supposed libertarian, but he wanted to be the leader of the whole movement.
[02:14:05.109 --> 02:14:08.571]  He did a lot of stuff behind the scenes on affiliates we were on and with sponsors.
[02:14:09.032 --> 02:14:15.416]  I mean, this guy really, I learned, has vendettas for everybody and thinks he's the king of the universe and should run everything.
[02:14:15.436 --> 02:14:16.597]  I was told that by people at Fox.
[02:14:17.017 --> 02:14:28.545]  One time I was there to go on other shows and the Fox high-level producer, a name everyone would know, has their own show on Fox, but also produces stuff, came over, had a steak with me at lunch, or part of a steak, they had a smaller steak.
[02:14:29.085 --> 02:14:36.510]  And I sat there, after I'd just been on The View, and he looked right at me and said, Glenn Beck is climbing the walls that you're about to be let in to be on a bunch of shows.
[02:14:37.010 --> 02:14:38.391]  And I said, well, I've already been offered a show.
[02:14:38.431 --> 02:14:39.992]  They want me to do a pilot with ManCow.
[02:14:40.252 --> 02:14:41.813]  I turned that down last year.
[02:14:41.833 --> 02:14:43.414]  And I said, why does he care?
[02:14:43.434 --> 02:14:44.335]  And he goes, look, trust me.
[02:14:45.015 --> 02:14:46.036]  He runs the whole place.
[02:14:46.276 --> 02:14:47.357]  He's probably going to get kicked out.
[02:14:47.577 --> 02:14:48.278]  He's crazy.
[02:14:49.218 --> 02:14:50.819]  But he thinks he's Jesus.
[02:14:51.520 --> 02:14:52.200]  Now, that was the quote.
[02:14:52.220 --> 02:14:53.621]  Now, I've been told that by so many others.
[02:14:53.941 --> 02:14:54.922]  What was your take on Glenn Beck?
[02:14:55.973 --> 02:14:59.075]  Well, I mean, my general view of Glenn Beck is that he's super talented.
[02:14:59.175 --> 02:15:01.196]  I mean, he's much more talented than I am, that's for sure.
[02:15:01.236 --> 02:15:06.198]  Radio, as you know, is great preparation for any kind of broadcasting, because you have to fill all this air by yourself.
[02:15:06.438 --> 02:15:07.999]  And it takes a talented man to do that.
[02:15:08.179 --> 02:15:09.540]  Again, more talented than I am.
[02:15:09.580 --> 02:15:11.140]  Glenn Beck is a really talented guy.
[02:15:11.721 --> 02:15:16.623]  But when he started to conflate his own radio career with some sort of religious mission,
[02:15:17.128 --> 02:15:18.149]  You know, he lost me.
[02:15:18.189 --> 02:15:20.190]  And I mean, I'm a pretty mainstream Episcopalian.
[02:15:20.210 --> 02:15:21.511]  Maybe that's, maybe it's my fault.
[02:15:21.811 --> 02:15:25.354]  I didn't understand it, but there was this mystic element that crafted him.
[02:15:25.374 --> 02:15:26.174]  That's cultic!
[02:15:26.194 --> 02:15:26.775]  To his rhetoric.
[02:15:26.855 --> 02:15:28.015]  I mean, it made me uncomfortable.
[02:15:28.056 --> 02:15:29.056]  I will say that.
[02:15:29.296 --> 02:15:30.897]  He had this weird rally on the mall.
[02:15:30.917 --> 02:15:35.381]  It wasn't clear what it was about, but it had something to do with elevating him as a spiritual leader.
[02:15:35.441 --> 02:15:36.721]  And that's where he kind of lost me.
[02:15:36.741 --> 02:15:39.924]  I'm a kind of meat and potatoes, cable news guy, journalist.
[02:15:39.984 --> 02:15:41.164]  I've done it for 25 years.
[02:15:41.205 --> 02:15:41.925]  Pretty straightforward.
[02:15:41.945 --> 02:15:43.126]  You know, here's the story.
[02:15:43.166 --> 02:15:44.046]  Here's what I think it means.
[02:15:44.086 --> 02:15:46.008]  I mean, it's, you know, I'm not here
[02:15:46.616 --> 02:15:48.778]  to redeem people or to save them from hell.
[02:15:48.818 --> 02:16:02.007]  Well the really creepy part is him saying he has the only answer and that and that Cruz is this anointed one and that the children are their new priest and that if we don't do what they say we're going to hell that is Jim Jones territory.
[02:16:02.347 --> 02:16:04.328]  Well, it scared the hell out of me, I gotta say.
[02:16:04.368 --> 02:16:07.930]  And again, I don't want to be judgmental, but it freaks me out when people talk like that.
[02:16:07.950 --> 02:16:08.991]  I mean, this is politics.
[02:16:09.491 --> 02:16:12.873]  The point of politics is, by definition, it's a secular endeavor.
[02:16:13.334 --> 02:16:18.156]  We're trying to solve differences without violence, without reference to the hereafter.
[02:16:18.417 --> 02:16:23.760]  We're trying to do this in a sort of reasonable way using logic, reason, right?
[02:16:24.260 --> 02:16:27.562]  And when you all of a sudden start imputing religious motives,
[02:16:28.049 --> 02:16:28.209]  I think?
[02:16:43.889 --> 02:16:55.517]  And that's just a level of discourse I'm not comfortable with, because once you believe the person you're competing against is not just wrong but evil, it justifies almost any kind of action, including violence, and so it makes me uncomfortable.
[02:16:55.557 --> 02:17:03.282]  Sure, and that's why, the reason he got suspended off Sirius XM, and more and more I agree with it, because it's the premeditated nature of it, he's powerful,
[02:17:04.102 --> 02:17:05.523]  He's got tens of millions of listeners.
[02:17:06.023 --> 02:17:07.603]  He's messed with me, hardcore.
[02:17:08.104 --> 02:17:13.225]  I mean, like, not even the government's done this much stuff, as people have told me back behind the scenes.
[02:17:13.265 --> 02:17:19.828]  And I've experienced losing the affiliates and the sponsors and stuff with him personally trying to lean on me over the years.
[02:17:20.208 --> 02:17:24.853]  And I can't prove all of that, but he's attacked me and said I'm dangerous and said I shouldn't be on the air and stuff like that.
[02:17:25.173 --> 02:17:26.514]  So he's on record with some of it.
[02:17:26.995 --> 02:17:28.296]  He moved to Texas where I'm at.
[02:17:28.596 --> 02:17:30.718]  I mean, he copies a lot of stuff we do, but twist it.
[02:17:31.079 --> 02:17:33.481]  But he said once, you know, let me on the stage with Trump.
[02:17:33.521 --> 02:17:34.642]  I'm going to stab him a bunch.
[02:17:34.682 --> 02:17:35.343]  I wouldn't stop.
[02:17:35.663 --> 02:17:37.285]  Then he said, oh, I didn't mean that about Trump.
[02:17:37.805 --> 02:17:43.249]  And then he has this other guy on to say, well, we mean this hypothetically, but somebody needs to take him out, Trump.
[02:17:43.649 --> 02:17:46.611]  And it's the sneakiness of it that makes it so creepy.
[02:17:46.831 --> 02:17:48.132]  He's not just talking about killing Trump.
[02:17:48.432 --> 02:17:51.834]  He's trying to, like, say, somebody needs to take care of this problem.
[02:17:52.274 --> 02:17:55.176]  OK, yeah, he needs to die, but we need to watch how we say it.
[02:17:55.717 --> 02:17:58.298]  And this is a guy with hundreds of millions of dollars, or at least he used to have it.
[02:17:58.478 --> 02:17:59.099]  That's dangerous.
[02:17:59.830 --> 02:18:06.654]  Well, and also in this moment, which is a very combustible moment, I mean, anybody paying any attention at all can see where this is going.
[02:18:06.674 --> 02:18:09.055]  There have been outbreaks of violence at Trump events.
[02:18:09.075 --> 02:18:11.196]  There are going to be more, unfortunately.
[02:18:11.236 --> 02:18:15.758]  I hope it's not going to happen, but I suspect and everyone watching suspects that it will.
[02:18:16.078 --> 02:18:19.280]  This is exactly the moment when you need to kind of pull back a little bit.
[02:18:19.820 --> 02:18:26.384]  Let's not talk like that, because there are an awful lot of crazy people out there, as you well know, and some of them are on the edge of action.
[02:18:27.523 --> 02:18:28.884]  I was jokingly saying I'm one of them, but you know what?
[02:18:29.104 --> 02:18:30.505]  We were talking earlier about being a little bit crazy.
[02:18:30.665 --> 02:18:34.487]  I don't act on it, and I'm in control of my eccentric side.
[02:18:34.808 --> 02:18:39.170]  These other people tend to get some power, and they get more eccentric until they go off into la-la land.
[02:18:39.250 --> 02:18:43.173]  I'm personally worried that Glenn Beck has something like a borderline personality disorder.
[02:18:43.833 --> 02:18:48.679]  I personally, in study and life, have researched that.
[02:18:48.719 --> 02:18:53.104]  Let's just say I read a few books on it and talked to some psychologists about it because I know some folks that have it.
[02:18:53.424 --> 02:18:57.849]  And let me tell you, there's some things that they diagnose that don't exist, like oppositional
[02:18:58.490 --> 02:18:58.990]  I'm serious.
[02:19:16.738 --> 02:19:26.542]  Well, I think what all of us need in order to maintain sanity is to have a small group of people whom we trust, who have our best interest at heart, and whom we listen to, carefully, and act on their advice.
[02:19:26.622 --> 02:19:28.482]  I mean, you know... Town boards!
[02:19:28.502 --> 02:19:30.283]  We need to bounce things off, folks!
[02:19:30.463 --> 02:19:31.283]  Well, of course!
[02:19:31.383 --> 02:19:34.284]  People that you actually listen to, whose opinions you care about.
[02:19:34.725 --> 02:19:38.426]  You know, I only have three or four people in my life whose opinions I really listen carefully to.
[02:19:38.946 --> 02:19:42.847]  But if two or more of them tell me to do something, I do it, because I know that they're right.
[02:19:42.867 --> 02:19:51.529]  Same here, if my mom, my dad, my cousin Buckley, and a few other people all of a sudden say something, I know I'm wrong and I go, okay, but that's only a couple times a year.
[02:19:51.990 --> 02:19:55.551]  That's exactly, I've had that exact experience.
[02:19:55.871 --> 02:19:59.172]  And the funny thing is, in my life, one of them is named also Buckley, my brother Buckley.
[02:19:59.192 --> 02:20:04.153]  I know you've come and visited us and hung out, you're a great guy, and you were just blown away, wait, Buckley's really named Buckley.
[02:20:05.313 --> 02:20:05.573]  I know!
[02:20:05.593 --> 02:20:06.533]  Well, I've never met.
[02:20:06.614 --> 02:20:10.275]  I have a son and a brother named Buckley, and I had a grandfather named Buck.
[02:20:10.315 --> 02:20:13.596]  I've never met anybody else with that name, but I love it.
[02:20:13.636 --> 02:20:18.478]  Well, he has a name that sounds like it's something right out of the Wolf of Wall Street, you know, the Oatmonk Stratley or whatever.
[02:20:19.018 --> 02:20:26.001]  But with him, we've tracked back both our family names, but then they were fans of William F. Buckley as well, his dad and mother, so that was the coup de grace.
[02:20:26.041 --> 02:20:31.283]  But the Buckley and the Stratton and the Hammond, those are all family names connected, so yeah.
[02:20:31.523 --> 02:20:31.803]  Who knows?
[02:20:31.823 --> 02:20:32.503]  That's amazing!
[02:20:32.563 --> 02:20:33.564]  Might be related, I don't know.
[02:20:35.746 --> 02:20:37.507]  Now, again, Tucker Carlson here.
[02:20:37.727 --> 02:20:39.629]  We're looking at a massive climate of censorship.
[02:20:39.689 --> 02:20:40.850]  It's clearly intensifying.
[02:20:41.270 --> 02:20:42.491]  They're calling for it in Europe.
[02:20:42.971 --> 02:20:44.612]  Facebook's working with them in Europe doing it.
[02:20:44.872 --> 02:20:49.135]  So when Facebook says, oh, we've just got a few employees doing this, I don't really buy it.
[02:20:49.155 --> 02:21:01.303]  I mean, we've been given the three-day suspensions for really simple stuff like sending out a link that Navy SEAL sent out about Benghazi saying, you know, she didn't act and they died with just photos of their faces.
[02:21:01.703 --> 02:21:05.246]  And I don't see how I'm not allowed to post that on my own supposed site.
[02:21:05.986 --> 02:21:07.107]  No, that's a great point.
[02:21:07.167 --> 02:21:10.509]  And look, the problem with Facebook is its scale.
[02:21:10.709 --> 02:21:16.673]  I mean, Facebook has more power than any media organization in history of the world has ever had.
[02:21:16.753 --> 02:21:20.936]  It has a virtual monopoly on disseminating news.
[02:21:21.436 --> 02:21:22.176]  You know, close to it.
[02:21:22.236 --> 02:21:24.578]  Closer than any newspaper baron ever had.
[02:21:24.678 --> 02:21:27.179]  Bigger than William Randolph Hearst by, you know, 10x.
[02:21:27.620 --> 02:21:29.501]  It's a really, really big company.
[02:21:29.641 --> 02:21:32.883]  And so whenever you vest that much power in one organization,
[02:21:33.484 --> 02:21:36.886]  You run the risk that they can choke off dissent or views that they disagree with.
[02:21:36.986 --> 02:21:47.352]  I mean, my real concern with Facebook is the agreements it enters into with foreign governments to go along with their censorship of what they call hate speech, which is, of course, speech I disagree with.
[02:21:48.259 --> 02:21:49.139]  And that's not allowed.
[02:21:49.279 --> 02:21:58.122]  And Facebook really, I don't think, and Google's the same, and Twitter as well, should not, no American companies should play along with censorship in other countries.
[02:21:58.162 --> 02:22:05.684]  I mean, look, we have laws here that govern the conduct of American businesses abroad, and they say really clearly, you may not engage in bribery.
[02:22:05.844 --> 02:22:09.785]  It may be legal in Nigeria, but it's illegal here and American companies can't engage in it.
[02:22:10.305 --> 02:22:12.466]  Why do the same standards not apply to the First Amendment?
[02:22:13.027 --> 02:22:19.091]  Here, of course, we all have to abide by the Bill of Rights, and the first part of it is the First Amendment, which guarantees our right to say distressing things.
[02:22:19.772 --> 02:22:24.515]  But American companies, when they go abroad, can collaborate with the censorship of foreign governments in order to make money.
[02:22:24.655 --> 02:22:25.516]  Why is that okay?
[02:22:25.796 --> 02:22:26.276]  Exactly.
