[00:00:01.593 --> 00:00:04.204]  You're listening to The Alex Jones Show!
[01:52:47.099 --> 01:52:54.501]  But for a limited time, the creator of Patriot Power Greens has set aside a small number of free samples specifically for our conservative friends.
[01:52:54.901 --> 01:52:57.601]  All they ask is that you chip in a few bucks to cover shipping.
[01:52:58.062 --> 01:53:02.123]  To claim your free samples of Patriot Power Greens, go to Greens75.com.
[01:53:02.183 --> 01:53:02.863]  That's Greens75.com.
[01:53:02.883 --> 01:53:03.283]  Greens75.com.
[01:53:09.585 --> 01:53:16.312]  Something just happened that has explained why survival food is literally flying off the shelves and has sold out in many areas of the country.
[01:53:16.673 --> 01:53:20.317]  It caught me totally by surprise, and it involves FEMA.
[01:53:20.657 --> 01:53:23.640]  I couldn't believe FEMA tried this until I saw proof.
[01:53:24.081 --> 01:53:29.166]  Revealing their secret could land me in hot water, but I think you deserve to know exactly what they're doing.
[01:53:29.747 --> 01:53:33.769]  Watch the viral video at FEMA3.com before it disappears again.
[01:53:34.109 --> 01:53:39.711]  But be warned, it's really disturbing because the fact is, they must know something we don't.
[01:53:40.271 --> 01:53:50.276]  Go to FEMA3.com to see the number one item you should be hoarding and why supplies of this critical item are so low or even completely sold out at many stores across America.
[01:53:50.996 --> 01:53:51.876]  Don't miss out.
[01:53:52.216 --> 01:53:56.938]  Watch the controversial video that thousands of other smart patriots have already seen in recent days.
[01:53:57.418 --> 01:54:02.680]  Go to FEMA3.com and discover the number one most critical item in a crisis.
[01:54:03.020 --> 01:54:06.321]  Watch the shocking video right now at FEMA3.com.
[01:54:06.661 --> 01:54:07.802]  Again, that's FEMA3.com.
[01:54:45.936 --> 01:54:51.217]  Joe Biggs is on the ground in Oregon, about seven miles away from where five people are still holed up.
[01:54:51.237 --> 01:54:53.578]  Some of them left in the last 24 hours.
[01:54:53.598 --> 01:54:54.878]  Three of them were arrested.
[01:54:54.938 --> 01:54:58.459]  Several were released, like the Bundy's bodyguard.
[01:54:58.479 --> 01:55:02.460]  Other folks left the day it happened magically.
[01:55:02.480 --> 01:55:05.440]  Some of the most outspoken people left.
[01:55:05.621 --> 01:55:11.482]  We're going to be tracking and watching who gets released down the road from the group that was arrested in the car.
[01:55:12.162 --> 01:55:23.170]  If somebody just quietly gets the charges dropped on them later but other people don't, we're going to be tracking all of that so we can educate everybody how to not get caught in this next time.
[01:55:23.430 --> 01:55:25.211]  Because this is mainly an information war.
[01:55:25.251 --> 01:55:26.492]  The globalists want to make it physical.
[01:55:27.293 --> 01:55:33.977]  Joe Biggs obviously covered this for a week, a few weeks ago, out there in the middle of it as it was building up.
[01:55:34.618 --> 01:55:38.320]  And he joins us now out there where the media is at the checkpoint.
[01:55:38.961 --> 01:55:40.542]  Joe Biggs, what are your observations?
[01:55:40.562 --> 01:55:41.643]  Where do you think all this is going?
[01:55:42.790 --> 01:55:49.396]  Well, at this point in time, they have pushed this blockade back to where we are.
[01:55:49.776 --> 01:55:55.541]  I would say at least a few miles away now, definitely maybe seven miles away from where the actual refuge is.
[01:55:56.282 --> 01:56:00.025]  And like David said earlier, there are some police that are over this way watching this.
[01:56:00.045 --> 01:56:01.086]  This is like the first stop.
[01:56:01.627 --> 01:56:07.872]  They usually call down, I'm assuming to the state troopers and FBI and let them know what kind of vehicles are coming, how many occupants.
[01:56:07.912 --> 01:56:08.833]  And then if you go down there,
[01:56:09.324 --> 01:56:09.864]  I think so.
[01:56:26.209 --> 01:56:32.175]  Um, they're saying that they believe, uh, there could be another five people still, uh, holed up in that location as well.
[01:56:32.195 --> 01:56:42.184]  From what we do know, uh, Ayman Bondi and the six other people that were, uh, captured are, uh, being held in Portland, Oregon at a, uh, a prison, uh, up that way as well.
[01:56:44.471 --> 01:56:50.055]  And of course, in the case of Hal Turner, who's a known FBI asset, we exposed him first and hackers got into his computer.
[01:56:50.836 --> 01:56:53.357]  Once that all came out, they went ahead and burned him and put him in prison.
[01:56:53.898 --> 01:56:57.801]  So there might be some lessons here, too, for folks that were playing both sides.
[01:56:57.841 --> 01:56:59.222]  You might get sent up the river.
[01:56:59.502 --> 01:57:01.143]  We're just speculating from past events.
[01:57:01.183 --> 01:57:02.664]  We're not accusing anyone of anything here.
[01:57:03.405 --> 01:57:05.046]  Well, you've got to choose your battles.
[01:57:05.266 --> 01:57:08.728]  You know, like David was saying when he broke down the whole thing in Nevada.
[01:57:09.069 --> 01:57:10.870]  That was a perfect storm for them.
[01:57:11.308 --> 01:57:13.029]  You know, they were in the right place at the right time.
[01:57:13.049 --> 01:57:13.809]  They had the backing.
[01:57:13.829 --> 01:57:15.090]  They had the people that showed up.
[01:57:15.770 --> 01:57:18.552]  And they really made the federal government look bad.
[01:57:19.012 --> 01:57:23.874]  And I think the federal government's been waiting on something like this to happen again.
[01:57:24.355 --> 01:57:27.036]  And they saw that these guys took this place.
[01:57:27.056 --> 01:57:28.137]  They're in an unknown land.
[01:57:28.497 --> 01:57:30.358]  They're not going to have the backing that they had then.
[01:57:30.378 --> 01:57:33.619]  We had a giant Americana victory before.
[01:57:34.060 --> 01:57:35.741]  And now this erases a lot of it.
[01:57:36.381 --> 01:57:37.261]  And that's kind of sad.
[01:57:38.442 --> 01:57:40.343]  I mean, it is sad to see that because, you know,
[01:57:40.808 --> 01:58:03.056]  I do believe that Ammon has some pure intentions in his heart, that what he wanted to do was... Oh yeah, you can only admire the courage, and I get the Feds are out of control, and under the Declaration of Independence, pretty much anything goes, but you gotta choose your battles, and, you know, it's just... You know, but they're in a place that they don't know, and there's people coming up volunteering, saying, hey, I'm here to support the cause, you know, and you let those people in.
[01:58:03.456 --> 01:58:09.959]  You know, they're saying this McConnell guy just showed up a few weeks ago and didn't really even know anybody, and all of a sudden he's releasing a statement that's
[01:58:10.520 --> 01:58:11.201]  And then he gets released?
[01:58:11.241 --> 01:58:13.925]  Was he the one that ran up to you and said quit Samwarfeds?
[01:58:28.840 --> 01:58:30.901]  Oh, no, no, that was another guy.
[01:58:30.961 --> 01:58:39.763]  Yeah, yeah, the point is, is like, they run around saying that we said that the Bundys were feds, and they were all feds, to then make them not listen to us when we never said that.
[01:58:40.163 --> 01:58:43.044]  And it's how they get the confidence of their targets.
[01:58:43.644 --> 01:58:44.724]  And it's just so sad.
[01:58:44.764 --> 01:58:46.085]  I've seen this over and over again.
[01:58:46.445 --> 01:58:50.166]  The little chicken sitting right next to the weasel has no idea what's happening to it.
[01:58:50.186 --> 01:58:51.386]  And we're like, hey, that's a weasel.
[01:58:51.406 --> 01:58:53.607]  And the weasel's got glinting eyes, little teeth.
[01:58:53.667 --> 01:58:54.167]  And we're like, ah, ah.
[01:58:54.307 --> 01:58:55.747]  And they're like, shut up!
[01:58:56.127 --> 01:58:56.928]  That's not a weasel.
[01:58:56.988 --> 01:58:57.748]  It's my friend.
[01:58:58.248 --> 01:59:00.049]  The weasel just wrings their neck and goes, that's right!
[01:59:00.069 --> 01:59:01.450]  Clean, pure drinking water.
[01:59:01.710 --> 01:59:03.010]  You can't survive without it.
[01:59:03.211 --> 01:59:04.111]  But where do you get it?
[01:59:04.411 --> 01:59:10.174]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[01:59:10.394 --> 01:59:16.117]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[01:59:16.297 --> 01:59:33.164]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[01:59:33.564 --> 01:59:35.685]  Filter capacity up to 5,000 gallons.
[01:59:36.045 --> 01:59:37.245]  Stainless steel construction.
[01:59:37.505 --> 01:59:38.285]  Easy assembly.
[01:59:38.545 --> 01:59:39.165]  Low maintenance.
[01:59:39.465 --> 01:59:41.286]  Replacement filters are simple to install.
[01:59:41.566 --> 01:59:48.667]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[01:59:48.828 --> 01:59:53.829]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[01:59:54.029 --> 01:59:56.609]  Go to InfowarsStore.com or call 888-253-3139.
[02:00:02.535 --> 02:00:05.259]  You're listening to the Alex Jones Show.
[02:00:11.809 --> 02:00:14.092]  He's the T-Rex of political talk.
[02:00:14.573 --> 02:00:17.397]  Alex Jones on the GCN Radio Network.
[02:00:18.340 --> 02:00:24.965]  Right now, Joe Biggs and David Knight, as well as Travis Knight, are out there in Oregon, miles away at a checkpoint.
[02:00:25.465 --> 02:00:35.271]  And when ranchers drive back out that are authorized to be in the area under this little mini-martial law, folks run up en masse, the reporters, there's a feeding frenzy, and ask what they saw inside.
[02:00:35.291 --> 02:00:38.153]  Let's go ahead and aim the camera over there while Joe Biggs narrates.
[02:00:38.514 --> 02:00:40.235]  Joe, what are we watching on screen right now?
[02:00:41.616 --> 02:00:45.582]  Well, we just saw someone actually leave the area where the refuge is.
[02:00:45.662 --> 02:00:49.408]  They came past the FBI blockade and they're now here at this media corral.
[02:00:49.448 --> 02:00:51.612]  Now, David Knight's actually at the window.
[02:00:52.387 --> 02:00:56.151]  I'm speaking and listening to what they have to say so we can get us up.
[02:00:56.391 --> 02:01:04.778]  We'll probably get an update from him when they pull off to find out what it is, if they were actually there, or maybe they perhaps are ranchers who are in that area as well.
[02:01:05.239 --> 02:01:08.442]  Sure, but obviously the big issue is you guys are going to try to get ahead of this.
[02:01:08.942 --> 02:01:16.048]  Go talk to the feds and others and say, look, you know who we are, and you know we've thought this is stupid all along, but we're also patriots.
[02:01:16.909 --> 02:01:18.531]  Let us go in and try to get these people out.
[02:01:19.231 --> 02:01:21.712]  Well, it's been collapsing for the past few weeks.
[02:01:21.772 --> 02:01:30.616]  I mean, there have been reports, and I've seen pictures on Facebook, where there have been different groups of, like, organ militias and things like that who have gone in, stormed in, and they've started fighting.
[02:01:30.916 --> 02:01:32.797]  And then you've got this sumo guy coming out.
[02:01:32.857 --> 02:01:38.419]  So, I mean, this whole thing has been collapsing for the past, you know, couple weeks, you know, at a high rate of speed.
[02:01:38.539 --> 02:01:43.601]  And now that they've got a few more people in there, all avenues of access are blocked off.
[02:01:43.881 --> 02:01:46.522]  It's only gonna be a matter of time before more infighting starts.
[02:01:47.383 --> 02:01:48.143]  They get desperate.
[02:01:48.424 --> 02:01:51.825]  They leave, they get picked up and it's over, or they come out angry.
[02:01:51.865 --> 02:01:57.848]  I mean, there was a live feed yesterday on YouTube where there was two guys and they're sitting there saying that they've got guns and they're ready to go out fighting.
[02:01:58.268 --> 02:01:59.749]  That's total idiocy.
[02:02:00.269 --> 02:02:09.132]  But then there's also two reports saying that there was a live feed going on with those same guys and someone runs up in the background saying, hey, have you guys signed your release forms?
[02:02:09.192 --> 02:02:10.833]  Like they were actors or something like that.
[02:02:11.260 --> 02:02:14.463]  So at the same time, there could be all the people out there.
[02:02:14.543 --> 02:02:18.607]  I gotta say, it could be five Southern Primary Law Center people in there for all we know.
[02:02:18.807 --> 02:02:24.232]  They could be in there doing something right now to help go ahead and further demonize what's going on and make it look more ridiculous.
[02:02:24.252 --> 02:02:30.838]  Yeah, they've already waved giant crates of sex toys and dressed up in sumo wrestler outfits and people have already run off and stolen federal vehicles.
[02:02:30.879 --> 02:02:35.343]  I mean, you can just see the scripting of all of this with the poor bundies and everybody in the middle of it.
[02:02:35.998 --> 02:02:50.227]  Well, of course, because like you said, they had a huge victory back in Nevada, and now they're going to use this and do what they can to demonize the rest of the Patriot movement and try to further along prove to the American people... Yeah, let's go over and talk to the state police guy real quick.
[02:02:50.267 --> 02:02:50.867]  Walk over to him.
[02:02:51.407 --> 02:02:52.108]  He's waving people over.
[02:02:52.128 --> 02:02:52.648]  Let's go over there.
[02:02:53.529 --> 02:02:54.209]  Ask him what's going on.
[02:02:57.131 --> 02:02:57.931]  Stick your mic in his face.
[02:02:57.971 --> 02:02:58.632]  You can't hear him.
[02:03:00.053 --> 02:03:01.673]  Oh, and our Skype just broke down.
[02:03:03.240 --> 02:03:04.660]  Yeah, hey, here's David Knight real quick.
[02:03:04.680 --> 02:03:08.961]  You want me to have him plug in and he can tell you what the occupants in the vehicle said?
[02:03:08.981 --> 02:03:10.481]  Sure, what did the state police guy just tell you?
[02:03:11.301 --> 02:03:15.642]  Oh, he just said to move out of the way so vehicles can drive in and out, just not to block the road.
[02:03:15.842 --> 02:03:16.182]  Oh, okay.
[02:03:17.302 --> 02:03:17.742]  Go ahead, Knight.
[02:03:17.782 --> 02:03:19.323]  We've got about a minute and a half for Ron Paul.
[02:03:19.983 --> 02:03:20.763]  Tell us what you just heard.
[02:03:22.143 --> 02:03:25.944]  Alex, this was a rancher who lives here locally in the area.
[02:03:26.344 --> 02:03:28.924]  He said they've had to go through multiple checkpoints.
[02:03:28.964 --> 02:03:32.465]  He said they had a spotlight put on them last night.
[02:03:33.098 --> 02:03:38.583]  A speaker telling them, stop the car, get out of the car, raise your hands, have your ID ready.
[02:03:39.183 --> 02:03:42.646]  They had a guy that approached them with guns drawn.
[02:03:43.066 --> 02:03:45.048]  He said, I feel like I'm in Africa.
[02:03:45.568 --> 02:03:47.890]  He says, I've been in Africa and we had checkpoints.
[02:03:47.910 --> 02:03:49.772]  He goes, they weren't this stringent.
[02:03:50.192 --> 02:03:52.033]  So I recorded what he had to say.
[02:03:52.073 --> 02:03:54.175]  We'll post that up on InfoWars.com.
[02:03:55.871 --> 02:03:58.512]  Wow, so basically he's saying it's like martial law.
[02:03:58.532 --> 02:04:21.503]  Well we need to go into town then and talk to some more of those ranchers what they've gone through because I mean imagine now put your hands up do all this with all these major highways going through the area they've got them blocked off I mean that is just ridiculous and then how we have two witnesses that they just shot this guy when he had his hands up that's all very very suspicious but then the guy that says he saw otherwise he's released the former bodyguard of the Bundys.
[02:04:22.622 --> 02:04:28.106]  Yeah, I asked him, I said, do you think that the law enforcement presence here and what they're doing is a bit heavy-handed?
[02:04:28.126 --> 02:04:30.728]  He goes, I don't want to make a statement about anything.
[02:04:30.768 --> 02:04:36.111]  He didn't want to be committal about that, but he did say when he was talking to people about what happened to him, he was absolutely amazed.
[02:04:36.131 --> 02:04:40.334]  And we lost David Knight's feed.
[02:04:40.915 --> 02:04:41.455]  Keep going, David.
[02:04:41.475 --> 02:04:42.516]  Go ahead and finish up your feeds back.
[02:04:43.929 --> 02:04:48.334]  Yes, I was just going to say, Alex, that he didn't want to be committal and make any judgments.
[02:04:48.374 --> 02:04:50.135]  He said there's two sides to every story.
[02:04:50.175 --> 02:04:51.697]  I'm not taking a side on anything.
[02:04:51.737 --> 02:04:55.260]  I don't want to say that the law enforcement presence was a bit too heavy-handed.
[02:04:55.280 --> 02:04:57.783]  Sure, but this is worse than African martial law, basically.
[02:04:57.863 --> 02:05:02.127]  All right, David, we'll be checking in with you with Anthony Gucciardi in the fourth hour.
[02:05:02.467 --> 02:05:03.328]  Ron Paul's coming up.
[02:05:03.408 --> 02:05:08.033]  Oh, and the big Trump insider, Roger Stone, joins us from New York as he prepares to go on Megyn Kelly.
[02:05:10.609 --> 02:05:19.017]  The Bernie Sanders campaign is so suspicious of Microsoft's influence in the Iowa caucus that they've built an independent system to check the official results.
[02:05:19.218 --> 02:05:34.513]  For the first time this year, Microsoft partnered with the Iowa Democratic and Republican parties to provide a technology platform which officials at hundreds of caucuses across the state will use to report results from individual precincts to party headquarters for tabulation.
[02:05:34.793 --> 02:05:42.874]  The arrangement has raised eyebrows of aides to Sanders, who regularly warn that corporate power and the billionaire class are trying to hijack democracy.
[02:05:43.034 --> 02:05:53.256]  Sanders' Iowa campaign manager questioned Microsoft's motives in an interview with MSNBC, saying, you'd have to ask yourself why they'd want to give something like that away for free.
[02:05:53.456 --> 02:05:53.996]  Fair enough.
[02:05:54.336 --> 02:05:59.037]  But the same question could be asked of a presidential candidate promising so many freebies.
[02:05:59.297 --> 02:06:01.277]  Be sure to tune in to InfoWars.com.
[02:06:01.377 --> 02:06:04.398]  We'll be bringing you up-to-date coverage on the ground from Iowa.
[02:06:04.738 --> 02:06:06.868]  Leanne McAdoo for InfoWars.com
[02:06:09.918 --> 02:06:14.720]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[02:06:14.980 --> 02:06:23.644]  Longevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[02:06:23.664 --> 02:06:27.605]  Longevity also offers you an ingenious way to augment your income.
[02:06:27.785 --> 02:06:28.466]  And the best part?
[02:06:28.566 --> 02:06:31.167]  You'll be helping your friends and family along the way.
[02:06:31.447 --> 02:06:33.888]  Visit InfoWarsTeam.com today.
[02:06:34.068 --> 02:06:34.708]  Become a member.
[02:06:34.848 --> 02:06:38.910]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[02:06:39.110 --> 02:06:45.614]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[02:06:45.855 --> 02:06:46.555]  Another win-win.
[02:06:46.815 --> 02:06:50.378]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[02:06:50.558 --> 02:06:51.538]  And you can be too.
[02:06:51.779 --> 02:06:52.259]  It's simple.
[02:06:52.339 --> 02:06:55.141]  Just go to Infowarsteam.com today.
[02:06:55.281 --> 02:06:57.202]  Complete a short sign-up and you're part of the team.
[02:06:57.382 --> 02:07:00.445]  That's Infowarsteam.com or Infowarshealth.com.
[02:07:00.625 --> 02:07:06.789]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[02:07:06.949 --> 02:07:08.250]  Check it out for yourself today.
[02:07:09.776 --> 02:07:12.758]  A clean, toxic-free body is the foundation of true health.
[02:07:12.979 --> 02:07:15.120]  Deep Cleanse by InfoWarsLife.com.
[02:07:15.320 --> 02:07:22.046]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[02:07:22.346 --> 02:07:27.530]  Using our proprietary multi-step extraction technology, Deep Cleanse is our most affordable all-in-one cleanser.
[02:07:27.670 --> 02:07:36.697]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanse doesn't hold back.
[02:07:37.077 --> 02:07:45.705]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[02:07:45.945 --> 02:07:52.871]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spite G-Rex herbal processing technique.
[02:07:53.051 --> 02:07:58.316]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you the best.
[02:07:58.696 --> 02:08:04.139]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit Infowarslife.com.
[02:08:04.319 --> 02:08:06.280]  That's Infowarslife.com or call 888-253-3139.
[02:08:26.403 --> 02:08:29.746]  Ladies and gentlemen, we're getting former Congressman Ron Paul hooked up.
[02:08:29.766 --> 02:08:34.190]  We're getting former Congressman Ron Paul hooked up via Skype.
[02:08:41.303 --> 02:08:49.751]  Right now to get into election 2016 to break down the War Powers Act that they're trying to basically rewrite right now.
[02:08:50.191 --> 02:08:53.414]  Congress is writing the president a blank check for war.
[02:08:53.935 --> 02:09:01.021]  The legislation makes the unconstitutional Iraq war authorization of 2002 look like a walk in the park is his quote.
[02:09:01.702 --> 02:09:05.866]  And then last week a US senator
[02:09:07.130 --> 02:09:08.191]  That is just incredible.
[02:09:08.231 --> 02:09:14.814]  Chris Murphy of Connecticut came out and called it Worldwide Military Martial Law and it got no coverage.
[02:09:15.354 --> 02:09:20.376]  We're going to talk to the Congressman here in just a moment about this and just what's coming next.
[02:09:20.957 --> 02:09:21.357]  Here it is.
[02:09:22.481 --> 02:09:30.803]  Madam President, today I wanted to come down to the floor to speak very briefly about a resolution that the Majority Leader introduced, I believe, earlier today.
[02:09:30.863 --> 02:09:41.706]  This is an authorization for military force resolution that apparently purports to give the President legal authority to conduct military operations against ISIS.
[02:09:42.306 --> 02:09:49.808]  Before we break for the weekend, Madam President, I thought it was important to come to the floor to explain why, very briefly, to my colleagues,
[02:09:52.510 --> 02:09:56.193]  Excuse me, to explain what this resolution really is.
[02:09:57.795 --> 02:10:05.922]  This resolution is a total rewrite of the War Powers Clause of the United States Constitution.
[02:10:05.942 --> 02:10:07.184]  Let's be clear about that.
[02:10:07.784 --> 02:10:14.751]  It is essentially a declaration of international martial law, a sweeping transfer
[02:10:15.424 --> 02:10:17.425]  Now that is the sitting Senator from Connecticut, Chris Murphy.
[02:10:37.421 --> 02:10:38.962]  He came out last week with that.
[02:10:39.062 --> 02:10:39.722]  We came out.
[02:10:40.102 --> 02:10:41.042]  Ron Paul came out.
[02:10:41.683 --> 02:10:44.584]  No coverage other than Defense One of this.
[02:10:45.524 --> 02:10:47.525]  And this is by the Senate leader.
[02:10:47.865 --> 02:10:55.968]  So I really appreciate former Congressman Ron Paul joining us via video connection today here on the radio slash TV program to talk about this.
[02:10:55.988 --> 02:10:57.909]  He wrote an article at ronpaul.com.
[02:10:58.809 --> 02:11:03.811]  And it was also posted, of course, on the countless other Liberty sites.
[02:11:03.891 --> 02:11:06.771]  Congress is writing the President a blank check for war.
[02:11:07.131 --> 02:11:12.253]  The legislation makes the unconstitutional Iraq War Authorization of 2002 look like a walk in the park.
[02:11:12.893 --> 02:11:16.574]  Now, when I talk about this stuff, some people say, oh, that's Alex Jones, he's an alarmist.
[02:11:16.594 --> 02:11:17.675]  But what about when a U.S.
[02:11:17.735 --> 02:11:21.636]  Senator does it, or someone super respected like Ron Paul, Dr. Paul?
[02:11:22.216 --> 02:11:23.816]  In the past, this would have gotten covered.
[02:11:23.856 --> 02:11:25.197]  The fact that there's crickets
[02:11:26.465 --> 02:11:30.408]  Chirping in the background tells me something big is going on.
[02:11:31.529 --> 02:11:34.031]  Former Congressman, thank you so much for taking time out to join us.
[02:11:38.094 --> 02:11:38.575]  You're welcome.
[02:11:38.615 --> 02:11:40.076]  It's good to be with you today, Alex.
[02:11:40.456 --> 02:11:43.899]  We've got about a three-second delay today, so I'm going to pretty much try to give you the floor, sir.
[02:11:43.959 --> 02:11:44.980]  Let's get into this.
[02:11:45.020 --> 02:11:46.501]  I mean, this is everything we've warned of.
[02:11:46.901 --> 02:11:48.322]  Obviously, we're not saying it's imminent.
[02:11:48.542 --> 02:11:52.906]  Tanks in the streets, but it's just part of this soft, creeping frog in the pot, sir.
[02:11:57.247 --> 02:12:02.852]  Yeah, this once again is giving more authority to the President and taking it away from the Congress.
[02:12:02.892 --> 02:12:04.754]  This is sort of a traditional trend.
[02:12:05.374 --> 02:12:11.400]  It means that the Congress is absent, AWOL, because they don't want the responsibility.
[02:12:11.460 --> 02:12:17.926]  This issue came up as we were talking about the authority to go into Iraq and other places.
[02:12:18.346 --> 02:12:26.849]  And it was always, even when we had a Republican president, the Congress didn't want to go along with it, the Democrats didn't want to go along with it.
[02:12:27.109 --> 02:12:30.690]  They don't want to assume any responsibility, so they'd rather give up their prerogative.
[02:12:30.990 --> 02:12:41.153]  It's one of the major mysteries of our country, why the founders worked so hard to allow these powers to be put into the hands of the body that's supposed to be closest to the people.
[02:12:41.913 --> 02:12:47.358]  And it hasn't been literally usurped and taken so much as the Congress gives it up.
[02:12:47.778 --> 02:12:55.524]  But then the Congress, you know, after a while, it becomes a whole, almost a policy statement.
[02:12:55.985 --> 02:13:01.089]  Because presidents, you know, whether they have the authority or not, they do a lot anyway.
[02:13:01.129 --> 02:13:03.651]  You know, we live in the age of executive orders.
[02:13:04.111 --> 02:13:07.453]  So this is very, very important because it's out in the open what they're doing.
[02:13:07.473 --> 02:13:11.275]  Like you say, Alex, they're not reporting it and letting the American people know.
[02:13:11.295 --> 02:13:14.898]  But you know, they'll do pretty much what they want.
[02:13:14.918 --> 02:13:21.562]  Remember when we were opposing the Congress voting on an authorizing bombing of Syria and the people didn't want it?
[02:13:22.422 --> 02:13:26.205]  And Obama backed off, yet he went ahead and did the bombing anyway.
[02:13:26.645 --> 02:13:28.366]  So it's out of control.
[02:13:28.487 --> 02:13:36.012]  It's this endorsement and this fanaticism of endorsing this concept that actually was born with Woodrow Wilson.
[02:13:36.032 --> 02:13:39.294]  We're responsible for making the world safe for democracy.
[02:13:39.354 --> 02:13:51.623]  Now that we are the sole superpower and we have the sole control of the reserve currency of the world, and people do depend on us, at least for now, that we can get away with this.
[02:13:51.963 --> 02:13:53.123]  But it's very, very dangerous.
[02:13:53.263 --> 02:13:55.624]  That senator was very great on that statement.
[02:13:55.704 --> 02:14:01.466]  I wish he took that same non-interventionist policy with economic issues, but that's another story.
[02:14:01.766 --> 02:14:11.228]  But he was exactly right on that, and Connecticut must be pretty good because the former senator there voted against the war going into Iraq.
[02:14:11.248 --> 02:14:13.489]  I think he was the only senator that voted against it.
[02:14:13.949 --> 02:14:15.130]  Shafi.
[02:14:15.150 --> 02:14:19.615]  So this is another blatant attack.
[02:14:19.695 --> 02:14:21.677]  And you mentioned it, Alex.
[02:14:21.777 --> 02:14:24.560]  This comes from the leader of the Republican Party.
[02:14:24.781 --> 02:14:28.945]  And he's supposed to be opposing giving power to a Democratic president.
[02:14:29.245 --> 02:14:30.587]  But you know what they're thinking about?
[02:14:31.027 --> 02:14:33.868]  They're thinking about how soon there's going to be a Republican president.
[02:14:34.148 --> 02:14:40.610]  And besides, I don't think whether you have the Republican president, at least tradition has it, or a Democratic president, they're all the same people.
[02:14:41.050 --> 02:14:53.733]  So whether they give it to Obama for a year, most people assume whether it's Hillary or a Republican, both sides will be authoritarian and they're going to make use of this.
[02:14:54.133 --> 02:14:55.855]  But it's very, very dangerous.
[02:14:55.995 --> 02:14:59.719]  It's an attack on liberty that should alert the American people.
[02:15:00.120 --> 02:15:06.607]  But unfortunately, we in the liberty movement have a lot of work to do to wake up the American people.
[02:15:09.744 --> 02:15:13.667]  This, for those that have read history like yourself, is just very obvious.
[02:15:13.967 --> 02:15:26.436]  It's confirmation of the march into totalitarianism, just like we saw the spending authorization that they put through that gave the president a blank check.
[02:15:27.076 --> 02:15:36.283]  They're doing all of these unprecedented things now, when there was months of debating, as you know, the big Iraq war resolution that you said was way too broad and opposed.
[02:15:37.103 --> 02:15:45.410]  And now, they're just doing things that would, you know, turn heads if Putin did something like this, or if the Chinese did something like this.
[02:15:46.190 --> 02:15:58.000]  I mean, why do you think they're suddenly doing this, and why would Mitch McConnell want to put into something like this in place, and then why would the media not make a big deal out of it?
[02:16:01.823 --> 02:16:05.607]  Yes, and it wasn't up front, you know.
[02:16:05.687 --> 02:16:14.295]  It was done on a Friday in the middle of a snowstorm, hoping that it wouldn't be covered, and it wasn't covered, and yet he felt compelled to do this.
[02:16:14.815 --> 02:16:26.506]  So, yes, I think potentially there's always this waking up the next morning and a major conflict going on, but it's very suspicious that they're covering their bases because I think
[02:16:26.866 --> 02:16:34.056]  You know, there is talk about expanding the war, you know, in Syria and even in Libya again.
[02:16:34.637 --> 02:16:35.798]  And everything is breaking down.
[02:16:35.878 --> 02:16:39.043]  Nothing worked in Iraq and nothing worked in Afghanistan.
[02:16:39.624 --> 02:16:41.045]  And there's a lot of people now.
[02:16:41.586 --> 02:16:43.249]  You know, the Republicans aren't very good.
[02:16:43.829 --> 02:16:45.832]  About a constitutional foreign policy.
[02:16:45.852 --> 02:16:47.253]  They want to grant this authority.
[02:16:47.894 --> 02:16:50.738]  And there's a lot of them that want boots on the ground.
[02:16:50.778 --> 02:17:00.669]  And this authority that we're talking about literally gives the president of power boots on the ground in any country or even in our own country under martial law.
[02:17:00.970 --> 02:17:03.973]  It doesn't limit it to time or space or...
[02:17:04.734 --> 02:17:25.924]  Anything at all, it's just an open-ended and this is the reason why it does raise the question is do we have we just gone along with at least the presentation of what would be a military dictatorship and they may well have either plans or fears that we're not all privy to.
