[00:00:19.698 --> 00:00:20.479]  Another time.
[01:57:57.073 --> 01:57:57.533]  Just love it.
[01:57:57.693 --> 01:58:00.176]  Boy, do I get some looks from a lot of people when I wear it out.
[01:58:00.256 --> 01:58:12.730]  But the reason why I'm calling you there, Alex, here earlier on Best Common Sense Coalition program, a gentleman caller called in and said something about that slimy little creature, Newt Gingrich, wanting to be Donald Trump's vice president.
[01:58:13.270 --> 01:58:14.071]  That has been admitted.
[01:58:14.131 --> 01:58:16.193]  That has been admitted, and I don't like the idea.
[01:58:16.534 --> 01:58:17.815]  Look, he sees the tea leaves.
[01:58:18.256 --> 01:58:22.420]  He's a smart globalist, and he wants to attach himself to Trump, and Trump's being friendly.
[01:58:22.440 --> 01:58:24.422]  I think that's a very, very bad move.
[01:58:24.462 --> 01:58:25.023]  I wouldn't like that.
[01:58:25.043 --> 01:58:27.465]  What do you say?
[01:58:29.347 --> 01:58:30.168]  Well, I mean, he is.
[01:58:30.248 --> 01:58:34.132]  He is a globalist who poses as a conservative, but the folks know his real record.
[01:58:34.152 --> 01:58:34.592]  He's dangerous.
[01:58:34.612 --> 01:58:35.013]  What do you think?
[01:58:36.308 --> 01:58:38.290]  It's just another one of them rhinos, you know?
[01:58:38.510 --> 01:58:48.520]  It's like, uh, we gotta get rid of these people that have caused the problems and correct the problems because, uh, these people should be taken and brought up on treason charges for what they've done to their country.
[01:58:48.540 --> 01:58:48.840]  Absolutely.
[01:58:48.860 --> 01:58:50.041]  We'll be back in 70 seconds.
[01:58:50.061 --> 01:58:50.502]  Thank you, Dave.
[01:58:50.522 --> 01:58:51.323]  More calls straight ahead.
[01:58:51.563 --> 01:58:51.883]  Third hour.
[01:58:51.903 --> 01:58:52.944]  Thank you for listening to GCN.
[01:58:52.964 --> 01:58:54.346]  70 Seconds South on 4Wars.com.
[01:58:54.386 --> 01:58:54.946]  Whisper the word.
[01:58:55.006 --> 01:58:57.228]  Visit GCNlive.com today.
[01:59:01.364 --> 01:59:04.066]  Hey guys, Leanne McAdoo here with InfoWars.com.
[01:59:04.106 --> 01:59:10.590]  We just wanted to say thank you so much for all of your support over the years, and we really love seeing you guys out there in our gear.
[01:59:11.191 --> 01:59:15.334]  Alex wants to show his appreciation, so he's decided to throw another contest.
[01:59:15.754 --> 01:59:23.119]  Now, this is going to be a flash contest held on our Instagram account, so you need to be sure that you're following us at real underscore Alex Jones.
[01:59:23.619 --> 01:59:29.923]  Take many, many pictures of yourself, all the selfies that we love, of course, and use the hashtag InfoWarsGear.
[01:59:30.304 --> 01:59:34.767]  Show your InfoWars pride, and then we are going to be selecting a winner Friday.
[01:59:35.227 --> 01:59:37.929]  More than $1,000 in cash and prizes.
[01:59:38.249 --> 01:59:44.573]  Winners are going to be selected at random, so be sure to use the hashtag InfoWarsGear, and we'll be selecting a winner soon.
[01:59:44.853 --> 01:59:45.474]  Show us some love!
[01:59:46.861 --> 01:59:49.663]  This is the heart of 1776!
[02:00:02.651 --> 02:00:05.273]  You're listening to the Alex Jones Show!
[02:00:20.396 --> 02:00:26.945]  From the front lines of the Information War, it's Alex Jones.
[02:00:27.085 --> 02:00:32.192]  Mother, tell your children not to walk my way.
[02:00:33.394 --> 02:00:35.856]  Tell your children not to hear my words.
[02:00:35.876 --> 02:00:36.957]  What's they mean?
[02:00:36.997 --> 02:00:37.998]  What's they say?
[02:00:38.218 --> 02:00:38.639]  Mother.
[02:00:39.219 --> 02:00:39.780]  Big Mother.
[02:00:40.300 --> 02:00:41.601]  Hillary.
[02:00:42.001 --> 02:00:42.782]  Mother!
[02:00:42.862 --> 02:00:45.144]  Can you keep them in the dark for life?
[02:00:45.564 --> 02:00:46.705]  Can you hide them?
[02:00:46.725 --> 02:00:48.667]  Can you hide them from the world?
[02:00:48.807 --> 02:00:48.907]  Oh!
[02:00:48.927 --> 02:00:49.608]  Oh, Mother!
[02:00:49.728 --> 02:00:53.831]  A lot of soul in that voice.
[02:00:53.932 --> 02:00:54.292]  Mother!
[02:00:54.312 --> 02:01:01.578]  Gonna take you down the house tonight.
[02:01:03.800 --> 02:01:05.301]  I'm going to show them everything you're doing.
[02:01:06.161 --> 02:01:07.421]  You want to ram-heads with me?
[02:01:07.481 --> 02:01:08.022]  Get ready.
[02:01:10.823 --> 02:01:13.344]  Let's go ahead and go right back to your phone calls.
[02:01:13.404 --> 02:01:18.406]  I want to go to Frank and John and Victor and Carlos and Joe.
[02:01:19.006 --> 02:01:21.247]  Holding along, this is a man in Ohio.
[02:01:21.387 --> 02:01:24.628]  John, I want to talk about the robotic police force in Japan.
[02:01:24.648 --> 02:01:26.409]  I remember reading about that 10 years ago.
[02:01:26.449 --> 02:01:27.529]  They planned it for a couple years.
[02:01:27.549 --> 02:01:29.070]  They got robots on the streets now.
[02:01:30.270 --> 02:01:35.032]  That ties into some of this other news I'm going to get to later, but John in Ohio, thanks for calling, thanks for holding, you're on the air.
[02:01:35.852 --> 02:01:43.315]  Well, Alex, this is the whole thing, and I diagnosed this from the first day when I heard about the racial profiling thing.
[02:01:43.375 --> 02:01:49.538]  I said, what they are setting up, the elite are setting up a position where they could say all human being police officers
[02:01:50.203 --> 02:01:59.125]  Brother, you're absolutely singing my song.
[02:01:59.545 --> 02:02:10.907]  It's right out of the new RoboCop, tells you exactly what they're planning, and then it takes human decision-making out because they're sick of police and military over and over again, not, you know, not going along with tyranny.
[02:02:11.467 --> 02:02:18.708]  And so that's why the whole demonization, the whole UN program, the Strong Cities Initiative, they admit is to, quote, federalize the police,
[02:02:19.676 --> 02:02:26.198]  Take over the military, ruin it with women in frontline combat, so it all goes obsolete, so we accept autonomous robots.
[02:02:26.418 --> 02:02:29.019]  That's an admitted plan, and I'm trying to get that word out to people.
[02:02:29.039 --> 02:02:29.319]  Go ahead.
[02:02:29.339 --> 02:02:32.100]  I just wanted to ask you something.
[02:02:33.040 --> 02:02:48.765]  Years ago, in the year 1783, there was a Colonel Jonathan Williams who supposedly wrote a book called Legions of Satan that was about the Illuminati plan to completely destroy humanity, because their eventual plan is to exterminate all the races of man, not just whites.
[02:02:49.628 --> 02:03:10.869]  and uh... this uh... jonathan williams who's a colonel in washington's army wrote this book senator joe mccarthy quotes this in nineteen fifty six eustis mullins quotes this book i have called the antiquarian society i have called everywhere trying to find it but all they can tell me is the book doesn't exist well if you google it says jonathan williams legions of satan
[02:03:12.347 --> 02:03:20.729]  And they, you know, break down supposedly pieces of it, but I know that there have been a lot of, you know, books that are supposedly written that people can't find.
[02:03:21.450 --> 02:03:23.130]  But I will dig into that, look into that.
[02:03:23.210 --> 02:03:29.792]  All I know is there was another book written called Proves of This Conspiracy that went out of print, and then I do have a copy of it.
[02:03:29.812 --> 02:03:32.193]  It was reprinted and put out by Mark Deiss.
[02:03:32.853 --> 02:03:45.760]  Where they talk about criminal groups using the Masonic system, not that the Masons were bad, but evil groups using the secrecy of it, the compartmentalized nature of it, to set up their organized crime takeover.
[02:03:46.601 --> 02:03:50.223]  And not to eliminate the people, but to actually dumb them down and dominate them.
[02:03:50.243 --> 02:03:53.965]  So, regardless, we are under a criminal conspiracy to dumb down humanity.
[02:03:53.985 --> 02:03:54.665]  What do you say, John?
[02:03:55.526 --> 02:03:56.786]  I'd say exactly right.
[02:03:57.247 --> 02:04:00.728]  But like I said, they are taking stuff right out of the Library of Congress.
[02:04:00.788 --> 02:04:01.629]  In fact, just like the
[02:04:02.115 --> 02:04:04.873]  Albert Pike letter which people claim don't exist.
[02:04:05.376 --> 02:04:13.941]  The Cardinal, the Archbishop of the nation of Chile, saw the letter in 1925 and put it in a book, The Secrets of Freemasonry, unveiling the Cardinal.
[02:04:13.961 --> 02:04:17.363]  Sure, supposedly it's a naval war college there in London.
[02:04:17.403 --> 02:04:32.391]  Look, all I know is, Pike wrote a bunch of stuff, I've read some of his books, he was the founder of the Klan, the head of the Masons, he admitted he worshipped Lucifer, he's one of these guys Washington warned us about, and then he did talk about world wars, bringing in world government, and that's the globalist plan.
[02:04:32.791 --> 02:04:34.619]  So, for a hundred years we've been hearing about this letter.
[02:04:34.859 --> 02:04:37.490]  Whoever said this a hundred years ago knew what they were talking about regardless.
[02:04:37.510 --> 02:04:38.052]  You see what I'm saying?
[02:04:38.897 --> 02:04:39.457]  Exactly.
[02:04:39.858 --> 02:04:41.178]  You're so right on that, Alex.
[02:04:41.198 --> 02:04:42.699]  It's good to finally talk to you again.
[02:04:42.759 --> 02:04:43.260]  Thank you.
[02:04:43.320 --> 02:04:44.200]  God bless you, John.
[02:04:44.220 --> 02:04:45.541]  Thanks for holding to bring up those points.
[02:04:45.981 --> 02:04:46.922]  We're going to come back from break.
[02:04:46.942 --> 02:04:48.163]  I'm making a lot of calls today.
[02:04:48.503 --> 02:04:54.286]  We're going in order of who's been holding the longest, Victor, and then Frank, Carlos, Mike, and Hawaii, and others.
[02:04:54.607 --> 02:04:55.667]  Call the free number to join us, 800-259-9231.
[02:04:55.687 --> 02:04:55.727]  800-259-9231.
[02:04:55.747 --> 02:04:58.189]  We do things different here, so it's Open Line Tuesday.
[02:05:03.592 --> 02:05:05.135]  We've got a bunch of guys coming up throughout the week.
[02:05:05.576 --> 02:05:06.037]  Stay with us.
[02:05:06.177 --> 02:05:09.784]  Infowars.com forward slash newsletter to get key inside intel.
[02:05:11.206 --> 02:05:12.886]  You know, she's playing the women's card.
[02:05:13.247 --> 02:05:20.248]  By the way, if she didn't play the women's card, she would have no chance, I mean zero, of winning.
[02:05:20.268 --> 02:05:25.030]  We haven't had a woman to be president yet, so we need to have a woman to be president.
[02:05:25.050 --> 02:05:35.032]  All these mothers and fathers bring me the placemats with all the presidents, and they bring their daughters, and they say, my daughter has a question for you, and the daughter says, how come there are no girls on this placemat?
[02:05:35.233 --> 02:05:38.573]  If you vote for somebody on the merits, one of my merits is I'm a woman.
[02:05:39.014 --> 02:05:39.674]  American woman!
[02:05:41.436 --> 02:05:41.777]  Let's go.
[02:05:51.374 --> 02:05:55.416]  Mr. Trump accused me of playing the quote, woman card.
[02:05:55.796 --> 02:06:00.238]  Which unfortunately doesn't give you a discount even though we don't get equal pay for the work we do.
[02:06:00.258 --> 02:06:02.699]  You can't show it when you're checking out at the supermarket.
[02:06:02.819 --> 02:06:08.242]  Finally, fathers will be able to say to their daughters, you too can grow up to be president.
[02:06:08.402 --> 02:06:12.744]  I cannot imagine anyone being more of an outsider than the first woman president.
[02:06:12.904 --> 02:06:23.209]  Senator Sanders is the only person who I think would characterize me, a woman running to be the first woman president, as exemplifying the establishment.
[02:06:24.569 --> 02:06:29.631]  But what he was saying in going after my qualifications is very familiar to a lot of women.
[02:06:29.811 --> 02:06:35.234]  Come into the cult, release yourself.
[02:06:38.931 --> 02:06:40.111]  This is Jim Johnston.
[02:06:40.351 --> 02:06:42.032]  You know, we're not going to be counted out anymore.
[02:06:42.072 --> 02:06:46.513]  We're going to stand up and express our opinions.
[02:06:46.593 --> 02:06:53.415]  We're going to claim what is rightfully ours in the workplace, in our society, in our economy, in our political system.
[02:06:53.615 --> 02:06:54.715]  Women for Hillary.
[02:06:55.035 --> 02:06:56.736]  I really like the sound of that.
[02:07:01.689 --> 02:07:17.996]  And then now, when she talks to a bunch of women, with all the photos of women behind her and women like, we're coming.
[02:07:18.877 --> 02:07:19.757]  Oh, it's so creepy.
[02:07:20.137 --> 02:07:25.380]  And just remember, there's a special place in hell for women who don't help each other.
[02:07:28.652 --> 02:07:29.533]  I may have to leave.
[02:07:29.553 --> 02:07:31.074]  I just can't handle it anymore.
[02:07:36.399 --> 02:07:37.621]  Please, I can't look at it.
[02:07:37.661 --> 02:07:38.582]  Just go ahead and play her.
[02:07:38.602 --> 02:07:39.382]  I'm not going to look at her though.
[02:07:39.402 --> 02:07:39.863]  Go ahead and play her.
[02:07:40.708 --> 02:07:41.768]  How come there are no girls?
[02:07:41.848 --> 02:07:42.908]  A woman to be president.
[02:07:43.008 --> 02:07:43.609]  I'm a woman.
[02:07:43.709 --> 02:07:44.649]  A woman to be president.
[02:07:44.729 --> 02:07:45.089]  Woman card.
[02:07:45.349 --> 02:07:45.789]  Daughters.
[02:07:45.929 --> 02:07:46.869]  First woman president.
[02:07:47.069 --> 02:07:47.869]  A woman's card.
[02:07:47.989 --> 02:07:49.130]  As he goes after women.
[02:07:49.230 --> 02:07:51.630]  A woman running to be the first woman president.
[02:07:51.670 --> 02:07:51.970]  Women.
[02:07:51.990 --> 02:07:53.370]  How come there are no girls?
[02:07:54.051 --> 02:07:54.611]  I gotta go.
[02:07:54.711 --> 02:07:55.711]  I'm sorry.
[02:07:55.791 --> 02:07:56.691]  American woman.
[02:07:56.851 --> 02:08:00.372]  I mean, all of the men were petrified to speak to women anymore.
[02:08:00.572 --> 02:08:01.472]  We may raise our voice.
[02:08:01.612 --> 02:08:01.992]  You know what?
[02:08:02.372 --> 02:08:04.573]  The women get it better than we do, folks.
[02:08:04.853 --> 02:08:05.273]  Alright?
[02:08:05.533 --> 02:08:06.733]  They get it better than we do.
[02:08:18.689 --> 02:08:19.751]  You want answers?
[02:08:20.332 --> 02:08:21.293]  Well, so does he.
[02:08:22.154 --> 02:08:26.880]  Live from the InfoWars.com studios, it's Alex Jones.
[02:08:29.696 --> 02:08:30.877]  Thank you so much for joining us.
[02:08:30.978 --> 02:08:32.579]  This is the third hour.
[02:08:33.260 --> 02:08:35.883]  Fourth hour will be hosted by David Knight, InfoWars Nightly News.
[02:08:35.923 --> 02:08:37.265]  Back tonight, seven o'clock central.
[02:08:37.365 --> 02:08:38.987]  Don't want to miss that.
[02:08:39.788 --> 02:08:41.189]  InfoWarsNews.com, PrisonPlanet.tv.
[02:08:41.229 --> 02:08:42.230]  One $5.95 a month membership.
[02:08:45.013 --> 02:08:45.694]  20 people can use it.
[02:08:45.734 --> 02:08:46.774]  That helps fund our operation.
[02:08:46.794 --> 02:08:49.116]  I want to thank all the members of PrisonPlanet.tv.
[02:08:49.136 --> 02:08:51.017]  You help get all of it out to the general public.
[02:08:51.397 --> 02:08:54.599]  We put a lot of the content on YouTube, Facebook, to the general population.
[02:08:54.619 --> 02:08:58.001]  But you're the folks that help with the seed money get the ball rolling.
[02:08:58.041 --> 02:09:02.004]  So I want to commend you for being part of the info war to defend free humanity.
[02:09:02.044 --> 02:09:03.145]  This is just the beginning.
[02:09:06.507 --> 02:09:09.228]  I wanted to talk about the fact that Roger Stone's coming on tomorrow.
[02:09:09.248 --> 02:09:11.910]  He only popped in for 10 minutes yesterday to talk all things 2016 and Trump.
[02:09:14.110 --> 02:09:15.671]  But there's a story out of Politico.
[02:09:15.711 --> 02:09:18.373]  Trump hires pollster Tony Fabrizio.
[02:09:19.674 --> 02:09:24.918]  And just from Stone, he points out that this is a fellow that's worked with him and Paul Manford.
[02:09:26.219 --> 02:09:30.443]  And they recruited him and that he's a good guy.
[02:09:31.103 --> 02:09:32.524]  A really good guy and it's a win for Trump.
[02:09:32.985 --> 02:09:41.972]  And then another little bird was telling me about how Corey Lewandowski wanted Kellyanne Conway, former Cruz pollster.
[02:09:43.291 --> 02:09:45.132]  Fabrizio was Rand Paul's pollster.
[02:09:45.252 --> 02:09:48.553]  Fabrizio's a libertarian, he's a street fighter, and he's a winner.
[02:09:50.454 --> 02:09:58.018]  So, a lot of the inside folks from the Trump camp are very, very proud of this new choice there.
[02:09:58.038 --> 02:10:01.620]  When he's on tomorrow, I'll ask about the Kissinger stuff and more.
[02:10:02.220 --> 02:10:02.880]  So that's coming up.
[02:10:02.960 --> 02:10:04.121]  I want to go back to your calls.
[02:10:05.365 --> 02:10:06.365]  Until the bottom of the hour.
[02:10:07.045 --> 02:10:14.927]  And then I'm really, I covered a record amount of news in the first hour, some of it in the second, but I'm really into the rest of this news, because there's so much of it.
[02:10:14.947 --> 02:10:16.228]  I mean, here's one of them I want to hit.
[02:10:16.548 --> 02:10:30.211]  There is life after death, scientists reveal shock findings from groundbreaking study, that's in the Express, magic mushrooms, London Telegraph, lifts severe depression in trials, scientific trials, going to church could help you live longer, study, find CBS News.
[02:10:30.671 --> 02:10:32.252]  That's just some of that interesting stuff I want to get to.
[02:10:32.932 --> 02:10:34.013]  Some of the positive things.
[02:10:34.773 --> 02:10:35.954]  I want to talk about the campaign.
[02:10:36.014 --> 02:10:42.777]  I want to get into, also, what I've been mentioning but haven't played yet, the Muslim groups saying we will destroy the blonde haired blue eyes.
[02:10:43.178 --> 02:10:43.998]  We will take over.
[02:10:44.038 --> 02:10:47.700]  It's an absolutely wonderful thing and it's just going to be so beautiful once this all happens.
[02:10:48.100 --> 02:10:48.781]  So that's coming up.
[02:10:48.801 --> 02:10:50.522]  But right now, let's go to your phone calls.
[02:10:51.182 --> 02:10:55.704]  Let's talk to Frank in North Carolina.
[02:10:55.744 --> 02:10:56.445]  Thanks for calling.
[02:10:56.465 --> 02:10:56.745]  Go ahead.
[02:10:58.206 --> 02:11:05.671]  Hey Alex, I got something that I heard the other day I wanted to pass on to you, but real briefly, just a real quick joke on Southern food.
[02:11:06.251 --> 02:11:12.435]  See, I call one of these bars, these diets, and I ask them, you know, do they have pig's feet?
[02:11:13.115 --> 02:11:15.737]  And the guy says, yeah, well yeah, we got pig's feet.
[02:11:16.237 --> 02:11:18.198]  And then you say, where do you buy your shoes?
[02:11:20.960 --> 02:11:21.801]  I love that joke.
[02:11:21.941 --> 02:11:24.682]  Or it's like calling somebody and saying, is your refrigerator running?
[02:11:24.702 --> 02:11:27.004]  And they say yes, and you say, why don't you catch it?
[02:11:29.188 --> 02:11:34.853]  Hey, I heard a great call on Friday the 13th on my local talk radio here.
[02:11:35.874 --> 02:11:39.478]  Now the host promotes InfoWars, has been for over a decade.
[02:11:39.518 --> 02:11:42.781]  He never really says anything about you or what you talk about, he just says InfoWars.
[02:11:42.821 --> 02:11:47.786]  But anyway, he's been kind of, I don't know man, he's strange.
[02:11:47.826 --> 02:11:51.029]  He's like really pro-agenda on this.
[02:11:52.446 --> 02:11:58.068]  Transgender in the bathrooms here in North Carolina, which is, you know, a major issue here in North Carolina right now.
[02:11:58.208 --> 02:11:59.709]  Well, my issue is, I'm going to be honest.
[02:11:59.729 --> 02:12:00.469]  I'm going to be honest.
[02:12:00.789 --> 02:12:07.732]  A lot of my really conservative Christian friends, I'm Christian, but I mean, I don't hate people if it's consenting adults doing something.
[02:12:07.772 --> 02:12:08.632]  I'm not obsessed with that.
[02:12:08.652 --> 02:12:12.494]  A lot of folks are obsessed with it, you know, kind of have some issues, latent, you know, desires.
[02:12:13.214 --> 02:12:17.696]  But I don't like all these radical leftists attaching it to that agenda and trying to teach it to kids.
[02:12:17.736 --> 02:12:19.256]  That's sexualizing children.
[02:12:19.576 --> 02:12:21.297]  It's the state trying to get away with anything.
[02:12:21.537 --> 02:12:22.697]  And there's no debating that.
[02:12:23.097 --> 02:12:24.378]  So that's why I'm upset about it.
[02:12:24.398 --> 02:12:24.678]  Go ahead.
[02:12:26.158 --> 02:12:27.419]  Well, a caller called in.
[02:12:27.479 --> 02:12:32.881]  It was about 20 minutes, maybe 15, 20 minutes in the third hour, three hour show on Friday morning.
[02:12:33.341 --> 02:12:35.782]  And the caller just... I missed the first part.
[02:12:35.842 --> 02:12:39.583]  I didn't hear his name and I haven't gotten the chance to get on the internet yet to listen to the call.
[02:12:40.199 --> 02:12:43.820]  But the call just blew me away and blew, I think, blew the host away.
[02:12:43.840 --> 02:12:45.481]  The host didn't know how to handle the call.
[02:12:45.821 --> 02:12:47.182]  The guy was very articulate.
[02:12:47.282 --> 02:12:48.542]  He spoke like an attorney.
[02:12:49.163 --> 02:12:53.624]  You could tell he was a conservative patriot.
[02:12:54.365 --> 02:12:57.126]  And he was not a cuck-servitive.
[02:12:57.566 --> 02:13:00.147]  I mean, this guy, he was very articulate, very smart.
[02:13:00.167 --> 02:13:03.308]  You could tell he's probably, probably more than likely was very educated.
[02:13:03.368 --> 02:13:04.349]  Sure, so tell me what he said.
[02:13:04.369 --> 02:13:04.869]  I want to hear it.
[02:13:05.689 --> 02:13:07.151]  He's willing to stand up and fight.
[02:13:07.491 --> 02:13:19.523]  But he said, look, this is way bigger than, you know, basically defending or standing up for some perceived oppressed, you know, minority.
[02:13:20.784 --> 02:13:21.865]  This is much bigger than that.
[02:13:21.945 --> 02:13:23.947]  But I can't do I can't do it justice.
[02:13:24.207 --> 02:13:27.310]  And like I said, I was sitting in traffic and a lot of distractions.
[02:13:27.350 --> 02:13:29.092]  But what did he say it was about?
[02:13:30.942 --> 02:13:34.064]  Uh, I mean, he sounded like he was, he sounded like an InfoWars guy.
[02:13:34.104 --> 02:13:36.966]  He sounded like, uh, you know, he might be a listener or something.
[02:13:36.986 --> 02:13:38.928]  I mean, for you, what is it about?
[02:13:38.988 --> 02:13:48.394]  It's clearly about federal control, it's about giving us faux rights because they're taking our real rights, and it's about dividing people, and it's about sexualizing children to confuse their gender identity.
[02:13:48.655 --> 02:13:52.677]  It's a whole move to absolutely infertility in this country, which is their admitted plan.
[02:13:52.958 --> 02:13:54.779]  I lay it all out in my film made nine years ago.
[02:13:55.159 --> 02:13:56.100]  This is what they're doing.
[02:13:57.583 --> 02:14:02.805]  Yeah, but is there any way people, can I get some information out where, you know, you've got millions of listeners.
[02:14:02.825 --> 02:14:09.148]  Yeah, just so you know, I don't care if radio shows get plugged, or people say where something was at, I'm not one of those guys, I don't really screen calls.
[02:14:09.808 --> 02:14:12.029]  So if you want to say I was listening to this show and they said this, that's fine.
[02:14:13.249 --> 02:14:20.933]  Anyway, it's Friday the 13th, it's the third hour of the show, it was the last caller in the first half hour of the show.
[02:14:22.603 --> 02:14:24.324]  It's about 15-20 minutes into it.
[02:14:24.344 --> 02:14:27.266]  He let him talk for about 10, it seemed like 10-15 minutes.
[02:14:27.286 --> 02:14:28.967]  Okay, what was the show so people can find it?
[02:14:29.748 --> 02:14:33.030]  Okay, it's called the Keith Larson Show.
[02:14:33.230 --> 02:14:34.411]  L-A-R-S-O-N.
[02:14:34.531 --> 02:14:35.511]  Keith Larson Show.
[02:14:35.531 --> 02:14:38.553]  It's on WBT Radio in Charlotte, North Carolina.
[02:14:39.574 --> 02:14:43.196]  You can go to the website and find the podcast for Friday the 13th.
[02:14:43.256 --> 02:14:48.340]  I mean, listen, the best thing for folks like you to do is get somebody to grab it or you put it
[02:14:49.326 --> 02:14:52.188]  On YouTube, media you think is interesting, magnify it.
[02:14:52.828 --> 02:14:59.433]  If millions of patriots start taking media that they think is important and magnifying local media, it becomes national, it becomes global media.
[02:14:59.853 --> 02:15:02.755]  That's what I originally did going back 20 years ago, was it just local.
[02:15:03.075 --> 02:15:08.859]  I broke that stranglehold and I would cover different local stories from around the country that normally wouldn't be a national platform.
[02:15:09.199 --> 02:15:10.940]  That's what Drudge does as well before I did.
[02:15:12.813 --> 02:15:13.514]  That's where it's all at.
[02:15:13.534 --> 02:15:14.434]  I appreciate your call.
[02:15:15.275 --> 02:15:16.476]  Let's go ahead and take another one here.
[02:15:16.496 --> 02:15:18.498]  Let's talk to Victor in Florida.
[02:15:18.518 --> 02:15:19.299]  You're on the air, go ahead.
[02:15:20.860 --> 02:15:22.902]  Hey Alex, thanks for taking my call.
[02:15:23.602 --> 02:15:32.730]  I am a Dominican immigrant from the capital, Santo Domingo, living in Florida, aka FEMA Region 4.
[02:15:33.551 --> 02:15:35.953]  And I just want to thank you for, you know, everything.
[02:15:35.993 --> 02:15:37.174]  I know you don't like that, but
[02:15:37.972 --> 02:15:49.836]  I just, you know, without you and your show and my brother bringing me, uh, bringing the attention to your show, uh, to me, I should say, uh, it just helped me and I purchased a bunch of your products.
[02:15:49.956 --> 02:15:52.057]  Thank you, sir.
[02:15:52.117 --> 02:15:52.517]  Thank you.
[02:15:52.577 --> 02:15:53.437]  We're all in this together.
[02:15:53.757 --> 02:15:54.778]  I mean, I'm talking about stuff.
[02:15:54.798 --> 02:15:56.138]  You're waking up, you're supporting us.
[02:15:56.198 --> 02:15:56.758]  Thank you, sir.
[02:15:56.778 --> 02:15:57.479]  I want to thank you.
[02:15:58.679 --> 02:15:59.179]  No problem.
[02:15:59.219 --> 02:15:59.739]  No problem.
[02:15:59.899 --> 02:16:04.701]  And, uh, you know, I, I want to talk also, I just want to mention to everyone that's listening,
[02:16:05.256 --> 02:16:10.938]  We need to get out there in Cleveland and we need to show up and we need to show support for Trump.
[02:16:11.318 --> 02:16:18.721]  Because if we don't show up, you know those freaking social justice warriors are going to be there by the thousands.
[02:16:18.781 --> 02:16:20.621]  So we need to make sure that we're out there.
[02:16:21.982 --> 02:16:22.562]  Absolutely.
[02:16:22.622 --> 02:16:25.663]  Patriots are always too busy working, taking care of their families.
[02:16:25.943 --> 02:16:28.044]  We're not grandstanders, but this country's in crisis.
[02:16:28.504 --> 02:16:30.445]  Everyone that can be needs to be in Cleveland.
[02:16:30.945 --> 02:16:32.066]  At least one or two of the days.
[02:16:32.526 --> 02:16:35.748]  And believe me, we're going to outnumber the communists and the socialists and the Soros people.
[02:16:36.608 --> 02:16:40.391]  And don't worry, you know, the local government knows what scum they are.
[02:16:40.471 --> 02:16:42.672]  So they're going to be definitely going to rock in a hard place.
[02:16:42.712 --> 02:16:46.114]  We're going to be peaceful, but we're going to be there making sure they don't try to steal this election.
[02:16:46.354 --> 02:16:49.116]  And again, I don't like Bernie Sanders, but they're stealing it from him.
[02:16:49.436 --> 02:16:50.317]  He's really the winner.
[02:16:51.217 --> 02:16:56.521]  So it just it makes me upset that they would steal elections in front of us and try to act like it's normal.
[02:16:56.561 --> 02:16:56.981]  It's crazy.
[02:16:58.268 --> 02:17:17.656]  I'm glad that you mentioned that because I talk to a lot of people and as I said I'm an immigrant that's why I said that because I you know I come from Dominican Republic and every Latino pretty much every Latino that I talk to that is my friend or just you know someone that I meet because I'm wearing my Hillary for prison t-shirt they're always like you know who are you voting for I'm like
[02:17:18.677 --> 02:17:25.639]  You know, if I could vote, because I can, I'm not a citizen, I'm legal, I'm legal, um, I would vote for Trump.
[02:17:25.960 --> 02:17:42.605]  And I try to advise everybody, and they just look at me like I got three heads, and it's like, you know, it's the mainstream media spewing out all their lies, as you know, you know, 6% approval, and it's just, and I just try to slowly chip away, it's kind of like,
[02:17:43.540 --> 02:17:48.503]  It kind of brings you down when you see so many of your friends literally like the walking dead zombies.
[02:17:48.663 --> 02:17:49.984]  Seriously, that's how it is.
[02:17:51.644 --> 02:18:00.389]  It makes you kind of like, man, like, but I still keep pushing, you know, you got to kind of, you know, plant the seed and hopefully it, you know, it'll grow on its own.
[02:18:02.927 --> 02:18:04.829]  Well I totally and absolutely agree with you.
[02:18:04.849 --> 02:18:06.571]  That's what it comes all down to.
[02:18:06.631 --> 02:18:08.573]  And it's we the people that start the new trends.
[02:18:09.354 --> 02:18:13.840]  It's we the people that take action and the system tries to counterfeit it or twist it or take it over.
[02:18:13.860 --> 02:18:17.263]  But if we just wake up and say no to this, it's game over.
[02:18:17.344 --> 02:18:19.846]  And yes, young people historically
[02:18:21.109 --> 02:18:21.489]  I don't know.
[02:18:44.454 --> 02:18:50.377]  Are some of the most dumbed down, disconnected folks, and they absolutely believe mainstream pop TV is real.
[02:18:50.417 --> 02:18:51.277]  They don't watch news.
[02:18:51.678 --> 02:19:00.842]  They get their news from sitcoms, dramas, comic books, which are all just spewing globalism and multiculturalism and all this social justice warrior trash.
[02:19:00.902 --> 02:19:10.507]  And they show up at college as a freshman, they're bullied on their first meeting to be part of the social justice warriors, they're let into the club, and now they feel like they're part of a gang.
[02:19:11.327 --> 02:19:14.371]  And they're very, very sad people, but we shouldn't just laugh at them.
[02:19:15.072 --> 02:19:19.197]  We should really reach out to them and try to warn them about the hoax that's taking place.
[02:19:19.237 --> 02:19:23.081]  I mean, you can go to InfoWars.com and get the video.
