[00:00:11.132 --> 00:00:17.154]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:58:58.348 --> 01:58:59.730]  Clean, pure drinking water.
[01:59:00.010 --> 01:59:01.292]  You can't survive without it.
[01:59:01.493 --> 01:59:02.394]  But where do you get it?
[01:59:02.694 --> 01:59:08.462]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[01:59:08.683 --> 01:59:14.411]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[01:59:14.591 --> 01:59:31.438]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[01:59:31.858 --> 01:59:33.979]  Filter capacity up to 5,000 gallons.
[01:59:34.339 --> 01:59:35.540]  Stainless steel construction.
[01:59:35.800 --> 01:59:36.500]  Easy assembly.
[01:59:36.840 --> 01:59:37.460]  Low maintenance.
[01:59:37.761 --> 01:59:39.581]  Replacement filters are simple to install.
[01:59:39.841 --> 01:59:46.984]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[01:59:47.124 --> 01:59:52.167]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[01:59:52.327 --> 01:59:54.888]  Go to InfowarsStore.com or call 888-253-3139.
[02:00:00.296 --> 02:00:06.559]  You're listening to The Alex Jones Show.
[02:00:11.562 --> 02:00:13.002]  We are on the march.
[02:00:13.382 --> 02:00:15.804]  The Empire is on the run.
[02:00:16.544 --> 02:00:20.246]  Alex Jones and the GCN Radio Network.
[02:00:22.017 --> 02:00:24.840]  Well, National Review has been totally discredited.
[02:00:25.561 --> 02:00:28.764]  Two months ago, February 15th, we'll show TV viewers a document cam shot.
[02:00:29.385 --> 02:00:31.647]  It makes perfect sense that Donald Trump is a 9-11 truther.
[02:00:33.088 --> 02:00:45.161]  February 15th, 2016, and the article opens up... In South Carolina on Saturday night, Donald Trump turned into an Alex Jones show caller.
[02:00:46.934 --> 02:00:51.618]  Saying that Saudi Arabia was involved in 9-11 and that a secret 28 pages showed it.
[02:00:52.159 --> 02:00:54.101]  Well, I mean, that was admitted then and known.
[02:00:54.461 --> 02:00:58.124]  They just hoped their readers were dumb and attacked yours truly.
[02:01:00.166 --> 02:01:03.149]  But Bernie Sanders says he doesn't want to know and isn't going to talk about it.
[02:01:03.229 --> 02:01:04.390]  Isn't he a good little commie?
[02:01:06.460 --> 02:01:07.040]  Unbelievable.
[02:01:07.100 --> 02:01:10.162]  And Hillary says she doesn't know anything about such 28 pages.
[02:01:10.842 --> 02:01:12.583]  Richard, I'm ranting, but go ahead and finish up your points.
[02:01:12.603 --> 02:01:14.884]  I know you're going to be on the Nightly News tonight as well.
[02:01:14.904 --> 02:01:18.306]  You're going to file a report for Leanne McAdoo, who's hosting, but go ahead, my friend.
[02:01:19.746 --> 02:01:20.246]  Absolutely.
[02:01:20.286 --> 02:01:24.088]  Well, I'll tell you, that piece with Wayne Madsen, you talk about Ted Cruz.
[02:01:24.709 --> 02:01:32.132]  One thing that I noticed back, you know, it didn't come up in y'all's interview, but Ted Cruz ran against David Dewhurst for that Senate seat.
[02:01:32.774 --> 02:01:41.558]  And David Dewhurst was supposed to be the shoe-in for that, so this is all kind of starting to really explain how Ted Cruz was able to really jump up there and be able to beat Dewhurst.
[02:01:41.918 --> 02:01:44.659]  And, by the way, there was a runoff for that race.
[02:01:44.739 --> 02:01:57.545]  Back in 2012, when Ted Cruz ran against Dewhurst, one thing that happened was that, I think, I can't remember how many candidates there were in the primary, but nobody got a majority in the primary, so they had to have a runoff.
[02:01:58.115 --> 02:01:59.336]  And I remember, you know what?
[02:01:59.796 --> 02:02:03.159]  I want to hear Ted Cruz's victory speech the night of the runoff.
[02:02:03.640 --> 02:02:08.183]  And so I'm listening to his speech, listening to his speech, and he goes into his thank yous.
[02:02:08.543 --> 02:02:11.226]  Thank you so-and-so, thank you so-and-so, thank you George Bush.
[02:02:11.606 --> 02:02:12.387]  And I'm like, whoa!
[02:02:13.367 --> 02:02:14.728]  Where did that come from?
[02:02:15.049 --> 02:02:16.590]  You know, it's like, wow!
[02:02:16.730 --> 02:02:18.612]  And so, hopefully an importer can find that.
[02:02:18.652 --> 02:02:19.632]  I've looked for it on the web.
[02:02:19.993 --> 02:02:22.875]  It's the victory speech that he gave when he won.
[02:02:22.895 --> 02:02:26.418]  Ted Cruz's Texas Senate victory speech, I remember it.
[02:02:27.216 --> 02:02:27.516]  We're good
[02:02:47.976 --> 02:02:51.558]  And we encountered this young Chinese man, probably mid-twenties.
[02:02:52.018 --> 02:02:53.218]  He had to be one of the elite.
[02:02:53.298 --> 02:02:54.759]  I mean, he's at a Jeb Bush event, right?
[02:02:55.139 --> 02:02:57.460]  And on the hop of that, he was about six foot four.
[02:02:57.560 --> 02:02:59.301]  He wasn't a regular Chinese man.
[02:02:59.781 --> 02:03:01.762]  And he was like, and I said, where are you from?
[02:03:01.802 --> 02:03:07.244]  He said, he traveled all the way from China to be at a Cedar Rapids, Iowa Jeb Bush event.
[02:03:07.585 --> 02:03:11.086]  So tell me how important Jeb Bush family is to the Chinese.
[02:03:11.166 --> 02:03:12.747]  I mean, we saw Henry Kissinger.
[02:03:12.767 --> 02:03:15.548]  No, it was his dad opened it up and made the whole deal to screw America.
[02:03:16.332 --> 02:03:16.813]  Absolutely.
[02:03:16.873 --> 02:03:20.277]  Henry Kissinger started the crack there for the open door to China.
[02:03:20.598 --> 02:03:22.960]  You know, we know what Henry Kissinger did with Saudi Arabia.
[02:03:23.341 --> 02:03:25.403]  And then, like you said, George Sr.
[02:03:25.423 --> 02:03:29.609]  and Poppy Bush really took our industry and started taking it over to China.
[02:03:29.629 --> 02:03:31.992]  And the Bushes are the total enemies of this country.
[02:03:33.001 --> 02:03:33.521]  Absolutely.
[02:03:33.902 --> 02:03:43.026]  And switching gears a little bit, Zika, I haven't really had a chance to totally look into it, and I know there's been so much news, but are the New World Order fingerprints all over Zika, or what?
[02:03:43.066 --> 02:03:43.846]  Yes, they are, Richard.
[02:03:43.866 --> 02:03:44.667]  Incredible.
[02:03:44.767 --> 02:03:46.248]  So that's another brewing story.
[02:03:46.308 --> 02:03:56.893]  It's actually a Rockefeller Foundation souped-up weapon that actually says that from the 50s, and then it's tied into Bill & Melinda Gates, as usual, and these mosquitoes that are being released and, quote, mutating magically.
[02:03:57.930 --> 02:03:59.832]  Well, I'm sure there's going to be a lot more reporting on that.
[02:03:59.852 --> 02:04:03.616]  Well, Richard, you've got a ton to cover, so I want to get you on with McAdoo tonight.
[02:04:03.636 --> 02:04:06.498]  You can tape it or be live, but that's a good shot.
[02:04:06.538 --> 02:04:09.021]  You're there, and I know you've got a lot of other points to cover.
[02:04:09.041 --> 02:04:18.690]  Sorry I got you on to late, but great job, and look forward to having you on tomorrow and tomorrow night when we're going to have live extended coverage of the big Republican primary in New York.
[02:04:19.111 --> 02:04:22.154]  Hundreds of delegates up for grabs tomorrow, one of the most important dates
[02:04:22.814 --> 02:04:29.689]  And they're on Fox News saying even if he wins, they may be bold enough to try to take delegates in New York and announce Cruz the winner even if Trump wins there.
[02:04:29.729 --> 02:04:32.034]  I mean, they are some arrogant, arrogant people, Richard.
[02:04:33.018 --> 02:04:33.518]  Yes, sir.
[02:04:33.618 --> 02:04:40.644]  And I'll tell you what, it's absolutely an honor and a privilege to get pushed back with Wayne Madsen doing an earth-shattering report with you and Alex.
[02:04:41.144 --> 02:04:42.525]  It's incredible.
[02:04:42.585 --> 02:04:42.885]  It was.
[02:04:43.005 --> 02:04:45.407]  I'll tell you, you were there at the start of 9-11 Truth, Richard.
[02:04:45.427 --> 02:04:48.910]  I've known you since 2002, and they are just flipping out right now.
[02:04:48.930 --> 02:04:50.151]  Richard Reeves on the road.
[02:04:50.511 --> 02:04:53.673]  Our great political correspondents will be back with us tomorrow and on the Nightly News.
[02:04:53.693 --> 02:04:54.234]  Thank you, Richard.
[02:04:55.797 --> 02:04:56.819]  Alright folks, we're going to be back.
[02:04:57.159 --> 02:04:58.200]  He's getting shooted up.
[02:04:58.240 --> 02:05:03.828]  We're going to have Ron Paul, former chief of staff, head of the Von Mises Institute, one of the top libertarians globally.
[02:05:04.369 --> 02:05:05.871]  Lou Rockwell on the Big Fix 2016.
[02:05:08.974 --> 02:05:17.997]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[02:05:18.057 --> 02:05:26.279]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:05:26.459 --> 02:05:31.120]  We have now managed to secure the sought-after beans in a highly customized blend.
[02:05:31.340 --> 02:05:38.042]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at InfoWarsLife.com.
[02:05:38.122 --> 02:05:45.204]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[02:05:45.304 --> 02:05:52.166]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[02:05:52.326 --> 02:05:56.667]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[02:05:56.807 --> 02:06:00.028]  Available in original or with our immune support infusion blend.
[02:06:00.148 --> 02:06:03.290]  Ladies and gentlemen, I've been on this the last few months.
[02:06:03.310 --> 02:06:09.555]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[02:06:22.745 --> 02:06:26.026]  One of the worst things with most energy products is it's not sustainable, right?
[02:06:26.046 --> 02:06:27.206]  You're going to crash afterwards.
[02:06:27.527 --> 02:06:33.909]  And the cool thing about this is it's not just a bunch of energy compounds that are going to fire your brain up to a higher RPM or whatever, which it does do.
[02:06:34.169 --> 02:06:34.989]  This is sustainable.
[02:06:35.089 --> 02:06:39.070]  This isn't going to spike and you're going to collapse and you're going to feel really bad afterwards.
[02:06:39.290 --> 02:06:41.391]  This has a bunch of different antioxidants and compounds.
[02:06:41.471 --> 02:06:45.553]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[02:06:45.593 --> 02:06:47.074]  We're looking at the television screen.
[02:06:47.114 --> 02:06:52.816]  For research purposes, whatever we've been doing, trying to learn something or staring at the computer all day, working, doing good, you're still damaging your brain.
[02:06:52.856 --> 02:06:58.679]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[02:07:01.900 --> 02:07:06.262]  Get Brain Force at 25% off for a limited time at InfoWarsLife.com.
[02:07:06.583 --> 02:07:08.003]  And we thank you for your support.
[02:07:08.564 --> 02:07:11.525]  A clean, toxic-free body is the foundation of true health.
[02:07:11.806 --> 02:07:14.527]  Introducing Deep Cleanze by InfoWarsLife.com.
[02:07:14.727 --> 02:07:21.391]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[02:07:21.711 --> 02:07:26.834]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[02:07:26.974 --> 02:07:35.817]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze doesn't hold back.
[02:07:36.097 --> 02:07:44.700]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[02:07:44.940 --> 02:07:51.803]  Look, there's a reason Deep Cleanze is the only product on the market that uses our proprietary Spigerex herbal processing technique.
[02:07:51.963 --> 02:07:58.170]  We use only the highest quality organic herbs backed by serious research and we still bring it to you at the best price out there.
[02:07:58.350 --> 02:08:03.056]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[02:08:03.236 --> 02:08:05.178]  That's InfoWarsLife.com or call 888-253-3139.
[02:08:18.976 --> 02:08:21.878]  You're listening to The Alex Jones Show!
[02:08:21.898 --> 02:08:35.449]  Ladies and gentlemen...
[02:08:37.017 --> 02:08:43.224]  The next hour, Lou Rockwell of lourockwell.com and the head of the Von Mies Institute will be our guest.
[02:08:43.244 --> 02:08:47.408]  I intend the last 20 minutes or so to open the phones up and take your questions or comments.
[02:08:47.868 --> 02:08:49.050]  The total free number to join us is 800-259-9231.
[02:08:49.070 --> 02:08:49.110]  800-259-9231.
[02:08:49.130 --> 02:08:49.911]  I'm Alex Jones, your host.
[02:08:49.931 --> 02:08:52.533]  Infowars.com is obviously our main site.
[02:09:01.641 --> 02:09:02.702]  Wow, where to begin?
[02:09:02.842 --> 02:09:06.424]  We now see America under global governance to a great extent.
[02:09:06.884 --> 02:09:08.465]  Secret trade deals signed.
[02:09:09.106 --> 02:09:15.470]  We see elections being openly cancelled all over the country and Ted Cruz calling it a grassroots victory.
[02:09:17.431 --> 02:09:23.955]  Are we seeing the death throes of the out-of-control political class or are we seeing their complete takeover and a victory?
[02:09:25.962 --> 02:09:34.544]  I think it's up to us to decide that, but if you go back to two months ago, quote, it makes perfect sense that Donald Trump is a 9-11 truther, February 15th.
[02:09:34.584 --> 02:09:41.826]  And then you go to the article, in South Carolina on Saturday night, Donald Trump turned into an Alex Jones show caller.
[02:09:42.887 --> 02:09:45.467]  And what they always do is misrepresent what we've said.
[02:09:47.808 --> 02:09:50.109]  Saudi Arabia had 15 of the 19 hijackers.
[02:09:50.389 --> 02:09:54.690]  I talked to the FBI agents, the translators, the whistleblowers, I interviewed them all.
[02:09:55.595 --> 02:10:00.380]  They were ordered to stand down before, on, and after by criminal elements in our government.
[02:10:00.700 --> 02:10:03.282]  The media spun it that I was saying there wasn't any radical Islam.
[02:10:03.362 --> 02:10:04.083]  Of course there is.
[02:10:04.383 --> 02:10:05.565]  We stand firmly against it.
[02:10:07.526 --> 02:10:13.492]  Cirque du Soleil is canceling coming to different states that pass laws protecting Christians' free speech.
[02:10:14.933 --> 02:10:19.498]  But they're going to go to countries in the Middle East that chop gay people's heads off.
[02:10:21.001 --> 02:10:35.936]  While the left pushes for massive censorship across America and calls Donald Trump Hitler, while the Communist Chinese under Mao that killed over 84 million people, according to them, lecture us.
[02:10:36.376 --> 02:10:38.559]  If anybody's close to Hitler, it's the Communist Chinese.
[02:10:41.271 --> 02:10:48.013]  And the reason I open up with the fact that it's in the Associated Press, it's in the New York Times, it's in the New York Post.
[02:10:48.693 --> 02:10:49.714]  Look at these headlines.
[02:10:50.714 --> 02:10:53.575]  Headlies, that's a new term I have for it.
[02:10:53.595 --> 02:10:55.916]  But what happens when they start telling the truth?
[02:10:56.916 --> 02:10:59.457]  What happens when they're forced to get it out in the open?
[02:11:00.017 --> 02:11:02.018]  This is the collapse of the facade.
[02:11:04.781 --> 02:11:08.222]  Saudi Arabia threatens to pull $750 billion from the U.S.
[02:11:08.262 --> 02:11:11.723]  economy if Congress allows them to be sued for 9-11 terror attacks.
[02:11:12.503 --> 02:11:13.743]  Here's another headline, New York Post.
[02:11:14.003 --> 02:11:14.524]  How U.S.
[02:11:14.564 --> 02:11:16.444]  covered up Saudi role in 9-11.
[02:11:17.924 --> 02:11:21.445]  Saudi Arabia warns of economic fallout if Congress praises 9-11 bill.
[02:11:22.286 --> 02:11:22.766]  Passes it.
[02:11:23.406 --> 02:11:25.066]  Saudi Arabia warns of economic fallout.
[02:11:26.167 --> 02:11:31.088]  These are the threats of a hereditary dictatorship like North Korea.
[02:11:32.742 --> 02:11:45.690]  Who got their power from British intelligence in 1901, they controlled about 200 square miles along a key caravan route where they would rob people, including capturing women and children to be used as sex slaves.
[02:11:46.451 --> 02:11:52.575]  If anybody is bad, it's not Donald Trump, it's Saudi Arabia and the Communist Chinese leadership.
[02:11:54.383 --> 02:12:00.145]  And the reason I preface this with all that is I wanted to get Lew Rockwell on for a few weeks, he's a busy guy, about the election theft.
[02:12:00.646 --> 02:12:01.426]  We're going to cover that.
[02:12:01.826 --> 02:12:03.327]  Look at this Daily Mail headline.
[02:12:03.607 --> 02:12:11.390]  Cruz claims he's won landslides over and over, beating Trump in five consecutive states, even though only one of them had an election.
[02:12:12.250 --> 02:12:20.934]  And then in other states like Louisiana, Tennessee, Arizona, Georgia, Trump wins
[02:12:22.372 --> 02:12:28.138]  And then they just give the delegates, before they even go to the convention, to Cruz.
[02:12:29.304 --> 02:12:32.506]  The reason I want to get Lew Rockwell on, he helped get Ron Paul in Congress.
[02:12:32.846 --> 02:12:33.687]  He's worked in Congress.
[02:12:33.707 --> 02:12:41.492]  He was his chief of staff before he went on to be the best-selling author and head of the Von Mises Institute and the rest of it, and then found the popular news site LewRockwell.com.
[02:12:42.473 --> 02:12:57.743]  As a political expert and elections expert, what his view is on all of this and where he sees this going, and I want to ask him again, I have some major issues with Donald Trump, just like Ron Paul does, but the fact that they're so scared of him and that he is a nationalist,
[02:12:58.993 --> 02:13:02.754]  Is why I'm supporting him, because at this point I'm just supporting open elections.
[02:13:03.094 --> 02:13:08.695]  Lew Rockwell, am I wrong in saying this is one of the most epic times in the history of the United States?
[02:13:08.735 --> 02:13:14.437]  I mean, it has a 1776 feel to it, or am I wrong?
[02:13:14.597 --> 02:13:18.518]  Are we at that crossroads that you and Ron Paul have warned about for 30 years?
[02:13:19.878 --> 02:13:21.278]  Well, Alex, I certainly hope so.
[02:13:21.298 --> 02:13:26.519]  I mean, I think we definitely need an ideological and a moral upheaval in this country.
[02:13:26.539 --> 02:13:28.460]  And it's why the regime
[02:13:29.286 --> 02:13:42.934]  The neocons, the Republican establishment, the Democratic establishment, the academic establishment, the corporate establishment, bankers and all these people fear populism because it riles up the people.
[02:13:43.454 --> 02:13:45.996]  It says, you know what, you're being ripped off.
[02:13:46.696 --> 02:13:57.360]  Not only are they bad ideologically, they're stealing from you, they're ripping you off, they're taking your freedom, they're taking your money, and they're all living very well thanks to it.
[02:13:58.420 --> 02:14:10.605]  So Trump has the ability to really connect to people, and like you and Ron, I have many differences with Mr. Trump on the issues, although I think we're... but all these guys are bad on trade from my standpoint.
[02:14:10.905 --> 02:14:13.607]  They're all bad on all the issues that Trump is bad on.
[02:14:13.827 --> 02:14:14.727]  They're all bad on.
[02:14:15.108 --> 02:14:30.056]  On the other hand, the places where Trump is good, whether it's immigration or the political correctness movement or the especially foreign policy questions of war and peace, he's uniquely different and better than the others.
[02:14:31.277 --> 02:14:32.018]  Is he for real?
[02:14:32.178 --> 02:14:38.121]  You know, after so many years of watching this stuff, I'm sure you forgive me if I'm not 100% sure.
[02:14:39.662 --> 02:14:46.583]  But I think he's stirring up just tremendous outrage among the American people, tapping into that outrage.
[02:14:47.023 --> 02:14:48.544]  We've seen it even in the polls.
[02:14:49.104 --> 02:14:51.064]  People are more and more distrust the government.
[02:14:51.484 --> 02:14:52.804]  They distrust the big media.
[02:14:53.204 --> 02:14:55.185]  They know there are things that are desperately wrong.
[02:14:55.225 --> 02:14:56.305]  They fear for themselves.
[02:14:56.725 --> 02:14:58.605]  They fear for their children and their grandchildren.
[02:14:59.085 --> 02:15:01.346]  They just are very worried about what's happening in this country.
[02:15:01.366 --> 02:15:04.266]  They all know this is not the same America they grew up in.
[02:15:04.926 --> 02:15:05.846]  And they don't like it.
[02:15:06.527 --> 02:15:08.507]  So Trump is stirring everybody up.
[02:15:09.960 --> 02:15:11.281]  You know, we'll see what happens.
[02:15:11.341 --> 02:15:21.268]  I should just mention, by the way, the Mises Institute is not a political or a partisan organization, so I'm simply giving my own views when I talk about some of these things about Trump and all.
[02:15:21.308 --> 02:15:22.890]  Sure, you guys provide Austrian economics.
[02:15:23.635 --> 02:15:25.376]  Yes, and libertarianism.
[02:15:26.316 --> 02:15:32.079]  But I will say that I think Trump is doing a whole lot of good.
[02:15:32.099 --> 02:15:34.940]  He's scaring everybody evil.
[02:15:34.960 --> 02:15:40.123]  I mean, if you look at the people who really hate the guys of Trump, it's like a who's who of the creeps of the country.
[02:15:40.723 --> 02:15:40.883]  I think?
[02:15:58.598 --> 02:16:01.080]  I think he's the least likely to start a war.
[02:16:01.200 --> 02:16:02.520]  I think that's the best thing.
[02:16:02.600 --> 02:16:04.522]  He doesn't want to just randomly start a war with Russia.
[02:16:04.762 --> 02:16:05.622]  They have two bases.
[02:16:05.802 --> 02:16:06.803]  They're doing nothing to us.
[02:16:07.123 --> 02:16:08.524]  We're funding ISIS against them.
[02:16:09.084 --> 02:16:15.148]  And that's what I like best is the fact that he wants us to be strong, to be able to defend ourselves, but says we're not just going to go around attacking people.
[02:16:15.188 --> 02:16:18.050]  And listen, I do the same calculus you engage in Lou.
[02:16:18.490 --> 02:16:19.551]  I look at him and I say, look,
[02:16:20.453 --> 02:16:46.363]  I don't just trust somebody off their rhetoric, but when I see true palpable fear, hundreds and hundreds of millions thrown against him by the Republican and Democratic establishment, the stealing of the election, they're so desperate, openly, desperately, the Chinese Communists, the Socialist Pope, the Mexican Presidents and former Presidents and Hollywood and the kitchen sink, I've been told by high-level Trump people, and I'm just going to leave it at that,
[02:16:47.358 --> 02:16:56.051]  That he really is a closet libertarian, a closet anti-New World Order guy, and more and more he comes out against Saudi Arabia, he comes out against China.
[02:16:56.151 --> 02:17:01.058]  I mean, I really think it's true, more and more, and so I think that's why they're so scared.
[02:17:01.579 --> 02:17:02.540]  He comes out against NATO.
[02:17:03.602 --> 02:17:06.865]  Yes, why should we have all these bases all over the world?
[02:17:07.286 --> 02:17:08.447]  If you look at a map of U.S.
[02:17:08.487 --> 02:17:10.389]  bases, they surround Russia.
[02:17:10.409 --> 02:17:13.272]  There aren't any Russian bases surrounding the U.S.
[02:17:13.753 --> 02:17:14.133]  The U.S.
[02:17:14.153 --> 02:17:20.320]  feels perfectly fine to send destroyers armed with who knows what kinds of weapons very close to St.
[02:17:20.340 --> 02:17:20.660]  Petersburg.
[02:17:21.881 --> 02:17:25.023]  Can you imagine if there were 50 Russian ships around the U.S.?
[02:17:25.043 --> 02:17:26.744]  I'd be calling for blowing them up.
[02:17:38.832 --> 02:17:44.294]  So, you know, the U.S., of course, as we're told by all the neocons and all the creeds, is the exceptional nation.
[02:17:44.734 --> 02:17:53.118]  The rules that apply to everybody else don't apply to the U.S., just like they would argue that the rules that apply to all the other human beings... Where does this arrogance come from?
[02:17:54.673 --> 02:17:56.994]  Well, you know, I think it has something to do with government.
[02:17:57.034 --> 02:18:03.675]  You know, if you go... I don't like to go to Washington, but one of the things that always strikes me about Washington is the level of arrogance.
[02:18:03.735 --> 02:18:05.795]  I mean, these people even walk arrogantly.
[02:18:06.176 --> 02:18:07.296]  They talk arrogantly.
[02:18:07.616 --> 02:18:12.317]  They all think of themselves as being at the center of the empire, and therefore they're very, very important.
[02:18:12.477 --> 02:18:13.597]  Of course, they're not important.
[02:18:14.117 --> 02:18:15.598]  But the U.S.
[02:18:15.618 --> 02:18:18.398]  feels it should rule the world, the solar system, you know, whatever.
[02:18:18.918 --> 02:18:21.219]  They believe their history is accurate to quote Karl Rove.
[02:18:22.159 --> 02:18:32.708]  Well, they believe, you know, is it any different from the Roman Empire, or the Babylonians, or the Egyptians, or the British, or all these empires in the history of the world have this kind of arrogance.
[02:18:33.068 --> 02:18:35.030]  Everybody else is just dirt under their feet.
[02:18:35.490 --> 02:18:37.051]  Their boots should be under their throat.
[02:18:37.532 --> 02:18:42.976]  And of course, most of all, they concentrate on the people they fear the most, which is not foreigners, it's Americans.
[02:18:43.036 --> 02:18:46.019]  So they're worried about Americans tossing off the yoke.
[02:18:46.439 --> 02:18:50.683]  And so when they see something like what's happening with Trump, it's why they're so desperate
[02:18:51.263 --> 02:19:04.170]  I'm afraid they may be successful, but it's why they're so desperate to deny him the nomination, why they're willing to be openly rip-off, these rip-off festivals in Colorado and elsewhere, where they're going to take his delegates.
[02:19:04.930 --> 02:19:09.592]  Very few, maybe a half of the Trump delegates will actually be Trump supporters.
[02:19:09.873 --> 02:19:13.674]  Maybe a half of them will be double agents.
[02:19:14.295 --> 02:19:19.918]  So if they can deny him the nomination on the first ballot, that's of course what they're working very hard to do.
[02:19:21.018 --> 02:19:22.540]  I think he's not going to get it.
[02:19:23.140 --> 02:19:29.926]  Probably it's going to be Cruz or, you know, I don't think they can actually get away with bringing Paul Ryan in.
[02:19:29.966 --> 02:19:31.167]  Lou, I want to get into that.
[02:19:31.287 --> 02:19:36.070]  I want to get into that with Lou Rockwell of lourockwell.com speaking to us today from the Mises Institute.
[02:19:36.331 --> 02:19:45.198]  Mises.org, key information obviously there on economics and libertarianism and true free market through the dollar, you know, through voting with our decisions.
[02:19:46.522 --> 02:19:50.364]  But getting back to what you mentioned, you will know someone by their friends and their enemies.
[02:19:51.365 --> 02:20:00.390]  I've never seen such a laundry list, and I'm kind of ashamed of Americans, and that there's not even more support for Trump when the whole world's bossing us around.
[02:20:00.450 --> 02:20:07.594]  I mean, this is really pathetic, like we're some colonialized, controlled nation run by multinationals.
[02:20:07.614 --> 02:20:09.455]  But I guess that's what it's come down to.
[02:20:10.469 --> 02:20:29.612]  You know, I hark back to one of the seconders for Grover Cleveland's second nomination for president, and the man nominating him talked about how great Cleveland's first term had been, and it would be so wonderful if his second term, how he was great in so many ways, but then he said, you know, we love him most for the enemies he has made.
[02:20:30.566 --> 02:20:34.527]  So, I mean, it does say something about a man, who his enemies are, who hates him.
[02:20:35.227 --> 02:20:40.029]  And in Trump's case, I mean, it's definitely a rogues gallery.
[02:20:40.469 --> 02:20:44.450]  It's like a, you know, one of those books in the police station with all the photos of the criminals.
[02:20:44.830 --> 02:20:47.391]  That's what, you know, they're going to have the book of the anti-Trumpians.
[02:20:47.711 --> 02:20:48.611]  That's what it would look like.
[02:20:49.271 --> 02:20:52.212]  And you should have them facing front and facing to the side.
[02:20:53.732 --> 02:20:55.753]  These are very bad people.
[02:20:56.014 --> 02:20:56.994]  George Soros.
[02:20:57.014 --> 02:21:07.479]  I mean, you know, we can go down the list of all the people who have dedicated their billions to destroying this country, to changing things radically in the worst kind of a way.
[02:21:08.520 --> 02:21:13.542]  These are people who, you know, in some sense, there are aspects of communism they want to bring here.
[02:21:13.582 --> 02:21:17.544]  We already have some aspects of communism with the Fed and other government programs.
[02:21:18.104 --> 02:21:19.165]  They'd like to make it worse.
[02:21:19.606 --> 02:21:26.732]  They want to, of course, inundate us with welfare immigrants and all the rest of the horrible things they're doing.
[02:21:26.792 --> 02:21:28.514]  Let's talk about their plan, Lew Rockwell.
[02:21:28.934 --> 02:21:29.295]  Yes, sir.
[02:21:29.795 --> 02:21:32.337]  But first, getting back into the election since you mentioned it.
[02:21:32.557 --> 02:21:33.979]  You've been Chief of Staff for Ron Paul.
[02:21:34.039 --> 02:21:36.141]  You've run congressional campaigns successfully.
[02:21:36.741 --> 02:21:38.883]  Have you ever seen a steal this blatant?
[02:21:39.404 --> 02:21:40.865]  And what do you expect to see next?
[02:21:40.905 --> 02:21:42.387]  I mean, your expert view on the election.
[02:21:43.027 --> 02:22:01.527]  Well, I wasn't there to see it, but the 52 Republican convention, chaired by Earl Warren, stole the nomination from Bob Taft, who was sort of the Ron Paul of his day, great man, and gave it to Dwight Eisenhower, who was the establishment candidate, the Rockefeller candidate.
[02:22:02.828 --> 02:22:11.011]  Murray Rothbard always said if only Robert Welch had referred to Eisenhower as a conscious, dedicated agent of the Rockefeller conspiracy, he would have been exactly right.
[02:22:11.571 --> 02:22:24.535]  So what they did was they threw out elected TAF delegates and installed in the convention Eisenhower delegates in various states to give Eisenhower the nomination.
[02:22:24.875 --> 02:22:26.716]  But there was no social media in those days.
[02:22:26.736 --> 02:22:29.797]  It was just the establishment press who were all, of course, cheering for Ike.
[02:22:32.458 --> 02:22:33.519]  They got away with it then.
[02:22:33.539 --> 02:22:36.701]  I don't think they're going to get away with it this time.
[02:22:36.721 --> 02:22:40.844]  They may get away with giving the nomination to the creep of the moment.
