[00:00:17.463 --> 00:00:17.884]  17 seconds.
[01:42:52.595 --> 01:42:57.980]  These key people from broker convention that represent the other delegates, ready to steal it for Rubio.
[01:42:58.360 --> 01:43:02.924]  And that's why the Bushes are there tonight, you know, wanting their facade to stay up like they're from Texas.
[01:43:02.944 --> 01:43:04.205]  Nothing against Kennebunkport, Maine.
[01:43:04.565 --> 01:43:05.026]  But it's like,
[01:43:05.586 --> 01:43:08.568]  It's like Cruz going, I'm from Texas, I'm tough and all this stuff.
[01:43:09.448 --> 01:43:12.550]  I mean, as an 8th generation Texan, I don't have some great mystique about it.
[01:43:12.570 --> 01:43:13.151]  I love Texas.
[01:43:13.531 --> 01:43:20.615]  But man, to watch folks that really aren't Texans sit there all day long and talk about how they're from Texas or what was part of Texas, Oklahoma.
[01:43:20.695 --> 01:43:21.856]  I say that's Texas quite frankly.
[01:43:22.236 --> 01:43:23.297]  I mean, it's just ridiculous.
[01:43:23.977 --> 01:43:25.559]  And I'm tired of it.
[01:43:25.619 --> 01:43:27.421]  So that's what this comes down to.
[01:43:27.441 --> 01:43:29.783]  You've got a lot of people claiming they're for this, they're for that.
[01:43:30.123 --> 01:43:38.671]  Until we break out of the matrix ourselves, until we realize that this is a world government, satanic system we're facing, we don't have a hope of ever changing.
[01:43:38.731 --> 01:43:39.953]  And that's the issue we're getting to.
[01:43:40.173 --> 01:43:43.096]  And then Kit Daniels in a little while is also going to be popping in here.
[01:43:43.516 --> 01:43:46.080]  Alex, we do have Richard on the ground, actually.
[01:43:46.120 --> 01:43:48.202]  He came in already, but he's ready to pop back in again.
[01:43:48.222 --> 01:43:50.465]  Okay, well, I must have been in the bathroom or something when he popped in.
[01:43:50.506 --> 01:43:51.367]  Great, I'm glad he's there.
[01:43:51.387 --> 01:43:56.053]  I'm going to throw it back to Leanne, Jakari, and, of course, Biggs and Knight and the rest of the crew.
[01:43:56.073 --> 01:43:57.515]  And I'm going to go ahead and punch out here.
[01:43:57.535 --> 01:43:58.576]  I'm going to probably call in.
[01:43:58.596 --> 01:44:01.040]  I'm going to go see my children for a few hours tonight.
[01:44:01.300 --> 01:44:05.383]  I'm going to call in at the end of the coverage, but great job crew and great job to all the listeners and viewers.
[01:44:05.903 --> 01:44:11.007]  Uh, we were busting our butt to bring you true alternative, uh, media analysis of what's happening.
[01:44:11.047 --> 01:44:19.672]  And we're also going to have some later, but there's going to print them off some Facebook mentioned questions, uh, that we'll try to get, uh, folks to, uh, basically debate and talk about here on air.
[01:44:19.712 --> 01:44:28.758]  But, uh, where are you guys on Donald Trump is what I think it comes down to and how are they going to try to shoot him down and shut him down with the New York Times writer coming out and saying, we need to assassinate Donald Trump today.
[01:44:28.818 --> 01:44:30.860]  That being a big story and then full wars.com.
[01:44:31.400 --> 01:44:36.745]  Well, you know, Alex, you were talking about Ted Cruz and how it bristles you a little bit to hear him say he's from Texas.
[01:44:37.225 --> 01:44:38.366]  I knew Texas was big.
[01:44:38.386 --> 01:44:41.429]  I didn't know that they extended all the way into Canada, though.
[01:44:41.769 --> 01:44:42.550]  Well, I wish it did.
[01:44:42.570 --> 01:44:45.492]  And all the way down to Cuba.
[01:44:46.053 --> 01:44:46.433]  Exactly.
[01:44:46.453 --> 01:44:51.597]  For the viewers that are watching on Facebook right now, because you're not getting an audio feed, David Knight said, I knew Texas was big.
[01:44:52.378 --> 01:44:54.961]  But I didn't know it extended all the way to Canada, and then all the way to Cuba.
[01:44:55.221 --> 01:44:59.887]  And quite frankly, if somebody's a patriot, I don't care where they come from, but we gotta follow the Constitution.
[01:45:00.347 --> 01:45:06.074]  Because back in the age that it was set up, they would send in foreign princes into other countries to try to get them to take over.
[01:45:06.094 --> 01:45:09.238]  Like Mexico was run by the Austro-Hungarian Empire by Maximilian.
[01:45:09.878 --> 01:45:10.940]  I mean, this has been ongoing.
[01:45:12.034 --> 01:45:12.574]  Italian Wars.
[01:45:12.614 --> 01:45:13.915]  In fact, you want to come on in here real quick, Kit?
[01:45:14.856 --> 01:45:15.496]  I'm going to go ahead.
[01:45:15.516 --> 01:45:16.997]  You probably need your own earpiece.
[01:45:17.017 --> 01:45:18.018]  We're all sharing this one here.
[01:45:18.498 --> 01:45:24.042]  I don't know if the United Nations would approve, but they're not going to be able to hear you.
[01:45:24.062 --> 01:45:26.143]  They're not going to be able to hear you, so why don't you do this?
[01:45:26.424 --> 01:45:27.685]  You just pop in for about three minutes.
[01:45:27.705 --> 01:45:29.346]  When you're done, they'll hand it back over to you.
[01:45:29.386 --> 01:45:29.626]  Go ahead.
[01:45:31.360 --> 01:45:34.924]  Yeah, I briefly want to talk about the Italian Wars in, I think, the 1510, 1520s.
[01:45:34.984 --> 01:45:41.131]  The reason Machiavelli wrote The Prince, because at the time, Italy was these various principalities.
[01:45:41.151 --> 01:45:42.112]  You had the Papal States.
[01:45:42.132 --> 01:45:44.614]  I think you had Milan and some other countries.
[01:45:45.075 --> 01:45:46.176]  But there really weren't any countries.
[01:45:46.196 --> 01:45:47.097]  They're just kind of, you know...
[01:45:48.098 --> 01:45:58.550]  But it's interesting to note that, yeah, it's like you had these foreign princes, like you had the Haasburgs, you know, the Spanish that were trying to go into Italy, take it over.
[01:45:58.611 --> 01:46:00.833]  You had the French that were trying to go into Italy, take it over.
[01:46:01.494 --> 01:46:04.998]  So this whole peninsula for like 20, 30 years was just a complete...
[01:46:06.403 --> 01:46:07.464]  It was just a complete system.
[01:46:07.484 --> 01:46:08.564]  Yeah, a war zone.
[01:46:08.925 --> 01:46:10.766]  It was just a complete war zone.
[01:46:11.406 --> 01:46:12.587]  So, I mean, that's what's going on now.
[01:46:12.627 --> 01:46:16.009]  You've got the TPP, and then you've got the Obamacare and everything.
[01:46:16.069 --> 01:46:25.035]  It's just this whole foreign interest writing the law, coming into the country, buying off all the politicians, and you've got the Chinese that are coming in.
[01:46:25.595 --> 01:46:25.835]  Yeah.
[01:46:26.656 --> 01:46:32.259]  Oh, but let's not point out, someone on Twitter said how Trump would be for the TPP because it gives us more power.
[01:46:34.508 --> 01:46:35.008]  I don't know.
[01:46:56.644 --> 01:46:57.545]  You got Saudi Arabia.
[01:46:57.605 --> 01:47:04.089]  I mean, it says a lot when China speaks out against Trump because he won in Nevada.
[01:47:04.329 --> 01:47:08.893]  Because it's like, what does China have to do with our elections?
[01:47:09.313 --> 01:47:11.234]  And then it's also this whole Telemundo thing.
[01:47:11.434 --> 01:47:14.056]  CNN's acting like Telemundo is going to
[01:47:15.247 --> 01:47:20.168]  Well, one of the things that I think was interesting, and while we were talking...
[01:47:39.913 --> 01:47:50.626]  Ben Carson gave a very detailed, very wise approach to health care, which is basically saying, hey, we can have Medicare savings accounts, personal medical savings accounts.
[01:47:51.247 --> 01:47:57.394]  That would be something that could be handed on to your descendants if you don't have anything, if you've got something left over at the end of the day.
[01:47:57.975 --> 01:47:59.216]  That's a really good approach.
[01:47:59.396 --> 01:48:04.018]  Trump had a good idea in terms of, let's have competition between the insurance companies.
[01:48:04.038 --> 01:48:08.099]  Let's let them cross across state borders in terms of competing with each other.
[01:48:08.340 --> 01:48:09.580]  Let's have more competition.
[01:48:09.640 --> 01:48:12.962]  And of course, Marco Rubio tried to troll him on that.
[01:48:12.982 --> 01:48:16.103]  Say, you're repeating, open the, you know, take down the lines.
[01:48:16.303 --> 01:48:17.083]  You keep repeating that.
[01:48:17.103 --> 01:48:19.044]  And it's like, yeah, because you keep talking over me.
[01:48:19.124 --> 01:48:19.985]  I think, you know.
[01:48:20.065 --> 01:48:23.106]  And he shouldn't say anything about repeating things over him.
[01:48:23.206 --> 01:48:31.982]  Well, he had, let's understand, Marco Rubio had been trained and said, hey, we're going to have you do... I agree, David, but what's he going to do to stop Trump?
[01:48:32.263 --> 01:48:33.265]  He's going to be the nominee.
[01:48:33.285 --> 01:48:35.168]  I think they're going to try to kill him.
[01:48:36.035 --> 01:48:36.575]  Well, they may.
[01:48:36.836 --> 01:48:48.165]  If you look at what happened so far tonight in the debate, Alex, what we've seen is we've seen Rubio throw up, as non-sequiturs, every bit of dirt that's been put out in the press this last week.
[01:48:48.185 --> 01:48:48.826]  He'd throw them up.
[01:48:48.846 --> 01:48:55.411]  They'd ask him a question about amnesty, for example, and then he would start criticizing Donald Trump about H-1B visa workers when
[01:48:56.212 --> 01:49:01.355]  Rubio doesn't answer the question about amnesty, and when Rubio tripled the number of H-1B visa programs.
[01:49:01.375 --> 01:49:05.598]  So that's what we've seen tonight, that kind of pre-planned attack.
[01:49:05.858 --> 01:49:09.600]  And of course we're going to see a lot of pre-planned attacks that are going to be coming out in this next week.
[01:49:10.181 --> 01:49:13.003]  Bottom line, as far as I look at this, is Alex...
[01:49:13.883 --> 01:49:19.186]  I don't see any difference between any of these guys on the things that I find important.
[01:49:19.687 --> 01:49:20.467]  Individual liberty.
[01:49:20.767 --> 01:49:22.168]  How they're going to support the Constitution.
[01:49:22.188 --> 01:49:27.051]  The very fact that Ted Cruz... But you said on trifecta, on the triad, Trump is anti-global.
[01:49:27.191 --> 01:49:28.092]  And that's the difference.
[01:49:28.732 --> 01:49:29.312]  That's the difference.
[01:49:29.352 --> 01:49:35.916]  That's something... I've got a reason to vote for Trump, which is to basically give the middle finger to the GOP establishment.
[01:49:36.017 --> 01:49:36.597]  That's one reason.
[01:49:37.097 --> 01:49:43.083]  I think he's going to do something positive in terms of opposing all three legs of the globalist takeover.
[01:49:43.684 --> 01:49:44.845]  And the rest of the... This is key.
[01:49:45.146 --> 01:49:53.394]  Mention those three and then I want to get Leanne and Biggs' take and then I'm going to keep marching around with this Facebook mentions and let you guys get back to the main transmission here.
[01:49:54.155 --> 01:49:56.838]  But we are truly multimedia battling the globalists right now.
[01:49:57.538 --> 01:50:06.122]  And we're going to talk about the fact that Trump's rise and the rise as well of people like Bernie Sanders just shows how dead the mainstream media is.
[01:50:06.502 --> 01:50:07.462]  I mean, Trump's not perfect.
[01:50:07.502 --> 01:50:08.083]  I'm not perfect.
[01:50:08.103 --> 01:50:08.723]  You're not perfect.
[01:50:08.863 --> 01:50:09.123]  That's right.
[01:50:09.143 --> 01:50:14.685]  But the fact that the more they attack him, the more powerful he gets just shows the elite is out of gas.
[01:50:15.066 --> 01:50:16.786]  They're in deep, deep trouble as we complete.
[01:50:17.086 --> 01:50:18.167]  And just as I heard of mentions.
[01:50:18.467 --> 01:50:28.823]  As I heard a pastor say today on the radio, talking about Trump, he said, look, you know, for too long, evangelicals, why are they supporting Trump in larger numbers than they are Ted Cruz?
[01:50:28.863 --> 01:50:33.751]  Because they understand that there are different ways to get these things done that are important to them.
[01:50:34.091 --> 01:50:35.492]  Rather than having the president do it.
[01:50:35.532 --> 01:50:41.674]  So they're looking at the president who would do things like control the borders, like take down the trade that's being made.
[01:50:41.694 --> 01:50:44.655]  And not just have a president that gives them fake Christian Pharisee rhetoric.
[01:50:44.815 --> 01:50:45.255]  Exactly.
[01:50:45.275 --> 01:50:46.716]  People are sick of fake Christians.
[01:50:46.916 --> 01:50:47.436]  I'm a Christian.
[01:50:47.456 --> 01:50:47.736]  I love Jesus.
[01:50:47.756 --> 01:50:50.337]  But I don't want to sit here and tell you what a great Christian I am all day.
[01:50:50.517 --> 01:50:50.817]  That's right.
[01:50:50.837 --> 01:50:51.678]  I'm just going to fight tyranny.
[01:50:51.698 --> 01:50:52.218]  That's the end of it.
[01:50:52.458 --> 01:50:58.725]  And those types of things need to be done by us in our community, rather than thinking that the President is going to do it.
[01:50:58.745 --> 01:51:03.871]  That's what I liked what Carson said, and you let people get their power by cutting taxes, cutting regulations.
[01:51:03.911 --> 01:51:06.614]  How are we going to compete with China when they have all these regulations?
[01:51:06.914 --> 01:51:13.381]  Your take on Trump, Leanne McAdoo, as I do Facebook mentions, as we go out on radio and TV across the country, we have the main feeds here.
[01:51:14.045 --> 01:51:16.026]  Well, I think, you know, you guys nailed it.
[01:51:16.066 --> 01:51:29.069]  It's just, it's very obvious when you see Communist China coming in and all these other countries with their opinion on who we, the American people, should be electing because it's gonna, it'll be to the detriment of them and what they've got going on.
[01:51:29.089 --> 01:51:32.850]  And that's what Trump says in his opening thing, is like, we need to start winning again.
[01:51:32.930 --> 01:51:33.731]  We need to start winning.
[01:51:33.771 --> 01:51:34.131]  That's right.
[01:51:34.151 --> 01:51:35.811]  We've been sold out to foreign interests.
[01:51:35.871 --> 01:51:36.912]  That's what the globalists hate.
[01:51:37.252 --> 01:51:40.393]  All these foreign interests are being very naked about, hey, we own you.
[01:51:40.693 --> 01:51:41.033]  Shut up.
[01:51:41.053 --> 01:51:41.933]  You can't have who you want.
[01:51:42.153 --> 01:51:42.813]  That's right.
[01:51:42.853 --> 01:51:43.594]  Yeah, don't let them know.
[01:51:43.634 --> 01:51:46.536]  You got China, you got Mexico telling us who we should elect for president.
[01:51:46.616 --> 01:51:49.017]  Oh, I forgot, the Mexican president now, Vicente Fox.
[01:51:49.477 --> 01:51:51.479]  Don't they know this just makes Americans madder, Leigh-Anne?
[01:51:51.859 --> 01:51:55.301]  I mean, apparently they don't, because they're doubling, tripling down on it.
[01:51:55.701 --> 01:51:56.421]  And it does.
[01:51:56.481 --> 01:51:58.223]  I mean, these debates don't even matter.
[01:51:58.263 --> 01:52:00.504]  It's the people showing up in record numbers.
[01:52:00.824 --> 01:52:03.846]  You see some of these people in line at the caucus there, or in Nevada.
[01:52:04.166 --> 01:52:08.629]  You could tell these people were never involved in politics before, but they were, like, standing in line.
[01:52:08.649 --> 01:52:10.530]  They were going to make sure that they got to vote.
[01:52:11.070 --> 01:52:14.873]  And that's, I mean, this is something happening across the country.
[01:52:15.333 --> 01:52:17.435]  Because the people are awakening, you know?
[01:52:17.455 --> 01:52:18.696]  It's pretty awesome.
[01:52:18.716 --> 01:52:19.096]  Absolutely.
[01:52:19.256 --> 01:52:22.038]  At the end of the day, the present we have right now makes us look weak.
[01:52:22.138 --> 01:52:23.599]  America looks weak as hell.
[01:52:24.160 --> 01:52:25.160]  I guarantee you.
[01:52:26.221 --> 01:52:29.702]  No one is scared of President Obama, because we've seen what's going on.
[01:52:30.602 --> 01:52:32.462]  The American people are scared.
[01:52:32.563 --> 01:52:35.523]  I mean, multinationally.
[01:52:35.543 --> 01:52:36.083]  He's a globalist.
[01:52:36.103 --> 01:52:36.964]  He wants to weaken us.
[01:52:37.384 --> 01:52:43.085]  But I guarantee you, someone like Trump gets in there, you're not going to see Navy sailors crying on a ship.
[01:52:43.545 --> 01:52:46.326]  We're not going to see the Army having to wear red high heels?
[01:52:46.346 --> 01:52:50.867]  I mean, nothing wrong with Leanne wearing them, but my goodness, you're going to wear red high heels?
[01:52:50.887 --> 01:52:51.507]  I don't think I am.
[01:52:51.587 --> 01:52:51.727]  No.
[01:52:52.447 --> 01:52:53.108]  Not gonna happen.
[01:52:53.128 --> 01:52:54.931]  You would not follow orders, Obama.
[01:52:56.514 --> 01:53:00.600]  I was never the greatest order follower in the military anyways.
[01:53:00.620 --> 01:53:01.842]  I always kind of did my own thing.
[01:53:02.223 --> 01:53:03.144]  Really, Jones?
[01:53:04.066 --> 01:53:04.947]  What I thought was right.
[01:53:05.027 --> 01:53:05.508]  I went with that.
[01:53:05.548 --> 01:53:06.369]  Don't say.
[01:53:06.569 --> 01:53:07.531]  No, you guys did a great job.
[01:53:07.831 --> 01:53:08.572]  No, but you know what?
[01:53:08.612 --> 01:53:09.613]  Trump's going to go in there.
[01:53:09.673 --> 01:53:10.914]  He's going to put the fear in China.
[01:53:10.954 --> 01:53:12.755]  The fact that China's coming, I go, we don't want this guy.
[01:53:12.775 --> 01:53:13.856]  Because they're scared.
[01:53:14.197 --> 01:53:16.058]  They know that he's going to come out there and do something.
[01:53:16.078 --> 01:53:18.780]  The fact that you've got all these leaders coming around, like, shaking.
[01:53:18.821 --> 01:53:20.682]  Like, every time they hear the word Trump, they're scared.
[01:53:20.702 --> 01:53:21.463]  We're their customer.
[01:53:21.803 --> 01:53:23.404]  They're not buying anything from us.
[01:53:23.685 --> 01:53:24.705]  We're buying stuff from them.
[01:53:24.725 --> 01:53:25.506]  They need to listen to us.
[01:53:25.526 --> 01:53:26.147]  Guys, keep going.
[01:53:26.187 --> 01:53:30.010]  I'm going to march out of here and say hi to Jakaria and some of the guys in the control room and gals in the control room.
[01:53:30.030 --> 01:53:31.091]  You guys keep doing your live coverage.
[01:53:31.111 --> 01:53:31.531]  Great job.
[01:53:31.851 --> 01:53:32.552]  Alex Jones here.
[01:53:32.572 --> 01:53:33.133]  I'm going to keep going.
[01:53:33.153 --> 01:53:35.014]  I'm going to walk into the other part of the building.
[01:53:35.074 --> 01:53:35.835]  I've got Buckley with me.
[01:53:36.095 --> 01:53:40.738]  The question here again from CNN, can Trump's plan or tax plan work?
[01:53:40.878 --> 01:53:43.299]  Everything is targeted towards Trump.
[01:53:43.379 --> 01:53:44.319]  It's absolutely amazing.
[01:53:44.360 --> 01:53:46.941]  Instead of what's your tax plan, what would you do to make things right?
[01:53:47.001 --> 01:53:50.823]  It's like, I want you to attack Trump on this particular policy issue.
[01:53:51.183 --> 01:53:55.826]  Let's go to Richard Reeves, who is outside the debate location there in Houston.
[01:53:55.846 --> 01:53:56.126]  Richard.
[01:53:56.806 --> 01:54:01.449]  Well, David, I'll tell you what, I'm highly offended that you would shoot the middle finger at all.
[01:54:02.149 --> 01:54:06.511]  But, anyway, you've implanted that image in my brain and it can't escape.
[01:54:07.231 --> 01:54:08.912]  I only do it on balance.
[01:54:09.052 --> 01:54:11.513]  That's a metaphor.
[01:54:11.533 --> 01:54:13.795]  A metaphorical finger.
[01:54:14.375 --> 01:54:18.757]  If anybody needs a middle finger shot at them, it's definitely the GOP establishment and the New World Order.
[01:54:18.777 --> 01:54:20.358]  That's probably what Ted Cruz is doing.
[01:54:21.278 --> 01:54:23.879]  You guys missed a very important group that Obama leads.
[01:54:24.059 --> 01:54:27.801]  Obama is definitely the leader of the pooflinger coalition out here.
[01:54:28.649 --> 01:54:31.071]  I'm telling you.
[01:54:31.531 --> 01:54:33.372]  You cannot discount that powerful group.
[01:54:33.992 --> 01:54:37.294]  But anyway, it's very encouraging to see what's going on with the debate.
[01:54:37.855 --> 01:54:41.797]  The more they attack Donald Trump, the more powerful he seems to get.
[01:54:42.898 --> 01:54:49.963]  The latest threat, though, is Mitt Romney coming out, talking about Donald Trump afraid to submit his tax returns.
[01:54:50.403 --> 01:54:53.104]  Well, we think that's part of the splitter strategy as well.
[01:54:53.165 --> 01:54:55.106]  We think Mitt Romney, you know how Joe Biden
[01:54:55.706 --> 01:54:56.307]  We're good to go.
[01:55:15.826 --> 01:55:20.709]  You know, they're going with Marco Rubio right now, potentially being nominated, but they don't even like Marco that much.
[01:55:20.749 --> 01:55:23.430]  Mitt Romney is urging Trump to release his tax returns.
[01:55:23.470 --> 01:55:28.012]  How about they urge, you know, Obama to release the 28 pages.
[01:55:28.033 --> 01:55:28.473]  How about that?
[01:55:29.073 --> 01:55:29.773]  There we go.
[01:55:29.833 --> 01:55:30.394]  Exactly.
[01:55:30.774 --> 01:55:34.456]  I'm more interested in the 28 pages than Donald Trump's tax return.
[01:55:34.496 --> 01:55:35.136]  Far more interested.
[01:55:35.156 --> 01:55:42.460]  Yeah, because the way the government is set up, it's for people like him to get some bombshell things in their tax returns.
[01:55:42.500 --> 01:55:43.621]  I mean, we all know that.
[01:55:44.382 --> 01:55:47.333]  It's not going to be bombshell news to the Greek people.
[01:55:48.470 --> 01:55:52.252]  Turn it around now, and we can say, hey, Mitt Romney, you love the IRS, I guess.
[01:55:52.292 --> 01:55:53.332]  Yeah, that's great.
[01:55:53.412 --> 01:55:54.633]  You can defend the IRS.
[01:55:54.913 --> 01:55:56.074]  That's a great organization.
[01:55:56.434 --> 01:55:57.474]  Endless harassment.
[01:55:58.075 --> 01:55:59.515]  Endless harassment of Americans.
[01:55:59.956 --> 01:56:02.317]  Totally, selectively enforced against Americans.
[01:56:02.697 --> 01:56:03.757]  So, yeah, Mitt Romney.
[01:56:04.118 --> 01:56:05.358]  The IRS, that's great.
[01:56:05.438 --> 01:56:08.340]  You know, Donald Trump, he's probably got some little boo-boo there somewhere.
[01:56:08.680 --> 01:56:16.824]  But then, that's perfectly, that's exactly the way it's designed, so that nobody... Oh my goodness, a billionaire has figured out how to put his money overseas.
[01:56:17.344 --> 01:56:19.433]  He just pointed out they audited him every year.
[01:56:19.453 --> 01:56:21.080]  He says they've audited me for at least the last 12 years.
[01:56:22.318 --> 01:56:24.800]  Well, that's another bonafide for Donald Trump right there.
[01:56:24.820 --> 01:56:25.400]  What can you say?
[01:56:25.440 --> 01:56:26.241]  Another bonafide.
[01:56:26.721 --> 01:56:32.085]  So the organization that Mitt Romney endorses has audited Donald Trump every year for 12 years.
[01:56:32.185 --> 01:56:33.525]  How about we audit the Fed?
[01:56:33.926 --> 01:56:36.467]  How about we audit the Fed instead of audit Donald Trump?
[01:56:36.728 --> 01:56:40.490]  How about we release the 28 pages instead of his tax returns?
[01:56:40.610 --> 01:56:45.774]  I mean, I'm far more interested in what this massive criminal organization called the U.S.
[01:56:45.814 --> 01:56:47.375]  government is doing to us.
[01:56:48.275 --> 01:56:52.278]  I mean, it is of interest with Donald Trump, but it is far more interesting what they're doing.
[01:56:53.160 --> 01:56:55.325]  Final comments, Richard, before we go back to the debate.
[01:56:56.232 --> 01:57:18.121]  Alright, well I'll tell you what, we haven't covered it as far as I know, but maybe I'll talk about it, but this Nevada, Nevada caucuses, when you're adding up Trump, Cruz, Carson, basically the ones that are more interested in liberty and Constitution, etc., anti-establishment, you're talking about anywhere between 72 and 74 percent of the people going with anti-establishment.
[01:57:18.541 --> 01:57:22.763]  Talk about something that's encouraging, that minimizes the establishment road
[01:57:23.383 --> 01:57:27.086]  The lane, the establishment lane, it minimizes them to around, you know, 25%.
[01:57:27.126 --> 01:57:31.549]  That is super encouraging to see them be under a 30% threshold.
[01:57:31.669 --> 01:57:32.069]  That's right.
[01:57:32.629 --> 01:57:35.711]  Rubio is the 20% solution for the Wall Street donors.
[01:57:36.372 --> 01:57:40.735]  He's telling everybody, repeating the talking patterns that Karl Rove had a couple of months ago saying...
[01:57:41.115 --> 01:57:43.036]  Well, Donald Trump had a threshold of 30%.
[01:57:43.577 --> 01:57:46.419]  Well, now we're seeing that's up in the mid-40s or higher.
[01:57:47.019 --> 01:57:48.240]  But anyway, he's repeated that point.
[01:57:48.260 --> 01:57:48.941]  50% in Massachusetts.
[01:57:49.381 --> 01:57:51.403]  That's right, 50% in Massachusetts.
[01:57:51.703 --> 01:57:57.447]  But he repeats that and says, well, he's not going to go any higher than that, so all those other 70% of the people are going to come to me.
[01:57:57.487 --> 01:57:59.669]  And it's like, well, by the same token, if he wants to say that.
[01:58:00.149 --> 01:58:03.110]  Rubio's never gotten more than about, what, 23, 24%?
[01:58:04.270 --> 01:58:09.111]  So that's his ceiling, which is 10 points lower than what he was saying about Trump at the time.
[01:58:09.611 --> 01:58:11.171]  He really doesn't have a path.
[01:58:11.571 --> 01:58:15.812]  And the debate, the breakdown is not between Rubio and Trump.
[01:58:15.972 --> 01:58:19.513]  It's between the establishment and the non-establishment candidates.
[01:58:19.553 --> 01:58:28.935]  And so I would be far more, I would think that the people who are supporting Carson, who are supporting Cruz even, would be much more likely to break towards Trump
[01:58:29.295 --> 01:58:32.222]  ...than it would be to break towards Rubio as things go on.
[01:58:32.243 --> 01:58:34.749]  Let's go back to the debate and see what they're saying here for a moment.
[01:58:35.660 --> 01:58:39.403]  ...will not be able to serve four to eight years without dealing with the national debt.
[01:58:39.443 --> 01:58:42.786]  It is not a question of if, it is a question of when we have a debt crisis.
[01:58:42.806 --> 01:58:44.967]  It'd be interesting to see if he's talking about the national debt.
[01:58:45.007 --> 01:58:47.630]  Did he sign on to the omnibus bill?
[01:58:47.750 --> 01:58:52.814]  Did he increase the debt ceiling all these times that he's run through, or was he absent on most days?
[01:58:53.074 --> 01:58:58.258]  I bet that these guys voted to extend the debt ceiling, these two guys in the Senate.
[01:58:58.318 --> 01:58:59.079]  Definitely Rubio.
[01:58:59.819 --> 01:59:00.900]  If he showed up that day.
[01:59:00.940 --> 01:59:06.725]  Yeah, if he didn't do that, I don't think the establishment would be very happy with.
[01:59:09.247 --> 01:59:11.969]  So, I've released five years of tax returns already.
[01:59:12.009 --> 01:59:14.331]  We will have two more years available tomorrow.
[01:59:15.252 --> 01:59:18.975]  And I would note that this question really goes, you know, Donald says he's being audited.
[01:59:19.395 --> 01:59:23.076]  Well, I would think that would underscore the need to release those returns.
[01:59:23.156 --> 01:59:27.978]  If he has said something... Oh yeah, because the IRS would never audit anybody for political reasons.
[01:59:28.098 --> 01:59:29.438]  Give me a break!
[01:59:29.678 --> 01:59:30.458]  Give me a break!
[01:59:30.859 --> 01:59:32.379]  But where has Ted Cruz been?
[01:59:32.639 --> 01:59:37.020]  Did he hear about the Tea Party organizations getting audited and jerked around by the IRS?
[01:59:37.200 --> 01:59:41.862]  Of course they would, you know, it automatically makes you a criminal if you get audited by the IRS.
[01:59:42.222 --> 01:59:45.745]  Donald is not the right candidate to go against Hillary Clinton.
[01:59:45.766 --> 01:59:48.808]  Now part of the reason... And the American people will disagree.
[01:59:48.828 --> 01:59:52.112]  In the last ten polls on RealClearPolitics, he's lost to Hillary on eight of them.
[01:59:52.552 --> 01:59:56.716]  In the last ten polls on RealClearPolitics, I either tie or beat Hillary.
[01:59:57.157 --> 01:59:58.198]  And this is an example.
[01:59:58.378 --> 02:00:00.260]  You know, the mainstream media is laying off Donald.
[02:00:00.400 --> 02:00:01.761]  Let's pick and choose.
[02:00:01.861 --> 02:00:03.703]  Every single website has polls.
[02:00:03.803 --> 02:00:05.705]  So let's go ahead and pick the one that suits our needs.
[02:00:07.226 --> 02:00:07.907]  Yeah.
[02:00:08.087 --> 02:00:09.928]  That's why polls are a weak place.
[02:00:10.008 --> 02:00:10.188]  Yeah.
[02:00:34.801 --> 02:00:38.202]  I don't think that's the case.
[02:00:38.222 --> 02:00:46.445]  I think he's going to pull a lot of Democrats in.
[02:00:46.525 --> 02:00:50.646]  I think he's going to have like a Reagan Democrat coalition.
[02:00:50.666 --> 02:00:56.188]  Well, it's interesting how you see some of these establishment Republicans saying, well, I'd rather see Hillary Clinton in there.
[02:00:56.428 --> 02:01:03.030]  It's just every, we're really starting to see the layers peeled back of the puppet masters in this country.
[02:01:03.370 --> 02:01:07.991]  Hey, guys, Darren McBreen just came up to me and said people are complaining that we're not letting the debate go on.
[02:01:08.072 --> 02:01:12.973]  You know, you can always change the channel and go watch the debate on CNN uninterrupted.
[02:01:13.733 --> 02:01:14.914]  More power to you if you want to do that.
[02:01:14.974 --> 02:01:22.256]  But if you want to get what's really going on, the story behind the story, the articles that are supporting everything we're saying, stay tuned in here.
[02:01:25.017 --> 02:01:30.639]  They're just back because their mom hasn't brought us a new, uh, brought them a new bowl of popcorn or refilled their Doritos or Cheetos.
[02:01:30.699 --> 02:01:34.941]  Well, let's make it clear, let's make it clear as we have in the past.
[02:01:34.961 --> 02:01:36.882]  Let's make it clear as we have in the past.
[02:01:36.902 --> 02:01:39.823]  What we're providing for you is real-time analysis and commentary.
[02:01:39.983 --> 02:01:40.403]  Exactly.
[02:01:40.543 --> 02:01:44.544]  And we are watching this, we're watching the, uh, uh, the subtitles as they come up.
[02:01:44.885 --> 02:01:47.165]  So we're commenting on that as well as it's going through here.
[02:01:47.185 --> 02:01:53.308]  Uh, you can do the same thing or you can put on both, uh, streams if you want to listen to the debate simultaneously.
[02:01:54.128 --> 02:01:55.449]  And, you know, they have subtitles.
[02:01:55.469 --> 02:01:58.611]  You can read what's going on, and then you can hear what we're saying and see how it works.
