[00:00:22.239 --> 00:00:25.670]  Resistance to tyrants is obedience to God.
[00:50:10.842 --> 00:50:14.264]  And I finally got rid of it, I know it's a little disgusting, this morning.
[00:50:14.724 --> 00:50:17.745]  And I'm still here, joining you right now, live on air.
[00:50:18.166 --> 00:50:21.587]  I wanted to make sure that I come in and do whatever it takes to talk about this stuff.
[00:50:22.248 --> 00:50:24.469]  So that's what happened to me this morning, past that.
[00:50:24.829 --> 00:50:27.870]  And CNN says it's worse than childbirth.
[00:50:28.410 --> 00:50:29.351]  And hey, here's another thing.
[00:50:29.651 --> 00:50:33.033]  Vince Neil from Motley Crue canceled his show the day he passed the kidney stone.
[00:50:33.293 --> 00:50:33.873]  Well, not us.
[00:50:34.473 --> 00:50:36.014]  This is gonna be a good show, alright?
[00:50:36.174 --> 00:50:37.395]  We're coming to you live!
[00:50:37.935 --> 00:50:42.419]  This is the Alex Jones Show where I pass a kidney stone, I still do the show.
[00:50:43.359 --> 00:50:43.940]  So it's going to be good.
[00:50:43.980 --> 00:50:45.221]  We got Biggs coming up next hour.
[00:50:45.661 --> 00:50:53.227]  In fact, Biggs also has this special report we're going to premiere here first about the defacing of the war memorials and what's going on there.
[00:50:53.567 --> 00:50:55.809]  And he's going to come on next hour and talk about it.
[00:50:55.829 --> 00:50:57.030]  So let's go ahead and play this report.
[00:50:57.090 --> 00:50:58.031]  Very, very disturbing stuff.
[00:50:58.755 --> 00:51:04.358]  Joe Biggs here with InfoWars.com and as you can see we're standing in front of another memorial, another Vietnam memorial.
[00:51:04.579 --> 00:51:10.702]  Now right across from me is the actual wall with all the names of the men and the women who died fighting in Vietnam.
[00:51:11.703 --> 00:51:14.885]  Now we have an article up at InfoWars.com talking about the defacement
[00:51:15.919 --> 00:51:29.236]  The vandalizing of a Vietnam Memorial in California, and how it pisses off veterans, how it pisses me off to have been someone who fought in Iraq and Afghanistan, to have a father who almost died in Vietnam many times.
[00:51:30.077 --> 00:51:31.679]  And what's going on while I'm giving this speech?
[00:51:31.699 --> 00:51:33.140]  Some guy wants to walk behind me.
[00:51:33.461 --> 00:51:34.062]  Liberal troll.
[00:51:35.148 --> 00:51:39.251]  The entire time and heckle us because we're talking about this, saying that we're out of our mind.
[00:51:39.891 --> 00:51:41.032]  And that's what we're seeing every day.
[00:51:41.072 --> 00:51:45.975]  We go to these Trump rallies, we see people waving Mexican flags, communist flags, the hammer and sickle, all this.
[00:51:46.495 --> 00:51:48.436]  But no one once ever has an American flag.
[00:51:48.596 --> 00:51:49.437]  And when they do, what do they do?
[00:51:49.797 --> 00:51:51.458]  They're called racist, sexist, xenophobic.
[00:51:52.399 --> 00:51:53.219]  It's out of control.
[00:51:53.239 --> 00:51:56.821]  So we're going to show you these two clips, and you guys decide what it is.
[00:51:56.861 --> 00:51:58.202]  But I think this is ridiculous.
[00:51:58.482 --> 00:51:59.983]  This is a direct reflection of poor,
[00:52:01.260 --> 00:52:07.509]  Poor, poor, poor leadership by our government that we're making our military look like crap in front of everyone.
[00:52:08.070 --> 00:52:11.515]  And what we're doing right now is we're destroying what it means to be patriotic.
[00:52:12.196 --> 00:52:13.518]  We should be happy to be American.
[00:52:13.799 --> 00:52:15.040]  We should proudly wave our flag.
[00:52:15.998 --> 00:52:16.979]  And that's what it's all about.
[00:52:17.659 --> 00:52:19.040]  So check these two video clips out.
[00:52:19.380 --> 00:52:20.861]  I'm Joe Biggs with InfoWars.com.
[00:52:20.881 --> 00:52:29.508]  Because many men and women have sacrificed their lives, they've sacrificed their time, their family, their sanity for a country they truly believe in.
[00:52:29.968 --> 00:52:33.951]  What happened to the three things that America were originally built on?
[00:52:34.791 --> 00:52:36.533]  God, country, family.
[00:52:37.386 --> 00:52:42.148]  We have an administration that completely demonizes Christianity all over the world.
[00:52:42.628 --> 00:52:45.630]  Obama goes from country to country, bowing down to other people.
[00:52:45.650 --> 00:52:47.911]  You're foolish, and why don't you move to another country?
[00:52:47.931 --> 00:52:49.692]  Because we don't need people like you.
[00:52:49.712 --> 00:52:51.813]  Dude, I actually fought for the f***ing country, so go f*** off.
[00:52:53.888 --> 00:52:55.028]  I'm sorry you like Obama, dude.
[00:52:55.568 --> 00:53:04.110]  Every time I go to a Trump rally, there's communists running around waving their flags, people covering their face saying they want to stop hating their state, and yet they're flipping cars and assaulting people.
[00:53:04.690 --> 00:53:05.850]  That's what America's coming to.
[00:53:05.870 --> 00:53:11.792]  We're at a pivotal point in our lifetime right now where we have these extreme leftists that are attacking our way of life.
[00:53:12.412 --> 00:53:14.652]  If you want to come to our country, you need to assimilate.
[00:53:15.092 --> 00:53:16.893]  You need to understand what it means to be an American.
[00:53:16.933 --> 00:53:17.713]  You need to be happy.
[00:53:18.033 --> 00:53:20.814]  You want to be able to cut yourself in bleed red, white, and blue.
[00:53:21.994 --> 00:53:22.914]  Yeah, well, go on, guys.
[00:53:24.366 --> 00:53:24.626]  Bye!
[00:53:25.367 --> 00:53:26.187]  So either way, guess what?
[00:53:26.207 --> 00:53:27.908]  There's a lot of people out here who don't like America.
[00:53:28.168 --> 00:53:28.929]  And there's a lot who do.
[00:53:29.289 --> 00:53:31.870]  My dad fought in Vietnam, and I fought in Iraq and Afghanistan.
[00:53:32.090 --> 00:53:33.191]  And I'm proud to be an American.
[00:53:33.211 --> 00:53:34.772]  I'm proud to have fought for America.
[00:53:35.092 --> 00:53:36.953]  So if you don't like what I'm saying, you can go buzz off.
[00:53:38.368 --> 00:53:40.230]  Joe Biggs here with InfoWars.com.
[00:53:40.250 --> 00:53:42.051]  Now, we're at our nation's capital today.
[00:53:42.411 --> 00:53:45.414]  It's Memorial Day weekend, so that's why we're in Washington, D.C.
[00:53:45.774 --> 00:53:48.937]  And the Rolling Thunder motorcycle rally is going on tomorrow.
[00:53:49.257 --> 00:53:54.882]  And Donald J. Trump will actually be speaking at the Lincoln Memorial, which is just not too far away from us right now.
[00:53:55.242 --> 00:54:01.488]  But one of the things I want to talk about, the fact that there was a Vietnam Memorial that was defaced in Venice, California.
[00:54:02.048 --> 00:54:03.549]  You know, this hits me near and dear.
[00:54:03.589 --> 00:54:05.311]  I'm a son of a Marine.
[00:54:05.831 --> 00:54:08.654]  A Marine who fought hard in the Vietnam War.
[00:54:09.234 --> 00:54:11.376]  And I myself am retired from the U.S.
[00:54:11.476 --> 00:54:11.736]  Army.
[00:54:12.116 --> 00:54:15.259]  I served 10 years, and I fought in Iraq and Afghanistan.
[00:54:15.759 --> 00:54:21.464]  And it pisses me off to see social justice warrior punks come out and deface something like this that means a lot to me.
[00:54:21.864 --> 00:54:23.145]  I have respect for my country.
[00:54:23.646 --> 00:54:25.808]  What happened to patriotism in our country?
[00:54:26.108 --> 00:54:29.251]  The fact that people used to be proud to wave their American flags.
[00:54:29.291 --> 00:54:30.732]  Instead, what happens is,
[00:54:31.132 --> 00:54:38.098]  We go to these Donald Trump rallies, and we see a whole bunch of people waving Mexican flags, communist flags, and not one of them ever have an American flag.
[00:54:38.458 --> 00:54:41.921]  But they keep talking about how they love America, and they want to stop hating their state.
[00:54:42.422 --> 00:54:45.424]  And yet they go out, and they flip cars, they throw rocks at people.
[00:54:45.464 --> 00:54:53.912]  Jakari Jackson, an African American, was assaulted by a Hispanic guy and called a racist because he was there simply filming at the rally in Albuquerque, New Mexico.
[00:54:55.370 --> 00:54:56.231]  What is going on?
[00:54:56.871 --> 00:54:58.892]  What happened to the patriotism in our country?
[00:54:59.613 --> 00:55:02.895]  What happened to people riding up and down the road being proud of what's going on?
[00:55:03.115 --> 00:55:04.236]  Being proud of America?
[00:55:04.276 --> 00:55:05.677]  Yeah, we do have a failed government.
[00:55:05.997 --> 00:55:08.939]  A government that screwed us over time and time again.
[00:55:09.339 --> 00:55:10.280]  I understand that.
[00:55:10.680 --> 00:55:23.088]  But don't you dare put that on the backs of the men and women who actually gave up their family time, their life, their sanity, to go and fight for their country, to fight for these rights, to fight for freedom of speech, for the Second Amendment.
[00:55:23.609 --> 00:55:24.489]  To have all of this.
[00:55:24.549 --> 00:55:25.270]  It's important.
[00:55:26.210 --> 00:55:32.172]  Memorial Day is not just a day for you to get off work and go drink beer and, you know, watch baseball or something.
[00:55:32.232 --> 00:55:32.452]  No!
[00:55:32.852 --> 00:55:34.052]  It means a lot more to them.
[00:55:34.752 --> 00:55:36.133]  It means what I went through.
[00:55:36.153 --> 00:55:39.413]  It means what my dad went through, my brother who fought in the Marines in Iraq.
[00:55:39.774 --> 00:55:41.974]  It means a lot to a lot of people in America.
[00:55:42.374 --> 00:55:47.135]  And I can't stand it when I go out to these events and I see nothing but other countries' flags being waved.
[00:55:47.215 --> 00:55:49.296]  Here in America, it's insane.
[00:55:50.543 --> 00:55:51.844]  We need to bring that back.
[00:55:52.064 --> 00:55:53.545]  Our country used to represent a lot.
[00:55:54.265 --> 00:55:56.706]  America used to be God, country, and family.
[00:55:57.627 --> 00:55:59.868]  But people are so scared to even pray in a school now.
[00:56:00.469 --> 00:56:03.030]  You're told that you can't do that because it could be offensive to somebody.
[00:56:03.750 --> 00:56:07.613]  It could be offensive to another person who came into your country because they didn't assimilate the right way.
[00:56:08.273 --> 00:56:11.175]  Freedom of religion, first words of First Amendment.
[00:56:11.275 --> 00:56:12.395]  Okay, but also guess what?
[00:56:12.495 --> 00:56:14.276]  It's in America too, so you have to assimilate, sir.
[00:56:14.296 --> 00:56:16.618]  It's America.
[00:56:17.218 --> 00:56:18.679]  If you want to be a communist, go somewhere else.
[00:56:21.929 --> 00:56:22.669]  Okay, but guess what?
[00:56:23.710 --> 00:56:28.131]  Yeah, and I can say whatever I want.
[00:56:28.731 --> 00:56:31.512]  So God, country, and family, like we just said.
[00:56:32.552 --> 00:56:36.273]  People do have the freedom of religion, yes, but our country was founded on Christianity.
[00:56:36.573 --> 00:56:38.314]  I shouldn't be told that I can't pray to God.
[00:56:38.374 --> 00:56:41.275]  I shouldn't be told that I can't say a prayer at my school.
[00:56:41.595 --> 00:56:42.675]  But guess what else is happening?
[00:56:42.935 --> 00:56:44.655]  People can't even say the Pledge of Allegiance.
[00:56:45.636 --> 00:56:47.716]  People can't even be patriotic anymore.
[00:56:47.736 --> 00:56:48.377]  What is wrong?
[00:56:48.397 --> 00:56:49.717]  What is wrong with the insanity?
[00:56:50.865 --> 00:56:52.307]  And our families are being attacked.
[00:56:52.387 --> 00:56:54.029]  The fact that you can't say him or her.
[00:56:54.349 --> 00:56:55.531]  You can't see all this stuff.
[00:56:56.192 --> 00:56:58.475]  Look, if a man and a woman want to get married, that's fine.
[00:56:58.515 --> 00:57:00.137]  If two dudes want to get married, that's fine.
[00:57:00.397 --> 00:57:02.119]  But stop shoving it down people's throats.
[00:57:02.139 --> 00:57:05.123]  We have confused kids that are going through all kinds of stuff.
[00:57:05.163 --> 00:57:08.447]  And people are, I just don't understand it, completely out of control.
[00:57:09.605 --> 00:57:10.607]  This is America.
[00:57:10.667 --> 00:57:12.089]  We should be proud to be an American.
[00:57:12.329 --> 00:57:14.933]  We should be proud to stand up for what it represents to be that.
[00:57:15.234 --> 00:57:18.639]  And we should sit here and we should respect these types of places.
[00:57:19.220 --> 00:57:20.823]  Because it's not glorifying war.
[00:57:20.843 --> 00:57:21.584]  It's not doing anything of that.
[00:57:21.604 --> 00:57:23.387]  What it means is these names right here.
[00:57:23.407 --> 00:57:23.827]  Look at this.
[00:57:23.867 --> 00:57:24.268]  Come over here.
[00:57:24.989 --> 00:57:30.394]  This person sacrificed their sanity, their life, everything to go because they believed in America.
[00:57:30.774 --> 00:57:34.498]  All of these people right here believed in something more than themselves.
[00:57:34.618 --> 00:57:35.058]  There it is.
[00:57:35.098 --> 00:57:36.520]  That's the report from Joe Biggs.
[00:57:36.560 --> 00:57:40.083]  You can check out the rest on YouTube, the Alex Jones Channel.
[00:57:40.503 --> 00:57:41.104]  Be right back.
[00:57:41.464 --> 00:57:42.365]  Lots more to cover.
[00:57:42.445 --> 00:57:43.306]  I'm Anthony Gucciardi.
[00:57:43.326 --> 00:57:44.907]  This is the Alex Jones Show.
[00:57:44.927 --> 00:57:45.388]  Stay tuned.
[00:58:00.325 --> 00:58:03.528]  A lot of people discount their products that aren't their best sellers.
[00:58:04.369 --> 00:58:10.975]  At InfoWars Life, I like to discount our best-selling products because that's what our listeners and viewers want.
[00:58:11.736 --> 00:58:14.138]  Supermail Vitality's been sold out for two months.
[00:58:14.538 --> 00:58:15.439]  It's back in stock.
[00:58:16.420 --> 00:58:23.049]  It's 30% off for Memorial Day to honor our veterans and others that have stood up for this Republic.
[00:58:23.209 --> 00:58:31.459]  It's running through three days through Monday and we've got a whole bunch of our other best sellers like Vitamin Mineral Fusion which is a again free
[00:58:31.459 --> 00:58:41.762]  Fruit punch, multivitamin mineral drinks, you absorb more of it, the liver shield that helps detox the body and more, and so many other products that are our best sellers are 30% off.
[00:58:42.202 --> 00:58:49.125]  You can also get discounts on top of that, like free shipping on orders above $50, or 10% off when you sign up for auto-ship.
[00:58:49.145 --> 00:58:50.105]  There's so many specials.
[00:58:50.465 --> 00:58:56.687]  Check them out today at InfoWarsLife.com or InfoWarsStore.com, or by simply calling toll-free, 888-253-3139.
[00:59:00.697 --> 00:59:04.241]  Crooked Hillary is finally losing her grip on the establishment media.
[00:59:04.441 --> 00:59:21.120]  An Inspector General audit of her private emails revealed that not only was Clinton's server hacked into on multiple occasions, and that her highly competent IT guys suggested turning the machine off for a few minutes to stop another attack, but Clinton never reported those hack attacks to the State Department.
[00:59:21.360 --> 00:59:28.690]  Plus, emails between Hillary and her top aide, Huma, prove that Clinton really didn't want the State Department looking at her private emails.
[00:59:28.890 --> 00:59:31.954]  And that's why she set up her own homebrew server.
[00:59:32.095 --> 00:59:37.462]  Now even the Washington Post is calling her actions inexcusable and a willful disregard for the rules.
[00:59:37.702 --> 00:59:47.265]  And an exasperated panel on MSNBC's Morning Joe slammed Hillary Clinton Friday, wondering why none of her aides have told her to stop telling lies regarding the email scandal.
[00:59:47.505 --> 00:59:51.706]  Are we finally witnessing the end of the Clintons' cozy relationship with the media?
[00:59:51.846 --> 00:59:54.647]  Will we finally be able to handcuff Hillary?
[00:59:54.907 --> 00:59:56.948]  Liane McAdoo reporting for InfoWars.com.
[01:00:04.073 --> 01:00:08.217]  You're listening to the Alex Jones Show.
[01:00:13.262 --> 01:00:19.287]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:19.908 --> 01:00:22.891]  It's Alex Jones and the GCN Radio Network.
[01:00:26.798 --> 01:00:28.438]  So you know it's Memorial Day weekend.
[01:00:29.599 --> 01:00:34.580]  And I was shocked when I came in here and I said, hey, let's see the stack about Memorial Day news.
[01:00:35.560 --> 01:00:39.401]  That it was all about defacing war memorials.
[01:00:40.422 --> 01:00:45.783]  This one from Fox News says, veteran memorials in three states vandalized the head of Memorial Day.
[01:00:46.383 --> 01:00:57.227]  Memorials to veterans in Los Angeles neighborhood and a town in Kentucky as well as a Civil War veteran cemetery in Virginia were damaged as the nation prepares to mark Memorial Day, officials said.
[01:00:58.427 --> 01:01:02.869]  Extensively defaced by graffiti, the vandalism occurred sometime during the past week.
[01:01:03.469 --> 01:01:12.392]  The homespun memorial painted on a block-long wall of Pacific Avenue lists the names of American service members missing in action or otherwise unaccounted for in Southeast Asia.
[01:01:13.152 --> 01:01:27.912]  So these people were defacing memorials across the United States, and vandals deface Vietnam War Memorial in Venice that's from CBS, and even a deranged story about a caregiver trying to murder a World War II veteran with an oxygen tank.
[01:01:28.573 --> 01:01:29.795]  So it's not what I expected.
[01:01:29.875 --> 01:01:30.515]  And I'll tell you what.
[01:01:31.656 --> 01:01:40.021]  In my view, what Memorial Day should represent, at least the romantic idea of Memorial Day, is not whether you agree with the wars or not.
[01:01:40.181 --> 01:01:43.403]  I certainly don't agree with many of the wars.
[01:01:43.564 --> 01:01:46.726]  I certainly don't agree with anything that really went on in Iraq.
[01:01:47.626 --> 01:01:54.888]  But it's not about whether you agree or not with the individuals, the politicians who pulled the strings, to me.
[01:01:55.848 --> 01:02:11.771]  To me, Memorial Day is about the unnamed, to us, soldiers that died in a very, very romantic way, fighting in World War II or in Vietnam or whatever, for something they believed in, which was the idea of the American Dream.
[01:02:12.652 --> 01:02:14.412]  What the American Dream used to represent.
[01:02:15.643 --> 01:02:17.024]  Or maybe still does in some ways.
[01:02:17.524 --> 01:02:25.169]  The idea of absolute freedom and the idea of progressing humanity forward, the idea of defending something that's actually worth defending.
[01:02:26.570 --> 01:02:42.399]  These people that did lose their lives, many of them, were sitting there alone, whether it's in a foxhole or whatever, with other people there, sure, but they died by themselves, hoping that what they did wasn't in vain.
[01:02:44.091 --> 01:02:58.742]  And the concept for me of Memorial Day is to remember those people whose names we will never know and have never known and they actually had an idea in their hearts that they were going to push forward and that they were going to at least lose their lives for something they believed in.
[01:02:59.223 --> 01:03:00.103]  So to deface
[01:03:01.064 --> 01:03:05.585]  Remember, it's not defacing a government institution that pushed for wars.
[01:03:05.645 --> 01:03:10.927]  It's not even defacing the corrupt individuals that made some of these things happen.
[01:03:11.207 --> 01:03:19.550]  It's defacing the names of people whose lives were lost in something that they believed in, or even if they didn't believe in it, they were forced to, in many cases, go and do it.
[01:03:20.370 --> 01:03:32.940]  So, to do that is a very, very sad thing, and it shows just how far we have come as a nation in the opposite direction, away from that American dream that they were once fighting for and once believed in.
[01:03:33.760 --> 01:03:38.844]  And instead, now we're sold a repackaged American dream, and that is, of course, a lie.
[01:03:39.725 --> 01:03:55.435]  A repackaged American dream where there's no such thing as total and absolute freedom, and instead of coming to America and building something very, very great and very, very profound and making this country better than it ever was, or the world even.
[01:03:55.615 --> 01:03:57.997]  I mean, why can't the world participate in the American dream, right?
[01:03:58.937 --> 01:04:12.945]  Instead, I believe, it has now been packaged into a system that we pay for the mega-bank's profit and we are taxed out the wazoo in order to help the mega-corporations pay zero tax, right?
[01:04:13.385 --> 01:04:15.346]  So it's kind of been repackaged in a way, hasn't it?
[01:04:15.386 --> 01:04:17.167]  The American dream has been repackaged.
[01:04:17.907 --> 01:04:20.289]  Except now, in some ways, it's a massive lie.
[01:04:21.175 --> 01:04:27.040]  That doesn't mean we can't still fight towards the true meaning of the American Dream or what it once was.
[01:04:27.400 --> 01:04:39.770]  And it also doesn't mean that it's the fault of these soldiers that lost their lives fighting for the original American Dream and to say that we should deface war memorials is very, very disturbing and very, very sad.
[01:04:40.905 --> 01:04:46.226]  Now that said, we've got some more news coming up, and Joe Biggs is going to join us from D.C.
[01:04:46.266 --> 01:04:53.668]  to talk about what's going on with the defacing of the War Memorial, some more Memorial Day stuff, and also don't forget, InfoWarsLife.com.
[01:04:53.948 --> 01:04:56.148]  The Memorial Day sale is ending.
[01:04:56.528 --> 01:04:58.849]  30% off across the board, a number of big supplements.
[01:04:58.869 --> 01:04:59.529]  You don't want to miss it.
[01:04:59.669 --> 01:05:00.229]  We'll be right back.
[01:05:11.368 --> 01:05:14.912]  Crooked Hillary is finally losing her grip on the establishment media.
[01:05:15.112 --> 01:05:31.788]  An Inspector General audit of her private emails revealed that not only was Clinton's server hacked into on multiple occasions, and that her highly competent IT guys suggested turning the machine off for a few minutes to stop another attack, but Clinton never reported those hack attacks to the State Department.
[01:05:32.028 --> 01:05:39.356]  Plus, emails between Hillary and her top aide, Huma, prove that Clinton really didn't want the State Department looking at her private emails.
[01:05:39.576 --> 01:05:42.619]  And that's why she set up her own homebrew server.
[01:05:42.759 --> 01:05:48.125]  Now even the Washington Post is calling her actions inexcusable and a willful disregard for the rules.
[01:05:48.365 --> 01:05:57.973]  And an exasperated panel on MSNBC's Morning Joe slammed Hillary Clinton Friday, wondering why none of her aides have told her to stop telling lies regarding the email scandal.
[01:05:58.193 --> 01:06:02.436]  Are we finally witnessing the end of the Clintons' cozy relationship with the media?
[01:06:02.516 --> 01:06:05.339]  Will we finally be able to handcuff Hillary?
[01:06:05.579 --> 01:06:07.961]  Leanne McAdoo reporting for InfoWars.com.
[01:06:11.644 --> 01:06:16.668]  From the front lines of the information war, it's Alex Jones.
[01:06:22.210 --> 01:06:27.855]  That's right, this is the Alex Jones Show, and I'm Anthony Gucciardi, excited and honored to be invited guest host today.
[01:06:28.475 --> 01:06:38.423]  We've got Joe Biggs on the line, and we're going to punch him up here in a second, because what's going on is the defacing of war memorials across the United States right now.
[01:06:39.224 --> 01:06:40.945]  Namely, about three different states.
[01:06:41.245 --> 01:06:47.067]  We've got Vandals to Face Vietnam War Memorial in Venice, from CBS Los Angeles.
[01:06:47.307 --> 01:06:56.050]  Fox News says that veteran memorials in three states vandalized the head of Memorial Day, and some other similar headlines from different news organizations.
[01:06:56.150 --> 01:07:07.514]  And, you know, we were talking, if you didn't catch us on the last segment, that in my view, Memorial Day, what it represents is the people whose names we will never know, that died believing in something bigger than themselves.
[01:07:08.254 --> 01:07:10.636]  Not to even say that you have to agree with these wars.
[01:07:10.737 --> 01:07:12.318]  I certainly do not agree with the wars.
[01:07:13.299 --> 01:07:18.745]  The Vietnam War, the Iraq War, huge tragedies and very, very sad state of affairs.
[01:07:19.165 --> 01:07:23.429]  But it's not about the right or wrong-ness of the wars.
[01:07:23.489 --> 01:07:31.437]  It's about the people who died protecting something they held to be the American dream and protecting something they held to be the future of humanity, especially in
[01:07:32.598 --> 01:07:43.122]  Such examples of World War II when they would go in and they would put their lives ahead of anything, their mission ahead of their lives, which is a very, very beautiful thing.
[01:07:43.542 --> 01:07:47.804]  And for people to deface these war memorials is disturbing.
[01:07:47.824 --> 01:07:53.506]  And you know, Joe Biggs, we played a video he had earlier where he was talking about some of this stuff and some people started kind of...
[01:07:54.329 --> 01:07:57.370]  Kind of, I would say, yelling at him.
[01:07:57.810 --> 01:08:01.150]  I didn't totally hear the audio, but they were saying he's totally incorrect.
[01:08:01.671 --> 01:08:02.731]  And so we've got Joe Biggs.
[01:08:02.771 --> 01:08:12.833]  I want to know what you think, first of all, about the war memorials that are being defaced across the United States on Memorial Day, and what you think that means right now for the state of our society.
[01:08:12.853 --> 01:08:13.453]  What do you think, Joe?
[01:08:13.813 --> 01:08:14.513]  And by the way, where are you?
[01:08:14.533 --> 01:08:15.253]  You're in D.C., right?
[01:08:15.673 --> 01:08:16.474]  Yeah, I'm in D.C.
[01:08:16.514 --> 01:08:18.494]  Earlier today, Trump actually spoke here.
[01:08:18.534 --> 01:08:21.635]  There was over 500,000 bikers for the Thunder Valley, or the
[01:08:24.821 --> 01:08:28.324]  Rolling Thunder motorcycle rally that happened and took place earlier today.
[01:08:28.384 --> 01:08:29.505]  I mean, there's a lot of people.
[01:08:29.905 --> 01:08:30.266]  D.C.'
[01:08:30.246 --> 01:08:37.712]  's already a packed place, but you add an extra 700,000 people on top of it, and road closures and all that, it has been quite the day.
[01:08:38.212 --> 01:08:39.914]  I can imagine.
[01:08:39.994 --> 01:08:44.397]  But to get back to what you were saying, it is disturbing to see that people would do that.
[01:08:44.437 --> 01:08:45.138]  You know what that is?
[01:08:45.478 --> 01:08:48.981]  It's a direct reflection of the leadership we have in our country.
[01:08:49.581 --> 01:08:51.263]  That's pure and simple what it is.
[01:08:51.323 --> 01:08:53.605]  The fact that we have a president that could care less
[01:08:55.101 --> 01:08:56.662]  About his soldiers, about his veterans.
[01:08:57.102 --> 01:08:58.002]  He's out playing golf.
[01:08:58.022 --> 01:08:59.363]  He doesn't care about these guys.
[01:08:59.683 --> 01:09:01.804]  There's homeless vets all over the place.
[01:09:01.844 --> 01:09:14.288]  There's 22 suicides a day by veterans, and yet he's going and bowing down to foreign leaders, enemies, and he's also going to places like Japan and apologizing when, quite frankly, we didn't start the war, but we sure as hell finished it.
[01:09:15.359 --> 01:09:24.567]  You know, I think there's a component of, you know, being a being a kid now and growing up in kind of a weird sheltered environment where you don't have to deal with anything.
[01:09:25.228 --> 01:09:27.049]  And obviously there's the entitlement and stuff.
[01:09:27.329 --> 01:09:29.872]  But you go through the establishment process.
[01:09:29.912 --> 01:09:38.559]  You go and study hard in school so you can get in debt to go to college and then you go to college and they tell you, you know, basically that Vietnam was horrible, which it was very terrible.
[01:09:38.819 --> 01:09:41.762]  But then they don't understand how real life works.
[01:09:42.102 --> 01:09:52.028]  They don't understand that maybe the person that fought in Vietnam, whose name is up on that wall, didn't exactly agree with the politics, but they actually sacrificed their lives for something they believed in.
[01:09:52.388 --> 01:09:52.889]  Or, you know what?
[01:09:53.349 --> 01:09:54.710]  People are in terrible situations.
[01:09:54.990 --> 01:09:57.872]  People are forced to do things all over the world.
[01:09:57.952 --> 01:10:01.394]  World War II, he didn't exactly have to say, wow, I support this war, right?
[01:10:01.474 --> 01:10:02.294]  Or even Vietnam.
[01:10:02.835 --> 01:10:05.316]  They don't understand how real life works.
[01:10:05.557 --> 01:10:06.937]  They don't understand the...
[01:10:08.038 --> 01:10:09.378]  Problems that other people experience.
[01:10:09.398 --> 01:10:10.979]  They don't understand the real issue.
[01:10:11.299 --> 01:10:12.999]  They instead are just so self-centered.
[01:10:13.019 --> 01:10:13.719]  What do you think about that?
[01:10:14.180 --> 01:10:15.880]  But warriors are a special breed.
[01:10:15.900 --> 01:10:17.080]  Not everybody can be a warrior.
[01:10:17.120 --> 01:10:22.882]  Not everyone has what it takes to go out there and decide that there's something larger than themselves out there.
[01:10:23.202 --> 01:10:25.062]  You know, when I was younger, I grew up.
[01:10:25.643 --> 01:10:26.903]  My father was in Vietnam.
[01:10:27.563 --> 01:10:29.604]  I had other family members who were in Desert Storm.
[01:10:29.644 --> 01:10:32.884]  I had friends and family who were just going into the first invasion of Iraq.
[01:10:33.545 --> 01:10:35.045]  And it means a lot to see
[01:10:35.595 --> 01:10:44.422]  These people say, you know what, I love you, or I love you son, or whatever it is, you know, brother, sister, mom, dad, you know, wife, but there's something a little bit more important just in our family right here.
[01:10:44.842 --> 01:10:46.804]  You know, there's God, there's country, and family.
[01:10:47.104 --> 01:10:57.832]  And a lot of these are God-fearing men who decided, hey, I'm gonna go out here and sacrifice my life, I'm willing to lay my life on the line to protect my country because I see something out there worth standing up for.
[01:10:58.152 --> 01:11:05.118]  And it's not our fault, it's not the soldiers' fault, the Marines' fault, the sailors' fault, the airmen's fault, if we have corrupt politicians in place as well.
[01:11:05.822 --> 01:11:13.729]  When Memorial Day is happening tomorrow, this weekend, this entire time, it's a time to reflect on those who made that ultimate sacrifice.
[01:11:13.789 --> 01:11:17.833]  It's not to complain about war, have a discussion about that.
[01:11:17.853 --> 01:11:18.574]  Yeah, you know what?
[01:11:18.594 --> 01:11:19.575]  There's a lot of bad war out there.
[01:11:19.595 --> 01:11:20.215]  War's not good.
[01:11:20.516 --> 01:11:24.940]  But these are special people who decided there was something a lot more important than them.
[01:11:25.390 --> 01:11:27.434]  And they decided to put their sanity on the line.
[01:11:27.675 --> 01:11:31.002]  They decided to put their life on the line, their family, their relationships and all that.
[01:11:31.302 --> 01:11:33.467]  And that's something that needs to be celebrated.
[01:11:33.647 --> 01:11:36.433]  And that's something that needs to be remembered and reflected on this time.
[01:11:36.817 --> 01:11:37.657]  Yeah, it's really well said.
[01:11:37.697 --> 01:11:41.678]  It's not about the politics of the war, like you just said, like we talked about earlier.
[01:11:42.198 --> 01:11:48.219]  Yeah, there's corrupt politicians that are making terrible, terrible decisions, and that's what we're trying to change every single day, right?
[01:11:48.639 --> 01:11:50.620]  But it's not about that, it's about the personal decisions.
[01:11:50.740 --> 01:11:52.020]  And it reminds me of this article.
[01:11:52.740 --> 01:12:00.742]  ISIS used to use 50,000 civilians as, quote, human shields as Iraqi forces blitz Fallujah.
[01:12:02.302 --> 01:12:03.803]  Think about the insanity.
[01:12:03.843 --> 01:12:04.524]  That's so progressive.
[01:12:04.544 --> 01:12:05.465]  Yeah, that's progressive, right?
