[00:00:00.009 --> 00:00:00.511]  We're good to go.
[01:46:27.190 --> 01:46:33.993]  The North Koreans will be threatening every year, every six months, every three months, and even occasionally doing small attacks on North Korea.
[01:46:34.313 --> 01:46:34.813]  So the U.S.
[01:46:34.853 --> 01:46:37.254]  will not know when the real attack is coming.
[01:46:37.614 --> 01:46:38.915]  Everything looks like a bluff.
[01:46:39.455 --> 01:46:43.016]  It's kind of like the sky is falling every month, and so you just say, ho-hum.
[01:46:43.436 --> 01:46:49.899]  Sure, it's like the Pentagon threatened and did drills over a hundred times to invade Panama, so they stood down when the real invasion came.
[01:46:50.714 --> 01:46:51.675]  That's exactly right.
[01:46:51.975 --> 01:46:56.039]  And that's the game that the Russians and Chinese and the North Koreans are using.
[01:46:56.099 --> 01:46:58.741]  But there will not be any separate North Korean attack.
[01:46:58.881 --> 01:47:05.787]  And that's why we have all these urban warfare drills here, is preparing the military and the public, so when they order the real attack, oh, we already saw 100 drills.
[01:47:06.448 --> 01:47:06.928]  Exactly.
[01:47:07.008 --> 01:47:14.114]  This is a long-term strategy, going back to Sun Tzu and China and feigning weakness and doing many multiple feints.
[01:47:14.835 --> 01:47:18.597]  But, you know, what's happening in Syria with Russia is the most important story.
[01:47:18.917 --> 01:47:25.600]  Everybody was caught off guard, including the globalists, because Russia just out of the blue Monday says, we're withdrawing from Syria.
[01:47:25.660 --> 01:47:28.601]  And by Tuesday, half of their aircraft had flown out.
[01:47:28.641 --> 01:47:31.503]  And by Wednesday, another half of the aircraft.
[01:47:31.863 --> 01:47:33.764]  And so people say, what's going on here?
[01:47:33.944 --> 01:47:35.884]  And even I was caught unawares.
[01:47:38.044 --> 01:47:45.287]  I think the excuse that Putin gave that mission accomplished, that we've really accomplished what we had here, is not true.
[01:47:45.547 --> 01:47:48.088]  Terrorism is not... It has been diminished.
[01:47:48.728 --> 01:47:52.589]  Certainly the Assad regime, the Syrians with Hezbollah... Sure, so what's behind that?
[01:47:52.990 --> 01:47:53.650]  He goes in...
[01:47:54.310 --> 01:47:54.890]  Out of the blue.
[01:47:55.811 --> 01:47:59.413]  Then he pushes him back some but hasn't, as you said, defeated him.
[01:47:59.713 --> 01:48:00.894]  And then suddenly pulls out.
[01:48:01.294 --> 01:48:08.579]  Was it the Saudi threat to invade with Turkey a month ago that finally had Russia say, look, we're going to go ahead and pull out of here and declare victory?
[01:48:09.815 --> 01:48:10.815]  No, that was a bluff.
[01:48:11.935 --> 01:48:22.197]  The Turkish invasion that is now and is still ongoing is aimed at the Kurds and the Saudi invasion really was a lot of hype created by Hal Turner and his new Superstation 95.
[01:48:22.317 --> 01:48:27.138]  It's still a disinformation outfit as it was when he worked for the FBI.
[01:48:27.658 --> 01:48:32.359]  But, you know, they claimed that there was 350,000 troops massed in an exercise.
[01:48:32.399 --> 01:48:33.119]  There were not.
[01:48:33.679 --> 01:48:37.080]  Those were the total numbers of troops that all... Sure, so let me ask you this question then.
[01:48:38.285 --> 01:48:39.486]  Let me ask you this key question.
[01:48:40.387 --> 01:48:44.232]  Why do you think, or I guess we don't know yet, why do you think Putin suddenly is pulling out?
[01:48:45.353 --> 01:48:47.195]  I think it's because of budgetary reasons.
[01:48:47.375 --> 01:48:49.597]  I think it's very expensive to run that war.
[01:48:50.158 --> 01:48:55.584]  They needed combat experience, they got that combat experience, but this was bleeding them out of bounds.
[01:48:55.604 --> 01:48:58.167]  So it's basically they had a budget and it's a giant war game.
[01:48:59.161 --> 01:48:59.581]  That's right.
[01:48:59.661 --> 01:49:03.204]  Now, that said, they've got all their infrastructure set back in.
[01:49:03.244 --> 01:49:05.847]  They can fly back in in two days, just like they left.
[01:49:06.287 --> 01:49:11.451]  And so, if this thing gets out of hand again, and Assad's... It makes them look good.
[01:49:11.491 --> 01:49:12.372]  We did a peace deal.
[01:49:12.412 --> 01:49:14.053]  We believe NATO and everybody.
[01:49:14.294 --> 01:49:19.218]  We even pulled out, and then you kept attacking, and boom, they're only an hour away, right back into their bases.
[01:49:20.014 --> 01:49:22.396]  That's right, and it provides them a lot of cover.
[01:49:22.476 --> 01:49:25.999]  He needs good press, and Putin is getting a lot of good press.
[01:49:26.059 --> 01:49:27.620]  The peace talks are going forward.
[01:49:28.281 --> 01:49:41.211]  Assad, by the way, is much strengthened, not only in the ground troops area, but his air force has been replenished and strengthened by Putin, and so expect that the Assad-Syrian air force will continue the airstrikes as needed.
[01:49:41.231 --> 01:49:44.194]  So what you're saying is this is another victory for Putin?
[01:49:45.197 --> 01:49:45.717]  Absolutely.
[01:49:46.697 --> 01:49:47.838]  Putin is not a good guy.
[01:49:47.918 --> 01:49:53.759]  Eventually he's planning on attacking the West with China, but he's got several years of building and construction to go on.
[01:49:54.079 --> 01:49:55.159]  He's not in a hurry.
[01:49:55.359 --> 01:49:58.860]  That's why he didn't retaliate against Turkey when they shot down one of their aircraft.
[01:49:59.140 --> 01:50:00.680]  He's not ready to take on NATO.
[01:50:01.260 --> 01:50:08.302]  And so this is a major... So you really think the Russians really plan on a sneak attack against the Anglo-American establishment?
[01:50:08.622 --> 01:50:10.842]  I mean, I know the globalists are digging in like never before.
[01:50:10.882 --> 01:50:11.723]  They believe it's coming.
[01:50:12.063 --> 01:50:13.323]  But I mean, this is just so crazy.
[01:50:14.244 --> 01:50:15.990]  What are they going to do to push Rushy into that?
[01:50:17.554 --> 01:50:25.457]  Well, first of all, the major aspect that they've been working on all these years is creating an image that the West is the bully of the world.
[01:50:25.517 --> 01:50:26.497]  We're still doing that.
[01:50:26.777 --> 01:50:27.597]  The West is hated.
[01:50:28.018 --> 01:50:35.220]  And so, Russia is continuing to cultivate, we're the good guy, we're coming up against the globalists, we're stopping their juggernaut around there.
[01:50:36.140 --> 01:50:43.043]  The Russians and Chinese will attack when they're ready, and I'm not sure the US is capable of provoking them into it.
[01:50:43.103 --> 01:50:46.984]  But certainly, the continued neocon agenda, the warfare, which sadly,
[01:50:47.284 --> 01:50:48.045]  You know, I'm afraid.
[01:50:48.305 --> 01:50:52.149]  I know Ted Cruz would continue in that, having all those neocon advisors.
[01:50:52.810 --> 01:50:54.652]  Trump may do that as well with this.
[01:50:54.712 --> 01:50:55.113]  That's right.
[01:50:55.153 --> 01:50:55.573]  Stay there.
[01:50:55.593 --> 01:50:58.356]  I want to come back with Joel Scowles on worldaffairsbrief.com.
[01:50:58.636 --> 01:51:00.338]  Take a few of your phone calls straight ahead.
[01:51:00.358 --> 01:51:03.362]  And then, of course, in the third hour, we'll have open phones as well.
[01:51:03.522 --> 01:51:06.765]  And the news I haven't gotten to, big broadcast, still lined up.
[01:51:06.785 --> 01:51:07.186]  Stay with us.
[01:51:09.227 --> 01:51:12.948]  Something shocking just happened in a Coast Guard unit in San Diego.
[01:51:13.409 --> 01:51:19.311]  The old guys in the unit have turned the tables and are now destroying the young bucks in head-to-head fitness tests.
[01:51:19.611 --> 01:51:20.771]  How is this even possible?
[01:51:21.351 --> 01:51:28.694]  Turns out the old guys in this unit have been part of a special test group for a doctor-formulated fountain of youth drink called Patriot Power Greens.
[01:51:28.914 --> 01:51:36.657]  Patriot Power Greens has been so effective for many of the older soldiers that it's made their achy joints, stiff muscles, and lack of energy a thing of the past.
[01:51:36.877 --> 01:51:40.739]  Previously, this drink was only available to elite military units.
[01:51:41.239 --> 01:51:49.624]  But for a limited time, the creator of Patriot Power Greens has set aside a small number of free sample packs specifically for our conservative friends.
[01:51:50.004 --> 01:51:51.445]  But you must act fast.
[01:51:51.585 --> 01:51:56.128]  Due to the high demand from members of the Coast Guard, our supply is extremely limited right now.
[01:51:56.408 --> 01:52:00.492]  To claim your free samples of Patriot Power Greens, go to Greens75.com.
[01:52:00.552 --> 01:52:01.833]  That's Greens75.com.
[01:52:02.353 --> 01:52:02.694]  Greens75.com.
[01:52:11.812 --> 01:52:16.176]  Hey, I rode the elevator with you, but I don't work on the upper floors.
[01:52:16.617 --> 01:52:23.143]  I just want to squeeze in there right next to you, so the RFID scanner in my pocket can capture all your personal information.
[01:52:23.463 --> 01:52:26.566]  Your debit and credit cards, even your work ID badge.
[01:52:26.966 --> 01:52:29.349]  So your identity is now my identity.
[01:52:29.909 --> 01:52:30.349]  Going up.
[01:52:31.290 --> 01:52:39.214]  So am I. For over 10 years, ID Stronghold has pioneered RFID-blocking wallets and ID badge holders for consumers, the U.S.
[01:52:39.254 --> 01:52:42.016]  military, and even the Executive Office of the President.
[01:52:42.536 --> 01:52:44.057]  Shouldn't you be protected too?
[01:52:44.697 --> 01:52:49.359]  ID Stronghold wallets cost about the same as wallets in most stores, but give you extra protection.
[01:52:49.659 --> 01:52:52.341]  I'm Wal Augustinowitz, founder and CEO of ID Stronghold.
[01:52:52.681 --> 01:52:54.582]  Don't be a victim of electronic pickpocketing.
[01:52:54.782 --> 01:52:58.724]  Protect yourself from crimes you can't see with ID Stronghold wallets, card sleeves, and purses.
[01:52:59.164 --> 01:53:03.978]  Visit IDStronghold.com and get the original RFID blocking wallets and badge holders.
[01:53:05.562 --> 01:53:06.966]  IDStronghold.com
[01:53:08.632 --> 01:53:17.938]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[01:53:18.058 --> 01:53:22.381]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[01:53:22.481 --> 01:53:28.525]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[01:53:28.585 --> 01:53:31.267]  Buy now at DefenderShield.com.
[01:53:31.367 --> 01:53:33.588]  For 10% off, use promo code GCN.
[01:53:33.749 --> 01:53:37.291]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[01:53:38.402 --> 01:53:39.603]  You know about RVs.
[01:53:39.803 --> 01:53:41.043]  You've heard about bunkers.
[01:53:41.263 --> 01:53:43.804]  But surviving is not recreation.
[01:53:44.004 --> 01:53:46.525]  And man wasn't made to live underground.
[01:53:46.765 --> 01:53:48.766]  Introducing Survivalist Camps.
[01:53:48.906 --> 01:53:57.390]  The ultimate fully functional off-the-grid survival bug-out house that's mobile, well-equipped, and custom-built to outlast any other RV or trailer.
[01:53:57.610 --> 01:54:00.391]  Go to survivalistcamps.com to learn more.
[01:54:00.591 --> 01:54:02.792]  That's survivalistcamps.com.
[01:54:02.932 --> 01:54:05.093]  Providing your basic needs to survive.
[01:54:05.513 --> 01:54:06.814]  survivalistcamps.com
[01:54:09.895 --> 01:54:12.616]  Crashing through the lies and disinformation.
[01:54:12.636 --> 01:54:16.418]  It's Alex Jones, only on the GCN Radio Network.
[01:54:19.020 --> 01:54:23.562]  Alright, I've got people that have been holding for 45 minutes over from the last hour, 50 minutes, who disagree with me.
[01:54:24.422 --> 01:54:25.803]  They want to go after Donald Trump.
[01:54:26.563 --> 01:54:28.844]  I want to just hear why, and then get Joel Scouse's comment.
[01:54:28.864 --> 01:54:31.626]  Maybe Joel can go five minutes to the next hour, so we can get to five or six of these.
[01:54:32.626 --> 01:54:33.727]  But, uh, separately,
[01:54:35.131 --> 01:54:40.954]  When you look at the will of elites throughout history to try to conquer the world, they'll destroy their own empires to try to do it.
[01:54:42.315 --> 01:54:49.278]  The only difference is nuclear weapons now today, and other weapons that could destroy our planet.
[01:54:49.418 --> 01:54:53.900]  So, I just hope and pray that we can get out of globalism.
[01:54:54.361 --> 01:54:56.022]  Real quick question, I'm going to call Joel.
[01:54:56.622 --> 01:55:00.604]  As world government gets sold as a good thing, as they start announcing it,
[01:55:01.988 --> 01:55:11.250]  They are having the problem that you and your uncle and myself and Ron Paul and Mary Goldwater and countless others, John Byrne Society, forever warned of this.
[01:55:11.310 --> 01:55:12.171]  We've been proven right.
[01:55:12.211 --> 01:55:13.451]  We were going off our own documents.
[01:55:13.471 --> 01:55:15.251]  It's not like we just kind of got it right.
[01:55:15.291 --> 01:55:15.971]  We're dead on.
[01:55:16.372 --> 01:55:17.672]  Our credibility is surging.
[01:55:18.052 --> 01:55:21.753]  The system wants to censor us, but that's not going to work, at least short term.
[01:55:22.373 --> 01:55:24.354]  How are they going to get this world government in?
[01:55:24.374 --> 01:55:27.596]  Because from all my research, aren't they about 15 years behind?
[01:55:27.636 --> 01:55:29.898]  So they're trying to rush this?
[01:55:30.558 --> 01:55:33.400]  Doesn't rushing things mean it'll probably only fall apart quicker?
[01:55:35.103 --> 01:55:43.326]  Well, they can't afford to let things fall apart right now and that's why I'm not predicting there's going to be an economic collapse because they would get the blame.
[01:55:43.746 --> 01:55:49.049]  They would know to the hour that the Fed pulled the money supply and created the atmosphere for economic collapse.
[01:55:50.229 --> 01:55:56.712]  I believe the way that they get this, remember there's a lot of resistance to this slow move into globalism.
[01:55:56.732 --> 01:55:57.572]  Look at the Brexit.
[01:55:58.212 --> 01:56:00.334]  Yeah, even the Economist and other people are coming out.
[01:56:00.374 --> 01:56:03.697]  Or the Telegraph, not the Economist, which is a globalist organization.
[01:56:03.717 --> 01:56:06.739]  But the Telegraph is coming out against the EU and against the sovereignty.
[01:56:06.779 --> 01:56:09.101]  So that's why they're going to have a third world war.
[01:56:09.121 --> 01:56:10.082]  Remember, this is a very crucial thing.
[01:56:11.003 --> 01:56:11.223]  They cannot
[01:56:27.956 --> 01:56:28.516]  They want it.
[01:56:28.577 --> 01:56:29.317]  They are behind.
[01:56:29.357 --> 01:56:31.919]  They want this war now, but they can't get it now.
[01:56:31.979 --> 01:56:34.140]  They have to wait until Russia and China attack.
[01:56:34.180 --> 01:56:37.802]  They can't directly provoke the war, otherwise it looks like the U.S.
[01:56:37.822 --> 01:56:37.982]  will win.
[01:56:38.002 --> 01:56:38.263]  That's right.
[01:56:38.283 --> 01:56:50.290]  They've got to have world government just like they set up the League of Nations after World War I, staged World War II, set up the players, wound up the Japanese and Hitler, and didn't control them, folks, but set them up, had their codes, had spies inside manipulating them.
[01:56:50.310 --> 01:56:51.291]  That's been declassified.
[01:56:51.751 --> 01:56:55.994]  Now World War III finally brings in the final world government.
[01:56:56.374 --> 01:56:57.937]  No, it never happens again, Joel.
[01:56:58.198 --> 01:57:00.302]  And then what do they do once their world government's in place?
[01:57:00.562 --> 01:57:01.404]  What's their endgame?
[01:57:02.264 --> 01:57:05.765]  But let me first of all answer the key way in which they're going to get global government.
[01:57:05.805 --> 01:57:08.285]  Remember, you talk about nuclear war destroying the world.
[01:57:08.325 --> 01:57:09.805]  In fact, it won't destroy the world.
[01:57:09.906 --> 01:57:13.426]  They know that Russia and China is only planning on attacking U.S.
[01:57:13.606 --> 01:57:18.187]  military and communication targets, and then try to blackmail the West into submission.
[01:57:18.207 --> 01:57:19.667]  They don't want to destroy the world.
[01:57:19.948 --> 01:57:24.088]  It's going to be a limited, preemptive nuclear strike against missile fields and military bases.
[01:57:24.108 --> 01:57:24.608]  No, I understand.
[01:57:24.628 --> 01:57:26.149]  And then the globals roll out the secret weapons.
[01:57:26.189 --> 01:57:27.269]  But let me ask you this question.
[01:57:27.669 --> 01:57:31.054]  But first, remember the globals then have the excuse, if the U.S.
[01:57:31.094 --> 01:57:33.077]  military is being taken out, we're defenseless.
[01:57:33.137 --> 01:57:37.503]  We have to join a militarized global government in order to prosecute this war.
[01:57:37.884 --> 01:57:39.726]  That's how we get into the global government.
[01:57:40.327 --> 01:57:41.869]  All right, absolutely, but we're going to break.
[01:57:41.889 --> 01:57:44.152]  We'll take a few calls on the other side, but let me just ask you this question then.
[01:57:45.185 --> 01:57:49.928]  Putin, I know for a fact, I mean, does watch clips of this show, is aware of what we're doing.
[01:57:50.188 --> 01:57:54.470]  They have a lot of TV shows in Russia now that basically, you know, talk about the New World Order, global government.
[01:57:54.710 --> 01:58:09.919]  I know you'll say he's doing that for credibility, but if the Russian government's pretty smart, you know, you're smart, they're smart too, they play third-dimensional chess, don't they, because we're exposing it and others are, credible people that, you know, go back 50-something years in the fight, don't they understand that they're being set up?
[01:58:13.194 --> 01:58:14.915]  They know the theory.
[01:58:15.055 --> 01:58:16.595]  They've read my material.
[01:58:16.655 --> 01:58:19.636]  They have people who've read your material.
[01:58:20.517 --> 01:58:21.537]  It's in their DNA.
[01:58:21.577 --> 01:58:23.098]  They've got to take down the West.
[01:58:23.158 --> 01:58:26.299]  Remember, there are three global predator centers.
[01:58:26.419 --> 01:58:31.220]  The Anglo-American globalists, the Russians, and the Chinese.
[01:58:31.260 --> 01:58:32.441]  And they're all separately.
[01:58:32.521 --> 01:58:37.443]  I think there's all basically a satanic promise given to each of them that they're going to win.
[01:58:37.483 --> 01:58:38.383]  It's in their DNA.
[01:58:38.403 --> 01:58:39.163]  That's right.
[01:58:39.263 --> 01:58:40.624]  So it's down to the three predator
[01:58:41.504 --> 01:58:48.351]  Uh, you know, generals, to fight it out, to be given the power over the world government, and to be basically made god on earth.
[01:58:48.391 --> 01:58:51.935]  That's what the elite, Ray Kurzweil, all of them, that's the promise everyone's being given.
[01:58:52.015 --> 01:58:54.798]  Join this, live forever, get away with everything.
[01:58:55.038 --> 01:58:56.299]  We'll be back in 70 seconds.
[01:58:58.769 --> 01:59:01.991]  When cells become toxic, they die early and aging sets in.
[01:59:02.291 --> 01:59:10.296]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:59:10.536 --> 01:59:15.559]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:59:15.959 --> 01:59:18.241]  You want the best that's out there at the lowest price anywhere?
[01:59:18.481 --> 01:59:20.262]  We now have the synergistic solution.
[01:59:20.582 --> 01:59:24.764]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:59:28.732 --> 01:59:29.512]  Shower Filters.
[01:59:29.653 --> 01:59:31.233]  We're introducing the best yet.
[01:59:31.373 --> 01:59:35.295]  The brand new ProPure ProMax High Performance Shower Filter.
[01:59:35.435 --> 01:59:40.038]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[01:59:40.258 --> 01:59:47.181]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[01:59:47.321 --> 01:59:54.305]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax Shower Filter from ProPure today.
[02:00:00.882 --> 02:00:03.544]  You're listening to The Alex Jones Show.
[02:00:03.564 --> 02:00:10.790]  Another world.
[02:00:10.870 --> 02:00:11.611]  Another time.
[02:00:12.031 --> 02:00:13.072]  In the age of wonder.
[02:00:37.064 --> 02:00:40.987]  If you are receiving this transmission, you are the resistance.
[02:00:41.687 --> 02:00:48.532]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:00:48.673 --> 02:00:53.436]  All right, I got loaded phones here, and our guest has to leave in about five minutes, but I'll come back and take the rest of them, too.
[02:00:53.456 --> 02:00:57.119]  But let's go to Jeremy J. West, Stephen Switchblade, and others.
[02:00:57.559 --> 02:01:00.982]  Joel Skousen, editor-in-chief of WorldAffairsBrief.com, is our guest.
[02:01:01.442 --> 02:01:03.588]  You're not going to find better information, I don't think, out there.
[02:01:03.608 --> 02:01:06.135]  That's what we have him on routinely and we appreciate him joining us.
[02:01:06.837 --> 02:01:09.284]  Jeremy in Kansas, you say you're against Trump.
[02:01:09.304 --> 02:01:09.725]  Tell us why.
[02:01:11.075 --> 02:01:12.816]  Yes, so listen, here's the situation.
[02:01:13.256 --> 02:01:18.139]  It's definitely an authentic populist uprising on both controlled party sides.
[02:01:18.600 --> 02:01:21.942]  For Trump on the right and for Bernie on the left.
[02:01:22.442 --> 02:01:25.344]  At the same time, we know about controlled opposition.
[02:01:25.764 --> 02:01:30.047]  And just because a so-called elite are against something doesn't mean that it's good.
[02:01:30.447 --> 02:01:34.990]  And actually, what it actually looks, what's going on, is that Trump is meant to play the role
[02:01:35.550 --> 02:01:41.734]  Of a pseudo-fascist stalking horse on the right to get Hillary Clinton elected.
[02:01:42.154 --> 02:01:48.578]  I went out and spoke to the Bernie supporters and they don't want to vote, most of them don't want to vote for Hillary Clinton.
[02:01:48.999 --> 02:01:57.564]  And yet some of the rhetoric that's coming out from Trump makes them freak out emotionally and they'll likely, a lot of them will vote for Hillary over Trump.
[02:01:57.584 --> 02:02:00.966]  Sure, well I've had Trump's advisor on and he agrees and now Trump's been changing that.
[02:02:01.306 --> 02:02:03.468]  So I get your points, let's get Joel's take.
[02:02:03.488 --> 02:02:03.628]  Joel?
[02:02:04.838 --> 02:02:07.481]  Well, you know, I don't... He makes some very good points.
[02:02:08.021 --> 02:02:13.047]  They're all correct, except I don't believe that he's a controlled Manchurian candidate.
[02:02:13.968 --> 02:02:19.533]  Look, Donald Trump won't even control himself to the extent of writing his own speech and stick to his own script.
[02:02:19.854 --> 02:02:22.737]  He simply cannot do anything but speak off the cuff.
[02:02:22.777 --> 02:02:25.720]  You simply cannot control a person like that.
[02:02:26.120 --> 02:02:27.362]  So I don't think he is controlled.
[02:02:27.742 --> 02:02:29.766]  And that's why I think the establishment is against him.
[02:02:30.147 --> 02:02:33.393]  That said, I don't think that he will do everything right.
[02:02:33.573 --> 02:02:35.176]  I don't even think he may follow through.
[02:02:35.496 --> 02:02:37.139]  Sir, is it fair to say he's a wild man?
[02:02:38.376 --> 02:02:39.537]  Yeah, he's a wild card.
[02:02:39.957 --> 02:02:40.777]  But let me tell you this.
[02:02:41.297 --> 02:02:47.961]  He would set back the globalist agenda four years if he got elected because they simply would be scrambling to get him to do what they want.
[02:02:48.001 --> 02:02:53.523]  He would do maybe 30% of it and it would set back and they don't want their agenda set back another four years.
[02:02:53.864 --> 02:02:55.424]  Yeah, their system's like a Swiss watch.
[02:02:55.464 --> 02:02:57.666]  See, he would be sand in the gears big time.
[02:02:58.026 --> 02:02:58.666]  Jeremy, thanks.
[02:02:58.706 --> 02:02:59.526]  Let's go to New York.
[02:02:59.907 --> 02:03:01.307]  Let's talk to Jay in New York.
[02:03:01.327 --> 02:03:01.848]  You're on the air.
[02:03:01.868 --> 02:03:02.328]  Go ahead, sir.
[02:03:03.783 --> 02:03:04.524]  Yes, hello.
[02:03:05.865 --> 02:03:18.317]  I listen to your program almost every day, and I also found Mr. Skousen's strategic relocation to be extremely helpful when purchasing my home.
[02:03:19.538 --> 02:03:25.543]  I do need to fully disagree... Sure, you don't have to preface that you disagree with us.
[02:03:25.563 --> 02:03:26.424]  Thank you for getting this book.
[02:03:26.444 --> 02:03:27.245]  Thank you for the support.
[02:03:27.385 --> 02:03:29.407]  What do you disagree with us on, on Trump?
[02:03:30.316 --> 02:03:47.758]  What I disagree with you is that I don't believe you are doing the full extent of the fight against globalism if you continue to not acknowledge John B. Wells and Caravan to Midnight and his work
[02:03:49.483 --> 02:03:55.566]  On exposing the various aspects of what's happening in the geopolitical world.
[02:03:55.586 --> 02:03:57.067]  Ma'am, I appreciate your call.
[02:03:57.127 --> 02:03:59.689]  You know, I said we're taking calls on Trump.
[02:04:00.489 --> 02:04:02.471]  I've had John B. Wells on my show probably 10 times.
[02:04:02.511 --> 02:04:03.211]  He's a nice guy.
[02:04:03.231 --> 02:04:07.313]  I don't get involved in people and their fights with other folks, other radio hosts.
[02:04:07.934 --> 02:04:11.096]  I can barely cover the news and have my family in my life.
[02:04:11.656 --> 02:04:13.477]  I'm like in grown-up world here.
[02:04:14.057 --> 02:04:19.380]  Okay, so my show isn't high school where it's about this host or that host or personalities.
[02:04:19.880 --> 02:04:22.141]  It's about trying to stop World War III.
[02:04:22.161 --> 02:04:24.082]  Joel Skousen, and we'll take more calls after he's gone.
[02:04:24.302 --> 02:04:25.803]  Got about 30 seconds, closing comment.
[02:04:25.843 --> 02:04:26.463]  Thanks for joining us.
[02:04:27.401 --> 02:04:29.663]  Well, I want to just say that I'm a big fan of John Wells.
[02:04:29.703 --> 02:04:30.944]  He's had me on several times.
[02:04:30.984 --> 02:04:32.286]  We've talked about globalism.
[02:04:32.326 --> 02:04:42.755]  He's very much in favor of stopping the globalist agenda, so I don't see how, you know, the caller can make a statement that you or I are opposing or not supporting John B. Wells.
[02:04:42.796 --> 02:04:43.836]  I think he does a great job.
[02:04:44.597 --> 02:04:54.023]  I think you do a great job too, Alex, and I can tell you that from listening to your show as we came on today, I think you've got the right idea about Trump.
[02:04:54.684 --> 02:04:55.965]  You've got the balanced approach.
[02:04:56.025 --> 02:04:59.647]  He is going to stop the globalist agenda to a certain extent.
[02:04:59.927 --> 02:05:02.809]  He's not totally reliable, but he's not a controlled candidate.
[02:05:03.149 --> 02:05:04.290]  And he listens to the people.
[02:05:04.330 --> 02:05:05.311]  I've seen him change.
[02:05:05.371 --> 02:05:05.931]  Thank you, Joel.
[02:05:06.151 --> 02:05:06.591]  Great interview.
[02:05:06.611 --> 02:05:06.932]  We'll be back.
[02:05:08.889 --> 02:05:11.311]  Joe Biggs here with Infowars.com.
[02:05:11.471 --> 02:05:12.511]  Picking a fight.
[02:05:12.712 --> 02:05:19.576]  Obama taps DC judge for Supreme Court slot, defies GOP vow to block.
[02:05:19.896 --> 02:05:23.839]  President Obama named federal appeals judge Merrick Garland on Wednesday.
[02:05:24.199 --> 02:05:27.582]  As his pick to succeed Antonin Scalia on the U.S.
[02:05:27.722 --> 02:05:33.126]  Supreme Court, setting up a showdown with Republicans who have vowed to block the choice.
[02:05:33.466 --> 02:05:38.930]  It's not a responsibility, I take lightly, Obama said, of his choice during a Rose Garden ceremony.
[02:05:39.310 --> 02:05:51.219]  Senator Mike Lee of Utah, a member of the Senate Judiciary Committee, told Fox News minutes before the announcement that neither he nor his colleagues would support the nomination or allow it to go forward.
[02:05:51.479 --> 02:06:01.144]  Now with the death of Antonin Scalia, we might also have the final kill to the Second Amendment because Mayor Garland has extremely liberal views on gun rights.
[02:06:01.444 --> 02:06:05.145]  Obama is bringing in someone to finally finish it off.
[02:06:05.346 --> 02:06:07.447]  Stay tuned for more reports at InfoWars.com.
[02:06:07.547 --> 02:06:08.067]  I'm Joe Biggs.
[02:06:10.029 --> 02:06:13.431]  Thousands of years ago, there was a basic form of chivalry.
[02:06:13.792 --> 02:06:20.936]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[02:06:21.537 --> 02:06:29.882]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[02:06:30.143 --> 02:06:39.729]  But in the 21st century, there are silent weapons for quiet war, pathogens added to the food and water, to the lining of plastics that destroy our vitality.
[02:06:40.149 --> 02:06:43.991]  Turn off our hormones and accelerate our journey towards death.
[02:06:44.392 --> 02:06:47.493]  I personally counter this onslaught with AnthroPlex.
[02:06:47.813 --> 02:06:58.900]  AnthroPlex is designed with known organic concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[02:06:58.940 --> 02:07:01.621]  Discover why AnthroPlex is turning so many heads today.
[02:07:01.841 --> 02:07:07.825]  It's time for us to take our bodies back into our own hands and it starts at InfoWarsLife.com with AnthroPlex.
[02:07:08.485 --> 02:07:10.426]  Rainforest, it's completely different.
[02:07:10.526 --> 02:07:11.547]  Try a bottle of it.
[02:07:11.747 --> 02:07:13.188]  Rob Dew joins us.
[02:07:13.328 --> 02:07:16.169]  You worked, I guess, like 20 plus hours.
[02:07:16.450 --> 02:07:17.490]  Tell us what Rainforest did.
[02:07:17.530 --> 02:07:18.471]  I've been working all day.
[02:07:18.491 --> 02:07:20.852]  I took a couple hours off coaching basketball.
[02:07:20.992 --> 02:07:21.993]  I get in here at 830.
[02:07:22.413 --> 02:07:24.034]  I was kind of run down.
[02:07:24.314 --> 02:07:26.035]  You know, I just didn't feel like I was gonna make it.
[02:07:26.255 --> 02:07:28.096]  And I really wanted to do a good job on the interview.
[02:07:28.116 --> 02:07:29.937]  I got my bottle of Brain Force right there.
[02:07:29.977 --> 02:07:30.738]  I popped two of them.
