[00:00:20.390 --> 00:00:21.913]  Welcome to InfoWars Nightly News.
[00:50:26.505 --> 00:50:31.910]  So first rule, power is not only what you have, but what the enemy thinks you have.
[00:50:32.571 --> 00:50:37.472]  Yeah, and it also goes on, it says, power is derived from two main sources, money and people.
[00:50:37.852 --> 00:50:41.433]  Have-nots must build power from flesh and blood.
[00:50:41.854 --> 00:50:53.837]  And I think that this can be illustrated in the sense where what we're seeing here is, it's well known now that George Soros and the Democratic Initiative is to fund these protests.
[00:50:53.857 --> 00:50:57.418]  They're bringing in hundreds of millions of dollars to fund this stuff.
[00:50:58.198 --> 00:50:59.519]  And now we're seeing it in the streets.
[00:50:59.839 --> 00:51:01.019]  People are getting bussed in.
[00:51:01.419 --> 00:51:18.427]  So what you have here is the power being derived from the people that have the money, and then the have-nots, which are the people that don't have the money, are the ones that are the flesh and blood out on the streets actually fighting for the people who have the money and the power's cause.
[00:51:18.747 --> 00:51:20.988]  So that's what you're seeing here with rule number one.
[00:51:21.228 --> 00:51:23.749]  And like you said, Leanne, these are tactics that have been
[00:51:24.329 --> 00:51:25.130]  We're good to go.
[00:51:48.933 --> 00:51:49.373]  We're good to go.
[00:52:19.033 --> 00:52:19.233]  Right.
[00:52:19.273 --> 00:52:20.153]  Because they can't.
[00:52:20.173 --> 00:52:20.934]  Outside of their influence.
[00:52:20.954 --> 00:52:21.974]  They actually cannot.
[00:52:22.014 --> 00:52:27.596]  I don't know if you guys saw this video really quickly, but they were struggling to even come up with one reason why they disliked Trump.
[00:52:27.636 --> 00:52:28.836]  It was like they couldn't do it.
[00:52:28.856 --> 00:52:29.676]  It was embarrassing.
[00:52:29.696 --> 00:52:30.877]  Or at least an original thought.
[00:52:30.917 --> 00:52:32.137]  Something that wasn't just hearsay.
[00:52:32.337 --> 00:52:33.818]  Well, what did he say that was racist?
[00:52:34.098 --> 00:52:35.238]  I don't know, but it doesn't matter.
[00:52:35.298 --> 00:52:36.718]  He's just a racist, sexist, homophobe.
[00:52:36.738 --> 00:52:37.979]  So those are perfect examples.
[00:52:38.519 --> 00:52:39.699]  Okay, so three.
[00:52:39.980 --> 00:52:43.661]  Whenever possible, go outside of the experience of the enemy.
[00:52:43.741 --> 00:52:48.403]  So this is, you know, something like the enemy would be forced to address irrelevant issues.
[00:52:48.583 --> 00:52:56.666]  Perfect example is when they came after Trump about the bathroom bill, but then they couldn't roll with that one because he didn't give them the answer that they were expecting.
[00:52:56.706 --> 00:52:57.346]  He was like, I don't care.
[00:52:57.406 --> 00:52:58.826]  Caitlyn Jenner can use my bathroom, whatever.
[00:52:59.186 --> 00:53:01.987]  So there they kind of, that story died dead in the water.
[00:53:02.048 --> 00:53:05.589]  No one remembers Trump wants Caitlyn Jenner to use his bathroom, whatever.
[00:53:06.289 --> 00:53:07.110]  Okay, so number four.
[00:53:07.430 --> 00:53:10.572]  Make the enemy live up to their own set of rules.
[00:53:11.052 --> 00:53:17.657]  So if the rule is that every letter gets a reply, you make them write 30,000 reply letters and basically you swamp their resources.
[00:53:17.717 --> 00:53:22.480]  Their credibility is at stake here and we've seen this tactic used a lot against Christians.
[00:53:22.520 --> 00:53:25.322]  So they'll say, well Jesus wouldn't do that.
[00:53:25.402 --> 00:53:26.243]  What would Jesus do?
[00:53:26.283 --> 00:53:31.146]  And so you kind of put them to where they have to explain their actions based on their own rule book.
[00:53:32.147 --> 00:53:32.827]  Five, I know
[00:53:34.048 --> 00:53:36.229]  Margaret, you said we could all kind of talk for hours about this.
[00:53:36.269 --> 00:53:36.529]  Right.
[00:53:36.849 --> 00:53:42.091]  Ridicule is man's most potent weapon and we've been seeing this again and again for the last year and a half.
[00:53:42.211 --> 00:53:44.632]  Constant ridicule of both Trump and his supporters.
[00:53:44.692 --> 00:53:45.372]  It's unbelievable.
[00:53:45.432 --> 00:53:47.773]  So you womanizer, you racist.
[00:53:47.853 --> 00:53:49.374]  It's over and over and over.
[00:53:49.434 --> 00:53:53.495]  And they've done such a successful job of beating this into their SJW warriors.
[00:53:53.735 --> 00:53:56.616]  And, you know, that brainwashing tactic of ridicule.
[00:53:56.677 --> 00:53:57.937]  Ridicule's been really powerful.
[00:53:57.957 --> 00:54:01.218]  You know, this is something innately we understand as humans from the time we're three years old.
[00:54:01.838 --> 00:54:02.799]  We learn it on the playground.
[00:54:03.759 --> 00:54:08.141]  You never see that evolve because ridicule in its most basic form is very preschool-like.
[00:54:08.221 --> 00:54:12.763]  So they're taking a preschool tactic and it's not even developed as an adult.
[00:54:12.863 --> 00:54:14.743]  You just keep going with the ridicule.
[00:54:14.763 --> 00:54:17.645]  And they appear very childish too.
[00:54:17.665 --> 00:54:22.126]  We also have a video up right now about all the people who were laughing at Trump saying, you're never going to be President.
[00:54:22.186 --> 00:54:27.568]  Obama going out on the talk shows or the comedy shows and saying, you know, you're not going to be President.
[00:54:27.608 --> 00:54:29.149]  Everyone laughs uproariously.
[00:54:29.249 --> 00:54:30.992]  Oliver, I dare you, Donald.
[00:54:31.212 --> 00:54:32.794]  I dare you to run for president.
[00:54:32.874 --> 00:54:33.515]  I dare you.
[00:54:33.535 --> 00:54:35.398]  Be careful what you wish for.
[00:54:35.438 --> 00:54:43.429]  Hillary Clinton coming out and making a big joke of Trump's remarks at the debate, how he wasn't sure he would have to see if he would agree to the peaceful transition of power.
[00:54:43.490 --> 00:54:44.431]  And now look at them.
[00:54:44.651 --> 00:54:58.637]  Not only that, but we have an article, it's from the New York Times, where literally Stephen Bannon said they've already won the election, he's already been appointed the chief strategist, he's the chief swamp drainer on his Twitter, and yet the only thing they can come up with is racist white supremacist.
[00:54:58.677 --> 00:55:00.018]  That's literally the title.
[00:55:00.058 --> 00:55:00.838]  And it's getting old.
[00:55:00.959 --> 00:55:01.639]  It's getting old.
[00:55:02.119 --> 00:55:04.964]  So and then that kind of goes on to the next one.
[00:55:04.984 --> 00:55:08.049]  A good tactic is one that your people enjoy.
[00:55:08.089 --> 00:55:13.477]  You don't want to get people bored with this protesting, you know, yelling, trolling, breaking stuff.
[00:55:13.518 --> 00:55:14.519]  Everybody loves that.
[00:55:15.131 --> 00:55:17.553]  Well, so, and here's what you got.
[00:55:17.613 --> 00:55:29.020]  So you gotta pay for the people, you know, to perhaps travel to a different city or, you know, go out of their way to be a part of the larger protests, right, where they have the numbers.
[00:55:29.080 --> 00:55:32.843]  But the point here is to get them doing something they enjoy.
[00:55:33.243 --> 00:55:37.686]  They don't have to pay these high school students to go out and beat up Trump supporters.
[00:55:37.706 --> 00:55:39.807]  They genuinely like doing that.
[00:55:39.827 --> 00:55:40.847]  They wanted to beat someone up.
[00:55:41.188 --> 00:55:45.090]  Now they think there's a political point behind it and they're justified by the mainstream news and Obama.
[00:55:45.110 --> 00:55:45.870]  They go out and do it.
[00:55:46.210 --> 00:55:49.352]  Homes vandalized with anti-Trump messages.
[00:55:49.472 --> 00:55:56.776]  Again, for whatever reason, you can get to the psychology of this, but nobody had to pay them to go vandalize these homes.
[00:55:57.076 --> 00:55:59.598]  Nobody probably asked them to go vandalize these homes.
[00:56:00.018 --> 00:56:05.062]  They felt that, you know, obviously Trump, I mean, he's the biggest racist ever, he's a bigot, so they have to do something about it.
[00:56:05.102 --> 00:56:05.702]  So what did they do?
[00:56:05.962 --> 00:56:07.143]  They did something they enjoyed.
[00:56:07.183 --> 00:56:08.844]  They enjoy going out and vandalizing.
[00:56:09.024 --> 00:56:10.966]  They enjoy going out and destroying property.
[00:56:11.266 --> 00:56:12.427]  That's their psychology.
[00:56:12.467 --> 00:56:16.930]  So, of course, these are the people that the Democrats have catered to, and we know that this is going on.
[00:56:17.130 --> 00:56:19.432]  Right, and then so that kind of ties into the next one.
[00:56:20.212 --> 00:56:23.634]  A tactic that drags on too long becomes a drag.
[00:56:23.714 --> 00:56:31.259]  So you don't want to... Occupy Movement, perfect example of this, they were out there for such a long time that it kind of lost its intensity.
[00:56:32.160 --> 00:56:37.804]  Reusing the same argument again and again, or the same name-calling, racist, sexist, homophobic, it's losing its power.
[00:56:38.704 --> 00:56:39.484]  Uh, rule number eight.
[00:56:39.705 --> 00:56:40.605]  I'm sorry, Margaret, did you want to?
[00:56:40.645 --> 00:56:44.766]  No, no, no, I was just going to say back to the point of, uh, you enjoy it, do something that everyone enjoys.
[00:56:45.087 --> 00:56:48.628]  Well, of course you enjoy it as long as it's not your home, or unless it's not you getting the back kick.
[00:56:48.648 --> 00:56:48.748]  Right.
[00:56:48.768 --> 00:56:49.588]  It's not your city.
[00:56:49.648 --> 00:56:51.109]  It's selective enjoyment only.
[00:56:51.169 --> 00:56:53.330]  It's enjoyment for the bad guys, if you will.
[00:56:53.650 --> 00:56:54.730]  The innocent being preyed upon.
[00:56:54.770 --> 00:56:56.051]  That's not enjoyable for you at all.
[00:56:56.551 --> 00:56:58.393]  Let me just stress that.
[00:56:58.933 --> 00:57:04.158]  Rule number eight, keep the pressure on with different tactics and actions.
[00:57:04.398 --> 00:57:06.660]  Utilize all events of the period for your purpose.
[00:57:06.720 --> 00:57:11.665]  Of course, we can see at these protests, they've got all the movements all rolled into one.
[00:57:11.705 --> 00:57:14.747]  The Black Lives Matter, LGBT, feminism, Palestine.
[00:57:14.787 --> 00:57:16.789]  It's like all the present day things.
[00:57:16.849 --> 00:57:18.911]  We're all going to fight you all at once.
[00:57:19.171 --> 00:57:25.796]  And it's funded by the same people, which brings us back to rule number one, George Soros.
[00:57:25.857 --> 00:57:27.618]  Yes, Soros riots.
[00:57:28.499 --> 00:57:32.382]  Rule number nine, the threat is usually more terrifying than the thing itself.
[00:57:32.902 --> 00:57:34.724]  Okay, Trump is literally Hitler.
[00:57:34.824 --> 00:57:38.367]  He's going to gas all the disabled people and deport your families.
[00:57:39.387 --> 00:57:41.749]  So here, it's like simmer down.
[00:57:42.049 --> 00:57:44.151]  Obviously the thing itself is not that terrifying.
[00:57:44.391 --> 00:57:46.173]  Which is why they get justified to do it.
[00:57:46.724 --> 00:57:46.964]  Yeah.
[00:57:47.324 --> 00:57:48.305]  As if it's really that bad.
[00:57:48.325 --> 00:57:49.406]  Go ahead, Leigh-Anne.
[00:57:49.426 --> 00:57:49.786]  I'm sorry.
[00:57:49.806 --> 00:57:50.666]  I'm trying to speed through these.
[00:57:51.006 --> 00:57:51.287]  Ten.
[00:57:51.447 --> 00:57:54.168]  Maintain a constant pressure upon the opposition.
[00:57:54.609 --> 00:57:55.249]  Never let up.
[00:57:55.309 --> 00:57:59.411]  And, of course, we saw that they gave us zero time to celebrate this victory.
[00:57:59.451 --> 00:58:02.513]  They rolled out these protests across the nation like that.
[00:58:02.613 --> 00:58:04.674]  So constant pressure, never letting up.
[00:58:05.135 --> 00:58:05.495]  Eleven.
[00:58:05.615 --> 00:58:09.377]  If you push a negative hard enough, it will break through into the counterside.
[00:58:09.957 --> 00:58:10.658]  Perfect example.
[00:58:10.698 --> 00:58:13.980]  They were sending out agitprop protesters to the Trump rallies.
[00:58:14.680 --> 00:58:28.994]  Specifically targeting, as we learned through Project Veritas, specifically targeting people that they thought were mentally ill, that they knew they could rile up, so that they would get beat up and then they would run to the media and try to gain sympathy and say, see how awful Trump supporters are?
[00:58:29.734 --> 00:58:30.735]  Um, so there's that one.
[00:58:31.135 --> 00:58:34.277]  Twelve, the price of a successful attack is a constructive alternative.
[00:58:34.617 --> 00:58:36.498]  You know they're not doing these protests for nothing.
[00:58:36.818 --> 00:58:39.079]  They want to, they have the alternative.
[00:58:39.139 --> 00:58:41.221]  Their compromise is going to be a win.
[00:58:41.621 --> 00:58:45.543]  And then thirteen, pick the target, freeze it, personalize it, and polarize it.
[00:58:45.583 --> 00:58:47.104]  And this one has been the most damaging.
[00:58:47.124 --> 00:58:49.565]  They've really attacked Trump personally.
[00:58:49.645 --> 00:58:50.866]  He's racist, sexist, homophobic.
[00:58:50.886 --> 00:58:52.547]  Tried to ruin his brand entirely.
[00:58:53.067 --> 00:58:54.631]  We'll be talking more about this all week.
[00:58:54.751 --> 00:58:55.774]  Sorry our time is up.
[00:58:55.994 --> 00:58:59.602]  Thank you so much for watching the show tonight and we will see you here tomorrow, 7 p.m.
[00:58:59.683 --> 00:58:59.983]  Central.
[00:59:04.127 --> 00:59:09.932]  In the past decade, we have witnessed unparalleled scientific discoveries in the area of health.
[00:59:10.393 --> 00:59:20.121]  But no one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:59:20.442 --> 00:59:24.185]  DNA Force is one of the most expensive formulas to produce.
[00:59:24.746 --> 00:59:27.588]  Some of the ingredients in DNA Force are $12,000 a kilogram.
[00:59:29.770 --> 00:59:36.017]  We are using the coveted, patented, only American source of PQQ, CoQ10, and more.
[00:59:36.317 --> 00:59:38.620]  You want the best that's out there at the lowest price anywhere?
[00:59:39.261 --> 00:59:41.703]  Well, we're bringing you a total win-win.
[00:59:42.104 --> 00:59:47.610]  The ultimate value, cutting-edge, trailblazing game-changer that also supports the info war.
[00:59:48.030 --> 00:59:54.693]  We have produced a limited run of DNA Force and it will take up to 12 weeks to produce more once we sell out.
[00:59:55.053 --> 00:59:59.895]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
