[00:00:14.033 --> 00:00:16.294]  Wednesday, October 12, 2016.
[02:20:49.225 --> 02:20:49.485]  Right.
[02:20:49.505 --> 02:20:51.287]  Because this is powerful information, Danny.
[02:20:52.844 --> 02:20:55.385]  But look, she says she hadn't fallen down having convulsions.
[02:20:55.405 --> 02:20:56.246]  We catch it on tape.
[02:20:56.266 --> 02:20:57.766]  She says she didn't sell us out to the Chinese.
[02:20:57.786 --> 02:20:58.507]  It comes out in the WikiLeaks.
[02:20:58.687 --> 02:20:59.868]  She says she isn't running the media.
[02:20:59.888 --> 02:21:00.348]  It comes out.
[02:21:01.148 --> 02:21:02.409]  Obama says he doesn't want our guns.
[02:21:02.429 --> 02:21:03.189]  It comes out in the emails.
[02:21:03.229 --> 02:21:03.830]  He wants to ban them.
[02:21:03.870 --> 02:21:06.731]  I mean, it seems like stuff's turning against them right now.
[02:21:06.971 --> 02:21:07.291]  Right.
[02:21:07.591 --> 02:21:12.674]  She says she wanted to give the kids the best opportunities in this world.
[02:21:13.514 --> 02:21:18.477]  I'm one kid that they have turned their back on and deserve the best opportunities for my children.
[02:21:19.977 --> 02:21:27.881]  I was about to ask, I mean, because I just want to help all American children no matter what color they are, but black unemployment's basically doubled under Obama as if you just don't matter.
[02:21:27.901 --> 02:21:28.581]  Right.
[02:21:28.701 --> 02:21:32.583]  And then I see Hillary claiming how Trump's all this big racism and the rest of it.
[02:21:32.943 --> 02:21:37.706]  Separate from politics, though, I'd actually see you as an asset if I was them.
[02:21:37.746 --> 02:21:41.167]  I don't know why they didn't just admit all this and go with it later after they'd already been president.
[02:21:41.527 --> 02:21:41.988]  Exactly.
[02:21:42.068 --> 02:21:48.631]  I mean, if they had any brains that they have in this world, they would've, you know, step up.
[02:21:52.503 --> 02:22:04.398]  Danny, I can sit here and ask you a million questions, but, you know, you know, we talk about, I mean, you wrote this, I want to know what it was like to be in her presence.
[02:22:04.418 --> 02:22:07.301]  So I want to, I wanted to know what it was like.
[02:22:08.390 --> 02:22:11.672]  Well, I wanted to have the opportunities that Chelsea had.
[02:22:12.172 --> 02:22:13.373]  I wanted to... Yeah, because I'm reading this.
[02:22:13.393 --> 02:22:14.614]  You wrote this before you came on.
[02:22:14.654 --> 02:22:15.694]  I said, hey, give me some questions.
[02:22:15.714 --> 02:22:18.856]  All of this was written about me, I mean... These are so personal, though.
[02:22:18.876 --> 02:22:20.657]  I don't even know what they mean, because it's your thoughts.
[02:22:20.677 --> 02:22:25.039]  It's like, I wanted to know what it was like to be, you know, her parents.
[02:22:25.079 --> 02:22:27.161]  Explain these questions you wanted me to ask you.
[02:22:27.181 --> 02:22:27.541]  You go ahead.
[02:22:29.423 --> 02:22:31.624]  I mean, basically... This is from my heart.
[02:22:31.644 --> 02:22:37.945]  Right before you went live, I said, write out what it is, and to be honest, I get it so from your heart, it's like so personal, I don't know what it means.
[02:22:37.965 --> 02:22:47.847]  At the time, okay, I said about last year, at the time Hillary had a campaign at Philanders Mill College, which is a black-owned college in Little Rock, Arkansas.
[02:22:48.787 --> 02:22:53.228]  I'd never been in her presence, so at the time I wanted to know how did it feel to be in her presence.
[02:22:53.749 --> 02:22:55.149]  So we went to the campaign.
[02:22:56.360 --> 02:22:56.680]  Man, it's
[02:23:14.520 --> 02:23:15.000]  I don't
[02:23:33.638 --> 02:23:37.479]  It was hurtful and then, you know, as I left, you know, I tried to get a picture with her.
[02:23:37.999 --> 02:23:39.400]  They hurry up and got her out of there.
[02:23:39.840 --> 02:23:45.501]  So, like I said, it was hurtful as I left because I kept thinking about, like, you know, she know me.
[02:23:45.781 --> 02:23:48.282]  She knows about my story.
[02:23:48.302 --> 02:23:49.822]  She knows about me being her son.
[02:23:49.842 --> 02:23:54.703]  She's talking about family and being true to her family and there you are wanting this connection or discover.
[02:23:56.044 --> 02:23:56.264]  Wow.
[02:23:56.604 --> 02:23:57.044]  Exactly.
[02:23:57.784 --> 02:24:00.505]  And so, you know, and it hurt because she talked about
[02:24:01.556 --> 02:24:03.217]  Her family, her mother, you know.
[02:24:03.237 --> 02:24:04.597]  So I'm like, you know.
[02:24:05.938 --> 02:24:08.058]  Let's go through some more of these points you wanted to make.
[02:24:08.839 --> 02:24:09.519]  There's so many.
[02:24:09.859 --> 02:24:15.661]  I love the fact, because we didn't script this, knowing my father helped so many people in the world.
[02:24:17.273 --> 02:24:19.775]  I mean, I could differ with that, but this is how honest this all is.
[02:24:19.795 --> 02:24:20.796]  These questions.
[02:24:21.297 --> 02:24:23.879]  I mean, you're thinking he's this really great guy and you're wondering why this is happening.
[02:24:23.999 --> 02:24:26.661]  I mean, because I take trips to his library.
[02:24:26.701 --> 02:24:28.262]  I take my kids to his library.
[02:24:28.282 --> 02:24:30.264]  You know, I let them know, you know, this is your grandfather.
[02:24:30.284 --> 02:24:31.025]  Because that's in Little Rock.
[02:24:31.125 --> 02:24:31.485]  Right.
[02:24:32.186 --> 02:24:35.609]  And just all the pictures of, you know, him doing so much.
[02:24:36.513 --> 02:24:37.254]  He didn't help Haiti.
[02:24:37.294 --> 02:24:40.697]  He didn't help, you know, he didn't done so much for the world.
[02:24:40.757 --> 02:24:43.779]  It's just like, you know, what have he done for me?
[02:24:43.839 --> 02:24:45.360]  Why haven't he done nothing for me?
[02:24:45.380 --> 02:24:47.082]  I don't think he's helping him like he helps Haiti.
[02:24:47.342 --> 02:24:47.782]  Right.
[02:24:49.544 --> 02:24:50.885]  You know what he really did in Haiti?
[02:24:51.085 --> 02:24:52.687]  I don't want to talk about my dad here.
[02:24:53.027 --> 02:24:55.389]  This is surreal, folks, because he really wrote these.
[02:24:55.409 --> 02:24:56.790]  This is how much he loves his dad.
[02:24:57.371 --> 02:24:58.812]  This is our big scripted thing.
[02:24:58.872 --> 02:25:00.113]  How scripted we heard it before.
[02:25:00.193 --> 02:25:03.996]  I want to cry because I don't want to say stuff here with this man who I believe is Bill Clinton's son.
[02:25:05.677 --> 02:25:08.618]  I just, at this point, this is getting too real.
[02:25:08.698 --> 02:25:20.102]  I mean, Bill Clinton up there, you know, doing what he's doing, Obama attacking me, Hillary attacking me, and all I know is they're doing all this bad stuff and these people claim they've got a monopoly on being good, Danny.
[02:25:20.502 --> 02:25:22.043]  And I'm gonna tell you, Danny, they're not good people.
[02:25:22.243 --> 02:25:22.743]  No, they're not.
[02:25:22.763 --> 02:25:29.465]  And I gotta tell you, in between Hillary and Obama and Bill, I'm not saying this to make you feel good, Hillary is way worse than both of them.
[02:25:29.705 --> 02:25:29.965]  Right.
[02:25:30.926 --> 02:25:31.546]  I think so too.
[02:25:33.516 --> 02:25:35.337]  Like, she sit up and say, Black Lives Matter.
[02:25:35.377 --> 02:25:37.178]  I mean, I want to do my Black Lives Matter.
[02:25:38.800 --> 02:25:39.120]  Do it.
[02:25:39.580 --> 02:25:40.701]  Well, let me tell you something.
[02:25:41.201 --> 02:25:44.143]  I ever get some beautiful black lady pregnant, I'm going to take care of the kids I have with her.
[02:25:44.423 --> 02:25:45.044]  I love kids.
[02:25:45.684 --> 02:25:48.206]  I'm not sitting here on some high horse, but how the hell would he take care of his kids?
[02:25:48.506 --> 02:25:49.026]  I love kids.
[02:25:49.066 --> 02:25:50.007]  I'm raising mine.
[02:25:50.167 --> 02:25:51.888]  I help raise my little sisters and brothers.
[02:25:52.449 --> 02:25:53.309]  Had my first child at 16.
[02:25:53.409 --> 02:25:54.970]  I'm still raising my kids.
[02:25:55.010 --> 02:25:56.451]  Don't you have, like, what do you got, three kids?
[02:25:56.951 --> 02:25:57.932]  I got five kids.
[02:25:57.952 --> 02:25:58.893]  Wow, five kids.
[02:25:58.933 --> 02:25:59.973]  Three girls, two boys.
[02:26:00.674 --> 02:26:01.174]  Ages from 3 to 13.
[02:26:02.657 --> 02:26:03.437]  Aren't they entertaining?
[02:26:04.378 --> 02:26:05.619]  Definitely entertaining.
[02:26:05.899 --> 02:26:07.840]  I love all their personalities.
[02:26:08.240 --> 02:26:09.621]  I mean, it's amazing.
[02:26:09.661 --> 02:26:21.248]  I mean, for me to experience that and he didn't even get to experience it in my life, it's like, it's saddening because every day of my life, being in my kid's life, I think about what, why I didn't have this, you know?
[02:26:21.508 --> 02:26:23.089]  It just reflects back onto me.
[02:26:23.490 --> 02:26:23.870]  To me.
[02:26:24.450 --> 02:26:29.053]  All I gotta say is, I just love the fact that an hour before it came on, I said, I'm not going to ask you a prepared question.
[02:26:29.093 --> 02:26:30.254]  I said, write what you want to talk about.
[02:26:30.774 --> 02:26:36.310]  A lot of this is how you love your dad, and how you think he's done so much good, so why does he do it for you?
[02:26:36.531 --> 02:26:37.433]  I think he's amazing.
[02:26:37.513 --> 02:26:38.195]  I love to me.
[02:26:38.985 --> 02:26:41.386]  I mean, I'd love to meet Alito of the Free World.
[02:26:41.426 --> 02:26:44.867]  He was a leader of the Free World that done damn good about what he done.
[02:26:44.887 --> 02:26:46.208]  I want to tell the corporate media something.
[02:26:46.228 --> 02:26:47.088]  See, I don't do like you.
[02:26:47.148 --> 02:26:49.189]  I would have had all this pre-written stuff and pre-planned it.
[02:26:49.209 --> 02:26:50.909]  I mean, I got him here saying his dad's great.
[02:26:50.969 --> 02:26:52.510]  I mean, we're just covering what he thinks.
[02:26:53.390 --> 02:26:55.091]  Everybody in Arkansas knew about people.
[02:26:55.171 --> 02:26:55.851]  Well, point at me.
[02:26:55.891 --> 02:26:56.711]  That's powerful.
[02:26:57.071 --> 02:26:59.372]  Bill Clinton had a man deliver money.
[02:26:59.412 --> 02:27:00.052]  We've covered that.
[02:27:00.112 --> 02:27:01.113]  I've confirmed that happened.
[02:27:01.193 --> 02:27:01.713]  Right, correct.
[02:27:02.133 --> 02:27:06.015]  Your Aunt Lucille always asks you if I remember the time she toured the Governor's Mansion.
[02:27:06.055 --> 02:27:06.875]  We've talked about that.
[02:27:07.985 --> 02:27:11.787]  I gotta tell you, Danny, it's just so real to meet somebody from Arkansas, great folks up there.
[02:27:12.807 --> 02:27:14.868]  Now you say, I want to shake my father's hand.
[02:27:14.888 --> 02:27:15.648]  Let's talk about that.
[02:27:16.089 --> 02:27:17.009]  I love to shake his hand.
[02:27:17.089 --> 02:27:20.571]  I love, I would love to grab him and hug him one day.
[02:27:21.211 --> 02:27:24.972]  You know, and just experience that, you know, it's my father.
[02:27:25.012 --> 02:27:26.193]  I want to meet my father.
[02:27:27.353 --> 02:27:27.934]  I mean,
[02:27:29.235 --> 02:27:32.797]  My little brother's sister's daddy, he, time to time, he took care of us, you know.
[02:27:32.917 --> 02:27:33.977]  He did his best he could.
[02:27:33.997 --> 02:27:35.078]  He was a mechanic.
[02:27:35.118 --> 02:27:40.481]  He taught me how to do mechanic work, you know, but I wanted to meet my own father.
[02:27:40.541 --> 02:27:42.082]  I knew that he wasn't my father.
[02:27:42.602 --> 02:27:45.543]  Even, he never told me, but I knew that he wasn't my father.
[02:27:46.964 --> 02:27:47.985]  You see the difference.
[02:27:48.245 --> 02:27:49.846]  My little sisters and brothers, they are black.
[02:27:50.106 --> 02:27:53.928]  So you see the difference, and you know, and that's with me and my feelings in growing up.
[02:27:54.642 --> 02:27:55.783]  I'm like, I know this now.
[02:27:55.843 --> 02:27:58.384]  My mom black, my dad black, my little sisters and brothers black.
[02:27:58.424 --> 02:28:00.245]  I know this now, my real father.
[02:28:00.305 --> 02:28:03.066]  You know, I wanted to always know my father.
[02:28:03.206 --> 02:28:05.407]  And my mother, my mother's story never changed.
[02:28:05.487 --> 02:28:10.790]  And with her marrying Danny Williams, my stepfather, she still consists of Bill Clinton being my father.
[02:28:10.950 --> 02:28:11.750]  It never changed.
[02:28:11.930 --> 02:28:12.130]  Sure.
[02:28:12.170 --> 02:28:13.251]  Look, I mean, let's go back.
[02:28:13.291 --> 02:28:14.011]  This is important.
[02:28:15.012 --> 02:28:17.393]  The first time, when did she say Bill Clinton's her father?
[02:28:17.413 --> 02:28:21.435]  I mean, I had to been like ages ranging, ranging from
[02:28:22.678 --> 02:28:22.978]  I don't
[02:28:44.062 --> 02:28:49.886]  Good person that, you know, he was, but even though he wasn't there for us, she just thought highly of me.
[02:28:49.906 --> 02:28:51.707]  She was still looking up to him even though he did that.
[02:28:52.148 --> 02:28:55.970]  I mean, it ain't that she, it ain't that we hate.
[02:28:56.230 --> 02:28:57.371]  Well, it's not bad that she was there.
[02:28:57.391 --> 02:28:59.853]  Right, it ain't that we hate because we don't practice hate.
[02:28:59.873 --> 02:29:01.394]  We're trying to teach our kids better.
[02:29:01.774 --> 02:29:05.597]  So it ain't that we hate, it's that we need to know the truth.
[02:29:06.738 --> 02:29:07.878]  And we deserve the truth.
[02:29:09.419 --> 02:29:12.281]  And you deserve to not have your family reject you, Danny.
[02:29:12.682 --> 02:29:13.102]  Exactly.
[02:29:15.199 --> 02:29:20.483]  Well, I know Bill Clinton's scared of this, and Bill Clinton has gone a long way down the dark side, I can tell you that right now.
[02:29:21.504 --> 02:29:23.385]  I just think it's still time for him to reprieve himself.
[02:29:23.445 --> 02:29:25.827]  I think Bill Clinton still has somewhat of a soul left.
[02:29:26.248 --> 02:29:27.148]  I'll be honest about that.
[02:29:27.168 --> 02:29:28.229]  I don't think Hillary has one.
[02:29:29.210 --> 02:29:30.151]  And I'm honest about that.
[02:29:30.171 --> 02:29:31.352]  She does.
[02:29:31.412 --> 02:29:31.652]  Right.
[02:29:32.132 --> 02:29:33.333]  She's totally turned over to evil, my friend.
[02:29:33.353 --> 02:29:35.755]  We're going to come back and finish up with you with any other comments you want to make.
[02:29:36.255 --> 02:29:40.959]  We've got special reports and more we're going to air, but I tell you, this is more powerful than I even thought it would be, Danny Williams.
[02:29:41.680 --> 02:29:42.160]  Let's come back.
[02:29:42.200 --> 02:29:43.221]  Be sure to give out your Facebook.
[02:29:44.614 --> 02:29:48.077]  Notice there's a media blackout on this, a total ban, a censorship.
[02:29:48.897 --> 02:29:51.660]  It's a Drudge Report story from his sources.
[02:29:52.060 --> 02:29:53.821]  They are not allowed to talk about Danny Williams.
[02:29:54.182 --> 02:29:56.143]  We need to make sure his story gets out, listeners.
[02:29:56.424 --> 02:29:57.644]  Stay with us.
[02:29:58.885 --> 02:29:59.766]  We're on the march.
[02:30:00.287 --> 02:30:01.888]  The Empire's on the run.
[02:30:02.809 --> 02:30:05.491]  Alex Jones and the GCN Radio Network.
[02:30:10.217 --> 02:30:12.279]  Electrify your day with Secret 12.
[02:30:12.519 --> 02:30:13.860]  It's like lightning in a bottle!
[02:30:14.100 --> 02:30:17.623]  We all have days in which we just can't seem to perform at the level we'd like to.
[02:30:17.983 --> 02:30:25.729]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[02:30:25.930 --> 02:30:30.753]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[02:30:30.914 --> 02:30:36.378]  The reality is, it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[02:30:36.698 --> 02:30:44.240]  Secret 12 by InfoWarsLive is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[02:30:44.480 --> 02:30:48.921]  It pairs two forms of vitamin B12 into one explosive formula.
[02:30:49.201 --> 02:30:54.943]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes.
[02:30:55.063 --> 02:30:58.028]  But it also assists with many other functions of the body.
[02:30:58.228 --> 02:31:01.514]  Electrify your mind and body and take your health to the next level.
[02:31:01.794 --> 02:31:05.480]  Experience the power of Secret 12 at InfoWarsLife.com.
[02:31:05.680 --> 02:31:07.664]  That's InfoWarsLife.com.
[02:31:09.528 --> 02:31:18.541]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[02:31:18.621 --> 02:31:26.732]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:31:27.032 --> 02:31:31.718]  We have now managed to secure the sought-after beans in a highly customized blend.
[02:31:31.898 --> 02:31:38.607]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at InfoWarsLife.com.
[02:31:38.687 --> 02:31:45.756]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[02:31:45.856 --> 02:31:47.657]  Hands down, this is my favorite coffee.
[02:31:47.757 --> 02:31:52.719]  And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[02:31:52.879 --> 02:31:57.241]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[02:31:57.361 --> 02:32:00.622]  Available in original or with our immune support infusion blend.
[02:32:00.762 --> 02:32:06.885]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[02:32:07.045 --> 02:32:08.966]  Available at Infowarslife.com.
[02:32:09.366 --> 02:32:14.329]  There's an unprecedented crackdown underway against Christians worshipping in secret in Iran.
[02:32:14.509 --> 02:32:19.633]  Iranian police enter family parties and weddings in an effort to find those who've turned their backs on Islam.
[02:32:19.913 --> 02:32:31.541]  Iranian Christian news source Mohabat News reports that a house raid on September 30th resulted in the arrest of five men who were taken to an unknown location and charged with evangelism, a crime that could mean death in Iran.
[02:32:31.581 --> 02:32:39.206]  In a 2016 report, the United States Commission on International Religious Freedom said that Christians and other minorities in Iran continue to experience severe
[02:32:39.326 --> 02:32:39.726]  We're good to go.
[02:33:10.356 --> 02:33:10.916]  We've got it.
[02:33:10.956 --> 02:33:17.400]  This transmission is coming to you.
[02:33:17.480 --> 02:33:19.581]  Waging war on corruption.
[02:33:21.862 --> 02:33:27.485]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[02:33:29.007 --> 02:33:32.271]  Russians are being told to immediately bring back children from abroad.
[02:33:32.912 --> 02:33:36.557]  Russia's done nuclear warfare attack drills with 40 million evacuating major cities.
[02:33:37.018 --> 02:33:43.927]  Russia, President Vladimir Putin is canceling diplomatic events in Paris and other things for nuclear war.
[02:33:44.708 --> 02:33:46.068]  I'm very calmly announcing that.
[02:33:46.108 --> 02:33:49.069]  These stories are on DrudgeReport.com, InfoWars.com.
[02:33:49.109 --> 02:33:50.029]  Here's Business Insider.
[02:33:50.449 --> 02:33:53.770]  Get ready for a severe fall in the stock market, HSBC says.
[02:33:54.390 --> 02:33:57.231]  So as gloom and doom as I could ever get, it's now happening.
[02:33:57.491 --> 02:34:04.333]  My biggest problem is everything we've warned of is now happening, so our credibility is uber ultra high.
[02:34:06.193 --> 02:34:07.394]  I wish this was not the case.
[02:34:07.534 --> 02:34:07.895]  It is.
[02:34:08.475 --> 02:34:10.857]  Again, we want to thank Drudge for carrying Danny Williams today.
[02:34:12.258 --> 02:34:16.082]  Anybody could probably ask better questions than I did, but it's surreal to be here going through all this.
[02:34:16.682 --> 02:34:18.904]  I've seen an order's blackout of Clinton's son.
[02:34:19.405 --> 02:34:21.727]  Danny's live interview, Hillary ignores him.
[02:34:22.147 --> 02:34:24.909]  Those stories are up on DrudgeReport.com.
[02:34:24.929 --> 02:34:26.571]  They're also up on Infowars.com.
[02:34:26.591 --> 02:34:28.332]  He leaves us here in about five minutes.
[02:34:28.352 --> 02:34:32.336]  I'm going to get into the huge Russia developments, the stock market developments, because while we're busy,
[02:34:33.851 --> 02:34:38.953]  Focusing on the Clintons, they're just the little globalist minions that have been put in to kind of be the front people.
[02:34:39.413 --> 02:34:41.314]  It's the power behind the throne we should be looking at.
[02:34:41.774 --> 02:34:44.855]  Which is why I hope Bill Clinton and Hillary rediscover their humanity.
[02:34:44.875 --> 02:34:50.658]  And I said, Danny, in closing, and I want to give you the floor, so you can just speak from the heart, what else do you want to say?
[02:34:50.698 --> 02:34:51.278]  You said, well...
[02:34:52.156 --> 02:34:54.438]  I just wish that Hillary would move out of the way.
[02:34:54.518 --> 02:35:08.448]  So, Danny, you've got four or five minutes, then we're going to obviously, after you have lunch, talk to you for the nightly news with any other little tidbits, but you're here, you've been told your whole life you're a Bill Clinton son, you have your presence, all this, they've been putting out fake DNA tests, all this is coming out.
[02:35:08.849 --> 02:35:10.690]  What do you want to say to, you were saying Hillary?
[02:35:11.050 --> 02:35:15.033]  Yes, I mean, I want to ask Hillary, please don't get in the way of this.
[02:35:16.034 --> 02:35:20.698]  And I would like to ask Clinton to please step up and take a DNA and give,
[02:35:21.883 --> 02:35:24.924]  Give me a DNA sample so we can put this all to rest.
[02:35:25.364 --> 02:35:26.585]  I mean, we know what's true.
[02:35:28.145 --> 02:35:29.966]  Just, you know, step up and face it.
[02:35:32.607 --> 02:35:39.430]  And I like to say, I like to ask CNN to back off on me speaking the truth about who I am.
[02:35:41.147 --> 02:35:44.670]  When I start, I will keep doing what I have to do to get my story out.
[02:35:44.810 --> 02:35:45.610]  Let me ask this question.
[02:35:45.630 --> 02:35:48.692]  This is bigger than politics because I've been honest with people.
[02:35:49.533 --> 02:35:56.638]  If Hillary gets in, unless she shuts down all free speech, which she can try, it's a gamble, we're going to get world famous, biggest thing in the world.
[02:35:57.078 --> 02:36:00.601]  Trump gets in, I'm tied to him, he won't be able to fix everything, I'll get blamed for that.
[02:36:00.621 --> 02:36:02.862]  We're going to be hurt by Trump being in.
[02:36:02.882 --> 02:36:06.285]  If I was Machiavellian, I'd go for Hillary, at least privately.
[02:36:06.625 --> 02:36:06.985]  I'm not.
[02:36:08.026 --> 02:36:08.987]  I really care about humanity.
[02:36:10.339 --> 02:36:10.979]  I do the right thing.
[02:36:10.999 --> 02:36:12.120]  I don't care where the chips fall.
[02:36:12.140 --> 02:36:12.721]  I do the right thing.
[02:36:12.741 --> 02:36:13.481]  That's how I operate.
[02:36:13.902 --> 02:36:15.923]  It's hard enough to tell the truth, much less make crap up.
[02:36:15.983 --> 02:36:16.844]  I mean, I'm just going to tell the truth.
[02:36:16.864 --> 02:36:17.204]  That's the thing.
[02:36:17.224 --> 02:36:17.824]  I know everybody knows it.
[02:36:17.984 --> 02:36:18.425]  Exactly.
[02:36:18.645 --> 02:36:22.047]  But would you?
[02:36:22.247 --> 02:36:31.234]  We didn't talk about this privately, but if the Clintons, nondisclosures, whatever, when you got there, met with them, not even monetary, but just admit he's your daddy, hug you.
[02:36:32.099 --> 02:36:33.680]  He'll take you on a vacation once a year.
[02:36:33.940 --> 02:36:34.720]  That's what you want.
[02:36:34.780 --> 02:36:35.821]  Imagine wanting to know your dad.
[02:36:36.321 --> 02:36:37.281]  Correct.
[02:36:37.321 --> 02:36:41.323]  So it's not, you told us probably, we were talking about probably, you said I don't want money, I just want to know he's my dad.
[02:36:41.623 --> 02:36:42.504]  I want him to acknowledge me.
[02:36:42.764 --> 02:36:44.044]  What is it you're looking for from Bill?
[02:36:44.084 --> 02:36:48.886]  You're not just here wanting a paycheck from some guy that gets... I'm not just here for a paycheck, I'm here for an acknowledgement.
[02:36:49.507 --> 02:36:53.128]  I want him to acknowledge me on who I am and that I am his son.
[02:36:53.148 --> 02:37:01.432]  I mean, I know, I know personally in my heart and believe in my heart that I am his son.
[02:37:02.406 --> 02:37:06.730]  I just want him to step up and, you know, step up to the plate.
[02:37:10.312 --> 02:37:12.574]  But like you said, Hillary, he did step up somewhat.
[02:37:13.175 --> 02:37:13.655]  Exactly.
[02:37:13.715 --> 02:37:15.336]  I felt he did step up somewhat.
[02:37:15.416 --> 02:37:18.579]  Other than that, we wouldn't receive the money we received, the gifts we received.
[02:37:19.099 --> 02:37:21.181]  So I felt that he wanted a part of my life.
[02:37:21.561 --> 02:37:25.445]  So that's the reason I'm here today to ask Hillary, please do not get in the way.
[02:37:25.465 --> 02:37:30.829]  And please, Mr. Clinton, step up to the plate.
[02:37:34.790 --> 02:37:39.132]  I don't want to prompt you, I haven't done that any, because I just feel people should say what they believe.
[02:37:39.152 --> 02:37:39.752]  Right.
[02:37:40.012 --> 02:37:41.353]  But you believe he's your dad.
[02:37:41.393 --> 02:37:42.633]  I mean, do you want to address him as your dad?
[02:37:43.394 --> 02:37:43.734]  Yes, sir.
[02:37:45.855 --> 02:37:48.716]  I'm Danny Williams, the son of Bill Clinton.
[02:37:49.676 --> 02:37:54.478]  I'm here today to get the truth out about me and who I am.
[02:37:56.019 --> 02:38:00.101]  Yes, I want to address you as my dad, and I want to know the truth.
[02:38:01.784 --> 02:38:04.986]  I want to get to the bottom of it and know the truth about you being my father.
[02:38:05.467 --> 02:38:09.890]  I want to know all about you, all about your family.
[02:38:12.351 --> 02:38:12.691]  Thank you.
[02:38:14.573 --> 02:38:17.034]  So you just want to be recognized by your family?
[02:38:17.595 --> 02:38:17.895]  Right.
[02:38:19.976 --> 02:38:20.817]  Very powerful, Danny.
[02:38:20.837 --> 02:38:23.559]  I believe you and I talked to the state troopers and others off record.
[02:38:24.522 --> 02:38:28.044]  And I hit a nerve with you, your family on, and a bunch of other things.
[02:38:28.064 --> 02:38:28.945]  I don't know what hit the nerve.
[02:38:28.965 --> 02:38:29.365]  Right.
[02:38:29.385 --> 02:38:31.266]  It was Waco, it was you, it was a bunch of stuff.
[02:38:31.306 --> 02:38:33.087]  I was going after the Clintons and they got pissed.
[02:38:33.368 --> 02:38:33.568]  Right.
[02:38:34.208 --> 02:38:36.029]  And they wouldn't do that if it wasn't real.
[02:38:36.249 --> 02:38:46.696]  I mean, hell, there's people all over the internet claiming I'm married to them and I raped them and I'm an Easter Bunny and I'm a devil worshiper and I'm a Vatican assassin and I work for Israel and I work for reptiles and I... It's not true!
[02:38:46.996 --> 02:38:48.577]  I'm not a space alien, so I don't care.
[02:38:48.597 --> 02:38:52.099]  But let me tell you, they get really upset when you get brought up.
[02:38:52.580 --> 02:38:52.800]  Right.
[02:38:54.147 --> 02:38:54.587]  They should.
[02:38:54.648 --> 02:38:55.729]  I mean, it's been nice.
[02:38:55.769 --> 02:38:59.392]  I went to bed hungry, balled up, starving.
[02:38:59.412 --> 02:39:04.477]  Because I had to make sure my baby brother and sister eat and went without eating.
[02:39:05.237 --> 02:39:06.138]  You know, they should.
[02:39:10.362 --> 02:39:12.484]  I mean... It's okay, go ahead and say it.
[02:39:12.524 --> 02:39:13.365]  Whatever else you want to add.
[02:39:13.945 --> 02:39:14.886]  I'm trying to keep from crying.
[02:39:14.926 --> 02:39:15.427]  It's okay.
[02:39:16.408 --> 02:39:17.248]  But yeah, they should.
[02:39:17.549 --> 02:39:18.850]  When did you think of the suicide?
[02:39:19.909 --> 02:39:32.876]  I mean I was in my teens and going through, you know, as far as house to house, clothes not clean, you know, on the streets just, you know, living the way bombs live, you know, and it just was hurtful.
[02:39:34.076 --> 02:39:37.798]  And then I just had to pull myself out of that, you know.
[02:39:37.918 --> 02:39:39.599]  I've been taking care of me and my kids.
[02:39:40.079 --> 02:39:41.240]  I'm not asking for money.
[02:39:41.360 --> 02:39:43.661]  I'm asking for a simple acknowledgement and a DNA.
[02:39:44.221 --> 02:39:44.602]  That's it.
[02:39:48.419 --> 02:39:51.842]  Bill Clinton can still redeem his humanity, but he has to do it before he dies.
[02:39:52.543 --> 02:39:53.683]  He looks pretty long on the tooth.
[02:39:54.164 --> 02:39:54.384]  Right.
[02:39:55.565 --> 02:39:58.267]  That's another one of the points you wanted me to ask you.
[02:39:58.347 --> 02:39:59.488]  Your dad doesn't look too good.
[02:39:59.508 --> 02:40:00.990]  You just want to meet him before he dies?
[02:40:01.030 --> 02:40:01.310]  Right.
[02:40:01.390 --> 02:40:02.531]  He does look unhealthy.
[02:40:03.332 --> 02:40:06.094]  And I does feel, you know, his time is winding down here.
[02:40:06.614 --> 02:40:07.575]  And I does want to meet him.
[02:40:07.635 --> 02:40:08.856]  I want my kids to know him.
[02:40:10.197 --> 02:40:11.578]  We want to know who our father is.
[02:40:11.779 --> 02:40:12.980]  I want to know who my father is.
[02:40:13.000 --> 02:40:14.461]  They want to know who their grandfather is.
