[00:00:24.070 --> 00:00:27.763]  You're listening to an InfoWars.com Frontline Report.
[00:47:42.671 --> 00:47:57.882]  In yesterday's installment of this three-part series, this is the second that you're watching right now and listening to on the radio across the country and the world, we got into the fact that this judge, this federal judge appointed by Obama, Gonzalo Curiel, is literally
[00:47:58.695 --> 00:48:00.938]  A Hispanic La Raza Grand Dragon.
[00:48:02.180 --> 00:48:03.241]  You know I hate the Klan.
[00:48:03.341 --> 00:48:05.704]  I hate ignorant gang-based, race-based groups.
[00:48:06.145 --> 00:48:13.494]  This guy heads up a whole fund with a lawyer's group that gets illegal alien scholarships.
[00:48:14.591 --> 00:48:16.412]  In the United States, but I don't even have a problem with that.
[00:48:17.052 --> 00:48:30.659]  It's that La Raza and Mecha are so incredibly racist, are race-based, and have this whole cosmology that's funded by big megabanks to divide and conquer this country, and to try to turn Hispanics into a bunch of racist, you know, anti-free market globalists.
[00:48:30.699 --> 00:48:33.721]  I mean, this is really, really dangerous, but it's part of the larger program.
[00:48:34.321 --> 00:48:41.627]  We broke down the fact that Trump University, with 98% approval rating of the students, is a totally fake scandal.
[00:48:42.467 --> 00:48:44.869]  And just on every front, Trump has been proven right.
[00:48:45.270 --> 00:48:47.351]  But now we're getting into something I'm really concerned about.
[00:48:48.272 --> 00:48:49.413]  Look, I know Trump's his own man.
[00:48:49.453 --> 00:48:50.313]  He lives in New York.
[00:48:50.794 --> 00:48:52.355]  A lot of Democrats there.
[00:48:52.415 --> 00:48:54.316]  One of his daughters is friends with Chelsea Fine.
[00:48:54.897 --> 00:48:55.898]  Most people are liberal in New York.
[00:48:55.918 --> 00:48:57.799]  If you're going to have friends, they're going to be liberal.
[00:48:57.819 --> 00:48:58.840]  Like 90%, I'd say, in Manhattan.
[00:48:59.060 --> 00:48:59.340]  Or maybe 80%.
[00:49:01.687 --> 00:49:02.968]  What's going on with the son-in-law?
[00:49:18.134 --> 00:49:22.916]  Folks in the family of the Trumps are working with Trump that somehow he's a shill.
[00:49:23.196 --> 00:49:30.900]  But that doesn't make sense when you realize that it's a family issue, correct me if I'm wrong, and the Democrats are panicking over Trump.
[00:49:31.160 --> 00:49:34.222]  Because if he was really a Republican Trojan horse, they'd be supporting him.
[00:49:34.302 --> 00:49:34.922]  Am I wrong?
[00:49:35.182 --> 00:49:35.642]  Am I right?
[00:49:35.662 --> 00:49:37.163]  You said you'd give us the real scoop.
[00:49:37.263 --> 00:49:37.923]  I know you will.
[00:49:38.263 --> 00:49:42.866]  I know you're not supposed to get into inside baseball with what you know about the family, but folks want to know.
[00:49:42.886 --> 00:49:43.346]  Please tell us.
[00:49:43.866 --> 00:49:50.309]  Sure, I've got to speak up for both Ivanka Trump and her husband Jared Kushner.
[00:49:50.770 --> 00:49:55.572]  I think that Ivanka Trump is the greatest single asset the Trump campaign has.
[00:49:55.692 --> 00:50:02.015]  We already know that they're going to try to depict Donald Trump as a misogynist, as somehow anti-woman.
[00:50:02.355 --> 00:50:07.138]  There is no better nor more effective spokeswoman to refute that.
[00:50:07.458 --> 00:50:08.759]  Than Ivanka Trump.
[00:50:08.919 --> 00:50:13.444]  She knows the opportunity her father has given women within the Trump Organization.
[00:50:13.924 --> 00:50:15.726]  She's gracious.
[00:50:15.946 --> 00:50:16.847]  She's articulate.
[00:50:17.187 --> 00:50:18.068]  She's attractive.
[00:50:18.428 --> 00:50:19.129]  She's chic.
[00:50:19.509 --> 00:50:20.230]  She's a mother.
[00:50:20.390 --> 00:50:21.431]  She runs a business.
[00:50:21.471 --> 00:50:22.852]  She's the perfect balance.
[00:50:23.172 --> 00:50:25.754]  And I think the single most effective... She's a goddess.
[00:50:26.315 --> 00:50:31.440]  And the fact that she's cordial with Chelsea Clinton is immaterial, in my opinion.
[00:50:32.140 --> 00:50:45.326]  Jared Kushner, who does come from a prominent Democratic family in New Jersey, has proved to be one of the most effective campaigners for, I think operatives, for the Trump campaign.
[00:50:45.986 --> 00:50:53.550]  He is, for a guy who has not been in politics his entire life, but who's been on the periphery of it because of his family's involvement,
[00:50:54.150 --> 00:50:54.911]  He's skilled.
[00:50:55.471 --> 00:50:56.232]  He's effective.
[00:50:56.432 --> 00:50:58.373]  He has excellent judgment.
[00:50:59.094 --> 00:51:12.824]  He has, both like his wife and every other member of the Trump family, because they are troopers, Eric, Donald Jr., Donald's nieces and nephews, their first allegiance is to Donald J. Trump and the Trump family.
[00:51:13.244 --> 00:51:20.970]  In some cases, they may have to sublimate their own personal politics, but there is nobody more effective, I think, within the Trump structure
[00:51:21.810 --> 00:51:22.771]  Then Jared Kushner.
[00:51:22.871 --> 00:51:23.812]  Well, I mean, it's common sense.
[00:51:23.912 --> 00:51:26.154]  Blood is thicker than politics, but let's go further.
[00:51:26.475 --> 00:51:28.116]  Proof is in the results, the pudding.
[00:51:28.416 --> 00:51:29.337]  Judge, the tree bites fruits.
[00:51:29.357 --> 00:51:30.238]  He's been doing a great job.
[00:51:30.498 --> 00:51:31.339]  That's all I care about.
[00:51:31.800 --> 00:51:34.162]  Yeah, so this whole issue is a phony issue.
[00:51:34.222 --> 00:51:36.584]  I think it is being raised by some.
[00:51:36.744 --> 00:51:37.245]  Believe me.
[00:51:37.325 --> 00:51:38.666]  It's the Democrats I've seen pushing it.
[00:51:38.806 --> 00:51:40.067]  Yes, there's no question.
[00:51:40.447 --> 00:51:47.331]  But look, Ivanka Trump and her husband Jared Kushner are among the two most effective assets of the campaign.
[00:51:47.431 --> 00:51:51.693]  She's a great spokeswoman and he's turned out to be a very skilled operative.
[00:51:51.793 --> 00:51:56.015]  Doesn't the left also hate it because they want to say Trump's anti-Israel, anti-Jewish?
[00:51:56.475 --> 00:52:00.357]  I mean, this just really pisses them off because it doesn't fit into their whole narrative.
[00:52:00.638 --> 00:52:03.259]  You know, just like one of his sons married to an Asian lady, they just don't like it.
[00:52:03.459 --> 00:52:09.523]  Well, what they really hate is the fact that Donald has three Jewish grandchildren.
[00:52:10.064 --> 00:52:15.928]  So who else could be a more forthright advocate for the people of Israel and the Jewish people?
[00:52:16.288 --> 00:52:24.074]  No, I think it drives the left crazy, but the attacks on Jared Kushner or on Ivanka are meritless.
[00:52:25.035 --> 00:52:29.378]  They are as dedicated to the election of Donald Trump than anyone in the country.
[00:52:29.938 --> 00:52:39.782]  Well, if you're married into a family and you're not supporting, you know, your father-in-law, who's like this huge phenomenon, and it could be George Washington Part II, what the hell?
[00:52:39.802 --> 00:52:41.242]  You have to have your head examined.
[00:52:41.462 --> 00:52:44.763]  And that's a no-brainer, that blood is thicker than politics.
[00:52:44.823 --> 00:52:51.186]  But I know for a fact that there are folks out there trying to plant negative stories with the Associated Press.
[00:52:51.906 --> 00:52:52.867]  I'm Jared Kushner.
[00:52:52.967 --> 00:53:01.773]  I can tell you from my own information, there is no one more effective, there is no one more dedicated to the election of Donald Trump than his son-in-law.
[00:53:01.873 --> 00:53:06.236]  He has turned out to be a very skilled... Sure, they're attacking us at a strong point.
[00:53:06.296 --> 00:53:07.517]  It's a strong card they're attacking.
[00:53:07.557 --> 00:53:09.978]  It's a major, major, major spade.
[00:53:10.679 --> 00:53:15.382]  Now, Major Ace, what is Trump's ace in the hole, though?
[00:53:16.904 --> 00:53:20.065]  In my opinion, his ace in the hole is the fact that he's fearless.
[00:53:20.605 --> 00:53:26.267]  That he's going to go after Hillary on the big three issues.
[00:53:26.547 --> 00:53:31.089]  One, her husband is a sexual predator in the Bill Cosby mold.
[00:53:32.109 --> 00:53:40.493]  Uh, and Hillary has been the person who has bullied, intimidated, and terrorized, builds victims into silence.
[00:53:40.553 --> 00:53:43.955]  So she's not an advocate for women, she is an abuser of women.
[00:53:44.335 --> 00:53:47.257]  Number two, her horrific record as Secretary of State.
[00:53:47.697 --> 00:53:49.898]  All we've done in the Middle East is to lose ground.
[00:53:50.038 --> 00:53:59.700]  All we have done under the Clinton-Obama foreign policy is to screw our friends and insert our enemies into positions of power across the region.
[00:53:59.940 --> 00:54:00.801]  That's not a mistake.
[00:54:00.861 --> 00:54:01.921]  That's not an accident.
[00:54:02.381 --> 00:54:03.441]  That's their policy.
[00:54:03.902 --> 00:54:09.923]  And as a part of that, of course, is Benghazi and the fact that she lied repeatedly about the deaths of four valiant Americans.
[00:54:10.443 --> 00:54:12.584]  And lastly, is the epic theft
[00:54:13.064 --> 00:54:17.368]  The corruption of the largest money laundering scheme in U.S.
[00:54:17.468 --> 00:54:18.489]  criminal history.
[00:54:18.909 --> 00:54:23.853]  That would be the Clinton Foundation and the related Clinton Global Initiative.
[00:54:23.893 --> 00:54:27.657]  We're taking money from dictators illegally to sell on our sovereignty.
[00:54:27.697 --> 00:54:29.158]  Missile Seekers, the Chinese isn't important.
[00:54:29.478 --> 00:54:33.622]  A couple of people said Trump University didn't help them because they're lazy asses in my view.
[00:54:34.082 --> 00:54:42.865]  Well, look, we both know that Donald Trump has been a proponent for the release of the 28 pages of the Congressional inquiry into the 9-11 attacks.
[00:54:42.885 --> 00:54:43.505]  Incredible courage.
[00:54:43.885 --> 00:54:48.986]  Now, Hillary Clinton just took $25 million into the Clinton Foundation from the Saudis.
[00:54:49.647 --> 00:54:53.708]  Does anybody in their right mind think that if she's elected president... $100 million from Gulf states?
[00:54:53.888 --> 00:54:55.788]  ...we will ever learn the truth about 9-11?
[00:54:56.028 --> 00:54:56.148]  Wow!
[00:54:58.936 --> 00:55:00.637]  We got three minutes here before we go to break.
[00:55:00.657 --> 00:55:01.957]  This is just amazing.
[00:55:03.478 --> 00:55:11.301]  In part three that we're going to air Monday, we're going to get to the biggest issue here, in my view, the VP scoop.
[00:55:11.341 --> 00:55:18.424]  Now look, I know personally you have not told me who you think is on Donald's shortlist.
[00:55:18.444 --> 00:55:25.126]  I know you've said, well, I've been a little bit involved, obviously, you know, looking at different angles because there's a big war room going on, but Trump decides.
[00:55:27.347 --> 00:55:37.810]  From my sources that are separate from you and just common sense and asking people around the office and seeing the zeitgeist and comments on my website and others, there's a name coming up over and over again.
[00:55:37.830 --> 00:55:42.772]  And when I brought this up, you kind of gasped and said, look, I'm not getting into this because this didn't come from me.
[00:55:42.832 --> 00:55:44.052]  But let's just be honest about the whole thing.
[00:55:44.072 --> 00:55:45.013]  You're totally honest.
[00:55:45.513 --> 00:55:48.494]  That's why they call you the biggest dirty trickster in history and all this crap.
[00:55:48.514 --> 00:55:49.814]  You don't do dirty tricks in my view.
[00:55:49.834 --> 00:55:52.035]  I mean, you just engage, you know.
[00:55:52.135 --> 00:55:53.875]  I know one when I see one, though, I'll tell you that.
[00:55:53.895 --> 00:55:55.476]  Well, this is a full contact sport.
[00:55:55.896 --> 00:55:56.376]  No question.
[00:55:56.396 --> 00:55:59.458]  So when they do stuff, you do it back.
[00:55:59.698 --> 00:56:00.738]  We haven't scripted this.
[00:56:00.818 --> 00:56:01.499]  I just don't know.
[00:56:01.919 --> 00:56:13.924]  You won't tell me, but then when I said I can read body language and I talked to some other folks and they said yeah, and then we saw what this certain senator has put out in the last week about how he would certainly consider it and be honored.
[00:56:14.565 --> 00:56:17.086]  So I just feel the zeitgeist, I've always had the zeitgeist.
[00:56:17.366 --> 00:56:19.107]  We're going to go to break and talk about this, but briefly.
[00:56:19.827 --> 00:56:23.433]  Infowars.com, PrisonPlanet.com, StoneZone.com.
[00:56:23.734 --> 00:56:26.798]  In 60 seconds, what is another tidbit you should want folks to know?
[00:56:27.711 --> 00:56:37.576]  Well, Alex, President Richard Nixon once said to me when looking for a vice presidential running mate, he said this at the time that just prior to George H.W.
[00:56:37.616 --> 00:56:45.640]  Bush choosing Dan Quayle, he said to me, look, don't look for someone who can help you, look for someone who will not hurt you.
[00:56:46.000 --> 00:56:56.645]  Now, that's ironic in view of his bad choices of both Sparrow Agnew and Henry Cabot Lodge, running mates who ended up, I think, either being of no value or hurting him.
[00:56:58.041 --> 00:57:01.843]  That said, Trump is playing this very close to the vest.
[00:57:02.064 --> 00:57:04.085]  I don't know who he's going to choose for Vice President.
[00:57:04.505 --> 00:57:05.986]  Corey Lewandowski doesn't know.
[00:57:06.006 --> 00:57:07.287]  He keeps saying he does, though.
[00:57:07.427 --> 00:57:08.808]  Paul Manafort doesn't know.
[00:57:09.528 --> 00:57:09.968]  You know what?
[00:57:10.349 --> 00:57:11.810]  Melania Trump doesn't know.
[00:57:12.010 --> 00:57:17.553]  The only person who knows is Donald Trump, and he will make this decision in his own sweet time.
[00:57:17.613 --> 00:57:24.878]  Now, he understands that's a giant news story, and that the place to say it, of course, will be at the convention to drive news coverage.
[00:57:25.598 --> 00:57:27.779]  I think he's got a personal short list.
[00:57:28.359 --> 00:57:33.302]  I think the short list includes people like Joni Ernst, the senator from Iowa.
[00:57:33.662 --> 00:57:34.282]  Hold on, hold on.
[00:57:34.542 --> 00:57:37.264]  This is all going to be in part three.
[00:57:37.284 --> 00:57:38.904]  It's going to air Monday.
[00:57:38.944 --> 00:57:40.305]  This is the Sunday transmission.
[00:57:40.705 --> 00:57:41.205]  Stay with us.
[00:57:41.445 --> 00:57:44.267]  Roger Stone and more info wars dot com.
[00:58:00.057 --> 00:58:01.439]  Clean, pure drinking water.
[00:58:01.719 --> 00:58:03.001]  You can't survive without it.
[00:58:03.202 --> 00:58:04.103]  But where do you get it?
[00:58:04.403 --> 00:58:10.171]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:58:10.392 --> 00:58:16.120]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:58:16.300 --> 00:58:33.184]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:58:33.544 --> 00:58:35.685]  Filter capacity up to 5,000 gallons.
[00:58:36.046 --> 00:58:37.246]  Stainless steel construction.
[00:58:37.507 --> 00:58:38.287]  Easy assembly.
[00:58:38.547 --> 00:58:39.188]  Low maintenance.
[00:58:39.468 --> 00:58:41.269]  Replacement filters are simple to install.
[00:58:41.549 --> 00:58:48.694]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[00:58:48.834 --> 00:58:53.857]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[00:58:54.017 --> 00:58:56.599]  Go to InfowarsStore.com or call 888-253-3139.
[00:59:00.905 --> 00:59:07.250]  I got so busy fighting the Globals for 15 years, I turned into a giant fat slob when I was an exercise fanatic before.
[00:59:07.630 --> 00:59:10.732]  Now in the last five years, I set out to try to get back in shape.
[00:59:11.153 --> 00:59:23.002]  And to help turbocharge that, I talked to top scientists and nutraceutical developers and said, I want something that blocks these estrogen mimickers, something that helps me get back to what a real male was like instead of this Globals bombardment.
[00:59:23.482 --> 00:59:26.363]  And we developed Super Male and Super Female Vitality.
[00:59:26.543 --> 00:59:27.383]  They're best sellers.
[00:59:27.603 --> 00:59:28.944]  They're loved across the industry.
[00:59:29.104 --> 00:59:29.724]  They're amazing.
[00:59:29.984 --> 00:59:34.366]  You owe it to yourself to get a bottle of Super Male Vitality today at InfoWarsTore.com.
[00:59:34.746 --> 00:59:37.807]  Folks, it's so amazing what Mother Nature gave us.
[00:59:38.087 --> 00:59:41.308]  You're crazy if you don't at least try a bottle of this, because you can't lose.
[00:59:41.528 --> 00:59:50.011]  You're fighting the info war and the fight for freedom worldwide, while at the same time getting a game-changing supplement at InfoWarsTore.com.
[00:59:50.151 --> 00:59:52.372]  Super Metal Vitality is now back in stock.
[00:59:52.592 --> 00:59:54.133]  It's been sold out for several months.
[00:59:54.353 --> 00:59:57.274]  That's available at MFOWarStore.com or by calling toll-free, 888-253-3139.
[00:59:57.294 --> 00:59:58.535]  You're listening to the Alex Jones Show!
[01:00:13.542 --> 01:00:19.570]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:20.171 --> 01:00:23.154]  It's Alex Jones and the GCN Radio Network.
[01:00:27.677 --> 01:00:30.079]  Welcome to the Alex Jones Show on this Sunday, June 5, 2016.
[01:00:31.060 --> 01:00:33.422]  I'm David Knight, live here in Austin.
[01:00:33.442 --> 01:00:36.104]  I'm going to be your host for the rest of this hour.
[01:00:36.144 --> 01:00:50.857]  And of course, you just heard Alex Jones talking to Roger Stone about the Trump University issues and the fact that the media is not paying any attention to the situation, exactly a parallel situation with Hillary Clinton.
[01:00:51.938 --> 01:00:53.139]  And we've seen this before.
[01:00:53.159 --> 01:01:03.048]  We saw this with the charitable donations coming after Donald Trump for the veterans donations and he held a press conference and said here are all the people that we have vetted.
[01:01:03.148 --> 01:01:04.089]  I paid to vet this.
[01:01:04.209 --> 01:01:05.350]  I gave 100% of the money.
[01:01:05.390 --> 01:01:06.731]  I didn't take anything for overhead.
[01:01:06.751 --> 01:01:11.676]  I even paid to vet the people and yet what they do is they focus on him having a confrontation
[01:01:12.376 --> 01:01:15.881]  With one of the journalists who still wants to challenge him on that issue.
[01:01:15.961 --> 01:01:17.603]  We got a lot to talk about this hour.
[01:01:18.084 --> 01:01:27.055]  And I'm going to talk about, I've got a couple of articles and a couple of updates about this back and forth regarding this judge who is a member of La Raza.
[01:01:27.075 --> 01:01:28.617]  Of course, the Washington Post says, no, no, no, no.
[01:01:29.278 --> 01:01:34.441]  That La Raza group has absolutely nothing to do with the other national La Raza group.
[01:01:34.481 --> 01:01:42.086]  And it's like, yeah, okay, I'm going to read to you when we come back, I'm going to read to you what Cesar Chavez said about La Raza.
[01:01:42.206 --> 01:01:44.587]  He didn't care for La Raza himself.
[01:01:44.607 --> 01:01:54.193]  And also we've got, even though we've got Newt Gingrich coming out and criticizing Donald Trump for bringing up the issue that he believes that this judge is biased against him.
[01:01:54.793 --> 01:01:55.633]  Former U.S.
[01:01:55.694 --> 01:02:01.736]  Attorney General Alberto Gonzalez says, no, he's got a legitimate concern here.
[01:02:01.796 --> 01:02:03.737]  And so we're going to talk about what he has to say.
[01:02:03.757 --> 01:02:07.939]  We're going to talk about what Cesar Chavez, the union organizer, said.
[01:02:07.959 --> 01:02:15.823]  So we've got people who are both Republicans, people who in the past have been union organizers, talking about La Raza.
[01:02:16.063 --> 01:02:17.124]  It's been around for a while.
[01:02:18.044 --> 01:02:19.985]  We're also going to talk about what's going on in Switzerland.
[01:02:20.326 --> 01:02:25.809]  You know, the Swiss just rejected Berninomics, otherwise known as socialism.
[01:02:25.989 --> 01:02:28.511]  And of course, that's what Hillary Clinton is running on as well.
[01:02:28.991 --> 01:02:36.576]  They just rejected a plan, and part of that was to guarantee $31,000 income to everybody in the country.
[01:02:36.596 --> 01:02:38.777]  Of course, that works out to about $16 an hour.
[01:02:39.338 --> 01:02:46.903]  The rationale for this was the idea that robots are going to be taking everybody's jobs, so how are we going to earn a living if the government doesn't
[01:02:47.443 --> 01:02:48.663]  Provide us with money.
[01:02:49.244 --> 01:02:51.864]  That's a lot happening in Switzerland.
[01:02:51.884 --> 01:03:01.848]  Of course, they had this bizarre demonic opening ceremony for the deepest, longest tunnel in the world that just opened up for a Swiss Railroad there.
[01:03:01.868 --> 01:03:04.529]  We're going to show you some clips of that if you're watching this broadcast.
[01:03:04.709 --> 01:03:05.509]  Truly bizarre.
[01:03:06.089 --> 01:03:13.737]  We're going to talk about the double standard that exists in not only free speech, but in terms of our government protecting us from force.
[01:03:13.937 --> 01:03:19.102]  Of course, that is abundantly clear, but there's some new articles that come out on that.
[01:03:19.463 --> 01:03:20.984]  We're going to talk about what's going on Brexit.
[01:03:21.445 --> 01:03:24.227]  The globalist elitists are starting to panic there.
[01:03:24.267 --> 01:03:28.272]  They're making incredibly ridiculous claims, and as a result,
[01:03:28.973 --> 01:03:33.738]  The Leave people have now taken the lead and I think it's the first time I've seen that happen.
[01:03:34.278 --> 01:03:36.540]  We're going to talk as well about this.
[01:03:36.600 --> 01:03:41.465]  I had a lot on my plate when I came in and then I got this from our news producer, Nico.
[01:03:42.475 --> 01:03:48.697]  Shows me an article from Salon says Donald Trump uses Alex Jones as an actual news source.
[01:03:49.117 --> 01:04:01.522]  We're going to tell you what story they came up with us and we're going to show you with this particular article why nobody uses Salon as a news source because it's just a hit-and-run piece.
[01:04:01.842 --> 01:04:04.263]  We're going to show you what Donald Trump was talking about.
[01:04:04.283 --> 01:04:11.766]  We're going to go over briefly where this has happened in the past and then finally we're going to talk about the outbreak
[01:04:12.867 --> 01:04:14.568]  That we're seeing of tuberculosis.
[01:04:14.588 --> 01:04:17.371]  You know, there are consequences to having an open border.
[01:04:17.391 --> 01:04:25.277]  There are economic consequences, there are health consequences, there are terrorism and crime consequences to having an open border where you don't vet anyone.
[01:04:25.297 --> 01:04:27.839]  We have multiple stories about what's going on.
[01:04:27.859 --> 01:04:31.903]  There's a story that's up on the Drudge Report about how Homeland Security
[01:04:32.683 --> 01:04:36.604]  Is escorting people in who are other than Mexican.
[01:04:36.644 --> 01:04:38.485]  That's the special nomenclature.
[01:04:38.505 --> 01:04:39.445]  They get special treatment.
[01:04:39.606 --> 01:04:50.149]  They get moved in because I guess if you're Mexican under the North American Union, you know, you just get, you don't get quite treated quite as well as people who are outside the North American Union.
[01:04:50.890 --> 01:04:54.411]  But we're going to talk about how tuberculosis is now being brought in.
[01:04:55.071 --> 01:04:59.416]  By the open borders of Barack Obama and, of course, Hillary Clinton.
[01:04:59.436 --> 01:05:02.219]  Maybe we can call Hillary Clinton Typhoid Hillary.
[01:05:02.259 --> 01:05:02.919]  We'll be right back.
[01:05:02.959 --> 01:05:03.340]  Stay with us.
[01:05:10.757 --> 01:05:19.760]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[01:05:19.840 --> 01:05:27.923]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:05:28.243 --> 01:05:32.945]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:05:33.105 --> 01:05:39.828]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:05:39.908 --> 01:05:46.990]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:05:47.090 --> 01:05:53.953]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:05:54.113 --> 01:05:58.458]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:05:58.578 --> 01:06:01.841]  Available in original or with our immune support infusion blend.
[01:06:01.982 --> 01:06:08.108]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:06:08.288 --> 01:06:09.950]  Available at Infowarslife.com
[01:06:17.537 --> 01:06:19.098]  The answer to 1984 is 1776.
[01:06:19.438 --> 01:06:25.782]  You're listening to the Alex Jones Show.
[01:06:26.123 --> 01:06:33.067]  Welcome back to the Alex Jones Show on this Sunday, June 5th, 2016.
[01:06:33.627 --> 01:06:34.648]  I'm David Knight, your host.
[01:06:35.228 --> 01:06:36.689]  We've got a lot of news to cover.
[01:06:36.729 --> 01:06:39.191]  Some really bizarre stuff coming out of Switzerland.
[01:06:39.211 --> 01:06:41.252]  Of course, they've rejected Bernienomics.
[01:06:41.312 --> 01:06:43.394]  I mentioned that at the end of the last segment.
[01:06:44.094 --> 01:06:44.895]  We're going to talk about
[01:06:45.575 --> 01:06:58.565]  What they have in terms of citizenship requirements, you won't believe it, but there's also this really incredibly bizarre satanic ceremony that they had to open up a railroad tunnel that happened on June 1st, 2016.
[01:06:59.225 --> 01:07:03.108]  You know, the Satanists put a lot of stock in 666.
[01:07:06.082 --> 01:07:09.923]  The article is up on the Drudge Report about how Satanists in L.A.
[01:07:10.043 --> 01:07:14.624]  are going to stake out a big pentagram, and they're going to do it on June 6, 2016.
[01:07:15.564 --> 01:07:17.125]  6-6-16.
[01:07:17.785 --> 01:07:20.345]  Well, it kind of did the same thing in Switzerland as well.
[01:07:20.405 --> 01:07:22.966]  So we're going to get into some Swiss news, interestingly enough.
[01:07:23.086 --> 01:07:31.508]  Also some Brexit news, because that really closely parallels what's going on in this country in terms of nationalism versus globalism.
[01:07:32.188 --> 01:07:41.873]  I want to put a bookend on what Alex and Roger Stone were talking about with the Hispanic judge who was presiding over this Trump University case.
[01:07:43.234 --> 01:07:49.457]  I mean, the very fact that this guy would dump all this information out, all this correspondence at the beginning of the trial for the media.
[01:07:50.057 --> 01:07:53.920]  That tells you a little bit about his bias, even if you didn't know that he was a member of La Raza.
[01:07:54.040 --> 01:07:58.464]  So the question is, is La Raza an Hispanic Ku Klux Klan?
[01:07:58.964 --> 01:07:59.564]  I believe it is.
[01:07:59.584 --> 01:08:00.325]  And you know what?
[01:08:00.885 --> 01:08:02.306]  So did Cesar Chavez.
[01:08:02.927 --> 01:08:05.849]  He believed it was an Hispanic Ku Klux Klan.
[01:08:05.869 --> 01:08:07.150]  I'm going to read you some quotes about that.
[01:08:07.530 --> 01:08:11.514]  We've got Salon attacking Alex Jones and Donald Trump again.
[01:08:11.554 --> 01:08:13.975]  You know, using Alex Jones to attack Donald Trump.
[01:08:13.995 --> 01:08:15.957]  We're going to give you the breakdown on that.
[01:08:16.017 --> 01:08:19.420]  Before we get into the news, however, I want to let you know about our new
[01:08:20.200 --> 01:08:24.322]  Product that we have in an introductory special that is Alexa Pure Breeze.
[01:08:25.402 --> 01:08:34.646]  This is a way to purify the air in your home because one of the things that we talked to for a long time about how essential it is to purify your drinking water.
[01:08:34.666 --> 01:08:37.907]  You have to have water on a continuing basis, right?
[01:08:37.927 --> 01:08:39.348]  You have to have water.
[01:08:39.568 --> 01:08:41.809]  You can't go as long without water as you can go without food.
[01:08:41.829 --> 01:08:46.610]  And you can't, of course, go as long without air as you can with water.
[01:08:46.630 --> 01:08:47.651]  So you want to make sure that
[01:08:48.231 --> 01:08:56.415]  Your household air is clean and of course in any house most of our houses are locked up very tightly in order to save money for heating or cooling.
[01:08:56.896 --> 01:09:02.679]  That means that if we have any chemicals to get in our house that stays there unless you do something to get it out.
[01:09:03.039 --> 01:09:04.680]  So you can pollute your own home
[01:09:05.300 --> 01:09:06.781]  Or you can clean your own home.
[01:09:06.841 --> 01:09:13.424]  So we have a special right now, 25% off, an incredible introductory sale for Alexa Pure Breeze.
[01:09:13.484 --> 01:09:15.385]  Now this is easy to clean and maintain.
[01:09:15.666 --> 01:09:17.807]  It has a silent mode at 16 decibels.
[01:09:17.887 --> 01:09:20.948]  It's quieter even than a whisper, which is rated at 30 decibels.
[01:09:21.249 --> 01:09:23.550]  It's perfect for rooms up to 800 square feet.
[01:09:23.570 --> 01:09:26.011]  It's a four-stage purification process.
[01:09:26.311 --> 01:09:28.012]  Gives you superior air quality.
[01:09:28.072 --> 01:09:31.134]  And the final byproduct is clean water.
[01:09:31.474 --> 01:09:32.295]  Not ozone.
[01:09:32.375 --> 01:09:35.357]  So check that out at InfoWarsStore.com.
[01:09:35.377 --> 01:09:41.242]  That's the Alexa Pure Breeze, our new product with a 25% discount for the introductory sale.
[01:09:42.263 --> 01:09:53.132]  Before I go to this other news, as I said, let me put bookends on what Alex and Roger were talking about in terms of Trump saying that this judge who has a Mexican heritage
[01:09:54.432 --> 01:09:55.413]  is biased against him.
[01:09:55.693 --> 01:09:59.035]  And it isn't because he simply has an Hispanic heritage.
[01:09:59.356 --> 01:10:01.697]  It's because of his connections with La Raza.
[01:10:01.717 --> 01:10:05.580]  I want to read you what Cesar Chavez said about La Raza.
[01:10:05.640 --> 01:10:08.803]  He said, I hear more and more Mexicans talking about La Raza.
[01:10:09.403 --> 01:10:10.564]  To build up their pride.
[01:10:10.964 --> 01:10:18.511]  Well, some people don't look at it as racism, but when you say La Raza, you are saying an anti-gringo thing, and it won't stop there.
