[00:00:00.000 --> 00:00:19.000]  [Outro Music]
[00:57:05.057 --> 00:57:13.204]  Just like Pfizer and Bill Gates and Trudeau and all of them are saying this week, last week, love!
[00:57:15.206 --> 00:57:18.529]  Take the Pfizer shots and don't question side effects.
[00:57:18.969 --> 00:57:20.750]  Be tough and do it for love.
[00:57:21.331 --> 00:57:22.252]  What, love of money?
[00:57:22.572 --> 00:57:23.633]  Love of depopulation?
[00:57:23.933 --> 00:57:24.714]  Love of power?
[00:57:24.794 --> 00:57:25.394]  Love of death?
[00:57:27.256 --> 00:57:29.498]  As Christ said, all those that hate me love death.
[00:57:33.081 --> 00:57:34.862]  So we got that big backdrop there.
[00:57:34.902 --> 00:57:35.863]  Just remember that.
[00:57:36.643 --> 00:57:39.365]  And then let's add this one thing to it.
[00:57:43.088 --> 00:57:50.252]  Because there are at least a dozen Manhattan Project level operations that are on record going on.
[00:57:50.613 --> 00:57:56.757]  Human animal cloning projects, secret space programs, human cyborg programs.
[00:57:59.158 --> 00:58:01.158]  The list goes on and on.
[00:58:01.158 --> 00:58:10.058]  But what's the big one that's hiding in plain view?
[00:58:10.058 --> 00:58:20.058]  [BLANK_AUDIO]
[00:58:11.659 --> 00:58:12.339]  What's the big one?
[00:58:17.021 --> 00:58:20.502]  It's geoengineering.
[00:58:20.622 --> 00:58:40.307]   In 1992, a group of scientists won a Nobel Prize for a plan to spray aluminum dioxide and barium salts and also radioactive isotopes, because they form really big Nuclei form clouds into the atmosphere at 30 to 35,000 feet to form a shield to block solar radiation to stop global warming.
[00:58:40.608 --> 00:58:45.310]  Really, it's just an excuse and a cover for weather modification and geoengineering and terraforming on the planet.
[00:58:45.731 --> 00:58:54.196]  And the chemicals they spray on record have made the soils of the world where this is being done, mainly in the northern hemisphere, ungrowable.
[00:58:54.216 --> 00:58:57.798]  That's why the plants are dying, the trees are dying, the bees are dying.
[00:59:00.270 --> 00:59:03.833]  Oh, I mean, you know the number one supplier of honey in the world now is Cuba.
[00:59:04.433 --> 00:59:06.174]  They don't let the chemtrails happen in Cuba.
[00:59:09.417 --> 00:59:16.862]  So there's spring aluminum that then gets, oh, but don't worry, Monsanto's got over 200 seeds already patented that can grow in aluminum.
[00:59:18.443 --> 00:59:19.804]  See, and that's old news, folks.
[00:59:21.185 --> 00:59:22.546]  We need to get Dane Whittington back on the show.
[00:59:22.906 --> 00:59:23.667]  Real trailblazer.
[00:59:25.528 --> 00:59:27.870]  But here's the point.
[00:59:28.570 --> 00:59:37.014]   Just like It's on record that there's a law to put a kill switch and a tracker chip in all the new cars that Biden just passed last year.
[00:59:37.314 --> 00:59:41.455]  You tell the average person that, you know, at church, they roll their eyes, even though it's the law.
[00:59:43.636 --> 00:59:47.677]  And even though it's on record that 5G causes massive cancer, they just say, so what?
[00:59:49.977 --> 00:59:52.598]  But now Bill Gates has come out again.
[00:59:54.019 --> 00:59:59.020]  And imagine if they said the Russians wanted to do this, or imagine if they said Trump wanted to do this.
[00:59:59.461 --> 01:00:04.202]  Everybody would say no, but oh, because it's Bill Gates who says he literally wants to depopulate you.
[01:00:04.242 --> 01:00:07.483]  Well then, oh my God, you said you want to have death panels and kill all people?
[01:00:07.723 --> 01:00:12.044]  Well, I really want you to, quote, release a chemical cloud on the world.
[01:00:13.379 --> 01:00:15.020]  He also has a plan to block out the sun.
[01:00:15.340 --> 01:00:17.522]  Now, remember, these are all projects going on.
[01:00:17.782 --> 01:00:32.672]  Department of Energy, last time we got documents, they're spending $5 billion a year to add barium salts and aluminum dioxide and radioactive isotopes to kerosene jet fuel that is then aerosolized under patents through the jet engines.
[01:00:34.073 --> 01:00:35.974]  Yes, we know there's condensation trails.
[01:00:36.334 --> 01:00:37.635]  Yes, we know ice crystals form.
[01:00:37.815 --> 01:00:46.612]   And I watched them when I was a kid, and before 1992 when it all started, when Operation 94, They would fly and it was cold weather, it would form crystals and they would dissipate.
[01:00:46.972 --> 01:00:49.954]  They don't dissipate now, they get bigger and bigger and form cloud banks.
[01:00:51.455 --> 01:00:56.379]  And the governments of the world have a treaty at the UN and they admit they're doing it!
[01:00:59.841 --> 01:01:04.465]  And then when I get up here and say, hey, we should have a debate about this, they go, oh, that doesn't exist.
[01:01:05.726 --> 01:01:17.726]   It's kind of like Soros and Reuters bragging four years ago, hey, I get State Department money to pay for billions of dollars of debit cards to ship illegal aliens into the U.S.
[01:01:18.206 --> 01:01:20.067]  We cover it, the news says it doesn't exist.
[01:01:21.788 --> 01:01:22.688]  It's the same thing.
[01:01:24.569 --> 01:01:35.815]  So they'll tell you, hey, we're geoengineering, we're controlling the weather, it's for your own good, it's a wonderful thing, we're spraying the stuff, and then mainline scientists go, that's killing the soil.
[01:01:36.495 --> 01:01:37.396]  It's killing the trees.
[01:01:38.328 --> 01:01:38.648]  Let's go.
[01:01:38.669 --> 01:01:39.249]  We're not doing that.
[01:01:39.269 --> 01:01:39.750]  It doesn't exist.
[01:01:40.050 --> 01:01:41.732]  Hey, you just had a big conference on C-SPAN.
[01:01:42.273 --> 01:01:44.196]  You said the CIA director admitted it.
[01:01:44.256 --> 01:01:45.217]  They're like, no, we didn't.
[01:01:45.237 --> 01:01:46.058]  They're like, yeah, we did.
[01:01:46.399 --> 01:01:46.939]  Oh, really?
[01:01:47.160 --> 01:01:48.421]  Fact checkers say it doesn't exist.
[01:01:48.621 --> 01:01:52.807]  And then the fact checker group is NewsGuard, owned by Microsoft.
[01:01:54.858 --> 01:02:09.704]  So, they're up there saying, we're going to sterilize your sons, we're going to have drag queen story time, we're going to open the borders, we're going to devalue currency, build back better, five plus trillion dollars, and then they say, oh, a Nobel Prize winner says, this won't cause inflation.
[01:02:10.704 --> 01:02:12.525]  And then Psaki tells you there is no inflation.
[01:02:16.866 --> 01:02:27.805]   So, again, Do you think the only secret program that's not even secret is the geoengineering weather modification?
[01:02:29.186 --> 01:02:29.346]  No.
[01:02:32.087 --> 01:02:33.508]  And again, I want to explain something.
[01:02:33.568 --> 01:02:38.350]  If you really read the globalist writings that are public, they say they've not made contact with aliens.
[01:02:40.411 --> 01:02:48.355]  They say they are going to become an alien species that is a transcendent, that then is distributed into all living things as a dust.
[01:02:49.308 --> 01:02:51.050]  And they said that 20 years ago.
[01:02:51.350 --> 01:02:54.934]  They made the Johnny Depp movie, Transcendence, about that.
[01:02:57.296 --> 01:03:03.482]  Now, whether they're going to be able to carry this out or not, the point is, these crazy people are doing this.
[01:03:04.443 --> 01:03:11.310]  And for the crime of talking about what they're doing, and I'll show the clips next segment, I've got to be taken off the air.
[01:03:12.471 --> 01:03:18.630]   and de-platformed and sued and debanked and arrested because they don't want you to wake
[01:03:18.630 --> 01:03:23.750]   up and go, "Hey, the NFL game doesn't matter." Even though it's fun to watch, I get it.
[01:03:23.750 --> 01:03:28.070]   Or the baseball game doesn't matter or whatever because we're going to lose all of that if we
[01:03:28.070 --> 01:03:40.471]   don't start studying not Tom Brady's NFL scores, but what's actually going on and what's happening.
[01:03:40.471 --> 01:03:43.190]  Because here's the new headline out of CNBC.
[01:03:43.190 --> 01:03:49.590]   This Bill Gates funded chemical cloud could help stop global warming.
[01:03:49.777 --> 01:03:52.498]  Oh, it's a Bill Gates funded chemical cloud!
[01:03:53.058 --> 01:04:00.502]  And it's sprayed through the jet fuel that they add barium salts and aluminum dioxide into the air to save us!
[01:04:00.702 --> 01:04:01.462]  Oh my gosh!
[01:04:01.762 --> 01:04:04.203]  It's exactly what I said 20 plus years ago!
[01:04:04.223 --> 01:04:10.266]  Because we had the patents then, we had the whistleblowers then, we had them all then, and it gets worse.
[01:04:12.581 --> 01:04:30.075]  I knew an engineer, I actually knew two engineers, that told me in the mid-1990s, I thought they were crazy, even though they were very wealthy people and successful, that Doppler radar, being funded by the feds to be put in, was designed to resonate with these sprays and actually ionize the atmosphere.
[01:04:30.115 --> 01:04:31.476]  They doubly classified that, too.
[01:04:32.057 --> 01:04:32.297]  It is.
[01:04:32.797 --> 01:04:35.039]  You wonder, why we got this nice Doppler radar here in town?
[01:04:35.079 --> 01:04:39.583]  Well, yeah, because it doubles as a weather modification control system.
[01:04:39.603 --> 01:04:50.202]  We'll talk about it when we come back.
[01:04:50.202 --> 01:04:51.202]  (upbeat music)
[01:04:51.258 --> 01:05:03.527]  We tell you 25 years ago about geoengineering and weather control and the Doppler radar systems and the chemtrails and they added the jet fuel and even satellites that can manipulate and control weather.
[01:05:05.789 --> 01:05:09.832]  And they tell you it doesn't exist because they don't want the small little people talking about that.
[01:05:09.872 --> 01:05:14.476]  You're supposed to watch your hip-hop and your rock and roll and your Hollywood crap.
[01:05:15.242 --> 01:05:17.804]  And while you sleep, the globalists destroy your future.
[01:05:18.064 --> 01:05:28.012]  Here's Sky TV talking about China publicly admitting they have Doppler radar on the ground directed by satellites to manipulate the quote, rivers in the sky.
[01:05:28.732 --> 01:05:30.113]  That's what the jet stream is.
[01:05:30.154 --> 01:05:30.534]  Here it is.
[01:05:32.533 --> 01:05:41.121]  If there's one thing the Chinese Communists believe in, it's absolute control over all aspects of life, including apparently the weather.
[01:05:41.461 --> 01:05:57.056]   Yes, apparently China is developing a high-tech satellite-based weather control system called River in the Sky that will allow it to move water vapour Through man-made corridors in the sky.
[01:05:56.876 --> 01:06:03.876]   This is in addition to their cloud seeding programs that involve shooting missiles filled with salt and minerals
[01:06:03.876 --> 01:06:08.876]   into the sky, based on an original idea by Kate Bush.
[01:06:08.876 --> 01:06:14.876]  [Music]
[01:06:14.876 --> 01:06:16.876]  Okay, folks, so they make jokes about all this.
[01:06:16.971 --> 01:06:21.232]  The point is, they don't want you discussing what's happening at the big adult table.
[01:06:21.653 --> 01:06:25.434]  Like at Thanksgiving, little kids are over at the card table, and the adults are over here.
[01:06:26.454 --> 01:06:28.155]  And see, I'm like a kid that came over to the adult table.
[01:06:28.415 --> 01:06:30.156]  Hey, they're talking about killing us over here.
[01:06:30.176 --> 01:06:31.796]  They're talking about world government.
[01:06:31.816 --> 01:06:33.837]  They're like, oh no, you go back over to the kid table.
[01:06:34.117 --> 01:06:35.898]  No, I'm not going back over to the kid table.
[01:06:36.118 --> 01:06:36.578]  No, thank you.
[01:06:38.015 --> 01:06:46.420]  Infowars is at the adult table and I just want to get all of the people out there to realize you can go dial into what they're doing because they think you're so stupid.
[01:06:47.261 --> 01:06:49.682]  They just talk about it right in front of you like you're a moron.
[01:06:50.443 --> 01:06:51.683]  And I mean, are they right?
[01:06:51.703 --> 01:06:52.804]  Do you deserve to die?
[01:06:52.824 --> 01:06:55.426]  Do you deserve to be sterilized and 5G fried and all this?
[01:06:57.167 --> 01:07:00.008]  So this is getting into all the Chinese weather modification.
[01:07:00.929 --> 01:07:08.549]   So now Bill Gates, who wants to depopulate and who wants world government, And he wants all these things.
[01:07:09.010 --> 01:07:21.855]  It's all over the news, with chemical clouds, sprayed out of jet engines, mixed with the fuel, exactly what we told you it was in the documents, to save you from the global warming, of course.
[01:07:22.435 --> 01:07:23.256]  And that's their cover.
[01:07:24.036 --> 01:07:32.860]  So let's play a clip here of John Brennan, before he left the CIA, six years ago, before Trump got in, admitting all this.
[01:07:35.236 --> 01:07:44.361]  Another example is the array of technologies, often referred to collectively as geoengineering, that potentially could help reverse the warming effects of global climate change.
[01:07:45.402 --> 01:07:58.750]  One that has gained my personal attention is stratospheric aerosol injection, or SAI, a method of seeding the stratosphere with particles that can help reflect the sun's heat in much the same way that volcanic eruptions do.
[01:08:00.003 --> 01:08:00.984]  Now, what's really going on?
[01:08:00.804 --> 01:08:05.003]   could limit global temperature increases, reducing some risks associated with
[01:08:05.003 --> 01:08:08.804]   higher temperatures and providing the world economy additional time to
[01:08:08.804 --> 01:08:13.483]   transition from fossil fuels. This process is also relatively inexpensive.
[01:08:13.483 --> 01:08:17.604]   The National Research Council estimates that a fully deployed SAI
[01:08:17.604 --> 01:08:23.884]   program would cost about 10 billion dollars yearly. Now what's really going
[01:08:23.884 --> 01:08:28.842]   on? There were a lot of wars that happened with the Greeks and later the
[01:08:28.842 --> 01:08:35.043]   Romans and when an enemy really gave the Greeks or the Romans a problem, they
[01:08:35.043 --> 01:08:41.003]   would get at great expense a bunch of sea salt and they would salt the fields
[01:08:41.003 --> 01:08:43.922]  so no one could grow food.
[01:08:43.922 --> 01:08:53.923]  [BLANK_AUDIO]
[01:08:46.712 --> 01:08:59.226]   The Huns and the Mongols would catapult black plague rotting bodies over the Great Wall of China to give them diseases on the other side.
[01:08:59.246 --> 01:09:03.448]  So, you know, everything we do now is just more sophisticated of what already happened before.
[01:09:07.050 --> 01:09:08.791]  And that's what they're doing right now.
[01:09:10.312 --> 01:09:23.418]  Is their geoengineering, they're doing all this, they're manipulating, and they're playing God, and they don't want you to even have a discussion or a debate about what they're up to.
[01:09:24.565 --> 01:09:29.327]  I mean, we showed you Department of Energy documents decades ago, how they're doing it, what's going on.
[01:09:30.607 --> 01:09:32.008]  So did you just catch what I said?
[01:09:33.088 --> 01:09:37.109]  The Romans, in their fight with Hannibal, they finally beat him.
[01:09:37.550 --> 01:09:41.411]  And if you go back and look, they went and salted the earth of some of the groups they defeated.
[01:09:41.931 --> 01:09:44.531]  Look up, salting the earth.
[01:09:44.531 --> 01:09:54.931]   And so now they don't put salt in the soil so you can't grow stuff, they spray aluminum in it.
[01:09:54.931 --> 01:10:04.931]  [BLANK_AUDIO]
[01:09:56.073 --> 01:10:08.118]  As a cover project, for everybody at the Department of Energy with the Liberals, global warming's real, it's a secret project, other countries won't let us do it because of the UN Treaty 1979, so we're going to keep it secret and save the Earth.
[01:10:08.378 --> 01:10:19.262]  They're like, yeah, we like Star Trek, yeah, yeah, we don't tell the public, the media's got to make fun of anybody that talks about it, because, you know, we don't want the public getting involved, this is too important.
[01:10:21.172 --> 01:10:37.844]  And then all you little Star Trek, NASA people and Department of Energy people don't go, what is spraying hundreds of thousands of tons of barium salts and aluminum dioxide and radioactive isotopes mixed with jet fuel out?
[01:10:38.285 --> 01:10:41.727]  What does that do when it settles to the ground?
[01:10:42.368 --> 01:10:51.947]   Oh, oh, oh, that's why on average, the aluminum level in the United States is eight times what it was before The early 1990s.
[01:10:52.567 --> 01:10:54.568]  And starting in the 90s, there's films on this.
[01:10:55.408 --> 01:10:59.549]  It just, oh, suddenly there's all this aluminum, and now your oak trees are dying.
[01:10:59.829 --> 01:11:01.229]  And now your crops aren't growing.
[01:11:02.069 --> 01:11:03.550]  How liberal!
[01:11:03.850 --> 01:11:05.590]  How loving!
[01:11:05.950 --> 01:11:07.130]  How trendy!
[01:11:07.750 --> 01:11:08.931]  And the insects are dying.
[01:11:09.311 --> 01:11:10.291]  And the birds are dying.
[01:11:10.531 --> 01:11:11.511]  And everything's dying.
[01:11:13.832 --> 01:11:17.913]  You know, we've got a ranch we've had since the 1820s in East Texas.
[01:11:18.753 --> 01:11:27.738]   And when I was a child, there were I mean, some of them ten feet around, look like the Hobbit.
[01:11:28.758 --> 01:11:31.240]  And I go there now, and they're all dead.
[01:11:31.520 --> 01:11:32.080]  Almost all.
[01:11:33.961 --> 01:11:36.363]  Or they're barely alive with just a few leaves on them.
[01:11:37.284 --> 01:11:38.324]  These mighty oaks.
[01:11:40.806 --> 01:11:47.490]  And that monster is spraying them with insecticide and herbicides.
[01:11:48.832 --> 01:11:49.913]  And just loving it.
[01:11:50.193 --> 01:11:53.094]  And he's bought all the farmland up, and now he's got the money.
[01:11:53.114 --> 01:11:54.555]  He's the owner of Monsanto, part of it.
[01:11:54.835 --> 01:11:57.256]  He's rolling out plants that grow in aluminum.
[01:11:58.537 --> 01:11:59.337]  What a jerk!
[01:11:59.618 --> 01:12:01.599]  But it's okay, he's liberal!
[01:12:02.039 --> 01:12:05.881]  And Tim Cook's gay, so what does it matter if he runs death camps in China?
[01:12:06.181 --> 01:12:07.522]  I mean, he wears a turtleneck.
[01:12:07.902 --> 01:12:08.582]  He's gay.
[01:12:08.762 --> 01:12:10.023]  I mean, it's alright, right?
[01:12:11.043 --> 01:12:11.363]  Okay.
[01:12:12.304 --> 01:12:12.944]  You're superior.
[01:12:13.004 --> 01:12:13.344]  Kill me.
[01:12:13.424 --> 01:12:13.825]  I love you.
[01:12:14.085 --> 01:12:14.205]  Ugh.
[01:12:14.725 --> 01:12:18.207]  I mean, it's like, can we grow up and say no to these people?
[01:12:19.508 --> 01:12:25.454]  Can we not go along with our own annihilation and destruction by these mad scientists?
[01:12:25.674 --> 01:12:30.538]  Look, spend half your time watching football and half your time learning how they're killing you.
[01:12:31.299 --> 01:12:32.480]  Give me half your time.
[01:12:33.882 --> 01:12:38.106]  And I think suddenly you're not going to care about Tom Brady anymore.
[01:12:38.646 --> 01:12:43.751]  And I'm not against Tom Brady and Rogers and all of them, because they seem like patriots.
[01:12:44.440 --> 01:12:47.221]  But, okay, they're coming out against the vaccine and masks.
[01:12:47.241 --> 01:12:47.461]  Great.
[01:12:47.702 --> 01:12:49.802]  Hey guys, how about you come out against it all?
[01:12:50.003 --> 01:12:51.783]  Because we don't have much time left.
[01:12:52.704 --> 01:12:56.385]  They are killing the soil of the planet.
[01:12:57.846 --> 01:12:59.587]  Aluminum doesn't just give you Alzheimer's.
[01:12:59.927 --> 01:13:07.020]   A very small amount of nano-sized aluminum kills The bacteria and the life in the soil.
[01:13:07.240 --> 01:13:11.083]  They're murdering the earth, but they're the environmentalists, so it's liberal.
[01:13:11.503 --> 01:13:15.786]  They're doing it to save you from the sun, while they kill the earth.
[01:13:18.528 --> 01:13:19.929]  He's prepared for war.
[01:13:20.930 --> 01:13:22.631]  We'll be right back, stay with us.
[01:13:23.612 --> 01:13:25.754]  You ignore this information at your peril.
[01:13:25.574 --> 01:13:29.574]  There's NBC News reporting the chemtrails that don't exist.
[01:13:29.574 --> 01:13:31.574]  So be it!
[01:13:31.574 --> 01:13:46.574]   So, when I look at Rachel Maddow or Chris Hayes drooling and hoping for the prospect of my arrest for January 6th,
[01:13:46.574 --> 01:13:54.933]   when they know the federal government stood down, they knew there was a thousand federal commandos there that watched
[01:13:54.933 --> 01:13:57.784]   what happened and watched me try to stop people going in the building and
[01:13:57.784 --> 01:13:59.574]  watched the police stand down.
[01:14:00.393 --> 01:14:03.994]  When I sit there and see that, I don't get mad at Rachel Maddow.
[01:14:05.106 --> 01:14:15.354]  And Chris Hayes and the rest of those people, when I see those clips, I realize they're just paid for mercenary cannon fodder being paid by Big Pharma and by the power structure on record.
[01:14:15.374 --> 01:14:29.786]  I mean, you look at leftist programs, even the smaller podcasts and YouTube channels, and they are just flooded with BlackRock and with Vanguard and with JPMorgan and Goldman Sachs.
[01:14:30.579 --> 01:14:36.621]  And Raytheon and weapons makers, I mean, they are, they are working for the man.
[01:14:39.122 --> 01:14:48.445]  And, you know, you see people smart enough that are already their own person, like a Bill Maher trying to get away from it, or a Joe Rogan getting away from it, or a Tucker Carlson getting away from it.
[01:14:49.866 --> 01:14:53.427]  But then you see the real cannon fodder of this, and it makes you sad.
[01:14:56.268 --> 01:15:11.981]   And so, I get sent, without even looking, no matter if it's a desktop or my phone, Young Turks, a bunch of other shows, and I even delete my history just so I get a fresh thing, and it's still the same stuff.
[01:15:14.343 --> 01:15:22.090]  And I look at it and I watch it, and so this morning, I'm sitting there in the bathtub at like 6 a.m., drinking a coffee.
[01:15:22.898 --> 01:15:26.340]  And I got an iPad, and I'm sitting there, and it's just feeding me this.
[01:15:26.360 --> 01:15:39.726]  So I watched a couple videos, and it was like, the Build Back Better is paid for, and $5 trillion of spending doesn't create inflation, because it's paid for.
[01:15:39.746 --> 01:15:41.767]  I mean, like, 2 plus 2 equals 5,000.
[01:15:41.947 --> 01:15:44.449]  I mean, we're talking cuckoo land.
[01:15:44.569 --> 01:15:46.090]  And then I see another clip.
[01:15:46.270 --> 01:15:46.930]  I click on that.
[01:15:47.543 --> 01:15:52.984]  And of course, you can see all these hosts saying the same thing in the same order, like all the nightly news things, you know, sponsored by Pfizer.
[01:15:54.564 --> 01:15:56.685]  And it's, oh, we're taking calls.
[01:15:56.705 --> 01:15:58.665]  Of course, leftists can't actually take live calls.
[01:15:58.945 --> 01:16:00.066]  They can't control that.
[01:16:00.886 --> 01:16:02.206]  They might actually get confronted.
[01:16:02.246 --> 01:16:03.106]  They can't have that.
[01:16:03.446 --> 01:16:05.827]  So they take calls to an answering machine.
[01:16:06.467 --> 01:16:08.807]  And then on the answering machine, they play the clip.
[01:16:10.248 --> 01:16:11.728]  And it's like, I'm so afraid.
[01:16:12.628 --> 01:16:14.649]  The right-wingers are going to put us in camps.
[01:16:15.089 --> 01:16:16.529]  They're going to have a dictatorship.
[01:16:16.630 --> 01:16:17.050]  What do we do?
[01:16:17.070 --> 01:16:18.810]  It's like, well, we're fighting hard.
[01:16:18.890 --> 01:16:20.771]  Maybe we'll keep them from putting us in camps.
[01:16:21.091 --> 01:16:23.012]  The left works for the big corporations.
[01:16:23.392 --> 01:16:25.173]  The left is censoring everybody.
[01:16:26.533 --> 01:16:28.434]  The left is saying arrest their opposition.
[01:16:28.714 --> 01:16:33.416]  The left is now in the news saying Republicans shouldn't be able to go to college because they're part of a hate group.
[01:16:35.236 --> 01:16:39.078]  They're pulling down statues of George Washington and Thomas Jefferson.
[01:16:40.777 --> 01:16:44.879]  And so I saw this clip, and I didn't watch this guy when he had my ex-wife on.
[01:16:44.899 --> 01:16:46.200]  I didn't see the news feeding it.
[01:16:46.480 --> 01:16:49.321]  I didn't watch it when he normally talks about me, because that's not interesting.
[01:16:50.442 --> 01:16:55.965]  But I have, because it's in my feed, watched it, and you hear these talking points, and you hear the projection.
[01:16:56.385 --> 01:16:59.066]  You know, the Republicans are going to put us in camps.
[01:16:59.486 --> 01:17:01.687]  The Republicans are going to create a dictatorship.
[01:17:01.727 --> 01:17:02.248]  And you know what?
[01:17:03.248 --> 01:17:08.951]  Yeah, the rhino, neocon Republicans that actually run the Democratic Party and watch all those wars killing millions of people, they actually do.
[01:17:09.634 --> 01:17:10.074]  Want that!
[01:17:10.454 --> 01:17:13.976]  I mean, the Atlantic Monthly, all these people, they do want to arrest their opposition.
[01:17:14.236 --> 01:17:25.862]  So yeah, the Republicans, like the organizations that are anti-Alex Jones, anti-free speech, there are a bunch of those people, like the Lincoln Project.
[01:17:26.322 --> 01:17:31.105]  But no, he's talking specifically about Trump people, specifically about people like us.
[01:17:33.044 --> 01:17:35.226]  I mean, you never see the left criticizing their leaders.
[01:17:35.647 --> 01:17:36.728]  I criticize Trump all the time.
[01:17:36.748 --> 01:17:37.689]  I've got big problems with him.
[01:17:38.149 --> 01:17:42.073]  But you hear this, and it's such a murder of the truth.
[01:17:42.453 --> 01:17:47.258]  It's such an inversion of reality that it makes your head spin.
[01:17:47.698 --> 01:17:56.307]  And they sit there pathetically wanting to be leaders, trying to win the establishment bootlicker award.
[01:17:56.936 --> 01:18:03.416]   and pushed by the system and the whole system controlling and bullying and dominating and
[01:18:03.416 --> 01:18:07.737]   other YouTubers, "Oh, no one's going to try to make you take a shot." Now six months later,
[01:18:07.737 --> 01:18:13.577]   "Well, of course you've got to take the shot." It's just incredible to watch them sign on to this
[01:18:13.577 --> 01:18:22.135]   and to look at the bottom of the barrel because even Brian Williams knew to finally give up.
[01:18:22.261 --> 01:18:23.061]  Had no ratings.
[01:18:23.161 --> 01:18:23.902]  Everyone hated him.
[01:18:24.202 --> 01:18:26.964]  Everybody remembered he was a liar about being shot down in a helicopter.
[01:18:27.464 --> 01:18:31.486]  But see, these people are like 10 rows down from Brian Williams.
[01:18:32.127 --> 01:18:33.228]  And they're never going to give up.
[01:18:33.628 --> 01:18:37.911]  Because they're all hoping for that slot with the 200,000 viewers on MSNBC.
[01:18:38.171 --> 01:18:40.112]  They're all hoping to be a real boy.
[01:18:40.512 --> 01:18:48.097]  If they could just censor right, and just twist right, and just follow the talking points just right, maybe they could be somebody.
[01:18:51.098 --> 01:18:59.932]  And so they want to demoralize us, they want to break our will, and they're not breaking our will the way they think, but how pathetic and sad they are does hurt me.
[01:19:00.373 --> 01:19:00.994]  It really does.
[01:19:01.795 --> 01:19:05.321]  I mean, I would think they couldn't get anybody to carry this evil out at this point.
[01:19:06.152 --> 01:19:21.101]  I saw another clip he did, like I mentioned, and I sort of watched like three or four of them, where he's like, it's ridiculous why the Build Back Better program is all paid for, and trillions of spending doesn't create inflation, and it's just like, yeah, pouring gasoline on yourself and lighting it on fire doesn't do it either.
[01:19:21.162 --> 01:19:23.143]  I mean, it's just pathetic!
[01:19:24.384 --> 01:19:31.228]  That money he's getting won't be worth anything once this program gets in place.
[01:19:33.209 --> 01:19:40.719]   So people like Pac-Man, who thinks he's gobbling through our freedoms and winning, he's destroying his own future.
[01:19:40.939 --> 01:19:43.320]  He's pretending he's an intellectual.
[01:19:43.601 --> 01:19:46.102]  He's pretending he's here to save everybody.
[01:19:46.322 --> 01:20:02.169]  He's pretending he's fighting the man and people that want to create a dictatorship, when we have a corporate, big tech, censorship, surveillance, dictatorship in place now debanking millions of people and announcing it wants a civil war and all this crap.
[01:20:05.878 --> 01:20:13.598]  Just the betrayal of humanity, the patheticness of it, is just so sad.
[01:20:13.939 --> 01:20:14.239]  Here it is.
[01:20:16.604 --> 01:20:26.446]  Hi, David, I just heard you say on the stream that if the United States becomes a full-blown dictatorship by 2024, you will be leaving the country.
[01:20:26.866 --> 01:20:30.427]  So I've been thinking about this a lot myself, and is it too late?
[01:20:30.467 --> 01:20:31.407]  By the way, stop this.
[01:20:32.507 --> 01:20:33.208]  Back it up to the first.
[01:20:33.228 --> 01:20:34.368]  I want to put the whole two and a half minute clip.
[01:20:34.388 --> 01:20:35.488]  We'll go to break and come back with this.
[01:20:36.648 --> 01:20:44.550]  He admits it's a voicemail, but he sits there and has a conversation with it, because again, they won't have anybody live.
[01:20:46.252 --> 01:20:47.413]  So even that's a deception.
[01:20:47.473 --> 01:20:51.297]  It's like looking at pure deception, it's bizarre.
[01:20:51.317 --> 01:20:51.757]  Start it over.
[01:20:51.777 --> 01:20:52.158]  Start it over.
[01:20:55.982 --> 01:20:57.163]  Oh, you cut the front part off.
[01:20:57.203 --> 01:20:58.064]  No, no, no.
[01:20:58.524 --> 01:20:59.565]  I want the front part.
[01:20:59.805 --> 01:21:04.490]  I want where, I want the front part where he's like up there.
[01:21:06.469 --> 01:21:10.991]  Okay, here's our voice line, here's how you call, and then we censor and decide what we want.
[01:21:11.031 --> 01:21:17.513]  I mean, it's all just like these weird, weak people seeking power and seeking control.
[01:21:17.593 --> 01:21:19.454]  And, oh, there's a dictatorship.
[01:21:19.954 --> 01:21:22.075]  Oh, God, we better flee to another country.
[01:21:22.315 --> 01:21:23.275]  There's a dictatorship.
[01:21:23.936 --> 01:21:30.218]  They had a Rasmussen poll and a bunch of others where 48% of Democrats want to put unvaccinated in camps.
[01:21:31.545 --> 01:21:34.606]  China is putting people that don't submit to them in camps.
[01:21:34.866 --> 01:21:37.206]  You people are in a biomedical tyranny!
[01:21:38.747 --> 01:21:40.827]  But again, that's what betas do.
[01:21:40.887 --> 01:21:41.527]  They follow.
[01:21:42.047 --> 01:21:50.329]  And they're scared, and they know the system's corrupt, and they know it's scary, and they go, well, I'm just going to sell out to the system and make excuses, because I want to be a winner.
[01:21:51.469 --> 01:21:56.290]  It's like in 300, where the hunchback goes out and sells them out, because he wants to be a general.
[01:21:56.590 --> 01:21:58.231]  But you're not really a general.
[01:21:58.991 --> 01:21:59.691]  You're a joke.
[01:22:02.424 --> 01:22:04.085]  And it's just, it's so mind-blowing.
[01:22:04.105 --> 01:22:04.686]  We're going to go to break.
