[00:00:00.757 --> 00:00:02.158]  World War Three.
[01:29:20.364 --> 01:29:21.925]  It takes about two weeks to kick in.
[01:29:22.386 --> 01:29:25.528]  An aspirin kicks in in 30 minutes, Tylenol kicks in in 30 minutes.
[01:29:25.968 --> 01:29:28.109]  This kicks in in about two weeks on average.
[01:29:28.670 --> 01:29:29.991]  You need to experience it.
[01:29:30.451 --> 01:29:30.991]  Don't wait.
[01:29:31.772 --> 01:29:32.612]  You'll be impressed.
[01:29:32.913 --> 01:29:34.053]  Infowarstore.com.
[01:29:34.474 --> 01:29:34.494]  X3.
[01:29:36.547 --> 01:29:39.109]  All right, Merrick Garland has just gone live.
[01:29:39.129 --> 01:29:44.373]  This is their national security briefing ahead of the election.
[01:29:44.453 --> 01:29:48.596]  So let's see what kind of propaganda that pinhead is telling the American people.
[01:29:48.636 --> 01:29:49.197]  Let's go live.
[01:29:50.058 --> 01:29:55.982]  It attempts to stop protected First Amendment activities, protests here in the United States.
[01:29:56.002 --> 01:29:56.983]  Oh, like you guys censoring the internet?
[01:29:57.003 --> 01:29:59.565]  Which would have been embarrassing to the Chinese government.
[01:30:01.266 --> 01:30:14.662]   Separately, In the Eastern District of New York, the Justice Department charged seven individuals who were working on behalf of the PRC with engaging in a multi-year campaign of threats and harassment to force a U.S.
[01:30:14.742 --> 01:30:16.163]  resident to return to China.
[01:30:16.743 --> 01:30:20.365]  Last Thursday, we arrested two of those defendants.
[01:30:21.366 --> 01:30:28.050]  Those activities were part of the PRC's global extra-legal effort known as Operation Fox Hunt.
[01:30:29.093 --> 01:30:34.194]  His purpose is to locate and bring back to China alleged fugitives who have fled to foreign countries.
[01:30:35.054 --> 01:30:36.134]  Including the United States.
[01:30:36.154 --> 01:30:37.255]  He talks with no confidence.
[01:30:37.295 --> 01:30:38.755]  His voice is wavering like he's about to cry.
[01:30:38.775 --> 01:30:44.416]  The PRC has a history of targeting political dissidents and critics of the government who have sought relief and refuge.
[01:30:44.676 --> 01:30:45.216]  You think it's a woman?
[01:30:45.236 --> 01:30:45.996]  You think that's a trainee?
[01:30:47.017 --> 01:30:58.479]  The indictment alleges that the defendants working at the direction of the government of the PRC engaged in a campaign of harassment, threats, surveillance, and intimidation.
[01:30:59.520 --> 01:31:02.281]  Aimed at coercing the victim to return to China.
[01:31:03.021 --> 01:31:03.301]  Okay.
[01:31:03.621 --> 01:31:08.002]  We also allege that the defendants threatened and harassed... This is actually really big.
[01:31:08.122 --> 01:31:10.963]  I'm going to let him talk, but I'm going to tell you what's really going on here before the break.
[01:31:11.223 --> 01:31:12.704]  But this is actually bigger than I thought.
[01:31:12.744 --> 01:31:14.204]  This has nothing to do with the midterms.
[01:31:14.384 --> 01:31:15.004]  Let him continue.
[01:31:15.404 --> 01:31:21.326]  Travel from China to the United States to convey the PRC's threats to the victim's son.
[01:31:22.554 --> 01:31:29.779]  The defendants threatened the victim, saying that, quote, coming back and turning herself in is the only way out.
[01:31:30.719 --> 01:31:33.401]  They showed up at the home of the victim's son in New York.
[01:31:34.181 --> 01:31:44.048]  They filed frivolous lawsuits against the victim and his son and said it would be, quote, endless misery for the defendant and son to defend themselves.
[01:31:45.389 --> 01:31:51.833]  And they made clear that their harassment would not stop until the victim returned to China.
[01:31:53.536 --> 01:32:06.265]  As these cases demonstrate, the government of China sought to interfere with the rights and freedoms of individuals in the United States, and to undermine our judicial system that protects those rights.
[01:32:06.465 --> 01:32:13.710]  Okay, let me just do this upon that statement right there, and if he's still alive when we come back from this break, I'll pick it back up.
[01:32:13.770 --> 01:32:15.471]  Folks, this has nothing to do with the midterms.
[01:32:16.111 --> 01:32:23.496]   Do you really think that The Justice Department or the Biden administration cares about censorship of free speech?
[01:32:24.316 --> 01:32:25.657]  No, they engage in it themselves.
[01:32:25.697 --> 01:32:38.276]   In fact, Eric Schmidt is about to depose members of the Biden administration on how, as Mark Zuckerberg admitted, They went to social media companies to promote Democrat Party propaganda and censor Republicans.
[01:32:38.416 --> 01:32:39.657]  So that's all about to come out in court.
[01:32:40.157 --> 01:32:42.259]  So they don't care about, they don't care about free speech.
[01:32:42.279 --> 01:32:43.280]  This isn't a free speech thing.
[01:32:43.700 --> 01:32:57.731]  Do you really think they even care about what China does as far as censoring free speech or as far as, I mean folks, China's been caught, people have been caught trying to smuggle biological materials in and out of China.
[01:32:59.072 --> 01:33:09.034]   Scientists, they do deals with China where they make This is 100% an affront to China because they're aligning with Russia right now.
[01:33:09.094 --> 01:33:11.095]  That's what this is.
[01:33:10.914 --> 01:33:17.034]   There's been all kinds of problems with China and intellectual property theft here in America
[01:33:17.034 --> 01:33:18.234]  and hacking.
[01:33:18.234 --> 01:33:22.673]  So whatever he's saying this is about, it's not.
[01:33:22.673 --> 01:33:28.994]   This is 100% an affront to China because they're aligning with Russia right now.
[01:33:28.994 --> 01:33:30.394]  That's what this is.
[01:33:30.394 --> 01:33:32.434]  That's all this is.
[01:33:32.434 --> 01:33:33.875]  And it's actually pathetic.
[01:33:33.960 --> 01:33:37.343]  It'd be one thing if our government actually cared about standing up to the Chinese Communists.
[01:33:37.463 --> 01:33:38.064]  You know they don't.
[01:33:39.005 --> 01:33:42.788]  So they send Merrick Garland a chicken-necked weasel.
[01:33:44.002 --> 01:33:46.424]  Who can't even speak without his voice wavering.
[01:33:47.124 --> 01:33:57.771]  They send Merrick Garland a chicken-necked weasel and this woman up there to try to intimidate China and act like they're going to do something about Chinese corruption politically here in America.
[01:33:58.352 --> 01:34:02.795]  Folks, all this is is an affront to China because they're siding with Russia on the Ukraine situation.
[01:34:02.875 --> 01:34:03.555]  That's all this is.
[01:34:03.856 --> 01:34:04.636]  That's all this is.
[01:34:05.196 --> 01:34:06.678]  This is saber-rattling with China.
[01:34:07.498 --> 01:34:12.460]  This is acting like they're going to do something about China, acting like they're going to take Chinese corruption seriously.
[01:34:12.500 --> 01:34:13.001]  They're not.
[01:34:13.421 --> 01:34:16.282]  No one's going to take Merrick Garland seriously.
[01:34:16.602 --> 01:34:18.303]  No one's going to take this woman seriously.
[01:34:19.144 --> 01:34:20.384]  Is that Newland up there now?
[01:34:20.804 --> 01:34:22.605]  China does not care what you think.
[01:34:22.665 --> 01:34:25.347]  This is the Democrat Party attempt to intimidate China.
[01:34:25.387 --> 01:34:27.247]  Wow, what a pathetic display.
[01:34:27.908 --> 01:34:30.089]  Alright, we're trying to figure out who this woman speaking is.
[01:34:31.510 --> 01:34:32.711]  It's not Victoria Nuland.
[01:34:34.031 --> 01:34:34.992]  But let's go back.
[01:34:35.032 --> 01:34:36.453]  This is the Democrat Party.
[01:34:36.573 --> 01:34:50.520]  This is the American regime's attempt to intimidate China with Merrick Garland saying, oh, we're going to take the Chinese people seriously now when they censor and they threaten people.
[01:34:50.560 --> 01:34:51.841]  Oh, give me a break.
[01:34:52.281 --> 01:34:57.564]  This is them saber rattling saying, China, you better not side with Russia in the Ukrainian war.
[01:34:58.025 --> 01:34:58.885]  Unbelievable stuff.
[01:34:58.925 --> 01:35:00.326]  Let's go back to this goon squad.
[01:35:01.291 --> 01:35:02.052]  Lisa Monaco, Deputy Director.
[01:35:01.872 --> 01:35:07.872]   and others through a variety of means, including with all expense paid trips to China.
[01:35:07.872 --> 01:35:10.872]  Lisa Monaco, Deputy Director. Yeah, she scares China.
[01:35:10.872 --> 01:35:16.872]   The plots failed because the men and women of the Department of Justice defended our institutions
[01:35:16.872 --> 01:35:21.872]   and thwarted the persistent threat posed by agents of the PRC.
[01:35:21.872 --> 01:35:26.872]   I want to thank the agents, analysts, and prosecutors in all of these cases
[01:35:26.872 --> 01:35:31.872]  for their tireless work on behalf of the American people.
[01:35:32.418 --> 01:35:34.800]  And now I'll turn the podium over to FBI Director Wray.
[01:35:35.061 --> 01:35:35.681]  Oh, here we go.
[01:35:35.721 --> 01:35:37.283]  Now Wray's going to try to intimidate China.
[01:35:37.543 --> 01:35:39.465]  China's been involved in our affairs for years.
[01:35:39.685 --> 01:35:41.367]  Half these people are paid off by China.
[01:35:41.527 --> 01:35:41.907]  Thank you.
[01:35:42.648 --> 01:35:53.739]  First, let me begin by pointing out that 10 of the 13 charged individuals we're discussing today are Chinese intelligence officers and Chinese government officials.
[01:35:54.600 --> 01:36:00.564]  They're charged in three different cases that might seem at first glance to be about unrelated issues.
[01:36:00.644 --> 01:36:13.712]  However, and this is something that I've been talking about for years now, each of these cases lays bare the Chinese government's flagrant violation of international laws as they work to project their authoritarian view around the world.
[01:36:13.732 --> 01:36:15.093]  This has been going on for years.
[01:36:15.393 --> 01:36:15.713]  Yeah, yeah.
[01:36:15.793 --> 01:36:18.734]  Are they going to go after Hunter Biden for his deals with the Chinese?
[01:36:18.834 --> 01:36:22.236]  Are they going to go after Joe and Hunter Biden because of their Chinese deals?
[01:36:22.496 --> 01:36:23.016]  No.
[01:36:23.156 --> 01:36:25.537]  This is all saber-rattling, folks.
[01:36:25.657 --> 01:36:31.219]  ...established democratic norms and the rule of law as they work to undermine U.S.
[01:36:31.279 --> 01:36:34.961]  economic security and fundamental human rights... Been doing that for decades.
[01:36:34.981 --> 01:36:36.722]  ...including those of Americans.
[01:36:36.862 --> 01:36:37.782]  Been doing that for decades.
[01:36:37.802 --> 01:36:41.904]  We also see a coordinated effort... Why this press conference today, I'll tell you.
[01:36:42.924 --> 01:36:50.126]  Cheat and steal their way into unfairly dominating entire technology sectors, putting competing U.S.
[01:36:50.166 --> 01:36:51.887]  companies out of business.
[01:36:52.067 --> 01:36:53.427]  This is all old news!
[01:36:53.467 --> 01:36:54.447]  This is literally decades old news!
[01:36:54.467 --> 01:36:59.349]  As I pointed out before, their economic assault and their rights violations are part of the same problem.
[01:36:59.369 --> 01:37:00.649]  They both fall under the rule of law.
[01:37:00.669 --> 01:37:01.830]  Alright, alright, pull it down.
[01:37:01.870 --> 01:37:02.810]  This is hilarious.
[01:37:02.850 --> 01:37:04.630]  I mean, honestly, this is just comical stuff.
[01:37:05.051 --> 01:37:09.432]  So now, InfoWars is next decade's news today on the Department of Justice.
[01:37:11.097 --> 01:37:13.038]  Everything they're talking about is old news, folks.
[01:37:13.598 --> 01:37:14.118]  You understand?
[01:37:14.258 --> 01:37:22.321]  Look, I'm sorry, this is just so hilarious that this is what this event ended up being.
[01:37:22.981 --> 01:37:29.903]  Folks, again, I'm going to tell you, this is actually really bad news for the Biden administration, quite frankly, and, well, bad news for the country.
[01:37:30.604 --> 01:37:33.185]  But specifically, this is bad news for the Biden administration.
[01:37:33.905 --> 01:37:39.947]  They're not getting cooperation out of China on the Russia-Ukraine situation, and China is actually helping Russia.
[01:37:41.032 --> 01:37:44.021]  And so this is the Biden administration trying to...
[01:37:46.340 --> 01:37:47.481]  I don't even know really.
[01:37:47.561 --> 01:37:50.022]  I guess think that this is going to intimidate China?
[01:37:50.082 --> 01:37:54.364]  Like China's going to be threatened by the Biden family that they have blackmail on?
[01:37:54.624 --> 01:37:55.525]  Are you kidding me?
[01:37:55.925 --> 01:38:00.528]  Like Merrick Garland and Christopher Wray are going to stand up to China?
[01:38:00.548 --> 01:38:04.870]  And they're going to sit here and be like, we care about the censorship of free speech in China.
[01:38:04.910 --> 01:38:06.831]  We care about the intellectual property theft.
[01:38:06.851 --> 01:38:07.791]  We care about this stuff.
[01:38:08.192 --> 01:38:09.352]  This is all old news.
[01:38:09.392 --> 01:38:10.553]  Why are they bringing it up today?
[01:38:10.733 --> 01:38:16.816]   They're bringing it up today Because China is not cooperating with them on the situation in Ukraine.
[01:38:17.116 --> 01:38:18.937]  That's what this is all about.
[01:38:19.637 --> 01:38:21.758]  That's what this is all about right here.
[01:38:21.919 --> 01:38:23.699]  Everything they're telling you they've known for years.
[01:38:24.080 --> 01:38:25.960]  Everything they're telling you is decades old news.
[01:38:26.581 --> 01:38:31.123]  This is 100% because China is siding with Russia in the Ukrainian war.
[01:38:31.183 --> 01:38:36.025]  And so they're going to front to China like, we're going to do something about your corruption.
[01:38:36.286 --> 01:38:37.846]  We know you've got spies here.
[01:38:38.106 --> 01:38:40.007]  We know you've got intelligence chiefs here.
[01:38:40.047 --> 01:38:41.188]  We're going to do something about it.
[01:38:41.448 --> 01:38:47.150]  They're not going to do jack crap and China knows it because China owns the Bidens.
[01:38:47.430 --> 01:38:54.292]  I mean, we've got phone calls, emails, texts about Hunter Biden bragging about how he cuts deals with the richest Chinese people in the world.
[01:38:54.633 --> 01:38:59.454]  So this is ridiculous stuff coming out of the Biden administration.
[01:38:59.774 --> 01:39:03.956]  And they assume that people are so stupid, they're not going to see what's actually going on here.
[01:39:04.256 --> 01:39:06.997]  But that's why you're tuned in InfoWars, because we'll tell it like it is.
[01:39:07.297 --> 01:39:09.858]  So whatever he's talking about, forget about it.
[01:39:10.782 --> 01:39:22.232]  This is all the Biden administration fronting to China because they're supporting Russia in the situation with Ukraine and now becoming an ally of Russia in the larger geopolitical picture.
[01:39:22.272 --> 01:39:23.574]  But let's go back at least.
[01:39:23.934 --> 01:39:25.856]  I'll finish off the segment with a little bit more here.
[01:39:26.676 --> 01:39:29.819]  But then I'm going to put this propaganda away and we'll move on.
[01:39:29.879 --> 01:39:30.380]  But here we go.
[01:39:31.641 --> 01:39:34.463]  When have you ever heard a press conference about China?
[01:39:34.523 --> 01:39:34.663]  When?
[01:39:34.703 --> 01:39:34.803]  Ever?
[01:39:34.863 --> 01:39:35.323]  Tell me.
[01:39:35.182 --> 01:39:41.302]   case today. Yet another case where the Chinese government officials and co-conspirators mercilessly
[01:39:41.302 --> 01:39:46.542]   harassed a naturalized US citizen. When have you ever heard a press conference about China?
[01:39:46.542 --> 01:39:50.862]  When? Ever. Against his will. Tell me, maybe Donald Trump.
[01:39:50.862 --> 01:39:54.542]   They accused the victim in this case of embezzling money, but two of the subjects who
[01:39:54.542 --> 01:40:02.092]   targeted him, two of the defendants charged today, are themselves actually involved in a scheme to launder
[01:40:02.092 --> 01:40:03.622]  millions of dollars.
[01:40:04.195 --> 01:40:12.777]  And as if that weren't enough evidence that the real purpose of their operation was political, they gave their victim a deadline to return by.
[01:40:13.898 --> 01:40:17.139]  The 20th CCP Congress earlier this month.
[01:40:18.559 --> 01:40:22.320]  They're focused on repression, not law enforcement.
[01:40:23.677 --> 01:40:27.020]  But our partners also see the CCP's broader hypocrisy.
[01:40:27.060 --> 01:40:42.334]  The fact that while the CCP claims to stand for sovereignty and non-interference in other states' affairs, what the Chinese government actually does is interfere with sovereign governments around the world whenever doing so suits Beijing.
[01:40:42.674 --> 01:40:43.895]  And what about what we do in Ukraine?
[01:40:43.915 --> 01:40:46.697]  Here, interfering with our independent judiciary.
[01:40:47.833 --> 01:40:57.106]  Violating both our sovereignty and the norms of police conduct to run lawless intimidation campaigns here in our backyard.
[01:40:57.186 --> 01:40:58.969]  Oh, China funds our politics?
[01:40:58.989 --> 01:40:59.730]  Wow.
[01:40:59.770 --> 01:41:01.673]  Who could have known?
[01:41:01.733 --> 01:41:03.675]  Thank God Chris Wray is telling you this now.
[01:41:05.503 --> 01:41:09.587]  The FBI is going to continue to say what we mean and mean what we say.
[01:41:09.607 --> 01:41:15.594]  So our partners both here and abroad, many of whom tell us they're battling Chinese aggression themselves.
[01:41:15.934 --> 01:41:18.377]  And probably been begging you for help for years, you've been ignoring them.
[01:41:18.397 --> 01:41:21.941]  Against the Chinese government and countless other dangers.
[01:41:23.717 --> 01:41:31.429]  Finally, let me urge any person or company being targeted or approached by the Chinese government to come to the FBI for help.
[01:41:31.549 --> 01:41:37.778]  No American citizen, resident, company, or university should battle this threat alone.
[01:41:38.837 --> 01:41:39.658]  And you don't have to.
[01:41:39.878 --> 01:41:45.065]  You can report information through your local FBI field office or online at FBI.gov.
[01:41:45.105 --> 01:41:48.950]  The Biden administration is coming after the Chinese communists now.
[01:41:48.990 --> 01:41:51.593]  They're coming after the Chinese spies, I'm sure of it.
[01:41:52.134 --> 01:41:55.258]  Not the Chinese people, and certainly not Chinese Americans.
[01:41:56.544 --> 01:42:06.652]  I want to congratulate all the FBI special agents, intelligence analysts, and professional staff who worked on these cases, as well as our partners at CBP and the IRS.
[01:42:06.872 --> 01:42:08.093]  All right, so that's fine.
[01:42:08.193 --> 01:42:08.734]  So there you go.
[01:42:08.754 --> 01:42:09.194]  Pull it down.
[01:42:09.455 --> 01:42:09.935]  Oh, yes.
[01:42:10.075 --> 01:42:11.856]  Oh, the Chinese communists are the worst.
[01:42:12.057 --> 01:42:15.519]  Oh, yeah, because you don't do that same thing here to Americans.
[01:42:15.559 --> 01:42:17.641]  You don't censor Americans' free speech.
[01:42:17.721 --> 01:42:17.981]  Oh, wait.
[01:42:18.001 --> 01:42:18.482]  Yeah, you do.
[01:42:18.542 --> 01:42:19.443]  Right out of the White House.
[01:42:20.964 --> 01:42:22.265]  Folks, this is just embarrassing.
[01:42:22.325 --> 01:42:24.467]  Honestly, it's so low IQ at this point.
[01:42:26.846 --> 01:42:33.094]  I mean, you can find dozens if not hundreds of stories about Chinese theft of intellectual property in America.
[01:42:33.155 --> 01:42:34.256]  They've never had a press conference.
[01:42:35.017 --> 01:42:37.540]  I mean, look, here's the Washington Post in March.
[01:42:38.871 --> 01:42:40.213]  This is the Washington Post in March.
[01:42:40.693 --> 01:42:44.798]  Inside Hunter Biden's multi-million dollar deals with the Chinese energy company.
[01:42:45.378 --> 01:42:52.426]  Do you really think any of these people are going to do a damn thing about China and Chinese interference in this country?
[01:42:53.247 --> 01:42:53.507]  No.
[01:42:53.668 --> 01:42:54.689]  I mean, they might.
[01:42:54.709 --> 01:42:55.970]  They'll pull a few hairs, maybe.
[01:42:56.691 --> 01:42:57.852]  Maybe they'll trim a few hedges.
[01:42:59.073 --> 01:43:00.754]  The Bidens are owned by China.
[01:43:01.394 --> 01:43:03.675]  Half the Democrat Party's probably owned by China.
[01:43:04.015 --> 01:43:06.156]  Hell, probably Republican leadership's owned by China, too.
[01:43:06.196 --> 01:43:07.337]  Just look at Mitch McConnell's wife.
[01:43:08.017 --> 01:43:09.237]  Even Donald Trump called that out.
[01:43:10.098 --> 01:43:14.740]  So, all this stuff that they're talking about, I'm not denying it's real.
[01:43:15.340 --> 01:43:18.962]  I'm not denying the stories and the stuff the FBI is doing against Chinese communists is real.
[01:43:19.282 --> 01:43:20.203]  I'm sure it is real.
[01:43:20.823 --> 01:43:22.564]  But it's all old news.
[01:43:22.624 --> 01:43:23.745]  It's been going on for years.
[01:43:23.805 --> 01:43:24.965]  It's been going on for decades.
[01:43:24.985 --> 01:43:26.186]  They've never had a press conference.
[01:43:26.206 --> 01:43:27.327]  They've never given a damn.
[01:43:27.567 --> 01:43:29.488]  They've never cared about warning the American people.
[01:43:29.848 --> 01:43:33.930]  Fauci funds biological weapons labs research in Chinese military labs.
[01:43:34.290 --> 01:43:38.473]  The Bidens do multi-million dollar deals with the Chinese communists.
[01:43:38.833 --> 01:43:40.254]  So many others in DC do.
[01:43:40.914 --> 01:43:42.555]  So, I mean, this is just a joke.
[01:43:43.581 --> 01:43:44.462]  This is just a joke.
[01:43:44.522 --> 01:43:45.683]  Understand what this is really about.
[01:43:46.924 --> 01:43:58.613]  This is the Biden administration upset that China is supporting Russia in the war in Ukraine and that China is now becoming an ally with Russia in the larger geopolitical picture.
[01:43:58.893 --> 01:44:00.054]  That's all this was about.
[01:44:00.534 --> 01:44:02.236]  So the stuff in that was probably real.
[01:44:02.276 --> 01:44:05.338]  There are spies here, intellectual property theft, censorship.
[01:44:05.558 --> 01:44:06.159]  That's all real.
[01:44:06.179 --> 01:44:07.059]  The Chinese do all that.
[01:44:07.119 --> 01:44:07.780]  No doubt about it.
[01:44:07.860 --> 01:44:08.981]  They've known about it for years.
[01:44:09.401 --> 01:44:17.007]  They're only making it a public thing today as an intimidation factor against the Chinese for siding with Russia in Ukraine.
[01:44:19.008 --> 01:44:20.349]  Folks, we've got a big problem.
[01:44:21.450 --> 01:44:26.734]  And that's... The biggest criminals, perhaps in the world, reside in Washington, D.C.
[01:44:26.754 --> 01:44:28.175]  They're called American politicians.
[01:44:29.155 --> 01:44:30.216]  And the whole world knows it.
[01:44:31.817 --> 01:44:33.138]  And Donald Trump wasn't one of them.
[01:44:34.099 --> 01:44:35.680]  That's why they had to get Trump out of office.
[01:44:36.921 --> 01:44:38.142]  That's why they had to destroy Trump.
[01:44:39.622 --> 01:44:46.084]  And that's why we're in the position we're in today with so much going wrong in this country.
[01:44:46.424 --> 01:44:49.465]  And this just came from the Washington Post.
[01:44:50.225 --> 01:44:53.246]  Liberals urge Biden to rethink Ukraine strategy.
[01:44:57.367 --> 01:44:59.048]  You guys are so stupid.
[01:44:59.668 --> 01:45:03.309]  You don't realize that they don't give a damn what you think.
[01:45:03.429 --> 01:45:06.670]  This is a much bigger agenda and a money laundering operation.
[01:45:07.688 --> 01:45:16.230]  The UN said $6 billion could solve world hunger when they wanted to make Elon Musk look bad, but Biden's give $100 billion to Ukraine and nobody talks about world hunger then.
[01:45:17.270 --> 01:45:17.910]  Amazing stuff.
[01:45:17.930 --> 01:45:22.371]  So yeah, yeah, the Ukraine strategy should have been rethought a long time ago.
[01:45:22.891 --> 01:45:26.032]  It was already decided they would fight Russia.
[01:45:26.152 --> 01:45:28.712]  It was already decided they'd send troops to the front lines.
[01:45:28.772 --> 01:45:31.313]  It was already decided that they'll have a nuclear confrontation.
[01:45:31.353 --> 01:45:33.113]  They already decided all of it.
[01:45:33.413 --> 01:45:34.454]  There's no rethinking.
[01:45:34.694 --> 01:45:36.574]  It's already been thought out and planned out.
[01:45:38.578 --> 01:45:39.378]  That's cute though.
[01:45:40.299 --> 01:45:50.005]  That's cute that you think the military-industrial complex and the heads of the Democrat and Republican Party want to listen to you when it comes to peace and not war.
[01:45:50.105 --> 01:45:50.845]  That's hilarious.
[01:45:50.925 --> 01:45:51.646]  That's really cute.
[01:45:51.706 --> 01:45:52.766]  You must be really naive.
[01:45:53.987 --> 01:45:57.369]  Now I want to get into some vaccine issues before we're joined by Savannah Hernandez.
[01:45:57.389 --> 01:46:02.112]  But first, remember they told you that vaccine would be safe and effective and wouldn't?
[01:46:03.709 --> 01:46:06.891]  And you wouldn't get sick, and you wouldn't transmit the disease if you had it.
[01:46:06.932 --> 01:46:07.412]  Remember that?
[01:46:07.472 --> 01:46:09.233]  Well, in case you don't, here's a little reminder.
[01:46:10.614 --> 01:46:14.597]  When people are vaccinated, they can feel safe that they are not going to get infected.
[01:46:18.961 --> 01:46:19.541]  You're okay.
[01:46:19.821 --> 01:46:22.944]  You're not going to get COVID if you have these vaccinations.
[01:46:26.087 --> 01:46:39.193]  Our data from the CDC today suggests that vaccinated people do not carry the virus, don't get sick, and that it's not just in the clinical trials, but it's also in real-world data.
[01:46:42.051 --> 01:46:50.875]  If you get vaccinated, that vaccine will basically prevent you from getting sick with COVID, it will prevent you from having to go to the hospital with COVID symptoms, it will prevent you from dying from COVID.
[01:46:50.955 --> 01:46:51.655]  Great, good for you.
[01:46:52.196 --> 01:46:55.117]  What this means is that we can get there with vaccines.
[01:46:55.797 --> 01:46:58.999]  Instead of the virus being able to hop from person to person to person.
[01:47:00.404 --> 01:47:03.866]  Potentially mutating and becoming more virulent and drug-resistant along the way.
[01:47:03.886 --> 01:47:11.150]  Now we know that the vaccines work well enough that the virus stops with every vaccinated person.
[01:47:11.530 --> 01:47:14.492]  A vaccinated person gets exposed to the virus.
[01:47:16.293 --> 01:47:18.074]  The virus does not infect them.
[01:47:18.214 --> 01:47:21.255]  The virus cannot then use that person to go anywhere else.
[01:47:23.397 --> 01:47:26.879]  It cannot use a vaccinated person as a host to go get more people.
[01:47:26.919 --> 01:47:29.120]  She says the propaganda was so much confidence.
[01:47:30.512 --> 01:47:39.334]  Everyone who takes the vaccine is not just protecting themselves but reducing their transmission to other people and allowing society to get back to normal.
[01:47:41.114 --> 01:47:42.854]  We need the humans to just die.
[01:47:42.894 --> 01:47:49.835]  There is no variant that we have identified that escapes the protection of our vaccine.
[01:47:49.654 --> 01:47:56.654]   transmission of the disease. There is no variant that we have identified that escapes the protection of our vaccine.
[01:47:56.654 --> 01:47:58.654]  (laughter)
[01:47:58.654 --> 01:48:00.654]  (applause)
[01:48:00.654 --> 01:48:05.654]   Oops. There's all your vaccine pushers lying to you about that vaccine.
[01:48:06.010 --> 01:48:06.750]  Can I sue them?
[01:48:06.871 --> 01:48:10.212]  I want to sue them for $39 quadrillion.
[01:48:11.913 --> 01:48:14.674]  I want to sue them for $39 quadrillion.
[01:48:16.775 --> 01:48:17.335]  I mean, why not?
[01:48:17.395 --> 01:48:27.780]  I mean, if they can sue Infowars for $2.75 trillion, why can't I sue them for quadrillions after lying to us about the vaccine that impacted hundreds of millions, if not billions of people?
[01:48:28.891 --> 01:48:32.232]  I think those liars owe the planet quadrillions of dollars.
[01:48:34.912 --> 01:48:35.193]  U.S.
[01:48:35.233 --> 01:48:40.674]  still denies entry to unvaccinated legal travelers, but not illegal aliens walking across the open border.
[01:48:41.514 --> 01:48:43.955]  You know, it's a joke that goes around, but there's truth to it.
[01:48:44.995 --> 01:48:49.556]  If you're not vaccinated and you want to travel to America, just travel to Mexico and then walk across the border.
[01:48:50.176 --> 01:48:53.497]  And you'll get a free ride and maybe some nice cash for your vacation as well.
[01:48:55.402 --> 01:48:57.324]  Of course, that's just a complete joke.
[01:48:57.344 --> 01:48:58.526]  But see, that's what it's all about.
[01:48:58.746 --> 01:48:59.187]  Oh, see?
[01:48:59.707 --> 01:49:01.089]  The law-abiding citizens.
[01:49:01.269 --> 01:49:03.231]  Oh, yes, get that vaccine.
[01:49:03.272 --> 01:49:04.733]  Now you can abide by the law.
[01:49:05.074 --> 01:49:07.917]  But the people that don't abide by the law, they just get to do whatever they want.
[01:49:08.097 --> 01:49:09.058]  Oh, you're an illegal immigrant?
[01:49:09.119 --> 01:49:10.160]  Oh, you didn't take the vaccine?
[01:49:10.240 --> 01:49:11.261]  Oh, everything's good for you.
[01:49:12.042 --> 01:49:14.225]  And that same logic applies with the gun debate.
[01:49:16.074 --> 01:49:19.017]  Oh, criminals are just going to turn their guns in when they make them illegal.
[01:49:19.057 --> 01:49:19.937]  Come on, man.
[01:49:20.538 --> 01:49:23.340]  All we got to do is make guns illegal and criminals are going to turn their guns in.
[01:49:23.380 --> 01:49:26.302]  Kind of like, all we have to do is make murder illegal and nobody will murder anymore.
[01:49:26.383 --> 01:49:27.483]  Ha ha ha ha ha!
[01:49:29.445 --> 01:49:32.487]  So, oh, you, the law-abiding citizen, you disarm yourself.
[01:49:32.868 --> 01:49:36.591]  You, the law-abiding citizen, you turn over your gun and now you become the victim.
[01:49:37.031 --> 01:49:38.012]  Now you become the slave.
[01:49:39.053 --> 01:49:42.896]  But, oh, the criminal that doesn't turn his gun in, now he's got the upper hand.
[01:49:43.576 --> 01:49:44.157]  See how that works?
[01:49:45.749 --> 01:49:48.371]  What did Jill Biden mean?
[01:49:48.511 --> 01:49:49.471]  Fake Dr. Jill.
[01:49:50.032 --> 01:49:57.016]  What did she mean when she predicted a wave of cancer diagnoses after COVID-19?
[01:49:57.056 --> 01:49:58.517]  Does she know something we don't know?
[01:49:59.177 --> 01:50:02.379]  Did she mean COVID-19 or the COVID-19 vaccine?
[01:50:02.399 --> 01:50:08.003]  Because we are seeing a spike in brain cancers, specifically since the COVID-19 vaccine.
[01:50:08.363 --> 01:50:11.205]  Neurological problems, brain problems, one of the main side effects.
[01:50:11.285 --> 01:50:12.265]  What does she know?
[01:50:13.486 --> 01:50:14.407]  What does she know?
[01:50:16.687 --> 01:50:17.768]  Gateway Pointed Headline.
[01:50:18.889 --> 01:50:20.590]  COVID-19 was made in a lab.
[01:50:20.690 --> 01:50:23.553]  Without a reckoning, even more deadly pandemics are in our future.
[01:50:23.733 --> 01:50:24.193]  That's right!
