[00:00:00.069 --> 00:00:01.290]  Yeah, Liberal World Order.
[01:26:41.291 --> 01:26:41.871]  Disgusting.
[01:26:42.071 --> 01:26:45.793]  Well, that's people pretending under Stockholm Syndrome they're part of the power structure.
[01:26:45.813 --> 01:26:47.254]  Kevin, powerful call.
[01:26:47.454 --> 01:26:47.934]  I agree.
[01:26:48.034 --> 01:26:48.995]  I'm seeing what you're seeing.
[01:26:49.495 --> 01:26:50.675]  Mass awakening.
[01:26:50.996 --> 01:26:54.898]  Tell folks the freedom lives, the resistance is at InfoWars.com.
[01:26:55.598 --> 01:27:03.509]  We're gonna go to break, come back next hour with Sam, CJ, Leroy, Junior, Luke, Dave, Robert, Abraham, Matt, all of you, the order they received.
[01:27:03.549 --> 01:27:10.559]  But here is the White House spokesperson saying all of this is for your own good, it's part of a liberal New World Order.
[01:27:12.709 --> 01:27:16.232]  They say that this could be a long war, measured in years.
[01:27:16.332 --> 01:27:19.255]  And I think everybody understands why this is happening.
[01:27:19.315 --> 01:27:20.536]  But is it sustainable?
[01:27:20.556 --> 01:27:27.201]  What do you say to those families who say, listen, we can't afford to pay $4.85 a gallon for months, if not years.
[01:27:27.261 --> 01:27:28.522]  This is just not sustainable.
[01:27:30.344 --> 01:27:34.287]  Well, what you heard from the president today was a clear articulation of the stakes.
[01:27:34.387 --> 01:27:37.670]  This is about the future of the liberal world order, and we have to stand...
[01:27:38.504 --> 01:27:42.266]  All right, we're taking your phone calls right now, ladies and gentlemen.
[01:27:44.427 --> 01:27:46.508]  And I'm going to show this clip again coming up later.
[01:27:47.269 --> 01:27:48.609]  The picture won the Pulitzer Prize in 1960.
[01:27:48.709 --> 01:27:54.752]  It shows a priest giving the last rites to a Cuban farmer, owner of his land.
[01:27:54.832 --> 01:27:56.593]  Months later, they banned the Catholic Church.
[01:27:57.194 --> 01:27:58.795]  He refused to work for Castro's regime.
[01:27:58.835 --> 01:28:02.817]  He died by firing squad after a trial by Che Guevara that lasted four minutes.
[01:28:03.437 --> 01:28:05.278]  You will never see this picture on a t-shirt.
[01:28:07.366 --> 01:28:09.087]  We're taking your phone calls right now.
[01:28:09.107 --> 01:28:15.550]  We've got some key clips of Dr. Zev Zelenka, who died yesterday, coming up this hour.
[01:28:16.731 --> 01:28:22.273]  Let's go ahead and go to the callers in the order that they are received.
[01:28:23.534 --> 01:28:27.296]  And let's talk to Dave in Georgia.
[01:28:27.356 --> 01:28:28.276]  You're on the air, Dave.
[01:28:29.997 --> 01:28:30.878]  Hey, Alex, you there?
[01:28:31.058 --> 01:28:31.338]  Yes, sir.
[01:28:32.555 --> 01:28:35.516]  Okay, so I am a cultural anthropologist.
[01:28:36.096 --> 01:28:46.940]  In 2011, I did my dissertation and my thesis, and my professor worked for the CDC here in Atlanta, worked for the CDC in Atlanta for 30 years.
[01:28:47.900 --> 01:28:53.322]  And you had a caller that called in a week and a half ago when you were asking about what is the main problem.
[01:28:54.142 --> 01:29:00.964]  And I look at two issues in regards to geoengineering and the gay pride stuff.
[01:29:01.630 --> 01:29:07.495]  And all of the Drag Queen story time and all of that stuff, we can step aside from that and we can fight it.
[01:29:08.155 --> 01:29:11.198]  But the geoengineering stuff, it's so in our face.
[01:29:11.738 --> 01:29:16.782]  And my father died from COVID last year, and my mother's got a new boyfriend.
[01:29:16.822 --> 01:29:17.263]  He died at 86.
[01:29:18.344 --> 01:29:21.906]  And her new boyfriend, she's 70 years old, has got an airplane.
[01:29:22.867 --> 01:29:27.491]  And he took me flying in his airplane over Stone Mountain a month ago.
[01:29:28.100 --> 01:29:32.100]   And when we were flying in the airplane, the traffic controllers were like, "Hey, y'all
[01:29:32.100 --> 01:29:37.019]   gotta get away from this airplane coming in before you land in the Peete Street Airport
[01:29:37.019 --> 01:29:40.980]  for some, I couldn't even understand it, for some X reason."
[01:29:40.980 --> 01:29:42.220]  And I asked him, I said, "What does that mean?"
[01:29:42.220 --> 01:29:47.579]   He goes, "Oh, that's an unmarked airplane and we had to fly around it."
[01:29:47.640 --> 01:29:53.024]  And then when we landed, we saw they were just spraying cross lines of all this poison over us in the sky.
[01:29:53.084 --> 01:29:57.266]  It's all declassified, giant geoengineering program, CIA admits it.
[01:29:57.787 --> 01:30:00.308]  Just like, oh, there's no world government, but there is a world government.
[01:30:00.348 --> 01:30:01.409]  Yeah, it's just all in our face.
[01:30:02.679 --> 01:30:03.079]  Yes, sir.
[01:30:03.620 --> 01:30:27.101]  And, you know, being in the studies with my professor in school, he told me that he was flown to Vietnam during the Vietnam War and how it was declassified in 2004, that they came out and said that they did cloud seed the skies during the Vietnam War to drown out and cause rain supply issues to the supply lines in the war.
[01:30:27.321 --> 01:30:31.504]  You can see my doctor Ben Livingston interviews at Bandot Video in 2004.
[01:30:31.725 --> 01:30:33.446]  They declassified that.
[01:30:33.806 --> 01:30:36.328]  They were weather controlling in World War II.
[01:30:37.949 --> 01:31:03.042]   Well he laughed about it and you know this is a side issue and he said he told us he said David you don't have to believe in evolution but you got to know it and we have diseases known all the way back to 2,000 years ago at the time of Jesus that we're weaponizing now and This issue in regards to me being in Vietnam, we were trying to save the soldiers that were dying from dehydration, but he even admitted it.
[01:31:03.062 --> 01:31:11.689]  He said, I saw them deploying their geoengineering tactics back then and I didn't understand what the gridlines were, but it's just so in our face, man.
[01:31:14.468 --> 01:31:15.169]  That's the thing.
[01:31:15.229 --> 01:31:16.952]  They treat us like animals.
[01:31:17.013 --> 01:31:19.076]  The globalists have decided they're a new species.
[01:31:19.116 --> 01:31:20.158]  They've decided they're God.
[01:31:20.519 --> 01:31:22.001]  They're using us as guinea pigs.
[01:31:22.402 --> 01:31:23.925]  I really appreciate your call, Dave.
[01:31:24.947 --> 01:31:25.287]  All right.
[01:31:26.360 --> 01:31:27.540]  We got a lot of callers here.
[01:31:27.640 --> 01:31:28.261]  No more calls.
[01:31:28.641 --> 01:31:29.301]  We'll take these.
[01:31:29.381 --> 01:31:41.845]  I'm going to get to Matt and Abraham and Robert and Andrew and Luke and Junior and Anderson and Leroy and CJ and Joe.
[01:31:42.326 --> 01:31:44.146]  I will get to every one of those calls.
[01:31:44.806 --> 01:31:49.917]   But in the last segment, I've got the last time Zlinko was on with us.
[01:31:50.077 --> 01:31:51.638]  Very powerful segment I'm going to air.
[01:31:52.078 --> 01:31:55.080]  And I've got a short clip of Zlinko coming up after the break.
[01:31:55.500 --> 01:31:57.981]  Because he was a great guy and he's alive with us today.
[01:31:58.461 --> 01:32:01.203]  We know he's at the next level, but he lives with us on today.
[01:32:01.223 --> 01:32:03.043]  He asks us to step up our game.
[01:32:03.644 --> 01:32:04.964]  He asks us to take action.
[01:32:05.024 --> 01:32:06.105]  We are doing it.
[01:32:06.505 --> 01:32:07.946]  Not just for him, but for the children.
[01:32:08.286 --> 01:32:08.986]  We'll be right back.
[01:32:09.006 --> 01:32:10.307]  Infowars.com.
[01:32:10.747 --> 01:32:11.447]  Share that link.
[01:32:11.467 --> 01:32:12.588]  They can't stand it when you do.
[01:32:13.048 --> 01:32:13.829]  Infowars.com.
[01:32:16.007 --> 01:32:21.668]  I just came from my doctor's and not good news.
[01:32:22.589 --> 01:32:30.071]  My cancer, which I've been fighting for four years, has progressed.
[01:32:31.611 --> 01:32:37.413]  There's one last ditch effort that may lead to cure, which I'm going to do.
[01:32:38.393 --> 01:32:43.074]  But if that fails, then the estimates are unpleasant.
[01:32:43.707 --> 01:32:47.470]  But I've been at this place multiple times in the last four years.
[01:32:48.811 --> 01:32:54.856]  And so when someone lives with that consciousness, something happens.
[01:32:55.476 --> 01:32:56.437]  Something very good happens.
[01:32:57.418 --> 01:33:02.582]  You kind of live each day and you appreciate time.
[01:33:03.662 --> 01:33:09.167]  And in reality, just think of it philosophically, you begin to die from the day you're born.
[01:33:11.208 --> 01:33:12.169]  No one lives forever.
[01:33:13.760 --> 01:33:20.265]  Some people live 20 years, some people live 100 years, but in the grand scheme of creation, it's finer.
[01:33:22.026 --> 01:33:25.809]  So in my opinion, it's not important when and how you die.
[01:33:27.891 --> 01:33:30.633]  It's much more important how you live.
[01:33:30.813 --> 01:33:35.217]  And so, because when and how you die is not in your control.
[01:33:36.838 --> 01:33:40.461]  But how you live is in your control.
[01:33:41.221 --> 01:33:46.783]   How you think, How you speak and how you act is within the free will and volition of man.
[01:33:48.003 --> 01:33:57.145]  So my advice to people is appreciate the gift of consciousness in life that you're being given.
[01:33:58.205 --> 01:34:02.246]  Happy birthday because every instant of time is an active recreation.
[01:34:02.626 --> 01:34:07.286]  It's a dynamic involvement on God's part for us to be.
[01:34:08.367 --> 01:34:13.849]   If you woke up, that's proof That he wants you to be and that you didn't finish your job.
[01:34:15.910 --> 01:34:28.219]  And I would say the world will be redeemed or fixed, rectified through acts of goodness and kindness.
[01:34:29.300 --> 01:34:33.543]  Even if the sword is on your neck, you should never give up hope.
[01:34:34.758 --> 01:34:47.401]  I do feel the sword on my neck, but I'm still very hopeful and I live with more tranquility and serenity than I've ever had in my life, which is very counterintuitive.
[01:34:47.461 --> 01:34:57.803]  Because for the carnage and the malevolence, evil that I've come into contact with in the last two years, I would not expect that type of inner peace.
[01:34:57.863 --> 01:35:09.075]   But what I've realized is When you're in alignment, you seem to be in alignment to the divine will, there's a certain gift of tranquility that's given.
[01:35:11.603 --> 01:35:12.864]  It's not easy, by the way.
[01:35:12.924 --> 01:35:14.205]  It's very hard, but so what?
[01:35:15.185 --> 01:35:20.168]  And it's a constant struggle, but all the suffering that I went through, I still wouldn't give it up.
[01:35:20.188 --> 01:35:26.672]  By the way, I didn't ask for this challenge, but no one asked me, so as I went through it, I am going through it.
[01:35:27.412 --> 01:35:30.694]  The serenity is really something I've been seeking my whole life.
[01:35:31.375 --> 01:35:38.459]  I'm very graceful to have it.
[01:35:38.479 --> 01:35:40.220]  Listen, we need generals.
[01:35:40.891 --> 01:35:49.136]  We need people with platforms like Joe Rogan and other people like that who are free-thinking spirits, but don't buy into the false narrative.
[01:35:49.757 --> 01:35:54.240]  They're able to kind of dig out the truth themselves, and they have the trust of the people.
[01:35:55.200 --> 01:35:56.161]  So this is the key here.
[01:35:56.201 --> 01:35:57.402]  This is a narrative war.
[01:35:57.862 --> 01:36:00.684]  The enemies of humanity have control over the social media.
[01:36:00.724 --> 01:36:04.947]  They have a head start in social media and mainstream media, but we can catch up.
[01:36:05.007 --> 01:36:25.711]   And a little truth, a little light, It dispenses a lot of darkness, so I plead on people like Joe and Rogan and other people with platforms to wake up, join together as an army of truth speakers and say no to these animals and these despots and save as many people as we can with spreading the truth.
[01:36:26.271 --> 01:36:28.233]  The soul of humanity is at stake here.
[01:36:30.888 --> 01:36:35.370]  I have thousands, hundreds, probably thousands of sick patients with no treatment.
[01:36:35.390 --> 01:36:37.571]  So what are you supposed to do, let them die?
[01:36:38.091 --> 01:36:40.332]  The whole, the government was telling us to send them home.
[01:36:40.652 --> 01:36:41.972]  The government is still telling us.
[01:36:42.133 --> 01:36:49.816]  NIH, as of today, tells you don't treat COVID, go home, then go to the hospital, and if the oxygen is less than 92, then you should be treated.
[01:36:50.436 --> 01:36:52.557]  That's a policy of a government that wants you to die.
[01:36:53.217 --> 01:36:58.139]  Any policy that obstructs early pre-hospital treatment is a policy of death.
[01:37:00.681 --> 01:37:05.285]  And I'm sorry to say this, but I have to be realistic and I have to protect humanity.
[01:37:05.345 --> 01:37:17.195]  I feel I have to let the world know that we are being slaughtered by a few sociopathic corrupt oligarchs and corrupt governments and false promises.
[01:37:17.595 --> 01:37:21.419]  And we need to stop listening to these people saying no.
[01:37:25.502 --> 01:37:28.585]  I'm not going to let you kill me or my family and the people I love.
[01:37:29.605 --> 01:37:29.905]  No!
[01:37:30.886 --> 01:37:33.488]  And come to my house and try to put a shot into my arm.
[01:37:33.528 --> 01:37:34.569]  Let's see what happens to you.
[01:37:34.809 --> 01:37:35.850]  You'll get a different shot.
[01:37:36.051 --> 01:37:51.063]  The difference between us and Australia now, where they're building gulags already, and then turning people into quarantine facilities, and putting ankle braces on people who don't want to take the shot, is that we have thrown in a 50 million gun.
[01:37:51.203 --> 01:37:51.804]  Powerful.
[01:37:52.734 --> 01:37:53.854]  Good to be on the air.
[01:37:53.713 --> 01:38:00.713]   at FOLWARS.COM with Dr. Zelinske. Dr. Zelinske who's made the jump into hyperspace.
[01:38:00.713 --> 01:38:04.713]  We love you Dr. Zelinko.
[01:38:04.713 --> 01:38:08.713]  Alright we're going back to your phone calls right now.
[01:38:08.713 --> 01:38:10.713]  Who's up next here?
[01:38:10.713 --> 01:38:16.713]   I guess that would be Luke in Tennessee. Luke you're on the air, welcome.
[01:38:16.713 --> 01:38:19.713]  Good to be on the air, how you doing today?
[01:38:19.713 --> 01:38:20.713]  Man, crazy times.
[01:38:20.847 --> 01:38:23.209]  They're announcing world government and it's liberal.
[01:38:24.971 --> 01:38:26.172]  Yeah, liberal world order.
[01:38:26.212 --> 01:38:29.295]  I want to talk to everybody about what we can do about that announcement.
[01:38:29.876 --> 01:38:34.400]  And the first thing I think that people need to do is admit the problem.
[01:38:34.941 --> 01:38:39.525]  You need to admit that there is a hostile world government takeover.
[01:38:39.646 --> 01:38:41.968]  It is a very scary thing to admit.
[01:38:42.600 --> 01:38:44.121]  That these people want you dead.
[01:38:44.621 --> 01:38:46.302]  They do not want you to have a family.
[01:38:46.502 --> 01:38:48.342]  They want an anti-human future.
[01:38:48.743 --> 01:38:56.586]  They are going to try to starve you out by reducing energy, reducing crop yields, and creating war.
[01:38:56.626 --> 01:38:57.866]  They're going to try to kill you.
[01:38:58.026 --> 01:39:00.127]  You have to admit that to yourself, number one.
[01:39:00.387 --> 01:39:00.707]  That's right.
[01:39:00.727 --> 01:39:03.088]  They're in direct war against humanity.
[01:39:03.609 --> 01:39:04.849]  On record, they are the enemy.
[01:39:05.289 --> 01:39:09.311]  Anybody endorsing Great Reset, Build Back Better, is a literal enemy of humanity.
[01:39:10.751 --> 01:39:19.398]  Now that's hard for a lot of people to deal with, but once you get past that, it is very freeing, and instead of panicking, you just need to become the solution.
[01:39:19.958 --> 01:39:23.861]  And the first thing you need to do is to secure yourself and your family.
[01:39:24.342 --> 01:39:27.604]  So you just need to prepare for the pain that they're going to try to give you.
[01:39:27.985 --> 01:39:31.607]  Because just because they say they want to do this doesn't mean they're going to be able to.
[01:39:31.928 --> 01:39:39.674]  And they're putting us in pain to drive us into breaking down and accepting a world social credit score and universal basic income where they have complete control.
[01:39:41.064 --> 01:39:47.587]  And I hear a lot of people on here talking about how, you know, they've started gardening, or their neighbor has gardened, or they're planning a garden, and that is great.
[01:39:47.947 --> 01:40:00.913]  But it's starting to become later in the season, and one of the things you can do, let's say you don't have a lot of property, or you don't have a yard, or you live in a populated area, buy a little bit more food every time you go to the grocery store.
[01:40:00.933 --> 01:40:03.474]  And I'm not talking big stuff, I'm talking canned beans.
[01:40:03.514 --> 01:40:07.176]  That's right, because it only shuts stuff down for a few months to make the average person break down.
[01:40:07.556 --> 01:40:09.737]  You've just got to be less weak than the last person.
[01:40:11.129 --> 01:40:13.212]  And don't forget about preparewithalex.com.
[01:40:13.372 --> 01:40:19.461]  My Patriot Supply, those are good as well, but if you don't have that much money, at least do something.
[01:40:19.481 --> 01:40:31.654]   And the next thing that I want people to do is once you've got, once you have admitted the problem, once you know what you're facing and you're no longer afraid, When you're becoming part of the solution, you need to build a community.
[01:40:32.054 --> 01:40:32.935]  You need to build a network.
[01:40:32.955 --> 01:40:33.255]  That's right.
[01:40:33.275 --> 01:40:38.839]  More important than water filtration and guns and food is a relationship with God and then a community.
[01:40:38.859 --> 01:40:42.262]  Because together we are so powerful together on a mission.
[01:40:42.702 --> 01:40:43.803]  Humans are incredible.
[01:40:43.863 --> 01:40:44.744]  Thank you so much, Luke.
[01:40:45.726 --> 01:40:53.510]  If you want the entire My Patriot Supply catalog with even more survival items than they've got, we have it ready to ship.
[01:40:53.570 --> 01:40:55.231]  Their interface, it goes right through them.
[01:40:55.632 --> 01:41:03.056]  Get the best prices, the quickest shipping at preparetoday.com and then a portion of that goes to fund our operation.
[01:41:03.116 --> 01:41:05.197]  Preparetoday.com.
[01:41:05.597 --> 01:41:06.378]  I would not wait.
[01:41:06.438 --> 01:41:07.598]  Preparetoday.com.
[01:41:08.299 --> 01:41:11.420]  It is so important to be self-sufficient.
[01:41:11.740 --> 01:41:12.801]  Preparetoday.com.
[01:41:13.201 --> 01:41:16.448]   We also have The July 4th special.
[01:41:16.868 --> 01:41:19.030]  It's all of our products, 40 to 75% off.
[01:41:19.230 --> 01:41:22.953]  At 75% off, we're losing money on some of these products.
[01:41:24.074 --> 01:41:25.415]  Infowarsstore.com.
[01:41:26.777 --> 01:41:38.967]  You need to get Alpha Power, and RainForce Plus, and Pollen Block, and Ultimate Crayola, and Fish Oil, and Vitamin E3 Gummies, and Knockout, and the multivitamin, which is the same as the Herodin Beer Support, but that's even a lower price.
[01:41:39.747 --> 01:41:41.169]  Infowarsstore.com.
[01:41:42.327 --> 01:41:42.527]  Or 888-253-3139.
[01:41:42.587 --> 01:41:44.248]  All right.
[01:41:44.868 --> 01:41:46.509]  I'm doing okay taking calls.
[01:41:47.049 --> 01:41:48.469]  But next segment's nine minutes long.
[01:41:48.589 --> 01:41:51.671]  I'm taking four calls when we come out of this break.
[01:41:51.731 --> 01:41:53.231]  So get ready.
[01:41:53.851 --> 01:41:54.492]  Get ready.
[01:41:55.352 --> 01:41:56.873]  You know, it's not a claim.
[01:41:58.393 --> 01:41:59.193]  It's not a boast.
[01:42:00.174 --> 01:42:00.974]  It's more of a burden.
[01:42:03.155 --> 01:42:04.275]  But you can't lie about it.
[01:42:05.756 --> 01:42:07.457]  We really are changing the world together.
[01:42:08.637 --> 01:42:10.578]  We really are laying out how things actually work.
[01:42:11.886 --> 01:42:18.507]  And if the public ever gets wind of it, and ever tunes in, which is happening, it's game over for the New World Order.
[01:42:20.608 --> 01:42:21.668]  And that's why they're so scared.
[01:42:21.708 --> 01:42:23.608]  Thank you so much for joining the Alex Jones Show.
[01:42:24.348 --> 01:42:28.669]  I'm your host, Alex Jones, here on this Friday Worldwide Broadcast.
[01:42:29.369 --> 01:42:32.130]  Let's go to the callers back in the order they are received.
[01:42:34.010 --> 01:42:37.111]  Let's go to Robert in Kentucky, then CJ in Ohio.
[01:42:37.551 --> 01:42:38.591]  Robert, you're on the air.
[01:42:39.952 --> 01:42:40.412]  Yes, sir.
[01:42:40.532 --> 01:42:42.413]  Thank you so much, Alex Jones, for all you do.
[01:42:42.433 --> 01:42:42.853]  Thank you.
[01:42:42.933 --> 01:42:44.634]  I'm a long-time listener.
[01:42:44.794 --> 01:42:46.255]  Now I've listened for over 10 years.
[01:42:46.415 --> 01:42:47.595]  It's the first time I've called.
[01:42:48.216 --> 01:42:49.676]  Just wanted to get a quick thing out.
[01:42:50.396 --> 01:42:51.397]  I'm in my late 30s.
[01:42:52.117 --> 01:42:53.338]  I'm a healthy individual.
[01:42:53.558 --> 01:42:54.638]  I'm a construction worker.
[01:42:55.239 --> 01:43:05.463]  I had to have a surgery last year, and the hospital where I was going to get my surgery done said that I had to get both the COVID vaccines to be able to have my surgery.
[01:43:06.508 --> 01:43:13.571]  Um, about six months after my vaccinations and my surgery, I started having lots of fainting spells and blood pressure issues.
[01:43:14.332 --> 01:43:20.755]  And after lots of tests and, uh, you know, blood, blood work and stuff that I got done, I was diagnosed with POTS disease.
[01:43:21.215 --> 01:43:26.117]  And, uh, that is, uh, stands for Postural Orthostatic Tachycardia Syndrome.
[01:43:27.038 --> 01:43:37.631]   Um, I guess, uh, my question would be, and just a few months ago, I actually Well, I guess my question is, why are we being forced to have the vaccines?
[01:43:38.191 --> 01:43:42.374]  And if I can still catch COVID, what is the COVID vaccine doing for us?
[01:43:42.974 --> 01:43:52.159]  Well, it terrorized you and bullied you for the right to work into taking something that... I'm not a doctor, but what you described, was that a heart problem?
[01:43:52.519 --> 01:43:53.760]  A cardiovascular issue?
[01:43:54.540 --> 01:43:54.900]  Yes, sir.
[01:43:54.940 --> 01:43:55.701]  It's a heart problem.
[01:43:55.761 --> 01:43:59.883]  And it caused when I stand up or start to walk after sitting down, I feel like I'm going to faint.
[01:44:01.810 --> 01:44:09.058]  I mean, sir, have you seen the October 2020 document from the CDC where they said exactly that would happen if you took the shot?
[01:44:09.458 --> 01:44:16.585]  They knew, they did it to you, and they have these useful idiots telling you to have a job, you gotta do it, and it's literally eugenics.
[01:44:16.646 --> 01:44:17.967]  They give you a soft kill weapon.
[01:44:18.447 --> 01:44:19.569]  There's ways to mitigate it.
[01:44:20.431 --> 01:44:23.431]   I've talked to a bunch of medical doctors on air and off air.
[01:44:23.431 --> 01:44:27.711]  It's growing prion crystals in your body causing blood clots.
[01:44:27.711 --> 01:44:33.551]   Ivermectin not just when you have it, but cycles of ivermectin now every couple of months
[01:44:33.551 --> 01:44:36.030]  is what people are doing to detoxify from it.
[01:44:36.030 --> 01:44:40.192]   I personally did another cycle of ivermectin, had my dad do it a few months ago and it really
[01:44:40.192 --> 01:44:41.192]  helped us.
[01:44:41.192 --> 01:44:48.831]  This is a very serious chronic infection nanotech bioweapon.
[01:44:48.831 --> 01:44:54.072]   But ivermectin kills parasites and it's a parasite so God bless you.
[01:44:54.087 --> 01:44:55.288]  I'm sorry that happened to you, Robert.
[01:44:55.928 --> 01:44:57.288]  Yeah, these people are unbelievable.
[01:44:57.869 --> 01:45:00.529]  But they have idiots that don't know what they're doing making you do it.
[01:45:02.530 --> 01:45:04.711]  I've talked to a lot of doctors and nurses on-air and off-air.
[01:45:04.731 --> 01:45:09.512]  Where you wonder why there's hospital staffing shortages now.
[01:45:09.552 --> 01:45:10.613]  There weren't two years ago.
[01:45:11.253 --> 01:45:14.794]  Their excuse was take the shot, lock down, because of hospital shortages.
[01:45:15.314 --> 01:45:17.135]  Now there's shortages because the people are so sick.
[01:45:19.423 --> 01:45:21.824]  All right, let's go ahead and talk to Junior.
[01:45:21.844 --> 01:45:23.886]  No, no, CJ's next.
[01:45:24.626 --> 01:45:25.166]  And then Junior.
[01:45:25.547 --> 01:45:26.867]  CJ in Ohio.
[01:45:26.947 --> 01:45:27.268]  Welcome.
[01:45:27.288 --> 01:45:27.868]  Thanks for holding.
[01:45:29.649 --> 01:45:30.189]  Thanks, Alec.
[01:45:31.790 --> 01:45:33.311]  What's on your mind, CJ?
[01:45:33.331 --> 01:45:36.893]  Yeah, I wanted to thank you for honoring Dr. Blanco today.
[01:45:36.913 --> 01:45:38.774]  I think that's a great thing to do.
[01:45:38.814 --> 01:45:56.823]   You know, I'm calling in to give him my blessings and his family and be thinking about him and praying for them over the Over the coming days, in the midst of the confusion, and all the BS of the COVID, all the data manipulation stuff, I mean, he was a real lighted path for many of us, and hopefully for many others.
[01:45:57.964 --> 01:46:04.451]  Well, he was exactly where he wanted to be, and he did a great job, so we all are very proud of him, including his family right now.
[01:46:05.312 --> 01:46:07.294]  That's a life well-led against the enemy.
[01:46:08.427 --> 01:46:08.587]  Yep.
[01:46:08.947 --> 01:46:12.008]  He was a sturdy stolen thinker and a lovable teddy bear all in one.
[01:46:12.368 --> 01:46:15.568]  And we should continue to support his Z-Stack formulation, too.
[01:46:15.588 --> 01:46:16.429]  It makes a lot of sense.
[01:46:16.469 --> 01:46:20.009]  He did a great job explaining why it worked and all the research he did on it.
[01:46:21.150 --> 01:46:24.990]  Also to help support his family, just like we support the InfoWars.
[01:46:25.270 --> 01:46:25.891]  Absolutely.
[01:46:26.851 --> 01:46:27.031]  Yep.
[01:46:27.211 --> 01:46:29.291]  We all need to find a hill to die on like he did.
[01:46:29.631 --> 01:46:31.512]  And, you know, it's all around us.
[01:46:31.592 --> 01:46:37.393]  I mean, if you watch what happened with the Tina Fears election the other day, I mean, it's a full scam.
[01:46:38.484 --> 01:46:41.166]  Full steam ahead.
[01:46:41.306 --> 01:46:44.769]  He loved everybody, but he was Jewish and proud of his faith, which is great.
[01:46:45.530 --> 01:46:46.411]  That's Masada.
[01:46:46.431 --> 01:46:48.973]  Where does a hill to die on come from?
[01:46:48.993 --> 01:46:54.277]  It comes from Masada, with the Romans and the Jews all dying on the hill.
[01:46:54.357 --> 01:46:56.259]  We are all at our Masada right now.
[01:46:56.779 --> 01:46:57.840]  I appreciate your call, brother.
[01:46:57.860 --> 01:46:58.421]  God bless you.
[01:46:58.881 --> 01:47:00.182]  All right, let's jam in another call here.
[01:47:01.023 --> 01:47:03.785]  Let's go ahead and talk to Matt in Florida, then Junior.
[01:47:04.186 --> 01:47:05.707]  Matt in Florida, you're on the air, welcome.
[01:47:06.894 --> 01:47:10.635]  They say that you're a character, Alex, and you're a great guy, man.
[01:47:10.695 --> 01:47:12.955]  That Biden and Kamala are the real characters.
[01:47:12.995 --> 01:47:14.376]  You know, they're fake and they're actors.
[01:47:14.416 --> 01:47:15.476]  They're career politicians.
[01:47:15.536 --> 01:47:17.576]  They work their way into power, lying and cheating.
[01:47:17.616 --> 01:47:19.377]  So don't let them get to you.
[01:47:19.397 --> 01:47:20.497]  Let me tell you.
[01:47:20.997 --> 01:47:24.898]  Everything I say here, I mean life and death real on my soul.
[01:47:25.378 --> 01:47:26.639]  And that's why they say, oh, he's not real.
[01:47:26.659 --> 01:47:27.139]  He doesn't mean it.
[01:47:27.399 --> 01:47:29.899]  Well, why is all this fake stuff I claim keep coming true?
[01:47:29.979 --> 01:47:32.180]  No, I mean what I say 100 percent.
[01:47:33.700 --> 01:47:34.681]  You got that right, Alex.
[01:47:34.741 --> 01:47:43.065]  And you know, I speak about you positively in my book, InfoWars, I mean, COVID-42, which is getting crushed by the cancel culture, I think.
[01:47:43.145 --> 01:47:46.407]  I got a publishing deal on it, but we just can't get it out there regardless.
[01:47:46.487 --> 01:47:48.728]  Send me a copy, Matt.
[01:47:48.768 --> 01:47:49.469]  We love you, brother.
[01:47:49.509 --> 01:47:50.369]  We appreciate you.
[01:47:50.789 --> 01:47:52.030]  Let's put in another caller here.
[01:47:52.090 --> 01:47:53.070]  Let's talk to Junior.
[01:47:55.572 --> 01:47:56.432]  Junior in Texas.
[01:47:56.452 --> 01:47:57.193]  You're on the air, Junior.
[01:47:57.233 --> 01:47:57.473]  Go ahead.
[01:47:58.615 --> 01:47:59.736]  Good afternoon, Mr. Jones.
[01:47:59.756 --> 01:48:04.338]  I just want to say, starting by saying I commend you and I believe all the hard work that you continue to be doing.
[01:48:04.898 --> 01:48:07.459]  With that being said, Dr. Zelenko did not die in vain.
[01:48:09.040 --> 01:48:10.420]  He brought us a lot of wisdom.
[01:48:11.121 --> 01:48:11.621]  Let me stop you.
[01:48:11.641 --> 01:48:12.581]  Your phone's a little muffled.
[01:48:12.621 --> 01:48:13.642]  Talk right in your receiver.
[01:48:14.942 --> 01:48:15.863]  Can you hear me?
[01:48:16.103 --> 01:48:17.204]  Now I hear you loud and clear.
[01:48:17.244 --> 01:48:17.964]  Go ahead, Junior.
[01:48:18.484 --> 01:48:18.864]  Awesome.
[01:48:18.984 --> 01:48:24.607]  I just wanted to say I commend you for your hard work and that you continue to keep doing and Dr. Zelenko did not die in vain.
[01:48:25.881 --> 01:48:31.803]  His beacon of wisdom that he shared with us will be forever cherished, and I can attest to this as a science major.
[01:48:32.243 --> 01:48:40.725]  With that being said, have you heard about the new drops that Greg Phillips from 2,000 Mews is about to release?
[01:48:41.105 --> 01:48:44.346]  It's going to literally make the 2,000 Mews look like we're walking a park.
[01:48:44.486 --> 01:48:46.307]  I have heard about it.
[01:48:46.407 --> 01:48:48.547]  I want to get the folks from 2,000 Mews back on.
[01:48:49.048 --> 01:48:50.548]  Tell listeners the new developments.
[01:48:51.840 --> 01:48:55.762]  Yes, this upcoming July literally is going to be crazy.
[01:48:56.062 --> 01:48:57.022]  It's going to be fireworks.
