[00:00:00.731 --> 00:00:01.532]  Monday Live!
[01:28:51.047 --> 01:28:54.069]  So you're right, pseudouridine is an aesthetic compound.
[01:28:54.130 --> 01:29:01.435]  The logic is that incorporation of pseudouridine reduces the inflammatory response, but the inflammatory response is still there.
[01:29:01.535 --> 01:29:13.179]   And to your point, Richard, We are clearly seeing not only specific effects associated with spike protein, but non-specific effects associated with lipo-nano complexes.
[01:29:13.239 --> 01:29:14.079]  How do we know that?
[01:29:14.779 --> 01:29:20.779]   because Moderna gave a presentation to their stockholders recently
[01:29:20.779 --> 01:29:25.279]   where they rolled out their phase one data on their influenza vaccine candidates
[01:29:25.279 --> 01:29:27.779]  that are using the same technology platform.
[01:29:27.779 --> 01:29:31.779]  So no spike protein associated influenza antigens.
[01:29:31.779 --> 01:29:38.759]   And in their hands at the 100 microgram dose, which is the dose that's used in the emergency use
[01:29:38.759 --> 01:29:45.888]   authorized vaccines, 90% of the subjects had adverse events compared to 30% in
[01:29:45.888 --> 01:29:46.779]  the placebo group.
[01:29:47.171 --> 01:29:48.393]  This is phase 1 data.
[01:29:48.913 --> 01:29:51.076]  Now that data has not been disclosed publicly.
[01:29:51.116 --> 01:29:52.898]  It was only disclosed to their stockholders.
[01:29:53.298 --> 01:29:59.685]  But what it clearly demonstrates is that the cationic lipid RNA complexes have intrinsic toxicity.
[01:30:01.269 --> 01:30:03.951]  above and beyond just that associated with the spike.
[01:30:04.031 --> 01:30:08.715]  So when we get into these arguments about is it spike, is it the lipids, blah, blah, blah, it's both.
[01:30:09.416 --> 01:30:11.217]  We have a tendency to get binary.
[01:30:11.497 --> 01:30:12.498]  It's either this or that.
[01:30:12.558 --> 01:30:13.239]  No, it can be both.
[01:30:14.300 --> 01:30:23.788]  Regarding the data package from Japan that Byron Bridle first acquired, and then I think I was the first after that.
[01:30:24.688 --> 01:30:29.592]  People often get confused about this, but Senator, this is the thing that worries me among most.
[01:30:31.463 --> 01:30:43.777]  Is that that limited data that was not produced to any quality standard that any clinical trial, you know, precursor non-clinical data package I've ever seen would be allowed to be used.
[01:30:44.257 --> 01:30:56.006]   What the FDA and the regulatory authorities all over the world allowed was for Pfizer to collect data involving unrelated RNAs, other candidates,
[01:30:56.006 --> 01:31:01.105]  amalgamated together and submitted as a package.
[01:31:01.105 --> 01:31:08.445]   And in those data, which are not according to good laboratory practices, they did demonstrate
[01:31:08.445 --> 01:31:13.046]   that these lipid nanoparticles go all over the body, just as Richard is saying.
[01:31:13.046 --> 01:31:20.386]   And oddly, they seem to differentially go to ovaries and bone marrow, but ovaries relative to testes.
[01:31:20.562 --> 01:31:24.884]  And it's important everybody kind of latches onto this and they say, oh, there's spike protein in the ovaries.
[01:31:24.924 --> 01:31:26.085]  No, that's not what they measured.
[01:31:27.045 --> 01:31:29.227]  They didn't ever measure spike protein.
[01:31:29.347 --> 01:31:36.251]  What they measured was the lipid component, these synthetic lipids, which is the other thing you didn't mention in this cocktail, okay?
[01:31:36.711 --> 01:31:38.972]  These synthetic lipids go to ovaries.
[01:31:39.653 --> 01:31:40.113]  Who cares?
[01:31:42.094 --> 01:31:47.096]  When your child is born, when your daughter is born, she has all the eggs she's ever going to have in her ovaries.
[01:31:48.077 --> 01:32:05.485]   And we do know that, and the CDC now finally acknowledges after women all over the world complaining about their altered menses and getting, I mean, it was, I felt like I was in the mid, Folks, this is incredible.
[01:32:05.725 --> 01:32:09.725]  It was attributed to hysteria, much as your own story.
[01:32:09.725 --> 01:32:15.725]   These alterations in menstruation were believed to represent hysterical women.
[01:32:15.725 --> 01:32:17.725]  The CDC is now acknowledging it.
[01:32:17.725 --> 01:32:19.725]  Folks, this is incredible.
[01:32:19.725 --> 01:32:21.725]  I just...
[01:32:21.725 --> 01:32:23.725]  The whole world needs to be hearing this right now.
[01:32:23.725 --> 01:32:31.725]   And I'm just overwhelmed with relief that everything we've been talking about for two years
[01:32:31.725 --> 01:32:37.404]   now happening with world-renowned doctors and senators in massive panels.
[01:32:35.995 --> 01:32:40.298]  They pushed this vaccine that's done so much damage now and got filthy rich off of it.
[01:32:40.358 --> 01:32:41.738]  The biggest criminals you've ever heard of.
[01:32:42.299 --> 01:32:44.060]  Let's go back now live to the hearing.
[01:32:45.970 --> 01:32:47.631]  The skill of the surgeons was unbelievable.
[01:32:47.671 --> 01:32:51.454]  They re-baffled the upper chamber of her heart, so her heart operates backwards today.
[01:32:52.214 --> 01:32:59.999]  So, I enter this with just a deep respect for the phenomenon that is our healthcare system, for the doctors, all of your training.
[01:33:00.839 --> 01:33:11.266]   One thing I definitely noticed, though, is as much as I value the skill, it was the caregiving of the nurses that I saw minute by minute, so I kind of want to wrap this up.
[01:33:11.366 --> 01:33:17.091]  We have very limited time, so please introduce yourself, tell your story, and then we will wrap this up.
[01:33:17.131 --> 01:33:17.351]  Sure.
[01:33:17.611 --> 01:33:25.497]  Thank you, Senator, for giving me an uninterrupted opportunity to represent the harm that is coming to the patients in the American hospitals and the lack of early intervention.
[01:33:26.078 --> 01:33:27.499]  My name is Nicole Sirotek.
[01:33:27.599 --> 01:33:28.740]  I'm a registered nurse.
[01:33:28.840 --> 01:33:30.761]  I've been a registered nurse for over a decade.
[01:33:30.881 --> 01:33:33.563]  My specialty is critical care, trauma, and flight.
[01:33:34.704 --> 01:33:55.918]   Since the start of the COVID pandemic, I've actually been rebranded, I guess you can say, as a leading expert in early intervention strategies executed on a large mass scale using the FLCCC protocol, as well as COVID patient ventilator protective strategies to optimize COVID patients on the ventilators.
[01:33:56.579 --> 01:33:59.660]  My story actually begins back in May of 2020.
[01:33:59.861 --> 01:34:06.764]  I was one of the original nurses that went to NYC to help with the COVID pandemic, because as we remembered, they needed nurses.
[01:34:06.885 --> 01:34:08.666]  Most importantly, they needed ventilators.
[01:34:09.266 --> 01:34:10.567]  Well, I was the whole package.
[01:34:10.707 --> 01:34:12.608]  A flight nurse that can manage ventilators.
[01:34:13.208 --> 01:34:26.354]   And when I arrived there, The gross negligence and the medical malfeasance that happened in there and the complete medical mismanagement of these patients is what has led us to the situation that we're in right now.
[01:34:26.934 --> 01:34:43.542]  The pandemic and the hysteria that was created from poor public health measures and poor execution of appropriate early intervention strategies and the handicapping of medical professionals doing their job has led to where we are right now and into the crisis situation that we are in.
[01:34:44.202 --> 01:34:51.204]  I will use several key case studies that will represent larger descriptive statistical information for what I'm going to speak of.
[01:34:51.864 --> 01:34:57.566]  But when I was in New York, and what continues to happen today, is that many of them are not dying from COVID.
[01:34:58.186 --> 01:35:06.008]  Now many people don't know about me is that I'm actually a master's prepared biochemist and I have worked extensively with the HIV virus.
[01:35:06.528 --> 01:35:14.491]  Tracking genetic mutations, so I feel very comfortable going toe-to-toe with some of these doctors here, although I am not a doctor.
[01:35:14.591 --> 01:35:15.811]  I'm just a nurse.
[01:35:16.732 --> 01:35:20.253]  But what we saw in these front lines, we knew what was happening.
[01:35:20.953 --> 01:35:24.254]  And when we asked for the ibuprofen, they said, no, it was contraindicated.
[01:35:24.294 --> 01:35:26.195]  When we asked, like, why aren't we giving them steroids?
[01:35:26.295 --> 01:35:27.015]  Oh, well, it's not.
[01:35:27.075 --> 01:35:28.236]  We're just following orders.
[01:35:28.836 --> 01:35:34.178]  Following orders has led to the sheer number of deaths that has occurred in these hospitals.
[01:35:35.298 --> 01:35:37.259]  I didn't see a single patient die of COVID.
[01:35:37.419 --> 01:35:43.242]  I've seen a substantial number of patients die of negligence and medical malfeasance.
[01:35:44.682 --> 01:35:52.946]  When I was on the front lines of New York, I'm unfortunately known globally viral as the nurse that was in the break room sobbing, saying that they were murdering my patients.
[01:35:53.706 --> 01:36:00.489]  The pharmaceutical companies had gone into those hospitals and decided to practice, I guess you can say.
[01:36:01.289 --> 01:36:08.733]  On the minorities, on the disadvantaged, on the marginalized populations that we know that we had no advocates for.
[01:36:09.154 --> 01:36:14.917]  Because the very agencies that should have been protecting them were closed because we were sheltering in place.
[01:36:15.617 --> 01:36:27.324]  Now while I was there and I saw that the pharmaceutical companies were rolling out Remdesivir onto the patients, I tried to get a hold of the IRBs, I tried to get a hold of my appropriate chain of command, I tried CMS, I tried Department of Health.
[01:36:29.205 --> 01:36:34.930]  And they rolled out Remdesivir onto a substantial number of patients, for which we all saw it was killing the patients.
[01:36:34.990 --> 01:36:46.578]  Alright ladies and gentlemen, this is bombshell 2.0 now, where it's not just how they were lied, it's not just how we were lied to about the vaccines, but how we were lied to about the treatment.
[01:36:46.899 --> 01:36:58.286]   And so we're figuring it all out folks, just, I mean, look, I know that this is so diabolical to hear me say this, but I mean, we're finding out How the treatment for COVID killed more people than COVID.
[01:36:58.326 --> 01:37:00.467]  That's what these doctors and nurses are saying right now.
[01:37:00.907 --> 01:37:02.628]  And we'll be right back with more live coverage.
[01:37:03.468 --> 01:37:05.049]  Let's go back live.
[01:37:05.089 --> 01:37:23.817]  You have a nurse right now talking about, which by the way, I've had multiple doctors on air with me explaining this exact same thing, talking about how she watched patients come into the hospital that died, not from COVID, but because of the medical treatment they received, saying more people died from the medical treatment than the actual virus.
[01:37:23.837 --> 01:37:24.757]  Let's go back to her live.
[01:37:25.242 --> 01:37:31.961]   this. But in actuality, if they put down that it was a vaccine injury, the physician, the
[01:37:31.961 --> 01:37:35.081]   corporation, the hospital, the clinic, they actually won't get reimbursed. So it gets
[01:37:35.081 --> 01:37:43.842]   labeled as anxiety or neuropathy or Janvarae syndrome when in actuality it's very realistically
[01:37:43.842 --> 01:37:45.042]  a vaccine injury.
[01:37:45.042 --> 01:37:49.601]   Now, I'm not, even though I founded American Frontline Nurses, I've traveled extensively
[01:37:49.601 --> 01:37:55.202]   to South America, India and South Africa working in hot zones, stopping the spread of the virus
[01:37:55.202 --> 01:37:57.442]  and working with early intervention.
[01:37:57.368 --> 01:38:03.711]  And nowhere in those countries, in developing nations, do I see these issues that we see here in the United States.
[01:38:04.691 --> 01:38:07.453]  It's actually, I'm a very proud American citizen.
[01:38:07.493 --> 01:38:12.297]  I come from a family of immigrants and my mother told me that the United States is the best country in the world.
[01:38:12.637 --> 01:38:14.618]  Though granted, I am biased being an American.
[01:38:15.519 --> 01:38:22.945]  And our level of healthcare has been deteriorated to substandard, third world nation healthcare.
[01:38:23.025 --> 01:38:25.627]  Whereas I tell people you are better off in South America.
[01:38:25.667 --> 01:38:27.728]  Let's just be clear about this point she's making right here.
[01:38:27.748 --> 01:38:29.810]  Because while I agree with her, there's another level to this.
[01:38:30.712 --> 01:38:39.639]  The American regime, the elites hate us so much that they would literally put profit above people.
[01:38:40.460 --> 01:38:46.104]  And so, yeah, you've got these third world countries or these developing nations, and she says, hey, how come they're not doing this to their people?
[01:38:46.145 --> 01:38:48.006]  How come they're not killing their people with their treatment?
[01:38:48.326 --> 01:38:55.112]  Because their elites are psychopaths, eugenicists, and people that are putting profit over people.
[01:38:56.277 --> 01:38:56.897]  That's what it is.
[01:38:56.937 --> 01:39:01.500]  They looked at this and they said, wow, how much money can we make off of this?
[01:39:02.701 --> 01:39:05.863]  How much of the population can we cull with this?
[01:39:07.203 --> 01:39:09.705]  The two-pronged operating system of the New World Order.
[01:39:10.005 --> 01:39:11.986]  Money, power, and eugenics.
[01:39:13.647 --> 01:39:14.968]  Money and power going hand-in-hand.
[01:39:15.188 --> 01:39:17.770]  And so that's what this nurse is explaining right now that she witnessed.
[01:39:17.810 --> 01:39:18.090]  Go back.
[01:39:18.631 --> 01:39:25.791]   States, do we isolate people for hundreds of hours at a time with no human contact?
[01:39:25.791 --> 01:39:27.791]  It's not even allowed in the prisons.
[01:39:27.791 --> 01:39:32.371]   You are not allowed to isolate a prisoner for beyond a certain extensive amount of time
[01:39:32.371 --> 01:39:35.190]  because it is horrible for their mental health.
[01:39:35.190 --> 01:39:37.791]  Unless you're a J6 defendant, then they can do that all day.
[01:39:37.791 --> 01:39:42.350]   However, in these hospitals now, we're allowed to isolate patients from their families for
[01:39:42.350 --> 01:39:48.391]   days and you have to say goodbye to them over an iPhone, as Jennifer Bridges has just demonstrated
[01:39:48.391 --> 01:39:52.551]  to us, or she has to shuttle people in to see.
[01:39:52.551 --> 01:39:57.710]   And personally, I was fired for sneaking a Hispanic family in to say the last right thing
[01:39:57.647 --> 01:40:03.815]  Thank you, Senator Johnson, for giving nurses the opportunity to come and represent our patients.
[01:40:03.976 --> 01:40:12.167]  As you can see, we're not often thought of as leading professionals, though we are the missing link between the doctors and the patients.
[01:40:11.987 --> 01:40:26.487]  So thank you so much for this time.
[01:40:26.479 --> 01:40:27.980]  Where are the ABC cameras?
[01:40:28.040 --> 01:40:29.521]  Where are the Fox News cameras?
[01:40:29.561 --> 01:40:31.902]  Where are the CBS, NBC cameras?
[01:40:32.263 --> 01:40:32.923]  Where are they?
[01:40:33.523 --> 01:40:34.364]  Nope, they're not there.
[01:40:34.404 --> 01:40:35.345]  They don't want you to see this.
[01:40:35.365 --> 01:40:37.686]  I spoke here today.
[01:40:37.786 --> 01:40:41.468]  Now, again, there's disagreement between people in this room.
[01:40:42.589 --> 01:40:45.911]  The viewpoints expressed were those of those individuals expressing it.
[01:40:48.254 --> 01:40:55.559]  These are real-world experiences from people that are on the front lines, that are treating patients.
[01:40:56.319 --> 01:41:01.399]   And it's different from probably anything you've heard, unless you've been following
[01:41:01.399 --> 01:41:05.959]   these people in the media, trying to break through, trying to convey to the American
[01:41:05.959 --> 01:41:14.998]   public and provide the information that I think we all need, that we all deserve.
[01:41:14.998 --> 01:41:23.479]   Now my antenna is always up because I'm getting cues of spreading misinformation all the time.
[01:41:23.505 --> 01:41:27.309]  So I can imagine how the news media is going to treat so much of this.
[01:41:27.329 --> 01:41:29.892]  They're going to pick little phrases out.
[01:41:30.533 --> 01:41:31.594]  And they're going to pick it apart.
[01:41:32.435 --> 01:41:35.960]  And they're going to try and marginalize this entire event.
[01:41:37.421 --> 01:41:40.704]  All I can ask is the viewers to share this.
[01:41:41.884 --> 01:41:50.751]  Tell your friends, I know this is long, this is a five hour long panel, and we didn't even scratch the surface of what we need to discuss.
[01:41:53.393 --> 01:42:06.694]   This shouldn't have been necessary, as our information grew as we became better and better educated, less ignorant about the coronavirus, COVID, the COVID vaccines.
[01:42:06.714 --> 01:42:12.175]  This should have been made public every step along the way, but it wasn't.
[01:42:13.575 --> 01:42:31.548]   So again, I'm just asking the viewing public to have an open mind, respect these individuals who have paid a significant price professionally, reputationally, These are highly qualified individuals.
[01:42:32.408 --> 01:42:34.009]  They speak from experience.
[01:42:37.511 --> 01:42:38.872]  We've got to fix this problem.
[01:42:40.332 --> 01:42:41.693]  We can't let this continue.
[01:42:41.713 --> 01:42:44.114]  We can't let it happen in the future.
[01:42:44.935 --> 01:42:46.756]  So again, thank all of you for coming.
[01:42:46.836 --> 01:42:51.798]  Thank you for being doctors, for being nurses, for being academicians, for being medical researchers.
[01:42:51.858 --> 01:42:53.699]  And thank all of you for viewing this.
[01:42:54.160 --> 01:42:55.440]  Share this with your friends.
[01:42:55.661 --> 01:42:56.281]  God bless you all.
[01:43:01.005 --> 01:43:05.327]  So there's Senator Ron Johnson closing it out, as you heard, a five-hour conference.
[01:43:05.367 --> 01:43:14.191]  Now we're going to be getting one of the doctors, Dr. Marble, on with us here shortly, who was at that hearing.
[01:43:14.651 --> 01:43:16.051]  And so we're gonna be getting connected with him.
[01:43:16.071 --> 01:43:20.393]  We'll probably have him on either in the next segment or the segment after that.
[01:43:21.314 --> 01:43:21.674]  Wow.
[01:43:22.855 --> 01:43:24.515]  Just, just, just wow.
[01:43:27.036 --> 01:43:27.997]  Mm-mm-mm-mm-mm.
[01:43:31.502 --> 01:43:38.707]  And what's so frustrating is just, it's like what Ron Johnson said at the end, it's just, none of this ever had to happen.
[01:43:39.128 --> 01:43:39.468]  None of it.
[01:43:40.148 --> 01:43:40.729]  Not COVID.
[01:43:40.769 --> 01:43:41.970]  COVID didn't even have to happen.
[01:43:43.171 --> 01:43:52.358]  If you didn't have mad scientists like Fauci and Dasik running around with the Chinese Communist military making bioweapons, none of this would have ever happened.
[01:43:52.678 --> 01:44:08.517]   If you didn't have power-hungry eugenicists who wanted to take advantage of this Man-made virus escaping from the lab to force a vaccine into you and bring in a world government with medical tyranny.
[01:44:10.478 --> 01:44:11.238]  Never had to happen.
[01:44:11.298 --> 01:44:12.498]  None of it ever had to happen.
[01:44:12.518 --> 01:44:14.278]  We never had to be tormented like this.
[01:44:14.659 --> 01:44:16.219]  We never had to be tortured like this.
[01:44:16.619 --> 01:44:18.319]  We never had to be getting sick like this.
[01:44:18.359 --> 01:44:25.021]  We never had to lock down and destroy ourselves, destroy our economies, destroy our communities, destroy our relationships.
[01:44:25.141 --> 01:44:26.421]  None of this ever had to happen.
[01:44:29.386 --> 01:44:33.108]  And yet here we are, two years down the road, still dealing with the nonsense.
[01:44:34.248 --> 01:44:41.932]  And there's people who want it to continue, never want it to go away, and want to hide the truth from being discovered.
[01:44:44.173 --> 01:44:46.474]  And, I mean, this is about as evil as it gets, folks.
[01:44:46.674 --> 01:44:48.075]  I mean, I would be shocked.
[01:44:52.237 --> 01:44:53.758]  I mean, it's probably going to get worse.
[01:44:55.026 --> 01:44:55.886]  Before it gets better.
[01:44:56.666 --> 01:44:59.607]  But I mean, you gotta wonder, how much worse can it get?
[01:45:00.167 --> 01:45:13.551]  I just had a panel of doctors and nurses explaining how COVID vaccines are causing cancer, COVID vaccines are killing people, and more people died from the treatment, the medical treatment of COVID, than the virus itself.
[01:45:14.892 --> 01:45:19.594]  I mean, talk about an alley-oop between mad scientists and big pharma.
[01:45:19.954 --> 01:45:25.914]   "Hey, we'll create a lab that does bioweapons research, we'll release the virus, we'll cause
[01:45:25.914 --> 01:45:31.233]   the world to go into a panic, and then you can alley-oop it by releasing your experimental
[01:45:31.233 --> 01:45:36.714]   vaccines and we'll make sure our friends in the media don't know the truth about any of
[01:45:36.714 --> 01:45:40.633]  it."
[01:45:40.633 --> 01:45:46.434]  So one group gets what they want, a virus escaping a lab.
[01:45:46.434 --> 01:45:56.434]  [BLANK_AUDIO]
[01:45:47.917 --> 01:45:51.998]  The other group gets what it wants, total medical world tyranny government.
[01:45:53.098 --> 01:46:00.980]  And then there's the media there to cover it all up, make sure you know nothing about it, and censor anybody who dares speak the truth.
[01:46:01.300 --> 01:46:04.380]  How many people on that panel do you think are banned on social media?
[01:46:06.521 --> 01:46:07.201]  Probably most.
[01:46:08.234 --> 01:46:08.995]  For telling the truth.
[01:46:09.635 --> 01:46:26.991]  So I mean, when you really soak it all in, when you really absorb it, when you really look at it for what it is, I would say that there's not too many people listening to this, not too many people on this planet that have experienced worse evil than what we're seeing today.
[01:46:28.812 --> 01:46:29.573]  Very few people.
[01:46:30.474 --> 01:46:39.643]   For the majority of humans alive on this planet today, We are experiencing the worst evil that we have ever seen in our lives.
[01:46:41.104 --> 01:46:43.708]  And we are just begging God for divine intervention.
[01:46:43.748 --> 01:46:46.211]  Just begging God for an answer.
[01:46:46.491 --> 01:46:49.555]  Just pleading, please stop this madness.
[01:46:50.236 --> 01:46:54.441]  Please rescue us from this hell that we're going into.
[01:46:56.872 --> 01:47:03.602]  Experience the next level in high-powered energy nootropics with our latest BrainForce offering, BrainForce Ultra.
[01:47:03.882 --> 01:47:13.256]  Now it is easier than ever to take in the new liquid form with 8 beneficial super ingredients, BrainForce Ultra is the result of years of enhanced formulation.
[01:47:13.496 --> 01:47:18.838]  Free of toxic additives, each ingredient is specifically selected for its many key properties.
[01:47:19.218 --> 01:47:31.004]  Some of the proprietary super-ingredients behind BrainForce Ultra include Gorana Seed, which is loaded with energy compounds and antioxidants that have been used by Amazonian tribes for centuries.
[01:47:31.304 --> 01:47:36.766]  Alpha-GPC, a natural compound found in the brain that delivers an essential nutrient, Choline.
[01:47:37.126 --> 01:47:41.248]  And Ginkgo Leaf, which is also known for its exceptional antioxidant content.
[01:47:41.488 --> 01:47:47.250]  This product is more than twice the servings of our BrainForce Plus as well, so you know it's packed full of the good stuff.
[01:47:47.590 --> 01:47:56.513]  Destroy that brain fog today and secure your bottle of BrainForce Ultra before it is completely sold out at InforStore.com.
[01:47:57.113 --> 01:48:04.256]  So you just heard from the hearing with Senator Ron Johnson and dozens of doctors and nurses and scientists and everything else.
[01:48:07.904 --> 01:48:15.190]  And we are now joined by one of the doctors that was there, Dr. Ben Marble from MyFreeDoctor.com is with us.
[01:48:15.230 --> 01:48:19.673]  He's still in D.C., just outside of the room where the hearing went down.
[01:48:19.773 --> 01:48:22.075]  So we go live now to Dr. Ben Marble.
[01:48:23.736 --> 01:48:25.878]  Doctor, just give us your first response.
[01:48:26.118 --> 01:48:27.740]  The hearing has just been let out.
[01:48:27.780 --> 01:48:30.702]  Just give us your first initial reaction to everything that we heard today.
[01:48:32.651 --> 01:48:38.273]  Well, I think it kind of summarizes the narrative of exactly what we've been seeing that's going on globally.
[01:48:38.313 --> 01:48:51.498]  The crazy mandates from on high, the poison that is basically a fake vaccine that's killing people and injuring people all over the world.
[01:48:51.818 --> 01:49:01.561]  So hopefully, you know, all the panelists that spoke, I think we knocked it out of the park and, you know, the world should be aware of what's going on now.
[01:49:02.913 --> 01:49:14.250]  Finally because we've been silenced so much over and over and over all the censorship on social media Facebook YouTube all those sites that shut us down Twitter and Won't let the truth be heard.
[01:49:14.310 --> 01:49:18.665]   So the truth is finally heard today For the whole world to know.
[01:49:18.685 --> 01:49:21.686]  And the simple thing is, early treatment works.
[01:49:22.026 --> 01:49:23.207]  Fake vaccines do not.
[01:49:23.647 --> 01:49:26.388]  mRNA gene therapy is not a vaccine and never will be.
[01:49:26.428 --> 01:49:27.028]  It's poison.
[01:49:27.989 --> 01:49:31.030]  And, you know, no human should take poison.
[01:49:31.110 --> 01:49:32.891]  We need to ban the poison as soon as possible.
[01:49:33.491 --> 01:49:50.547]   And going forward, what needs to happen is we need arrests and arrests of Dr. Jeff Falsi and all his co-conspirators like Bill Gates of hell and Klaus Schwab, George Soras, etc.
[01:49:50.847 --> 01:49:54.048]  Those guys all need to be on trial in Nuremberg 2.0 as soon as possible.
[01:49:55.669 --> 01:50:06.234]  Now tell me, because the only network, the only media that we even saw covering it at all was One American Newsnet, so as far as I know there was only one camera there even filming.
[01:50:06.674 --> 01:50:07.935]  Were there other cameras there?
[01:50:08.055 --> 01:50:08.995]  Was there other media there?
[01:50:09.015 --> 01:50:10.816]  Or was it truly just One American Newsnet?
[01:50:12.157 --> 01:50:30.761]   One American News was the only sort of main Provider, I saw, but there were 10 different cameras filming live in the room at the time, so I'm not sure who put all, you know, CNN wasn't there, Fox wasn't there, I didn't see any of those people there, but a lot of independent journalists and things like that were there filming.
[01:50:31.102 --> 01:50:35.725]  Certainly, I think the most important people filming was C-SPAN and playing it live for the whole world to see.
[01:50:35.745 --> 01:50:39.948]  And now it's in the public senate record for the world to know about.
[01:50:40.939 --> 01:50:44.561]  What is the chatter between the doctors before and after these hearings?
[01:50:44.621 --> 01:50:47.922]  I mean, because this is extremely powerful and important information.
[01:50:47.942 --> 01:50:53.404]  I would imagine even the side conversations that go down are very important for people to know about.
[01:50:55.926 --> 01:51:03.449]  Well, you know, the doctors we have, I mean, for example, we don't call them hospitals, we call them health spills, because they're basically the new concentration camps.
[01:51:04.099 --> 01:51:21.374]  You know, we know early treatment works, so when the patient, if the patient's unlucky enough to get admitted to the hospital, when they stop everything that works and they're maximizing everything that causes death, then at some point you have to realize that, you know, these are evil people doing intentional harm.
[01:51:21.414 --> 01:51:27.940]  This is intentional mass genocide and it needs to stop and they need to be held accountable and on trial as soon as possible.
[01:51:28.823 --> 01:51:32.644]  Dr. Ben Marble is with us, MyFreeDoctor.com.
[01:51:33.544 --> 01:51:38.806]  Obviously, Senator Ron Johnson has been kind of the leader of this, getting these hearings done.
[01:51:38.846 --> 01:51:39.946]  He's done multiple hearings.
[01:51:40.326 --> 01:51:42.947]  What about, is there anybody else from Congress that's interested in this?
[01:51:42.987 --> 01:51:44.667]  Was anybody else from Congress there?
[01:51:45.047 --> 01:51:47.168]  Have you heard any interest from other members of Congress?
[01:51:49.708 --> 01:51:57.522]  No, there was no one else from Congress there that I'm aware of, so that's certainly a problem and we need more people on our side.
[01:51:57.542 --> 01:52:00.247]  The problem with the Republican Party, there's too many rhinos.
[01:52:00.267 --> 01:52:01.469]  I call it the PC party.
[01:52:02.765 --> 01:52:07.711]  Democrats and Republicans are controlled by political correctness, and that's the root of all this evil.
[01:52:07.771 --> 01:52:10.254]  Political correctness is a crime against humanity.
[01:52:10.274 --> 01:52:12.497]  You know, they banned being a Nazi in 1946.
[01:52:12.717 --> 01:52:18.965]  You couldn't join the Nazi Party, but political correctness should be banned globally because it's the active denial of reality.
[01:52:19.025 --> 01:52:19.826]  Simplest example.
[01:52:21.532 --> 01:52:22.653]  Men cannot have babies.
[01:52:22.953 --> 01:52:24.354]  No person can change their sex.
[01:52:24.394 --> 01:52:28.738]  You have to pretend that they can, and if you don't play pretend, then you're supposedly a bad person.
[01:52:28.778 --> 01:52:31.280]  Well, that's just an evil ideology.
[01:52:31.300 --> 01:52:40.709]  The problem is, as we now see, people for 20 to 30 years thought political correctness was just good manners, but as we now know, political correctness gets people killed.
[01:52:41.069 --> 01:52:43.271]  So that's why we need to get rid of political correctness.
[01:52:43.311 --> 01:52:44.973]  It needs to be thrown in the garbage where it belongs.
[01:52:45.533 --> 01:52:52.741]  Yeah, political correctness has really just turned into not telling the truth because some brainwashed fool is going to have their feelings hurt.
[01:52:52.761 --> 01:52:56.185]  Well, why should that stop me from telling the truth if that's what's going on?
[01:52:56.786 --> 01:53:03.734]  And with the vaccine side effects, it's probably the worst example where, oh, don't say anything negative about the vaccines.
[01:53:03.754 --> 01:53:04.735]  You might hurt someone's feelings.
[01:53:04.755 --> 01:53:05.295]  Well, wait a second.
[01:53:05.996 --> 01:53:08.237]  Since when do we censor the truth?
[01:53:08.677 --> 01:53:12.958]  I guess in this last recent decade here in America we've decided to censor the truth.
[01:53:13.439 --> 01:53:20.501]  Dr. Marble, what other highlights do you think came out of this hearing today that really should resonate with the people or be amplified?
[01:53:22.522 --> 01:53:27.183]  Certainly the obvious fact that the vaccine is not safe, it is not effective.
[01:53:27.243 --> 01:53:28.844]  It's really not even a vaccine.
[01:53:28.904 --> 01:53:30.024]  I hate to even use that word.
[01:53:30.044 --> 01:53:31.025]  It's a fake vaccine.
[01:53:32.373 --> 01:53:35.256]  You know, the average public hasn't understood a lot of this.
[01:53:35.296 --> 01:53:40.181]  They just think, hey, it's probably just another safe vaccine, but it's anything but a vaccine.
[01:53:40.281 --> 01:53:45.146]  It's gene therapy, and gene therapy changes, permanently alters your God-given DNA.
[01:53:45.526 --> 01:53:49.650]  That's a horrible idea, and it's killing thousands and thousands of people.
[01:53:49.690 --> 01:53:51.812]  So basically, you know, we need to ban the poison.
[01:53:51.853 --> 01:54:02.302]   But, you know, hopefully the average... I tried to talk in common sense, and a lot of Physicians talk, their message is kind of directed to other physicians and they talk high-level science that the average person doesn't understand.
[01:54:02.322 --> 01:54:05.065]  And that's why I say talk in simple language.
[01:54:05.445 --> 01:54:08.468]  Poison is poisonous and no human should take poison.
[01:54:09.550 --> 01:54:11.972]  And we need to ban the poison and stop giving it to people.
[01:54:12.192 --> 01:54:15.676]  And then we need to hold the people who push this poison on the world.
[01:54:15.696 --> 01:54:18.919]  You know, over 9 billion doses of the poison have been given in the year 2021.
[01:54:20.481 --> 01:54:25.108]  And that's why in the year 2022, we're going to see the mass die off of 2022.
[01:54:25.509 --> 01:54:28.554]  More people will die in 2022 than any year in human history.
[01:54:28.954 --> 01:54:33.442]  And it's entirely because 9 billion doses of poison have already been given.
[01:54:33.482 --> 01:54:34.684]  And that's why they're wrapping up.
[01:54:34.998 --> 01:54:39.398]   the program and flip-flopping on all these things because they've maximized
