[00:00:00.000 --> 00:00:16.480]  [outro music]
[00:50:19.898 --> 00:50:24.379]  And so by the last month of Trump's administration, he was down like four or five aides.
[00:50:25.939 --> 00:50:35.182]  And the few lawyers and people that were there were globalists, other than like Rudolph Giuliani and Flynn coming there and a few others.
[00:50:36.282 --> 00:50:38.022]  And so they maneuvered January 6th.
[00:50:38.062 --> 00:50:40.243]  They had the military stand down that Trump asked for.
[00:50:40.623 --> 00:50:42.343]  They staged that, hoping it would be much worse.
[00:50:43.003 --> 00:50:47.882]   And so now since then, right when Biden got in through fraud in late January,
[00:50:47.882 --> 00:50:51.202]  I took a break right after the inauguration.
[00:50:51.202 --> 00:50:54.442]   I said, I'm gonna take my family skiing in Utah at Park City.
[00:50:54.442 --> 00:51:00.722]   I did shows there live and we covered the press conferences with Jen Psaki and
[00:51:00.722 --> 00:51:04.362]   the rest of them saying, we're gonna wage war against domestic extremists.
[00:51:04.362 --> 00:51:08.521]   They're the number one threat and there's gonna be a big civil war with Trump supporters.
[00:51:08.521 --> 00:51:10.682]  And I said, wow, that's incredible.
[00:51:10.682 --> 00:51:15.163]   And then they started putting out in June of the next year that the main threats,
[00:51:15.163 --> 00:51:18.923]   white people and conservatives and gun owners is gonna be a civil war.
[00:51:19.107 --> 00:51:19.828]  You see it everywhere.
[00:51:19.848 --> 00:51:21.188]  You don't need me to remind you of it.
[00:51:21.208 --> 00:51:23.089]  I'm like, wow, they're really planning this.
[00:51:23.409 --> 00:51:24.549]  They know they stole the election.
[00:51:24.870 --> 00:51:26.570]  They're going to try something before the midterms.
[00:51:27.811 --> 00:51:28.891]  And that was a year and a half ago.
[00:51:29.231 --> 00:51:30.932]  Now we're 114 days out.
[00:51:32.612 --> 00:51:40.095]  And then Congress starts going, hey, Milley told CNN he took control of the government last month and ignored Trump and told the military not to follow the president's orders.
[00:51:41.701 --> 00:51:45.099]   And so Senator Grassley's talking about it, others are talking about it.
[00:51:45.099 --> 00:51:51.860]   And then Adam Schiff in the omnibus spending bill that we covered last hour, I'll give
[00:51:51.860 --> 00:51:56.539]   you the number, five days ago, it's no coverage till Friday, I don't even know about it.
[00:51:56.539 --> 00:52:05.539]   I finally look at the bill, HR 4350, and it says the president is in command of the military
[00:52:05.539 --> 00:52:06.300]  domestically.
[00:52:07.066 --> 00:52:10.527]  They gotta declare war or declare a military operation overseas through Congress.
[00:52:11.307 --> 00:52:13.868]  But domestically, that's even harder to do.
[00:52:14.648 --> 00:52:16.249]  That hadn't happened since Abraham Lincoln.
[00:52:19.410 --> 00:52:20.430]  Against the American people.
[00:52:20.771 --> 00:52:23.992]  Sure, a tornado, a hurricane, a flood, whatever.
[00:52:24.292 --> 00:52:26.853]  But not, not, those are specific missions.
[00:52:28.139 --> 00:52:31.659]   that the president can do, but not outside of Congress and the funding.
[00:52:31.659 --> 00:52:33.659]  That's already funded for emergencies.
[00:52:33.659 --> 00:52:38.459]   So this is officially them hiding in plain view of the dictatorship,
[00:52:38.459 --> 00:52:43.628]   turning Biden into a dictator, and saying he's in command of the military for domestic
[00:52:43.628 --> 00:52:44.459]  operations.
[00:52:44.459 --> 00:52:47.419]   I saw that Friday. I read the articles. I said, "This is terrible.
[00:52:47.419 --> 00:52:49.419]  It's going to be pointed to the American people."
[00:52:49.419 --> 00:52:53.798]   But I got busy, because I was literally trying to raise funds for eight
[00:52:53.798 --> 00:52:54.619]  hours Friday.
[00:52:54.803 --> 00:52:56.824]  I was on air 3 hours for 8 hours.
[00:52:56.904 --> 00:52:58.165]  I was just trying to keep it 4 hours in the air.
[00:52:58.485 --> 00:52:59.926]  They distracted me with all this stuff.
[00:53:01.846 --> 00:53:06.808]  I finally looked at the bill and I have never been so blown away.
[00:53:11.370 --> 00:53:12.971]  So now we move into the most important point.
[00:53:15.012 --> 00:53:16.192]  What are you going to do?
[00:53:16.593 --> 00:53:17.453]  What am I going to do?
[00:53:18.814 --> 00:53:23.138]  Because believe me, tomorrow's weekday show, I'm hosting the fourth hour.
[00:53:23.178 --> 00:53:24.019]  Salente's a great guy.
[00:53:24.039 --> 00:53:24.720]  We're pushing him.
[00:53:25.460 --> 00:53:26.581]  I'm doing the whole four hours.
[00:53:27.042 --> 00:53:29.224]  We're going to be taking calls from police and military.
[00:53:29.464 --> 00:53:34.589]  We're going to make this the central issue because we knew this was being prepared by Clinton and Obama and others.
[00:53:35.090 --> 00:53:39.894]  We know even under Reagan, without his knowledge, George Herbert Walker Bush had REX 84 in a plan for this.
[00:53:40.235 --> 00:53:42.337]  Back then, that was a huge scandal.
[00:53:44.531 --> 00:53:48.694]  But because it was right-wingers, the left thought, it was a top story and it got killed.
[00:53:48.714 --> 00:53:56.400]  It wasn't really right-wingers, it was a leftist, globalist, WEF, Bilderberg coup through Herbert Walker Bush.
[00:53:57.941 --> 00:53:59.803]  But we've gotta expose this.
[00:53:59.923 --> 00:54:02.305]  We've gotta make this the big issue.
[00:54:02.385 --> 00:54:04.547]  We've gotta break our backs.
[00:54:05.908 --> 00:54:07.069]  And break our necks.
[00:54:09.230 --> 00:54:09.831]  Getting this out.
[00:54:09.851 --> 00:54:12.573]  I mean, when I get off air today, I'm calling Joe Rogan.
[00:54:15.014 --> 00:54:21.219]  And I'm telling him, because I never tell him about politics or try to make him do stuff because he's pig-headed, but not in 25 years.
[00:54:23.641 --> 00:54:25.363]  But I'm going to tell him, this is make it or break it.
[00:54:25.383 --> 00:54:28.626]  You're going to look at these documents and you're going to respond to this.
[00:54:29.747 --> 00:54:30.948]  And I'm going to call Tucker Carlson.
[00:54:31.748 --> 00:54:33.050]  And I'm going to call members of Congress.
[00:54:33.070 --> 00:54:33.650]  I got their numbers.
[00:54:34.110 --> 00:54:35.352]  I'm going to be up till midnight.
[00:54:35.412 --> 00:54:36.813]  You better bet your bottom.
[00:54:37.714 --> 00:54:38.014]  Chili.
[00:54:39.121 --> 00:54:42.763]  Your bottom kroner, your bottom dollar, your bottom ruble.
[00:54:43.164 --> 00:54:49.147]  You better bet your ass that I know this is it.
[00:54:49.468 --> 00:54:51.329]  Intellectually, I know it is.
[00:54:51.809 --> 00:54:53.010]  Historically, I know it is.
[00:54:53.090 --> 00:54:56.292]  But spiritually, I'm like a flamethrower right now.
[00:54:56.452 --> 00:54:59.134]  I mean, this is it.
[00:55:01.425 --> 00:55:02.206]  We have the history.
[00:55:02.486 --> 00:55:03.547]  We have the legislation.
[00:55:03.868 --> 00:55:05.309]  We have the fact that it's already in place.
[00:55:05.329 --> 00:55:06.631]  They're trying to retroactively legalize it.
[00:55:06.651 --> 00:55:10.696]  And then we have the question, how do we stop it?
[00:55:13.659 --> 00:55:18.384]  And the backdrop of martial law and collapse and open borders and currency evaluation.
[00:55:20.074 --> 00:55:31.901]  I'm just blown away that we are on air despite all their efforts, thanks to you, in the year 2022 on July 17th, covering this despite everything the enemies of humanity have done.
[00:55:31.921 --> 00:55:35.684]  And I just, I gotta salute you because I want to stay in the fight.
[00:55:36.904 --> 00:55:39.006]  I am not the toughest guy around.
[00:55:40.627 --> 00:55:44.569]  I've had my leg... When I was young, man, somebody started a fight, they got a fight.
[00:55:45.590 --> 00:55:48.912]  But I've had my ass kicked, but unfortunately, most of the time, it wasn't the other way around.
[00:55:49.943 --> 00:55:53.005]  They got hurt real bad, and I'm not proud of that, but I'm like a pit bull.
[00:55:53.785 --> 00:55:57.528]  Once I get in a fight, man, I'm not thinking about how I'm getting bit or how I'm getting attacked.
[00:55:57.628 --> 00:55:58.408]  I want to win.
[00:55:58.428 --> 00:55:59.409]  I want to stop them.
[00:55:59.669 --> 00:56:00.250]  I'm biting.
[00:56:00.510 --> 00:56:01.190]  I'm snapping.
[00:56:01.490 --> 00:56:02.091]  I'm grabbing.
[00:56:02.491 --> 00:56:05.413]  I'm giving it everything I got with my big pit bull jaws.
[00:56:09.456 --> 00:56:11.597]  And I just want to thank you for keeping us in the fight.
[00:56:12.117 --> 00:56:13.278]  What a success.
[00:56:14.058 --> 00:56:16.840]  But as bad as things are, we're still in the fight in the year 2022.
[00:56:18.735 --> 00:56:19.996]  Thank you so much, listeners.
[00:56:20.737 --> 00:56:21.898]  Thank you so much, viewers.
[00:56:21.919 --> 00:56:24.962]  Because that's all I want to do, is stay in this fight.
[00:56:25.002 --> 00:56:32.830]  But you are literally my heart, and my mind, and my blood, and my bones, and my muscles, and my guts.
[00:56:33.391 --> 00:56:39.357]  You are literally keeping me at point-blank range, attacking these people, and that's where I want to be.
[00:56:39.398 --> 00:56:40.379]  Because let me give you the good news.
[00:56:41.400 --> 00:56:49.164]  I've calculated every possible outcome of this, and in about 90% of the outcomes, we win.
[00:56:50.165 --> 00:56:51.106]  And those are all probable.
[00:56:51.926 --> 00:56:53.387]  But it's going to be hell on the way.
[00:56:53.827 --> 00:56:58.947]   Just like Churchill told people to start World War II, he said, "Listen, I ain't here to tell you this is going to be
[00:56:58.947 --> 00:57:02.346]   easy, but we're not rolling over, and we're going to win, and it's
[00:57:02.346 --> 00:57:03.426]  going to be hard!"
[00:57:03.426 --> 00:57:11.227]  It's going to be hard, folks.
[00:57:11.227 --> 00:57:21.227]  [BLANK_AUDIO]
[00:57:12.776 --> 00:57:14.898]  And we've already set up operations against them.
[00:57:15.178 --> 00:57:17.039]  We've already exposed them so bad.
[00:57:17.240 --> 00:57:18.921]  All our past work is like money in the bank.
[00:57:19.161 --> 00:57:23.104]  It's already... I could get killed tomorrow or put in prison or whatever.
[00:57:24.385 --> 00:57:26.227]  We already fucked them up!
[00:57:26.427 --> 00:57:27.628]  We fucked them hard!
[00:57:27.808 --> 00:57:29.109]  We fucked them hard!
[00:57:29.449 --> 00:57:30.810]  Fuck you, New World Order!
[00:57:31.010 --> 00:57:31.871]  We fucked you!
[00:57:33.913 --> 00:57:35.494]  But I want to keep on winning.
[00:57:37.115 --> 00:57:40.318]  And I think and I know my best work is about to be done.
[00:57:41.331 --> 00:57:51.476]  So I'm asking you now to pray to God for a global awakening, and I'm asking you now to use your will against these people, and to peacefully speak out against them, and to have this information go everywhere!
[00:57:55.398 --> 00:57:56.419]  They know they've already lost.
[00:57:56.439 --> 00:57:58.020]  They want to blow stuff up before they leave.
[00:57:58.780 --> 00:57:59.601]  How do we stop them?
[00:58:00.081 --> 00:58:01.021]  How do we expose this?
[00:58:01.061 --> 00:58:02.022]  And it's already happening.
[00:58:02.422 --> 00:58:03.723]  This is toe-to-toe with Satan.
[00:58:03.743 --> 00:58:04.103]  Stay with us.
[00:58:07.762 --> 00:58:12.408]  Alright, Owen Troyer in 40 minutes is going to take over with Sunday Live.
[00:58:12.428 --> 00:58:14.090]  We'll be covering all this in great detail.
[00:58:14.110 --> 00:58:24.464]  I didn't want to cancel Alex Stein because he's a friend of mine, he's a smart guy, he's a patriot, and he's also done a lot of great satire and comedy to expose the globalists.
[00:58:24.924 --> 00:58:27.707]  He was coming on today to talk about his big exploits with AOC and everything.
[00:58:27.747 --> 00:58:30.310]  It's got 20-30 million views last time I checked.
[00:58:30.731 --> 00:58:32.893]  I mean, everything he's doing is just on fire right now.
[00:58:32.933 --> 00:58:34.055]  He's breaking through the matrix.
[00:58:34.515 --> 00:58:35.536]  He's having a huge effect.
[00:58:35.557 --> 00:58:36.798]  But he's also a serious person.
[00:58:36.818 --> 00:58:39.561]  His mother got killed by the COVID medical tyranny.
[00:58:40.329 --> 00:58:44.729]   and the rest of it. And before he leaves us, we'll get to some of the latest clips and the rest of it.
[00:58:44.729 --> 00:58:51.048]   But I want the serious Alex Stein with us, who he's been on the show with us before, being serious,
[00:58:51.048 --> 00:58:56.409]   to just give your response to the attempt at martial law, introduced this legislation in
[00:58:56.409 --> 00:59:00.888]   the omnibus spending bill, right now saying the president's a dictator.
[00:59:01.073 --> 00:59:03.737]  He used the military against right-wing extremists.
[00:59:04.157 --> 00:59:09.044]  I mean, this is incredible that this happened five, six days ago.
[00:59:09.064 --> 00:59:10.285]  I didn't learn about it until Friday.
[00:59:10.305 --> 00:59:12.028]  Didn't read the bill until today.
[00:59:12.048 --> 00:59:16.553]  I mean, we are living in incredibly dangerous times, Alex Stein.
[00:59:18.100 --> 00:59:23.064]  Yeah, Alex, I mean, the National Defense Authorization Act, I mean, it gives the military way too much power.
[00:59:23.084 --> 00:59:33.914]  And as a matter of fact, you have guys like Dan Crenshaw, who we know is a globalist, creating a recent Twitter thread defending it, saying that it doesn't actually kick out service members for not having the vaccine.
[00:59:33.934 --> 00:59:36.276]  But what it does is it creates a uniformity.
[00:59:36.296 --> 00:59:39.458]  It creates a, you know, rules for how to kick them out.
[00:59:39.799 --> 00:59:44.523]  So you and I both know that these politicians are as crooked as a dog's hind legs.
[00:59:45.063 --> 00:59:48.324]  When they authorize something like this, it's very similar to the Patriot Act.
[00:59:48.505 --> 00:59:51.706]  You and I probably will not feel it for the next one or two years.
[00:59:52.066 --> 00:59:55.147]  But ten years down the road, it's going to take away all the power from the people.
[00:59:55.668 --> 00:59:58.269]  And this is actually a big nightmare in my opinion, Alex.
[00:59:58.989 --> 01:00:01.270]  Well, I hear you, but I don't know if this is going to be ten years from now.
[01:00:01.310 --> 01:00:03.271]  We're 114 days out from the midterms.
[01:00:04.011 --> 01:00:09.154]  And, I mean, even members of Congress say this makes the military a dictatorship under the President.
[01:00:09.174 --> 01:00:11.935]  What do you think is about to unfold?
[01:00:13.359 --> 01:00:14.581]  Well, no, you're 100% right.
[01:00:14.621 --> 01:00:24.840]  I mean, it can't happen faster, but I'm hoping, I'm hoping and praying that we get some sort of Republican president in there in two years and that this doesn't, you know, become the standard operating procedure where the military can dictate.
[01:00:25.410 --> 01:00:26.230]  You know, our freedom.
[01:00:26.270 --> 01:00:30.792]  But listen, you and I both know that you can't worry about the things you can't control.
[01:00:30.872 --> 01:00:31.992]  I've lost my mother.
[01:00:32.093 --> 01:00:37.334]  I've had, you know, a terrible time with all the COVID protocols over the last few years.
[01:00:37.394 --> 01:00:38.455]  It's actually ruined my life.
[01:00:38.835 --> 01:00:42.136]  So my point being is that we've already run by NGOs.
[01:00:42.156 --> 01:00:44.177]  We're already run by multinational corporations.
[01:00:44.537 --> 01:00:46.198]  So what the people need to do is stop... No, I totally agree.
[01:00:46.218 --> 01:00:48.018]  We're already under the globalist dictatorship.
[01:00:48.038 --> 01:00:49.379]  They're just trying to make it formal now.
[01:00:50.629 --> 01:00:51.410]  Yeah, 100%.
[01:00:51.650 --> 01:00:54.072]  But my point being is obviously we have to stand up and fight back.
[01:00:54.092 --> 01:00:55.012]  There's no question about it.
[01:00:55.313 --> 01:00:59.155]  But by letting them control our lives, control our happiness, that's what they want.
[01:00:59.195 --> 01:01:00.536]  They want us to live in fear.
[01:01:00.576 --> 01:01:06.080]  So when we have something like this and it pops up and it gets passed, we cannot immediately just go into fight or flight mode.
[01:01:06.120 --> 01:01:07.361]  That's exactly what they want.
[01:01:07.742 --> 01:01:09.663]  No, I agree with you, but I want to get people upset.
[01:01:09.683 --> 01:01:10.464]  There's a paradox.
[01:01:11.284 --> 01:01:16.228]  You don't want to get too upset about it, but you want to get upset about it and stop it from being being mainlined.
[01:01:17.512 --> 01:01:19.674]  No, 100%, but I mean, how are we going to fight back?
[01:01:19.694 --> 01:01:20.515]  We've got to get voting.
[01:01:20.575 --> 01:01:21.897]  I mean, it's a long process.
[01:01:21.917 --> 01:01:23.358]  We've got to have Marjorie Taylor Greene.
[01:01:23.378 --> 01:01:26.121]  We've got to have the few politicians that actually have our back.
[01:01:26.141 --> 01:01:29.024]  But the problem is, globalists have been running this country for a long time.
[01:01:29.044 --> 01:01:30.866]  9-11 was not... I mean, nearly 20 years ago.
[01:01:30.886 --> 01:01:31.186]  But the...
[01:01:33.408 --> 01:01:35.349]  Well, the effects of it, we're still feeling today.
[01:01:35.649 --> 01:01:37.891]  So, we can't even go back and fix that, Alex.
[01:01:37.931 --> 01:01:40.872]  So, my point being is that we're seeing this, it's right in front of our face.
[01:01:41.112 --> 01:01:42.833]  What they want to do is they want to control us.
[01:01:42.853 --> 01:01:45.655]  The government is a people control mechanism.
[01:01:45.895 --> 01:01:48.937]  So, we have to take back the control by being civilly disobedient.
[01:01:49.177 --> 01:01:52.959]  That's the only way- No, I totally agree that they're doing this because they're weak, they're not strong.
[01:01:53.419 --> 01:01:57.061]  The military can't win a war against the American people, couldn't win a war against the Vietnamese.
[01:01:57.442 --> 01:01:59.463]  But we have to admit they're at least trying it.
[01:02:00.183 --> 01:02:02.406]  I see this, I agree with you, as a major sign of weakness.
[01:02:02.806 --> 01:02:06.731]  Let's talk about you being positive, being funny, going super viral.
[01:02:06.771 --> 01:02:08.153]  They really don't like being laughed at.
[01:02:09.420 --> 01:02:10.240]  No, they really don't.
[01:02:10.280 --> 01:02:11.581]  They take themselves so serious.
[01:02:11.601 --> 01:02:15.563]  And you look at AOC, you know, obviously I sexualized her on purpose.
[01:02:15.603 --> 01:02:16.263]  That was my plan.
[01:02:16.303 --> 01:02:17.364]  I talked about it on your show.
[01:02:17.404 --> 01:02:21.105]  I talked about it on multiple shows saying that they always want to play the victim.
[01:02:21.146 --> 01:02:23.567]  They say, AOC says, oh, everybody wants to date her.
[01:02:23.847 --> 01:02:27.749]  Well, listen, I'm going to give you concrete evidence of somebody sexualizing you and wanting to date you.
[01:02:28.029 --> 01:02:28.749]  And what did she do?
[01:02:28.809 --> 01:02:29.529]  She freaked out.
[01:02:29.569 --> 01:02:31.450]  When I called Dan Crenshaw, I passed recain.
[01:02:31.710 --> 01:02:37.053]  He freaked out because these politicians, they cannot stand to be mocked when they go to their local fundraising events.
[01:02:37.373 --> 01:02:39.234]  All they do is get their derriere kissed.
[01:02:39.515 --> 01:02:45.459]  So as soon as we get in their face and we make them uncomfortable, just like AOC tweeted we should do, it makes them melt down.
[01:02:45.679 --> 01:02:47.300]  Because all of these people are cowards.
[01:02:47.340 --> 01:02:51.543]  They're all bought and sold by corporations that don't care about us.
[01:02:51.583 --> 01:02:52.604]  They don't have the ability to feel empathy.
[01:02:52.624 --> 01:02:52.944]  That's right.
[01:02:52.964 --> 01:02:55.506]  They say go to Supreme Court people's houses and threaten them.
[01:02:55.546 --> 01:02:58.448]  They say confront people at grocery stores and gas stations.
[01:02:58.488 --> 01:03:00.369]  And all you say is, man, you're gorgeous, baby.
[01:03:01.010 --> 01:03:02.551]  And she tries to get in a fist fight with you.
[01:03:02.611 --> 01:03:04.633]  Let's go ahead and play a clip of AOC.
[01:03:04.673 --> 01:03:05.033]  Here it is.
[01:03:08.433 --> 01:03:09.154]  AOC!
[01:03:09.214 --> 01:03:10.754]  My favorite big booty Latina!
[01:03:10.774 --> 01:03:11.714]  I love you AOC!
[01:03:11.734 --> 01:03:12.655]  You're my favorite!
[01:03:13.275 --> 01:03:15.516]  She wants to kill babies but she's still beautiful!
[01:03:15.916 --> 01:03:17.596]  You look very beautiful in that dress!
[01:03:17.856 --> 01:03:18.797]  You look very sexy!
[01:03:19.137 --> 01:03:20.897]  Look at that booty on AOC!
[01:03:20.917 --> 01:03:22.418]  That's my favorite big booty Latina!
[01:03:24.298 --> 01:03:24.678]  I love it!
[01:03:24.698 --> 01:03:25.639]  My favorite AOC!
[01:03:25.699 --> 01:03:26.599]  Nice to meet you AOC!
[01:03:26.859 --> 01:03:28.780]  Look how sexy she looks in that dress!
[01:03:29.760 --> 01:03:30.240]  Woo!
[01:03:30.320 --> 01:03:31.520]  I love it AOC!
[01:03:31.540 --> 01:03:33.061]  Hot, hot, hot like a tamale!
[01:03:34.666 --> 01:03:35.666]  And then tell us what happened.
[01:03:35.686 --> 01:03:38.808]  I mean, I saw it, but she went out and claimed she was attacked, threatened, whatever.
[01:03:39.748 --> 01:03:41.028]  Oh yeah, she was sexually harassed.
[01:03:41.048 --> 01:03:42.309]  So at first she didn't know who I was.
[01:03:42.349 --> 01:03:46.650]  She sent a staffer down to come take a picture, and she tweeted my picture, and in the picture I'm smiling.
[01:03:46.990 --> 01:03:48.551]  I hand the staffer a business card.
[01:03:48.571 --> 01:03:49.531]  I said, I'm Alex Stein.
[01:03:49.551 --> 01:03:50.852]  I'm a Blaze TV contributor.
[01:03:50.912 --> 01:03:52.852]  I'm a, you know, this is kind of what I do.
[01:03:53.333 --> 01:03:57.514]  Then once I handed them a business card, the staffer, and they took the picture, that's when all hell broke loose.
[01:03:57.794 --> 01:03:59.215]  She was supposed to go in and vote for a bill.
[01:03:59.235 --> 01:04:00.596]  You see she's wearing her mask right there.
[01:04:00.636 --> 01:04:01.998]  She immediately took off her mask.
[01:04:02.318 --> 01:04:06.561]  She's up there on the steps of the Capitol, the very top, coming in a reverse selfie mode.
[01:04:06.581 --> 01:04:09.544]  She makes about 10 Instagram posts, literally, Alex.
[01:04:09.564 --> 01:04:15.169]  She makes, I mean, about 10 posts talking about it, saying she's a victim, because that's what they want us to be, Alex.
[01:04:15.189 --> 01:04:16.610]  They want you and I to be a victim.
[01:04:16.670 --> 01:04:17.611]  That's their mentality.
[01:04:17.651 --> 01:04:19.572]  It's the, you know, victim buzzfeed phenomenon.
[01:04:19.592 --> 01:04:22.755]  It looks like when she went and fake cried at the empty Immigrant Center.
[01:04:24.685 --> 01:04:27.067]  And listen, AOC, you can look at her documentary.
[01:04:27.087 --> 01:04:28.348]  She was casted to be in that role.
[01:04:28.368 --> 01:04:29.128]  She literally was.
[01:04:29.168 --> 01:04:33.251]  I mean, they basically were looking for people in her district that they thought would be able to win, and she was casted.
[01:04:33.291 --> 01:04:34.752]  She is very pretty, I'll be honest.
[01:04:34.772 --> 01:04:35.513]  I didn't think she was pretty.
[01:04:35.553 --> 01:04:37.554]  Her politics are absolutely garbage.
[01:04:37.574 --> 01:04:40.196]  But when you look at her in person, she's very petite.
[01:04:40.236 --> 01:04:41.077]  She's in great shape.
[01:04:41.137 --> 01:04:42.618]  I mean, listen, I love women.
[01:04:42.658 --> 01:04:43.979]  I would say she's an attractive woman.
[01:04:44.239 --> 01:04:45.260]  But that's neither here nor there.
[01:04:45.700 --> 01:04:46.982]  You're allowed to say that.
[01:04:47.002 --> 01:04:52.311]  I mean, drag queen convicted pedophiles come to schools and have three-year-olds sit in their laps and five-year-olds.
[01:04:52.712 --> 01:04:54.876]  You just tell a woman she's good-looking and it's rape.
[01:04:56.482 --> 01:05:04.548]  But Alex, this is the whole point, is obviously they defend the sexualization of our children, but I triggered her in such a manner that she went in and voted for three hours.
[01:05:04.628 --> 01:05:08.091]  And when she came out, the only thing she would talk about was the Capitol Police.
[01:05:08.351 --> 01:05:15.857]  And then she went and proceeded to throw the Capitol Police under the bus by saying that the Capitol Police let in the insurrectionists on January 6th.
[01:05:16.197 --> 01:05:25.705]  Now, if there's not good attorneys out there using that in their court cases right now to show that nobody on January 6th got into the Capitol without being let in.
[01:05:26.025 --> 01:05:26.846]  Nobody had a key.
[01:05:26.866 --> 01:05:28.929]  I don't care if a thousand people ran into a locked door.
[01:05:29.129 --> 01:05:30.110]  They would have never gotten in.
[01:05:30.370 --> 01:05:33.674]  And there's clear evidence of even one of the windows that they busted out, they couldn't get through.
[01:05:33.694 --> 01:05:37.358]  So she blames the police who were ordered to stand down and open the door.
[01:05:37.459 --> 01:05:41.043]  She blames them and not her bosses that made the order.
[01:05:42.692 --> 01:05:45.614]  100%!
[01:05:43.273 --> 01:05:45.614]  But that's a big, you know, that's going to expose a lot of people.
[01:05:45.834 --> 01:05:48.616]  And then on top of that, when I did this, I did it in front of her fiancé.
[01:05:48.836 --> 01:05:51.358]  So that just shows you that her fiancé is a beta male.
[01:05:51.618 --> 01:05:53.439]  We know who wears the thong in the relationship.
[01:05:53.719 --> 01:05:54.480]  It's AOC.
[01:05:54.520 --> 01:05:56.301]  She's the boss and he's a little wimp.
[01:05:56.601 --> 01:05:58.102]  And so she was just humiliated.
[01:05:58.162 --> 01:05:59.423]  And that's what they do to us every day.
[01:05:59.463 --> 01:06:00.224]  They mock us.
[01:06:00.264 --> 01:06:01.324]  They humiliate us.
[01:06:01.584 --> 01:06:04.526]  So we need to give it back to him in a way that's civilly disobedient.
[01:06:04.787 --> 01:06:05.807]  Now, I don't want to break the law.
[01:06:05.827 --> 01:06:06.668]  I don't want to cross the line.
[01:06:06.708 --> 01:06:08.369]  I don't want to actually physically ever hurt anybody.
[01:06:08.749 --> 01:06:11.030]  But if we hurt some feelings along the way, then good.
[01:06:11.070 --> 01:06:12.191]  Then I did my job.
[01:06:12.231 --> 01:06:16.033]  Because at the end of the freaking day, they want to control us.
[01:06:16.113 --> 01:06:17.494]  We have to take back the control.
[01:06:17.734 --> 01:06:20.255]  We outnumber every single military serviceman.
[01:06:20.415 --> 01:06:22.196]  We outnumber every single politician.
[01:06:22.497 --> 01:06:23.897]  And it starts with us.
[01:06:24.017 --> 01:06:28.300]  It starts with us being civilly disobedient in a way where we take back the control, Alex.
[01:06:28.908 --> 01:06:30.189]  Alex Stein, stay right there.
[01:06:30.209 --> 01:06:32.992]  We've got so many videos to play when we come back.
[01:06:33.232 --> 01:06:35.113]  And I agree with you, we're already under martial law.
[01:06:35.194 --> 01:06:36.435]  Now they're normalizing it.
[01:06:36.775 --> 01:06:37.916]  What will be their trigger for it?
[01:06:37.936 --> 01:06:38.877]  This is a big deal.
[01:06:39.157 --> 01:06:39.757]  We'll be right back.
[01:06:39.878 --> 01:06:40.758]  InfoWars.com.
[01:06:44.402 --> 01:06:50.307]  In the last few days, on the top videos on the internet, Alex Stein confronting AOC and others.
[01:06:50.547 --> 01:06:52.288]  The clips are all coming up.
[01:06:53.727 --> 01:07:00.356]  From the front lines of the information war, it's Alex Jones.
[01:07:02.438 --> 01:07:03.099]  They're desperate.
[01:07:03.119 --> 01:07:04.040]  They know we're waking up.
[01:07:04.060 --> 01:07:04.761]  They don't know what to do.
[01:07:04.781 --> 01:07:09.127]  But here's AOC blaming the Capitol Police who took orders to open the Capitol up.
[01:07:09.627 --> 01:07:10.729]  Alex Stein got it on video.
[01:07:12.236 --> 01:07:23.463]  These insurrectionists, and that there were actual officers working with this, and we never got to the bottom of that, and we never got any answers about that, and then to this day we're just supposed to pretend that that never happened?
[01:07:23.963 --> 01:07:33.349]  I have no idea what happened to the people on the inside who were very clearly sympathetic with what was going on and opening the doors wide open for that.
[01:07:33.769 --> 01:07:37.692]  And I'm supposed to sit here and pretend like none of that ever happened.
[01:07:37.992 --> 01:07:46.579]  And then right afterwards, you just have this idea that throwing money at that problem is gonna make it go away without any accountability.
[01:07:46.960 --> 01:07:50.823]  And so this is where these things are breaking down.
[01:07:51.083 --> 01:07:51.984]  We're not safe.
[01:07:52.264 --> 01:07:54.466]  And it's not just about members of Congress not being safe.
[01:07:54.706 --> 01:07:56.527]  But food staff workers aren't safe.
[01:07:56.787 --> 01:07:58.709]  The janitors aren't safe.
[01:07:58.989 --> 01:08:01.371]  We need to get to the bottom of this.
[01:08:01.391 --> 01:08:02.272]  So that's all I gotta say.
[01:08:02.572 --> 01:08:07.795]  This is the woman that claimed she feared rape in the Capitol, and she wasn't even there that day.
[01:08:08.655 --> 01:08:10.576]  She was down the street at her office building.
[01:08:11.816 --> 01:08:12.437]  This is a woman.
[01:08:12.497 --> 01:08:12.957]  I have the clip.
[01:08:12.997 --> 01:08:16.018]  It says, Cauliflower's racist because it's white.
[01:08:17.459 --> 01:08:19.100]  Cauliflower's from Africa, folks.
[01:08:20.560 --> 01:08:22.802]  Alex Stein, these people, the wheels are coming off.
[01:08:22.822 --> 01:08:23.682]  I agree they're weak.
[01:08:23.702 --> 01:08:24.222]  They're stupid.
[01:08:24.242 --> 01:08:25.143]  They're breaking up.
[01:08:25.163 --> 01:08:26.523]  They're trying to declare martial law.
[01:08:26.843 --> 01:08:28.144]  They can't even implement it.
[01:08:28.604 --> 01:08:29.985]  What do you expect them to do next?
