[00:00:00.369 --> 00:00:03.111]  I guess we all know Joe Biden is not running this country.
[01:34:21.108 --> 01:34:28.962]   the vaccine news that he's gonna be covering But first, ladies and gentlemen, backed by popular demand,
[01:34:30.166 --> 01:34:32.467]  Real Stable Genius.
[01:34:32.608 --> 01:34:36.550]  I have to say, myself and the crew, we really have fun with these things.
[01:34:36.690 --> 01:34:39.332]  We had a caller call in the other day and request that we do another one.
[01:34:39.352 --> 01:34:42.914]  I already had two scripted out, so we went ahead and pushed one out.
[01:34:43.574 --> 01:34:49.358]  So here it is, debuting for the first time, the brand new Real Stable Genius ad.
[01:34:50.672 --> 01:34:54.255]  Cuck Light presents Real Stable Genius!
[01:34:54.455 --> 01:34:57.297]  Real Stable Genius!
[01:34:57.317 --> 01:35:02.742]  Today we salute you, Mr. Ridiculous Prosthetic Breast Teacher!
[01:35:02.762 --> 01:35:05.644]  Mr. Ridiculous Prosthetic Breast Teacher!
[01:35:05.684 --> 01:35:14.691]  Just when you thought the world could not get more ridiculous, you showed up to school with a beard and a bust from a freak show carnival in 1941!
[01:35:17.473 --> 01:35:22.054]  But they wouldn't put you in a classroom with children in a blade saw would they?
[01:35:22.495 --> 01:35:23.875]  Of course they would.
[01:35:23.995 --> 01:35:24.995]  Look at these!
[01:35:25.335 --> 01:35:32.317]  I'm sure the children will have no problem concentrating with your quadruple D bazoongas bouncing around.
[01:35:32.337 --> 01:35:33.818]  Eyes up here boys!
[01:35:33.898 --> 01:35:40.480]  And if the parents have a problem with that, you know, they'll be called bigots and the show will go on.
[01:35:40.500 --> 01:35:41.640]  Nothing can stop me!
[01:35:41.960 --> 01:35:47.848]  So crack open an ice-cold Cuck Light, Mr. Mother of the Mammaries.
[01:35:48.048 --> 01:35:53.114]  Because when it comes to your cans, class dismissed!
[01:35:53.315 --> 01:35:55.477]  You get a double D plus!
[01:35:55.658 --> 01:35:59.763]  Cuck Light, in for store.com, Austin, Texas.
[01:36:00.083 --> 01:36:01.303]  All right, there you go.
[01:36:01.483 --> 01:36:03.304]  It will be uploaded to Banned Out Video.
[01:36:03.364 --> 01:36:08.045]  I saw Bob Barnes smiling, so I know I at least got the Bob Barnes seal of approval on that.
[01:36:08.545 --> 01:36:12.945]  Cucklight salutes Mr. Ridiculous Prosthetic Breast Teacher.
[01:36:13.306 --> 01:36:15.766]  You can find that on the War Room channel at Banned Out Video.
[01:36:15.826 --> 01:36:17.086]  And share it at your leisure.
[01:36:17.346 --> 01:36:17.766]  Who knows?
[01:36:17.846 --> 01:36:24.048]  Maybe, maybe Bob, if I'm allowed back on Twitter in the next 24 to 48 hours, maybe there's a potential there.
[01:36:24.508 --> 01:36:26.068]  Maybe I'll be allowed to post it!
[01:36:26.428 --> 01:36:29.992]  Maybe I'll finally be allowed to post my content on Twitter again, Bob!
[01:36:30.533 --> 01:36:33.596]  What do you think about the purchase now, or what's your legal take on it?
[01:36:33.656 --> 01:36:37.521]  When will we know the significance or the completion of this Twitter deal?
[01:36:38.925 --> 01:36:44.048]  Well, I mean, Elon Musk went into the Twitter offices and brought literally the kitchen sink with him.
[01:36:44.329 --> 01:36:45.930]  So the that was an interesting way.
[01:36:45.990 --> 01:36:52.574]  I mean, here you have a master troll trolling the Twitter company that he now owns and will soon control.
[01:36:53.215 --> 01:36:59.679]  And so I think it's I mean, well, we'll see what he has said is it's not going to get too wild, but that he wants to restore it.
[01:36:59.859 --> 01:37:01.400]  His focus is not advertising.
[01:37:01.460 --> 01:37:03.461]  His focus is not making money on it.
[01:37:03.922 --> 01:37:08.745]  His focus is on restoring free a free speech zone in a meaningful manner.
[01:37:09.465 --> 01:37:11.227]  Uh, that it still has some balance.
[01:37:11.767 --> 01:37:15.951]  And I think you'll see the ru- I mean, if he's smart, he'll emulate the rules that Rumble embraced.
[01:37:16.931 --> 01:37:26.219]  Rumble put in rules to avoid people getting harassed and stalked and having obscenity and all the things that nobody wants in a social media platform anyway.
[01:37:27.512 --> 01:37:35.062]  All of that, Rumble got rid of, while at the same time protecting a very broad, very robust range of free speech.
[01:37:35.523 --> 01:37:37.365]  Kanye's free to be on Twitter.
[01:37:38.066 --> 01:37:39.909]  Alex Jones is free to be on Twitter.
[01:37:40.129 --> 01:37:42.032]  Russia Today is free to be on Twitter.
[01:37:44.033 --> 01:37:47.436]  If that becomes the reality, because that's what is true of Rumble.
[01:37:47.836 --> 01:37:52.240]  Kanye's free on Rumble, Alex Jones free on Rumble, Russia Today is free on Rumble, etc.
[01:37:53.041 --> 01:37:53.561]  Restore it!
[01:37:53.801 --> 01:38:01.227]  And we've seen him be willing to challenge the institutional narrative on the Ukrainian war in the last month or so.
[01:38:01.668 --> 01:38:05.551]  So this will be a great chance for Elon Musk to show his bona fides.
[01:38:06.151 --> 01:38:09.294]  And if he does, he should restore Alex Jones to Twitter.
[01:38:09.694 --> 01:38:12.136]  He should restore RT to Twitter.
[01:38:12.776 --> 01:38:16.099]  Some of these most... And he should restore Owen Schroyer to Twitter.
[01:38:16.999 --> 01:38:19.341]  To Savannah Hernandez back to Twitter.
[01:38:19.641 --> 01:38:24.145]  There's a bunch of people that should be restored whose bans were always baseless in the first place.
[01:38:24.685 --> 01:38:26.666]  And maybe I won't be completely suppressed.
[01:38:26.966 --> 01:38:35.909]  I mean, I did sue Twitter and so after I sued Twitter, Twitter decided that it was time to suppress my existence.
[01:38:36.149 --> 01:38:40.631]  You could even search for a long time Barnes Law on Twitter and I wouldn't even show up.
[01:38:41.351 --> 01:38:44.072]  You can even put in my tag name and not show up.
[01:38:44.572 --> 01:38:45.813]  So it is hopeful.
[01:38:46.413 --> 01:38:49.034]  I mean, Musk is a brilliant troll, funny guy.
[01:38:50.235 --> 01:38:54.139]  You know, I'm not a fan of his transhumanist vision of the future.
[01:38:54.579 --> 01:38:57.502]  I'm not a fan of his go to Mars stuff.
[01:38:57.982 --> 01:39:08.292]  But in this capacity, he has so far voiced honest, critical concern about having Twitter be a robust zone for dissident, independent, open speech.
[01:39:09.153 --> 01:39:10.454]  And how critical that is.
[01:39:10.514 --> 01:39:13.117]  He was willing yesterday to criticize the New York Times.
[01:39:14.057 --> 01:39:17.319]  And so I think, I mean, all the Twitter people are begging for a job.
[01:39:18.299 --> 01:39:21.301]  There's talks that he'll get rid of about three quarters of them.
[01:39:21.321 --> 01:39:25.923]  He probably should, because a lot of these people are not people that are qualified.
[01:39:25.963 --> 01:39:27.224]  They're just censors.
[01:39:28.145 --> 01:39:34.248]  So, you know, purge the censors out of Twitter and restore Twitter to its original place of being what?
[01:39:34.870 --> 01:39:38.673]  Was promised when people were solicited to participate in Twitter.
[01:39:39.213 --> 01:39:43.977]  And all the way back, Jack Dorsey's promise was we'll be the free speech wing of the free speech party.
[01:39:44.997 --> 01:39:53.743]  All Elon Musk has to do to restore credibility to Twitter, restore credibility to himself, is restore free speech to Twitter.
[01:39:54.484 --> 01:39:57.846]  And so I'm hopeful and I'm optimistic that he will in fact do so.
[01:39:57.966 --> 01:40:00.989]  So far we've seen lots of evidence that that is indeed his intention.
[01:40:01.549 --> 01:40:02.730]  But we'll know pretty fast.
[01:40:03.708 --> 01:40:08.010]  I mean, at least the Babylon B should be restored.
[01:40:08.910 --> 01:40:14.853]  That's I guess the real question here is how is this going to be remedied?
[01:40:14.873 --> 01:40:37.624]   Is it going to be where in just a broad stroke he says we're going to unban everybody and you can get access back and then we'll kind of re-establish a set of guidelines and if people need to get banned off of that we'll do that or is it going to be something where that's too much and he'll just say you can remake an account and you won't get banned which is Kind of not a good thing for people that had massive accounts with big followings that got banned that they have to rebuild that up.
[01:40:37.984 --> 01:40:38.985]  I guess those are the questions.
[01:40:39.025 --> 01:40:40.946]  But the announcement is official.
[01:40:40.986 --> 01:40:42.488]  I mean, they're saying the deal is done.
[01:40:42.568 --> 01:40:43.828]  Forty four billion dollars.
[01:40:44.289 --> 01:40:51.714]  So again, we'll see when any of these when this business deal actually has meaning to the Twitter user.
[01:40:52.014 --> 01:40:54.216]  But yeah, the employees from Twitter are now leaving.
[01:40:54.256 --> 01:40:55.076]  They're going to Google.
[01:40:55.096 --> 01:40:58.499]  They're going to Meta and they don't want to work for a free speech platform.
[01:40:58.519 --> 01:41:01.201]  They'd rather work somewhere that suppresses free speech.
[01:41:02.424 --> 01:41:04.346]  I don't know if META is the best place for them to go right now.
[01:41:04.446 --> 01:41:05.106]  No, it's crushed.
[01:41:05.226 --> 01:41:06.367]  It's getting crushed badly.
[01:41:06.427 --> 01:41:07.308]  It's a bad product.
[01:41:07.468 --> 01:41:09.790]  And Zuckerberg, I don't think, has any clue what to do.
[01:41:10.430 --> 01:41:11.951]  So you'll be covering that for the rest of the hour.
[01:41:11.971 --> 01:41:18.896]  But, you know, I've got to get into another issue with you here because I know you like following sports and you like watching sports gambling and stuff like me.
[01:41:20.197 --> 01:41:21.037]  I don't know if you saw this.
[01:41:21.057 --> 01:41:24.438]  This is so ridiculous here today from the Associated Press.
[01:41:25.118 --> 01:41:31.540]  No US-born black players are projected to be on a World Series roster when the Phillies and Astros meet this week.
[01:41:31.840 --> 01:41:33.520]  A first for Major League Baseball since 1950.
[01:41:33.660 --> 01:41:40.482]  Imagine the effort just to go through the rosters for more than 50 years to find that fact.
[01:41:40.842 --> 01:41:46.327]  But they admit that, oh, okay, so there are black players, but because they're not American, that's the problem.
[01:41:47.028 --> 01:41:51.071]  MLB already butchered the postseason badly enough this year.
[01:41:51.091 --> 01:41:53.554]  They completely butchered the postseason badly enough this year.
[01:41:53.934 --> 01:41:59.339]  Now they're getting accused of racism, which I'm sure they will respond to in a nice liberal, woke way.
[01:42:00.119 --> 01:42:02.061]  Bob, can we just get back to sports?
[01:42:02.622 --> 01:42:07.126]  You know, can we just get back to sports being sports and get the liberal BS out of the way, please?
[01:42:08.177 --> 01:42:09.458]  Well, it reminds me of Will Ferrell.
[01:42:09.478 --> 01:42:10.458]  Remember his whole joke?
[01:42:10.478 --> 01:42:14.360]  He's like, uh, a modern baseball team is, uh, one American and eight Dominican.
[01:42:14.621 --> 01:42:20.684]  I mean, so, I mean, that, that's just, I mean, the, the people who are dominating American baseball is the Caribbean Central Americans.
[01:42:20.724 --> 01:42:22.725]  I mean, that, that's who, who has for a while.
[01:42:23.105 --> 01:42:24.086]  And understandably so.
[01:42:24.186 --> 01:42:26.447]  I mean, you know, the Cubans love baseball.
[01:42:26.827 --> 01:42:28.107]  Dominicans love baseball.
[01:42:28.168 --> 01:42:29.568]  Puerto Ricans love baseball.
[01:42:29.768 --> 01:42:31.509]  Many in Central America love baseball.
[01:42:33.829 --> 01:42:37.251]  It's deeply embedded into the culture of their countries.
[01:42:37.991 --> 01:42:39.771]  Baseball is truly an American invention.
[01:42:39.851 --> 01:42:42.272]  It's one of the great American inventions.
[01:42:45.414 --> 01:42:50.619]  You got a tryout going and there's like 20, 30 Central American players there and they're really good.
[01:42:51.120 --> 01:42:53.222]  And you're like, damn, these are really good players.
[01:42:53.242 --> 01:42:53.782]  We're excited.
[01:42:53.802 --> 01:42:55.204]  We're going to have a good ball club this year.
[01:42:55.444 --> 01:42:58.487]  No, instead you're thinking, huh, do I have the right skin colors?
[01:42:58.748 --> 01:43:02.171]  Do I have the right percentage of whites and blacks and are they from the right country?
[01:43:02.211 --> 01:43:02.652]  I don't know.
[01:43:04.085 --> 01:43:07.546]  And of course, many of the Central Americans are at least part African origin.
[01:43:07.646 --> 01:43:11.627]  I mean, that's why they have to say no U.S.-born black players.
[01:43:11.907 --> 01:43:13.248]  Well, who are they being replaced by?
[01:43:13.268 --> 01:43:16.929]  They're not being replaced by U.S.-born white players, by gringos.
[01:43:17.209 --> 01:43:22.150]  They're being replaced by Dominicans and Puerto Ricans and Cubans and Central Americans.
[01:43:22.170 --> 01:43:23.291]  That's who they're being replaced by.
[01:43:23.311 --> 01:43:26.252]  So, I mean, it's a patently ludicrous claim.
[01:43:26.512 --> 01:43:30.813]  It's like women's soccer that wanted, you know, more money for itself than it deserved.
[01:43:31.385 --> 01:43:33.826]  Yeah, now they can't even win a game.
[01:43:34.486 --> 01:43:38.588]  Yeah, now they can't even win a game ever since Megan Rapinoe went woke.
[01:43:38.888 --> 01:43:40.189]  Alright, that's Bob Barnes.
[01:43:40.229 --> 01:43:42.370]  He takes over the Alex Jones Show now.
[01:43:42.450 --> 01:43:45.691]  Folks, remember the specials only have two days left at InfoWarsStore.com.
[01:43:46.051 --> 01:43:49.993]  Shop at InfoWarsStore.com right now while the 50% off specials are still live.
[01:43:50.953 --> 01:43:52.634]  Welcome back to the Alex Jones Show!
[01:43:52.694 --> 01:43:56.995]  This is Robert Barnes, guest hosting this hour on behalf of Sir Alexander.
[01:43:57.576 --> 01:44:03.158]  So remember everybody, there's a special global sale going on right now at InfoWarsStore.com.
[01:44:03.638 --> 01:44:14.102]  If you use special promo code and very appropriate promo code 1776, you can be part of the 1776 Super Sale, where products are up to 60% off.
[01:44:15.854 --> 01:44:19.520]  I was just looking at it to reorder some Ultra 12 myself.
[01:44:20.020 --> 01:44:24.147]  But there's also some nice interesting combo products you can get.
[01:44:24.167 --> 01:44:26.670]  You can get an immunity supercharger combo.
[01:44:26.710 --> 01:44:27.552]  That seemed cool.
[01:44:27.972 --> 01:44:29.595]  Ultimate immune support pack.
[01:44:30.491 --> 01:44:31.812]  That's almost holy crap.
[01:44:31.832 --> 01:44:33.013]  That's almost two-thirds off.
[01:44:33.774 --> 01:44:34.754]  You can get net there.
[01:44:34.774 --> 01:45:13.122]   You get a combination of stuff That's good to boost your immunity as we head smack dab into winter So definitely head over there and get the benefit of those products the vitamin mineral fusion survival shield x2 Brainforce and a range of other products that you can get also the good new combination Packages that are available and being offered at a ridiculous discount to be frank So get it now while you still can and continue to keep InfoWars on the air because there's no better way to say screw you to the corrupt system and the hack lawyers and the bad judges and the politically motivated corrupt press than to continue to keep InfoWars on the air.
[01:45:13.322 --> 01:45:18.006]  Every day they're on the air, the system feels a little bit of pain and that's good for the rest of us.
[01:45:18.966 --> 01:45:21.188]  We have a lot of interesting news this week.
[01:45:22.041 --> 01:45:28.625]  We can start with the fact that today different economic reports came out, including one about GDP.
[01:45:28.865 --> 01:45:30.846]  It said, hey, GDP is up 2.6%.
[01:45:31.126 --> 01:45:32.507]  That means we're doing great, right?
[01:45:33.048 --> 01:45:34.949]  Well, not if you really dig into the data.
[01:45:35.029 --> 01:45:37.570]  Core durable goods are not up to the degree they need to.
[01:45:37.610 --> 01:45:44.054]  In fact, we're continuing a decline of core durable good orders that look like the lockdown, the depths of the lockdown.
[01:45:44.074 --> 01:45:46.035]  That's how bad that economic information is.
[01:45:46.595 --> 01:45:49.377]  Inflation continues to just continue to run rampant.
[01:45:50.572 --> 01:46:01.059]  And much of the economic quote-unquote gain was due primarily to Europe's debacle of its self-imposed sanctions and its economic war on Russia being a complete disaster.
[01:46:01.580 --> 01:46:05.602]  I mean, Europe is such a basket case that they keep going through different leaders.
[01:46:05.943 --> 01:46:14.949]  The Zelensky curse continues to rampage throughout Europe, as now, of course, the UK has its third prime minister in about three months.
[01:46:15.752 --> 01:46:19.295]  You know, the Queen dies and all of a sudden they gotta keep getting new Prime Ministers.
[01:46:19.875 --> 01:46:32.804]  And so the new Prime Minister, if you don't know, while he is pro-Brexit, which is good, he's otherwise a classic caricature almost of a globalist feature in terms of his approach to politics and public policy.
[01:46:33.244 --> 01:46:40.249]  And thus he was early on the air talking to Joe Biden, who of course mispronounced his name when he discussed who he was.
[01:46:40.849 --> 01:46:45.312]  And so what you have is Europe is doing so badly that the U.S.
[01:46:45.332 --> 01:46:47.353]  has benefited from that slightly.
[01:46:48.434 --> 01:46:52.437]  Whether that's a long-term strategy to success is another matter in terms of the U.S.
[01:46:52.697 --> 01:47:08.347]  economy, in terms of the strength of the dollar, in terms of how the dollar is strong or weak at home or abroad, but that basically even that positive economic information came with a real big asterisk and a real long footnote, which is that the economy is not quite what it should be.
[01:47:08.547 --> 01:47:09.328]  Other evidence of this?
[01:47:10.009 --> 01:47:11.670]  Mortgage rates are now over 7%.
[01:47:12.670 --> 01:47:18.373]  To give people an idea, that is the highest rate in almost a quarter century.
[01:47:19.434 --> 01:47:43.368]   Mortgage rates are so high that when you combine it with the housing price increases over the past, since Donald Trump left office, the net effect is that the ordinary person, to buy the exact same house they could have bought in 2020, to buy that same house today in 2022, Requires more than double the monthly premium amount.
[01:47:43.889 --> 01:47:44.869]  Think about that, folks.
[01:47:45.330 --> 01:47:50.735]  If you want the core of an American dream, what has that been for a long time in America?
[01:47:50.855 --> 01:47:53.598]  For the ordinary person, that means to own their own home.
[01:47:54.699 --> 01:48:04.889]  My own mom's proudest moment, or one of her most proudest moments, as she told me on her deathbed, in fact, was the fact that she got to own her own home one day.
[01:48:05.450 --> 01:48:08.312]  So that's a core aspect of the American dream.
[01:48:08.492 --> 01:48:14.916]  The idea that you own your own home, that it's your property, that it's your little piece of the dream, of the world.
[01:48:15.696 --> 01:48:17.497]  And that's being taken away from people.
[01:48:17.677 --> 01:48:22.320]  And it's being taken away from especially middle-class Americans and younger generations en masse.
[01:48:22.840 --> 01:48:32.106]  They're not able to do so because of the spiking mortgage rates, primarily, as well as what got an out-of-control housing bubble.
[01:48:32.726 --> 01:48:35.947]  Fueled by a range of Federal Reserve policies.
[01:48:36.147 --> 01:48:43.468]  And now the Federal Reserve is basically busting the housing market and making it increasingly only accessible to the hedge funds of the world.
[01:48:43.588 --> 01:49:01.871]  And that's where you see people like BlackRock and institutions like BlackRock, deeply embedded, by the way, in China and its economic investment policies, deeply connected and affiliated with the World Economic Forum, is one of the biggest purchasers of domestic residential real estate in the United States of America.
[01:49:02.392 --> 01:49:23.865]  So what's happening is we're continuing to see this massive wealth shift that began during the pandemic because of the policies the West adopted, especially the centralized banks, but not only the centralized banks during the pandemic, which was to create an inflationary economy that would gut the earnings capacity of ordinary Americans.
[01:49:24.105 --> 01:49:27.467]  Wages continue to be way growing, way less.
[01:49:29.909 --> 01:49:32.431]  And what is that?
[01:49:32.452 --> 01:49:41.941]  I mean, what you're really looking at is how much more expensive is bacon, is milk, is eggs, is gas, is rent, is utilities.
[01:49:42.241 --> 01:49:45.164]  Those are the core things that the ordinary person spends money on.
[01:49:45.684 --> 01:49:49.268]  How much more expensive yachts are ain't a big deal to most folks.
[01:49:49.719 --> 01:49:56.504]  How much more expensive fancy cars are, or high-end clothes, or luxury brands, or your new Gucci purse?
[01:49:57.064 --> 01:49:59.366]  That ain't the concern of the ordinary American.
[01:49:59.406 --> 01:50:03.469]  What is, is how much does it cost for me to buy baby formula for my baby?
[01:50:03.849 --> 01:50:08.573]  How much does it cost for me to buy basic food and grocery stuffs to feed my family?
[01:50:08.933 --> 01:50:11.515]  How much does it cost to simply house my family?
[01:50:11.875 --> 01:50:15.778]  How much does it cost to simply transport my kids to school or myself to work?
[01:50:16.358 --> 01:50:24.345]  How much does it cost to be able to have effective housing in the sense of heat and energy and electricity and those costs?
[01:50:24.805 --> 01:50:31.170]  Those costs have gone up way more than the rate that is being tracked by the official government numbers.
[01:50:32.391 --> 01:50:40.798]  One of the best places you can go is you can go to a site called ShadowStats and at ShadowStats they use the exact same metrics.
[01:50:41.337 --> 01:50:42.438]  That we used to use.
[01:50:42.779 --> 01:50:44.681]  They're not coming up with their own numbers.
[01:50:45.041 --> 01:50:47.964]  They're using the exact numbers the government used to use.
[01:50:48.004 --> 01:50:54.831]  So they're taking the existing data and applying the formula we used to use in the 40s and in the 50s and the 60s and the 70s.
[01:50:55.291 --> 01:50:58.835]  And when you look at shadow stats, you see even more disturbing information.
[01:50:59.195 --> 01:51:02.238]  You see that inflation is actually at 1970s levels.
[01:51:03.980 --> 01:51:11.482]  You see that various core cost of goods is at some cases the highest it's been in more than half a century.
[01:51:12.162 --> 01:51:13.883]  This is where the economy is going.
[01:51:13.943 --> 01:51:40.648]   And because of that, what's happening in the political betting markets, what's happening in the elections that are upcoming this just a Tuesday or so away from us, November 8th, Well, they're starting to recognize, even the media is starting to concede, what some of us have been saying was always going to happen, thanks in part to the important, essential, critical infrastructure that InfoWars provides and independent information reaching the American people.
[01:51:41.429 --> 01:51:45.432]  And that is that the elections are going to be a Democratic bloodbath.
[01:51:46.013 --> 01:52:01.397]  Democrats are going to get crushed all of it after they got to see Uncle Festerman in Pennsylvania live in a debate that was manipulated for his benefit and he still made Uncle Fester look like a beacon of intellectual capacity.
[01:52:01.817 --> 01:52:04.298]  Actually makes Joe Biden look competent and capable.
[01:52:04.618 --> 01:52:07.399]  That's how bad Uncle Festerman is in Pennsylvania.
[01:52:07.719 --> 01:52:11.160]  All of a sudden now Dr. Oz has a superb chance to win there.
[01:52:11.860 --> 01:52:14.141]  So what you're going to see is a complete sweep.
[01:52:14.716 --> 01:52:17.877]  When we come back, we're going to be talking about the elections.
[01:52:18.277 --> 01:52:22.138]  We're going to be talking about the attempt of corporate canceling of Kanye West.
[01:52:22.618 --> 01:52:30.720]  We're going to be talking about that and a range of other issues, including what the Elon Musk purchase of Twitter may mean for free speech in America.
[01:52:31.120 --> 01:52:34.141]  So come back to us right after the break.
[01:52:35.001 --> 01:52:37.521]  Welcome back to the Alex Jones Show.
[01:52:38.202 --> 01:52:40.062]  Guest hosting today, Robert Barnes.
[01:52:40.949 --> 01:52:42.010]  For Sir Alexander.
[01:52:42.030 --> 01:52:46.694]  We're going to be discussing what may be happening in the elections coming up a week from Tuesday.
[01:52:47.414 --> 01:52:48.875]  But first, some other news.
[01:52:49.456 --> 01:53:09.991]  It turns out that that organization that sued Governor DeSantis over sending illegal immigrants to that sanctuary town of Martha's Vineyard that ended up not much of a sanctuary for those illegals until the Biden administration bailed out Martha's Vineyard by promising them all free visas in America if they would please, please, please leave Martha's Vineyard.
[01:53:10.823 --> 01:53:13.848]  Apparently they already had enough of the low-level workers they wanted there.
[01:53:13.868 --> 01:53:18.877]  They didn't want any other immigrants coming into the sanctuary town.
[01:53:19.538 --> 01:53:24.627]  Well, it turns out that organization is a George Soros-backed organization, but that's not all!
[01:53:25.242 --> 01:53:28.543]  Guess where a lot of the funding for that organization apparently came from?
[01:53:29.123 --> 01:53:31.444]  It came from the Centers for Disease Control!
[01:53:32.025 --> 01:53:41.448]  That's right, the government has been bankrolling lefty immigration groups, open border groups, George Soros groups, to sue U.S.
[01:53:41.488 --> 01:53:54.154]   government officials and lobby the government for political change, which is of course a legally prohibited, lawless, Illegal means of funding activity of a political nature.
[01:53:54.194 --> 01:54:00.598]  The government cannot be in the overt open lobbying business through how it spends its grant funds.
[01:54:01.319 --> 01:54:07.803]  And so that has come out recently and that will raise a range of legal questions that some members of Congress are now starting to raise.
[01:54:08.944 --> 01:54:12.046]  Maybe a little bit belatedly, but it gives you a nature of the animal.
[01:54:12.066 --> 01:54:16.769]  The way NGOs, non-governmental organizations, have worked around the globe.
[01:54:17.481 --> 01:54:28.853]   So for a long time, and there were laws passed under the Obama administration that liberalized it and made it even easier, We have taken a certain approach to foreign policy with the
[01:54:28.853 --> 01:54:33.582]   deep state, which includes not only institutions like the State Department, the
[01:54:33.582 --> 01:54:39.671]   Central Intelligence Agency, the National Security Agency, military intelligence within different
[01:54:39.671 --> 01:54:45.761]   branches of the Pentagon, not only those institutional forces, as well as the Five Eyes,
[01:54:45.761 --> 01:54:52.461]   whereby each of the various, like U.S., Australia, Britain, and other spy agencies of the
[01:54:52.461 --> 01:54:58.381]   West, spy on each other's citizens to circumvent their domestic laws limiting their ability to
[01:54:58.381 --> 01:55:03.091]   spy themselves, and then share that information with one another.
[01:55:03.091 --> 01:55:08.091]   You have those institutions, but the often as critical is the various, what's called
[01:55:08.091 --> 01:55:11.893]  NGOs, non-governmental organizations.
[01:55:11.893 --> 01:55:16.972]   This is the space that George Soros has filled so aggressively since the late 1980s.
[01:55:17.357 --> 01:55:19.937]  His biggest pet project, of course, was Ukraine.
[01:55:20.298 --> 01:55:22.058]  He has said so publicly repeatedly.
[01:55:22.638 --> 01:55:25.099]  And what are these non-governmental organizations?
[01:55:25.279 --> 01:55:27.180]  Often they are disguised as charity.
[01:55:27.200 --> 01:55:41.404]  Now, some of you have officially government-backed ones, like USAID and others, and these organizations are filled and filtered throughout with various forms of spies and spooks and people that are working for the deep state agenda.
[01:55:41.980 --> 01:55:54.072]  But you also have organizations that purport to be independent charities that in fact often are not actually charitable in their purpose or point or principle or effect.
[01:55:54.676 --> 01:56:09.301]  What they are are often open society foundation type groups like George Soros's groups that are there to infiltrate the local political community and to propagate a deep state agenda within those communities.
[01:56:09.941 --> 01:56:19.044]  And what's happened over the past decade or so is a product we use to export to the rest of the world has now been imported back home.
[01:56:19.736 --> 01:56:33.051]  And what you have is the government giving money to non-governmental organizations, so-called charities, that are then misusing and illegally abusing those funds to be politically engaged and politically active.
[01:56:33.553 --> 01:56:35.294]  You have this in a wide range of context.
[01:56:35.334 --> 01:56:54.301]  You have in the context of money going to US institutions that in turn ends up bringing in Chinese money that ends up raising questions of various seditious and other activities against America's national security interest for which the Trump administration began a range of prosecutions that the Biden administration stopped and suppressed.
[01:56:54.861 --> 01:57:00.163]  But beyond that, what you have is a systematic corruption of our institution.
[01:57:00.403 --> 01:57:02.804]  This is one of the things that many people forget.
[01:57:03.499 --> 01:57:06.101]  Eisenhower warned about in his farewell address.
[01:57:06.561 --> 01:57:11.524]  In his farewell address he did not just warn about the military-industrial complex.
[01:57:12.105 --> 01:57:33.488]   He warned about how major American institutions are going to be corrupted by not only this professional clerical class takeover and usurpation of American institutions of power and influence, But also what will happen is that it will corrupt the independence and integrity of those institutions.
[01:57:34.088 --> 01:57:45.912]  And what happens is the American universities, the American think tanks, the American intellectuals become co-opted by the money trail controlled by the U.S.
[01:57:45.952 --> 01:57:46.713]  federal government.
[01:57:47.173 --> 01:57:52.935]  So by an effect, and often it's the deep state that ends up controlling those funds, those purse strings.
[01:57:53.738 --> 01:57:57.799]  One classic illustration of this, of course, is in the public health context.
[01:57:58.340 --> 01:58:15.125]  You know, people wondered why were there no major universities, no major medical schools, no major think tanks challenging the lockdown logic, challenging the mask mandate, challenging the vaccine efficacy or safety, challenging a range of policies pushed by Anthony Fauci?
[01:58:15.777 --> 01:58:18.539]  It is because, as Robert Francis Kennedy Jr.
[01:58:18.679 --> 01:58:26.926]  puts in his book, The Real Anthony Fauci, there's a new documentary out you can find on Rumble called The Real Anthony Fauci.
[01:58:27.106 --> 01:58:34.191]  That's a documentary version that puts all of this information together for you as well, that right now I think is still available for free.
[01:58:34.872 --> 01:58:37.153]  It's going to run out at some point, but you can still find it.
[01:58:37.754 --> 01:58:41.757]  YouTube, of course, already censored it, but you can still find it on Rumble.
[01:58:42.521 --> 01:58:45.464]  And what it details is how, what the book detailed.
[01:58:45.904 --> 01:58:50.348]  That the control and what Eisenhower warned about all the way back in 1961.
[01:58:50.988 --> 01:58:59.275]  The reason why there are no universities or medical schools announcing official protocols, for example, health protocols, for how to deal with the pandemic.
[01:59:00.036 --> 01:59:06.982]  Not only protocols in terms of public policies and public health interventions, but also simply, here's a treatment protocol, right?
[01:59:07.022 --> 01:59:09.584]  This is like the first axiomatic thing that should happen.
[01:59:10.324 --> 01:59:14.708]  It was, how should you treat someone if you're a doctor or medical care provider someplace in the world?
[01:59:15.188 --> 01:59:17.670]  You had people like Peter McCullough putting this together.
[01:59:17.710 --> 01:59:20.012]  You had people like Pierre Kory putting this together.
[01:59:20.352 --> 01:59:26.777]  You had people like Dr. Malone, Robert Malone, advocating for many of these protocols.
[01:59:26.797 --> 01:59:31.380]  You had an entire group of doctors around the world who formed in order to advocate for this.
[01:59:31.400 --> 01:59:38.005]  You had prominent doctors in France, in Europe, in Africa, in Latin America, all saying, hey, this is what works for our patients.
[01:59:38.545 --> 01:59:41.768]  And yet major medical institutions in the United States weren't doing anything!
