[00:00:00.000 --> 00:00:00.500]  [Beep]
[00:46:35.726 --> 00:46:43.710]   It's like flattening a ball of some sort and it's kind of all baggy, but You know, so all these little fingers, that is not spike protein.
[00:46:43.750 --> 00:46:45.491]  So that's another myth I wouldn't mind dispelling.
[00:46:45.511 --> 00:46:47.472]  I mean, it's crazy because it's done it to so many.
[00:46:47.512 --> 00:46:48.533]  We didn't see that on the other ones, right?
[00:46:48.553 --> 00:46:49.714]  No, we didn't see that on the other ones.
[00:46:49.734 --> 00:46:50.894]  So that's fascinating.
[00:46:51.414 --> 00:46:57.253]  You can watch this video in its entirety right now at Band.Video.
[00:46:57.253 --> 00:47:09.253]   Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:47:09.253 --> 00:47:16.855]  [Music]
[00:47:16.968 --> 00:47:21.729]  Welcome back, my friends.
[00:47:21.749 --> 00:47:26.170]  I want to say something about nuclear war here, and then I'm going to finish up with the medical news and get back into that.
[00:47:26.190 --> 00:47:32.851]  Then get into the global economy being imploded by design with a real expert who's got the numbers and the facts been proven right.
[00:47:35.232 --> 00:47:36.412]  I am not a fearful person.
[00:47:36.432 --> 00:47:38.992]  I'm a person who likes to be prepared, likes to face things down.
[00:47:39.893 --> 00:47:47.192]   And earlier, at the start of the next segment, I remember when I was about 16, the first time I had an anxiety attack.
[00:47:47.252 --> 00:47:48.774]  I probably only had 10 of them in my life.
[00:47:49.916 --> 00:47:53.621]  And you feel like you can't breathe and everything's crazy and you're sick.
[00:47:53.641 --> 00:47:54.222]  Something's wrong.
[00:47:54.242 --> 00:47:56.885]  I remember the first time I'd had like four or five cups of coffee.
[00:47:57.981 --> 00:48:03.542]  When I was a teacher's aide when I was 17, in the first period I just drank too much coffee that day.
[00:48:03.922 --> 00:48:14.585]  I got up at like 4 a.m., jogged, lifted weights, ate breakfast, done some of my homework that was late, got to school at like 8 in the morning, drank more coffee, and I had an anxiety attack from too much coffee.
[00:48:14.625 --> 00:48:16.605]  My mom said, hey, how many cups of coffee you had?
[00:48:16.645 --> 00:48:17.346]  I said, I had five.
[00:48:17.386 --> 00:48:18.146]  She said, you can't do that.
[00:48:18.886 --> 00:48:25.231]  Next time I went to a cafeteria that was all you could eat, drank about six glasses of iced tea, had an anxiety attack.
[00:48:25.591 --> 00:48:27.913]  So I learned not to get too much caffeine or I could have that.
[00:48:27.933 --> 00:48:29.374]  I never really had any since then.
[00:48:29.834 --> 00:48:31.996]  And now I only have about one cup of coffee a day or so.
[00:48:32.937 --> 00:48:37.540]  But lately with this nuclear war stuff, I have been having anxiety attacks.
[00:48:38.301 --> 00:48:41.884]  And I started having one at the start of the last segment when I looked at the news and was about to cover it.
[00:48:42.324 --> 00:48:43.065]  I just couldn't do it.
[00:48:43.725 --> 00:48:44.546]  Because I have children.
[00:48:45.848 --> 00:48:47.228]  And I'm pissed off.
[00:48:47.949 --> 00:48:49.789]  And there's a really good chance we're all gonna die.
[00:48:49.909 --> 00:48:56.011]  And I'm tired of this, and I'm sick of the New World Order, and I'm sick of the criminals that run Washington.
[00:48:58.851 --> 00:49:04.273]  And I tell you, it's because I'm not turning this desk over and I'm not smashing stuff.
[00:49:05.293 --> 00:49:06.673]  Because that's what I really feel like doing.
[00:49:07.774 --> 00:49:15.477]   But instead of doing that, We need to take a deep breath, and just pray to God to cause a global awakening, which is starting to happen, and that we just have peace.
[00:49:15.577 --> 00:49:25.385]  And I know things aren't going to be perfect, and we know what Revelation looks like, and they had a big poll out this week, I didn't get to it yesterday, where upwards of half of Americans think we're in the end times.
[00:49:26.846 --> 00:49:35.873]  Well, Nineveh was about to be destroyed, but God sent Jonah, and Nineveh was given a hundred year reprieve, because they repented.
[00:49:36.713 --> 00:49:47.942]   And so, God has ordained, God has set things up that are going to happen, but God also lets us choose our own adventure.
[00:49:47.962 --> 00:49:54.047]  You know those little books for teenagers where they have three or four different endings and you choose your adventure by what page you turn to?
[00:49:54.067 --> 00:50:02.635]  And so it's set what's going to happen, studying history, but it's also up to our will and what we do, God gives us options.
[00:50:03.672 --> 00:50:20.864]  And I can tell you at a gut level, a spiritual level, not just an intellectual level, not just a military level, but at a gut level, I can tell you this situation with Russia, and I don't think you need me to tell you this, is very dangerous and is ticking towards thermonuclear Armageddon.
[00:50:20.924 --> 00:50:24.687]  And God said next time he'd destroy much of the earth, not with water, but with fire.
[00:50:25.727 --> 00:50:26.847]  And so that's where we are.
[00:50:26.847 --> 00:50:29.646]  And.
[00:50:29.646 --> 00:50:40.287]   It's what you expect to happen when they have drag queen story time at the White House.
[00:50:40.405 --> 00:50:47.307]  That's a nice Sodom and Gomorrah signpost, or like a light on the oven telling you that, you know, the turkey's done.
[00:50:48.207 --> 00:50:57.050]  And of course, the drag queen people that were at the White House are on record, there's an article on Infowars.com, I'm not going to quote it here on air, talking about sex with children.
[00:50:59.591 --> 00:50:59.951]  Of course.
[00:51:01.412 --> 00:51:02.592]  That's what goes on at the White House.
[00:51:04.383 --> 00:51:10.046]  And you got mass smuggling going on by Biden, and now he's completely dissolving the border, getting rid of Title 42.
[00:51:10.126 --> 00:51:11.567]  We are a cursed nation.
[00:51:11.967 --> 00:51:12.847]  Let's just admit it.
[00:51:12.667 --> 00:51:21.586]   it we turned away from God and look where we are now. So it's a bunch of
[00:51:21.586 --> 00:51:24.747]  maniacs that want our children.
[00:51:24.073 --> 00:51:27.295]  Now, I said I'd get to this first, so let's play these clips.
[00:51:27.395 --> 00:51:38.402]   One is the Santas, one is a leading British MP, and then another, A group based out of the UK, but represents 70 grassroots organizations all over the world.
[00:51:38.442 --> 00:51:41.783]  Dr. Malhotra is one of the leaders of this group.
[00:51:41.603 --> 00:51:44.001]  Let's just play clip 15, five and seven back to back.
[00:51:44.001 --> 00:51:45.242]  Here they are.
[00:51:45.242 --> 00:51:52.563]   A group based out of the UK, but represents 70 grassroots organizations all over the world.
[00:51:52.563 --> 00:51:55.403]  Dr. Malhotra is one of the leaders of this group.
[00:51:55.403 --> 00:52:02.083]   The World Council for Health, on June 11, 2022, issued a pharmacovigilance report.
[00:52:02.083 --> 00:52:03.842]  They analyzed all the vaccines.
[00:52:03.842 --> 00:52:10.163]   39 safety systems, four big ones in the world, and they're all consistent.
[00:52:09.806 --> 00:52:14.470]  There is an alarming signal of excess death after taking the vaccine.
[00:52:14.971 --> 00:52:16.012]  An alarming signal.
[00:52:16.893 --> 00:52:22.658]  Looking backwards, these vaccines should have come off the market in early January of 2021 for excess mortality.
[00:52:23.058 --> 00:52:27.683]  People dying early after the vaccines, now dying late after the vaccines.
[00:52:28.618 --> 00:52:30.919]  And this report is comprehensive.
[00:52:30.980 --> 00:52:32.480]  It's about 20 pages long.
[00:52:33.161 --> 00:52:38.124]  And I encourage anybody to say, listen, show me some evidence that the vaccines are harmful.
[00:52:38.144 --> 00:52:39.705]  You know, don't do it on your own.
[00:52:39.945 --> 00:52:41.346]  Just go to the World Council for Health.
[00:52:41.366 --> 00:52:44.768]  This is a wonderful synthesis because it's all over the world.
[00:52:45.228 --> 00:52:56.976]  And I can tell you, in total, many tens of thousands, if not hundreds of thousands, and potentially millions of people have lost their lives with the vaccine.
[00:52:58.524 --> 00:53:08.228]  This will go down as the biggest biological pharmaceutical safety disaster in the history of mankind by a mile.
[00:53:08.648 --> 00:53:13.190]  This will go down worse than most wars in terms of mortality.
[00:53:14.141 --> 00:53:26.392]  You know, part of this issue and other issues with COVID, you know, goes back to an attempt to enforce one acceptable narrative on all these issues.
[00:53:26.872 --> 00:53:32.157]  And, you know, you saw it with the censorship of Dr. Bhattacharya.
[00:53:32.457 --> 00:53:37.577]   with Twitter. You also saw it with Dr. Fauci and some of these people saying
[00:53:37.577 --> 00:53:42.056]   that they needed to go after these people who wrote the Great Barrington
[00:53:42.056 --> 00:53:46.636]  Declaration. They wanted to not contest the ideas in that.
[00:53:46.636 --> 00:53:51.496]   They basically wanted to to smear them because they didn't want to have any
[00:53:51.496 --> 00:53:56.546]   criticism of their lockdown policies. And so part of the reason I think it's
[00:53:56.546 --> 00:54:01.627]   been a bad response is because from the very beginning you had a lot of
[00:54:01.627 --> 00:54:07.617]   arrogance that it's our way or the highway and anyone that offers any type of a dissenting
[00:54:07.617 --> 00:54:12.457]   opinion and they were censoring from day one.
[00:54:10.924 --> 00:54:27.287]   People that would write anti-lockdown things in March of 2020, April 2020, some of those would get taken down off some of these big tech platforms and so we saw that over and over again and I think that ultimately, you know,
[00:54:27.287 --> 00:54:32.567]   your policies or your positions or your analysis of this medical science should stand on
[00:54:32.567 --> 00:54:33.247]  its own.
[00:54:33.247 --> 00:54:38.847]   And if it's not able to accept criticism, if you can't defend the policy against valid
[00:54:38.847 --> 00:54:41.746]  criticism, then maybe you need to be looking in the mirror.
[00:54:41.746 --> 00:54:44.406]  But that's not what these elites wanted to do.
[00:54:44.406 --> 00:54:49.767]   They wanted to just cocoon themselves from any criticism and to try to denigrate anybody
[00:54:49.767 --> 00:54:51.967]  that had a different way of thinking.
[00:54:51.967 --> 00:54:56.327]   So I think with the Twitter, what Elon Musk is doing, I think there's going to be a lot
[00:54:56.327 --> 00:55:00.406]   more that comes out with that and I think that that's very important.
[00:55:00.700 --> 00:55:08.382]  But I think it's also important to say, you know, Twitter is not even close to most of the censorship, what was going on.
[00:55:08.642 --> 00:55:12.863]  They're a much smaller company than like a Google or YouTube or some of these others.
[00:55:13.183 --> 00:55:20.025]  And I guarantee you everything that was going on in Twitter is going on in these others, if not even more so.
[00:55:20.385 --> 00:55:29.507]  And we got a sense of that when they went after us for having the opposing the masks, having the experts oppose the masks for these young kids.
[00:55:29.867 --> 00:55:30.267]  That's right.
[00:55:30.307 --> 00:55:37.070]  Huge, organized government-corporate combine censoring, persecuting, attacking, and calling for our arrest when we question things.
[00:55:37.090 --> 00:55:37.870]  Remember?
[00:55:37.910 --> 00:55:40.732]  And wanting to arrest anti-vaxxers and all the rest of it.
[00:55:41.612 --> 00:55:45.394]  So Dr. McCullough exposed what's going on.
[00:55:45.434 --> 00:55:47.254]  Governor DeSantis exposed what goes on.
[00:55:47.655 --> 00:55:53.617]  The Member of Parliament in the UK, Andrew Bridgen, also has been talking about what whistleblowers are telling him.
[00:55:53.837 --> 00:55:55.238]  But we've known this for years and years.
[00:55:55.278 --> 00:55:57.699]  You heard the key that DeSantis laid out there.
[00:55:58.462 --> 00:56:03.566]  He said day one they were suppressing everybody because they knew what they were doing.
[00:56:05.548 --> 00:56:06.929]  And that's why this is life and death.
[00:56:08.390 --> 00:56:11.733]  We're going to be in a permanent biomedical journey where they kill us with shots.
[00:56:13.214 --> 00:56:16.236]  And where it's normalized that people just die everywhere and we just get used to it.
[00:56:16.877 --> 00:56:19.839]  And then everybody just goes along with it because no one wants to admit it's happening.
[00:56:20.160 --> 00:56:21.280]  Mass Stockholm Syndrome.
[00:56:21.300 --> 00:56:22.341]  That's their attempt and goal.
[00:56:22.822 --> 00:56:24.223]  Remember I met with a top globalist once.
[00:56:24.243 --> 00:56:26.825]  I was on an airplane with him for three hours flying to New York.
[00:56:28.166 --> 00:56:29.647]  He's like, I recognize you, you're the head of the major bank.
[00:56:29.687 --> 00:56:31.488]  Yeah, this is off-record, Alex, I'll tell you.
[00:56:32.148 --> 00:56:34.429]  And he just said, they're going to adapt to being slaves.
[00:56:34.709 --> 00:56:35.189]  You don't get it.
[00:56:35.450 --> 00:56:37.471]  You think they're going to adapt and overcome like you do?
[00:56:37.631 --> 00:56:37.851]  No.
[00:56:38.451 --> 00:56:40.772]  You should join us because you overcome.
[00:56:41.072 --> 00:56:41.933]  They don't overcome.
[00:56:42.213 --> 00:56:43.634]  They're going to submit to whatever we do.
[00:56:44.134 --> 00:56:44.994]  Well, no, we're not!
[00:56:46.075 --> 00:56:46.775]  No, we're not!
[00:56:46.895 --> 00:56:48.516]  And I'm not signing on to mass murder.
[00:56:50.017 --> 00:56:52.718]  As if anybody's going to be safe in this future system with you people.
[00:56:53.840 --> 00:57:01.837]  So we'll end the clip with a member of parliament and then start the second hour with our special guest that you, believe me, do not want to miss what's coming up in the next hour.
[00:57:01.857 --> 00:57:03.341]  Go ahead and play this clip.
[00:57:04.878 --> 00:57:18.221]  Madam Deputy Speaker, it's also been brought to my attention by a whistleblower, from a very reliable source, that one of these institutions is covering up clear data that reveals the mRNA vaccine increases inflammation of the heart arteries.
[00:57:19.161 --> 00:57:23.842]  They are covering this up in fear that they may lose funding from the pharmaceutical industry.
[00:57:24.462 --> 00:57:43.037]   The leader of that cardiology research department has a prominent leadership role with the British Heart Foundation And I'm very disappointed to say that he has sent out non-disclosure agreements to his research team to ensure that this important data never sees the light of day.
[00:57:42.856 --> 00:57:46.856]  This, Madam Speaker, is an absolute disgrace.
[00:57:46.856 --> 00:57:54.657]  Alex Jones here with a massive game changer.
[00:57:55.325 --> 00:58:05.589]  We've been working on this for over a year, and finally, it is ready to roll out to market, to you, the viewers and listeners, to enrich your life and fund InfoWars, to stay on the air, a 360 win.
[00:58:06.110 --> 00:58:19.896]  Introducing InfoWars MD, 10 new products that are private labeled from the top company in the United States, recognized for the strongest, highest quality, highest tested products that are out there.
[00:58:20.736 --> 00:58:21.857]  10 new products.
[00:58:21.957 --> 00:58:27.402]  The Super Greens, Super Food Greens, the Turmeric 95.
[00:58:28.403 --> 00:58:36.190]  We've got incredible full-spectrum, high-end CBD oil at incredibly low prices in 10mg, 20mg, and 1000mg.
[00:58:36.450 --> 00:58:37.311]  So be careful.
[00:58:37.651 --> 00:58:41.475]  We've got super high-quality collagen for your skin and more.
[00:58:41.775 --> 00:58:43.156]  And the products just go on and on.
[00:58:43.476 --> 00:58:47.937]  Max Mushroom is an insane nootropic that naturally boosts your cognitability.
[00:58:48.238 --> 00:58:49.958]  Better Mood, unbelievable.
[00:58:50.338 --> 00:58:52.339]  All of this is simply incredible.
[00:58:52.519 --> 00:58:54.080]  Then, of course, we've got Nitric Boost.
[00:58:54.340 --> 00:58:59.722]  It's got the known compounds to increase nitrous oxide massively in your blood that is so good for your whole body.
[00:58:59.802 --> 00:59:04.064]  And then, Libido RX will absolutely blow you away.
[00:59:04.444 --> 00:59:08.946]  It's all available at infowarstore.com right now.
[00:59:09.286 --> 00:59:11.127]  And look, these are clones.
[00:59:12.106 --> 00:59:17.106]   of some of the best-selling products in the nation under other names.
[00:59:17.106 --> 00:59:22.106]  And the difference is, many of these products retail for $100.
[00:59:22.106 --> 00:59:25.106]  We're slashing the price on that massively.
[00:59:25.106 --> 00:59:27.106]  Check it out at InfoWarsTore.com.
[00:59:27.106 --> 00:59:32.106]   Normally, if somebody's trying to get 1,000 mg CBD oil of this quality,
[00:59:32.106 --> 00:59:34.106]  it's $100 to $150.
[00:59:34.106 --> 00:59:37.106]  Ladies and gentlemen, this is way, way, way, way below that.
[00:59:37.750 --> 00:59:40.472]  So it's all available at InfoWarsStore.com.
[00:59:40.512 --> 00:59:48.117]  You've got to check out the new line, InfoWarsMD, exclusively at InfoWarsStore.com, and it funds our operation.
[00:59:48.437 --> 00:59:49.497]  Really, this is powerful.
[00:59:49.537 --> 00:59:54.260]  You need to check it out.
[00:59:54.180 --> 00:59:58.680]   If you are receiving this transmission, you are the resistance.
[00:59:58.680 --> 01:00:10.180]  [Music]
[01:00:10.180 --> 01:00:17.680]   By opening the floodgates to unfettered free speech, Elon Musk has allowed hate to spread far and fast on Twitter.
[01:00:17.682 --> 01:00:33.625]   While the left winds out another distraction about Matt Taibbi catering to the richest man in the world, what do the Twitter files reveal about the inner workings of as the Taibbi described a Frankensteinian tale of a human built
[01:00:33.625 --> 01:00:39.576]   mechanism grown out of the control of its designer. By 2020 requests from the New
[01:00:39.576 --> 01:00:44.144]   World Order disciples to delete tweets were routine. One executive
[01:00:44.144 --> 01:00:49.576]   would write to another more to review from the Biden team.
[01:00:47.800 --> 01:00:49.781]  The reply would come back, handled.
[01:00:50.061 --> 01:01:10.685]  Twitter was acting as a wrecking ball of political tech censorship, catering to the corrupt Washington establishment, directly impacting and propagandizing a digital town square, which affected the general welfare of the United States, whose lifeblood is protected by the power and freedom of the First Amendment.
[01:01:10.965 --> 01:01:19.315]   And if it turns out there are a lot of us on this list, where the DNC targeted us, And I will quote the immortal words of Joseph Welch when he
[01:01:19.315 --> 01:01:27.885]   attacked Bill McCarthy for the enemies list he had, "At long last, sir, have you no shame."
[01:01:27.885 --> 01:01:28.925]  Yes.
[01:01:28.925 --> 01:01:38.365]   President Biden, all of your stocky little operatives in the DNC who have targeted American
[01:01:38.365 --> 01:01:39.405]  citizens.
[01:01:39.577 --> 01:01:44.098]  Have you, Mr. President, have all of you at last.
[01:01:44.578 --> 01:01:45.158]  No shame.
[01:01:45.698 --> 01:01:50.260]  Taibbi points out that both parties had access to these tools.
[01:01:50.620 --> 01:01:58.842]  For instance, in 2020, requests from both the Trump White House and the Biden campaign were received and honored.
[01:01:59.162 --> 01:02:07.466]  But the overwhelming amount of leftist Marxist cucks staffed at Twitter ensured that Democrat Party requests took the front burner.
[01:02:07.546 --> 01:02:13.066]   A fact backed up by the overall donations by Twitter to the Democrat Party reaching
[01:02:13.066 --> 01:02:25.866]   99.73% or $165,969 to Democrats while $451 went to Republicans in 2022.
[01:02:25.866 --> 01:02:28.265]  Are you worried about these Twitter files coming out?
[01:02:28.315 --> 01:02:35.297]  What was that experience like, having Kellyanne, who's always in control of herself, siccing this mega trolls on you?
[01:02:36.037 --> 01:02:36.917]  It's terrifying.
[01:02:37.017 --> 01:02:46.720]  When you get targeted in some of these ways, it's hard to differentiate between what is somebody just online trying to rattle you and what's a real threat.
[01:02:47.080 --> 01:02:55.128]  You see in things like Pizzagate that online conspiracies can mobilize very real and very direct offline violence.
[01:02:55.729 --> 01:02:56.850]  I saw those harms.
[01:02:56.930 --> 01:02:58.291]  I experienced those harms.
[01:02:58.552 --> 01:03:06.460]  And now it was those harms through a mainstream news outlet being held up in the Oval Office by the former President of the United States.
[01:03:06.500 --> 01:03:08.722]  And that is deeply terrifying.
[01:03:08.962 --> 01:03:24.109]  What does appear to be illegal to the point of treason is that a false narrative of possible foreign hacks supposedly behind the Biden laptop debacle was manufactured by Silicon Valley, the media, and the DNC.
[01:03:24.349 --> 01:03:29.371]  Well, we know that this whole smear on Joe Biden comes from the Kremlin.
[01:03:29.971 --> 01:03:36.194]  That's been clear for well over a year now that they've been pushing this false narrative about the Vice President and his son.
[01:03:36.454 --> 01:03:42.338]  According to internal emails, there was zero evidence of foreign interference occurring.
[01:03:42.518 --> 01:03:48.197]   What did occur was a meltdown of internal Twitter censorship spearheaded by top Twitter
[01:03:48.197 --> 01:03:54.777]   management with the result of ultimately burying a critical story under false pretenses in
[01:03:54.777 --> 01:04:01.036]   order to sway popular opinion and alter the outcome of the 2020 presidential election.
[01:04:01.036 --> 01:04:06.798]   In retrospect, we now know that as the New York Post reported, nearly four of five Americans
[01:04:06.798 --> 01:04:11.958]   who've been following the Hunter Biden laptop scandal believe that truthful coverage would
[01:04:11.958 --> 01:04:16.277]  have changed the outcome of the 2020 presidential election.
[01:04:16.277 --> 01:04:22.157]   And an even higher number, 81% said U.S. Attorney General Merrick Garland should investigate
[01:04:22.157 --> 01:04:23.157]  the laptop.
[01:04:23.157 --> 01:04:28.798]   Not only have Twitter employees like head of legal policy and trust Vijaya Gadi and
[01:04:28.798 --> 01:04:35.237]   trust in safety chief Yole Roth proven that they willingly altered the 2020 U.S.
[01:04:35.382 --> 01:04:49.365]  presidential election, but they have demonstrated that Silicon Valley, the Mockingbird media, and the corruption in Washington is an occupying force and a direct threat to the stability and the future of the United States of America.
[01:04:49.665 --> 01:04:51.967]  This cyber insurrection is what I'm calling it.
[01:04:52.327 --> 01:04:58.113]  It's an assault on this country and it's borderline treason if you think about what the executives did at Twitter.
[01:05:02.714 --> 01:05:09.621]  Why does the establishment spend so much time demonizing InfoWars, attacking myself and the crew and our other host?
[01:05:10.402 --> 01:05:12.424]  Because they know we're pro-human.
[01:05:12.444 --> 01:05:13.786]  They know we're telling the truth.
[01:05:14.166 --> 01:05:15.628]  They know we've got their number.
[01:05:15.728 --> 01:05:19.812]  They know everything we do is about empowering humanity.
[01:05:20.453 --> 01:05:23.056]  And God gave us, through Mother Nature, incredible compounds.
[01:05:23.576 --> 01:05:27.779]  That will supercharge our body's stamina, libido, energy, and immune systems.
[01:05:28.299 --> 01:05:38.705]  And we came out many years ago with Real Red Pill Plus that has all the documented compounds like preglanone and so much more to supercharge your body.
[01:05:39.747 --> 01:05:46.529]  And to give your body the key elements and the key ingredients it needs to function at a proper level.
[01:05:46.909 --> 01:05:49.570]  This is the answer to the New World Order's tyranny.
[01:05:49.890 --> 01:05:51.930]  This is real Red Pill Plus.
[01:05:52.270 --> 01:05:53.391]  Sold out for two years.
[01:05:53.411 --> 01:05:57.892]  50% off at InfoWarsTore.com.
[01:05:58.312 --> 01:06:00.433]  Get the Red Pill Plus exclusively.
[01:06:00.753 --> 01:06:01.893]  InfoWarsTore.com.
[01:06:03.574 --> 01:06:06.394]  The front lines of the information war.
[01:06:06.775 --> 01:06:08.775]  It's Alex Jones.
[01:06:08.775 --> 01:06:15.255]  [MUSIC PLAYING]
[01:06:15.255 --> 01:06:17.815]  Headlines on Infowars.com.
[01:06:17.461 --> 01:06:17.901]  Update.
[01:06:18.201 --> 01:06:24.785]  New Zealand government steals baby from parents after they demand unvaccinated blood for heart surgery.
[01:06:25.846 --> 01:06:32.591]  And now they're putting a guardian over the baby, but they've still got the little sweetie pie right there that we can see on screen.
[01:06:33.111 --> 01:06:38.635]  I want to first go to a short newscast with the update and then go to them joining us in the middle of the night in New Zealand.
[01:06:38.675 --> 01:06:38.975]  Here it is.
[01:06:39.599 --> 01:06:46.182]  A decision has been made in this case of the four-month-old baby and whether guardianship will be put into the court.
[01:06:46.782 --> 01:06:55.966]  The judge has ruled for guardianship of this four-month-old baby to be placed into the court so that its heart surgery can proceed as soon as possible.
[01:06:56.026 --> 01:07:02.849]  Now this is only a temporary guardianship of the court for this child, a set period of time.
[01:07:03.209 --> 01:07:05.150]  Until the 31st of January.
[01:07:05.190 --> 01:07:11.774]  Now the court will appoint two doctors as its agents for the purpose of consenting to this child's surgery.
[01:07:12.294 --> 01:07:17.397]  All decisions relating to surgery including the blood products that are used.
[01:07:17.457 --> 01:07:26.822]  Now these medical agents will have to keep the child's parents informed and remember that the parents remain the agents of all other decisions for this child.
[01:07:26.902 --> 01:07:37.088]   Now lawyers in the court at the hearing yesterday said as soon as a decision was released They would begin preparations here at Starship Hospital for this baby's surgery to go ahead.
[01:07:37.128 --> 01:07:40.190]  They said that that would take about 48 hours to prepare for.
[01:07:40.591 --> 01:07:48.415]  So 48 hours from now it is likely or possible that this child could go ahead with heart surgery in the usual manner on Friday.
[01:07:48.435 --> 01:07:51.077]  Alice, can the family appeal this decision?
[01:07:53.720 --> 01:07:55.701]  Yes, Mike, they do have the right to.
[01:07:56.061 --> 01:08:00.963]  At this stage, we don't have any indication as it's just come out as to whether that will happen.
[01:08:01.324 --> 01:08:06.586]  However, regardless, this order still has effect until any appeal can be heard.
[01:08:06.626 --> 01:08:10.448]  So lawyers for the family would need to also apply for a stay.
[01:08:10.868 --> 01:08:18.131]  Alex, we're going to come back to you later with some more reaction to this but just repeating that breaking news that a gravely ill baby has been put into guardianship by the Auckland High Court.
[01:08:17.990 --> 01:08:22.070]   four-month-old child their medical decisions now being made by court
[01:08:22.070 --> 01:08:26.470]   appointed agents who will consent to the surgery and allow it to go ahead.
[01:08:26.470 --> 01:08:30.510]   Alice we're going to come back to you later with some more reaction to this
[01:08:30.510 --> 01:08:34.430]   but just repeating that breaking news that a gravely ill baby has been put
[01:08:34.430 --> 01:08:38.829]   into guardianship by the Auckland High Court. More on this throughout the
[01:08:38.829 --> 01:08:43.829]   bulletin. So this is all about the state it's the same worldwide you indirected
[01:08:43.829 --> 01:08:47.791]   taking control of your bodies and now saying we're gonna put blood product to
[01:08:47.791 --> 01:08:52.430]   people that have a growing prion or spike protein in your body.
[01:08:52.483 --> 01:09:00.488]  We have all the medical reports, the governor of Florida has criminal investigations going, and Big Pharma lying about this, but they're still doubling down.
[01:09:00.548 --> 01:09:04.191]  Samantha Savage and Cole Reeves, join us, savebabywill.com.
[01:09:06.252 --> 01:09:11.678]  Donations needed at buymeacoffee.com forward slash savebabywill.
[01:09:12.199 --> 01:09:14.221]  We'll put all that on screen for you.
[01:09:14.241 --> 01:09:16.023]  They're up the middle of the night in New Zealand.
[01:09:16.403 --> 01:09:29.837]   We also have the reporters going to be joining us who first broke this travesty so the world would know about this this attack on parents on bodily autonomy by these Joseph Mingala-esque mad scientist.
[01:09:29.877 --> 01:09:32.719]  So Cole Reeves and Samantha Savage, thank you for joining us.
[01:09:33.760 --> 01:09:43.148]  Tell us what this has been like and lay out what's happened so far and then the latest news about the supposed guardianship of these doctors taking over.
[01:09:47.168 --> 01:09:48.268]  Thank you for having us.
[01:09:49.829 --> 01:09:51.310]  Yeah, I mean, it's horrendous.
[01:09:51.510 --> 01:09:56.293]  It's horrendous what's happening and what's happened and what our baby is facing.
[01:09:56.573 --> 01:10:02.536]  And we're feeling pretty upset by it all, as you can imagine.
[01:10:04.937 --> 01:10:08.659]  Yeah, we're just sort of putting one foot in front of the next now.
[01:10:10.535 --> 01:10:13.015]  Yeah, thanks Alex for having us on.
[01:10:13.496 --> 01:10:21.837]  It's a great honour to be able to tell the world what's going on here in this country, because it's very criminal.
[01:10:22.897 --> 01:10:51.766]   We're sort of flabbergasted that the legal system's got down to this, where they're essentially medically kidnapping our baby, and then they're going to perform a medical experiment on him, which is now proven To be a medical experiment, because it's been proven in the court the other day, and all the parties agree, that this blood product that they're offering has got some serious problems.
[01:10:52.486 --> 01:11:04.669]  That was a fact that was brought out in the court and agreed to by the judge and by everyone, so we're just wondering how you can justify going ahead with an operation when you know that there's a problem.
[01:11:05.754 --> 01:11:09.316]  Well, you know, the news always condenses it down, only shows one side.
[01:11:09.736 --> 01:11:13.578]  Tell us the timeline here, when this began, when it became a story.
[01:11:15.919 --> 01:11:19.161]  Well, it began, I suppose, at his birth.
[01:11:19.761 --> 01:11:29.806]  And then, because we are people that haven't decided to take the injection, there was always a lot of fear around us.
[01:11:29.926 --> 01:11:44.777]   So, you know, in subsequent baby scans and things in Sam's tummy, Uh, all of what should have been picked up was missed through people, you know, being terribly afraid of us because we're not vaccinated.
[01:11:45.757 --> 01:11:55.764]  So, you know, what should have been a problem that could have been addressed a long time ago was only picked up not that long ago and now it's just blown out into all of this.
[01:11:56.420 --> 01:12:08.828]  Yeah, so basically we've been told that this sort of condition for Will is something that is often picked up in the antenatal scans.
[01:12:09.288 --> 01:12:18.273]  So I had the antenatal scan and it should have taken two hours and it only took an hour because she was just trying to rush it through.
[01:12:18.293 --> 01:12:22.576]  And then, you know, there's been two echos that have been done.
[01:12:23.763 --> 01:12:29.067]  Once he was born, that also missed it, and the third echo is the one that actually found the problem.
[01:12:29.748 --> 01:12:34.411]  And then it was a big rush after that to try and get the treatment for him.
[01:12:35.893 --> 01:12:41.637]  But you know, again, as a mother knows, I knew that there was something wrong from the very beginning.
[01:12:41.657 --> 01:12:49.696]   I'm a trained professional myself, and I knew that What was happening with him wasn't right.
[01:12:49.716 --> 01:12:50.838]  There was something going on.
[01:12:50.858 --> 01:12:58.650]  And you know, I pushed the nurses and the people that were coming to our home just to try and figure out what actually was going on.
[01:12:58.730 --> 01:13:01.855]  And finally, we found out that it was to do with his heart.
[01:13:02.694 --> 01:13:24.524]   So you, with mother's intuition, said he was sick, it was proven he was sick, and now your research and common science and experimental injections and a huge international scandal that blood banks say people don't want blood that's been contaminated, they mix the blood together, we've had huge scandals with Bayer, Knowingly shipping out millions of doses of a blood product.
[01:13:24.804 --> 01:13:26.865]  They knew had HIV and hepatitis in it.
