[00:00:00.189 --> 00:00:01.772]  Oh, no!
[01:37:40.643 --> 01:37:41.504]  No, I hear you.
[01:37:41.584 --> 01:37:42.444]  I hear you.
[01:37:42.484 --> 01:37:44.185]  But Obama is moving that way as well.
[01:37:44.265 --> 01:37:46.966]  So, I mean, we're darned if we do, and you know what if we don't.
[01:37:47.026 --> 01:37:47.927]  Thank you for the call.
[01:38:01.514 --> 01:38:04.478]  Yeah, I've got it somewhere in this ridiculous stack.
[01:38:04.499 --> 01:38:05.780]  Can you guys document cam this?
[01:38:06.241 --> 01:38:06.481]  I've got 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20.
[01:38:11.926 --> 01:38:14.448]  Got 25 stacks here.
[01:38:14.689 --> 01:38:15.509]  25 stacks of news.
[01:38:15.629 --> 01:38:20.193]  And that way when I read it all and go over it, I can have knowledge when you call in on topics.
[01:38:20.814 --> 01:38:25.598]  But it doesn't mean we ever get to about 10% of it here on air.
[01:38:26.119 --> 01:38:27.660]  But here's the issue.
[01:38:27.760 --> 01:38:29.862]  I saw an article and then even found the video.
[01:38:30.323 --> 01:38:35.908]  Bill Clinton is now giving speeches saying Mitt Romney is, quote, coming for the Irish.
[01:38:37.065 --> 01:38:38.847]  I mean, this is unbelievable.
[01:38:40.168 --> 01:38:43.451]  And again, I guess just where I come from in Texas, I never heard anything about the Irish.
[01:38:43.491 --> 01:38:56.484]  I'm part Irish myself, but everybody around here, if they're quote Anglos, the Heinz 57, you know, German, Czech, Irish, English, Scottish, I mean French, it's like the whole nine yards.
[01:38:58.188 --> 01:39:10.976]  You know, my ancestors have been in this country over 300 plus years, and there's been a lot of intermarrying and stuff going on, but Bill Clinton literally going, listen, I am Irish as you know, and he was bashing the Italians.
[01:39:11.056 --> 01:39:13.658]  Mitt Romney is going after the Italians.
[01:39:14.458 --> 01:39:20.482]  And Bill Clinton is now attacking Mitt Romney for saying we shouldn't ship Jeep to Italy.
[01:39:22.347 --> 01:39:36.696]  As if it has anything to do with being anti-Italian if you don't... Hey, how about we keep Jeep right here so that Americans, whether they come from any background, Italian, black, I mean, I don't care, can have a job.
[01:39:37.176 --> 01:39:47.682]  And our bailout money to GM and Chrysler and all of this has been used to ship Cadillac and Volt and then Chrysler Division Jeep overseas.
[01:39:47.942 --> 01:39:50.043]  First it was going to go to China, then it was going to go to
[01:39:51.724 --> 01:39:54.105]  Chinese parts and then assembled in Italy.
[01:39:54.465 --> 01:40:00.388]  Look, Italy makes great cars, motorcycles, mopeds, sunglasses, clothes.
[01:40:00.988 --> 01:40:02.368]  I love Italian stuff!
[01:40:02.509 --> 01:40:03.309]  Mangia, mangia!
[01:40:03.849 --> 01:40:05.750]  From Italian food right up and down the block.
[01:40:05.810 --> 01:40:09.832]  And it just shows this new total racial thing the Democrats do.
[01:40:09.852 --> 01:40:15.174]  I will guarantee you, and I'm not defending Mitt Romney, I'm defending reality.
[01:40:16.246 --> 01:40:22.448]  To say that Mitt Romney is bashing the Italians, that he came out and said, don't ship Jeep to Italy.
[01:40:23.649 --> 01:40:36.054]  It was in the news two weeks ago, that Jeep, they're looking, and the Chrysler execs confirmed, moving it to China or Italy, and now they're settling on parts from China assembled in Italy.
[01:40:39.095 --> 01:40:41.536]  I mean, can we have something for America?
[01:40:41.816 --> 01:40:43.997]  I mean, and it turns into racism?
[01:40:45.311 --> 01:40:48.996]  Racism against Italians that we don't want Jeep going to Italy?
[01:40:49.016 --> 01:40:57.826]  And that bailout money has had General Motors ship Cadillac and Volt?
[01:40:59.093 --> 01:40:59.693]  To China?
[01:40:59.973 --> 01:41:01.955]  I mean, I want China to have a future.
[01:41:01.995 --> 01:41:03.195]  I care about the Chinese people.
[01:41:03.435 --> 01:41:06.257]  They're not going to get a future working at slave labor levels.
[01:41:06.457 --> 01:41:07.878]  That's just going to lower our future.
[01:41:08.578 --> 01:41:10.899]  Many Chinese are worse off than they were a few decades ago.
[01:41:11.139 --> 01:41:19.364]  If you're the top communist Chinese, they're billionaires and people, making money off of enslaving the people with suicide nets around the Apple factories.
[01:41:19.804 --> 01:41:29.577]  By the way, every time I mention suicide nets, people call me or email me or on the street go, I thought you were making that up about suicide nets and forced abortions at the Apple factories, the Apple contractor factories.
[01:41:29.957 --> 01:41:31.319]  I went and looked that up, that's true, yeah.
[01:41:31.679 --> 01:41:34.483]  They got mobile execution vans too in China in every city.
[01:41:35.104 --> 01:41:36.185]  24 per major city.
[01:41:37.166 --> 01:41:37.566]  Don't believe me?
[01:41:37.586 --> 01:41:42.168]  Just type in suicide van, I mean, uh, not suicide vans, execution vans.
[01:41:42.188 --> 01:41:43.809]  Guys, type in execution vans.
[01:41:43.849 --> 01:41:45.090]  China, it'll be AP Reuters.
[01:41:45.370 --> 01:41:47.751]  Photos of them choking women, dragging them into them to gut them.
[01:41:48.071 --> 01:41:50.332]  Rich Americans fly in and get the, quote, fresh organs.
[01:41:50.892 --> 01:41:55.934]  You know, the point is, is that when you let China go to this low level, it sucks the whole world down.
[01:41:56.335 --> 01:41:59.756]  Globalism is a giant sucking sound like Ross Perot said.
[01:41:59.996 --> 01:42:01.597]  And boy, was he right about NAFTA and GATT.
[01:42:03.379 --> 01:42:08.783]  Boy howdy was he, but I mean, I saw that video this morning and I meant to send it to you guys, I didn't.
[01:42:09.584 --> 01:42:14.808]  There it is, China's high-tech death van where criminals are executed and then their organs are sold on the black market.
[01:42:15.148 --> 01:42:19.512]  That's from March of 2009, it was first in the Financial Times of London a year before that.
[01:42:19.552 --> 01:42:21.093]  Yeah, there he is being led on to be killed.
[01:42:21.113 --> 01:42:23.275]  I mean, you can't make this up.
[01:42:23.675 --> 01:42:28.559]  If you find the Times of London when it's got him choking a woman with a rope around her neck as they drag her in.
[01:42:32.328 --> 01:42:36.469]  I mean the point is the mass cloning is going on.
[01:42:36.509 --> 01:42:43.931]  They use babies for rendering plants of dead babies they forcibly abort that then is put into collagen for women's products.
[01:42:44.831 --> 01:42:46.492]  Heaven help us.
[01:42:47.732 --> 01:42:53.213]  Because when we ride off China or they say oh it's building their economy up.
[01:42:53.233 --> 01:42:53.633]  No it's not.
[01:42:53.733 --> 01:42:54.854]  It's a race to the bottom.
[01:42:54.894 --> 01:42:55.554]  The Chinese
[01:42:56.676 --> 01:43:01.305]  I went and saw a movie that I want to review because it's got some good things in it, some bad things.
[01:43:01.365 --> 01:43:04.631]  I believe the Makers, the Wachowski brother and sister.
[01:43:05.673 --> 01:43:07.416]  I believe that they are good people.
[01:43:07.436 --> 01:43:08.358]  I know people that know them.
[01:43:09.005 --> 01:43:09.505]  I don't think so.
[01:43:32.094 --> 01:43:37.499]  The plot of the film for you, but it deals with a future where we're dehumanized biological androids.
[01:43:38.100 --> 01:43:49.511]  Well folks, when you see the drones going in to be rendered in this movie, and fed back to the other drones, Soylent Green, that's what's really going on, but in a more sophisticated system.
[01:43:50.212 --> 01:43:56.097]  Through the hospitals, where they steal the wealth, the energy you've stored up, through the cancer industry.
[01:43:57.028 --> 01:43:58.428]  That's why I don't like Lance Armstrong.
[01:43:58.468 --> 01:44:03.390]  All the things I know about him, because family's known him, and I have multiple connections to Lance Armstrong.
[01:44:03.430 --> 01:44:07.871]  I just live here in Austin and just happen to fall in with people that have been, you know, very close to him.
[01:44:07.891 --> 01:44:10.312]  You know, best friends with his wife, people like that, his ex-wife.
[01:44:11.212 --> 01:44:12.952]  And I knew what a bad person he was, but so what?
[01:44:12.972 --> 01:44:17.914]  He's a bad, arrogant, you know, chauvinist, narcissistic, you know, guy.
[01:44:18.574 --> 01:44:19.474]  That's his issue.
[01:44:20.214 --> 01:44:21.575]  Bigger they are, the harder they fall.
[01:44:22.975 --> 01:44:26.136]  It's just frustrating that I got him through two separate people.
[01:44:27.418 --> 01:44:33.424]  That I knew knew him well, got him information on cancer viruses and vaccine, the cancer industry.
[01:44:33.464 --> 01:44:35.466]  Hey, why don't we find the cause instead of the cure?
[01:44:36.698 --> 01:44:43.662]  And it was just all about him getting tax-free money, and that I was told to go to hell by both people.
[01:44:44.222 --> 01:44:47.143]  They went, they brought it to him, caring listeners.
[01:44:47.404 --> 01:44:50.585]  One guy was on a board with him, another person that knows him intimately.
[01:44:50.945 --> 01:44:56.288]  They bring it to Lance Armstrong, and he goes, Alex Jones, I'm not even looking at what that conspiracy bleeper says.
[01:44:56.668 --> 01:45:00.991]  But hey, this is about, let's find the cause, not the cure.
[01:45:01.871 --> 01:45:03.192]  And he didn't want to hear any of it.
[01:45:04.116 --> 01:45:09.878]  And you know, because I literally dream about having the type of power that Lance Armstrong had.
[01:45:09.918 --> 01:45:15.681]  But see, he was typecast and chosen by the establishment to be their front man because they knew who he was.
[01:45:15.901 --> 01:45:18.082]  They helped him cheat in the cycling associations.
[01:45:18.102 --> 01:45:18.682]  That's come out.
[01:45:19.022 --> 01:45:21.363]  And then now they're destroying him because that's part of the ritual.
[01:45:21.623 --> 01:45:25.185]  Build up the hero, destroy it, so you think there's nobody really good in the world.
[01:45:25.465 --> 01:45:27.606]  They want to sell you on giving up and being corrupt.
[01:45:27.886 --> 01:45:29.046]  Well, let me just explain something.
[01:45:29.166 --> 01:45:30.727]  I'm no hero, but I'm real.
[01:45:32.262 --> 01:45:42.006]  I try to only promote what I believe is the best products and that I feel good promoting that I personally use to fund my operation and still feel guilty doing it.
[01:45:43.006 --> 01:45:44.627]  I try to tell you the truth.
[01:45:44.747 --> 01:45:49.909]  I try to really get reality and really pay it forward because I believe in humanity.
[01:45:50.189 --> 01:45:51.310]  I want us to have a future.
[01:45:51.630 --> 01:45:55.291]  I'm in love with the creativity and the beauty that our species has put forward.
[01:45:58.843 --> 01:45:59.743]  I want human liberty.
[01:45:59.803 --> 01:46:00.404]  I want freedom.
[01:46:00.424 --> 01:46:04.706]  And I don't want scam artists running everything because they are shuttered mentally.
[01:46:05.166 --> 01:46:06.326]  We're going to go to more of your calls.
[01:46:06.366 --> 01:46:07.127]  People are holding.
[01:46:07.887 --> 01:46:15.290]  We're going to get to CJ and Michael and then Cindy and Mark and Lauren and everybody.
[01:46:15.310 --> 01:46:16.511]  We're going to get to everybody coming up.
[01:46:17.031 --> 01:46:18.712]  I need to start getting to some of this news right now.
[01:46:19.432 --> 01:46:21.193]  I covered this some yesterday.
[01:46:23.064 --> 01:46:39.529]  But it makes me so angry to know people high up in MTV who in the mid-90s were told, we're going to take the most destructive gangster culture, and we're going to first deploy it into the black community, and then we're going to deploy it into all the other communities to basically destroy people.
[01:46:40.649 --> 01:46:45.850]  And KRS-One, Professor Griff, they've all spoken about it as black men, successful artists.
[01:46:46.290 --> 01:46:51.992]  But the folks I've talked to from multiple angles are white, and they were there and wouldn't be part of it.
[01:46:53.248 --> 01:46:53.628]  Okay.
[01:46:54.349 --> 01:46:56.550]  But the point is, is that this is scientific.
[01:46:56.570 --> 01:47:01.713]  When Bill Maher gets up and says Obama needs to be more gangsterish and pull out guns on people.
[01:47:02.674 --> 01:47:04.775]  But he's for banning citizens having guns.
[01:47:04.795 --> 01:47:06.977]  He just wants people illegally as gangbangers having guns.
[01:47:07.357 --> 01:47:10.999]  And black gangbangers and rap people killing each other.
[01:47:11.279 --> 01:47:12.280]  Because that's what a man does.
[01:47:12.320 --> 01:47:13.260]  No, that's not what a man does.
[01:47:13.300 --> 01:47:15.562]  A man stays with their wife and raises their family.
[01:47:15.802 --> 01:47:17.223]  Or at least tries to take care of their family.
[01:47:19.366 --> 01:47:33.456]  And to know that this has been deployed, and to know Bill Maher says he wants more abortion, and to know that we've found more liberals on tape now, including black people, saying let's get rid of black people, to see stuff like this while they lecture those of us that are against socialism.
[01:47:33.816 --> 01:47:39.260]  See, Obamacare is bad because it's written by the insurance companies to force us into government eugenics healthcare.
[01:47:39.580 --> 01:47:40.460]  That's why it's bad.
[01:47:40.861 --> 01:47:43.582]  Not because Obama's black and it makes me angry.
[01:47:43.622 --> 01:47:47.504]  They know full well people don't like socialism because they know how horrible it is.
[01:47:47.524 --> 01:47:50.546]  They know full well it isn't because it's... because they hate black people.
[01:47:50.586 --> 01:47:51.406]  What does that even have to do with it?
[01:47:51.426 --> 01:47:53.027]  It's like saying... It's like saying, um...
[01:47:55.077 --> 01:47:58.059]  I don't like, uh, you know, orange juice.
[01:47:58.139 --> 01:48:00.461]  You say, well, that means you don't like Japanese people.
[01:48:00.481 --> 01:48:02.102]  And you're like, what does that have to do with it?
[01:48:02.362 --> 01:48:04.924]  They inject this in there and shove it in there.
[01:48:05.164 --> 01:48:10.949]  And then all the public is conversant in is race and group stuff and what group they identify with.
[01:48:10.989 --> 01:48:12.069]  And I'm so sick of it.
[01:48:12.350 --> 01:48:13.911]  It's all part of this hollowness.
[01:48:15.253 --> 01:48:31.211]  And then I see Michael Moore put out videos where they talk about ripping Mitt Romney's genitals off and this latest thing from last Friday night with Bill Maher saying, you know, black people are going to come after white people if Obama
[01:48:32.290 --> 01:48:35.531]  Doesn't win, implying that if Obama loses, it's election fraud.
[01:48:35.771 --> 01:48:40.213]  Hey, Bill Maher, why don't you talk about how there's election fraud in black box systems across the board?
[01:48:41.013 --> 01:48:47.156]  Instead of always doing this, and I happen to know people that know Bill Maher very well, he is a horrible person.
[01:48:48.356 --> 01:48:52.838]  He is a self-centered pig, and I predict his downfall just like Lance Armstrong.
[01:48:53.058 --> 01:48:54.519]  You got God to deal with, buddy.
[01:48:54.859 --> 01:48:58.300]  But I'm so- we're gonna do some reports on him when he says he loves death and loves abortion.
[01:48:58.580 --> 01:48:59.981]  These are sick people.
[01:49:01.055 --> 01:49:06.819]  And they make me so angry because these are the people that are going to hold back humanity, and I'm tired of them.
[01:49:07.419 --> 01:49:14.204]  I'm tired of them sowing the seeds of our destruction so they can play the part of the good guy referee while they're selling the gangster culture.
[01:49:14.704 --> 01:49:15.725]  We got a bunch of clips together.
[01:49:15.745 --> 01:49:16.725]  We're going to do a report soon.
[01:49:16.745 --> 01:49:30.535]  David Ortiz wants to do it with all of his different clips, just, you know, saying blacks should be gangbangers, blacks should be vicious, blacks should be, you know, again, that was done to destroy black communities, kind of the cherry on top.
[01:49:31.415 --> 01:49:32.396]  And it makes me sick!
[01:49:32.737 --> 01:49:34.538]  Let's go ahead and go to this clip of him right here.
[01:49:34.758 --> 01:49:35.519]  Here's Bill Maher.
[01:49:37.601 --> 01:49:45.969]  So I would just like to say for anyone thinking about voting for Mitt Romney, if that's who you are, if you're thinking about voting for... I would like to make this one plea.
[01:49:46.910 --> 01:49:49.612]  Black people know who you are and they will come after you.
[01:49:50.953 --> 01:49:51.473]  You know what?
[01:49:52.815 --> 01:49:54.616]  People see that and they think it's license.
[01:49:55.076 --> 01:50:07.046]  I will guarantee you, with 3 million listeners a day conservatively, if I got up on air and I said, go attack a certain group, I guarantee you people would go out and attack.
[01:50:07.807 --> 01:50:08.667]  That's just the way it is.
[01:50:10.429 --> 01:50:12.310]  Everybody's got unstable viewers and listeners.
[01:50:12.851 --> 01:50:17.395]  And that guy, they air it over and over again, has probably 10 million viewers in a week.
[01:50:18.413 --> 01:50:21.277]  Not even a million watched it when it first aired, but they aired that thing over and over again.
[01:50:21.297 --> 01:50:27.485]  I've looked at the numbers, probably 10 million viewers worldwide, probably 5 million of them, guesstimation, I've seen the numbers before, domestically.
[01:50:29.147 --> 01:50:33.213]  Wow, what happens if Romney wins by hook or by crook or whatever?
[01:50:34.174 --> 01:50:36.077]  White people deserve to be attacked?
[01:50:37.688 --> 01:50:39.949]  Because black people know you're white and know you did it?
[01:50:40.009 --> 01:50:41.049]  I mean, that is crazy!
[01:50:41.649 --> 01:50:45.671]  And this is something that's taught by the new Black Panther Party leaders down in Houston.
[01:50:45.691 --> 01:50:49.512]  I've seen them on the news say, don't mug in the black neighborhood, go mug in the white neighborhood.
[01:50:49.532 --> 01:50:50.593]  How about don't mug anywhere?
[01:50:51.313 --> 01:50:53.234]  You see, this is so crazy.
[01:50:53.694 --> 01:50:56.135]  And this is meant to get whites and blacks scared of each other.
[01:50:56.695 --> 01:50:58.375]  That's what that chick pimp is doing.
[01:50:58.435 --> 01:51:05.158]  That's what he's doing, is to destroy unity and where better to do it but from a fake liberal perspective.
[01:51:06.257 --> 01:51:12.480]  Bill Maher is a disgusting pig and ought to be wearing a swastika armband, because that's tough stuff Nazis did.
[01:51:12.980 --> 01:51:17.783]  Have you ever wanted to generate your own supply of electrical power, even save money on your electric bill?
[01:51:17.943 --> 01:51:21.024]  If so, this is going to be the most important message you will ever hear.
[01:51:21.224 --> 01:51:23.366]  Solar power generators are now available.
[01:51:23.646 --> 01:51:28.108]  These emergency backup systems provide life-saving electrical power when you need it most.
[01:51:28.388 --> 01:51:34.371]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[01:51:34.652 --> 01:51:37.793]  It's like having an electric power plant running quietly in your own home.
[01:51:38.134 --> 01:51:42.016]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[01:51:42.256 --> 01:51:47.199]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never suffer through painful power outages again.
[01:51:47.459 --> 01:51:48.339]  And here's the best news.
[01:51:48.419 --> 01:51:51.381]  A remarkable fall truckload sale going on right now.
[01:51:51.601 --> 01:51:55.983]  That gets you $1,700 in bonuses when you buy a solar generator.
[01:51:56.223 --> 01:52:03.107]  To find out why solar generators are the best generators and get $1,700 for doing so, go to falltruckloadsale.com.
[01:52:03.147 --> 01:52:04.928]  That's falltruckloadsale.com.
[01:52:05.168 --> 01:52:07.249]  Generate your own supply of electricity.
[01:52:07.489 --> 01:52:09.470]  Go to falltruckloadsale.com.
[01:52:09.650 --> 01:52:11.511]  That's falltruckloadsale.com.
[01:52:12.151 --> 01:52:17.496]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[01:52:17.616 --> 01:52:22.661]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[01:52:22.821 --> 01:52:23.642]  Why spend more?
[01:52:23.802 --> 01:52:31.569]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[01:52:31.829 --> 01:52:32.310]  Yes, only $37.95.
[01:52:32.370 --> 01:52:33.351]  That's 70% less than our competitors.
[01:52:35.993 --> 01:52:39.156]  You could buy three Survival Seed Vaults for less than one of theirs.
[01:52:39.376 --> 01:52:45.862]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[01:52:46.022 --> 01:52:48.665]  Plus, all orders over $49 ship free.
[01:52:48.865 --> 01:52:52.508]  MyPatriotSupply.com is American owned by patriots like you.
[01:52:52.728 --> 01:52:54.530]  Passionate about freedom and preparedness.
[01:52:54.730 --> 01:52:57.111]  Call now, 866-229-0927.
[01:52:57.891 --> 01:53:00.512]  That's 866-229-0927.
[01:53:00.892 --> 01:53:06.594]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[01:53:06.734 --> 01:53:07.715]  Choose the original.
[01:53:07.835 --> 01:53:11.476]  Choose the Survival Seed Vault at MyPatriotSupply.com.
[01:53:11.936 --> 01:53:16.038]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[01:53:16.698 --> 01:53:18.799]  I want you to know some very important information.
[01:53:19.728 --> 01:53:28.053]  In 1985, President Ronald Reagan requested that Carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[01:53:28.694 --> 01:53:33.597]  Now, 27 years later, Carnivora capsules are used around the world to keep people healthy.
[01:53:34.230 --> 01:53:45.219]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[01:53:45.600 --> 01:53:52.606]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[01:53:53.286 --> 01:53:57.568]  Call 1-866-VENUSFLY or order from carnivora.com.
[01:53:57.588 --> 01:54:00.750]  That's C-A-R-N-I-V-O-R-A dot com.
[01:54:01.190 --> 01:54:08.134]  That's 1-866-836-8735, 1-866-VENUSFLY or visit carnivora.com.
[01:54:08.454 --> 01:54:09.434]  Protect your immune system.
[01:54:09.714 --> 01:54:10.755]  It's the only one you've got.
[01:54:16.696 --> 01:54:19.979]  Use it only in emergencies.
[01:54:19.999 --> 01:54:21.401]  Pray to God.
[01:54:43.618 --> 01:54:44.438]  Can you feel it?
[01:54:46.539 --> 01:54:47.260]  Can you hear it?
[01:54:47.920 --> 01:54:50.321]  Can you taste it?
[01:54:50.361 --> 01:54:51.182]  Can you touch it?
[01:54:53.463 --> 01:54:59.686]  The majesty, the magic of this blue planet spinning through space.
[01:55:00.847 --> 01:55:11.352]  And we're busy focusing on a bunch of crooks that have seized our society, who tell us the collective is where the power comes from, not from the individual.
[01:55:12.915 --> 01:55:13.275]  All right.
[01:55:14.215 --> 01:55:15.136]  Next hour's coming up.
[01:55:15.176 --> 01:55:16.716]  I'll go right to your calls in the news.
[01:55:16.776 --> 01:55:19.337]  Finishing up, since I mentioned it, there's a bunch of these clips.
[01:55:19.357 --> 01:55:24.498]  We're getting a whole bunch of them together right now for the nightly news tonight and tomorrow night, just to document this.
[01:55:26.159 --> 01:55:31.940]  Here's the Michael Moore video, part of it, where the woman says we're going to burn this MF her down.
[01:55:32.501 --> 01:55:34.861]  And then they cut to the guy in Spanish saying, yes, we can.
[01:55:35.682 --> 01:55:36.462]  This is Michael Moore.
[01:55:36.542 --> 01:55:39.463]  Burn things down if Mitt Romney gets elected.
[01:55:39.503 --> 01:55:39.963]  It's fraud.
[01:55:40.023 --> 01:55:40.323]  Here it is.
[01:55:42.165 --> 01:55:44.166]  They say it's a message from the greatest generation.
[01:55:45.886 --> 01:55:57.351]  And it cuts to the old lady and the old man, all of a sudden... I was born in 1915 during World War I. My first vote was in 1940 for Franklin D. Roosevelt.
[01:55:58.011 --> 01:56:01.092]  And I have not missed an election since.
[01:56:01.692 --> 01:56:10.256]  And I want the Republican Party to know if your voter suppression throughout this beautiful country enables
[01:56:11.491 --> 01:56:14.877]  Romney to oust Barack Obama.
[01:56:16.720 --> 01:56:19.484]  We will burn this s*** down.
[01:56:20.626 --> 01:56:21.247]  Si se puede.
[01:56:21.468 --> 01:56:22.049]  Ah, that's enough!
[01:56:23.379 --> 01:56:27.081]  That's enough, and this woman goes on to say she's going to punch Romney in the testicles and then rip him off.
[01:56:28.422 --> 01:56:30.843]  The issue is, it goes on and on.
[01:56:30.943 --> 01:56:37.247]  Speaking of election coverage, you can go to InfoWars.com and click on the InfoWars Covers Public Election Live.
[01:56:37.647 --> 01:56:41.770]  The video feed that's normally for PrisonPlanet.tv subscribers, it's free right now.
[01:56:42.050 --> 01:56:44.111]  The nightly news tonight, all of it in that box.
[01:56:44.471 --> 01:56:46.713]  You click on the big, you know, banners at the top.
[01:56:47.393 --> 01:56:49.175]  The puppet show at the top of InfoWars.
[01:56:49.215 --> 01:56:50.356]  We put a special background up.
[01:56:50.376 --> 01:56:54.379]  It takes you to the feed where you can find the video players.
[01:56:54.819 --> 01:56:56.721]  Please email this to your friends and family.
[01:56:57.041 --> 01:56:58.702]  Please tweet this out to everyone you know.
[01:56:59.083 --> 01:57:02.446]  Also for the election, government can't and won't protect you.
[01:57:02.486 --> 01:57:03.266]  That's been proven.
[01:57:03.747 --> 01:57:05.908]  Let's get prepared ourselves this election.
[01:57:06.209 --> 01:57:10.712]  Let's decide to get high quality water filtration and stop drinking the city tap water.
[01:57:10.732 --> 01:57:11.193]  You can even get
[01:57:11.733 --> 01:57:13.918]  Fluoride filters that go with it if you want to order those.
[01:57:14.319 --> 01:57:18.348]  With the Pro-Pure, we already have the lowest price with 10% off, ladies and gentlemen.
[01:57:19.349 --> 01:57:27.612]  Well, if you go to InfoWarsStore.com and type in for the election, WATER15, it's not the normal 10% off.
[01:57:27.632 --> 01:57:28.712]  That's the lowest price anywhere.
[01:57:28.772 --> 01:57:29.352]  It's 15% off.
[01:57:29.392 --> 01:57:31.633]  We're going to run that until Friday.
[01:57:32.874 --> 01:57:40.896]  And we have that promo code, WATER15, along with some other promo code coupons posted in the Listen Live section.
[01:57:40.916 --> 01:57:44.998]  So you go to PrisonPlanet.com or InfoWars.com and just click on the top banner.
[01:57:45.758 --> 01:57:50.183]  Uh, which is it says InfoWars election coverage, special election coverage.
[01:57:50.524 --> 01:57:58.392]  You click on that and it will take you to the page or just go to InfoWars.com forward slash election and it will take you there as well.
[01:57:58.412 --> 01:58:01.115]  And there are some promo codes right there on the site.
[01:58:01.175 --> 01:58:06.742]  But, uh, you've heard the callers more than half the people in New York, New Jersey didn't have water filters.
[01:58:07.282 --> 01:58:14.649]  Didn't even have things to store water, didn't have extra gas, didn't have food, and thank God other citizens took care of them.
[01:58:15.010 --> 01:58:24.219]  But if there is ever a longer crisis, if there's ever a longer problem, we're going to have big problems, obviously, and people need to be prepared.
[01:58:24.559 --> 01:58:31.325]  And when you purchase ProPure from us and the other preparedness items at InfoWareStore.com, it makes the transmission possible because we're funded by you.
[01:58:32.046 --> 01:58:34.328]  Buying our products and supporting us and our sponsors.
[01:58:34.668 --> 01:58:37.331]  We're not like the MSNBC that gets banker bailout money.
[01:58:37.811 --> 01:58:42.395]  Or how the government takes billions of money and puts it into propaganda and TV shows.
[01:58:43.055 --> 01:58:44.517]  No, we're not state-sponsored media.
[01:58:44.557 --> 01:58:47.940]  We're people-sponsored media by patriots like you.
[01:58:48.000 --> 01:58:49.941]  So, Infowarestore.com.
[01:58:52.944 --> 01:58:54.225]  You are listening to GCN.
[01:58:54.325 --> 01:58:57.588]  Visit GCNlive.com today.
[01:59:02.492 --> 01:59:03.233]  Aaron Fullin here.
[01:59:03.513 --> 01:59:14.885]  As the food police shut down food co-ops, the Amish, and small farmers, Americans are losing access, not just to raw milk and homemade cheeses, but to healthy, home-crafted sources for fermented foods like sauerkraut, yogurt, and kefir.
[01:59:15.106 --> 01:59:18.950]  It seems there's a war on life-giving foods with living enzymes and healthy bacteria.
[01:59:19.150 --> 01:59:21.651]  But frankly, I'm not sure what the food police are so afraid of.
[01:59:21.911 --> 01:59:29.554]  These remarkable foods have been around since the beginning of history, with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[01:59:29.794 --> 01:59:37.297]  Even today, Japanese eat miso, Africans eat fermented porridges, Koreans eat kimchi, and in India, fermented milk is a staple for healthy living.
[01:59:37.597 --> 01:59:38.518]  But here's some good news.
[01:59:38.718 --> 01:59:44.582]  Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[01:59:44.942 --> 01:59:47.984]  Since it's still legal to make these foods as long as you can make them yourself.
[01:59:48.264 --> 01:59:50.946]  For more information, check out fermentationfactor.com.
[01:59:51.106 --> 01:59:52.867]  That's fermentationfactor.com.
[01:59:53.127 --> 01:59:55.469]  It's easy to create your own powerful fermented foods.
[01:59:55.549 --> 01:59:59.151]  And you can do it by going to www.fermentationfactor.com.
[01:59:59.251 --> 02:00:01.973]  That's www.fermentationfactor.com.
[02:00:05.345 --> 02:00:07.265]  Waging war on corruption.
[02:00:07.746 --> 02:00:10.586]  Alex Jones on the GCN Radio Network.
[02:00:17.147 --> 02:00:17.788]  Big Brother.
[02:00:18.448 --> 02:00:19.508]  Mainstream media.
[02:00:20.228 --> 02:00:21.468]  Government cover-ups.
[02:00:21.968 --> 02:00:22.789]  You want answers?
[02:00:23.549 --> 02:00:25.449]  Well, so does he.
[02:00:25.469 --> 02:00:28.770]  He's Alex Jones on the GCN Radio Network.
[02:00:29.290 --> 02:00:33.371]  And now, live from Austin, Texas, Alex Jones.
[02:00:34.329 --> 02:00:38.914]  Okay, I'm gonna race through a bunch of your phone calls, then get into the geopolitical news.
