[00:00:15.137 --> 00:00:16.518]  You want to fight?
[01:23:03.089 --> 01:23:04.751]  You will accept everything.
[01:23:05.091 --> 01:23:15.858]  And I mean, I've tried to go to probably 15 different churches in this town, and even if they're more patriotic, anti-New World Order, even to a certain extent, it's still, oh the military's so great,
[01:23:17.395 --> 01:23:19.456]  And they mean wars and aggression are.
[01:23:19.776 --> 01:23:23.218]  See, so patriotism now is pro-war, pro-death, pro-lies.
[01:23:23.798 --> 01:23:27.139]  And some preachers are like, maybe we shouldn't talk bad about abortion.
[01:23:27.479 --> 01:23:28.780]  You know, that's political.
[01:23:29.060 --> 01:23:30.201]  And it's all a fraud!
[01:23:31.301 --> 01:23:33.102]  And you have the Indianapolis Baptist Temple.
[01:23:34.113 --> 01:23:35.734]  Pastor Dixon, I had him on many times.
[01:23:36.314 --> 01:23:40.075]  That was one of the oldest churches in the country, the biggest church in the country at one time.
[01:23:40.395 --> 01:23:42.196]  They said, we're not 501c3.
[01:23:42.236 --> 01:23:43.056]  They got out of it.
[01:23:43.916 --> 01:23:48.378]  They said, we're not going to sit here and be tax collectors for the government.
[01:23:48.478 --> 01:23:51.099]  You collect that from our people that work here.
[01:23:51.179 --> 01:23:52.219]  That wasn't even the issue.
[01:23:52.559 --> 01:23:53.600]  They said, we're not going to be 501c3.
[01:23:56.550 --> 01:23:59.674]  They said, you cannot make a law respecting the establishment of religion.
[01:23:59.694 --> 01:24:01.696]  They said, we don't care if you're not 501c3.
[01:24:01.976 --> 01:24:04.098]  We're going to apply that to you for charities.
[01:24:04.659 --> 01:24:07.202]  And it's indentured servitude in this country.
[01:24:07.222 --> 01:24:14.470]  You waive your rights with an IRS thing, they grab your bank accounts without due process, and it all goes to private fellow reserve.
[01:24:14.530 --> 01:24:15.191]  OK, I'm done.
[01:24:15.531 --> 01:24:16.312]  We're going to go to break.
[01:24:17.233 --> 01:24:18.934]  And come back with Congressman Ron Paul.
[01:24:19.634 --> 01:24:21.514]  It's 50 plus minutes long.
[01:24:21.994 --> 01:24:23.175]  It is Ron Paul the film.
[01:24:23.275 --> 01:24:30.297]  I mean, I think that's the best name for this because it crystallizes what he stands for and it's his speech augmented with video clips and documentation.
[01:24:30.977 --> 01:24:46.822]  By the way, PrisonPlanet.TV, in the past we let yourself and five others, if you create a username passcode that you're able to share, don't have a PrisonPlanet.TV code that you wouldn't want to share, you know, like your bank account code or something, create a new code.
[01:24:47.609 --> 01:24:53.431]  Use your name, passcode, and then send it out as an e-gift, as an email.
[01:24:53.531 --> 01:24:59.154]  They have little e-cards, but just an email saying, hey, I've given you a gift subscription to PrisonPlanet.tv.
[01:24:59.194 --> 01:25:07.317]  It's such a great deal, and when you go there in the sign-up area, again, it tells you that
[01:25:08.536 --> 01:25:18.420]  When you go to PrisonPlanet.tv and you sign up, it takes about a minute to do, and you get a monthly trial $5.95 membership, you get 10 memberships for the price of one.
[01:25:18.440 --> 01:25:21.541]  That's $0.59 a piece, and then it's one username passcode.
[01:25:21.901 --> 01:25:26.964]  You email that to friends and family or put in a card and give it to them and say, here's your PrisonPlanet.tv membership.
[01:25:27.444 --> 01:25:30.985]  So you get your own membership, you support us, and then you get to wake up others.
[01:25:31.746 --> 01:25:34.767]  And 10 people can simultaneously log in.
[01:25:35.877 --> 01:25:39.459]  And if everybody uses this, we'll actually lose money because of the bandwidth.
[01:25:39.800 --> 01:25:40.400]  I know people are.
[01:25:40.460 --> 01:25:42.701]  You can give them, you know, pearls of wisdom, pearls.
[01:25:42.882 --> 01:25:51.427]  I remember Mark Dice, a few years ago, tried to, reporter Mark Dice, went out and tried to get people to buy a gold coin from him.
[01:25:52.848 --> 01:25:57.311]  And, you know, for I think it was $20, he said, and they just got real upset and said no, and they held it.
[01:25:57.411 --> 01:25:58.451]  Oh no, I don't want that.
[01:25:59.032 --> 01:26:00.593]  And of course, it was worth, at that time, I think about $1,500.
[01:26:00.673 --> 01:26:01.273]  It's even more now.
[01:26:04.597 --> 01:26:08.698]  So I know the ten you give it to aren't going to probably watch it, but maybe three or four will.
[01:26:09.638 --> 01:26:10.879]  So it's all there.
[01:26:10.959 --> 01:26:11.959]  Films, books, everything.
[01:26:12.019 --> 01:26:14.399]  PrisonPlanet.tv, InfowarsNews.com.
[01:26:14.639 --> 01:26:17.160]  We'll get you there and you support the system we're building up as well.
[01:26:17.400 --> 01:26:23.542]  So if you already have a membership that you and your wife or husband use, or you show people at work, you share it around work and stuff, great!
[01:26:23.882 --> 01:26:29.623]  Go get another one, buy a couple memberships, and then each, buy ten memberships, that's a hundred memberships.
[01:26:30.403 --> 01:26:31.624]  But you can buy one, $5.95 a month,
[01:26:33.437 --> 01:26:36.920]  And I just want people to see the show.
[01:26:36.980 --> 01:26:37.861]  I want them to wake up.
[01:26:37.941 --> 01:26:40.703]  I want them to see this interview with Lindsey we just had.
[01:26:40.723 --> 01:26:42.485]  I want them to get ready, get prepared.
[01:26:42.505 --> 01:26:46.948]  I want them to hear from Ron Paul and really augment his great speech.
[01:26:47.389 --> 01:26:49.070]  I mean, we have passion here.
[01:26:49.150 --> 01:26:52.053]  Our problem is we try to produce too much with the crew we've got.
[01:26:52.093 --> 01:26:53.314]  So thank you for all your support.
[01:26:53.614 --> 01:26:54.495]  We couldn't do it without you.
[01:26:55.279 --> 01:27:00.543]  We're going to go to break and come back with Congressman Ron Paul and his historic speech.
[01:27:00.583 --> 01:27:05.066]  In fact, we're just going to come right back and go right into it because I already intro it in the film.
[01:27:05.386 --> 01:27:09.269]  So, Ron Paul the film, Ron Paul the movie, right after these important messages.
[01:27:09.309 --> 01:27:09.709]  Stay with us.
[01:27:14.696 --> 01:27:22.761]  I'm Jakari Jackson for the InfoWars Nightly News, bringing you our Drone Minute, because remember, we're having our Drone Mob this Saturday, December 8th, right here in Austin, Texas.
[01:27:22.801 --> 01:27:23.741]  We have an article for you.
[01:27:23.781 --> 01:27:28.864]  Headline, DARPA-sponsored company unveils drone that can fly through doors and windows.
[01:27:29.264 --> 01:27:30.565]  You guys should check out the video there.
[01:27:31.125 --> 01:27:41.171]  The military's tech research arm has developed a drone that can fly through doors and windows and relay back high-resolution surveillance video indefinitely without a break-in signal.
[01:27:41.730 --> 01:27:49.897]  I'm sure this has good applications for things such as burning buildings, finding survivors there within, but we also have another article here.
[01:27:50.578 --> 01:27:54.281]  Headline, government documents prove domestic drones are for spying.
[01:27:54.781 --> 01:28:05.271]  If you take a look at this document, you'll see that police departments in Little Rock, Seattle, Miami, and the Texas Department of Public Safety all admit that they want to use these drones for spy purposes.
[01:28:05.971 --> 01:28:08.632]  Join InfoWars this Saturday as we meet at Zilker Park.
[01:28:08.952 --> 01:28:10.353]  You can see it right here behind me.
[01:28:10.653 --> 01:28:12.954]  This is the area where they have the Austin City Limits.
[01:28:12.994 --> 01:28:14.795]  You can see there's Barton Springs Road right down here.
[01:28:14.815 --> 01:28:18.757]  And if we can zoom in a little bit, we'll show you the parking lot where we'll actually be meeting.
[01:28:18.837 --> 01:28:19.798]  It's right here in this area.
[01:28:20.118 --> 01:28:22.779]  And just north of here is where we will be having our drones.
[01:28:23.039 --> 01:28:26.180]  We will have the InfoWars flag flying high.
[01:28:26.220 --> 01:28:29.182]  So make sure you look for this statement of freedom.
[01:28:30.339 --> 01:28:33.483]  So be sure to join us this Saturday at 11 a.m.
[01:28:33.503 --> 01:28:41.874]  There will also be a video contest for the best video filmed at the event and posted on YouTube, so make sure you check out InfoWars.com and hashtag DroneMob for more details.
[01:28:42.235 --> 01:28:44.358]  I'm Jakari Jackson for the InfoWars Nightly News.
[01:28:47.509 --> 01:28:50.593]  Alex Jones here with some very important breaking news.
[01:28:51.234 --> 01:28:56.481]  The latest edition of InfoWars Magazine, December 2012, is out.
[01:28:57.062 --> 01:29:01.107]  And no, we don't really cover people that think that the world is going to end on December 21st.
[01:29:02.449 --> 01:29:13.712]  We're predicting the world will not end, but we are predicting that the end of our free republic may take place if people don't wake up and get aggressive and angry and speak out against what's happening.
[01:29:14.213 --> 01:29:16.153]  This man wants your guns.
[01:29:16.553 --> 01:29:23.916]  That is the cover of the 60-page glossy magazine jam-packed with information and the truth.
[01:29:24.296 --> 01:29:28.137]  And you know what they say, the truth will set you free.
[01:29:32.884 --> 01:29:42.047]  You can buy the magazine at cost in bulk in groups of 10, 20, 30, 40, 50, right up to 100 to give everyone you know.
[01:29:42.247 --> 01:29:44.568]  And believe me, people will open this up.
[01:29:44.988 --> 01:29:48.910]  It is full of unbelievably powerful graphics, cartoons...
[01:29:49.990 --> 01:30:06.787]  We've got artist profiles on Patriots out there that are exposing the globalists, and it's got several articles breaking down the facts that Obama and his globalist controllers want to disarm the American people and are going to try to ban all semi-autos.
[01:30:06.887 --> 01:30:13.193]  The facts are in this magazine, and this is the most important of the four issues we have ever put out.
[01:30:21.562 --> 01:30:25.345]  And when you do sign up for the subscription, you don't just get 12 in the mail.
[01:30:25.825 --> 01:30:33.751]  When supplies last of the previous issues, we will put back issues, like the November issue, Zombies.
[01:30:33.991 --> 01:30:35.512]  Are you a zombie?
[01:30:35.813 --> 01:30:40.056]  Breaking down how television has put the general public into a trance-like state.
[01:30:40.356 --> 01:30:41.036]  You will get that
[01:30:42.077 --> 01:30:46.478]  When you sign up for the next 12 issues in December of 2012.
[01:30:49.059 --> 01:30:56.761]  My goal is to expose the globalists and to win the info war so it doesn't become a physical war.
[01:30:57.101 --> 01:31:00.322]  We've seen Hillary Clinton saying that they're winning the info war.
[01:31:00.602 --> 01:31:10.265]  Top globalist Zbigniew Brzezinski says that nationalism is growing and that people are waking up against outside forces because of populism and alternative media.
[01:31:11.503 --> 01:31:16.766]  This particular issue of the magazine is the one to give friends and family.
[01:31:17.146 --> 01:31:19.568]  It's the one to put under the tree or in the stocking.
[01:31:19.828 --> 01:31:21.109]  It's the one to leave at church.
[01:31:21.249 --> 01:31:22.749]  It's the one to leave at the dentist office.
[01:31:23.150 --> 01:31:32.835]  This is the one, the December issue of InfoWars Magazine, with Ron Paul, the attack on the Second Amendment, the police state, the GMO takeover.
[01:31:32.935 --> 01:31:37.238]  It's all there and all available at InfoWarsStore.com or by calling 888.
[01:31:38.238 --> 01:31:38.719]  253-3139.
[01:31:38.739 --> 01:31:43.525]  Get your subscription or buy the magazines in bulk today.
[01:31:44.046 --> 01:31:46.610]  I'm Alex Jones signing off for InfoWars.com.
[01:31:46.930 --> 01:31:53.959]  Until next time, remember, if you're watching this, if you're receiving this transmission, you are the resistance!
[01:32:55.327 --> 01:33:11.822]  On November 14, 2012, outgoing Congressman Ron Paul gave not just one of the most powerful speeches of his career, defending liberty, but one of the most powerful speeches I have ever seen or read, not just in U.S.
[01:33:11.842 --> 01:33:14.124]  history, but in world history.
[01:33:14.544 --> 01:33:18.828]  It is a new declaration of independence against the globalists.
[01:33:19.248 --> 01:33:36.560]  Against the private global corporate government that got a beachhead with the private Federal Reserve in 1913 and who has now taken this country over and used us as the engine of corruption and oppression and premeditated offensive war worldwide.
[01:33:36.881 --> 01:33:43.505]  He lays out their crimes, but then he lays out the solution and the way out of
[01:33:44.537 --> 01:33:57.185]  This nation that has become a tyrant's tyranny, where the law is basically dead and where we are ruled by a collection of organized crime operating as special interest.
[01:33:57.685 --> 01:34:05.811]  So I went to my crew and one of my best editors and researchers, John Bowne, and said, I want you to get together
[01:34:06.431 --> 01:34:15.560]  All the documentation, all the news articles, the video clips that back up what Ron Paul says because everything he talked about is true and then some.
[01:34:16.141 --> 01:34:28.434]  And so basically this is Ron Paul's 48 minute speech augmented with news articles, legislation, documents and video clips so that when he says we're going into global government
[01:34:29.034 --> 01:34:34.680]  Our president is telling the Congress that NATO and the UN gives us authority to go to war.
[01:34:35.540 --> 01:34:36.762]  We're losing our freedom.
[01:34:37.082 --> 01:34:39.204]  The NDAA can secretly arrest us.
[01:34:39.624 --> 01:34:41.226]  You can see the news articles.
[01:34:41.606 --> 01:34:43.168]  You can see the video clips.
[01:34:43.528 --> 01:34:49.253]  You can see the New World Order rubbing our faces in it that we're now under an unelected global government.
[01:34:50.134 --> 01:34:52.398]  So Ron Paul breaks it all down.
[01:34:52.778 --> 01:34:56.644]  And I wanted to add something to this incredible speech, and that's what we've done.
[01:34:56.664 --> 01:35:00.049]  It is Ron Paul's farewell address squared.
[01:35:01.190 --> 01:35:03.474]  I've been trying to think of a name of it, and really...
[01:35:04.485 --> 01:35:13.687]  We're about to release this in just a day or so, and I still can't think of words strong enough to accurately break down what this is.
[01:35:14.507 --> 01:35:16.188]  It's his address to the New World Order.
[01:35:16.988 --> 01:35:18.388]  It's his address to history.
[01:35:19.048 --> 01:35:21.849]  It's Ron Paul's warning to the world.
[01:35:22.849 --> 01:35:26.570]  But at the same time, it's not just negative, he offers solutions.
[01:35:27.030 --> 01:35:31.111]  Collectivism and tyranny, or rugged individualism and liberty.
[01:35:31.531 --> 01:35:33.672]  Because status can always package
[01:35:34.472 --> 01:35:34.813]  I don't know.
[01:35:55.396 --> 01:35:58.299]  But I happen to know about some of the stuff Ron Paul's about to be announcing.
[01:35:58.699 --> 01:36:06.687]  It's actually Ron Paul firing the first big salvo in what will become the Second American Revolution.
[01:36:07.048 --> 01:36:11.632]  Not to end the Union, but to restore the Republic against the globalists.
[01:36:11.913 --> 01:36:17.538]  So here is the augmented, bibliographed, documented,
[01:36:18.879 --> 01:36:20.940]  Ron Paul farewell address.
[01:36:21.020 --> 01:36:33.667]  Please share it with everyone you know because now everything he talks about is documented to the next level for people out there that may not understand his well-researched and eloquent words.
[01:36:33.927 --> 01:36:37.088]  Here is Dr. Paul from the floor of the house.
[01:36:37.288 --> 01:36:42.511]  The gentleman from Texas, Mr. Paul, is recognized for 60 minutes as the designee of the majority leader.
[01:36:43.604 --> 01:36:44.685]  I thank you, Mr. Speaker.
[01:36:44.705 --> 01:36:47.126]  I ask unanimous consent to revise and extend my remarks.
[01:36:47.506 --> 01:36:48.586]  Without objection, so ordered.
[01:36:49.927 --> 01:36:53.428]  Mr. Speaker, this may be the last time I speak on the House floor.
[01:36:54.349 --> 01:37:00.171]  At the end of the year, I'll leave Congress after 23 years in office over a 36-year period.
[01:37:01.272 --> 01:37:10.536]  My goals in 1976 were the same as they are today, promote peace and prosperity by a strict adherence to the principles of individual liberty.
[01:37:11.835 --> 01:37:14.056]  It was my opinion that the course of the U.S.
[01:37:14.156 --> 01:37:25.400]  embarked on in the latter part of the 20th century would bring us a major financial crisis and engulf us in a foreign policy that would overextend us and undermine our national security.
[01:37:26.601 --> 01:37:40.246]  To achieve these goals, I sought, the government would have had to shrink in size and scope, reduce spending, change the monetary system, and reject the unsustainable costs of policing the world and expanding the American empire.
[01:37:41.371 --> 01:37:53.740]  The problem seemed to be overwhelming and impossible to solve, yet from my viewpoint, just following the constraints placed on the federal government by the Constitution would have been a good place to start.
[01:37:55.562 --> 01:37:57.043]  Just how much did I accomplish?
[01:37:57.423 --> 01:38:03.408]  In many ways, according to conventional wisdom, my off-and-on career in Congress from 1976 to 2012 accomplished very little.
[01:38:07.489 --> 01:38:09.470]  No name legislation.
[01:38:09.490 --> 01:38:11.772]  No name federal buildings or highways.
[01:38:11.912 --> 01:38:12.513]  Thank goodness.
[01:38:13.153 --> 01:38:16.555]  In spite of my efforts, the government has grown exponentially.
[01:38:17.076 --> 01:38:18.737]  Taxes remain excessive.
[01:38:19.157 --> 01:38:24.000]  And the prolific increase of incomprehensible regulations continues.
[01:38:24.921 --> 01:38:28.764]  Wars are constant and pursued without congressional declaration.
[01:38:28.884 --> 01:38:30.505]  Deficits rise to the sky.
[01:38:31.045 --> 01:38:36.729]  Poverty is rampant and dependency on the federal government is now worse than any time in our history.
[01:38:38.075 --> 01:38:46.421]  All this with minimal concerns for the deficits and unfunded liabilities that common sense tells us cannot go on much longer.
[01:38:48.479 --> 01:38:55.745]  A grand but never mentioned bipartisan agreement allows for the well-kept secret that keeps the spending going.
[01:38:55.765 --> 01:39:01.330]  The American economy was falling off the cliff in the fall of 08 and the first months of his administration.
[01:39:02.150 --> 01:39:08.976]  And he put in place the most creative, the most forceful set of economic measures we have ever done as a country.
[01:39:09.156 --> 01:39:14.501]  And because of that, we prevented a second Great Depression and the economy has now been growing for more than a year and a half.
[01:39:15.603 --> 01:39:18.265]  More than two million jobs in the private sector since job creation started again.
[01:39:18.505 --> 01:39:21.327]  Faster job creation than the last two recoveries.
[01:39:22.809 --> 01:39:25.531]  One side doesn't give up one penny on military spending.
[01:39:25.831 --> 01:39:28.613]  The other side doesn't give up one penny on welfare spending.
[01:39:29.153 --> 01:39:33.337]  While both sides support the bailouts and the subsidies for the banking and the corporate elite.
[01:39:34.017 --> 01:39:38.941]  And the spending continues as the economy weakens and the downward spiral continues.
[01:39:40.695 --> 01:39:48.799]  As the government continues fiddling around, our liberties and our wealth burn in the flames of a foreign policy that makes us less safe.
[01:39:49.899 --> 01:39:56.762]  The major stumbling block to real change in Washington is the total resistance to admitting that the country is broke.
[01:39:57.843 --> 01:40:06.487]  This has made compromising just to agree to increase spending inevitable since neither side has any intention on cutting spending.
[01:40:07.535 --> 01:40:13.279]  The country and the Congress will remain divisive since there's no loot left to divvy up.
[01:40:13.640 --> 01:40:16.862]  Aren't we all just living and dying for what the central banks do?
[01:40:16.882 --> 01:40:20.865]  To answer your question, we are absolutely slaves to central banks.
[01:40:20.885 --> 01:40:24.708]  We'd love to be slaves to the economy, but the economic numbers continue to do nothing but tremble.
[01:40:24.768 --> 01:40:26.810]  Is this global governance at last?
[01:40:26.910 --> 01:40:29.272]  Is it one world, the central bankers in charge?
[01:40:29.292 --> 01:40:34.936]  Without this recognition, the spenders in Washington will continue to march toward a fiscal cliff
[01:40:35.800 --> 01:40:38.981]  Much bigger than the one anticipated this coming January.
[01:40:40.442 --> 01:40:48.565]  I've thought a lot about why those of us who believe in liberty as a solution have done so poorly in convincing others of its benefits.
[01:40:49.526 --> 01:41:02.271]  If liberty is what we claim it is, the principle that protects all personal, social, and economic decisions necessary for maximum prosperity and the best chance for peace, it should be an easy sell.
[01:41:03.945 --> 01:41:12.930]  Yet history has shown that the masses have been quite receptive to the promises of authoritarians which are rarely, if ever, fulfilled.
[01:41:14.151 --> 01:41:16.713]  Should we have authoritarianism or liberty?
[01:41:17.353 --> 01:41:27.459]  If authoritarianism leads to poverty and war and less freedom for all individuals and is controlled by rich special interests, the people should be begging for liberty.
[01:41:28.263 --> 01:41:37.834]  There certainly was a strong enough sentiment for more freedom at the time of our founding that motivated those who were willing to fight in the revolution against the powerful British government.
[01:41:38.675 --> 01:41:43.020]  During my time in Congress, the appetite for liberty has been quite weak.
[01:41:43.881 --> 01:41:46.825]  The understanding of its significance negligible.
[01:41:47.719 --> 01:42:02.089]  Yet the good news is that compared to 1976, when I first came to Congress, the desire for more freedom and less government in 2012 is much greater and growing, especially in grassroots America.
[01:42:02.770 --> 01:42:10.375]  Tens of thousands of teenagers and college-age students are, with great enthusiasm, welcoming the message of liberty.
[01:42:12.023 --> 01:42:20.808]  I have a few thoughts as to why the people of a country like ours, once the freest and most prosperous, allowed the conditions to deteriorate to the degree that they have.
[01:42:22.369 --> 01:42:27.592]  Freedom, private property, and enforceable voluntary contracts generate wealth.
[01:42:28.492 --> 01:42:30.914]  In our early history, we were very much aware of this.
[01:42:31.494 --> 01:42:40.479]  But in the early part of the 20th century, our politicians promoted the notion that the tax and monetary system had to change.
[01:42:41.275 --> 01:42:51.342]  If we were to involve ourselves in excessive domestic and military spending, that is why Congress gave us the Federal Reserve and the income tax.
[01:42:51.962 --> 01:43:02.790]  The majority of Americans and many government officials agreed that sacrificing some liberty was necessary to carry out what some claim to be progressive ideas.
[01:43:02.810 --> 01:43:05.732]  This is public property?
[01:43:05.872 --> 01:43:07.553]  No, it's not actually.
[01:43:08.743 --> 01:43:11.565]  Pure democracy became acceptable.
[01:43:12.566 --> 01:43:22.913]  They failed to recognize that what they were doing was exactly opposite of what the colonists were seeking when they broke away from the British.
[01:43:23.894 --> 01:43:35.462]  Some complain that my arguments make no sense, since great wealth and the standard of living improved for many Americans over the last hundred years, even with these new policies.
[01:43:36.263 --> 01:43:41.067]  But the damage to the market economy and the currency has been insidious and steady.
[01:43:41.688 --> 01:43:50.456]  It took a long time to consume our wealth, destroy the currency, and undermine productivity, and get our financial obligations to a point of no return.
[01:43:51.457 --> 01:43:54.459]  Confidence sometimes lasts longer than deserved.
[01:43:55.040 --> 01:43:58.403]  Most of our wealth today depends on debt.
[01:44:00.023 --> 01:44:06.409]  The wealth that we enjoyed and seemed to be endless allowed concern for the principle of a free society to be neglected.
[01:44:07.169 --> 01:44:18.179]  As long as most people believed the material abundance would last forever, worrying about protecting a competitive, productive economy and individual liberty seemed unnecessary.
[01:44:19.815 --> 01:44:21.577]  The age of redistribution.
[01:44:22.117 --> 01:44:34.228]  This neglect ushered in an age of redistribution of wealth by government, kowtowing to any and all special interests, except for those who just wanted to be left alone.
[01:44:34.808 --> 01:44:43.796]  That is why today, money in politics far surpasses money currently going into research and development and productive entrepreneurial efforts.
[01:44:45.200 --> 01:44:51.562]  The material benefits became more important than the understanding and promoting the principles of liberty and a free market.
[01:44:52.282 --> 01:45:00.685]  It is good that material abundance is a result of liberty, but if materialism is all that we care about, problems are guaranteed.
[01:45:00.705 --> 01:45:08.347]  The crisis arrived because the illusion that wealth and prosperity would last forever has ended.
[01:45:08.971 --> 01:45:17.335]  Since it was based on debt and a pretense that debt can be papered over by an out-of-control fiat monetary system, it was doomed to fail.
[01:45:18.056 --> 01:45:30.002]  We have ended up with a system that doesn't produce enough even to finance the debt and no fundamental understanding of why a free society is crucial to reversing these trends.
[01:45:31.957 --> 01:45:35.680]  If this is not recognized, the recovery will linger for a long time.
[01:45:36.180 --> 01:45:44.386]  Bigger government, more spending, more debt, more poverty for the middle class, and a more intense scramble by the elite special interests will continue.
[01:45:45.867 --> 01:45:48.329]  We need an intellectual awakening.
[01:45:49.750 --> 01:45:54.333]  Without an intellectual awakening, the turning point will be driven by economic law.
[01:45:55.093 --> 01:45:58.756]  A dollar crisis will bring the current out-of-control system to its knees.
[01:45:59.890 --> 01:46:17.519]  If it's not accepted that big government, fiat money, ignoring liberty, central economic planning, welfareism and warfareism caused our crisis, we can expect a continuous and dangerous march toward corporatism and even fascism with even more loss of our liberties.
[01:46:18.819 --> 01:46:23.782]  Prosperity for a large middle class, though, will become an abstract dream.
[01:46:25.313 --> 01:46:32.474]  This continuous move is no different than what we have seen in how our financial crisis of 2008 was handled.
[01:46:33.395 --> 01:46:38.715]  Congress first directed, with bipartisan support, bailouts for the wealthy.
[01:46:39.496 --> 01:46:42.916]  Then it was the Federal Reserve with its endless quantitative easing.
[01:46:43.456 --> 01:46:45.817]  If at first it doesn't succeed, try again.
[01:46:45.957 --> 01:46:48.537]  QE1, QE2, QE3.
[01:46:48.917 --> 01:46:52.098]  And with no results, we tried QE indefinitely.
[01:46:52.856 --> 01:46:55.278]  That is, until it, too, fails.
[01:46:55.979 --> 01:47:01.804]  There is a cost to all of this, and let me assure you, delaying the payment is no longer an option.
[01:47:02.465 --> 01:47:07.749]  The rules of the market will extract its pound of flesh, and it won't be pretty.
[01:47:08.430 --> 01:47:14.595]  The current crisis elicits a lot of pessimism, and the pessimism adds to less confidence in the future.
[01:47:15.176 --> 01:47:18.739]  The two feed on themselves, making our situation worse.
[01:47:20.120 --> 01:47:25.245]  If the underlying cause of the crisis is not understood, we cannot solve our problems.
[01:47:25.706 --> 01:47:34.034]  The issue of warfare and welfare, deficits, inflationism and corporatism, bailouts and authoritarianism cannot be ignored.
[01:47:35.416 --> 01:47:40.541]  By only expanding these policies, we cannot expect good results.
[01:47:41.422 --> 01:47:43.384]  Everyone claims support for freedom.
[01:47:44.389 --> 01:47:48.593]  But too often it's for one's own freedoms and not for others.
[01:47:49.033 --> 01:47:51.856]  Too many believe that there must be limits on freedom.
[01:47:52.356 --> 01:48:02.725]  They argue that freedom must be directed and managed to achieve fairness and equality, thus making it acceptable to curtail, through force, certain liberties.
[01:48:03.846 --> 01:48:06.689]  Some decide one whose freedoms to be limited.
[01:48:07.409 --> 01:48:11.313]  These are the politicians whose goal in life is power.
[01:48:12.586 --> 01:48:15.768]  Their success depends on gaining support from special interests.
[01:48:16.008 --> 01:48:18.430]  We don't need more isms.
[01:48:19.150 --> 01:48:22.732]  The great news is the answer is not to be found in more isms.
[01:48:23.012 --> 01:48:28.175]  The answers are to be found in more liberty, which costs so much less.
[01:48:28.716 --> 01:48:36.000]  Under these circumstances, spending goes down, wealth production goes up, and the quality of life improves.
[01:48:36.733 --> 01:48:44.900]  Just this recognition, especially if we move in this direction, increases optimism, which in itself is beneficial.
[01:48:45.541 --> 01:48:51.366]  The follow-through with sound policies are required, which must be understood and supported by the people.
[01:48:52.147 --> 01:49:01.856]  But there is good evidence that the generation coming of age at the present time is supportive of moving in the direction of more liberty and self-reliance.
[01:49:03.388 --> 01:49:09.658]  The more this change in direction and the solutions become known, the quicker will be our return to optimism.
[01:49:11.167 --> 01:49:28.964]  Our job, for those of us who believe that a different system than the one that we have, had had for the last hundred years, has driven us to this unsustainable crisis, is to be more convincing that there is a wonderful, uncomplicated, and moral system that provides the answers.
[01:49:29.545 --> 01:49:31.447]  We had a taste of it in our early history.
[01:49:31.887 --> 01:49:35.471]  We need not give up on the notion of advancing this cause.
[01:49:36.468 --> 01:49:44.551]  It worked, but we allowed our leaders to concentrate on the material abundance that freedom generates while ignoring freedom itself.
[01:49:45.331 --> 01:49:50.113]  Now we have neither, but the door is open, out of necessity, for an answer.
[01:49:50.833 --> 01:50:02.678]  The answer available is based on the Constitution, individual liberty, and prohibiting the use of government force to provide privileges and benefits to all special interests.
[01:50:04.093 --> 01:50:09.657]  After over 100 years, we face a society quite different from the one that was intended by the founders.
[01:50:10.097 --> 01:50:16.201]  In many ways, their efforts to protect future generations with the Constitution from this danger has failed.
[01:50:16.942 --> 01:50:21.205]  Skeptics at the time of the Constitution, was written in 1787, warned us of today's possible outcome.
[01:50:26.624 --> 01:50:36.908]  The insidious nature of the erosion of our liberties and the reassurance our great abundance gave us allowed the process to evolve into a dangerous period in which we now live.
[01:50:38.689 --> 01:50:41.170]  Dependency on government largesse.
[01:50:42.010 --> 01:50:47.352]  Today we face a dependency on government largesse for almost every need.
[01:50:47.893 --> 01:50:56.176]  Our liberties are restricted and government operates outside the rule of law, protecting and rewarding those who buy or coerce government into satisfying their demands.
[01:50:57.279 --> 01:50:58.801]  Here are a few examples.
[01:51:00.603 --> 01:51:02.986]  Undeclared wars are commonplace.
[01:51:03.527 --> 01:51:10.095]  Today in his press conference, the president made clear that he believes the law does allow him to make this commitment on his own.
[01:51:10.696 --> 01:51:12.058]  Listen to this for a moment if you would.
[01:51:13.487 --> 01:51:21.413]  I'm not a Supreme Court Justice, so I'm not going to put my constitutional law professor hat on here.
[01:51:21.533 --> 01:51:26.978]  Do I think that our actions in any way violate the War Powers Resolution?
[01:51:27.678 --> 01:51:28.319]  The answer is no.
[01:51:30.000 --> 01:51:31.962]  So I don't even have to get to the constitutional question.
[01:51:33.383 --> 01:51:34.904]  Simply, sir, what's your reaction?
[01:51:37.146 --> 01:51:38.427]  That's a horrible statement.
[01:51:39.007 --> 01:51:42.690]  Welfare for the rich and poor is considered an entitlement.
[01:51:43.348 --> 01:51:48.929]  The economy is over-regulated, over-taxed, and grossly distorted by a deeply flawed monetary system.
[01:51:49.489 --> 01:51:51.610]  Debt is growing exponentially.
[01:51:52.070 --> 01:52:01.131]  The Patriot Act and FISA legislation, passed without much debate, have resulted in a steady erosion of our Fourth Amendment rights.
[01:52:02.192 --> 01:52:09.973]  Tragically, our government engages in preemptive war, otherwise known as aggression, with no complaints from the American people.
