[00:00:00.009 --> 00:00:02.050]  Broadcasting Network.
[01:42:32.031 --> 01:42:32.831]  Middle class.
[01:42:33.072 --> 01:42:33.552]  Please.
[01:42:33.972 --> 01:42:37.274]  Oh, goodness, folks, you've got to know what they have planned for you.
[01:42:37.734 --> 01:42:38.895]  The middle class.
[01:42:39.375 --> 01:42:40.856]  Now, all you've heard is about the rich.
[01:42:41.436 --> 01:42:42.097]  Tax the rich.
[01:42:42.137 --> 01:42:42.717]  Tax the rich.
[01:42:43.177 --> 01:42:44.598]  Come on, give me a break.
[01:42:44.898 --> 01:42:46.960]  This is nothing but a smokescreen.
[01:42:47.480 --> 01:42:51.602]  They are going to tax the middle class American into oblivion.
[01:42:51.722 --> 01:42:52.823]  Are you catching this?
[01:42:53.203 --> 01:42:53.724]  Now, watch it.
[01:42:54.024 --> 01:42:56.125]  I don't know what kind of a tax they're going to put on you.
[01:42:56.715 --> 01:42:58.356]  But you won't mock my words.
[01:42:58.496 --> 01:43:13.006]  Before this physical cliff thing is over, you will have in front of your eyes one of the most horrifying situations that you've ever imagined in your life because they are only getting your mind ready for a tax.
[01:43:13.226 --> 01:43:14.567]  A number of different taxes.
[01:43:14.907 --> 01:43:17.509]  Number one, you may have a marginal minimum tax.
[01:43:17.609 --> 01:43:18.530]  It's been suggested.
[01:43:18.550 --> 01:43:20.311]  You may have a national sales tax.
[01:43:21.471 --> 01:43:24.372]  You already have an Obamacare tax.
[01:43:25.152 --> 01:43:37.114]  You see, they couldn't say you've got to buy Obamacare, but they could come along and say we're going to tax you for Obamacare, and then this is a part of the debt creation.
[01:43:37.314 --> 01:43:44.055]  3.8 tax on all investments, on pension funds, you name it, and that begins the takeover of those.
[01:43:44.095 --> 01:43:46.576]  That's Washington Post today, that's the Republican proposal.
[01:43:48.160 --> 01:43:51.643]  And then that's seen as the conservative proposal, that's how they bait and switch people.
[01:43:52.083 --> 01:43:55.626]  I'm just backing up what you're saying here.
[01:43:55.666 --> 01:44:06.815]  They're eliminating $600 billion in deductions, $960 billion in tax increases, and all that money, most of that money goes to the mega-elite in banker bailouts.
[01:44:07.355 --> 01:44:11.218]  And they're going to tax savings, they're going to tax everything.
[01:44:11.238 --> 01:44:13.260]  I mean, this is just amazing.
[01:44:14.790 --> 01:44:18.214]  You don't pay any attention to this business about tax the rich.
[01:44:19.135 --> 01:44:20.596]  It is a sideline.
[01:44:21.277 --> 01:44:25.322]  You, middle class Americans, you have never seen anything.
[01:44:26.602 --> 01:44:36.326]  All of this is for the purpose of the, and you heard me say a few moments ago that I've already been given a formula as to when you can know that the dollar's going to collapse.
[01:44:36.646 --> 01:44:40.948]  And they're working up to this point of that formula, which I'll give you in a few moments.
[01:44:40.988 --> 01:44:41.948]  Hopefully I have time to give you.
[01:44:42.028 --> 01:44:43.549]  Okay, let me go back to the middle class.
[01:44:44.089 --> 01:44:45.810]  You heard what Walmart did on yesterday.
[01:44:45.850 --> 01:44:48.531]  Number one retailer in the United States of America.
[01:44:49.151 --> 01:45:01.985]  In the Obamacare program, it says that if any person has under 30 hours of work per week, that they don't fall under the auspices of Walmart having to pay for Obamacare for them.
[01:45:02.005 --> 01:45:04.188]  You folks have killed yourself!
[01:45:04.908 --> 01:45:07.890]  You can't imagine how you should have rebelled against this.
[01:45:08.250 --> 01:45:22.160]  Do you realize that nothing but management personnel of Walmart are going to have jobs of 30 hours and more per week from this point on, and everybody else will be considered part-time help so that they don't have to pay for Obamacare?
[01:45:22.500 --> 01:45:24.841]  But that didn't happen by chance, people!
[01:45:25.001 --> 01:45:27.083]  Oh my goodness, I wish I could get you to see it.
[01:45:27.583 --> 01:45:50.200]  This is happening by design, which I was told three weeks ago by my elite friend, when he told me ten agendas that every American in this country will face, and when Walmart cuts down to 30 hours or less, with all of those thousands and thousands of employees, do you realize that it is going to put every one of them into such massive debt?
[01:45:50.820 --> 01:45:54.642]  They've doubled the food stamps from $25 million to close to $50 million in four years.
[01:45:54.662 --> 01:45:56.443]  This is the domestication.
[01:45:56.463 --> 01:46:00.204]  The sharecropper owe your soul to the company store.
[01:46:00.564 --> 01:46:01.525]  Total takeover.
[01:46:01.585 --> 01:46:03.606]  Get into that formula you were talking about.
[01:46:18.243 --> 01:46:19.123]  Okay, here we go.
[01:46:19.284 --> 01:46:21.545]  Please, I hope you've got pencil and paper there.
[01:46:21.925 --> 01:46:25.086]  And you'll hear it explained in detail in my new DVD series.
[01:46:25.126 --> 01:46:26.027]  Here's the formula.
[01:46:26.867 --> 01:46:35.651]  You remember that when Bernanke announced that the Federal Reserve was going to purchase $40 billion per month of mortgage-backed securities.
[01:46:35.711 --> 01:46:42.435]  And, of course, I came out all over America and told people what was going to happen, but then my elite friend gave me just the other day.
[01:46:42.815 --> 01:46:46.236]  And now I can see through it just as plain as day.
[01:46:46.857 --> 01:46:47.397]  What happened?
[01:46:48.155 --> 01:47:01.669]  As of every month, every single month that the Fed buys $40 billion worth of mortgage-backed securities, it automatically devalues the dollar between 3% and 4%.
[01:47:02.430 --> 01:47:03.251]  Did you catch this?
[01:47:03.331 --> 01:47:04.392]  Put it down on your paper.
[01:47:04.832 --> 01:47:07.095]  It automatically devalues the dollar by 3% to 4%.
[01:47:07.255 --> 01:47:07.555]  Now take 4%
[01:47:10.100 --> 01:47:12.422]  And start, come on, use your calculator.
[01:47:12.662 --> 01:47:22.629]  Take that 4% and go every month of the year for 1 year, 2 years, 3 years, 4 years, and then tell me how much money you've got left at the end of the week.
[01:47:23.069 --> 01:47:25.431]  Okay, you must put food on the table.
[01:47:25.871 --> 01:47:28.933]  You positively have to put gas in that gas tank.
[01:47:29.374 --> 01:47:33.516]  And then you're going to have to put clothes on the back of the children and food on the table.
[01:47:35.418 --> 01:47:45.847]  At 4% devaluation of the dollar per month, how long is it going to take before the dollar has such a small purchasing power that you can no longer pay the house mortgage?
[01:47:45.907 --> 01:47:46.968]  And this is what they want.
[01:47:47.328 --> 01:47:51.512]  They don't want you to be able to pay that house mortgage because today you can't.
[01:47:51.912 --> 01:47:57.493]  The Federal Reserve, who has already bought that mortgage-backed security, is going to come in and repossess it.
[01:47:57.853 --> 01:48:06.475]  They are the elite who want to bring in the New World Order, and they will own every piece of real estate, mortgage real estate, in the United States of America.
[01:48:06.515 --> 01:48:07.575]  Now, add something onto that.
[01:48:07.615 --> 01:48:07.895]  Come on.
[01:48:08.115 --> 01:48:09.316]  Let's do some math here.
[01:48:09.716 --> 01:48:11.016]  Three to four percent per month.
[01:48:11.136 --> 01:48:12.336]  Automatic devaluation.
[01:48:12.376 --> 01:48:15.437]  So slow that you'll be like a frog crawling in the pot.
[01:48:15.477 --> 01:48:16.217]  You'll accept it.
[01:48:16.377 --> 01:48:17.717]  I hope you don't accept it.
[01:48:17.817 --> 01:48:20.278]  Number two, add the new taxes onto that.
[01:48:20.778 --> 01:48:24.941]  You heard me say, the middle class is going to be taxed into oblivion.
[01:48:25.201 --> 01:48:28.824]  You're going to see either a national sales tax, a modular minimum tax.
[01:48:29.464 --> 01:48:31.326]  Obamacare has already come in.
[01:48:31.566 --> 01:48:33.147]  Okay, add something else onto that.
[01:48:33.527 --> 01:48:34.508]  Add on Obamacare.
[01:48:34.808 --> 01:48:36.169]  You haven't had to pay that before.
[01:48:36.329 --> 01:48:37.850]  Okay, see what you've got so far.
[01:48:38.271 --> 01:48:40.392]  You've got 3% per month devaluation.
[01:48:40.712 --> 01:48:43.514]  You've got massive amounts of new tax.
[01:48:43.714 --> 01:48:47.257]  4% Obamacare, then you gotta buy the Obama.
[01:48:47.597 --> 01:48:48.798]  It just goes on and on.
[01:48:48.818 --> 01:48:50.019]  You're just adding it all up, yeah.
[01:48:50.666 --> 01:48:52.428]  Yeah, now Obamacare comes in.
[01:48:52.468 --> 01:48:54.750]  That's going to be a new tax, and it is a tax.
[01:48:54.771 --> 01:48:56.753]  The Supreme Court declared it.
[01:48:56.893 --> 01:48:59.536]  Next, put down increased food prices.
[01:48:59.576 --> 01:49:01.458]  You've got to factor these things in.
[01:49:01.478 --> 01:49:11.569]  Then, you take a 30-hour only work week for everybody except the managing personnel of every Walmart, Target,
[01:49:12.209 --> 01:49:20.196]  Every fast food restaurant in the country is going to cut back and have more employees with less than 30 hours of work a week.
[01:49:20.796 --> 01:49:34.427]  And you add that in, the fact that you can't make 40 to 50 hours per week now without having three or four or five jobs, then you've got the Fed's $40 billion per month that the Federal Reserve is going to buy mortgage-backed securities.
[01:49:34.787 --> 01:49:38.390]  You factor in every one of those things and add them up.
[01:49:38.430 --> 01:49:39.831]  Please, you've got to do it.
[01:49:39.891 --> 01:49:40.392]  You must.
[01:49:41.079 --> 01:49:53.936]  And at that point, you will know how long it will be before they have created such massive debt in your house that you cannot afford to make the house mortgage payment, and that is what they want.
[01:49:54.077 --> 01:49:55.719]  It is total economic...
[01:49:55.879 --> 01:49:56.420]  Warfare.
[01:49:56.480 --> 01:50:01.185]  We are going into absolute bondage, and everything you're saying is right here in the Washington Post.
[01:50:01.205 --> 01:50:02.386]  They just released it today.
[01:50:02.406 --> 01:50:12.297]  The Republican plan that's about half the taxes that Obama wants is a devastating $960 billion middle-class tax increase.
[01:50:12.397 --> 01:50:13.819]  Elimination of deductions, 600 billion.
[01:50:16.061 --> 01:50:18.263]  Four hundred billion in spending cuts.
[01:50:19.083 --> 01:50:20.384]  And then it just goes on.
[01:50:20.464 --> 01:50:22.026]  Getting rid of all the deductions.
[01:50:24.387 --> 01:50:25.588]  3.8% Obamacare tax.
[01:50:25.908 --> 01:50:27.850]  Not counting having to buy the healthcare.
[01:50:28.250 --> 01:50:30.952]  I mean, this is going to devastate.
[01:50:31.293 --> 01:50:32.413]  You're going to see probably...
[01:50:33.693 --> 01:50:36.214]  20, 30, 40 percent more go on welfare now.
[01:50:36.534 --> 01:50:36.974]  This is it.
[01:50:37.014 --> 01:50:38.555]  They're going to totally collapse this, Lindsey.
[01:50:38.795 --> 01:50:39.535]  How long will it take?
[01:50:39.555 --> 01:50:40.116]  A couple years?
[01:50:40.856 --> 01:50:53.661]  Well, I had been given, and I'm so glad that you just brought up the welfare situation, because when a person only gets 30 hours per week, there's no way in this world that they can afford an apartment, no way they can afford a house, an automobile.
[01:50:54.161 --> 01:50:59.844]  They've cut back, and I was just given how many people... Stay there, stay there.
[01:50:59.864 --> 01:51:00.724]  We're going to go there right now.
[01:51:02.506 --> 01:51:07.971]  Sodium fluoride in the body reduces IQ and increases cancers.
[01:51:08.291 --> 01:51:15.358]  Unfortunately, fluoride and its derivatives are only one of hundreds of toxins being added to our drinking water.
[01:51:15.658 --> 01:51:18.100]  We're battling the globalists on so many fronts.
[01:51:18.400 --> 01:51:24.446]  Health is an area where we can all take control of our lives, and it all starts with that basic building block of water.
[01:51:25.106 --> 01:51:27.869]  It is time to purify our family's water.
[01:51:28.129 --> 01:51:34.796]  The ProPure filtration system with added fluoride filters is the best system for my research to protect you and your family.
[01:51:35.036 --> 01:51:40.121]  Infowarsstore.com already has the lowest prices on ProPure water filtration.
[01:51:40.321 --> 01:51:43.264]  But until December 10th, we are going to offer 15% off
[01:51:44.605 --> 01:51:48.909]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[01:51:48.949 --> 01:51:50.791]  I want you to know some very important information.
[01:52:09.694 --> 01:52:18.019]  In 1985, President Ronald Reagan requested that Carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[01:52:18.660 --> 01:52:23.563]  Now, 27 years later, Carnivora capsules are used around the world to keep people healthy.
[01:52:24.196 --> 01:52:35.169]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[01:52:35.569 --> 01:52:42.578]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[01:52:43.258 --> 01:52:47.520]  Call 1-866-VENUSFLY or order from carnivora.com.
[01:52:47.540 --> 01:52:50.721]  That's C-A-R-N-I-V-O-R-A dot com.
[01:52:51.141 --> 01:52:58.103]  That's 1-866-836-8735, 1-866-VENUSFLY or visit carnivora.com.
[01:52:58.403 --> 01:52:59.403]  Protect your immune system.
[01:52:59.684 --> 01:53:00.724]  It's the only one you've got.
[01:53:01.224 --> 01:53:03.687]  You know what happens to your digestive health around the holidays?
[01:53:04.167 --> 01:53:04.408]  Right.
[01:53:04.748 --> 01:53:09.253]  Unusual schedules and foods you don't normally eat can cause upset stomach and indigestion.
[01:53:09.513 --> 01:53:14.639]  But you can prepare your digestive tract with Pro-EM1 Probiotic Cleanse from Terragonics.com.
[01:53:14.959 --> 01:53:18.463]  Pro-EM1 is all natural and made with certified organic ingredients.
[01:53:18.743 --> 01:53:25.387]  It contains no genetically modified ingredients or preservatives and has no animal products, wheat, soy, dairy, or gluten.
[01:53:25.728 --> 01:53:31.992]  Pro-EM1 does not require refrigeration, so you can take it with you over the river and through the woods to Grandma's house.
[01:53:32.292 --> 01:53:38.116]  Pro-EM1 supports a healthy, regular digestive system, supports weight loss, and improves absorption of food nutrients.
[01:53:38.516 --> 01:53:38.956]  By the way,
[01:54:07.153 --> 01:54:11.036]  With the breaks and all of it, we don't have time to go through all ten points.
[01:54:11.517 --> 01:54:16.481]  So Pastor Lindsey Williams will join us an hour commercial-free tomorrow on InfoWars Nightly News.
[01:54:17.342 --> 01:54:17.983]  That is set up.
[01:54:18.003 --> 01:54:18.903]  We'll tape it in the afternoon.
[01:54:18.923 --> 01:54:25.509]  It'll air tomorrow night and I can play some excerpts on the radio on the Friday show or the Thursday show.
[01:54:26.350 --> 01:54:28.092]  But I've got a bunch of calls for you here.
[01:54:28.492 --> 01:54:29.233]  Just mention
[01:54:30.845 --> 01:54:36.206]  Some of the other points you haven't gotten, but to three or four, just quick abbreviations here.
[01:54:36.946 --> 01:54:51.349]  And before I do that, if people want to get the next four years, a new DVD set that just came out today, where you break down your analysis with your source, and how to survive the next four years, two different groups of DVDs at 888-799-6111.
[01:54:52.190 --> 01:54:56.530]  That is prophecyclub.com or lindsaywilliams.net to find that, folks, and we'll talk more about it tomorrow.
[01:54:56.711 --> 01:54:58.431]  But just real fast, just the heading,
[01:54:59.071 --> 01:55:05.685]  Devil's Messiah, the takeover of the churches, they're bankrupting them, making them government organs, totally unconstitutional.
[01:55:05.705 --> 01:55:06.306]  Tell us about that.
[01:55:07.406 --> 01:55:08.967]  Debt limit is going to be suspended.
[01:55:09.047 --> 01:55:10.948]  This is going to be devastating.
[01:55:10.968 --> 01:55:13.549]  Folks, this is part of the debt creation.
[01:55:13.609 --> 01:55:20.913]  Again, the dollar will be phased out over the next four years, very gradually, and you cannot let them do it.
[01:55:20.953 --> 01:55:23.675]  You've got to start some sort of movement before then.
[01:55:23.695 --> 01:55:27.657]  There's new factions I wish to goodness you would know about.
[01:55:27.677 --> 01:55:29.938]  Yeah, cover the factions.
[01:55:29.998 --> 01:55:30.678]  I want to hear that.
[01:55:30.918 --> 01:55:31.619]  Cover the factions.
[01:55:32.858 --> 01:55:33.739]  Uh, I can't.
[01:55:33.839 --> 01:55:36.483]  I can't do it even in 15 to 20 minutes.
[01:55:36.523 --> 01:55:38.105]  I know, but break down some of the factions.
[01:55:39.016 --> 01:55:44.180]  Okay, first of all, there are three factions out there right now, and nobody has the slightest idea about them.
[01:55:44.220 --> 01:55:49.604]  Number one, there is the old-fashioned elite, whom you and I have known for our entire lifetime.
[01:55:50.084 --> 01:55:59.952]  Again, and please bear with me on this, you've got to let me prove it, Obama has double-crossed the elite in his first administration three to four times, and they are livid.
[01:56:00.372 --> 01:56:05.016]  They realize that they have a bull in the china shop right now that is uncontrollable,
[01:56:05.576 --> 01:56:11.444]  And since he's back in, they realize that Obama has an agenda, and I've been given some of those agendas.
[01:56:11.605 --> 01:56:15.009]  Again, there is a renegade elite out there right now.
[01:56:15.250 --> 01:56:20.196]  Please, this has never happened before in the history of the existence of the elite.
[01:56:20.216 --> 01:56:21.799]  Let me try to explain some of them.
[01:56:22.399 --> 01:56:39.577]  First of all, there is the BRICS group, Brazil, Russia, India, China, and South Africa, who comprise 43% of the world's population and 18% of the world's GDP and 53% of the global financial capital, and they have said, we're not going to use the American dollar any longer.
[01:56:39.597 --> 01:56:43.722]  They are becoming what the elite are calling a renegade elite.
[01:56:44.402 --> 01:56:48.364]  Yeah, what's happening is they want to control the New World Order.
[01:56:48.384 --> 01:56:49.144]  Okay, and then the third group.
[01:57:11.227 --> 01:57:12.768]  And, well, that is the third group.
[01:57:12.808 --> 01:57:13.709]  There is the elite.
[01:57:14.029 --> 01:57:18.692]  There is an out-of-control president that the elite don't know what they're going to do with him.
[01:57:18.732 --> 01:57:20.153]  They're having problems already.
[01:57:20.493 --> 01:57:26.877]  Then there's a renegade elite comprised of these different groups who have said, we're not going to use the American dollar anymore.
[01:57:27.297 --> 01:57:28.698]  And folks, let me try to explain it.
[01:57:28.718 --> 01:57:29.459]  Well, that's two.
[01:57:29.599 --> 01:57:31.100]  I mean, there's the old elite.
[01:57:31.340 --> 01:57:33.642]  There's the old elite and the renegade.
[01:57:33.722 --> 01:57:34.382]  What's the third?
[01:57:35.102 --> 01:57:36.143]  Well, there is the elite.
[01:57:36.443 --> 01:57:38.305]  There is the Obama out of control.
[01:57:38.585 --> 01:57:40.406]  And number three, there's a renegade elite.
[01:57:41.533 --> 01:57:49.477]  Yeah, but Obama's funded by JPMorgan and Goldman Sachs and doing exactly what the megabank Rothschild-Rockefeller power access, it's now publicly merged.
[01:57:49.838 --> 01:57:51.378]  We always told you that was the power access.
[01:57:51.699 --> 01:57:54.240]  I mean, he's their complete minion, executing flawlessly.
[01:57:54.880 --> 01:57:55.921]  But he's out of control.
[01:57:56.361 --> 01:57:59.363]  He is doing many things that they didn't want during his last four years.
[01:57:59.783 --> 01:58:03.105]  And they realize now that there are many things that he will do this time.
[01:58:03.305 --> 01:58:07.527]  He didn't open up public lands to oil exploration, and they are livid.
[01:58:07.807 --> 01:58:10.309]  He didn't let the pipeline go across Canada.
[01:58:10.769 --> 01:58:21.313]  All right, Lindsey, stay there.
[01:58:21.453 --> 01:58:26.014]  We're going to come back and jam in a few quick questions.
[01:58:26.434 --> 01:58:30.656]  Mark in Colorado is listening on KHNC, 1360 AM.
[01:58:31.256 --> 01:58:32.676]  And we've got a lot of other people there on hold.
[01:58:32.696 --> 01:58:37.138]  I don't know if I'll be able to get to them all, because Max Keiser is coming up, and I don't want to cut him off.
[01:58:37.158 --> 01:58:39.579]  But, man, there is just so much to cover here with Lindsey Williams.
[01:58:42.557 --> 01:58:44.479]  You are listening to GCN.
[01:58:46.102 --> 01:58:48.284]  Visit GCNlive.com today.
[01:58:51.929 --> 01:58:54.710]  Have you ever wanted to generate your own supply of electrical power?
[01:58:54.970 --> 01:58:56.671]  Even save money on your electric bill?
[01:58:56.951 --> 01:59:00.272]  If so, this could be one of the most important messages you will ever hear.
[01:59:00.572 --> 01:59:02.653]  Solar power generators are now available.
[01:59:02.773 --> 01:59:06.214]  These emergency backup systems provide life-saving electrical power.
[01:59:06.414 --> 01:59:12.237]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[01:59:12.497 --> 01:59:15.858]  It's like having an electrical power plant running quietly in your own home.
[01:59:16.198 --> 01:59:20.802]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[01:59:20.942 --> 01:59:26.687]  Whether it's hurricanes, ice storms, brownouts or blackouts, you'll never suffer through painful power outages again.
[01:59:26.927 --> 01:59:27.988]  And here's the best news.
[01:59:28.208 --> 01:59:31.150]  A remarkable fall truckload sale is going on right now.
[01:59:31.370 --> 01:59:35.173]  It gets you $1,700 in bonuses when you buy a solar generator.
[01:59:35.293 --> 01:59:39.357]  To find out why these solar generators are the best generators, and get $1,700 in bonuses for doing so,
[01:59:41.118 --> 01:59:43.000]  Go to falltruckloadsale.com.
[01:59:43.120 --> 01:59:44.981]  That's falltruckloadsale.com.
[01:59:45.201 --> 01:59:47.263]  Generate your own supply of electricity.
[01:59:47.383 --> 01:59:49.325]  Go to falltruckloadsale.com.
[01:59:49.425 --> 01:59:51.326]  That's falltruckloadsale.com.
[01:59:55.009 --> 01:59:56.951]  Waging war on corruption.
[01:59:57.411 --> 02:00:00.194]  Alex Jones on the GCM Radio Network.
[02:00:06.721 --> 02:00:10.902]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:11.543 --> 02:00:12.343]  You want answers?
[02:00:13.143 --> 02:00:14.023]  Well, so does he.
[02:00:14.684 --> 02:00:18.265]  He's Alex Jones on the GCN Radio Network.
[02:00:18.865 --> 02:00:21.206]  And now, live from Austin, Texas,
[02:00:22.126 --> 02:00:22.947]  Alex Jones.
[02:00:22.967 --> 02:00:23.928]  Man, this is killing me.
[02:00:23.948 --> 02:00:29.273]  We're almost out of time with Lindsey Williams, but he'll be on with us tomorrow on the Nightly News and I'll have excerpts for him on the radio the next day.
[02:00:30.554 --> 02:00:32.256]  Running through it, Lindsey, gold.
[02:00:32.336 --> 02:00:32.936]  What did they tell you?
[02:00:32.956 --> 02:00:33.697]  Where's gold going?
[02:00:33.717 --> 02:00:37.701]  800 bucks five years ago, four years ago, $1,750 now.
[02:00:37.961 --> 02:00:38.762]  Where's gold going?
[02:00:39.448 --> 02:00:40.870]  They have an agenda for gold.
[02:00:40.970 --> 02:00:45.255]  In 2008, at the beginning of the previous administration, gold was $800 an ounce.
[02:00:45.275 --> 02:00:46.156]  Today, gold is approximately $1,700, $1,750.
[02:00:46.356 --> 02:00:47.558]  By 2016, gold is going to $3,000 an ounce.
[02:00:47.578 --> 02:00:48.399]  People, I beg you
[02:00:58.070 --> 02:01:02.215]  Years ago to buy the currency of the elite is gold and silver.
[02:01:02.235 --> 02:01:04.737]  I am pleading with you now, and I don't sell it.
[02:01:04.777 --> 02:01:06.699]  You'll have to get it from Alex, his sponsor.
[02:01:07.100 --> 02:01:19.853]  Again, 38% of the people in the United States of America are on some sort of a check from the government every month, whether it be Medicare, Medicaid, welfare, food stamps, Social Security.
[02:01:20.553 --> 02:01:21.834]  It's a time bomb.
[02:01:21.874 --> 02:01:22.974]  We've got to go to calls.
[02:01:23.375 --> 02:01:23.895]  Soros?
[02:01:23.955 --> 02:01:33.500]  At the end of four years, 70% of the people in the United States of America, they already have an agenda planned that 70% will be on some sort of a check every month.
[02:01:33.800 --> 02:01:38.182]  There will never be another honest election in the United States of America.
[02:01:38.462 --> 02:01:39.043]  Incredible.
[02:01:39.103 --> 02:01:43.125]  Real fast, let's go to Mark in Colorado, a 1360 listener there in Denver.
[02:01:43.525 --> 02:01:44.766]  Mark, thanks for holding.
[02:01:44.806 --> 02:01:45.306]  Quick question.
[02:01:46.476 --> 02:01:47.297]  Thank you, Alex.
[02:01:47.437 --> 02:01:49.098]  And, uh, real quick for you, Alex.
[02:01:49.398 --> 02:01:51.099]  Double bubble chewing gum.
[02:01:51.179 --> 02:01:55.462]  Not all of their varieties have sugar-free, are sugar.
[02:01:55.482 --> 02:01:56.202]  Thanks a million, bro.
[02:01:56.222 --> 02:01:57.603]  We're almost, we're almost out of time.
[02:01:57.623 --> 02:01:58.563]  You got a question for Lindsey?
[02:01:58.764 --> 02:02:03.427]  What can the average Joe like me, Mr. Williams, do to fight these evil New World Order?
[02:02:03.507 --> 02:02:07.249]  Is there anything at all I can do, sir, to help fight against these evil people?
[02:02:07.907 --> 02:02:08.187]  Yes.
[02:02:08.487 --> 02:02:11.908]  There is a multitude of things you can do, and I can't give them in two minutes.
[02:02:11.928 --> 02:02:17.450]  Get prepared, get right with God, learn how to be self-sufficient, and get some good friends.
[02:02:19.430 --> 02:02:20.070]  Done all that.
[02:02:20.110 --> 02:02:21.171]  How about you, Mr. Williams?
[02:02:21.191 --> 02:02:23.191]  What do you say, sir?
[02:02:23.231 --> 02:02:27.612]  You definitely have got to know how to be prepared, yeah.
[02:02:27.712 --> 02:02:30.273]  And it includes a whole lot more than just food and water.
[02:02:30.713 --> 02:02:37.055]  You're going to have to make preparations as far as your personal... You know, I just don't know how to give this in a moment's time.
[02:02:37.970 --> 02:02:39.711]  Yeah, that's why I answered the question for him, sir.
[02:02:39.731 --> 02:02:40.551]  I appreciate the call.
[02:02:40.971 --> 02:02:42.472]  David in Wisconsin, you're on the air.
[02:02:42.532 --> 02:02:43.052]  Quick question.
[02:02:43.692 --> 02:02:44.052]  Thank you.
[02:02:44.933 --> 02:02:48.534]  Gentlemen are really bringing up a lot of questions with our financial solvency right now.
[02:02:48.554 --> 02:02:50.175]  You're starting to answer the question that I have.
[02:02:50.195 --> 02:02:50.635]  Can you hear me?
[02:02:50.935 --> 02:02:51.215]  Yes, sir.
[02:02:51.495 --> 02:02:51.695]  Yes.
[02:02:52.436 --> 02:02:55.217]  I'm carrying this on the newsunit.com, also your transmissions.
[02:02:55.277 --> 02:03:00.599]  And what my question is, is regarding the big topic of gold and silver, which you're just sort of getting into here.
[02:03:01.299 --> 02:03:05.761]  And we're watching it kind of go off the fiscal cliff right now on the charts as it's diving down today.
[02:03:06.451 --> 02:03:13.696]  Does Lindsey think that they're going to try to manipulate that price lower so that the elite can get in and buy these sort of protecting type assets?
[02:03:14.437 --> 02:03:17.038]  You know, the same thing that we should be doing here as the middle class.
[02:03:17.699 --> 02:03:26.805]  Does he think that they're going to be manipulating these prices so that they can in fact take advantage of this fiscal cliff and in turn also get profits from this financial crisis?
[02:03:26.865 --> 02:03:28.486]  Do bears live in the woods?
[02:03:28.787 --> 02:03:30.148]  Thank you for the great question, Lindsey.
[02:03:31.081 --> 02:03:31.882]  Yes.
[02:03:32.102 --> 02:03:35.344]  Don't pay any attention to the fact that it goes up and down from time to time.
[02:03:35.384 --> 02:03:37.426]  They want to scare the average person out of it.
[02:03:37.966 --> 02:03:39.828]  But, I've been given the figure.
[02:03:39.988 --> 02:03:43.470]  In 2016, you will have it up to $3,000.
[02:03:43.951 --> 02:03:46.413]  So don't pay any attention to some drops.
[02:03:46.493 --> 02:03:48.434]  Take advantage of them and get in when you can.
[02:03:49.435 --> 02:03:50.816]  Alright, one more call here.
[02:03:50.876 --> 02:03:51.977]  Moving quickly, or maybe two.
[02:03:52.037 --> 02:03:53.238]  Matt in Kansas, quick question.
[02:03:55.057 --> 02:04:02.475]  Yeah, Lindsey, I was wanting to know if your lead contact is giving you any indications on what they fear as far as the people's movement.
[02:04:03.807 --> 02:04:06.829]  Yes, they're very concerned about an out-of-control president.
[02:04:07.669 --> 02:04:10.531]  Now please, bear with me, I'm just giving you what they're telling me.
[02:04:10.571 --> 02:04:29.481]  You can't imagine the emails I've received from my elite friend talking about how the elite themselves, especially the old-time elite, are concerned about a president that is haughty, arrogant, thinks he has the tiger by the tail right now, and is like a bull in a china shop, completely out of control, and even they don't know what to do with him in some instances.
[02:04:32.199 --> 02:04:33.780]  But what do they fear from the people?
[02:04:33.800 --> 02:04:36.721]  I mean, you said it last time, us getting organized and angry, right?
[02:04:38.702 --> 02:04:43.265]  The last thing in the world that they want is civil war.
[02:04:43.745 --> 02:04:45.786]  The last thing they want is civil uprisings.
[02:04:46.186 --> 02:04:48.827]  They want to bring in the new world order according to their plan.
[02:04:48.867 --> 02:04:52.269]  They may not be able to do it, but yet on the other hand, that's what they want.
[02:04:52.329 --> 02:04:56.251]  Yeah, that's why they don't like Obama, because he's so communist and hates guns so much.
[02:04:56.611 --> 02:04:58.392]  He may start a civil war trying to get the guns.
[02:04:58.412 --> 02:04:59.913]  Lindsey, we're going to talk to you tomorrow.
[02:05:02.941 --> 02:05:08.825]  Now that we have moved into the winter season, there is an increased need to support our immunity and health.
[02:05:09.706 --> 02:05:15.589]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of silver-based products.
