[00:00:39.713 --> 00:00:41.874]  Welcome to tonight's InfoWars Nightly News.
[00:54:28.656 --> 00:54:30.777]  Yeah, we've been occupied.
[00:54:31.037 --> 00:54:39.579]  They're basically putting a bunch of roach motels across the world and we're all slowly walking into them and we don't even know it.
[00:54:39.919 --> 00:54:53.082]  You know, we talk about eugenics here a lot and it seems like eugenics might be this distant thing that slowly creeps in, but all you got to do is go down to your local grocery store to experience eugenics.
[00:54:53.702 --> 00:54:54.902]  I mean, it's
[00:54:55.543 --> 00:55:00.664]  We've reached a point in our American history where we've got to reconstitute.
[00:55:01.064 --> 00:55:02.144]  We've got to start over.
[00:55:02.604 --> 00:55:04.005]  We have murderers.
[00:55:05.005 --> 00:55:08.346]  We have outright murderers running things.
[00:55:09.226 --> 00:55:12.506]  And they're taking all the money from us.
[00:55:12.707 --> 00:55:17.347]  We've got Formula One in here today, paid with, by our tax dollars.
[00:55:18.468 --> 00:55:20.848]  The guy that runs the thing is tax exempt.
[00:55:21.568 --> 00:55:24.729]  And he's part of this cartel of elite
[00:55:25.595 --> 00:55:27.135]  that are running the world.
[00:55:27.556 --> 00:55:31.116]  And it sounds insane, but that's what we're dealing with.
[00:55:31.196 --> 00:55:32.457]  It's that simple, people.
[00:55:33.197 --> 00:55:40.859]  All we've got to do is, when your computer crashes, you go and you get the disk, and you reboot it.
[00:55:41.679 --> 00:55:42.479]  We have the disk.
[00:55:42.619 --> 00:55:43.620]  It's the Constitution.
[00:55:44.040 --> 00:55:44.700]  What do you think of that?
[00:55:45.771 --> 00:55:47.973]  He's exactly right, and you talk about secession.
[00:55:48.614 --> 00:55:55.041]  I think we need to secede from this entire old health paradigm, too, as well, this medical paradigm that John was talking about.
[00:55:55.441 --> 00:55:57.263]  And people always talk about lifespan.
[00:55:57.383 --> 00:55:58.244]  You're talking about eugenics.
[00:55:58.284 --> 00:56:03.469]  People always say, well, our lifespan is getting higher and higher, and our rate of living is greater and greater.
[00:56:03.870 --> 00:56:07.553]  You look at the news, and in fact, in a eugenics lens as well,
[00:56:08.194 --> 00:56:14.679]  The lower income, less educated bracket, the lifespan is going down and down dramatically.
[00:56:14.699 --> 00:56:16.400]  And they said they have no idea what it is.
[00:56:16.420 --> 00:56:17.601]  Well, I'll tell you what.
[00:56:17.681 --> 00:56:25.868]  They go to, they buy the cheapest foods, which oftentimes are the most processed, contain the most GMOs, contain the most pesticides, contain everything.
[00:56:26.208 --> 00:56:30.692]  High fructose corn syrup, which contains mercury in it, as admitted by the Washington Post.
[00:56:31.212 --> 00:56:32.353]  And Alex talks about that a lot.
[00:56:32.374 --> 00:56:33.895]  You should Google it, because guess what?
[00:56:33.915 --> 00:56:39.622]  Every time you're eating something that's processed and has high fructose corn syrup in it, you're dosing your brain up with mercury.
[00:56:40.578 --> 00:56:42.740]  No one's even sure exactly how much.
[00:56:43.240 --> 00:56:44.321]  So it could be varying.
[00:56:44.721 --> 00:56:46.962]  And it's GMO almost 100% of the time.
[00:56:47.683 --> 00:56:50.565]  So it's a slow kill on these lower income families.
[00:56:50.965 --> 00:56:57.970]  And what they do is they'll have a test, like they'll have a glyphosate, which is in Roundup, Monsanto's number one selling herbicide.
[00:56:58.450 --> 00:57:03.694]  And all the tests that say glyphosate doesn't cause X are funded by Monsanto.
[00:57:04.194 --> 00:57:08.757]  And what they do is they'll say, like John said, well, does glyphosate cause cancer?
[00:57:08.837 --> 00:57:10.158]  Okay, let's do a 10 day study.
[00:57:10.638 --> 00:57:12.860]  Oh, it doesn't seem to be causing any cancer.
[00:57:13.180 --> 00:57:14.821]  Well, they don't look at anything else.
[00:57:15.081 --> 00:57:20.845]  And then all the glyphosate studies that say it causes DNA damage, infertility, it goes on and on.
[00:57:21.125 --> 00:57:25.148]  Those aren't funded by Monsanto and those are real and no one talks about them.
[00:57:25.468 --> 00:57:28.810]  The whole thing about the GMOs linking to tumors, that's true.
[00:57:28.850 --> 00:57:29.691]  That's an excellent study.
[00:57:30.071 --> 00:57:32.012]  But the fact of the matter is we don't need that.
[00:57:32.193 --> 00:57:34.834]  That blew up and everyone, you know, trashed on everything like that.
[00:57:35.195 --> 00:57:40.258]  There's 30 plus studies that already show that glyphosate in Montana was Roundup in the Roundup Ready crops.
[00:57:40.558 --> 00:57:43.901]  Are already causing DNA damage and cancer and etc, etc.
[00:57:44.121 --> 00:57:46.703]  But no one wants to talk about those in the mainstream media.
[00:57:46.963 --> 00:57:51.947]  They just want to, you know, break down one study and assault it all day long or just ignore it completely.
[00:57:52.147 --> 00:57:55.830]  Well, five corporations own the mainstream media compared to 50 in 1983.
[00:57:57.050 --> 00:58:00.473]  So, it's game over for the mainstream media.
[00:58:00.713 --> 00:58:01.694]  And they're dying media.
[00:58:02.475 --> 00:58:05.397]  And I want to thank you guys for joining me today.
[00:58:05.417 --> 00:58:07.058]  That was some great information.
[00:58:07.078 --> 00:58:08.259]  Is there anything else you want to add?
[00:58:08.945 --> 00:58:10.106]  What about the future of the Prop 37 movement?
[00:58:10.126 --> 00:58:12.047]  I see it's moving on to Washington now.
[00:58:18.513 --> 00:58:21.234]  Yeah, well, they better watch out in Washington.
[00:58:21.494 --> 00:58:24.094]  They better look at vote fraud before this even starts.
[00:58:24.675 --> 00:58:27.695]  You know, people in Washington don't vote live anymore.
[00:58:28.335 --> 00:58:29.156]  It's unbelievable.
[00:58:29.176 --> 00:58:30.236]  There are no polls there.
[00:58:30.616 --> 00:58:31.676]  Everything is by mail.
[00:58:32.456 --> 00:58:34.557]  And you have to be postmarked by Election Day.
[00:58:34.957 --> 00:58:41.759]  And yet, these, you know, projecting companies like Edison Media Research that tell the networks when to call an election,
[00:58:43.101 --> 00:58:44.182]  They do exit polls.
[00:58:46.044 --> 00:58:56.133]  They did 1,493 phone calls in Washington on election night, and from that they projected all kinds of winners in Washington, and the vote wasn't even over yet.
[00:58:56.153 --> 00:58:58.475]  You know, it's unbelievable, so they better watch out.
[00:58:58.856 --> 00:59:00.717]  I just want to echo what Anthony said here.
[00:59:01.218 --> 00:59:04.240]  The secession movement is seceding from all this.
[00:59:04.941 --> 00:59:06.783]  It's seceding from the federal government.
[00:59:07.203 --> 00:59:09.004]  It's seceding from these cartels.
[00:59:09.585 --> 00:59:11.767]  And many people have already experienced this.
[00:59:12.267 --> 00:59:17.351]  Anybody who's into natural health has already seceded from a tremendous amount of society.
[00:59:17.752 --> 00:59:24.637]  So the next step in seceding from the federal government by the states, that's child's play once you get your health straightened out.
[00:59:25.278 --> 00:59:26.459]  So we're on the right road.
[00:59:26.519 --> 00:59:27.440]  I mean, that's it.
[00:59:28.060 --> 00:59:30.642]  Decentralized power through secession.
[00:59:32.444 --> 00:59:32.804]  Excellent.
[00:59:33.288 --> 00:59:34.488]  Thanks for joining us, guys.
[00:59:34.929 --> 00:59:35.689]  Have a great weekend.
[00:59:36.449 --> 00:59:36.629]  You too.
[00:59:36.669 --> 00:59:37.049]  Thank you.
[00:59:37.810 --> 00:59:39.530]  I want to thank those fellows for joining us.
[00:59:39.570 --> 00:59:40.631]  That was a great interview.
[00:59:40.651 --> 00:59:41.771]  I had a lot of questions.
[00:59:41.791 --> 00:59:42.872]  A lot of them were answered.
[00:59:43.292 --> 00:59:51.835]  And we will keep an eye on the development as it continues, because the movement has just begun as far as labeling our food.
[00:59:52.595 --> 00:59:53.896]  Can we just label our food?
[00:59:53.916 --> 00:59:56.177]  You put all kinds of labels on our food anyway.
[00:59:56.877 --> 01:00:01.079]  Can we just get something that tells us what's in it, just like they got in Europe?
[01:00:01.619 --> 01:00:01.919]  I don't know.
[01:00:03.083 --> 01:00:07.005]  Maybe it's just me, but I don't want to eat food that's going to give me cancer.
[01:00:07.045 --> 01:00:17.170]  Now, if you want more information on what GMO is doing to you and your family, you can support us by going to the InfoWars store and picking up Genetic Roulette.
[01:00:18.031 --> 01:00:19.811]  And there's plenty of information.
[01:00:19.892 --> 01:00:21.032]  It's an excellent DVD.
[01:00:21.913 --> 01:00:26.435]  And it gets into some pretty scary stuff about how the
[01:00:26.926 --> 01:00:34.931]  BT corn gets into the lower intestines of the cows and basically starts eating its way through the intestine.
[01:00:36.412 --> 01:00:38.433]  And so what is that doing to us?
[01:00:38.873 --> 01:00:41.975]  Well, hopefully we're not going to find out.
[01:00:42.035 --> 01:00:43.336]  Hopefully we're going to change this.
[01:00:43.716 --> 01:00:46.238]  We're going to reconstitute this republic.
[01:00:46.938 --> 01:00:47.999]  We're going to join together.
[01:00:48.019 --> 01:00:49.940]  We're going to make this happen.
[01:00:50.340 --> 01:00:51.541]  Because it's all we've got.
[01:00:52.802 --> 01:00:55.424]  You can also support us by going to PrisonPlanet.tv.
[01:00:55.464 --> 01:01:12.056]  You can pick up a subscription at PrisonPlanet.tv, and of course, you can see the new DVD, Strategic Relocation, as well as our nightly news, our special reports, Alex's rants, and of course, daily, you can hear the rebroadcast or the live show of Alex on the radio.
[01:01:12.997 --> 01:01:15.039]  It's a very easy way to support us.
[01:01:16.660 --> 01:01:20.963]  From InfoWars Studio, this is John Bowne with the nightly news, signing off.
[01:01:21.183 --> 01:01:21.984]  Have a great weekend.
