[00:00:22.193 --> 00:00:22.673]  Good evening.
[00:52:44.331 --> 00:52:50.116]  They were trying to get the attention to the linear particle accelerator to bring in the whole issue.
[00:52:50.156 --> 00:52:56.161]  Oh, so she's killed there, and then somebody wanted to cover up, that brought it back to make it look like a slashing.
[00:52:56.682 --> 00:52:57.162]  That's right.
[00:52:57.342 --> 00:53:01.226]  In fact, what happens is, the electricity doesn't cross her heart, okay?
[00:53:01.246 --> 00:53:03.828]  So it blows off her arm, but she's still alive.
[00:53:04.460 --> 00:53:11.602]  So somebody who's with her stabs her very carefully in the heart with a very slim medical instrument to terminate her.
[00:53:11.642 --> 00:53:12.463]  It's a mercy killing.
[00:53:12.803 --> 00:53:18.685]  Then they throw her in a body bag and they take it back to the apartment and they fake a murder scene.
[00:53:19.265 --> 00:53:19.585]  Okay?
[00:53:20.065 --> 00:53:24.367]  And, you know, I've got a memo now and I got this up on my website that
[00:53:26.249 --> 00:53:43.185]  is from J Edgar Hoover about the Mary Sherman murder and he's telling his guys do not investigate this murder under penalty of reprimand and there's a little note on the second page in the name is redacted alright but it says right after saying her arm got burned off says somebody's name was found in her address book
[00:53:44.415 --> 00:53:50.017]  And it's six letters long with an apostrophe S, like O-S-W-A-L-D, okay?
[00:53:50.057 --> 00:53:55.299]  And I got two witnesses that saw Lee Oswald in Mary Sherman's apartment, okay?
[00:53:55.800 --> 00:53:58.761]  And witnesses who said Mary Sherman telephoned Lee Oswald.
[00:53:59.181 --> 00:54:07.524]  So we've got Lee Oswald wrapped up with this murder that all has to do with this cancer epidemic and the bioweapon.
[00:54:08.145 --> 00:54:13.727]  So can you imagine what Lee would have said if he had gotten into a courtroom in Dallas, alive?
[00:54:15.034 --> 00:54:17.856]  And he even came out and said, hey, I'm a patsy, I'm being shut up.
[00:54:18.877 --> 00:54:30.246]  That's right, and when you read Judith Ferry Baker's book, this Me and Lee book, where she goes, she was with Lee all summer and they're talking on the telephone as the assassination's approaching.
[00:54:30.626 --> 00:54:37.071]  Lee tells her on July 29th, 1963, they're going to kill Kennedy and they're going to blame me.
[00:54:38.932 --> 00:54:39.173]  Wow.
[00:54:40.578 --> 00:54:40.898]  Yeah, I know.
[00:54:40.918 --> 00:54:41.859]  Her story is very incredible.
[00:54:41.879 --> 00:54:43.480]  We need to get her on as well.
[00:54:43.900 --> 00:54:44.160]  You know what?
[00:54:44.180 --> 00:54:51.905]  You're really at the focal point of so many things that intersect, the key juncture to understand what's happening in our society.
[00:54:52.265 --> 00:55:03.092]  I want to get you back on for a full hour or more to talk about your book, and perhaps you could just send me a list of documents or articles in the order that you think it's best for me to conduct the interview.
[00:55:03.672 --> 00:55:07.554]  So we can really go through all this because there's so many facets to it.
[00:55:07.594 --> 00:55:09.935]  I know the book covers a lot of it, Dr. Mary's Monkeys.
[00:55:10.476 --> 00:55:16.059]  We've had your website up on screen, but what is the best website for folks to visit to learn more about this?
[00:55:16.823 --> 00:55:22.604]  Well, it's Dr. Mary's Monkey, but you spell out the word doctor, D-O-C-T-O-R, okay?
[00:55:22.624 --> 00:55:35.188]  And that's my website, I've got about ten hours of video on it, that Maurice Hilleman video that you were talking about was there, Judith's video is there, Witnesses, other documents, all that stuff.
[00:55:35.428 --> 00:55:37.088]  It's an in-depth thing.
[00:55:37.128 --> 00:55:40.849]  I'm going to have, for the next five days, I'm going to have an Alex Jones special.
[00:55:41.429 --> 00:55:43.951]  I certainly want to get you back on to break all this down because
[00:56:03.146 --> 00:56:07.088]  I mean, I have children, I have a wife, you know, my grandmother, everybody.
[00:56:07.528 --> 00:56:11.069]  And the cancer is up several thousand percent, depending on which type of cancer.
[00:56:11.089 --> 00:56:12.670]  I mean, there's no doubt this is happening.
[00:56:13.010 --> 00:56:15.831]  You've got documents here with them weaponizing it.
[00:56:16.472 --> 00:56:17.612]  And it's so cold-blooded.
[00:56:17.632 --> 00:56:19.453]  We've got to turn this around.
[00:56:19.553 --> 00:56:20.774]  We've got to educate people.
[00:56:20.794 --> 00:56:21.634]  The point you make about
[00:56:23.114 --> 00:56:23.274]  The
[00:56:45.558 --> 00:56:46.500]  You'd have to add it all together.
[00:56:46.520 --> 00:56:50.466]  Yeah, I figure it's about half of all the cases of cancer.
[00:56:50.486 --> 00:56:54.172]  I mean, the problem is that the SV40 is sexually transmitted.
[00:56:54.858 --> 00:57:05.766]  Okay, so you threw in the birth control pill and the freedom of the 60s and 70s and you got this cross-vector where everybody's getting this SV40 vaccine.
[00:57:05.786 --> 00:57:11.710]  I mean, the Italian studies on it, they found it in the semen of 45% of the otherwise healthy Italian males.
[00:57:11.770 --> 00:57:12.991]  Oh, let's expand on that.
[00:57:13.551 --> 00:57:19.896]  I've seen numbers in India of 97% of the sewage in the countries has it in it.
[00:57:21.377 --> 00:57:22.538]  It's in the air, it's everywhere.
[00:57:22.598 --> 00:57:24.599]  Even if you haven't had the shot, it spreads.
[00:57:25.820 --> 00:57:28.982]  And it's being transferred from generation to generation.
[00:57:29.022 --> 00:57:35.826]  We're now looking at grandchildren who have it in their blood because their grandmother or grandfather got the...
[00:57:37.359 --> 00:57:57.246]  The vaccine I mean this is really this is a tragedy of biblical proportions and it's going to change the shape of America and the shape of the planet actually and what's going on right now is they're just making money hand over fist you on the chemo
[00:57:58.146 --> 00:57:58.787]  Yeah, I think so.
[00:58:18.303 --> 00:58:28.486]  And of course you don't even hear these companies coming out saying we've got a vaccine that you know that counters SV40 because even though they could develop one because I guess they don't want to.
[00:58:29.326 --> 00:58:43.269]  Well I think what they tried to do back in 1960 and 61 in New Orleans with the linear particle accelerator was trying to create a mutated form of SV40 that could be used for
[00:58:43.849 --> 00:58:45.230]  A vaccine, okay?
[00:58:45.330 --> 00:58:47.872]  And I think after a while they finally figured out it was hopeless.
[00:58:48.552 --> 00:58:51.914]  And so that's where that whole thing stands.
[00:58:52.174 --> 00:58:54.236]  Again, it's a tragedy.
[00:58:54.256 --> 00:58:57.918]  And I mean, just ask everybody you know.
[00:58:57.938 --> 00:59:00.840]  Do you know anybody with cancer in your family?
[00:59:01.480 --> 00:59:02.320]  We're good to go.
[00:59:20.988 --> 00:59:22.869]  I mean, it's just so incredibly common.
[00:59:23.289 --> 00:59:28.932]  Well, Edward T. Haslam, Dr. Mary's Monkey, great job, and I really appreciate you joining us.
[00:59:29.032 --> 00:59:32.114]  I'm going to end the news here, but come back and say bye to you off the air.
[00:59:32.154 --> 00:59:33.195]  Thank you for spending time with us.
[00:59:33.595 --> 00:59:34.475]  Okay, thank you, Alex.
[00:59:34.936 --> 00:59:42.520]  I want to tell my producers right now, sometime next week, let's get him on for at least an hour and a half, and let's work with him just so he can give us a blueprint with all this knowledge.
[00:59:43.440 --> 00:59:45.042]  To show the documents and go through it.
[00:59:45.062 --> 00:59:51.607]  Or maybe we should tape a special in here so we have all the documents and really present this to people and try to save some lives.
[00:59:51.647 --> 00:59:55.890]  Because, you know, most of us sitting in this room are going to probably end up getting killed by this.
[00:59:55.970 --> 00:59:58.812]  I mean, if we don't find out a cure for this or something.
[00:59:59.173 --> 01:00:01.254]  I mean, this is just out of control and it's wrong.
[01:00:01.955 --> 01:00:05.938]  And this epidemic's going on and we're not even special people.
[01:00:05.958 --> 01:00:06.799]  We're just sane.
[01:00:07.119 --> 01:00:08.300]  And we're like, my God, look at the numbers.
[01:00:08.320 --> 01:00:09.381]  We've got to do something about this.
[01:00:09.841 --> 01:00:11.742]  Now, we have this video clip here.
[01:00:12.883 --> 01:00:18.505]  Well, I got an invitation from the Sister Kinney Foundation, you know, which was the opposing foundation, and that was the live virus.
[01:00:18.565 --> 01:00:18.985]  Oh, great.
[01:00:19.005 --> 01:00:21.025]  Yeah, they jumped on Saban's bandwagon.
[01:00:40.984 --> 01:00:46.128]  A man asked me to come down and give a talk at the Sister Kimming Foundation meeting.
[01:00:47.249 --> 01:00:48.730]  And I said, it was an international meeting.
[01:00:48.770 --> 01:00:50.872]  I thought, God, what am I going to talk about?
[01:00:50.892 --> 01:00:52.793]  I know what I'm going to do.
[01:00:52.813 --> 01:00:57.397]  I'm going to talk about the detection of non-detectable viruses.
[01:00:58.436 --> 01:00:58.996]  As a topic.
[01:00:59.877 --> 01:01:03.178]  So now I gotta have something, you know, that's gonna attract attention.
[01:01:04.218 --> 01:01:06.599]  So I thought, gee, that damn SV-40.
[01:01:06.719 --> 01:01:09.440]  I mean, that damn vacillating agent that we have.
[01:01:09.520 --> 01:01:11.321]  I'm gonna just pick that particular one.
[01:01:11.961 --> 01:01:15.022]  That virus has got to be in vaccines.
[01:01:15.422 --> 01:01:19.683]  And it's gotta be in Sabin's vaccine, so I quickly untested it.
[01:01:21.084 --> 01:01:22.264]  Sure enough, it was in there.
[01:01:23.285 --> 01:01:23.885]  And we'll be damned.
[01:01:24.514 --> 01:01:30.157]  So now, so I go ahead and... So you just took stocks of Sabin's vaccine off the shelf here at Merck?
[01:01:30.177 --> 01:01:33.078]  Yeah, well it had not been made at Merck, it was made at Merck.
[01:01:33.118 --> 01:01:34.559]  You were making it for Sabin at this point?
[01:01:34.619 --> 01:01:36.220]  Yeah, it was made before I came.
[01:01:36.480 --> 01:01:40.002]  Yeah, but at this point Sabin is still just doing these massive field trials?
[01:01:40.042 --> 01:01:40.322]  Mm-hmm.
[01:01:40.482 --> 01:01:40.682]  Okay.
[01:01:41.322 --> 01:01:42.403]  In Russia and so forth.
[01:01:42.423 --> 01:01:48.406]  So I go down, I talked about the detection of non-technical virus.
[01:01:48.466 --> 01:01:52.528]  I told Albert... But at this point Sabin is still just doing these massive field trials?
[01:01:52.568 --> 01:01:52.828]  Mm-hmm.
[01:01:53.008 --> 01:01:53.168]  Okay.
[01:01:53.812 --> 01:01:54.932]  In Russia and so forth.
[01:01:54.952 --> 01:02:00.794]  So I go down, I talked about the detection of the non-detectable virus.
[01:02:00.834 --> 01:02:04.255]  And I told Albert, I said, listen, Albert, I said, you know, you and I are good friends.
[01:02:05.216 --> 01:02:08.917]  But I said, I'm going to go down there and you're going to get upset.
[01:02:09.177 --> 01:02:12.038]  I'm going to talk about a virus that's in your vaccine now.
[01:02:13.118 --> 01:02:14.378]  You're going to get rid of the virus.
[01:02:14.419 --> 01:02:15.039]  Don't worry about it.
[01:02:15.059 --> 01:02:16.399]  You're going to get rid of it.
[01:02:16.519 --> 01:02:21.961]  So, of course, Albert was very upset with me.
[01:02:23.402 --> 01:02:24.082]  What did he say?
[01:02:24.583 --> 01:02:31.605]  Well, he said, basically, that this is just another obfuscation that is going to upset the vaccines.
[01:02:31.685 --> 01:02:33.386]  I said, well, you know, you're absolutely right.
[01:02:33.406 --> 01:02:35.727]  But I said, we have a new era here.
[01:02:35.767 --> 01:02:37.488]  We have a new era of detection.
[01:02:37.928 --> 01:02:40.109]  And the important thing is to get rid of these viruses.
[01:02:40.489 --> 01:02:43.931]  Why would he call it an obfuscation if it was a virus that was contaminating the vaccines?
[01:02:43.971 --> 01:02:49.593]  Because, well, there were 40 different viruses in these vaccines anyway that we were inactivating.
[01:02:51.009 --> 01:02:54.052]  But you weren't activating the... That's correct.
[01:02:54.132 --> 01:02:54.772]  No, that's right.
[01:02:54.792 --> 01:02:58.535]  But yellow fever vaccine had leukemia virus in it.
[01:02:58.575 --> 01:03:01.898]  You know, this is in the days of very crude science.
[01:03:02.818 --> 01:03:04.360]  So anyway, I went down and talked to him.
[01:03:04.460 --> 01:03:07.002]  I said, well, why are you concerned about it?
[01:03:07.022 --> 01:03:08.903]  I said, well, I'll tell you what.
[01:03:09.043 --> 01:03:13.407]  I said, I have a feeling in my bones that this virus is different.
[01:03:13.787 --> 01:03:17.169]  I don't know why to tell you this, but I've been around biology a long time.
[01:03:17.270 --> 01:03:19.751]  I just think this virus may have some long-term effects.
[01:03:21.278 --> 01:03:22.139]  And he said, what?
[01:03:22.879 --> 01:03:24.701]  I said, cancer.
[01:03:27.063 --> 01:03:28.164]  I love it.
[01:03:28.224 --> 01:03:28.664]  I love it.
[01:03:28.744 --> 01:03:29.565]  Go ahead.
[01:03:30.766 --> 01:03:31.026]  No.
[01:03:32.347 --> 01:03:37.551]  I said, Albert, I said, you probably think I'm nuts, but I just have that feeling.
[01:03:38.352 --> 01:03:43.136]  Well, in the meantime, we had taken this virus and put it into hamsters.
[01:03:45.618 --> 01:03:45.778]  So,
[01:03:46.664 --> 01:03:57.748]  We had this meeting, and that was sort of the topic of the day, and the jokes that were going around was, gee, we would win the Olympics because the Russians would all be loaded down with tumors.
[01:03:59.868 --> 01:04:01.909]  This is where the vaccine was being tested.
[01:04:01.929 --> 01:04:03.510]  This was, this was tumors.
[01:04:03.790 --> 01:04:04.070]  Right.
[01:04:04.770 --> 01:04:08.331]  So, and it really destroyed the meeting.
[01:04:08.351 --> 01:04:10.112]  You know, it was a big intervention.
[01:04:10.172 --> 01:04:10.652]  Yeah, right.
[01:04:10.952 --> 01:04:12.492]  So, it was sort of a topic.
[01:04:12.913 --> 01:04:13.093]  Yeah.
[01:04:14.793 --> 01:04:16.074]  Why didn't this get out in the press?
[01:04:16.855 --> 01:04:18.156]  Well, I guess it did.
[01:04:18.256 --> 01:04:18.977]  I don't really know.
[01:04:19.057 --> 01:04:20.998]  I mean, we had no press release.
[01:04:21.118 --> 01:04:22.500]  Obviously, you don't get out.
[01:04:23.100 --> 01:04:25.963]  This is a scientific affair within the scientific community.
[01:04:28.905 --> 01:04:39.594]  Tested on the Russians, deployed on the American people, and you heard him, 40 plus, from the medical doctors we've had on, they're putting similar stuff in the modern vaccines.
[01:04:41.056 --> 01:04:42.297]  I wish it was an accident.
[01:04:43.860 --> 01:04:52.470]  You heard him joking about how it was a big joke that people were dying from this and the Russians will be so loaded down with tumors we'll beat them at the Olympics.
[01:04:53.151 --> 01:04:56.475]  This was on the big PBS station in Boston.
[01:04:56.775 --> 01:04:58.998]  This is supposedly funny.
[01:04:59.819 --> 01:05:01.481]  This is very hilarious.
[01:05:03.959 --> 01:05:07.660]  This is psychopathic control freaks, a scientific dictatorship who think they're God.
[01:05:08.020 --> 01:05:13.001]  It's eugenics, just like the current White House science czars to sterilize people with their food and water.
[01:05:13.502 --> 01:05:17.583]  The Rockefeller Foundation documents we've shown you, all of them.
[01:05:17.963 --> 01:05:24.144]  The Planned Parenthood documents we showed you last week, where they said, you know, it's about reducing population.
[01:05:24.785 --> 01:05:33.067]  And even if you believe the population is too high, whatever, jacking people's vaccines full of stuff that gives them a degenerative, horrible death later,
[01:05:34.503 --> 01:05:42.005]  This is the biggest issue, and again, the book is Dr. Mary's monkey that gets into a lot of facets of this, and we're going to continue to cover it from different angles.
[01:05:42.025 --> 01:05:47.346]  We'll do a special coming up in the next few weeks, maybe even get Edward T. Haslam to come here to town.
[01:05:47.366 --> 01:05:53.687]  I know he's come and spoken at some of the local bookstores here in town, and so perhaps we can get him here to town and do a special on that.
[01:05:54.208 --> 01:06:00.189]  Before I end tonight's nightly news, this bifurcated transmission where Rob Newton did the first half and
[01:06:01.368 --> 01:06:02.809]  I'm doing the second half.
[01:06:03.770 --> 01:06:10.456]  We have a report here today that's gone particularly viral, no pun intended, on the drugs report and other major sites.
[01:06:10.496 --> 01:06:14.860]  DHS officers armed with semi-automatics set up undocumented ID checkpoint.
[01:06:15.301 --> 01:06:19.645]  And as Duke covered earlier, they've set up checkpoints on highways, they've got the police under their control.
[01:06:20.085 --> 01:06:22.047]  Total Tenth Amendment states rights violation.
[01:06:22.087 --> 01:06:25.470]  Total Fourth and Fifth Amendment with the hands going down the pants.
[01:06:26.701 --> 01:06:31.383]  They've, of course, passed the NDAA, bipartisan support to detain Americans indefinitely.
[01:06:31.423 --> 01:06:37.605]  They're getting ready for the collapse of society into this corporate New World Order fascist structure.
[01:06:38.345 --> 01:06:41.446]  And in this case, it was people going to a Social Security office.
[01:06:41.926 --> 01:06:45.207]  They said, why would you randomly have machine guns and search them and do all this?
[01:06:45.227 --> 01:06:48.768]  And they said, well, it is just a drill, but we're getting ready to do this all over the place.
[01:06:49.149 --> 01:06:52.670]  You can go read the press reports out of the Daily Commercial and others that we link to.
[01:06:53.770 --> 01:07:03.858]  Here other local newspapers, of course, it's not about terrorists the whole Architecture of this is pointed at the general public and now they've dispensed with saying it's for al-qaeda.
[01:07:03.878 --> 01:07:10.442]  They have creepy TSA PSAs showing them at football games and shopping malls, and they're now doing it
[01:07:11.397 --> 01:07:16.340]  So this is about training us for paramilitary-style federal occupation.
[01:07:16.720 --> 01:07:35.752]  Residents of Leesburg, Florida were shocked to see their local Social Security office turned into a random Homeland Security checkpoint Tuesday morning as DHS officers armed with semi-automatic rifles and accompanied by sniffer dogs checked identification of locals with their blue and white SUVs circled around the main office.
[01:07:35.772 --> 01:07:36.653]  They just swarm you.
[01:07:36.913 --> 01:07:39.795]  They just get you used to them running around, you know, line up, we're going to search you.
[01:07:40.737 --> 01:07:41.777]  Right out of Nazi Germany.
[01:07:41.877 --> 01:07:46.118]  At least one official was posted on the door with a semi-automatic rifle, randomly checking identification.
[01:07:47.099 --> 01:07:49.639]  Another officer, some with canines, sniffed through the building.
[01:07:49.999 --> 01:07:50.939]  Reports of daily commercial.
[01:07:51.480 --> 01:07:54.300]  The activity was part of Operation Shield, an unannounced drill.
[01:07:55.060 --> 01:07:58.221]  We have another report here, and then we're basically done here.
[01:07:59.342 --> 01:08:04.743]  TSA behavioral detection officers sentenced for helping drug dealers through security.
[01:08:05.283 --> 01:08:09.304]  Agent ensured marijuana traffickers avoided full body scanners.
[01:08:10.885 --> 01:08:13.206]  This is one of the behavioral detection people.
[01:08:13.746 --> 01:08:22.570]  When I was flying out of Austin a few months ago to be part of Jesse Ventura's TV show, usually the TSA people know who I am and say, hey, we're not all bad.
[01:08:22.590 --> 01:08:23.591]  Can we have your autograph?
[01:08:23.611 --> 01:08:24.691]  This is just a job for us.
[01:08:24.711 --> 01:08:25.772]  We're concerned about the scanners.
[01:08:26.852 --> 01:08:29.453]  Instead, he was one of the supervisors, a bald and gray-haired gentleman.
[01:08:29.493 --> 01:08:31.414]  He said, you, I know you, you're a troublemaker.
[01:08:32.595 --> 01:08:34.175]  And I looked at him and I was like, is that a joke?
[01:08:34.636 --> 01:08:36.396]  And he goes, no, I know who you are seeing on TV.
[01:08:36.477 --> 01:08:37.317]  And I said, okay.
[01:08:39.591 --> 01:08:42.572]  And he just proceeded to say, where are you going?
[01:08:42.592 --> 01:08:43.052]  What are you doing?
[01:08:43.072 --> 01:08:43.952]  And I said, where I was going.
[01:08:43.972 --> 01:08:45.433]  And he went, oh, Vegas.
[01:08:45.613 --> 01:08:46.253]  Oh, like I was bad.
[01:08:46.293 --> 01:08:47.633]  And I said, yeah, I'm going to do a TV show.
[01:08:48.053 --> 01:08:48.714]  I don't gamble.
[01:08:49.014 --> 01:08:50.074]  He went, oh, yeah, all right.
[01:08:50.134 --> 01:08:53.895]  And he looks to a guy, and he's holding my paper, and he goes, this guy's a troublemaker.
[01:08:53.915 --> 01:08:55.195]  And he looked at me like he was going to scare me.
[01:08:55.875 --> 01:08:57.256]  And I said, yeah, that's right.
[01:08:57.696 --> 01:08:58.836]  The whole country's collapsing.
[01:08:58.876 --> 01:09:03.217]  Jesse Ventura's suing you guys over the TSA and all the things that are happening.
[01:09:03.257 --> 01:09:05.458]  And this is just nothing but martial law.
[01:09:05.858 --> 01:09:08.419]  And he didn't have that pleasure and that enjoyment anymore.
[01:09:09.319 --> 01:09:12.100]  But he was doing his little behavioral crud, okay?
[01:09:12.720 --> 01:09:15.461]  You need to be assessed, okay, as a bunch of control freaks.
[01:09:15.821 --> 01:09:24.303]  Either you're there for just to make the money, as a job, or the supervisors are the people that get off on pushing people around.
[01:09:24.863 --> 01:09:31.365]  We had another report earlier that came out today, also in Florida papers, where top radiology scientists are saying, this will give you cancer.
[01:09:32.165 --> 01:09:33.426]  But flying back from Vegas,
[01:09:34.406 --> 01:09:38.327]  I refuse to go through the scanners and this fellow said, I'm a listener.
[01:09:38.587 --> 01:09:38.827]  I know.
[01:09:38.867 --> 01:09:39.527]  I've heard your show.
[01:09:39.567 --> 01:09:40.547]  You say this is bad.
[01:09:41.167 --> 01:09:43.048]  John Hopkins says it's not bad.
[01:09:43.328 --> 01:09:46.168]  And I said, the head of John Hopkins came out and said there was no such report.
[01:09:46.508 --> 01:09:47.048]  You were lied to.
[01:09:47.068 --> 01:09:47.648]  And he goes, nope.
[01:09:48.088 --> 01:09:48.708]  I have the facts.
[01:09:48.728 --> 01:09:49.489]  They gave us the facts.
[01:09:49.829 --> 01:09:54.489]  And I said, sir, it was in like the Wall Street Journal that the head of it said they never came to us to study.
[01:09:54.529 --> 01:09:55.270]  This will give you cancer.
[01:09:55.290 --> 01:09:56.830]  And he said, no, it doesn't.
[01:09:56.850 --> 01:09:58.470]  It gives me one one billionth of cell phone.
[01:09:58.830 --> 01:10:00.330]  And I said, sir, that is not true.
[01:10:01.251 --> 01:10:02.911]  And I said, I care about your health.
[01:10:04.420 --> 01:10:05.401]  And he just laughed at me.
[01:10:05.481 --> 01:10:06.822]  I was like, man, whoa.
[01:10:07.022 --> 01:10:09.284]  I mean, it's just delusion.
[01:10:10.265 --> 01:10:14.588]  Not having the Bill of Rights and Constitution, not having any checks and balances, this is dangerous.
[01:10:14.608 --> 01:10:15.929]  And we told you it's going to get worse.
[01:10:16.589 --> 01:10:19.672]  I mean, hell, mega banks can steal tens of trillions now and not get in trouble.
[01:10:20.512 --> 01:10:22.474]  MF Global can take all that money and not get in trouble.
[01:10:22.494 --> 01:10:24.916]  And Corzine's caught lying in Congress doesn't get in trouble.
[01:10:27.077 --> 01:10:29.599]  Thousands of people went to jail for the savings and loan.
[01:10:30.260 --> 01:10:33.943]  And I've talked to the head regulator on that, Professor Black,
[01:10:35.455 --> 01:10:37.878]  William K. Black, and now no one's gotten in trouble.
[01:10:39.600 --> 01:10:42.864]  I mean, Bernie Madoff was a piker compared to what these people are doing.
[01:10:42.924 --> 01:10:43.785]  We're in trouble.
[01:10:44.246 --> 01:10:47.289]  That's what tyranny is, is when criminals take over your society.
[01:10:48.746 --> 01:10:49.926]  They want to teach you to bow.
[01:10:49.986 --> 01:10:51.567]  They want to teach you that they're the master.
[01:10:51.587 --> 01:10:53.508]  That when they raise their hand, you flinch and get scared.
[01:10:53.788 --> 01:10:55.808]  They want to try to break your will and cow you.
[01:10:56.628 --> 01:10:58.789]  I think it's going to backfire, and I do see it backfiring.
[01:10:59.109 --> 01:11:00.690]  Alright, powerful transmission.
[01:11:01.010 --> 01:11:06.472]  It is up to you to realize how powerful this information is, to research it and help get it out to your friends and family.
[01:11:06.952 --> 01:11:11.333]  I want to thank PrisonPlanet.tv subscribers, because without you, we wouldn't be able to do this.
[01:11:11.453 --> 01:11:14.094]  We then, a day or so after you see it first here,
[01:11:14.734 --> 01:11:18.556]  And archived at PrisonPlanet.TV with all the films and the rest of the nine years of material.
[01:11:18.877 --> 01:11:20.558]  We do post it for others for free.
[01:11:21.318 --> 01:11:22.699]  We even pay to have crew do that.
[01:11:23.279 --> 01:11:26.361]  So we pay to give stuff away free because we know there's no future if we don't do that.
[01:11:26.821 --> 01:11:34.226]  But it's you that finance us by being PrisonPlanet.TV members that make all this possible and the crew and all of your supporters out there.
[01:11:34.546 --> 01:11:35.507]  So thank you so much.
[01:11:35.947 --> 01:11:37.308]  This is incredibly important work.
[01:11:37.868 --> 01:11:38.449]  Anytime
[01:11:39.289 --> 01:11:42.771]  I get a little paranoid about the government coming after me or whatever, as they have a few times before.
[01:11:42.791 --> 01:11:44.251]  I realize it doesn't matter.
[01:11:44.271 --> 01:11:46.492]  They're injecting us with cancer viruses knowingly.
[01:11:46.512 --> 01:11:48.373]  I mean, there's no... Afraid?
[01:11:48.393 --> 01:11:49.313]  They're already killing us.
[01:11:49.433 --> 01:11:50.494]  They're already soft-killing us.
[01:11:50.514 --> 01:11:54.495]  There's no... There's no way out of this but fighting back, and that starts with speaking up.
[01:11:55.156 --> 01:11:57.557]  So, we got a 15-day free trial of your viewer out there.
[01:11:58.137 --> 01:12:00.818]  4prisonplanet.tv, and you're watching this online somewhere.
[01:12:01.218 --> 01:12:04.059]  Send it on to your friends and family in an email, on Facebook, Twitter.
[01:12:04.380 --> 01:12:06.781]  This video, dealing with a cancer...
[01:12:07.962 --> 01:12:09.536]  In the vaccines and how important that is.
