[00:00:03.234 --> 00:00:03.274]  So,
[00:50:04.173 --> 00:50:12.659]  The white plague is this new super, super, super antibiotic-resistant tuberculosis that's killing a lot of wealthy individuals.
[00:50:13.499 --> 00:50:15.641]  And it's also killing out of poor individuals, and that's rare.
[00:50:15.721 --> 00:50:18.804]  Usually a plague will, you know, particularly kill poor individuals who are malnourished.
[00:50:19.265 --> 00:50:34.279]  But it's such to the point now, with 70 plus percent of antibiotics estimated by some organizations used in livestock, that basically the livestock are so sick and they're eating these GMO foods and everything, the antibiotics are just getting so, the bacterial strains are getting so mutated
[00:50:35.060 --> 00:50:40.986]  That antibiotics aren't working, and they're going and infecting people, and they're just getting more and more transformed.
[00:50:41.786 --> 00:50:46.891]  And over time, what could happen is sort of a timeline is essentially, you think about it, this white plague spreads, okay?
[00:50:47.111 --> 00:50:47.311]  Right.
[00:50:47.932 --> 00:50:57.421]  And it starts infecting the malnourished first, and it kills them with a super high fatality rate, maybe a third world nation or something, because they don't have a strong bolstered immune system.
[00:50:58.041 --> 00:51:12.711]  Then it'll spread and it'll ultimately go to the wealthy, the middle class because they're eating these GMO foods, conventional foods with no real serious nutrients because they're destroyed or outweighed by the pesticide, herbicide, insecticide contamination.
[00:51:13.511 --> 00:51:17.454]  And your immune system is completely crushed to bad bacteria, eating a lot of processed sugars.
[00:51:18.234 --> 00:51:20.955]  It'll most likely have a higher fatality rate with them as well.
[00:51:21.535 --> 00:51:26.337]  It'll just climb the food chain, essentially, of humans and kill them off to an extent.
[00:51:26.437 --> 00:51:33.239]  And I'm not saying this is absolutely going to happen, but this is really what would happen if the white plague or whatever kept developing and got further out.
[00:51:33.599 --> 00:51:34.980]  But there is something you can do about it.
[00:51:36.195 --> 00:51:40.479]  Everyone should have some high-quality oregano oil, for number one, to help fight it.
[00:51:41.900 --> 00:51:46.104]  Everyone should be having some colloidal silver, some low parts per million colloidal silver.
[00:51:46.584 --> 00:51:53.310]  If you just start bolstering your immune system, you can fight these things off without antibiotics to begin with, because the antibiotics are worthless.
[00:51:53.670 --> 00:52:00.494]  It's now coming down to, and a lot of scientists are realizing this, we need to start using things like garlic to fight these off, because it's actually working.
[00:52:00.514 --> 00:52:11.061]  And there's research by PubMed, peer-reviewed, that shows garlic can kill antibiotic-resistant bacteria strains and viruses, whereas a lot of these antibiotics are doing virtually nothing.
[00:52:12.082 --> 00:52:23.257]  So, when it comes down to it, they could also declare some type of pandemic or something like that and, you know, hype it all up and probably even go as far as to say they're going to make a vaccine for it, even though it's a bacteria.
[00:52:24.098 --> 00:52:25.379]  So, it could get bad.
[00:52:27.868 --> 00:52:30.709]  Wow, that was so very interesting.
[00:52:30.769 --> 00:52:33.030]  Thank you so much for sharing this with us.
[00:52:34.050 --> 00:52:38.612]  In Jeffrey Smith's book, he wrote The Seeds of Deception, also Genetic Roulette.
[00:52:39.052 --> 00:52:41.253]  He's one of the top experts on GMOs.
[00:52:41.773 --> 00:52:53.217]  He was saying that one of the things that happens is that when the GMOs come in, because they've been spliced with different species that never occur, like a spider and a goat, that
[00:52:53.837 --> 00:52:59.119]  It's actually created a mystery organism that never existed on this planet.
[00:52:59.499 --> 00:53:02.301]  And we're putting it into our body and they can't even classify it.
[00:53:02.361 --> 00:53:03.441]  It's not a bacteria.
[00:53:03.521 --> 00:53:04.942]  They don't even know what to do.
[00:53:05.282 --> 00:53:10.764]  And they, hence, have no idea what it's going to do in our body or our body has no idea how to deal with it.
[00:53:11.364 --> 00:53:17.607]  And so that seems to be also something that might contribute to some type of plague that
[00:53:19.295 --> 00:53:20.076]  Oh yeah.
[00:53:20.757 --> 00:53:22.599]  We're just starting to see some of the effects.
[00:53:22.619 --> 00:53:34.111]  Almost every show I've been on talking about GMO, someone calls in and says, I'm a farmer and I got brainwashed into feeding my livestock GMO crops and they just started dropping dead.
[00:53:34.171 --> 00:53:37.674]  And you can look up Syngenta livestock dead GMO or something like that.
[00:53:37.995 --> 00:53:40.617]  Syngenta had these animals just dying on them and they covered it up.
[00:53:41.218 --> 00:53:42.379]  For a long time.
[00:53:42.879 --> 00:53:49.525]  So the short-term effects we pretty much know about, and it's hard because Monsanto doesn't let anyone research their crops and seeds.
[00:53:49.545 --> 00:53:50.326]  I mean, why would they?
[00:53:50.826 --> 00:53:58.052]  So in a review of 18 studies, it was found that there was severe organ damage associated with GMO crops eating GMO foods.
[00:53:59.233 --> 00:54:00.815]  But we don't know the long-term effects, really.
[00:54:00.855 --> 00:54:05.380]  I mean, it hasn't been that long, and all the scientists are saying that if anyone claims they know the long-term effects, they're lying.
[00:54:05.680 --> 00:54:07.502]  Like, point blank, they're just making it up.
[00:54:07.522 --> 00:54:08.203]  They have no idea.
[00:54:08.603 --> 00:54:13.328]  And it's likely that even the elite don't even know what it's going to do.
[00:54:13.388 --> 00:54:14.669]  It's all a huge experiment, really.
[00:54:14.990 --> 00:54:18.013]  And because when you switch one gene, you don't know what it's going to switch.
[00:54:18.413 --> 00:54:19.314]  They don't even know.
[00:54:19.374 --> 00:54:21.155]  They don't even know what's happening when we eat it, really.
[00:54:21.175 --> 00:54:23.116]  I mean, we have some idea it's messing with our genetics.
[00:54:23.176 --> 00:54:24.677]  It's messing with our bacteria.
[00:54:25.077 --> 00:54:26.198]  It's affecting our brain.
[00:54:26.258 --> 00:54:28.039]  It's affecting our brain health.
[00:54:28.079 --> 00:54:29.220]  It's causing us to be fat.
[00:54:29.641 --> 00:54:32.262]  But we don't know, really, what it's going to do in 20 years.
[00:54:32.823 --> 00:54:33.423]  Absolutely.
[00:54:33.883 --> 00:54:44.631]  And it's not like, and as you said before, it's so corrupt and the Monsanto, like, turning wheel of, you know, government and Monsanto and government and Monsanto.
[00:54:44.931 --> 00:54:48.273]  So we really, we really just don't know what's going to happen.
[00:54:48.753 --> 00:54:49.794]  And you mess with the genes.
[00:54:49.834 --> 00:54:51.476]  I mean, it's going to affect your offspring as well.
[00:54:51.516 --> 00:54:53.658]  The genes are not something you really want to mess with at all.
[00:54:53.778 --> 00:54:57.862]  You don't want to mess with those because it can affect subsequent generations.
[00:54:58.282 --> 00:54:59.023]  Oh, absolutely.
[00:54:59.043 --> 00:55:01.865]  And that's another thing I was reading by Jeffrey Smith.
[00:55:01.905 --> 00:55:08.011]  And he was saying that because part of what they do with the pesticides is to weaken the plant,
[00:55:08.471 --> 00:55:10.112]  So that it'll die on its own?
[00:55:10.973 --> 00:55:25.081]  Is that's why we're seeing these animals that are then getting, you know, they can't get nutrition into themselves and so they get weakened and then there's a lot of infant deaths that they're saying now they don't do the studies here but overseas they're definitely linking.
[00:55:25.461 --> 00:55:37.068]  I mean, what do they say if they put something by a chicken, one of these things that they've isolated, that if the chicken's pregnant it'll literally abort the fetus in 24 hours?
[00:55:38.269 --> 00:55:43.093]  And lab rats, what they lose, all the mice die when they're fed GMOs.
[00:55:43.153 --> 00:55:51.881]  And now we're seeing over the last 10 years, the rate of infertility in humans has skyrocketed.
[00:55:52.574 --> 00:56:07.132]  Time Magazine article today, is it the end of humankind or something like that, you know, because everyone's going infertile and there's charts that show basically the infertility of men is just skyrocketing massively and there's all these joking articles, haha, it's at the end of humans, you know.
[00:56:08.293 --> 00:56:11.077]  It's sick and disgusting and they say it really playfully too, by the way.
[00:56:11.297 --> 00:56:11.897]  Oh, it's just, to me, this
[00:56:41.920 --> 00:56:53.946]  Every single issue that we're talking about, our food source, it's to me the most important subject that's going on right now because the fact is we all need food every day to eat and to live.
[00:56:54.426 --> 00:57:07.732]  And if you corrupt the food source, if you take over the food source, which is exactly what Monsanto and other large companies, Sargenta, is trying to do, then the people become powerless.
[00:57:08.792 --> 00:57:10.894]  Yeah, and can I draw a parallel real quick?
[00:57:11.014 --> 00:57:11.254]  Please!
[00:57:11.274 --> 00:57:16.780]  We're talking about Big Tobacco, now we're talking about Big GMO, and guess what?
[00:57:16.820 --> 00:57:25.428]  The skeptics, the scientific skeptics, it's really fake baloney science, they would be saying that we're conspiracy theorists for saying that smoking is bad.
[00:57:25.808 --> 00:57:35.692]  You know that, because the government and the corporations were funding it back in the day, and they would have these science journals, and they would say, oh, smoking and cigarette smoke is actually good for you, it'll help your heart.
[00:57:36.072 --> 00:57:37.132]  Right now, that's the same thing.
[00:57:37.152 --> 00:57:47.476]  You write an article about GMOs, you get blasted in the comments by these, probably paid off, I mean, these quote-unquote science worshipers that talk about, oh, the scientific evidence is not there.
[00:57:47.776 --> 00:57:48.056]  Right.
[00:57:48.076 --> 00:57:49.477]  And it's all a joke.
[00:57:49.818 --> 00:57:54.161]  Just like DDT, big tobacco, it's played over and over again.
[00:57:54.221 --> 00:57:56.043]  They used to say radiation was really good for you.
[00:57:56.403 --> 00:57:57.904]  Over and over again we're seeing the same things.
[00:57:57.985 --> 00:57:59.566]  Now the cell phone connection as well.
[00:57:59.946 --> 00:58:05.191]  But it's all really a game to these science skeptics, as they call it.
[00:58:05.231 --> 00:58:06.372]  And they're probably just paid off.
[00:58:06.412 --> 00:58:07.573]  I really doubt they even believe it.
[00:58:07.633 --> 00:58:09.975]  I really doubt a lot of them will eat GMOs.
[00:58:10.295 --> 00:58:12.477]  In fact, I have a personal example.
[00:58:12.497 --> 00:58:13.638]  I'm not going to give out a name.
[00:58:14.218 --> 00:58:16.599]  But I was on a program and he was blasting me.
[00:58:16.619 --> 00:58:20.342]  He was basically assaulting me for saying the GMOs were bad, etc.
[00:58:20.362 --> 00:58:22.603]  And after the show he said, oh yeah, you're all organic, you know.
[00:58:22.923 --> 00:58:24.484]  It's just for the show, you know.
[00:58:24.504 --> 00:58:25.565]  You gotta give people something.
[00:58:26.678 --> 00:58:31.180]  Yeah, I think I read an article somewhere that the Monsanto employees won't even eat the GMO foods.
[00:58:31.780 --> 00:58:31.900]  No.
[00:58:32.320 --> 00:58:39.323]  And then they have Argentine enslaved labor, where they can only buy from the Monsanto store with their money, and if they leave, they don't get paid.
[00:58:39.623 --> 00:58:41.324]  This is not a corporation that cares.
[00:58:41.864 --> 00:58:52.508]  And as Alex always talks about, we're talking about a government that did radiation studies of tens of thousands of babies and basically killed them off, so why is it any different for the general public to be eating GMOs?
[00:58:52.568 --> 00:58:55.249]  It's not an organization that cares about you, period.
[00:58:55.802 --> 00:59:01.586]  Well yeah, and Monsanto also made Agent Orange that we sprayed all our troops with.
[00:59:02.367 --> 00:59:04.668]  Hundreds of thousands of deaths and birth defects.
[00:59:05.189 --> 00:59:17.037]  Right, and I don't think a lot of people realize that Monsanto was in the poison business, Roundup, and Agent Orange, DDT, before he decided to get into the seed business.
[00:59:17.377 --> 00:59:19.539]  And how you marry poison and seed,
[00:59:22.024 --> 00:59:27.546]  They're bringing back Agent Orange, too, in the crops as a form of a new GMO crop.
[00:59:27.566 --> 00:59:30.406]  They're going to use an Agent Orange compound in it.
[00:59:32.127 --> 00:59:33.127]  Okay, okay.
[00:59:33.167 --> 00:59:39.869]  So, then, Anthony, what can we do about this?
[00:59:40.169 --> 00:59:46.791]  I don't want to just talk about what's going on and how horrible it is without giving people some solutions, some actions to take.
[00:59:46.831 --> 00:59:48.852]  And I know you have some recommendations.
[00:59:49.272 --> 00:59:50.152]  What can you tell people?
[00:59:50.816 --> 00:59:50.976]  Yep.
[00:59:51.256 --> 00:59:55.760]  Well, me and Mike Adams of Natural News just started this petition on change.org.
[00:59:56.561 --> 01:00:00.904]  And I think it's really essential that we get 10,000 signatures at least on this.
[01:00:00.984 --> 01:00:02.206]  We already have 3,000 or something.
[01:00:02.246 --> 01:00:05.328]  We didn't really promote it that hard because a lot of people are passionate about this.
[01:00:06.069 --> 01:00:07.750]  And I would recommend everyone to go sign it.
[01:00:08.311 --> 01:00:12.454]  The really simple way to find it is either go to my site or Natural News, either one.
[01:00:12.494 --> 01:00:17.919]  But the other way is tinyurl.com slash organicpetition.
[01:00:18.499 --> 01:00:19.460]  And that's tinyurl.
[01:00:19.480 --> 01:00:22.262]  It's just a short link version slash organic petition.
[01:00:22.282 --> 01:00:22.782]  Okay.
[01:00:23.403 --> 01:00:24.844]  And we don't make any money from this.
[01:00:24.884 --> 01:00:25.844]  We don't collect emails.
[01:00:25.924 --> 01:00:26.705]  It's change.org.
[01:00:26.725 --> 01:00:27.646]  They basically do everything.
[01:00:28.226 --> 01:00:43.076]  And we're having it so that as soon as you sign your name on this petition, it sends an email to Stanford and it says basically that you better retract that study and you better investigate Ingram or whatever his name is, the Big Tobacco-linked co-author.
[01:00:44.011 --> 01:00:45.974]  Because we're not going to stand for it.
[01:00:46.474 --> 01:00:50.259]  And if we just sit here and let them pump these studies out, we're not going to win anything.
[01:00:51.200 --> 01:00:52.782]  They're just going to do these studies all day long.
[01:00:52.822 --> 01:00:54.885]  We need to show and call out the media.
[01:00:55.465 --> 01:00:56.967]  And that's really what this is.
[01:00:57.007 --> 01:00:58.389]  We're calling out the media on this.
[01:00:59.170 --> 01:01:03.873]  Are you really going to continue to report this garbage from this statistical liar?
[01:01:04.173 --> 01:01:17.942]  Admitted statistical liar who worked for a corporation that paid off journalists and organizations upwards of three million dollars after adjusting for inflation to report bogus fake information to encourage people to kill themselves from smoking cigarettes.
[01:01:18.462 --> 01:01:25.847]  It's the same thing here and we're calling for retraction and the mainstream media to acknowledge it and cover it because we need to stop it here.
[01:01:26.027 --> 01:01:27.888]  If this organic study gets through and people start
[01:01:30.109 --> 01:01:40.214]  It's just going to get worse.
[01:01:40.234 --> 01:01:41.155]  So we need to stop it here.
[01:01:41.195 --> 01:01:46.758]  If we stop this study and basically show the world what the truth is about it, it can end from there.
[01:01:46.938 --> 01:01:47.638]  We can go from there.
[01:01:48.159 --> 01:01:48.859]  We're also Prop 37.
[01:01:49.479 --> 01:01:52.841]  If you can support Prop 37 in any way you can, that will also be instrumental in
[01:01:52.861 --> 01:01:53.301]  We're good to go.
[01:02:13.663 --> 01:02:23.131]  Well, Anthony, thank you so much for this very illuminating information and for all that you're doing to spearhead the stopping of this and saving our food.
[01:02:23.211 --> 01:02:24.652]  Thank you so very much.
[01:02:24.712 --> 01:02:30.477]  And we'll make sure we get that link up on InfoWars, too, so people can get to it quicker and we can get those numbers that you want.
[01:02:30.758 --> 01:02:31.979]  Thank you very, very much.
[01:02:32.699 --> 01:02:33.480]  Thanks a lot for having me.
[01:02:35.140 --> 01:02:41.505]  So, that was Anthony Gucciardi and his website is Natural Society.
[01:02:41.806 --> 01:02:43.047]  Go sign that petition.
[01:02:43.407 --> 01:02:45.849]  We really have to stand up together and make a difference.
[01:02:45.909 --> 01:02:47.350]  Just not complain about this stuff.
[01:02:47.410 --> 01:02:49.973]  It's our food, it's our children, it's our world.
[01:02:50.193 --> 01:02:51.094]  We can make a difference.
[01:02:52.195 --> 01:02:53.376]  We're not quite done yet.
[01:02:53.956 --> 01:03:03.164]  We're going to replay an interview that Alex did with the director of 2016 Obama's America with Dinesh D'Souza.
[01:03:06.011 --> 01:03:08.052]  His film has been in the top three.
[01:03:08.132 --> 01:03:16.714]  It is the second highest grossing political documentary of all time, or documentary period, right behind Fahrenheit 9-11.
[01:03:16.754 --> 01:03:20.215]  It's already made more than two of Michael Moore's other films combined.
[01:03:20.235 --> 01:03:21.796]  $26 million.
[01:03:22.136 --> 01:03:26.137]  And it hasn't even hit DVD or Netflix yet.
[01:03:26.837 --> 01:03:29.458]  And I'm not going to waste time going over his lengthy bio.
[01:03:29.498 --> 01:03:30.158]  Most of you know him.
[01:03:30.498 --> 01:03:31.479]  Dinesh D'Souza.
[01:03:32.279 --> 01:03:41.608]  He's the maker and writer and director, and it's based on his book, 2016 Obama's America, that the system fought to even get the theaters.
[01:03:42.409 --> 01:03:46.012]  I went and saw it, was very impressed with the quality of the production.
[01:03:46.513 --> 01:03:52.538]  I disagree with a few things in it, and we'll get into that with Dinesh D'Souza, who joins us until the bottom.
[01:03:54.063 --> 01:04:07.496]  Of course, he worked in the Reagan White House as a world affairs advisor and a policy analyst and he is a best-selling author and journalist and he joins us now.
[01:04:08.097 --> 01:04:10.079]  Thank you for coming on the show, Dinesh.
[01:04:10.880 --> 01:04:12.001]  It's a great pleasure to be on.
[01:04:12.958 --> 01:04:14.298]  Okay, so, wow!
[01:04:14.378 --> 01:04:17.019]  Tell us about the huge success of the film and where you're going.
[01:04:17.439 --> 01:04:19.420]  Well, the film has become absolutely huge.
[01:04:19.480 --> 01:04:26.302]  It started in the summer as a small film showing initially in a single theater in Houston, Texas.
[01:04:26.362 --> 01:04:29.503]  Then it went to four theaters, expanded out to about a hundred.
[01:04:29.883 --> 01:04:33.524]  But it did so well in those hundred theaters that it jumped to a thousand theaters.
[01:04:33.544 --> 01:04:38.406]  It's now in two thousand theaters, so it's pretty much any American who wants to see the film can find it.
[01:04:39.387 --> 01:04:45.231]  On our website, which is just 2016themovie.com, we'll allow you to see a trailer and see where it's playing.
[01:04:45.872 --> 01:04:54.279]  The film has now become just the past two of Michael Moore's films, Sicko and Bowling for Columbine, and also Al Gore's film called An Inconvenient Truth.
[01:04:54.299 --> 01:04:59.063]  So we are now, remarkably, the second most successful political documentary of all time.
[01:05:00.350 --> 01:05:01.111]  Simply amazing.
[01:05:01.171 --> 01:05:06.378]  It shows people are desperate for something than the mainstream pap they're being fed.
[01:05:06.438 --> 01:05:09.022]  Certainly trailblazing in a big way here.
[01:05:09.602 --> 01:05:15.971]  Dinesh, the basic thesis for those that don't know is that, what, Obama is a global wealth redistributor?
[01:05:17.293 --> 01:05:17.633]  Yes.
[01:05:17.733 --> 01:05:23.337]  You know, many people think that Obama is a wealth redistributor in America, and he is.
[01:05:23.818 --> 01:05:28.921]  So when they talk about the 1% and 99%, they think that Obama means in the United States.
[01:05:29.442 --> 01:05:30.823]  But Obama's a global guy.
[01:05:30.863 --> 01:05:36.507]  I mean, remember, here's a guy who grew up in part in Indonesia, made multiple trips to Pakistan, to Kenya.
[01:05:37.207 --> 01:05:40.750]  And so Obama looks at all this from the world point of view.
[01:05:41.350 --> 01:05:46.033]  And I think when he thinks of the 1% and the 99%, he puts all of America in the 1%.
[01:05:47.354 --> 01:05:55.620]  And there are 99 hungry nations encircling America, all of whom want America's standard of living, America's wealth, America's power, and so on.
[01:05:56.120 --> 01:06:05.087]  So Obama is not just recycling money in the United States, he's also transferring large amounts of wealth from America to the rest of the world.
[01:06:08.980 --> 01:06:15.907]  Dinesh, I want to get into the fact that you're in the news today, talking about trying to get your film on television.
[01:06:16.248 --> 01:06:16.969]  Break that down.
[01:06:17.029 --> 01:06:30.122]  I see Deadline, Hollywood Reports, Exclusive, 2016, Obama's America filmmaker reacts to President's slam, and he's looking for a network to air before elections, says mainstream media, refusing coverage.
[01:06:30.142 --> 01:06:31.224]  Elaborate on that, Dinesh.
[01:06:31.844 --> 01:06:36.269]  Well, it's been kind of odd that, you know, remember when Michael Moore made his films, this guy was everywhere.
[01:06:36.289 --> 01:06:42.937]  He was covered by the networks, he was on all the Sunday shows, he was covered widely in the newspapers and so on.
[01:06:43.337 --> 01:06:46.361]  Our film, well, for a long time was being ignored by the White House.
[01:06:47.001 --> 01:06:49.082]  Lots of mainstream outlets just weren't covering it.
[01:06:49.102 --> 01:06:50.662]  They were just pretending like it didn't exist.
[01:06:50.682 --> 01:06:52.243]  We're in a political season.
[01:06:52.263 --> 01:06:58.924]  This is the most successful political documentary of the year by far, and yet it was getting no coverage at all.
[01:06:58.944 --> 01:07:00.045]  So this is peculiar.
[01:07:00.425 --> 01:07:08.507]  And I think part of it was there was a sense that this documentary has harmful new information that might cause people to change their mind about Obama.
[01:07:08.727 --> 01:07:11.048]  So let's not cover it and let's pretend it doesn't exist.
[01:07:11.608 --> 01:07:18.233]  Now the White House has figured out, they're like, this has gotten too big, we can't ignore it, it's everywhere, so they've come out blasting it.
[01:07:18.653 --> 01:07:21.575]  But, you know, what a clumsy, inept blast it is.
[01:07:21.995 --> 01:07:27.619]  Because they're alleging all these errors in the film that are actually, not only are they not errors, but they're easily provable.
[01:07:28.260 --> 01:07:31.702]  And so I'm very happy to get into this one-on-one debate with Barack Obama.
[01:07:31.782 --> 01:07:34.344]  I know it's a debate that I'm not worried that I'm going to lose.
[01:07:35.902 --> 01:07:52.940]  Now continuing here with the success of the film, do you think it is having a major bearing on the election or could it be something that actually causes people to wake up to what Obama's doing and swing the election over to Romney?
[01:07:53.942 --> 01:07:56.383]  Well, the film isn't political in that way.
[01:07:56.403 --> 01:07:59.744]  I mean, it's not a film that's sort of a just burn word for Obama.
[01:07:59.984 --> 01:08:03.125]  In fact, the bigger issue here is the American dream.
[01:08:03.565 --> 01:08:05.546]  And in the film, we contrast two dreams.
[01:08:05.566 --> 01:08:07.967]  The American dream and Obama's dream.
[01:08:07.987 --> 01:08:12.769]  You know, I'm an immigrant, I grew up in India, and so my dream is the American dream.
[01:08:13.589 --> 01:08:21.392]  I believe in a society of merit, a society in which free markets generate wealth, America is a force for good and for freedom in the world,
[01:08:22.072 --> 01:08:23.253]  That's my American dream.
[01:08:23.293 --> 01:08:26.674]  Well, Obama has a different dream, and it's a dream from his father.
[01:08:26.774 --> 01:08:28.535]  That's the title of his autobiography.
[01:08:28.555 --> 01:08:31.696]  And so in the film, we go and find out who was his father.
[01:08:31.756 --> 01:08:32.977]  What was his father's dream?
[01:08:32.997 --> 01:08:35.458]  And it turns out to be a third-world dream.
[01:08:35.478 --> 01:08:37.899]  In some ways, an anti-American dream.
[01:08:37.919 --> 01:08:44.542]  Certainly, it's a dream of reducing America's influence in the world, treating America, if you will, as a rogue nation.
[01:08:44.562 --> 01:08:48.884]  So in some ways, yeah, it is true that Obama holds these ideas.
[01:08:49.404 --> 01:08:52.268]  Now we have the maker, the author, the director, you name it.
[01:09:06.781 --> 01:09:11.566]  Of the new hit documentary, Dinesh D'Souza, 2016, Obama's America, I'm with us.
[01:09:11.846 --> 01:09:12.707]  Here's my issue.
[01:09:13.207 --> 01:09:26.400]  I've studied history as you have, and you can undoubtedly say until the 50s and 60s, the United States, which certainly wasn't perfect, did have a policy to actually try to build up the third world and really empower them and bring them freedom.
[01:09:26.980 --> 01:09:29.262]  Since then, a perfect example,
[01:09:30.339 --> 01:09:32.261]  Putting radical jihadists in Libya.
[01:09:32.662 --> 01:09:33.703]  Putting them in Syria.
[01:09:33.743 --> 01:09:34.885]  They've now killed the U.S.
[01:09:35.345 --> 01:09:36.507]  ambassador in Libya.
[01:09:37.087 --> 01:09:38.810]  And NATO's funding this.
[01:09:39.150 --> 01:09:40.792]  This is bigger than just Obama.
[01:09:40.812 --> 01:09:43.135]  In your film, you show...
[01:09:44.281 --> 01:09:53.350]  The Middle East spreading out into, you know, areas of Central Asia, up into Russia, Western Europe, you know, a new jihad, similar to what we saw triggering the Crusades.
[01:09:53.670 --> 01:10:03.379]  We see this, you know, Islam spreading like Mordor or something in Lord of the Rings, a similar map, but then we're told that's what Obama wants.
[01:10:03.719 --> 01:10:04.220]  Well, wait a minute.
[01:10:04.580 --> 01:10:12.092]  I mean, the big megabanks funding Obama, the same ones that are funding Mitt Romney, they are the ones going with this policy.
[01:10:12.152 --> 01:10:14.677]  So, my issue is, this is a lot bigger than Obama.
[01:10:15.646 --> 01:10:17.507]  Well, it is bigger than Obama, I agree.
[01:10:18.508 --> 01:10:20.489]  And, you know, in some ways we've got to be fair.
[01:10:20.509 --> 01:10:22.811]  Obama didn't cause the Arab Spring.
[01:10:22.831 --> 01:10:26.013]  There was a revolt within the Arab world.
[01:10:26.453 --> 01:10:30.916]  My criticism of Obama is the way that he's reacting or responding to it.
[01:10:31.296 --> 01:10:33.978]  I mean, look, there's a power struggle going on in Egypt right now.
[01:10:34.118 --> 01:10:37.980]  It's between the military and between the Muslim Brotherhood.
[01:10:38.000 --> 01:10:42.603]  The Muslim Brotherhood is the largest organization of radical Islam in the world.
[01:10:43.043 --> 01:10:44.064]  So whose side is Obama on?
[01:10:45.043 --> 01:10:45.243]  I think?
[01:11:04.141 --> 01:11:05.022]  We're good to go.
[01:11:27.243 --> 01:11:40.487]  Then all the major legs of the tripod are now in place, and all the smaller countries, Jordan, Bahrain, the United Arab Emirates, and so on, they're never going to be able to hold out against a tide of radical Islam sweeping the region.
[01:11:40.587 --> 01:11:42.888]  So, you know, what's going on with Obama?
[01:11:42.928 --> 01:11:46.749]  I mean, some people think Obama's a bungler, he doesn't know what he's doing, and so on.
[01:11:47.149 --> 01:11:47.689]  I say no.
[01:11:47.989 --> 01:11:49.430]  I think Obama knows what's happening.
[01:11:49.470 --> 01:11:52.491]  It's very predictable, it's happening right in front of our eyes.
[01:11:52.931 --> 01:11:55.151]  But Obama is trying to reduce U.S.
[01:11:55.232 --> 01:11:56.372]  influence in the region.
[01:11:56.912 --> 01:12:00.904]  Part of that is to weaken our allies and allow some of the bad guys to come to power.
[01:12:01.550 --> 01:12:03.171]  Well, Dinesh, let me ask you this question.
[01:12:04.792 --> 01:12:09.316]  Clearly, a lot of Obama's family has CIA ties and connections.
[01:12:10.336 --> 01:12:16.901]  When we hear that he's a radical Muslim who wants to overthrow us, I think that is just propaganda.
[01:12:17.202 --> 01:12:18.262]  I know you're not saying that.
[01:12:18.302 --> 01:12:20.904]  You're saying he's kind of a world citizen, a globalist.
[01:12:20.944 --> 01:12:22.465]  He wants to diminish American power.
[01:12:22.626 --> 01:12:23.086]  I agree.
[01:12:23.546 --> 01:12:25.267]  But not to give it to the Muslims.
[01:12:25.548 --> 01:12:28.370]  They're just going to use those guys, the radical Muslims, to destabilize.
[01:12:28.630 --> 01:12:29.551]  This is more of a British
[01:12:30.411 --> 01:12:31.011]  Great game.
[01:12:31.051 --> 01:12:38.874]  Speaking of colonialism, and I see the mega corporations that brag that they've conquered Europe through derivatives fraud and conquered us.
[01:12:38.894 --> 01:12:44.477]  I mean, I can play the clips of CNBC saying that the world's been conquered by private banks who aren't free market.
[01:12:44.857 --> 01:12:50.659]  And I see them always waging war against sovereignty and actually the old colonialism.
[01:12:51.019 --> 01:12:54.020]  So I see Obama not even as anti-colonialist.
[01:12:54.320 --> 01:12:57.942]  He is siding with globalism that is a modern corporate
[01:12:58.462 --> 01:13:05.707]  Uh, colonialism that actually teams up with the third world not to empower them but to leverage out the first world.
[01:13:06.248 --> 01:13:08.729]  Look at the example of the globalists teaming up with China.
[01:13:09.050 --> 01:13:12.012]  Now, I mean, I know that's a complex issue, but I know you know what I'm talking about.
[01:13:12.705 --> 01:13:20.110]  Well, I do think that there is an alliance between a guy like Obama, and take a guy like George Soros, who has his own global agenda.
[01:13:20.511 --> 01:13:24.053]  Soros and Obama, in my opinion, are not coming from the same place.
[01:13:24.073 --> 01:13:27.696]  Soros has a European disdain for America.
[01:13:27.976 --> 01:13:29.777]  He uses financial leverage.
[01:13:29.837 --> 01:13:32.239]  I think he would love to try to pull America down.
[01:13:32.259 --> 01:13:34.601]  Obama has a third world ideology.
[01:13:34.641 --> 01:13:36.022]  This is the anti-colonial part.
[01:13:36.502 --> 01:13:40.669]  Obama and Soros are coming from different places, but in a way they have a common project.
[01:13:40.989 --> 01:13:44.455]  And the common project is to level down the power of the United States.
[01:13:44.475 --> 01:13:46.759]  Well that's actually true then, and what you're saying is true.
[01:13:48.356 --> 01:13:58.161]  Well sure, I mean Soros openly says he's wanted to kill the dollar forever, he's wanted to get rid of our liberties forever, he isn't admitted, you know, as a young man, a Nazi helper and sympathizer.
[01:13:58.502 --> 01:14:07.907]  How is this monster allowed to operate inside of our country and run groups like Media Matters, whose memos have come out, wanting to destroy alternative media?
[01:14:08.187 --> 01:14:11.349]  These are authoritarians, so how did the power structure
[01:14:11.829 --> 01:14:18.837]  Who's not far from perfect, but how did they let somebody like Obama get in who does want to destroy our sovereignty?
[01:14:19.077 --> 01:14:27.566]  Who would pay $22 billion to ship General Motors, Volt and Cadillac factories, Dinesh, to China?
