[00:00:00.009 --> 00:00:00.094]  Yeah.
[01:44:09.298 --> 01:44:16.700]  They knew how much he made every time he took to the stage and made a speech.
[01:44:17.100 --> 01:44:20.561]  They knew everything about Jerry Rubin.
[01:44:21.182 --> 01:44:26.083]  And at that time, it was illegal and un-American, according to Senator Church.
[01:44:26.283 --> 01:44:29.405]  And now it is many times worse, but here is the silver lining.
[01:44:29.845 --> 01:44:44.775]  People in the FBI, people in the CIA, that was mainly race-based then and it still is some to a certain extent today, but now it's purely cold-blooded globalist corporate banking cartel that took over with the Federal Reserve but now is fully dissolving the U.S.
[01:44:45.555 --> 01:44:53.523]  People inside the police, the military, and other areas, because I've talked to them, but we're seeing the evidence, they are now demoralized, but not in a bad way.
[01:44:53.943 --> 01:45:00.209]  They now get it because of countless people's work, like myself, you, Ron Paul, and others, and they understand.
[01:45:00.229 --> 01:45:01.170]  They're not buying
[01:45:01.630 --> 01:45:06.012]  The old stories of why they tell them to go out and do evil stuff, they now are getting this.
[01:45:06.032 --> 01:45:12.636]  So I think that's really, the battle is over the heart and soul, because now Congress is doing whatever they're told.
[01:45:12.936 --> 01:45:16.678]  They're following NATO, you know, being told NATO gives our military orders.
[01:45:17.239 --> 01:45:20.680]  So now it's gotten so bad, I mean, I'm starting to see a real awakening.
[01:45:20.700 --> 01:45:21.341]  Are you seeing that?
[01:45:22.381 --> 01:45:40.635]  I absolutely am, and that's why I've been working really hard, and I think I'm seeing the dividends of this work, but I've been reaching out because at some point, at one point, it became clear to me that it's not black or white, it's not a racial thing anymore.
[01:45:41.936 --> 01:45:47.541]  They were just practicing on us, and now they've expanded to the larger community.
[01:45:48.081 --> 01:45:58.989]  And so the old paradigms, the old political paradigm, left, right, you know, communist or whatever, all of that is no longer relevant.
[01:45:59.229 --> 01:46:02.451]  It's wrong versus right.
[01:46:02.731 --> 01:46:03.592]  Yep, that's it.
[01:46:04.613 --> 01:46:05.053]  That's right.
[01:46:05.113 --> 01:46:12.999]  It's tyranny versus liberty and both parties were bought and paid for by the same foreign banks and they brag in the news they've conquered us.
[01:46:13.786 --> 01:46:19.607]  That's why I've been reaching out to Oath Keepers and I've reached out to this young man.
[01:46:19.667 --> 01:46:31.049]  We've been trying to connect Dan Johnson, who is leader of these individuals who have decided that they're going to draw a line in the sand on NDAA.
[01:46:31.709 --> 01:46:41.291]  And what I want to do is I want to partner with all of the people of this country who want to draw a line in the sand.
[01:46:41.731 --> 01:46:42.391]  I'm ready.
[01:46:44.311 --> 01:46:46.732]  It is coming down to that when they say, yeah, we'll torture you.
[01:46:46.752 --> 01:46:48.293]  Yeah, we'll respond on you without warrants.
[01:46:48.553 --> 01:46:51.234]  Yeah, we're going to take your pension funds and give it in a bank or bailout.
[01:46:52.435 --> 01:46:53.475]  It is so cold-blooded.
[01:46:53.495 --> 01:46:55.076]  Now, I want to get into white slavery rings.
[01:46:55.096 --> 01:46:58.998]  That means sex trafficking for new listeners out there and what you have exposed.
[01:46:59.458 --> 01:47:04.984]  The UN estimates that in just the last decade over 2 million people were trafficked out of Europe alone.
[01:47:05.565 --> 01:47:07.427]  Millions out of the Middle East, Africa.
[01:47:07.447 --> 01:47:10.250]  This is a giant industry and who runs it?
[01:47:10.290 --> 01:47:11.431]  The big defense contractors.
[01:47:11.451 --> 01:47:17.498]  I want to play just a few minutes of you talking right to Donald Rumsfeld and the Pentagon brass in front of you.
[01:47:17.638 --> 01:47:20.040]  Talk about, talk about guts.
[01:47:20.101 --> 01:47:21.062]  Here's a short clip of that.
[01:47:22.521 --> 01:47:26.588]  of Congresswoman Cynthia McKinney talking to folks.
[01:47:26.648 --> 01:47:27.188]  It's not ready.
[01:47:27.208 --> 01:47:28.991]  We called for it at the start of the last hour.
[01:47:29.011 --> 01:47:31.635]  I mean, we got it queued up.
[01:47:32.557 --> 01:47:36.924]  Start telling folks, start telling folks about that and then we'll play the clip.
[01:47:38.140 --> 01:47:46.108]  Well, I would also just like to mention, there's another clip of me with Chertoff.
[01:47:46.348 --> 01:47:57.579]  And Chertoff, every time I'm going to the airport today, and every time you go through an airport, you know, I think about the Chertoff machines that make him very wealthy.
[01:47:58.380 --> 01:48:06.802]  Um, so, this idea of us challenging, like, the young people of We Are Change and, like, Luke Rutkowski.
[01:48:07.202 --> 01:48:19.544]  I mean, there are some young people who have decided that they're just gonna put, they're gonna do what Mario Savio said, and that is put their entire bodies against the gears and the levers and the wheels of the machine.
[01:48:19.884 --> 01:48:23.645]  And they're saying to the owners, you know, if you don't stop it, we're gonna stop it.
[01:48:23.965 --> 01:48:25.286]  Which is really beautiful.
[01:48:25.346 --> 01:48:27.066]  You're right, there is an awakening.
[01:48:27.706 --> 01:48:32.467]  And I'm just happy to be able to see this awakening now, but I want to see more as well.
[01:48:35.108 --> 01:48:35.468]  Wow.
[01:48:35.628 --> 01:48:38.189]  Yeah, we do have that clip actually queued up.
[01:48:38.269 --> 01:48:42.450]  And again, if anybody wants to watch it in full, just type in Cynthia McKinney Grills, Donald Rumsfeld.
[01:48:43.210 --> 01:48:45.410]  Here is that clip of her in Congress.
[01:48:45.690 --> 01:48:47.571]  What year was this when you did this?
[01:48:49.911 --> 01:48:50.311]  That was 2006.
[01:48:53.542 --> 01:48:57.304]  2006, and here's just part of it.
[01:48:57.484 --> 01:48:58.705]  Here's part of that hearing.
[01:49:00.526 --> 01:49:03.747]  I thank the gentleman, the gentlelady from Georgia, Ms.
[01:49:03.787 --> 01:49:04.167]  McKinney.
[01:49:05.388 --> 01:49:06.648]  Oh, thank you, Mr. Chairman.
[01:49:08.329 --> 01:49:21.496]  Mr. Secretary, I watched President Bush deliver a moving speech at the United Nations in September 2003, in which he mentioned the crisis of the sex trade.
[01:49:22.438 --> 01:49:26.540]  The President called for the punishment of those involved in this horrible business.
[01:49:27.280 --> 01:49:35.623]  But at the very moment of that speech, DynCorp was exposed for having been involved in the buying and selling of young women and children.
[01:49:36.563 --> 01:49:49.048]  While all of this was going on, DynCorp kept the Pentagon contract to administer the smallpox and anthrax vaccines, and is now working on a plague vaccine through the Joint Vaccine Acquisition Program.
[01:49:50.410 --> 01:49:52.571]  Mr. Secretary, is it policy of the U.S.
[01:49:52.631 --> 01:49:56.072]  government to reward companies that traffic in women and little girls?
[01:49:56.792 --> 01:49:57.913]  That's my first question.
[01:49:57.953 --> 01:50:09.217]  My second question, Mr. Secretary, according to the Comptroller General of the United States, there are serious financial management problems at the Pentagon, to which Mr. Cooper alluded.
[01:50:09.980 --> 01:50:13.286]  Fiscal year 1999, $2.3 trillion missing.
[01:50:13.887 --> 01:50:17.053]  Fiscal year 2000, $1.1 trillion missing.
[01:50:17.875 --> 01:50:22.583]  And DOD is the number one reason why the government can't balance its checkbook.
[01:50:23.464 --> 01:50:30.788]  The Pentagon has claimed year after year that the reason it can't account for the money is because its computers don't communicate with each other.
[01:50:31.528 --> 01:50:38.912]  My second question, Mr. Secretary, is who has the contracts today to make those systems communicate with each other?
[01:50:39.512 --> 01:50:41.973]  How long have they had those contracts?
[01:50:42.574 --> 01:50:44.975]  And how much have the taxpayers paid for them?
[01:50:45.834 --> 01:50:55.903]  Finally, Mr. Secretary, after the last hearing, I thought that my office was promised a written response to my question regarding the four war games on September 11th.
[01:50:56.584 --> 01:51:09.015]  I have not yet received that response, but would like for you to respond to the questions that I've put to you today, and then I do expect the written response to my previous question, hopefully by the end of the week.
[01:51:11.907 --> 01:51:14.008]  Thank you, Representative.
[01:51:15.009 --> 01:51:19.332]  First, the answer to your first question is no, absolutely not.
[01:51:19.472 --> 01:51:29.499]  The policy of the United States government is clear, unambiguous, and opposed to the activities that you described.
[01:51:30.300 --> 01:51:33.482]  The second question
[01:51:34.124 --> 01:51:43.051]  Well, how do you explain the fact that DynCorp and its successor companies have received and continue to receive government contracts?
[01:51:44.719 --> 01:51:59.386]  I would have to go and find the facts, but there are laws and rules and regulations with respect to government contracts, and there are times that corporations do things they should not do, in which case they tend to be suspended for some period.
[01:51:59.866 --> 01:52:10.292]  There are times then that under the laws and the rules and regulations passed by the Congress and implemented by the executive branch, that corporations can get off of
[01:52:11.652 --> 01:52:18.074]  Out of the penalty box, if you will, and be permitted to engage in contracts with the government.
[01:52:18.114 --> 01:52:21.215]  They're generally not barred in perpetuity.
[01:52:21.435 --> 01:52:25.916]  This contract, this company was never in the penalty box.
[01:52:25.976 --> 01:52:27.917]  If you could proceed to my second question, please.
[01:52:30.577 --> 01:52:39.080]  The second question... I've forgotten what the second question was.
[01:52:39.867 --> 01:52:40.468]  I think Ms.
[01:52:40.508 --> 01:52:41.528]  Jonas knows it.
[01:52:41.548 --> 01:52:42.229]  Okay, that's enough.
[01:52:42.950 --> 01:52:45.412]  Again, there's hours of this, but that's why they hate her.
[01:52:45.432 --> 01:52:47.594]  That's 2006, that's why they've gone after her.
[01:52:48.054 --> 01:52:52.157]  We've got ten minutes left here, a little bit less, former Congresswoman Cynthia McKinney.
[01:52:52.678 --> 01:53:00.044]  I think you need to be back in Congress, obviously, and I hope you do run again, and I hope the electronic voting machines don't keep you out.
[01:53:00.445 --> 01:53:03.907]  Because, I mean, you've got to be able to beat a guy that says islands are floating around.
[01:53:05.249 --> 01:53:05.789]  Everything else.
[01:53:05.829 --> 01:53:09.453]  But I mean, again, they always talk about women being grabbed.
[01:53:09.473 --> 01:53:14.458]  If you go read the actual reports, as you know, this sex slavery is little kids.
[01:53:14.519 --> 01:53:15.720]  Some of them in snuff films.
[01:53:16.120 --> 01:53:21.466]  Saudi Arabia, Israel, a bunch of other Asian countries.
[01:53:21.506 --> 01:53:22.867]  That's where these kids are going.
[01:53:23.328 --> 01:53:24.729]  And it's just left alone.
[01:53:25.450 --> 01:53:38.705]  And there's even PBS documentaries, and then it's this cause celeb to talk about sex slavery, but they're always busting some low-level pimp that's running a few prostitutes, you know, that's bad enough that they're never talking about the real deal.
[01:53:38.986 --> 01:53:43.571]  The real... I mean, I could pull up you in murdering children and show photos right now.
[01:53:43.591 --> 01:53:46.094]  I don't want to show it on TV, but go ahead, Congresswoman.
[01:53:47.025 --> 01:54:09.327]  Well, I was just going to say that you're absolutely right, and if you recall, there was the scandal, really, in Haiti of missionaries that were taking young Haitian kids, and the Haitian government caught them before they were able to escape over into the Dominican Republic.
[01:54:09.807 --> 01:54:30.546]  But we've had a situation that was actually adjudicated in the courts with another situation of a gentleman, well not really a gentleman, but a person going down to Haiti and stealing kids and bringing them back up to the United States.
[01:54:30.926 --> 01:54:35.951]  So this is really a problem, and you're right, it's an international problem.
[01:54:36.811 --> 01:54:40.676]  Our government ought to really stand up against it.
[01:54:43.519 --> 01:54:46.262]  Wow, I'm just speechless listening to you.
[01:54:46.923 --> 01:54:57.095]  And it's amazing how they'll take the crimes they're committing and then they'll create the opposition to the sex slavery and then they'll lead it so they can control the debate and whitewash it.
[01:54:57.927 --> 01:55:01.648]  Absolutely, and I guess you call that controlled opposition.
[01:55:02.288 --> 01:55:26.213]  And what we have to be able to do, those of us who view ourselves on the outside of the political system and are trying to impact it, what we have to be able to do is to identify the gatekeepers, identify the controlled opposition, and identify those who have a kind of spirit and a kind of heart that will allow us
[01:55:26.733 --> 01:55:31.977]  To penetrate all of the obstacles that are put forward against us.
[01:55:32.137 --> 01:55:34.119]  And it is possible for us to do that.
[01:55:34.519 --> 01:55:48.710]  I remember a quote from Bobby Kennedy who said that a million ripples joined together can wash down the mightiest walls of oppression.
[01:55:48.890 --> 01:55:49.751]  And I believe that.
[01:55:51.184 --> 01:55:52.005]  I agree with you.
[01:55:52.585 --> 01:56:05.697]  Look, it's simple in history, and I know you're very well read and studied and have lived a lot as well, but when you give in to corruption, the corrupt don't understand if they're just stealing money or they're just, you know, doing something that's seen as mid-level.
[01:56:06.437 --> 01:56:11.160]  That then they can't say no to the next corrupt person who's a little more corrupt than them.
[01:56:11.521 --> 01:56:13.662]  And then it's a little more corrupt and a little more corrupt.
[01:56:14.142 --> 01:56:24.129]  And pretty soon the UN is delivering kids, three-year-old toddlers, to a snuff film production company in Italy where they rape them and blow their heads off.
[01:56:24.289 --> 01:56:35.757]  I mean, and that's a real case I just mentioned that came out on Italian television and they fired the Italian producers even though it was confirmed because the snuff films were meant for distribution in California.
[01:56:36.417 --> 01:56:36.757]  Wow.
[01:56:36.917 --> 01:56:50.079]  I mean, folks, for CIA, FBI, all of you on your petty power trips, all of you that buy your propaganda, you're signed on to a global corporate combine that blows the heads off of three-year-olds, okay?
[01:56:50.139 --> 01:56:53.640]  I mean, you know, that smart bombs whole families to kill one guy.
[01:56:54.160 --> 01:57:05.582]  We have signed on to evil, collectively, and we've got to say, whoa, put the brakes on, no more, and that's what's so sick about Obama, is the Obama supporters get this crazy look in their eye and go,
[01:57:05.922 --> 01:57:06.942]  You're just racist.
[01:57:06.962 --> 01:57:07.663]  You're just Maddie 1.
[01:57:07.763 --> 01:57:09.143]  I'm like, Romney's bad too.
[01:57:09.544 --> 01:57:11.985]  But Obama is the more effective evil.
[01:57:12.385 --> 01:57:14.186]  Don't you get it's all manufactured.
[01:57:14.206 --> 01:57:16.347]  They just smile at me and say, shut up racist.
[01:57:16.447 --> 01:57:18.788]  And I'm just like, no, no, no, no, no, no, no.
[01:57:18.828 --> 01:57:19.588]  Don't you understand?
[01:57:19.608 --> 01:57:21.189]  I just, I can't get through to people.
[01:57:21.349 --> 01:57:23.050]  I just, I, they just won't listen.
[01:57:24.830 --> 01:57:43.190]  It is all manufactured, and that's why people couldn't believe when they would ask me, you know, as if I was a part of this great spectator sport, you know, you're pulling for, you know, Romney, I know you really want Obama to win, but the bottom line is that the drones are flying.
[01:57:43.490 --> 01:57:44.411]  No matter who won.
[01:57:44.871 --> 01:57:47.954]  The bombs are dropping no matter who won.
[01:57:48.654 --> 01:58:02.686]  And the policy will continue until we, the people, and this is what I keep saying over and over again, and that's why I want so much to redraw the political boundaries.
[01:58:03.206 --> 01:58:05.168]  We have to join together.
[01:58:08.050 --> 01:58:12.275]  Washing down all of those expected divisions.
[01:58:12.876 --> 01:58:21.006]  So, for example, when I came back from Cape Town, South Africa and had this so-called FBI threat against me.
[01:58:21.026 --> 01:58:24.249]  Hey, I'll tell you what, can you do five more minutes with us to tell that story about the Middle East?
[01:58:24.890 --> 01:58:27.231]  Okay, former Congresswoman Cynthia McKinney, one minute break.
[01:58:27.251 --> 01:58:28.532]  We're coming right back to her.
[01:58:28.812 --> 01:58:35.115]  And we've got in-studio guests coming up on the Tenth Amendment and how to restore the Republic, as well as the Ninth Amendment and the First Amendment.
[01:58:35.495 --> 01:58:36.476]  It's all coming up.
[01:58:36.576 --> 01:58:38.477]  Washington has been seized by foreign banks.
[01:58:38.857 --> 01:58:39.877]  What are we going to do about it?
[01:58:43.179 --> 01:58:45.000]  You are listening to GCN.
[01:58:46.681 --> 01:58:47.921]  Visit GCNlive.com today.
[01:58:52.711 --> 01:58:56.752]  Millions of people are going to get sick this winter from colds, flu, and other illnesses.
[01:58:56.832 --> 01:58:57.932]  Don't be one of them!
[01:58:58.052 --> 01:59:03.593]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial solution.
[01:59:03.753 --> 01:59:13.355]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[01:59:13.555 --> 01:59:20.216]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases.
[01:59:20.336 --> 01:59:24.459]  Such as strep, staph, pneumonia, colds, flus, and other harmful pathogens.
[01:59:24.679 --> 01:59:33.646]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[01:59:33.786 --> 01:59:37.229]  The Science Digest Journal says, silver is our mightiest germ fighter.
[01:59:37.449 --> 01:59:41.112]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[01:59:41.292 --> 01:59:45.836]  Go to supernaturalsilver.com today and use the promo code silver2012 for 20% off.
[01:59:47.657 --> 01:59:51.179]  That's supernaturalsilver.com and like us on Facebook.
[01:59:55.522 --> 01:59:57.444]  Waging war on corruption.
[01:59:57.904 --> 02:00:00.686]  Alex Jones on the GCN Radio Network.
[02:00:07.284 --> 02:00:11.485]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:12.125 --> 02:00:12.926]  You want answers?
[02:00:13.706 --> 02:00:14.606]  Well, so does he.
[02:00:15.246 --> 02:00:18.887]  He's Alex Jones on the GCN Radio Network.
[02:00:19.447 --> 02:00:23.569]  And now, live from Austin, Texas, Alex Jones.
[02:00:27.310 --> 02:00:31.251]  Final segment with Congresswoman Cynthia McKinney right now.
[02:00:33.357 --> 02:00:41.424]  You have gone to these war zones to really see firsthand what's happening and you were getting into how the system tries to imply that you're somehow a bad person.
[02:00:42.184 --> 02:00:45.547]  Now they're having no fly list, no gun buy list outside of law.
[02:00:45.847 --> 02:00:47.749]  Please continue for the five minutes we've got.
[02:00:48.644 --> 02:01:06.417]  Okay, I'll just make it brief and I can conclude in one sentence, basically, and say that it really is time for us to come together and say no to the tyranny that is about to engulf all of us.
[02:01:06.857 --> 02:01:11.921]  And so it doesn't really matter our gender, our color, our ethnicity, our religion,
[02:01:12.441 --> 02:01:13.222]  Our accent.
[02:01:13.382 --> 02:01:15.063]  I speak with a southern accent.
[02:01:15.643 --> 02:01:17.184]  None of that matters anymore.
[02:01:17.585 --> 02:01:25.570]  It all depends now on whether or not we believe in freedom and liberty, we believe in the Bill of Rights, the U.S.
[02:01:25.610 --> 02:01:29.753]  Constitution, or we're going to be run over by the people who don't.
[02:01:30.133 --> 02:01:33.696]  But I want to get back to the harassment you've gone under for going to foreign countries.
[02:01:34.531 --> 02:01:37.833]  Oh, the harassment, oh yes!
[02:01:38.154 --> 02:01:47.360]  I got an FBI call when I came back from Cape Town, South Africa as a part of the Bertrand Russell Tribunal on Palestine.
[02:01:48.060 --> 02:02:00.589]  And I came back and basically the FBI called and said that I had a terrorist threat that had been delivered against me, Eric Holder, and President Obama.
[02:02:01.471 --> 02:02:15.149]  And it was delivered by some Georgia hillbillies, and those people aren't concerned about me, but you see, it was all to, you know, and they blew it up really big.
[02:02:16.671 --> 02:02:19.093]  But that's just to create more strife.
[02:02:19.433 --> 02:02:22.775]  I know that those people in North Georgia weren't concerned about me.
[02:02:23.235 --> 02:02:34.463]  And in fact, if I were to query them, they are concerned about the same things I'm concerned about, which is those people who were making the call to me, offering their protection.
[02:02:35.163 --> 02:02:42.468]  I feel more, I feel safer with the people than I did with the FBI offer of protection, that's for sure.
[02:02:42.528 --> 02:02:44.049]  So you're saying it was a way to threaten you?
[02:02:45.160 --> 02:02:49.522]  Absolutely, and of course there's a soft repression.
[02:02:50.262 --> 02:02:58.006]  One of the aspects of what I'm studying now is repression and the tools that are used by government.
[02:02:58.026 --> 02:03:00.527]  Yeah, they call it security, but you're really in a prison.
[02:03:02.428 --> 02:03:03.608]  Let's expand on this.
[02:03:03.929 --> 02:03:06.810]  What is the best website for people to visit and find your information?
[02:03:07.592 --> 02:03:09.894]  Oh my goodness, people tell me all the time.
[02:03:10.374 --> 02:03:13.996]  They can go to allthingscynthiamckinney.com.
[02:03:15.077 --> 02:03:17.979]  And there, it's not the best website, I apologize.
[02:03:18.899 --> 02:03:24.183]  But if you hit the top back and send a message directly to me, then I will answer.
[02:03:24.203 --> 02:03:26.604]  I answer all of the messages that come to me.
[02:03:26.964 --> 02:03:29.206]  So I encourage people to communicate with me.
[02:03:29.426 --> 02:03:33.508]  Sure, well they use the name of security and safety and public safety as a prison.
[02:03:33.548 --> 02:03:39.130]  That's how the Chinese emperors got walled off and the women's feet were bound and they couldn't cut their fingernails.
[02:03:39.430 --> 02:03:42.432]  Because you're such a god, you can't feed yourself or walk.
[02:03:42.912 --> 02:03:45.973]  And that's how the priest class took over and became the real emperors.
[02:03:46.474 --> 02:03:48.074]  And it's the same thing, the TSA.
[02:03:48.114 --> 02:03:49.335]  What's your take on the TSA?
[02:03:50.185 --> 02:03:51.346]  Uh, it's a bunch of bunk.
[02:03:52.106 --> 02:04:01.573]  And, um, I mean, you know, if you look at, look at the business of the TSA, first of all, all of those machines, I opt out all of the time.
[02:04:02.093 --> 02:04:11.039]  And we did get a, um, a modest victory with the, you know, saying, okay, we can film because that was your initiative, I believe.
[02:04:11.519 --> 02:04:11.819]  Exactly.
[02:04:11.999 --> 02:04:13.420]  TSA is literal slave training.
[02:04:32.014 --> 02:04:32.614]  Absolutely.
[02:04:32.714 --> 02:04:38.716]  And also the other thing is the responsibility of government to tell us what's going on with Fukushima.
[02:04:38.736 --> 02:04:44.517]  We've got something going on at San Onofre nuclear power plant out in California.
[02:04:44.577 --> 02:04:45.097]  What is it?
[02:04:45.157 --> 02:04:48.718]  What's going on with the nuclear plant in New Jersey?
[02:04:48.998 --> 02:04:51.939]  There's so much, there's so many issues out there.
[02:04:52.719 --> 02:04:53.779]  Everything's degenerating.
[02:04:53.799 --> 02:04:55.980]  Will you promise to come back soon and we'll talk about that?
[02:04:56.587 --> 02:04:57.348]  Yes, I will.
[02:04:57.668 --> 02:04:58.869]  Wow, what an amazing lady.
[02:04:58.909 --> 02:04:59.509]  Thank you so much.
[02:04:59.569 --> 02:05:00.810]  I'll say bye to you during the break.
[02:05:01.050 --> 02:05:01.911]  Guest coming in studio.
[02:05:03.071 --> 02:05:08.535]  Sodium fluoride in the body reduces IQ and increases cancers.
[02:05:08.855 --> 02:05:15.920]  Unfortunately, fluoride and its derivatives are only one of hundreds of toxins being added to our drinking water.
[02:05:16.220 --> 02:05:18.662]  We're battling the globalist on so many fronts.
[02:05:18.962 --> 02:05:25.006]  Health is an area where we can all take control of our lives, and it all starts with that basic building block of water.
[02:05:25.666 --> 02:05:28.430]  It is time to purify our family's water.
[02:05:28.711 --> 02:05:35.360]  The ProPure filtration system with added fluoride filters is the best system for my research to protect you and your family.
[02:05:35.601 --> 02:05:40.668]  Infowarstore.com already has the lowest prices on ProPure water filtration.
[02:05:40.888 --> 02:05:46.572]  But until December 10th, we are going to offer 15% off the already lowest price.
[02:05:46.933 --> 02:05:48.994]  I know what I'm giving my family this Christmas.
[02:05:49.235 --> 02:05:49.795]  ProPure.
[02:05:49.975 --> 02:05:55.980]  Go to mfallwarstore.com and get 15% off the already lowest price out there with the code WATER15.
[02:05:56.821 --> 02:06:01.444]  WATER15 and you get 15% off at mfallwarstore.com.
[02:06:04.547 --> 02:06:05.828]  If you want an American
[02:06:06.553 --> 02:06:09.396]  With American products made by Americans?
[02:06:09.796 --> 02:06:12.199]  Here is the Cal Ben Soap Company.
[02:06:12.639 --> 02:06:16.263]  Alex and his staff have used these pure soap products for years.
[02:06:16.703 --> 02:06:23.530]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[02:06:24.011 --> 02:06:26.514]  See them on the web at 5starsoap.com.
[02:06:27.014 --> 02:06:31.538]  Or call 800-340-7091 for a free catalog.
[02:06:31.878 --> 02:06:37.162]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using.
[02:06:37.802 --> 02:06:42.926]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[02:06:43.226 --> 02:06:44.848]  This is an amazing deal.
[02:06:45.208 --> 02:06:49.811]  You can save thousands of dollars and you will love the way real soap makes you feel.
[02:06:50.432 --> 02:06:52.914]  See them on the web at 5starsoap.com.
[02:06:53.154 --> 02:06:54.942]  Or call 800-340-7091 for a free catalog.
[02:07:02.065 --> 02:07:04.846]  Have you ever wanted to generate your own supply of electrical power?
[02:07:05.126 --> 02:07:06.807]  Even save money on your electric bill?
[02:07:07.087 --> 02:07:10.408]  If so, this could be one of the most important messages you will ever hear.
[02:07:10.729 --> 02:07:12.789]  Solar power generators are now available.
[02:07:12.930 --> 02:07:16.351]  These emergency backup systems provide life-saving electrical power.
[02:07:16.571 --> 02:07:22.373]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[02:07:22.634 --> 02:07:26.015]  It's like having an electrical power plant running quietly in your own home.
[02:07:26.355 --> 02:07:30.958]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[02:07:31.098 --> 02:07:36.802]  Whether it's hurricanes, ice storms, brownouts or blackouts, you'll never suffer through painful power outages again.
[02:07:37.062 --> 02:07:38.123]  And here's the best news.
[02:07:38.343 --> 02:07:41.245]  A remarkable fall truckload sale is going on right now.
[02:07:41.505 --> 02:07:45.327]  It gets you $1,700 in bonuses when you buy a solar generator.
[02:07:45.427 --> 02:07:53.130]  To find out why these solar generators are the best generators, and get $1,700 in bonuses for doing so, go to falltruckloadsale.com.
[02:07:53.270 --> 02:07:55.111]  That's falltruckloadsale.com.
[02:07:55.351 --> 02:07:57.392]  Generate your own supply of electricity.
[02:07:57.512 --> 02:07:59.473]  Go to falltruckloadsale.com.
[02:07:59.573 --> 02:08:01.474]  That's falltruckloadsale.com.
[02:08:03.415 --> 02:08:10.778]  There's an old saying in Tennessee, I know it's in Texas, probably in Tennessee, that says, fool me once, shame on me.
[02:08:13.061 --> 02:08:13.721]  Shame on you.
[02:08:13.741 --> 02:08:16.242]  If you fool me, you can't get fooled again.
[02:08:17.122 --> 02:08:19.263]  He aligns himself with the truth.
[02:08:19.503 --> 02:08:22.244]  And it's time for you to choose a side.
[02:08:22.744 --> 02:08:31.666]  You're listening to Alex Jones.
[02:08:32.366 --> 02:08:34.487]  There is so much incredible news out there.
[02:08:34.507 --> 02:08:36.628]  They're talking about getting rid of dollar bills.
[02:08:36.688 --> 02:08:38.408]  They devalued the currency so much.
[02:08:40.289 --> 02:08:40.989]  We've also
[02:08:42.259 --> 02:08:48.228]  Got the Republicans working with the Democrats to raise taxes to pay more corporate welfare to foreign banks.
[02:08:48.269 --> 02:08:49.270]  That's where most of it goes.
[02:08:50.612 --> 02:08:54.699]  We've got a Democratic representative amend the Constitution to allow
[02:08:56.128 --> 02:08:58.069]  Restrictions on freedom of speech.
[02:08:58.169 --> 02:08:59.770]  That's CBS News.
[02:09:00.390 --> 02:09:09.874]  The same Democratic congressman that says that islands float, Hank Johnson, who replaced Congresswoman Cynthia McKinney, who just joined us.
[02:09:09.894 --> 02:09:12.735]  I mean, that guy is the definition of a Froot Loop.
[02:09:13.976 --> 02:09:16.237]  I mean, he's actually hilarious, though.
[02:09:16.597 --> 02:09:18.938]  He'd be great to have over to a dinner party, I'm going to be honest with you.
[02:09:19.838 --> 02:09:20.578]  Continuing.
[02:09:22.403 --> 02:09:24.764]  There is just so much news coming out.
[02:09:25.065 --> 02:09:31.569]  Up at DrugsReport.com, there's a story, a couple indicted for disturbing graphic videos of puppies, kittens tortured and killed.
[02:09:31.609 --> 02:09:33.950]  That's a real popular thing the last few years with trendies.
[02:09:34.611 --> 02:09:39.193]  Because they're so decadent, people are getting into evil as a form of nihilism.
[02:09:39.574 --> 02:09:47.078]  And I covered earlier, mainstream news admitting that under Obamacare, they're going to take sick children and dehydrate them and kill them.
[02:09:47.298 --> 02:09:47.719]  It's murder.
[02:09:48.199 --> 02:09:49.820]  They don't give the Hippocratic Oath anymore.
[02:09:49.840 --> 02:09:50.961]  Paul Watson has an article.
[02:09:52.361 --> 02:09:54.443]  Up at Infowars.com on that.
[02:09:54.463 --> 02:10:00.346]  They're even saying, if you don't want your, up to age three, if you don't want your kids, even if they're healthy, you can just kill them.
[02:10:01.227 --> 02:10:03.948]  So, but it's liberal, so it's okay.
[02:10:04.869 --> 02:10:06.029]  As long as it's called liberal.
[02:10:06.470 --> 02:10:09.311]  You know, Margaret Sanger loved Hitler, but she was liberal, so it was okay.
[02:10:10.452 --> 02:10:14.574]  Now, before we go to our guests, we've got one via Skype, and then one here in studio.
[02:10:14.614 --> 02:10:14.995]  Amazing.
