[00:00:00.209 --> 00:00:01.229]  Mainstream media.
[01:22:34.082 --> 01:22:35.103]  Limit one per customer.
[01:22:35.283 --> 01:22:37.005]  This sale ends February 29th.
[01:22:37.105 --> 01:22:43.210]  Call 800-222-9596 and experience exceptional customer service and our low price guarantee.
[01:22:43.330 --> 01:22:44.731]  That's 800-222-9596.
[01:22:46.032 --> 01:22:46.312]  Hurry!
[01:22:46.513 --> 01:22:48.014]  Sale ends February 29th.
[01:22:48.194 --> 01:22:49.275]  The choice is clear.
[01:22:49.555 --> 01:22:52.237]  Be unprepared or be prepared dot com.
[01:22:53.183 --> 01:22:55.464]  Big Berkey water filters are in high demand.
[01:22:55.684 --> 01:22:57.525]  Storable foods are also in high demand.
[01:22:57.745 --> 01:23:02.607]  BigBerkeyWaterFilters.com has always kept our focus on the Berkey water filter products.
[01:23:02.787 --> 01:23:06.208]  But increasingly, our customers have been asking for storable foods.
[01:23:06.488 --> 01:23:13.391]  After months of research, BigBerkeyWaterFilters.com now offers great tasting, long lasting, storable foods.
[01:23:13.711 --> 01:23:17.012]  These ready to eat meals are packed in airtight nitrogen pouches.
[01:23:17.272 --> 01:23:18.633]  All you do is just add water.
[01:23:18.853 --> 01:23:22.474]  And because they're sealed so well, they come with a 25 year shelf life.
[01:23:22.754 --> 01:23:31.696]  Combine our Berkey water filters, which are powerful enough to purify treated, untreated, or even stagnant pond water with our storable foods, and you have a winning combination.
[01:23:31.916 --> 01:23:38.938]  Remember, we offer free shipping on every order over $50, and GCN listeners receive 5% off all ceramic filter systems.
[01:23:39.318 --> 01:23:45.479]  Visit bigberkeywaterfilters.com or call 877-99-BERKEY.
[01:23:45.699 --> 01:23:48.260]  That's bigberkeywaterfilters.com or call 877-99-BERKEY today.
[01:24:05.490 --> 01:24:10.696]  I saw some clips of Jeff Green speaking before the City Council.
[01:24:10.756 --> 01:24:13.979]  He's also an effective national figure educating people.
[01:24:14.059 --> 01:24:19.045]  I've seen him on Dr. Mercola's show and his reports.
[01:24:20.749 --> 01:24:37.775]  And the issue here is that all over the United States, we've educated people, the FDA's own scientists have come out and said it gives you bone cancer, dental fluorosis, doesn't help you, it's very toxic, it's more than just fluoride in there, it's a cover name for toxic waste, let's get it out.
[01:24:38.876 --> 01:24:42.377]  And their response is, okay, we'll just pass a law making you have it.
[01:24:43.297 --> 01:24:46.280]  Because it's a giant industry that it would have to pay to store this.
[01:24:46.760 --> 01:24:49.702]  And the eugenicists like it, because it's another nasty thing to do.
[01:24:49.742 --> 01:24:52.004]  I mean, this is, you're being assaulted, folks.
[01:24:52.325 --> 01:24:53.846]  And this hoax is starting to come down.
[01:24:54.126 --> 01:24:57.529]  Just like with the vaccines, people aren't vaccinating now, they're trying to make it the law.
[01:24:57.989 --> 01:25:01.312]  They shoot your kids up in California without telling you, with the Gardasil and other stuff.
[01:25:01.753 --> 01:25:10.200]  So go ahead, Jeff Green, break down the fight you've got in San Diego, what the state's trying to do, and the next level of the fight, sir.
[01:25:10.900 --> 01:25:16.726]  Well actually it's all over the United States and I guess if I could just mention that there's a couple things that should have already resolved all this.
[01:25:17.247 --> 01:25:32.362]  When the Journal of the American Dental Association, the journal that almost all the dentists who belong to the ADA usually receive, when it came out in the year 2000 as a cover story and told people it doesn't work when you swallow it, you would have thought it would have gone away.
[01:25:33.095 --> 01:25:44.162]  When the CDC and the Centers for Disease Control, most of your audience probably knows that, but the Centers for Disease Control came out with a report that called it one of the most important things that had happened in the last century.
[01:25:44.862 --> 01:25:52.687]  And if you look at page four, it says it doesn't, there's no correlation between the amount of fluoride that's in the enamel of the tooth and whether you have tooth decay or not.
[01:25:53.419 --> 01:25:55.960]  And that if there's not enough fluoride in the saliva, they have impact.
[01:25:56.401 --> 01:26:04.245]  So, what most people think are the accurate way of going about it, or the best way to go about this, is to educate them or provide them the information.
[01:26:04.265 --> 01:26:07.827]  Most of the time, what you get is somebody saying, thanks for sharing.
[01:26:08.947 --> 01:26:17.972]  And so what we've had to find is that there are, when someone actually hears about this for the very first time, is they're almost incredulous as to how all this could be true.
[01:26:18.533 --> 01:26:21.194]  And one of the questions that comes up is, how could this happen?
[01:26:21.234 --> 01:26:22.615]  If that's true, how do they get by with it?
[01:26:23.288 --> 01:26:24.490]  And the truth is they break the law.
[01:26:25.771 --> 01:26:26.713]  They actually break the law.
[01:26:27.073 --> 01:26:40.070]  The difference is those laws or regulations that are also part of those laws are kind of wound up in a bureaucratic maze that means the average citizen can't just go running in and shoot at it and have it stop.
[01:26:40.991 --> 01:26:42.872]  I'm glad you just hit the nail on the head.
[01:26:42.992 --> 01:26:51.494]  It's criminal to forcibly medicate, even with a good drug, because of the Nuremberg Code, common sense, common law, and federal law, state law.
[01:26:51.974 --> 01:27:03.418]  But to put a deadly toxic waste in the water, mislabel it, call it fluoride, when it's not even that as you know, and know that it's doing this because the politicians are paid off, it is criminal!
[01:27:03.678 --> 01:27:08.159]  And it's time to start going after them with civil lawsuits, bare minimum.
[01:27:08.846 --> 01:27:12.529]  Well, we actually do have a lawsuit that was filed this last year.
[01:27:12.549 --> 01:27:30.104]  It was filed here in the Federal District Court down in San Diego, Federal District Court of Southern California, and it was individuals who live in the San Diego County region of California, actually it's Southern California, and it was filed against Metropolitan Water District of Southern California that delivers
[01:27:30.564 --> 01:27:31.305]  We're good to go.
[01:27:50.357 --> 01:28:02.444]  And that they've taken this hydrofluorosilicic acid, which is hard for most people to say, but in fact they took this particular substance, they weren't compelled by the state to do it, they did it on their own, and they've basically been shoving it down everybody's throat.
[01:28:02.464 --> 01:28:12.350]  So this particular lawsuit has gone through the complaint cycle, it's gone through what is normal would be the Metropolitan Water District basically having a motion to dismiss
[01:28:13.070 --> 01:28:21.515]  We've anticipated in many cases that if you're in the lower court that you're still going to have to go to the appellate court, and we're prepared to go all the way with this, but it's very narrowly focused.
[01:28:21.535 --> 01:28:22.675]  It's focused on the fact that they have
[01:28:37.663 --> 01:28:38.024]  We're good to go.
[01:28:56.210 --> 01:28:58.671]  And I think it's also good to launch more torpedoes.
[01:28:58.731 --> 01:28:59.692]  I mean, others can do it.
[01:28:59.712 --> 01:29:00.593]  You've done your job.
[01:29:00.993 --> 01:29:09.560]  And to sue city council people who are getting campaign money, you can go get their filings, find out where they got it, when they've gotten money from the phosphate industry.
[01:29:09.980 --> 01:29:12.942]  You can also go after them for deception.
[01:29:13.523 --> 01:29:16.145]  You can also go after them basically for bribes.
[01:29:16.885 --> 01:29:18.627]  You can go after them for the fact that they're
[01:29:19.087 --> 01:29:19.727]  We're on the march.
[01:29:19.747 --> 01:29:20.887]  The empire's on the run.
[01:29:47.299 --> 01:29:50.161]  Alex Jones and the GCN Radio Network.
[01:29:54.445 --> 01:29:55.446]  I had tried everything.
[01:29:55.526 --> 01:29:57.668]  I'd cut back the amount of food I was eating.
[01:29:57.888 --> 01:30:00.590]  I was lifting weights and jogging, but nothing was working.
[01:30:01.010 --> 01:30:05.494]  My body was literally starving for minerals and trace elements as well as key vitamins.
[01:30:05.834 --> 01:30:12.220]  And as soon as I had that, I immediately could eat half of what I was eating previously and be satisfied.
[01:30:12.680 --> 01:30:23.167]  Now, there are hundreds of great products at Infowarsteam.com, but I want to point out the three that have helped me lose 37 pounds in just two months.
[01:30:23.907 --> 01:30:28.050]  Products like Beyond Tangy Tangerine, Pollen Burst, and Rebound.
[01:30:28.390 --> 01:30:34.414]  When I started taking the Tangy Tangerine and other products every day, I lost more than 37 pounds in just two months.
[01:30:34.634 --> 01:30:35.775]  Now, that's results.
[01:30:36.195 --> 01:30:48.328]  I want to challenge my listeners to go to InfoWarsTeam.com and to order just three of their products and you will see the changes in the way you look, feel, and in your appetite almost immediately.
[01:30:48.728 --> 01:30:50.950]  Start your journey to health and wellness today.
[01:30:51.271 --> 01:30:52.392]  InfoWarsTeam.com
[01:30:53.834 --> 01:30:55.096]  Hi, this is Alex Jones.
[01:30:55.156 --> 01:31:00.503]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:31:00.743 --> 01:31:05.369]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:31:05.770 --> 01:31:06.150]  It's true.
[01:31:06.230 --> 01:31:10.796]  Seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:31:11.317 --> 01:31:16.020]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:31:16.541 --> 01:31:18.482]  They call it a Survival Seed Bank.
[01:31:18.862 --> 01:31:23.465]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:31:23.665 --> 01:31:24.566]  And here's the best part.
[01:31:24.786 --> 01:31:27.548]  These seeds have not been genetically modified in any way.
[01:31:27.848 --> 01:31:31.150]  And you actually get enough seeds to plant a full acre crisis garden.
[01:31:31.470 --> 01:31:34.312]  So visit them today at SurvivalSeedBank.com.
[01:31:34.653 --> 01:31:36.554]  That's SurvivalSeedBank.com.
[01:31:36.874 --> 01:31:37.815]  Or give them a call at 877-327-0365.
[01:31:41.437 --> 01:31:45.140]  That's 877-327-0365.
[01:31:45.680 --> 01:31:50.184]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:31:50.504 --> 01:31:52.886]  This is Alex Jones for survivalseedbank.com.
[01:31:54.147 --> 01:31:58.852]  Folks, Iran and the Mideast nuclear mess is already ballooning our gas prices.
[01:31:59.152 --> 01:32:11.345]  Whether you're struggling with food costs, which are being blown up by gas costs now, or know that when the Mideast showdown explodes, whatever food supply you have is all you'll get because of huge panic demand.
[01:32:11.666 --> 01:32:13.748]  eFoods Direct Family Packs are the answer.
[01:32:14.088 --> 01:32:20.574]  Now the most affordable best food is saving you up to 50% compared to other poor quality food companies.
[01:32:20.955 --> 01:32:28.682]  The new Alex Jones Quick Fix Family Pack saves you so much money, the savings from eating this food will actually help you pay your other bills.
[01:32:29.102 --> 01:32:36.186]  No matter what effect the Mideast crisis or the crashing economy have, you'll have food as delicious tonight as 25 years from now.
[01:32:36.566 --> 01:32:41.328]  Order now for 50% savings and free shipping on these affordable family packs.
[01:32:41.568 --> 01:32:43.909]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[01:32:43.929 --> 01:32:46.891]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[01:32:56.403 --> 01:33:00.446]  You are listening to an InfoWars.com Frontline Report.
[01:33:02.989 --> 01:33:07.152]  If you are receiving this transmission, you are the resistance.
[01:33:14.518 --> 01:33:23.166]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[01:33:26.062 --> 01:33:27.723]  I'm crazed for liberty.
[01:33:27.743 --> 01:33:29.603]  I realize what I'm facing.
[01:33:29.823 --> 01:33:41.508]  I know we're going up against hardcore scientific killers that think we're so stupid we'll just pay attention to football and baseball and fashion and not care about the GMO designed to sterilize us or the deadly sodium fluoride.
[01:33:41.768 --> 01:33:43.048]  We're being assaulted.
[01:33:43.288 --> 01:33:46.189]  The cancer rates are up over 2,000% on average.
[01:33:46.589 --> 01:33:51.491]  I got a lot of friends and family that are dead or dying and I'm mad about it.
[01:33:52.111 --> 01:33:53.352]  I don't like it.
[01:33:54.386 --> 01:33:55.027]  You understand that?
[01:33:55.107 --> 01:33:56.629]  I take it personal.
[01:33:57.190 --> 01:33:58.411]  They didn't screw me up.
[01:33:59.292 --> 01:34:00.434]  They didn't screw me up.
[01:34:00.975 --> 01:34:08.344]  You know, I've known neighbors and stuff that have caught, you know, years ago, kids in their garage stealing beer or whatever.
[01:34:09.913 --> 01:34:21.876]  I've got one quasi-acquaintance, I've known him off and on for years, who caught a teenager and they're stealing, didn't have a gun on him, and beat the guy to a pulp, and police came and he didn't get in trouble for it, it's his right to do it.
[01:34:22.236 --> 01:34:28.498]  But, I mean, I'll be honest, if I catch somebody stealing a lawnmower or something, running off with it, I'm probably not going to stomp them.
[01:34:29.678 --> 01:34:33.679]  I'm going to say, hey, that's, you know, that's mine, and then if they bow up or something, you know.
[01:34:33.699 --> 01:34:36.000]  The point is, it's not worth the danger.
[01:34:36.798 --> 01:34:37.719]  I don't get mad at him.
[01:34:37.739 --> 01:34:39.140]  Now, you come to my house, I'm going to kill you.
[01:34:39.340 --> 01:34:40.921]  Because that's your home invading now.
[01:34:41.581 --> 01:34:47.385]  My point is, I'm not going to get mad over a neighbor's dog going to the bathroom or something like I've seen neighbors years ago.
[01:34:47.405 --> 01:34:49.467]  That's why I moved into the country, getting arguments with each other.
[01:34:50.826 --> 01:34:55.770]  of their dog going in their yard, or people parking in their parking space in apartments.
[01:34:55.910 --> 01:35:02.516]  I actually heard about a fight between a guy I knew and some other guy back when I lived in an apartment like 12 years ago.
[01:35:02.536 --> 01:35:05.158]  And the cops came and everything, I was told.
[01:35:05.198 --> 01:35:06.199]  There was blood everywhere.
[01:35:06.219 --> 01:35:10.583]  I just knew that I saw, you know, blood and stuff on the ground and heard about it from the neighbors.
[01:35:10.623 --> 01:35:12.704]  The point is, you all know those stories.
[01:35:14.005 --> 01:35:15.727]  Oh, if you parked in my parking space, stop doing it.
[01:35:16.519 --> 01:35:17.800]  Hey man, don't blow up to me!
[01:35:17.940 --> 01:35:18.600]  You got a problem?
[01:35:18.620 --> 01:35:19.120]  Let's go!
[01:35:19.140 --> 01:35:23.023]  I mean, what are you... So what if somebody parks in your parking space?
[01:35:23.643 --> 01:35:24.924]  I mean, go over and say something to them.
[01:35:24.944 --> 01:35:25.604]  They blow up to you.
[01:35:25.744 --> 01:35:26.604]  Okay, whatever.
[01:35:26.985 --> 01:35:28.165]  I'll just start parking in yours.
[01:35:28.525 --> 01:35:28.906]  Okay?
[01:35:29.346 --> 01:35:30.286]  You want to be a punk?
[01:35:30.987 --> 01:35:32.668]  You know, I mean, that's the way I am.
[01:35:33.648 --> 01:35:36.570]  And then I guess if somebody got in my face and hits me, I'll get in a fight with them.
[01:35:37.050 --> 01:35:39.852]  But somebody's trying to poison my kids and me?
[01:35:40.152 --> 01:35:41.552]  Man, I mean, I'm mad!
[01:35:42.353 --> 01:35:43.453]  I mean, I'm angry.
[01:35:43.594 --> 01:35:43.994]  I mean, I'm...
[01:35:45.191 --> 01:35:50.855]  I'm in the mode to pull somebody's head off, but I'm going to physically fight them because that's how we do it in the 21st century.
[01:35:51.395 --> 01:35:58.880]  But I'm going to savagely call them out, and I'm going to try to activate the same survival instincts that I know you've got that I've got.
[01:35:58.900 --> 01:36:02.402]  Let me tell you something, there's unlimited energy in survival.
[01:36:02.722 --> 01:36:04.743]  There's unlimited energy in taking stuff personal.
[01:36:04.983 --> 01:36:05.904]  There's unlimited energy.
[01:36:06.727 --> 01:36:11.772]  In getting focused and getting angry and taking action like Jeff Green's doing.
[01:36:11.812 --> 01:36:14.975]  I don't want him to give out any websites so people can duplicate what he's done.
[01:36:15.215 --> 01:36:20.019]  They've successfully for years blocked fluoride being added to 16 million people.
[01:36:20.900 --> 01:36:23.522]  Because that's San Diego pumps out to everybody in that whole area.
[01:36:23.562 --> 01:36:25.184]  They're in Orange County and the rest of it.
[01:36:26.186 --> 01:36:28.168]  The most populous area of the country after Manhattan.
[01:36:28.968 --> 01:36:30.830]  And they're close to getting it out now.
[01:36:30.890 --> 01:36:36.775]  For two years, the feds came in with the state, spent millions, I'm going from memory, he can correct me, but getting it in there.
[01:36:37.195 --> 01:36:46.263]  And now in other places, in Canada, in states like New Jersey, in Arkansas, they passed laws last year, saying we're gonna fluoridate.
[01:36:46.303 --> 01:36:50.427]  Now they're coming in and saying, parents, you need to give your kids fluoride tablets if you're on a well.
[01:36:51.327 --> 01:36:53.248]  There's fluoride baby water everywhere.
[01:36:53.569 --> 01:36:59.953]  They know we're waking up, so their answer to hide this criminal hoax is to just get more in our face, just like the vaccine makers.
[01:37:00.513 --> 01:37:03.875]  A, do you agree with that statement, Jeff?
[01:37:03.955 --> 01:37:09.599]  I would like to change some of the facts that you have with part of it, but probably more importantly, we have ways to stop this.
[01:37:10.359 --> 01:37:15.723]  And part of it is to take that anger at injustice, which you experience and I experience, and we both know it's not just the fluoride.
[01:37:15.783 --> 01:37:19.065]  It's all of these intrusions that place you in peril.
[01:37:19.925 --> 01:37:20.606]  We're good to go.
[01:37:38.721 --> 01:37:45.044]  But when you get the media working against you, unfortunately, the people's minds you have to change, unfortunately, aren't listening to you most of the time.
[01:37:45.564 --> 01:38:00.792]  So we've actually found ways to be able to guide people through so that we can actually focus on accountability, on full disclosure, transparency, compliance with all the laws, and conformance with already established standards.
[01:38:00.812 --> 01:38:05.474]  And what we find out is we already have things in our favor that will allow us to stop this.
[01:38:06.588 --> 01:38:07.589]  Let me stop you again.
[01:38:07.629 --> 01:38:08.830]  Let me stop you and give you the floor.
[01:38:09.491 --> 01:38:16.476]  They tried to pass a law last year to not let the TSA grope people sexually in the airport.
[01:38:16.877 --> 01:38:18.838]  And then finally some state reps went, wait a minute.
[01:38:19.138 --> 01:38:20.279]  It's already against the law.
[01:38:20.319 --> 01:38:22.581]  That's why the state police and FBI can't do this.
[01:38:22.922 --> 01:38:23.882]  How are you doing this?
[01:38:23.922 --> 01:38:29.587]  Well, they created a new agency and just gave them executive authority that doesn't stand up to do it.
[01:38:29.607 --> 01:38:30.808]  So we don't need another law.
[01:38:31.228 --> 01:38:33.730]  Just enforce the regular laws that are there.
[01:38:33.790 --> 01:38:34.131]  Go ahead.
[01:38:34.511 --> 01:38:35.352]  Well, you're exactly right.
[01:38:35.392 --> 01:38:43.661]  And like I said before, what happens is we have this bureaucratic maze that exists all across the country, which basically prevents the average citizen from being able to get through it.
[01:38:43.701 --> 01:38:46.524]  So what we actually do is show people, here's how you can do that.
[01:38:46.824 --> 01:38:48.205]  Here's how you peel back the layers.
[01:38:48.646 --> 01:38:54.572]  If you try to do it all at one time, it's kind of like, you know, the guy with the rifle charging up the hill and you wonder why he got shot.
[01:38:54.592 --> 01:38:57.215]  You know, you have to, we have them surrounded.
[01:38:58.012 --> 01:38:59.913]  They actually, we know they're not in the right.
[01:38:59.993 --> 01:39:01.933]  We have too many people who know what's going on.
[01:39:02.434 --> 01:39:06.995]  But as long as we run in to get them instead of realizing, well, how do we pull this apart?
[01:39:07.476 --> 01:39:10.577]  And so I'm happy for people to call me and talk to me.
[01:39:10.617 --> 01:39:24.922]  We can actually look at, you know, formalizing basically a very unique situation for their particular community so that you can peel these things back and force it so that you no longer have this interference with you getting the best drinking water available.
[01:39:25.660 --> 01:39:28.121]  And you know Alex as well as anything.
[01:39:28.541 --> 01:39:30.562]  The fluoridation angle is just the tip of the spear.
[01:39:30.602 --> 01:39:38.244]  It's somebody that knows that it was wrong from the very beginning, and as long as they keep on calling it the greatest thing in the world, you're supposed to continue forward with it.
[01:39:38.404 --> 01:39:40.025]  It's just the tip of the spear of all these things.
[01:39:41.832 --> 01:39:59.608]  You're right, because if you can prove that they know that, say, the H1N1 vaccine didn't protect you and doubles your chances of getting the regular flu, major government studies of Canada and the U.S., and that the companies know it's a hoax, if you could show them that it was the end of World War II, the people really trusted the government for the first time in U.S.
[01:39:59.628 --> 01:40:00.729]  history, we were the good guys,
[01:40:01.249 --> 01:40:03.470]  And they said, hey, we're going to put this in your water to help your teeth.
[01:40:03.851 --> 01:40:05.291]  And folks are like, yeah.
[01:40:05.592 --> 01:40:09.794]  But some people said, no, it's going to dumb the public down.
[01:40:09.854 --> 01:40:10.975]  It was used in the camps.
[01:40:11.335 --> 01:40:13.196]  They're like, oh, shut up, conspiracy theorist.
[01:40:13.576 --> 01:40:17.379]  And now here we are all these years later, and we've seen the health effects of it.
[01:40:17.439 --> 01:40:18.879]  The awakening is here.
[01:40:21.019 --> 01:40:23.722]  I've studied the different cities, depending on what company they buy it from.
[01:40:24.383 --> 01:40:31.191]  I looked up, like two years ago, from insiders, what was in Missouri, sent me the data sheet on it.
[01:40:31.932 --> 01:40:36.157]  The so-called fluoride they were buying from China had over 300 chemicals in it.
[01:40:38.126 --> 01:40:40.968]  And it was just pure toxic waste, and they called it fluoride.
[01:40:41.248 --> 01:40:44.831]  And as you pointed out, even the so-called pure fluoride isn't even fluoride.
[01:40:45.611 --> 01:40:52.096]  Talk a little bit about what we know they're putting in under the name fluoride, and some of the health effects that we know about.
[01:40:52.116 --> 01:40:54.998]  I mean, I know you're going at the basics that it's illegal to do this.
[01:40:55.038 --> 01:40:56.919]  And then I want you to speak to the fact, because I know you've seen it.
[01:40:57.439 --> 01:41:01.382]  Fox News, you know, is saying, oh, maybe lithium needs to be in the water.
[01:41:01.422 --> 01:41:03.844]  The Japanese government's saying, and another toxic heavy metal.
[01:41:04.264 --> 01:41:06.065]  Because, you know, that'll cut down on suicide.
[01:41:06.485 --> 01:41:08.546]  And, oh, we want to put statins in the water.
[01:41:08.626 --> 01:41:09.847]  You know, even kids need them.
[01:41:10.227 --> 01:41:13.228]  Which they admit, basically, were... That's part of... Go ahead.
[01:41:13.248 --> 01:41:14.188]  That's been out now.
[01:41:14.248 --> 01:41:22.212]  And, of course, if we had applied any of what we call criteria or standards, you know, that basically would have to do with anything we put in the water, none of these things would survive.
[01:41:22.272 --> 01:41:25.413]  Because you'd ask for them to take the burden of accountability on it.
[01:41:25.954 --> 01:41:32.837]  So, this is actually part of how we've been able to affect, in an area that, let's say, has been fluoridated for 40 or 50 years,
[01:41:34.097 --> 01:41:38.760]  And realize that that place doesn't, the public policy has been supported by the courts.
[01:41:39.260 --> 01:41:46.124]  The courts have basically, even though I don't agree with it, they basically said that the public policy is a legitimate government interest to reduce harm to people.
[01:41:46.984 --> 01:41:50.146]  The difference being is that you now get down to what shows up in the truck.
[01:41:50.726 --> 01:42:02.513]  And what you're, exactly what you're talking about, the actual substance is typically hydroflu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu-flu
[01:42:03.340 --> 01:42:03.940]  We're good to go.
[01:42:28.870 --> 01:42:43.938]  Now the amazing part is the reason why they had to actually pour the sulfuric acid over the ore and separate it out is because normal plants would not be able to use the phosphate as fertilizer if it had fluoride with it because most plants will not take it up through the root system.
[01:42:45.074 --> 01:42:54.944]  And so because of that, they're actually taking this substance that plants won't take and now separating it and then shipping it out to everybody.
[01:42:55.425 --> 01:42:57.707]  And the amazing part is, in 1988, the U.S.
[01:42:57.747 --> 01:43:01.852]  EPA gave up all oversight of direct water additives.
[01:43:02.713 --> 01:43:05.456]  Most people think EPA would be controlling that.
[01:43:05.836 --> 01:43:06.597]  They gave it all up.
[01:43:07.287 --> 01:43:08.108]  Yeah, let's be clear.
[01:43:08.128 --> 01:43:16.294]  The EPA last year, without law, started putting $1,000 to $5,000 fines per infraction.
[01:43:16.714 --> 01:43:20.497]  And after the third infraction, they could adjudicate $1 million fines.
[01:43:20.538 --> 01:43:20.938]  Look it up.
[01:43:21.819 --> 01:43:23.080]  On hay dust.
[01:43:23.600 --> 01:43:26.582]  And began sending agents out without warrants with meters.
[01:43:27.063 --> 01:43:32.947]  Just like when a cop pulled me over and did a meter on light on my window tent and said, oh, I guess it isn't too dark.
[01:43:32.987 --> 01:43:33.468]  You can go.
[01:43:35.209 --> 01:43:38.871]  They have meters with a little light they shoot from point to point.
[01:43:39.192 --> 01:43:39.932]  This is on record.
[01:43:39.972 --> 01:43:40.873]  I've seen it on the news.
[01:43:41.433 --> 01:43:42.294]  And boom!
[01:43:42.614 --> 01:43:45.516]  If there's hay dust in your barn, bam!
[01:43:45.936 --> 01:43:46.657]  OSHA finds.
[01:43:47.497 --> 01:43:48.058]  Hay dust!
[01:43:48.438 --> 01:43:48.898]  Hay dust!
[01:43:48.978 --> 01:43:49.599]  Grass dust!
[01:43:50.299 --> 01:43:51.960]  Now, of course there's dust in a barn.
[01:43:52.380 --> 01:43:54.322]  Believe me, I've loaded a lot of hay up into the loft.
[01:43:54.942 --> 01:43:57.144]  The point is, it's to shut down small business.
[01:43:57.504 --> 01:44:02.467]  Meanwhile, there's no regulation over water additives, and so it's the biggest joke.
[01:44:02.887 --> 01:44:03.728]  I want to explain this again.
[01:44:03.768 --> 01:44:04.468]  I've done reports.
[01:44:04.989 --> 01:44:05.749]  I've done videos.
[01:44:05.769 --> 01:44:08.891]  You can go to InfoWars.com and just type in fluoride from China.
[01:44:09.331 --> 01:44:10.452]  We did whole reports on it.
[01:44:10.472 --> 01:44:13.874]  I was told about it by insiders and did a search, found articles on it.
[01:44:14.915 --> 01:44:21.399]  I was told by a family actually in East Texas that runs a water department in a small town and they, well I'm not going to get them in trouble.
[01:44:22.179 --> 01:44:27.723]  Let's just say a lot of water departments go, the city may be paying for this, we're just going to get rid of it.
[01:44:27.743 --> 01:44:29.984]  The problem is they put it in a field, it'll kill the whole field.
[01:44:30.224 --> 01:44:32.065]  They can't dump it in a creek, it'll kill everything.
[01:44:33.786 --> 01:44:34.467]  I'm going to just shut up.
[01:44:34.507 --> 01:44:35.428]  I'm going to stop right there.
[01:44:35.448 --> 01:44:41.434]  The point is, there's a bunch of water department people that are quietly just getting rid of the fluoride on the side, because they know and have read it.
[01:44:41.774 --> 01:44:45.578]  And on there, most of it now is, a lot of it's from China, a lot of it's from Florida.
[01:44:45.878 --> 01:44:49.141]  But the stuff from China, you think they're just putting melamine in the milk?
[01:44:49.361 --> 01:44:50.803]  You think they're just putting lead in the toys?
[01:44:50.843 --> 01:44:51.884]  Folks, they're worse!
[01:44:51.964 --> 01:44:55.968]  Toxic waste, mercury, lead, arsenic, and radioactive isotopes.
[01:44:56.568 --> 01:44:59.950]  And see, I've been talking about this now for years and people get their local news to cover it.
[01:44:59.970 --> 01:45:01.510]  You put a Geiger counter on the city pipes.
[01:45:01.910 --> 01:45:02.751]  It's radioactive.
[01:45:02.911 --> 01:45:04.331]  And they go, we don't know where it's coming from.
[01:45:04.551 --> 01:45:05.352]  Must be the lake.
[01:45:05.692 --> 01:45:07.573]  Terrorists must have put radiation in there.
[01:45:07.593 --> 01:45:10.154]  And I'm like, no, your city got caught.
[01:45:10.474 --> 01:45:11.595]  It's the additive.
[01:45:11.835 --> 01:45:12.975]  It's the residue.
[01:45:13.295 --> 01:45:15.496]  Radiation is not good for your teeth.
[01:45:15.836 --> 01:45:16.457]  I'm sorry, sir.
[01:45:16.497 --> 01:45:16.777]  Go ahead.
[01:45:16.797 --> 01:45:17.257]  I'm ranting.
[01:45:17.297 --> 01:45:19.058]  It's just, this is so incredible.
[01:45:19.258 --> 01:45:20.458]  This is so off the charts.
[01:45:20.498 --> 01:45:21.799]  We've got to warn people.
[01:45:22.395 --> 01:45:37.152]  Well, in fact, what happens is the promoters of fluoridation would say that it's all certified, but what they forget to mention to anybody is that it's never batch tested, meaning that they might have a certification even one time a year, and most of us aren't too happy about thinking what kind of certification took place over in China.
[01:45:37.572 --> 01:45:40.576]  But in any case, they're not certified for what shows up in the truck.
[01:45:41.320 --> 01:45:44.042]  They just basically say, yeah, we've been certified one time a year.
[01:45:44.583 --> 01:45:52.750]  So, you know, a large part of the way that we've been able to basically address this is to make sure we get down to exactly what you're talking about.
[01:45:52.770 --> 01:45:57.054]  We're dealing specifically with a product and making certain that someone becomes accountable for it.
[01:45:57.354 --> 01:45:58.175]  Well, guess what?
[01:45:58.235 --> 01:45:59.316]  Nobody wants to raise their hand.
[01:46:00.096 --> 01:46:06.060]  And I'd be happy if, I know you have a short time today, if you want to give out my email or something like that, or telephone number, I'm happy to take calls.
