[00:00:00.009 --> 00:00:02.070]  Alex Jones Broadcasting Network.
[00:49:09.559 --> 00:49:21.428]  I analyze the corporate media just to see what they're up to, but they're really blowing whatever credibility they had left with this, excluding Ron Paul from debates or giving him 89 seconds.
[00:49:22.328 --> 00:49:30.113]  Or saying he can't win even though he's in second place all over the country, and talking down to people, and all these dirty tricks.
[00:49:30.153 --> 00:49:35.817]  Or when he does get in second place in a poll, CBS and CNN and Fox all leave him out.
[00:49:36.397 --> 00:49:38.299]  I mean, it shows the system's scared of him.
[00:49:38.659 --> 00:49:46.244]  And even if you don't like Ron Paul's politics, it shows you the system tries to make you think the way they want to think.
[00:49:46.864 --> 00:49:47.725]  And who do they work for?
[00:49:48.678 --> 00:49:56.928]  A bunch of megacorporations bigger than most governments who could care less about our liberties and freedoms, and who are trying to set up a global corporate government called a New World Order.
[00:49:58.089 --> 00:50:00.732]  And you bet I get chills all the time when I realize this stuff.
[00:50:01.393 --> 00:50:02.254]  It's mind-blowing.
[00:50:02.755 --> 00:50:05.478]  Let's go to Susan in California as well.
[00:50:05.538 --> 00:50:06.199]  Susan, welcome.
[00:50:07.125 --> 00:50:07.865]  Thank you, Alex.
[00:50:07.925 --> 00:50:11.407]  Let me tell you, it is an honor, sir, to actually get on your show.
[00:50:12.427 --> 00:50:14.448]  I just wanted to have a little quick story for you.
[00:50:14.688 --> 00:50:19.069]  I wanted to say thank you for shedding light on the Bohemian Grove.
[00:50:19.210 --> 00:50:22.871]  I've been a listener every day for about a year and a half.
[00:50:23.751 --> 00:50:26.432]  The Bohemian Grove is what set the spark.
[00:50:26.672 --> 00:50:30.914]  And I went and found the information and started, it just started building and building.
[00:50:30.934 --> 00:50:32.434]  And I can't thank you enough for that.
[00:50:32.454 --> 00:50:36.176]  And I share that with a lot of other, you know, friends and stuff.
[00:50:37.789 --> 00:50:55.578]  But my comment is about the dumbing down of America and right now I have a foreign exchange student in our house and I'm just amazed because when she came here, she was so excited to share her culture and in the school that she's at now,
[00:50:56.178 --> 00:51:00.303]  The kids, she would tell me, couldn't even, didn't even know where Europe was.
[00:51:00.543 --> 00:51:02.846]  They couldn't even point out Europe, let alone her country.
[00:51:02.866 --> 00:51:08.353]  You know, I meant to cover it, and I didn't, and the guys will never remember how to find it because I don't remember the headline.
[00:51:08.813 --> 00:51:13.279]  There was an article like last Monday you guys gave me about, I think it was something like 40 facts.
[00:51:14.620 --> 00:51:20.442]  About American school children, about American students' knowledge, it'll blow your mind, or something like that.
[00:51:20.883 --> 00:51:24.004]  And it was like 70-something percent can't find Europe.
[00:51:24.624 --> 00:51:28.706]  I mean, these numbers were just off the charts, and that's the thing.
[00:51:29.126 --> 00:51:36.649]  I talked to adults, and they know how to do one job, and go home, and watch TV, and that's it.
[00:51:36.749 --> 00:51:38.510]  They don't know what continents are.
[00:51:39.010 --> 00:51:40.971]  They don't know what different species are.
[00:51:41.391 --> 00:51:43.752]  They don't even have basic information.
[00:51:44.494 --> 00:51:50.158]  And you can really see what they've done through this mind control and cultural dumbing down to us.
[00:51:50.538 --> 00:51:52.620]  Fifty years ago, we had the highest test scores.
[00:51:52.860 --> 00:51:53.820]  The most inventors.
[00:51:54.721 --> 00:51:58.824]  Just on every front, the New World Order has ruined us.
[00:51:59.867 --> 00:52:05.689]  Absolutely, and she couldn't believe that the kids were more concerned about how she did her nails as opposed to her country.
[00:52:05.990 --> 00:52:10.111]  I mean, it was just like a punch in the gut here as an American citizen.
[00:52:10.311 --> 00:52:11.352]  Well, here's what they've done.
[00:52:12.092 --> 00:52:15.714]  They've gotten us to give up our birthright, all politics stuff, who cares about that?
[00:52:15.874 --> 00:52:17.394]  All history, that's boring.
[00:52:17.855 --> 00:52:21.496]  And no, let's talk about what type of bra you wear, what type of lipstick.
[00:52:21.856 --> 00:52:22.757]  That's what's important.
[00:52:22.777 --> 00:52:25.338]  They've given us petty mindlessness.
[00:52:26.298 --> 00:52:29.044]  And made people artificially very, very shallow.
[00:52:29.084 --> 00:52:29.605]  But remember...
[00:52:31.191 --> 00:52:36.273]  The globalists have done that so the general public isn't involved in the real world, so the criminals can run things.
[00:52:37.053 --> 00:52:39.694]  But the criminals are a tiny minority, Susan.
[00:52:40.415 --> 00:52:44.296]  Those of us that are awake are a minority, but we dwarf them probably a thousand to one.
[00:52:44.316 --> 00:52:49.118]  I mean, Kissinger's top guy at Kissinger Associates wrote Superclass five years ago.
[00:52:49.138 --> 00:52:49.578]  I had him on.
[00:52:49.598 --> 00:52:54.380]  He says there's 6,000 super gophers that run the whole planet, less than 20 families.
[00:52:54.720 --> 00:52:59.602]  Same analysis I had, reverse engineering their system, their oligarchy.
[00:53:00.342 --> 00:53:02.363]  Our plutocracy, depending on how you want to look at it.
[00:53:03.704 --> 00:53:06.445]  But, I mean, there's way more of us than 6,000 of them.
[00:53:06.765 --> 00:53:09.766]  I mean, there's probably 20% of the country is pretty much awake.
[00:53:10.447 --> 00:53:11.727]  Even Gallup reports that.
[00:53:12.167 --> 00:53:13.768]  So, we've got tens of millions.
[00:53:13.808 --> 00:53:14.108]  They've got 6,000.
[00:53:14.668 --> 00:53:23.893]  So, the New World Order, just because they've turned the general public into drooling zombies, doesn't mean they've won the game.
[00:53:23.913 --> 00:53:24.513]  You understand that?
[00:53:25.185 --> 00:53:25.825]  Yes, yes.
[00:53:25.926 --> 00:53:28.027]  No, I totally understand that.
[00:53:28.187 --> 00:53:32.490]  And the other thing, too, that I can't believe is that she's going to Washington, D.C.
[00:53:32.530 --> 00:53:32.790]  soon.
[00:53:32.830 --> 00:53:35.432]  She won a contest of all the different exchange students.
[00:53:35.933 --> 00:53:43.258]  And I told her, if they ask you who your host family is going to vote for, you tell them Ron Paul all the way.
[00:53:43.278 --> 00:53:51.904]  You know, like I said, I was an Obama zombie, and I just feel so disenfranchised and sick that I'm going to fight even harder for Ron Paul in his campaign.
[00:53:52.568 --> 00:53:54.334]  Well that's the way to go and don't feel bad.
[00:53:54.716 --> 00:53:56.000]  Bush was so horrible.
[00:53:57.159 --> 00:54:12.547]  And so wicked, and so gross, that we hoped Obama, we didn't support him of course, but early on, oh Obama says he'll do this and that, and then, before he even got elected, I said look at his advisors, same people that Mitt Romney's got.
[00:54:12.987 --> 00:54:22.392]  I mean, Mitt Romney is a carbon copy of Obama, he has an R before his name instead of a D. That is the only difference, and it's so sad.
[00:54:23.052 --> 00:54:24.993]  And so I don't want to hear any conservatives
[00:54:26.468 --> 00:54:29.789]  Or libertarians or constitutionalists make fun of Obama supporters.
[00:54:30.670 --> 00:54:31.370]  Mitt Romney.
[00:54:31.810 --> 00:54:37.252]  I'm talking about his votes as a governor and what his company Bain Capital lobbied for.
[00:54:38.012 --> 00:54:38.592]  Abortion.
[00:54:39.013 --> 00:54:39.673]  Open borders.
[00:54:40.053 --> 00:54:40.893]  Carbon taxes.
[00:54:41.273 --> 00:54:42.234]  Road Obamacare.
[00:54:42.634 --> 00:54:43.494]  Do I need to keep going here?
[00:54:46.415 --> 00:54:47.396]  Bring her back up, I can hear her.
[00:54:47.596 --> 00:54:47.976]  Go ahead, ma'am.
[00:54:48.743 --> 00:54:51.812]  I get really scared about, like I said, this election.
[00:54:51.912 --> 00:54:54.840]  And this one really makes me nervous because of the state we're in.
[00:54:54.880 --> 00:54:56.284]  Our back is up against the wall.
[00:54:56.345 --> 00:54:57.046]  We can't afford
[00:54:57.674 --> 00:55:02.515]  You know, four more years of this and I'm just, I'm really worried about this election.
[00:55:02.575 --> 00:55:07.576]  How about a 20 plus percent carbon tax that kicks in this year when everybody's already leaving California?
[00:55:07.596 --> 00:55:08.456]  I appreciate your call.
[00:55:09.196 --> 00:55:13.297]  And people are like, why would the government raise taxes when they know that stalls economies?
[00:55:13.737 --> 00:55:18.438]  Because the big mega insiders want to shut down everybody else.
[00:55:19.838 --> 00:55:22.038]  And why did Napoleon burn whole countries?
[00:55:22.118 --> 00:55:23.419]  Because he was taking over.
[00:55:23.839 --> 00:55:24.859]  Why did Hitler do that?
[00:55:25.947 --> 00:55:27.708]  It's called scorched earth, ladies and gentlemen.
[00:55:27.748 --> 00:55:29.409]  Let's jam in one more before we go to the second hour.
[00:55:29.649 --> 00:55:34.352]  I'll continue with calls until these are off the board, then I'm going to get to all the news, but I'm taking calls right now.
[00:55:34.693 --> 00:55:36.294]  Kevin in New York, you're on the air.
[00:55:36.374 --> 00:55:36.674]  Welcome.
[00:55:38.029 --> 00:55:40.431]  First time caller, long time listener, thanks for everything.
[00:55:40.891 --> 00:55:59.603]  I was listening to the New York CBS AM affiliate last week and they were talking about on their business report how if the Wall Street executives don't get their big bonuses, that's going to have a detrimental effect on the local economy here in the tri-state area, which is something you hear about every year for the last quarter century.
[00:55:59.924 --> 00:56:03.466]  And I live alone and I go into this Alex Jones style rant.
[00:56:03.806 --> 00:56:13.258]  Where I just, you know, say it's because they're getting the bonuses, because they're selling this toxic derivative garbage, that it's a big detriment to our economy to begin with.
[00:56:13.278 --> 00:56:20.447]  Not, you know, this by-product, oh, if they don't get their bonuses... Well, let me crystallize it, and then we'll hold you over if we need you to have you finished.
[00:56:20.647 --> 00:56:21.828]  But for listeners that just tuned in...
[00:56:22.591 --> 00:56:23.572]  They simplify it.
[00:56:23.732 --> 00:56:25.753]  Oh, you're a commie for Occupy Wall Street.
[00:56:25.813 --> 00:56:27.854]  I'm not saying they're all commies, but that's what the media says.
[00:56:28.334 --> 00:56:34.198]  Either you're that or you're, you know, Rush Limbaugh, Republican, and corporations can do no wrong.
[00:56:34.798 --> 00:56:36.619]  The truth is there's a third rail.
[00:56:37.079 --> 00:56:43.103]  It's mega insiders that get government bailouts to then pay bonuses
[00:56:43.963 --> 00:56:50.212]  That's what the real Occupy Wall Street people are concerned about, but the media always says they don't know what they want.
[00:56:50.552 --> 00:56:51.433]  That's not really true.
[00:56:51.734 --> 00:56:55.358]  They're not talking to the people I have that actually understand it.
[00:56:55.599 --> 00:56:59.484]  So I'm all for somebody getting a bonus off a company that did well and a stock that did well.
[00:56:59.764 --> 00:57:08.872]  But most of those big firms are getting bonuses from bailouts and from selling people timber wool stock they knew was complete garbage.
[00:57:09.352 --> 00:57:10.073]  Fraud!
[00:57:10.413 --> 00:57:22.984]  That's not free market, that's going to destroy our free market and the socialists are going to scapegoat the free market for what the crony capitalists have done and get rid of the entire free market system that's made this country so great.
[00:57:23.364 --> 00:57:25.266]  And so that's why when I hear fake
[00:57:25.606 --> 00:57:37.553]  Neocons, all over talk radio, bought and paid for by Bain Capital that owns them, and all the rest of them, you know, that's the folks with Mitt Romney, telling you that, oh no, anybody that's mad about bailouts is bad.
[00:57:37.873 --> 00:57:38.553]  Bailouts?
[00:57:38.793 --> 00:57:43.556]  That's corporate welfare of my tax money, of big megabanks that are against my country.
[00:57:43.736 --> 00:57:45.877]  Caller, I'm going to come back to you right after this break.
[00:57:46.117 --> 00:57:46.898]  We'll be right back.
[00:57:46.918 --> 00:57:48.639]  Stay with us in fullwars.com.
[00:57:52.697 --> 00:57:58.120]  When you're out on the road, the last place you want to be is on the road.
[00:57:59.340 --> 00:58:04.103]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:58:04.483 --> 00:58:11.287]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:58:13.208 --> 00:58:16.009]  They sew pride in every stitch.
[00:58:17.290 --> 00:58:19.611]  Guarantee you'll love the way they fit.
[00:58:21.707 --> 00:58:25.589]  Put a diamond gusset in the crotch where you need it most.
[00:58:26.290 --> 00:58:29.391]  Blue diamond gussets, got it.
[00:58:30.132 --> 00:58:30.932]  Others don't.
[00:58:31.352 --> 00:58:33.253]  We turn jeans inside out.
[00:58:33.513 --> 00:58:37.856]  Diamond gusset jeans made in the USA with unparalleled quality.
[00:58:38.176 --> 00:58:44.439]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[00:58:44.799 --> 00:58:47.021]  Order yours at gusset.com.
[00:58:47.501 --> 00:58:49.542]  Diamond gusset jeans, got it.
[00:58:49.882 --> 00:58:50.743]  Others don't.
[00:58:51.903 --> 00:58:56.146]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:58:56.466 --> 00:58:57.067]  Number one.
[00:58:57.367 --> 00:59:00.529]  New climate legislation could easily double or triple your electric bill.
[00:59:00.790 --> 00:59:01.370]  Number two.
[00:59:01.650 --> 00:59:06.214]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:59:06.554 --> 00:59:06.994]  It's true.
[00:59:07.294 --> 00:59:11.858]  Total government control of electricity in the name of smart grid technology is coming.
[00:59:12.158 --> 00:59:12.718]  Number three.
[00:59:12.999 --> 00:59:16.281]  In some areas of the country, the power grid is dangerously overloaded.
[00:59:16.581 --> 00:59:20.264]  And now, new socialist legislation is only compounding the problem.
[00:59:20.484 --> 00:59:21.025]  Number 4.
[00:59:21.265 --> 00:59:23.647]  Dangerous weather is always a threat to local grids.
[00:59:24.027 --> 00:59:27.430]  Every year, thousands of families lose their power from weather-related outages.
[00:59:27.710 --> 00:59:27.931]  Number 5.
[00:59:28.511 --> 00:59:32.434]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:59:32.655 --> 00:59:37.419]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:59:37.699 --> 00:59:41.740]  You can get more information at www dot my solar backup dot com.
[00:59:41.860 --> 00:59:43.441]  That's my solar backup dot com.
[00:59:43.661 --> 00:59:45.741]  Remember, the government doesn't own the sun.
[00:59:45.902 --> 00:59:48.502]  So go to my solar backup dot com or call 1-877-327-0365.
[00:59:48.522 --> 00:59:55.945]  Coast to coast, direct from Austin.
[00:59:56.605 --> 00:59:59.826]  You're listening to the Alex Jones Broadcasting Network.
[01:00:03.686 --> 01:00:09.713]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:10.314 --> 01:00:13.357]  It's Alex Jones and the GCN Radio Network.
[01:00:14.318 --> 01:00:18.302]  The Global Social Engineer Crime Syndicate Zombie Controllers.
[01:00:20.984 --> 01:00:30.872]  They always use the crises they create or help expand as a pretext for more power for themselves with simplistic solutions for the public.
[01:00:31.432 --> 01:00:36.256]  But yeah, you read about the average secretary on Wall Street getting about a million bucks a year or more.
[01:00:36.276 --> 01:00:38.878]  I think I saw 1.1 million was the number last year.
[01:00:39.859 --> 01:00:48.066]  And you read about, you know, the stockbrokers and people, some of them getting billions a year, brokerage firm owners.
[01:00:49.178 --> 01:00:50.139]  And I went and looked at it.
[01:00:50.239 --> 01:00:51.640]  Most of that is stolen.
[01:00:51.700 --> 01:00:52.501]  It's derivatives.
[01:00:52.561 --> 01:00:53.301]  It's crud.
[01:00:53.361 --> 01:00:54.062]  It's bubble.
[01:00:54.442 --> 01:00:55.443]  It's bailout money.
[01:00:55.463 --> 01:00:57.085]  I mean, we've all seen the numbers.
[01:00:57.205 --> 01:00:59.366]  And then you never hear it on talk radio.
[01:01:00.507 --> 01:01:03.970]  No, it's all about some welfare mom who's got five kids and is on welfare.
[01:01:05.471 --> 01:01:06.072]  And I agree.
[01:01:06.092 --> 01:01:07.853]  Giving them the welfare helped create that.
[01:01:07.913 --> 01:01:09.074]  So why did the system do that?
[01:01:09.134 --> 01:01:13.058]  To create a dependent group to vote and leverage out people that don't.
[01:01:14.025 --> 01:01:21.168]  But again, the Democrats are bought and paid for by the system, the Republican leadership is bought and paid for, and it's a nightmare.
[01:01:21.188 --> 01:01:23.069]  But you've got the floor there, Kevin.
[01:01:23.109 --> 01:01:23.669]  We want the break.
[01:01:23.689 --> 01:01:24.029]  Go ahead.
[01:01:24.850 --> 01:01:35.034]  Yeah, and you know, just on top of that, I'm going through my own Orwellian nightmare up in Connecticut, where I have an ex-girlfriend who took my car without knowledge or permission, destroys it.
[01:01:35.494 --> 01:01:36.155]  She was drunk.
[01:01:36.195 --> 01:01:38.556]  The state trooper is a complete incompetent moron.
[01:01:38.616 --> 01:01:40.937]  He doesn't give her a field sobriety test or
[01:01:41.417 --> 01:01:45.759]  By the way, I want to tell Chris and the other producers in there to make sure I cover this before the end of the show.
[01:01:45.799 --> 01:01:46.679]  I have a whole stack here about
[01:02:08.684 --> 01:02:12.325]  What the stupid ignorantness of this society is causing.
[01:02:13.826 --> 01:02:18.528]  Because, you know, we had corrupt elites 30 years ago, but they wouldn't let the military use depleted uranium.
[01:02:19.628 --> 01:02:24.370]  We had a corrupt elite 25 years ago with Chernobyl, but they told people to take precautions.
[01:02:25.230 --> 01:02:28.652]  And I've got a whole stack here just where they don't care now.
[01:02:29.554 --> 01:02:42.567]  The system just doesn't care, and I have an article where thousands of people, the LA Times reports, are arrested for sex crimes, robberies, you name it, and their name isn't even similar.
[01:02:43.068 --> 01:02:50.015]  And they show the cops, and the cops say, this is the address, I'm taking you to jail, and sometimes you spend months in there.
[01:02:51.300 --> 01:02:52.241]  And it doesn't matter.
[01:02:52.381 --> 01:03:01.008]  I mean, things are breaking down because everybody passes the buck because they're too busy on their iPhone, you know, talking to their buddies.
[01:03:01.829 --> 01:03:05.231]  And a lot of it is the complexity of the world.
[01:03:05.792 --> 01:03:10.356]  We spend so much time doing little knick-knack stuff that we don't spend any time in reality.
[01:03:10.376 --> 01:03:11.577]  I appreciate that information.
[01:03:11.597 --> 01:03:12.097]  Thank you, Kevin.
[01:03:12.557 --> 01:03:13.478]  Sean in Pennsylvania.
[01:03:13.498 --> 01:03:14.719]  You've got a minute and a half and we're going to break.
[01:03:14.739 --> 01:03:15.340]  Thank you for calling.
[01:03:18.573 --> 01:03:19.574]  Sean, you're on the air.
[01:03:19.634 --> 01:03:20.355]  Welcome, sir.
[01:03:20.375 --> 01:03:21.376]  Good to talk to you today.
[01:03:21.396 --> 01:03:23.798]  Hi, Alex.
[01:03:24.118 --> 01:03:24.659]  Go ahead, brother.
[01:03:24.699 --> 01:03:26.140]  Hi.
[01:03:27.001 --> 01:03:29.223]  I just wanted to bring up a couple quick points here.
[01:03:31.144 --> 01:03:36.229]  Today at 6, Senator Halm Davis is bringing a big endorsement for Ron Paul.
[01:03:36.669 --> 01:03:37.130]  Oh, good.
[01:03:38.231 --> 01:03:41.994]  And I want to talk about some newspaper propaganda.
[01:03:43.467 --> 01:03:54.595]  Lately, I've been looking at a lot of newspapers around the country, and they either discount Ron Paul altogether, or they just, you know, whatever they say about him is just completely wrong.
[01:03:55.315 --> 01:04:05.522]  And, well, the older folks of the country, they're the ones that, you know, mostly listen, you know, read the newspapers and all, and they're just getting bad information about him.
[01:04:07.324 --> 01:04:10.426]  Also, I live here in Pittsburgh, and Ron Paul was born here.
[01:04:11.033 --> 01:04:13.875]  Well, that's never mentioned at all in the local media.
[01:04:13.975 --> 01:04:17.137]  If they... No, I mean, if they're forced to talk about him, it's always negative.
[01:04:18.218 --> 01:04:18.758]  Yeah, sure.
[01:04:19.539 --> 01:04:21.080]  And one last point I wanted to make.
[01:04:21.400 --> 01:04:25.643]  Fox News is reporting in South Carolina is having a closed primary.
[01:04:26.423 --> 01:04:28.665]  And, you know, that's just not true either.
[01:04:29.305 --> 01:04:30.866]  And it's up on YouTube now.
[01:04:32.327 --> 01:04:36.290]  Three pundits talking about, you know, it's a closed primary and whatever.
[01:04:36.310 --> 01:04:38.031]  And that's also not true.
[01:04:39.380 --> 01:04:41.402]  Well, and they're running dirty tricks against Ron Paul.
[01:04:41.703 --> 01:04:42.604]  Great run down there.
[01:04:42.704 --> 01:04:43.885]  Thank you so much, my friend.
[01:04:45.026 --> 01:04:46.067]  They're in a PA.
[01:04:46.228 --> 01:04:48.991]  Alright, Mario, Tommy, Zach, James, Robert, Susan.
[01:04:49.291 --> 01:04:50.472]  Your call straight ahead.
[01:04:50.552 --> 01:04:55.438]  And I'm getting into all that world news I talked about, including indefinite detention.
[01:04:55.758 --> 01:04:58.341]  There's been some new developments on that front.
[01:05:02.233 --> 01:05:03.735]  Hi folks, this is Alex Jones.
[01:05:03.955 --> 01:05:08.980]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[01:05:09.260 --> 01:05:10.621]  Saving means to make money.
[01:05:10.802 --> 01:05:19.590]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[01:05:20.311 --> 01:05:27.416]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[01:05:27.856 --> 01:05:35.461]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[01:05:35.861 --> 01:05:43.245]  If you want something better, if you want something you've never had before, you've had to do something you've never done before, getting a free catalog is easy by calling 800-340-7091.
[01:05:46.027 --> 01:05:48.928]  Or see Calvin on the web at five star soap dot com.
[01:05:49.228 --> 01:05:57.230]  Take charge of your health now by calling 800-340-7091 or see Calvin on the web at five star soap dot com.
[01:06:06.233 --> 01:06:07.974]  Live from Austin, Texas
[01:06:23.866 --> 01:06:29.428]  Waging war on corruption, crashing through the lies and disinformation.
[01:06:30.748 --> 01:06:32.089]  I'm your host Alex Jones.
[01:06:32.129 --> 01:06:32.929]  Thank you for joining us.
[01:06:32.969 --> 01:06:34.269]  We're here every Sunday 4 to 6.
[01:06:35.270 --> 01:06:37.530]  Back weekdays at 11 to 2 Central.
[01:06:38.190 --> 01:06:41.331]  Websites are PrisonPlanet.com and Infowars.com.
[01:06:41.692 --> 01:06:46.093]  We're fighting the establishment of a prison planet via the InfoWar.
[01:06:47.472 --> 01:06:49.194]  Now, look, here's the deal.
[01:06:49.254 --> 01:06:50.836]  I've already taken seven or eight calls.
[01:06:51.376 --> 01:06:57.342]  We've got a computerized phone system, and I can just open it up for a minute or two and get dozens of calls.
[01:06:57.983 --> 01:06:59.245]  All the great listeners out there.
[01:06:59.705 --> 01:07:08.855]  But you notice when I opened the phones up for two minutes last hour, and we got more than 20 calls in, none of them disagree with me so far.
[01:07:09.955 --> 01:07:13.858]  So, I'm going to take calls quickly right now and finish up with who was on this board.
[01:07:14.499 --> 01:07:16.261]  Then I'm going to open the phones up.
[01:07:16.281 --> 01:07:17.261]  Like, I'm going to do it right now.
[01:07:18.262 --> 01:07:20.184]  Only for people that disagree with me.
[01:07:20.204 --> 01:07:24.087]  Because that's always informative, entertaining, thought-provoking.
[01:07:24.348 --> 01:07:25.529]  Certainly gets my pulse up.
[01:07:26.391 --> 01:07:27.271]  Because I know I'm right.
[01:07:27.431 --> 01:07:29.872]  I've done the research, and I always find it comical.
[01:07:30.292 --> 01:07:30.712]  I'm sorry.
[01:07:31.432 --> 01:07:35.273]  I just want to hear from those of you who think I'm making stuff up or that I'm wrong.
[01:07:35.733 --> 01:07:36.633]  It's always fun.
[01:07:36.653 --> 01:07:46.255]  And if you got the huevos or cojones or whatever you call them, the boiled eggs to call into the show, I'll be friendly to you.
[01:07:46.275 --> 01:07:46.995]  I'd like to hear from you.
[01:07:47.375 --> 01:07:51.836]  Only people that disagree after I take these calls and then cover news, and I'll go back to those of you that disagree.
[01:07:51.856 --> 01:07:54.056]  I got a lot of news I want to get to, as promised.
[01:07:55.016 --> 01:08:00.198]  Uh, let me give you the number, it's 877-789-ALEX, 877-789-2539.
[01:08:00.559 --> 01:08:05.981]  Folks that disagree, I understand, have a little too much fluoride and vaccines, so I have to say it slow.
[01:08:06.201 --> 01:08:12.964]  For those of you that disagree, 877, on the phone, you go doo-doo-doo-doo.
[01:08:13.364 --> 01:08:14.204]  Okay, let me say, 877-789-ALEX.
[01:08:23.428 --> 01:08:24.248]  877-789-2539.
[01:08:27.749 --> 01:08:33.310]  And that's where you talk to the bad man who doesn't think the government's nicey-nice.
[01:08:36.611 --> 01:08:50.434]  I don't believe in the Easter Bunny, or Spider-Man, or Cabler Elves, or Chupacabras, or Bat-Guano, or Santa Claus.
[01:08:51.054 --> 01:08:52.014]  What you call Al Qaeda?
[01:08:52.970 --> 01:08:53.971]  But you can call in.
[01:08:54.151 --> 01:08:55.052]  I'm the bad man.
[01:08:55.572 --> 01:08:56.553]  I'd like to hear from you.
[01:08:56.573 --> 01:08:57.314]  There's the challenge.
[01:08:57.334 --> 01:08:58.355]  You disagree, call in.
[01:08:58.695 --> 01:09:01.177]  Well, I'll just have whole weeks where it's nothing but Miami's.
[01:09:01.958 --> 01:09:06.982]  It'll be like, I heard you work for the... for the aliens.
[01:09:08.604 --> 01:09:09.525]  Okay, I'm out of control.
[01:09:09.545 --> 01:09:10.205]  It is true.
[01:09:10.426 --> 01:09:10.866]  It is true.
[01:09:11.667 --> 01:09:13.408]  Mario in Minnesota, you're on the air.
[01:09:13.468 --> 01:09:13.969]  Welcome, sir.
[01:09:15.325 --> 01:09:17.046]  Hey, thank you, Alex, for having me on the show.
[01:09:17.306 --> 01:09:18.086]  Welcome.
[01:09:18.426 --> 01:09:23.308]  I'm a local pawnbroker in town, and right before Christmas, I always listen to your show at work.
[01:09:23.848 --> 01:09:31.130]  And I had a customer come in to pawn one of his rifles, and he happened to be an Iraq vet, and one who is also in the guards right now.
[01:09:31.971 --> 01:09:42.214]  And I asked him about the NDAA bill, and he wanted to tell me that they say that they're going to be under domestic operations within the United States within the next two years.
[01:09:42.254 --> 01:09:43.975]  That's what they said they're planning for at the base.
[01:09:44.614 --> 01:09:47.217]  And they said they're going to be doing the same types of things that he did in Iraq.
[01:09:47.777 --> 01:09:49.919]  Yeah, well that guy thinks he's got some secret info.
[01:09:49.939 --> 01:09:53.543]  That's actually Army Times and Stars and Stripes.
[01:09:54.203 --> 01:09:57.947]  And yeah, no, they're training to lock down cities, door-to-door gun confiscation.
[01:09:58.427 --> 01:10:00.689]  They're going to stop you at checkpoints, retina scan you.
[01:10:01.270 --> 01:10:05.594]  They've already got, as I told you a decade ago, but now it's here, TSA checkpoints all over the country.
[01:10:05.974 --> 01:10:09.057]  You pull up and the feds are commanding local police and
[01:10:10.018 --> 01:10:11.859]  In some cases, hand goes down the pants.
[01:10:11.879 --> 01:10:13.619]  I mean, it's an act of total submission.
[01:10:13.639 --> 01:10:20.521]  In fact, the symbol of America shouldn't be red, white, and blue, but it's a five-year-old being groped by a pot-bellied pedophile at a checkpoint.
[01:10:20.961 --> 01:10:23.782]  I mean, that should be the American flag, is a pedophile groping a child.
[01:10:24.222 --> 01:10:25.242]  For their safety, of course.
[01:10:25.262 --> 01:10:26.963]  Because Al-Qaeda might get you.
[01:10:26.983 --> 01:10:31.584]  Of course, the government runs Al-Qaeda and gave them control of Libya, but you're not supposed to talk about that.
[01:10:32.668 --> 01:10:33.748]  But what else did he say?
[01:10:33.768 --> 01:10:35.329]  Was he pretty excited about that?
[01:10:35.749 --> 01:10:42.291]  Pretty excited about being sent out to get the guns, which is basically a... Well, it's like playing in traffic on an interstate highway.
[01:10:43.692 --> 01:10:44.812]  Absolutely not, Alex.
[01:10:44.872 --> 01:10:50.974]  He's actually an Alex listener and he totally disagrees and so do a lot of... So he doesn't want to stick his hand in a lion's mouth.
[01:10:51.014 --> 01:10:55.096]  He doesn't want to stick his hand in a blender or jump off a cliff or jump into a propeller.
[01:10:55.136 --> 01:10:56.136]  He actually has a brain.
[01:10:57.773 --> 01:10:58.334]  Absolutely.
[01:10:58.354 --> 01:10:59.377]  He does have a brain.
[01:11:00.199 --> 01:11:04.491]  I have several friends and cousins who have been in Iraq and they're all waking up too.
[01:11:04.551 --> 01:11:06.275]  They're all big Ron Paul supporters.
[01:11:07.028 --> 01:11:13.411]  Well, Ron Paul does get, last time I checked, 74% of all military donations for both parties for presidential candidates.
[01:11:13.752 --> 01:11:22.236]  But then the media, the so-called media, because they're arrogant and have big teleprompters and fancy sets, they say the military hates Ron Paul.
[01:11:22.676 --> 01:11:27.439]  Of course, he's just got 70-plus percent of all their money, and the military is waking up.
