[00:00:00.009 --> 00:00:01.980]  Visit GCNLive.com today!
[01:26:13.845 --> 01:26:14.966]  No, very well said.
[01:26:15.006 --> 01:26:29.458]  When you have a citizenry in constant debt from the moment that they try to get any kind of education and then they get out of college and they're completely debt-ridden, and that debt that they're paying interest to, if that interest rate is completely fixed, then they're going to be in debt the rest of their lives.
[01:26:30.078 --> 01:26:31.419]  And that's indentured servitude.
[01:26:31.519 --> 01:26:33.601]  So people ask me, well, when's the police state coming?
[01:26:33.621 --> 01:26:34.462]  Well, we're already here.
[01:26:35.042 --> 01:26:37.224]  You know, it kind of snuck up on us.
[01:26:37.604 --> 01:26:44.149]  You know, you don't need jackbooted bugs on every corner in order to live in a police state when, you know, all you need is control over the money.
[01:26:44.910 --> 01:26:45.731]  And that's what they have.
[01:26:45.931 --> 01:26:56.019]  And control over travel and checkpoints at key transportation zones and total surveillance and the IRS saying you can't leave the country if they say you owe taxes.
[01:26:56.846 --> 01:26:58.007]  Exactly, exactly.
[01:26:58.027 --> 01:27:09.253]  To me, what's also really fascinating about the whiteboard thing is that you have the 16 elites at the top of the food chain, the top of the pyramid.
[01:27:09.734 --> 01:27:13.316]  Well, now the underlings of them lost money on this, too.
[01:27:13.676 --> 01:27:16.238]  So now they're suing the upper crust.
[01:27:16.278 --> 01:27:17.478]  They're suing their masters.
[01:27:17.959 --> 01:27:19.860]  And now the masters are fighting back against them.
[01:27:19.960 --> 01:27:22.802]  So essentially what you have is a very rare moment in time
[01:27:23.582 --> 01:27:29.386]  That the globalist elites are fighting each other and are all trying to steal.
[01:27:29.406 --> 01:27:30.986]  It's like the sharks are eating themselves.
[01:27:31.527 --> 01:27:42.813]  And so it's actually a very good time to get knowledge and truth out into the public sphere and to get people awakened to this kind of thing because while they're busy fighting themselves we might actually be able to make some really good change.
[01:27:43.174 --> 01:27:47.056]  We might be able to sneak up on them and make the changes we need to make to make this world a better place.
[01:27:47.441 --> 01:27:50.623]  Tyrell, the angles you take us in really are thought-provoking.
[01:27:51.003 --> 01:27:52.144]  I'll just do this here on air.
[01:27:52.204 --> 01:27:56.787]  As soon as you ever get good sky poked up, I'd like to invite you sometime to host the show.
[01:27:59.938 --> 01:28:01.079]  Anytime you'd like, man.
[01:28:01.119 --> 01:28:02.600]  I can give it a shot.
[01:28:02.620 --> 01:28:03.020]  Why not?
[01:28:03.981 --> 01:28:05.101]  I'm honored.
[01:28:05.341 --> 01:28:06.722]  You'll do more than give it a shot.
[01:28:06.802 --> 01:28:12.106]  No, no, that's what... No, I mean, I've thought that off-air before, but that never made the point on air.
[01:28:12.126 --> 01:28:13.186]  I'm glad you brought that up.
[01:28:13.607 --> 01:28:19.730]  That this system is even destroying its underlings, and there is a lot of infighting within the power structure.
[01:28:20.031 --> 01:28:21.431]  This thing is not monolithic.
[01:28:21.471 --> 01:28:22.072]  We can beat it.
[01:28:22.984 --> 01:28:23.704]  Yes, yes.
[01:28:23.784 --> 01:28:25.965]  You know, the power structure, I mean, there's always a turnover.
[01:28:25.985 --> 01:28:27.506]  Oh, I mean, that's human nature.
[01:28:27.546 --> 01:28:30.527]  Every generation, there's a new generation that comes in and takes over.
[01:28:30.987 --> 01:28:36.009]  Well, right now you have a fight between the younger generation of elites and the older generation of elites.
[01:28:36.109 --> 01:28:37.069]  The older are getting older.
[01:28:37.089 --> 01:28:38.210]  They're trying to hold on to power.
[01:28:38.230 --> 01:28:39.710]  The young generation's trying to come up.
[01:28:40.031 --> 01:28:43.052]  That's the perfect opportunity for all of us who've been affected by them.
[01:28:43.832 --> 01:28:46.174]  To sneak in and make our change.
[01:28:46.314 --> 01:28:46.954]  I agree.
[01:28:47.775 --> 01:28:49.216]  We've only got one minute.
[01:28:49.236 --> 01:28:50.457]  You don't need to do that violently.
[01:28:50.497 --> 01:28:51.638]  You can beat them mentally.
[01:28:51.678 --> 01:28:52.859]  You can beat them through art.
[01:28:52.899 --> 01:28:54.159]  You can beat them through culture.
[01:28:54.380 --> 01:28:55.781]  You can beat them through education.
[01:28:55.821 --> 01:28:57.202]  Demanding the right education.
[01:28:58.002 --> 01:28:58.623]  I agree.
[01:28:58.923 --> 01:29:01.485]  We've only got about 45 seconds left.
[01:29:01.505 --> 01:29:03.526]  I want to invite you back up in the next few weeks for a full hour.
[01:29:03.846 --> 01:29:06.108]  Give us the Facebooks, Twitters, stuff like that.
[01:29:06.128 --> 01:29:11.512]  And then briefly, you were telling me off air, an explosion of new filmmaking that's anti-tyranny right now in LA.
[01:29:12.250 --> 01:29:13.171]  There is, there is.
[01:29:13.191 --> 01:29:23.098]  There's a lot of underground independent filmmakers here that are fighting back against the corporate studio system, and they're making a lot of really great, great projects for folks up in Minnesota that I know, to folks out here.
[01:29:23.198 --> 01:29:29.382]  They're really starting to say, no, we're going to make movies about the police state, and we're going to make movies about what this world could be like.
[01:29:29.462 --> 01:29:29.682]  Why?
[01:29:29.722 --> 01:29:32.204]  Because us as artists, that's what we have to do to educate people.
[01:29:32.244 --> 01:29:33.545]  We educate people through fiction.
[01:29:34.266 --> 01:29:35.647]  You know, they use fiction against us.
[01:29:35.687 --> 01:29:36.667]  We can use fiction against them.
[01:29:36.687 --> 01:29:37.768]  Give us the Facebook.
[01:29:38.208 --> 01:29:40.269]  Give us the websites.
[01:29:40.790 --> 01:29:43.411]  Jesse Ventura, the official Facebook page.
[01:29:43.431 --> 01:29:44.692]  We ain't got time to bleed.
[01:29:45.132 --> 01:29:48.894]  Those are the ones you want to check out for any Jesse Ventura news and things like that.
[01:29:48.914 --> 01:29:50.715]  They're updated, you know, updated daily.
[01:29:50.735 --> 01:29:51.095]  All right.
[01:29:51.155 --> 01:29:52.296]  Great job, Tyrell.
[01:29:52.616 --> 01:29:53.117]  Great job.
[01:29:53.157 --> 01:29:53.657]  Talk to you soon.
[01:29:53.677 --> 01:29:54.497]  We're on the march.
[01:29:54.998 --> 01:29:56.598]  The Empire's on the run.
[01:29:57.519 --> 01:30:00.221]  Alex Jones and the GCN Radio Network.
[01:30:04.312 --> 01:30:09.554]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:30:09.814 --> 01:30:12.015]  Start purifying your water with ProPure.
[01:30:12.215 --> 01:30:21.159]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[01:30:21.319 --> 01:30:24.501]  Its filters are silver impregnated to prevent bacterial growth.
[01:30:24.761 --> 01:30:26.201]  There's no priming required.
[01:30:26.442 --> 01:30:28.482]  It's NSF-42 certified.
[01:30:28.722 --> 01:30:31.204]  Optional fluoride filters can reduce fluoride up to 95%.
[01:30:32.264 --> 01:30:33.625]  Easy to set up and use.
[01:30:33.825 --> 01:30:35.105]  Doesn't require electricity.
[01:30:35.225 --> 01:30:38.087]  Purify water from lakes, streams, ponds, and wells.
[01:30:38.387 --> 01:30:41.568]  This filter system leaves in beneficial minerals, which is key.
[01:30:41.788 --> 01:30:43.549]  Save money by not buying bottled water.
[01:30:43.689 --> 01:30:45.770]  And avoid BPA that leaches from the plastic.
[01:30:45.910 --> 01:30:48.511]  ProPure is the best gravity-fed filter out there.
[01:30:48.652 --> 01:30:49.952]  It's what my family uses.
[01:30:50.232 --> 01:30:53.454]  Infowars.com already has the lowest price on ProPure.
[01:30:53.534 --> 01:30:59.176]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:30:59.376 --> 01:31:00.537]  You can also call to order.
[01:31:01.158 --> 01:31:06.824]  Alex Jones here with a message to fellow freedom lovers.
[01:31:07.104 --> 01:31:11.929]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:31:12.129 --> 01:31:19.297]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:31:19.417 --> 01:31:24.839]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:31:25.059 --> 01:31:28.780]  These are items that I did research on, that I personally use.
[01:31:29.080 --> 01:31:33.622]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:31:33.802 --> 01:31:39.024]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:31:39.284 --> 01:31:42.366]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:31:42.506 --> 01:31:44.768]  When Disaster Strikes by Matthew Stein.
[01:31:45.008 --> 01:31:49.591]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[01:31:49.771 --> 01:31:52.233]  Hand-cranked shortwave AM FM radios.
[01:31:52.653 --> 01:31:59.697]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[01:31:59.877 --> 01:32:00.898]  We're getting prepared.
[01:32:01.138 --> 01:32:01.559]  Are you?
[01:32:01.799 --> 01:32:02.599]  Infowarshop.com
[01:32:06.067 --> 01:32:13.754]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:32:14.194 --> 01:32:17.818]  Alex and his staff have used these pure soap products for years.
[01:32:18.258 --> 01:32:25.084]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:32:25.564 --> 01:32:28.047]  See them on the web at 5starsoap.com.
[01:32:28.587 --> 01:32:33.090]  Or call 800-340-7091 for a free catalog.
[01:32:33.430 --> 01:32:39.094]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:32:39.354 --> 01:32:44.458]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:32:44.778 --> 01:32:46.399]  This is an amazing deal.
[01:32:46.759 --> 01:32:51.362]  You can save thousands of dollars and you will love the way Real Soap makes you feel.
[01:32:51.983 --> 01:32:55.145]  See them on the web at 5starsoap.com or call
[01:32:55.265 --> 01:32:59.649]  800-340-7091 for a free catalog.
[01:33:13.942 --> 01:33:16.164]  He aligns himself with the truth.
[01:33:16.604 --> 01:33:19.066]  And it's time for you to choose a side.
[01:33:19.567 --> 01:33:21.909]  You're listening to Alex Jones.
[01:33:32.190 --> 01:33:33.512]  I think so.
[01:34:01.192 --> 01:34:02.533]  You tell him, Shooter Jennings!
[01:34:08.078 --> 01:34:10.760]  I want to get him back on the show.
[01:34:13.302 --> 01:34:17.265]  That's some good music right there.
[01:34:17.285 --> 01:34:19.106]  What do you expect from Waylon Jennings' voice?
[01:34:23.936 --> 01:34:35.601]  Alright, I'm going to jam in a few phone calls real quick, because I promised I would, and I appreciate you holding, ahead of getting another guest on, a doctor, an expert on these things, to break down the incredible news coming out on fluoride and more.
[01:34:36.142 --> 01:34:38.543]  And we have another guest coming on right now.
[01:34:38.603 --> 01:34:42.544]  Let's go to Robert in Virginia, then James and others.
[01:34:42.605 --> 01:34:43.685]  Robert, thanks for holding.
[01:34:43.705 --> 01:34:48.647]  While I've been talking to our last guest, what is on your mind today from the comments I was making earlier?
[01:34:48.667 --> 01:34:52.169]  Alex, hello, hallelujah, I got through.
[01:34:53.510 --> 01:34:54.271]  First time caller.
[01:34:54.391 --> 01:34:54.591]  Welcome!
[01:34:55.872 --> 01:34:58.614]  Okay, I have a very important question for you.
[01:34:58.634 --> 01:35:02.936]  I was wondering when you're going to get Pastor Lindsey Williams back on the show.
[01:35:02.956 --> 01:35:05.658]  You know he's predicting the end of the dollar by the end of this year.
[01:35:05.678 --> 01:35:12.383]  I was wondering if you got him lined up and how much faith are you putting into his forward-looking statement?
[01:35:13.189 --> 01:35:17.890]  I would say in the past, about 98% of what he got from his sources was accurate.
[01:35:17.910 --> 01:35:18.971]  We confirmed it at Bilderberg.
[01:35:19.371 --> 01:35:27.773]  Now, things are changing so much, I mean, I don't think his source has all the answers, even though it's the former CEO of a major oil company.
[01:35:28.414 --> 01:35:39.177]  Things are so fluid, but we've had a lot of folks want us to have Lindsey on, and some obviously don't, but we do need to get Lindsey Williams on in the near future.
[01:35:40.305 --> 01:35:40.545]  Great.
[01:35:40.585 --> 01:35:45.046]  I'd also like to say God bless 97-year-old David Rockefeller.
[01:35:47.327 --> 01:35:48.627]  God bless the possum, huh?
[01:35:49.528 --> 01:35:50.108]  There you go.
[01:35:51.928 --> 01:35:52.449]  Alright, buddy.
[01:35:52.489 --> 01:35:52.969]  Anything else?
[01:35:54.069 --> 01:35:54.449]  No, sir.
[01:35:54.469 --> 01:35:57.550]  I was just wondering if you got him lined up to come on the show.
[01:35:58.550 --> 01:35:59.391]  David Rockefeller?
[01:35:59.951 --> 01:36:00.491]  No, no, no.
[01:36:00.711 --> 01:36:01.071]  Lindsey.
[01:36:01.431 --> 01:36:03.292]  I've actually talked to David Rockefeller before.
[01:36:03.332 --> 01:36:04.472]  Yeah, I know you did.
[01:36:05.112 --> 01:36:06.893]  That would be great to have him on the show, wouldn't it?
[01:36:07.330 --> 01:36:08.992]  I was beyond, beyond bizarre.
[01:36:09.012 --> 01:36:10.553]  It was beyond bizarre.
[01:36:11.194 --> 01:36:13.255]  But yeah, I don't have time to get into the whole story.
[01:36:13.636 --> 01:36:14.657]  But yes, thank you for the call.
[01:36:14.697 --> 01:36:15.758]  I appreciate those points.
[01:36:16.919 --> 01:36:18.040]  My whole life's been bizarre.
[01:36:18.080 --> 01:36:19.161]  But life is crazy.
[01:36:19.781 --> 01:36:20.722]  Life's an adventure.
[01:36:20.742 --> 01:36:22.123]  There's people that say life's boring.
[01:36:22.664 --> 01:36:23.965]  I don't know what planet you're living on.
[01:36:24.866 --> 01:36:27.728]  Let's talk to Jacob at Oklahoma and then James.
[01:36:27.748 --> 01:36:28.309]  Go ahead, Jacob.
[01:36:29.181 --> 01:36:31.322]  Yes sir, I'm here in Oklahoma.
[01:36:31.662 --> 01:36:54.393]  I just want to say one thing, including my other comment, but to the guy, the anonymous guy, he needs to go read Patrick Henry's speech and realize how long our founding fathers, which were ten times the men of these macho, you know, they've got a few guns so they think they're going to take on the government, macho guys, our founding fathers were ten times the men that they are, and me too, and they
[01:36:57.415 --> 01:36:58.015]  How many years?
[01:36:58.336 --> 01:37:03.398]  10, 15 years they pleaded with words to the King of England.
[01:37:03.859 --> 01:37:11.683]  They didn't... People act like they just, you know, they were hot-headed and they were just ready to just fly off the handle and start a war.
[01:37:12.085 --> 01:37:20.769]  And before they got violent, because they were attacked, they stopped paying the taxes, they stopped putting up with stuff, and they started hanging posters everywhere.
[01:37:21.589 --> 01:37:32.874]  And they started, when somebody was a bad soldier or cop, they would take them and tar and feather them, which was quite a... People died quite often when you did that to them, because the skin would burn off.
[01:37:33.294 --> 01:37:39.899]  But the point is, is that they weren't, they didn't just say, let's just go attack the police station because we're going to have a civil war.
[01:37:40.220 --> 01:37:43.282]  Let's go take over the Texas Capitol while they call in the army on us.
[01:37:43.783 --> 01:37:48.006]  No, they would go find the people that did something to somebody.
[01:37:48.386 --> 01:37:49.547]  They would go find them.
[01:37:50.368 --> 01:37:51.369]  And again,
[01:37:53.035 --> 01:38:00.477]  We have, all I want is people shooting their mouths off about violence, half the time are feds, other half the time they're really angry and ready to do something.
[01:38:00.497 --> 01:38:04.558]  If they just put that energy into waking other people up.
[01:38:04.898 --> 01:38:06.438]  We have the moral authority.
[01:38:06.738 --> 01:38:07.879]  We need to use it.
[01:38:08.339 --> 01:38:12.520]  And again, I have found most of the military is awake, more than the general public.
[01:38:13.821 --> 01:38:14.221]  I don't know.
[01:38:29.016 --> 01:38:34.000]  But we don't just need to, if they have troops on the streets, go out and have a war with them.
[01:38:34.360 --> 01:38:42.706]  We need to explain, hey, these troops were put in this position, trained over the last decade for the banker collapse they've implemented.
[01:38:43.026 --> 01:38:45.268]  We've got to get the truth out of what happened.
[01:38:46.463 --> 01:38:49.406]  Again, so the Globalist aren't just going to have troops come take our guns.
[01:38:49.666 --> 01:38:51.387]  They're going to collapse things first.
[01:38:51.968 --> 01:38:53.469]  All hell's going to break loose.
[01:38:53.869 --> 01:38:57.692]  When they come in to restore order, like Katrina, they're going to say you've got to turn them in.
[01:38:58.093 --> 01:38:59.394]  That's how they're going to do it.
[01:38:59.734 --> 01:39:02.416]  There's not going to be communications in areas when they do this.
[01:39:03.285 --> 01:39:05.106]  And it will be a death sentence for the military.
[01:39:05.126 --> 01:39:08.507]  It's not going to be like New Orleans where there were still some people that got shot trying to take guns.
[01:39:08.788 --> 01:39:13.190]  And you try that in Texas or Alabama or Tennessee or Vermont.
[01:39:13.870 --> 01:39:15.971]  I mean, it's over.
[01:39:15.991 --> 01:39:19.532]  But again, we're not like Macho wanting a bloodbath here.
[01:39:19.953 --> 01:39:21.693]  We're wanting to overt this.
[01:39:22.054 --> 01:39:23.594]  The globalists have this planned.
[01:39:23.634 --> 01:39:24.355]  We've got to defeat them.
[01:39:24.695 --> 01:39:25.575]  I appreciate your call.
[01:39:25.855 --> 01:39:27.276]  We've got to outthink them.
[01:39:27.316 --> 01:39:31.438]  We've got to have situational awareness of the real politic.
[01:39:32.258 --> 01:39:35.079]  Not what we're being force-fed here by the corporate media.
[01:39:35.799 --> 01:39:37.879]  Listen, they aren't going to go much longer.
[01:39:39.359 --> 01:39:47.021]  Listen, with fixed Nielsen ratings, and I knew they were fixed, MSNBC's top shows have a million listeners.
[01:39:47.401 --> 01:39:51.582]  We have that many every hour or more, conservatively.
[01:39:51.742 --> 01:39:52.862]  It's made up!
[01:39:54.102 --> 01:39:56.223]  It is fake.
[01:39:56.363 --> 01:39:58.103]  The whole thing is fake.
[01:39:59.039 --> 01:40:00.801]  One more caller because they've been holding so long.
[01:40:00.841 --> 01:40:04.424]  Then I'll get to Max and Noel and Alice in Wonderland calling from Ohio.
[01:40:05.665 --> 01:40:06.746]  I thought that's in Kansas.
[01:40:07.567 --> 01:40:10.190]  Let's go ahead and talk to James in Missouri.
[01:40:10.550 --> 01:40:11.351]  James, you're on the air.
[01:40:11.371 --> 01:40:11.771]  Go ahead.
[01:40:11.791 --> 01:40:13.813]  Hey Alex, thanks for getting me on.
[01:40:13.833 --> 01:40:14.854]  I'm a first-time caller.
[01:40:14.874 --> 01:40:16.115]  I appreciate you working me in here.
[01:40:16.576 --> 01:40:19.999]  I'd probably also comment on the anonymous caller.
[01:40:20.818 --> 01:40:22.440]  Uh, you know, first of all, it is kind of sketchy.
[01:40:22.500 --> 01:40:27.644]  I know when you said it by his voice, he didn't really sound like he'd be a fed or something, but anyone who's calling him by anonymous has something to hide.
[01:40:27.684 --> 01:40:31.287]  So, you know, whatever it is he was hiding, I think it's almost quite obvious.
[01:40:31.907 --> 01:40:35.290]  But, um, you know, we're not at that point yet.
[01:40:35.370 --> 01:40:37.111]  You know, we're not ready for that.
[01:40:37.171 --> 01:40:40.754]  There's a reason that the First Amendment came before the Second Amendment.
[01:40:41.235 --> 01:40:45.398]  Because our founding fathers knew the steps that would be needed to fight
[01:40:46.246 --> 01:40:56.351]  We have to exhaust every other step, and then we have to have the courage to start identifying who the occupiers and collaborators are publicly, and that's not a safe job.
[01:40:56.711 --> 01:40:59.212]  Again, folks, identify the globalists.
[01:40:59.552 --> 01:41:00.493]  Call them out.
[01:41:00.813 --> 01:41:01.914]  Call for their arrest.
[01:41:02.234 --> 01:41:08.837]  There are good judges and prosecutors and citizens and grand juries.
[01:41:09.197 --> 01:41:10.298]  It's starting to happen.
[01:41:10.378 --> 01:41:12.619]  We can arrest all these people.
[01:41:12.659 --> 01:41:12.979]  Go ahead.
[01:41:14.099 --> 01:41:15.959]  Oh yeah, I completely agree with you.
[01:41:16.039 --> 01:41:20.620]  And I also just wanted to have a short little comment on what Tyrell was talking about.
[01:41:20.640 --> 01:41:27.121]  You know, I don't believe that our system, capitalism, is within itself evil and the source of our problems.
[01:41:27.341 --> 01:41:27.821]  Oh no, no, no.
[01:41:27.861 --> 01:41:31.082]  Tyrell's a huge capitalist, and I almost elaborated when he said that.
[01:41:31.362 --> 01:41:35.563]  He's saying this isn't capitalism, this is a rigged monopoly system.
[01:41:36.723 --> 01:41:37.223]  Right, yeah.
[01:41:37.243 --> 01:41:42.004]  The only thing I was going to point out is because these mega-bankers, they don't have one system that they conform to.
[01:41:42.771 --> 01:41:47.155]  I mean, they go through all the countries, they go through all the systems and exploit every single one.
[01:41:47.255 --> 01:41:49.056]  That's right, they call it a synthesis.
[01:41:50.097 --> 01:41:50.297]  Yeah.
[01:41:51.278 --> 01:41:51.958]  Very well said.
[01:41:51.978 --> 01:41:52.679]  Anything else, sir?
[01:41:53.720 --> 01:42:04.889]  Well, you know, I don't know how much time you have for me, but I do have a couple of stories that I feel like would be relevant to what we've been talking about with the police state, and also a story about, a personal story about my
[01:42:06.095 --> 01:42:06.795]  And I know why people
[01:42:32.967 --> 01:42:35.468]  Do drugs, not just kids they put them on.
[01:42:35.749 --> 01:42:44.073]  It's because reality is such a high that you almost want to take some alcohol or whatever the case is, so that it's not so intense.
[01:42:44.673 --> 01:42:50.797]  You see, reality is the ultimate trip, to use a hippie term like, you know, LSD trip.
[01:42:51.097 --> 01:42:52.938]  Reality is the ultimate adventure.
[01:42:53.178 --> 01:42:53.738]  God bless you.
[01:42:53.758 --> 01:42:55.399]  I think you just told your story right there, brother.
[01:42:55.799 --> 01:42:56.420]  All right, now.
[01:42:57.952 --> 01:43:00.095]  Joining us is one of my favorite guests.
[01:43:00.256 --> 01:43:01.738]  He's Dr. Corey Gold.
[01:43:02.680 --> 01:43:09.470]  He is a syndicated talk show host in his own right, coming out of one of our great affiliates out there in California.
[01:43:10.814 --> 01:43:11.855]  And he's going to be joining us.
[01:43:11.915 --> 01:43:30.003]  I wanted to get him on to talk about solutions, because he's not just a dentist like my dad, but he's a nutritionist, and he's also one of the most successful proprietary developers of some of the most popular vitamin and mineral tinctures out there.
[01:43:31.076 --> 01:43:32.737]  And I'm just really excited to have him.
[01:43:33.218 --> 01:43:37.441]  We also have a big announcement we're going to make at the start of the next hour.
[01:43:37.461 --> 01:43:45.587]  We're not going to do that right now with Dr. Corey Gold, again, who joins us here today.
[01:43:45.687 --> 01:43:52.472]  I wanted to get him on it first to discuss just the incredible stuff that we see coming out
[01:43:53.900 --> 01:44:05.450]  As you know, Doc, it came out two weeks ago that Merck knowingly was putting out vaccines that they knew actually had the measles, mumps, rubella in them.
[01:44:06.411 --> 01:44:11.315]  It's come out that GlaxoSmithKline knew a bunch of their drugs, didn't even help people and were killing them.
[01:44:12.176 --> 01:44:19.363]  Now we have Monsanto trying to get total government liability to approve anything they want and to give them liability protection.
[01:44:20.478 --> 01:44:29.368]  And on the heels of all that, major Harvard study published in Federal Government Journal confirms fluoride lowers IQ.
[01:44:29.728 --> 01:44:40.721]  In more than a dozen studies that Harvard looked at, they found significant lower IQs in those who lived in the fluoride areas.
[01:44:42.759 --> 01:44:47.885]  Children in high fluoride areas had significantly lower IQs than those who lived in low fluoride areas.
[01:44:48.346 --> 01:44:49.867]  Now again, they just call it fluoride.
[01:44:49.887 --> 01:44:51.409]  They put hundreds of chemicals in there.
[01:44:51.830 --> 01:44:54.112]  This was known in the Soviet Union when they first put it.
[01:44:54.132 --> 01:44:55.915]  By the way, that's mainline history.
[01:44:56.655 --> 01:45:00.300]  In the slave camp water, then the Nazis copied Stalin.
[01:45:00.860 --> 01:45:02.582]  The point is, folks,
[01:45:03.775 --> 01:45:10.198]  This is premeditated evil, and now they're getting caught on a weekly basis, but still they go forward.
[01:45:10.218 --> 01:45:12.799]  It's like they get caught, so then they just say, well, we'll just get liability.
[01:45:13.120 --> 01:45:17.042]  And by the way, in California, we're going to shoot your kids up with vaccines without parental consent.
[01:45:17.442 --> 01:45:21.164]  That's where Corey Gold joins us from KSCO land there in Santa Cruz.
[01:45:21.864 --> 01:45:24.245]  Doc, what do you make of all this?
[01:45:24.405 --> 01:45:27.667]  I mean, used to you'd have like a piece of news break like this every six months.
[01:45:27.947 --> 01:45:29.248]  Now it's every day or two.
[01:45:30.448 --> 01:45:32.892]  Is this a good thing or are they just out in the open now?
[01:45:33.193 --> 01:45:40.744]  What do you make of the fact that it's coming out that Big Pharma makes tens of billions with one drug a year and then pays a hundred million dollar fine?
[01:45:41.645 --> 01:45:42.346]  What do you make of this?
[01:45:43.684 --> 01:45:46.065]  You covered a lot of ground there, Alex, but you're right.
[01:45:46.125 --> 01:45:52.028]  I mean, it's been known for a long time that if you put things into the food supply, you can control the public.
[01:45:52.708 --> 01:45:53.808]  And you're right.
[01:45:53.828 --> 01:45:57.950]  Nazi Germany, they were using things like fluoride in the water to control people.
[01:45:58.410 --> 01:46:01.752]  Soviet Russia, they were using things like fluoride in the water to control people.
[01:46:01.872 --> 01:46:03.973]  And you have to question why we're doing it here.
[01:46:04.333 --> 01:46:06.694]  There's discussion out in the open right now
[01:46:07.074 --> 01:46:18.982]  About adding lithium to the public drinking supply because too many people in America are depressed and if we add a little lithium to the drinking water we would have a happier population like, you know, Stanford people.
[01:46:19.442 --> 01:46:23.265]  So, yeah, government is controlling people by what they put in the drinking water.
[01:46:23.305 --> 01:46:32.731]  Look at, in Chicago, they're confiscating homemade lunches that mothers and fathers make and replacing it with government lunches because government is telling you
[01:46:33.391 --> 01:46:36.072]  Parents don't have rights to control their children's diets.
[01:46:36.372 --> 01:46:41.615]  Government's in charge of your diets, and to some degree you can't run away from the food supply.
[01:46:41.635 --> 01:46:47.037]  So if they put GMOs in the food supply, and fluoride in the water, and lithium in the water, where do you run?
[01:46:47.097 --> 01:46:48.998]  Where do you hide to control your own life?
[01:46:50.859 --> 01:46:58.282]  And notice this is all happening right as we gain so much momentum, their answer is, oh yeah, you don't like it?
[01:46:59.502 --> 01:47:00.983]  We'll hit you with a hundred times more.
[01:47:02.239 --> 01:47:03.439]  Well, just think about this.
[01:47:03.479 --> 01:47:20.063]  I mean, they're now telling people if you collect rainwater that falls on your roof in your home, it's illegal in some states to collect rainwater that falls on your own roof on your own home because the government owns the water that falls on your house.
[01:47:20.223 --> 01:47:29.665]  Oh yeah, last year they wanted to tax $2,000 per episode for any hay dust in a barn as if that's toxic, but then GMO can blow around.
[01:47:30.828 --> 01:47:32.129]  Everywhere in people's faces.
[01:47:32.609 --> 01:47:49.142]  All of this is supposed to be, you know, fine and dandy, but I was seeing the Department of the Interior and others, they're even discussing runoff taxes, saying that you need to pay taxes just for rain that falls on your yard.
[01:47:50.071 --> 01:47:50.351]  Right.
[01:47:50.411 --> 01:48:00.220]  They're looking to find any way that, you know, water that falls on your yard, you should be taxed for because it waters your grass or waters your crops because the government owns the rain now.
[01:48:00.801 --> 01:48:02.522]  I'm waiting for the sunshine tax.
[01:48:02.542 --> 01:48:09.569]  It's like if you go outside and walk around, the government may charge you by the mile for the sunshine that you collect because somehow now they own the sun.
[01:48:10.660 --> 01:48:13.041]  And by the way, don't give them ideas, Dr. Glove, please.
[01:48:13.221 --> 01:48:14.022]  I'm not even joking.
[01:48:15.343 --> 01:48:20.866]  Well, of course, Cass Sunstein says that the sun is not good for us and that we're conspiracy theorists if we say it.
[01:48:21.943 --> 01:48:22.203]  Right.
[01:48:22.403 --> 01:48:24.884]  The sun, which we all know we need to be in.
[01:48:24.924 --> 01:48:28.964]  I mean, if you ever go outside, you know you feel better on a nice, warm, sunny day.
[01:48:29.004 --> 01:48:29.985]  It feels good to walk out.
[01:48:30.025 --> 01:48:34.285]  Your body is designed to enjoy and use sunlight.
[01:48:34.325 --> 01:48:36.146]  It actually creates vitamins in your body.
[01:48:36.566 --> 01:48:44.347]  But, you know, if you read public, written documents by government officials, you think the sun was all bad and out there to kill you.
[01:48:44.607 --> 01:48:47.528]  And it's the government's role to prevent you from having sunlight.
[01:48:47.848 --> 01:48:57.512]  And by the way, along that line, because we were joking about taxing the sun, Cass Sunstein actually said, if you say the sun is good for you, put a tax on conspiracy theories.
[01:48:58.053 --> 01:49:01.034]  He actually said, tax saying the sun is good for you.
[01:49:01.274 --> 01:49:03.215]  So in a way, I guess that is a tax on the sun.
