[00:00:21.391 --> 00:00:23.374]  Welcome to InfoWars Nightly News.
[00:51:29.160 --> 00:51:30.260]  They call it security.
[00:51:30.840 --> 00:51:31.741]  It's a takeover.
[00:51:33.172 --> 00:51:34.393]  Via the nanny state.
[00:51:35.413 --> 00:51:39.136]  It's, it's oppression under the rubric of safety and security.
[00:51:39.156 --> 00:51:41.097]  Let me just take it because we were, yeah, we're safe.
[00:51:41.177 --> 00:51:45.800]  Listen, all the dentists my dad talks to have been approached by Homeland Security to spy on their patients.
[00:51:46.680 --> 00:51:47.101]  And what are they?
[00:51:47.141 --> 00:51:53.705]  Not their Muslim patients, which would be bad enough and violate patient, you know, doctor rules.
[00:51:55.814 --> 00:51:57.455]  Because they're claiming the terror threat was Muslims.
[00:51:57.875 --> 00:51:59.176]  Now they're flipping it to everybody.
[00:51:59.696 --> 00:52:00.457]  It's what are they saying?
[00:52:00.497 --> 00:52:01.077]  What are they doing?
[00:52:01.318 --> 00:52:02.138]  What drugs are they doing?
[00:52:02.498 --> 00:52:04.119]  It's just a total snitch network.
[00:52:05.020 --> 00:52:06.201]  But not even to keep us safe.
[00:52:06.261 --> 00:52:08.022]  This is an authoritarian takeover.
[00:52:08.769 --> 00:52:12.912]  Because they've implemented... To get around the patient-doctor confidentiality?
[00:52:13.172 --> 00:52:15.793]  How does the TSA stick their hands down somebody's pants?
[00:52:15.873 --> 00:52:22.377]  And the state legislature of Texas says this is already illegal, we're passing a law to enforce it, and they say we'll have an air blockade with F-16s.
[00:52:22.417 --> 00:52:23.098]  And that was in the news!
[00:52:23.418 --> 00:52:27.120]  We'll have F-16s blow your airlines out of the air with Sidewinder missiles.
[00:52:27.761 --> 00:52:28.361]  AIM-9s.
[00:52:29.482 --> 00:52:31.183]  I mean, think about that.
[00:52:31.843 --> 00:52:34.885]  And then I'm just sitting here watching Red Dawn in slow motion.
[00:52:35.779 --> 00:52:37.980]  Is there any way we could protest the TSA?
[00:52:38.020 --> 00:52:40.721]  I mean, like, imagine no one flies.
[00:52:41.021 --> 00:52:45.642]  Well, we did that a couple years ago on Thanksgiving, and next week I'm going to announce that we're doing it again.
[00:52:46.583 --> 00:52:50.444]  And that also, those are public comments paid for by taxpayer money.
[00:52:51.064 --> 00:52:54.186]  I'm sick of them trying to say it's against the law to film us and then threatening.
[00:52:54.346 --> 00:52:55.047]  There is no law.
[00:52:55.067 --> 00:52:55.627]  We looked it up.
[00:52:55.988 --> 00:52:59.670]  It's just pure, it's like cops arresting people saying you can't film me in public.
[00:52:59.690 --> 00:53:00.411]  It's wiretapping.
[00:53:00.851 --> 00:53:02.072]  It's the same way they film us.
[00:53:02.092 --> 00:53:04.393]  There's no perception of privacy in public.
[00:53:04.414 --> 00:53:05.995]  That's why they have cameras and squad cars.
[00:53:06.015 --> 00:53:06.355]  Right.
[00:53:07.316 --> 00:53:09.937]  But they prey on the abject ignorance.
[00:53:10.118 --> 00:53:10.738]  Here's an example.
[00:53:10.758 --> 00:53:13.200]  I was talking to one of the crew whose wife works here.
[00:53:13.240 --> 00:53:14.561]  She's already had a miscarriage before.
[00:53:14.621 --> 00:53:16.202]  They're so excited they've got another baby coming.
[00:53:17.076 --> 00:53:18.196]  Yeah, congratulations to them.
[00:53:18.316 --> 00:53:21.197]  Well, yeah, I'm not going to say any names, but they go in.
[00:53:21.277 --> 00:53:22.997]  You're not supposed to have ultrasounds until four months.
[00:53:23.037 --> 00:53:25.578]  I mean, I've had three children, you know, researched it.
[00:53:26.418 --> 00:53:28.198]  Two months, they're doing ultrasounds.
[00:53:28.218 --> 00:53:32.019]  They're saying, hey, we need to do this amniotic fluid thing, which they don't tell you causes miscarriages a lot.
[00:53:32.619 --> 00:53:38.801]  Oh, you need to all have your wife take flu shots and like five other things, which until three years ago said on the inserts, don't take it when you're pregnant.
[00:53:39.041 --> 00:53:41.301]  It's been known forever it causes a miscarriage.
[00:53:41.581 --> 00:53:43.862]  It's now just this flagrant evil.
[00:53:44.562 --> 00:53:51.556]  Where everybody just does what they're told, miscarriages are off the charts, all this is happening, and I became physically ill hearing how they're pushing this on them.
[00:53:52.844 --> 00:53:54.125]  Because I care about these people.
[00:53:54.185 --> 00:53:54.906]  I mean, that's what I'm saying.
[00:53:54.966 --> 00:53:56.447]  It's all just lawless crap.
[00:53:56.467 --> 00:53:58.108]  Now, we've only gone through one question.
[00:53:58.148 --> 00:54:01.731]  We've got to... But I mean, there's your answer.
[00:54:02.011 --> 00:54:04.353]  What would precipitate an open announcement of martial law?
[00:54:04.653 --> 00:54:04.893]  Never.
[00:54:04.933 --> 00:54:06.294]  They'll call it civil emergency.
[00:54:06.614 --> 00:54:08.095]  A giant meteor hits the earth.
[00:54:08.616 --> 00:54:16.522]  Because instead of governments fighting with each other all day and suppressing the people, there should be a defense system in space
[00:54:17.142 --> 00:54:27.248]  That is managed through treaties with countries, not through a UN, that is publicly, you know, controlled with missile systems in deep orbit of the planet.
[00:54:27.508 --> 00:54:28.348]  Very inexpensive.
[00:54:28.408 --> 00:54:29.008]  They haven't done it.
[00:54:29.609 --> 00:54:30.069]  Okay?
[00:54:30.089 --> 00:54:32.490]  Because there's this total obsession with oppressing the people.
[00:54:32.791 --> 00:54:34.672]  So meteorites are a big threat.
[00:54:35.712 --> 00:54:36.633]  Nukes going off.
[00:54:36.673 --> 00:54:39.394]  The globalists could do that to engineer a total societal takeover.
[00:54:39.694 --> 00:54:40.755]  Financial collapse.
[00:54:41.095 --> 00:54:42.757]  Well, that's impending.
[00:54:42.797 --> 00:54:43.598]  Just all of that.
[00:54:43.959 --> 00:54:45.401]  So there's a lot of different things.
[00:54:45.541 --> 00:54:47.363]  They're trying to start war with Iran.
[00:54:47.904 --> 00:54:50.047]  Even the chairman of the Joint Chiefs said he's not part of this.
[00:54:50.267 --> 00:54:51.228]  It's going to be a disaster.
[00:54:51.248 --> 00:54:51.669]  Right.
[00:54:51.829 --> 00:54:53.972]  I mean, the Joint Chiefs are coming out.
[00:54:55.033 --> 00:54:55.934]  We're in trouble here.
[00:54:56.515 --> 00:54:57.556]  And the government's busy.
[00:54:58.397 --> 00:55:08.721]  With any type of executive, psychiatrists, psychologists, dentists, doctors, plant managers under InfraGard saying we want to pay you to spy on everybody.
[00:55:09.221 --> 00:55:10.441]  I mean the mischief of this.
[00:55:11.262 --> 00:55:15.703]  We need to talk about the government and the foreign banks that have hijacked it.
[00:55:16.003 --> 00:55:17.864]  I mean what an incredibly important question.
[00:55:18.104 --> 00:55:19.585]  We're under martial law.
[00:55:20.585 --> 00:55:22.306]  A rose is still a rose by any other name.
[00:55:22.906 --> 00:55:24.226]  You know they call this security.
[00:55:24.386 --> 00:55:26.267]  Eisenhower said security is a prison.
[00:55:27.506 --> 00:55:31.027]  Of course, the Founding Fathers all said that in different ways.
[00:55:31.307 --> 00:55:35.829]  Benjamin Franklin said those that give up liberty for so-called security deserve it and will get neither.
[00:55:36.169 --> 00:55:38.590]  You don't... Government's the big danger!
[00:55:38.630 --> 00:55:39.430]  Look up democide.
[00:55:39.470 --> 00:55:39.950]  Next question.
[00:55:40.411 --> 00:55:52.555]  Alright, well this one comes to you from Matt and he says, a friend of mine who recently got out of the Marine Corps told me that it was common knowledge that everyone who states that they have bad dreams, bad experiences, flashbacks, etc.
[00:55:52.995 --> 00:55:55.096]  will be designated as having PTSD.
[00:55:55.976 --> 00:56:01.363]  And they'll receive, you know, $2,000 or so per month, depending on their rank for life.
[00:56:01.844 --> 00:56:03.406]  So, what are your thoughts on this?
[00:56:03.506 --> 00:56:06.911]  Is this, you know, they go into a database, they can never own a gun.
[00:56:06.931 --> 00:56:08.112]  Oh, this is amazing.
[00:56:08.132 --> 00:56:08.974]  What's your thought on that?
[00:56:11.105 --> 00:56:12.826]  Well, this is an incredibly good question.
[00:56:12.846 --> 00:56:13.287]  Who asked that?
[00:56:14.127 --> 00:56:14.768]  His name is Matt.
[00:56:15.348 --> 00:56:16.649]  Well, he's absolutely right.
[00:56:17.650 --> 00:56:20.752]  More of these questions at the Ask Alex at PlanetInfoWars.com.
[00:56:20.772 --> 00:56:22.474]  They're stepping it up.
[00:56:22.494 --> 00:56:24.075]  That we've got right here on screen below us.
[00:56:24.495 --> 00:56:25.856]  PlanetInfoWars.com.
[00:56:25.896 --> 00:56:26.997]  Please get everybody together.
[00:56:27.017 --> 00:56:29.059]  That's part of the solution is organizing there.
[00:56:30.400 --> 00:56:32.481]  There are real problems with PTSD.
[00:56:32.741 --> 00:56:34.503]  Burnout, shell shock, whatever you call it.
[00:56:34.643 --> 00:56:36.664]  That's why you don't serve more than a year.
[00:56:37.065 --> 00:56:39.847]  You have more PTSD if morally people question it.
[00:56:40.999 --> 00:56:45.061]  Because if people know it was unjust, your body's mad at you.
[00:56:45.141 --> 00:56:46.341]  Your subconscious, your brain.
[00:56:46.641 --> 00:56:50.923]  There's a tribal human function, a self-destruct, if you've been a bad person.
[00:56:51.864 --> 00:56:53.905]  If you're purely evil and go to evil things, you don't care.
[00:56:53.945 --> 00:56:58.586]  But if you were a good person who got tricked into evil, and you find out you did it, then you got a big problem.
[00:56:58.626 --> 00:56:59.647]  Just forgive yourselves.
[00:57:00.047 --> 00:57:07.550]  As long as you know it was wrong what you did, and spread the word to others, and admit you were lied to when you were young, you can get rid of a lot of that.
[00:57:09.471 --> 00:57:12.193]  PTSD, a lot of it is you're really mad at yourself.
[00:57:13.254 --> 00:57:13.474]  Okay?
[00:57:13.494 --> 00:57:18.938]  I mean, because you've got a genetic coding of a brain layout to be good and to build up humanity.
[00:57:19.398 --> 00:57:19.539]  Now,
[00:57:20.555 --> 00:57:23.618]  That said, this is what they do.
[00:57:23.658 --> 00:57:26.320]  They're culling back through the files, even Vietnam veterans.
[00:57:26.340 --> 00:57:29.603]  I mean, I know a famous football player I was having dinner with a few years ago.
[00:57:29.663 --> 00:57:33.686]  He went in to buy his grandson, no criminal record, businessman here in town, very well known.
[00:57:33.706 --> 00:57:35.728]  He went to buy his grandson a .22 rifle.
[00:57:35.768 --> 00:57:36.668]  They said, you can't buy one.
[00:57:36.708 --> 00:57:44.074]  He challenged and found out, well, when you were in Vietnam, you collapsed from heat exhaustion and they're now, that's in your file, that's now being called PTSD.
[00:57:44.935 --> 00:57:49.018]  Well, I mean, my God, you might have gotten really stressed out, you know, over there or something happened.
[00:57:49.038 --> 00:57:51.120]  It doesn't mean you've got problems for life.
[00:57:51.440 --> 00:57:54.603]  People can go crazy when their mom or dad dies or they have a car wreck or whatever.
[00:57:54.943 --> 00:57:55.263]  Point is...
[00:57:56.266 --> 00:58:01.548]  It's extrajudicial, and veterans compared to a lot of other groups are not any more prone to violence.
[00:58:02.289 --> 00:58:05.550]  Are they doing this because they know how to shoot a gun?
[00:58:05.590 --> 00:58:07.331]  Well, I mean, that's it.
[00:58:07.891 --> 00:58:14.334]  You can show groups that are engaged in violence and things, but just because in a group somebody does something, they don't all then lose their rights.
[00:58:14.694 --> 00:58:17.656]  So they don't have the gun control laws.
[00:58:18.136 --> 00:58:19.997]  Unless you're a felon, you can't own a gun.
[00:58:20.017 --> 00:58:22.138]  So they're just saying, well, this new bureaucracy
[00:58:23.458 --> 00:58:28.522]  Says that you can't own a gun, and then they induce you, oh, go see the Army shrink.
[00:58:28.822 --> 00:58:29.963]  Go see the Marine Corps shrink.
[00:58:30.423 --> 00:58:32.885]  So, you've been five tours we forced you into.
[00:58:33.005 --> 00:58:35.927]  So, your foot's blown off, and we've given you a prosthesis.
[00:58:35.967 --> 00:58:38.349]  They make guys with limbs blown off fight still.
[00:58:39.529 --> 00:58:41.631]  And, well, you know what?
[00:58:41.751 --> 00:58:44.353]  We're going to let you out now, instead of another tour.
[00:58:44.373 --> 00:58:48.596]  But just agree you're having these nightmares and all this stuff, because now you have a nightmare and you can't have a gun.
[00:58:49.466 --> 00:58:51.167]  And don't worry, we're going to put you on welfare now.
[00:58:51.627 --> 00:58:52.688]  We're going to make you dependent.
[00:58:52.768 --> 00:58:54.649]  You're a decommissioned piece of equipment.
[00:58:54.929 --> 00:58:59.271]  We're going to send you back and basically mark your sheet that you're evil and you're bad and you can't own a gun.
[00:58:59.291 --> 00:59:03.433]  And then take your rights extra-judicially from an entire class of people.
[00:59:04.505 --> 00:59:09.349]  Because if you look at the full spectrum of groups that engage in crimes, veterans are about in the middle.
[00:59:10.049 --> 00:59:19.537]  So there's all these other groups and they're going to be next that are more prone to commit crime because statistically that group, and it's all according to race, gender, religion, all this stuff, it's incredible.
[00:59:19.997 --> 00:59:27.083]  It's like saying, well, you know, New York cops shot nine people to get one guy who had a gun.
[00:59:27.123 --> 00:59:27.723]  Innocent people.
[00:59:27.743 --> 00:59:28.283]  Yeah.
[00:59:28.303 --> 00:59:29.705]  The cops again on a bridge.
[00:59:30.612 --> 00:59:34.977]  Today, someone, you know, there had been a robbery on the bridge.
[00:59:34.997 --> 00:59:36.358]  They just came and shot a bridge worker.
[00:59:37.359 --> 00:59:39.141]  And it's like, oh, well, that's just what they do to keep us safe.
[00:59:39.481 --> 00:59:41.864]  But statistically, they're more dangerous in New York than anything else.
[00:59:42.585 --> 00:59:47.209]  So statistically, because New York cops are so bad, do we disarm all the other police around the country?
[00:59:47.229 --> 00:59:47.450]  No.
[00:59:48.516 --> 00:59:53.280]  Police, they're going to say when they get ready to get you out, you've got PTSD so you can be marked as an enemy.
[00:59:53.320 --> 00:59:59.365]  See, they're getting ready to go to machines, combat robots and stuff, so they're worried about the old-line enforcers.
[00:59:59.965 --> 01:00:05.470]  And this metamorphosis towards pure evil, you're going to help bring in the police state, then the robots are going to take over.
[01:00:06.030 --> 01:00:08.892]  You know, the pre-programmed autonomous drones, ground robots.
[01:00:09.292 --> 01:00:10.072]  DARPA said that.
[01:00:10.492 --> 01:00:12.393]  So they're just getting you ready in the next 10 years or so.
[01:00:12.633 --> 01:00:15.215]  There'll be little special units that are with the machines that go out.
[01:00:15.475 --> 01:00:16.936]  And the rest of you are enemy number one.
[01:00:17.176 --> 01:00:18.797]  Hitler did this, getting rid of the brown shirts.
[01:00:19.317 --> 01:00:20.838]  Jens Throm and others took them to power.
[01:00:21.958 --> 01:00:25.200]  Yeah, Stalin, Mao, they all did it.
[01:00:25.760 --> 01:00:30.329]  And you're fools, so enjoy your little rank and your power trip now and all of this.
[01:00:30.709 --> 01:00:32.492]  You are the enemy of the New World Order.
[01:00:32.513 --> 01:00:35.919]  They hate you more than anybody because they think you might resist them.
[01:00:36.400 --> 01:00:37.401]  So, it's outrageous.
[01:00:38.311 --> 01:00:39.432]  Well, thanks Matt.
[01:00:39.472 --> 01:00:40.192]  That was a great question.
[01:00:40.392 --> 01:00:41.273]  And it's all illegal.
[01:00:41.993 --> 01:00:43.074]  It's all extrajudicial.
[01:00:43.094 --> 01:00:43.594]  They just do it.
[01:00:43.634 --> 01:00:47.397]  It's like TSA says, I have administrative right to grab your genitals.
[01:00:48.117 --> 01:00:48.817]  There's no law.
[01:00:49.438 --> 01:00:50.038]  It's illegal.
[01:00:50.278 --> 01:00:50.799]  They just do it.
[01:00:50.919 --> 01:00:52.079]  And they're teaching cops to do it now?
[01:00:52.880 --> 01:00:58.583]  Yes, the TSA is now going out and saying, we wave a magic wand and now you can just randomly do this.
[01:00:58.823 --> 01:01:04.507]  And the TSA documents got released in foyer today that they are going to put body scanners at malls everywhere.
[01:01:05.811 --> 01:01:08.039]  And it's not just going to be TSA.
[01:01:08.059 --> 01:01:10.286]  Now the feds are going to certify with a magic wand.
[01:01:11.727 --> 01:01:12.788]  Private security to do it.
[01:01:12.828 --> 01:01:14.609]  It's just a total takeover.
[01:01:15.469 --> 01:01:18.811]  All of America and the West has been turned into a giant re-education camp.
[01:01:18.851 --> 01:01:19.392]  What's the next one?
[01:01:19.592 --> 01:01:21.933]  The next one comes to you from Falcon57.
[01:01:22.333 --> 01:01:32.840]  And he says, when the county judge in Texas mentioned that more police are needed to repulse an invasion by the federal government, wouldn't it be better to call for armed volunteers?
[01:01:33.280 --> 01:01:37.722]  It was a practice by the sheriffs in the past where they'd call their posse.
[01:01:37.862 --> 01:01:38.023]  Yes.
[01:01:38.923 --> 01:01:50.071]  We need the counties and the cities and the states that still have people that understand there's been a foreign banking takeover and that they're incrementally taking over faster and that these people serving this are collaborators.
[01:01:50.471 --> 01:01:51.251]  Federal government's gone.
[01:01:51.271 --> 01:01:53.293]  It's not a question of feds versus the states now.
[01:01:53.433 --> 01:01:55.034]  It is captured by foreign banks.
[01:01:55.314 --> 01:01:56.775]  They brag on the news.
[01:01:57.636 --> 01:01:59.317]  I've played the clips, CNBC, all of them.
[01:01:59.757 --> 01:02:03.480]  We've written articles like, uh, banks declare they've captured, uh, conquered America.
[01:02:03.900 --> 01:02:06.061]  And it's just got dozens of links to them saying it.
[01:02:06.561 --> 01:02:08.322]  You know, foreign head of the EU bragging.
[01:02:08.362 --> 01:02:09.903]  I mean, it's that big.
[01:02:10.163 --> 01:02:11.344]  They know the public's in a trance.
[01:02:11.424 --> 01:02:12.384]  It's that big of a joke.
[01:02:12.644 --> 01:02:13.705]  Yeah.
[01:02:14.045 --> 01:02:15.125]  And what was the question?
[01:02:16.026 --> 01:02:18.167]  Oh, yes.
[01:02:18.207 --> 01:02:21.688]  You have that judge out there that's like the mayor of the county in Lubbock, and he's saying all this.
[01:02:23.249 --> 01:02:26.070]  And I think that's, you know, just politically a way to get some more police.
[01:02:27.171 --> 01:02:29.812]  But I do get their fact that he's saying civil unrest is coming.
[01:02:29.912 --> 01:02:30.753]  I need more deputies.
[01:02:32.162 --> 01:02:34.344]  The problem is they always have the deputies out revenue generating.
[01:02:34.624 --> 01:02:37.627]  At least they're being honest about an upfront tax increase to pay for that.
[01:02:37.867 --> 01:02:39.549]  So I think the guy's good overall.
[01:02:39.909 --> 01:02:40.910]  He was really demonized.
[01:02:41.291 --> 01:02:42.311]  Because that's what they're afraid of.
[01:02:42.352 --> 01:02:47.556]  The entire takeover plan is designed to not really repulse individuals with guns and stuff.
[01:02:48.698 --> 01:02:50.460]  It's designed to take on legislatures.
[01:02:50.720 --> 01:02:58.030]  If you read all the different Governor Council stuff, the John Warner Fence Authorization Act, it's all designed around states waking up, counties waking up.
[01:02:58.050 --> 01:03:00.753]  Because states will wake up when the whole state's going bankrupt.
[01:03:01.054 --> 01:03:03.817]  They may be able to artificially bankrupt California by design.
[01:03:04.761 --> 01:03:07.404]  And have everybody go along with it there, but Texas and places aren't going to like that.
[01:03:07.884 --> 01:03:13.609]  So it's all designed, like when Perry, you know, said, I'll secede, and they were on standby to come in.
[01:03:13.930 --> 01:03:16.052]  Or, or we won't let you grope us at the airport.
[01:03:16.232 --> 01:03:17.433]  They were on standby to come in.
[01:03:17.773 --> 01:03:25.441]  I mean, they really understand that, the globalists have taken over the federal government, that their biggest threat is the people through legitimate government saying no.
[01:03:25.901 --> 01:03:30.105]  Because then people that are scared and feel isolated will come together around that.
[01:03:30.185 --> 01:03:32.926]  So do you still believe in an official government then?
[01:03:32.946 --> 01:03:35.348]  The federal government's gone, some of the states are still good.
[01:03:35.468 --> 01:03:42.831]  We should take our states over through the political system and information and have the states point out, hey the feds are illegitimate, soldiers stand with us.
[01:03:43.512 --> 01:03:44.612]  And then we can get the country back.
[01:03:44.772 --> 01:03:47.714]  Just like the Joint Chiefs are saying no to the Iran attack.
[01:03:47.754 --> 01:03:49.575]  And saying this is crazy and going public.
[01:03:49.895 --> 01:03:51.636]  Saying don't blame us if Israel attacks.
[01:03:52.116 --> 01:03:53.537]  They understand this is madness.
[01:03:53.577 --> 01:03:55.458]  This is Hitler turning into Russia.
[01:03:56.078 --> 01:03:57.619]  This is Napoleon going into Russia.
[01:03:57.639 --> 01:03:59.920]  I mean this is earth shattering stuff going on.
[01:03:59.940 --> 01:04:00.680]  They see history.
[01:04:01.020 --> 01:04:03.961]  The crazy bankers that make 40 to 1 bets with other people's money.
[01:04:03.981 --> 01:04:05.022]  Right.
[01:04:05.202 --> 01:04:06.983]  That chutzpah bravado filled.
[01:04:08.058 --> 01:04:09.679]  They think they're getting away with this.
[01:04:09.699 --> 01:04:11.221]  So these are really great questions today.
[01:04:11.241 --> 01:04:11.881]  We've got to hurry, though.
[01:04:11.901 --> 01:04:12.522]  What's the next one?
[01:04:13.222 --> 01:04:16.625]  Fataz, that's, I guess, your screen name.
[01:04:17.706 --> 01:04:23.570]  Alex, the government has every intention of using VMADs, like non-lethal microwave devices, on us.
[01:04:23.991 --> 01:04:31.176]  And the FCC says that in an excess of 7 milliwatts per centimeter cubed is what they limit microwave oven leakage to.
[01:04:32.117 --> 01:04:36.100]  So, the VMADS system can be several orders of magnitude higher than this.
[01:04:36.200 --> 01:04:41.444]  Cell phones, non-ionizing radiation, changes brain chemistry, and can cause cancer.
[01:04:41.544 --> 01:04:45.987]  Satellite-based VMADS technology is currently in use targeting U.S.
[01:04:46.067 --> 01:04:46.467]  citizens.
[01:04:46.528 --> 01:04:48.349]  So, what do we do to stop this?
[01:04:48.871 --> 01:04:51.093]  Well, that's actually true from the research we've got.
[01:04:51.113 --> 01:04:57.077]  We know they have research satellites doing that that can be weapons, weapons delivered, and they also have blimps and other things.
[01:04:57.137 --> 01:05:02.080]  Explain that to me, because this is actually... Well, I saw an article in, and I need to dig it back up.
[01:05:02.100 --> 01:05:04.301]  I want to say it was like 99.
[01:05:04.341 --> 01:05:06.963]  Aaron, the other day, was able to dig up the article.
[01:05:07.023 --> 01:05:09.605]  I said, Louisiana barcode cards.
[01:05:10.045 --> 01:05:10.706]  They revolted.
[01:05:10.726 --> 01:05:11.046]  They beat it.
[01:05:11.066 --> 01:05:11.666]  He went and found it.
[01:05:11.686 --> 01:05:12.667]  So maybe Aaron can find this.
[01:05:14.228 --> 01:05:28.594]  I remember a Baltimore Sun article where DARPA was like, yeah we're practicing putting up towers that we'll send out calming waves if there's riots and we get some microwave and I already knew about this but it's like it's in the newspaper.
[01:05:28.614 --> 01:05:30.875]  That was like 13 years ago or something.
[01:05:32.916 --> 01:05:39.597]  This is all real, and they admit they're already deploying the big microwave guns that are actually hundreds of times what they say is safe.
[01:05:40.077 --> 01:05:41.858]  That, you know, burn your skin.
[01:05:41.878 --> 01:05:43.718]  And they can turn it up even more.
[01:05:44.358 --> 01:05:49.339]  They've also got these big lightning bolt weapons now that's a plasma beam that they're preparing for us.
[01:05:50.119 --> 01:05:53.380]  They've got guided shotgun rounds.
[01:05:54.280 --> 01:05:58.901]  It's fired out of a shotgun that can actually follow you and change course.
[01:05:58.961 --> 01:06:00.221]  Like heat sensor kind of stuff?
[01:06:00.572 --> 01:06:03.795]  Sure, it locks onto the target and basically follows it.
[01:06:03.995 --> 01:06:04.696]  You can pull it up.
[01:06:05.056 --> 01:06:08.078]  The point is, all of this high tech with our money is being deployed against us.
[01:06:08.479 --> 01:06:10.941]  It's like a kid in a candy shop with the system.
[01:06:11.722 --> 01:06:14.224]  And they're just hiring... Are there scientists working on the other side of this?
[01:06:14.324 --> 01:06:15.685]  Thinking like, if we were to be...
[01:06:15.845 --> 01:06:21.689]  Well here's the problem, as Eisenhower said, all the money, 90% of research plus, is now taxpayer funded.
[01:06:22.030 --> 01:06:23.991]  So the government can just specifically direct it.
[01:06:24.051 --> 01:06:24.712]  So not really.
[01:06:25.252 --> 01:06:29.595]  It's just giant, basically the rise of the robots run by technocrats above them.
[01:06:29.615 --> 01:06:31.057]  I mean, it's a nightmare scenario.
[01:06:31.857 --> 01:06:35.900]  But yes, they've got microwave guns, sound cannons, they've already used them against citizens.
[01:06:36.641 --> 01:06:39.063]  They shotgun people every few weeks, kill them with rubber bullets.
[01:06:39.103 --> 01:06:40.364]  It's like, ah, just another citizen.
[01:06:41.064 --> 01:06:46.387]  You got Time Magazine writers saying we need dead babies on parade, dead, bloody dead baby beauty pageants.
[01:06:46.687 --> 01:06:48.648]  And it's like funny, people are like, Alex, don't get upset.
[01:06:48.668 --> 01:06:54.371]  We do need dead baby, you know, beauty pageants.
[01:06:54.391 --> 01:06:55.572]  Who was that, Aaron Joel Klein?
[01:06:56.052 --> 01:06:56.973]  I was covering that today.
[01:06:56.993 --> 01:06:59.134]  I mean, it's just, it's, it's, we've lost touch.
[01:06:59.154 --> 01:07:01.535]  We're a society going into terminal decadence.
[01:07:02.315 --> 01:07:07.238]  And it's, it's just, those of us that aren't evil and crazy and demonic, we're the bad guys now.
[01:07:07.979 --> 01:07:08.579]  What's the next thing?
[01:07:09.269 --> 01:07:13.353]  The next one is 007Countryboy and Ben.
[01:07:13.373 --> 01:07:14.794]  They kind of both asked the same question.
[01:07:14.854 --> 01:07:19.538]  So it says, hey Alex, is there any truth in Putin being advised that the U.S.
[01:07:19.578 --> 01:07:22.521]  military is planning on removing Obama before the election?
[01:07:24.216 --> 01:07:25.397]  I don't know anything about that.
[01:07:25.617 --> 01:07:40.044]  Obama's a puppet to a great extent, but the group of oligarchs behind him has actually upset some big groups in the power structure, because they're starting to realize that tyranny's a real deal, and that they're going to be endangered by this as well.
[01:07:40.385 --> 01:07:43.306]  When you get rid of rule of law and due process, it endangers everybody.
[01:07:44.107 --> 01:07:47.148]  And anyone who's studied other tyrannies, you don't want this.
[01:07:47.428 --> 01:07:48.729]  Even if you're an evil globalist.
[01:07:49.249 --> 01:07:52.151]  When you really start getting down to this, down to the endgame of this,
[01:07:53.746 --> 01:07:57.069]  There's not many slots at the top and this is not a good system.
[01:07:57.209 --> 01:07:57.469]  Yeah.
[01:07:58.510 --> 01:08:11.338]  Okay, well the next one actually comes to you from Jana and says, I've been marketing a new non-DEET mosquito product and we had a lot of internet traffic I monitor and I noticed that much of our online traffic has subsided.
[01:08:11.698 --> 01:08:15.661]  So I checked the ISPs that have visited our site and there's a suspicious one.
[01:08:16.121 --> 01:08:19.664]  And it ended up being the USDA in Fort Collins, Colorado.
[01:08:20.104 --> 01:08:25.188]  So what can I do to protect our interests as an all-natural remedy for mosquitoes?
[01:08:25.748 --> 01:08:29.691]  Now, I really don't... I mean, I understand some of the question, but not overall.
[01:08:30.732 --> 01:08:35.356]  There's people on government computers, tens of millions, that are just surfing the web.
[01:08:35.416 --> 01:08:43.482]  So it's not always... I mean, sometimes we have like 50,000 government computers logged into mfolwars.com or prisonplanet.com or thousands logged on to
[01:08:44.082 --> 01:08:45.563]  PlanetInfoWars.com.
[01:08:45.683 --> 01:08:48.666]  It's mainly people just on their lunch break or whatever, surfing around.
[01:08:48.846 --> 01:08:50.188]  Government employees just do whatever they want.
[01:08:50.208 --> 01:08:51.188]  They go to Las Vegas.
[01:08:52.830 --> 01:08:55.512]  People are surfing the web here too, but it's bad in government.
[01:08:55.893 --> 01:08:57.054]  So that doesn't mean that.
[01:08:59.536 --> 01:09:05.201]  But because new products do get looked at by them, just follow the different...
[01:09:06.653 --> 01:09:08.875]  Things that are out there, you know, to sell your product.
[01:09:08.895 --> 01:09:12.918]  I mean, I can't really comment on that without doing prior research.
[01:09:12.958 --> 01:09:14.179]  I didn't see these questions beforehand.
[01:09:14.200 --> 01:09:15.741]  I don't want to keep it fresh.
[01:09:16.081 --> 01:09:16.962]  No, that's good.
[01:09:17.242 --> 01:09:18.023]  It's good to have it that way.
[01:09:18.243 --> 01:09:23.968]  All right, this next one comes to you from UpCountryCory, and he says, hey, maybe y'all can help me out.
[01:09:24.088 --> 01:09:32.775]  Recently, a friend of mine had to be fingerprinted by the FBI in order to keep her position as a service provider with a charity group she works for.
[01:09:33.755 --> 01:09:36.937]  She hasn't done anything criminal and has already worked there for three years.
[01:09:37.517 --> 01:09:43.001]  So every year, I guess, they've had to do a background check, but they never had to do the fingerprinting.
[01:09:43.481 --> 01:09:47.164]  So what is, when I talk to her about it, she says, you know, I'm crazy.
