[00:00:27.786 --> 00:00:30.251]  It's August 30th, it's InfoWars Nightly News.
[00:55:35.091 --> 00:55:42.313]  So corn, which is a major, the Midwest is one of the largest suppliers, or the largest supplier in the world.
[00:55:42.613 --> 00:55:44.354]  Most food products contain corn.
[00:55:44.654 --> 00:55:47.136]  We're gonna see over, I believe, a 30% increase in food prices.
[00:56:14.874 --> 00:56:16.455]  Well, please go into it right now.
[00:56:43.635 --> 00:56:44.756]  I was going to give you a toss, Eric.
[00:56:45.036 --> 00:56:53.201]  Well, what we found out, we interviewed Barb Peterson of Farm Wars, and in the first film we covered an aluminum-resistant seed.
[00:56:53.281 --> 00:56:57.623]  And of course, aluminum is falling into our soils, contaminating our soils.
[00:56:57.963 --> 00:57:05.008]  But Barb called me up and she said, you know what, I think I found something that's more compelling that's completely related to geoengineering.
[00:57:05.048 --> 00:57:08.310]  So we talked to her and we found about some studies.
[00:57:08.570 --> 00:57:10.871]  EPA is stating that
[00:57:12.492 --> 00:57:19.257]  By 2030, we will see a 50% increase in crop loss due to abiotic stress.
[00:57:19.317 --> 00:57:20.598]  And this is very significant.
[00:57:21.038 --> 00:57:22.319]  What is abiotic stress?
[00:57:22.439 --> 00:57:27.003]  Abiotic stress is everything that the Chemtrail geoengineering programs create.
[00:57:27.323 --> 00:57:28.103]  It's the drought.
[00:57:28.264 --> 00:57:30.245]  It's the heavy metal contamination.
[00:57:30.865 --> 00:57:34.348]  It's too much moisture and it's fungal overgrowth.
[00:57:34.428 --> 00:57:35.169]  Well guess what Aaron?
[00:57:35.189 --> 00:57:36.710]  There is a solution to abiotic stress.
[00:57:36.730 --> 00:57:37.471]  Aren't you excited?
[00:57:37.731 --> 00:57:40.714]  Perhaps it has to do with stopping the geoengineering?
[00:57:53.607 --> 00:57:54.849]  Oh God, we wish it wouldn't.
[00:57:54.869 --> 00:57:56.773]  I guess that's where it falls into our hands.
[00:57:57.354 --> 00:57:58.355]  Let me rephrase that.
[00:57:58.375 --> 00:58:00.078]  There is a corporate solution.
[00:58:00.399 --> 00:58:04.065]  Monsanto... Oh, you mean the Hegelian dialectic solution.
[00:58:04.085 --> 00:58:04.646]  Yeah, okay.
[00:58:05.211 --> 00:58:05.651]  Right, right.
[00:58:05.711 --> 00:58:09.113]  Not the good solution that we're working towards getting these programs stopped.
[00:58:09.353 --> 00:58:12.875]  But they have a corporate, which is a political and monetary solution.
[00:58:13.255 --> 00:58:17.217]  It's this genetically modified seed that addresses abiotic stress.
[00:58:17.277 --> 00:58:18.998]  It addresses the drought that we're seeing.
[00:58:19.338 --> 00:58:20.939]  It addresses too much moisture.
[00:58:20.979 --> 00:58:23.200]  It addresses the heavy metal contamination.
[00:58:23.560 --> 00:58:27.322]  And they have seeds now everywhere from apples to
[00:58:29.343 --> 00:58:45.390]  So, not only are certain individuals stripping the public of their finances and resources, this is literally about destroying natural systems and again, through the Hegelian dialectic, corporatizing our complete natural food supply.
[00:58:45.690 --> 00:58:51.773]  What we found, we interviewed biologist Francis Mangels, who has been doing soil tests, doing rain tests.
[00:58:52.253 --> 00:58:54.294]  Forests around the world are collapsing.
[00:58:54.734 --> 00:58:56.396]  This thing goes deeper than I thought.
[00:58:56.416 --> 00:58:58.499]  It just blows my mind.
[00:58:59.180 --> 00:59:05.648]  There is a company, it's a spin-off of Monsanto, it's called Arbigen, and they are genetically modifying forests.
[00:59:05.708 --> 00:59:10.795]  So again, through the destruction of our soils, we have ecosystems collapsing.
[00:59:11.035 --> 00:59:12.337]  These corporations come in,
[00:59:12.777 --> 00:59:13.657]  With their solution.
[00:59:14.158 --> 00:59:17.079]  Aaron, this is prophesied in every major religion.
[00:59:17.119 --> 00:59:24.782]  So we have this big corporate governmental conglomerate, which I call The Beast, that wants to desperately control everything.
[00:59:24.862 --> 00:59:31.924]  So through death and destruction, they are literally destroying our ability to live independent and live off of nature.
[00:59:32.725 --> 00:59:38.147]  I spend a lot of my time on an organic farm in Maui when I'm not here working with Barry Kolsky.
[00:59:38.767 --> 00:59:43.831]  Who's my co-producer with Films, and we live independent from the corporate system.
[00:59:43.991 --> 00:59:45.772]  Primarily, we grow our own food.
[00:59:45.812 --> 00:59:49.435]  We're dependent on rain, sunshine, and natural seeds.
[00:59:49.815 --> 00:59:58.201]  Well, the concern that we have, the farmers that we've interviewed, have seen between a 60% and 70% decline in their ability to grow natural organic foods.
[00:59:58.622 --> 01:00:07.368]  So, we're seeing family farms, we're seeing smaller farmers either go out of business, and the ones that go out of business are forced to sell their farmlands.
[01:00:07.588 --> 01:00:10.969]  This is directly related as well to Agenda 21.
[01:00:11.250 --> 01:00:14.511]  There's been a company owned by George Soros who is now coming in.
[01:00:14.811 --> 01:00:17.032]  They're buying that farmland at pennies on the dollar.
[01:00:17.612 --> 01:00:22.554]  But the ones that want to stay alive end up going to these genetically modified seeds.
[01:00:22.574 --> 01:00:35.220]  So again, through the death and destruction of our natural systems, these corporations are literally usurping the authority of nature or the authority of God, and they're bringing it under corporate authority so that
[01:00:35.660 --> 01:00:40.802]  These natural systems can be controlled by corporations and the entities who control these corporations.
[01:00:40.842 --> 01:00:50.145]  Well, yeah, they're trying to eradicate the natural order of things, literally turning on its head from, you know, the basic gardening idea of plucking out the weeds and keeping the things you want to grow.
[01:00:50.545 --> 01:00:55.726]  They want to destroy everything natural, so you have to grow their intellectual patent product.
[01:00:56.086 --> 01:01:03.789]  And so it's this horrible mixture of mad scientist meets monopoly man meets intellectual property, you know,
[01:01:04.449 --> 01:01:05.689]  Mon satanist, I guess.
[01:01:06.470 --> 01:01:07.090]  Mon satan.
[01:01:07.150 --> 01:01:10.411]  And Aaron, this comes down to the real basic premise.
[01:01:10.811 --> 01:01:14.573]  This conglomerate, the people behind this, they want to be life.
[01:01:14.953 --> 01:01:18.974]  They want to be the source of life, and through genetic modification, they are.
[01:01:19.074 --> 01:01:28.218]  Now, if we allow them to continue this, and if we allow them to continue to corporatize every natural system, they will have complete control over our food supply.
[01:01:28.438 --> 01:01:31.839]  That gives them complete control over the population.
[01:01:32.179 --> 01:01:34.221]  It gives them complete control over the world.
[01:01:34.301 --> 01:01:37.823]  And geoengineer David Keith made a statement about two years ago.
[01:01:38.183 --> 01:01:41.686]  He stated, geoengineering gives man God-like power.
[01:01:41.986 --> 01:01:44.228]  These people are literally playing God.
[01:01:44.348 --> 01:01:50.732]  And again, they're selling this to the public as, you know, some of you are going to be really affected in a negative way.
[01:01:51.213 --> 01:01:57.217]  Geoengineers state that if they implement these programs, there will be droughts in Africa and Asia.
[01:01:57.597 --> 01:01:57.697]  Yes.
[01:02:17.978 --> 01:02:20.099]  Because we're at a very, very crucial time.
[01:02:20.860 --> 01:02:28.244]  They, according to former 20-year weatherman Scott Stevens, who's in the film, he believes that all of our weather currently is corporatized.
[01:02:28.304 --> 01:02:32.807]  If we look down at Isaac, Hurricane Isaac, you can see aerosols all around that hurricane.
[01:02:32.847 --> 01:02:34.988]  And it was making funny turns.
[01:02:35.048 --> 01:02:39.211]  I think I saw that you covered it last night in some of the directional.
[01:02:39.451 --> 01:02:40.011]  We're good to go.
[01:03:07.998 --> 01:03:08.298]  I think so.
[01:03:30.947 --> 01:03:32.509]  The people are informed on Maui.
[01:03:32.809 --> 01:03:33.690]  They will never get that.
[01:03:33.750 --> 01:03:42.378]  So my hope is making this film, which is, again, the response from Why in the World Are They Spraying has been much better than the first film.
[01:03:42.418 --> 01:03:45.161]  And the first film was very effective at waking millions of people up.
[01:03:45.782 --> 01:03:49.766]  Our greatest hope is that people will bring this into the public.
[01:03:50.146 --> 01:04:01.831]  Waking people up and really we have such a great opportunity and a great chance at getting these programs stopped once we have critical mass and we're very close to getting critical mass once we have it.
[01:04:02.191 --> 01:04:03.531]  No more geoengineering.
[01:04:03.851 --> 01:04:04.972]  And we're going to have to do that.
[01:04:05.032 --> 01:04:10.114]  I want to talk about some of the military applications because there's a lot going on there as well.
[01:04:10.134 --> 01:04:12.715]  I mean first of all in all the public documents
[01:04:13.115 --> 01:04:22.486]  Related to geoengineering or suspected related programs prior to that we see things like the Air Force saying we're going to quote own the weather by 2025.
[01:04:22.586 --> 01:04:29.514]  They talk about owning the weather and here we are seeing an agenda for controlling the weather.
[01:04:29.834 --> 01:04:32.137]  Then we look more closely at Monsanto.
[01:04:32.677 --> 01:04:37.959]  They were very much involved in military applications during Vietnam with Agent Orange and so forth.
[01:04:38.419 --> 01:04:48.682]  And then we see so many former Secretaries of Defense, major people from the Pentagon serving as CEOs or top advisors at Monsanto and related companies.
[01:04:49.143 --> 01:04:53.064]  How much does this have to do with direct military intervention?
[01:04:53.584 --> 01:04:55.785]  Is this a war by other means?
[01:04:56.550 --> 01:04:57.431]  Oh, it definitely is.
[01:04:57.552 --> 01:05:01.718]  And interviewing Dr. Nick Baggage, of course, his brother is a senator in Alaska.
[01:05:02.058 --> 01:05:06.565]  You know, he explained to us what many of us are aware of here on InfoWars.
[01:05:07.026 --> 01:05:09.169]  The military is controlled by corporations.
[01:05:09.229 --> 01:05:10.831]  Our government has been hijacked.
[01:05:12.594 --> 01:05:27.531]  But initially I think weather control had had good motives you know back a hundred years ago and it was to help people who were having droughts but now we have it in this technology that has been put into the hands of militaries and militaries were interested at first I think two
[01:05:27.571 --> 01:05:28.271]  We're good to go.
[01:05:57.568 --> 01:06:01.830]  Uh, is, uh, by, by creating weather events so they can't get their airplanes off of the ground.
[01:06:01.870 --> 01:06:03.390]  It's a very effective weapon.
[01:06:03.831 --> 01:06:09.033]  Or, uh, in the case of what looks like Iran, they're literally, uh, Ahmadinejad came out.
[01:06:09.073 --> 01:06:12.754]  He said Western countries were using weather control to create droughts in our country.
[01:06:12.834 --> 01:06:19.457]  If you create droughts in countries, this technology could be used literally to create instability in certain countries.
[01:06:19.477 --> 01:06:22.778]  So, again, militaries have been, uh, have been interested in this.
[01:06:22.838 --> 01:06:24.979]  There was a treaty called the Enmad Treaty.
[01:06:25.019 --> 01:06:25.459]  It was made
[01:06:26.640 --> 01:06:37.086]  It was put in place back in 1972 or 73 and it prohibited the use of this technology using the weather in warfare applications.
[01:06:37.326 --> 01:06:42.149]  Dr. Nick Begich explained to us an exemption with this treaty and the exemption is this.
[01:06:42.510 --> 01:06:45.772]  Countries can use this technology over their own soil.
[01:06:46.192 --> 01:06:49.334]  So Scott Stevens, former weatherman, explained to us
[01:06:49.634 --> 01:06:58.922]  You can literally manipulate weather or manipulate a jet stream and have effects to the weather several thousand miles away, and that's exactly what's going on.
[01:06:59.123 --> 01:07:13.335]  And by the way, that's why we saw the Council on Foreign Relations when they hosted Ken Caldera and David Keith debating the question, can we ethically or in terms of international relations get away with unilateral geoengineering?
[01:07:14.330 --> 01:07:20.795]  That's right, and they are talking about forming global governance to monitor these programs.
[01:07:20.835 --> 01:07:26.760]  They're stating, you know, once we start, of course they have started, who gets control of the thermostat?
[01:07:27.080 --> 01:07:29.742]  You know, they said you could imagine there wouldn't be wars.
[01:07:29.762 --> 01:07:35.987]  So of course we have to consolidate an enormous amount of political power into our hands.
[01:07:36.047 --> 01:07:36.988]  Yeah, yeah, our hands.
[01:07:37.588 --> 01:07:39.029]  We would be the good stewards of this.
[01:07:39.249 --> 01:07:41.090]  The answer is quite simple.
[01:07:41.170 --> 01:07:43.031]  God-like power in the hands of these fools?
[01:07:43.132 --> 01:07:43.372]  No.
[01:07:43.612 --> 01:07:45.033]  No, we're not going to accept it.
[01:07:45.373 --> 01:07:48.635]  And again, Aaron, this is short of nuclear fallout.
[01:07:48.675 --> 01:07:51.096]  We have had no greater threat to the planet.
[01:07:51.216 --> 01:07:52.617]  Our soils are devastated.
[01:07:52.977 --> 01:07:56.860]  Our protective layer, the ozone layer, is being decimated every day.
[01:07:58.040 --> 01:08:01.562]  And these programs actually warm the planet.
[01:08:01.622 --> 01:08:05.985]  So it appears that there is some ice that is warming, creating methane release.
[01:08:06.445 --> 01:08:13.515]  And if that is true, that I believe is directly due again to the geoengineering because it traps heat in at night.
[01:08:13.535 --> 01:08:23.048]  So we're seeing devastations to our planet and this is really, if we allow these programs to continue, this is the end of natural life here on this planet as we know it.
[01:08:23.368 --> 01:08:30.450]  I just want to point out to people who are new to this issue, I've investigated, you've investigated, there are mountains of documentation.
[01:08:30.470 --> 01:08:40.032]  When you talk about stuff like the military using weather in Vietnam or in other areas where they want to disrupt the enemy, that is not speculation, it's documented.
[01:08:40.372 --> 01:08:46.253]  If you think they're going to introduce weather control so that it doesn't rain during Olympic ceremonies,
[01:08:46.593 --> 01:08:49.234]  You'd better believe they're going to use it in a war context.
[01:08:49.594 --> 01:08:53.156]  If they're going to do that, they're going to use it against the general population as well.
[01:08:53.476 --> 01:08:55.056]  It's been done throughout history.
[01:08:55.717 --> 01:09:03.420]  Dictators always control the food supply and then use it as justification to weaken or directly attack or kill people.
[01:09:04.404 --> 01:09:09.905]  And we are the enemies in this case, the people that live off of nature, the way that we live in Hawaii.
[01:09:09.945 --> 01:09:11.606]  We do not support the corporations.
[01:09:11.666 --> 01:09:16.747]  Of course, they want all the power, so they're destroying our natural way to live.
[01:09:16.767 --> 01:09:25.629]  And interesting thing, Aaron, what we uncovered in the film, many people have began noticing and started calling us, stating, why is it snowing in the 40s?
[01:09:26.849 --> 01:09:28.789]  Why is it snowing in the lower 50s?
[01:09:29.530 --> 01:09:31.470]  And I called Scott up and he said, you know what?
[01:09:31.970 --> 01:09:36.931]  When it was snowing, you know, when I was a weatherman, we'd see it starting to snow in the upper 30s.
[01:09:37.091 --> 01:09:38.891]  And he said we were very shocked by it.
[01:09:39.131 --> 01:09:41.712]  But he said now that's being pushed up towards the 50s.
[01:09:41.812 --> 01:09:46.613]  What we came and came upon was a patent owned by NASA.
[01:09:46.733 --> 01:09:51.114]  And it was ice nucleation for weather modification.
[01:09:51.154 --> 01:09:56.115]  Again, this is a patent owned by NASA to create artificial snowstorms up to
[01:09:56.815 --> 01:09:58.096]  Close to 50 degrees.
[01:09:58.437 --> 01:10:12.290]  It's very similar to technology as an ice pack that you might have in your first aid kit, where the contents stay at room temperature until you break that content, mixing the chemicals together, and then it turns into ice.
[01:10:12.310 --> 01:10:16.153]  So the Chinese have bragged about using this technology.
[01:10:16.634 --> 01:10:20.838]  They've actually been public about it in
[01:10:20.998 --> 01:10:25.941]  Until they did over a billion dollars worth of damage in Beijing and then they stopped talking about it.
[01:10:25.981 --> 01:10:27.182]  So the technology is there.
[01:10:27.462 --> 01:10:28.863]  We're seeing it come into fruition.
[01:10:29.203 --> 01:10:36.327]  And you know, Aaron, the film is coming out at the perfect time because we started this a little less than a year ago and had no idea.
[01:10:36.727 --> 01:10:38.088]  That the drought would be occurring.
[01:10:38.128 --> 01:10:39.108]  We had no idea.
[01:10:39.148 --> 01:10:43.209]  But everything that we covered in the film is now coming to fruition.
[01:10:43.229 --> 01:10:44.490]  So it was at the perfect time.
[01:10:44.770 --> 01:10:46.510]  People are ready for this message.
[01:10:46.570 --> 01:10:48.671]  They're wondering what is up with the weather.
[01:10:48.731 --> 01:10:49.831]  We have that answer.
[01:10:50.092 --> 01:10:51.872]  And again, it comes down to two things.
[01:10:52.932 --> 01:11:02.836]  Consolidation of an enormous amount of both monetary and political power into the hands of the few at the expense of literally every living thing on the planet.
[01:11:02.936 --> 01:11:06.017]  This is the end game for the New World Order.
[01:11:06.437 --> 01:11:07.858]  Again, it gives them God-like power.
[01:11:08.098 --> 01:11:10.378]  It gives them control over every natural system.
[01:11:10.418 --> 01:11:12.139]  So there are many important issues out there.
[01:11:12.459 --> 01:11:13.840]  We don't contend, test that.
[01:11:14.400 --> 01:11:18.801]  If we don't address this issue, we will not have a planet left, and that's how serious it is.
[01:11:19.142 --> 01:11:31.546]  But again, I like to encourage people not to address this in fear or anger, but address this in faith, realizing that, A, if we become educated about this, and then reach out to our communities, people are ready for this message.
[01:11:31.606 --> 01:11:33.887]  We have and will get these programs stopped.
[01:11:34.187 --> 01:11:35.869]  It's amazing and very timely.
[01:11:35.949 --> 01:11:43.798]  You know, other questions though, you've asked what, you've asked why, probably the next major question on that list is who?
[01:11:43.818 --> 01:11:50.446]  And so we have a lot of major clues about who the big corporate players are, the people who've been promoting geoengineering.
[01:11:50.926 --> 01:11:53.649]  People like White House Science Czar John P. Holdren.
[01:11:53.949 --> 01:11:55.830]  But what about the pilots themselves?
[01:11:55.951 --> 01:11:56.731]  Which planes?
[01:11:56.771 --> 01:12:03.217]  Do we know anything more after years of investigating this about what types of planes are actually doing the spraying?
[01:12:03.337 --> 01:12:06.279]  Do the pilots on these planes know what they're involved in?
[01:12:07.440 --> 01:12:08.961]  Things like this, Michael Murphy.
[01:12:09.722 --> 01:12:11.003]  Yeah, that's a good question.
[01:12:11.043 --> 01:12:13.846]  It's one that gets asked in just about every interview.
[01:12:14.726 --> 01:12:25.215]  There are many questions that still need to be answered, but we do know for sure everything that's showing up matches what geoengineering plans, geoengineering patents state that they want to do.
[01:12:25.836 --> 01:12:32.201]  There are a number of corporations and thus a number of different airplanes and a number of different corporations involved in these programs.
[01:12:34.222 --> 01:12:42.747]  The next film will be who in the hell is spraying, but we have seen a number of military aircraft, KC-135s.
[01:12:42.987 --> 01:12:52.772]  There have been people who have contacted us stating, you know, there are some commercial aircraft, although I think the pilots, if there are commercial aircraft involved,
[01:12:53.132 --> 01:12:55.494]  I don't think the pilots have any knowledge of this.
[01:12:55.574 --> 01:12:58.676]  I would be very shocked to find out if any of them did.
[01:12:58.716 --> 01:13:02.659]  But I believe the military pilots are well aware of these programs.
[01:13:02.699 --> 01:13:10.504]  And one thing that Scott Stevens, former 20-year weatherman, pointed out, he had noticed in the long trails that do not break.
[01:13:10.564 --> 01:13:13.666]  We have sometimes when they spray, there are very short spray patterns.
[01:13:13.726 --> 01:13:17.649]  So we see short segments of a trail in the air, several of them.
[01:13:17.989 --> 01:13:20.231]  And then there are these very long trails
[01:13:20.811 --> 01:13:21.311]  I'm not sure.
[01:13:43.278 --> 01:13:49.503]  They know when and where to pulse some of their technology, whether it's through the HAARP system or Scalar technology.
[01:13:49.703 --> 01:14:03.234]  But again, a number of military aircraft involved, and I believe the pilots are probably told that they're doing something, you know, that's very good and it's top secret, and the public would maybe freak out if they were told what was going on.
[01:14:03.554 --> 01:14:07.257]  And that was another reason for making the film, you know, it was really to reach out to
[01:14:07.617 --> 01:14:17.407]  To our brothers and sisters in the military and we believe that the quickest way to bring this program down is through the hearts of the people that are involved and think that they're doing something good.
[01:14:17.467 --> 01:14:22.872]  When they find out that, you know, maybe the reason their child has asthma, maybe the reason that their parents have
[01:14:23.252 --> 01:14:38.753]  All timers because we've seen these rates go through the roof and really the future implications and when they find out this is not about protecting the planet, it's about bringing more power into the Rockefellers, the Rothschilds, other globalists, you know, who are at the head of this sphere into their hands.
[01:14:39.273 --> 01:14:41.255]  We believe that these programs will dissolve.
[01:14:41.295 --> 01:14:43.156]  So again, that's one of the reasons for the film.
[01:14:43.396 --> 01:14:47.339]  We encourage people, again, to purchase Order of Film at the Infowars shop.
[01:14:48.339 --> 01:14:52.382]  Duplicate the DVDs and bring these to military bases.
[01:14:52.442 --> 01:14:53.703]  Hand them out.
[01:14:53.743 --> 01:14:55.164]  Bring them into public forums.
[01:14:55.264 --> 01:14:58.807]  Because again, once people find out about this, we'll begin to see change.
[01:14:59.387 --> 01:15:03.729]  And these questions are so interesting, particularly even people who are informed on it.
[01:15:03.849 --> 01:15:10.433]  Once you begin to find out what's going on here, you only have more questions because it's such a compelling issue.
[01:15:10.493 --> 01:15:12.354]  It's not something to sweep under the rug.
[01:15:12.714 --> 01:15:14.695]  We've got to get to the heart of this matter.
[01:15:14.755 --> 01:15:24.800]  So obviously, the biggest thing is turning the tide of public awareness, letting people know that what seems unbelievable, manipulating the weather, is very real, very much going on.
[01:15:25.440 --> 01:15:28.922]  But a related question, what do you see for people like Bill Gates,
[01:15:29.122 --> 01:15:32.865]  I use him as an example because I know the most about his specific ties.
[01:15:33.305 --> 01:15:37.027]  He owns stock in companies that do hurricane and weather control.
[01:15:37.368 --> 01:15:41.431]  He owns stock in the geoengineering and is giving grants for the research.
[01:15:41.791 --> 01:15:47.755]  At the same time, he owns shares of Monsanto, the very seeds that stand to gain from this.
[01:15:48.395 --> 01:15:59.343]  He's an example of someone, along with the Rockefellers, along with Monsanto, who own shares and have interest in the Arctic Seed Vaults, where they're preserving the original heirloom seeds and everything.
[01:16:00.284 --> 01:16:03.846]  Can we begin to address some of these people on conflicts of interest?
[01:16:03.866 --> 01:16:14.554]  Can we hold them to account criminally, or at least get some kind of official inquiry on why they have these obvious conflicting agendas and the harm that they obviously pose?
[01:16:15.427 --> 01:16:18.891]  I think that's one of the many important steps that we need to take.
[01:16:19.171 --> 01:16:24.337]  And again, Bill Gates, we included him, his story in Why in the World Are They Spraying.
[01:16:24.397 --> 01:16:26.640]  Again, now it's public knowledge.
[01:16:26.700 --> 01:16:31.306]  We were unable to add that, include that in the first film, What in the World Are They Spraying?
[01:16:31.566 --> 01:16:34.189]  But now that it's public knowledge, yes, Bill Gates is
[01:16:34.509 --> 01:16:35.629]  Yeah, I did say criminals.
[01:17:01.676 --> 01:17:03.638]  It might have been a Freudian slip, but they are criminals.
[01:17:04.279 --> 01:17:08.483]  That they have, that should tell us something of what their plans are.
[01:17:08.803 --> 01:17:10.165]  Monsanto has an agenda.
[01:17:10.185 --> 01:17:11.246]  They're very open about it.
[01:17:11.286 --> 01:17:13.668]  They want to own everything that grows.
[01:17:14.129 --> 01:17:17.973]  These programs will enable them to bring that into fruition.
[01:17:18.233 --> 01:17:24.720]  So through the death and destruction of natural systems, of our forests, of our crops, they have the ability to thrive.
[01:17:24.940 --> 01:17:25.840]  It's only through doubt.
[01:17:25.900 --> 01:17:28.741]  So you look at like, you know, you look at a country like Africa.
[01:17:30.461 --> 01:17:34.662]  President Obama just opened up the door for Monsanto to go into Africa.
[01:17:34.763 --> 01:17:44.085]  If Africa has bumper crops, if they're growing with nature and growing and independent from their own food supply, why would they give up their natural seeds to Monsanto?
[01:17:44.585 --> 01:17:52.450]  Um, so what they're doing, and again, geoengineers are selling these programs to the American public, saying, oh, it's not going to create droughts here in America.
[01:17:52.510 --> 01:17:55.972]  No, it's not going to affect you, but it might affect those people over in Africa.
[01:17:56.032 --> 01:18:01.836]  There's nothing special about the region here in America that's anything different than Africa and Asia.
[01:18:02.136 --> 01:18:02.636]  We're good to go.
[01:18:20.171 --> 01:18:21.272]  Is in severe drought.
[01:18:21.552 --> 01:18:28.177]  So again, a country that would have no reason to go to these genetically modified seeds unless things are dying.
[01:18:28.217 --> 01:18:29.518]  Things are dying.
[01:18:30.118 --> 01:18:42.948]  Another point that I wanted to make about this, and I call it aluminum brain because sometimes I forget our documented cases now of people that have dementia in their 40s and even Alzheimer's in their 40s.
[01:18:43.028 --> 01:18:44.709]  Again, aluminum, which we're inhaling.
[01:18:45.169 --> 01:18:46.109]  On a daily basis.
[01:18:46.149 --> 01:18:48.110]  And these particulates are nanoparticulates.
[01:18:48.150 --> 01:18:53.951]  We typically have a blood-brain barrier, which will protect us from these types of particles getting to our brain.
[01:18:54.191 --> 01:18:55.391]  But they do get to our brain.
[01:18:56.172 --> 01:18:58.492]  So anyways, they are going into Africa.
[01:18:58.852 --> 01:19:01.593]  And many of these seeds are what's called terminator seeds.
[01:19:01.633 --> 01:19:04.814]  So typically, a farmer would historically plant a crop.
[01:19:04.834 --> 01:19:10.815]  They would get their harvest at the end of the year and save seeds so that they could plant for the next planting season.
[01:19:11.215 --> 01:19:15.057]  Many of the seeds now that they're planting are, again, what are called Terminator seeds.
[01:19:15.357 --> 01:19:16.577]  They do not regenerate.
[01:19:16.617 --> 01:19:22.040]  So what that does, it makes the farmer dependent year after year after year to Monsanto.
[01:19:22.440 --> 01:19:32.904]  And now studies are coming out that indicate that certain animals now, animal studies with GMO foods, are showing that after three generations, there is sterilization.
[01:19:32.944 --> 01:19:35.505]  Again, looks like the state wants to be the source of life.
[01:19:35.885 --> 01:19:39.527]  And a number of other health implications and environmental implications.
[01:19:39.707 --> 01:19:41.768]  Michael Murphy, that is a huge bombshell.
[01:19:42.309 --> 01:19:43.729]  The health risks have been known.
[01:19:43.769 --> 01:19:51.674]  People like Jeffrey N. Smith have analyzed the huge destruction from what is only now on the market a handful of GMO crops.
[01:19:51.734 --> 01:19:59.238]  I mean, just by the way, they have more than 120 genetically modified seeds ready to go for fast-track approval.
[01:19:59.539 --> 01:20:03.121]  They've got the government bought off and they show no signs of stopping.
[01:20:03.641 --> 01:20:08.645]  They are causing sterility, kind of a sleeper infertility that goes down the line.
[01:20:08.705 --> 01:20:09.365]  It's passed down.
[01:20:09.405 --> 01:20:16.170]  There's organ damage, all kinds of health effects just from the GMO seeds not being looked at, not being dealt with.
[01:20:16.490 --> 01:20:22.354]  In fact, research is being stifled and that's just with a handful of genetically modified crops.
[01:20:22.654 --> 01:20:28.919]  They have more than 120 genetically modified crops ready to be brought on the market in the next 10, 15, 20 years.
[01:20:30.660 --> 01:20:32.162]  It's going to be fast-tracked approved.
[01:20:32.182 --> 01:20:33.903]  They've got all these governments bought out.
[01:20:34.244 --> 01:20:35.505]  They've owned the weather.
[01:20:35.565 --> 01:20:40.069]  They've tried to own the policies around the world and they're pushing this on all of us.
[01:20:40.110 --> 01:20:41.070]  They're not going to stop.
[01:20:41.351 --> 01:20:43.413]  The implications could not be greater.
[01:20:43.753 --> 01:20:46.156]  That's why I really appreciate that you've made this film.
[01:20:46.456 --> 01:20:47.877]  It's been an activist effort.
[01:20:47.977 --> 01:20:51.341]  You've pooled your resources, gotten the experts to help you.
[01:20:52.201 --> 01:20:54.483]  Do the research, get this all on DVD.
[01:20:54.823 --> 01:21:01.788]  What in the world were they spraying was such a huge eye-opener for people who didn't even know what this issue was really about.
[01:21:02.128 --> 01:21:08.753]  So I'm so glad you've now made why in the world are they spraying to really start to focus on the details of their agenda.
[01:21:09.133 --> 01:21:10.354]  Everybody has to watch this.
[01:21:10.414 --> 01:21:13.716]  We do have it at TheInfoWarsShop.com.
[01:21:14.196 --> 01:21:17.138]  They're bundled in a discount or you can get them individually.
[01:21:17.459 --> 01:21:18.819]  It's at InfoWars.com.
[01:21:18.859 --> 01:21:20.921]  But your closing comments, Michael J. Murphy.
[01:21:21.431 --> 01:21:24.392]  Well, again, the film has been out for less than two weeks.
[01:21:24.472 --> 01:21:27.032]  It's had over a quarter million hits on the Internet.
[01:21:27.112 --> 01:21:28.293]  It's available for free.
[01:21:28.313 --> 01:21:33.674]  But we encourage people who order a DVD and purchase a DVD to make copies and hand out for free.
[01:21:33.694 --> 01:21:36.955]  And that's a very effective way to get out into your community.
[01:21:37.015 --> 01:21:40.256]  When we initially started the film, never meant it to be the leading film.
[01:21:40.276 --> 01:21:41.236]  We always wanted to lead.
[01:21:41.596 --> 01:21:46.021]  With the first film, the feedback that we're getting now is this has to be the leading film.
[01:21:46.061 --> 01:21:51.507]  We not only cover all the basics that we covered in the first film, we bring it a step further.
[01:21:51.787 --> 01:21:53.028]  And it's the next prudent step.
[01:21:53.048 --> 01:21:56.032]  There are a number of agendas associated with these programs.
[01:21:56.052 --> 01:22:03.420]  But again, based on the research, credible university scientists and professors that we included in the film, aerosols
[01:22:04.260 --> 01:22:10.266]  ...are required to be in our sky in order to impact the weather for these corporations to achieve their goal.
[01:22:10.526 --> 01:22:11.787]  And it's very quite simple.
[01:22:11.807 --> 01:22:17.772]  We end the film with the statement made by former 20-year weatherman Scott Stevens, if you control the weather...
[01:22:18.735 --> 01:22:19.776]  You control the planet.
[01:22:20.117 --> 01:22:20.917]  It's that simple.
[01:22:20.957 --> 01:22:23.320]  So very excited to be working with Barry Kolsky.
[01:22:23.640 --> 01:22:28.165]  He was the editor on the first project that really brought in the professional touch.
