[00:00:40.170 --> 00:00:42.513]  Good evening and welcome to the InfoWars Nightly News.
[00:48:20.077 --> 00:48:20.418]  Okay?
[00:48:20.438 --> 00:48:21.419]  Do you hear me environmentalists?
[00:48:21.839 --> 00:48:27.685]  It's going to kill the salamanders because it's going to drain the other pools that are surrounding it where the salamanders actually breed.
[00:48:28.246 --> 00:48:33.667]  So this is going to be devastating to the entire ecosystem of that area when they drain this and do all their work.
[00:48:33.947 --> 00:48:35.367]  They're going to drain it to about a foot deep.
[00:48:35.688 --> 00:48:38.548]  This place is up to like 25 feet in some places.
[00:48:38.588 --> 00:48:44.229]  I mean, you dive down and you look up and you're like, wow, there's like several layers of people on top of me.
[00:48:44.789 --> 00:48:52.551]  So here's a quick couple of interviews I did while I was out there shooting some video, just asking people what they thought of the repairs, and then we'll come back and just look at the costs.
[00:48:52.811 --> 00:48:54.271]  And how long have you been coming to Barton Springs?
[00:48:54.871 --> 00:48:56.392]  A couple years with my daughter, Kyra.
[00:48:56.592 --> 00:48:56.792]  Cool.
[00:48:57.572 --> 00:48:59.193]  We come down on Saturday mornings and swim.
[00:48:59.253 --> 00:49:01.013]  The water's awesome, the people are cool.
[00:49:01.053 --> 00:49:02.613]  We've been down here for a full moon howl.
[00:49:02.754 --> 00:49:03.914]  It's a great place.
[00:49:04.094 --> 00:49:05.614]  Everybody's always in such a great mood.
[00:49:05.954 --> 00:49:06.875]  Excellent, excellent.
[00:49:07.315 --> 00:49:11.856]  Now, did you hear about the closure that they're going to do possibly October 1st?
[00:49:11.896 --> 00:49:21.719]  We just recently heard some rumors about that and I really don't know enough about it, but I kind of like the walkway that's here, the texture of it, and just the character of the whole place.
[00:49:22.219 --> 00:49:26.682]  I don't know what they have in mind for modifications, but I really don't see any need for it unless it's falling apart underneath.
[00:49:26.962 --> 00:49:29.284]  You know, cosmetically I don't think it really needs anything.
[00:49:29.304 --> 00:49:31.065]  I think this brings it pretty cool the way it is.
[00:49:31.826 --> 00:49:38.870]  If it's something inside of the bypass, it seems like the main way to fix it would be inside of the bypass.
[00:49:40.492 --> 00:49:45.275]  I come here a lot and I can't see any obvious external problems with the sidewalk.
[00:49:45.615 --> 00:49:49.037]  Maybe it might be like an aesthetic thing that
[00:49:50.178 --> 00:49:56.121]  You know, oftentimes people will use a necessary construction for like an obvious aesthetic changer.
[00:49:57.922 --> 00:49:58.922]  And that can be the case.
[00:49:58.942 --> 00:50:01.703]  I'm sure you're familiar with Barton Creek and stuff.
[00:50:01.783 --> 00:50:07.826]  You know, a lot of people make up environmental, like, nuisances as a justification for their own development and building.
[00:50:08.106 --> 00:50:11.227]  That was just from a couple of the citizens of Austin that I talked to.
[00:50:12.167 --> 00:50:18.949]  I tried to get on camera the head manager there of the Barton Springs Pool, and she wouldn't talk.
[00:50:18.969 --> 00:50:23.091]  And I was only there, I was there not last week, week before last.
[00:50:23.131 --> 00:50:24.991]  That's when Alex started sniffing out this story.
[00:50:25.391 --> 00:50:29.873]  And she wouldn't talk to me on camera because she hadn't been notified yet of when it was really going to close.
[00:50:30.553 --> 00:50:34.414]  So, that's what your government, local government, thinks of you, Austin.
[00:50:34.874 --> 00:50:36.875]  They're going to keep you in the dark and feed you manure.
[00:50:38.341 --> 00:50:39.962]  And what's that called, being a mushroom?
[00:50:41.343 --> 00:50:49.147]  And so, now they've finally come out, just this last week, they're saying, oh, we're gonna shut it down October 1st, we're gonna start, here, let's go to this overhead right here.
[00:50:49.868 --> 00:50:54.550]  They're gonna drain it here, this shallow end, and this is the deep end.
[00:50:54.970 --> 00:50:59.213]  And they're gonna drain this and start repairing and destroying the
[00:51:00.373 --> 00:51:07.359]  Awesome concrete sidewalk there and put in a new one that will probably have to be repaired in five years or less, I predict.
[00:51:07.699 --> 00:51:13.083]  And then they're going to drain the rest of Barton Springs and finish the repair around.
[00:51:13.103 --> 00:51:17.107]  They're going to finish, redo the two dams, which are in perfect working order.
[00:51:18.047 --> 00:51:22.611]  And they put out this, the Watershed Protection put out this thing here.
[00:51:22.711 --> 00:51:23.452]  Here's what it says.
[00:51:23.552 --> 00:51:26.234]  Shallow and full close October 1st until project's in.
[00:51:27.659 --> 00:51:30.722]  Pool closed mid-November until the project's in.
[00:51:31.263 --> 00:51:33.646]  The pool should reopen before March 2013.
[00:51:34.026 --> 00:51:39.072]  However, the schedule may change due to weather conditions or construction issues.
[00:51:40.266 --> 00:51:42.067]  Oh wow, that's pretty open-ended.
[00:51:42.567 --> 00:51:44.288]  Sounds like we've got a plan, huh Austin?
[00:51:44.728 --> 00:52:04.359]  We're just going to close down the springs and destroy it, and then when we have construction issues, oh well, no more Barton Springs, too bad, the developers came and ruined it all, and this was voted on by your city council that also votes to keep fluoride in our water, and tells us it's good for our teeth, because you've got your crackpot mayor sitting there going, well my data says it's good for me!
[00:52:05.839 --> 00:52:09.082]  When I've been to the damn plant, I've seen what they put in our water.
[00:52:09.722 --> 00:52:10.843]  It's frickin' poison!
[00:52:13.465 --> 00:52:17.628]  Here's a card Alex got from Lori Dries, PhD.
[00:52:17.668 --> 00:52:19.670]  She's an ecologist for the city of Austin.
[00:52:20.450 --> 00:52:21.891]  She basically said, here's her card.
[00:52:22.972 --> 00:52:28.136]  She basically said, when they drain this thing, it's going to kill all the wildlife in there.
[00:52:28.777 --> 00:52:30.358]  Nothing's going to survive because it needs
[00:52:31.371 --> 00:52:38.727]  It needs that water to live, and then who knows what else they're going to put in through all their construction processes, what kind of contaminants and stuff.
[00:52:39.228 --> 00:52:41.252]  So, you know, the Save Our Springs people...
[00:52:42.068 --> 00:52:51.055]  While they may not quite understand how Agenda 21 works, they definitely love their Austin pool, their Barton Springs, and they want to see it saved.
[00:52:51.656 --> 00:52:58.481]  I would like to encourage now, you know, basically a call to action to everyone in Austin to call the City Council and tell them to stop this project.
[00:52:58.501 --> 00:53:03.705]  They need to put it to a vote or at least have more public input because they kept this thing under wraps of how they were going to do it.
[00:53:04.065 --> 00:53:05.426]  Then they try to spring it on us.
[00:53:06.127 --> 00:53:07.008]  When nobody's looking.
[00:53:07.188 --> 00:53:08.911]  Because there's not a lot of people there right now.
[00:53:09.231 --> 00:53:10.172]  There's a lot of regulars.
[00:53:10.212 --> 00:53:11.334]  The regulars are there every day.
[00:53:11.394 --> 00:53:14.918]  The regulars swim year-round because it stays the same temperature year-round.
[00:53:15.779 --> 00:53:19.564]  But it's not crowded like it is, you know, in the months of August and July.
[00:53:20.723 --> 00:53:23.985]  So I'm encouraging everyone to call the City Council right now.
[00:53:24.025 --> 00:53:26.907]  Let's let them know what they're doing is not right.
[00:53:27.267 --> 00:53:33.831]  If they need to fix this culvert, go inside, hire a foundation repair company, a local foundation repair company.
[00:53:33.851 --> 00:53:43.277]  We don't need to hire an architecture firm from California or Timbuktu to come in and fix small one-inch cracks that are inside a culvert.
[00:53:44.218 --> 00:53:44.538]  Okay?
[00:53:44.898 --> 00:53:48.741]  I could probably come up with a plan to fix this thing for a couple hundred thousand dollars.
[00:53:49.676 --> 00:53:51.478]  I wouldn't even need to close the Springs to do it.
[00:53:53.140 --> 00:53:55.002]  So that's my spiel on Barton Springs.
[00:53:55.242 --> 00:53:56.343]  I hope I did a good job.
[00:53:56.764 --> 00:54:02.009]  Alex kind of sprung this on me at the last minute, but I do feel very strong about the Springs.
[00:54:02.050 --> 00:54:09.217]  It is an amazing place and I'd hate to see it destroyed by a bunch of bureaucrats with their pie-in-the-sky plans to turn it into a parking lot, essentially.
[00:54:11.872 --> 00:54:13.653]  You know, in fact, let's take another look at the Springs.
[00:54:14.174 --> 00:54:14.654]  There it is.
[00:54:14.714 --> 00:54:15.755]  Good old Barton Springs.
[00:54:15.775 --> 00:54:19.798]  We sure are going to miss you when the bureaucrats come in and destroy you.
[00:54:20.559 --> 00:54:22.861]  So we're going from local environmental news.
[00:54:22.881 --> 00:54:25.323]  Now I want to turn to another subject.
[00:54:25.523 --> 00:54:27.725]  We have the upcoming election in November.
[00:54:28.726 --> 00:54:32.148]  And I met this lady a couple weeks ago at a cookout.
[00:54:32.188 --> 00:54:34.550]  Yes, we still have neighborhood cookouts where I live.
[00:54:34.931 --> 00:54:36.492]  And I got to know her.
[00:54:37.633 --> 00:54:39.554]  She's a libertarian, wholeheartedly.
[00:54:39.594 --> 00:54:40.635]  She was actually talking
[00:54:41.636 --> 00:54:45.800]  About all these issues at the table, and I was kind of shutting up because I usually don't bring that stuff up.
[00:54:46.601 --> 00:54:54.629]  And she was just going on about freedom and Constitution and the NDAA, and I'm like, wow, I've never heard anybody talk about the NDAA at a dinner party, essentially.
[00:54:59.443 --> 00:55:02.025]  I started talking to her, and she's like, yeah, I'm actually running for Congress.
[00:55:02.365 --> 00:55:08.509]  And her name is Betsy Dewey, and she's running in District 25, which is right outside of Austin.
[00:55:08.569 --> 00:55:11.231]  And it's the former district of Lloyd Doggett.
[00:55:11.852 --> 00:55:14.434]  And he decided when they started changing up all these
[00:55:15.470 --> 00:55:17.392]  Districts, they started gerrymandering everything.
[00:55:17.412 --> 00:55:19.554]  If you don't know what gerrymandering is, go look it up.
[00:55:19.614 --> 00:55:29.083]  It's basically where they turn a district into what looks like a giant monster in order to secure the most votes for, you know, whatever they want.
[00:55:29.103 --> 00:55:33.066]  If they want to be Republican, they gear it towards Republican-type areas.
[00:55:33.146 --> 00:55:35.208]  If they wanted to be Democrat, they gear it towards that.
[00:55:35.569 --> 00:55:41.154]  But, Betsy Dewey is breaking through with the third wall, trying to make it in as a Libertarian.
[00:55:41.674 --> 00:55:46.780]  So, we now turn to Libertarian candidate for U.S.
[00:55:46.840 --> 00:55:49.042]  District 25 in Texas, Betsy Dewey.
[00:55:49.062 --> 00:55:49.783]  How are you doing, Betsy?
[00:55:50.524 --> 00:55:50.864]  Great!
[00:55:50.924 --> 00:55:51.925]  Thank you so much, Rob.
[00:55:52.626 --> 00:55:53.787]  It's great to have you on.
[00:55:54.207 --> 00:56:02.716]  I'm excited to see basically an empowered mother of two going out there and ready to take on the system because I think that's what we need.
[00:56:03.277 --> 00:56:03.637]  We need
[00:56:04.591 --> 00:56:11.484]  Regular people who aren't lawyers, who aren't multi-millionaires, going out there and at least speaking for the regular people.
[00:56:11.564 --> 00:56:15.651]  So, what got you started in wanting to be a U.S.
[00:56:15.692 --> 00:56:16.192]  Representative?
[00:56:17.435 --> 00:56:18.476]  Well, it's very simple.
[00:56:18.676 --> 00:56:36.550]  It was when the NDAA was passed on New Year's Eve of 2011 with the sections included, the sections 1021 and 1022, which go directly in the face of our Bill of Rights, of our rights as citizens of this country.
[00:56:36.750 --> 00:56:38.892]  You have the right to a fair trial.
[00:56:39.352 --> 00:56:39.713]  Period.
[00:56:40.573 --> 00:56:59.532]  And I've been watching our rights just get stripped slowly away and you know I'm old enough now to where I'm willing to go out there and make sure that I'll do whatever I can to maintain liberty and maintain our Constitution for my children and hopefully for my grandchildren and for many generations to come.
[00:57:01.479 --> 00:57:02.139]  Well that's good.
[00:57:02.159 --> 00:57:12.123]  The NDAA is really what got under my nerves too, especially that Obama signed it on New Year's Eve, kind of under the cloak of darkness when everybody else was out partying.
[00:57:12.183 --> 00:57:14.444]  He's out taking away our rights more and more.
[00:57:14.980 --> 00:57:24.066]  Well, what struck me was that every single person who represents me in Washington, my congressmen, my senators, and my president, all voted for this.
[00:57:24.766 --> 00:57:35.634]  And it had been brought to their attention well in advance that these two sections could be interpreted to mean that Americans could be detained indefinitely without a trial.
[00:57:36.354 --> 00:57:43.699]  And I've read those sections over and over, and what's so horrible is that they are interpretable.
[00:57:44.199 --> 00:57:47.303]  Legislation should be understandable to your average 18-year-old voter.
[00:57:47.963 --> 00:57:52.668]  It shouldn't take a lawyer to understand what our laws are.
[00:57:53.109 --> 00:58:03.580]  And, you know, it just irritates me so badly when I hear about 900-page documents of a law being placed on our lawmakers' desks two hours before they're supposed to vote on it.
[00:58:03.600 --> 00:58:05.202]  That's not even sane.
[00:58:06.463 --> 00:58:06.723]  So.
[00:58:07.384 --> 00:58:07.784]  Exactly.
[00:58:07.804 --> 00:58:09.585]  And then sometimes there are thousands of pages.
[00:58:10.126 --> 00:58:11.727]  They barely have any time to look at it.
[00:58:12.027 --> 00:58:17.010]  I think Pelosi, and I think you saw this on your website, will know what's in the bill once we vote for it.
[00:58:17.110 --> 00:58:18.491]  She famously said over.
[00:58:19.132 --> 00:58:19.932]  And see what's in it.
[00:58:20.012 --> 00:58:20.292]  Right.
[00:58:20.613 --> 00:58:20.913]  Right.
[00:58:21.013 --> 00:58:21.553]  Exactly.
[00:58:21.793 --> 00:58:22.314]  And I mean.
[00:58:23.435 --> 00:58:24.956]  These people don't have our interest in heart.
[00:58:24.976 --> 00:58:26.918]  They're insider trading over and over again.
[00:58:26.978 --> 00:58:29.240]  They think they're above the law to do this.
[00:58:29.480 --> 00:58:33.324]  So it's good to see somebody with some integrity who's already speaking out.
[00:58:33.364 --> 00:58:34.865]  You're an author.
[00:58:35.346 --> 00:58:35.886]  You've written a book.
[00:58:35.926 --> 00:58:36.867]  Tell us a little bit about your book.
[00:58:38.028 --> 00:58:41.852]  My book is for the 99% of women who give birth in the hospital.
[00:58:42.072 --> 00:58:46.416]  I had two home births and they were two of the most spectacular days of my life.
[00:58:48.624 --> 00:58:58.015]  Aside from the home birth, all of the information that I got from my midwives was just the most incredible information and I realized that I wouldn't be getting this from a doctor.
[00:58:58.416 --> 00:59:00.018]  And so I wrote it in a form of a book.
[00:59:00.118 --> 00:59:00.859]  It's easy to read.
[00:59:00.899 --> 00:59:02.100]  You can get it on Amazon.
[00:59:02.160 --> 00:59:07.447]  It's called Birthright and it is everything that I learned from my midwives about
[00:59:08.027 --> 00:59:13.509]  Everything from how to give birth naturally, a little bit easier.
[00:59:13.689 --> 00:59:14.690]  They give you all these tips.
[00:59:16.290 --> 00:59:24.673]  Cloth diapers, vaccinations, whether or not to circumcise, all these questions that come up that if you don't, if nobody's informed you about them, you don't know.
[00:59:24.913 --> 00:59:29.095]  So that's what my book is about.
[00:59:29.335 --> 00:59:31.196]  It's about empowered pregnancy and birth.
[00:59:31.786 --> 00:59:32.226]  There you go.
[00:59:32.927 --> 00:59:34.748]  And also about rugged individualism.
[00:59:34.808 --> 00:59:39.271]  People who aren't depending on the system to solve every need that they have.
[00:59:39.291 --> 00:59:41.132]  And that's one thing I liked about your platform.
[00:59:41.492 --> 00:59:43.714]  You want to cut government spending by 50 percent.
[00:59:44.795 --> 00:59:46.336]  You know, you want to do a lot of things.
[00:59:46.356 --> 00:59:48.057]  Why don't you go into your platform a little bit?
[00:59:49.197 --> 00:59:56.362]  Well, mainly, two main things is definitely cutting spending, and we can talk about that.
[00:59:56.782 --> 00:59:57.663]  But then the other one is
[00:59:59.775 --> 01:00:01.336]  Bringing our Constitution back.
[01:00:02.837 --> 01:00:06.880]  To me, that document is the most powerful document that's ever been written in the world.
[01:00:06.920 --> 01:00:07.800]  I've pored over it.
[01:00:08.221 --> 01:00:08.741]  I've read it.
[01:00:09.001 --> 01:00:12.583]  I think every single person should go Google the Bill of Rights and read it.
[01:00:12.763 --> 01:00:14.685]  It's only a page long.
[01:00:14.885 --> 01:00:23.811]  It's the first ten amendments that two states would not agree to the Constitution until we knew that we had rights as well as a platform for
[01:00:24.571 --> 01:00:27.893]  Electing officials and what states' rights were and all that.
[01:00:28.473 --> 01:00:31.534]  Those 10 amendments are so powerful.
[01:00:31.574 --> 01:00:33.075]  They give us the rights that we have.
[01:00:33.515 --> 01:00:44.641]  And right now, if I'm counting right, about five of them have been rendered impotent.
[01:00:45.261 --> 01:00:52.885]  Your right to be free from unwarranted search and seizure, you've given that up when you step into an airport.
[01:00:54.965 --> 01:00:58.808]  Of course, there's wiretapping that's unwarranted.
[01:00:58.828 --> 01:01:01.170]  Oh, drone strikes?
[01:01:01.471 --> 01:01:04.453]  That doesn't come across as very constitutional to me.
[01:01:04.854 --> 01:01:09.658]  How about secret presidential kill lists, where they've so far killed at least two U.S.
[01:01:09.678 --> 01:01:13.401]  citizens without trial, without even notifying them of any charges?
[01:01:13.761 --> 01:01:15.203]  Just boom, death from above.
[01:01:15.343 --> 01:01:17.465]  I mean, this isn't the type of government we want.
[01:01:17.987 --> 01:01:20.289]  No, our founding fathers would take those guys out.
[01:01:20.909 --> 01:01:24.852]  I mean, this country represents freedom, or at least it did at one point.
[01:01:24.872 --> 01:01:31.217]  We're supposed to have freedom of speech, period.
[01:01:31.857 --> 01:01:35.260]  And nobody should be making excuses for our freedom of speech.
[01:01:35.680 --> 01:01:37.121]  People say all kinds of stupid stuff.
[01:01:37.141 --> 01:01:38.082]  You don't have to listen to it.
[01:01:38.383 --> 01:01:39.484]  You choose to be offended.
[01:01:40.185 --> 01:01:43.868]  Our freedom of speech, our freedom of the press.
[01:01:44.148 --> 01:01:44.749]  What happened?
[01:01:45.350 --> 01:01:52.457]  When I was a kid, Walter Cronkite gave the news and it wasn't an agenda for a party.
[01:01:52.477 --> 01:01:57.282]  If you look at the news, the TV news, it's all an agenda for either
[01:01:57.802 --> 01:01:59.043]  The Democrats or the Republicans.
[01:01:59.243 --> 01:01:59.883]  It's not news.
[01:02:00.304 --> 01:02:12.651]  And I know journalists take an oath, kind of like our representatives in Washington do, and their oath is to not be biased and to bring us what's going on.
[01:02:13.331 --> 01:02:14.312]  And that's not happening.
[01:02:14.352 --> 01:02:15.092]  I don't see that happening.
[01:02:15.152 --> 01:02:16.313]  I see it a little bit.
[01:02:16.433 --> 01:02:18.995]  I see it with InfoWars and I appreciate you guys a lot.
[01:02:20.970 --> 01:02:28.294]  Well that's good because we're out there trying to fight the fight that nobody, at least the minority of us, the freedom lovers out there really want to fight.
[01:02:28.334 --> 01:02:41.180]  It seems like we're up against a lot of sheep, a lot of people who want to claim you're a conspiracy theorist because we actually look at both sides of the issue instead of just taking for granted what the mainstream media says, for instance.
[01:02:41.620 --> 01:02:43.822]  But what I really want to go into
[01:02:44.802 --> 01:02:52.650]  This District 25, it used to be Lloyd Doggett's pet district out in kind of parts of Austin and then the outlying areas.
[01:02:53.651 --> 01:02:55.173]  Austin's a heavily Democrat town.
[01:02:55.213 --> 01:02:57.235]  Now they've rearranged the districts.
[01:02:58.176 --> 01:03:00.117]  And so what's happening in District 25?
[01:03:00.218 --> 01:03:03.120]  And so it's kind of an open race, pretty much.
[01:03:03.140 --> 01:03:08.446]  There's no incumbent here to be able to just sit down and sit on a cinder block and say, this is my district.
[01:03:09.090 --> 01:03:09.751]  That's correct.
[01:03:10.232 --> 01:03:22.193]  Austin, you know, it doesn't make sense to me that you would chop a city up into three pieces and then stick big rural chunks onto those pieces in order to
[01:03:24.221 --> 01:03:25.362]  devalue their vote.
[01:03:25.562 --> 01:03:30.326]  You know, Austin is a liberal town, but did you know that Austin is the most libertarian city in the country?
[01:03:30.346 --> 01:03:39.593]  I've heard that Greater Austin donated more to Ron Paul's campaign than the entire live free or die state of New Hampshire.
[01:03:40.434 --> 01:03:45.258]  So it is very liberal, but part of libertarianism is liberal in that we're socially liberal.
[01:03:45.698 --> 01:03:49.481]  We don't think we have the right to tell anybody what to do with their body or
[01:03:50.302 --> 01:03:53.425]  With their possessions, as long as they're not infringing upon the rights of anyone else.
[01:03:54.086 --> 01:04:02.595]  So, it doesn't surprise me that liberal, you know, that libertarianism and liberalism are healthy in Austin.
[01:04:02.915 --> 01:04:04.497]  But they've chopped it up into three pieces.
[01:04:05.678 --> 01:04:12.099]  It does include the University of Texas, part of West Austin, and a little bit of East Austin.
[01:04:12.159 --> 01:04:22.761]  There's kind of a finger that runs through Austin, and then it runs from South, down in San Marcos, over through Dripping Springs, and Johnson.
[01:04:22.781 --> 01:04:25.702]  I don't know if it goes as far as, yeah, I think Johnson City.
[01:04:25.882 --> 01:04:27.062]  Yeah, we have the map up now.
[01:04:27.402 --> 01:04:32.443]  It doesn't look like it goes all the way to Johnson City, but Lockhart, Gonzales, a lot of Interstate 10.
[01:04:34.016 --> 01:04:41.879]  It goes all the way up through the Lake District, through Marble Falls Lakeway on the west, and ends up just south of Fort Worth.
[01:04:42.159 --> 01:04:43.619]  So it's a long, skinny district.
[01:04:44.160 --> 01:04:45.580]  And it's a fairly big district.
[01:04:45.600 --> 01:04:47.861]  These are a lot of different population centers in the area.
[01:04:48.521 --> 01:04:49.681]  How is your campaign going?
[01:04:50.442 --> 01:04:53.903]  Are people receptive to the Libertarian message of freedom and prosperity?
[01:04:54.623 --> 01:04:59.304]  Well, everybody I talk to is, I think everybody's libertarian and doesn't know it.
[01:04:59.684 --> 01:05:08.386]  I've been doing a lot of educating about what libertarianism is, because it's the direct philosophical descendant of what our founding fathers were.
[01:05:08.446 --> 01:05:13.247]  We are the direct philosophical descendants of our founding fathers.
[01:05:14.507 --> 01:05:19.688]  It's simply, you know, we were breaking free from a tyrannical government.
[01:05:20.368 --> 01:05:23.149]  And it seems like that's what we need to do again.
[01:05:23.969 --> 01:05:30.172]  So, people are very receptive to it if they're willing to get out of their box.
[01:05:31.893 --> 01:05:38.357]  The Libertarian Party has something called Project Politically Homeless.
[01:05:38.557 --> 01:05:49.123]  You might see a table down on South Congress or something, and it's for people who don't feel like they fit in with the Republican or Democratic Party, and they wonder what they are, and then they realize, oh, I'm a Libertarian.
[01:05:51.778 --> 01:05:55.720]  It's amazing, the response that my campaign has had.
[01:05:56.840 --> 01:05:57.340]  That's good.
[01:05:57.761 --> 01:06:02.483]  And in reality, there are a lot of different people with a lot of different ideas of how things should be run.
[01:06:02.883 --> 01:06:09.385]  And we've been pigeonholed through, you know, the media and just society in general saying, you gotta pick, you gotta be Republican or Democrat.
[01:06:09.405 --> 01:06:10.346]  It's the only thing there is.
[01:06:10.666 --> 01:06:12.587]  And that's all I was told as I was growing up.
[01:06:13.027 --> 01:06:16.408]  And I remember when I started listening to Harry Brown, I said, I'm a libertarian, that's it.
[01:06:17.089 --> 01:06:19.650]  And I don't agree with everything they want to do, but
[01:06:20.550 --> 01:06:25.912]  I definitely lean more to freedom and prosperity than I do to more wars and more taxes.
[01:06:26.352 --> 01:06:27.352]  I mean, that's just it.
[01:06:27.432 --> 01:06:31.673]  You've got the war party and the tax party, and then they both like wars and they both like taxes.
[01:06:31.913 --> 01:06:36.815]  Yeah, they really do end up seeming very, very similar when they come down to it.
[01:06:37.595 --> 01:06:37.815]  Yeah.
[01:06:38.435 --> 01:06:40.476]  So, talk about your opponent.
[01:06:40.556 --> 01:06:42.936]  You're going up against a Republican named Roger Williams.
[01:06:42.956 --> 01:06:45.777]  He doesn't even live in your district.
[01:06:45.797 --> 01:06:47.438]  How's his work?
[01:06:47.478 --> 01:06:48.798]  How's his carpetbaggery work?
[01:06:49.600 --> 01:06:52.702]  Well, it's actually constitutional, so I'm all for it.
[01:06:54.363 --> 01:06:58.786]  You know, when our Constitution was written, the guys who were writing it did not agree on everything.
[01:06:58.846 --> 01:07:02.749]  They had to compromise in big ways in order to make this Constitution work.
[01:07:03.349 --> 01:07:05.671]  And when you read it, you don't agree with everything either.
[01:07:05.831 --> 01:07:09.213]  But that doesn't mean that we don't stand by it because we agree with it.
[01:07:09.333 --> 01:07:15.177]  So, Constitution, Article 1, Section 2, which describes who can be a congressperson.
[01:07:16.558 --> 01:07:19.320]  You simply have to live in your state to represent
[01:07:19.940 --> 01:07:20.961]  Any district in your state.
[01:07:21.722 --> 01:07:25.205]  So he's well within the constitutional bounds to be doing what he's doing.
[01:07:25.806 --> 01:07:31.671]  He's chosen a Republican district because he wants to win and he made a good political move.
[01:07:33.493 --> 01:07:41.540]  Well, I guess maybe I'll just go run up and go to the panhandle and tell those people how to live their lives because I'm here in Austin and I know everything.
[01:07:44.659 --> 01:07:48.882]  I think that's ridiculous, but okay, it is in the Constitution.
[01:07:48.922 --> 01:07:51.264]  I guess they were thinking of that for a reason.
[01:07:51.284 --> 01:07:54.085]  I tell you what, we're running out of time here.
[01:07:54.246 --> 01:07:56.627]  We've had a long show covering a lot of different issues.
[01:07:56.987 --> 01:07:59.289]  What most do you want to say to the people out there?
[01:07:59.309 --> 01:08:04.272]  Let me give you three minutes to just talk to the voters and really kind of crystallize your message.
[01:08:05.493 --> 01:08:07.414]  I would like to see a Libertarian win.
[01:08:07.494 --> 01:08:13.638]  I'd like to start seeing Libertarians winning House districts, and so we could actually start changing the balance of power in this country.
[01:08:14.058 --> 01:08:16.900]  So, Betsy Dewey, going for U.S.
[01:08:16.920 --> 01:08:17.860]  House District 25.
[01:08:18.280 --> 01:08:18.721]  Go for it.
[01:08:19.941 --> 01:08:26.125]  Well, I'm thinking about what our children and our grandchildren are going to inherit.
[01:08:26.604 --> 01:08:31.866]  And it is mathematically impossible to be borrowing 43 cents of every dollar we dole out.
[01:08:32.386 --> 01:08:37.928]  We've become this... I don't even know why China would be continuing to lend us money.
[01:08:38.408 --> 01:08:39.549]  We've been downgraded again.
[01:08:39.989 --> 01:08:41.550]  We keep printing more money.
[01:08:41.570 --> 01:08:44.031]  The liberal media doesn't really talk about it.
[01:08:44.051 --> 01:08:45.191]  I mean, why would they?
[01:08:45.671 --> 01:08:54.234]  So when you go to the grocery store and you notice that your favorite item is now crazily expensive, it's not because
[01:08:56.897 --> 01:09:00.179]  It's necessarily, your dollars are worth so much less.
[01:09:00.459 --> 01:09:08.743]  When you go and get your paycheck, your paycheck seems like it's not going to get you enough gas to get to work anymore because your dollars aren't worth as much.
[01:09:09.204 --> 01:09:16.408]  Every dollar that's put, just pumped, printed, and put out into our system makes every dollar you have worth less.
[01:09:16.748 --> 01:09:17.688]  And this keeps happening.
[01:09:18.249 --> 01:09:21.590]  And it's inflation, it's spending.
[01:09:22.951 --> 01:09:29.614]  The Republican Party doesn't really talk about ending wars, and that's our most expensive item, our most expensive ticket.
[01:09:29.994 --> 01:09:33.435]  And then it's, you know, like the idea of welfare.
[01:09:34.035 --> 01:09:37.497]  Americans are very big-hearted people and very charitable people.
[01:09:39.555 --> 01:09:46.441]  The wealthiest of our nation give so much to our communities and they'll always do that.
[01:09:46.501 --> 01:09:47.862]  That's part of our American spirit.
[01:09:47.922 --> 01:09:49.163]  I believe that.
[01:09:49.183 --> 01:10:01.273]  And when you tax people too much, even if we didn't tax people, even if we took taxes away, which is a libertarian philosophy, that taxes are actually theft and that they're not constitutional.
[01:10:01.293 --> 01:10:03.715]  Well, they are because we've given Congress the ability to tax.
[01:10:04.375 --> 01:10:13.083]  But the idea of taxing a socialist country to the tune of 50% or something, that's not freedom.
[01:10:13.263 --> 01:10:14.544]  That's slavery, actually.
[01:10:14.744 --> 01:10:21.710]  Right now, most people are working 3 to 4 to 5 months a year as a slave, because that money goes directly to the government.
[01:10:22.130 --> 01:10:24.833]  So, what are we looking at handing our children?
[01:10:27.913 --> 01:10:32.700]  A completely busted economy, which isn't going to be pretty for anybody.
[01:10:33.161 --> 01:10:37.326]  And Americans need to stand up for themselves and for each other on an individual level.
[01:10:37.767 --> 01:10:40.090]  We don't need to be looking to the government to hold our hand.
[01:10:40.551 --> 01:10:41.492]  That's slavery too.
[01:10:41.612 --> 01:10:44.456]  When somebody keeps lending you money or giving you money, they own you.
[01:10:45.197 --> 01:10:46.497]  And I'm fiercely independent.
[01:10:46.577 --> 01:10:47.838]  I don't want to take a dollar from anybody.
[01:10:49.558 --> 01:10:51.239]  So I'd find a way to make a dollar.
[01:10:51.379 --> 01:10:53.639]  I'd go play my fiddle on the street corner if I had to.
[01:10:56.160 --> 01:11:01.361]  I'm so disgusted with the treatment of our Constitution and of our Bill of Rights.
[01:11:01.422 --> 01:11:02.882]  Once again, go read the Bill of Rights.
[01:11:03.222 --> 01:11:04.622]  You'll be doing yourself a huge favor.
[01:11:09.488 --> 01:11:11.329]  I'm not just going to stand by and watch it happen.
