[00:00:00.000 --> 00:00:16.379]  [Outro]
[00:44:24.319 --> 00:44:37.128]  Where do you see, as the creator of the Trends Journal, forecasting since 1980, still here doing it, where do you see the trends going as far as the war in Ukraine and Russia is concerned?
[00:44:38.669 --> 00:44:41.051]  Saying exactly what we said when it began.
[00:44:42.105 --> 00:44:43.666]  You're not going to defeat the Russians.
[00:44:44.627 --> 00:44:48.650]  Once upon a time, there was a guy by the name of Napoleon Bonaparte.
[00:44:49.471 --> 00:44:51.312]  He left Poland with 420,000 troops in 1812 to attack Moscow.
[00:44:51.332 --> 00:44:51.733]  Came back with 10,000.
[00:44:51.773 --> 00:44:51.733]  10,000!
[00:44:51.793 --> 00:44:52.373]  410,000 young guys murdered.
[00:44:52.413 --> 00:44:52.493]  Dead.
[00:44:52.313 --> 00:45:00.363]  troops in 1812 to attack Moscow. Came back with 10,000. 10,000.
[00:45:00.363 --> 00:45:08.372]   410,000 young guys murdered, dead. Once upon a time, not too long ago, again I'm born a
[00:45:08.372 --> 00:45:14.613]   year after World War II, there's a thing called Operation Barbarossa launched by Adolf
[00:45:14.613 --> 00:45:16.393]  Hitler.
[00:45:16.587 --> 00:45:21.769]  He killed over 20 million Russians.
[00:45:23.730 --> 00:45:24.730]  Destroyed the country.
[00:45:25.671 --> 00:45:28.932]  Who were the first to defeat the Germans in World War II?
[00:45:29.072 --> 00:45:30.973]  No, sorry, it wasn't the Americans.
[00:45:31.453 --> 00:45:32.233]  It was the Russians.
[00:45:35.294 --> 00:45:36.995]  Owen, this is the cover.
[00:45:38.877 --> 00:45:42.240]  When it used to be a monthly magazine, the Trends Journal, now it's a weekly.
[00:45:44.642 --> 00:45:46.223]  War or peace?
[00:45:47.564 --> 00:45:48.945]  We the people should decide.
[00:45:49.806 --> 00:45:57.913]  An article by Dr. Paul Craig Roberts, former Assistant Treasury Secretary, under Ronald Reagan.
[00:46:00.575 --> 00:46:04.598]  Washington is driving the world to the final war.
[00:46:05.399 --> 00:46:09.472]   World hegemony is not a right America has earned.
[00:46:10.632 --> 00:46:17.936]  And this is a great Anthony Frieda article, the Nobel Peace Prize winner, Obama, with a tank with his face into it.
[00:46:17.956 --> 00:46:20.758]  I just want to read you just a tiny part here.
[00:46:22.599 --> 00:46:35.306]  Washington concluded that Russia needed to be confronted with, or distracted by, problems that would leave the Russian government less confident or able to counter Washington's aggression elsewhere.
[00:46:36.349 --> 00:46:42.351]  Ukraine presented the perfect opportunity for Washington to advance his hegemonic agenda.
[00:46:43.191 --> 00:47:06.994]   In a speech at the National Press Club last December, which was December 2013, Assistant Secretary of State Victoria Nuland posted that Washington invested $5 billion in non-governmental organizations, NGOs in Ukraine, For the purpose, you ready?
[00:47:07.955 --> 00:47:09.776]  To teach democracy.
[00:47:10.477 --> 00:47:13.259]  And now that same Newland is running the same war.
[00:47:13.480 --> 00:47:14.461]  It's Newland again!
[00:47:15.542 --> 00:47:15.922]  I know.
[00:47:15.942 --> 00:47:19.345]  The United States overthrew the government.
[00:47:20.211 --> 00:47:21.331]  The people have no idea.
[00:47:21.391 --> 00:47:25.852]  No, the American media has lied to the people of almost everything about what's going on in Ukraine.
[00:47:25.872 --> 00:47:26.572]  But of course they did.
[00:47:27.173 --> 00:47:29.713]  And we're here with Gerald Solente.
[00:47:29.873 --> 00:47:44.156]  And Gerald, I want to go back to something you said earlier about your rally, your peace rally that you had recently and a phenomenon of stores wanting to close down because I think it tells a bigger story.
[00:47:44.236 --> 00:48:06.706]   I think it tells a bigger story about what's going on in America where Not too long ago, and this is how a free market capitalist society would be functioning healthy, if it was functioning healthily, if somebody was coming to town, let's say an event or a rally or whatever, if you're a business owner, you embrace that opportunity because you get business!
[00:48:07.486 --> 00:48:14.948]  Whether you agree with the politics of the people you're going to be serving or not, you understand this is an opportunity to make business.
[00:48:15.208 --> 00:48:24.750]  So I think it's an incredible kind of side story that when you're about to have your rally, instead of embracing this opportunity for business and economy, they shut down.
[00:48:25.330 --> 00:48:26.690]  I think that's a telling story.
[00:48:26.750 --> 00:48:28.551]  That's what happens in communist countries.
[00:48:29.071 --> 00:48:33.032]  That's what happens in countries that are going the wrong way economically.
[00:48:33.052 --> 00:48:37.933]  And your kind of little pocketed story there, I think it just tells that story.
[00:48:37.973 --> 00:48:38.553]  Would you agree?
[00:48:39.693 --> 00:48:40.993]  Absolutely I agree with you.
[00:48:41.474 --> 00:48:53.296]  People don't like, a lot of people like me, but a lot of people can't stand me up here because they're little gutless cowards and they hate me because I, Gerald Solenti, am an American patriot.
[00:48:54.210 --> 00:48:56.452]  I believe in the Constitution and the Bill of Rights.
[00:48:57.112 --> 00:49:01.295]  I don't believe in little clowns, politicians telling me what to do.
[00:49:02.096 --> 00:49:03.337]  I believe in human rights.
[00:49:03.637 --> 00:49:05.599]  Do what you want to do, don't tell me what to do.
[00:49:06.119 --> 00:49:08.461]  Again, Owen, this is the poster.
[00:49:09.121 --> 00:49:10.923]  You know, we put a lot of money into this.
[00:49:11.823 --> 00:49:15.726]  We had, again, Judge Andrew Napolitano, Scott Ritter, Gary Null.
[00:49:16.226 --> 00:49:23.612]  The Hot Damn Band, by the way, the Hot Damn Band was brought to me by Aaron Neville's wife, who subscribes to the Trends Journal.
[00:49:24.471 --> 00:49:26.972]  You know, there are people that are totally pro-peace.
[00:49:28.473 --> 00:49:30.173]  There are more Ukrainian flags.
[00:49:30.193 --> 00:49:35.115]  These little boys, little nothing, little nothing little boys, hanging Ukrainian flags all over.
[00:49:35.495 --> 00:49:37.896]  More Ukrainian flags than American flags.
[00:49:39.077 --> 00:49:41.278]  More Ukrainian flags than Americans.
[00:49:41.558 --> 00:49:45.897]   A hundred Ukraine troops to train in Oklahoma.
[00:49:46.097 --> 00:49:46.897]  That's a great story.
[00:49:46.917 --> 00:49:47.518]  How about this?
[00:49:47.998 --> 00:49:53.803]  How about a hundred Iraqi troops to train in Moscow to defeat America?
[00:49:54.044 --> 00:49:55.705]  Oh my God, how could you do that?
[00:49:56.305 --> 00:50:01.630]  Oh, they complain, they say, Russia, Russia is using Iranian drones for the war in Ukraine.
[00:50:01.870 --> 00:50:07.595]  Wait a second, Ukraine, Ukraine wouldn't even have a fighting force if it wasn't for the West, if it wasn't for the United States.
[00:50:08.135 --> 00:50:10.938]  And it was Obama that, it's not Iranian drones.
[00:50:11.158 --> 00:50:11.918]  Those are U.S.
[00:50:11.998 --> 00:50:12.418]  drones!
[00:50:12.538 --> 00:50:15.219]  Obama gave Iran our drone technology!
[00:50:15.419 --> 00:50:17.139]  It's our technology being used!
[00:50:18.159 --> 00:50:20.380]  Again, the whole thing is hypocrisy.
[00:50:20.700 --> 00:50:29.422]  And I want to make this point because I want to make it very clear why people need everything they do, they can do to support InfoWars.
[00:50:29.922 --> 00:50:34.483]  Because all you're getting are lies, outright lies, and propaganda.
[00:50:34.763 --> 00:50:36.683]  And I'm going to give you the proof right now.
[00:50:37.432 --> 00:50:40.974]  And again, with the Trends Journal, you know, it's the truth in trends.
[00:50:41.014 --> 00:50:42.214]  We don't tell you what to think.
[00:50:42.294 --> 00:50:43.215]  It's think for yourself.
[00:50:43.615 --> 00:50:43.995]  You ready?
[00:50:45.015 --> 00:50:46.356]  This is CBS News.
[00:50:47.436 --> 00:50:49.217]  Thursday, July 12th.
[00:50:50.518 --> 00:51:04.724]  Russia's capture of Soledad would allow it to sell a much-needed victory back home after months of humiliating setbacks and shrinking military aims.
[00:51:06.085 --> 00:51:06.465]  Stop.
[00:51:06.605 --> 00:51:07.025]  Wait a minute.
[00:51:08.994 --> 00:51:12.455]  Russia controls over 20% of the country.
[00:51:12.475 --> 00:51:16.176]  And it's the strategic, it's the most important 20%.
[00:51:16.236 --> 00:51:21.797]  It's access to the Black Sea, it's Crimea, where a lot of the farming and stuff goes on.
[00:51:22.857 --> 00:51:23.037]  Right.
[00:51:23.898 --> 00:51:25.658]  So, what are you talking about?
[00:51:26.118 --> 00:51:27.479]  But anyway, it keeps going.
[00:51:28.219 --> 00:51:36.861]  Ukraine's resolve stealed STELED by signs of agreement on battle tank deliveries.
[00:51:38.028 --> 00:51:38.917]  Financial Times.
[00:51:39.361 --> 00:51:39.664]  You ready?
[00:51:40.516 --> 00:51:43.437]  UK and Poland confirmed tanks to Ukraine.
[00:51:43.857 --> 00:51:45.137]  And this is my favorite line.
[00:51:45.757 --> 00:51:52.479]  Ukraine says it needs 300 tanks to be able to liberate its territories from Russian occupation.
[00:51:52.919 --> 00:51:53.599]  How about 320 tanks?
[00:51:53.619 --> 00:51:56.860]  And what are you making up this number for?
[00:51:56.880 --> 00:51:58.160]  300 tanks?
[00:51:58.440 --> 00:52:01.841]  And they repeat this like they don't know what they're talking about.
[00:52:01.881 --> 00:52:02.861]  Yeah, tanks a lot.
[00:52:03.061 --> 00:52:06.522]  But hold on, the tank story is actually even worse.
[00:52:07.122 --> 00:52:09.523]  So here's how ridiculous this tank situation is.
[00:52:10.538 --> 00:52:23.370]  We're giving Ukraine American tank technology, which actually the Russians have better tank technology, because their tanks run on, I believe it's some sort of a nuclear fusion energy, whereas our tanks are still burning gasoline.
[00:52:23.930 --> 00:52:25.932]  Or it might be reversed that, I'm sorry.
[00:52:25.952 --> 00:52:26.893]  I think it's reversed that.
[00:52:26.933 --> 00:52:31.958]  So, in other words, Russian tanks you cannot see from satellite radar.
[00:52:32.018 --> 00:52:36.418]  Russian tanks do not put a heat indicator out on a map.
[00:52:36.418 --> 00:52:37.418]  They run cold.
[00:52:37.418 --> 00:52:41.978]   So they can move throughout the territory and not be spotted by radar or satellites.
[00:52:41.978 --> 00:52:43.018]  American tanks not so much.
[00:52:43.018 --> 00:52:44.856]  They do put out a heat signature.
[00:52:44.856 --> 00:52:50.498]   So as soon as American tanks arrive on the soil and Ukraine is using them for the war,
[00:52:50.498 --> 00:52:56.498]   every single Russian satellite picks it up and can bomb it with a guided missile immediately.
[00:52:56.771 --> 00:53:00.653]  And of course, of course the military-industrial complex doesn't care, Gerald.
[00:53:00.853 --> 00:53:02.554]  They're raking in money hand over fist.
[00:53:02.774 --> 00:53:10.658]  And then we give Ukraine basically these... I mean, that's like going into a war wearing a hot pink fluorescent yellow costume saying, you'll never find me!
[00:53:12.379 --> 00:53:21.703]  And the hypocrisy beyond that, how come they weren't covering the disastrous Iraq war like this every day in the media?
[00:53:22.597 --> 00:53:23.358]  How come they weren't?
[00:53:23.458 --> 00:53:25.480]  Oh, because of embedded reporters?
[00:53:25.760 --> 00:53:27.121]  They were in bed with the government?
[00:53:28.062 --> 00:53:29.403]  You do what we tell you to do?
[00:53:29.663 --> 00:53:32.586]  How come the New York Times, the toilet paper of record?
[00:53:33.026 --> 00:53:38.571]  How come they weren't covering this day after day after day like they do the Ukraine war?
[00:53:39.091 --> 00:53:40.032]  BBC?
[00:53:40.773 --> 00:53:41.734]  How about one after?
[00:53:41.814 --> 00:53:45.437]  How come they weren't doing it day after day with the Afghan war?
[00:53:46.371 --> 00:53:46.971]  How come?
[00:53:47.411 --> 00:53:53.853]  Because they're prostitutes, they're media whores that get paid to put out by their corporate pimps and government whoremasters.
[00:53:53.933 --> 00:54:00.955]  Again, why the people need to support InfoWars because you're, you know, I go to InfoWars every day to get the news that you're putting out there.
[00:54:01.355 --> 00:54:02.755]  I go to a lot of different places.
[00:54:02.835 --> 00:54:04.395]  You guys are really on top of it.
[00:54:04.916 --> 00:54:07.216]  So people have to do everything they can to support this.
[00:54:07.256 --> 00:54:10.917]  And again, we're giving them history before it happens with the Trends Journal.
[00:54:11.237 --> 00:54:14.438]  And I want to just keep going on with this to show the people why.
[00:54:15.393 --> 00:54:18.974]  Russia's set for rare success with control of Keytown.
[00:54:19.494 --> 00:54:20.815]  That was the financial ties.
[00:54:21.455 --> 00:54:22.795]  Again, they'll control over 20% of the country.
[00:54:22.815 --> 00:54:24.036]  Rare success, Gerald.
[00:54:24.376 --> 00:54:25.356]  Rare success.
[00:54:25.416 --> 00:54:29.717]  I mean, look, I'm not trying to laugh at the plight of the Ukrainians, but folks, I mean, that is a joke.
[00:54:29.777 --> 00:54:32.438]  The Ukrainian army is devastated.
[00:54:32.458 --> 00:54:34.139]  They're devastated.
[00:54:34.179 --> 00:54:34.839]  They're losing.
[00:54:35.119 --> 00:54:35.979]  You ready for this one?
[00:54:37.480 --> 00:54:41.361]  Russia's Vladimir Putin afraid of coup.
[00:54:43.616 --> 00:54:51.202]  A source who is close to Putin claimed that the president will nominate his chosen heir already this year.
[00:54:52.323 --> 00:54:54.244]  And this goes on.
[00:54:54.625 --> 00:54:56.526]  This is from the British Daily.
[00:54:58.468 --> 00:55:04.993]  According to his former ally, Putin will want to transfer his power to his chosen rather than risk a coup against him.
[00:55:07.304 --> 00:55:18.052]  And of course, we'll be lied to about this too, because the real situation, and this is what the American media is lying about, folks, you gotta understand, Putin actually has a soft spot in his makeup for the West.
[00:55:18.092 --> 00:55:20.474]  He kind of romanticizes the West a little bit.
[00:55:20.754 --> 00:55:24.057]  The generals and a lot of the people behind Putin, they despise the West.
[00:55:24.297 --> 00:55:32.043]  The reason why, if this story is true, the reason why there might be pressure to get rid of Putin is because he hasn't gone hard enough against America.
[00:55:32.663 --> 00:55:35.365]  The generals and some of these people behind Putin are like, what are you doing?
[00:55:35.405 --> 00:55:39.307]  Why are we putting up with this crap from these American cross-dressing fags?
[00:55:41.249 --> 00:55:43.890]  Again, this is another one.
[00:55:43.950 --> 00:55:47.393]  So now they're saying how Putin's ratings are tanking, right?
[00:55:47.693 --> 00:55:48.353]  They say that.
[00:55:49.334 --> 00:55:50.234]  And then I looked it up.
[00:55:50.895 --> 00:55:57.439]  Putin's approval rating ends at, in 2022, so a couple of weeks ago, 81%.
[00:55:57.479 --> 00:55:58.980]  81% of the people support him.
[00:56:02.526 --> 00:56:05.309]  Yeah, but Biden's is like 20%, so you combine the two, that's 100%.
[00:56:05.369 --> 00:56:18.962]  Oh, by the way, the more Biden goes down in the polls, and this thing is going to bring him down with him stealing the documents, when all else fails, they take you to war.
[00:56:18.982 --> 00:56:22.725]  They're going to get the people's mind off it, and they're going to ramp up the Ukraine war.
[00:56:22.925 --> 00:56:24.587]  Same with the crashing economy, Gerald.
[00:56:24.707 --> 00:56:25.528]  It's the same tactic.
[00:56:26.650 --> 00:56:27.491]  Yep.
[00:56:27.351 --> 00:56:29.351]  When all else fails, they take us to war.
[00:56:29.351 --> 00:56:30.351]  Let us pick up on that.
[00:56:30.351 --> 00:56:32.951]   On the other side, we're about to go to break here with Gerald Cilenti.
[00:56:32.951 --> 00:56:36.869]   Let's pick up on that issue and the latest with the documents.
[00:56:36.869 --> 00:56:39.990]  Folks, I don't know.
[00:56:39.990 --> 00:56:44.590]   They tried to cover this up back in November and they did, but they're obviously afraid
[00:56:44.590 --> 00:56:46.271]  of subpoenas coming from the House.
[00:56:46.352 --> 00:56:49.335]  I don't know why else they would be admitting all these secret documents now.
[00:56:50.175 --> 00:56:51.376]  That's the only thing I can figure.
[00:56:51.396 --> 00:56:55.260]  We'll get Gerald Salenti's take on that from the Trends Journal on the other side of this break.
[00:56:55.360 --> 00:56:56.481]  It's the Alex Jones Show.
[00:56:56.541 --> 00:56:58.463]  Owen Schroeder, Gerald Salenti filling in today.
[00:56:58.823 --> 00:57:02.086]  Shop at Infowarsstore.com to keep this transmission on the air.
[00:57:05.020 --> 00:57:10.081]  Remember, ladies and gentlemen, this Tuesday, the Alex Jones Was Right emergency broadcast.
[00:57:10.101 --> 00:57:19.304]  We're going to flood the social media websphere with hashtag Alex Jones Was Right for an extended transmission, 8 a.m.
[00:57:19.384 --> 00:57:21.104]  all the way through midnight on Tuesday.
[00:57:21.764 --> 00:57:25.805]  The links to share, conspiracyfact.info, alexwasright.com.
[00:57:25.825 --> 00:57:28.566]  Gerald Cilente is our guest here on the Alex Jones Show this Sunday.
[00:57:28.606 --> 00:57:29.726]  Owen Schroer filling in.
[00:57:30.547 --> 00:57:31.667]  Here's some of the latest.
[00:57:32.711 --> 00:57:43.614]  When it comes to the Biden documents, and it's almost like the water is so muddied, I'm a little confused at how many different troves of classified documents Biden stole now.
[00:57:43.694 --> 00:57:44.954]  Is it three, four, five?
[00:57:44.994 --> 00:57:45.975]  It's hard to even keep track.
[00:57:46.435 --> 00:57:49.336]  More classified documents found at Biden's Delaware home.
[00:57:50.516 --> 00:57:51.718]  So he's keeping them in his home.
[00:57:51.738 --> 00:57:52.599]  They're not even as safe.
[00:57:52.619 --> 00:57:53.680]  They're hanging out in the garage.
[00:57:53.720 --> 00:57:55.302]  They're hanging out above a steakhouse.
[00:57:55.782 --> 00:57:57.725]  Aides and lawyers are finding them in files.
[00:57:58.125 --> 00:58:00.408]  They covered it up when they discovered it in November.
[00:58:00.448 --> 00:58:02.450]  Now they're acting like, oh, we're doing an investigation.
[00:58:02.510 --> 00:58:03.392]  It's all above board.
[00:58:04.092 --> 00:58:08.918]  Former Clinton adviser David Gergen says Biden risks being creamed by Doc's case.
[00:58:08.998 --> 00:58:10.100]  Very, very big deal.
[00:58:11.631 --> 00:58:19.753]  Uh, except he's a Democrat and a, and a, and he's compromised by China and other countries, so I don't think, I don't think he's really going to get burned alive.
[00:58:19.773 --> 00:58:21.814]  I mean, I don't think they want Kamala Harris in there.
[00:58:22.614 --> 00:58:26.935]  There's one winner in the Biden documents discovery, Donald Trump, says the Guardian.
[00:58:27.055 --> 00:58:28.076]  Oh, that's hilarious.
[00:58:28.256 --> 00:58:28.876]  So I love this.
[00:58:28.916 --> 00:58:38.540]   So they're admitting that the whole thing against Trump was political, but now that Biden actually committed the crimes they're accusing Trump of, Now Trump's in the clear.
[00:58:38.600 --> 00:58:39.340]  Isn't that funny?
[00:58:39.380 --> 00:58:41.842]  Admitting the whole thing was political, but Biden blew it for him.
[00:58:42.383 --> 00:58:46.226]  Kentucky Democrats suggest Joe Biden may be impeached for war crimes in Ukraine.
[00:58:46.246 --> 00:58:49.188]  Yeah, starting a war with Russia without congressional approval, kind of a big deal.
[00:58:50.129 --> 00:58:51.450]  And then there's the Biden family.
[00:58:51.470 --> 00:58:58.176]  You know, they love to tell you how tight-knit of a family they are, but they never invite their granddaughter to the Christmas parties.
[00:58:58.236 --> 00:58:59.737]  And now Hunter Biden wants total distance.
[00:59:00.057 --> 00:59:04.100]  Hunter Biden asked court to deny estranged four-year-old daughter taking his surname.
[00:59:04.961 --> 00:59:12.307]  How many kids does Hunter Biden have and how many grandkids does Joe Biden have that they never allow around the family?
[00:59:12.348 --> 00:59:13.649]  Even worse than Bill Clinton.
[00:59:14.009 --> 00:59:14.609]  That's amazing.
[00:59:15.723 --> 00:59:18.827]  Representative Matt Gaetz downloads on corrupt DC swamp.
[00:59:18.887 --> 00:59:20.328]  If you think differently, you're hunted.
[00:59:20.509 --> 00:59:20.929]  That's right.
[00:59:20.949 --> 00:59:23.132]  Just like Elon Musk, who is now facing a U.S.
[00:59:23.172 --> 00:59:25.154]  fraud trial over a Tesla tweet.
[00:59:25.775 --> 00:59:32.602]  But getting back to the Biden documents, Gerald, you know, I look at this and I really think there's an organic level here.
[00:59:32.662 --> 00:59:39.088]   I think I don't see how the deep state of the Democrats Have any advantage in taking Biden out right now.
[00:59:39.188 --> 00:59:40.769]  I don't think they want Kamala Harris.
[00:59:40.949 --> 00:59:43.110]  The globalists certainly don't want Kamala Harris.
[00:59:43.130 --> 00:59:44.711]  Joe Biden is the compromised one.
[00:59:44.731 --> 00:59:46.171]  Joe Biden is the total puppet.
[00:59:46.551 --> 00:59:49.353]  We all know Harris, you know, that she might get a little uppity.
[00:59:49.713 --> 00:59:53.174]  And she's not compromised, I think, by foreign interests like Biden is.
[00:59:53.895 --> 00:59:58.997]  But with the whole Trump thing in the documents, now they have to focus on these documents because they made a big deal about Trump.
[00:59:59.730 --> 01:00:03.774]  They tried to hide it in November, now they're having to admit it, I think, because they're afraid of House subpoenas.
[01:00:04.455 --> 01:00:08.578]  But, Gerald, what's your take on the whole Biden stealing classified documents phenomenon?
[01:00:08.598 --> 01:00:09.619]  Do you think it's organic?
[01:00:09.900 --> 01:00:11.161]  Do you think it's a controlled thing?
[01:00:11.181 --> 01:00:12.282]  Do you think they want him out?
[01:00:12.362 --> 01:00:14.044]  What do you think's going on, Gerald Solente?
[01:00:14.924 --> 01:00:15.705]  Yeah, I don't know.
[01:00:16.066 --> 01:00:17.447]  I don't know what they're going to do.
[01:00:17.527 --> 01:00:20.550]  But the thing is, no, they won't put Kamala Harris in there.
[01:00:20.590 --> 01:00:22.311]  They'll get somebody else in there running.
[01:00:24.695 --> 01:00:33.402]  They keep bringing him down so he won't run in 2024, but they're saying that he's going to announce within several weeks whether or not he's going to be running.
[01:00:34.102 --> 01:00:35.523]  Let's go back to the documents.
[01:00:36.844 --> 01:00:40.687]  They're going to start finding stuff about Hunter Biden.
[01:00:41.648 --> 01:01:06.328]   Again, going back to your Trends journals, going back to 2014, after the United States overthrew the democratically elected government of Viktor Yanukovych, All of a sudden, Hunter Biden and Chris Hines, the stepson of another arrogant boy, born on third base and 30 at a home run, John Kerry.
[01:01:06.568 --> 01:01:07.048]  That's right.
[01:01:07.068 --> 01:01:09.770]  It's Chris Hines of the Hines 57 family.
[01:01:10.550 --> 01:01:17.394]  They get a deal with Burisma Energy, a corrupt, like the rest of Ukraine, corporation.
[01:01:18.923 --> 01:01:23.086]  And they're making millions of dollars sitting on the board of directors of Burisma Energy.
[01:01:23.986 --> 01:01:27.848]  What does Hunter Biden or Chrissy Hines know about energy?
[01:01:28.449 --> 01:01:28.769]  Nothing.
[01:01:29.509 --> 01:01:30.770]  It's just one dirty deal.
[01:01:31.350 --> 01:01:32.451]  That might come out.
[01:01:34.432 --> 01:01:39.855]  And again, as I'm saying, when all else fails, they take you to war.
[01:01:39.935 --> 01:01:42.097]  Let's go back, not ancient history, 2021.
[01:01:42.137 --> 01:01:49.314]   Biden pulls all the troops out of Afghanistan.
[01:01:50.415 --> 01:01:53.437]  No, the Taliban ain't gonna take over.
[01:01:53.738 --> 01:01:55.539]  We'll be in control of Kabul.
[01:01:55.579 --> 01:01:56.980]  They're not gonna take over.
[01:01:57.881 --> 01:01:58.482]  And what happens?
[01:01:58.542 --> 01:02:00.583]  A bunch of American troops get slaughtered.
[01:02:00.844 --> 01:02:05.428]  Oh, and on the way out, the American troops slaughtered a bunch of innocent people that they covered up.
[01:02:06.368 --> 01:02:07.269]  Oh, what else happened?
[01:02:08.310 --> 01:02:19.502]   Countless Scores of billions of dollars of weapons, our money, left over there for the Taliban to use.
[01:02:21.243 --> 01:02:26.504]  Oh, and Biden's plummeting in the polls.
[01:02:27.544 --> 01:02:33.486]  And then, last year, just around this time, they start heating up with the Ukraine war.
[01:02:34.432 --> 01:02:39.496]  And the more, the more Biden comes out, we're gonna punish Putin, this and that.
[01:02:39.516 --> 01:02:40.656]  That's a quote, punish Putin.
[01:02:41.377 --> 01:02:42.718]  He keeps going up in the polls.
[01:02:44.079 --> 01:02:46.861]  Again, when all else fails, they take you to war.
[01:02:46.941 --> 01:02:51.984]  What followed, what followed the Great Depression?
[01:02:52.945 --> 01:02:53.766]  World War II.
[01:02:54.566 --> 01:02:56.287]  What followed the dot-com bust?
[01:02:56.307 --> 01:02:57.989]  The Nasdaq, it was gone.
[01:02:58.029 --> 01:02:59.670]  That Y2 baloney, over.
[01:03:00.390 --> 01:03:01.371]  Oh, all of a sudden?
[01:03:01.391 --> 01:03:01.411]  9-11.
[01:03:04.662 --> 01:03:10.324]  The people, again, 88% of the people swallowed little Georgie Bush's crap.
[01:03:11.005 --> 01:03:14.546]  We're going to get that guy Osama Bin Laden dead or alive!
[01:03:14.566 --> 01:03:17.167]  They're going to do the same thing.
[01:03:17.888 --> 01:03:28.332]  The deeper Biden goes down, the more he's going to ramp up this war, and the morons that know nothing about the facts are going to follow.
[01:03:30.006 --> 01:03:30.887]  That's the way we see it.
[01:03:31.207 --> 01:03:32.248]  Yeah, there's the cover.
[01:03:33.429 --> 01:03:34.250]  In God we trust.
[01:03:34.310 --> 01:03:34.991]  What God?
[01:03:35.371 --> 01:03:41.396]  You know, I pledge allegiance to the flag of the United States of America and to the Republic for which it stands, one nation under God.
[01:03:43.378 --> 01:03:45.960]  No God supports war.
[01:03:45.981 --> 01:03:50.905]  One nation under God, indivisible, with liberty and justice for all.
[01:03:51.285 --> 01:03:55.329]  No, no, we became invisible for liberty and justice for all.
[01:03:55.749 --> 01:04:13.656]   It's only Punishment to the fullest, and we the people of Slavelandia, while the crooks like the JPMorgan Chase gang that gets five felonies rigging the precious metals market, gets a slap on the wrist of $900 million in 2019.
[01:04:14.036 --> 01:04:16.478]  How come Jamie Dimon ain't in jail?
[01:04:16.779 --> 01:04:18.020]  Oh, I gotta be in Davos.
[01:04:18.220 --> 01:04:22.001]  But look, General, everything they've accused Donald Trump of, they've literally done.
[01:04:22.322 --> 01:04:24.202]  This secret documents thing is just the latest.
[01:04:24.442 --> 01:04:29.444]  Joe Biden, I mean, we know Joe Biden stole classified documents.
[01:04:29.824 --> 01:04:31.425]  Not just highly classified documents.
[01:04:31.725 --> 01:04:38.948]  He stole the most highest level of classified documents that can't even be opened or read unless you're in a secured room.
[01:04:40.628 --> 01:04:44.450]  Again, I believe that, I'm guessing, I don't know.
[01:04:44.470 --> 01:04:50.375]   If this has to do with Ukraine, I'm telling you what's going to happen.
[01:04:50.576 --> 01:04:52.116]  Biden's just going to ramp up the war.
[01:04:52.176 --> 01:04:53.216]  People will forget about it.
[01:04:53.376 --> 01:04:54.457]  They will forget about it.
[01:04:56.777 --> 01:04:59.478]  Well, we're going to make sure they don't forget about it.
[01:05:00.138 --> 01:05:08.020]  And I don't know what Biden... I mean, at this point, the only thing Biden can do is just declare war on Russia, which he's really already done unconstitutionally.
[01:05:08.881 --> 01:05:09.961]  It's more than Russia.
[01:05:10.321 --> 01:05:11.561]  You're meeting with him.
[01:05:11.981 --> 01:05:13.602]  The United States is meeting with Japan.
[01:05:13.642 --> 01:05:17.163]  You saw that he met with the Japanese guy.
[01:05:18.115 --> 01:05:21.799]  The Prime Minister of Japan, Kishida, and we come back.
[01:05:21.839 --> 01:05:23.221]  We really need to talk about this.
[01:05:23.381 --> 01:05:26.845]  All right, let's talk about Joe Biden and foreign relations.
[01:05:28.226 --> 01:05:30.228]  And man, I mean, you want to talk about U.S.
[01:05:30.729 --> 01:05:32.310]  foreign relations or U.S.
[01:05:33.191 --> 01:05:35.194]  just respect amongst world leaders.
[01:05:35.894 --> 01:05:38.197]  Ever since Biden has taken over, it has tanked.
[01:05:38.978 --> 01:05:40.099]  I mean, tanked.
[01:05:42.836 --> 01:05:50.384]  It's actually a mystical phenomenon that everything they accused Donald Trump of, they're guilty of.
[01:05:50.424 --> 01:05:52.726]  We're talking about the Democrats, generally speaking.
[01:05:53.307 --> 01:05:54.308]  Colluding with Russia.
[01:05:54.448 --> 01:05:56.050]  Oh no, that was Hillary Clinton.
[01:05:56.090 --> 01:05:57.751]  That was Joe Biden.
[01:05:58.232 --> 01:05:58.672]  That's right.
[01:05:58.692 --> 01:06:00.214]  Stealing classified documents.
[01:06:00.274 --> 01:06:01.795]  No, that was Barack Obama.
[01:06:01.876 --> 01:06:03.257]  No, that was Joe Biden.
[01:06:03.297 --> 01:06:04.859]  No, that was Hillary Clinton.
[01:06:05.399 --> 01:06:06.962]  And so I could continue to go on.
[01:06:06.982 --> 01:06:09.366]  I mean, do I even need to get into the whole Me Too thing?
[01:06:09.786 --> 01:06:11.229]  Bill Clinton compared to Donald Trump?
[01:06:11.609 --> 01:06:12.551]  I think we get the picture.
[01:06:13.112 --> 01:06:13.352]  So...
[01:06:14.844 --> 01:06:21.065]  Biden is being exposed, whether it's organic or part of some other ulterior motive.
