[00:00:05.739 --> 00:00:07.340]  Hitler took the guns.
[02:05:20.534 --> 02:05:25.117]  If you don't know the power of X2 and the iodine conspiracy, you are insane.
[02:05:25.117 --> 02:05:26.238]  Get X2 now.
[02:05:26.238 --> 02:05:27.318]  It could be the last run ever.
[02:05:27.318 --> 02:05:28.499]  We get shut down.
[02:05:28.499 --> 02:05:29.380]  While you still can,
[02:05:30.380 --> 02:05:38.345]  At InfoWarsTore.com, research iodine deficiency and billions of people with cognitive disabilities because they don't have it.
[02:05:38.345 --> 02:05:39.466]  X2.
[02:05:39.466 --> 02:05:40.547]  X2.
[02:05:40.547 --> 02:05:43.869]  X2 is now back in stock at InfoWarsTore.com.
[02:05:43.869 --> 02:05:47.091]  It takes a few weeks to kick in, but it is the building block to everything.
[02:05:47.091 --> 02:05:52.314]  It's the missing link that bomb us with the fluoride that is in the same family but has the opposite effect.
[02:05:52.314 --> 02:05:56.016]  This is the holy grail of supplements and empowering yourself.
[02:05:56.016 --> 02:05:57.737]  X2, back in stock right now.
[02:05:57.737 --> 02:05:58.878]  Discount at InfoWarsTore.com.
[02:06:02.029 --> 02:06:03.610]  Big Brother.
[02:06:03.610 --> 02:06:05.912]  Mainstream media.
[02:06:05.912 --> 02:06:07.693]  Government cover-ups.
[02:06:07.693 --> 02:06:09.775]  You want to stop tyranny?
[02:06:09.775 --> 02:06:11.936]  Well, so does he.
[02:06:11.936 --> 02:06:18.561]  Live from the Infowars.com studios, it's Alex Jones.
[02:06:18.561 --> 02:06:21.543]  Alright, I don't say this to be on a power trip, because it's the opposite.
[02:06:23.132 --> 02:06:26.054]  I say it so people pay attention and really think about what's happening.
[02:06:26.054 --> 02:06:42.464]  Together, on this show right now, David Icke was awake before I was, and I've obviously been as successful as he has in getting people to awaken to the New World Order, but he's really been the trailblazer on how the thing operates and what they would pull and what they would do.
[02:06:43.525 --> 02:06:47.768]  I would say in some ways I may have been more successful at actually reaching more people, but that's up in the air.
[02:06:47.768 --> 02:06:50.369]  It's not about keeping score here, we're all on the same team.
[02:06:50.369 --> 02:06:55.772]  Team consciousness, team freedom, team free will.
[02:06:55.772 --> 02:06:59.995]  But now it's out in the open that David's been hammering on for 30 plus years.
[02:07:01.553 --> 02:07:07.295]  That it's a spider's web and the corporations at the top act like they're different, but they're really on the same team.
[02:07:07.295 --> 02:07:13.097]  And that government is interfaced and governments look different, but most of the major governments are controlled by the same cult.
[02:07:13.097 --> 02:07:19.800]  And now that's really come out in the congressional hearings with all the big tech and the intelligence agencies censoring and surveilling and controlling.
[02:07:19.800 --> 02:07:22.421]  And there's really a great awakening to this.
[02:07:22.421 --> 02:07:26.082]  So you got cut off by the break at the end of the last hour, David, talking about that.
[02:07:27.870 --> 02:07:56.635]  Yeah, so once you realise that these corporations and governments, court systems, judiciaries, banking systems, Silicon Valley, World Health Organisation, World Trade Organisation, are actually connected to this web, and of course through compartmentalisation it means the vast majority of people in those organisations, indeed in those governments, have no idea there is a web.
[02:07:57.941 --> 02:08:03.884]  So you have this network which is connecting these organisations.
[02:08:03.884 --> 02:08:06.126]  Now this explains a great deal.
[02:08:06.126 --> 02:08:21.094]  So when the Covid card was played, Silicon Valley announced that it was going to censor anyone that challenged the official story of Covid coming out of the World Health Organisation.
[02:08:21.650 --> 02:08:28.795]  Now, if you look at that from a bigger picture point of view, you'd say, well, hold on a minute.
[02:08:28.795 --> 02:08:34.339]  You're supposed to be the town square, where we all have our opinion and then people make up their mind what to believe.
[02:08:34.339 --> 02:08:35.099]  What are you doing?
[02:08:35.099 --> 02:08:41.944]  Announcing right at the start, you're going to censor anyone that challenges the World Health Organization narrative, because
[02:08:42.668 --> 02:08:46.832]  The World Health Organization is an asset of the cult.
[02:08:46.832 --> 02:08:52.137]  It was created by the cult through the Rockefeller family, not least, in 1948.
[02:08:52.137 --> 02:08:56.781]  And Silicon Valley is a cult operation.
[02:08:56.781 --> 02:09:05.989]  Therefore, the Silicon Valley corporations and platforms censoring on behalf of the cult a narrative
[02:09:06.980 --> 02:09:12.903]  The, uh, anyone that challenges the World Health Organization, a cult operation.
[02:09:12.903 --> 02:09:14.824]  Then you've got Big Pharma.
[02:09:14.824 --> 02:09:19.167]  Big Pharma is an absolute cult operation.
[02:09:19.167 --> 02:09:23.569]  And, you know, it's a satanic organization, obviously, just as the cult is.
[02:09:23.569 --> 02:09:34.155]  So, you know, because you know that if you go deep enough in the CDC and the Food and Drug Administration in the United States, you're going to get
[02:09:35.379 --> 02:09:38.240]  To the point where they interact with the web.
[02:09:38.240 --> 02:10:01.392]  So, you know that when Big Pharma comes along with Pfizer and Moderna, whatever, and asks the apparent regulatory agency of government, supposed to protect the people from Big Pharma, for permission to use their fake vaccine on younger and younger and more and more people, you know they're going to get it.
[02:10:02.225 --> 02:10:14.017]  Because what's happening is Big Pharma, the cult, is going to the CDC and the FDA, the cult, and asking for permission to advance a cult agenda.
[02:10:14.017 --> 02:10:16.299]  So obviously they're going to get it.
[02:10:16.299 --> 02:10:17.700]  So this is how it works.
[02:10:17.700 --> 02:10:23.366]  So now you start to see that while you are looking at banks,
[02:10:24.195 --> 02:10:25.357]  Plural.
[02:10:25.357 --> 02:10:34.809]  You're actually looking at bank singular, not least coordinated through organizations like the Bank for International Settlements in Basel, Switzerland.
[02:10:35.547 --> 02:10:48.410]  So, now you see why suddenly these different banks are all working as one to say, no, if you've got the wrong opinion, then you're not going to have a bank account.
[02:10:48.410 --> 02:10:51.091]  Now, you look at the digital currency.
[02:10:51.091 --> 02:11:02.334]  Suddenly, all over the world, the central banks, coordinated through the Bank for International Settlements, are saying, we want to introduce a digital currency.
[02:11:03.047 --> 02:11:03.647]  Why?
[02:11:03.647 --> 02:11:04.467]  How?
[02:11:04.467 --> 02:11:06.048]  How is it coordinated?
[02:11:06.048 --> 02:11:07.768]  Through the cult.
[02:11:07.768 --> 02:11:10.469]  This is how it works.
[02:11:10.469 --> 02:11:17.511]  Are we really believing that suddenly people all over the world in authority have the same idea?
[02:11:17.511 --> 02:11:20.351]  I know, I've got a great idea.
[02:11:20.351 --> 02:11:21.852]  I woke up with it this morning.
[02:11:21.852 --> 02:11:25.373]  What we're going to do is we're going to put drag queens into schools.
[02:11:25.373 --> 02:11:31.054]  And we're going to get them to read stories, first of all, and then we're going to get them to strut their stuff as we expand it.
[02:11:31.781 --> 02:11:34.084]  This is cult organization.
[02:11:34.084 --> 02:11:36.726]  This is why the same things happen everywhere.
[02:11:36.726 --> 02:11:46.016]  And that's all admitted now that Bill Gates and the UN created global standardized systems for central bank digital currencies in the last decade with the Carnegie Foundation and the CIA.
[02:11:47.137 --> 02:11:47.318]  I think?
[02:12:02.579 --> 02:12:05.701]  Peter Hotez came out and said, oh, I don't take any money from Big Pharma.
[02:12:05.701 --> 02:12:09.623]  He just takes it from Bill Gates, and then he comes up with what Bill Gates wants.
[02:12:09.623 --> 02:12:13.725]  That gets recommended and adopted by government, then buys it from Bill Gates.
[02:12:13.725 --> 02:12:15.586]  So no, Big Pharma's not funding him.
[02:12:15.586 --> 02:12:25.032]  Hotez makes the corporate recommendations that then buy the product from Bill Gates, but Bill Gates funds Hotez in the research, and he lies to us like we're idiots.
[02:12:25.572 --> 02:12:29.033]  But what does it mean now that these judges are coming out and exposing this?
[02:12:29.033 --> 02:12:32.535]  I mean, I don't think the elites are the elites.
[02:12:32.535 --> 02:12:33.835]  I don't think they're in total control.
[02:12:33.835 --> 02:12:41.679]  I think we're seeing the cracks in the system as more people in the system that were compartmentalized, David Icke, decide to not go along with it.
[02:12:41.679 --> 02:12:45.100]  Well, yeah, that's a point.
[02:12:45.100 --> 02:12:49.202]  The system is so fiercely compartmentalized
[02:12:49.887 --> 02:13:01.272]  That people within it every day are contributing to this agenda's playing out without knowing there even is an agenda.
[02:13:01.272 --> 02:13:02.753]  This is the point.
[02:13:02.753 --> 02:13:09.436]  And I remember speaking at a event in London a long time ago now.
[02:13:09.436 --> 02:13:19.300]  And a guy came up to me afterwards and he was a retired leading executive of Shell Oil in South America.
[02:13:20.490 --> 02:13:33.576]  And he came to me, he said, I've just realized, listening to you, why so many things happened when I was working for Shell that I didn't understand at the time.
[02:13:33.576 --> 02:13:35.917]  And this is the compartmentalization.
[02:13:35.917 --> 02:13:48.463]  And what, you know, the alternative media putting this information out, some of us decade after decade, of course, it's decompartmentalizing
[02:13:49.392 --> 02:13:59.736]  That structure, because people are getting it within the system from outside the system, and thus they want to silence us.
[02:13:59.736 --> 02:14:17.303]  So these people, these renegade people, who may not know the big picture at all, but they get that what they're being pressured to do is not what they should do, they are starting to rebel and they're starting to say, no, no, I'm not going along with it.
[02:14:17.783 --> 02:14:18.763]  It was kind of interesting.
[02:14:18.763 --> 02:14:21.764]  I mean, I don't know how this is going to play out.
[02:14:21.764 --> 02:14:27.786]  I was banned from 26 European countries by the Dutch government through the Schengen system.
[02:14:27.786 --> 02:14:30.086]  You're banned from one, you're banned from them all.
[02:14:30.086 --> 02:14:33.447]  And we've been challenging them in the courts.
[02:14:33.447 --> 02:14:39.849]  And we went to the district judge, first of all, and he did everything but walk into the bloody court with a rubber stamp, you know.
[02:14:40.635 --> 02:14:48.299]  But we had another hearing a couple of weeks ago, and I don't know whether she's going to have the, you know, the backbone to go all the way through with it.
[02:14:48.299 --> 02:14:49.979]  But I'm listening to this.
[02:14:49.979 --> 02:14:55.982]  I'm obviously not allowed into the Netherlands, so I'm on kind of Zoom or something.
[02:14:55.982 --> 02:15:02.625]  And she started asking the government lawyer very forensic questions.
[02:15:02.625 --> 02:15:05.467]  And I'm going, whoa, this is a bit different.
[02:15:05.467 --> 02:15:06.727]  And she wasn't having it.
[02:15:06.727 --> 02:15:09.929]  And the government lawyer was getting more and more flustered because he had no evidence.
[02:15:11.053 --> 02:15:16.015]  And then a few days later, she said, OK, I'll rule at the end of the month.
[02:15:16.015 --> 02:15:22.397]  A few days later, my lawyer in the Netherlands got a contact from her.
[02:15:22.397 --> 02:15:29.040]  And what's happened is she's actually looked into the law through which I was supposed to be banned.
[02:15:29.040 --> 02:15:31.141]  And she found that the law has been changed.
[02:15:31.141 --> 02:15:33.281]  The Schengen law has been changed.
[02:15:33.281 --> 02:15:37.103]  So the law that they banned me with by
[02:15:38.052 --> 02:15:38.432]  I don't
[02:15:54.857 --> 02:15:57.800]  Actually, I want to know more about this and why you've banned us.
[02:15:57.800 --> 02:16:03.045]  Please listen closely because this is life-changing critical invasion.
[02:16:03.045 --> 02:16:12.894]  The globalists are bombarding us with toxic chemicals hitting us in the air, the water, the food, the 5G, the poison shots, the shedding.
[02:16:13.875 --> 02:16:15.897]  We're good to go.
[02:16:40.836 --> 02:16:41.476]  I think so.
[02:16:59.429 --> 02:17:03.553]  I would thank you for everything you've done for the Infowar, but I know you're like me.
[02:17:03.553 --> 02:17:05.474]  You don't want my thanks.
[02:17:05.474 --> 02:17:08.857]  You want victory over the globalists and these devil worshipping child molesters.
[02:17:08.857 --> 02:17:11.700]  And you want them off your back and off your children's back.
[02:17:11.700 --> 02:17:12.620]  And you know what?
[02:17:12.620 --> 02:17:15.903]  I'm the same way and that's why we're on the same damn team.
[02:17:15.903 --> 02:17:21.268]  And it's why Infowars has been delivering time and time again when it's clutch time to
[02:17:22.503 --> 02:17:25.225]  Focus the people on taking action against the globalists.
[02:17:25.225 --> 02:17:28.967]  Because I'm committed to a future for humanity.
[02:17:28.967 --> 02:17:30.588]  And I know you are as well.
[02:17:30.588 --> 02:17:33.009]  So thank you for standing with us, because you are the Infowar.
[02:17:33.009 --> 02:17:36.631]  And I want to thank you for committing to stand with us however you can.
[02:17:36.631 --> 02:17:43.275]  From the bottom of my heart, from my family, and from the great crew at Infowars, I want to thank you all because you are the Infowar.
[02:17:43.275 --> 02:17:45.336]  And you know that's not just words, that's reality.
[02:17:46.405 --> 02:17:48.009]  You have made history.
[02:17:48.009 --> 02:17:49.231]  We have made history together.
[02:17:49.231 --> 02:17:54.482]  Infowars.com only has power because of you.
[02:17:54.482 --> 02:17:56.266]  And I suggest you use it.
[02:17:57.751 --> 02:18:02.254]  The InfoWars Live Silver Bullet Colloidal Silver has finally returned.
[02:18:02.254 --> 02:18:10.641]  To celebrate this powerful product's long-awaited homecoming, we're slashing $10 off the asking price, passing the savings on to you.
[02:18:10.641 --> 02:18:22.570]  Silver Bullet is the answer to Alex's extensive search for a powerful colloidal silver product that utilizes high-quality processes and has applications for both preparedness and regular use.
[02:18:22.890 --> 02:18:34.121]  Concentrated to 30 parts per million in a pure base of deionized water, this survival silver is the perfect fit for you and your family's routine and emergency supply.
[02:18:34.121 --> 02:18:39.666]  Paloidal Silver is an amazing natural product that can assist your body's many healing processes.
[02:18:39.966 --> 02:18:48.193]  Do a deep dive, research the possibilities of colloidal silver yourself, and don't miss out on this limited time offer of $10 off.
[02:18:48.193 --> 02:18:52.256]  Try InfoWars Life Silver Bullet Colloidal Silver today!
[02:18:52.256 --> 02:18:55.579]  Available right now at InfoWarsStore.com
[02:18:58.641 --> 02:19:06.325]  Sleepless nights seem to be a lot more common these days, with everything that's going on both at home and the world at large.
[02:19:06.325 --> 02:19:14.869]  If you're having trouble getting to that deep sleep we could all use more of, our new sleep support formula, Down and Out, is just the thing.
[02:19:14.869 --> 02:19:21.233]  It's our new, faster-absorbing liquid formula that is specifically designed to help you get the shut-eye you deserve.
[02:19:21.900 --> 02:19:26.625]  Formulated to improve upon our best-selling product, Knockout, with Down and Out.
[02:19:26.625 --> 02:19:32.330]  Now the herbs and melatonin packed inside are extracted directly into the glycerin solution.
[02:19:32.330 --> 02:19:37.134]  So the ingredients are already dissolved into the formula before you even take it.
[02:19:37.134 --> 02:19:40.838]  One of the other sleep support herbs included is the Passionflower.
[02:19:41.078 --> 02:19:47.724]  Which was traditionally used by Native Americans like the Cherokees who used it for its relaxing qualities.
[02:19:47.724 --> 02:19:53.890]  Be sure to take this product when you are completely ready for sleep because you will be down and out.
[02:19:53.890 --> 02:19:58.794]  Sell it out now at InfowarsStore.com.
[02:19:58.794 --> 02:20:04.700]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:20:08.334 --> 02:20:30.454]  And then, because people want to know, I want to go back to the start, like, in the download you got, like, okay, there's this alien group, it's like reptoids, they kill children to open up dimensions, I mean, because we know this is all going on, but go back to the beginning, because you were trying to download all this, and then, I know, it's not that your views have changed, but your understanding
[02:20:31.054 --> 02:20:31.294]  We're good.
[02:20:48.530 --> 02:20:53.155]  What you were doing in life, you know, top broadcaster but a top goalie.
[02:20:53.155 --> 02:20:55.577]  Hosted the top show in the UK.
[02:20:55.577 --> 02:21:00.742]  I mean, you were a big deal and then all of a sudden you're on a trip to Peru and get thunderstruck.
[02:21:00.742 --> 02:21:01.322]  Speak to that.
[02:21:02.967 --> 02:21:11.531]  Well, I can talk about the process of what's happening to people when they get this Damascus, as you describe it.
[02:21:11.531 --> 02:21:14.692]  I can certainly talk about that a little later.
[02:21:14.692 --> 02:21:19.575]  I hope I can, because it's easily explainable what's actually happening in those situations.
[02:21:19.575 --> 02:21:22.976]  We'll talk about it now if you want, or whatever you want to say.
[02:21:22.976 --> 02:21:28.059]  OK, I'll talk about it now, and then we can talk about where I've come from a bit later.
[02:21:28.059 --> 02:21:28.779]  Yeah, OK.
[02:21:32.088 --> 02:21:47.809]  Describing earlier how the body is a biological computer and actually it's a software program and it comes into this world with a life program which it will play out without the intervention of consciousness.
[02:21:49.082 --> 02:22:04.350]  And so you go along and the five senses, because this is a simulation, not just a simulation in this level, what we call the astral is another part of the simulation.
[02:22:04.350 --> 02:22:15.436]  And so what you're doing is following the program and all your perceptions of reality
[02:22:16.541 --> 02:22:31.427]  are coming in from the program through the media and what we call education and all this stuff and you have a certain view of reality not least through the left side of the brain which sees everything as apart from everything else.
[02:22:31.427 --> 02:22:40.111]  And what happens when people have these revelatory moments, I had mine in Peru as you say,
[02:22:45.572 --> 02:22:52.416]  You open enough from the program and you open your mind.
[02:22:52.416 --> 02:22:54.437]  You open your mind.
[02:22:54.437 --> 02:23:09.206]  If people just stopped believing and getting their perceptions of reality from the five sense system and just said this to themselves,
[02:23:11.963 --> 02:23:25.089]  I can see only a tiny fraction of the reality, infinite reality, called visible light.
[02:23:25.089 --> 02:23:32.552]  So how the hell can I know all there is to know, or as much as I need to know,
[02:23:33.757 --> 02:23:37.238]  From within that tiny band of criminals.
[02:23:37.238 --> 02:23:38.078]  You've spoken to that.
[02:23:38.078 --> 02:23:40.678]  I'm saying it's the same question.
[02:23:40.678 --> 02:23:49.080]  What is it in your life or the things you went through that the universe chose you to have this big understanding of things that's turned out to be so accurate?
[02:23:49.080 --> 02:23:53.220]  Or are you just saying randomly in the universe this just happened to you?
[02:23:53.220 --> 02:23:54.300]  Because I don't see it like that.
[02:23:54.300 --> 02:23:59.601]  I mean, go back to... Because I think it's not two questions, it's one question.
[02:23:59.601 --> 02:24:00.281]  I don't think it's random.
[02:24:00.281 --> 02:24:00.582]  I mean, my life...
[02:24:03.863 --> 02:24:14.491]  has been so synchronistic that put me on this road in 1990 that I don't think it's random.
[02:24:14.491 --> 02:24:18.514]  But where I was just going is this.
[02:24:18.514 --> 02:24:27.421]  There's one thing that cannot be denied and cannot be dismissed.
[02:24:27.421 --> 02:24:33.165]  And that is that whatever we think we know at any point
[02:24:34.178 --> 02:24:38.239]  There is always, always, always more to know.
[02:24:38.239 --> 02:24:39.519]  Exactly.
[02:24:39.519 --> 02:24:50.582]  And if you work from that it's like, to paraphrase the Greek philosopher Socrates, wisdom is knowing how little we know.
[02:24:50.582 --> 02:24:50.982]  Yes.
[02:24:50.982 --> 02:24:55.463]  And thus every minute you know there's more to know.
[02:24:55.463 --> 02:24:58.264]  So what is it that is more to know?
[02:24:58.904 --> 02:25:01.306]  Well, look at the corporate media.
[02:25:01.306 --> 02:25:05.689]  Look at the New York Times, the BBC, all of them, the Atlantic Monthly, all of them.
[02:25:05.689 --> 02:25:06.950]  Do not ask questions.
[02:25:06.950 --> 02:25:08.071]  Do not do your own research.
[02:25:08.071 --> 02:25:08.812]  That's bad.
[02:25:08.812 --> 02:25:16.558]  Now, people should know, when you're told, don't check things out, don't read the fine print, that's what the bad guy tells you.
[02:25:16.558 --> 02:25:17.218]  Yeah, exactly.
[02:25:17.218 --> 02:25:18.419]  They don't want you to know.
[02:25:18.419 --> 02:25:21.581]  Because not knowing is their power.
[02:25:21.581 --> 02:25:22.302]  So when you
[02:25:23.212 --> 02:25:45.042]  start to look at life from that point of view, then whatever I think I know there's always more to know, what happens is your mind starts to open to other possibilities, at which point it starts to go beyond the five sense prison cell and you start to connect with expanded levels of consciousness.
[02:25:45.042 --> 02:25:47.163]  Not some alien in a bloody spaceship,
[02:25:47.523 --> 02:25:56.472]  Your own consciousness that you have been separated from by your focus of attention only in five minutes.
[02:25:56.472 --> 02:26:00.476]  You can plug your consciousness into the universe and beyond.
[02:26:00.476 --> 02:26:02.198]  Well, we are the universe and beyond.
[02:26:02.198 --> 02:26:03.179]  That's the point.
[02:26:03.179 --> 02:26:06.703]  But we've been isolated, perceptually isolated.
[02:26:07.327 --> 02:26:07.647]  Thank you.
[02:26:27.213 --> 02:26:29.354]  I can see it now!
[02:26:29.354 --> 02:26:30.835]  Why didn't I see it before?
[02:26:30.835 --> 02:26:33.097]  Because you were there before!
[02:26:33.097 --> 02:26:33.597]  Exactly.
[02:26:33.597 --> 02:26:36.259]  And I know you've been around a lot of these globalists.
[02:26:36.259 --> 02:26:37.359]  I have as well.
[02:26:37.359 --> 02:26:38.320]  They're like machines.
[02:26:38.320 --> 02:26:39.801]  Like you said, they're not happy people.
[02:26:39.801 --> 02:26:42.002]  They just follow a program.
[02:26:42.002 --> 02:26:45.765]  Is it possible to free people that have been under this control?
[02:26:45.765 --> 02:26:49.547]  Or once they get under the control, are they gone?
[02:26:49.547 --> 02:26:51.008]  Anyone can open to consciousness.
[02:26:51.958 --> 02:26:54.040]  It's the choice.
[02:26:54.040 --> 02:27:01.605]  But the more you submit to the program, the more entrenched you become in the program.
[02:27:01.605 --> 02:27:11.473]  I mean, you'll meet people and it doesn't matter how much information you put in front of them, how much evidence, they won't get it.
[02:27:11.473 --> 02:27:21.080]  They won't get it because literally they can't process that information because they can only process their program.
[02:27:21.696 --> 02:27:25.518]  But anyone can open up to it, and lots of people are.
[02:27:25.518 --> 02:27:27.140]  And you know what I'm finding, Alex?
[02:27:27.140 --> 02:27:49.794]  I don't know if you are, but people that are kind of new to this, some of them anyway, they can awaken in the way that I've described to an extent that they get it in such a way that they become further forward in their understanding that people maybe have been researching this for 10 years.
[02:27:50.974 --> 02:27:51.514]  Absolutely.
[02:27:51.514 --> 02:27:55.096]  A lot of people are making instant jumps.
[02:27:55.096 --> 02:27:57.557]  Yeah, this is what's happening.
[02:27:57.557 --> 02:27:58.577]  This is what's happening.
[02:27:58.577 --> 02:28:06.400]  Because as these truth vibrations, this frequency, comes in, it's coming into the simulation through the astral.
[02:28:06.400 --> 02:28:16.945]  I mean, you know, this simulation, this world we call human, and even the astral on top, it's a mere smear of infinite reality.
[02:28:16.945 --> 02:28:19.946]  Sure, the astral is just the interface to this little sub-dimension.
[02:28:22.432 --> 02:28:23.172]  It's a simulation.
[02:28:23.172 --> 02:28:25.053]  It's like a virtual reality game.
[02:28:25.053 --> 02:28:28.555]  The body and the brain is like a headset.
[02:28:28.555 --> 02:28:41.461]  And what you do when you open your mind and let consciousness in is you're effectively taking the headset off because you're overriding the program and thus you can see things that others can't see.
[02:28:41.461 --> 02:28:42.401]  That's right.
[02:28:42.401 --> 02:28:44.442]  Take the headset off with David Icke.
[02:28:44.442 --> 02:28:46.163]  Take the face sucker off.
[02:28:46.163 --> 02:28:49.084]  We'll come right back with David Icke with another iconic segment.
[02:28:49.084 --> 02:28:49.525]  Stay with us.
[02:28:49.525 --> 02:28:49.905]  Infowars.com.
[02:28:49.905 --> 02:28:50.345]  DavidIcke.com.
[02:28:57.896 --> 02:29:04.099]  If you ever take one piece of my advice, it's get a bottle of X2.
[02:29:04.099 --> 02:29:08.781]  It's been sold out for over a year because we wouldn't cut corners and because it's so hard to produce.
[02:29:08.781 --> 02:29:13.143]  We finally have a limited run, back in supply, at infowarestore.com.
[02:29:14.584 --> 02:29:17.626]  So many people have serious issues.
[02:29:17.626 --> 02:29:19.206]  Look at the UN's own numbers.
[02:29:19.206 --> 02:29:25.169]  Billions have cognitive disabilities because they do not have true nascent iodine in their bodies.
[02:29:25.169 --> 02:29:31.192]  Most other iodine is bound to other heavy metals or bound to other elements so you don't download it.
[02:29:31.192 --> 02:29:33.954]  But this is pure atomic certified
[02:29:35.845 --> 02:29:37.066]  I don't know.
[02:29:57.446 --> 02:30:05.728]  We have not had this many of our best-selling products back in stock in years because of supply chain breakdowns and all the rest of the stuff that's going on.
[02:30:05.728 --> 02:30:07.188]  And these are game-changing products.
[02:30:07.188 --> 02:30:09.009]  It's like our information's game-changing.
[02:30:09.009 --> 02:30:11.229]  These products are incredible.
[02:30:11.229 --> 02:30:15.010]  And I'm personally glad that these are now back in stock.
[02:30:15.010 --> 02:30:25.593]  All three of the InfoWars Platinum flagship products that have been sold out for months are now back in stock, but a very limited run because we only had a budget to get
[02:30:26.915 --> 02:30:29.196]  3 or 4,000 bottles of each one of these.
[02:30:29.196 --> 02:30:34.697]  We've got 4,000 bottles of the HGH Max Boost that people love so much.
[02:30:34.697 --> 02:30:38.619]  We've got about 4,000 bottles of 1776 Testosterone Boost that just came in.
[02:30:38.619 --> 02:30:41.960]  And we've got about 3,000 bottles of Pain MD.
[02:30:41.960 --> 02:30:46.121]  Incredible natural pain reliever situation.
[02:30:46.121 --> 02:30:52.303]  All three of these are back in stock and they're incredible and they fund our operation at InfoWarsTore.com.
[02:30:57.819 --> 02:31:02.241]  First came Pac-Man, Donkey Kong, and Super Mario Brothers.
[02:31:02.241 --> 02:31:06.142]  And now, the ultimate retro nostalgia throwback game.
[02:31:06.142 --> 02:31:10.924]  I present to the world, Alex Jones's New World Order Wars!
[02:31:10.924 --> 02:31:13.624]  They're turning the friggin' frogs gay!
[02:31:13.624 --> 02:31:15.605]  I'll eat your ass!
[02:31:15.605 --> 02:31:18.426]  You Nazi scum!
[02:31:18.426 --> 02:31:20.947]  Let's free the Patriots and defeat the globalist tech gear.
[02:31:22.532 --> 02:31:27.084]  We are going to defeat the globalists very bigly.
[02:31:27.084 --> 02:31:29.630]  This game is mostly peaceful.
[02:31:29.630 --> 02:31:29.951]  Woo!
[02:31:37.251 --> 02:31:41.035]  I'm going to lower the world's population.
[02:31:41.035 --> 02:31:43.778]  Oh, Big Bill, I'm taking you down, rapist.
[02:31:43.778 --> 02:31:47.843]  I did not have sexual relations with that saxophone.
[02:31:47.843 --> 02:31:54.891]  Download it now at alexjonesgame.com, because as we all know, anything badass gets censored!
[02:31:58.652 --> 02:32:01.773]  I talk a lot about the great successes InfoWars has had.
[02:32:01.773 --> 02:32:04.074]  I don't think anybody can deny it.
[02:32:04.074 --> 02:32:08.016]  And it is because of listeners and viewers supporting us.
[02:32:08.016 --> 02:32:16.940]  When we talk about the crew at InfoWars, people behind the scenes, the researchers, the writers, they really have been the MVPs in this fight.
[02:32:16.940 --> 02:32:24.723]  And when you look at Harrison Smith and Owen Schroyer and the hard work they engage in every day, five, six, seven days a week, it's really just incredible.
[02:32:25.763 --> 02:32:29.406]  So for myself and the whole InfoWars crew, I thank you for your past support.
[02:32:29.406 --> 02:32:35.191]  I only encourage you now to realize that InfoWars cannot stay on air if you do not support us.
[02:32:35.191 --> 02:32:37.653]  I know you spread the word, I know you pray for us, and that's wonderful.
[02:32:37.653 --> 02:32:38.233]  Keep doing it.
[02:32:38.233 --> 02:32:45.279]  But most viewers and listeners, never go to InfoWarsStore.com, and you never buy great products that enrich and empower your life.
[02:32:45.279 --> 02:32:46.460]  All at the same time, keep us on air.
[02:32:47.160 --> 02:32:51.463]  I know that less than 1% of our listeners actually go buy products at InfoWarsaw.com.
[02:32:51.463 --> 02:32:56.406]  If just 1% more of you took action and went to InfoWarsaw.com, our funding problems will be over.
[02:32:56.406 --> 02:32:58.787]  Please take action now.
[02:32:58.787 --> 02:33:04.691]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:33:18.152 --> 02:33:22.756]  If you are receiving this transmission, you are the resistance.
[02:33:22.756 --> 02:33:29.641]  Live from Austin, Texas, you're listening to the Alex Jones Show.
[02:33:29.641 --> 02:33:36.587]  So, you're an energetic being, an eternal being, and you're going to choose what energy you resonate with, is the best way to describe it.
[02:33:36.587 --> 02:33:41.551]  You can travel up into the higher consciousness, or you can be destroyed.
[02:33:42.930 --> 02:33:47.753]  Basically destroyed, being bound to agents of chaos.
[02:33:47.753 --> 02:33:51.696]  But David, what do you think it's like?
[02:33:51.696 --> 02:34:04.905]  Because I think it's fascinating to be one of these globalists, like a King Charles, or any of them, because they act buffoonish, they're moronic, they try to project power.
[02:34:04.905 --> 02:34:07.767]  But when you look at them, they're repulsive.
[02:34:07.767 --> 02:34:10.789]  And if you go online, King Charles is incredibly unpopular.
[02:34:11.994 --> 02:34:14.057]  Bill Gates is incredibly unpopular.
[02:34:14.057 --> 02:34:15.560]  Klaus Schwab is incredibly unpopular.
[02:34:27.597 --> 02:34:32.701]  They're like, I guess, wannabe Greek gods that need to be worshipped to exist.
[02:34:32.701 --> 02:34:42.468]  I feel like they've already been broken to a great extent, except we've got to face their temper tantrum that they're going to launch against us.
[02:34:42.468 --> 02:34:44.970]  From your study and research, what is it like
[02:34:46.567 --> 02:34:49.909]  To be possessed by these entities.
[02:34:49.909 --> 02:35:00.793]  You talk a lot about the satanic rituals and now it's all out in the open with the children and that they're doing this to be able to resonate closer to these avatars, these controllers.
