[00:00:00.000 --> 00:00:27.719]  [MUSIC PLAYING]
[01:49:27.728 --> 01:49:31.769]  You can't talk to one of them without them talking about antidepressants, pills, hormones, whatever.
[01:49:32.129 --> 01:49:37.672]  It's, I can understand how it would seem hypocritical for me to say this, but people are too medicalized.
[01:49:38.792 --> 01:49:39.713]  They're too medicalized.
[01:49:39.733 --> 01:49:41.393]  So what, how do we, how do we do this?
[01:49:41.513 --> 01:49:44.775]  I think we don't hate anybody because of what color they are, what their sexual preference is.
[01:49:44.815 --> 01:49:47.936]  We agree we leave children alone and we decouple it from politics.
[01:49:49.116 --> 01:50:01.166]  100%.
[01:49:49.937 --> 01:50:01.166]  If we want to get down to the nitty-gritty of what we should do, it's return, you know, transsexualism to the medical definition, which is that it is a mental disorder.
[01:50:01.246 --> 01:50:03.507]  I do believe that gender dysphoria is a mental disorder.
[01:50:03.728 --> 01:50:12.555]  They took it out of the DSM, to be politically correct, but if we're going to say that social anxiety, which is in the DSM as a mental illness, how the hell is gender dysphoria not?
[01:50:12.575 --> 01:50:13.635]  You know what I mean?
[01:50:13.735 --> 01:50:15.197]  You, I would call a success story.
[01:50:17.117 --> 01:50:19.938]  Are you saying you were in dysphoria or what happened?
[01:50:20.198 --> 01:50:20.618]  I was.
[01:50:20.878 --> 01:50:23.939]  And for me, I pretty much cured it by transitioning.
[01:50:23.979 --> 01:50:28.700]  I mean, you can't, I don't think you can ever completely get rid of it, but I cured like 95% of it.
[01:50:28.800 --> 01:50:30.420]  You know, it's like, it's pretty much gone.
[01:50:30.800 --> 01:50:33.721]  Do you wish, I mean, are you happy you transitioned?
[01:50:33.741 --> 01:50:33.721]  100%.
[01:50:33.801 --> 01:50:35.961]  Yeah, I would never take it back.
[01:50:36.241 --> 01:50:36.962]  But that's the difference.
[01:50:36.982 --> 01:50:38.322]  It either helps your life or it doesn't.
[01:50:38.362 --> 01:50:41.443]  And what I'm seeing is that it's hurting so many lives.
[01:50:41.463 --> 01:50:42.063]  What's the average?
[01:50:42.123 --> 01:50:43.523]  It looks like it's mainly negative.
[01:50:45.180 --> 01:50:47.520]  It's hard to say because we're all... Like a carpet bombing operation.
[01:50:47.540 --> 01:50:50.181]  Yeah, and we're all caught up in our own algorithms too.
[01:50:50.221 --> 01:50:53.762]  So if you're in a right-wing algorithm, you might be more inclined to only see the negative stories.
[01:50:53.782 --> 01:50:56.982]  And if you're in a left-wing algorithm, it's all rainbows and sunshines, you know.
[01:50:57.462 --> 01:50:59.563]  But that's why I try to show both sides.
[01:50:59.763 --> 01:51:01.703]  Well, why are so many getting into sex work?
[01:51:01.763 --> 01:51:02.983]  Why are so many committing suicide?
[01:51:03.203 --> 01:51:06.744]  And they blame conservatives who are saying this is dangerous as if we made them kill themselves.
[01:51:07.564 --> 01:51:07.884]  Right.
[01:51:08.124 --> 01:51:14.040]   So the sex work part is that historically I mean, there's just a market for it.
[01:51:14.080 --> 01:51:14.960]  I mean, if you're a trans woman.
[01:51:15.000 --> 01:51:16.001]  The trans men thing, no.
[01:51:16.061 --> 01:51:18.624]  But if you're a trans woman, it's like, there is a market for it.
[01:51:18.724 --> 01:51:21.206]  And so they make a lot of money if they look decent.
[01:51:22.587 --> 01:51:28.132]  So that was how they kind of worked back in the day when there was more of a social stigma and they couldn't get hired at Target or whatever.
[01:51:28.192 --> 01:51:29.693]  Now Starbucks will hire you if you're trans.
[01:51:30.033 --> 01:51:31.375]  There's really no reason to do it anymore.
[01:51:32.676 --> 01:51:36.339]  But as far as them killing themselves, I have, I think, an interesting perspective on that.
[01:51:38.074 --> 01:51:42.280]  I don't necessarily believe the suicide statistics coming out of that.
[01:51:42.601 --> 01:51:50.091]  Because even conservatives, when they cite the suicide statistics, they cite them mainly from gay organizations.
[01:51:50.632 --> 01:51:52.374]  That are just reporting what they want.
[01:51:53.240 --> 01:52:09.545]  Right, and to like GLAAD and the Trevor Project and all these massive organizations that are pro-gay and pro-trans, they feel that if they put it out there that trans people are killing themselves, they think they're portraying a situation that trans people are victims.
[01:52:09.725 --> 01:52:13.246]  And they think that's a good thing to portray them that way because it makes people have empathy and sympathy.
[01:52:13.666 --> 01:52:18.127]  Whereas to the outside world, it just makes them look like suicidal ticking time bombs.
[01:52:18.707 --> 01:52:24.350]   So there's so many numbers that come out of So you ask the question, why is government pushing it?
[01:52:24.170 --> 01:52:29.289]   Like they just rescinded one where they said the average life expectancy of a trans woman was 35.
[01:52:29.289 --> 01:52:31.690]   And they just took it back after having that out for like decades.
[01:52:31.690 --> 01:52:33.609]  And they're like, oh, actually, that's just prostitutes.
[01:52:33.609 --> 01:52:35.050]  They got that number from prostitutes.
[01:52:35.050 --> 01:52:38.649]  So you asked the question, why is government pushing it?
[01:52:38.649 --> 01:52:42.970]   I think just to confuse all the roles, get rid of the family,
[01:52:42.970 --> 01:52:46.090]  have human animal hybrids, chimeras.
[01:52:46.090 --> 01:52:48.090]  I mean, I think it's just anything goes, basically.
[01:52:50.292 --> 01:52:54.215]  I mean, there's clearly a trajectory that they're on, right?
[01:52:54.235 --> 01:52:56.656]  It's like trans is just one leg of it.
[01:52:56.917 --> 01:52:58.258]  It's one piece of the puzzle.
[01:52:58.618 --> 01:53:01.680]  And then again, the over-medicalization in general of the children.
[01:53:01.700 --> 01:53:09.386]  I mean, if you have a kid who maybe isn't paying attention so much in class or just exhibiting normal behaviors, they're put on 60 milligrams of Adderall every day.
[01:53:09.446 --> 01:53:11.247]  Just meth, you know, speed.
[01:53:11.728 --> 01:53:14.350]  So we over-medicalize people in general.
[01:53:14.850 --> 01:53:15.911]  Which is a huge problem.
[01:53:15.991 --> 01:53:16.731]  Because there's profit.
[01:53:16.791 --> 01:53:19.733]  People seem to be blind to the fact that there's a profit behind all the trans stuff.
[01:53:20.033 --> 01:53:20.854]  A massive profit.
[01:53:20.914 --> 01:53:23.395]  And the mad scientist wants us to opt into experiments.
[01:53:23.815 --> 01:53:24.736]  This is the perfect way to do it.
[01:53:25.016 --> 01:53:26.117]  The Nazi motherfuckers.
[01:53:26.137 --> 01:53:26.677]  Sorry, I'm lost.
[01:53:27.157 --> 01:53:27.657]  No, you're right.
[01:53:27.738 --> 01:53:28.638]  They are Nazi.
[01:53:29.178 --> 01:53:30.219]  That's what I got the playbook.
[01:53:30.459 --> 01:53:31.300]  Nazi motherfuckers.
[01:53:31.860 --> 01:53:38.584]  I was talking to Roseanne Barr the other day and she's like obviously big into Nazi history and all that because she's a Jew and she's against Nazis.
[01:53:39.264 --> 01:53:39.765]  101, duh.
[01:53:40.985 --> 01:53:42.086]  I read the news, she's for them.
[01:53:43.516 --> 01:53:47.059]  Right, right, that was an amazing- Yeah, I am too, supposedly, but yeah.
[01:53:47.379 --> 01:53:47.959]  How dare they?
[01:53:47.999 --> 01:53:53.363]  I mean, Kanye was here, and you seemed like the most, like, pro-Jew person ever, compared to him.
[01:53:53.383 --> 01:53:54.064]  I mean, that was nuts.
[01:53:54.124 --> 01:53:57.566]  Well, I mean, the Jews aren't perfect, nobody is, but Hitler was really bad.
[01:53:57.766 --> 01:53:58.247]  Like, yeah.
[01:53:58.287 --> 01:54:00.288]  Right, right, I mean, that's just 101.
[01:54:00.368 --> 01:54:05.272]  But, uh, but yeah, but Roseanne was telling me, it's like, you know, all this is just straight out of the Nazi playbook.
[01:54:05.312 --> 01:54:06.593]  History, nothing's new under the sun.
[01:54:06.613 --> 01:54:08.954]  Everything's a repeat of, like, history before.
[01:54:08.974 --> 01:54:10.535]  But they're just taking it to the next level.
[01:54:10.555 --> 01:54:14.627]   So where do you- There you are with Roseanne Barr recently.
[01:54:14.647 --> 01:54:15.267]  I love that.
[01:54:15.287 --> 01:54:16.948]  Where do you see this ending?
[01:54:17.008 --> 01:54:23.251]  Because they're doubling down, they've attached pedophilia to Tranz's agenda, which is a corporate agenda.
[01:54:23.832 --> 01:54:26.974]  You know, you see the whole Dylan Mulvaney thing, and Anzor Bush.
[01:54:27.694 --> 01:54:31.056]  I mean, if Anzor Bush had you as a spokesman, he probably would have increased their market cap.
[01:54:31.076 --> 01:54:34.878]  Because you'd be like, hey, I love America, and I'm trans, and don't hate me.
[01:54:35.679 --> 01:54:37.620]  People go, oh, I get that, but it's... That's my phone background.
[01:54:37.900 --> 01:54:38.400]  Well, let me see it.
[01:54:38.660 --> 01:54:39.301]  Shoulda, coulda, woulda.
[01:54:40.361 --> 01:54:40.961]  Overhead shot?
[01:54:41.502 --> 01:54:42.482]  Yeah, yeah, yeah.
[01:54:42.542 --> 01:54:43.662]  So, overhead shot, guys.
[01:54:44.063 --> 01:54:49.525]  So this is what they probably should have done over at Bud Light, but they didn't do that.
[01:54:49.625 --> 01:54:51.985]  I mean, Dylan Mulvaney's super creepy.
[01:54:52.466 --> 01:54:55.067]  I think Mulvaney's trolling people or is mentally ill.
[01:54:55.147 --> 01:54:57.948]  I mean, he has zero feminine aspects.
[01:54:58.928 --> 01:55:02.430]  Well, that's the thing about most people getting psyoped into believing they're trans now.
[01:55:02.810 --> 01:55:05.051]  You know, I felt this way without any influence.
[01:55:05.211 --> 01:55:06.172]  Like, let me make that clear.
[01:55:06.252 --> 01:55:08.113]  Like, what influence could I have had at four?
[01:55:08.153 --> 01:55:09.714]  This was before anyone really knew what it was.
[01:55:09.754 --> 01:55:17.618]  You know, this was something that was always persistent, whereas now... So you were into Barbies, you were, you know... Yeah, yeah, I was trying to steal my cousin's Barbies and all that.
[01:55:17.638 --> 01:55:22.681]  So I was having visions of war and like, just when I was four, so I was a little, kind of male.
[01:55:23.081 --> 01:55:23.722]  Right, right.
[01:55:23.822 --> 01:55:33.770]  Whereas, you know, Dylan Mulvaney, there's videos of him being very, very comfortable being male on game shows and, you know, other videos he did.
[01:55:33.810 --> 01:55:37.373]  Whereas, like, back before I transitioned, I would never be caught dead on camera.
[01:55:37.513 --> 01:55:38.393]  I was scared of cameras.
[01:55:38.674 --> 01:55:40.755]  I would never want to be seen because I was not comfortable.
[01:55:40.815 --> 01:55:42.016]  You felt like it wasn't you?
[01:55:43.117 --> 01:55:44.118]  Yeah, yeah, yeah.
[01:55:44.138 --> 01:55:45.980]  Well, it's a very human attribute.
[01:55:46.740 --> 01:55:49.202]  As a species, we change our environment, we change ourselves.
[01:55:49.763 --> 01:55:50.783]  And adults have a right to do that.
[01:55:50.803 --> 01:55:51.284]  I respect that.
[01:55:52.338 --> 01:55:55.582]  Right, just don't push it on kids, because otherwise you're going to hell for that.
[01:55:55.602 --> 01:55:56.963]  Well, that's right.
[01:55:56.983 --> 01:55:57.704]  We're going to go to break.
[01:55:57.744 --> 01:55:58.505]  I'm going to try to get you.
[01:55:59.126 --> 01:55:59.926]  What else do you want to help me with?
[01:55:59.946 --> 01:56:01.188]  Because this is an amazing interview, Blair.
[01:56:01.208 --> 01:56:02.149]  We're so glad you're here.
[01:56:02.649 --> 01:56:04.231]  And they'll go like, Jones is a hypocrite.
[01:56:04.251 --> 01:56:05.132]  He had Blair White on.
[01:56:05.172 --> 01:56:05.853]  He hates Trump.
[01:56:06.133 --> 01:56:08.556]  No, I hate people targeting children, just like you do.
[01:56:08.576 --> 01:56:10.158]  Right, right.
[01:56:10.218 --> 01:56:12.941]  But I don't feel threatened when I go to sleep at night that you exist.
[01:56:12.981 --> 01:56:13.762]  I feel good you exist.
[01:56:14.431 --> 01:56:14.871]  Thank you.
[01:56:14.951 --> 01:56:20.056]  I mean, it's at the end of the day, you know, you're either contributing positively to the world or you're not.
[01:56:20.116 --> 01:56:25.200]  And what someone does with their own body without pushing it on someone else, it's like, what does that do to anyone but themselves?
[01:56:25.420 --> 01:56:26.160]  I'll go with the spirit.
[01:56:26.721 --> 01:56:27.802]  I don't feel threatened by you.
[01:56:27.842 --> 01:56:28.202]  I feel good.
[01:56:28.222 --> 01:56:29.723]  Because we're more than this, right?
[01:56:29.803 --> 01:56:30.204]  Exactly.
[01:56:30.224 --> 01:56:30.464]  We are.
[01:56:30.484 --> 01:56:31.064]  We have spirits.
[01:56:31.685 --> 01:56:32.726]  And I feel good.
[01:56:33.206 --> 01:56:34.968]  When I see Bill Gates, I go, I'm going to war.
[01:56:35.228 --> 01:56:35.368]  Right.
[01:56:35.388 --> 01:56:37.650]  There's an instinctual, like, oh, that's the devil.
[01:56:37.950 --> 01:56:38.811]  That's the bad guy.
[01:56:38.991 --> 01:56:39.711]  Right, right.
[01:56:39.852 --> 01:56:41.593]  And because we are more than this.
[01:56:41.893 --> 01:56:43.935]  I struggle with spirituality, but I do believe we're more than this.
[01:56:44.895 --> 01:56:48.419]  Well, we're gonna get you on board with Jesus.
[01:56:48.799 --> 01:56:50.000]  We'll be right back with Blair White.
[01:56:50.021 --> 01:56:50.421]  Stay with us.
[01:56:50.982 --> 01:56:51.963]  Oh my God, they found the picture.
[01:56:53.131 --> 01:56:53.891]  Amazing job.
[01:56:53.951 --> 01:56:54.612]  That was great.
[01:56:54.952 --> 01:57:02.796]  When castles towered over vast landscapes and knights championed honor and valor, there came an unforeseen darkness.
[01:57:03.116 --> 01:57:10.140]  Amidst this impending doom stood a knight called Alex Jones, a brave and outspoken herald known as the Truth Sayer.
[01:57:10.340 --> 01:57:12.201]  Sir Alex Jones was not alone.
[01:57:12.441 --> 01:57:18.084]  In his most desperate hour in the battle against evil, a radiant light descended from the heavens.
[01:57:18.464 --> 01:57:22.906]  God, in all his glory and his legion of angels, stood by Alex's side.
[01:57:23.186 --> 01:57:28.028]  The battle raged on, but with every blow, Alex Jones' conviction grew stronger.
[01:57:28.288 --> 01:57:31.949]  With every truth he proclaimed, the demonic forces faltered.
[01:57:32.510 --> 01:57:39.932]  When the enemy was vanquished, Alex Jones swore a solemn oath that should the realm need him again, he would return.
[01:57:40.593 --> 01:57:46.495]  And now it's Alex Jones, leading a full frontal assault on the satanic New World Order.
[01:57:46.875 --> 01:57:51.875]  Tune in at Infowars.com/show and share the link today.
[01:57:51.875 --> 01:58:08.154]   God designed this planet where we slowly genetically change, not their mainline evolution, but
[01:58:08.154 --> 01:58:09.475]  we do mutate.
[01:58:09.477 --> 01:58:11.418]  White people are a mutation of black people.
[01:58:11.879 --> 01:58:13.300]  That's in the scientific literature.
[01:58:13.340 --> 01:58:13.840]  It's a fact.
[01:58:14.921 --> 01:58:19.984]  So I'm not saying Blair White is some horrible mutant or abomination.
[01:58:20.865 --> 01:58:25.828]  I'm simply saying that they're giving us shots now that make us allergic to meat for life.
[01:58:25.968 --> 01:58:27.949]  That is a trans attack.
[01:58:29.710 --> 01:58:39.428]   And so people that persevere and overcome what's been done to them, You can only see them as a fellow human who's not a bad person.
[01:58:39.888 --> 01:58:42.189]  What matters is what they stand for and what they do.
[01:58:42.229 --> 01:58:45.691]  But make no mistake, this is genetic for most people.
[01:58:46.471 --> 01:58:51.914]  They're trying to make a culture where, you know, in Oregon and Washington State, 40% of the kids say they're, quote, gay.
[01:58:52.174 --> 01:58:53.035]  That's brainwashing.
[01:58:53.795 --> 01:58:54.836]  And Blair talks about that.
[01:58:54.976 --> 01:58:56.137]  That's being done on purpose.
[01:58:56.157 --> 01:59:03.522]  But we cannot deny that the frogs want to have sex with male frogs because this chemical did it and it does it to humans.
[01:59:03.862 --> 01:59:05.223]  We don't hate those frogs.
[01:59:05.283 --> 01:59:09.146]  We hate the fact their population is plummeting and it's all about depopulation.
[01:59:09.546 --> 01:59:14.029]  And the UN says this agenda is about us not having children and getting rid of people.
[01:59:15.165 --> 01:59:20.126]  But then people that have been attacked, and we've all been hit in different ways, we don't then hate them.
[01:59:20.166 --> 01:59:25.448]  We reach out to them as a coalition to understand what's being done to us.
[01:59:25.668 --> 01:59:27.109]  We're being manipulated.
[01:59:27.429 --> 01:59:28.229]  We're being controlled.
[01:59:28.269 --> 01:59:37.952]  You wanted to get into a whole bunch of issues that are political, that are separate, because, you know, you're obviously trans and a very interesting, smart person, and we're obsessing on that the last hour.
[01:59:38.212 --> 01:59:40.633]  We'll do 15 minutes the next hour, and then Drew Hernandez takes over.
[01:59:42.415 --> 01:59:47.399]  You've got a lot of other things that just aren't about who you are and your identity, and I get it.
[01:59:47.439 --> 01:59:52.624]  It's kind of like, if I was on the show, let's talk about how you're a man for two hours and what it's like.
[01:59:53.204 --> 01:59:54.265]  What else is on your radar?
[01:59:54.305 --> 01:59:55.086]  What else is going on?
[01:59:55.646 --> 01:59:57.288]  I mean, just so much, you know.
[01:59:57.748 --> 02:00:06.972]   Obviously, I feel like the entire planet went through a really, really terrifying psyop and social experiment with COVID and with lockdowns.
[02:00:06.972 --> 02:00:11.773]   And about a year and a half ago, maybe, it was like when I first got to Texas,
[02:00:11.773 --> 02:00:16.012]   we went to dinner, you and I and some friends, and I asked you what's next?
[02:00:16.012 --> 02:00:18.052]  And you said climate lockdowns.
[02:00:18.052 --> 02:00:20.412]  And at the time, there was nothing in the media about it.
[02:00:20.412 --> 02:00:23.092]  There was no one talking about it, it was on no one's radar.
[02:00:23.092 --> 02:00:26.892]   And now all of a sudden, I'm seeing headlines about how blackouts may be
[02:00:26.892 --> 02:00:29.533]  the cure for climate change, rolling blackouts.
[02:00:29.702 --> 02:00:33.565]  And then I'm remembering, oh, when I lived in L.A., there was a lot of blackouts.
[02:00:33.965 --> 02:00:37.588]  They were, like, shutting off the power in huge parts of the city for, like, a day at a time.
[02:00:37.608 --> 02:00:39.429]  You know, and it was, like, a whole thing.
[02:00:39.929 --> 02:00:42.011]  So... And the government districts are exempt.
[02:00:42.777 --> 02:00:43.037]  Right.
[02:00:43.217 --> 02:00:47.500]  So it's very interesting to me how, you know, people discount you a lot.
[02:00:47.520 --> 02:00:48.481]  People discount both of us.
[02:00:48.541 --> 02:00:50.302]  I mean, in many ways, we're underdogs.
[02:00:50.362 --> 02:00:52.323]  But, you know, stuff like that.
[02:00:52.363 --> 02:00:54.584]  I'm like, OK, you can say what you want about Alex Jones.
[02:00:54.624 --> 02:00:56.545]  You can say what you want about whatever.
[02:00:57.566 --> 02:00:58.767]  You're right about a lot of shit.
[02:00:59.147 --> 02:01:04.310]  You know, it's I'd never heard of climate lockdowns until you said it to me in private with nothing else on camera, nothing.
[02:01:04.410 --> 02:01:08.653]  And then all of a sudden it's coming out in the media that that's like clearly the trajectory they're on.
[02:01:09.377 --> 02:01:11.698]  Well, I like to act smart, but they put it in all their documents.
[02:01:11.778 --> 02:01:16.821]  So what do you think about Trump and the indictments and just America and the world in general?
[02:01:18.662 --> 02:01:23.044]  I think, you know, I'm really scared of the election year.
[02:01:23.084 --> 02:01:25.745]  I mean, the last election year was hell on earth.
[02:01:25.945 --> 02:01:28.066]  You know, they shut the entire planet down for it.
[02:01:28.206 --> 02:01:29.207]  It was terrifying.
[02:01:29.987 --> 02:01:31.668]  So I'm not looking forward to living in fear.
[02:01:31.728 --> 02:01:33.509]  God knows, I'm sure BLM will come back.
[02:01:33.729 --> 02:01:36.430]  You know, I'm sure all the cities will be burning again.
[02:01:36.711 --> 02:01:37.331]  Mostly peaceful.
[02:01:38.621 --> 02:01:46.925]  Right, and then I'm sure everyone will be gaslit into thinking that the people who are just defending their house, defending their property, are the bad people.
[02:01:47.005 --> 02:01:53.108]  And the people invading it and, you know, violating them in that way are the people you have to defend, which is insane.
[02:01:53.328 --> 02:01:57.570]  I think of that couple, like with the guy, remember the viral couple with like- East St.
[02:01:57.610 --> 02:01:58.110]  Louis, yeah.
[02:01:58.641 --> 02:02:01.464]  Yeah, and I remember, like, just how- The McCluskeys.
[02:02:02.065 --> 02:02:02.846]  Right, right.
[02:02:02.906 --> 02:02:10.054]  I mean, their relationship goals for me, I mean, they were amazing, but I remember it was the wildest thing for me to see the way in which people reacted to them.
[02:02:10.094 --> 02:02:16.842]  I'm like, in what world do you not react to rioters coming onto your yard by holding a gun and just letting them know- And breaking down your fence.
[02:02:17.987 --> 02:02:18.227]  Right.
[02:02:18.507 --> 02:02:21.209]  Well, that was why I left L.A., because it was just so unsafe.
[02:02:21.369 --> 02:02:24.911]  And, you know, I had one, like, little, like, baby Glock when I lived there.
[02:02:24.931 --> 02:02:28.333]  Now I have 20 guns on that I'm in Texas, because you can here.
[02:02:28.573 --> 02:02:33.176]  But that's the point, that it's like these blue cities, you have to, you're forced to live in fear.
[02:02:33.576 --> 02:02:36.037]  And you're gaslit into thinking that that fear isn't valid.
[02:02:36.377 --> 02:02:36.538]  Right?
[02:02:36.578 --> 02:02:38.519]  There was like a TikTok the other day.
[02:02:38.559 --> 02:02:41.480]  Do you see the TikTok of, like, the woman who got spit on in San Francisco?
[02:02:41.520 --> 02:02:42.301]  Yeah, talk about that.
[02:02:42.381 --> 02:02:43.181]  In fact, pull that up.
[02:02:43.221 --> 02:02:43.902]  I meant to cover that.
[02:02:43.922 --> 02:02:44.642]  I mentioned it.
[02:02:44.682 --> 02:02:47.584]  But yeah, another, people are getting beat up.
[02:02:48.829 --> 02:02:56.174]  Yeah, and a lot of maybe, speaking of San Francisco, a lot of Asians are getting beat up by a white supremacist demographic as well.
[02:02:56.334 --> 02:02:59.857]  So the amount of gaslighting that goes on is scary.
[02:03:00.457 --> 02:03:06.302]  And just knowing how bad it can get, which was what we saw over the past few years, I'm not looking forward to the election year at all.
[02:03:06.662 --> 02:03:20.331]   And I'm not looking forward to whatever societal consequences are gonna come from what happens, I'm genuinely asking, I don't know, what happens if Trump wins from behind bars or, you know, because I don't think that's what needs to put him behind bars.
[02:03:21.035 --> 02:03:21.696]  They're going to try that.
[02:03:21.736 --> 02:03:22.256]  Let's talk about it.
[02:03:22.276 --> 02:03:25.679]  You're as bad as I am, Blair White, about not promoting yourself on other shows.
[02:03:26.199 --> 02:03:28.961]  I just did Jimmy the Bulgarvano for two hours yesterday.
[02:03:29.001 --> 02:03:29.822]  It's going to air next week.
[02:03:29.842 --> 02:03:30.383]  Oh, that's cool.
[02:03:30.483 --> 02:03:34.286]  And I didn't realize until the very end, I never plugged InfoWars.com, or hey, I'm censored.
[02:03:34.586 --> 02:03:35.287]  I'm still on air.
[02:03:35.347 --> 02:03:36.067]  Please find the link.
[02:03:36.107 --> 02:03:36.668]  Please share it.
[02:03:36.708 --> 02:03:37.969]  That's key to fight the censorship.
[02:03:38.449 --> 02:03:40.030]  You've not said one time where you're at.
[02:03:40.090 --> 02:03:47.937]  BlairWhite, YouTube.com, forward slash Blair White, Twitter.com, forward slash MsBlairWhite, MsBlairWhite.com.
[02:03:49.085 --> 02:03:53.047]  Yeah, so I have YouTube, I have Instagram, I have Twitter, I have a podcast channel.
[02:03:53.087 --> 02:03:53.748]  And it's exploded?
[02:03:54.648 --> 02:03:57.890]  Yeah, yeah, I've been very lucky to have, like, an amazing longevity with it.
[02:03:57.910 --> 02:03:58.970]  Like I said, eight years.
[02:03:58.990 --> 02:04:04.893]  I have over a million subscribers on my main channel, and I kind of have, like, a cult following, which is really cool.
[02:04:06.074 --> 02:04:09.796]  And, you know, anything you want to see me talk about, I pretty much talk about it on there.
[02:04:10.096 --> 02:04:15.779]  When I read the comments, when I've been on your show a few times, there's tens of thousands, like, I thought he hated me.
[02:04:15.879 --> 02:04:16.780]  I thought he was, you know...
[02:04:18.140 --> 02:04:24.324]  Right, but you know what, the gag of it is, I wouldn't even do an interview with you if I felt that way even a little bit.
[02:04:24.684 --> 02:04:41.514]  So it's like, I was talking about this the other day with Roseanne actually, I don't remember if it was on camera or not, but it was, the people who are treated as the most villainous, like on sort of like the right side of the political spectrum, the libs who think they're like, these ones are the worst, they're usually the best people.
[02:04:41.874 --> 02:04:44.956]  Whereas the ones who have the prettier image are behind the scenes evil.
[02:04:46.104 --> 02:04:49.166]  So it's like you're villainized so much and you're actually a good person behind the scenes.
[02:04:49.426 --> 02:04:55.150]  And I see a lot of other people who have, you know, pretty, you know, neutral images in the media, even by liberal standards.
[02:04:55.230 --> 02:04:59.292]  And like, they're actually like the devils behind the scenes doing deviant shit and just being bad people.
[02:05:00.273 --> 02:05:01.734]  So I could ask you a thousand questions.
[02:05:01.754 --> 02:05:02.775]  We've got a few more segments left.
[02:05:02.795 --> 02:05:03.795]  We'll go to some in the next hour.
[02:05:03.835 --> 02:05:05.136]  But what else are you looking at?
[02:05:05.176 --> 02:05:06.117]  What else are you concerned about?
[02:05:08.154 --> 02:05:10.475]  I am concerned about AI.
[02:05:10.495 --> 02:05:14.957]  I feel like we're right at the last few moments of anything being real.
[02:05:15.257 --> 02:05:15.657]  Absolutely.
[02:05:15.737 --> 02:05:18.138]  Humans changing themselves is the least of our problems.
[02:05:18.158 --> 02:05:20.079]  I mean, we got a robot takeover.
[02:05:20.799 --> 02:05:21.120]  Right.
[02:05:21.200 --> 02:05:29.023]  Well, I think we're literally living in the last days, and I say days literally, like probably the next year, of anything being real.
[02:05:29.083 --> 02:05:30.843]  I mean, I've fallen for deepfake AIs.
[02:05:31.364 --> 02:05:33.925]  I got a fake Tucker Carlson call and they spoofed the number.
[02:05:34.850 --> 02:05:39.013]  And it's Tucker Carlson's number, he calls, he says, Tucker Carlson, I want to have sex with you.
[02:05:39.033 --> 02:05:40.895]  And I'm like, Tucker, this is AI.
[02:05:41.355 --> 02:05:42.776]  And that's all they got.
[02:05:42.796 --> 02:05:43.377]  Wow.
[02:05:43.657 --> 02:05:45.238]  I mean, that's... I got it immediately.
[02:05:45.278 --> 02:05:50.763]  I'm like, Tucker Carlson didn't... People kidnap a girl or they record her voice off TikTok, then call the mom.
[02:05:50.803 --> 02:05:52.024]  Mom, help me, I've been kidnapped.
[02:05:52.064 --> 02:05:53.225]  The mother gives them $100,000.
[02:05:54.005 --> 02:05:55.326]  There's deep fake porn of me.
[02:05:56.283 --> 02:06:00.026]  I get sent like, is this you in this video, in this picture?
[02:06:00.226 --> 02:06:04.810]  And I'm like, no, I've never taken a nude image in my life, but there's deep fake porn.
[02:06:04.831 --> 02:06:08.674]  So it's like, anyone can just be a porn star now, whether or not you partake in it at all.
[02:06:08.714 --> 02:06:09.495]  So that's scary.
[02:06:10.555 --> 02:06:11.396]  Terrifying, actually.
[02:06:11.556 --> 02:06:13.378]  We need discernment now more than ever.
[02:06:13.438 --> 02:06:14.119]  Blair White.
[02:06:15.382 --> 02:06:16.002]  is our guest.
[02:06:16.122 --> 02:06:16.822]  I'm Alex Jones.
[02:06:17.263 --> 02:06:18.483]  Infowars.com.
[02:06:19.323 --> 02:06:19.883]  Blair White.
[02:06:20.243 --> 02:06:22.164]  Blair White on YouTube, on Twitter.
[02:06:22.444 --> 02:06:23.344]  MS Blair White.
[02:06:23.404 --> 02:06:23.964]  Stay with us.
[02:06:24.425 --> 02:06:25.065]  We'll be right back.
[02:06:25.505 --> 02:06:27.846]  Well, Blair White is in studio with us.
[02:06:28.026 --> 02:06:30.246]  Really appreciate Blair White joining us.
[02:06:30.346 --> 02:06:31.527]  I'm Alex Jones, your host.
[02:06:32.387 --> 02:06:34.607]  We have Drew Hernandez coming up here in about 30 minutes.
[02:06:34.688 --> 02:06:36.268]  We'll do about 15 minutes the next hour.
[02:06:36.628 --> 02:06:37.928]  You want to talk about God.
[02:06:38.449 --> 02:06:39.529]  Let's talk about God, Blair.
[02:06:40.393 --> 02:06:45.056]  Yeah, earlier we were just getting into this concept of being more than our bodies.
[02:06:45.496 --> 02:06:55.081]  And obviously as someone who has, you know, done a lot to my body, I feel like maybe people would think I'm less connected to that concept because of it, but I actually think I'm more.
[02:06:55.642 --> 02:07:05.307]  Because, you know, even though it helps me in like the trans aspect, it made me happier in that front, it doesn't actually bring you, you know, any deep sense of fulfillment, you know.
[02:07:06.548 --> 02:07:10.750]  Right now, I feel like we live in a society that is very much focused on just, like, the shell.
[02:07:11.091 --> 02:07:21.256]  And the older I get, I feel like it's apparent that we're more than just our bodies, which is why, like you said, if you're sitting in a room with me, you can, you know, have an instinctual, like, this is a good person.
