[00:00:00.000 --> 00:00:02.960]  [BEEPING]
[02:11:29.390 --> 02:11:30.250]  I'm not supporting people.
[02:11:30.531 --> 02:11:32.432]  Well, you didn't know the inside baseball, now you do.
[02:11:33.012 --> 02:11:35.393]  So you can all feel morally superior and do the things you do.
[02:11:36.033 --> 02:11:37.274]  I'm not talking to our general audience.
[02:11:37.314 --> 02:11:40.276]  I just get so sick of it.
[02:11:40.336 --> 02:11:42.997]  But now that the guys are ready to come on, we'll have them all on.
[02:11:44.229 --> 02:11:45.230]  And I think they're probably right.
[02:11:45.810 --> 02:11:58.361]  I think, I think the judges would have given them, you know, 40 years, 45 years that the evil globalists, they're not feds, they're people that have hijacked our government, were asking for if they would have done interviews.
[02:11:59.142 --> 02:12:09.291]  So, this is quite a moment to be alive, but we've got to roll our sleeves up and admit the predicament we're in.
[02:12:12.028 --> 02:12:14.149]  And do something about it, because it's not going to get any better bowing down.
[02:12:14.850 --> 02:12:18.652]  Putting on the knee pads, like Kamala Harris isn't going to get us out of this.
[02:12:20.833 --> 02:12:21.914]  Alright, here's what I'm going to do.
[02:12:23.275 --> 02:12:25.116]  I want to take the ADL to the woodshed.
[02:12:25.596 --> 02:12:32.480]  Because it's been the top trending thing for a few days, and people really get it now, and I've got a big stack here that ties into the UN, their whole operation.
[02:12:32.500 --> 02:12:37.243]  And I've got all this other news too, so I'm really loaded for bear.
[02:12:37.743 --> 02:12:38.924]  I'm going to come back tomorrow.
[02:12:40.908 --> 02:12:41.669]  4 to 6 p.m.
[02:12:41.769 --> 02:12:43.590]  MTG's in the studio in the second hour.
[02:12:43.610 --> 02:12:46.913]  With the first hour, I'm going to do the ADL deep dive.
[02:12:47.393 --> 02:12:47.873]  That's one of the things.
[02:12:47.893 --> 02:12:49.294]  But I've got a few things I'm going to hit right now.
[02:12:49.695 --> 02:12:51.696]  That's why I'm moving the ADL thing again to tomorrow.
[02:12:52.657 --> 02:13:02.044]  And I'm going to hit it Monday and Tuesday because it is a... And I also now... I already knew the inside baseball of Elon Musk, whether he's good or not.
[02:13:03.144 --> 02:13:04.365]  And he wasn't good before.
[02:13:04.425 --> 02:13:06.687]  He wasn't totally bad.
[02:13:07.368 --> 02:13:09.009]  But he's been a globalist, darling.
[02:13:10.157 --> 02:13:11.178]  But he got power.
[02:13:11.218 --> 02:13:12.458]  He got to be the richest man in the world.
[02:13:15.880 --> 02:13:19.602]  And they took his son and are getting ready to chop his pee-pee off.
[02:13:20.422 --> 02:13:21.483]  That'll wake anybody up.
[02:13:21.543 --> 02:13:23.424]  His firstborn son.
[02:13:23.444 --> 02:13:26.545]  They want that firstborn, don't they?
[02:13:28.446 --> 02:13:36.110]  And another one of his children got killed, it looks like, by a vaccine with sudden infant death syndrome.
[02:13:37.339 --> 02:13:46.703]  And again, Musk lives here in Austin, I'm not going to get into any, you know, stuff here, or what my sources are, but we have to be ready for Musk to come over to our side.
[02:13:47.964 --> 02:13:50.505]  And Vivek Ramaswamy, sure he was a lot less before.
[02:13:50.825 --> 02:13:51.766]  He's joining us.
[02:13:52.266 --> 02:13:55.167]  The things he's saying are devastating them.
[02:13:55.648 --> 02:13:57.148]  And they're coming after him on every front.
[02:13:57.788 --> 02:14:00.190]  So I really want to caution everybody to not be Pharisees.
[02:14:01.150 --> 02:14:02.711]  Because you know what happened in Christ's day.
[02:14:03.763 --> 02:14:08.767]  There were these, you know, members of the Sanhedrin and the rabbis that said they were holier than thou.
[02:14:09.248 --> 02:14:10.209]  Not all of them, but some of them.
[02:14:11.550 --> 02:14:15.393]  And they were always talking about how they were perfect and they were good and everybody else was bad.
[02:14:16.694 --> 02:14:21.278]  But Christ was talking to the tax collectors, the prostitutes, and people that actually wanted to be reformed.
[02:14:21.578 --> 02:14:23.240]  Like when he was dying on the cross, or about to die.
[02:14:24.080 --> 02:14:29.105]  And you got the thief, the murderer, and one of them believes in God, the other doesn't, so he says, you'll be with me today in paradise.
[02:14:31.826 --> 02:14:47.978]  So it doesn't mean I turn my back and don't watch Ramaswamy or Musk, but I mean, look, it doesn't take a rocket scientist to know, pun intended, that when you're... I mean, Musk came out today.
[02:14:48.018 --> 02:14:49.179]  In fact, I didn't see the article.
[02:14:49.219 --> 02:14:50.260]  I thought I sent it to you guys.
[02:14:50.280 --> 02:14:53.242]  It's an Infowars.com article.
[02:14:53.322 --> 02:14:54.403]  It's a Zero Hedge article.
[02:14:57.025 --> 02:14:58.286]  He responded and tweeted it.
[02:14:58.306 --> 02:14:59.747]  In fact, print it for me because I didn't see it.
[02:15:00.027 --> 02:15:01.168]  You may have given it to me, but I missed it.
[02:15:02.964 --> 02:15:04.345]  And he said, he said, yeah.
[02:15:05.285 --> 02:15:10.227]  The head of my marketing has been meeting with him, just like you meet in a mafia war with the other side that meets with him.
[02:15:10.847 --> 02:15:13.268]  He said the ADL has done everything they can.
[02:15:13.548 --> 02:15:14.069]  Here's a quote.
[02:15:14.489 --> 02:15:16.970]  ADL has tried very hard to strangle ex-Twitter.
[02:15:17.510 --> 02:15:20.651]  Elon Musk responds to hashtag ban the ADL.
[02:15:21.672 --> 02:15:23.773]  He says, just because I'm meeting with the extortionist.
[02:15:25.233 --> 02:15:28.715]  You know, Don Corleone met with the guys that shot him in the Godfather.
[02:15:28.735 --> 02:15:31.296]  It's all based on true story, different names.
[02:15:33.046 --> 02:15:34.107]  Doesn't mean Mustard's with him.
[02:15:34.167 --> 02:15:38.250]  No, they're getting ready to chop his firstborn son's penis off.
[02:15:39.591 --> 02:15:41.353]  And if that doesn't wake your ass up, nothing will.
[02:15:42.033 --> 02:15:44.915]  Another one of his children, the evidence is overwhelming, was killed by a vaccine.
[02:15:45.256 --> 02:15:46.637]  His brother almost died from one.
[02:15:47.237 --> 02:15:48.318]  And he's like, you know what?
[02:15:48.618 --> 02:15:48.999]  I'm not.
[02:15:49.479 --> 02:15:50.320]  Yeah, there's his son.
[02:15:50.900 --> 02:15:51.781]  Captured by the enemy.
[02:15:53.062 --> 02:15:54.743]  I don't care how rich and powerful you are.
[02:15:54.583 --> 02:16:00.903]   If you're not pure evil, having your son getting ready to have his balls cut off will get your
[02:16:00.903 --> 02:16:02.262]  attention real quick.
[02:16:02.262 --> 02:16:14.503]   They realized that the shots were causing the explosion of chronic disease, asthma,
[02:16:14.503 --> 02:16:20.942]   neuroimmune diseases like psychosis, ADHD, autism, cancer, cancer, cancer, autoimmune
[02:16:21.922 --> 02:16:23.683]  So they realized in 2011 they caused it all.
[02:16:25.584 --> 02:16:35.326]  So, we're in 2009, and when our paper came out, they realized that these shots were associated strongly, very strongly.
[02:16:35.626 --> 02:16:40.068]  The chance of them not being associated, it was like being struck by lightning.
[02:16:40.508 --> 02:16:43.068]  One in at least a million in a P-value.
[02:16:43.108 --> 02:17:04.206]   And so they covered this all up, because of course they were liable now, because for the 42 million Americans who are asymptomatic carriers of HIV and SARS-CoV-2 and other XMRVs, other manufactured mouse, monkey and human viruses.
[02:17:04.507 --> 02:17:10.634]  The game was premeditated murder of the 42 million people you're liable for their injury.
[02:17:11.241 --> 02:17:12.763]  Premeditated murder.
[02:17:13.003 --> 02:17:20.631]  If you give somebody who already has an antibody a shot, you will get antibody-dependent enhancements.
[02:17:20.651 --> 02:17:26.376]  Oh, so they were getting rid of the people they'd already poisoned knowing that giving them a second or third or fourth dose would kill them.
[02:17:26.436 --> 02:17:26.637]  Wow.
[02:17:27.748 --> 02:17:28.488]  Correct.
[02:17:28.608 --> 02:17:39.831]  Kill us, cremate us, add a mask, add a mask and isolation, and you'll blame the people for COPD or any of the other co-diseases.
[02:17:40.151 --> 02:17:44.472]  You never inject an HIV-positive person with any vaccine.
[02:17:44.532 --> 02:17:46.012]  We never did.
[02:17:46.592 --> 02:17:47.833]  Never until now.
[02:17:48.113 --> 02:17:53.394]  You do not drive the disease-causing entity through their body.
[02:17:54.074 --> 02:17:58.938]  All over the world, the people that have had the COVID vaccine are testing positive for HIV.
[02:17:58.958 --> 02:18:00.980]  Is that because the spike protein is from HIV?
[02:18:01.060 --> 02:18:05.703]  It has GP120, glycoprotein 120, absolutely.
[02:18:06.043 --> 02:18:10.847]  It also has the monkey, mouse, and manufactured XMRV.
[02:18:10.987 --> 02:18:15.991]  So the spike protein is killing, you know, literally the 12%.
[02:18:16.291 --> 02:18:21.856]  So you're saying it's a binary weapon where they already are preloaded with it and this triggers the next phase?
[02:18:22.895 --> 02:18:23.936]  Correct.
[02:18:26.017 --> 02:18:37.905]  And the more vaccines you got, especially Gardasil, because that has the toxic synthetic lipid nanoparticles similar to the one in the COVID shot.
[02:18:37.985 --> 02:18:46.270]  Prior to the COVID shot, the deadliest vaccine, we saw athletes dropping dead on the field, passing out, falling down, all the things.
[02:18:46.290 --> 02:18:47.871]  Why is it particularly the athletes?
[02:18:49.662 --> 02:18:53.906]  Um, because they operate at oxygen max, um, capacity max.
[02:18:53.966 --> 02:18:58.129]  They're, they're operating at such a high level in their mitochondria.
[02:18:58.169 --> 02:19:02.733]  This is an energy production, oxygen, um, necessary disease.
[02:19:03.254 --> 02:19:05.115]  So they create, that's what they're finding.
[02:19:05.135 --> 02:19:06.496]  They turbocharge the blood clots.
[02:19:07.537 --> 02:19:07.877]  Correct.
[02:19:08.178 --> 02:19:08.358]  Wow.
[02:19:09.679 --> 02:19:09.939]  Yep.
[02:19:09.959 --> 02:19:11.580]  And ischemia, lack of oxygen.
[02:19:12.220 --> 02:19:29.689]  So constricted blood vessels too, because athletes are running, they're constricted, they're working so that the blood flows and it doesn't flow, which is why your nitric oxide product, that new product, I hope you'll show it because that's a very important thing to have for acute events.
[02:19:29.870 --> 02:19:36.353]  It dissolves under the tongue, gives you an instant relaxing of your endothelium, your vasculature.
[02:19:36.633 --> 02:19:37.814]  You looked at our nitric oxide.
[02:19:37.874 --> 02:19:38.834]  I saw it was the top rated.
[02:19:38.854 --> 02:19:39.695]  They let us private label it.
[02:19:39.715 --> 02:19:40.655]  It's the best seller.
[02:19:40.995 --> 02:19:42.036]  You've looked at our formula.
[02:19:42.056 --> 02:19:42.516]  You like it?
[02:19:42.756 --> 02:19:43.576]  I did and I do.
[02:19:43.897 --> 02:19:44.137]  Yes.
[02:19:44.657 --> 02:19:45.637]  I'm not a scientist like you.
[02:19:45.677 --> 02:19:47.958]  What do these compounds do creating nitric oxide?
[02:19:47.999 --> 02:19:48.539]  What does it do?
[02:19:48.779 --> 02:19:50.660]  It relaxes the vasculature.
[02:19:50.940 --> 02:19:53.641]  So the clot will go through and not restrict.
[02:19:53.981 --> 02:19:55.562]  It allows it to relax.
[02:19:55.441 --> 02:19:57.441]  It lowers the blood pressure.
[02:19:57.441 --> 02:20:01.441]  [Music]
[02:20:01.441 --> 02:20:04.441]  [Music]
[02:20:04.441 --> 02:20:09.441]   Leading a frontal assault on the lies of the New World Order,
[02:20:09.441 --> 02:20:11.441]  it's Alex Jones.
[02:20:11.441 --> 02:20:14.441]  [Music]
[02:20:14.441 --> 02:20:35.441]  [Music]
[02:20:35.441 --> 02:20:40.264]   you Prison's bad, but having your son's balls cut off is bad.
[02:20:40.624 --> 02:20:41.044]  It's worse.
[02:20:42.645 --> 02:20:47.388]  So... That's where this is.
[02:20:48.929 --> 02:21:02.738]  And... No, I actually know people that know us very closely, and... It's too big a subject to talk about at this point, but...
[02:21:05.370 --> 02:21:10.972]  Their words are, is, Musk is crazy because he's farting at people on our team completely.
[02:21:11.693 --> 02:21:13.113]  These are very prominent people.
[02:21:14.133 --> 02:21:17.295]  Musk is completely pissed and out of his mind at the new award.
[02:21:18.115 --> 02:21:21.276]  Because they're getting ready to chop the sun's balls off.
[02:21:22.757 --> 02:21:23.777]  That might piss you off.
[02:21:24.498 --> 02:21:25.638]  Like RFK Jr.
[02:21:25.858 --> 02:21:27.919]  Blew his father away right in front of him.
[02:21:28.699 --> 02:21:30.360]  Killed his uncle on national television.
[02:21:34.287 --> 02:21:35.187]  You think R.L.K.
[02:21:35.207 --> 02:21:35.847]   Jr.' 's for real?
[02:21:37.548 --> 02:21:37.928]  I don't know.
[02:21:37.968 --> 02:21:39.228]  Somebody murders your daddy.
[02:21:40.408 --> 02:21:41.028]  Do you like him?
[02:21:41.268 --> 02:21:41.928]  Nah, come on.
[02:21:42.488 --> 02:21:44.249]  This thing's a lot more important than money and power.
[02:21:44.909 --> 02:21:47.009]  Like vengeance and vendettas.
[02:21:48.149 --> 02:21:52.430]  So... I mean, the stuff they've done to me makes me... I'll never give up.
[02:21:52.470 --> 02:21:53.850]  And they haven't killed my family.
[02:21:55.991 --> 02:21:56.791]  They might have tried.
[02:21:59.591 --> 02:22:01.272]  So no, there's not just evil in the world, folks.
[02:22:01.292 --> 02:22:02.572]  There's not just Larry Fink.
[02:22:05.029 --> 02:22:07.750]  And the Rockefellers, and Obama, that joke.
[02:22:08.830 --> 02:22:13.172]  They have the money and the power and the media, but they don't have much else.
[02:22:14.613 --> 02:22:15.573]  And they don't have your soul.
[02:22:16.573 --> 02:22:17.334]  They don't have your mind.
[02:22:17.354 --> 02:22:18.354]  They don't have your will.
[02:22:21.595 --> 02:22:23.216]  No, Tucker Carlson's now awake.
[02:22:25.197 --> 02:22:26.177]  Joe Rogan's now awake.
[02:22:26.197 --> 02:22:38.005]   We could talk for hours about all the people, the James Woods of the world, and the Tulsi Gabbards, Russell Brand.
[02:22:39.826 --> 02:22:41.667]  Pretty much anybody popular is on our side.
[02:22:41.947 --> 02:22:44.908]  Because humans have a way about us when we finally get down.
[02:22:45.468 --> 02:22:46.729]  And we know we're about to go down.
[02:22:48.429 --> 02:22:49.650]  We just say, you know what?
[02:22:50.370 --> 02:22:51.891]  How about we just have a fight?
[02:22:53.331 --> 02:22:55.552]  Because I've said this a lot.
[02:22:55.632 --> 02:22:56.252]  I'll say it again.
[02:22:56.272 --> 02:22:58.653]  I don't know how all this is going to end.
[02:23:00.154 --> 02:23:01.214]  But we did start this fight.
[02:23:03.515 --> 02:23:05.016]  And you New World Order people aren't backing down.
[02:23:06.741 --> 02:23:09.962]  So I guess if you want to fight, you better believe you got one.
[02:23:11.561 --> 02:23:18.561]  That's what you're looking for, you came to the right place.
[02:23:18.561 --> 02:23:21.400]  The truth is, God has a sick sense of humor.
[02:23:22.405 --> 02:23:23.205]  And I get God.
[02:23:23.605 --> 02:23:24.385]  I don't judge God.
[02:23:24.885 --> 02:23:33.247]  So many people look at God giving us free will, and they see all the bad things that happen, and they see all the persecution and pain, and they say, God's a sadist.
[02:23:34.631 --> 02:23:36.152]  No, if anything, God's lonely.
[02:23:36.853 --> 02:23:44.359]  God made billions of creatures with free will and an understanding of the universe and the ability to interface with infinity.
[02:23:45.159 --> 02:23:52.705]  And I'm just thankful for the power I've been given and the will I've been given and the freedom I've been given to make that choice.
[02:23:52.765 --> 02:23:59.811]  And I just say to the Creator, beam me up, Master.
[02:24:03.103 --> 02:24:04.064]  You are so perfect.
[02:24:04.624 --> 02:24:05.524]  You are so good.
[02:24:05.544 --> 02:24:08.406]  I understand you.
[02:24:09.527 --> 02:24:10.827]  At least I think I do.
[02:24:12.248 --> 02:24:14.990]  I don't plan to understand God, but you know I understand God.
[02:24:15.010 --> 02:24:16.911]  I got God fear.
[02:24:17.830 --> 02:24:19.471]  And I just appreciate this.
[02:24:20.511 --> 02:24:32.836]  I've been put on this gorgeous planet and all this wonderful universe and I can experience beauty and culture and everything and just be alive and have my family and just, dude, this is amazing!
[02:24:33.096 --> 02:24:33.776]  Wow!
[02:24:34.036 --> 02:24:34.456]  Wow!
[02:24:34.736 --> 02:24:35.657]  What a ride!
[02:24:36.537 --> 02:24:37.737]  What an amusement park!
[02:24:37.777 --> 02:24:38.798]  What an incredible thing!
[02:24:39.138 --> 02:24:41.779]  And then, yeah, I go do bad stuff and it's your fault?
[02:24:43.482 --> 02:24:46.723]  Somebody else does something, so it's your fault for making us know.
[02:24:47.403 --> 02:24:49.324]  You gave us free will.
[02:24:49.804 --> 02:24:51.445]  Little g. Not a God.
[02:24:52.085 --> 02:24:52.725]  Little God.
[02:24:53.826 --> 02:24:55.066]  And some Christians don't like that.
[02:24:55.286 --> 02:24:57.527]  Fake Christians are like, that's blasphemy to say we're God.
[02:24:57.767 --> 02:24:58.787]  I didn't say I was God.
[02:25:02.068 --> 02:25:04.789]  Genesis says we are made in the image of God.
[02:25:08.110 --> 02:25:09.071]  Figure that out yet?
[02:25:11.892 --> 02:25:12.312]  Yeah.
[02:25:13.860 --> 02:25:17.182]  So I do appreciate being made in the image of the Creator.
[02:25:19.063 --> 02:25:24.806]  And I'm not prideful about it, I'm very humble about it, but I'm like, uh, I'm gonna do whatever you're gonna tell me to do.
[02:25:24.886 --> 02:25:26.567]  Bye-bye, just please take me with you.
[02:25:28.308 --> 02:25:29.268]  Oh, I get it.
[02:25:29.528 --> 02:25:30.969]  Oh, please.
[02:25:31.389 --> 02:25:32.190]  Let me do whatever.
[02:25:32.410 --> 02:25:33.330]  Oh, you don't like cowards?
[02:25:34.391 --> 02:25:36.892]  Well, you just tell me whatever I gotta do to prove I'm not one of those.
[02:25:37.813 --> 02:25:38.633]  Yes, sir.
[02:25:39.014 --> 02:25:41.255]  You tell me, jump, I say, how high?
[02:25:42.449 --> 02:25:44.150]  I'm gonna click my heels eight times.
[02:25:44.250 --> 02:25:44.991]  I'm gonna do it.
[02:25:45.291 --> 02:25:47.293]  You want me to get fed into a wood chipper?
[02:25:47.493 --> 02:25:50.275]  You want me to spend a trillion years in a hellhole?
[02:25:50.675 --> 02:25:55.198]  I'll do it because I've already had a little taste of the next level.
[02:25:56.179 --> 02:25:57.200]  Total completion.
[02:25:57.580 --> 02:25:58.361]  Total victory.
[02:25:58.701 --> 02:25:59.782]  Total understanding.
[02:26:00.222 --> 02:26:01.283]  Mastery of everything.
[02:26:02.564 --> 02:26:03.564]  It's called God.
[02:26:06.206 --> 02:26:07.127]  And I'm addicted.
[02:26:11.257 --> 02:26:13.418]  But nothing worth anything is free.
[02:26:14.138 --> 02:26:16.739]  Nothing that has value is easily gained.
[02:26:18.000 --> 02:26:19.340]  And that's what this is all about.
[02:26:19.360 --> 02:26:26.003]  So I want to play a disgusting clip, but first I want to take a piss.
[02:26:27.644 --> 02:26:32.966]  It's Aeropromo, and I'm going to come back with one of the most disgusting people I've ever met.
[02:26:33.926 --> 02:26:34.727]  And that's Sean Penn.
[02:26:35.247 --> 02:26:51.529]   I mean, you talk about an arrogant husk of a creature, a demon, Who once World War III, who now just said the quiet part
[02:26:51.529 --> 02:26:53.368]  aloud.
[02:26:53.373 --> 02:26:58.174]  He says the lockdowns are a mandatory rehearsal for things to come.
[02:27:00.395 --> 02:27:05.936]  This sick creature wants to lock you up because it makes him feel powerful.
[02:27:06.456 --> 02:27:09.877]  Where have we heard of that before?
[02:27:11.971 --> 02:27:14.932]  And I'm going to tell you why Sean Penn, you're so obsessed with locking us up.
[02:27:15.373 --> 02:27:17.694]  Because you're about to get your ass locked up culturally.
[02:27:18.074 --> 02:27:18.474]  Spiritually.
[02:27:20.175 --> 02:27:22.256]  You're not going to get locked up in some cell.
[02:27:24.157 --> 02:27:25.958]  You're about to get locked up with people like you.
[02:27:27.559 --> 02:27:28.099]  Dimensionally.
[02:27:29.440 --> 02:27:31.401]  You're about to be cut off from the source.
[02:27:34.502 --> 02:27:38.204]  So that's why he spends all his time trying to claw us into his hell with him.
[02:27:41.021 --> 02:27:44.603]  Because the man is a retarded joke.
[02:27:46.885 --> 02:27:49.106]  I don't mean that meaning it's Down syndrome.
[02:27:49.527 --> 02:27:51.248]  I've had dinner with Sean Penn.
[02:27:52.188 --> 02:27:58.188]  The man, 16 years, 17, whatever it was, is a moron.
[02:27:58.188 --> 02:28:07.188]  But aren't the servants of the devil morons?
[02:28:07.188 --> 02:28:17.188]  [BLANK_AUDIO]
[02:28:09.626 --> 02:28:19.626]   He literally wants to starve you to death and make you eat bugs because it makes this goofus feel powerful.
[02:28:19.626 --> 02:28:29.626]  He's a retarded drug addict.
[02:28:29.626 --> 02:28:33.606]  [ Silence ]
[02:28:33.899 --> 02:28:40.082]  But what does it say about us when we let retarded pedophile drug addicts like Joe Biden run our lives?
[02:28:41.543 --> 02:28:42.443]  God doesn't like that.
[02:28:43.244 --> 02:28:48.026]  So, you know who God hates more than cowards?
[02:28:49.907 --> 02:28:51.548]  People that don't take their destiny in their hands.
[02:28:52.969 --> 02:28:54.930]  People that don't love beauty.
[02:28:54.970 --> 02:28:56.170]  People that don't love strength.
[02:28:56.210 --> 02:29:01.253]  People that don't love the animating contest of liberty.
[02:29:05.942 --> 02:29:09.926]  I don't like them putting chemicals in the water that turn the friggin' frogs gay!
[02:29:11.948 --> 02:29:12.849]  Hitler took the guns.
[02:29:13.129 --> 02:29:14.170]  Stalin took the guns.
[02:29:14.190 --> 02:29:15.351]  Mao took the guns.
[02:29:15.371 --> 02:29:16.833]  Fidel Castro took the guns.
[02:29:16.993 --> 02:29:18.254]  Hugo Chavez took the guns.
[02:29:19.715 --> 02:29:24.115]  And if you try to take our guns, 1776 will commence again!
[02:29:24.115 --> 02:29:27.415]  [music]
[02:29:27.415 --> 02:29:33.314]   Sticking with Facebook, it is one of several companies today that are limiting the content of Far Right podcast.
[02:29:33.398 --> 02:29:34.099]  InfoWars.
[02:29:34.139 --> 02:29:39.363]  Facebook, Apple, and YouTube have all taken down content from Jones and his InfoWars channel.
[02:29:39.463 --> 02:29:43.346]  Whenever I talk about Alex Jones, my wife will not let me into the house until I've been deloused.
[02:29:43.706 --> 02:29:48.710]  Anyone who believes in Alex Jones and believes these theories, you really gotta go get help.
[02:29:48.629 --> 02:29:53.629]  Alex Jones has been ordered to pay 965 million dollars.
[02:29:53.629 --> 02:29:58.629]  Look how they've moved the control information.
[02:29:58.543 --> 02:29:59.463]  There's always been.
[02:29:59.883 --> 02:30:03.925]  And it ought to scare people, but you've got to move to indoctrinate the children of America.
[02:30:04.225 --> 02:30:13.409]  If they can get you to be part of a group, an environmentalist, or part of your minority group... Black, Latino, and indigenous people are suffering and dying disproportionately.
[02:30:13.429 --> 02:30:16.490]  The most dangerous terrorist threat to our homeland is white supremacy.
[02:30:16.510 --> 02:30:20.632]  They'll have their little tailor-made people up there that are bought and paid for to claim to be your leader.
[02:30:21.172 --> 02:30:23.633]  We're looking at a giant war in February right now.
[02:30:23.972 --> 02:30:30.972]  Currently, that's the projection.
[02:30:30.972 --> 02:30:37.013]   There's an entire agenda afoot to force the population to undergo different type of medical
[02:30:37.013 --> 02:30:40.371]  treatments, namely vaccines.
[02:30:40.397 --> 02:30:48.276]   to there is a tyrannical organization calling itself the new world order pushing for world
[02:30:48.276 --> 02:30:51.717]  wide government a cashless society.
[02:30:51.717 --> 02:30:55.557]   If any terrorism comes it's from this government and if there was an outside threat like a
[02:30:55.557 --> 02:31:00.797]   bin laden who was a known CIS in the 80s running the Mujahideen war whose family builds all
[02:31:00.797 --> 02:31:05.596]   the military bases over in Saudi Arabia right now it's just a board of iridium satellite
[02:31:05.596 --> 02:31:07.596]  he's the boogeyman they need.
[02:31:07.596 --> 02:31:09.877]  I've been shadow banned.
[02:31:09.939 --> 02:31:11.200]  I've been called a liar.
[02:31:11.960 --> 02:31:16.063]  I've been silenced on virtually every platform created by man.
[02:31:16.083 --> 02:31:18.384]  My life has been threatened, repeatedly.
[02:31:18.984 --> 02:31:21.546]  They've tried to destroy me, but I survived.
[02:31:22.686 --> 02:31:25.068]  And that's why I'm joining Mug Club.
[02:31:27.847 --> 02:31:54.288]   You should go and sign up right now at jonescrowder.com and you get a free month for all the shows with Steven Crowder and all the other programs that are being launched and the Hodge Twins and more and then that builds the infrastructure because imagine imagine if instead of just a boycott 40-something billion that Anheuser-Busch lost with the Bud Light thing imagine a billion dollar boycott Hey folks, if $50 million comes in, this will dwarf everything.
[02:31:54.568 --> 02:31:56.769]  This will dwarf all the other networks, Daily Wire, all of it.
[02:31:56.789 --> 02:32:02.050]  But it's not about competition, it's about the other conservative networks aren't going 20% of the way.
[02:32:02.430 --> 02:32:06.051]  We're going all the way to bring down the New World Order with tomorrow's news today.
[02:32:06.091 --> 02:32:16.435]  So go to jonescrowder.com and be the frontline patriots, the first to sign up for like $7 a month to build this next level infrastructure with Rumble.
[02:32:16.755 --> 02:32:17.575]  It's not censoring.
[02:32:17.915 --> 02:32:23.016]  I've not been this excited ever!
[02:32:24.576 --> 02:32:27.077]  The re-platforming begins now.
[02:32:27.317 --> 02:32:37.078]  Join Mug Club and get one month free with promo code ALEX at jonescrowder.com Let's play Big Daddy!
[02:32:37.558 --> 02:32:38.378]  I love Alex Jones.
[02:32:38.538 --> 02:32:39.159]  A lot.
[02:32:39.199 --> 02:32:40.279]  He's been right about everything.
[02:32:40.439 --> 02:32:42.539]  Alex Jones is always right!
[02:32:42.798 --> 02:32:44.798]  Who's your daddy?
[02:32:44.798 --> 02:32:46.798]  Alex Jones' daddy.
[02:32:46.798 --> 02:32:58.798]  [Music]
[02:32:58.970 --> 02:33:05.970]  Alex Jones.
[02:33:05.970 --> 02:33:09.290]  assault on the lies of the New World Order.
[02:33:09.458 --> 02:33:11.218]  It's Alex Jones.
[02:33:11.218 --> 02:33:19.498]  The man who pulls back the curtain on the deep state.
[02:33:20.347 --> 02:33:21.127]  Alex Jones.
[02:33:21.527 --> 02:33:24.928]  And I am just so thankful to God.
[02:33:24.828 --> 02:33:27.408]  (upbeat music)
[02:33:27.408 --> 02:33:44.788]  And I am just so thankful to God.
[02:33:44.788 --> 02:33:48.708]  And I don't think our demonic enemies have any imagination.
[02:33:48.708 --> 02:33:52.968]   In fact, I know they don't, because if they ever saw what I've seen,
[02:33:54.507 --> 02:34:01.888]   if they ever felt for one millisecond, the third heaven,
[02:34:01.888 --> 02:34:07.029]  it is, it is, it is, it is, it's heaven.
[02:34:07.029 --> 02:34:08.628]  It's heaven.
[02:34:08.543 --> 02:34:09.464]  That's why it's called that.
[02:34:11.212 --> 02:34:30.209]  It's not completion, it's not satisfaction, it's not ecstasy, it is timeless, total understanding and love, and a feeling of contentment that is so transformative to just bathe in the consciousness of the Creator.
[02:34:31.690 --> 02:34:32.671]  And it all makes sense.
[02:34:33.191 --> 02:34:40.920]   And I'm just blessed, because I unfortunately know this, Most people have not been as blessed as I've been to experience.
[02:34:42.140 --> 02:35:04.451]  I know there's higher levels, but what I've been given access to only five, six times is so good that I would spend trillions of years in hell to have one moment of this.
[02:35:05.712 --> 02:35:06.672]  And I've already been given it.
[02:35:11.203 --> 02:35:15.584]  Because I already experienced it when I was a very young child.
[02:35:16.965 --> 02:35:24.166]  Old space, interdimensional level, that recurring dream was the gate being opened.
[02:35:25.267 --> 02:35:38.542]   But it wasn't until I did the work and stood against the enemy that it interdimensionally created enough charge To then break the wall and go to the next level.
[02:35:39.243 --> 02:35:48.090]  And that's why God does this, is because we've gotta be persecuted by evil so that we can recognize the opposite of it.
[02:35:49.932 --> 02:35:52.854]  Because if you're just given something, you don't appreciate it.
[02:35:53.274 --> 02:35:54.135]  Everybody knows that.
[02:35:54.635 --> 02:36:02.474]   You've got to be shown the other side before you can be shown infinity.
[02:36:02.474 --> 02:36:09.915]  All right, let's play this clip.
[02:36:10.076 --> 02:36:11.357]  I'll come back and get to Sean Penn.
[02:36:12.237 --> 02:36:15.237]  Go to hell, New World Order.
[02:36:15.237 --> 02:36:24.237]  Protect us.
[02:36:24.237 --> 02:36:26.237]  We are as old friends.
[02:36:26.629 --> 02:36:27.230]  Is she all right?
[02:36:27.450 --> 02:36:28.751]  Seems okay if we can get to it.
[02:36:28.690 --> 02:36:35.690]   If you strike me down, I shall become more powerful than you could possibly imagine.
[02:36:35.690 --> 02:36:55.290]  Harrison, visit InfoWars.com/show now.
[02:36:55.290 --> 02:37:05.290]  [BLANK_AUDIO]
