[00:00:03.253 --> 00:00:05.115]  We're live!
[01:52:39.315 --> 01:52:43.356]  No, I recommend people read Schwab, not because they're an illustrious globalist.
[01:52:43.356 --> 01:52:45.057]  No, because I think it's important to know
[01:52:45.797 --> 01:52:50.960]  What the elite are doing, because again, any conspiracy, Alex, is an open conspiracy.
[01:52:50.960 --> 01:52:52.941]  There's a book published back in 1928 by H.G.
[01:52:52.941 --> 01:52:55.963]  Wells, okay?
[01:52:55.963 --> 01:52:58.925]  It's called The Open Conspiracy, and that's what the elite do.
[01:52:58.925 --> 01:53:05.829]  They tell you up front what they're going to do to you, and they laugh in your face as they tell you, saying, remember I told you, and you didn't pay attention.
[01:53:06.533 --> 01:53:12.001]  So if you want to understand what they're going to do to you, read his book, COVID-19, The Great Reset.
[01:53:12.001 --> 01:53:16.768]  And so Schwab looks at climate threats as a kind of a long-term, what does he call it, driver.
[01:53:17.811 --> 01:53:20.172]  Of the reset, because that's what we're going to.
[01:53:20.172 --> 01:53:28.274]  Again, if you look at the book, quote from the book, he said that hopefully the threat from COVID-19 won't last, and one day it will be behind us.
[01:53:28.274 --> 01:53:35.595]  But, he said, by contrast, the threat from climate change and such events will be with us for the foreseeable future and beyond.
[01:53:35.595 --> 01:53:37.416]  This is what we have to be paying attention to.
[01:53:38.526 --> 01:53:45.129]  That said, Alex, I think it's important to understand that the ecological crisis, climate catastrophe... Let me just back you up.
[01:53:45.129 --> 01:53:45.469]  Stop.
[01:53:45.469 --> 01:53:46.970]  I just want to back you up.
[01:53:46.970 --> 01:53:49.451]  Because Klaus Schwab wrote that in a couple books.
[01:53:49.451 --> 01:53:54.293]  He put out, you know, his book, right as it was all starting, COVID-19, Great Reset.
[01:53:54.293 --> 01:53:55.834]  But then...
[01:53:57.605 --> 01:54:04.869]  Project Veritas with James O'Keefe got all those undercover videos with high-level CNN journalists like two years ago.
[01:54:04.869 --> 01:54:08.311]  And they said, well, we're going to run this COVID thing for another year, which they did.
[01:54:08.311 --> 01:54:13.193]  But then we're going to shift fully to climate change and climate lockdowns and cut off their energy.
[01:54:13.193 --> 01:54:14.734]  And it was all true.
[01:54:14.734 --> 01:54:16.235]  So Schwab said they'd do it.
[01:54:16.235 --> 01:54:17.276]  You go, well, is he in charge?
[01:54:17.276 --> 01:54:18.516]  At least a mouthpiece.
[01:54:18.516 --> 01:54:22.258]  Then CNN's caught saying, in one year, we end the pandemic.
[01:54:22.258 --> 01:54:23.359]  We start the climate change.
[01:54:23.359 --> 01:54:24.439]  You just nailed it.
[01:54:24.439 --> 01:54:26.601]  And so that's the whole next move.
[01:54:26.601 --> 01:54:27.141]  Please continue.
[01:54:28.127 --> 01:54:35.898]  So again, that said, they're talking about ecological crisis, climate catastrophe, these are the sad phrases we're going to be seeing in the mainstream media.
[01:54:35.898 --> 01:54:38.841]  Again, this is not Klaus Schwab's invention.
[01:54:38.841 --> 01:54:44.328]  Preparations to build the world on the basis of these arguments began over half a century ago.
[01:54:44.328 --> 01:54:44.889]  We're talking about 1968.
[01:54:46.571 --> 01:54:52.857]  At the initiative of, well, David Rockefeller, okay, and the non-governmental organization which they call the Club of Rome.
[01:54:52.857 --> 01:54:53.778]  That's when it was created.
[01:54:53.778 --> 01:54:55.480]  That's when the whole thing started.
[01:54:55.480 --> 01:55:02.747]  And the Club of Rome, again, was founded in April 1968 by Alexander King and Aurelio Pesci, and it followed the Malthusian theories with a view to what?
[01:55:02.747 --> 01:55:03.648]  To genocide.
[01:55:04.568 --> 01:55:05.349]  Okay?
[01:55:05.349 --> 01:55:07.151]  And who belongs to the Club of Rome?
[01:55:07.151 --> 01:55:11.135]  Oh, these are some important people in the West who are concerned about the war.
[01:55:11.135 --> 01:55:12.417]  Well, they know.
[01:55:12.417 --> 01:55:19.385]  We're talking about members of some of the oldest families of the Venetian Black nobility of Europe.
[01:55:19.385 --> 01:55:25.872]  These are the descendants of the richest European families, of European clans, who controlled and ruled Genoa and Venice.
[01:55:26.352 --> 01:55:27.873]  Going back to the 12th century.
[01:55:27.873 --> 01:55:36.837]  And so in 1972, four years after the Plum of Rome creation, they published their manifesto on the planet of humanity called The Limits to Growth.
[01:55:36.837 --> 01:55:50.263]  Where if we are to take them at their word, they said, well basically, you know, the current situation, you know, especially with the demographic expansion and time of austerity of natural resources, we cannot survive on a planet, on the planet Earth.
[01:55:50.263 --> 01:55:53.064]  And so they said, in search of this new enemy,
[01:55:53.934 --> 01:55:54.375]  Okay?
[01:55:54.375 --> 01:56:00.360]  They said, we come up with the idea that this enemy could be the pollution, the threat of global warming, water security, famine and the like.
[01:56:00.360 --> 01:56:07.266]  And they concluded by saying, okay, that the true enemy of the planet Earth is us, humanity itself.
[01:56:07.266 --> 01:56:14.773]  And so if you actually go back to the Club of Rome to the 1960s, early 1970s, they began to prepare a plan for the reset of humanity.
[01:56:14.773 --> 01:56:19.117]  And they specified what, you know, in the report, what this reset is all about.
[01:56:19.637 --> 01:56:28.359]  Number one, the introduction of control over demographic processes in the world to stabilize the population and reduce the optimal number to a billion people.
[01:56:28.359 --> 01:56:31.720]  Number two, de-industrialization of the economy.
[01:56:31.720 --> 01:56:34.480]  Number three, erosion of the national sovereignty of the state.
[01:56:34.480 --> 01:56:38.441]  Number four, the digitalization of all aspects of human life and society.
[01:56:38.441 --> 01:56:42.802]  Number five, the creation of a single world state on the ruins of the nation.
[01:56:42.802 --> 01:56:46.703]  So you dismantle the countries, okay, and you create global government.
[01:56:46.703 --> 01:56:48.543]  This is the Illuminati agenda.
[01:56:49.309 --> 01:56:52.351]  Ladies and gentlemen, Daniel, this is the most powerful interview we've ever done.
[01:56:52.351 --> 01:56:54.733]  Can you do a couple more segments with us?
[01:56:54.733 --> 01:56:55.374]  Absolutely.
[01:56:55.374 --> 01:56:56.455]  Oh, beautiful.
[01:56:56.455 --> 01:57:00.938]  Real fast, we're going to put your URL on screen, get his books, find his material right there.
[01:57:00.938 --> 01:57:02.820]  Ladies and gentlemen, we'll tell you about it coming up.
[01:57:02.820 --> 01:57:04.261]  Estalin.media.
[01:57:04.261 --> 01:57:06.683]  All right, we're going to go to break.
[01:57:06.683 --> 01:57:08.464]  Wow, 31 minutes left with this guy.
[01:57:08.464 --> 01:57:12.307]  I'm having flashbacks to stuff he said 20 years ago and his books 15 years ago.
[01:57:13.428 --> 01:57:14.308]  We gotta stop this.
[01:57:14.308 --> 01:57:15.329]  This is so psychotic.
[01:57:15.329 --> 01:57:15.929]  This is so evil.
[01:57:15.929 --> 01:57:17.630]  He's gotta get back in the club room.
[01:57:17.630 --> 01:57:18.650]  I have barely plugged today.
[01:57:18.650 --> 01:57:19.231]  We won't be here.
[01:57:19.231 --> 01:57:19.971]  We don't get funding.
[01:57:19.971 --> 01:57:21.091]  Infowarsstore.com.
[01:57:21.091 --> 01:57:22.152]  Make a donation.
[01:57:22.152 --> 01:57:23.893]  Get the turmeric toothpaste.
[01:57:23.893 --> 01:57:26.234]  Get the other... We got great new trial picks.
[01:57:26.234 --> 01:57:28.315]  Brain Force Plus, Brain Force Ultra.
[01:57:28.315 --> 01:57:28.875]  50% off right now.
[01:57:28.875 --> 01:57:30.296]  We need funding to stay on air.
[01:57:30.296 --> 01:57:31.156]  Thanks for your support.
[01:57:31.156 --> 01:57:34.357]  Infowarsstore.com or 888-253-3139.
[01:57:34.357 --> 01:57:40.960]  You can get a copy of my book, The Great Reset and the War for the World, that is also very important.
[01:57:40.960 --> 01:57:41.961]  Man, this is a crazy time.
[01:57:43.029 --> 01:57:43.970]  We'll be back in two minutes.
[01:57:43.970 --> 01:57:53.096]  Infowarsstore.com is like a grocery store, or like a vitamin shop.
[01:57:53.096 --> 01:57:55.157]  We want to have all the best brands for you.
[01:57:55.157 --> 01:57:57.098]  We want to have a bunch of different choices for you.
[01:57:57.098 --> 01:57:59.580]  So I get constant questions online and in person.
[01:57:59.580 --> 01:58:00.401]  Hey, what's better?
[01:58:00.401 --> 01:58:01.261]  Knockout?
[01:58:01.261 --> 01:58:02.602]  What's better?
[01:58:02.602 --> 01:58:03.343]  Down and out?
[01:58:03.343 --> 01:58:03.863]  What's better?
[01:58:03.863 --> 01:58:06.125]  Why do you sell two or three different sleep aids?
[01:58:06.125 --> 01:58:11.068]  And the answer is, different herbal formulas, different compounds are better for different people.
[01:58:11.750 --> 01:58:15.714]  So, one person might like this coffee, another person likes that coffee.
[01:58:15.714 --> 01:58:17.055]  That's how our bodies work.
[01:58:17.055 --> 01:58:18.356]  They're all very diverse.
[01:58:18.356 --> 01:58:28.545]  But we've been able to private label a national bestseller that's been sold for many years that people love and sold for a lower price under the name InfoWarsMD Good Night Sleep.
[01:58:29.266 --> 01:58:34.893]  This is a great formula, full of amazing safe compounds, giving you deeper, cleaner, restful sleep.
[01:58:34.893 --> 01:58:39.438]  And it's in stock, available right now, of 25% off, out of the gates.
[01:58:39.438 --> 01:58:44.804]  So get your M4 Wars MD, good night's sleep today, at M4WarsWare.com.
[01:58:48.430 --> 01:58:52.872]  In the short time we have, I can't get into all the incredible ingredients in Superfemale Vitality.
[01:58:52.872 --> 01:59:01.695]  Go to MFORestore.com, read about the ingredients, look them up for yourself, and then understand this is cold-pressed herbs, so it has a more powerful effect to the body.
[01:59:01.695 --> 01:59:04.076]  Get yours today at MFORestore.com for 50% off.
[01:59:06.681 --> 01:59:08.701]  Super Mel Vitality is selling out.
[01:59:08.701 --> 01:59:11.542]  It's an incredible formula for stamina, energy, libido.
[01:59:11.542 --> 01:59:12.862]  Only a few hundred bottles left.
[01:59:12.862 --> 01:59:18.243]  But the good news is we have several thousand bottles left of Super Female Vitality that's the same formula.
[01:59:18.243 --> 01:59:19.043]  It boosts men.
[01:59:19.043 --> 01:59:20.064]  It boosts women.
[01:59:20.064 --> 01:59:20.824]  It works great.
[01:59:20.824 --> 01:59:22.684]  But women like pink labels.
[01:59:22.684 --> 01:59:24.665]  Men like different color labels.
[01:59:24.665 --> 01:59:26.685]  So it works for men as well.
[01:59:26.685 --> 01:59:27.745]  It's the same formula.
[01:59:27.745 --> 01:59:29.005]  It's an incredible formula.
[01:59:29.005 --> 01:59:30.086]  And it funds our operation.
[01:59:30.086 --> 01:59:31.666]  And there's another important part of the
[01:59:32.006 --> 01:59:33.327]  Overall information.
[01:59:33.327 --> 01:59:35.930]  It's 50% off for a limited time.
[01:59:35.930 --> 01:59:43.197]  So get your super female vitality for men and women at InfoWarsTore.com right now for 50% off and it funds the InfoWars.
[01:59:43.197 --> 01:59:50.264]  Super female vitality, 50% off for a limited time at InfoWarsTore.com.
[01:59:50.264 --> 01:59:54.868]  Leading a frontal assault on the lies of the New World Order.
[01:59:54.868 --> 01:59:56.190]  It's Alex Jones.
[02:00:03.906 --> 02:00:06.127]  All right, Daniel Esselstyn is with us another 30 minutes.
[02:00:06.127 --> 02:00:09.148]  I gotta tell you, I've known him 20 years and most of what he said went over my head.
[02:00:09.148 --> 02:00:13.370]  But now I'm a little older, been around a lot longer, I'm like, this guy's dead on.
[02:00:13.370 --> 02:00:15.711]  My God, it's scary.
[02:00:15.711 --> 02:00:19.712]  Some stages don't carry this first five, we'll get into other larger issues next segment.
[02:00:19.712 --> 02:00:29.056]  But your view on the 2024 election, what they're gonna do with Trump and the indictments, your view on RFK Jr., from your research, what do you think about the US elections?
[02:00:29.056 --> 02:00:30.157]  Well, you know, again,
[02:00:32.153 --> 02:00:33.735]  Let me explain it to you this way, Alex.
[02:00:33.735 --> 02:00:37.580]  The United States as a country is in a very difficult situation.
[02:00:37.580 --> 02:00:42.566]  I don't think JFK or Robert Kennedy Jr., I don't think he can win the elections.
[02:00:42.566 --> 02:00:43.627]  There are many reasons for that.
[02:00:43.627 --> 02:00:45.590]  First, I don't think he has the team to do that.
[02:00:45.590 --> 02:00:47.692]  Second of all, he has the entire establishment against him.
[02:00:47.692 --> 02:00:49.855]  If Trump couldn't do it, I don't think he could do it either.
[02:00:49.855 --> 02:00:51.057]  But then there's another problem.
[02:00:51.417 --> 02:00:54.820]  You see, the United States is a country that every person in the world, we have a life cycle.
[02:00:54.820 --> 02:01:00.045]  Some of us live 70 years, others live 80, 90, but countries also have a life cycle.
[02:01:00.045 --> 02:01:00.826]  Okay?
[02:01:00.826 --> 02:01:01.666]  Ebbs and flows.
[02:01:01.666 --> 02:01:05.470]  So the United States, for example, runs on an 80-year cycle, give or take two or three years.
[02:01:05.470 --> 02:01:06.211]  Let me give you an example.
[02:01:06.211 --> 02:01:12.837]  If you're going to go back, you know, to the late 1600s and keep adding 80 years, the first 80-year period takes you to 1776.
[02:01:12.837 --> 02:01:13.457]  That's the Revolution.
[02:01:15.439 --> 02:01:18.961]  The second 8-year period takes you to 1860, that's the Civil War.
[02:01:18.961 --> 02:01:23.783]  The next 8-year period takes you to 1940, give or take 2 or 3 years, that's the Second World War.
[02:01:23.783 --> 02:01:25.783]  And the last 8-year period took us to 2020, 2021, 2022, 2023.
[02:01:25.783 --> 02:01:27.444]  So you have, you know, the kind of, you know, bifurcation point.
[02:01:31.946 --> 02:01:40.258]  And so the United States has historically, has come out of any cycle through some kind of a war.
[02:01:40.258 --> 02:01:43.423]  Whether it's a revolution, whether it's a civil war, whether it's a second world war.
[02:01:43.423 --> 02:01:48.130]  And so what we're looking at right now is all we go the way of global thermonuclear, which is one of the reasons.
[02:01:48.710 --> 02:01:52.811]  Why, they're pushing, the globalists are pushing thermonuclear war against Russia.
[02:01:52.811 --> 02:01:55.812]  Or we have Civil War 2.0, okay?
[02:01:55.812 --> 02:02:00.853]  And I'm not sure that the candidates actually understand, you know... No, I agree.
[02:02:00.853 --> 02:02:04.394]  They don't understand the fourth turning, what the globalists know, that it's like a centripetal force.
[02:02:04.394 --> 02:02:08.175]  Millions of people, we act the same, we think we're different, but we do the same thing.
[02:02:08.175 --> 02:02:08.775]  So think about that.
[02:02:08.775 --> 02:02:13.316]  The globalists would rather nuclear war to keep control than them get removed from power, is what you just said.
[02:02:14.028 --> 02:02:17.390]  Well, if you have, again, you have a $4 quadrillion debt.
[02:02:17.390 --> 02:02:20.453]  The best way to write it off is through what's called force majeure.
[02:02:20.453 --> 02:02:22.094]  Force majeure is how do you do that?
[02:02:22.094 --> 02:02:23.775]  We have a thermal, global, nuclear war.
[02:02:23.775 --> 02:02:26.717]  You write off debts and responsibilities, and you start from scratch.
[02:02:26.717 --> 02:02:29.759]  That's one of the reasons you can also kill 4 or 5 billion people.
[02:02:29.759 --> 02:02:30.720]  I know it sounds insane.
[02:02:30.720 --> 02:02:31.080]  No, no, no.
[02:02:31.080 --> 02:02:38.385]  This is the most important thing you've said, so when we join the other stations, I want to shut up and let you spend a lot of time on this, but you're saying, they're going to say, act of God.
[02:02:38.385 --> 02:02:41.668]  They're preparing a false act of God to cover up their Ponzi scheme.
[02:02:42.626 --> 02:02:50.915]  Why do you think you have the Bill Gates of this world and Peter Thiel, the owner of PayPal, they're building $100 million bunkers in some of the most remote parts of the world?
[02:02:50.915 --> 02:02:55.620]  Because if you had $100 million, Alex, extra, you know, just found it in your pocket, what would you do?
[02:02:55.620 --> 02:02:57.762]  Build a bunker so you can live like a rat?
[02:02:57.762 --> 02:03:00.444]  Or buy an island in the middle of the Mediterranean, okay?
[02:03:00.444 --> 02:03:03.468]  Or Caribbean, sit there with your drinkable, looking at the sunset?
[02:03:04.028 --> 02:03:08.273]  Unless you knew what was coming, because again, how do you write off $4 quadrillion debt?
[02:03:08.273 --> 02:03:10.696]  You have a lot of people who are going to go hungry, okay?
[02:03:10.696 --> 02:03:16.782]  Now, you may not be, you know, willing to eat four times a day, but we certainly need to eat two or three times a day, every single day.
[02:03:16.782 --> 02:03:23.350]  And the United Nations are saying this year 1.5 billion people are not going to have enough food to put on their table.
[02:03:23.350 --> 02:03:25.172]  1.5 billion people, that's a lot of mouths to feed.
[02:03:25.452 --> 02:03:25.892]  That's right.
[02:03:25.892 --> 02:03:29.634]  A lot of experts are predicting that this bull market is about to go super bear.
[02:03:29.634 --> 02:03:32.676]  So when we come back, I'm going to just shut up and skip the next break.
[02:03:32.676 --> 02:03:35.178]  After this break, you're going to have 25 minutes.
[02:03:35.178 --> 02:03:37.699]  Daniel, just start over there.
[02:03:37.699 --> 02:03:38.680]  I totally agree with you.
[02:03:38.680 --> 02:03:39.580]  It's there.
[02:03:39.580 --> 02:03:40.200]  And I actually...
[02:03:41.300 --> 02:03:48.986]  I've done the research, and off record, I've had some meetings with Bilderberg Group members and people, and they're asking me, where do you think we should build bunkers?
[02:03:48.986 --> 02:03:58.734]  And so I've kind of, you know, like you were meeting with these guys 20 years ago, 50 years ago, I've off record met with some of them too, and they realize that they're in this predicament, and this is insane.
[02:03:58.734 --> 02:04:04.138]  So, I mean, they've built this world, they've stolen the money, they've got control, they realize their system is coming to an end.
[02:04:04.138 --> 02:04:10.163]  Let's put your lower third up there again, because I was giving out the wrong site, not my crew's fault, my fault.
[02:04:11.380 --> 02:04:15.763]  I was saying Daniel Estelin, or how do you pronounce it right?
[02:04:15.763 --> 02:04:19.666]  It is not that, it is... What is the right URL, Daniel?
[02:04:19.666 --> 02:04:22.188]  It's estelin.media.
[02:04:22.188 --> 02:04:29.052]  So it's very simple, it's www.estelin.media to find his books, to find his writings, to find it all.
[02:04:29.052 --> 02:04:32.635]  And is there a way, once we talk about the bad news coming up of where the world is right now,
[02:04:34.017 --> 02:04:37.179]  Is there a way to avert this?
[02:04:37.179 --> 02:04:38.460]  Is there a way to stop this?
[02:04:38.460 --> 02:04:47.865]  Is there another route from the cataclysm that the establishment is trying to hasten to cover up their crimes and bring in?
[02:04:47.865 --> 02:04:51.167]  If they have their nuclear war, how do they reorganize and come back from that?
[02:04:51.167 --> 02:04:52.588]  I mean, there's so many questions.
[02:04:52.588 --> 02:04:55.530]  The questions just create questions and questions and questions.
[02:04:58.407 --> 02:05:04.610]  A lot of people have asked me, why is M4 Store and M4's Life not at a probiotic for more than three years?
[02:05:04.610 --> 02:05:05.831]  The answer is simple.
[02:05:05.831 --> 02:05:08.752]  We only bring you the highest quality at the lowest prices.
[02:05:08.752 --> 02:05:12.894]  We had a top maker, top certified, of probiotics for more than seven years.
[02:05:12.894 --> 02:05:18.297]  They got bought by a libtard company and said, we're not doing business with you Mr. Jones anymore.
[02:05:19.057 --> 02:05:24.561]  Finally, we got a probiotic just as good or better with a top lab that loves our show.
[02:05:24.561 --> 02:05:28.844]  We're able to private label it under InfoWars MD as our probiotic formula.
[02:05:28.844 --> 02:05:34.808]  So you can get a super high quality probiotic for amazing gut health and more at InfoWarsStore.com for 25% off right now.
[02:05:36.149 --> 02:05:38.770]  Now wherever you get your probiotics is something everybody should be doing.
[02:05:38.770 --> 02:05:40.230]  But I'm asking you to try our probiotic.
[02:05:40.230 --> 02:05:43.931]  I think you're going to have an amazing effect and it funds our entire operation.
[02:05:43.931 --> 02:05:48.133]  So get your InfoWars MD probiotic today at InfoWarsStore.com.
[02:05:48.133 --> 02:05:50.653]  It's a high quality formula and it keeps us on the air.
[02:05:50.653 --> 02:05:52.874]  Take action now at InfoWarsStore.com.
[02:06:09.611 --> 02:06:16.821]  Crashing through the lies and disinformation, it's Alex Jones.
[02:06:16.821 --> 02:06:24.712]  I can assure you, and you can hear the excitement in my voice, that what we're covering here is 100% real as a heart attack, or as getting hit by a train.
[02:06:25.914 --> 02:06:32.156]  All right, and I've met with Bilderberg Group members, I've told you that in the last few years, well-known names who are upset about what's happening.
[02:06:32.156 --> 02:06:35.397]  You see Elon Musk on the surface saying he's battling this.
[02:06:35.397 --> 02:06:38.078]  We've only got 25 minutes left with Daniel Esselstyn.
[02:06:38.078 --> 02:06:47.442]  I said I'd do it earlier, I kind of did it, but I'm going to give him the floor now on why the elites are building bunkers, what the end of this system means, how we can hopefully stop it.
[02:06:47.442 --> 02:06:51.023]  But if they have their war as a distraction for the end of their Ponzi scheme,
[02:06:51.744 --> 02:06:53.327]  What comes out of that?
[02:06:53.327 --> 02:06:55.351]  Where do you go to survive a nuclear war?
[02:06:55.351 --> 02:06:58.096]  This is insanity, but they are pushing it.
[02:06:58.096 --> 02:07:00.400]  Daniel Esselstyn, give us the analysis.
[02:07:01.331 --> 02:07:05.032]  So, basically, Alex, in essence, we have no guidance systems for the future.
[02:07:05.032 --> 02:07:06.552]  It's the end of the model.
[02:07:06.552 --> 02:07:12.774]  At the end of the Bretton Woods economic model, which was created at the end of World War II, it was based on the concept of infinite growth on a finite planet.
[02:07:12.774 --> 02:07:14.834]  We've come to the end of that model.
[02:07:14.834 --> 02:07:16.695]  You've stolen everything from everybody else.
[02:07:16.695 --> 02:07:17.775]  There's nothing left to steal.
[02:07:17.775 --> 02:07:18.955]  We have nothing left.
[02:07:18.955 --> 02:07:20.196]  And you've come to the end of the model.
[02:07:20.196 --> 02:07:25.117]  You could expand, as they did in 1981, at the expense of the Soviet system.
[02:07:25.117 --> 02:07:30.078]  Because, again, after World War II, you had two models, the capitalist West and the Soviet socialist East.
[02:07:30.578 --> 02:07:35.923]  And the capitalist countries controlled 60% of the global market, and the Soviet Union satellites 40%.
[02:07:35.923 --> 02:07:42.648]  And then, you know, these two systems, they fought each other, but, you know, within the certain confines of the system itself.
[02:07:42.648 --> 02:07:48.173]  But then in 1991, when the Soviet system collapsed, the West expanded at their expense.
[02:07:48.173 --> 02:07:52.997]  And because capitalism is a very dynamic system, they were able to expand in short time between 1991 and 2007.
[02:07:52.997 --> 02:07:55.539]  They took over the entire 40% of the global Soviet socialist space.
[02:07:59.722 --> 02:08:09.805]  And then in 2007, we saw, we saw, what do they call it, the Lehman Brothers collapse, the subprime, it doesn't matter what it was, but again, the metaphorical patient went into the hospital and said, my throat hurts.
[02:08:09.805 --> 02:08:13.266]  Well, 14 years later, that metaphorical patient is on his deathbed.
[02:08:13.266 --> 02:08:20.128]  And the doctor is saying to the family, we have no idea how long it, he, she, is going to live as long as the heart lasts out, but it's dead.
[02:08:20.128 --> 02:08:25.049]  And if you think that this model can survive, no it can't, never again.
[02:08:25.049 --> 02:08:28.090]  And so again, if we think we can go back to globalization,
[02:08:28.869 --> 02:08:31.432]  As so many people say, I would just go back to the model that was before.
[02:08:31.432 --> 02:08:32.273]  It worked perfectly.
[02:08:32.273 --> 02:08:33.394]  No!
[02:08:33.394 --> 02:08:34.616]  Okay?
[02:08:34.616 --> 02:08:36.518]  That model is dead forever.
[02:08:36.518 --> 02:08:38.340]  You cannot unring the doorbell.
[02:08:39.131 --> 02:08:39.551]  Okay?
[02:08:39.551 --> 02:08:41.113]  You cannot be 19 again.
[02:08:41.113 --> 02:08:41.673]  I'm 56.
[02:08:41.673 --> 02:08:43.835]  I can never be 19 again.
[02:08:43.835 --> 02:08:45.957]  And so globalization, what is it?
[02:08:45.957 --> 02:08:49.720]  It's a free movement of people, of products, of finances, of services.
[02:08:49.720 --> 02:08:53.323]  And today it no longer exists because the borderless world is dead.
[02:08:53.323 --> 02:08:55.725]  What we've had before, again, is dead.
[02:08:55.725 --> 02:08:56.045]  Okay?
[02:08:56.045 --> 02:08:57.446]  Not in two months, not in four months.
[02:08:57.446 --> 02:08:58.027]  It doesn't matter.
[02:08:58.027 --> 02:09:00.108]  Collapse means loss of wealth.
[02:09:00.108 --> 02:09:03.611]  It means loss of properties, money, stocks, bonds, any kind of investments.
[02:09:03.611 --> 02:09:05.413]  And this is a systemic collapse.
[02:09:06.033 --> 02:09:08.135]  And not a collapse of one branch of the government.
[02:09:08.135 --> 02:09:14.079]  And so, for the first time, Alex, in centuries, we have no model and no image of the future.
[02:09:14.079 --> 02:09:25.987]  And in weeks, for example, okay, if you kind of look at it, what we're seeing right now, for the first time in the last 300 years, again, what we're seeing today has only happened twice in the last 2,000 years.
[02:09:25.987 --> 02:09:32.471]  The first time, between the 4th and the 6th centuries, when the old Roman Empire collapsed and was replaced over time by feudalism.
[02:09:32.471 --> 02:09:34.333]  And then a thousand years later, between the
[02:09:35.113 --> 02:09:40.156]  16th and 17th centuries, when feudalism collapsed, it was replaced by modern capitalism.
[02:09:40.156 --> 02:09:45.199]  And now today's modern capitalism, global economy, is dead, it's on its deathbed.
[02:09:45.199 --> 02:09:47.541]  And for the first time again, we have no model.
[02:09:47.541 --> 02:09:56.686]  And this fact that we have no model, this space, this vacuum, unless we can come up with a language to define what's coming, is going to be filled with extreme violence.
[02:09:56.686 --> 02:10:00.849]  And by language, I don't mean Russian or English or Mandarin or Spanish or French.
[02:10:00.849 --> 02:10:02.230]  The language of economics.
[02:10:02.890 --> 02:10:07.715]  And the West doesn't have the language to explain economic collapse, and that's easy to show.
[02:10:07.715 --> 02:10:11.680]  Every economy since the last crisis in 2008, which is what?
[02:10:11.680 --> 02:10:14.783]  17 men and 6 women over this period of time.
[02:10:14.783 --> 02:10:19.449]  Not one of them has the language to explain the theory of crisis.
[02:10:20.262 --> 02:10:38.302]  And so, if on top of that, you add the fact that, I'm not sure that people actually know this, since 1981 in Reaganomics, the real growth of the American economy, if you take out all the money that was printed by the government over the past 40 years, is 0%.
[02:10:38.302 --> 02:10:39.644]  And globally, it's also 0%.
[02:10:41.456 --> 02:10:45.037]  And 174 countries have shown negative growth over the past 12 months.
[02:10:45.037 --> 02:10:47.257]  That's the entire world, Alex.
[02:10:47.257 --> 02:10:53.298]  That's what's called limits to growth within a financial model, which no longer works.
[02:10:53.298 --> 02:10:55.399]  And today's, again, global debt is what?
[02:10:55.399 --> 02:10:56.839]  Three, four quadrillion dollars?
[02:10:56.839 --> 02:10:58.219]  Nobody really knows.
[02:10:58.219 --> 02:11:05.040]  And so as the bubble continues to grow and grow and grow, especially since the 2006-2009 crisis, very few people understood that the last crisis
[02:11:10.272 --> 02:11:14.775]  The 2006 789 was just a rehearsal, okay?
[02:11:14.775 --> 02:11:15.855]  For what's coming right now.
[02:11:15.855 --> 02:11:24.140]  Because by printing and lending 140, I think it is, trillion dollars since 2006, the problem and risks will make exponentially greater.
[02:11:24.140 --> 02:11:24.821]  So here we are.
[02:11:25.916 --> 02:11:33.261]  Summer 2023, you have debts, unfunded liabilities, derivatives of about $3 or $4 quadrillion.
[02:11:33.261 --> 02:11:35.622]  And this is impossible to fathom.
[02:11:35.622 --> 02:11:40.845]  But just to give you an idea of what that is, it's a 3 plus 15 zeros.
[02:11:40.845 --> 02:11:50.191]  And if I told you it's 50 times, you know, world GDP, it gives you the idea of what the world and central banks will have to grapple with over the next few years.
[02:11:50.191 --> 02:11:53.033]  And so we're now in the final stages of the endgame.
[02:11:53.033 --> 02:11:54.614]  And the end of the end.
[02:11:55.458 --> 02:11:58.359]  It could be an extended affair, or it could be extremely quick.
[02:11:58.359 --> 02:12:04.240]  It could be, you know, the slow burn, as some economists say, or it could be, you know, a major decline.
[02:12:04.240 --> 02:12:05.501]  Okay, we don't really know.
[02:12:05.501 --> 02:12:08.762]  But what we do know, okay, is that the model is dead and they leave.
[02:12:08.762 --> 02:12:10.202]  They simply have no language.
[02:12:10.202 --> 02:12:15.664]  And if to that, Alex, you add the fact that we're changing paradigms, in other words, what does that mean?
[02:12:15.664 --> 02:12:16.884]  That's important.
[02:12:16.884 --> 02:12:20.465]  So we've gone from the fourth technological period, and that's industrial economy.
[02:12:21.005 --> 02:12:22.987]  To the fifth, which is post-industrial economy.
[02:12:22.987 --> 02:12:29.733]  In other words, financial tech, IT, entertainment, telecommunication, you know, people playing with numbers on a computer screen.
[02:12:29.733 --> 02:12:34.657]  And now we're coming into the sixth technological paradigm, which is trans-industrial economy.
[02:12:34.657 --> 02:12:36.058]  Trans doesn't mean transsexuals.
[02:12:40.575 --> 02:12:41.056]  17 minutes left.
[02:12:41.056 --> 02:12:42.278]  You gotta come back soon.
[02:12:42.278 --> 02:12:44.441]  I changed numbers.
[02:12:44.441 --> 02:12:45.183]  You changed numbers.
