[00:00:00.000 --> 00:00:02.759]  (dramatic music)
[00:45:59.763 --> 00:46:05.425]  The enemy admits their own documents that have leaked that they see us as the talking point generator everybody's following.
[00:46:05.605 --> 00:46:06.346]  It's actually true.
[00:46:06.626 --> 00:46:07.206]  Not bragging.
[00:46:07.246 --> 00:46:08.146]  God put me in this position.
[00:46:08.427 --> 00:46:09.067]  It's not just me.
[00:46:09.107 --> 00:46:10.227]  It's our guests, our callers.
[00:46:10.287 --> 00:46:10.928]  It's what we do.
[00:46:11.248 --> 00:46:12.988]  We are the best there is.
[00:46:13.229 --> 00:46:13.989]  All of us together.
[00:46:14.389 --> 00:46:17.478]  Please pray for us, spread the word, and go now to mfullerstore.com.
[00:46:17.318 --> 00:46:18.158]  Go now.
[00:46:18.158 --> 00:46:24.338]  [BLANK_AUDIO]
[00:46:24.338 --> 00:46:27.718]  Biological attack is imminent.
[00:46:27.780 --> 00:46:28.180]  Imminent!
[00:46:28.420 --> 00:46:29.301]  It's going to happen.
[00:46:29.521 --> 00:46:32.944]  It's not a question of will it happen, but when it happens.
[00:46:33.325 --> 00:46:44.755]  A bioweapon release could be the thing they'd release to bring in a world government to counter a global problem, and the UN has said that a global pandemic is the only thing that may save their world government.
[00:46:44.835 --> 00:46:51.341]  This is a biological warfare agent that had leaked out of the Wuhan laboratory.
[00:46:55.945 --> 00:47:00.030]  Leading a frontal assault on the lies of the New World Order.
[00:47:00.351 --> 00:47:02.351]  It's Alex Jones.
[00:47:02.351 --> 00:47:16.231]   And it's time for humanity to stand up in the info war and say, "I don't know what's
[00:47:16.231 --> 00:47:18.710]  going to happen at the end of this, but you ought to fight!"
[00:47:18.912 --> 00:47:21.073]  You better believe you got one!
[00:47:23.014 --> 00:47:28.014]   From the front lines of the information war, it's Alex Jones.
[00:47:28.014 --> 00:47:52.014]  [Music]
[00:47:52.830 --> 00:47:57.593]  Dr. Charles Morgan, former CIA and consultant for the U.S.
[00:47:57.653 --> 00:48:06.558]  Military on Neurological Sciences, spoke to cadets at West Point in 2018 about the current state of technology.
[00:48:07.018 --> 00:48:17.364]  He briefed the cadets on experiments from 2013 where humans were given neural implants that allowed them to control prosthetic arms with their thoughts.
[00:48:17.984 --> 00:48:24.726]  Experiments where one person can control another person's hands by just wearing an EEG cap.
[00:48:25.006 --> 00:48:28.728]  The person on the receiving end described the sensation as rather odd.
[00:48:28.748 --> 00:48:32.049]  He said, I didn't know anything until I saw my hand beginning to move.
[00:48:32.649 --> 00:48:39.291]  But the really fun part was that you're taking over somebody else's physical body but the mind of another human.
[00:48:40.051 --> 00:48:41.532]  So what do you think would be the next step?
[00:48:42.040 --> 00:48:46.302]  Experiments where information is transmitted from one mind to another.
[00:48:46.742 --> 00:48:49.783]  And experiments where memories are erased.
[00:48:50.304 --> 00:48:54.666]  Dr. Morgan admits they have the technology to target an individual person.
[00:48:55.006 --> 00:48:56.166]  But you can engineer anything.
[00:48:56.526 --> 00:48:59.748]  You can engineer a unique thing that would only kill one person in the world.
[00:49:00.427 --> 00:49:04.690]  And are working on the ability to erase the memories of any human they choose.
[00:49:05.250 --> 00:49:13.056]  Their biggest challenge five years ago was being able to interface with the hippocampus without the use of physical wires.
[00:49:14.016 --> 00:49:20.361]  And this is most likely one of the motivating factors for the deployment of the experimental COVID shots.
[00:49:21.301 --> 00:49:32.970]  Using dark field microscopy, Dr. Ana Maria Mijalcea has captured in great detail what the scientific literature describes as effective technologies that exist today.
[00:49:33.451 --> 00:49:36.053]  Technologies such as quantum dots.
[00:49:36.513 --> 00:49:45.120]  Quantum dots are nanotechnology with the ability to organize, operate, communicate, and build structures within the blood.
[00:49:45.720 --> 00:49:54.366]  They do so with a tunable photoluminescence that can be programmed to dictate various tasks via optical communication.
[00:49:54.846 --> 00:50:04.733]  The description and images displayed in the scientific literature, compared to what Mijel Cia's dark field microscopy has captured, are the same.
[00:50:05.193 --> 00:50:13.199]  You can see the quantum dots blinking in different colors, acting as the artificial intelligence directing the self-assembly around them.
[00:50:14.019 --> 00:50:18.004]  Bubbles are created within the blood that act as construction sites.
[00:50:18.504 --> 00:50:25.132]  Within these construction bubbles, the quantum dots organize the various materials into self-assembly.
[00:50:25.733 --> 00:50:32.661]  These technologies are being found in both the blood of the vaccinated and in the blood of the unvaccinated.
[00:50:33.121 --> 00:50:38.486]  Depending on what materials are needed, the quantum dots will trigger them into self-assembly.
[00:50:38.946 --> 00:50:45.511]  The COVID vaccines are full of rare and heavy metals to make all manner of nanotechnology.
[00:50:45.992 --> 00:50:50.615]  But it seems as if almost everyone is infected with some sort of nanotech.
[00:50:51.136 --> 00:51:00.544]  According to several research teams, everyone's blood seems to contain the materials required to produce the filaments and the latticework for this technology.
[00:51:01.184 --> 00:51:09.848]  Blood samples that appear to be healthy have been completely transformed by applying a mere 10 milliamps of electric current for two hours.
[00:51:10.688 --> 00:51:13.889]  And it looks as if we may have been infected by the chemtrails.
[00:51:14.569 --> 00:51:17.191]  Morgellons disease was first reported in 2002.
[00:51:17.351 --> 00:51:22.913]  It's when synthetic fibers or filaments are growing in a person's body.
[00:51:23.513 --> 00:51:28.196]  It has been theorized for decades that this was being spread via chemtrails.
[00:51:28.756 --> 00:51:39.202]  And under a microscope, it appears to be the same filaments that people today are calling blood clots, and what the scientific journals call self-assembled hydrogels.
[00:51:40.042 --> 00:51:47.707]  According to Dane Wigington from geoengineeringwatch.org, nanoparticles are being sprayed worldwide.
[00:51:48.618 --> 00:51:52.819]  The good news is that Dr. Mielcia's research has found a remedy.
[00:51:53.320 --> 00:52:03.123]  The iron in the infected blood has been oxidized to a 3-plus state, and by taking antioxidants, one is able to dissolve these filament clots.
[00:52:03.803 --> 00:52:14.307]  She has found that EDTA chelation therapy will remedy infected blood within three days, and megadosing vitamin C also seems to work.
[00:52:14.707 --> 00:52:17.507]  Reporting for InfoWars, this is Greg Reese.
[00:52:17.507 --> 00:52:25.507]  [Intro Music]
[00:52:25.507 --> 00:52:31.507]  [Music]
[00:52:31.507 --> 00:52:33.507]  [inaudible]
[00:52:33.285 --> 00:52:35.147]  Alex Jones, the foreign conspiracy theorist... Alex Jones!
[00:52:35.167 --> 00:52:35.267]  Stop!
[00:52:35.086 --> 00:52:38.086]  [Music]
[00:52:38.086 --> 00:52:43.086]  Alex Jones, the foreign conspiracy theorist.
[00:52:43.086 --> 00:52:47.086]  [Music]
[00:52:47.086 --> 00:52:49.086]  [Laughter]
[00:52:49.086 --> 00:52:51.086]  Alex Jones.
[00:52:51.086 --> 00:52:53.086]  [Music]
[00:52:53.086 --> 00:52:56.086]  Stop, Russian, stop!
[00:52:56.086 --> 00:52:59.086]  [Music]
[00:52:59.086 --> 00:53:01.086]  The war is coming to an end.
[00:53:02.086 --> 00:53:05.086]  [Music]
[00:53:05.086 --> 00:53:08.086]  Your reputation is amazing. I will not let you down.
[00:53:08.086 --> 00:53:11.086]  You will be very, very impressed, I hope.
[00:53:11.086 --> 00:53:19.086]  [Music]
[00:53:19.086 --> 00:53:26.746]   Jake, wonderful having you on with us yesterday for that hour, but with commercial breaks, we only had about 50
[00:53:26.746 --> 00:53:27.086]  minutes.
[00:53:27.086 --> 00:53:29.086]  50 minutes.
[00:53:28.536 --> 00:53:53.043]   So now I'd like to Have you go wherever you want on the new world order, on the nature of reality, on the globalist, on where you think they're going, on the Ukraine war, on the cashless society, on Trump, but then interspersed between your hosting here, because I'm going to just be riding shotgun with you for the next hour and a half or so, I will also bring up some topics and play some Trump clips and things of what he's been saying.
[00:53:54.426 --> 00:53:55.988]  Give my take on that.
[00:53:56.068 --> 00:53:58.050]  But thank you for joining us.
[00:53:58.090 --> 00:54:03.315]  Do you want to comment on the on this poison shot news I just rolled out or just move on to other topics?
[00:54:03.335 --> 00:54:09.361]  Well, actually, I could bring it all around as soon as I kind of lay some groundwork, if you like.
[00:54:10.843 --> 00:54:11.363]  You got the floor.
[00:54:11.403 --> 00:54:11.703]  Go ahead.
[00:54:11.804 --> 00:54:12.484]  OK, cool.
[00:54:13.345 --> 00:54:13.605]  All right.
[00:54:13.766 --> 00:54:13.946]  So.
[00:54:14.910 --> 00:54:26.337]  According to the HeartMath Institute, our DNA acts almost like an antenna, kind of like our brain acts like an antenna for what something quantum physicists call as non-local consciousness.
[00:54:26.938 --> 00:54:37.371]   They say that consciousness is not an emergent property of complex neural activity in the brain, Consciousness is kind of like the laws of physics.
[00:54:37.492 --> 00:54:38.772]  It's embedded in the universe.
[00:54:39.172 --> 00:54:45.575]  So consciousness is very like intricately and tightly knit into the fabric of reality itself.
[00:54:46.035 --> 00:54:47.976]  And they call this non-local consciousness.
[00:54:48.016 --> 00:54:53.539]  And they say that our DNA and our brains are like antenna for this non-local consciousness.
[00:54:53.839 --> 00:55:03.123]  We are sending and receiving light and information or electromagnetic signals through our DNA and through these antenna on our DNA and through our brain and brain activity.
[00:55:04.034 --> 00:55:13.022]  So, what ends up activating this DNA is the emotions that we feel.
[00:55:13.042 --> 00:55:22.830]  So, if we have a low frequency emotion, if we have a low frequency thought, then this creates a wave of fear in the electromagnetic field around the body, okay?
[00:55:23.150 --> 00:55:27.654]  And when you do that, it activates far less of the antenna on the DNA.
[00:55:28.294 --> 00:55:41.540]   So, when you then have a feeling of love, Then what ends up happening is that it's a much higher frequency emotion, a higher frequency thought, and far more antennae are activated on the DNA.
[00:55:41.941 --> 00:55:51.168]  Now, the other thing that happens is that the electromagnetic field around the body actually, during fear-based thoughts and emotions, it constricts and it gets tighter around the body.
[00:55:51.408 --> 00:55:55.271]  The DNA also really constricts and it tightens up and it degrades faster.
[00:55:55.671 --> 00:55:59.274]  Whereas in the case of love, the DNA actually expands.
[00:55:59.514 --> 00:56:04.233]   and it relaxes and all of these antennae get activated on it and the electromagnetic field
[00:56:04.233 --> 00:56:11.032]   around the body expands and it expands further and further beyond the body. So our thoughts and our
[00:56:11.032 --> 00:56:18.233]   emotions are electromagnetic frequencies, okay, and we are creating a feedback loop of light and
[00:56:18.233 --> 00:56:23.753]   information or electromagnetic activity with non-local consciousness through our brains,
[00:56:23.753 --> 00:56:27.353]   through our hearts, through our DNA. And by the way, what you're saying, I just want to interrupt
[00:56:27.353 --> 00:56:31.753]  briefly. The quantum physicists all know this.
[00:56:29.903 --> 00:56:30.743]  This is not debated.
[00:56:30.763 --> 00:56:34.945]  When they observe neutrons or other particles, they do different things when they don't observe them.
[00:56:35.185 --> 00:56:38.326]  When people pray and look at a neutron, they've now learned it does different things.
[00:56:38.666 --> 00:56:44.309]  We are definitely having an effect, like the force in Star Wars is a simple way of saying it.
[00:56:45.069 --> 00:56:46.129]  This is a real thing.
[00:56:46.449 --> 00:56:46.830]  Keep going.
[00:56:48.590 --> 00:56:50.531]  Yes, and that's why I practice shamanism.
[00:56:51.131 --> 00:56:55.293]  So, let's talk about cymatics for a second.
[00:56:55.785 --> 00:56:57.867]  I'm sure you're familiar with cymatics Alex.
[00:56:57.947 --> 00:56:58.868]  Yes.
[00:56:59.049 --> 00:57:05.215]  For those that aren't though, cymatics is basically the use of sound and frequencies to create certain patterns within mediums.
[00:57:05.696 --> 00:57:12.203]  So I'm sure many people have seen the video where somebody puts like grains of sand or grains of rice on like a metal plate or a speaker.
[00:57:13.123 --> 00:57:27.567]  And then what they do is they plug a sound into the speaker, they turn a frequency on, and then the frequency ends up causing the grains of rice to manifest in a pattern of sorts because of the vibration that is being channeled through the speaker.
[00:57:28.487 --> 00:57:32.688]  Now, the higher the frequency, the more complex the pattern.
[00:57:32.827 --> 00:57:35.628]  The lower the frequency, the less complex the pattern.
[00:57:35.628 --> 00:57:44.628]  [MUSIC]
[00:57:44.628 --> 00:57:51.628]   If I was the Deep State and I wanted to destroy America, I would rig the election with a puppet candidate.
[00:57:51.919 --> 00:57:54.922]  One that was so compromised that they would never say a word about it.
[00:57:55.903 --> 00:57:59.903]  I would create a false flag that allows for mail-in ballots.
[00:57:59.903 --> 00:58:03.224]  I would be in charge of the ballot counting machines.
[00:58:03.224 --> 00:58:08.262]   I would create a false flag to blame all who question the results of the election.
[00:58:08.262 --> 00:58:13.704]   If I was the deep state, I would prosecute anyone that went against me.
[00:58:13.704 --> 00:58:18.742]   I would sue and prosecute anyone that spoke up about the fraudulent election.
[00:58:18.742 --> 00:58:23.242]   I would use my powers to shut down all your internet businesses and bankrupt you.
[00:58:23.242 --> 00:58:27.262]   If I was the deep state, I would make everyone an example why you should never question a
[00:58:27.262 --> 00:58:30.262]  democrat ever winning an election.
[00:58:30.262 --> 00:58:32.704]  I would imprison my foes.
[00:58:32.704 --> 00:58:36.864]   I would use my corrupt DAs and blackmail judges to destroy you.
[00:58:36.864 --> 00:58:40.063]   I would make sure all crimes I ever committed never happened.
[00:58:40.063 --> 00:58:42.744]  I would prosecute my biggest competition.
[00:58:42.744 --> 00:58:46.423]   I would make sure they could never run for office ever again.
[00:58:46.423 --> 00:58:50.384]   If I was the deep state, I would convince everyone that Ukraine Nazis were good and
[00:58:50.384 --> 00:58:52.123]  women are men.
[00:58:52.123 --> 00:58:55.824]   If I was the deep state, I would own every politician that mattered.
[00:58:55.824 --> 00:59:00.664]   If I was the deep state, I would push my pedophilia ambitions on you.
[00:59:00.664 --> 00:59:06.224]   If I was the deep state, you'd question your sexual identity but not the medical establishment.
[00:59:06.224 --> 00:59:09.463]  If I was the deep state, you would fear to ever resist me.
[00:59:09.491 --> 00:59:12.613]  If I was the Deep State, you would wish I was really the devil.
[00:59:12.452 --> 00:59:15.012]  If I was the Deep State, I would say mission accomplished.
[00:59:15.012 --> 00:59:44.012]  [Music]
[00:59:45.012 --> 00:59:59.012]  [Music]
[00:59:59.012 --> 01:00:08.759]   Now if we look at Earth like it is the speaker, And we look at the electromagnetic field around the earth like it is the frequency.
[01:00:09.239 --> 01:00:21.184]  Then we as human beings, our civilizations, all life forms on the planet, end up basically being the grains of rice that are on the speaker and being moved by the frequency.
[01:00:21.584 --> 01:00:32.229]  Now this is really profound because if our thoughts and our emotions are electromagnetic frequencies that are tied into the electromagnetic field of the earth itself, right?
[01:00:32.913 --> 01:00:54.219]   Then it would make sense that our like we were saying about like the moon cycles and what people say about moon cycles and like how certain people have you know Women have their periods, or women give birth at a higher percentage rate during full moon cycles, or emergency rooms are more full during full moon cycles and stuff like that.
[01:00:54.639 --> 01:01:06.586]  And they've also done studies with mammals that even if women are between a wall and pheromones aren't able to go over, still the women's periods will sync up just because they're in proximity, showing that there is an interdimensional frequency.
[01:01:08.371 --> 01:01:09.412]  Yes, exactly.
[01:01:09.932 --> 01:01:20.420]  So, like I said, the Earth is the speaker, the electromagnetic field around the planet is the frequency, and the people and our civilizations are the grains of rice.
[01:01:20.781 --> 01:01:31.869]  Now, each and every new age, from say the age of Pisces to the age of Aquarius or something like that, you see here we're inexorably linked to the sacred geometry of the universe itself.
[01:01:32.029 --> 01:01:35.292]  Everything is a fractal in its pattern and in its structure.
[01:01:35.812 --> 01:01:49.439]  So, because we are a manifestation of the universe itself, because we are the universe looking at itself, we are made in the image of God, we are inexorably linked to this frequency that is creating all of reality.
[01:01:49.639 --> 01:01:52.220]  All of reality is based on cymatics.
[01:01:52.540 --> 01:01:55.842]  God was the Word, the Word was with God, right?
[01:01:56.282 --> 01:01:57.803]  Let there be light.
[01:01:57.863 --> 01:01:58.563]  What is a Word?
[01:01:58.643 --> 01:01:59.484]  A Word is sound.
[01:02:00.104 --> 01:02:16.136]  So, all of reality is basically based on this notion of cymatics and energy being channeled through this feedback loop of light and information that isn't just going through our bodies, but it's also going through the planet, through the vortexes on the planet, through the ley lines on the planet.
[01:02:16.636 --> 01:02:19.618]  It's also going through the sun and all of the planets in the solar system.
[01:02:19.658 --> 01:02:22.420]  It's going through the stars in the galaxy.
[01:02:22.460 --> 01:02:23.421]  It's going through the galaxy.
[01:02:23.461 --> 01:02:25.482]  It's going through all the galaxy and galaxy fields.
[01:02:25.782 --> 01:02:29.445]  It's going through the whole universe itself because everything is made up of energy.
[01:02:30.342 --> 01:02:35.004]  So each and every single new age, you see here, human beings are kind of like in the middle.
[01:02:35.524 --> 01:02:42.786]  Human beings are in the middle of all this infinitely complex sacred geometric resonance frequencies.
[01:02:43.006 --> 01:02:45.387]  Everything is based on harmonics and mathematics.
[01:02:45.827 --> 01:02:53.109]  So all the way down to the atomic and the quantum, all the way out to the universal and multiversal, it's all based on the same sacred geometry.
[01:02:53.130 --> 01:02:54.490]  It's all based on the same pattern.
[01:02:54.989 --> 01:02:57.172]  It's all based on cymatics, right?
[01:02:57.432 --> 01:03:06.242]  And based on the cymatic frequency of the universe, that will determine what our thoughts, what our emotions are, etc.
[01:03:06.282 --> 01:03:10.366]  And there are cycles to this energy moving through the cosmos and our bodies.
[01:03:10.827 --> 01:03:23.401]   And this is why each and every new age We are going to see a different pattern of energy manifest itself on the planet, and that is going to manifest as different species in the ecosystems.
[01:03:23.741 --> 01:03:27.403]  It's also going to manifest as different versions of human civilization.
[01:03:27.983 --> 01:03:33.885]  It's going to manifest as different thoughts and views of reality.
[01:03:34.406 --> 01:03:37.307]  It's going to manifest in different cultural behaviors, etc.
[01:03:38.431 --> 01:04:02.079]  So what's really interesting to note, though, is that when you look at the cymatic patterns and when they change, when they have a phase transition from, say, a low frequency to a high frequency, what ends up happening is that in between that phase transition, in between one frequency and another, as the frequency changes, there is a period of chaos where there is no discernible pattern whatsoever.
[01:04:03.039 --> 01:04:08.647]   And then all of a sudden, boom, The pattern then reemerges, a new pattern emerges.
[01:04:09.108 --> 01:04:23.646]  So this is why we are living through the time that we are living in, because we are kind of moving through this phase transition period where we are moving into a new frequency because we have just gone from the age of Pisces into the age of Aquarius.
[01:04:23.846 --> 01:04:45.676]  And I want to be clear here, Jake, I want to be clear just to say I am a Christian, Holy Spirit, God, but God made the universe and made all these energies, and then the mainline churches don't want people to know about these energies, and that goes into the Masons and other groups that have been suppressing this information while claiming that they are bringing forward the light, but really they're bringing forth, in my research, a false light.
[01:04:45.716 --> 01:04:51.238]  This is really proof of God's handiwork in the universe.
[01:04:51.298 --> 01:04:52.379]  The signature is everywhere.
[01:04:55.708 --> 01:05:00.551]  For everything the globalists hit us with, God, through Mother Nature, has given us the answer.
[01:05:01.372 --> 01:05:11.519]  I don't have to sell you on CBD oil, full spectrum CBD oil, the incredible things it does for your nerves, your brain, your entire physiological system, for your nervous system particularly.
[01:05:11.979 --> 01:05:13.480]  Everybody knows it's incredible, it works.
[01:05:14.021 --> 01:05:18.724]  We have the strongest, best CBD oil you're going to find anywhere at the lowest price.
[01:05:19.104 --> 01:05:25.192]   Yes, you can find this same CBD oil for 30% more Because that's who we're getting it from.
[01:05:25.632 --> 01:05:27.793]  Made right here in Central Texas.
[01:05:28.353 --> 01:05:31.195]  Our private label name is Rebel Zen.
[01:05:31.975 --> 01:05:37.198]  Rebel Zen is a private label of one of the top three or four CBD makers in the country.
[01:05:37.578 --> 01:05:40.319]  It's based right here in Texas, and we're giving it to you at 30% off.
[01:05:40.399 --> 01:05:41.500]  And here's what's even crazier.
[01:05:42.280 --> 01:05:43.842]  30% off of what they're selling it for.
[01:05:44.163 --> 01:05:47.186]  They're selling theirs for 30% off what their competitors are.
[01:05:47.407 --> 01:05:51.451]  So this is the highest rated, already at the lowest price, now even a lower price.
[01:05:51.792 --> 01:05:52.393]  Rebels In.
[01:05:52.553 --> 01:05:54.916]  Get yours at InfoWareStore.com now!
[01:05:58.010 --> 01:06:07.416]  If you look into, like, the phi ratio, or the golden mean, the phi ratio, the Fibonacci sequence, and the sacred spiral, and all that stuff, then this is God's signature.
[01:06:08.017 --> 01:06:14.061]  The torus, the double toroidal, the double torus field, the toroidal field, what's called the vector equilibrium.
[01:06:14.844 --> 01:06:30.190]  All of these things are sacred geometric patterns that are fractal in nature, and because they are mathematically sound, because they are mathematically stable, and because they are harmonically stable, they are able to be built upon in size and scale infinitely large and infinitely small.
[01:06:30.230 --> 01:06:45.065]   Did you see that French physicist, I forget the name, they can pull it up, type in sacred geometry Saturn, and he predicted Over a hundred years ago that if we were able to look at the poles of Saturn that it would have a
[01:06:46.994 --> 01:07:06.104]  Hexagon on it that an interdimensional field because it was a big enough gas giant Would manifest that and when Voyager finally flew over it there it was Yes, and that's where we get into like the Saturnian cube And that's why we see all these cubes and stuff and corporate logos and things of that nature now What's really interesting about that is that?
[01:07:06.984 --> 01:07:09.125]  It's been discovered that yes see there.
[01:07:09.165 --> 01:07:09.386]  It is.
[01:07:09.946 --> 01:07:32.983]   It's been discovered that um When a human being looks at a pattern, what ends up happening is the multidimensional neurological structure within the brain, because our brain has several dimensions of neurological connections, the multidimensional neurological structure in the brain actually mirrors the symbol that people are looking at.
[01:07:33.590 --> 01:07:47.202]  So, if we're all looking at cubes, or we're all looking at the evil eye of Saturn, like in the CBS logo, or something like that, then those patterns are going to manifest in our psyche, and in one way or another affect our subconscious brain, and therefore our consciousness.
[01:07:47.282 --> 01:07:52.726]  I was about to ask you, why are the dark magicians suppressing this, and why are they obsessed with the cube of Saturn?
[01:07:54.448 --> 01:07:56.249]  Well, actually, I was just about to get into that.
[01:07:56.409 --> 01:08:21.201]   So, the reason why we are seeing The old systems falling apart and the corruption becoming so apparent is because, and the reason why ideology is playing a really big role, is because the pattern and the frequency of our thoughts and our emotions, electromagnetic frequencies here on the planet, is changing.
[01:08:21.641 --> 01:08:30.323]   But this is also why these corrupt individuals, these globalist less-than-one-percenters, are creating a society that is based on controlling
[01:08:30.323 --> 01:08:31.944]  our collective consciousness.
[01:08:31.944 --> 01:08:37.643]   Because they understand it's about controlling the electromagnetic field in the ley lines of the planet,
[01:08:37.643 --> 01:08:39.823]  and we'll get into that in just a little bit.
[01:08:39.823 --> 01:08:44.082]   But they're trying to control the collective consciousness of humanity.
[01:08:44.082 --> 01:08:47.082]   And they're doing so through psychological warfare techniques.
[01:08:47.043 --> 01:08:57.668]  They're trying to keep us in a low-frequency state of thought and emotion, so that we don't expand our consciousness beyond the physical body, so that we are living in an illusion of separation.
[01:08:58.168 --> 01:09:06.472]  Now, in the Amazonian tradition, they believe that the root of all evil is rooted in the illusion of separation.
[01:09:06.532 --> 01:09:06.852]  That's right.
[01:09:06.872 --> 01:09:07.532]  Let me interrupt you.
[01:09:07.592 --> 01:09:08.373]  I said you'd have the floor.
[01:09:08.393 --> 01:09:09.073]  This is so key.
[01:09:09.133 --> 01:09:11.294]  I had a top psychiatrist, medical doctor on.
[01:09:11.914 --> 01:09:21.758]  Two days ago, and she said, reading the Tavistock Institute that created the whole trans movement, is disembodiment is their religion separating us from our bodies and from the connection of the universe.
[01:09:21.778 --> 01:09:25.860]  So they're literally trying to capture us in a false reality they're creating.
[01:09:27.680 --> 01:09:29.101]  That is 100% correct.
[01:09:29.141 --> 01:09:31.502]  So it's once again, it's psychological warfare techniques.
[01:09:31.582 --> 01:09:51.274]   It's about enslaving and controlling our minds to maintain and reinforce this illusion of separation And in turn, see, this is the frequencies of love and frequencies of fear here, based on like, if you map these frequencies on the DNA, then you end up activating less DNA with a fear-based emotion.
[01:09:51.334 --> 01:10:01.478]  And every one of these dots that is on the DNA is an antenna that is activated to send and receive light and information, send and receive electromagnetic activity or electromagnetic signals with non-local consciousness.
[01:10:01.798 --> 01:10:09.967]  So they're trying to keep us in this low-frequency state of fear so that they can control our thoughts, so they can control our emotions, so that they can control our behavior.
[01:10:10.247 --> 01:10:21.939]  And they're doing this to maintain and reinforce a system of global enslavement to a socioeconomic and geopolitical system that is entirely based on corruption and their control.
[01:10:22.603 --> 01:10:24.906]  Now, we are in the apocalypse right now.
[01:10:25.266 --> 01:10:26.868]  The apocalypse isn't a bad thing.
[01:10:26.948 --> 01:10:31.894]  It just means a revealing or a lifting of the veil during a time of mass deception.
[01:10:33.414 --> 01:10:37.455]  It's not that things in the world are getting worse because they've always been this bad.
[01:10:37.935 --> 01:10:46.337]  What's happening is that things in the world and the truth of global corruption is becoming more and more and more obvious to the average individual.
[01:10:46.357 --> 01:10:57.980]  And that's why we see the Great Awakening and that's why the system's so scared and why they try to terrorize the leaders and pin us down so that we get in a space of fear so that we stop resonating as leaders in a chain reaction.
[01:10:59.614 --> 01:11:00.295]  That is correct.
[01:11:00.395 --> 01:11:02.758]  So with this whole thing regarding Saturn, right?
[01:11:03.359 --> 01:11:16.077]  If we understand the patterns that they're trying to implant in people's brains and therefore affect the collective consciousness of humanity, because I heard you saying earlier something about all we need is like 10 million people to learn this and then everything changes, right?
[01:11:16.827 --> 01:11:21.011]  So they are trying to keep the lid on human consciousness.
[01:11:21.051 --> 01:11:28.857]  They are trying to scare people that are leaders that are trying to basically escape this matrix of subversion and control.
[01:11:29.057 --> 01:11:42.606]   They're trying to create fear in their hearts and in their minds so that these individuals will not act like a beacon of light For the rest of humanity so that they won't reveal the nature to this what I call death matrix because that's what it is.
[01:11:42.966 --> 01:11:53.331]  The system that we're talking about is maintained by things like warfare, things like famine, things like disease, things like pollution, things like chaos, pain, suffering, right?
[01:11:53.431 --> 01:11:53.731]  Death.
[01:11:54.231 --> 01:11:57.133]  That's what is maintaining this system that we're talking about.
[01:11:57.193 --> 01:11:58.914]  And what did Kerry say in the last three months?
[01:11:59.214 --> 01:12:02.036]  He said, we must cut the food to save the earth.
[01:12:02.076 --> 01:12:03.617]  He means their globalist control of earth.
[01:12:03.857 --> 01:12:04.678]  So they must have war.
[01:12:04.718 --> 01:12:05.458]  They must have famine.
[01:12:05.478 --> 01:12:08.220]  He's literally saying, we must cut down trees to save the earth.
[01:12:08.280 --> 01:12:09.020]  They're now bad.
[01:12:09.681 --> 01:12:12.062]  We must stop organic farming.
[01:12:12.142 --> 01:12:12.542]  It's bad.
[01:12:13.043 --> 01:12:15.344]  We must cut the food.
[01:12:15.384 --> 01:12:16.745]  I mean, it's openly evil.
[01:12:18.709 --> 01:12:22.373]  Well, and it's they're trying to maintain their system of full spectrum dominance.
[01:12:22.853 --> 01:12:29.801]  You see, a lot of these elites believe that the greatest threat to the planet and to humanity is overpopulation.
[01:12:30.701 --> 01:12:37.929]  So because they believe that the greatest threat to the planet and humanity is overpopulation, they are trying to figure out strategic ways to depopulate the Earth.
[01:12:38.775 --> 01:12:55.469]  But in the process, whether it be through things like geoengineering, the jab, mRNA injections, whether it be through pollution or, you know, not allowing people treatments for cancer that are going to cure their cancer, whether it be things like childhood leukemia and glyphosate and all sorts of stuff.
[01:12:55.710 --> 01:12:55.910]  5G.
[01:12:56.730 --> 01:12:58.212]  Regardless of what's that?
[01:12:58.312 --> 01:12:58.892]  Oh, yeah.
[01:12:58.952 --> 01:12:59.173]  5G.
[01:12:59.273 --> 01:12:59.573]  Well, yeah.
[01:12:59.613 --> 01:13:04.277]  And what's really interesting about that is that let's talk about this death matrix for a second.
[01:13:04.989 --> 01:13:25.769]   Because the death matrix is actually trying to cover up the divine matrix, what I call the divine matrix, which is based on understanding of sacred geometry, understanding of the nature of cymatics in the universe, the nature of our bodies and how they are interconnected or quantum entangled to All of creation.
[01:13:26.450 --> 01:13:28.291]  So that's the divine matrix.
[01:13:28.311 --> 01:13:49.629]  And we could go into that a little more deeply later, but the point is that these less than one percenters are trying to use their death matrix of anthropogenic chemicals, which are man-made chemicals that don't biodegrade, but instead they bioaccumulate in the ecosystem to toxic levels and they destroy the microbiological life in the water, the air, and the soil.
[01:13:50.129 --> 01:13:52.471]  Okay, and they basically make ecosystems unlivable.
[01:13:52.491 --> 01:13:54.733]  It creates what's called ecocide and mass extinctions.
[01:13:55.473 --> 01:13:58.296]  They are also using propaganda.
[01:13:58.956 --> 01:14:00.557]  They are also to control the minds.
[01:14:00.577 --> 01:14:03.219]  They are also using electromagnetic frequencies, 5G.
[01:14:03.500 --> 01:14:04.661]  They are using Wi-Fi.
[01:14:04.721 --> 01:14:09.925]  They are using all sorts of invisible frequencies.
