[00:00:00.000 --> 00:00:03.359]  [BEEPING]
[01:57:17.877 --> 01:57:27.922]   And sometimes it's a nonsensical thing about Something that, you know, that's gonna happen, and then it happens a year later, and you've even written it down and it happens.
[01:57:28.542 --> 01:57:38.226]  But when I have these dreams where I guess you fold space, fold time, go into the future, which our higher consciousness can do interdimensionally, we're in the third dimension, but our souls are obviously projecting up higher.
[01:57:38.246 --> 01:57:40.506]  That's been mathematically, scientifically proven now.
[01:57:40.546 --> 01:57:43.907]  So we get to have a window into at least potential futures.
[01:57:43.927 --> 01:57:46.548]  It's kind of a Frank Herbert Dune situation.
[01:57:46.968 --> 01:57:51.250]  But when I would have these dreams, I would also wake up very sweaty and vomit.
[01:57:53.379 --> 01:58:00.706]  Well, Thanksgiving 2023 is here, and that means we've got the biggest sell of the year that just went live.
[01:58:01.086 --> 01:58:02.968]  Black Friday comes early.
[01:58:03.829 --> 01:58:14.099]  Everything is massively discounted at infowarestore.com, up to 60% off, and X2 sold out for over a year is finally back in stock.
[01:58:14.759 --> 01:58:17.683]  The InfoWars Black Friday special has arrived.
[01:58:18.124 --> 01:58:21.689]  Up to 60% off at free shipping and double Patriot points.
[01:58:22.109 --> 01:58:25.794]  Ladies and gentlemen, the annual Black Friday event at InfoWars Store has arrived.
[01:58:25.814 --> 01:58:30.741]  We're bringing you a huge roster of sales, including recently restocked best-selling items.
[01:58:31.141 --> 01:58:31.442]  Up to 60% off.
[01:58:32.603 --> 01:58:38.270]  In addition to those savings, we're offering free store-wide shipping and double Patriot points.
[01:58:38.290 --> 01:58:47.381]  60% off Brain Force Plus, 60% off Brain Force Ultra, 50% off Real Red Pill Plus, green fiber capsules, down-and-out sleep support, all 50% off.
[01:58:48.982 --> 01:58:49.183]  40% off.
[01:58:49.243 --> 01:58:49.923]  Back in stock.
[01:58:49.983 --> 01:58:50.664]  Vazzo Beats.
[01:58:51.024 --> 01:58:52.184]  Bodies Limited Supply.
[01:58:52.465 --> 01:58:53.325]  Vitamin Mineral Fusion.
[01:58:53.345 --> 01:58:54.006]  Limited Supply.
[01:58:54.026 --> 01:58:54.826]  DNA Force Plus.
[01:58:55.086 --> 01:58:55.747]  Limited Supply.
[01:58:55.787 --> 01:58:56.487]  D3 Gummies.
[01:58:56.727 --> 01:58:58.609]  Whole Food Multivitamins.
[01:58:58.629 --> 01:58:58.809]  25% off.
[01:58:59.069 --> 01:58:59.529]  X2.
[01:58:59.609 --> 01:59:00.250]  Back in stock.
[01:59:00.610 --> 01:59:01.210]  All coffee.
[01:59:01.410 --> 01:59:03.051]  All InfoWars MD products.
[01:59:03.172 --> 01:59:04.312]  All InfoWars Platinum products.
[01:59:04.753 --> 01:59:09.095]  And more at InfoWarsStore.com.
[01:59:09.115 --> 01:59:17.721]   But I'm telling you, This Black Friday Comes Early is critical to your health, your stamina, your energy, your immune system, and it keeps us on air.
[01:59:17.821 --> 01:59:18.281]  It's a 360 win.
[01:59:18.602 --> 01:59:19.542]  Take action now.
[01:59:19.662 --> 01:59:20.723]  Black Friday Comes Early.
[01:59:21.203 --> 01:59:22.304]  X2, back in stock.
[01:59:23.685 --> 01:59:27.708]  First, there was Pac-Man, Donkey Kong, and Super Mario Brothers.
[01:59:28.128 --> 01:59:34.192]  And now, we give you the ultimate politically incorrect game, Alex Jones, New World Order Wars.
[01:59:34.892 --> 01:59:36.634]  They're turning the friggin' clubs, game!
[01:59:37.234 --> 01:59:38.155]  You Nazi scum!
[01:59:40.538 --> 01:59:42.779]  This game is mostly peaceful.
[01:59:42.879 --> 01:59:45.120]  Big Bill, I'm taking you down, rapist!
[01:59:45.320 --> 01:59:52.522]  Download it now at alexjonesgame.com because as we all know, anything badass gets censored!
[01:59:54.743 --> 02:00:00.685]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:00:04.546 --> 02:00:06.945]  Go to hell, New World Order.
[02:00:06.945 --> 02:00:17.046]  Protect him.
[02:00:17.090 --> 02:00:18.411]  We, uh, ran into some old friends.
[02:00:18.631 --> 02:00:19.232]  Is your ship alright?
[02:00:19.452 --> 02:00:20.753]  Seems okay if we can get to it.
[02:00:20.672 --> 02:00:27.672]   If you strike me down, I shall become more powerful than you could possibly imagine.
[02:00:27.672 --> 02:00:47.273]  Harrison, visit InfoWars.com/show now.
[02:00:48.217 --> 02:00:51.398]  I hope that old man got that tractor beam out of commission or this is going to be a real short trip.
[02:00:51.458 --> 02:00:51.818]  Okay, yes!
[02:00:53.198 --> 02:00:59.740]  While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
[02:01:00.440 --> 02:01:03.661]  Visit InfoWars.com forward slash show today.
[02:01:03.921 --> 02:01:12.924]  When I would have these dreams, I would also wake up very sweaty and vomit and just absolutely just be blown away with the worst headache you can imagine.
[02:01:13.284 --> 02:01:14.644]  And I don't even regularly have headaches.
[02:01:14.664 --> 02:01:16.805]  It would just be when I would have these dreams.
[02:01:17.645 --> 02:01:23.470]  And so that's my big psychic event that's also been proven by the fact I came out and called it.
[02:01:24.050 --> 02:01:29.074]  But then, basically, the psychic ability just helps you already see the data points.
[02:01:29.898 --> 02:01:41.686]  And then I guess your subconscious mind, you can even say then, programs what you call an AI, but a human artificial intelligence, advanced intelligence, interfacing with the universe, to then take you to the next level.
[02:01:42.146 --> 02:01:43.567]  And so it just goes on from there.
[02:01:43.687 --> 02:01:54.712]   I said two years ago in October, I said that Russia is going to invade by the end of February next year.
[02:01:54.732 --> 02:01:56.433]  That was three, four months before.
[02:01:56.453 --> 02:02:02.438]  I mean, there's literally been hundreds and hundreds and hundreds and hundreds of these, but that wasn't a dream or an event.
[02:02:02.778 --> 02:02:06.421]  That was me studying all the data and the background and intel.
[02:02:07.342 --> 02:02:11.406]  And I basically, I mean, I predicted they were going to come after the food.
[02:02:11.506 --> 02:02:15.249]  I predicted how they were going to break up the families, how they were going to finance race war.
[02:02:16.130 --> 02:02:21.474]  But 99% of it is just hidden in plain view and reading source documents.
[02:02:22.375 --> 02:02:24.057]  I mean, there's just many other examples.
[02:02:24.653 --> 02:02:44.571]  There are a lot of examples there, and what I can tell even from speaking with you today, Alex, is that you move between demonstrable, empirical facts, like, you know, phthalates in the water, and the increase of phthalates in the water are evidently affecting male fertility.
[02:02:46.372 --> 02:03:03.237]  You're obviously, like, sort of straight away, Alex, moving to such, like, complex areas of discussion, using, and also the way that you approach reality is a kind of rare, in a, let's say, in a kind of a rationalist, materialist world.
[02:03:03.837 --> 02:03:16.653]  Now, like, you know, when you say about sort of predictive dreams and prophecy and mysticism, most cultures make allowances for that, and the CIA utilize people with psychic capacities and psychic abilities.
[02:03:16.693 --> 02:03:20.238]  These kind of phenomena are areas of exploration.
[02:03:20.678 --> 02:03:34.709]  So, I don't think that the attempt to discredit you is because you are a person that, in a global culture, occupies a role that we would probably recognise more easily in smaller, tribalised culture, i.e.
[02:03:34.769 --> 02:03:37.832]  the mystic, the shaman, the evangelist.
[02:03:38.172 --> 02:03:44.718]   What I think is complex Is that our social and cultural systems don't afford even that role anymore.
[02:03:45.079 --> 02:03:59.434]  God, I've had enough cause lately to think about witch hunts and Salem and the way that mysticism, mystics and people that speak out and people that bring information out from the edge lands into the mainstream have been historically persecuted.
[02:03:59.694 --> 02:04:05.118]  Sometimes I wonder what people think they are talking about when the idea of a witch hunt is discussed.
[02:04:05.379 --> 02:04:14.926]  You know, that people seem to be able to produce evidence, seem to be able to conjure up legitimization for unpersoning, persecuting, shutting people down.
[02:04:15.266 --> 02:04:20.931]  It's very curious that those people generally are outspoken critics of the establishment.
[02:04:20.991 --> 02:04:44.444]   And the more I speak to you, the more I realize that you have inaugured a particular You and I would say in particular David Icke, both of whom have been subject to incredible attacks and incredible slurs, and it's difficult not to say that that would be predicated on and driven by the desire to shut down the things you're saying, rather than at what we're always offered, a desire to protect.
[02:04:44.984 --> 02:04:58.134]  So, with what you said about 9-11, are you ever tempted, when it comes to stuff like the phthalates in the water, or a subject like 9-11, to remain within what is empirical and demonstrable?
[02:04:58.074 --> 02:05:24.714]  Or is that just not the way you see stuff?
[02:05:24.765 --> 02:05:28.948]  What it does for your immune system, your body, all your cells, is miraculous.
[02:05:29.348 --> 02:05:30.849]  It's discounted at FootwearStore.com.
[02:05:31.269 --> 02:05:32.310]  Double Patriot points.
[02:05:32.650 --> 02:05:33.351]  Free shipping.
[02:05:33.851 --> 02:05:36.113]  Biggest sale, hands down, of 2023.
[02:05:36.773 --> 02:05:39.475]  I'm sure Christmas will have a big sale, but we'll be sold out of most of this.
[02:05:39.535 --> 02:05:41.357]  So, Christmas has come early.
[02:05:41.417 --> 02:05:42.578]  Black Friday's come early.
[02:05:42.958 --> 02:05:44.159]  And it funds the InfoWar.
[02:05:44.299 --> 02:05:45.200]  Get X2.
[02:05:45.520 --> 02:05:47.101]  Get Vazzo Beats back in stock.
[02:05:47.401 --> 02:05:52.605]  Get all the other great products at InfoWarStore.com right now.
[02:05:52.625 --> 02:05:56.228]   But again, Our fan favorite, my favorite, is X2.
[02:05:56.688 --> 02:05:57.869]  Sold out for over a year.
[02:05:58.189 --> 02:05:59.731]  Could be our last run of our shutdown.
[02:06:00.031 --> 02:06:00.912]  Get it while you can.
[02:06:01.112 --> 02:06:01.532]  X2.
[02:06:01.852 --> 02:06:03.694]  Discount at info or store.com.
[02:06:07.117 --> 02:06:09.819]  There are, of course, those who do not want us to speak.
[02:06:10.119 --> 02:06:10.519]  Let me think.
[02:06:10.539 --> 02:06:11.060]  Just let me think.
[02:06:11.080 --> 02:06:16.664]  In fact, even now, orders are being shouts into telephones and men with guns will soon be on their way.
[02:06:16.684 --> 02:06:17.385]  It's Chancellor Settler.
[02:06:18.025 --> 02:06:18.405]  Damn it!
[02:06:18.706 --> 02:06:18.886]  Why?
[02:06:19.778 --> 02:06:25.822]  Because while the truncheon may be used in lieu of conversation, words will always retain their power.
[02:06:26.362 --> 02:06:29.524]  Words are for the means to meaning and for those who will listen.
[02:06:31.946 --> 02:06:37.129]  The truth is, there is something terribly wrong with this country, isn't there?
[02:06:37.149 --> 02:06:38.110]  You decided, sir.
[02:06:38.190 --> 02:06:39.110]  You wanted it foolproof.
[02:06:39.130 --> 02:06:40.511]  You told me every television in London!
[02:06:40.771 --> 02:06:42.873]  Cruelty and injustice.
[02:06:42.893 --> 02:06:44.274]  Intolerance and oppression.
[02:06:44.674 --> 02:06:54.139]  And where once you had the freedom to object, to think and speak as you saw fit, you now have censors and systems of surveillance coercing your conformity... Cameras.
[02:06:54.360 --> 02:06:55.260]  We need cameras.
[02:06:55.520 --> 02:06:56.301]  How did this happen?
[02:06:56.981 --> 02:06:57.722]  Who's to blame?
[02:06:58.729 --> 02:07:01.353]  Well, certainly there are those who are more responsible than others.
[02:07:01.373 --> 02:07:03.276]  They will be held accountable.
[02:07:03.296 --> 02:07:09.165]  But again, truth be told, if you're looking for the guilty, you need only look into a mirror.
[02:07:10.367 --> 02:07:12.168]  I know why you did it.
[02:07:12.349 --> 02:07:13.429]  I know you were afraid.
[02:07:13.870 --> 02:07:14.570]  Who wouldn't be?
[02:07:15.091 --> 02:07:15.531]  War?
[02:07:15.851 --> 02:07:16.272]  Terror?
[02:07:16.492 --> 02:07:17.112]  Disease?
[02:07:17.793 --> 02:07:23.637]  There were a myriad of problems which conspired to corrupt your reason and rob you of your common sense.
[02:07:24.238 --> 02:07:30.002]  Fear got the best of you, and in your panic you turned to the now High Chancellor, Adam Sutler.
[02:07:30.422 --> 02:07:37.422]   He promised you order, he promised you peace, and all he demanded in return was your silent, obedient consent.
[02:07:37.422 --> 02:07:45.422]  There is a war.
[02:07:45.176 --> 02:07:46.197]  It's happening now.
[02:07:47.058 --> 02:07:48.881]  It will decide the fate of humanity.
[02:07:49.442 --> 02:07:51.265]  The time to choose sides has come.
[02:07:51.986 --> 02:07:53.488]  We are the resistance.
[02:07:53.728 --> 02:07:55.728]  We are the Infowar.
[02:07:55.728 --> 02:08:01.728]  [Music]
[02:08:01.728 --> 02:08:08.728]   Alex, you know, it's recently been discussed that the CIA have demonstrable connections with some of the hijackers.
[02:08:09.012 --> 02:08:23.985]  We now know that the law C702 is being perpetuated even as we speak, using Hamas's attacks on Israel to legitimize ongoing surveillance measures that Snowden revealed.
[02:08:24.365 --> 02:08:40.835]   Do you ever feel like you could Curtail and measure the way that you communicate, that it would be possible that more people would be brought along if you were able to say, look, here's what I can prove, this is what I sense, this is what I intuit.
[02:08:41.175 --> 02:08:45.637]  The mystical component of human beings has been shut down for a long time.
[02:08:45.677 --> 02:08:54.302]  We're demystifying humanity in our rationalist world at the expense of the ability to emotionally communicate, or to transcend, or to look for new solutions.
[02:08:54.642 --> 02:09:21.880]   And believe me, I agree with you that we're at an apocalyptic It's a precipitous moment now, I think more than ever, and the reason I've always remained open to you in spite of a dominant legacy media plainly trying to attack and discredit you, and the sort of miraculous moment when Trump ascended into office where you were, you know, given that incredible access and fated, and indeed that you are a sort of an impure
[02:09:22.660 --> 02:09:29.243]  Of the Joe Rogan model, and it's nice of you to say that, you know, that I'm somewhat a figure that exists on those countercultural margins.
[02:09:29.503 --> 02:09:36.386]  And I can say for sure now that what happens when you occupy those spaces is you will be attacked at some point.
[02:09:36.426 --> 02:09:42.928]  They will find a way to attack you and shut you down and make it look as credible as possible.
[02:09:42.948 --> 02:09:43.849]  They'll find where you're weak.
[02:09:43.869 --> 02:09:54.273]   And to hear you speak about your own encounters with that I feel a great deal of sympathy for you, even though, you know, no one could have missed the way that the Legacy Media covered the story you touched on.
[02:09:54.573 --> 02:10:13.104]   So I guess what this question actually is, Alex, is do you feel that you, in a sense, arm your detractors by your willingness to move from, I have prophetic dreams, I had access to this white paper, I knew that these chemicals would have this effect on gender identity.
[02:10:13.124 --> 02:10:20.232]  You know, do you see that you're pulling in a great deal of information, mystical, conjecture, prophetic, as well as data?
[02:10:20.533 --> 02:10:25.599]  Or is that something you're deliberately doing, in spite of the fact that it obviously enables people to attack you?
[02:10:28.510 --> 02:10:29.430]  Let's unpack this.
[02:10:29.990 --> 02:10:43.255]  As you mentioned, the CIA, MI6, OSS before that, Hitler and his, Gestapo, the Russian czars, they were all obsessed with mysticism, they were all obsessed with the occult.
[02:10:44.347 --> 02:10:54.876]  And they put massive amounts of money into scientists trying to quantify what was causing it, what was doing it, because it's a real phenomenon.
[02:10:55.236 --> 02:11:00.580]  There's also a lot of charlatans around it, but it's simply things, as David Icke says, not in the light spectrum.
[02:11:01.061 --> 02:11:14.732]   Now with the quantum mechanics and with all of the observations they've done, where if you observe a neutron, it won't jump You know, through a solid block of lead, but if you don't observe it, it will.
[02:11:15.232 --> 02:11:32.484]  That there are a lot of laws to the universe, and so the CIA has spent hundreds of billions of dollars, conservatively, over the last 70 years or so, because they were founded in 1947, with mind wars, and with psychic soldiers, and with all of that.
[02:11:32.924 --> 02:11:50.596]   And what they found was, and the Russians found this too, it's very real, But they can't control it and so they'd rather chemicalize and dumb down and poison the public to lower consciousness so that they don't have to deal with that wild card.
[02:11:51.156 --> 02:12:06.527]   And so they know it's extremely real and at the end of the day when I analyze stuff Then I just use, you call it the conscious with the subconscious and the unconscious, to just go with what is my gut level then of where this is going.
[02:12:06.827 --> 02:12:15.071]  And I'm actually clear with the listeners and the viewers that this is fact, this is going on, this is real, and I'll show the documents.
[02:12:15.331 --> 02:12:16.312]  I'll show you one here in a moment.
[02:12:17.412 --> 02:12:24.706]   And then I say now, this is what you Politically, I think it's probably going to happen.
[02:12:25.026 --> 02:12:26.426]  And then here's my gut.
[02:12:26.547 --> 02:12:31.508]  And I don't even spend a lot of my time on the gut and all of that.
[02:12:31.888 --> 02:12:38.791]  What they do is, when you're on air three, four, five hours a day, I'll be on the air today seven hours, doing my show, your show, other shows.
[02:12:40.611 --> 02:12:42.452]  They can just cherry pick things.
[02:12:42.812 --> 02:12:44.593]  And they can also take things out of context.
[02:12:44.613 --> 02:12:49.914]  Like when I said, I'm going to eat my neighbors when civilization collapses because they're cutting the food and energy supply off.
[02:12:50.415 --> 02:12:59.593]   I said, this is a Modest proposal, Jonathan Swift, the famous essayist, that they wouldn't feed the Irish during the famines.
[02:12:59.614 --> 02:13:03.276]  We said, well, why don't we just have the Irish sell their babies to the meat markets?
[02:13:03.717 --> 02:13:32.141]   I said, this is an analogy or a warning of, does the left or people going along with the collapse of civilization and this post-industrial world that they admit they're building or setting up right now, this great reset, That it'll be like Viggo Mortensen's The Road, or it will be something very close to that, and that those of us that know how to survive will literally have to end up eating your ass.
[02:13:32.441 --> 02:13:38.523]  Well, they just said Jones has total meltdown, goes completely crazy, and says that he's going to eat his neighbors.
[02:13:38.543 --> 02:13:39.924]  Now, I knew when I did it.
[02:13:40.697 --> 02:13:43.820]  They were going to cut the front off and then deceptively put it out.
[02:13:44.121 --> 02:13:49.706]  So sometimes I calculate, particularly as I've been on the air almost 30 years, I do that more and more.
[02:13:49.767 --> 02:13:50.968]  That was completely calculated.
[02:13:51.428 --> 02:13:52.389]  I didn't tell the lie.
[02:13:52.910 --> 02:13:55.613]  I knew they were going to take what I did and put it out shockingly.
[02:13:56.303 --> 02:14:12.832]  And I was being massively censored, so I had to have a way to get people back to the show to actually hear me talk about, hey, they're cutting fertilizer production, they're cutting natural gas and fuel, they're cutting water supplies off around the world, blocking groups that want to put water supplies into Africa, wells and things, like we're now seeing.
[02:14:13.112 --> 02:14:20.697]  They're now going after the guy that drilled 100 wells, when the UN hasn't done that in 10 years, has gotten millions of dollars, because they don't want people actually being helped.
[02:14:22.478 --> 02:14:25.721]  In the past, I really didn't think about how I was coming off.
[02:14:26.361 --> 02:14:28.563]  I was just, you know, a wild man.
[02:14:28.803 --> 02:14:31.626]  And as you get older, and we all know that, you tend to settle down.
[02:14:32.086 --> 02:14:38.992]  And so I'm a lot more subdued than I used to be and a lot more calculated, because back then I didn't realize the effect or how big I was.
[02:14:39.412 --> 02:14:40.813]  I mean, I've been on air 29 years.
[02:14:40.873 --> 02:14:42.473]  I've had a huge show for like 23, 25 years.
[02:14:42.493 --> 02:14:46.415]  I mean, I've been reaching millions of people a day for 25 years.
[02:14:46.995 --> 02:14:48.876]  And so the cultural effect's been massive.
[02:14:49.296 --> 02:14:52.557]  And I didn't realize for the last six, seven, eight years how big an effect it was.
[02:14:52.597 --> 02:14:56.879]  So like Spider-Man says, or his uncle says, with great power comes great responsibility.
[02:14:56.899 --> 02:15:05.042]  But no, nothing was calculated, except I knew that if I was, I was reading globalist documents before I even got on air, when I was in college and high school before that.
[02:15:06.072 --> 02:15:10.473]  And I was reading stuff they wrote in the 50s and 60s that I saw that had become reality by the 80s.
[02:15:11.114 --> 02:15:13.615]  And I saw things they wrote in the 80s that was coming true in the 90s.
[02:15:13.695 --> 02:15:14.975]  So it was accelerating.
[02:15:15.015 --> 02:15:16.115]  It was happening quicker.
[02:15:16.776 --> 02:15:25.819]  And so when I was reading all these UN documents and books and things about, let's put fluoride in the water to reduce fertility and lower IQ, that'll make it more manageable.
[02:15:27.698 --> 02:15:35.982]  Major publications, major books that top White House science czars wrote decades ago.
[02:15:36.122 --> 02:15:37.923]  So that's where we are.
[02:15:38.023 --> 02:15:49.849]  So I knew that, well, if they've gotten all this done, and if what they said they would do decades ago they got done, well, now they say they're going to start cutting off the resources and by 2020 launch Agenda 2030.
[02:15:50.430 --> 02:16:00.182]   When I saw they got everything done that they talked about at the Rio de Janeiro Accords in 1992 for Agenda 21, that they had almost all that done, I went, "Whoa!"
[02:16:00.182 --> 02:16:02.761]  (gentle music)
[02:16:03.202 --> 02:16:05.282]  (dramatic music)
[02:16:05.282 --> 02:16:09.561]   I would thank you for everything you've done for the InfoWar, but I know you're like me.
[02:16:09.467 --> 02:16:10.788]  You don't want my thanks.
[02:16:11.388 --> 02:16:14.769]  You want victory over the globalists and these devil worship and child molesters.
[02:16:15.150 --> 02:16:17.351]  And you want them off your back and off your children's back.
[02:16:17.611 --> 02:16:18.071]  And you know what?
[02:16:18.551 --> 02:16:21.232]  I'm the same way, and that's why we're on the same damn team.
[02:16:21.833 --> 02:16:30.705]   And it's why Infowars has been delivering time and time again, when it's clutch time, Focus the people on taking action against the globalists.
[02:16:31.125 --> 02:16:34.267]  Because I'm committed to a future for humanity.
[02:16:34.887 --> 02:16:35.948]  And I know you are as well.
[02:16:36.508 --> 02:16:38.909]  So thank you for standing with us, because you are the Infowar.
[02:16:38.929 --> 02:16:42.150]  And I want to thank you for committing to stand with us however you can.
[02:16:42.170 --> 02:16:48.914]  From the bottom of my heart, from my family, and from the great crew at Infowars, I want to thank you all because you are the Infowar.
[02:16:49.194 --> 02:16:51.255]  And you know that's not just words, that's reality.
[02:16:52.347 --> 02:16:53.387]  You have made history.
[02:16:53.928 --> 02:16:55.108]  We have made history together.
[02:16:55.128 --> 02:17:02.211]  InfoWars.com only has power because of you, and I suggest you use it.
[02:17:03.932 --> 02:17:09.394]  If you ever take one piece of my advice, it's get a bottle of X2.
[02:17:10.135 --> 02:17:14.416]  It's been sold out for over a year because we wouldn't cut corners and because it's so hard to produce.
[02:17:14.817 --> 02:17:19.219]  We finally have a limited run back in supply at InfoWarsStore.com.
[02:17:20.619 --> 02:17:23.361]  So many people have serious issues.
[02:17:23.681 --> 02:17:24.801]  Look at the UN's own numbers.
[02:17:25.241 --> 02:17:30.664]  Billions have cognitive disabilities because they do not have true nascent iodine in their bodies.
[02:17:31.184 --> 02:17:36.627]  Most other iodine is bound to other heavy metals or bound to other elements, so you don't download it.
[02:17:37.227 --> 02:17:46.005]   But this is pure atomic certified I had a X two is now back in stock discounted.
[02:17:46.005 --> 02:17:49.524]   So I'm giving Thanksgiving right now for this product being here.
[02:17:49.524 --> 02:17:53.524]   It funds the info war, but I guarantee you, you take this for a few weeks.
[02:17:53.524 --> 02:17:55.925]  You will feel the difference. It is amazing.
[02:17:55.925 --> 02:18:02.805]   It's the missing link X two back in stock at the end of 2023 at info war store dot com X two.
[02:18:02.805 --> 02:18:09.206]   Last year, we put this book out the great reset in the war for the world.
[02:18:09.206 --> 02:18:13.046]   It became a number one national bestseller. Now we've put part two out.
[02:18:13.046 --> 02:18:17.045]   It's even thicker and more powerful. The Great Awakening, the plan to defeat
[02:18:17.045 --> 02:18:20.565]  the globalists and launch the second great renaissance.
[02:18:20.565 --> 02:18:09.356]   This is such a powerful book. It covers all the globalist The Great Reset and the War for the World.
[02:18:09.356 --> 02:18:11.717]  It became a number one national bestseller.
[02:18:11.717 --> 02:18:15.477]   Now we've put part two out and it's even thicker and more powerful.
[02:18:15.477 --> 02:18:20.797]   The Great Awakening, the plan to defeat the globalists and launch the second great renaissance.
[02:18:20.797 --> 02:18:22.756]  This is such a powerful book.
[02:18:22.756 --> 02:18:27.756]   It covers all the globalist plans, the latest developments, how to stop them and then gives
[02:18:27.756 --> 02:18:31.837]  an alternate plan of a society we could build together.
[02:18:31.837 --> 02:18:33.237]  That's why it's The Great Awakening.
[02:18:33.237 --> 02:18:35.317]  The Great Awakening is happening right now.
[02:18:35.317 --> 02:18:40.797]  You can get signed or unsigned copies of the book at Infowarstore.com.
[02:18:40.797 --> 02:18:41.996]  This is a historic book.
[02:18:41.996 --> 02:18:44.337]  I want to thank you all for your support.
[02:18:44.337 --> 02:18:48.077]   This is next level information and it's a great way to not just support the broadcast
[02:18:48.077 --> 02:18:51.717]   but inform yourself to the next level and share the book with friends and family.
[02:18:52.044 --> 02:18:58.406]  So whether you want one copy or multiple copies, go now to InfoWarstore.com and get The Great Awakening.
[02:18:58.606 --> 02:18:59.807]  This is going to go to number one.
[02:18:59.827 --> 02:19:01.147]  I want to thank you for your support.
[02:19:01.327 --> 02:19:02.128]  It's a powerful book.
[02:19:02.368 --> 02:19:02.908]  Get yours now.
[02:19:03.687 --> 02:19:07.988]  First came Pac-Man, Donkey Kong, and Super Mario Brothers.
[02:19:08.128 --> 02:19:11.889]  And now, the ultimate retro nostalgia throwback game.
[02:19:12.029 --> 02:19:16.271]  I present to the world, Alex Jones's New World Order Wars!
[02:19:17.151 --> 02:19:18.871]  They're turning the friggin' frogs game!
[02:19:19.511 --> 02:19:20.292]  I'll eat your ass!
[02:19:21.512 --> 02:19:23.973]  You Nazi scum!
[02:19:24.293 --> 02:19:26.813]  Let's free the Patriots and defeat the globalist techniques.
[02:19:28.434 --> 02:19:31.955]  We are going to defeat the globalists, very bigly.
[02:19:32.958 --> 02:19:42.904]  This game is mostly peaceful.
[02:19:43.144 --> 02:19:46.266]  I'm going to lower the world's population.
[02:19:46.826 --> 02:19:47.807]  Oh, big deal.
[02:19:48.147 --> 02:19:49.648]  I'm taking you down, rapist.
[02:19:49.668 --> 02:19:53.450]  I did not have sexual relations with that saxophone.
[02:19:53.711 --> 02:20:00.775]  Download it now at alexjonesgame.com, because as we all know, anything badass gets censored.
[02:20:04.628 --> 02:20:08.730]  Leading a frontal assault on the lies of the New World Order.
[02:20:09.029 --> 02:20:10.789]  It's Alex Jones.
[02:20:10.789 --> 02:20:20.788]  [MUSIC]
[02:20:20.788 --> 02:20:23.368]  (upbeat music)
[02:20:23.368 --> 02:20:25.458]   ♪ Shout out ♪ Show!
[02:20:25.518 --> 02:20:28.499]  Let it all out!
[02:20:28.559 --> 02:20:31.861]  These are the things I can do without!
[02:20:35.071 --> 02:20:45.215]  They say by 2030 they want a collapse in industrial society and then by 2045 a 90% reduction in human population.
[02:20:45.255 --> 02:20:51.257]  So I'm watching the trajectory of what they've said and what they've done and what their plan is.
[02:20:52.455 --> 02:20:54.256]  And I've seen them carry it out.
[02:20:54.316 --> 02:20:55.457]  They're a little bit behind.
[02:20:56.077 --> 02:20:57.258]  They're now having to rush it.
[02:20:57.918 --> 02:21:00.280]  But they're pretty much still on track.
[02:21:00.940 --> 02:21:03.201]  And so the train is still going to the same destination.
[02:21:03.521 --> 02:21:04.862]  It's just 5-10 minutes late.
[02:21:05.262 --> 02:21:07.144]  And so I want to derail this thing.
[02:21:07.584 --> 02:21:15.468]  I want to try to launch a Great Awakening to counter their Great Reset that is the war for the world.
[02:21:15.869 --> 02:21:19.751]  Because this is Hitler 10.0 is what we're facing.
[02:21:20.231 --> 02:21:33.917]  Where they deindustrialize, break up families, drug and dumb down, weaponize the culture, atomize society, isolate people, and then create a eugenics death cult, suicide, euthanasia cult.
[02:21:34.577 --> 02:21:41.220]  I mean, this is basically THX 1138 meets Soylent Green meets 1984.
[02:21:41.700 --> 02:21:57.207]   We've all seen those Venn diagrams where it has all the dystopic books, Fahrenheit and And Brave New World, and 1984, and V for Vendetta, and then at the middle of it, it says, you are here.
[02:21:57.827 --> 02:22:01.289]  And so that is literally what the globalists are doing.
[02:22:01.329 --> 02:22:07.972]  In fact, I would call them the transhumanist dystopians, because they want to build a dystopia for us so bad.
[02:22:08.752 --> 02:22:26.705]  And make us hate ourselves, and make us think we're killing the Earth, that we commit internal suicide, and cut off our life force, and invert our life force to be successful, and strong, and stewards of the Earth, and build a beautiful planet, and go off planet, and just do incredible things.
[02:22:26.725 --> 02:22:28.226]  We're in a larval form right now.
[02:22:28.886 --> 02:22:32.588]  The eye has not seen, the ear has not heard what we're going to do, what we're going to be part of.
[02:22:32.968 --> 02:22:34.789]  And the globalists know the potential of humanity.
[02:22:35.089 --> 02:22:36.630]  They want to steal that potential.
[02:22:36.910 --> 02:22:44.473]  But if things stay laissez-faire and open, and there's a free market of ideas, humanity is going to transcend to the next level.
[02:22:44.493 --> 02:22:45.954]  And there'll be a challenge there.
[02:22:45.974 --> 02:22:50.636]  We're going to transcend, again, all the way to the 12th dimension until we merge with the Godhead.
[02:22:50.936 --> 02:22:56.699]  But we've got to be prepared and put through those levels before we literally enter nirvana.
[02:22:58.159 --> 02:22:58.980]  Talk about dreams.
[02:22:59.320 --> 02:23:00.120]  I have had dreams.
