[00:00:00.209 --> 00:00:02.813]  What I do is I wait and I watch.
[01:37:35.135 --> 01:37:38.619]  It's all designed to keep you shut out of these higher level dimensions, okay?
[01:37:39.199 --> 01:37:47.030]  Now, I understand that there's a lot of people within the Christian community that look at all this and they say, oh, well, that sounds satanic, when no, it's not, okay?
[01:37:47.270 --> 01:37:50.854]  How do you think Jesus was able to know and see these evil spirits?
[01:37:50.915 --> 01:37:53.258]  It's because he had this open pineal gland.
[01:37:53.278 --> 01:37:54.499]  He had this open third eye.
[01:37:54.539 --> 01:37:57.223]  He was able to literally see into these other dimensions, okay?
[01:37:57.843 --> 01:38:17.135]  That's kind of what shamanism is all about, is learning to see into these other dimensions, learning the role of sound, frequency, vibration, energy, learning about the ecosystem, learning about vortexes, learning about the ley lines, learning about the role of the spirit world and how the physical world and the spirit world are merged and how they are actually one.
[01:38:17.935 --> 01:38:23.639]  And I want you to kind of view all of this knowledge and the ether, astral projection and all that stuff kind of like this.
[01:38:24.563 --> 01:38:26.824]  Look at it like a really high level hill.
[01:38:26.904 --> 01:38:28.164]  Look at it like a high hill.
[01:38:28.604 --> 01:38:31.385]  And you, in battle, you want the high ground, okay?
[01:38:31.705 --> 01:38:46.209]  Well, simply because people are afraid of what they don't know and don't understand and have been told is bad by a Catholic or Christian church that is largely co-opted, by the way, and has Satanists in their ranks, you know, look at the Vatican for God's sake.
[01:38:48.413 --> 01:38:49.233]  Think of it like this.
[01:38:49.434 --> 01:38:52.915]  The Satanists have taken that high etheric hill.
[01:38:52.975 --> 01:39:00.659]  They have taken the spirit world hill and they are using that as an opportunity to dominate everybody in the valley.
[01:39:01.280 --> 01:39:08.283]  So what you got to realize is that just because something is unfamiliar or unknown doesn't mean it's wrong or doesn't mean it's evil.
[01:39:08.784 --> 01:39:11.185]  What it means is that you just don't know or understand it.
[01:39:11.773 --> 01:39:13.996]  Okay, and Christ knew and understood these things.
[01:39:14.056 --> 01:39:16.318]  I would recommend people read The Yoga of Jesus.
[01:39:16.679 --> 01:39:22.105]  I would recommend people read John Allegro's book, The Sacred Mushroom and the Cross.
[01:39:22.125 --> 01:39:25.729]  I would recommend people look into Greg Brayden's work in The Lost Mode of Prayer.
[01:39:26.109 --> 01:39:27.071]  I believe in Jesus.
[01:39:27.471 --> 01:39:29.613]  Jesus is my role model, alright?
[01:39:31.872 --> 01:39:36.934]  I'm trying to walk in the footsteps of Christ, and I believe that Christ was the ultimate shaman.
[01:39:36.974 --> 01:39:44.317]  He called out the Pharisees and the Sadducees for practicing all of this evil Babylonian black magic BS, and he did so in public.
[01:39:44.597 --> 01:39:49.999]  He saw what they were doing and he called them out in the temple, dispelling evil spirits from the temple.
[01:39:50.579 --> 01:39:54.860]  He overturned the money changers and their tables outside the temple.
[01:39:57.370 --> 01:40:05.597]  What we're talking about here is the same nefarious forces, the same dark and evil occultic forces that have been trying to rule and control the planet for thousands of years.
[01:40:06.017 --> 01:40:10.021]  Now they actually have the technologies and the tools capable of doing so.
[01:40:10.361 --> 01:40:15.305]  And the only thing that's going to stop them is if we awaken spiritually to these other dimensions.
[01:40:15.665 --> 01:40:19.889]  If we awaken spiritually and we take that hill and we take it for God.
[01:40:20.524 --> 01:40:40.592]   Okay, so, and the only way we can do that is through attaining a certain level of inner peace, love, forgiveness, unity, okay, and pray, meditation, and in many ways also, and this is the final point that I'll make, I advocate every Saturday and I'm about to go do it now.
[01:40:41.273 --> 01:40:50.464]  I go down to the Arizona State Capitol every Saturday at noon because it's built on the ley lines and there are no politicians in the buildings.
[01:40:50.664 --> 01:40:52.707]  So there's nobody controlling the ley lines.
[01:40:53.323 --> 01:40:53.984]  On Saturdays.
[01:40:54.304 --> 01:41:12.577]  So me and some people that are here in Arizona that understand my vision, we go down to the Capitol, we go down to the ley lines, we do a guided meditation where we say a prayer, number one, and number two, we envision the future that we want to create and we plug it into the ley line grid system.
[01:41:12.677 --> 01:41:14.518]  We envision Tesla Tower technology.
[01:41:14.718 --> 01:41:16.098]  Well, you're literally trying to hack into it.
[01:41:16.118 --> 01:41:18.999]  Well, regardless what people think about this, this is how the globalists operate.
[01:41:19.019 --> 01:41:26.941]  It's what they believe, and it's a very important cultural experiment to have you here, and you're a very interesting fellow.
[01:41:27.221 --> 01:41:29.062]  We'll talk to you again very soon.
[01:41:29.142 --> 01:41:34.283]  Jake Chansley and your American Shaman on Twitter, ForbiddenTruthAcademy.com.
[01:41:35.203 --> 01:41:36.284]  We'll talk to you very, very soon.
[01:41:36.324 --> 01:41:37.004]  Thank you for joining us.
[01:41:38.612 --> 01:41:39.252]  Thank you for having me.
[01:41:39.272 --> 01:41:39.672]  God bless.
[01:41:40.132 --> 01:41:41.853]  Well, that was very interesting and informative.
[01:41:42.293 --> 01:41:43.914]  We just did an hour and 40 minutes.
[01:41:43.974 --> 01:41:46.094]  Our special guest has been holding for 10 minutes.
[01:41:46.134 --> 01:41:46.755]  I appreciate him.
[01:41:46.775 --> 01:41:47.935]  I'm going to take a break.
[01:41:47.955 --> 01:41:49.235]  I'm going to air a couple of special reports.
[01:41:49.255 --> 01:42:03.480]  We'll come right back to Scott Bennett, former Army officer, psychological warfare expert, special operations officer, psychological warfare analyst, who is one of the smartest people out there about this escalating war, the persecution of Trump, what the deep state's planning.
[01:42:03.560 --> 01:42:06.921]  I cannot wait to pick his brain commercial free for an hour if he'll do it.
[01:42:07.461 --> 01:42:11.465]  Straight ahead, he's got amazing websites and outreach.
[01:42:11.505 --> 01:42:14.268]  He's doing globalfreedomtv.com.
[01:42:15.509 --> 01:42:18.872]  Globalfreedomtv.com bookmark it, check it out.
[01:42:18.992 --> 01:42:20.814]  So I appreciate him letting me go 10 minutes over.
[01:42:20.874 --> 01:42:22.015]  I got things going late today.
[01:42:22.035 --> 01:42:22.976]  We're very honored to have him.
[01:42:23.336 --> 01:42:24.137]  We're going to take a break.
[01:42:25.191 --> 01:42:29.333]  Air this special report on them setting up foreigners to be our police, part of the U.N.
[01:42:29.373 --> 01:42:31.814]  plan, State Department memorandum 7277.
[01:42:32.095 --> 01:42:33.955]  Remember, everything I say is not just made up stuff.
[01:42:33.996 --> 01:42:35.516]  You can write down everything I say and look it up.
[01:42:35.916 --> 01:42:38.598]  When I say memorandum 7277, when I say U.N.
[01:42:38.638 --> 01:42:40.599]  takeover, they're not going to show up in blue helmets.
[01:42:40.619 --> 01:42:44.121]  They're going to do it covertly, defunding the police and putting their own people in.
[01:42:44.441 --> 01:42:52.325]  We're going to talk about all that, but I've got to do a short plug or we won't be here, because I'm about to re-air this until tomorrow night, and we're going to re-air all this again.
[01:42:53.905 --> 01:42:56.067]  We sell products that will enrich and power your life.
[01:42:56.087 --> 01:43:00.070]  Just like our information is game-changing and scares the hell out of the New World Order, our products do.
[01:43:00.871 --> 01:43:02.072]  Sold out for almost six months.
[01:43:02.472 --> 01:43:06.115]  Vitamin Mineral Fusion, all the vitamins, all the minerals that are essential, means you need them.
[01:43:06.335 --> 01:43:10.319]  You die in four minutes with no oxygen, four or five days without water, a month without food.
[01:43:11.462 --> 01:43:14.283]  People are slowly dying from lack of vitamins, minerals, amino acids.
[01:43:14.663 --> 01:43:15.923]  Everything in one container.
[01:43:16.263 --> 01:43:16.843]  It's amazing.
[01:43:16.883 --> 01:43:18.684]  Back in stock, 30 plus percent off.
[01:43:19.144 --> 01:43:24.945]  Also, the strongest CBD oil out there, made right here outside Austin, Texas.
[01:43:25.605 --> 01:43:26.485]  Doesn't get you high.
[01:43:26.865 --> 01:43:28.426]  Incredible stuff for joint pain.
[01:43:28.446 --> 01:43:30.706]  I got tendinitis in my left shoulder, my knee.
[01:43:31.606 --> 01:43:32.787]  Achilles haven't gotten fixed.
[01:43:32.867 --> 01:43:33.847]  It's 80 percent torn.
[01:43:34.287 --> 01:43:35.407]  Incredible pain relief.
[01:43:35.847 --> 01:43:37.688]  You need this CBD oil, 3,000 milligram.
[01:43:40.348 --> 01:43:41.569]  3,000 milligram under the tongue.
[01:43:42.149 --> 01:43:43.089]  Doesn't make you tired.
[01:43:44.070 --> 01:43:45.530]  It just makes you smooth and clean.
[01:43:45.550 --> 01:43:46.751]  When I forget to take it, I feel it.
[01:43:46.771 --> 01:43:47.451]  I'm on it right now.
[01:43:48.011 --> 01:43:48.851]  This is amazing.
[01:43:49.412 --> 01:43:52.033]  It's 30% off what this top company has.
[01:43:52.173 --> 01:43:53.193]  I twisted their arm to do it.
[01:43:53.693 --> 01:43:55.174]  Over five months of negotiations.
[01:43:56.094 --> 01:43:58.215]  CBD full spectrum.
[01:43:58.235 --> 01:43:58.775]  3,000 milligram.
[01:43:58.815 --> 01:43:59.896]  We got 1,000 milligram too.
[01:44:00.176 --> 01:44:04.677]  This is the strongest 3,000 there is out there for your neurological systems, for everything.
[01:44:04.737 --> 01:44:06.338]  Look into what CBD oil does.
[01:44:06.818 --> 01:44:08.019]  Infowarstore.com.
[01:44:08.179 --> 01:44:11.870]   Also, Again, our private label name is Rebels In.
[01:44:12.370 --> 01:44:25.137]  Then we've also got 30 parts per million, top lab of the country, we're a private label, coital silver back in stock, silver bullet, topical or taken out of the tongue, infowarestore.com, and that's how we fund the operation.
[01:44:25.197 --> 01:44:28.799]  Get a book, get a film, get a t-shirt, that's how we stay on air.
[01:44:29.139 --> 01:44:32.241]  It takes money to fight the globalists and we are in the black.
[01:44:33.021 --> 01:44:37.404]  I want to expand, hire more reporters in this coming election, and just go wild.
[01:44:37.684 --> 01:44:44.228]  If you get excited, if you decide to support us, if you decide to make a donation, there's a donation button at infowarshaw.com, that's great as well.
[01:44:44.528 --> 01:44:47.130]  So we get 95% of it, instead of, you know, making 30-40%.
[01:44:47.190 --> 01:44:50.231]  On the water filters, highest rated.
[01:44:50.652 --> 01:44:52.413]  On the storable food, highest rated.
[01:44:53.447 --> 01:44:55.828]  Leading competitors sell the same things, double the price.
[01:44:56.288 --> 01:45:00.450]  When we do 10% off on the sortable food or the water filtration, that's insane.
[01:45:00.470 --> 01:45:01.951]  We're making 20% on that, okay?
[01:45:02.211 --> 01:45:04.232]  You can't beat the filter's ratings.
[01:45:04.292 --> 01:45:04.893]  It's on the site.
[01:45:05.293 --> 01:45:06.293]  It's the highest out there.
[01:45:06.313 --> 01:45:13.217]  There's other companies that have as high a rating that are double the price or 50% the price of the closest competitor.
[01:45:13.797 --> 01:45:15.780]  That sale has to end in a couple days.
[01:45:16.120 --> 01:45:18.182]  These other sales go out throughout the month.
[01:45:18.463 --> 01:45:19.584]  Christmas comes in August.
[01:45:20.005 --> 01:45:23.529]  So, InfoWarsTore.com, thank you for your backing and support.
[01:45:23.569 --> 01:45:24.250]  I appreciate you.
[01:45:24.270 --> 01:45:26.332]  We'll go to break and come back with Scott Bennett.
[01:45:26.653 --> 01:45:27.854]  We really appreciate Scott Bennett.
[01:45:27.673 --> 01:45:37.193]  We'll be right back.
[01:45:37.193 --> 01:45:41.913]   It's been a busy 72 hours for Chicago police and first responders.
[01:45:41.987 --> 01:45:47.288]  At least four people are dead, ten others injured in shootings all across the city.
[01:45:47.589 --> 01:45:48.769]  Chicago, Illinois.
[01:45:48.909 --> 01:45:57.112]  It's just one of the United Nations' many subverted blue cities feeling the self-inflicted pain of kowtowing to Agenda 2030.
[01:45:58.072 --> 01:46:08.499]  The UN Agenda would have you believe that immigrants bring significant benefits in the form of skills strengthening the labor force, investment, and cultural diversity.
[01:46:08.760 --> 01:46:17.806]  The commitment by member states to the Global Compact for Safe, Orderly, and Regular Migration crystallized three core truths.
[01:46:19.287 --> 01:46:33.197]   First, that migration is a fact of life, a defining feature of humanity, and our world, and above all, With a positive phenomenon enriching societies and economies.
[01:46:33.918 --> 01:46:50.346]  NBC reported, according to a city spokesperson, 10,019 migrants have arrived in Chicago over the past nine months, half of those by bus, with 4,151 migrants currently residing in temporary city shelters.
[01:46:50.786 --> 01:46:54.228]  So it's no big surprise that the residents aren't happy.
[01:46:54.775 --> 01:46:56.777]  Let them talk, so they have a voice.
[01:46:57.117 --> 01:47:01.401]  A call for order during a heated meeting at Woodlawn's Apostolic Church of God.
[01:47:01.482 --> 01:47:02.082]  The focus?
[01:47:02.362 --> 01:47:05.465]  This migrant shelter in the old Wadsworth Elementary School.
[01:47:05.686 --> 01:47:12.893]  I would ask you all to go out there, go out there at night, in the middle of the night, and see what goes on.
[01:47:13.453 --> 01:47:22.342]  What's going on, according to community members, is loitering, late night partying, littering, prostitution, and at least one fight between migrants and residents.
[01:47:22.602 --> 01:47:26.806]  They disrespect us, they rob us, they harass us.
[01:47:27.206 --> 01:47:28.488]  And their patience is low.
[01:47:29.228 --> 01:47:34.852]  They use us to fill prisons and graveyards.
[01:47:35.092 --> 01:47:41.196]  For city leaders who came looking for a conversation over opening the doors of a shuttered South Shore high school to migrants.
[01:47:41.516 --> 01:47:47.620]  What's important is that we really establish that this is a humanitarian crisis and we're here.
[01:47:48.641 --> 01:47:52.083]  South Shore residents responded with resounding rejection.
[01:47:54.167 --> 01:48:03.252]  While this crisis may constitute an emergency for the city of Chicago, it does not constitute an emergency for the South Shore community.
[01:48:04.813 --> 01:48:08.615]  Incoming migrants have overwhelmed district police stations by the hundreds.
[01:48:09.135 --> 01:48:10.216]  It's my turn.
[01:48:10.596 --> 01:48:11.557]  It's my turn.
[01:48:11.637 --> 01:48:12.237]  Hello.
[01:48:12.657 --> 01:48:19.461]  But city leaders could barely eke out a word of the details about a proposed respite center at the former South Shore High School.
[01:48:19.941 --> 01:48:25.564]  When it comes to the total number of people at South Shore at any given point in time, it is fluid.
[01:48:25.624 --> 01:48:27.065]  We'd start with 250, 500.
[01:48:27.766 --> 01:48:31.528]  How could you do that without consulting us?
[01:48:31.728 --> 01:48:35.130]  In his infinite stupidity, Illinois Governor J.B.
[01:48:35.230 --> 01:48:53.181]   Pritzker responded to the exponential numbers of migrants Flooding Illinois by signing off on HB 3751, a controversial bill allowing foreign nationals to become law enforcement officers, a move that critics blasted as madness.
[01:48:53.541 --> 01:48:57.784]  We can now expect thousands of similar tragedies like this one.
[01:48:58.223 --> 01:49:04.890]  A former Minneapolis police officer could face more than 15 years in prison for shooting and killing an unarmed yoga teacher.
[01:49:05.371 --> 01:49:09.956]  Mohamed Noor was found guilty yesterday of murdering Justine Damon.
[01:49:10.536 --> 01:49:15.602]  Noor was responding to Damon's 911 call nearly two years ago when he opened fire.
[01:49:16.184 --> 01:49:19.486]  Illinois Governor Pritzker has crossed the Rubicon.
[01:49:19.606 --> 01:49:26.590]  What message does this legislation send when it allows people who do not have legal status to become the officers of our laws?
[01:49:27.130 --> 01:49:35.135]  This is a potential crisis of confidence in law enforcement at a time when our officers need all the public confidence they can get.
[01:49:35.695 --> 01:49:44.260]  Pritzker is forcing Americans to reclaim their streets in what will explode into the civil war the left insists on fomenting.
[01:49:44.738 --> 01:49:49.084]  They got one more time to deal with it because otherwise, next time they deal with it, they're going to deal with it from the streets.
[01:49:49.585 --> 01:49:50.567]  We're going to take over.
[01:49:51.127 --> 01:49:53.851]  Nobody's going to be able to stop us from what we're going to do to them.
[01:49:54.012 --> 01:50:01.012]  John Bowne reporting.
[01:50:01.012 --> 01:50:14.531]   Tell us about the products, how we support you, how we support all of ourselves and the
[01:50:14.531 --> 01:50:15.612]  big event coming up.
[01:50:16.437 --> 01:50:25.340]  Well, yeah, the first one, obviously you can go to MyPillow.com, use that promo code ALEX, and you can get all these great discounts on all of our products.
[01:50:25.560 --> 01:50:30.922]  And just by visiting this site, you're going to get a $20 free gift emailed to you immediately.
[01:50:31.362 --> 01:50:38.765]  And there's the biggest special we have right now, the 20-year anniversary MyPillow for $19.98 for the queen size, normally $69.98.
[01:50:40.225 --> 01:50:46.747]  We're celebrating our anniversary with what my employees love doing best, producing and making the MyPillow.
[01:50:47.027 --> 01:50:56.450]  And the model of businessmen and women with can-do know-how using the money for Americana freedom to fight the globalists is what they fear.
[01:50:56.550 --> 01:50:57.730]  That's what the debanking is about.
[01:50:58.050 --> 01:50:59.591]  That's what the financial attacks are about.
[01:50:59.871 --> 01:51:07.473]  That's why we've got to rush to support MyPillow.com and InfoWars.com, plus their great products at both places, because we are the tip of the spear.
[01:51:10.774 --> 01:51:19.857]  And the Republicans better get tough and they better get smart because most of them look like a bunch of weak jerks right now.
[01:51:20.377 --> 01:51:25.519]  And you gotta get tough and smart and you have to fight fire with fire.
[01:51:25.939 --> 01:51:27.640]  You can't allow this to go on.
[01:51:28.340 --> 01:51:29.561]  The USA is a mess.
[01:51:29.641 --> 01:51:31.102]  Our economy is crashing.
[01:51:31.582 --> 01:51:33.083]  Inflation is out of control.
[01:51:33.683 --> 01:51:40.487]  China, Russia, Iran, North Korea have formed together as a menacing and destructive coalition.
[01:51:41.367 --> 01:51:45.009]  Our currency is crashing and will soon no longer be the world standard.
[01:51:45.029 --> 01:51:53.234]  The way it's going, we're going to lose our currency as the world standard, which will be the single greatest defeat for this country in 200 years.
[01:51:53.274 --> 01:51:55.275]  That will be catastrophe.
[01:51:56.269 --> 01:51:58.290]  It won't happen with me, not even a chance.
[01:51:58.370 --> 01:52:05.613]  Just like Russia would never have invaded Ukraine, and China would not have even thought about Taiwan, as I said.
[01:52:05.693 --> 01:52:20.320]  If you took the five worst presidents in the history of the United States and added them up, they would have never done the destruction to our country as crooked Joe Biden and the Biden administration have done.
[01:52:20.400 --> 01:52:22.541]  Nobody's done damage to this country like this.
[01:52:22.701 --> 01:52:31.117]   Our country is Well, you don't need me to tell you we're at a historic inflection point.
[01:52:32.238 --> 01:52:34.219]  The war in Ukraine has escalated to new heights.
[01:52:36.580 --> 01:52:38.981]  The dollar is being devalued.
[01:52:39.081 --> 01:52:41.902]  Gold is becoming the world reserve currency.
[01:52:42.982 --> 01:52:44.223]  Interest rates are going up.
[01:52:44.283 --> 01:52:45.663]  The borders are wide open.
[01:52:46.424 --> 01:52:53.086]  The super frontrunner, Trump, no president in modern history has had numbers like this, has been indicted again by the deep state in D.C.
[01:52:53.486 --> 01:52:54.567]  The most serious indictment.
[01:52:56.226 --> 01:52:56.546]  The U.S.
[01:52:56.586 --> 01:52:58.367]  has been downgrading its credit rating.
[01:52:58.947 --> 01:53:01.008]  I'm going to really try to give our guests the floor.
[01:53:01.088 --> 01:53:03.129]  They'll all want to jump in a lot because you make so many great points.
[01:53:03.189 --> 01:53:03.930]  I want to back up.
[01:53:04.650 --> 01:53:06.271]  But, Scott Bennett?
[01:53:07.532 --> 01:53:09.973]  Um, is a PhD U.S.
[01:53:10.033 --> 01:53:25.496]  Army Special Operations Officer, a psychological warfare analyst, was unlawfully imprisoned on trumped-up charges by the Obama administration for filing intelligence reports exposing terrorist finance corruption involving the Clinton Foundation, the Muslim Brotherhood, and U.S.
[01:53:25.536 --> 01:53:27.436]  Central Command, and Booz Allen Hamilton.
[01:53:27.756 --> 01:53:29.776]  He was then beat and was exonerated.
[01:53:29.796 --> 01:53:31.497]  Remember, they have a 96% conviction rate.
[01:53:33.377 --> 01:53:43.163]  He was in prison and fought his way out, but not before continuing his research and finding additional reports to Congress from inside jail using intelligence materials provided to him by WikiLeaks.
[01:53:43.643 --> 01:54:02.394]  Edward Snowden, fellow Booz Allen colleague, and Swiss bank whistleblower Brad Brickenfield, Second Lieutenant Bennett, reported one of the greatest examples of betrayal and government corruption against the military in the history of Western civilization.
[01:54:03.447 --> 01:54:04.107]  He is a U.S.
[01:54:04.168 --> 01:54:13.694]  Army Special Operations Officer, 11th Psychological Operations Battalion, Civil Affairs Psychological Operations Command, and a Global Psychological Warfare Counterterrorism Analyst, formerly with Defense Contractor Booz Allen Hamilton.
[01:54:14.194 --> 01:54:24.181]  He received a Recommissioned Officer, held the top secret compartmentalized information, TSCSI, security clearance, and worked at the highest levels of international counterterrorism in Washington, D.C.
[01:54:24.201 --> 01:54:28.123]  I'm not going to read the next two pages of his bio, but believe me, you want to read it.
[01:54:28.444 --> 01:54:30.165]  Globalfreedom.tv.
[01:54:30.825 --> 01:54:32.066]  Thanks for coming on, sir.
[01:54:32.106 --> 01:54:32.887]  We're 20 minutes late here.
[01:54:33.905 --> 01:54:36.226]  I'm going to try to give you the floor to go wherever you want first.
[01:54:36.766 --> 01:54:39.047]  But man, what a time we're living in right now.
[01:54:39.067 --> 01:54:41.848]  Well, God bless you, Alex.
[01:54:42.348 --> 01:54:45.510]  You're the guidon bearer for the patriots of America.
[01:54:45.530 --> 01:54:48.711]  I applaud you and I know God is pleased by you.
[01:54:48.911 --> 01:54:56.834]  Well, let me just say, as you open this up with regards to Trump and his speech, let me give you some good news.
[01:54:57.215 --> 01:55:00.836]  There's an amicus brief and a few of them actually that are being filed.
[01:55:01.363 --> 01:55:04.086]  And an amicus brief in support of President Trump.
[01:55:04.146 --> 01:55:06.909]  And this is one of the exhibits that's going to be put in there.
[01:55:07.590 --> 01:55:17.800]  And this is also a memo that I sent to Trump, which I also gave a deposition about when I was back in Washington in November of 2020.
[01:55:19.042 --> 01:55:31.066]  And in this memo, it's in the book Shell Game, but the memo outlines for President Trump all of the deep state operations they were doing under the Obama-Biden Clinton Foundation, Clinton State Department regime.
[01:55:32.387 --> 01:55:47.125]   McCabe, details McCabe and how his wife was picked by Terry McAuliffe and Hillary Clinton to run against Senator Dick Black because Senator Dick Black is one of the The great Americans that exposed the fraud in Syria and other things.
[01:55:47.645 --> 01:55:54.910]  So this memo is one of the exhibits that is going to go to President Trump in an amicus brief since they filed this third indictment.
[01:55:54.950 --> 01:55:57.912]  This is another document that's going to be submitted.
[01:55:58.412 --> 01:56:03.955]  And this is, I don't know if you can see it on the TV, but this is the election fraud.
[01:56:04.216 --> 01:56:12.861]  And this was a compilation of everything that Sidney Powell and Pat Byrne and Joe Flynn and General Flynn and myself and many others that were working back there.
[01:56:13.279 --> 01:56:19.559]   put together. So when they try and say President Trump was, you know, planning
[01:56:19.559 --> 01:56:23.519]   and doing all sorts of things, he wasn't. He was being advised and given
[01:56:23.519 --> 01:56:29.678]   information which detailed massive election fraud. So people can can see
[01:56:29.678 --> 01:56:34.118]   some of these things at shellgamewhistleblower.com and of course I
[01:56:34.118 --> 01:56:37.559]  have the book of exhibits.
[01:56:35.803 --> 01:56:43.689]  This was another book of all of the letters and documents that went to all of the usual suspects in Washington, D.C.
[01:56:45.350 --> 01:56:54.156]  that were senators and congressmen, various committees, Jason Chabot, Saxby Chambliss, Jeff Sessions, Mike Pompeo.
[01:56:54.597 --> 01:56:57.079]  I've got all their letters in this Book of Exhibits.
[01:56:57.199 --> 01:57:00.341]  This will also be part of the amicus brief that goes to President Trump.
[01:57:00.948 --> 01:57:08.075]  And of course, we may also throw in the 9-11 truth book that I put together with Robert David Steele and a host of other experts on 9-11.
[01:57:08.655 --> 01:57:22.669]  So this will be an amicus brief that exculpates, exonerates, and demonstrates to the American people in the court and the judge that Donald Trump is not guilty of any of the charges that they've alleged, but they have opened up a Pandora's box.
[01:57:23.425 --> 01:57:47.290]   And all of these exhibits and other items and testimony from myself and many others that were back in Washington can be admitted as evidence and expert testimony that I think will shake the very foundations of the Deep State and cause it to come crumbling down as Samson pushed the towers and crumbled that That Citadel of Dagon, if you remember the Old Testament story.
[01:57:47.350 --> 01:57:55.495]  So I think this is an exciting time because they've opened up a Pandora's box, and what they are trying to do to Trump is going to come back upon them.
[01:57:55.815 --> 01:57:59.577]  And I have no doubt he will be completely exonerated.
[01:57:59.978 --> 01:58:05.741]  But in these legal filings, you're going to see the American people wake up like never before.
[01:58:06.442 --> 01:58:08.503]  Why are they so desperate to try something like this?
[01:58:10.882 --> 01:58:17.207]  Well, as we've chatted before, they're delusional, they're narcissistic, they're hypnotized in their own reflection.
[01:58:17.307 --> 01:58:30.716]  They are consumed with humanism and their own sense of bulletproof anointing, as Thomas Sowell wrote in his book, Vision of the Anointed.
[01:58:30.836 --> 01:58:49.675]   The Democrat, leftist, atheist, God-hating, family-hating individual has this This obsession with power and control over other people and it's rooted in their own spiritual self-hatred and impulse to annihilation.
[01:58:50.215 --> 01:58:54.297]  So Donald Trump represents the awakening of the American people.
[01:58:55.239 --> 01:58:57.580]  The Enlightenment of the American people.
[01:58:57.640 --> 01:59:00.241]  The separation from the establishment.
[01:59:00.281 --> 01:59:04.723]  That's why he was hated by Paul Ryan and hated by Newt Gingrich in many ways.
[01:59:04.743 --> 01:59:06.064]  They'll never admit it fully.
[01:59:06.624 --> 01:59:09.405]  Hated by people like Mike Pence, who was his Judas.
[01:59:09.485 --> 01:59:10.465]  Stabbed him in the back.
[01:59:10.545 --> 01:59:11.566]  He's a complete liar.
[01:59:12.633 --> 01:59:18.440]  Hated by Romney and all these other Tom, you know, John Thune and Mitch McConnell.
[01:59:19.060 --> 01:59:26.108]  All of these castrated hypocrites and parasites represent nothing but a bureaucracy of idiots in Washington, D.C.
[01:59:26.789 --> 01:59:29.031]  And Donald Trump represents the opposite.
[01:59:29.131 --> 01:59:31.614]  You know, he's a successful businessman.
[01:59:31.654 --> 01:59:32.555]  He's a handsome man.
[01:59:32.595 --> 01:59:33.376]  He's a good talker.
[01:59:33.416 --> 01:59:34.237]  He's a tough guy.
[01:59:35.295 --> 01:59:37.177]  Beautiful wife, beautiful family.
[01:59:37.197 --> 01:59:44.885]  They have existential envy because they hate themselves and Trump loves himself and he loves America and they just can't stand it.
[01:59:46.006 --> 01:59:46.466]  That's right.
[01:59:46.526 --> 01:59:48.768]  That nails it right there like you just described.
[01:59:49.909 --> 01:59:52.392]  The envy and the self-loathing and the hatred.
[01:59:52.412 --> 01:59:59.999]  They see him and they gnash on their teeth like the Pharisees gnashed on their teeth when they saw Christ.
[02:00:00.879 --> 02:00:03.022]  And it's something to behold.
[02:00:03.062 --> 02:00:05.684]  But Donald Trump, this is a big tug of war.
[02:00:06.305 --> 02:00:13.453]  And what they're trying to do to Donald Trump, the American people are going to be witnessing them trying to do it to them.
[02:00:13.673 --> 02:00:21.943]  This is why you're going to see all of the Republicans, all of the Conservatives, all of the Libertarians, all of the moderate Reagan Democrat types.
[02:00:22.543 --> 02:00:46.178]  The sensible people coming to Donald Trump's side, not because they like him, not because they like Republican politics, but because they hate the danger of a tyrannical government police state being weaponized against their PTAs, weaponized against their mothers and their wives, weaponized against their children, trying to castrate their children and send them into transgender brainwashing MKUltra programs.
[02:00:46.778 --> 02:00:59.102]  The American people of every tribe, ethnicity, and color recognize this terrible tsunami of police state that is trying to engulf Donald Trump.
[02:00:59.523 --> 02:01:01.083]  And they have to be the breaker.
[02:01:01.123 --> 02:01:03.164]  They have to be the shield, the wall.
[02:01:04.130 --> 02:01:05.290]  To defend Donald Trump.
[02:01:05.371 --> 02:01:06.211]  He is the light.
[02:01:06.351 --> 02:01:09.012]  And if he's extinguished, they're all extinguished.
[02:01:09.072 --> 02:01:12.893]  That's why this is becoming an existential American issue.
[02:01:12.973 --> 02:01:18.015]  And it's even being recognized by people like Zakharova in Russia, when they've had their St.
[02:01:18.055 --> 02:01:19.916]  Petersburg conferences.
[02:01:20.396 --> 02:01:21.357]  She's a brilliant woman.
[02:01:21.417 --> 02:01:28.199]  She has championed the trials and the police state of persecutions of American patriots.
[02:01:28.640 --> 02:01:29.720]  And so has Lavrov.
[02:01:29.760 --> 02:01:34.903]   They've called American Trump-supporting conservatives and traditionals, patriots.
[02:01:35.663 --> 02:01:50.229]  And yet the Biden administration, the FBI under under Garland and Ray and you know ATF and all of these Gestapo agencies have come against the American public, you know, anti-Catholic bias.
[02:01:50.269 --> 02:01:59.749]   We've seen the hearings with Jordan and Gates and all of these and they're very powerful and Monica Taylor Greene So the international community recognizes the police state is rising.
[02:01:59.809 --> 02:02:02.232]  The American public as a whole recognizes it.
[02:02:02.592 --> 02:02:04.114]  Donald Trump recognizes it.
[02:02:04.494 --> 02:02:08.919]  And I think this is only going to get bigger and louder after Labor Day.
