[00:00:01.229 --> 00:00:02.990]  Just-on-time deliveries.
[02:16:30.195 --> 02:16:34.718]  You'll get them at InfoWarsTore.com under our exclusive label.
[02:16:34.718 --> 02:16:40.643]  We're bringing you the highest quality supplements directly from the factory, right here in the USA, to your door.
[02:16:40.643 --> 02:16:46.508]  It'll make your life healthy, better, boost your immune system, and it keeps InfoWarsTore on the air.
[02:16:46.508 --> 02:16:51.993]  So again, introducing InfoWars MD, now exclusively available at InfoWarsTore.com with
[02:16:52.233 --> 02:16:57.314]  Massive, massive savings.
[02:16:57.314 --> 02:17:00.335]  They want the planet for themselves, my friends.
[02:17:00.335 --> 02:17:02.976]  If we're so stupid, we let them kill us.
[02:17:02.976 --> 02:17:04.817]  We deserve it.
[02:17:04.817 --> 02:17:10.458]  Except, children don't deserve it, do they?
[02:17:10.458 --> 02:17:17.480]  And I looked, and behold, a pale horse, and he that sat
[02:17:22.831 --> 02:17:30.359]  On the horse was named death.
[02:17:30.359 --> 02:17:40.129]  Now the translation is, I looked and behold a pale horse and his name that sat on him was death and hell followed with him.
[02:17:40.129 --> 02:17:42.211]  The book of Revelation.
[02:17:44.284 --> 02:17:45.925]  Very serious times to be alive, folks.
[02:17:45.925 --> 02:17:47.646]  They're not just doing this as a one-off.
[02:17:47.646 --> 02:17:49.207]  This is the beginning of the rest of our lives.
[02:17:49.207 --> 02:17:50.568]  This is our fight.
[02:17:50.568 --> 02:17:51.929]  And I'm proud of humanity.
[02:17:51.929 --> 02:17:53.390]  The Globalists even admit it's leaked.
[02:17:53.390 --> 02:17:58.554]  They're very upset that they're losing and that this hasn't gone the way they thought it would.
[02:17:58.554 --> 02:18:01.676]  I talk a lot about the great successes InfoWars has had.
[02:18:01.676 --> 02:18:03.997]  I don't think anybody can deny it.
[02:18:03.997 --> 02:18:07.940]  And it is because of listeners and viewers supporting us.
[02:18:07.940 --> 02:18:11.863]  When we talk about the crew at InfoWars, people behind the scenes, the researchers, the writers,
[02:18:13.291 --> 02:18:16.833]  They really have been the MVPs in this fight.
[02:18:16.833 --> 02:18:23.736]  And we look at Harrison Smith and Owen Schroer and the hard work they engage in every day, five, six, seven days a week.
[02:18:23.736 --> 02:18:24.637]  It's really just incredible.
[02:18:25.658 --> 02:18:28.539]  So for myself and the whole InfoWars crew, I thank you for your past support.
[02:18:28.539 --> 02:18:35.082]  I only encourage you now to realize that InfoWars cannot stay on air if you do not support us.
[02:18:35.082 --> 02:18:38.123]  I know you spread the word, I know you pray for us, and that's wonderful, keep doing it.
[02:18:38.123 --> 02:18:46.346]  But most viewers and listeners, never go to InfoWarsStore.com, and you never buy great products that enrich and empower your life, while at the same time keeping us on air.
[02:18:47.026 --> 02:18:50.608]  Mark Twain, one of America's greatest writers and satirists and minds, famously said more than 150 years ago,
[02:19:06.577 --> 02:19:10.102]  Rumors of his demise had been greatly exaggerated.
[02:19:10.102 --> 02:19:14.127]  Because the newspapers kept saying he died decades before he did die.
[02:19:14.127 --> 02:19:16.430]  And it's the same psy-op today.
[02:19:16.430 --> 02:19:20.835]  InfoWars is more influential and more powerful than ever because of your support.
[02:19:20.835 --> 02:19:23.298]  Because the facts of what we've covered is coming true.
[02:19:23.979 --> 02:19:32.349]  But if they can convince you we've been shut down, if they can convince you that we're going away, and you stop supporting, you stop spreading the word, then they do win.
[02:19:32.349 --> 02:19:38.496]  Ladies and gentlemen, there's only one group of people that can shut down InfoWars, and that's you, the viewers and listeners.
[02:19:38.996 --> 02:19:40.936]  If you decide we're done, we're done.
[02:19:40.936 --> 02:19:48.198]  If you decide to go to InfoWarsTore.com and get supplements and books and films and t-shirts and so much more, we will stay on the air indefinitely.
[02:19:48.198 --> 02:19:49.618]  It is all in your hands.
[02:19:49.618 --> 02:19:50.959]  So thanks for your support.
[02:19:50.959 --> 02:19:52.159]  Stand up against the globalists.
[02:19:52.159 --> 02:19:55.440]  Go to InfoWarsTore.com right now and keep us on air.
[02:19:55.440 --> 02:19:59.001]  It's up to you.
[02:19:59.001 --> 02:20:04.882]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:20:11.653 --> 02:20:12.574]  Welcome back, folks.
[02:20:12.574 --> 02:20:20.878]  Coming up next segment for one segment, Ezra Levant from Switzerland and the Davos Group joins us for a news download, then I'll continue with calls.
[02:20:20.878 --> 02:20:27.382]  And then I've got the whole latest download on the pedophile armies and different ways they're abusing and attacking children.
[02:20:27.382 --> 02:20:29.123]  Then we'll continue with your phone calls.
[02:20:29.123 --> 02:20:30.424]  But finishing up with Mark.
[02:20:31.204 --> 02:20:40.974]  Mark, the point you're getting at here is spiritual warfare and the fact that this is all a test, or what's the gist of what you're saying?
[02:20:40.974 --> 02:20:44.798]  Because I agree with what you're saying, but what's the cherry on top?
[02:20:44.798 --> 02:20:49.123]  So I just want to point out that the globalists know that there's ten kings.
[02:20:49.844 --> 02:21:00.412]  And this beast that's going to appear on the scene, God is going to put it in their heart to perform His mind in one mind, and to give their kingdoms to the beast until the word of the Lord is accomplished.
[02:21:00.412 --> 02:21:12.282]  Because Christ is going to come down from heaven, defeat this Antichrist person and his kingdom is reigning over this planet, the globalists know that, and then Christ is going to be installed for a thousand year millennium.
[02:21:12.282 --> 02:21:18.847]  That's the scriptures, and that's what I was trying to get across to you, that we have this hope because of what God has done for us.
[02:21:19.246 --> 02:21:26.652]  Well, there's no mistake that the devil and his minions, these world leaders, follow the Bible exactly.
[02:21:26.652 --> 02:21:27.513]  You got it, man.
[02:21:27.513 --> 02:21:28.674]  You are so onto it.
[02:21:28.674 --> 02:21:30.595]  That's what I was reading your book, man.
[02:21:30.595 --> 02:21:33.338]  I appreciate you, brother.
[02:21:33.338 --> 02:21:34.318]  Thank you for the support.
[02:21:34.318 --> 02:21:35.319]  Thank you, brother.
[02:21:35.319 --> 02:21:38.202]  All right, let's talk to 5G activists in Rhode Island.
[02:21:38.202 --> 02:21:39.903]  Go ahead.
[02:21:39.903 --> 02:21:41.504]  Hello, Alex.
[02:21:41.504 --> 02:21:44.527]  I'd like to talk about evolved technologies.
[02:21:44.527 --> 02:21:47.369]  Have you ever heard about them?
[02:21:47.369 --> 02:21:48.010]  It rings a bell.
[02:21:48.010 --> 02:21:48.250]  Tell me.
[02:21:49.344 --> 02:21:52.990]  Okay, so they're spelled EVOLVE without the E on the end.
[02:21:52.990 --> 02:21:56.216]  They're backed by Bill Gates and their board of directors and...
[02:21:56.954 --> 02:22:02.318]  Advisors on the company, they're all evil CIA, FBI people.
[02:22:02.318 --> 02:22:08.203]  These are 3D scanners that they scan your body profile, your gait, everything, and they can tell.
[02:22:08.203 --> 02:22:12.807]  The point is they want to put them in so they can see if you have a plastic gun.
[02:22:12.807 --> 02:22:18.071]  The way they look, they look just like the anti-theft devices at any store, right?
[02:22:18.071 --> 02:22:20.173]  That read the barcode if you didn't pay for it.
[02:22:20.173 --> 02:22:24.917]  They look just like that, so they don't look like a big magnetic scanner or whatever.
[02:22:25.641 --> 02:22:29.324]  Uh, but it's pretty insidious because, uh, they're putting them everywhere.
[02:22:29.324 --> 02:22:34.908]  They didn't have a lot of them in places like two years ago, but they're at Disney World, Universal.
[02:22:34.908 --> 02:22:36.430]  Uh, they're putting them in schools.
[02:22:36.430 --> 02:22:39.772]  They're going to like a superintendent's conference soon.
[02:22:39.772 --> 02:22:42.995]  Uh, I, or it may have already happened.
[02:22:42.995 --> 02:22:45.377]  Um, they got them at sports stadiums.
[02:22:45.377 --> 02:22:54.604]  I don't know if they have them in Austin, Texas yet, but, um, they also tied a facial recognition because, um, basically during COVID Disney was using them.
[02:22:55.282 --> 02:22:59.385]  With facial recognition to see if you were wearing a mask or not.
[02:22:59.385 --> 02:23:06.731]  But they could also basically like trespass you and never even have your photo, just like have your biometrics on there.
[02:23:06.731 --> 02:23:08.092]  I'm aware of the technology.
[02:23:08.092 --> 02:23:08.873]  We put it on screen.
[02:23:08.873 --> 02:23:14.017]  I know Bill Gates is at the forefront of biometric stuff that even scans through your clothes.
[02:23:14.017 --> 02:23:17.480]  So we all heard about the law firm that banned people that were suing
[02:23:19.221 --> 02:23:19.682]  We're good.
[02:23:31.144 --> 02:23:35.026]  You can't really opt out of them unless you say you got a medical condition.
[02:23:35.026 --> 02:23:36.948]  So I think that really sucks.
[02:23:36.948 --> 02:23:39.769]  And there's one other point on 5G.
[02:23:39.769 --> 02:23:48.375]  I think the main way we stop it is by getting people riled up about property values because they're putting them on top of utility poles so they could... You're right.
[02:23:48.375 --> 02:23:49.776]  That's the angle.
[02:23:49.776 --> 02:23:53.138]  Property values drop where they go as long as people know how sick they make you.
[02:23:53.138 --> 02:23:55.179]  Anybody near them should sue and say no.
[02:23:55.179 --> 02:23:56.240]  Thank you.
[02:23:56.240 --> 02:23:57.701]  JT in Texas, you're on the air.
[02:23:59.292 --> 02:24:02.173]  Hey Alex, thank you for taking my call.
[02:24:02.173 --> 02:24:05.694]  X2 and X3 have changed my life.
[02:24:05.694 --> 02:24:07.494]  Recently ordered the Red Pill Plus.
[02:24:07.494 --> 02:24:09.915]  Can't wait to try it.
[02:24:09.915 --> 02:24:11.595]  I'll get straight to my point.
[02:24:11.595 --> 02:24:22.158]  You had Dr. Ben Marble on last week and he projected up to a billion vaccine deaths in the next year.
[02:24:22.158 --> 02:24:26.979]  And I heard a similar forecast with Mike Adams interviewing Ed Dowd.
[02:24:27.734 --> 02:24:34.918]  So I wanted to get your take on what the U.S.
[02:24:34.918 --> 02:24:41.743]  and worldwide economic and societal implications will be if that goes down.
[02:24:41.743 --> 02:24:45.405]  And specifically what goes down?
[02:24:46.560 --> 02:24:52.465]  It will if a billion vaccine deaths happen next year like Dr. Marble projected.
[02:25:09.706 --> 02:25:16.132]  A billion sick people, which is conservative, will weigh down society and further break down civilization.
[02:25:16.132 --> 02:25:22.698]  So we don't have 2.1 children on average per country for every two people.
[02:25:22.698 --> 02:25:23.879]  That'll break down society.
[02:25:23.879 --> 02:25:31.886]  But if you make billions of people sick, that will make society be untenable and fall apart, which will cause a post-industrial world.
[02:25:31.886 --> 02:25:32.447]  So that's their plan.
[02:25:33.635 --> 02:25:34.396]  Wow.
[02:25:34.396 --> 02:25:39.078]  Hey, I do see the awakening has started.
[02:25:39.078 --> 02:25:42.741]  I've got your Arrest Fauci bumper sticker on my truck.
[02:25:42.741 --> 02:25:43.781]  Love it.
[02:25:43.781 --> 02:25:46.203]  I used to get a lot of middle finger hate.
[02:25:46.203 --> 02:25:50.345]  That's recently changed to lots of thumbs ups.
[02:25:50.345 --> 02:25:54.288]  So what, you put it on there a while ago and got some hate, now you're getting love?
[02:25:54.288 --> 02:25:55.048]  Yes.
[02:25:55.048 --> 02:25:57.550]  Yeah, it's completely changed.
[02:25:59.366 --> 02:26:05.209]  Well, see, if you're not a public figure, which is a great thing, a bumper sticker lets you experience what's really going on.
[02:26:05.209 --> 02:26:08.671]  So how long ago did you put the sticker on?
[02:26:08.671 --> 02:26:21.479]  I put it on six months ago, and you know, I've got it on a magnet in case I'm parked in a liberal area, so I don't get a lot of vandalism, but I pretty much leave it on all the time now.
[02:26:21.479 --> 02:26:24.081]  So you had a little bit of friction before, and now hardly any?
[02:26:26.103 --> 02:26:32.527]  Now it's positive horns honking, thumbs up in my rear view mirror.
[02:26:32.527 --> 02:26:33.988]  I'm telling you folks, it's beautiful.
[02:26:33.988 --> 02:26:35.269]  Thank you, JT.
[02:26:35.269 --> 02:26:36.630]  So exciting.
[02:26:36.630 --> 02:26:37.991]  Let's go to Barry in Georgia.
[02:26:37.991 --> 02:26:40.753]  Go ahead.
[02:26:40.753 --> 02:26:46.876]  Hey Alex, just wanted to ask you about Davos and Brian Kemp.
[02:26:46.876 --> 02:26:53.741]  Is it for sure he's going over there or was he invited?
[02:26:53.741 --> 02:26:53.921]  Hello?
[02:26:54.460 --> 02:26:55.180]  I didn't vote for him.
[02:26:55.180 --> 02:26:56.401]  I voted for, what's her name?
[02:27:26.821 --> 02:27:28.082]  You're having the same thing I had.
[02:27:28.082 --> 02:27:30.384]  So here's the question.
[02:27:30.384 --> 02:27:33.067]  You're reading he's going to be there or you're reading he's not going to be there?
[02:27:34.179 --> 02:27:41.123]  I heard he got an invitation and I want to know if he goes there, I'm going to go score a serve on him.
[02:27:41.123 --> 02:27:41.923]  We'll look into that.
[02:27:41.923 --> 02:27:45.285]  Guys, look at the Governor Brian Kemp is going to Davos.
[02:27:45.285 --> 02:27:53.870]  What Sky News is reporting and what the numbers show is that more than half the attendees that were going aren't going now because they see it as a bad PR move.
[02:27:53.870 --> 02:27:58.032]  So, we've taken that globalist organization that arrogantly tried to control our lives
[02:27:58.652 --> 02:28:00.814]  Yeah, if he goes, I'm not very far from Atlanta.
[02:28:00.814 --> 02:28:04.796]  I can be in Atlanta in 30 minutes, I can be in Macon, Georgia in 30 minutes.
[02:28:04.796 --> 02:28:06.157]  It don't make a difference to me.
[02:28:06.157 --> 02:28:11.921]  And I've got a big truck and I put a sign on it and drive around the square.
[02:28:24.672 --> 02:28:25.133]  I agree.
[02:28:25.133 --> 02:28:29.676]  We should identify everybody that is part of this group and expose them and point out they're anti-American.
[02:28:29.676 --> 02:28:30.457]  Great idea, Barry.
[02:28:30.457 --> 02:28:34.600]  Alright, we got Donna, we got John, we got Carol, who's actually up next.
[02:28:34.600 --> 02:28:36.861]  We got Rasheed, we got Ken.
[02:28:36.861 --> 02:28:41.525]  I will get to your calls, but I've got a guest on from Davos in Switzerland.
[02:28:42.975 --> 02:28:45.880]  Ezra Levant of Rebel Media, the owner of it, when we come back.
[02:28:45.880 --> 02:28:50.187]  Then I've got that pedo news concerning Shirley Temple.
[02:28:50.187 --> 02:28:51.890]  We're going to hit it all on the other side.
[02:28:51.890 --> 02:28:53.352]  InfoWars.com.
[02:28:53.352 --> 02:28:54.214]  Tomorrow's news today.
[02:28:57.697 --> 02:29:01.258]  It's your last chance to own a piece of real history.
[02:29:01.258 --> 02:29:03.859]  Your support of InfoWars has made history.
[02:29:03.859 --> 02:29:08.680]  We've had the most devastating effects against the globalists, and their whole agenda is in deep trouble.
[02:29:08.680 --> 02:29:11.721]  But now it's more important for us to stay on air than ever.
[02:29:11.721 --> 02:29:14.861]  And if you don't support us, we will shut down.
[02:29:14.861 --> 02:29:24.824]  I am asking you from the bottom of my heart to commit even harder to the support you've given to this fight, and to go to InfoWarsStore.com right now and get one of the last signed copies
[02:29:25.444 --> 02:29:25.864]  Thank you so much.
[02:29:57.647 --> 02:29:59.489]  Infowars is winning.
[02:29:59.489 --> 02:30:01.532]  Infowars is reaching more people than ever.
[02:30:01.532 --> 02:30:04.315]  We were supposed to be off the air months and months and months ago.
[02:30:04.315 --> 02:30:07.059]  Mainstream media told you, but it's not true.
[02:30:07.059 --> 02:30:09.162]  They told you we were going to be shut down.
[02:30:09.162 --> 02:30:11.224]  They told you we owed a billion and a half dollars.
[02:30:11.224 --> 02:30:12.205]  None of that's true.
[02:30:12.205 --> 02:30:13.087]  It's all being appealed.
[02:30:13.547 --> 02:30:22.529]  They want you to think InfoWars is dead, but if you simply stand up and support InfoWars, we've got years and years of appeals and we will not be taken off the air.
[02:30:22.529 --> 02:30:25.970]  But if they convince you that we've been shut down, they're going to win.
[02:30:25.970 --> 02:30:28.671]  Don't let the globalists psyop you and your family.
[02:30:28.671 --> 02:30:38.553]  Go to InfoWarsHore.com and get incredible products, supplements, books, films, t-shirts, you name it, that fund the InfoWars and empower your life and let the globalists know their psyop has not worked.
[02:30:39.013 --> 02:30:40.374]  Thanks for keeping us on the air.
[02:30:40.374 --> 02:30:48.819]  Take action at InfoWarsTore.com today, because the only people who can take us off the air is you, the viewers and listeners.
[02:30:48.819 --> 02:30:52.261]  The majority of you have not been signed off, but some of you have.
[02:30:52.261 --> 02:30:54.242]  Do not let the gloveless brainwash you.
[02:30:54.242 --> 02:30:55.963]  Go to InfoWarsTore.com to keep us on the air.
[02:30:57.512 --> 02:31:03.917]  I have an extremely important message to all of my fellow InfoWarriors here in the United States and around the world.
[02:31:03.917 --> 02:31:08.540]  We are so excited to announce InfoWars MD.
[02:31:08.540 --> 02:31:11.342]  It turns out the top company in the U.S.
[02:31:11.342 --> 02:31:13.564]  for supplements is owned by a Patreon.
[02:31:13.564 --> 02:31:20.329]  And it turns out they're willing to give us deals that no one else is getting because they want to support InfoWars and keep us on the air.
[02:31:20.329 --> 02:31:23.712]  This deal has been a year in the making and finally the products are being brought to market.
[02:31:24.332 --> 02:31:35.015]  Up to 50% off what you get on top national brands that are the highest rated under the InfoWars label, InfoWars MD, exclusively at InfoWarsStore.com.
[02:31:35.015 --> 02:31:40.236]  Check out the first of 10 new products at InfoWarsStore.com.
[02:31:40.236 --> 02:31:44.057]  Whether it's turmeric or whether it's joint care or whether it is super greens,
[02:31:44.497 --> 02:31:52.365]  We have them all at InfoWarsStore.com under the banner of InfoWarsMD.
[02:31:52.365 --> 02:31:55.909]  This is the best deal out there and it keeps InfoWars on the air.
[02:31:55.909 --> 02:31:56.930]  InfoWarsMD.
[02:32:06.019 --> 02:32:16.844]  And now with all the things we're bombarded with, the water and the food and the feminizing factors, it is more important than ever to use the compounds God gave us to boost our natural male potential.
[02:32:16.844 --> 02:32:18.825]  These products work great for women as well.
[02:32:18.825 --> 02:32:20.746]  Ladies and gentlemen, we have Pain MD.
[02:32:20.746 --> 02:32:23.708]  It's a number one natural bestseller under another name.
[02:32:23.708 --> 02:32:29.530]  We got it discounted for 40% off at InfoWareStore.com under the label InfoWare's Platinum.
[02:32:29.530 --> 02:32:31.771]  We've also got HGH Max Boost.
[02:32:31.771 --> 02:32:32.412]  Read all about it.
[02:32:33.072 --> 02:32:34.433]  Be very safe with it.
[02:32:34.433 --> 02:32:37.836]  I take only a fraction of what they say at first and take it before you go to bed at night.
[02:32:37.836 --> 02:32:39.358]  Don't do it during the day.
[02:32:39.358 --> 02:32:42.380]  1776 testosterone boost.
[02:32:42.380 --> 02:32:43.441]  Totally incredible.
[02:32:43.441 --> 02:32:44.362]  Go read about them.
[02:32:44.362 --> 02:32:50.467]  Learn more about them at InfoWarsStore.com in the InfoWars Platinum section.
[02:32:50.467 --> 02:32:56.953]  And you get 40% off on these already best-selling products under the new name InfoWars Platinum.
[02:32:59.167 --> 02:33:11.233]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones!
[02:33:11.233 --> 02:33:17.737]  Rallying patriots worldwide in defense of human liberty, it's Alex Jones!
[02:33:18.803 --> 02:33:26.187]  Alright, Ezra LeVant out of Canada has one of the most hard-hitting international organizations exposing the globalists and the lockdowns, the tyranny.
[02:33:26.187 --> 02:33:31.710]  RebelNews.com, he joins us driving down the road at Davos right now.
[02:33:31.710 --> 02:33:35.572]  He's been there in the last few days, has huge breaking news for us.
[02:33:35.572 --> 02:33:39.874]  Ezra LeVant, I know we only have you for one segment, please give us a report on what you witnessed.
[02:33:41.472 --> 02:33:41.932]  Absolutely.
[02:33:41.932 --> 02:33:47.295]  Well, the first thing to know is that the World Economic Forum does not want scrutiny.
[02:33:47.295 --> 02:33:49.956]  They don't want journalists that they don't control.
[02:33:49.956 --> 02:33:54.278]  Now, don't get me wrong, there are plenty of journalists here, but they're on the inside.
[02:33:54.278 --> 02:33:56.339]  They actually pay to play.
[02:33:56.339 --> 02:34:01.882]  They're here to harmonize their messaging with big government and big business.
[02:34:02.262 --> 02:34:03.764]  So that's the first thing to know.
[02:34:03.764 --> 02:34:09.533]  You will see CNN, MSNBC, CNBC, New York Times here.
[02:34:09.533 --> 02:34:10.514]  They're all here.
[02:34:10.514 --> 02:34:11.836]  They're all advertising it.
[02:34:11.836 --> 02:34:15.522]  But not a single one is asking an accountability question.
[02:34:15.522 --> 02:34:16.043]  Point two.
[02:34:16.846 --> 02:34:21.089]  They want to make it as difficult as possible for uninvited people to attend.
[02:34:21.089 --> 02:34:25.471]  So they book every single hotel room and Airbnb in Davos.
[02:34:25.471 --> 02:34:34.997]  So for example, our ragtag team of citizen journalists have to stay one town away because they literally bought up every hotel room in Davos.
[02:34:34.997 --> 02:34:35.738]  Now that's fine.
[02:34:36.258 --> 02:34:38.119]  But then they do another thing, Alex.
[02:34:38.119 --> 02:34:46.345]  They deploy up to 5,000 police and soldiers to lock this town tighter than a drum.
[02:34:46.345 --> 02:34:52.990]  So far we have been pulled over twice by police checkpoints, but I got a flicker of good news for ya.
[02:34:52.990 --> 02:34:54.971]  Call it a white pill moment.
[02:34:54.971 --> 02:35:00.295]  Twice the cops have pulled us over and said, you guys aren't gonna film anything, are ya?
[02:35:01.218 --> 02:35:05.702]  And I looked one cop in the eye and I said, well, that's exactly what we're going to do.
[02:35:05.702 --> 02:35:07.243]  It's still a free country, isn't it?
[02:35:07.243 --> 02:35:11.527]  And he hesitated for a moment and he said, carry on.
[02:35:11.527 --> 02:35:13.889]  I think these Swiss police.
[02:35:14.597 --> 02:35:20.299]  Don't like being pressed into service as Klaus Schwab's personal bodyguards.
[02:35:20.299 --> 02:35:29.141]  So in fact, both times we were pulled over by police, we held our ground, said we're free journalists, and we were led on our merry way.
[02:35:29.141 --> 02:35:31.742]  So I think that's a flicker of hope.
[02:35:31.742 --> 02:35:38.884]  And what you said earlier about how some of the head honchos no longer coming around, I hope that's a sign to come.
[02:35:38.884 --> 02:35:41.284]  But there is still a lot of darkness here.
[02:35:41.284 --> 02:35:43.865]  Last point, Black Rock.
[02:35:44.557 --> 02:35:50.021]  One of the largest asset managers in the world, led by Larry Fink, a radical activist.
[02:35:50.021 --> 02:35:53.063]  Oh boy, they've got such a big pavilion here.
[02:35:53.063 --> 02:35:57.066]  They're trying to shape global policy.
[02:35:57.066 --> 02:36:02.871]  If BlackRock wants to make... Oh, by the way, I'm turning the camera.
[02:36:02.871 --> 02:36:04.932]  This is one of the police checkpoints.
[02:36:04.932 --> 02:36:05.633]  Can you see it?
[02:36:05.633 --> 02:36:06.834]  This is the checkpoint.
[02:36:06.834 --> 02:36:07.634]  I was pulled over.
[02:36:07.634 --> 02:36:09.476]  Do you see these military vehicles?
[02:36:09.476 --> 02:36:10.497]  Do you see this?
[02:36:10.497 --> 02:36:12.238]  I don't know if you can see it because it's dark out.
[02:36:13.314 --> 02:36:16.596]  That's the checkpoint that I was pulled over earlier today, Alex.
[02:36:16.596 --> 02:36:17.756]  We saw you go through.
[02:36:17.756 --> 02:36:20.018]  Please continue.
[02:36:20.018 --> 02:36:24.000]  So BlackRock, here's the thing.
[02:36:24.000 --> 02:36:25.741]  If someone wants to make money, God bless them.
[02:36:25.741 --> 02:36:27.762]  That's the American way, the Canadian way.
[02:36:27.762 --> 02:36:31.744]  If you want to reduce taxes and, you know, bullet to you.
[02:36:31.744 --> 02:36:37.167]  But what gets me about Larry Fink and BlackRock, which has over $10 trillion in assets under management,
[02:36:37.981 --> 02:36:39.883]  Is they want to be politicians.
[02:36:39.883 --> 02:36:47.028]  They want to shape policy, foreign policy, domestic policy, cultural Marxism, but they don't want to bother being elected.
[02:36:47.028 --> 02:36:49.050]  They don't want to bother going through the legislature.
[02:36:49.050 --> 02:36:55.375]  So the Larry Fink's of the world and the Bill Gates is of the world and the Al Gore's of the world.
[02:36:55.375 --> 02:36:59.738]  By the way, Gates and Fink are on the board of directors of the World Economic Forum.
[02:36:59.738 --> 02:37:03.902]  They meet in this secret conclave and they're on par with world leaders.
[02:37:03.902 --> 02:37:06.444]  So you'll have the odd world leader attend here.
[02:37:07.310 --> 02:37:13.155]  And they're on a panel as equals with some billionaire who just paid to play.
[02:37:13.155 --> 02:37:25.266]  So what they're trying to do here is take decision-making for ordinary citizens out of the Congress, out of the Canadian Parliament, out of the hands of elected legislators.
[02:37:25.266 --> 02:37:28.048]  And I was reading your own deputy leader under Trudeau.
[02:37:28.048 --> 02:37:30.370]  She's there.
[02:37:30.370 --> 02:37:31.091]  Absolutely.
[02:37:31.091 --> 02:37:33.433]  In fact, Chrystia Freeland is her name.
[02:37:33.433 --> 02:37:34.774]  You won't even believe this, Alex.
[02:37:35.584 --> 02:37:45.290]  She was the authorized biographer of George Soros before she became Canada's Deputy Prime Minister.
[02:37:45.290 --> 02:37:45.810]  That's my point.
[02:37:45.810 --> 02:37:49.613]  She was on the Board of Trustees of the World Economic Forum.
[02:37:49.613 --> 02:37:51.254]  So I got a question for you.
[02:37:51.254 --> 02:37:55.757]  Are you loyal to the Canadian government and the Canadian people and the Canadian Constitution?
[02:37:55.757 --> 02:37:57.738]  You better be because you're in our cabinet.
[02:37:58.504 --> 02:38:07.408]  Or are you loyal to the Board of Trustees of the World Economic Forum run by some crazy Bond villain caricature named Klaus Schwab?
[02:38:07.408 --> 02:38:09.769]  You can't ride two horses, Alex.
[02:38:09.769 --> 02:38:15.651]  And Chrystia Freeland, I don't know whose side she's loyal to, but let me close with one more point.
[02:38:15.651 --> 02:38:18.732]  You know what they talk about a lot here at the World Economic Forum, Alex?
[02:38:18.732 --> 02:38:19.993]  They talk about something
[02:38:20.774 --> 02:38:23.956]  They call it global citizenship.
[02:38:23.956 --> 02:38:25.656]  Global citizenship.
[02:38:25.656 --> 02:38:26.497]  Well, what does that mean?
[02:38:26.497 --> 02:38:28.358]  I know what it means to be a citizen of Canada.
[02:38:28.358 --> 02:38:29.418]  That's who I am.
[02:38:29.418 --> 02:38:33.780]  And you sure know what it means to be a citizen of the United States of America.
[02:38:33.780 --> 02:38:42.425]  You know what rights it gives you, and what responsibilities, and what power, and you know how you relate to your elected officials.
[02:38:42.425 --> 02:38:44.205]  But what does it mean?
[02:38:44.205 --> 02:38:45.366]  Global citizenship.
[02:38:46.152 --> 02:38:48.134]  Who is my boss?
[02:38:48.134 --> 02:38:50.455]  How do I get my voice heard?
[02:38:50.455 --> 02:38:52.197]  Who's the king?
[02:38:52.197 --> 02:39:06.067]  Well, the king is a tyrant named Klaus Schwab and his right-hand man Larry Fink and the other people who either pay to play like other billionaires or oligarchs or other progressives in the global citizenship that they are promoting.
[02:39:06.067 --> 02:39:07.608]  You actually have no rights.
[02:39:07.608 --> 02:39:10.350]  You can't throw the bums out.
[02:39:10.350 --> 02:39:13.052]  And so it's a perversion of the words.
[02:39:13.052 --> 02:39:14.533]  It's not citizenship at all.
[02:39:15.211 --> 02:39:19.555]  You're now being a subject, maybe even a bit of a slave.
[02:39:19.555 --> 02:39:26.680]  That's what they're working on here and the mass of the media just love it, Alex.
[02:39:26.680 --> 02:39:32.285]  Well, the good news is the world's waking up and they're reporting Soros isn't going.
[02:39:32.285 --> 02:39:33.506]  Up to half the list isn't going.
[02:39:33.506 --> 02:39:36.708]  I agree they're more powerful than ever, but they're being identified.
[02:39:38.109 --> 02:39:43.911]  And in the international polls, the Davos group, we just lost our link there, that happens to these live feeds.
[02:39:43.911 --> 02:39:46.012]  I mean, this is just an incredible time.
[02:39:46.012 --> 02:39:47.872]  We're back to Ezra Levin.
[02:39:47.872 --> 02:39:53.694]  Ezra, the forced injections, it coming out the vaccines aren't vaccines, and hurt people.
[02:39:53.694 --> 02:39:59.516]  All this news about the government suppressing the peaceful caravan last year.
[02:39:59.516 --> 02:40:01.237]  I really feel like humanity's on the march.
[02:40:01.237 --> 02:40:03.858]  We're not winning yet, but I think we're starting to turn the tide.
[02:40:03.858 --> 02:40:04.318]  What do you think?
[02:40:05.726 --> 02:40:06.586]  I think so, too.
[02:40:06.586 --> 02:40:14.348]  You know, I was there, as you know, in Canada during the trucker convoy, and I want to remind you and all your viewers who sometimes despair.
[02:40:14.348 --> 02:40:15.588]  Well, remember those truckers.
[02:40:15.588 --> 02:40:18.108]  They didn't have any political party backing them.
[02:40:18.108 --> 02:40:20.009]  They didn't have any super PAC.
[02:40:20.009 --> 02:40:26.690]  They didn't have any... They were an organic group of grassroots people who stood up.
