[00:00:00.069 --> 00:00:02.451]  Alex Jones on the GCN Radio Network.
[00:57:55.256 --> 00:57:58.517]  Yeah, I think I came across that, um, a few days ago.
[00:57:58.557 --> 00:58:02.939]  It wasn't in the original article I wrote, but, uh, yeah, I'll definitely dig into it.
[00:58:03.459 --> 00:58:12.102]  Uh, what's confirmed is the fact that Goldman Sachs, uh, sold their stock in BP before this happened, that Tony Hayward, the CEO of BP, sold his stock before that.
[00:58:12.442 --> 00:58:16.983]  So, there were numerous financial, uh, agendas and motivations at work.
[00:58:17.544 --> 00:58:24.186]  And what I find interesting is this idea that, um, the oil in that region is naturally replenishing, that it's abiotic.
[00:58:24.606 --> 00:58:30.108]  So if that's true, the so-called relief wells that they're now putting in are going to have no effect whatsoever.
[00:58:30.248 --> 00:58:33.670]  And as many experts are predicting, this could drag on for years.
[00:58:33.910 --> 00:58:34.930]  So we've got to watch that.
[00:58:35.791 --> 00:58:36.891]  This is the Alex Jones Show.
[00:58:36.911 --> 00:58:38.071]  We've come to the end of the hour.
[00:58:38.232 --> 00:58:39.392]  Alex will be back tomorrow.
[00:58:40.192 --> 00:58:41.773]  Stay tuned for rebroadcasts.
[00:58:42.053 --> 00:58:43.454]  PrisonPlanet.com.
[00:58:44.334 --> 00:58:49.236]  This broadcast is available on MP3 CD format at GCNLive.com or call toll-free 877-300-7645.
[00:58:55.219 --> 00:59:00.945]  The Fall of America and the Western World is an all-new 10-hour documentary and survival guide rolled into one.
[00:59:01.666 --> 00:59:06.110]  In this film, you will see the reasons why our government is failing and what you can do to prepare.
[00:59:06.931 --> 00:59:08.793]  Featuring Dr. Paul Craig Roberts,
