[00:00:02.057 --> 00:00:08.704]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:49:24.449 --> 00:49:28.953]  I hope that we'll use the free market to put pressure on Velo.
[00:49:28.953 --> 00:49:34.757]  I know that there are supporters out there talking with their advertisers and clearly making it known to them that
[00:49:35.217 --> 00:49:37.080]  They want this debate to happen in Texas.
[00:49:37.080 --> 00:49:40.685]  They want all three candidates to be heard from and we need another opportunity.
[00:49:41.420 --> 00:49:46.565]  To see all three of us on stage and allow the voter to make a choice in the next election.
[00:49:46.565 --> 00:49:56.334]  So people can help us out by calling below and letting them know about that, but also by calling their advertisers and their support, you know, their customer base and letting them know.
[00:49:56.334 --> 00:50:06.224]  And then help us out by visiting medinafortexas.com and driving dollars our way so that we can buy the media and get out there, get the message out between now and March 2nd.
[00:50:07.659 --> 00:50:19.526]  Well, Deborah, I mean, looking at this, it's so outrageous to read the policy, the new policy of VELO, that you have to have 15% in the polls, and on top of it,
[00:50:21.357 --> 00:50:42.317]  You have to and before it was 15% in the polls in the final debate between Republicans and Democrats and third parties and that was at the national level and they only brought that policy in the last eight years more restrictive than what was there previously but to now in a primary debate say not only do you have to have 15% you've got to hold comparable
[00:50:44.259 --> 00:51:11.512]  Public status so you would have had to be a governor from another state or a US senator to be able to be on that stage that is an impossible hurdle that on its face is fraud I mean this is they must be scared to death of The grassroots and now they might just come right out and ban third parties or ban Candidates from higher office if you weren't already in higher office I mean how will people get into higher office if you have to first be in the highest level of executive office?
[00:51:11.512 --> 00:51:12.052]  I mean this isn't
[00:51:12.472 --> 00:51:13.453]  This is outrageous!
[00:51:13.453 --> 00:51:16.494]  Well, and it's just totally ignoring even the candidacy.
[00:51:16.494 --> 00:51:22.798]  You know, the rest of the media all over Texas, and certainly the grassroots, is abuzz with what happened in that debate last night.
[00:51:22.798 --> 00:51:32.163]  And yet, when you read the Dallas Morning News and their report of the debate, they kind of leave Debra Medina out, almost as though I wasn't on stage.
[00:51:32.163 --> 00:51:36.125]  It's like, were you even at the same debate the rest of Texas was watching?
[00:51:36.125 --> 00:51:39.667]  Because to read their report, they don't
[00:51:40.191 --> 00:51:43.413]  They don't address the Debra Medina factor at all.
[00:51:43.413 --> 00:51:47.135]  And I guess clearly that's where the establishment would like to see.
[00:51:47.135 --> 00:51:49.336]  They don't want people rising up.
[00:51:49.336 --> 00:51:59.982]  They want us to be worker bees, serving that political class, but not out here producing on our own and being independent and enjoying the liberty that our founders, you know,
[00:52:02.443 --> 00:52:12.248]  Put into that Constitution, I mean, they set this nation up so that we can enjoy that freedom and prosperity that's God-given life, liberty, property.
[00:52:12.248 --> 00:52:13.808]  That's not yours to give.
[00:52:13.808 --> 00:52:16.289]  It was given to us by the Creator.
[00:52:16.289 --> 00:52:28.535]  It's yours to protect and preserve, and the Constitution gives us the way, gives us the blueprint by which to do that, and yet we've got just exactly what our founders knew we were going to have, this abuse,
[00:52:32.346 --> 00:52:45.012]  Well, Perry's one talking point was that you and Kay Bailey Hutchinson hate Texas and are saying Texas is bad when you're trying to save what Texas is.
[00:52:45.012 --> 00:52:52.155]  It's Perry that masquerades as a conservative, and Kay Bailey Hutchinson is even worse, if that's possible, from Washington.
[00:52:53.135 --> 00:53:01.080]  And they have brought in, conservatively, a $400 million looting deal to grab 8,000 miles of existing roads and put toll roads on them.
[00:53:01.080 --> 00:53:04.702]  They're both involved, up to their eyeballs in it, though they now try to deny that.
[00:53:04.702 --> 00:53:07.703]  It's on record they are.
[00:53:07.703 --> 00:53:11.345]  Texas has passed all these new districts for taxing.
[00:53:11.345 --> 00:53:17.469]  Every few months, a new bureaucrat shows up and tells me about some new tax that my little office has to pay.
[00:53:17.469 --> 00:53:21.751]  We are turning into California or New York or Illinois or something.
[00:53:22.071 --> 00:53:27.154]  Texas does have people flooding to it because it's not as bad as other states, but not for long.
[00:53:27.154 --> 00:53:32.277]  I mean, you're trying to save Texas as a haven of low taxes and low regulation.
[00:53:32.277 --> 00:53:40.002]  And we know what K-Baby and Mr. Hairspray, Pretty Hair, Twinkle Toes, Perry is going to do.
[00:53:40.002 --> 00:53:41.303]  And for him to try to spin it,
[00:53:42.343 --> 00:53:44.564]  That you're bad-mouthing Texas.
[00:53:44.564 --> 00:53:47.345]  It's just more fraud from this guy.
[00:53:47.345 --> 00:53:49.786]  The sales taxes keep going up.
[00:53:49.786 --> 00:53:54.288]  The property taxes keep going up, even as housing prices go down.
[00:53:54.288 --> 00:53:57.630]  Can you speak to what you would do as governor to the tax system?
[00:53:57.630 --> 00:54:00.831]  Well, we've got to eliminate property tax.
[00:54:00.831 --> 00:54:01.911]  Eliminate!
[00:54:01.911 --> 00:54:03.932]  We didn't have it before and built this country.
[00:54:03.932 --> 00:54:05.153]  Eliminate it!
[00:54:05.153 --> 00:54:06.933]  It's a tax on your property.
[00:54:06.933 --> 00:54:07.654]  It's rent.
[00:54:07.654 --> 00:54:10.295]  You don't really own your property, the founders said, if you have a property tax.
[00:54:10.902 --> 00:54:12.263]  We've got to eliminate property tax.
[00:54:12.263 --> 00:54:16.005]  We've got to recognize that we do need some essential government services.
[00:54:16.005 --> 00:54:21.369]  There are some things that cities and counties in the state government need to do, and clearly they need funds for that.
[00:54:21.369 --> 00:54:30.255]  But the best way to raise that money, the taxing method that causes the least drag on a free and prosperous economy is a sales tax.
[00:54:30.255 --> 00:54:31.476]  We need to broaden the base.
[00:54:32.088 --> 00:54:32.528]  I don't know.
[00:54:54.898 --> 00:54:59.763]  We've got to do that, but I think that the governor, you know, he'd like to paint this really rosy picture.
[00:54:59.763 --> 00:55:09.773]  I guess as a registered nurse, my job wasn't to look at how healthy I would like for you to be, but to deal with the reality of what your clinical conditions and signs are.
[00:55:09.773 --> 00:55:14.578]  And the reality of the economic condition here in Texas isn't near as rosy as he'd like to paint it.
[00:55:15.098 --> 00:55:17.280]  I certainly am not about tearing Texas down.
[00:55:17.280 --> 00:55:28.111]  I'm about being a realist and looking at objectively where we are, figuring out what's hindering us, and getting us on the path to that freedom and prosperity that we ought to be enjoying.
[00:55:34.039 --> 00:55:38.360]  Employment numbers going up, that is a bold-faced lie.
[00:55:38.360 --> 00:55:41.521]  You are creating more of a burden on the private sector.
[00:55:41.521 --> 00:55:47.762]  We've added 156,000 jobs in the public sector in the last four years.
[00:55:47.762 --> 00:55:55.584]  He's boasting about adding 142,000 to the Texas economy in the last four years, but all of those have been in the public sector.
[00:55:55.584 --> 00:55:58.525]  We've lost 14,000 jobs in the private sector.
[00:55:58.525 --> 00:55:59.645]  That's not job growth.
[00:56:01.241 --> 00:56:01.861]  Absolutely.
[00:56:01.861 --> 00:56:10.126]  So for those who don't understand, Texas is becoming like Massachusetts or New York, and Perry's saying in his doublespeak, that's a great thing.
[00:56:10.126 --> 00:56:13.788]  Deborah Medina's saying, no, go back the way Texas was.
[00:56:13.788 --> 00:56:15.850]  Make Texas great again.
[00:56:16.730 --> 00:56:18.811]  They're trying to raise the Texas gas tax.
[00:56:18.811 --> 00:56:21.692]  They're trying to do everything right now.
[00:56:21.692 --> 00:56:23.513]  We have got to block this.
[00:56:23.513 --> 00:56:26.114]  I mean, the economy is imploding in this state.
[00:56:26.114 --> 00:56:32.337]  Not as bad as other states, because we haven't had the blight of big government as much as other states.
[00:56:32.337 --> 00:56:37.700]  That's why people are running to Texas right now, running away from big government.
[00:56:37.700 --> 00:56:39.041]  Debra, I want to play a clip of you
[00:56:40.410 --> 00:56:41.351]  Alex, let me jump in.
[00:56:41.351 --> 00:56:44.634]  Not as bad as other states, because they overtaxed us a few years ago.
[00:56:44.634 --> 00:56:50.979]  Remember, he built up that rainy day fund to $20 billion because he was overtaxing Texans.
[00:56:50.979 --> 00:56:54.582]  Anybody that's got sitting on that kind of profit can weather a storm.
[00:56:54.582 --> 00:57:01.748]  That's why Texas is weathering the storm, because the governor and the legislature allowed those taxes to be overcollected in prior years.
[00:57:02.788 --> 00:57:06.871]  I think you and I read the Texas Consolidated Annual Financial Report.
[00:57:06.871 --> 00:57:09.332]  I'm not sure either Kay or Rick have ever looked at that.
[00:57:09.332 --> 00:57:15.616]  You can't be an executive and not know what the financial condition of your organization is.
[00:57:15.616 --> 00:57:21.139]  Texans deserve an accurate, honest annual financial report from our CEO.
[00:57:21.139 --> 00:57:24.001]  That's the governor and he's failed to do that time and time again.
[00:57:24.321 --> 00:57:32.664]  And he got upset when you brought that up because no one, ten years ago, when I first started exposing this with Walter Burien and made a film about it, no one knew about these.
[00:57:32.664 --> 00:57:35.446]  That's the real set of books, not the budget.
[00:57:35.446 --> 00:57:38.047]  The budget is the fake thing they push.
[00:57:38.047 --> 00:57:40.448]  And then, boy, you broke a big taboo.
[00:57:40.448 --> 00:57:43.369]  He got upset when you mentioned that little secret name.
[00:57:52.537 --> 00:57:56.498]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:57:56.498 --> 00:58:05.360]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:58:05.360 --> 00:58:09.981]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:58:09.981 --> 00:58:20.803]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:58:21.443 --> 00:58:30.946]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[00:58:30.946 --> 00:58:36.388]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[00:58:36.388 --> 00:58:43.871]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:58:43.871 --> 00:58:46.612]  That's www.SilverLungs.com.
[00:58:51.778 --> 00:58:55.801]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:58:55.801 --> 00:58:59.044]  This is our last chance to not relive history.
[00:58:59.044 --> 00:59:03.848]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[00:59:03.848 --> 00:59:10.253]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[00:59:10.253 --> 00:59:12.475]  I think it's incumbent upon all of us
[00:59:13.015 --> 00:59:13.315]  Tim Geithner?
[00:59:13.315 --> 00:59:13.816]  Bernanke?
[00:59:13.816 --> 00:59:14.617]  They're arsonists!
[00:59:14.617 --> 00:59:15.778]  They're asking for more matches!
[00:59:15.778 --> 00:59:18.020]  And the Congress is saying, who do we make the check out to?
[00:59:31.912 --> 00:59:33.773]  Today seems like nobody does care.
[00:59:33.773 --> 00:59:39.196]  And right now in Washington, D.C., we have seen a fall of the Republic.
[00:59:39.196 --> 00:59:51.523]  Get your copy of Fall of the Republic on DVD at Infowars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[00:59:51.523 --> 00:59:55.126]  Coast to Coast, direct from Austin.
[00:59:55.126 --> 00:59:58.327]  You're listening to the Alex Jones Broadcasting Network.
[01:00:01.724 --> 01:00:04.125]  Well, you're an intelligent lady.
[01:00:04.125 --> 01:00:05.365]  You're a constitutionalist.
[01:00:05.365 --> 01:00:08.166]  People are really resonating with your message.
[01:00:08.166 --> 01:00:14.567]  And I just want to say again, regardless if you win or not, we all win because you've now injected real issues.
[01:00:14.567 --> 01:00:20.729]  And we're now growing the grassroots across the country, just like with what happened with Ron Paul.
[01:00:20.729 --> 01:00:29.411]  It is essential, though, that people support you, that they put your yard signs up, that they call local radio, that they call BELO and say, put you in the next debate.
[01:00:30.131 --> 01:00:37.135]  That they donate on your website or sign up at your Facebook or get your email and text message alerts.
[01:00:37.135 --> 01:00:38.195]  It is essential.
[01:00:38.195 --> 01:00:42.778]  And it's just the political will of getting involved will lead us to victory.
[01:00:42.778 --> 01:00:53.183]  We know the path of standing up for freedom will win if people just keep going, keep coming, and never back off and never stop.
[01:00:53.183 --> 01:00:59.487]  In the last three, four minutes we've got left, Debra Medina, other issues, other points you'd like to make to this worldwide audience?
[01:00:59.787 --> 01:01:02.368]  Well, I think I've got to pick up with where you're going.
[01:01:02.368 --> 01:01:03.789]  You're absolutely right, Alex.
[01:01:03.789 --> 01:01:05.230]  This is pedal to the metal.
[01:01:05.230 --> 01:01:08.452]  The only poll that counts is March 2nd.
[01:01:08.452 --> 01:01:10.493]  That is Texas Independence Day.
[01:01:10.493 --> 01:01:12.674]  The dominoes are falling our way.
[01:01:12.674 --> 01:01:16.416]  If you ever thought that there was a time when your vote
[01:01:18.023 --> 01:01:19.184]  It is now.
[01:01:19.184 --> 01:01:20.224]  You've got to get out.
[01:01:20.224 --> 01:01:30.507]  You've got to do all you can to raise the identity of this campaign, to help people know that there is someone carrying the voice of the people.
[01:01:30.507 --> 01:01:33.088]  I am just that vessel carrying that message.
[01:01:33.088 --> 01:01:34.708]  I'm honored to do it for Texas.
[01:01:34.708 --> 01:01:37.829]  I'm going to fight really hard, but we have got to have your help.
[01:01:38.329 --> 01:01:40.090]  We can win this race.
[01:01:40.090 --> 01:01:40.911]  Don't let up.
[01:01:40.911 --> 01:01:42.051]  Don't back off.
[01:01:42.051 --> 01:01:43.612]  This is a sprint to the finish.
[01:01:43.612 --> 01:01:47.774]  We're going to push really hard through until 7.01 p.m.
[01:01:47.774 --> 01:01:50.596]  on March 2nd and not let up a second before then.
[01:01:50.596 --> 01:01:53.517]  MedinaForTexas.com.
[01:01:53.517 --> 01:01:54.558]  Help us that way.
[01:01:54.558 --> 01:01:54.998]  Get out.
[01:01:54.998 --> 01:01:55.798]  Knock on doors.
[01:01:55.798 --> 01:01:57.039]  Let your neighbors know.
[01:01:57.039 --> 01:02:00.721]  Ask them to vote and then make sure that they go vote.
[01:02:01.241 --> 01:02:05.864]  So many people say, oh yeah, I'm all about that, and then they get busy and they don't vote.
[01:02:05.864 --> 01:02:08.685]  Early voting starts in February.
[01:02:08.685 --> 01:02:12.507]  Very important that we turn out and vote at the polls.
[01:02:12.507 --> 01:02:17.230]  Don't be discouraged by any negative media reports that you might see.
[01:02:17.230 --> 01:02:20.372]  I think we kind of took everybody by surprise last night.
[01:02:20.372 --> 01:02:27.516]  I expect in the next 48 to 72 hours they'll get their act together and they'll start putting the negative spin on this and trying to
[01:02:27.916 --> 01:02:33.438]  You know, kind of trying to marginalize the campaign and again say we're not going to have an impact on this race.
[01:02:33.438 --> 01:02:35.839]  Boy, we're going to have an impact and we saw that last night.
[01:02:35.839 --> 01:02:46.603]  There was a period, and I know, you know, we've got a lot of problems with Google, but there was a period last night that we were the number one search on Google and for several hours we were the number three search on Google.
[01:02:46.603 --> 01:02:50.264]  It went through not just Texas but the country like a firestorm.
[01:02:50.264 --> 01:02:55.426]  We can win this, but it means all of us have got to dig in until March 2nd and work hard.
[01:02:56.499 --> 01:02:59.680]  The people know we're being looted and being robbed.
[01:02:59.680 --> 01:03:03.122]  30 plus states are moving to declare sovereignty.
[01:03:03.122 --> 01:03:05.122]  The media spins that and says it's secession.
[01:03:05.122 --> 01:03:05.743]  No.
[01:03:05.743 --> 01:03:07.183]  The states created the federal government.
[01:03:07.183 --> 01:03:08.444]  They're saying no.
[01:03:08.444 --> 01:03:11.005]  The federal government's controlled by offshore banks.
[01:03:11.005 --> 01:03:11.985]  That's now public.
[01:03:11.985 --> 01:03:15.026]  Geithner's on the verge of being indicted.
[01:03:15.026 --> 01:03:15.707]  We now have
[01:03:17.148 --> 01:03:29.559]  This individual at the White House, Harvard professor Cass Sunstein, is now the head of federal regulation saying that he wants to ban free speech and the Second Amendment.
[01:03:29.559 --> 01:03:31.841]  I mean, he's actually saying it.
[01:03:32.822 --> 01:03:38.824]  On video, on television, and that he's the next guy set to be the next Supreme Court Justice.
[01:03:38.824 --> 01:03:40.325]  I mean, this country's in deep trouble.
[01:03:40.325 --> 01:03:41.685]  These people aren't playing games.
[01:03:41.685 --> 01:03:44.286]  You know, it's what caused the battle at the Alamo.
[01:03:44.286 --> 01:03:48.288]  You know, they're essentially declaring the Constitution null and void.
[01:03:48.288 --> 01:03:50.889]  We've got a rule of law here, we're just going to ignore it.
[01:03:51.349 --> 01:03:53.290]  We ignore it, we ignore it, we ignore it.
[01:03:53.290 --> 01:03:57.211]  That's when Travis drew a line in the sand and said, you know, we're not ignoring this.
[01:03:57.211 --> 01:04:02.073]  You're not going to toss out the Constitution and name yourself dictator.
[01:04:02.073 --> 01:04:03.313]  That's what's happening here.
[01:04:03.313 --> 01:04:04.834]  People see it.
[01:04:04.834 --> 01:04:13.057]  We will either fight today at the ballot box or our children will shed blood to regain the freedoms that we've lost.
[01:04:13.057 --> 01:04:13.917]  I think we know that.
[01:04:13.917 --> 01:04:15.638]  I think all of Texas knows that.
[01:04:15.638 --> 01:04:16.938]  Now's the time to dig in.
[01:04:16.938 --> 01:04:17.458]  Fight for us.
[01:04:17.458 --> 01:04:18.099]  And again!
[01:04:18.099 --> 01:04:18.559]  Let's go.
[01:04:19.059 --> 01:04:21.361]  You're just saying what everybody already knows.
[01:04:21.361 --> 01:04:26.727]  Finally, you're saying, and I hear all these people calling into talk radio saying, I want Medina.
[01:04:26.727 --> 01:04:27.968]  These other people are fakes.
[01:04:27.968 --> 01:04:32.913]  I'm hearing Democrats say, I want Medina, not some establishment Democrat who's an Obamanoid.
[01:04:32.913 --> 01:04:35.576]  People know the two big parties are a fraud.
[01:04:35.576 --> 01:04:36.236]  They know that
[01:04:37.401 --> 01:04:40.043]  One major world crisis away from having a totalitarian type of system.
[01:05:06.203 --> 01:05:08.966]  The main event is the wholesale destruction of the world economy.
[01:05:08.966 --> 01:05:14.313]  The push for every nation on the globe to identify and number all of its citizens.
[01:05:14.313 --> 01:05:18.798]  Friends, I hope that you will order Shadow Government from Infowars.com.
[01:05:18.798 --> 01:05:23.324]  We also have some specials where you can get some of our other films half price when you order Shadow Government.
[01:05:23.804 --> 01:05:34.837]  A new level in production quality and in information exposes how a cashless society, surveillance beast grid of total control is being put into place.
[01:05:34.837 --> 01:05:36.819]  This film needs to be seen.
[01:05:36.819 --> 01:05:37.961]  Everybody needs to get it.
[01:05:37.961 --> 01:05:39.142]  So order yours today.
[01:05:39.142 --> 01:05:43.066]  Show it to your friends, your family, your church, your neighbors, your boss, your employees.
[01:05:44.522 --> 01:05:46.123]  Shadow Government, ladies and gentlemen.
[01:05:46.123 --> 01:05:48.744]  Get your copy at InfoWars.com today.
[01:05:48.744 --> 01:05:50.165]  Shadow Government.
[01:05:50.165 --> 01:05:52.386]  It gives Big Brother a black eye.
[01:05:52.386 --> 01:05:56.107]  Available at InfoWars.com or by calling toll-free 888-253-3139.
[01:05:56.107 --> 01:05:56.588]  Big Brother.
[01:05:56.588 --> 01:05:57.348]  Mainstream media.
[01:06:08.386 --> 01:06:10.148]  Government cover-ups.
[01:06:10.148 --> 01:06:11.730]  You want answers?
[01:06:11.730 --> 01:06:13.292]  Well, so does he.
[01:06:13.292 --> 01:06:17.476]  He's Alex Jones on the GCN Radio Network.
[01:06:17.476 --> 01:06:22.562]  And now, live from Austin, Texas, Alex Jones.
[01:06:22.562 --> 01:06:24.724]  Solari.com is her website.
[01:06:24.724 --> 01:06:27.748]  Our websites are InfoWars.com and PrisonPlanet.com.
[01:06:27.748 --> 01:06:29.129]  She's Katherine Austin Fitz.
[01:06:29.790 --> 01:06:39.281]  I was talking to Birgitta Jones-Dottier, leading the charge to beat the banks in Iceland, not tooting my horn, an example of what you, the activists, have done.
[01:06:39.281 --> 01:06:46.569]  A few months ago, she got a copy of the Obama deception, and she already knew a lot, but that helped give her even more info.
[01:06:47.230 --> 01:06:54.975]  And so another example of how the Obama deception, fall of the republic, the type of effect these films are having all over the world.
[01:06:54.975 --> 01:07:00.938]  Every few days I get newspapers calling up saying, these films have been seen tens of millions of times for free online.
[01:07:00.938 --> 01:07:03.160]  How much money are you making on those free views?
[01:07:03.160 --> 01:07:04.981]  And I say, nothing!
[01:07:04.981 --> 01:07:05.981]  I don't want money.
[01:07:05.981 --> 01:07:07.462]  I want freedom.
[01:07:07.462 --> 01:07:11.345]  I see every person we wake up like a diamond in my hand.
[01:07:11.345 --> 01:07:12.906]  I'm into defeating tyranny.
[01:07:13.980 --> 01:07:16.742]  I mean, again, it's a hierarchy of needs.
[01:07:16.742 --> 01:07:19.004]  I own stuff, but stuff doesn't own me.
[01:07:19.004 --> 01:07:21.226]  I'm into truth and justice and liberty.
[01:07:21.226 --> 01:07:22.407]  I know that's not corny.
[01:07:22.407 --> 01:07:23.488]  I know that's real.
[01:07:23.488 --> 01:07:26.070]  I want my children to live in a free society.
[01:07:26.070 --> 01:07:27.611]  My son and my daughters.
[01:07:27.611 --> 01:07:30.973]  I want my grandchildren, who aren't even born yet, to live in a free society.
[01:07:32.014 --> 01:07:38.259]  They won't even be able to have children under the one-child policy if the globalists are successful.
[01:07:38.259 --> 01:07:41.522]  Now, Catherine Austin Fitts has an amazing bio.
[01:07:41.522 --> 01:07:51.670]  She has managed more than 25 billion of transactions and invested to date and has led a portfolio strategy for 300 billion of financial assets and liabilities.
[01:07:51.670 --> 01:07:58.075]  She was also the number two person at the Department of Housing, Assistant Secretary of Housing, and
[01:07:59.625 --> 01:08:02.587]  The commissioner of the first Bush administration.
[01:08:02.587 --> 01:08:05.629]  And it just goes on and on and on, the things that she's done.
[01:08:05.629 --> 01:08:12.993]  Again, Assistant Secretary of Housing, Federal Housing Commissioner in the first Bush administration of President Hamilton Securities Group, Washington D.C.
[01:08:12.993 --> 01:08:13.693]  Investment Bank.
[01:08:13.693 --> 01:08:17.956]  Super high-powered lady in the system coming out and exposing it.
[01:08:17.956 --> 01:08:22.738]  And she's talked about the crimes committed by Geithner and other people.
[01:08:22.738 --> 01:08:26.701]  And you have Geithner at the New York Fed that runs policy for the Fed.
[01:08:27.341 --> 01:08:44.273]  You have Paulson at the time at Treasury, the former head of Goldman Sachs, Geithner formerly of Goldman Sachs, giving themselves a hundred cents on the dollar for made-up derivatives they made that the public had no contractual agreement to pay for to them.
[01:08:44.873 --> 01:08:48.035]  You have them also ordering AIG to make it secret.
[01:08:48.035 --> 01:08:54.080]  And now that's continued on and that clearly, according to Judge Napolitano and many others, is a federal crime.
[01:08:54.080 --> 01:08:56.902]  But somebody who really understands this is Katherine Austin Fitch.
[01:08:56.902 --> 01:08:59.404]  So we're going to talk about Bankstergate or Bankergate.
[01:08:59.404 --> 01:09:05.269]  I don't want to call it just Timmy Geithnergate, Tiny Timgate, because he's just one of these people.
[01:09:05.269 --> 01:09:06.910]  It goes to Larry Summers.
[01:09:06.910 --> 01:09:08.591]  It goes to Robert Rubin.
[01:09:08.591 --> 01:09:09.892]  It goes to Ben Bernanke.
[01:09:09.892 --> 01:09:12.474]  It goes to everybody that got rid of the Glass-Steagall Act.
[01:09:12.774 --> 01:09:16.275]  So joining us is a true bonafide expert in all of this.
[01:09:16.275 --> 01:09:18.256]  Kathryn Austin-Fitz, great to have you on with us.
[01:09:18.256 --> 01:09:21.136]  Alex, it's always a privilege and a pleasure.
[01:09:21.136 --> 01:09:30.719]  You know what I would love to tell everybody about is how important this Geithner story is.
[01:09:30.719 --> 01:09:38.061]  You know, it kind of seems like a big inside baseball squabble, but I really want everyone to understand what's at the heart of this.
[01:09:39.557 --> 01:09:40.679]  I want to use a metaphor.
[01:09:40.679 --> 01:09:42.623]  Let's pretend you have a neighbor.
[01:09:42.623 --> 01:09:48.374]  And every time, whenever you and your wife go to buy a car, you have to pay 5% to get a loan.
[01:09:48.374 --> 01:09:49.497]  But he can get a loan for 0 or 1%.
[01:09:51.266 --> 01:09:58.428]  And then when you get a mortgage, you have to pay, you know, 8 to 10 percent, but he can get a mortgage for 0 or 1 percent.
[01:09:58.428 --> 01:10:08.890]  And then when he starts a business, he can get special loans from the local municipality for 0 percent, and then you have to, you know, use your savings or borrow your money or take another loan on your house.
[01:10:08.890 --> 01:10:15.372]  Well, it doesn't take long to figure that he's going to, you know, if this keeps going on, he's going to be able to buy up everything in town, right?
[01:10:16.069 --> 01:10:16.489]  Yes.
[01:10:16.489 --> 01:10:20.893]  And that's what this is about is we've got two classes of players.
[01:10:20.893 --> 01:10:30.860]  We've got a Federal Reserve Bank that's saying we reserve the right to provide low-cost, if not free, cost of capital and even now gifts.
[01:10:30.860 --> 01:10:32.581]  You know, so instead of him borrowing money at 1%,
[01:10:33.422 --> 01:10:39.764]  They just give him the money so he can buy, you know, all the houses up in the neighborhood.
[01:10:39.764 --> 01:10:53.590]  And what we're talking is a backdoor financial mechanism that allows a small group of people to basically buy up and take control of everything because they have, you know, low cost to free money, whereas everybody else has to pay, you know,
[01:10:55.650 --> 01:10:58.531]  Market rate, you know, or a much higher rate, number one.
[01:10:58.531 --> 01:11:06.894]  But number two, if, let's say, he gets in trouble, he gets bailed out, you get in trouble, you lose your house, you lose your car, you lose your family.
[01:11:06.894 --> 01:11:15.457]  And so we're talking about a society that is turning into a, you know, two societies, two economies.
[01:11:15.457 --> 01:11:17.358]  And one is getting rigged money.
[01:11:17.358 --> 01:11:18.778]  And that's what this is about.
[01:11:18.778 --> 01:11:24.020]  Because if you've got a Secretary of the Treasury who's basically trying to rig things,
[01:11:24.560 --> 01:11:26.043]  Not for the people who are productive.
[01:11:26.043 --> 01:11:28.507]  Not for the people who are making our economy strong.
[01:11:28.507 --> 01:11:30.110]  Not for the people who are creating jobs.
[01:11:30.640 --> 01:11:38.402]  With the people who are the best dirty players, then, you know, it's, for a financial person, this can go no place good.
[01:11:38.402 --> 01:11:49.125]  It can never work, because instead of allocating capital based to, you know, who's productive, we're allocating capital to who's the best dirty player with the most inside pull.
[01:11:49.125 --> 01:11:56.228]  You know, it's kind of devolved into, you know, the schoolyard in Lord of the Rings or something.
[01:11:58.379 --> 01:12:01.021]  You know, in Animal Farm.
[01:12:01.021 --> 01:12:05.383]  This is the financial version of Animal Farm, and that's what this is about.
[01:12:05.383 --> 01:12:18.910]  Because we've seen, you know, since the beginning of the Republic, until two years ago, in all the wars, Alex, in all the programs, in all the government waste, in all the government spending, we've built up $12 trillion of debt.
[01:12:18.910 --> 01:12:21.492]  And then, in a year and a half,
[01:12:23.891 --> 01:12:32.834]  This administration has lent or given as a gift $12 trillion to Wall Street and the financial firms.
[01:12:32.834 --> 01:12:41.236]  And that is, can you imagine, that is the amount equivalent to all the money we've ever borrowed since the beginning of the republic.
[01:12:41.236 --> 01:12:42.197]  It's incredible.
[01:12:42.197 --> 01:12:43.497]  It's a financial coup d'etat.
[01:12:44.488 --> 01:12:52.232]  And that's what it's about, and the power of this thing is, are we going to create a level playing field, or are we not?
[01:12:52.232 --> 01:13:13.242]  Because if we're going to rig, if we've got a Secretary of the Treasury who's going to rig the game, you know, in visible, secretive ways, and one of the magical things here is, and I've got to give him a lot of credit, is Bloomberg has brought a lawsuit, they won in the first round in August, for Freedom of Information Act against the Federal Reserve.
[01:13:14.017 --> 01:13:38.217]  Um, brought a lawsuit, and won in the first round in August, and the Fed has now appealed, it's in the Court of Appeals, and the Fed is saying, we need the ability to lend an insider group of firms $2 trillion, which is part of the $12 trillion, and not tell you who got it and on what terms, and we don't have to provide that under freedom of information law.
[01:13:38.217 --> 01:13:40.920]  It's just, it's an arrogance which takes your breath away.
[01:13:41.914 --> 01:13:46.538]  And they're setting the precedent to do even more in the future.
[01:13:46.538 --> 01:13:50.702]  And you talk about a rigged game where they get the free money and now it's just given to them.
[01:13:50.702 --> 01:14:00.490]  They then use that money as weapons to buy off states, buy media, buy infrastructure, blow out third world countries, now blow out first world nations.
[01:14:00.490 --> 01:14:06.375]  And they have their people in both parties, as you know, in all the major regulatory positions
[01:14:07.236 --> 01:14:10.800]  And I think that's why they're so arrogant now, is they're going for broke.
[01:14:10.800 --> 01:14:22.891]  The big question is, and I want to get into how we can push to get Geithner indicted or a special prosecutor or something like that, but the big question is, where are they headed if we don't stop them?
