[00:00:00.110 --> 00:00:00.272]  Hmm.
[01:20:43.982 --> 01:20:44.722]  To order, call 888-747-6733.
[01:20:44.722 --> 01:20:44.982]  That's 888-747-6733.
[01:20:44.982 --> 01:20:47.863]  Mention GCN for a healthy discount and ask about the Buy 3 Get 1 Free Special.
[01:20:55.484 --> 01:21:01.088]  Start keeping type 2 diabetes in check at DiabeticHealthSolution.com.
[01:21:01.088 --> 01:21:05.110]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[01:21:05.110 --> 01:21:10.974]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[01:21:10.974 --> 01:21:15.077]  Go to HomeGain.com and see what I'm talking about.
[01:21:15.077 --> 01:21:21.281]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[01:21:21.661 --> 01:21:24.923]  This is a great way to be able to monitor the value of your home.
[01:21:24.923 --> 01:21:26.965]  And again, it's absolutely free.
[01:21:26.965 --> 01:21:29.006]  There are tons of tools to help you.
[01:21:29.006 --> 01:21:32.688]  For instance, if you want to remodel your home, go to HomeGain.com.
[01:21:32.688 --> 01:21:39.373]  Use their Home Sale Maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[01:21:39.373 --> 01:21:42.875]  For 10 years, these folks have been helping home sellers and buyers.
[01:21:42.875 --> 01:21:45.177]  Visit their link at InfoWars.com.
[01:21:45.177 --> 01:21:47.378]  Look for Max, the Orange Home Gain Guru.
[01:21:47.438 --> 01:21:47.879]  I think so.
[01:22:00.859 --> 01:22:05.981]  If you're a regular listener of this station, then disaster survival is vitally important to you and your family.
[01:22:05.981 --> 01:22:12.964]  Long-term food storage, water filtration, emergency food preparation, and quality survival products are not just talk topics, but a way of life.
[01:22:12.964 --> 01:22:15.786]  We strongly believe in being prepared for any emergency.
[01:22:15.786 --> 01:22:21.268]  We are FoodAndWaterStore.com, owned and operated by people who are into emergency preparedness.
[01:22:21.268 --> 01:22:25.110]  And because we are preppers like you, we own and use the products we offer.
[01:22:25.290 --> 01:22:38.276]  You'll find quality name brand proven products like Global Sun Ovens, Wonder Mill flour mills, Mountain House Foods, Satchel and Berkey water filters, and many more, plus videos and articles at foodandwaterstore.com.
[01:22:38.276 --> 01:22:43.299]  90% of our customers are return customers because of our low prices and excellent customer service.
[01:22:43.299 --> 01:22:45.420]  We still believe the customer is always right.
[01:22:45.600 --> 01:22:51.070]  Discover what your family needs to weather any storm at FoodAndWaterStore.com or call 1-877-773-7123.
[01:22:51.070 --> 01:22:53.574]  FoodAndWaterStore.com, helping you prepare for the storms of life.
[01:22:59.929 --> 01:23:02.931]  You've seen our Sinofresh banner on the GCN website.
[01:23:02.931 --> 01:23:05.012]  Yet your sinusitis is still a problem.
[01:23:05.012 --> 01:23:07.754]  Are you waiting for your sinusitis to go away by itself?
[01:23:07.754 --> 01:23:09.975]  Are you waiting for a Sinofresh discount?
[01:23:09.975 --> 01:23:11.396]  Okay, here it comes.
[01:23:11.396 --> 01:23:13.298]  But first, the facts.
[01:23:13.298 --> 01:23:15.219]  67 other products merely treat symptoms.
[01:23:15.219 --> 01:23:17.220]  And not the cause of sinus problems.
[01:23:17.220 --> 01:23:20.903]  And 37 million Americans suffer from sinus distress just like you.
[01:23:20.903 --> 01:23:28.647]  But now many are finding relief with the only patent-protected homeopathic nasal product that antiseptically eliminates the known causes of sinusitis.
[01:23:28.647 --> 01:23:29.268]  Sinofresh.
[01:23:29.508 --> 01:23:32.590]  Now, here's your limited time discount offer to use Sinofresh.
[01:23:32.590 --> 01:23:38.393]  Call 888-906-3636 right now for $2 off per bottle when you mention GCN.
[01:23:38.393 --> 01:23:39.014]  That's it!
[01:23:39.014 --> 01:23:44.297]  Just call 888-906-3636 and mention GCN for a $2 discount.
[01:23:44.297 --> 01:23:47.318]  But hurry, this offer is only for the first 1,000 customers.
[01:23:47.318 --> 01:23:47.598]  Call 888-906-3636.
[01:23:47.598 --> 01:23:47.719]  888-906-3636.
[01:23:47.719 --> 01:23:48.899]  Call right now for $2 off per bottle.
[01:23:48.899 --> 01:23:49.259]  Mention GCN.
[01:23:49.259 --> 01:23:50.200]  Buy Sinofresh.com.
[01:23:50.200 --> 01:23:50.580]  It works!
[01:24:12.503 --> 01:24:19.152]  I cannot stress to you the magnitude of this, the importance.
[01:24:19.152 --> 01:24:29.445]  In this stack of news that I'm going to be going over with Dr. Sherry Tenpenny, we have the Rockefeller Foundation's own documents where they created vaccines added to tetanus to sterilize women.
[01:24:30.339 --> 01:24:32.681]  That they want to use vaccines covertly to do this.
[01:24:32.681 --> 01:24:34.843]  There is no doubt that's what's going on.
[01:24:34.843 --> 01:24:47.093]  Now, from my medical research, and I want the doctor to correct me, but globally the average is about one-tenth of already approved drugs, adverse reactions get reported.
[01:24:47.093 --> 01:24:50.636]  When it's something new, it's more like 2%.
[01:24:50.636 --> 01:24:58.102]  So, if she's saying over 3,000 women had miscarriages, and that was in the US, the news was everywhere, and this is now admitted, that it causes it.
[01:24:59.787 --> 01:25:01.188]  Then what are the real numbers?
[01:25:01.188 --> 01:25:01.889]  Is it more like 30,000?
[01:25:01.889 --> 01:25:06.174]  Dr. Tinpenny, am I correct that about one-tenth get reported?
[01:25:06.174 --> 01:25:17.786]  That's been the standard for years, Alex, that they've talked about, that less than 10% of adverse events, whether it's from a shot or whether it's from a medication, actually get reported to the government.
[01:25:17.786 --> 01:25:21.350]  So those numbers can be astronomical.
[01:25:22.229 --> 01:25:23.910]  So you're absolutely correct.
[01:25:23.910 --> 01:25:25.651]  So less than 10% were reported.
[01:25:25.651 --> 01:25:28.772]  And let's say that 3,500 was 10%.
[01:25:28.772 --> 01:25:38.616]  That means that 35,000 people actually had miscarriages and lost children because of this flu shot that has been proven to not work in all three age populations.
[01:25:38.616 --> 01:25:41.778]  I know a bunch of women who had miscarriages after they took it.
[01:25:41.778 --> 01:25:42.418]  Oh, wow.
[01:25:42.418 --> 01:25:46.580]  I mean, I'm in restaurants and hear women going, yeah, two days after I lost the baby.
[01:25:46.580 --> 01:25:48.060]  You think it was the shot?
[01:25:48.060 --> 01:25:48.981]  I mean, it's just everywhere.
[01:25:49.867 --> 01:25:54.189]  You know, it's really interesting, Alex, is that I've pulled out a lot of material from the CDC.
[01:25:54.189 --> 01:25:56.471]  As you know, that's where my research all comes from.
[01:25:56.471 --> 01:26:06.416]  It comes from either from pouring through the CDC's documents or from pouring through the medical literature and pulling out things that don't make the mainstream news.
[01:26:07.173 --> 01:26:11.575]  And that each year, they test people for influenza.
[01:26:11.575 --> 01:26:22.940]  So if you've got the flu or flu-like symptoms and you go to the doctor, there are testing stations all across the country that will take a nasal swab and a throat swab and send that to the CDC and say, what is causing this illness?
[01:26:23.695 --> 01:26:48.325]  More than 86% of the time, it's being caused by something other than influenza, which means that, from my information, of all the numbers that I've pulled out, in any given flu season, since 1999, all the way up to for the last 10-11 years, the circulating amount, the amount of influenza out there, the virus that actually causes the flu, only causes the flu 13% of the time.
[01:26:49.997 --> 01:26:58.905]  So that means that if you get a flu shot, and if it worked at all by their numbers, it means that it would only keep you from getting sick 13% of the time.
[01:26:58.905 --> 01:27:05.831]  So we've got this roaring, raging machine that's trying to push these vaccines, the flu shot, on everybody.
[01:27:05.831 --> 01:27:08.133]  Whether it's on just the general public, you know, everybody.
[01:27:08.133 --> 01:27:10.175]  Now we're starting, always before.
[01:27:11.061 --> 01:27:12.782]  We had different flu shots.
[01:27:12.782 --> 01:27:15.365]  There's eight different flu shots that are on the market now.
[01:27:15.365 --> 01:27:16.746]  Eight different flu shots.
[01:27:16.746 --> 01:27:20.169]  Each of them have different ingredients and they're by different manufacturers.
[01:27:20.169 --> 01:27:31.478]  And I can assure you that the doctors that are giving these flu shots, the doctors and the pediatricians and the public health nurses have not gone through those package inserts and have not looked at all the different ingredients for each one of the flu shots.
[01:27:32.058 --> 01:27:43.383]  But now this year for the first time ever the CDC is saying that every person in the United States starting at six months of age and every year for the rest of their lives should be given a flu shot.
[01:27:43.383 --> 01:27:52.727]  And they also say that the viruses that are in the flu shot have to be a match to the ones that are out there in the circulation to develop an antibody to protect you from getting sick.
[01:27:53.257 --> 01:28:07.002]  But if the vast majority of flu-like illness that happens in the winter only happens by 13% of the viruses, why are we spending billions of dollars putting lives at risk, putting babies at risk, putting children at risk for something that doesn't work
[01:28:08.618 --> 01:28:09.418]  Well, it's simple.
[01:28:09.418 --> 01:28:14.679]  The system of eugenicists want to set the precedent to put in your body what they want, when they want.
[01:28:14.679 --> 01:28:21.681]  But what about all the research and evidence and studies I've seen that the flu shot is causing the flu-like symptoms?
[01:28:21.681 --> 01:28:24.722]  Then you have the anecdotal, like my mother never got the flu.
[01:28:24.722 --> 01:28:30.783]  She took the flu shot probably 15 years ago for a triathlon she was about to run because they recommended it.
[01:28:30.783 --> 01:28:33.004]  I mean, she was deathly ill for like a month.
[01:28:33.624 --> 01:28:42.111]  And then she never took it again, and then we see record numbers not taking the flu shot last year because they saw through the hoax, and so we had a record low flu season.
[01:28:42.111 --> 01:28:45.533]  So, I mean, there's a lot of evidence there that the flu shot's causing it.
[01:28:45.533 --> 01:28:58.383]  Well, the flu shot has, as part of its package insert, it talks about the fact that the side effects can be achiness, runny nose, watery eyes, fever, chills, headache.
[01:28:58.383 --> 01:28:59.724]  Now, what does that sound like?
[01:28:59.724 --> 01:29:02.046]  The side effects are exactly the same thing as the flu.
[01:29:02.754 --> 01:29:12.520]  And when you look at what's in all of these flu shots, and the main things that I think are very important is that there are measurable amounts, microgram amounts of formaldehyde.
[01:29:12.520 --> 01:29:15.502]  So there's measurable amounts of formaldehyde in these flu shots.
[01:29:15.502 --> 01:29:20.905]  There's gelatin in some of the flu shots, and the gelatin is known to cross-react to cause food allergies.
[01:29:20.905 --> 01:29:22.886]  The gelatin has been shown in
[01:29:24.207 --> 01:29:24.587]  Stay there.
[01:29:24.587 --> 01:29:25.388]  We gotta go to break.
[01:29:25.388 --> 01:29:26.708]  Long segment coming up.
[01:29:26.708 --> 01:29:31.890]  Let's continue with what's in these vaccines and what we know it caused last year.
[01:29:31.890 --> 01:29:32.651]  I mean, it's on record.
[01:29:32.651 --> 01:29:36.692]  Massive brain damage, all sorts of different neurological disorders, miscarriages, you name it.
[01:29:50.902 --> 01:29:54.828]  We're on the march, the empire's on the run.
[01:29:54.828 --> 01:29:57.511]  Alex Jones and the GCN Radio Network.
[01:30:00.427 --> 01:30:04.531]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[01:30:04.531 --> 01:30:10.516]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[01:30:10.516 --> 01:30:14.699]  Go to HomeGain.com and see what I'm talking about.
[01:30:14.699 --> 01:30:21.005]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[01:30:21.405 --> 01:30:24.726]  This is a great way to be able to monitor the value of your home.
[01:30:24.726 --> 01:30:26.827]  And again, it's absolutely free.
[01:30:26.827 --> 01:30:28.868]  There are tons of tools to help you.
[01:30:28.868 --> 01:30:32.649]  For instance, if you want to remodel your home, go to HomeGain.com.
[01:30:32.649 --> 01:30:39.452]  Use their Home Sale Maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[01:30:39.452 --> 01:30:43.013]  For 10 years, these folks have been helping home sellers and buyers.
[01:30:43.013 --> 01:30:45.354]  Visit their link at InfoWars.com.
[01:30:45.354 --> 01:30:45.774]  Look for Max
[01:30:46.334 --> 01:30:50.763]  The Orange Home Gain Gorilla to help you with any real estate needs you might have.
[01:30:50.763 --> 01:30:52.006]  You'll love this site.
[01:30:52.006 --> 01:30:53.890]  It's HomeGain.com.
[01:30:53.890 --> 01:30:56.756]  H-O-M-E G-A-I-N.com.
[01:30:56.756 --> 01:30:57.517]  Check them out today.
[01:31:00.043 --> 01:31:01.684]  Hello friends, this is Alex Jones.
[01:31:01.684 --> 01:31:05.067]  You've heard me talk about Calden 5 Star Soaps for years.
[01:31:05.067 --> 01:31:10.291]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[01:31:10.291 --> 01:31:13.734]  You can buy factory direct, shipped via UPS right to your door.
[01:31:13.734 --> 01:31:16.056]  Check them out on the web at 5starsoap.com.
[01:31:16.696 --> 01:31:20.219]  Or call 800-340-7091.
[01:31:20.219 --> 01:31:21.360]  Take my word for it.
[01:31:21.360 --> 01:31:24.022]  Once you've used pure soap, you won't buy anything else.
[01:31:24.022 --> 01:31:30.548]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[01:31:30.548 --> 01:31:32.049]  Buy American and stay clean.
[01:31:32.049 --> 01:31:35.352]  As well as support InfoWars, visit 5StarsSoap.com today.
[01:31:35.352 --> 01:31:35.852]  Or call 1-800-340-7091.
[01:31:35.852 --> 01:31:37.093]  Well, Marty, what do you have to say?
[01:31:40.362 --> 01:31:48.284]  As founder and owner for over 63 years, satisfaction is guaranteed on W Dirtback.
[01:31:48.284 --> 01:31:51.665]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[01:31:51.665 --> 01:31:51.965]  Thank you!
[01:31:59.568 --> 01:32:04.111]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:32:04.111 --> 01:32:05.031]  Number 1.
[01:32:05.031 --> 01:32:08.454]  New climate legislation could easily double or triple your electric bill.
[01:32:08.454 --> 01:32:09.314]  Number 2.
[01:32:09.314 --> 01:32:14.217]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:32:14.217 --> 01:32:14.958]  It's true.
[01:32:14.958 --> 01:32:19.821]  Total government control of electricity in the name of smart grid technology is coming.
[01:32:19.821 --> 01:32:20.661]  Number 3.
[01:32:20.661 --> 01:32:24.244]  In some areas of the country, the power grid is dangerously overloaded.
[01:32:24.244 --> 01:32:27.946]  And now, new socialist legislation is only compounding the problem.
[01:32:28.146 --> 01:32:28.927]  Number 4.
[01:32:28.927 --> 01:32:31.690]  Dangerous weather is always a threat to local grids.
[01:32:31.690 --> 01:32:35.374]  Every year, thousands of families lose their power from weather-related outages.
[01:32:35.374 --> 01:32:36.175]  Number 5.
[01:32:36.175 --> 01:32:40.320]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:32:40.320 --> 01:32:45.085]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:32:45.365 --> 01:32:49.527]  You can get more information at www.mysolarbackup.com.
[01:32:49.527 --> 01:32:51.308]  That's mysolarbackup.com.
[01:32:51.308 --> 01:32:53.569]  Remember, the government doesn't own the sun.
[01:32:53.569 --> 01:33:04.775]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:33:04.775 --> 01:33:10.798]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[01:33:10.798 --> 01:33:13.340]  You're listening to the Alex Jones Show.
[01:33:16.889 --> 01:33:19.910]  Dr. Sherry Tenpenny, medical doctor, is our guest.
[01:33:19.910 --> 01:33:23.351]  We're going back to her in just a moment.
[01:33:23.351 --> 01:33:25.552]  It is a fact that over 3,000 women in the U.S.
[01:33:25.552 --> 01:33:27.812]  had miscarriages from the vaccine.
[01:33:27.812 --> 01:33:28.773]  That is a low number.
[01:33:28.773 --> 01:33:29.133]  You heard her.
[01:33:29.133 --> 01:33:29.973]  It's probably more like 35,000.
[01:33:29.973 --> 01:33:32.954]  Because only about 10% or less get reported.
[01:33:34.690 --> 01:33:36.511]  And we know this is happening all over the world.
[01:33:36.511 --> 01:33:42.033]  The UN has been caught with vaccines that they claim are for tetanus and other things, sterilizing people.
[01:33:42.033 --> 01:33:46.155]  And I'm going to show you some of that directly from the Rockefeller Foundation in a moment.
[01:33:46.155 --> 01:33:48.296]  Yes, this is really going on.
[01:33:48.296 --> 01:33:49.576]  This is really happening.
[01:33:49.576 --> 01:33:53.618]  And now they know you're waking up before most people got vaccinated so they could
[01:33:55.367 --> 01:33:55.687]  You know,
[01:34:26.447 --> 01:34:32.089]  Parents, are your kids wasting away hours and hours watching TV or playing computer and video games?
[01:34:32.089 --> 01:34:33.429]  Are their grades slipping?
[01:34:33.429 --> 01:34:35.890]  Is your family time non-existent?
[01:34:35.890 --> 01:34:40.531]  If you answered yes to any of these questions, get control back with the PowerCop.
[01:34:40.531 --> 01:34:47.132]  The PowerCop is an easy-to-use, programmable device that limits the amount of time you allow them to use each day.
[01:34:47.132 --> 01:34:51.414]  It just, that way it plugs right into the TV so there's not all that complex programming and things.
[01:34:51.414 --> 01:34:52.694]  It's just, it's like an alarm clock.
[01:34:53.670 --> 01:34:56.472]  It goes on, childhood obesity is on the rise.
[01:34:56.472 --> 01:34:59.034]  Get your kids away from the screen and get them active.
[01:34:59.034 --> 01:35:01.416]  Take back control of your family with the Power Cop.
[01:35:01.416 --> 01:35:03.677]  Give them a call at 800-6941-COP, or C-O-P, 800-6941-COP, or go to thepowercop.com.
[01:35:03.677 --> 01:35:04.978]  One word, thepowercop.com, 800-6941-COP.
[01:35:18.476 --> 01:35:27.523]  Okay, going back to Sherri Tenpenny, I want you to finish up with what's in the vaccines, what they admit it can do to you, even in the inserts.
[01:35:27.523 --> 01:35:32.327]  We're getting into some of the more horrible side effects, which we know are the actual effects.
[01:35:32.327 --> 01:35:40.633]  But then I want to talk about how much we devastated them last year with the truth, and how we exposed them this year.
[01:35:41.929 --> 01:35:47.874]  Well, Alex, I really want to address all of those things because I think they're really important.
[01:35:47.874 --> 01:35:50.836]  All of the flu shots have different amounts of ingredients in them.
[01:35:50.836 --> 01:35:55.980]  If people go to my website, it's DrTanPenny.com, and click on the tab that says form.
[01:35:56.750 --> 01:36:00.493]  A lot of these things are available for free for all of your listeners.
[01:36:00.493 --> 01:36:11.804]  There are downloadable PDF files that have all this documentation about what's in the flu shot, the comparison, how few flu deaths actually happen compared to pneumonia.
[01:36:11.804 --> 01:36:21.953]  There are PDF files up there looking at the pertussis outbreak that happened in California and how few deaths actually happened for pertussis.
[01:36:22.453 --> 01:36:31.376]  All of those are available for free download that people can print out and hand out to everybody they know from drtanpenny.com and just click on the forms button.
[01:36:31.376 --> 01:36:43.639]  But one of the things that people rarely talk about, and I've done a whole presentation on this, is the connection between the latex in the stoppers of the vials, not only of the flu shot,
[01:36:44.019 --> 01:36:55.649]  But of all of the other vaccines, those stoppers, the tops of those stoppers that they push the needle through in order to pull the vaccine solution into the syringe, they are latex.
[01:36:55.649 --> 01:37:07.059]  And on the package insert, it says that many people have susceptibility to having severe allergic reactions and even anaphylaxis from that little bit of latex that comes from that stopper.
[01:37:07.059 --> 01:37:08.640]  Now here's the really important part.
[01:37:09.585 --> 01:37:21.674]  Is that they have had a synthetic, neutral, non-allergenic stopper, a medical-grade stopper available to be using in these vaccines for 62 years, Alex.
[01:37:21.674 --> 01:37:30.901]  For 62 years, there has been a safer product available that they have not used, and only about half of the vaccines now have synthetic stoppers.
[01:37:30.901 --> 01:37:34.143]  The other half still have latex in the stopper.
[01:37:34.143 --> 01:37:36.865]  Well, Doc, Doc, that's like Bisphenol A. They've had
[01:37:37.285 --> 01:37:37.665]  I don't know.
[01:37:55.424 --> 01:38:05.107]  Yeah, when I started looking into this latex rubber stopper thing, I thought that what I was going to find was that the serious reactions were coming from the synthetic stoppers.
[01:38:05.107 --> 01:38:05.648]  It isn't.
[01:38:05.648 --> 01:38:07.648]  It's from the latex stoppers.
[01:38:07.648 --> 01:38:18.592]  But what's really important to me is that people need to, if you're going to get a flu shot, or if you know any of your neighbors or anybody else that you know that is going to get a flu shot, it's really important to ask
[01:38:18.892 --> 01:38:21.074]  You're a doctor who's ever going to be injecting you.
[01:38:21.074 --> 01:38:22.995]  You want to see that package insert.
[01:38:22.995 --> 01:38:29.439]  You want to make sure that you're getting a mercury-free flu shot because in the multi-dose vials they still have mercury.
[01:38:29.439 --> 01:38:33.562]  You want to make sure that you get a stopper that doesn't have latex in it.
[01:38:33.562 --> 01:38:36.984]  You want to get the smallest amount of dose that you can possibly get away with.
[01:38:37.404 --> 01:38:45.050]  And I think that once people download these things and they hand them out to their friends and neighbors, and once people start seeing it, it goes to your second point, Alex.
[01:38:45.050 --> 01:39:01.021]  And what a great job you did and I did and Pandemic Flu Online and a lot of other people did last year to getting people aware and to have the lowest injection rate ever that they had to burn $450 million worth of flu shots because they all expired.
[01:39:01.221 --> 01:39:02.323]  And Sherry, let me stop you.
[01:39:20.441 --> 01:39:22.623]  We were able to expose it from the beginning.
[01:39:22.623 --> 01:39:28.747]  We told people the reactions it was gonna cause because it was on the insert that it would do this.
[01:39:28.747 --> 01:39:30.088]  Not like we're rocket scientists.
[01:39:30.088 --> 01:39:33.370]  I mean, maybe you are, you're a medical doctor, but I'm no rocket scientist.
[01:39:33.370 --> 01:39:40.575]  If the insert says it, kind of like gasoline canisters say, highly flammable, don't get this on you, don't breathe this, don't light it.
[01:39:40.575 --> 01:39:43.437]  I'm not pouring gasoline on myself and firing it up.
[01:39:43.437 --> 01:39:49.562]  I mean, it doesn't, you know, kind of like firearms say, don't aim this at yourself and, you know, keep the safety on and don't pull the trigger.
[01:39:50.362 --> 01:40:04.455]  I can read those inserts and I can understand what's happening, but to realize just the huge effect that our listeners had, that you had, that all of us had, that we're very close to beating these people.
[01:40:05.416 --> 01:40:14.225]  And that's why they're really turning the heat up this year to try to break our will and force us to take these and force people through color of law to take them.
[01:40:14.225 --> 01:40:15.346]  I mean, this is amazing.
[01:40:15.346 --> 01:40:21.893]  I think that if we can beat them this year again and beat them next year, that they are going to be defeated except for one thing.
[01:40:23.257 --> 01:40:37.541]  Clearly, they are going to, and they've shown they'll do this in the past, release biological pathogens to create a pandemic to say, see, you weren't vaccinated, so some type of weaponized system, you know, will basically be released.
[01:40:37.541 --> 01:40:38.181]  Because what?
[01:40:38.181 --> 01:40:41.562]  The last five years in a row in Asia, in Africa, in Latin America.
[01:40:42.262 --> 01:41:01.975]  On record the UN gives children polio vaccine that is not just live polio but one of the deadliest strains clearly weaponized and it's killing and maiming them and it's buried as a footnote and then they use the spreading of real polio caused by people being given real polio by the vaccine
[01:41:02.495 --> 01:41:05.117]  As a pretext to then try to vaccinate more people.
[01:41:05.117 --> 01:41:06.858]  And they admitted that in the CBS article.
[01:41:06.858 --> 01:41:11.160]  Well, this spread it, so they're saying there's even more reason for you to take it.
[01:41:11.160 --> 01:41:21.066]  I see this multi-hundred-billion-dollar-a-year industry or more pulling something like this to get this over on us or hyping things up like the whooping cough situation.
[01:41:22.026 --> 01:41:27.590]  Uh, where, uh, you've had just a few deaths, but they're hyping it up like it's the end of the world.
[01:41:27.590 --> 01:41:32.873]  And then if we look at the flu shots last year, they hyped up a lot of deaths that weren't caused by the flu.
[01:41:32.873 --> 01:41:35.775]  I wonder how many of these really weren't caused by whooping cough.
[01:41:36.676 --> 01:41:37.756]  Well, that's really true.
[01:41:37.756 --> 01:41:39.977]  I want to comment about what you just said.
[01:41:39.977 --> 01:41:42.998]  The CDC came out with a retraction paper.
[01:41:42.998 --> 01:41:46.499]  They're not calling it a retraction paper, but it kind of is.
[01:41:46.499 --> 01:41:54.241]  You know how every year, for as long as you and I have both been doing this, the mainstream news says, oh yes, 36,000 deaths per year from the flu, blah, blah, blah.
[01:41:54.921 --> 01:41:55.742]  36,000 deaths.
[01:41:55.742 --> 01:41:56.442]  36,000 deaths.
[01:41:56.442 --> 01:42:05.989]  Well, this year the CDC has come out with a paper and they've done the same analysis on their own data that I've done on their data and have published in my new DVD on the flu.
[01:42:05.989 --> 01:42:15.316]  And what they said was, yes, in all of the years, on average, there's about 2,300 deaths in people 19 years of age or older and 140 deaths in people 19 age and younger.
[01:42:23.045 --> 01:42:28.188]  That's the total amount of flu, so it isn't anywhere close to 36,000 deaths.
[01:42:28.188 --> 01:42:43.496]  And then when they look at the overall range of the number of incidents of people who've died from the flu since 1976, their range is that on an annual basis, it can range from somewhere from 3,300 people may die up to 49,000 people may die.
[01:42:43.496 --> 01:42:45.357]  I mean, what kind of a range is that?
[01:42:45.357 --> 01:42:50.200]  And even some of the people from the CDC are saying that it's absolutely irrelevant and it means nothing.
[01:42:50.720 --> 01:42:51.781]  Well, that's like Gardasil!
[01:43:20.154 --> 01:43:20.954]  That's like Gardasil.
[01:43:20.954 --> 01:43:30.238]  You might have 3,000 deaths a year from cervical cancer of 300 million people, half of those being women, so 150 million here in the United States.
[01:43:30.238 --> 01:43:31.399]  And I read the medical literature.
[01:43:31.399 --> 01:43:39.623]  They're almost always rundown prostitutes, drug addicts, people with AIDS, people who've survived cancer, people who have diabetes.
[01:43:39.623 --> 01:43:41.503]  Same thing with the flu numbers.
[01:43:41.503 --> 01:43:49.367]  And then they admit on the insert that this can kill you, this can hurt you, and this may not even protect you from the papillomavirus.
[01:43:51.457 --> 01:43:54.261]  There are over a hundred different strains of papillomavirus.
[01:43:54.261 --> 01:44:00.429]  There are six strains, between six and eight strains, that tend to be more carcinogenic.
[01:44:01.112 --> 01:44:10.579]  There are only two strains that are in the Gardasil vaccine for HPV, for cervical cancer, strain number 18 and number 16.
[01:44:10.579 --> 01:44:20.486]  I just read a new report that came out last week that said that if strain 16 is persistent, you'd have an increased risk of cancer down the road.
[01:44:20.486 --> 01:44:24.949]  Well, more than 90% of people, when they get HPV, it comes and goes.
[01:44:24.949 --> 01:44:29.632]  So when they say is persistent, does that mean more than two years or five years or seven years?
[01:44:29.632 --> 01:44:30.913]  The numbers are such a
[01:44:31.334 --> 01:44:33.075]  And there's also cervical treatments.
[01:44:33.075 --> 01:44:36.616]  I mean, if they find that you have it, they go in and clean it up, and that knocks the risk out.
[01:44:36.616 --> 01:44:49.800]  Well, better than that, Alex, it's been my experience and my practice here in Cleveland, Ohio, that if women have positive HPV, and that I really believe, and it's been our experience, that it's a nutritional deficiency disease.
[01:44:50.520 --> 01:45:05.953]  And when we clean up their diets and we get them on high doses of vitamin D, get their vitamin D levels up to 80 by blood tests, put them on vitamin A, use some other types of supplements, and in women over the age of 40, use some natural progesterone, it goes away on its own.
[01:45:05.953 --> 01:45:10.317]  So, and we have almost 100% of the time... Well, that's what all the studies show.
[01:45:10.317 --> 01:45:13.079]  These are run-down, I'm sorry to say it, but mainly crack whores.
[01:45:13.499 --> 01:45:16.400]  Well, and they, well, maybe not all of them.
[01:45:16.400 --> 01:45:25.302]  No, I'm saying a large percentage from other medical doctors we've talked to have said cancer survivors, really sick people, or folks living on the street who aren't eating good food.
[01:45:25.302 --> 01:45:33.564]  Yes, and so what, it goes back to my point of that persistent HPV infections are a nutritional deficiency disease.
[01:45:33.564 --> 01:45:40.326]  And if you clean up your diet and do the right things for your health, that will go away and doesn't become a problem in almost everybody.
[01:45:41.479 --> 01:45:54.223]  So back to what you were saying about pertussis, you know, the numbers of pertussis, I mean, we have the big, I'm sure, you know, you talked about it a lot, I've talked about it when it was all happening in California, that you get a few cases of pertussis and everybody goes into hysteria.
[01:45:54.223 --> 01:46:03.467]  And I think it's really important for your listeners to know that the only age group in which pertussis is really a serious illness is in babies under three months of age.
[01:46:03.467 --> 01:46:07.108]  The vast majority of everyone else has a persistent cough and it goes away in a couple of months.
[01:46:07.455 --> 01:46:13.218]  And so why do parents throw their one-month-old baby in daycare with 50 other kids?
[01:46:13.218 --> 01:46:18.780]  Because I've seen the studies that a lot of times the vaccine doesn't even really protect them fully from the whooping cough.
[01:46:18.780 --> 01:46:20.701]  Oh, it doesn't protect at all.
[01:46:20.701 --> 01:46:26.663]  In fact, most of the kids that end up with pertussis, or a large percentage of them, have been vaccinated at 2, 4, and 6 months.
[01:46:26.663 --> 01:46:27.364]  So there you go.
[01:46:27.364 --> 01:46:29.485]  They're killing them, and that's the studies I'd seen.
[01:46:29.485 --> 01:46:31.706]  I wanted to make sure with a medical doctor.
[01:46:31.706 --> 01:46:34.587]  I bet if you go actually research these kids, a lot of them were vaccinated.
