[00:00:00.269 --> 00:00:08.394]  Alex Jones on the GCN Radio Network.
[00:51:47.992 --> 00:51:49.934]  Waging war on corruption.
[00:51:50.394 --> 00:51:53.176]  Alex Jones on the GCM Radio Network.
[00:52:07.191 --> 00:52:13.617]  International television and radio host Max Keiser is our guest for another 15 minutes.
[00:52:13.637 --> 00:52:27.109]  We're now going directly to your phone calls, and I'm going to news blitz, and then we've got the guys from my team who were up in Chicago for military urban warfare drills, witnessed foreign troops training
[00:52:27.990 --> 00:52:29.351]  To take over American cities.
[00:52:29.391 --> 00:52:33.212]  We have the video, it will premiere here coming up in about 35 minutes.
[00:52:33.752 --> 00:52:36.733]  Dan in Canada, thanks for holding, you're on the air.
[00:52:36.753 --> 00:52:47.398]  Hey Max, do you think the Castro brothers down in Cuba would renew the proposal to move Guantanamo Bay if the oil was to hit their shores?
[00:52:47.618 --> 00:52:48.018]  And thanks.
[00:52:50.419 --> 00:52:50.619]  Huh.
[00:52:51.843 --> 00:53:00.870]  So, in other words, the Gulf Oil, if it hits Cuba, is it going to set up a conflict and whether or not they would renew the lease on Guantanamo Bay?
[00:53:00.890 --> 00:53:01.630]  Is that the question?
[00:53:01.670 --> 00:53:03.812]  Yes, that's the question.
[00:53:04.513 --> 00:53:10.837]  Yeah, well, I don't think that's really the determining factor in renewing it.
[00:53:10.997 --> 00:53:12.719]  Why do they keep it?
[00:53:13.159 --> 00:53:14.280]  Why do they have it there now?
[00:53:14.340 --> 00:53:16.181]  Why don't they throw the U.S.
[00:53:16.301 --> 00:53:16.862]  out right now?
[00:53:18.168 --> 00:53:19.749]  They don't need the Gulf to throw out the U.S.
[00:53:19.909 --> 00:53:23.531]  Well, Eisenhower called Fidel the Abraham Lincoln of the Caribbean.
[00:53:23.591 --> 00:53:24.332]  It's all staged.
[00:53:25.112 --> 00:53:26.613]  But why don't they throw him out right now?
[00:53:26.633 --> 00:53:27.554]  Because it's all staged.
[00:53:29.115 --> 00:53:36.940]  No, okay, but I mean, I don't, what's the, I mean, obviously they're under tremendous threat, I mean, but, I mean, it's...
[00:53:39.261 --> 00:53:43.122]  It's interesting because the ecology around Cuba is pristine.
[00:53:43.162 --> 00:53:50.925]  Yeah, I've seen video of the scuba diving there, and let me tell you, my tongue is hanging out.
[00:53:54.446 --> 00:53:57.047]  For those that don't know what the Niger Delta is, why don't you tell them?
[00:53:59.007 --> 00:54:00.488]  Tell folks what the Niger Delta is.
[00:54:01.001 --> 00:54:04.742]  No, no, I'm saying off the coast of Niger it's a huge ecological disaster.
[00:54:04.762 --> 00:54:05.842]  You've got shell oil there.
[00:54:06.102 --> 00:54:10.844]  You've got flaming oil rigs out in the open.
[00:54:10.884 --> 00:54:16.725]  It's become a cesspool of oil because it's just they've gone in there and they've destroyed the ecology.
[00:54:17.085 --> 00:54:22.927]  The people are under incredible cancerous threat and this is what we're going to find in the Gulf of Mexico.
[00:54:22.947 --> 00:54:27.268]  But they had to go dump the oil or Saddam would have gotten the yellow cake.
[00:54:28.066 --> 00:54:29.668]  They're not going to clean it up in the Gulf.
[00:54:29.688 --> 00:54:30.729]  They're never going to clean it up.
[00:54:30.809 --> 00:54:37.276]  It's just going to become a festering, oozing Gulf of Niger-like ecological calamity that they're never going to clean up.
[00:54:37.296 --> 00:54:43.904]  And you better believe they're going to take the cleanup money and give it to their cronies like Halliburton, who will spend $15 million on a blue tarp.
[00:54:45.145 --> 00:55:02.750]  Well now that they've got some American speaking representative for BP down there, the problem will seem a lot worse because they'll be able to speak in an American accent and say, we're taking care of the problem and there's nothing, we're gonna get it all, instead of that British accent that everyone couldn't stand, now they'll get some good old boy.
[00:55:02.910 --> 00:55:04.510]  Well, it wasn't even a British accent.
[00:55:04.530 --> 00:55:05.731]  I know the guy is British.
[00:55:05.811 --> 00:55:08.931]  I couldn't even, it was like, and we will do without.
[00:55:09.391 --> 00:55:14.352]  I'm out of the yachting right now, and you'll say, believe it, the little people down there.
[00:55:14.732 --> 00:55:17.053]  Well, folks didn't like being called little people, did they, Max?
[00:55:18.193 --> 00:55:21.254]  Well, it tells you the mentality that we're dealing with here.
[00:55:21.394 --> 00:55:27.135]  It's that they have a concept of entitlement that
[00:55:27.560 --> 00:55:31.342]  They own everything, and we own nothing, and it's in our own backyard.
[00:55:31.362 --> 00:55:32.423]  Alright, let's talk to Rob.
[00:55:32.443 --> 00:55:33.964]  Let's talk to Rob and Tejas.
[00:55:33.984 --> 00:55:34.864]  You're on the air, Rob.
[00:55:37.185 --> 00:55:38.946]  Okay, uh, two comments real quick.
[00:55:39.387 --> 00:55:45.390]  Max, yes or no, do you think there's really gonna be a, uh, an attack here in the next week or so?
[00:55:45.410 --> 00:55:48.852]  Okay, I didn't get the first part of that.
[00:55:49.612 --> 00:55:50.473]  Uh, what are you talking about?
[00:55:50.493 --> 00:55:52.074]  Uh, well, that's my question for Max.
[00:55:52.294 --> 00:55:53.415]  An attack on what?
[00:55:53.575 --> 00:55:54.475]  An attack on what?
[00:55:55.176 --> 00:55:55.556]  Iran.
[00:55:56.958 --> 00:55:59.641]  Oh, well, oh boy, yeah.
[00:55:59.782 --> 00:56:02.265]  It looks like it's heating up.
[00:56:04.027 --> 00:56:04.948]  Well, I want to be clear.
[00:56:05.028 --> 00:56:06.369]  Hold on, we'll hold both of you over.
[00:56:06.429 --> 00:56:08.252]  We have to, because the break's coming up.
[00:56:08.692 --> 00:56:13.498]  But did Max say there's going to be an attack in a week, or do you think you heard me say that?
[00:56:13.518 --> 00:56:14.619]  Because I'm not saying that.
[00:56:15.140 --> 00:56:16.882]  I mean, who said there's going to be an attack in a week?
[00:56:18.444 --> 00:56:20.626]  Well, the ships are in the Gulf right now, so, you know.
[00:56:20.866 --> 00:56:31.436]  Yeah, but they're there to menace right now and then start the blockade, and then if Iran doesn't allow themselves to have all their ships basically pillaged and then fights back, then that'll be the pretext.
[00:56:31.476 --> 00:56:32.277]  Stay there, both of you.
[00:56:32.697 --> 00:56:33.798]  Max Keiser is our guest.
[00:56:33.858 --> 00:56:34.799]  I'm Alex Jones.
[00:56:35.700 --> 00:56:38.141]  We're now five minutes into the final hour.
[00:56:38.161 --> 00:56:42.823]  We'll finish up with Rob, Sean, George, Steve, and then hit one or two other news items with Max Keiser and let him go.
[00:56:42.843 --> 00:56:44.283]  And then we've got a news blitz.
[00:56:44.623 --> 00:56:50.385]  And then I'm gonna recap what's happening with BP and my call for criminal investigation.
[00:56:50.405 --> 00:56:53.987]  Then we'll talk about foreign troops in America training to take your guns.
[00:56:54.747 --> 00:56:58.989]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:56:59.309 --> 00:56:59.929]  Number one.
[00:57:00.209 --> 00:57:03.370]  New climate legislation could easily double or triple your electric bill.
[00:57:03.630 --> 00:57:04.210]  Number two.
[00:57:04.490 --> 00:57:09.052]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:57:09.392 --> 00:57:09.832]  It's true.
[00:57:10.132 --> 00:57:14.694]  Total government control of electricity in the name of smart grid technology is coming.
[00:57:14.994 --> 00:57:15.554]  Number three.
[00:57:15.834 --> 00:57:19.116]  In some areas of the country, the power grid is dangerously overloaded.
[00:57:19.416 --> 00:57:23.117]  And now, new socialist legislation is only compounding the problem.
[00:57:23.317 --> 00:57:23.857]  Number 4.
[00:57:24.118 --> 00:57:26.479]  Dangerous weather is always a threat to local grids.
[00:57:26.880 --> 00:57:30.262]  Every year, thousands of families lose their power from weather-related outages.
[00:57:30.562 --> 00:57:30.762]  Number 5.
[00:57:31.343 --> 00:57:35.265]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:57:35.506 --> 00:57:40.249]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:57:40.549 --> 00:57:44.572]  You can get more information at www.mysolarbackup.com.
[00:57:44.712 --> 00:57:46.273]  That's mysolarbackup.com.
[00:57:46.493 --> 00:57:48.574]  Remember, the government doesn't own the sun.
[00:57:48.754 --> 00:57:51.096]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:57:58.715 --> 00:57:59.636]  Tyranny is here.
[00:57:59.977 --> 00:58:03.561]  The grim future foretold in 1984 has become reality.
[00:58:03.701 --> 00:58:06.124]  It really says that the state is God.
[00:58:06.144 --> 00:58:11.591]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:58:12.011 --> 00:58:18.239]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:58:18.659 --> 00:58:24.222]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:58:24.642 --> 00:58:28.304]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:58:28.824 --> 00:58:32.826]  Prepare to enter the secretive world of emergency dictatorship.
[00:58:33.106 --> 00:58:38.629]  Body scanners, sound cannons, citizen spies, stage terror, and cameras on every street corner.
[00:58:39.049 --> 00:58:42.050]  It's only the beginning of the New World Order's hellish plan.
[00:58:42.611 --> 00:58:44.031]  The police state isn't coming.
[00:58:44.592 --> 00:58:45.032]  It's here.
[00:58:45.692 --> 00:58:52.505]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv
[00:58:55.011 --> 00:58:57.632]  Hello, this is Alex Jones with some important questions.
[00:58:58.032 --> 00:59:02.994]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:59:03.354 --> 00:59:05.075]  My answer would be all I can get.
[00:59:05.395 --> 00:59:10.217]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:59:10.397 --> 00:59:11.358]  How much do you want?
[00:59:11.578 --> 00:59:12.318]  When do you want it?
[00:59:12.718 --> 00:59:14.299]  Now or after the battle starts?
[00:59:14.599 --> 00:59:15.419]  When will you need it?
[00:59:15.660 --> 00:59:17.720]  Can you buy it without proper identification?
[00:59:17.860 --> 00:59:18.861]  Will there be any food?
[00:59:19.201 --> 00:59:23.106]  Will it make your children sick if there's a quarantine and you can't feed yourself?
[00:59:23.266 --> 00:59:25.789]  Will you go to the gathering center and be immunized?
[00:59:25.989 --> 00:59:29.173]  You wipe out all these problems if you have a good food supply.
[00:59:29.593 --> 00:59:33.078]  Food is your ammunition to fight for your freedom and your life.
[00:59:33.398 --> 00:59:34.399]  How much will you need?
[00:59:34.639 --> 00:59:35.240]  We don't know.
[00:59:35.540 --> 00:59:36.442]  How much do you want?
[00:59:36.642 --> 00:59:37.363]  All you can get.
[00:59:37.383 --> 00:59:38.384]  I'm Alex Jones.
[00:59:38.644 --> 00:59:41.407]  I want all of you good guys to live to fight another day.
[00:59:41.707 --> 00:59:42.048]  Call 1-800-409-5633.
[00:59:42.068 --> 00:59:43.449]  Or check it out on the web at efoodsdirect.com.
[00:59:43.469 --> 00:59:44.570]  Again, that number, 1-800-409-5633.
[00:59:44.670 --> 00:59:44.830]  Life.
[00:59:44.870 --> 00:59:45.211]  Big Brother.
[00:59:45.231 --> 00:59:46.112]  Mainstream Media.
[01:00:03.255 --> 01:00:04.396]  Government cover-ups.
[01:00:05.016 --> 01:00:05.837]  You want answers?
[01:00:06.617 --> 01:00:08.078]  Well, so does he.
[01:00:08.138 --> 01:00:11.720]  He's Alex Jones on the GCN Radio Network.
[01:00:12.340 --> 01:00:16.443]  And now, live from Austin, Texas, Alex Jones.
[01:00:31.821 --> 01:00:34.683]  All right, we're eight minutes into the final hour, ladies and gentlemen.
[01:00:35.883 --> 01:00:37.484]  Max Keiser is our guest.
[01:00:38.725 --> 01:00:43.287]  Go ahead and finish up your point, Rob, in Texas about the situation with Iran.
[01:00:44.768 --> 01:00:53.213]  Well, that's all I had for Max, because, you know, I was a little worried about, you know, what that could mean for gas prices if, you know, there's an attack on Iran.
[01:00:53.293 --> 01:00:56.535]  But my final thing, I'll wrap up and bounce out of here real quick.
[01:00:57.655 --> 01:00:58.456]  YouTube is
[01:00:59.246 --> 01:01:02.688]  Seemingly messing with my views and keeping my video off the front page.
[01:01:02.748 --> 01:01:10.292]  So if InfoWarriors out there could mobilize and go Google or YouTube search Dennis Miller Show InfoBombed.
[01:01:10.891 --> 01:01:11.851]  And support that video.
[01:01:11.871 --> 01:01:13.572]  Keep it on that front page just for a couple days.
[01:01:13.632 --> 01:01:14.952]  Thank you very much, Alex and Max.
[01:01:15.052 --> 01:01:16.273]  All right, buddy.
[01:01:16.313 --> 01:01:16.693]  Keep it up.
[01:01:16.733 --> 01:01:17.173]  Good job.
[01:01:17.213 --> 01:01:18.293]  Going back to Max Keiser.
[01:01:18.934 --> 01:01:20.414]  We can't talk enough about Iran.
[01:01:20.474 --> 01:01:24.595]  I mean, it does... Israel's saying they may strike them and forget just gas prices.
[01:01:25.115 --> 01:01:26.176]  A lot more could happen.
[01:01:26.196 --> 01:01:29.577]  From your research, what could a strike on Iran turn into, Max?
[01:01:30.397 --> 01:01:31.777]  Well, I mean, yeah, the timing.
[01:01:32.318 --> 01:01:33.438]  I agree with the caller.
[01:01:33.538 --> 01:01:39.820]  If you look at the oil prices for timing, that's usually a good indicator of, you know, how urgent
[01:01:40.490 --> 01:01:50.838]  Where the situation is, oil prices at the moment, the past few days, couple of weeks, are not telegraphing a huge, you know, shock and awe type event.
[01:01:51.498 --> 01:02:03.807]  But clearly, they are trying to collar the country with the same kind of draconian, you know, what do you call it?
[01:02:09.716 --> 01:02:11.357]  In Gaza, you know, the embargo.
[01:02:12.778 --> 01:02:24.525]  And I think those flotillas, actually, that are flowing into Gaza, I think are having a much greater impact on how these events are unfolding than people realize.
[01:02:25.105 --> 01:02:33.189]  Because they are putting on the front page the real human drama of this prison that's being operated by Israel in Gaza.
[01:02:33.230 --> 01:02:35.711]  A million and a half people held in the concentration camp.
[01:02:36.249 --> 01:02:36.689]  Yes, I have.
[01:02:56.782 --> 01:02:58.704]  I'd love it if you could get him on again.
[01:02:58.724 --> 01:03:09.835]  He's been fantastic in exposing all of the underlying hypocrisy and atrocities that have been going on in the region.
[01:03:10.435 --> 01:03:15.760]  Now that's the British Member of Parliament from Scotland for those that don't know who he is.
[01:03:15.980 --> 01:03:17.542]  Let's get George Galloway back on.
[01:03:17.822 --> 01:03:20.464]  Yeah, he testified before Congress in the U.S.
[01:03:20.484 --> 01:03:22.625]  a couple of years ago and absolutely decimated.
[01:03:22.645 --> 01:03:31.410]  That's a fantastic YouTube, George Galloway in Washington, where he just tears apart the inquiry into the Food for Oil inquiry.
[01:03:31.730 --> 01:03:41.535]  And he just absolutely tears people apart in Congress and makes them look... He's a fantastic orator and a very smart guy, and he knows that he reads it extremely well.
[01:03:42.115 --> 01:03:43.776]  But, you know, I just...
[01:03:47.579 --> 01:03:53.730]  At the top of the show when we were talking about the Wall Street Journal's idea where oil spills somehow increase GDP.
[01:03:53.770 --> 01:03:56.114]  I mean, this is the mindset that we're dealing with.
[01:03:56.355 --> 01:03:57.236]  Somehow an attack.
[01:03:57.964 --> 01:04:04.028]  In the Middle East, another war in the Middle East is somehow going to improve the economy in the U.S.
[01:04:04.308 --> 01:04:05.790]  It's absolute insanity.
[01:04:06.150 --> 01:04:21.400]  There's no way at this point, given the debt load that the country is carrying, that starting another war or being a part to another war is going to do anything but just speed up this calamitous dive into economic catastrophe.
[01:04:25.216 --> 01:04:29.778]  Well, that's what the big central banks want, and I hope people tuning in realize this is not hyperbole.
[01:04:29.798 --> 01:04:30.758]  We're not hyping this.
[01:04:31.479 --> 01:04:33.480]  Israel's saying they may nuke Iran.
[01:04:34.120 --> 01:04:34.420]  U.S.
[01:04:34.480 --> 01:04:36.501]  and Israeli flotillas are now in place.
[01:04:38.122 --> 01:04:40.323]  The BP disaster is going on unabated.
[01:04:40.663 --> 01:04:42.243]  They're trying to pass carbon taxes.
[01:04:42.303 --> 01:04:43.964]  States are going bankrupt left and right.
[01:04:44.324 --> 01:04:46.885]  They're overturning the entire Bill of Rights and Constitution.
[01:04:47.306 --> 01:04:54.629]  Obama signed an executive order mandating lifestyle behavior modification, with the federal government running every facet of our lives.
[01:04:55.229 --> 01:04:58.490]  EU to ban construction of ordinary family homes by 2020.
[01:04:58.851 --> 01:05:00.851]  You must live in government dormitories.
[01:05:01.211 --> 01:05:02.352]  This is the Borg.
[01:05:03.092 --> 01:05:14.397]  I mean, when I told people years ago that it's gonna be a Chinese model where we're all raised in dormitories and our kids are taken at birth like you take, you know, eggs from a chicken, as George Orwell said, I mean, this is the plan.
[01:05:15.037 --> 01:05:19.438]  They want to totally re-engineer humanity, so it's impossible for us to ever resist.
[01:05:19.818 --> 01:05:25.520]  This is the scientific elite playing God, and they're using economic warfare to bankrupt us and take control.
[01:05:25.820 --> 01:05:27.760]  Sean in Texas, you're on the air with Max Keiser.
[01:05:28.381 --> 01:05:28.701]  Yes, sir.
[01:05:29.581 --> 01:05:33.442]  I'm glad to be on your show, Alex, and Mr. Keiser, good to meet you.
[01:05:35.062 --> 01:05:40.784]  I live right next door to the largest military installation in the world, which is Fort Hood, Texas.
[01:05:41.736 --> 01:05:46.159]  And I'd like to tell the American people that what's fixing to happen is for real.
[01:05:46.840 --> 01:05:51.143]  My family was born and raised out there in army camp before it was the camp.
[01:05:51.824 --> 01:05:55.246]  And back in the 40s, the military went out there and moved them off their land.
[01:05:56.087 --> 01:05:58.229]  And basically told them they had to leave.
[01:05:58.329 --> 01:06:01.311]  If they didn't leave, they was going to be imprisoned.
[01:06:02.092 --> 01:06:06.895]  And we can only visit our relatives' graves out in that camp on Memorial Day.
[01:06:07.075 --> 01:06:10.298]  And artillery shells hit out there in the cemetery and everything else.
[01:06:12.533 --> 01:06:18.438]  In this little small town I live in, I'd like to say that the military is gradually taking over.
[01:06:19.119 --> 01:06:24.123]  It's coming into our community, it's coming into our Chamber of Commerce, our city.
[01:06:24.564 --> 01:06:29.067]  I'm the fire chaplain here in our town, and I'm in the Volunteer Fire Department.
[01:06:29.628 --> 01:06:36.354]  And we also, in our fire department, had to be FEMA compliant with Emergency Management Institute.
[01:06:37.074 --> 01:06:38.435]  And from my understanding,
[01:06:39.571 --> 01:06:43.834]  You know, that's countrywide that we have to do.
[01:07:11.633 --> 01:07:16.517]  It's the trend is obviously getting worse.
[01:07:17.078 --> 01:07:23.023]  And but again, my my point is that there seems to be the idea
[01:07:24.514 --> 01:07:30.378]  That somehow this contributes toward a positive economic development.
[01:07:30.458 --> 01:07:40.005]  Like, for example, that corporation I think is a classic example of this, the Corrections Corps of America, CCA, Trades on the New York Stock Exchange, the private prison.
[01:07:40.965 --> 01:07:45.707]  And they also own all the restaurants and all the hotels near the prison.
[01:07:46.007 --> 01:07:51.268]  So when people go to visit their relatives in prison, they stay in the hotels, they eat in the restaurants, and it's a prison complex.
[01:07:51.328 --> 01:07:53.429]  It's a prison industrial complex.
[01:07:53.729 --> 01:07:56.250]  So they're taking tyranny, they're taking
[01:07:56.974 --> 01:08:01.536]  And they're taking it public, so you can publicly trade it on the exchange.
[01:08:01.556 --> 01:08:07.719]  You can buy Prison Corps of America, you can buy Visa and MasterCard, they're basically in the debt slavery business.
[01:08:08.059 --> 01:08:12.340]  You can buy JPMorgan and Goldman Sachs, they're in the usury business.
[01:08:12.701 --> 01:08:17.263]  So you can buy and sell tyranny on the New York Stock Exchange every day.
[01:08:17.683 --> 01:08:19.203]  And that's what you can buy and sell.
[01:08:19.564 --> 01:08:25.266]  And people are involved in their pension accounts and their retirement accounts, and they are supporting
[01:08:28.409 --> 01:08:36.371]  Sean, anything else from Texas?
[01:08:37.432 --> 01:08:41.273]  I'd just like to say, you keep the fight up, brother, and don't stop.
[01:08:42.613 --> 01:08:51.416]  Back in the 17th century, when George Washington was our founding father here, you know, he didn't quit neither against the British.
[01:08:52.165 --> 01:08:54.286]  And we have to have some patriots stand up.
[01:08:54.646 --> 01:08:57.927]  Well, I haven't done one one-hundredth of what George Washington did.
[01:08:57.967 --> 01:09:00.848]  That became physical and I don't compare myself to that.
[01:09:01.328 --> 01:09:06.030]  I'm here to wake up the George Washingtons that are out there but don't know it yet.
[01:09:07.040 --> 01:09:13.549]  And that's my job, and that's what I've always seen my mission is, to get the word out to the people.
[01:09:13.729 --> 01:09:14.490]  Some will listen.
[01:09:14.530 --> 01:09:16.052]  Some will have the calling for liberty.
[01:09:16.553 --> 01:09:18.476]  Others have the spirit of liberty beating in their hearts.
[01:09:18.576 --> 01:09:19.096]  Some don't.
[01:09:19.597 --> 01:09:24.283]  And so I'm here warning people, telling people what's really happening, and then
[01:09:27.335 --> 01:09:27.475]  Hi Max.
[01:09:27.495 --> 01:09:29.196]  I just was reminded of something we were talking about.
[01:09:50.751 --> 01:09:51.111]  I think so.
[01:10:08.160 --> 01:10:22.030]  And then they'll basically become a force of calling their congressmen, calling, boycotting certain companies who are doing this, make other people more aware of this stuff, demonstrate if necessary, on and on it goes.
[01:10:23.391 --> 01:10:24.652]  You know, something like that.
[01:10:24.692 --> 01:10:37.761]  But the other thing, Alex, I also wanted you to maybe put up those things you need that you don't have the capability for manpower or money that up on some sort of blog that we can reference regularly, and maybe we can set up groups
[01:10:38.419 --> 01:10:41.080]  An organization that can do that for you off-site?
[01:10:41.100 --> 01:10:43.521]  Well, look, I mean, I don't even need to direct everybody.
[01:10:43.641 --> 01:10:48.903]  I mean, people want to co-confront BP, who's outside their jurisdiction, telling media they can't be on the beach?
[01:10:49.483 --> 01:10:54.405]  What if 10,000 Americans, instead of this big Democrat calling for 100,000 people to go be violent?
[01:10:54.626 --> 01:10:56.046]  That's exactly what we don't want.
[01:10:56.306 --> 01:10:57.647]  Sounds like provocateur to me.
[01:10:57.947 --> 01:11:00.188]  Paul Craig Roberts wrote about it and exposed it last week.
[01:11:00.988 --> 01:11:06.729]  What if 10,000 people went with video cameras and had live links to Justin.TV?
[01:11:06.749 --> 01:11:11.971]  They have an Apple iPhone app, where even if they take your phone or camera, it's uploading live.
[01:11:12.191 --> 01:11:18.412]  What if 10,000 people randomly picked different towns on the beach to go out there and confront these goons peacefully?
[01:11:18.852 --> 01:11:21.113]  That would, in the info war, expose them.
[01:11:23.053 --> 01:11:24.454]  I'm thinking about going to the Gulf.
[01:11:24.494 --> 01:11:26.114]  It's going to be going on for a long time, folks.
[01:11:26.474 --> 01:11:28.174]  I'm really worried about Iran right now.
[01:11:28.555 --> 01:11:29.935]  I'm worried about a lot of other issues.
[01:11:31.158 --> 01:11:35.502]  I feel like I can do more here, having guests on and things, but everybody, go there.
[01:11:35.662 --> 01:11:38.545]  And it won't be one magic video that exposes the Gulf.
[01:11:38.945 --> 01:11:40.747]  It'll be thousands of videos together.
[01:11:41.107 --> 01:11:47.953]  Max Keiser, great job, always wonderful to have you on your maiden voyage of a Genesis Radio broadcast, 9 a.m.
[01:11:48.313 --> 01:11:49.515]  Saturday here on Genesis.
[01:11:49.795 --> 01:11:50.515]  God bless you, buddy.
[01:11:50.535 --> 01:11:52.157]  Good to hear from you.
[01:11:53.178 --> 01:11:54.599]  I will be back with a bunch of news.
[01:11:54.639 --> 01:11:55.160]  Your calls.
[01:11:56.109 --> 01:11:58.712]  Hello, this is Alex Jones with some important questions.
[01:11:59.133 --> 01:12:04.099]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[01:12:04.460 --> 01:12:06.202]  My answer would be all I can get.
[01:12:06.522 --> 01:12:10.367]  In the battle for freedom and the lives of your loved ones, food is your
[01:12:12.008 --> 01:12:12.088]  Yeah.
[01:12:31.101 --> 01:12:31.421]  We're good!
[01:12:59.881 --> 01:13:00.842]  Tyranny is here.
[01:13:01.143 --> 01:13:04.807]  The grim future foretold in 1984 has become reality.
[01:13:04.827 --> 01:13:07.289]  It really says that the state is God.
[01:13:07.309 --> 01:13:12.755]  The United States is now recognized globally as one of the most oppressive police states on earth.
[01:13:13.175 --> 01:13:19.402]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[01:13:19.822 --> 01:13:25.385]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:13:25.785 --> 01:13:29.467]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[01:13:29.987 --> 01:13:33.989]  Prepare to enter the secretive world of emergency dictatorship.
[01:13:34.269 --> 01:13:39.811]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[01:13:40.211 --> 01:13:43.113]  It's only the beginning of the New World Order's hellish plan.
[01:13:43.773 --> 01:13:45.174]  The police state isn't coming.
[01:13:45.734 --> 01:13:46.235]  It's here.
[01:13:46.835 --> 01:13:53.859]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[01:13:54.900 --> 01:13:57.602]  Making the right decisions is a challenge to investors.
[01:13:57.842 --> 01:14:01.804]  Are we going to see economic growth, slide into a recession, or at worst, depression?
[01:14:02.004 --> 01:14:04.066]  Hi, Ted Anderson from Midas Resources.
[01:14:04.266 --> 01:14:09.289]  We all know when a company acts irresponsibly, divesting ourselves in a move towards safety is prudent.
[01:14:09.429 --> 01:14:11.190]  When the market becomes volatile, U.S.
[01:14:11.250 --> 01:14:12.571]  Treasuries are a safe haven.
[01:14:12.771 --> 01:14:14.232]  But what do you do when the U.S.
[01:14:14.272 --> 01:14:17.353]  government overextends itself and spends beyond its means?
[01:14:17.633 --> 01:14:22.675]  Many investors are turning toward gold as a common-sense alternative to traditional paper investments.
[01:14:23.015 --> 01:14:32.099]  Midas Resources has put together a powerful book titled Ten Reasons to Own Gold, discussing costs, benefits, risks, featuring full-color illustrations, weights, and measures.
[01:14:32.339 --> 01:14:32.859]  We're good to go.
[01:14:55.106 --> 01:14:56.447]  Don't answer it!
[01:14:56.967 --> 01:15:05.051]  If fear strikes your heart when the phone rings, knowing it may be another bill collector, it's time for you to call Zero Debt in 90 Days.
[01:15:05.071 --> 01:15:05.611]  800-477-9256.
[01:15:06.552 --> 01:15:12.655]  Settlements, bankruptcy, and attorneys are not the answer, and may end up costing you up to 10 times more than necessary.
[01:15:12.895 --> 01:15:16.956]  Listen, if you're already in debt, does it make sense to get buried in another payment plan?
[01:15:17.156 --> 01:15:24.417]  Zero Debt in 90 Days gets you out of debt in 90 days, guaranteed, without a payment plan, and without attorneys or going to court.
[01:15:24.537 --> 01:15:28.618]  Get the fastest relief from debt on the planet when you call 800-477-9256.
[01:15:29.598 --> 01:15:40.300]  If you have debt with the IRS, credit cards, student loans, or a foreclosure, we can help at Zero Debt in 90 Days, and we are the only organization to provide written guarantees on the results.
[01:15:40.620 --> 01:15:42.964]  Go to ZeroDebtGuaranteed.com.
[01:15:43.144 --> 01:15:45.528]  That's ZeroDebtGuaranteed.com.
[01:15:45.728 --> 01:15:47.451]  Or call now for free information.
[01:15:47.471 --> 01:15:47.591]  800-477-9256.
[01:15:47.631 --> 01:15:47.812]  That's 800-477-9256.
[01:16:31.706 --> 01:16:38.588]  We're back live, ladies and gentlemen.
[01:16:38.608 --> 01:16:40.008]  Monday through Friday, 11 a.m.
[01:16:40.829 --> 01:16:41.369]  to 3 p.m.
[01:16:41.429 --> 01:16:44.850]  Central Standard Time, or Central Time, depending on the time of the year.
[01:16:44.870 --> 01:16:48.011]  12 noon to 4 p.m.
[01:16:48.071 --> 01:16:48.411]  Eastern.
[01:16:49.704 --> 01:16:53.646]  We're going to have in studio Rob Dew and Jason Douglas.
[01:16:53.886 --> 01:16:56.647]  I didn't send them to the Gulf because we know what's going on in the Gulf.
[01:16:56.707 --> 01:16:57.088]  Tyranny.
[01:16:58.568 --> 01:17:05.352]  To Urban Warfare Drills all over Chicago and I'm glad I sent them because they discovered a lot of really key information.
[01:17:05.372 --> 01:17:13.336]  They're going to be joining us in premiering video and audio here coming up in the next segment in studio with us.
[01:17:14.336 --> 01:17:15.417]  This story is in
[01:17:18.766 --> 01:17:26.412]  A whole bunch of mainstream publications in Europe, but the reference frame website boiled it all down.
